-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
0.068816+0.128283j 0.031475+0.00964139j 0.0829047-0.0895413j -0.0402827+0.12645j 0.157824+0.349085j -0.00297857-0.0989721j 0.0428727+0.15953j 0.185302-0.0193083j 0.0179305-0.0608664j 0.0287667+0.155501j -0.0175817-0.0566283j -0.0199987-0.0930538j -0.00335945-0.0571404j -0.00326527+0.028668j 0.0221973-0.000354051j -0.0136056+0.0182951j 0.03854-0.0189729j -0.0126667-0.0036748j 0.022106+0.0137256j 0.0204191+0.00164638j 0.0100307-0.0312012j 0.00203404+0.010098j -0.00754232+0.0124686j -0.000888865+0.0154103j -0.00365425-0.027832j 0.00714572-0.00881604j 0.0506408-0.00938802j 0.00503592+0.0120374j -0.00695516+0.00903511j 0.0168166-0.0308743j -0.00647093+0.0180209j 0.00784726+0.00789844j 0.000488429+0.0104943j -0.0126623-0.0167552j -0.00272505-0.00426358j -0.015656+0.0164146j -0.00735362+0.00644195j 0.0245582+0.00500235j -0.0194969-0.00924079j 0.0216518+0.00347963j -0.0130205+0.00722885j -0.00251467+0.00125862j -0.00195682+0.0226021j 0.0168035+0.000461912j 0.0259302-0.0137149j 0.0243268+0.00896957j 0.0113368+0.000679459j -0.0146489-0.00546906j 0.0139184+0.0119216j -0.0183989-0.00862744j 0.000756429+0.00108825j -0.0133522-0.00956366j 0.00286776-0.00211832j -0.00133395+0.000752914j -0.00254223+0.00283151j -0.00624786+0.000180504j 0.00316796+0.00276162j -0.00714599-0.000928742j -0.00529528+0.00670572j -0.00144819-0.00923167j -0.00386057+0.000619352j 0.00184836-0.000215999j -0.00536511+0.00602263j -0.0017043+0.0128636j 0.00236991-0.00113131j -0.0011025-0.00672568j -0.00191725+7.9776e-05j 0.00874829+0.0058796j 0.00610867-0.0188541j 0.00565732+0.00612327j -0.00408564+0.0119634j 0.0160069+5.39101e-05j 0.00293873+0.0145659j 0.00267224-0.00518248j 0.00859893+0.00516855j -0.00950192+0.003076j -0.0028479-0.003623j 0.00270774-0.00455959j -0.00506713+2.69091e-05j 0.00312742+6.10146e-05j 0.000404101-0.00458401j -0.000122286+0.00100627j -0.00147868-0.00140237j -0.00127588-0.00197297j 0.00655814-0.000332334j 0.00563442+0.00334129j 0.00123101-0.00226009j -0.0010368+0.00270979j 0.00333513-0.000287359j -0.00605105-0.00150062j 0.00306867+0.00519109j -0.00212941+0.00396945j -0.00884208-0.00726311j 0.00205086+0.00296518j 0.00184782-0.00191471j 
-0.0391358+0.0661278j 0.0481174+0.0431124j -0.0361982+0.476955j -0.129506+0.229044j 0.144133-0.0226497j -0.0167145-0.105071j 0.0994667-0.153052j 0.0175835+0.0521716j -0.0469952-0.0355847j 0.0390007-0.102617j 0.00696406-0.0151272j 0.00668944+0.00356759j 0.0112649-0.0202214j 0.00123604-0.0159612j -0.00146493+0.0130219j -0.00438779-0.0127144j 0.00673276+0.0154789j 0.00918707-0.00451908j 0.0193455-0.00629413j 0.0158238-0.0115896j -0.00500643-0.0237361j -0.00409609-0.0078005j -0.000540956+0.00607418j 0.00716916-0.00687688j 0.00417437+0.00754626j -0.000528997-0.00762548j 0.0218509-0.00759323j 0.0023333+0.0060817j -0.00678514+0.0153917j 0.0104737-0.0209543j -0.00442158+0.0132478j -0.00360633-0.00596125j -0.0167523+0.0126696j -0.0357897-0.0107733j 0.0136385+0.00128046j 0.0219697+0.0138397j -0.00917324-0.00947822j 0.00821609-0.0185676j 0.00494285+0.0162973j -0.00824986+0.00367069j 0.00194828-0.0206029j -0.00153871+0.0124465j -0.0030941+0.00387685j 0.00595341+0.0144677j -0.00283292+0.0110614j -0.000261056+0.0152987j -0.00320753-0.00245771j -0.0113929-0.005065j -0.0043848+0.00799297j -0.00560622-0.00944407j 0.00287898+0.00447565j -0.000454882+0.000854541j 0.00421954-0.00287033j -0.00276114+0.00188014j -0.00505377-0.00468124j 0.00566785-0.00397952j 0.00551066+0.0015677j 0.000974472-0.00959456j -0.0077906-0.00757539j -0.00601804-0.0196641j 0.00198064-0.0167221j 0.00412026-0.00129725j -0.00411782+0.00567215j -0.0170138-0.00434003j 0.000380274-0.00359371j 0.00674972-0.0140929j -0.0109459-0.00405452j 0.00467341+0.0144852j 0.0019579+0.0111191j -0.00170953+0.00245444j -0.000224759-0.0123462j -0.00482748-0.000238635j -0.00690474-0.0137637j -0.00558273+0.00339541j -0.00625947-0.000864094j -0.000206392-0.00483284j 0.00219329+0.00366318j 0.00156397+0.00247901j -0.00122374-0.000519039j 0.000475359-0.0014079j 0.00461723-0.00227093j 0.00128508+0.00429086j -1.71019e-05-0.000635624j 0.00121699-0.000361991j -0.00139327+1.24081e-05j -0.00346653+0.00106553j -0.000601348+0.00715512j -0.00253132+7.50312e-05j -0.00454601-0.00525558j 0.000716707-0.00290231j 0.000120215-0.00305752j -0.00199473-0.00532907j -0.00125522-0.00167586j -4.92153e-05+0.00175786j 0.000420216+0.00200021j 
-0.0202625-0.0237178j -0.0459256+0.0821205j -0.0119732+0.0500915j -0.280005-0.311028j 0.0736198+0.119881j 0.0101979+0.0546045j -0.165814-0.0226642j 0.114382+0.0940309j -0.021557-0.0957101j -0.00577253-0.00971321j 0.00820693+0.0502119j 0.0070573-0.0265903j 0.000121339+0.0174308j 0.0129708-0.0129939j -0.0235901+0.0374137j -0.00649774-0.00609791j -0.0339-0.00115669j -0.0130456+0.00251261j -0.00824222-0.0227839j 0.0420519-0.0264017j -0.00926589+0.0372265j 0.0225437-0.021195j 0.0216015+0.014234j -0.0217509+0.00442539j -0.0278501+0.00230953j -0.020983-0.00555722j 0.02032-0.00585133j 0.00859573-0.0103768j 0.00665363+0.00609224j 0.0098618-0.00860115j 0.00562327-0.0108105j 0.0230035+0.000503152j 0.00447735+0.00305914j -0.0131268+0.0120273j 0.000552119-0.010785j -0.00240263+0.00580829j -0.0153014-0.00602019j 0.00644385+0.000565572j -0.00316569+0.00639547j 0.000947255+0.00525825j -0.00248611+0.00924973j -0.000861613-0.00532498j 0.0136331-0.000426024j -0.000794307-0.00649975j -0.000427677-0.00114489j 0.00480041+0.00715236j 0.0108523-0.00585396j -0.0135805+0.00132073j 0.00115778-0.000382419j -0.0010194+0.0073838j 0.00863668-0.00253121j -0.0117312-0.0058564j -0.00994305-0.00720519j 0.0150996+0.0121949j -0.0157251+0.010905j -0.0162159-0.00332396j 0.012197-0.0168117j 0.00139306-0.00156417j -0.0125571+0.0155592j -0.0078145+0.00780396j -0.00775808+0.00898322j -0.00243188+0.00407844j 0.00450828-0.0039555j 0.00562959+0.0138894j 0.000986937-0.00108444j -0.010487+0.00138904j 0.00490262+0.0134177j 0.00516428-0.000387201j -0.00297391+0.00582993j -0.0017176+0.00597479j 0.00583075+0.00166074j -0.0039744-0.00190265j -0.000880289-0.0114988j -0.0024293-0.000590048j -0.00605043-0.0078421j 0.00364284+0.0049399j -0.00279375-0.000587067j 0.00129768+0.00584543j -0.00179194-0.00134494j 0.010326-0.00672653j -0.0197951-0.00593195j 0.00541038-0.0164394j -0.000402467-0.00156604j 0.00857864+0.015889j -0.00306114-0.0080966j -0.00105319+0.00666311j 0.0170914-0.0101557j 0.010405+0.00620368j 0.0113614+0.00517384j -0.00136349-0.00293817j 0.000213478+0.000562931j -0.00138894+0.00119272j -0.00226718-0.00409554j -0.000636324+0.000845312j -0.000422667-0.000527601j 
0.1943-0.0961442j 0.0513081+0.221133j 0.327033+0.196882j 0.342844-0.0332991j -0.0373751+0.00567868j 0.0497014-0.00103198j -0.0906469+0.0709897j 0.135147-0.0261507j -0.00952648+0.0305562j -0.0388112+0.00266087j -0.00684276+0.11267j -0.0458038+0.00721687j -0.0225038-0.00132342j -0.0423575-0.0154499j 0.00531462+0.0221242j 0.00855409-0.0094714j 0.0435602-0.0101134j -0.00284829-0.0290435j 0.00515283-0.0216368j -0.0283257-0.00767383j -0.0190736+0.00190562j -0.00823792+0.00184987j 0.00165164+0.00440404j -0.0470856-0.011284j 0.0123204+0.00012825j 0.0377783-0.00580494j 0.0474827-0.000588676j 0.0220123+0.00152455j -0.0338452+0.00114322j 0.0403999-0.00916442j -0.0201808-0.0207301j 0.0199534-0.00105517j 0.00886621+0.0151801j 0.0120398-0.000631363j 0.00239201+0.00939504j -0.00711093+0.00557694j 0.0224252-0.00463075j 0.00176812+0.00492784j -0.0222502+0.0133651j 0.000620553-0.0137187j 0.0193424+0.0144654j -0.00627723-0.00688634j -0.00417955-0.00980171j -0.000606888+0.013217j 0.0336351+0.00497111j 0.00841596+0.00647439j 0.0049891-0.00395464j -0.0161889-0.00170572j 0.0231819+0.00220519j -0.00500985+0.00330665j -0.000483905-0.00209362j -0.00704028-0.00010628j 0.0181698+0.00397767j -0.00626033-0.00325931j 0.00827992-0.00871264j 0.0155987+0.00508127j -0.00146897+0.00841184j -0.00115006-0.000812351j 8.35613e-05-0.0212162j 0.0124998+0.000707671j 0.00725745+0.00234186j 0.00180112-1.84526e-05j -0.0065064-0.00925196j 0.00393804-0.0125972j 0.0121067+0.00120599j 0.00545179+0.0054125j 0.00842076-0.00969844j -0.01266+0.00700775j 0.00232319+0.00039489j -0.000892599-0.0042565j 0.00807874+0.0025905j -0.00344568+0.00193405j -0.0087253+0.00118354j -0.000488168-0.00191433j 0.00287688+0.00136766j 0.0125293-0.00686946j 0.000330975-0.00127528j 0.0143065+0.00030381j -0.00491797+0.00158679j -0.000444495+0.000679713j -0.000103561+0.00164522j -0.00101815-0.00266244j -0.00220147+0.00100506j 0.00434573-0.00245615j -0.00148166+0.000444063j 0.00339174+0.00413657j 0.00163114-0.00734396j -0.000597899-0.00459438j 0.00139363+0.000820881j -1.7082e-05-0.00633656j 0.00194329+0.00195244j -0.000654814+0.00995338j -0.0122191-0.00218793j 0.00315065-3.94528e-05j -0.00155194-0.00146385j 
-0.0270127-0.114902j 0.227192-0.120504j 0.23555-0.230944j -0.0400384-0.112507j 0.0446705-0.093077j -0.000552035-0.171108j 0.0922931-0.0537583j -0.0164112-0.0378466j -0.0121285+0.0467094j -0.0160298-0.108225j 0.0448615-0.0105445j -0.0206525+0.103252j -0.0177963-0.00683464j -0.0167937-0.0102232j -0.0285456+0.00842957j -0.0114644-0.0231085j 0.0145499-0.00980943j 0.00045941+0.0427093j 0.0245476+0.00312535j 0.00321173+0.00663853j -0.0181126+0.00362417j -0.0317061-0.00841814j -0.0164933-0.00258383j -0.00902822+0.00666926j -0.00567745-0.000714529j -0.0106849-0.0100118j 0.0105243-0.0150995j 0.0196676+0.000982683j 3.19722e-05+0.00940951j 0.00931302+0.028696j 0.013532+0.0034319j -0.0183066+0.00632598j -0.0481996+0.006738j -0.0283154-0.0192427j 0.0134936+0.0153909j 0.0226135+0.00407477j 0.00139183+0.0153789j -0.0033115-0.0188694j -0.00994371-0.00692106j 0.0258856-0.00979266j 0.00128178-0.00800693j -0.00750562+0.00275807j 0.000749184+0.000932786j -0.0071041+0.00589705j -0.00899777+0.0243126j -0.00756835+0.0133027j -0.00873259+0.00237534j 0.0018412-0.000510339j -0.00588739+0.00837311j -0.00109097-0.00890575j -0.000230684+0.00481425j 0.00211368+0.00871146j -0.00364926+0.00451523j 0.00326469-0.00898706j -0.000716646+0.000370572j 4.53833e-05+0.0103089j -0.00880044-0.000403127j 0.00242904-0.0018633j 0.00789369-0.00217349j -0.00855271+0.00450783j 0.0107326+0.00442843j -0.000245889-0.00369429j 0.00632287-0.00867901j 0.00435102-0.00243707j -0.00166905-0.00471695j -0.00296267+0.0124583j 0.00960882+0.0102977j -0.00819288-0.00956925j 0.00596466+0.0151116j 0.00109432-0.00914666j -0.00392978-0.00848723j -0.0129904-0.0030675j -0.00213159-0.0158735j -0.000658571+0.00636796j -0.007876-0.00218768j 0.00514628-0.00893354j 0.000116019+0.00779326j -0.0045446+0.000197394j -0.00190955-0.000819809j -0.000354682-0.00205793j -0.00302538+0.00699717j 0.00135483-0.00407672j 0.000712606-0.00150101j 0.0092618+0.00908782j -0.00712751-0.00354776j -0.0076289+0.0033117j 0.00754433-0.00251236j 0.00530902-0.0040229j 0.00359151+0.00267944j 0.00339753-0.00452417j -0.00467835-0.00498619j -0.00489457-0.00801076j 0.00369772+0.00313942j -0.00255228+0.00090354j 0.000666966+0.00431447j 
-0.117566-0.231493j 0.0150986+0.326358j -0.0873881+0.0958315j -0.150796-0.1162j -0.00148088+0.0159622j -0.0438363-0.0748357j 0.0742113+0.147894j -0.0975888-0.11629j 0.0393615+0.113444j -0.0109537+0.0333732j 0.014755+0.217889j 0.011077+0.0329756j -0.00134721-0.0235975j 0.00961681-0.0125796j -0.00303056+0.00845727j -0.0083536-0.00537894j -0.017306-0.0245051j -0.00359326-0.0261221j -0.00579145-0.0247167j 0.0171185-0.0220822j 0.0181434-0.00896097j -0.0066094+0.00127814j -0.0195577-0.000376203j 0.0273039-0.011628j -0.0125987-0.00292204j -0.0220348-0.0122504j -0.0436936+0.00402415j -0.0155037+0.0134469j 0.0193912-0.00589444j -0.0200068+0.0016796j 0.0118812-0.0438394j 0.00487706+0.0087848j -0.00522897+0.00880382j -0.00964377+0.0114671j -0.00592233+0.00092735j 0.0177534-8.75527e-05j 0.0010223-0.00108216j -0.0116852-0.00881529j 0.0177628+0.00261902j 0.0047429+0.0115488j -0.00714478+0.0059614j 0.0137919-0.00886713j -0.00474727+0.00551592j -0.0229894+0.00807497j -0.0245243+0.0146921j -0.00126048+0.00529449j -0.0104317+0.00130238j 0.0308086+0.0121453j -0.0227632+0.000225679j 0.0101202+0.0308594j -0.0031656-0.00131318j 0.0221841+0.000267849j -0.0011013+0.00306909j -0.00937776+0.00468493j 0.00165684-0.0133024j 0.0116824-0.0062094j 0.00921941+0.0123757j -0.000166891+0.00324306j 0.00589863-0.0242065j -0.00907186+0.00254415j -0.00791059-0.00553417j 0.000617011-0.00950705j 0.0128749-0.00457092j -0.00356794+0.0091293j -0.00435229-0.00175108j -0.00213198-0.00337044j -0.00150726+0.00920002j -0.00159644-0.00581743j -0.00744657+0.00670068j -0.00405379-0.0143444j -0.0092455+0.00169019j -0.00338241-0.00282984j 0.00908328+0.00320856j 0.00936342-0.00117749j 0.00324612+0.00302062j -0.00467372-0.00183556j -0.000933608-0.00206048j -0.0128101-0.00247292j 0.00499075+0.000689062j -0.00518135+0.00241108j 0.00794057+0.00251084j -0.00378841+0.00859352j -0.00222826-0.000467095j -0.00656074-0.00605207j 0.00112454-0.000417301j -0.00936945-0.0030404j -0.00512759+0.000913979j -0.00106605+0.00116918j 0.00243944+0.00373938j -7.44243e-05+0.00421429j -0.00406517-0.00176947j 0.00344564-0.00439935j 0.0154357+0.00905794j -0.00593201-0.00231138j 0.00143871+0.00242884j 
-0.161076+0.0561707j 0.330869+0.00734823j 0.299673+0.053807j -0.151048+0.0215639j 0.018119+0.0499382j -0.0170669+0.0803237j 0.150782+0.0248526j -0.139601+0.0169999j 0.0330492-0.0434581j 0.0314593+0.0338946j 0.0734397-0.0224769j -0.00192109-0.0614114j -0.0176935-0.00165483j -0.0146931+6.27028e-05j -0.0445338+0.000863583j -0.0176187+0.0186608j -0.0158839+0.0112134j -0.00453428-0.00592951j 0.0169964+0.000724986j -0.00562234-0.000540072j -0.0385979+0.00478018j -0.04578+0.0123097j -0.012772+0.00276887j -0.00207465-0.0197318j -0.0182429+0.00515124j -0.0251846+0.015254j -0.00450083+0.00297093j 0.011806-0.0161268j 0.0474156-0.0140471j -0.00533148-0.00259892j 0.0421105+0.00343325j 0.00605201+0.0215797j -0.016548-0.00673582j -0.0150012+0.0035604j -0.00296792-0.0107888j -0.0319008+0.00583251j 0.00774973-0.00600237j 0.0206922+0.0205112j -0.00731983+0.00429573j -0.0190494+0.00290676j -0.00793587+0.0081249j 0.0249375+0.0122802j -0.00254536+0.00234483j -0.0176114-0.0230325j -0.0049607-0.0119844j -0.0108137-0.00654447j -0.0101416-0.00181815j 0.0124053+0.00387222j -0.00377952-0.00893906j -0.00988289+0.0116771j -0.00525041+0.00510173j 0.0181418-0.00066004j -0.0169285+0.00874217j 0.00411752-0.00448194j 0.0199615+0.00609471j 0.00348664+0.0112976j -0.00506971+0.00833985j 0.00416843+0.00408544j 0.0167672+0.00102023j 0.00894997+0.00032791j -0.0013153-0.00516991j 0.00280863+0.00750726j -0.0019752+0.00768241j -0.00436521-0.00237265j -0.00243671+0.0136234j 0.0045981-0.00534987j -0.00952117-0.00815304j -0.00175463-0.00371737j -0.0100218-0.00847287j 0.000331554+0.00402153j 0.00242053+0.00830158j 0.0109588+0.00372842j 0.00747772+0.00637101j 0.00180593+0.00573252j -0.00405795-0.00232756j -0.00360765+0.00673043j -0.00117199-0.00210067j -0.0137061+0.00539823j 0.000820595-0.00325667j 0.00140359-0.00358551j -0.001125+0.0038699j -0.00917433-0.00258654j 0.00232932-0.00081208j -0.00531792-0.00654724j 0.00509391+0.00165518j 0.0039695-0.00626804j -0.00340948-0.000131902j -0.00169439+0.00114348j 0.00171358+0.00472092j 0.00213893+0.00676604j 0.00517023+0.00460799j 0.00543718-0.000247833j 0.00510216-0.00393767j -0.000931133-0.000982018j -0.00157442-0.00295069j 
-0.148045+0.00379721j 0.108787+0.0322089j -0.114782+0.00665114j 3.22277e-06-0.0044088j -0.166417+0.00296698j -0.146843+0.0432106j -0.0183809-0.0297568j 0.106529+0.00306639j 0.0906284+0.0425296j 0.0307476+0.0830099j 0.0993395+0.0106382j -0.0276182+0.0083389j -0.0479748-0.0138495j 0.0430896-0.000801005j -0.0577348+0.00854271j 0.0779501+0.0068987j -0.0321847+0.00960835j 0.0136522-0.00514978j -0.0296867-0.000716772j -0.0486754+0.00800644j -0.0112068+0.009969j -0.0182586-0.00118594j 0.0492104-0.00155705j 0.0248122+0.0100235j 0.0701398-0.00542523j 0.0346928+0.0128852j 0.1871-0.0152128j 0.16663-0.0281392j -0.169657-0.0109182j 0.0256005-0.00023711j 0.000446371+0.0136332j -0.00425185-0.00262766j -0.0148652-7.71849e-05j 0.0133732+0.00811502j 0.00324909-0.0034327j 0.00580001-0.00183919j -0.0227951+0.00752835j 0.0174152-0.00947375j 0.00344544+0.00227422j 0.0111753-0.00135373j 0.00170377+0.00237978j -0.0287316-0.00573466j -0.0235385-0.0126518j 0.0208409+0.00380814j 0.169299+0.0251695j -0.0307454+0.00579487j 0.0507829-0.00638343j -0.178373-0.000528741j 0.0446266-0.0160462j -0.0671613-0.00127502j -0.0481762-0.00192668j -0.0435154+0.00974631j 0.0417376+0.00554566j -0.00108531-0.000372401j 0.0141362-0.00354039j 0.00464353+0.00761911j -0.00285873-0.000102219j -0.0105281-0.00363155j 0.00982833+0.000638754j -0.000265256-0.00924045j -0.0143374+0.00427928j 0.00367378+0.00337359j 0.00525638+0.00779914j 0.0200617+0.00223925j 0.0364384+0.00547873j -0.0106717-0.00994948j -0.0208571+0.00554637j 0.00384739-0.00639939j -0.00260882-0.00734816j 0.0186477-0.00243754j 0.0300376+0.00502932j 0.0118915-0.0061241j -0.0219958+0.00274324j -0.0163407+0.0110222j 0.0302972-0.0077833j 0.0643525+8.39806e-05j 0.00521384-0.021954j 0.0867184-0.0170597j -0.0196849+0.000631125j -0.0146828-0.00146585j 0.00093857-0.00134753j 0.00512423+0.0018013j 8.90635e-05-0.000589207j 0.011187+0.000779769j 0.0149303+0.000880281j 0.0423186+0.00422979j 0.00985809-0.00142095j 0.00302986-0.012508j -0.0174283+0.000957155j 0.0114741-0.0105725j 0.00296951+0.00600645j -0.0257767+0.0544301j -0.0817416-0.0226079j 0.0350777-0.00295626j -0.00979012-0.0179822j 
-0.0607797-0.0318176j -0.0709953+0.0140746j 0.0153268-0.022661j 0.0430241+0.0169091j -0.0508126-0.0361223j -0.161744-0.00935678j 0.08236-0.0391704j 0.131741-0.00268787j -0.143476+0.0827554j -0.0687292+0.071264j 0.0404432-0.00973696j 0.0696101-0.0293177j 0.0953727-0.0389654j -0.043277+0.0282977j -0.0649683+0.0220476j -0.00274168+0.0125346j -0.0277126-0.00630273j 0.0228546+0.01017j 0.0462539-0.0344086j -0.0133433-0.016998j -0.0101353+0.00257354j 0.000840495-0.0057845j -0.034411+0.0454929j -0.0786903+0.0346503j -0.0293137+0.046544j -0.0832344+0.0374741j -0.0932866+0.122397j 0.0972313+0.0475683j 0.127746-0.0794775j 0.00912487-0.030271j 0.0814162+0.0345899j 0.0269125-0.0136839j -0.00324416+0.0133192j 0.0139646-0.00570575j -0.0233688+0.00259859j -0.0119351+0.00284532j 0.00176422-0.000891681j 0.0302409+0.00278034j 0.00153812-0.00489142j -0.00944395-0.00423776j 0.000498708-0.00485557j -0.0050621-0.00147678j -0.000301377+0.000913096j -0.0153841+0.00322568j -0.0745034-0.030766j 0.0242962+0.0138804j -0.0293785-0.0167786j 0.035475+0.0124251j 0.0681994+0.0173025j 0.0431903+0.00655247j 0.0311786+0.003813j 0.0648403+0.0103317j -0.040535-0.00956614j 0.0135501-8.83974e-05j -0.00960625-0.0033892j 0.00234678+0.00321754j 0.00420902+0.00241608j -0.00608438+0.00800911j -0.000907546+0.000148947j -0.0360207+0.00314309j 0.0512-0.0134145j 0.0301932-0.00709666j 0.00793509+0.00636249j -0.0208574+0.00225039j 0.0151703-0.00698851j -0.00998533-0.00473146j 0.00992124+0.00426215j 0.00998599-0.00970572j -0.0119231-0.00312693j -0.00599908-0.00688588j 0.0103395-0.000626357j -0.00355304-0.0155191j 0.0107671-0.00627416j 0.0225081+0.00767311j -0.00609025-0.00968783j 0.0583773+0.0139389j -0.0397812-0.00889005j -0.0347649-0.031811j -0.00634786+0.00135896j 0.0106328+0.007421j 0.000319079-0.00195256j -0.00881037-0.00766542j 0.000949831-0.000315484j -0.00106675-0.00905107j 0.00266121-0.00591721j 0.00038399-0.0217585j 0.00623124-0.00696707j 0.00895041-0.00298567j -0.0135644+0.0145897j 0.0100202+0.0223064j -0.00595458+0.0314397j 0.0931584-0.000450707j 0.00464249+0.0352037j -0.018697-0.0206017j -0.0289828+0.00327329j 
-0.0987759+0.00903282j 0.0135097-0.0342626j -0.0370298+0.00450305j 0.0434484+0.00668001j -0.157218+0.0100397j -0.169092-0.0475264j 0.031545+0.0650895j 0.233708+0.00285678j -0.174336-0.0695386j 0.0977538-0.12488j 0.0921083+0.0156129j 0.0660821+0.0195764j 0.0429636+0.0525597j -0.0193615-0.0285319j -0.103345-0.0308444j 0.0777042-0.0126805j -0.0204858-0.0144472j 0.0054784+0.00578517j 0.0261851+0.0386204j -0.0317561+0.00181267j 0.0097023-0.0101829j 0.0207708-0.00321761j -0.0374269-0.0301425j -0.0724288-0.0421375j -0.0339931-0.015349j -0.0171717-0.0601333j -0.0163625-0.0681479j 0.182627+0.0157078j 0.00756866+0.0667726j 0.0216691+0.0172644j 0.0124413-0.0537086j 0.00438239-0.00389629j 0.000170504-0.00347188j 0.0218827-0.000929951j -0.0171944-0.00809274j -0.00146541+0.00163609j 0.0120096+0.00103478j -0.0199439-0.00551177j 0.0175772+0.00759285j -0.0265127+0.00550246j 0.0129517+0.0117051j -0.018955-0.00500243j -0.00348603-0.0135272j -0.0224094-0.013657j -0.019194+0.00927397j -0.00287683-0.017309j -0.0201639-0.00823324j -0.0444353+0.00739236j 0.11538+0.00163368j 0.00632037+0.000489477j 0.00156624-0.00273262j 0.0182868-0.0222296j 0.00285402+0.00957861j 0.0157772-0.00695443j 0.0101368+0.00459331j 0.00161764-0.00212747j 0.00913814+0.00571144j -0.00991702+0.00991715j -0.00152234+0.000260448j -0.012214-0.00930118j 0.0164636+0.00330782j 0.0272915+0.0102156j 0.0157527-0.00128882j 0.00124322+0.00238492j 0.0487035-0.000676273j -0.0117432+0.00189479j -0.00685592+0.00971074j 0.00781363-0.000594895j -0.0275011+0.00939843j 0.0267971-0.011221j 0.0265885-0.0184507j -0.00971299-0.00147889j 5.01843e-05+0.00323237j -0.00492975-0.0140171j -0.0621395+0.00982434j 0.00261995-0.00639021j -0.00725996+0.0392668j 0.0135918+0.0441848j -0.00320702-0.00176716j -0.000327598-0.00521804j 0.000724514+0.00113717j -0.00353171-0.00269594j -0.00216216-0.00064845j 0.00682843-0.0143543j -0.0208597+0.00929118j -0.0315767+0.0030715j -0.00267976-0.00923037j -0.0247131-0.00763737j 0.00650546+0.0124509j 0.0127071-0.0290902j 0.0125773-0.0215704j 0.0167649-0.0231766j -0.00414311+0.00180139j -0.0147428+0.00314731j -0.00911396+0.0155522j 
