-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
0.03488+0.0638588j -0.0142903-0.0173884j -0.066854+0.00472796j -0.00654077-0.0418618j -0.0152855-0.0203272j 0.0144525-0.0160886j 0.0138275+0.0134308j -0.0107971-0.0411295j -0.0038799-0.000472121j 0.00497097+0.0144672j -0.0162326+0.0302553j 0.0135181+0.000694197j -0.00165988-0.00772461j -0.0443511-0.0284378j 0.0130048+0.00294624j -0.0366681-0.0061912j -0.00403103+0.0213244j -0.0233475-0.0156062j 0.00980718+0.000597537j 0.0231982+0.00439233j 0.0134774-0.00572847j -0.00619868-0.030724j -0.0149663-0.00731346j -0.0230389-0.00448218j 0.00298916+0.00800123j 0.0238045-0.00314667j 0.00625126+0.0149004j -0.0312394+0.0052356j -0.00656773+0.00997603j 0.0162522-0.00597634j -0.00314111-0.0151047j 0.0257541+0.0346995j -0.0174151-0.00443162j -0.023365-0.0132622j 0.0126778-0.00541908j 0.0736565+0.00579493j -0.0310513-0.000966354j 0.0058869-0.00202596j 0.00958247-0.0114526j 0.0268949-8.7492e-05j 0.0161147+0.00129895j -0.0307929-0.0133637j -0.0347793-0.018139j 0.000250741+0.0159392j -0.00512156-0.0147373j -0.0275633-0.00809429j 0.0124065-0.00492423j -0.00264742+0.0106903j -0.00464094-0.0114075j 0.03231+0.0127325j 0.0130654+0.00770902j -0.010474-0.0185265j 0.0198432+0.0349745j 0.0289126+0.0233721j -0.000559758-0.0388418j -0.0316391+0.0215711j 0.0285097+0.0289281j 0.0042992-0.0189441j 0.0227921+0.00551651j -0.0192437-0.00804997j 0.0468226-0.0179584j 0.00335173+0.00496828j -0.0206126-0.0322554j 0.00341573-0.0304711j 0.0291478-0.0248366j 0.0403347-0.00792245j -0.0305153+0.00433482j 0.00540774+0.0126322j 0.0264451+0.0206265j 0.0195677+0.00850365j -0.0155233+0.0348318j -0.00741727-0.034176j 0.0245088-0.00263802j 0.0211211+0.010103j -0.0109615+0.0218878j -0.0577889+0.0345326j -0.00289388-0.0161811j -0.0121919+0.000652816j -0.00304329-0.0038312j 0.0215738+0.0390931j 0.00362332-0.0179613j 0.0158778-0.0370511j -0.0172054+0.00638682j -0.00425401-0.00257375j -0.0385829-0.00385939j 0.0075385-0.047362j -0.0264041+0.0152939j -0.00783596+0.0243878j 0.0141143-0.00780096j 0.041128-0.0136089j -0.00839024+2.23898e-05j 0.00284977-0.0212867j 
-0.0187591-0.0105159j -0.0214712-0.0333617j 0.015347-0.0313523j 0.0224203+0.0259081j 0.00883949-0.0118311j 0.0216849+0.00594658j -0.0084321-0.0131313j 0.00294786+0.0256376j 0.0100868+0.00234472j 0.00731757+0.0149415j -0.005804+0.001636j -0.0197371-0.0106463j 0.0147066+0.00392021j -0.0210885+0.0103232j 0.00121832+0.00216311j 0.00338372+0.0190782j -0.0108721+0.00070123j -0.00902889+0.0156643j 0.00495319+0.00793394j 0.00371675-0.0180513j -0.0119656-0.0353382j -0.002266-0.00155707j -0.00759985+0.00249381j -3.6516e-05-0.00188878j -0.017128+0.00989815j -0.00902229-0.0195315j 0.00377256-0.0147709j 0.00573261+0.00507187j -0.0268813-0.00969075j -0.00066912-0.00142325j 0.00536911-0.00162855j -0.014055-0.0147308j 0.00097116-0.00344456j -0.000503812+0.0109495j 0.028782-0.00390723j -0.0112218-0.00986606j 0.0171739+0.0214798j -0.0158597-1.61556e-05j -0.00222703+0.00658994j -0.00934323+0.0295248j 0.0428798+0.0183988j 0.00991378+0.00818955j -0.0187118+0.0437435j 0.00187219+0.0248695j -0.0117857+0.00331589j -0.00441915-0.00408621j -0.00192981-0.015461j 0.00482979-0.0105023j -0.00691964-0.0161843j -0.0128141-0.01707j -0.020448+0.00813402j 0.000461952-0.0186777j 0.00359746+0.00207932j -0.0176996-0.00453076j 0.00201964+0.0245605j 0.00746622+0.0148282j -0.0136989+0.00777504j -0.00593915+0.0227432j -0.0174596-0.0196143j -0.00147174-0.00540683j -0.0149666+0.00917501j -0.0178438+0.0227715j 0.0125809-0.00248113j -0.000487116-0.0139522j -0.00999904-0.000140936j -0.025376-0.0131705j 0.0154403+0.00617624j 0.018735-0.000556492j 0.00876292+0.00851603j -0.029539-0.0110996j 0.00182353+0.0147962j -0.00883926+0.00241653j 0.0378699+0.0204222j -0.000469453-0.000202245j 0.00309118+0.000847742j -0.000934844+0.0125115j -0.00137494-0.00384374j 0.0341522+0.00724698j -0.00419612+0.0147943j 0.00474911-0.0169232j -0.0123003-0.0206823j 0.0213309-0.0111347j -0.00937165-0.00931923j -0.00768693+0.0130521j 0.0104551-0.0200029j -0.00645298-0.0109674j 0.0270244+0.0136682j 0.00899625-0.0148415j -0.0125488+0.0125376j -0.00657385+0.0107878j -0.0065459+0.0067345j -0.00549193+0.00692441j 
-0.00396879-0.00619617j -0.000910427+0.00486231j 0.00452383+0.00677725j 0.000338887+0.00643827j 0.00126007-0.00688066j -0.00329533+0.017913j -0.00408546+0.00778301j -0.0106155-0.0033236j 0.00606398+0.00482852j 0.0101585-0.0266447j 0.00674554+0.000836214j 0.00921743+0.0151789j -0.00327252+0.00346751j 0.010535+0.0113176j 0.0033062-1.79931e-05j -0.00914494+0.00146297j -0.00769785+0.0104178j -0.021246-0.0148015j 0.00347798-0.00651109j 0.0171269-0.0046297j 0.0042277-0.000544945j 0.00581945+0.000597706j -0.0216833+0.0240718j -0.0152333-0.0149893j 0.00466707-0.021447j 0.00244621-0.00048355j -0.00304577-0.000675687j 0.0143459-0.016302j 0.0131694+0.0138645j 0.0126925-0.00073518j 0.00142152+0.000390519j 0.00457378-0.00966192j -0.0166766-0.006869j 4.57064e-05-0.00394894j -0.00517601-0.00979249j 0.0039484+0.0104038j -0.0120444-0.0227204j -0.00423963+0.0120197j -0.0126958+0.0071695j 0.0094094+0.00219735j -0.0123612-0.00951678j -0.0095989-0.00984401j -0.00582636-0.00834885j -0.0149166+0.00450117j -0.0130822+0.0136347j -0.015508+0.00425254j 0.0008761+0.0115761j -0.0140291-0.0145314j 0.0102149-0.00133852j 0.0113491+0.0102781j -0.00134566+0.0157423j -0.0203163+0.00555762j 0.0120497+0.0201746j 0.00454639-0.00418024j 0.00175669-0.0152206j 0.010835-0.00185471j -0.00768549+0.00457948j 0.000968471+0.00352228j 0.0172859+0.00679108j -0.00481419-0.0353407j 0.00884381+0.0106155j 0.00594162+0.0142078j -0.0112148+0.00586992j -0.0138782-0.0230541j 0.00587758-0.006194j 0.00265839+0.0223333j -0.00505647-0.00203105j -0.00104215-0.0274776j -0.0245515-0.0117945j -0.00109359+0.00351195j 0.0016986+0.0118346j -0.00128889+0.000897652j 0.00378591+0.00264131j 0.00576331+0.0140016j 0.00208901+0.0196617j -0.00294505+0.0171397j -0.00482854+0.000259322j -0.00679111-0.00189471j 0.00654934+0.0121391j 0.0135157-0.000855037j 0.000432323-0.0135005j 0.0216132-0.000865892j -0.0245896+0.0231901j 0.00431078+0.0226924j -0.0104177+0.00217312j -0.00623084+0.00410008j -0.00576554+0.00907942j 0.0143051-0.000404527j -0.00363011-0.00263817j -0.0117623+0.00269581j 0.000569058-0.0100049j -0.00435555+0.00494249j 
-0.0291664-0.0391505j 0.0194661+0.0311601j 0.0513278+0.005878j -0.0396524+0.0427336j 0.0214933-0.0315766j -0.00178498+0.0189764j 0.0211409+0.0338449j -0.0155733+0.0283897j 0.00660793+0.00510327j 0.00530102-0.00600578j 0.0128407-0.0106456j 0.0111564+0.0140645j -0.0237158-0.0103227j 0.0212244+0.0102393j -0.00357784+0.00481954j 0.0357983-0.00291965j -0.0425103-0.0216499j 0.00694552+0.0134959j -0.0252063+0.00462086j -0.0333676-0.0196465j -0.0195724+0.0353713j 0.0238504+0.0181391j 0.0037352-0.00610607j 0.0212859-0.0017573j -0.00146905-0.00969122j 0.00233084-0.0152419j -0.000765399+0.0138715j 0.0210542-0.00568117j 0.0107478+0.00814082j 0.0120424+0.0106408j -0.011034+0.00250463j 0.0201235+0.0109152j -0.00383+0.0167671j 0.0133791-0.00290917j 0.0224031+0.0103014j 0.0182341+0.0190379j 0.0372129-0.0174873j -0.00292722+0.0161758j -0.0162057-0.000631956j 0.034471+0.00480958j -0.0142933-0.0183675j 0.000844924+0.0055401j 0.0217486-0.0299499j 0.0143658+0.008695j 0.0121918+0.0149483j 0.00729322-0.0032356j -0.0147034-0.00901245j -0.000993256+0.0105591j -0.0172425-0.00768994j -0.00451487+0.0229421j 0.00483318-0.00342827j -0.0065224-0.00896566j -0.00133957-0.0230045j 0.0139005+0.00629323j 0.0098285+0.00483294j 0.00333388+0.00306646j 0.00124182+0.0103289j 0.00323822-0.00716912j -0.0026638+0.00212192j 0.00720633+0.0134712j -0.0179202+0.0039448j 0.0116448-0.0138935j -0.0223947-0.0161629j -0.0028287-0.012864j 0.0180862-0.0125462j -0.00305274+0.0397575j 0.0179408+0.0180461j 0.00481459-0.00134309j -0.00940612-0.00936673j 0.0071529-0.0109144j -0.00342755-0.0118845j -0.00180143-0.0119002j -0.0127641+0.0235017j 0.00559893+0.0018177j 0.0358688+0.0321891j -0.0158034-0.00805653j -0.0022767+0.0128896j -0.0263748-0.0292261j -0.0249128-0.0101739j 0.00267241-0.0115763j -0.030369+0.0335186j 0.0134657-0.000919332j 0.00412537+0.0114151j 0.0148807+0.0017154j -0.0138119+0.00537431j 0.0156147+0.00332398j 0.00318-0.00357274j 0.0377523-0.0052689j -0.00228469-0.00757041j -0.0255423-0.0120707j 0.0144074-0.0260747j 0.00973637+0.00976428j 
-0.0115668+0.023186j -0.0246411-0.0284949j -0.0119024-0.0113157j -0.00512045-0.0101325j -0.0039935-0.00564068j 0.0499161+0.00612695j 0.0139712+0.00999357j -0.00625217-0.00482823j -0.000481923-0.00121067j 0.0394383-0.00835688j -0.00473107+0.0468719j 0.0031929-0.00857042j 0.0131972+0.00444612j -0.0084435+0.0133952j 0.039219+0.0486215j -0.0278198-0.0166175j -0.0210028+0.0115988j 0.00294514-0.0215757j 0.0149195+0.027809j 0.0203564-0.0330448j -0.0150658-0.0209581j 0.00420582-0.00211902j 0.0133242+0.0047168j 0.0337769-0.0127283j -0.0012631+0.0224501j -0.00590089-0.0135369j -0.00071823+0.0133896j -0.00377424+0.00448893j 0.0308053-0.0326314j 0.0281981-0.0357749j 0.00199227-0.00571443j 0.0341158-0.0429811j -0.0018294+0.000937098j -0.0109885-0.000282352j 0.0280569-0.0100145j 0.0416441-0.0195672j 0.0172043+0.0204057j 0.0066502-0.0120856j -0.01864-0.0347928j 0.0289249+0.00457328j 0.00658454-0.00779283j -0.0306664-0.0539997j -0.00743782-0.00102058j 0.00738646+0.0123386j -0.0252543+0.021516j -0.00938026-0.022231j -0.00969408-0.0226872j -0.000420094-0.0418271j 0.0089393-0.0270129j 0.0162479-0.0547314j -0.00722715-0.00260482j -0.0141111-0.00595171j 0.0177027-0.0231482j 0.0433157+0.0117745j 0.0398183-0.00741203j 0.0221205+0.0505016j -0.0202015-0.0147501j -0.011559+0.0025038j 0.0407409+0.011974j -0.0176084-0.0652124j 0.0232764+0.0420451j -0.00523022+0.0706359j -0.0147219-0.0436606j 0.002462-0.0376549j 0.0252927+0.0172215j -0.0165941+0.0131032j -0.0118475-0.0092361j 0.0250629+0.010289j 0.00868711-0.00829463j 0.00930222-0.0286371j 0.0165263+0.0164296j 0.0104684-0.00203725j 0.00115946+0.0325457j 0.038696-0.00600687j -0.00270959+0.0186449j -0.00754088+0.0118011j -0.00647451+0.0218264j -0.00997219-0.0405791j -0.0115717-0.0343252j 0.0277485-0.0340467j 0.00601664-0.0254967j 0.0395552-0.0314175j -0.0624617+0.041646j -0.00975396+0.0382632j -0.00896962-0.0222558j 0.0405493-0.0144177j 0.00717562+0.0666309j 0.022514+0.00296823j 0.0177607-0.0067549j 0.0115586-0.00549021j 0.00514202-0.0306203j -0.0068497-0.00938222j 
0.0222417-0.000636132j 0.0333383+0.0664631j 0.0207739+0.041977j -0.0432602-0.00317103j -0.0331141+0.0340291j -0.0370019+0.00264973j 0.0202661+0.0126617j 0.0264225+0.00731538j 0.01152-0.00616273j -0.0184958-0.00430991j -0.0106996-0.0136506j 0.0207342+0.0219373j -0.00798344-0.00363932j 0.0116568-0.00534167j -0.0264536-0.0205397j 0.00143672-0.00871452j -0.00296119-0.0135086j 0.00519925+0.00013921j 0.00426687-0.0470503j -0.00945514+0.0261719j 0.0224361+0.034138j -0.00146975+0.00640698j -0.0135687-0.0107971j -0.00462179+0.00152763j 0.0116001-0.00770158j 0.0131232+0.018279j -0.00684891-0.000980387j -0.0279353-0.0155614j -0.0119471-0.0120725j -0.0176876+0.0301705j -0.00257368-0.00564612j -0.0374637-0.00101593j 0.0188649-0.0105991j -0.0240281-0.00194206j -0.0147533+0.00429399j -0.0155045+0.0573205j -0.0138999-0.0194302j 0.0123691-0.00480783j -0.00350274+0.00855981j -0.0391974-0.0225976j -0.00456651-0.00212826j 0.0174325-0.0120407j -0.00184153-0.0194115j -0.0266761-0.0427367j 0.00513051+0.00787749j 0.00249476+0.0082446j 0.00311643+0.0461074j 0.00894554+0.0405612j -0.000965579+0.0474975j 0.0275991+0.026339j 0.0161633-0.00388949j -0.00741513+0.0368432j 0.0230718+0.000116407j 0.016941+0.0256361j -0.00982589-0.00926698j -0.021216-0.0198602j 0.0346786+0.00606789j -0.012676-0.00416521j 0.0137314-0.0121013j -0.00355596+0.00290473j 0.00134772+0.0206048j -0.00453248+0.00852053j 0.00277064+0.0754236j 0.016379+0.0186132j -0.00711217+0.0036135j 0.0162+0.013786j -0.0062316+0.00122003j -0.0132556-0.010618j -0.0173554-0.0218855j 0.00970428+0.0125209j -0.012177-0.0240001j 0.00178001+0.00127318j -0.00722834-0.0580949j -0.0110459-0.000815848j 0.00175143-0.00248114j -0.00478431-0.00364811j 0.0248243-0.00268902j -0.0320707+0.0382725j 0.0114023+0.0222534j 0.0106971+0.0150635j 0.028956+0.0060622j -0.0313226+0.0329782j 0.0290252-0.0140478j -0.0173637-0.0115915j -0.0126219+0.0311348j -0.0268531+0.00932394j 0.00476439-0.0558239j -0.0231645-0.00475256j 0.0227308+0.00390444j -0.0230563+0.00303779j 0.0155116+0.00186877j 0.0196236-0.00390723j 
0.0101936-0.0146907j 0.00993657+0.0170905j 0.00898139-0.00106643j 0.0133507+0.0045994j -0.00183782-0.000328457j -0.0228824+0.00610852j -0.00370754-0.0144651j 0.0115399+0.00708318j 0.00925518+0.0191049j -0.0183534+0.00227499j -0.00577602-0.0252719j -0.00246988+0.0082386j -0.0075865+0.0147059j -0.0206579-0.00395718j -0.0255159-0.0172297j 0.00619266-0.0209766j 0.0188042-0.0145689j -0.000496835+0.0301557j -0.0113047-0.044802j 0.00250164+0.000240847j -0.0177389+0.00709854j -0.0202224+0.00431647j -0.0127795-3.96347e-05j -0.00633515-0.00988329j 0.0120334+0.00270455j 0.0230489+0.00529734j 0.0038063-0.0123942j -0.0136523-0.0259335j -0.00774542+0.00793979j -0.0159883+0.0206946j 0.0212974+0.00241458j -0.012816+0.010787j 0.00546158-0.00529005j 0.0115626-0.0070448j -0.0123358-0.00235442j -0.0254947+0.0216073j -0.019175-0.0422657j 0.00501944+0.0283375j 0.0161512+0.0115975j -0.00945148-0.0251188j 0.013027-0.00203374j -0.00433697+0.0131172j 0.00358782-0.000663136j -0.00413809+0.00558681j 0.00368396+0.0147496j -0.0174994-0.00343839j -0.00548109+0.0319461j -0.000451219+0.0272449j -0.0137144+0.0200738j 0.0108679+0.0364974j 0.0151282+0.0091841j -0.0166431+0.00838764j -0.00143678+0.0238968j 0.00485928+0.00167926j -0.0105645-0.015146j -0.0338984-0.0137059j 0.0257884+0.0389652j -0.00923848+0.00463574j 0.0122483-0.0216877j 0.000289811+0.0224696j -0.00175129+0.00699673j -0.00418615+0.0242957j -0.0136008+0.0451339j 0.00787312+0.00515883j 0.0120466-0.0229344j 0.0129922-0.0111458j -0.0129258-0.00663748j 0.00329887-0.0151194j 0.0164145-0.00372037j 0.00589071-0.00519275j -0.0105449-0.0091955j -0.00925495+0.0015888j 0.000531997-0.0285339j -0.0107363+0.0179245j -0.0121375+0.00859192j 0.0100382+0.00980441j -0.00160618-0.00145534j -0.00352726+0.0294077j 0.00161709+0.0334397j 0.00599314+0.0209729j 0.0110825-0.000216425j -0.0104418+0.00358135j 0.0148982-0.00831074j -0.0161404-0.00331153j -0.0102889+0.0109127j -0.0244571+0.000996357j 0.016169-0.028533j -0.0131069-0.00954146j -0.0119661+0.00508388j -0.0267902+0.00745264j -0.0111492+0.0182224j 0.00305358+0.0141919j 
-0.010833-0.0147823j -0.00139485-0.00732559j 0.0156373-0.00646442j 0.013059+0.0106114j 0.00403211+0.000394467j -0.00526194-0.0201425j -0.00144646-0.0161649j 0.0146128+0.0138637j 0.008539-0.00340856j 0.0178919+0.0140055j 0.0100818-0.00126825j 0.0024325-0.0162332j 0.0194443+0.0124159j 0.00293054+0.0161176j -0.00632778+0.000400705j 0.0196821-0.000169219j 0.00814947-0.0120657j 0.0116594-0.00231328j -0.0103223+6.37332e-05j -0.0208264-0.00223369j -0.012376-0.020054j -0.00023898+0.00532442j -0.00241279-0.000374001j -0.00454502+0.00770944j -0.00276026-0.00914721j -0.00923856-0.0122949j 0.00579494-0.0198579j -0.00223103+0.000855063j 0.00164738-0.00642466j -0.0147792+0.0161596j -0.0143134-0.00511543j -0.00534362+0.00779426j -0.00201331+0.0066334j -0.000399596+0.0162354j -0.00643388+0.0105067j -0.00845826-0.0160567j 0.001634+0.00859515j 0.00206379-0.0028907j 0.00671482+0.0113882j -0.00528836-0.0132731j 0.00947506+0.0145361j 0.00519374-0.0102654j -0.000696543+0.0126651j -0.022361+0.0139732j -0.0141573-0.00836207j 0.00861376-0.00982563j -0.0113171-0.000198187j 0.00339373-0.00259833j -0.0130375+0.0100124j -0.00482943-0.00790971j 0.00136881+0.00301678j 0.00386236-0.000743795j -0.00582588-0.00874812j -0.0111794-0.00279686j -0.0116585+0.0136851j 0.00405375-0.0263436j -0.00826569-0.00255585j 0.000797348+0.000232129j -0.0147504-0.0179375j -0.0115142+0.020455j -0.0165669-0.0165745j -0.00558829-0.0321621j 0.0149544-0.0034761j 0.00193579+0.00454412j -0.0133263-0.0166138j 0.00243072+0.00222326j 0.0149062+0.00349749j -0.0157548+0.0173617j -0.00887061+0.0141337j 0.00142315+0.011364j -0.012723-0.00371883j 0.00893373+0.0224936j 0.0197997+0.00798371j -0.016638-0.00277684j 0.00453951+0.00581275j -0.00959109+0.000149952j -0.0101194-0.0148644j 0.0105183+0.004428j -0.00153291+0.00263429j -0.0190026+0.000929727j -0.00167747+0.0117996j -0.0187761+0.0267326j 0.0114712-0.0236114j 0.00562916-0.0179208j 0.00613647-0.00416397j -0.0106879-0.00489012j -0.00117253-0.0130541j -0.00392312-0.00152582j -0.00533427+0.00215007j -0.00337493+0.00154373j 0.00349234+0.0100434j 0.00369626+0.00038861j 
-0.0281106-0.0227755j -0.0132832-0.00197962j 0.0442757-0.0167723j -0.0084313+0.0307007j 0.0136272-0.0168405j 0.0301735-0.0018702j 0.0207969+0.0259489j 0.0128975+0.0378817j 0.00366836+0.00293376j 0.0182167+0.00379647j 0.00885917+0.0276782j 0.0204031-0.010947j 0.0119243+0.0102941j 0.00713931+0.0210149j -0.000161513+0.0161965j 0.0120545-0.00253633j -0.0413302-0.0256432j 0.0121385-0.00521985j 0.000389457+0.0235397j -0.0117513-0.0260414j -0.00304274-0.0213179j 0.00463524-0.00750856j 0.0118906+0.0042957j 0.0326518-0.00295058j -0.00615414-0.0029243j -0.0207143-0.00698716j -0.0140503-0.007937j -0.00261896+0.0104528j 0.0124634-0.0261154j 0.0204026-0.00384578j -0.0169685-0.0191458j 0.021511-0.0075868j -0.0254864-0.0113592j 0.00508728-0.0143656j 0.00448091-0.0100233j 0.00373042-0.0117116j 0.025455+0.0297279j -0.0211977+0.00973779j 0.0162869+0.00380699j 0.016349+0.00993526j 0.00206086+0.00391981j -0.0109659-0.0262181j -0.0046523-0.00219289j 0.0220267+0.024905j 0.00421033+0.0147322j -0.0165733-5.46218e-05j -0.0313975-0.00998477j 0.0130113-0.0172485j 0.000304405-0.0188625j -0.00523909-0.0153726j 0.00144231+0.00331035j -0.01534-0.0099983j -0.00759554-0.00848136j -0.018728-0.00387584j 0.027559+0.0130054j 0.0131895+0.0158402j -0.00449139-0.00161712j -0.0144856+0.000802516j 0.0114156+0.00245807j -0.00193672-0.00399886j -0.00141216+0.012641j 0.0163519+0.0109339j -0.00706717-0.0385188j 0.00186711-0.0216971j 0.0139813-0.00856771j -0.0139526+0.0357823j 0.00493503-0.00959098j 0.00443381-0.00948746j -0.0226756-0.0022023j 0.00960827-0.0186154j 0.00695052+0.000367092j 0.00451576-0.00814826j -0.00093392+0.0562898j 0.0103401-0.00147366j 0.0213371+0.0162128j -0.00468641-0.00232786j -0.00654418+0.0195837j 0.00729865-0.0317104j 0.0087581-0.0265775j 0.0112783-0.0159774j -0.0186201+0.00422818j 0.0284146-0.0081282j -0.0309623+0.00986101j 0.00306816+0.0173059j 0.00183242-0.013174j 0.033101-0.00265127j 0.0155211+0.0385231j 0.0444682-0.0019521j 0.00354716-0.0131404j -0.0169373-0.0140772j 0.0184074-0.0369108j -0.0121058+0.00996705j 
0.00484433+0.0126193j -0.00544505-0.0022796j -0.00802519-0.00999051j -0.014968-0.0105496j -0.00894213+0.00575394j 0.00698167-0.0276043j 0.00896903+0.0023006j 0.00712568+0.00878337j 0.00296431-0.000490989j -0.0061026+0.0184865j -0.0119427+0.00708481j 0.00501813-0.00963956j -0.0133804+0.0116554j 0.00207419-0.00566524j 0.00344902+0.0129623j -0.00412148+0.0125858j -0.00230812-0.00250845j 0.0057703+0.00828824j 0.00103804+0.0088561j 0.00386242-0.013953j 0.0061962+0.00748399j 0.00906481-0.0270767j 0.0176532-0.00787284j 0.00823436+0.0128646j 0.00144467+0.0327149j -0.00784939+0.00536191j -0.0106849-0.00451034j 0.0108983+0.00360758j -0.0114013-0.0050117j -0.00366062+0.015048j -0.00171645+0.0111861j -0.0179031+0.00987652j -0.000847022-0.00607492j 0.0069026-0.0125143j 0.0175823+0.0170241j 0.0131638+0.00503193j 0.0026688+0.0129167j 0.00846021-0.0164898j 0.00717638+0.0270806j -0.00176578+0.0196274j -0.00809234+0.00803355j 0.00384416+0.0126971j 0.0082675+0.00419374j 0.000917198+0.0120143j 0.0214092-1.27442e-05j 0.0131005+0.00537553j -0.0113189-0.0304658j -0.00589829-0.0137854j 0.000805517+0.00587406j -0.002691+0.00739148j -0.0230305+0.000510767j 0.0155795+0.00183521j 0.0133338+0.00645934j -0.00403073-0.0182093j 0.00369054+0.00857642j 0.00649221+0.00467679j -0.00434353+0.00882276j 0.00436732-0.00154606j -0.0133407-0.00326425j -0.00467371+0.0137045j 0.00424985-0.0102641j -0.00088497-0.0179252j 0.0181597-0.014536j 0.000112274+0.0284989j 0.00928778+0.0101782j 0.00361772+0.00137514j -0.0225912-0.00566123j 0.00795524+0.0112206j 0.0081602+0.000342944j -0.0191807+0.01449j -0.00880755-0.0122306j -0.00575045+0.0121449j 0.00594482+0.00421853j 0.00632416-0.00574459j 0.0177146-0.023419j 0.00249232-0.00185268j 0.0116279+0.00502109j -0.00340693-0.0228045j -0.00612436-0.00913495j 0.00121762+0.00269706j -0.0177922+0.00185929j 0.000801013-0.00108072j 0.0212198-0.00719393j 0.00476608-0.00291856j 0.0110503-0.0124787j 0.00250726-0.00474238j -0.000543032-0.00199773j 0.00492927+0.00952351j 0.00264804-0.0015284j 0.0120411-0.000660942j 0.00566696-0.00109598j 0.00746642-0.00940729j 
