-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
0.00571256+0.00261422j 0.00650264+6.49703e-05j 0.0191235+0.0197823j -0.00595339-0.00962736j -0.0274448-0.00484784j -0.0167492+0.0104847j 0.00868773-0.0133278j -0.0299498-0.0145412j -0.0167404+0.00413957j 0.012587+0.0119051j -0.00360921-0.0133689j -0.00772206+0.0152559j 0.00704021-0.0121938j 0.0145948+0.0126615j -0.0224408-0.0193325j -0.00555442-0.00336109j -0.023393+0.0013384j 0.0028407-0.00579762j -0.0157239+0.00748324j -0.00583503+0.00729073j 0.00690977-0.00708064j 0.00168356+0.0151531j -0.00616085-0.0260472j 0.00102139+0.0202608j -0.00430541+0.00983142j -0.0253504-0.00539089j -0.0223791+0.022701j -0.00145223+0.00758794j -0.000581474+0.0257762j -0.0149028+0.0024359j 0.0137498+0.00974417j -0.00430269-0.00655593j -0.0183896-0.000968661j 0.00186352+0.00681414j 0.00359392+0.0113634j 0.0102258-0.0152096j -0.0282045-0.00814889j -0.0462174+0.0121733j -0.0158365-0.00984625j -0.0142446+0.0132744j -0.00845993-0.00474052j -0.00425997+0.0571869j -0.000450316-0.0344427j 0.0105778-0.0336195j 0.0145409+0.00562258j 0.0171186-0.03156j -0.00539504-0.00599997j -0.00982786-0.0259514j -0.00927516+0.013036j -0.00243719+0.0137184j 0.0170301-0.0138005j -0.00212735+0.0007317j -0.00466642+0.0049887j -0.00659663+0.0139306j 0.00402941+0.00686339j 0.000485585+0.00722859j 0.00804229+0.0036999j -0.0130751+0.0170165j -0.00160359+0.00462822j -0.00968137-0.00797792j 0.0099996+0.00986686j 0.00839713+0.00252602j -0.0502651-0.0180593j -0.0113466+0.0132658j 0.00753868+0.00260223j 0.0100966-0.0270721j -0.00651254+0.0176088j 0.0171072-0.0254915j 0.00474787-0.0170132j -0.00245161+0.0112401j -0.0143265+0.024592j 0.00551396+0.00380183j -0.00462182-0.00834019j -0.014243+0.00955663j -0.0154786-0.00122978j 0.00106901-0.0396919j 0.0114395+0.0109174j -0.0142631-0.0161731j 0.0131111-0.0226764j 0.0111366+0.00196064j 0.0052895+0.00578117j -0.0193642+0.0174022j -0.02469+0.0236097j 0.0021329+0.0189022j -0.0144384+0.0039148j -0.0144393-0.010491j 0.0311575+0.00473835j -0.0161581+0.000982556j -0.0112119+0.0046592j 0.00406308+0.0321491j -0.00674682-0.0226727j -0.000617568-0.00654965j -0.0262543+0.0042001j 0.00525896+0.00202928j 0.0249732-0.00540233j 
-0.000750971+0.00037362j 0.00385633-0.00855j 0.00736119-0.00365633j 0.00372121-0.00347451j -0.017097-0.00825274j 0.00127053+0.00268213j 0.0179549-0.00550048j 0.00335739-0.00572343j -0.00688993-0.00798028j 0.00679448+0.00266914j 0.000939368-0.00663237j -0.0142726-0.00999604j -0.00156269-0.0174981j 0.0271898-0.00251597j -0.00909289+0.0112821j 0.00709732+0.00623761j 0.00296211+0.0146259j -0.0177932+0.0138319j 0.0151492-0.0218959j -0.0095292+0.00498142j 0.0088597-0.00666711j 0.0165583-0.0126631j -0.00325889-0.00716647j -0.00291114-0.00373066j 0.00654653+0.0105292j -0.00782167-0.00353364j -0.0168512-0.00823005j 0.00817148+0.000741813j -0.00657694+0.0112363j -0.00822092+0.00123992j -0.0056218+0.00260172j -0.00110558-0.015445j -0.00563489-0.0144461j 0.00933182-0.0158406j 0.00154412-0.00682906j 0.000240619+0.00551315j -0.0141954+0.0235005j -0.0171356-0.00566303j -0.00453596-0.00735588j 0.0132774+0.0211028j -0.0299343-0.0015406j -0.00420452+0.0198807j -0.0198404-0.00275236j 0.0149495-0.00778345j -0.00291507-0.0436592j 0.0166774-0.00180816j -0.00630844+0.00818943j -0.0177062-0.0181712j 0.00208745+0.0113345j -0.0222061+0.0113363j -0.000492263+0.00338134j 0.00906471+0.0002533j -0.0102741-0.021485j -0.00665011+0.0131491j -0.0106432-0.0182457j 0.0258989+0.000503607j 0.0119593+0.0319092j -0.0167632+0.0223421j -0.00487009-0.00105061j 0.0121858-0.0107627j -0.00135922-0.0186395j -0.0121693-0.00293901j 0.00778081+0.00393382j -0.0194861-0.00714779j -0.000175712+0.00465805j -0.0127788-0.0139777j -0.0316662+0.010573j -0.00176441-0.00181841j -0.00469355+0.0289772j 0.00608028+0.00711711j 0.0346883-0.00989107j 0.0172811+0.00688301j -0.0122013-0.0295573j -0.00132986+0.0176659j -0.00161256-0.0279182j 0.00365358-0.00217115j 0.0250791-0.00299617j 0.0207559+0.0161102j 0.0128645+0.00581267j 0.0122072-0.00521532j -0.00795845+0.0318738j -0.00581359-0.0121055j -0.00473229-0.00812185j 0.0109901+0.00525076j 7.78625e-05+0.00432953j -0.0139738-0.00282153j -0.0267484-0.00859137j -0.00613733+0.00737408j 0.0453307-0.0134543j 0.00825979-0.00790654j -0.0162539-0.0329645j -0.00896129+0.011206j -0.00117291+0.000682656j -0.0143668+0.00800081j 0.0213835+0.00816172j 
-0.0078614+0.00139788j 0.000340826-0.000403154j -0.0153541+0.00515387j -0.00754026+0.00561574j 0.0260116+0.0017121j 0.0221932-0.00129983j -0.00388872-0.00129959j -0.0325097+0.0166245j 0.0344244-0.0198804j 0.0256692+0.00713515j 0.0221755+0.0122332j 0.0025786+0.0128094j 0.0214916+0.0231003j -0.00321881-0.0112863j 0.00883495+0.0239116j 0.00483068-0.0222492j 0.000544492+0.0106285j 0.00323069-0.00843809j -0.0091154+0.00813913j -5.42034e-05-0.0186491j -0.00596001+0.0269155j -0.00200731+0.0131336j 0.00213716-0.00481067j 0.00170312-0.00504578j -0.00226798-0.000274395j 0.000161167+0.0113717j 0.0121116-0.00793189j -0.00526142+0.0241289j 0.00570087+0.0059972j -0.000849625-0.0204848j 0.00304009+0.00648172j 0.00155266-0.0044918j -0.00106929+0.0108797j -0.00543477-0.0126066j 0.00461906-0.0115166j 0.0175145+0.0039655j 0.00309912+0.0192085j -0.00132612-0.00198036j 0.00344148+0.0339178j -0.0239371-0.0212405j 0.04682+0.0296256j -0.0152316+0.0102235j 0.0242559-0.0207414j -0.0461114+0.00763573j 0.0119915+0.0255676j -0.0223866-0.00586413j -0.0101267-0.0413445j -0.00338348-0.00318877j -0.0284571+0.00737203j 0.00229225-0.0260536j -0.00740148+0.00122604j 0.00867279-0.0382727j -0.0204428-0.0084641j 0.0102295-0.0677361j -0.00544037+0.000359352j -0.00429711+0.00569339j 0.0168953-0.0337516j -0.000601873-0.0139661j -0.0100535-0.0122689j -0.00161266+0.00596882j -0.00218638-0.00286153j -0.00666946-0.0082419j -0.014376-0.025803j 0.0131461+0.00338662j 0.0183456+0.0127292j -0.0126119-0.000156335j -0.00588322+0.00594068j 0.025741-0.0168497j -0.0106814-0.0139181j -0.00157578-0.00984792j -0.0158058+0.0127571j 0.0165074+0.00879013j -0.0218695-0.00406894j -0.010511+0.00477355j -0.0136718-0.0125415j -0.00138343+0.030285j -0.00546191-0.0155947j 0.0196275+0.00399596j -0.00765453-0.00263298j 0.0163612-0.00305722j 0.0047348-0.00891549j 0.011546-0.00881334j 0.026163-0.00868913j -0.00309438-0.000164954j -0.00244706+0.0162801j 0.00169186-0.000923131j -0.0125703-0.00191082j 0.0182544-0.0189164j 0.00278363+0.0048675j 0.00979767+0.0112031j 0.00420252-0.00173451j 0.00819829-0.0133405j -0.0162303-0.000676364j 0.00739218+0.00303063j 0.00777249-0.0077722j 
-0.00586605-0.00469629j 0.00708501-0.00590175j -0.00546269-0.00644286j 0.0175551-0.02009j -0.00941627+0.0154067j -0.00985652+0.0117155j 0.0024401-0.0149693j -0.00818671-0.000330467j 0.00681005+0.0216549j 0.0139376-0.0218784j 0.00618427+0.0168131j 0.00818603+0.00578276j -0.00747831+0.0182433j 0.00893482+0.00943321j -0.0192513-0.0142327j 0.00611003+0.0185017j -0.000389304+0.00254781j 0.0125872-0.00711364j -0.00663723-0.0301349j 0.0106828+0.0265934j 0.0260719-0.00581796j 0.0101803+0.00940449j -0.0189296+0.008663j -0.00689839-0.0288924j -0.000283822+0.0269001j 0.000327707-0.00791152j -0.00482075+0.00480429j -0.0120789-0.00358788j -0.00133477+0.0171985j -0.0122912+0.0175758j 0.00745377-0.00589115j 0.00096038+0.00822735j 0.00570739-0.0111155j 0.00148255-0.00109122j 0.000504853+0.00439873j 0.00406677+0.00184803j -0.00153073+0.0238398j -0.00900256-0.0112861j 0.00599407-0.00569865j 0.00854688+0.000634806j -0.00635485-0.0116122j 0.00941137+0.0244221j -0.00227786+0.00555102j 0.00117476-0.00738823j 0.00151981+0.00880799j 0.0383264+0.0377677j 3.59096e-05+0.0153387j -0.00454644-0.0186862j 0.01622-0.0022663j -0.00601041-0.0138432j -0.0111539-0.030039j -0.00658701-0.00141222j -0.000730447-0.011432j -0.0131096-0.011579j 0.00594146-0.00258547j -0.0180434-0.00717781j -2.98758e-05+0.0123985j 0.00130234+0.000369209j -0.000964718+0.00321372j 0.017948+0.00279716j 0.00568378-0.0269498j -0.00298147+0.0184797j -0.017059-0.00596688j 0.00973991+0.014913j 0.00114292+0.0021474j -0.00782048-0.0229355j -0.00517164-0.018134j 0.0175843-0.0103864j 0.00794547+0.00832949j -0.00245102-0.00735779j 0.00720478-0.00553839j 0.00761623+0.00156004j 0.0136331+0.0391227j -0.0163514+0.00634276j 0.0258815-0.0147178j -0.0211107+0.00838371j -0.000385212+0.00998521j 0.00647622-0.011256j -0.035488-0.0065419j 0.0249387-0.025989j 0.0130872+0.0169769j -0.00529371+0.0272744j -0.00144449-0.0342754j 1.94065e-05-0.00416437j -0.00288826-0.0154424j -0.0088679+0.0141007j 0.00781403+0.00485787j 0.023045-0.0104793j -0.00276656-0.0107962j -0.0120269-0.0489084j -0.0180077-0.0409575j -0.0455785+0.00513183j 0.00403218-0.00309783j -0.045405+0.00884522j 0.0120363+0.0137975j 
-0.000623156+0.00382632j -0.00584251+0.00448552j 0.00243553-0.00957233j -0.0109355+0.0260581j -0.00762366-0.00275342j -0.00360721+0.0116464j -0.00355301-0.00550839j 0.000637153-0.00395997j -0.0155754+0.000540314j -0.0219134+0.00747824j -0.00813815-0.00235233j -0.00248644-0.00149872j -0.00170712+0.0107298j 0.000602784-0.0010414j 0.00487515+0.00534194j 0.000876959-0.0219129j -0.0161132+0.00775546j -0.00615082+0.0218192j 0.0086814+0.00250608j -0.00708295-0.0659713j 0.00368889-0.00884171j 0.0105213-0.00210841j 0.007625-0.0127836j 0.00740459+0.0152854j -0.0162752-0.0156721j 0.010089+0.0106994j 0.00421824-0.00714067j 0.00333823-0.00356916j 0.00441447-0.00500542j 0.00274914-0.00814928j 0.00207997+0.00999571j 0.00126733-0.0064887j 0.0198036-0.0114027j -0.00939483-0.0144293j -0.00380665+0.0281669j -0.0220262-0.0019308j -0.00517178-0.000545653j 0.0143267+0.0235514j -0.0152999-0.00563929j -0.0251368-0.00130455j 0.00276667-1.99721e-05j 0.00331142-0.0174618j 0.00979999-0.0149008j 0.00657366+0.00880654j -0.00781873+0.0302542j -0.0222464+0.00763588j -0.0169591-0.000709888j -0.00445188+0.0176907j -0.0198194+0.0128854j -0.00398814+0.0212304j -0.00405107+0.00305771j 0.00906141+0.0179741j -0.00612186-0.00615926j 0.00545979+0.00997418j 0.00781231-0.0220668j -0.0179887+0.0300123j 0.00650066-0.0190235j -0.00672067-0.00328045j -0.0187811+0.0155225j -0.0365208-0.00654732j -0.0207428+0.0243805j -0.00518617-0.0324547j 0.013033+0.00735191j 0.00401349+0.012138j 0.00908424-0.00132035j 0.0105827+0.00499473j 0.018148-0.0127632j -0.0125111+0.0184339j 0.00755719+0.0013347j 0.00762021+0.00238667j 0.00664416-0.00464308j 0.000620554-0.00668943j -0.0211526-0.02175j -0.0148838+0.0202032j -0.0123082-0.0103075j -0.0148585-0.0194191j 0.00484767+0.00430534j -0.00750868-0.016655j 0.000326044+0.0110151j 0.0152862+0.00554621j 0.00120269+0.0228399j -0.00329555+0.0390285j -0.0129098-0.0216967j 0.00359344+0.0145496j -0.00505822-0.00621135j -0.00789539-0.0100062j 0.00993744+0.00225035j -0.0169532+0.00256521j 0.0119528-0.0115122j -0.0151116-0.0466638j -0.0138554-0.00951086j -0.0242258+0.0204256j -0.00300282-0.0105429j -0.0389389+0.0018745j -0.00890583+0.0132682j 
-0.000149266+0.00608734j -0.00934352-0.00495079j 0.00408047+0.0208857j -0.016676-0.00201335j 0.00928179-0.00746545j -0.0100074+0.0156812j -0.000187096+0.000175408j -0.0142014-0.00215972j 0.0067641-0.00124424j 0.00245708+0.0332201j -0.00326812-0.0104551j 0.00917319+0.00927821j 0.0113177-0.0255359j -0.0148289-0.0178163j 0.0139434+0.0179109j -0.0128553-0.00687207j 0.00238029+0.0068252j -0.0149652-0.00568489j 0.00858144+0.010457j -0.0127663+0.0158692j -0.00189452-0.0166859j -0.0217348+0.00180888j -0.00757129-0.00801813j -0.00628592+0.0140905j -0.00252202-0.00795226j -0.00718133+0.0132868j 0.00318951+0.00372363j 0.00220981-0.0204945j 0.00982473+0.00520715j 0.0154115-0.00497198j -0.00566004+0.0159624j -0.00759176-0.0101804j -0.000280321-0.000871455j -0.00166715+0.0120941j 0.0085099-0.0156664j 0.019125+0.00586396j 0.00156258-0.0215977j -0.00617772+0.00785475j -0.00569349+0.0202414j -0.0141488-0.0228151j 0.0132769+0.0263377j -0.00720085+0.0132497j -0.00896135-0.0142201j -0.00251718-0.00436592j 0.00271662+0.017062j -0.0135544-0.0410101j -0.0172609-0.0064708j -0.00643427-0.0179668j -0.0173247+0.00451506j 0.0052853+0.0150485j 0.0206761-0.0036943j 0.0119973+0.0148206j -0.0123059-0.00929105j 0.0131531+0.000257851j -0.00154942+0.0241983j -0.00981651-0.0127829j -0.0232364-0.0246777j -0.00234651-0.0053435j 0.0102781-0.0162408j -0.0261487-0.000695859j -0.0017899+0.0250758j 0.000185389-0.00668609j -0.0217041-0.00319568j -0.00674607-0.00891719j -7.80992e-05+0.00199068j -0.00147039-0.0044089j -0.00362976+0.0242356j -0.0130285+0.0203185j -0.014411+0.00465036j 0.00323972-0.00469911j -0.0183379+0.00478341j -0.00851525-0.00870296j 0.0218079+0.0189524j -0.0162534-0.0139907j -0.0143483+0.00713553j 0.00217287+0.00796174j -0.0205842-0.0137928j -0.000362874+0.0295525j -0.00203769-0.0137429j -0.00959841+0.0100167j 0.018495+0.0230039j 0.0143258+0.036037j 0.00926928-0.0566649j -0.00251043-0.0135934j 0.0279657-0.021291j -0.0103843+0.032179j -0.0221211-0.0132657j 0.00120342-0.00563007j -5.47047e-05+0.0187531j -0.0336335-0.0769644j -0.00734751+0.0106799j -0.0618966+0.0309873j 0.0253381-0.0202073j -0.0505436-0.00639415j -0.0319992+0.022819j 
-0.0250198-0.0148521j 0.0115391-0.0133513j -0.00511819-0.0150185j 0.0189847+0.00671275j -0.0268885+0.0150228j 0.00835103+0.00134998j 0.00340454+0.00259917j 0.00179106-0.0109458j -0.0106981-0.0069125j -0.0124073-0.0332108j 0.00283961-0.000842233j -0.0257473-0.00591321j 0.00696823+0.0171401j 0.0134623-0.00228073j -0.00429273+0.00762351j 0.00319815+0.0142458j -0.00669657-0.0254324j -0.000625632+0.00613199j -0.00193658-0.00318858j 0.0141449+0.00640299j 0.00753799+0.0135248j 0.0409947-0.0217083j -0.0166862-0.0186004j 0.00654232-0.00538047j 0.00927788-0.00155635j 0.0200361+0.000121451j -0.0010581-0.0179862j -0.0115625+0.0455438j -0.01916-0.0297207j -0.00394947+0.000275448j 0.00622772+0.0312432j 0.00266762-0.00745813j 0.0242786-0.0128575j -0.00463105+0.00594001j -0.00711867+0.00101428j 0.000740929+0.0207762j -0.0042483+0.00740628j 0.000952498+0.00149309j -0.00591207-0.0226462j -0.0206231-0.0029161j -0.0205271-0.0251501j -0.00136098-0.00973965j -0.014203-0.0204025j -0.00747959-0.0112956j -0.010198+0.0196909j -0.0199378-0.00209154j -0.0203559+0.0124596j 0.0047874-0.00495623j 0.0127586-0.0162274j 0.0115085-0.0131201j 0.0114154+0.00715408j 8.08237e-05-0.00228956j -0.0158027+0.00129569j 0.0170551+0.0230447j 0.0143621-0.0507962j -0.0148206+0.0685825j 0.0372908-0.0194694j 0.0230498+0.0328313j -0.0555772-0.00976147j 0.0105736+0.0127294j 0.0220764-0.0231426j 0.00535614-0.000568214j 0.00771341-0.0220296j -0.00846253+0.00779942j 0.0255044-0.00193297j 0.00366038+0.0192346j 0.0105452-0.01411j 0.00870468-0.0126653j 0.00169504-0.00404432j -0.0137698+0.00872766j -0.001686+0.00237972j 0.0163932+0.00180335j 0.0135137+0.0422725j 0.023002-0.0285134j 0.00263241-0.0118164j -0.00821816+0.0238014j -0.0168316-0.0227585j 0.0137151-0.00943822j -0.0471476-0.00701033j -0.0117349+0.00364624j 0.0170923-0.0221137j 0.0188792+0.00682716j 0.0195703-0.0205586j -0.0031853+0.00624822j 0.00462256-0.022196j -0.00307654+0.0104042j -0.00850537+0.00201797j 0.00163064+0.0147781j -0.0249768+0.00886101j -0.019266-0.0546996j -0.00513092+0.00225945j -0.0215402+0.009114j 0.0180771-0.0101097j -0.0364795-0.00792526j -0.0199786+0.0131975j 
-0.00377774-0.00710579j 0.0074761+0.00321888j -0.000607663-0.0246306j 0.0148585+0.0229549j 0.00872733-0.0111044j 0.013073+0.0181324j -0.0103518-0.00943112j 0.00943134+0.0137142j 0.0083554-0.00899774j -0.0135845+0.0154307j -0.0192321-0.0122847j -0.0206051+0.00532064j -0.00452917+0.00241625j -0.00027623-0.00900507j -0.00796906+0.00579247j -0.000328527+0.00864538j -0.00653412-0.0179228j 0.00390841+0.00984261j 0.0106013-0.0125623j 0.00898432-0.0145766j -0.000934753-0.000353424j 0.0201167-0.0347168j 0.00301554+0.0103114j 0.00634359-0.0127162j 0.00266278+0.00246338j 0.0164255-0.00504019j 0.00303978+0.00262173j 0.00497495+0.0155413j -0.0104612-0.0111215j -0.00975412-0.000309774j 0.00254214-0.0284304j 0.00461326+0.000280506j 0.00542373-0.00236451j -0.00646284+0.0109137j -0.00690851-0.0190013j -0.0256567+0.0194632j 0.00124003-0.00824697j 0.0261506+0.0158319j -0.0111104-0.049399j 0.0085909-0.0136857j -0.00181703+0.00467037j -0.00268998-0.0120151j -0.0118031+0.0303735j 0.0150275+0.0159792j -0.00424609-0.00465253j 0.000952376+0.013628j -0.00439553-0.000966858j 0.00551036+0.00908628j 0.0235982-0.0155645j 0.00444526+0.00583717j 0.00826871+0.00426083j -0.0200137+0.00143817j 0.00381726+0.00841094j -0.0236345+0.00623333j -0.00224648-0.0123115j 0.023999+5.13867e-05j -0.00231394+0.037307j -0.0209552+0.0198294j -0.013847+0.000267391j 0.00748668-0.00771352j 0.00567213-0.0206237j 0.00709598-0.0215351j 0.0116065-0.0101087j -0.00874148+0.000696721j 0.00487596+0.00179299j -0.0187957+0.00575712j -0.0188525+0.00431544j 0.00131491+0.00337121j -0.0134908+0.0154431j -0.0167735-0.0267906j 0.0138394-0.0124459j -0.00179093+0.0140287j 0.00881853-0.0111811j -0.00888074+0.000643059j 0.00485424-0.0120895j 0.0194219-0.0247446j 0.00385627-0.0109521j -0.00408505+0.00907077j 0.00428367+0.00190271j 0.0488676-0.00309044j 0.00415259+0.0203237j -0.0175532+0.0238468j -0.0128266+0.0167024j 0.00240099+0.00107792j 0.0169759+0.010746j -0.0218371+0.00698058j 0.000566089-0.00269551j 0.00450495-0.0197502j 0.00823712+0.00795397j 0.0109863+0.00850577j -0.0069567-0.0528086j -0.0234419+0.0237018j -0.0208579+0.00462545j -0.0154963+0.016675j 0.0336493-0.000739593j 
0.0165175-0.00514806j 0.00847532+0.00807216j 0.0232874-0.0122712j 0.0328133+0.0160543j -0.0101579+0.00561217j 0.00656414-0.00215304j 0.0115225-0.0230389j -0.0187095-0.0069858j 0.00519312-0.00772849j 0.00436741+0.00435833j 0.0017668-0.00200261j 0.010071-0.00191503j 0.00410618+0.00393623j -0.00279593-0.00437641j 0.00627388+0.00293269j -0.000997635+0.0143184j -0.0128794+0.00429491j -0.0133035-0.00196758j -0.00316256+0.00105591j 0.00488742-0.0175014j 0.00144699-0.00583519j -0.00300939-0.0200489j 0.00889358-0.00694983j -0.0268864-0.0114715j 0.00719222-0.02139j -0.015253-0.0328093j -0.00324299+0.0156218j -0.00660136+0.0057605j -0.0128081+0.00186201j -0.0180241-0.00853775j 0.00249733-0.0082762j -0.000760407+0.00507769j -0.0322466+0.0138207j 0.00794769-0.0141289j -0.00896749+0.00219645j 0.0017191+0.0115251j 0.00595854+0.0250687j -0.0090748+0.00606149j 0.0149841-0.0127997j 0.0081604+0.00550736j 0.00624097-0.0148716j 0.000374202+0.00744966j -0.00305959-0.00682052j 0.0048203+0.0110559j 0.00759515+0.00388558j -0.00832-0.0326026j 0.00657906+0.00542019j 0.0163194-0.0079446j -0.0196967-0.0142749j 0.00505055-0.0129393j -0.00258004+0.00692731j -0.0111552+0.00599667j 7.07639e-05-0.0114257j 0.0119168-0.0157137j -0.0140136+0.0183687j 0.00448584-0.0217116j -0.00888802-0.0150327j 0.0158625-0.0389126j -0.0157762-0.0309823j -0.0208536+0.0284061j 0.0151407+0.012846j 0.0151907-0.0392612j 0.00570119-0.0219798j 0.0434489-0.00433572j -0.0130902-0.00907858j -0.0374722+0.00800499j 0.00698767-0.026256j 0.0280289-0.0532426j 0.00727628-0.00176606j -0.0122439-0.0146783j 0.00354867+0.00464726j 0.0017342-0.0119284j -0.00294742-0.0210351j -0.000652064-0.00884079j -0.0195604-0.00667151j 0.0025049+0.00988164j 0.0424258-0.0115396j -0.00293939+0.0388368j -0.00418566+0.0112211j 0.00445207-0.0171275j -0.0186627+0.0190832j 0.000116011-0.041059j 0.0111611-0.00267465j -0.00710757-0.00213546j -0.00571963+0.00769277j -0.00752401+0.0201584j -0.0423595+0.0264449j 0.0264711-0.0119355j 0.020054-0.0130283j 0.0111863+0.01306j 0.0112817+0.0328425j 0.0335426-0.0133217j 0.0103371-0.00684056j 0.0268251-0.0062346j -0.0132965-0.00556308j 
-0.0018661-0.00793848j 0.0069292-0.00590284j 0.00106713-0.00374272j 0.0304526-0.0166881j -0.00626272-0.013892j -0.00103874+0.0186065j 0.0211202-0.0107194j 0.0151513+0.00679458j -0.00533584-0.0180239j 0.00713674-0.0107223j 0.00814787-0.0244804j 0.00788115+0.00687145j 0.00393708-0.00784617j -0.00132541-0.00679848j -0.0128846-0.00441259j -0.0048515-0.00732113j 0.00842536-0.00976824j 0.00972503-8.89808e-05j 0.00438264-0.0133058j 0.0093492+0.00181851j -0.0117195+0.0045721j 0.00543116+0.00856657j -0.000639425-0.00306727j -0.0138015-0.0137461j 0.0159292+0.0177944j -0.00665376-0.0103827j -0.00032603-0.00207931j -0.00347613+0.0241003j 0.00239958+0.0109481j -0.00832537-0.0110306j -0.00736055+0.00288764j 0.00691643-0.00746414j -0.00316043-0.0279961j 0.0087297+0.00587978j -0.00949391-0.0139704j 0.0119953+0.00600308j 0.00623015+0.0251391j -0.001445-2.08002e-05j 0.0256532+0.0119569j 0.0115499-0.00669421j -0.0169735-0.0155355j -0.0162787-0.00855013j -0.00127569+0.0192194j -0.017035-0.00329965j -0.00171912-0.0197725j -0.0104821-0.0203946j 0.00180522+0.00255346j 0.0163312-0.012915j -0.0130899+0.00586988j -0.00428366+0.00963015j 0.00331999+0.00146612j 0.00240784-0.000771618j 0.00198831-0.00712462j 0.0176857-0.00720977j -0.00274517-0.0134745j -0.00465552-0.0146873j -0.00547147-0.0233661j 0.00294788-0.0143693j -0.00300996-0.0202284j 0.00927138+0.02655j -0.0149419-0.0116204j -0.00294068-0.00191115j 0.018535+0.0181603j 0.00310327-0.0133867j -0.00112778-0.0312145j -0.00506826+0.0138186j 0.00559636+0.0113983j 0.0241445-0.0121084j -0.0147724-0.00600907j 0.00601926+0.00695924j -0.0088982+0.0058144j -0.0193825+0.0184785j -0.00669751+0.0196312j -0.0147939+0.0110132j -0.0373338-0.0179794j -0.00436387+0.0126189j -0.00503012+0.0271709j -0.0174227+0.000719081j -0.00920239-0.0282548j -0.000889222-0.00839251j 0.00556212-0.00619009j -0.0144157+0.00121426j -0.00535034-0.000379765j -0.0223997-0.0129037j -0.0176035-0.00445447j 0.0174495+0.0340346j 0.0140649-0.00196413j 0.00378629-0.00988368j 0.0173088-0.000278343j -0.0152416-0.0194486j 0.00374173+0.036132j 0.00683728-0.0174387j 0.0499707-0.014415j 0.0051543-0.0111323j -0.0295959+0.00274058j 
