-0.0238912+0.0574946j 0.0194727-0.0306813j 0.0362131+0.00585193j -0.032576-0.0412205j 0.0104477-0.0269221j 0.0181345-0.0257893j 0.0304149-0.0298167j -0.0414614-0.0351754j -0.0306888-0.0300755j 0.0240702+0.00686951j 0.0159679-0.000715069j 0.0286082-0.0354739j -0.0606597-0.0604594j 0.0213121+3.95527e-05j 0.0419268+0.00101566j 0.0141818+0.0258038j 0.014221-0.0120541j -0.0164934+0.0337103j -0.00641061+0.03962j 0.0030023-0.0182386j -0.0137474-0.0272453j 0.002887-0.0587076j -0.02425-0.0109825j 0.00440544+0.0143673j -0.0324516-0.0084823j 0.00842248-0.0230181j -0.0134038-0.012106j -0.0159521-0.0258834j 0.028367-0.0681016j 0.068508-0.0251964j -0.0212481+0.0844694j -0.0144675-0.0583818j 0.0317845+0.0341875j -0.0141977+0.0176375j -0.0128839+0.0283237j 0.0285102+0.0499538j -0.0168664-0.0465956j 0.0137446-0.0145588j 0.00967085-0.0154652j -0.00721652+0.0256978j 0.0939468-0.0174379j 0.0253991+0.00365943j 0.0190268-0.0758089j 0.0554052+0.0587663j -0.0496351+0.13029j 0.00685378-0.0271676j -0.0554478+0.0085225j 0.0331757+0.0431604j -0.0381059+0.002842j 0.0447536+0.0455616j -0.00721184+0.0304575j -0.0395165-0.015112j -0.0608909+0.0280464j 0.00598685+0.00914625j 0.0384875-0.00250462j -0.0289749+0.117889j 0.0119865+0.0850087j -0.0849658+0.0427511j -0.0418434+0.0284174j -0.099909+0.0632667j 0.0242562-0.000815267j 0.121517+0.0246837j -0.0117009+0.0157225j 0.0101248+0.00633892j -0.0208778+0.00788579j 0.02118-0.0247003j -0.017225-0.023434j 0.0299281-0.0084711j 0.111954-0.245579j -0.221833+0.139817j 
-0.0165567-0.0314602j -0.026067-0.0947784j 0.0302705+0.12216j 0.131482+0.0172965j -0.0479377-0.00401663j 0.0425002-0.0422195j 0.00933655-0.0750659j -0.0652859-0.00926157j 0.0325411+0.170888j 0.0366626+0.0194097j 0.0129891-0.060207j 0.0356118+0.0473325j 0.0292756-0.0250195j 0.147472+0.07531j 0.0732043-0.0622902j 0.0575204-0.0283445j 0.0378968-0.146404j 0.018408-0.0142239j -0.0288476+0.0576317j 0.00829271-0.0285268j 0.103611-0.0234804j -0.139606-0.0471065j -0.032826+0.0138845j -0.0558417+0.0431901j 0.0827861-0.0236661j -0.0507507-0.08979j -0.066597+0.0574741j -0.0378685-0.039111j 0.11949-0.0448634j 0.0566121-0.0914292j -0.0070485-0.0442715j 0.0050805-0.0892163j 0.0902657+0.0125814j -0.0527876+0.105265j 0.0693621+0.0333529j 0.000497989+0.0321516j -0.0575023-0.0886479j -0.0433815-0.161688j 0.0294976-0.122415j 0.00696715+0.0563302j 0.024994-0.0129618j -0.0473856-0.019233j -0.0833213+0.0958183j 0.101558+0.151848j 0.00932881+0.164066j -0.0374392+0.0435504j -0.0377329-0.0571367j 0.144316+0.0410603j -0.045629-0.043979j 0.108318-0.010611j -0.048814-0.126014j 0.11898-0.0033008j -0.0411018+0.0349299j 0.0659104+0.0557049j 0.0678832+0.0167911j -0.0333914-0.0179789j -0.0229998+0.0403955j 0.0671337-0.0103106j -0.00777281+0.0600769j 0.00592937+0.0142494j 0.0272861+0.0899265j 0.0246631-0.0237893j -0.076655+0.0360981j 0.0436947+0.0420691j -0.0891523-0.0485279j 0.010353+0.0174284j 0.0502989-0.033257j -0.00901872-0.010074j 0.0540124-0.0704851j 0.00237911-0.0570141j 
-0.0335925-0.0078076j 0.00114699+0.0165592j -0.0236736-0.0155602j -0.00719085+0.0146109j -0.00232621+0.00921414j 0.0526597-0.0386185j -0.0204623-0.00471501j -0.0751383-0.0988261j 0.0524908+0.036831j -0.00975279-0.00677041j 0.00333518-0.0114139j 0.058934+0.0157383j -0.0108561+0.02463j 0.00877679+0.0711861j -0.0182968-1.85038e-05j -0.0209932+0.00435729j -0.00755781-0.0124857j 0.0520425+0.0133659j -0.0452256-0.021518j 0.00204856-0.0108205j -0.0214105-0.0572831j -0.0414637+0.0795071j -0.0363903+0.0468236j -0.0495249+0.0269199j 0.0714687-0.00282027j -0.0582835-0.0606144j -0.00739079-0.0448875j 0.0603635-0.0351022j -0.0186988+0.0605218j 0.10979+0.0349062j -0.0714794+0.00537508j 0.0164634-0.0290158j 0.0424036+0.0893678j -0.00142098+0.00246853j 0.114373+0.0807126j -0.0490336+0.099413j -0.0402417+0.0649826j -0.00913161+0.0540117j 0.0573981-0.0905658j -0.0353233-0.037775j 0.000946049-0.0425959j -0.0306619-0.0184431j 0.0419216-0.0604184j 0.00361042+0.137185j -0.0401423+0.0238802j 0.0370723-0.0469296j -0.0219977-0.0156142j -0.0275467+0.0794388j 0.0267477-0.0481224j 0.0505833+0.0191163j -0.0762411+0.00684581j 0.0549323-0.101437j 0.0165351-0.114599j 0.102528+0.0494022j -0.0579163+0.0365113j 0.0328001-0.0163449j 0.0622382+0.00634162j -0.0665878-0.0283511j -0.0244553-0.0258313j -0.0180631+0.0987042j -0.00394422+0.0927503j -0.119563+0.0182703j 0.0419557+0.00516092j -0.0311956+0.00619742j 0.0280688-0.00424726j 0.0394231-0.04139j -0.0619437-0.0124122j -0.0442759+0.0400494j -0.111508+0.0516667j -0.0721587+0.0884887j 
0.0169319-0.00961958j -0.0458528-0.0866279j 0.0305406+0.0493827j 0.137579+0.00866737j 0.0506608-0.0465461j -0.00497567+0.0292025j -0.024316+0.153111j -0.0297683+0.0232902j 0.0340762+0.18912j 0.0353142-0.0585326j -0.0399264+0.0487478j -0.0277963-0.107957j 0.143156+0.0134955j 0.0504025+0.0117677j -0.0150589-0.0607291j 0.0394737-0.0642918j -0.0830774-0.060578j 0.00413228-0.0127068j -0.0297822-0.00549918j 0.0411531-0.00554873j 0.0596217+0.0213941j -0.000126044-0.0221289j 0.0386737+0.08402j 0.0519284-0.060012j 0.0673517+0.128623j 0.0381011+0.0465442j 0.0515223-0.0368225j 0.00122098-0.0173905j 0.0229296+0.132549j 0.0865378-0.0158721j 0.0371448-0.0600165j -0.0502585+0.0278633j -0.0167467-0.0299959j 0.0181576-0.0307812j -0.00919033+0.107707j -0.0336176-0.0401548j -0.0278672-0.0472906j -0.0548833-0.0300927j 0.0262238-0.0443547j -0.0352127+0.0185713j -0.0773923-0.0108227j 0.162521-0.0230523j 0.070601+0.00926113j -0.0119238-0.0165652j 0.0541256+0.0540849j -0.00171345+0.0284245j -0.0797765-0.0496348j -0.0330751+0.0061222j 0.0371342-0.0900943j -0.0609838-0.0727776j -0.00705226-0.147464j -0.0270381+0.0417497j 0.0334547+0.014205j -0.0371299-0.0163152j 0.0965567-0.0196373j -0.000517053-0.0730989j 0.0258183-0.0392776j 0.112878+0.0224427j -0.0153005+0.0888353j 0.0903753+0.0333118j -0.0535177+0.0332577j -0.0322896-0.0107774j 0.137614+0.0400925j 0.0232346+0.0378737j 0.0974467-0.0631203j -0.0242587-0.000134486j 0.0461463+0.0967573j -0.0312366-0.0257045j -0.0130007+0.0328847j 0.11502-0.133336j 
0.0493658+0.114522j -0.0356857-0.100564j 0.112762+0.00436036j 0.0113415-0.0507393j 0.0366234-0.0599325j -0.0665816+0.0750772j -0.0806798+0.141875j -0.0780004+0.10796j -0.0260009+0.0628527j -0.0821341-0.072098j -0.0402738+0.0918689j -0.147634-0.0903269j -0.0190564-0.168435j -0.10696+0.00846136j -0.031289+0.0323357j 0.0128994+0.0764929j -0.0199-0.0371441j 0.0600716-0.0650708j -0.0472918+0.0326679j 0.0667637-0.0540997j 0.0290267-0.135756j 0.110573+0.0279068j -0.065734+0.140122j 0.203427-0.0848834j -0.0186311+0.0882175j 0.0461091+0.0556627j -0.0262144+0.0448129j 0.0282229-0.163971j 0.0767318+0.0468391j 0.0397286+0.0294852j 0.00602831+0.0150983j 0.0457402-0.0785368j -0.0646606+0.0279218j -0.0466793+0.0016322j -0.0161882+0.0478106j -0.0055549+0.000450011j -0.0682975-0.108814j 0.00223551+0.0286783j -0.0935567-0.0313486j -0.00655794-0.0935848j 0.0321926+0.0479359j 0.0741336+0.037332j 0.098748-0.0251423j 0.0476036-0.0926652j 0.0810109+0.0513297j -0.0753431+0.0571054j -0.123002+0.0206916j 0.0643083+0.0642795j 0.0423207-0.0648488j 0.00998587-0.0271827j -0.0221632+0.0894833j -0.0798319-0.0590381j -0.045674-0.0103059j -0.0770113+0.00380664j 0.0851454-0.0348447j -0.00699134+0.0668332j -0.0236306-0.0109205j 0.0383135+0.0955456j -0.00493521+0.00118133j -0.0718202+0.0264444j -0.0183073-0.000140749j 0.0716803+0.0752398j 0.109095+0.0553664j -0.0113345+0.0472756j 0.0836184-0.0478754j -0.0184781+0.0179204j 0.0143404+0.0148135j -0.0138819+0.00688314j 0.066071-0.111187j -0.04564+0.0325565j 
0.0715161+0.077817j -0.000234827+0.0413333j 0.00725665-0.0454148j -0.0188159-0.0421995j 0.0507154-0.00489498j -0.0714294+0.0612433j -0.0367716+0.0606309j 0.0219326+0.0147729j 0.0454528+0.0204973j -0.0837853-0.0794165j -0.058171+0.000952278j -0.0231314-0.00509143j 0.0555115-0.0199085j -0.0203245-0.0594912j 0.0825687+0.0168333j 0.0188401-0.0048575j -0.0169672-0.0792133j 0.0918642-0.0704258j -0.0384906-0.136192j 0.0285161-0.0492131j 0.00615724+0.00280154j 0.0724995+0.0429525j -0.0926047+0.00571229j 0.0830745+0.0465945j 0.0308103-1.29182e-05j -0.0410319-0.0662601j 0.0309265+0.0467151j -0.02163-0.113639j 0.0219967-0.0200017j 0.0385528-0.0466926j -0.125882-0.00229391j 0.0361138-0.0312842j 0.0238322-0.102424j 0.00381736+0.0251404j 0.0286113+0.03182j 0.0281344+0.0133752j 0.0532559+0.0690734j -0.0478035+0.0898306j 0.0333858-0.0319561j 0.039528-0.0169815j 0.0596062-0.00690982j -0.0350869-0.0234222j 0.0390664+0.00702918j -0.0286621-0.127826j 0.0119046-0.000631715j -0.0402927+0.0300289j 0.0513202+0.0220991j -0.0440318+0.0879347j -0.00899485-0.0175669j -0.0518272-0.0125608j 0.00443085-0.0149237j 0.00882721-0.0411923j -0.041367-0.0132791j 0.0340632-0.0157464j 0.0728454-0.0395376j -0.0223583-0.0497644j 0.0275159-0.0456169j -0.0873857-0.0302894j 0.00913822+0.0257623j -0.0217645+0.000383552j -0.00750956+0.0250096j 0.0178773-0.0344427j -0.00589152+0.0506754j 0.05269+0.0254271j -0.022974+0.0300587j -0.0451486+0.0359486j -0.0561414+0.0246181j -0.0344253-0.029499j -0.0541607+0.0678374j -0.0120784+0.0131423j 
-0.0314797-0.00503406j -0.0292604+0.0305445j -0.0545295+0.00375513j -0.0067713+0.0404248j 0.00648633-0.015765j -0.01673+0.0287407j -0.01681+0.0162659j 0.0148389+0.0374595j 0.0158039+0.0176712j -0.0265076-0.019462j -0.0226567-0.0402989j -0.027867+0.0203179j 0.0508487+0.0308087j -0.0416718+0.0342295j -0.0310826+0.0117528j 0.0145147+0.0231985j 0.0149558+0.0416837j -0.0763925-0.0316101j 0.0198754+0.0311779j -0.00491873+0.019497j 0.0134951-0.0004708j -0.0536977-0.00727879j 0.0602064+0.0162335j 0.00694995-0.000857733j -0.0142253+0.0448468j 0.0463266-0.00467637j -0.0452613+0.0363755j -0.0169454+0.00199603j 0.0372766+0.0360907j -0.0816652-0.0289052j 0.00830106-0.0312152j 0.00195719+0.011375j -0.0330492+0.018554j 0.00174169+0.0692323j -0.0179644-0.0433151j -0.0640011+0.0122229j 0.00109386-0.0435652j 0.0426403+0.0536813j -0.0365305+0.0170458j -0.0114261-0.0807054j -0.0279965+0.0310186j -0.00123189-0.00629366j 0.000871042+0.0824785j -0.0231195+0.0308623j 0.056004-0.0977365j -0.0163821+0.0535045j 0.0225141-0.014439j -0.00289408-0.0803528j 0.0245227-0.0128513j -0.0408909+0.000786732j 0.00756367+0.016086j -0.0286038+0.0345309j -0.0216944-0.0422948j 0.0295219+0.00164055j 0.0177926+0.0129418j -0.0156247-0.0845998j 0.0334073-0.0255433j 0.033848-0.0185438j 0.0511549+0.00238312j 0.0843071-0.0285717j -0.0270868+0.036757j -0.0187757-0.00128391j 0.0114308-0.0249274j -0.00221454+0.00835073j -0.0223575+0.024682j 0.0291151+0.0265935j -0.0293011+0.0178609j 0.0286711-0.0267874j -0.0793339+0.119391j 0.0349488+0.0134728j 
-0.008457+0.0202424j -0.00734877+0.0214165j -0.0239567+0.0227535j 0.00511878-0.0414423j -0.0545348+0.0221525j 0.0010994+0.0538215j 0.0159213+0.0248749j -0.0440237-0.0357989j 0.0686036-0.0266901j 0.0194013-0.0157445j -0.0314821+0.0137419j 0.0264419+0.06116j 0.086772-0.0327912j 0.0490352+0.00521976j -0.0109644-0.0471808j 0.0230261-0.0215335j -0.0169901-0.0718717j 0.046121+0.0412071j -0.0117915-0.021845j 0.00399737-0.0707939j 0.0509152-0.107341j -0.0535794+0.0613036j -0.0667173-0.0211138j 0.0408645-0.0130682j -0.0215171+0.119364j -0.0449738-0.0764661j -0.0124978-0.00502355j -0.0471215+0.0189738j 0.0490025+0.0143862j 0.0128018+0.0951381j 0.0305-0.01606j 0.0231114-0.0635065j 0.0223987-0.011647j -0.00618028+0.109831j -0.08571-0.0197297j 0.0528719-0.00221725j -0.0220224-0.0568986j 0.0318607+0.127129j -0.000797079-0.0853311j 0.0575943-0.0171493j 0.0752092+0.0107235j -0.0254235+0.0459782j -0.109613+0.0775197j 0.0240722-0.0315164j -0.0103641-0.0540316j -0.0115138+0.0436834j 0.0438758-0.0384007j -0.0189819-0.0577311j 0.0125544-0.0059885j 0.0481081+0.0130987j -0.0475543+0.0376414j 0.0737354+0.0101318j -0.132374-0.00717632j 0.00820796+0.00744401j -0.0262976-0.0556541j -0.10633-0.0415227j 0.0695829-0.0483374j -0.0775659-0.0504451j -0.0809306+0.0749464j -0.0399154-0.0727527j 0.0286237-0.023068j 0.146032-0.0687371j 0.0346433+0.034133j 0.0275224+0.081473j -0.0422899+0.0715117j -0.120332-0.017464j -0.00704057+0.0165093j 0.0264268-0.0127012j -0.00861845+0.0146291j -0.0681427+0.0423262j 
-0.0365134-0.00544453j -0.00497571+0.0236229j -0.0724052+0.0235924j -0.0490705-0.00521502j 0.00342968+0.0047831j -0.00280165+0.0107067j -0.0238388+0.031358j 0.0195541-0.1133j -0.0192334+0.019274j 0.038382-0.06317j -0.066173-0.0563637j -0.0408947+0.0368417j 0.0330698+0.0460566j 0.0329637-0.0143114j -0.0501074-0.058168j 0.0212182-0.00921164j 0.0114017+0.0366359j -0.0511899+0.0429008j -0.026268+0.0231994j 0.0258278-0.0371698j 0.0252587+0.04731j -0.109234-0.0530242j 0.00380259+0.0910946j 0.0202237-0.0146569j -0.004965+0.065396j 0.0586948+0.0228528j 0.0259896+0.00778415j -0.0430083+0.0139593j 0.0552087-0.0928214j -0.0660379+0.0153218j -0.0484909+0.0195386j 0.0147931+0.079647j -0.00203969-0.0361644j 0.0215812+0.0234377j 0.0210637-0.05696j 0.064511+0.0592578j 0.114119-0.0539171j 0.0755266-0.043889j -0.0396476-0.00423642j -0.0452314+0.0352874j -0.00537213+0.0615054j 0.0749797-0.0718638j 0.0287433-0.0999574j 0.0258862+0.00663124j -0.06125+0.0777566j 0.0104529+0.0208207j -0.042734-0.00803233j -0.00553183-0.0968314j -0.0367196-0.0161854j 0.0433001+0.0336785j -0.0598946-0.0149125j -0.035381+0.0695581j -0.140415-0.0288937j -0.000567542+0.00712616j 0.0716793-0.0492971j -0.0168958+0.0350131j 0.0717004-0.0251066j -0.0591464+0.0147368j -0.127236-0.0693107j -0.00804018+0.0527459j -0.0117805-0.0223671j 0.0183076-0.0452282j 0.0427958+0.00816153j 0.0191015+0.106274j -0.0273606+0.0500905j 0.14631+0.0101124j -0.0279969-0.00355379j -0.0705387+0.0330908j 0.0251151-0.052557j -0.153027+0.0981765j 
0.00409101-0.0350487j -0.0157669-0.00682631j -0.00143796+0.0575937j 0.0350451+0.0202813j -0.029463+0.0365224j 0.0272822-0.0166063j -0.0195508-0.0312855j -0.087746+0.0252334j -0.012618+0.0937603j 0.0131613-0.0242726j 0.0297665-0.0185165j -0.0131593+0.059502j 0.00470833+0.0357065j 0.0193825-0.0277352j -1.37903e-05-0.0322035j -0.0115298+0.00610509j -0.0436157-0.0259657j 0.0895874-0.0259493j -0.0555827-0.0510674j -0.0136256+0.0102354j -0.0177069+0.0746136j -0.00612939-0.00912283j 0.0114941+0.0627981j 0.0227332-0.0343852j 0.0258939+0.00332605j -0.00921759+0.00769567j 0.0014491-0.00398315j 0.0197293+0.000342076j 0.0752702-0.00749071j -0.0245785-0.00954067j -0.0598398-0.055775j 2.83237e-05+0.125415j 0.0376061+0.0708765j 0.0410202-0.0452306j 0.0433122+0.0745154j 0.0374764-0.0134946j 0.0107535+0.012313j -0.0067786-0.00193065j 0.0896199+0.123515j 0.021359+0.0266358j -0.0102005-0.0328355j 0.0123487-0.0490452j 0.0824977-0.0197426j -0.0200594-0.0129523j -0.0577811+0.0559021j -0.0606389+0.00987999j -0.0421312-0.0794116j 0.0358327+0.0427197j -0.00940647-0.0114887j 0.0474743-0.0794926j 0.0211025-0.0542313j 0.0183674+0.00222763j -0.0578031+0.0413547j 0.0188818+0.123767j -0.0519163-0.0284012j -0.0153074+0.0307973j -0.0720366+0.0044208j -0.0482148+0.00216502j 0.00927344+0.000483887j -0.0139199+0.0111217j 0.0139545+0.0108224j -0.0695035-0.00840947j -0.0323406+0.00838355j -0.00269903-0.00924485j 0.00820738+0.00507423j 0.0839703+0.00378798j -0.0269091+0.0127065j -0.027753-0.00019382j -0.0289678-0.00298366j 0.0269315-0.0265515j 
0.038849+0.0113308j 0.03308-0.0233755j 0.0224312-0.0141318j -0.00197047-0.0645885j -0.00649381-0.0196144j -0.00906773-0.0179973j 0.0651806-0.0115116j 0.044587+0.00946016j 0.0173528+0.00846666j 0.0324873+0.0222127j -0.0311413+0.0677378j 0.045805+0.0127682j -0.0435671+0.0376035j 0.0463947-0.0576176j 0.00117978-0.0619629j 0.0291941+0.00792833j 0.0114993+0.0542857j -0.0568472-0.083666j -0.0109564-0.0574324j -0.0201137-0.0200996j 0.0768272+0.0342576j 0.126874+0.0445557j 0.00685361-0.0866875j 0.0455403+0.0031184j 0.00979013-0.0185183j -0.0193794-0.0176063j -0.0443588-0.0313278j 0.00512951-0.00207219j -0.169597+0.0102107j 0.0769492+0.00227539j 0.0632953+0.100599j 0.022763+0.0560521j -0.0840991+0.0573186j 0.00242145-0.103857j -0.0174414+0.0814946j -0.00804519+0.0105095j 0.00575841-0.0383437j 0.0276204+0.0775773j 0.0105441-0.0416764j 0.0512864-0.00400224j -0.00692068-0.0618941j 0.0328135+0.0809346j 0.015223-0.0198983j 0.0240876+0.00741663j 0.0187253-0.024911j 0.0735332+0.0369092j 0.0361158-0.0439294j -0.0596399+0.0137658j -0.00649004-0.0322833j 0.0489676+0.0408321j 0.13584+0.00686549j 0.05832+0.0344128j 0.0588957-0.0393334j 0.0242113+0.069455j -0.0307592+0.0131716j 0.0697923-0.024985j 0.0284435+0.0037431j 0.07883-0.0128818j 0.0532857+0.0306085j -0.0618788+0.0248591j -0.0696153+0.0134556j 0.00814673+0.0926748j 0.0106196+0.0137531j 0.0195097-0.214974j -0.000462681-0.106859j -0.0790272-0.0274808j 0.0536917+0.0047488j 0.0217968+0.0277j 0.025576-0.0179074j 0.0406398+0.00531563j 
0.00371833+0.0343676j -0.0250062-0.0277035j 0.00513342-0.031935j 0.0127195+0.0409305j -0.0342771-0.0446099j -0.0286194+0.087115j -0.00992335+0.027959j -0.0448402-0.0556389j 0.0978439-0.0351394j -0.0176694-0.0741811j 0.0489828-0.0505005j -0.0397464+0.0086138j 0.0819303-0.0614357j 0.0359414+0.0336974j 0.0032079+0.068476j 0.0454663-0.0293629j -0.0375002-0.0929512j 0.0395636-0.0268951j -0.0200192-0.0587898j -0.0227821+0.00591512j -0.0920588+0.0377752j -0.0369495-0.103297j -0.0245525+0.00733505j -0.0038419+0.0447006j -0.0128326-0.127401j 0.032966+0.0143116j 0.0408866-0.0504268j -0.103021+0.0207085j 0.122786+0.0100421j 0.0751651-0.0684824j -0.141988-0.00424296j -0.0659702-0.0117661j -0.0183327+0.0839945j 0.0544144+0.0159375j -0.0193439+0.0317234j -0.058095+0.049351j -0.028048+0.0212275j -0.0311218-0.0227085j 0.144671+0.0287332j -0.0522422+0.00278313j 0.043117+0.0147627j -0.0306362+0.0470381j 0.102803+0.0754772j 0.0210158+0.0676868j 0.0292229-0.0703635j -0.050246-0.0378807j 0.0311079+0.0171447j -0.0378514+0.0415169j 0.0831008+0.037514j 0.0290598-0.0492005j 0.0125993+0.00432356j 0.0484074+0.0277535j -0.131894-0.0669251j 0.00381645-0.0581154j -0.0641583-0.0399248j -0.136591-0.0722692j -0.108582+0.00909703j -0.0717333-0.0461229j -0.151052+0.0620035j -0.0591216+0.0744119j -0.128241+0.0909731j -0.0994191+0.0692369j -0.0173903+0.128443j 0.0068555-0.163451j 0.00589657-0.0113054j -0.0210914+0.0249291j -0.0885679+0.0708012j -0.0876032+0.0319064j -0.211864+0.0592874j -0.035399+0.0973575j 
0.0194592-0.0165494j 0.00933742-0.010665j 0.0469769-0.0280709j 0.000116189+0.0187881j 0.0541541+0.0191753j -0.00422009-0.0043632j -0.040051-0.0250699j 0.0558663+0.0824948j -0.0286135-0.0344897j -0.0378037-0.029351j 0.0264239-0.0521902j 0.0663001-0.0408779j -0.019723-0.0786423j -0.0218897+0.0505162j 0.0340712+0.085698j 0.026221-0.00924567j 0.0776357+0.026597j 0.0260818+0.00424j 0.0669405+0.0519248j -0.0459843+0.0480988j -0.0357836-0.0421848j 0.0578473-0.0456146j -0.0479839-0.0536892j -0.100462+0.0464941j 0.0639939-0.0646815j -0.0285383-0.0281778j -0.0199884-0.0451277j 0.0348658+0.04284j -0.0344186-0.039924j 0.0267559-0.0825622j 0.0242128-0.0539964j -0.0457641-0.0893018j 0.0167751+0.0044183j -0.0778402-0.000829869j 0.092362+0.0218217j -0.0774899-0.0695155j -0.0322081+0.153928j -0.0682583-0.0843478j 0.0616792-0.108566j 0.043825+0.0440213j -0.0253933-0.00418295j -0.103411+0.0984995j -0.0458241+0.0301646j -0.0357027+0.025521j 0.0283261-0.0350846j -0.0314486-0.00459777j 0.0278503+0.0482451j 0.00242079+0.0141848j 0.0203652+0.0325438j -0.106632-0.0298476j 0.00587037-0.000619636j 0.0159414-0.00730196j 0.119931+0.0023583j -0.0195113-0.0926869j -0.0391307+0.00947918j -0.0568286+0.0249487j -0.0725589+0.0135267j 0.0330308+0.0102215j 0.048028+0.035415j 0.038385-0.00694913j -0.0357836-0.0446738j -0.0849485+0.0666704j -0.0481238-1.15115e-05j -0.0444147+0.0342597j 0.00562052-0.0278731j -0.242365+0.0224514j 0.053269+0.0493963j -0.0315413+0.0180994j -0.0305541+0.025503j 0.0841829-0.0450695j 
-0.0436335-0.0138273j 0.00365991+0.0686556j -0.0430213+0.0197142j -0.0382318-0.0122974j -0.0107935+0.0698369j 0.0539508-0.106185j -0.0110549-0.0116322j -0.127941+0.0531725j 0.0347483+0.0391593j 0.0198427+0.00299023j -0.018186-0.0145572j 0.0600716+0.0431038j 0.0114606+0.10407j 0.0069334+0.0286988j -0.0585919-0.0528676j -0.0130803+0.0305158j 0.0116586+0.0678142j 0.00569402-0.0804352j -0.0421343+0.012718j 0.0425027+0.0165683j 0.0308593-0.0713869j 0.00927664+0.0931083j -0.0238672+0.0163775j -0.00144583-0.0593104j 0.018045+0.151129j -0.0294321-0.0424729j -0.0318884-0.0409733j 0.113696+0.0248198j 0.0589632+0.030742j -0.0218788+0.0732276j 0.0509432+0.0598918j -0.0521611+0.141597j 0.0036942+0.05288j 0.0604203-0.0797814j -0.0445161+0.146635j 0.0622414-0.0328296j 0.0767203-0.00146044j 0.111834+0.196293j -0.0260991+0.142838j -0.0186413-0.0986414j -0.0401602-0.0277083j -0.00485288+0.00365935j 0.00245202-0.0456965j -0.0311911+0.00578013j -0.00620644+0.0931823j 0.0712732+0.108931j -0.00219788-0.12783j 0.00774204-0.11148j -0.0175829+0.0167307j 0.035288+0.0505103j -0.0297443+0.0181147j -0.0073876-0.0272574j 0.0454028+0.00115479j -0.0228448+0.214076j -0.0319828-0.007463j 0.0581264-0.0406148j 0.10893-0.0531702j -0.0582439-0.0446606j 0.223251+0.0415706j 0.0351561-0.0466565j -0.0597391+0.0601201j 0.0696644+0.0376775j 0.0237262-0.0902435j -0.0342013+0.144748j 0.00157816+0.0394144j 0.00481977-0.0785299j -0.0491894-0.0185176j 0.0141422-0.018305j 0.0075946+0.047949j -0.0362288+0.0242756j 
-0.017707+0.0128741j 0.0194807+0.0402323j -0.0420735-0.0825757j -0.0246287-0.0228002j 0.0597531+0.00812749j 0.0705541-0.0527885j -0.0179727+0.0244261j -0.0032199-0.0752042j 0.0315925-0.0787285j -0.00750571+0.0109608j -0.095317+0.0467394j 0.00776516-0.0371748j 0.0146946+0.0405212j -0.0238334+0.0812877j -0.113142+0.075536j 0.019729+0.060068j 0.0549097+0.131671j -0.0271083-0.0481694j 0.0144692-0.0189435j 0.0205809+0.0326243j 0.00662027-0.0315696j -0.130803-0.019868j -0.0299845-0.0549516j 0.0211092+0.119066j -0.00382356-0.0136326j -0.000897307+0.0184552j 0.00193224-0.0689659j -0.0541196+0.100141j -0.0455968-0.0691535j 0.0362773+0.0697546j 0.0793809+0.0406859j -0.0119059-0.00550601j 0.034687-0.0295954j -0.077349-0.0109629j 0.0192685-0.000630002j 0.0150065-0.0347095j -0.0367816+0.130159j 0.0245141-0.0921496j -0.172544-0.107165j -0.103622-0.0707859j 0.0199471+0.0188841j 0.0226814+0.030445j 0.0393536-0.00251195j 0.0285912-0.0020502j 0.00440558+0.0168611j 0.0865336+0.027848j -0.0309059+0.0740404j 0.0915985-0.0619991j 0.0373662+0.0511032j 0.0942537+0.137831j -0.0412745+0.0545977j 0.0185957-0.00500079j -0.0289759-0.0204426j 0.0123946-0.114844j 0.0745214-0.02989j 0.00890323-0.0059936j 0.0813126+0.000782707j 0.0268457-0.0119071j 0.0630367+0.026639j -0.0185902+0.0396408j -0.0883721-0.0540197j 0.0781646-0.00466215j -0.00148255-0.0302761j 0.018286-0.0199973j -0.0107292-0.02193j -0.0969205-0.0452489j 0.0106334-0.00510446j -0.0681403+0.00787284j 0.0753889-0.0229103j -0.121683+0.0184379j 
