-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.0605254+0.073188j 0.028806+0.056984j 0.115488-0.0117944j 0.0553351+0.0442595j -0.0514947-0.0723451j -0.00473272-0.0484698j 0.0658636-0.0265688j 0.0411401-0.00205834j 0.0309049+0.0266242j -0.012441-0.00718839j 0.0256888+0.0205072j 0.0519554+0.0111702j 0.0307957+0.0178912j 0.0194028+0.00492581j -0.0037327+0.00597957j -0.0262282-0.00453646j -0.00751671+0.00321991j -0.0046286-0.0375315j 0.0271199-0.0116696j 0.0253881-0.0249205j -0.0228317+0.0299858j -0.0502685+0.0265318j -0.00360213+0.00458872j -0.00816888+0.0485139j 0.0578461+0.00801275j -0.0157373-0.0155937j -0.0208244+0.0022155j -0.022717-0.0234675j 0.0347966+0.00990541j 0.0593202+0.0340718j -0.0148042-0.00119132j 0.0201328-0.00298935j -0.0211571+0.0113937j 0.0307898+0.00401235j 0.0301197+0.0596825j 0.0105433+0.00809214j -0.00615319+0.00534735j 0.00441188+0.0174171j 0.0340846+0.0140515j -0.000652578+0.0259013j -0.0196742+0.0350027j 0.0999019+0.00189533j -0.0519089-0.00255876j 0.00477251-0.0083575j -0.0189758-0.0146346j -0.00624105-0.0342208j 0.00963003-0.0183973j 0.104941+0.0113119j 0.0629097+0.00351864j 0.0478329+0.0451234j 0.0600808+0.017154j -0.0186084-0.00582085j 0.025395+0.0269971j -0.0118808-0.0185314j -0.019644+0.0377988j 0.0261019-0.00587854j 0.0565024+0.00144455j -0.0204089+0.0164777j 0.0435976+0.0728587j -0.00964456+0.0260237j 0.0135014+0.0362078j -0.0249546+0.00370855j -0.0429775-0.0239574j -0.0345102-0.0297953j 0.0329006+0.0465522j -0.0219304+0.0164467j -0.0488369-0.0367802j -0.0572521-0.0351488j 0.0215894-0.00613298j -0.0173054+0.00852664j -0.0441732+0.00621481j -0.0288893-0.00257513j 0.0263406+0.0496048j -0.0067557+0.062985j -0.0124114-0.0585305j 0.0015027+0.0283442j 0.017577+0.096889j -0.00197019+0.0133621j 0.0212194-0.0338071j 0.00357201+0.00301393j -0.0610695+0.0226961j -0.0610474+0.0278718j -0.00696163-0.0139245j -0.0429182+0.0178468j -0.00201143-0.0229166j -0.0117723+0.00788859j 0.0476629-0.0254309j 0.0380818-0.040487j 0.0186359-0.0365002j 0.0257227+0.00546317j 0.031522-0.0199893j 0.0325497-0.0848201j 0.0440752+0.043713j 0.00892597-0.0122732j 0.0359172+0.0382188j 
-0.0040895+0.0219989j 0.0157016-0.0190667j 0.0563377+0.0176182j 0.00458494+0.0424125j 0.0561989+0.0196459j 0.00238287+0.0255625j -0.00313282+0.026487j -0.00575796-0.00420498j 0.00202786+0.0178376j -0.00723718-0.0148817j 0.0290299+0.00790063j 0.00896941-0.013516j 0.0161092-0.0202597j 0.0165619-0.0122693j 0.000803221+0.00775342j -0.00178089+0.000146963j -0.00819614-7.61513e-05j 0.00822333-0.00929412j 0.0223921-0.0212905j 0.0097985-0.00141005j -0.0147553-0.0165367j 0.0257789+0.0073627j -0.0137132-0.00727225j -0.0536743-0.026525j -0.048021-0.0280318j -0.0228024-0.0128623j 0.0333067-0.00552564j -0.0367138-0.00836934j 0.00933661-0.0386448j 0.0141926-0.020722j 0.00527857-0.0161688j -0.000320931+0.019748j 0.0248032+0.0117133j -0.00606146+0.00351728j 0.036507-0.0387848j -0.0325795-0.0234482j -0.0313842+0.019136j -0.0360601-0.0111857j -0.00320869-0.00249186j -0.0122151-0.00280827j -0.0102816-0.0177216j 0.0161876+0.0291139j 0.000655281-0.00575724j -0.0210246+0.0460296j 0.00788602+0.00913079j -0.0287759+0.00188475j 0.0343731-0.0091765j 0.0371123+0.0401849j -0.0775941-0.0628775j 0.0645652-0.0291775j -0.0564533-0.047461j 0.040011+0.0258366j -0.0105407-0.035298j -0.0356307+0.00828378j -0.0186073-0.0369839j 0.0357222+0.00672363j -0.0106682+0.0183648j -0.0154545+0.0307145j 0.0244208+0.0332341j 0.0202963+0.00451478j 0.0401789+0.0322636j -0.0166662-0.0341907j 0.0427059+0.0225422j -0.0257941+0.0353441j -0.00868545+0.0373156j -0.0471802+0.0305113j 0.0509687-0.0326456j 0.0283916-0.0202465j -0.0434797+0.0321951j -0.0109563-0.0266445j -0.00682774-0.0326577j 0.0156996+0.0101099j 0.00327316+0.00643981j 0.0153179+0.00111761j -0.0312624-0.00824558j -0.000498629-0.0478321j 0.0153423-0.0382583j 0.0209313-0.00254602j -0.0256343-0.0122147j 0.012991+0.0112071j -0.008587-0.00539348j 0.0119998+0.00752891j 0.0102742+0.0557344j -0.019223-0.00383758j -0.0122528+0.00611325j -0.0269511+0.00107883j -0.000718729-0.0240719j 0.0174637+0.027764j 0.0303026-0.0633053j 0.0139977+0.00431852j -0.0299575+0.0394967j 0.0391416-0.0327383j 0.0130825-0.0154325j -0.00905806-0.0321576j -0.000391368+0.00841669j 
-0.0534337-0.0267714j 0.00465361-0.00131855j 0.00135359-0.0433033j 0.0298985-0.00338576j -0.0244375-0.0219076j 0.0339021+0.0111946j 0.0330443+0.00517412j 0.00688916+0.0328196j -0.0308594+0.0132693j -0.0329639-0.0196252j -0.0121962-0.00314225j -0.0112825+0.0227049j -0.0132759+0.0262806j 0.0162382+0.0211111j 0.0172048-0.0111428j -0.00732688-0.00251034j 0.00384551-0.00278472j -0.00254325-0.0101796j -0.00813692-0.000923554j -0.00552805+0.0300021j -0.0268354-0.019226j -0.00426069-0.0100495j 0.0512285+0.0110561j -0.00257817-0.00301189j 0.0319568+0.0408478j 0.0226414-0.00942201j 0.0106856+0.0207255j 0.0164063-0.0144369j -0.0106791-0.0086971j -0.00680786+0.00393552j 0.00660519+0.0214557j -0.0129548+0.00697065j -0.0263154-0.014704j 0.0165867-0.0117076j -0.0261882+0.0270078j 0.0368089+0.00426284j 0.0184402-0.00407163j 0.00618557+0.0113416j 0.00611894+0.0202565j -0.0024475+0.0078276j 0.015374+0.00674845j -0.00192252-0.0108212j -0.0061276-0.00634999j -0.00762466-0.0146157j -0.0231461+0.0356629j -0.00562644-0.0173804j -0.0135295+0.0549478j -0.0396074-0.0215258j 0.100047-0.00830251j -0.00528577+0.0499156j 0.0161381+0.0159131j -0.0541408+0.00758449j 0.0129314+0.0350061j -0.0159211-0.0155102j 0.0121367+0.0074231j 0.00500843+0.00848631j -0.0215097-0.044242j -0.0104859-0.0185755j -0.0159487+0.00941539j 0.00687648+0.00569484j -0.0447189-0.00973901j 0.0272006+0.0381879j -0.0176155-0.0229354j -0.00617108-0.0133936j -0.00135622-0.00716527j -0.00018598-0.000949864j -0.00829461+0.00450514j 0.0180543-0.00263176j 0.0138383+0.00152193j -0.0414714+0.0101047j -0.0301032-0.0100856j -0.0112125+0.0261156j 0.00970124-0.0340004j -0.0121785-0.02304j 0.0221658+0.0168466j -0.0177803+0.0115406j 0.00449448-0.0170408j 0.00592004+0.00042683j -0.00237211-0.0024223j -0.00778278-0.0226486j -0.00126938-0.0332257j 0.0174416-0.00497597j 0.00932156-0.0233307j -0.00432287-0.0116459j -0.00353345-0.0528148j 0.0161348+0.0250091j 0.00152679+0.00246176j -0.00677872-0.0156955j -0.0082807+0.00669876j 0.00482142+0.00689358j 0.0383714-0.0386051j -0.0117395-0.0110502j 0.0106452-0.0189769j -0.0193397+0.034251j -0.00949382+0.013968j 
0.0264308-0.0110606j 0.0648955-0.00596812j -0.0100805-0.0832347j 0.0130711+0.0354131j -0.0206839+0.0471598j -0.0423506-0.0672583j 0.0336678+0.0209098j -0.00951374-0.0684042j 0.0465104+0.0376494j -0.0125564-0.00778617j -0.00244284-0.0164281j -0.00223351+0.00794702j 0.0109159+0.0030885j -0.0128684-0.0438251j -0.00471162-0.0129045j -0.015359+0.00686243j 0.0150761+0.0077897j 0.00935884+0.0452967j -0.0235325-0.00136359j -0.0130471-0.0305497j 0.0123795+0.0149467j -0.0200758+0.00362737j -0.00757479-0.0351148j 0.00240709+0.044869j -0.00438622-0.0189273j -0.0292227-0.0216332j 0.0330166+0.0378881j -0.0254713-0.0258475j 0.0311879-0.00249037j 0.0395579-0.0179371j -0.0301496+0.0236687j 0.0189554-0.00150694j 0.0205852+0.0443539j -0.0251618+0.0187137j 0.055508-0.0207294j -0.0571381-0.00839358j -0.00905125+0.0274807j -0.00602711-0.00977168j 0.00962429+0.000503563j 0.000474893+0.0298849j -0.00530011-0.0365411j 0.0363927+0.0441268j -0.00940252+0.0192798j 0.0491395+0.0272304j -0.0245186-0.0636747j -0.0388628-0.0258156j 0.0908169-0.0421876j 0.071262+0.0344352j -0.0371313+0.0327753j 0.0276851+0.0217021j -0.042361-0.000562197j 0.00898476-0.0129956j -0.0048376+0.0121293j -0.0209917+0.0272717j 0.00688224+0.0153681j -0.0390598-0.036821j -0.00456421+0.00805091j 0.0158925+0.0816012j -0.0281526+0.0716105j -0.00753176-0.0277006j 0.0533554+0.0537443j 0.0248476+0.0176769j -0.0215467+0.0238088j -0.00618796-0.00299069j 0.0288866+0.025295j -0.024735+0.0146145j 0.0094054-0.0135027j -0.0415439+0.0145988j -0.0148422+0.0738559j -0.0126667+0.02543j 0.00939833+0.0114033j 0.0384411+0.0301297j 0.00741609+0.0504658j 0.00668743+0.00903395j -0.0364353+0.0855487j 0.0285176+0.0829358j 0.027289-0.0404436j -0.0063573-0.0706565j 0.00727864-0.0288098j 0.0179991+0.00485992j -0.0219525-0.0110856j 0.0228487-0.0548239j -0.0125141+0.0128254j 0.0130391-0.0383148j -0.00299511+0.00943548j -0.029121+0.0188753j 0.0136637+0.0441624j 0.0186293-0.0236632j 0.00777513+0.00168658j 0.00326179-0.0194677j 0.0365268+0.0118865j 0.0234508-0.0288063j 0.00466447+0.07267j 0.0550113-0.0352573j -0.0196488-0.0130494j 
0.0122728+0.00476919j 0.0227779+0.0329937j 0.0178007-0.0148622j -0.00311988+0.00322367j 0.0167389+0.021544j -0.00447934+0.0285307j 0.0276198-0.0131769j 0.0212933+0.025901j -0.00807932+0.0131038j -0.00805939+0.0231816j 2.46609e-05+0.0134033j -0.0207559+0.00922032j -0.00955667-0.00156582j 0.013832+0.0122197j -0.0155251-0.00483187j -0.00263721-0.000820088j 0.0106593+0.00246201j 0.0111649-0.00643304j 0.0027102+0.0390681j 0.0124192+0.0202962j -0.0129799-0.000125216j 0.00210658+0.0247862j 0.0168809+0.00517845j -0.0317998-0.0370142j -0.00778737-0.00514368j 0.0436341-0.0118586j 0.00966341+0.0192402j 0.0153684-0.0013474j 0.0141755+0.00443307j -0.0117058-0.00381799j -0.034651+0.0535531j 0.00494516+0.0145092j -0.00406636-0.00912149j 0.00616944+0.00106369j -0.0688622-0.0148354j -0.00892069+0.0172615j -0.0337712-0.0323162j -0.0178094+0.00794896j -0.00824301-0.000914597j -0.0255453+0.014771j 0.00283925+0.00356455j 0.00703418-0.0135429j -0.0246845+0.0121474j 0.0283484+0.000430156j 0.00686151+0.0233316j -0.00865855-0.0214495j 0.0142452+0.0693573j -0.0317795-0.00884211j 0.0519585-0.0763556j 0.0728819+0.0123283j -0.00476626-0.0148635j -0.073083+0.0268808j -0.0227175-0.00970413j -0.0183554-0.0289359j -0.013576+0.0096869j 0.0333451-0.0190435j -0.00627969-0.00627943j 0.00195897+0.00152968j -0.0111567+0.0208578j -0.00472871+0.0237352j -0.0374812-0.0244144j 0.0199514+0.0543476j 0.0295503+0.011011j -0.0163781+0.0186377j 0.0290793-0.0402916j -0.0224119-0.0212574j 0.0182626+0.0153166j -0.0144059-0.00221051j 0.00512375-0.010057j -0.0100976+0.0108201j 0.00967515-0.0341029j 0.0149329+0.00876691j 0.00969954-0.0316061j -0.0210551-0.0651559j -0.0155525+0.0468314j 0.0224518+0.0322581j -0.0218362-0.0185348j 0.0298599+0.0159048j -0.00233474-0.00225067j -0.00726602+0.0320387j 0.0473191-0.0420333j 0.0143859-0.0163944j -0.0136012-0.0631817j -0.000464897-0.0108093j -0.00655208-0.0294887j 0.00738205+0.0169435j -0.0185331-0.0166104j -0.00585707-0.0372311j -0.00314165+0.0356859j -0.00361344-0.0195141j 0.0144044-0.027256j -0.0217509-0.0259145j -0.0182359+0.0192369j 0.0134184+0.0236427j 0.00802507-0.00275559j 
0.0147193-0.018936j -0.0322592+0.0162984j -0.0503785+0.0237955j -0.00549966-0.0586854j -0.0609998-0.0559404j 0.0224854-0.00358486j -0.00440101+0.0148001j -0.00704503+0.0106412j -0.0130983-0.0170344j -0.000387727-0.00820432j 0.0149529+0.00538901j -0.0224223-0.0146997j -0.0036726-0.00563316j -0.0205338-0.00210788j 0.0136465+0.00720272j 0.0035499-0.0172663j -0.0096312+0.00264214j 0.00753947-0.00114528j -0.00777594-0.0101361j 0.0280591+0.0125181j -0.00604095+0.018011j -0.00207741-0.00769794j 0.0554036+0.0309197j 0.0550663+0.0576848j 0.0198183+0.0114131j 0.00906802-0.00113326j 0.000643457-0.00143774j 0.00484622+0.0171163j 5.54575e-05+0.0125117j -0.0220606-0.00896827j -0.00504358-0.0138659j -0.00521731-0.00363059j 0.00903678+0.0068889j 0.0100552+0.0176163j 0.0178087-0.00354172j 0.00962331+0.00542761j 0.0244451-0.0321815j -0.00262842-0.0103139j 0.000330704-0.0199187j 0.0262777-6.65388e-05j 0.0222821+0.0189014j -0.0131703-0.0144355j -0.0115364+0.0324969j 0.0133388-0.0449793j -0.028799-0.0038436j 0.0235525+0.0158261j -0.0283305+0.00429922j 0.00554688-0.0296008j 0.0641726+0.0754521j -0.0260021+0.0328822j 0.0157208+0.0470272j -0.0259607-0.0260001j 0.000170246+0.0272988j -0.0308121+0.0133526j 0.00550216-0.0055202j -0.0640861-0.0213581j -0.0321163+0.0499018j -0.0349199-0.053893j -0.0272912-0.0475788j 0.0160732+0.0119017j 0.00360589+0.000531326j 0.10596+0.00404871j -0.0309608-0.016468j -0.0216342-0.0841699j -0.00060793+0.00394445j 0.033851+0.0793957j -0.0200877-0.0241021j 0.0292137-0.0162135j 0.0490909-0.0287915j 0.0541232+0.0376816j -0.0227036+0.0402641j -0.00071343-0.0201428j -0.0217891-0.0189148j -0.00376958-0.0384752j 0.0176847+0.0438875j -0.0484515+0.0620343j 0.00348363+0.0221475j -0.0568246+0.00589132j 0.0346126+0.0137621j 0.0870473+0.0143673j -0.0381906-0.0187279j 0.0305852-0.0472161j -0.0136292+0.0167517j 0.0302159+0.0278631j -0.000132336+0.011166j -0.0142967-0.0111273j 0.0130634+0.0142569j 0.0485784-0.00507832j 0.00310213+0.0541736j -0.00497083-0.000423934j 0.023908-0.00866932j -0.0107831+0.058706j -0.0222526+0.00325787j -0.00841836+0.00874871j 0.0072179-0.0212793j 
-0.0826413+0.0389856j -0.125728-0.0999047j 0.00243167+0.0262222j -0.0328838-0.00995826j 0.0790904+0.0590209j 0.0320591+0.0563719j -0.0980309-0.0385163j 0.0170896-0.0115441j -0.0533257-0.0367212j 0.0263857+0.0415339j -0.00784292-0.00807657j -0.020245+0.0098316j -0.0322051-0.0133783j 0.00881943+0.00460348j 0.0330009+0.0117771j 0.0296194+0.0273861j 0.000669279-0.0229422j -0.0161888+0.00499186j -0.0211164+0.0156348j -0.0268281+0.0053173j 0.0197828+0.000748242j 0.0596677+0.0209379j -0.00843276-0.0366082j -0.0107482-0.0564994j -0.0911773-0.0281055j 0.0177997-0.0069775j -0.0066781-0.0368549j 0.0397196+0.0572794j -0.0653598+0.00663654j -0.0612059-0.00772156j 0.00520514+0.00706994j -0.00253049+0.0157481j -0.000973714-0.0125143j -0.0228579+0.0019146j -0.00281133-0.0103483j -0.0259642+0.00957126j -0.00544588+0.0090812j -0.0379578+0.0351843j -0.0443068-0.00870964j 0.00431855-0.0381865j 0.0186093-0.014184j -0.0807715-0.0207996j 0.0549396-0.0138487j -0.05604+0.0269364j 0.0257597-0.0248138j 0.0271921+0.0511394j -0.0418613-0.0286932j -0.093718+0.0547269j -0.12728-0.0852713j -0.00121275-0.0931078j -0.0311883-0.0422205j 0.0568374+0.0376681j -0.00428963-0.0101441j 0.00841844-0.010686j -0.0283841-0.0502552j -0.0237754-0.0338861j -0.057574-0.0104001j 0.0229201+0.0427284j -0.0516754-0.0296518j -0.00606094+0.000558836j -0.0129861+0.0195742j 0.00183222+0.0162847j -0.00100157-0.0176496j -0.0395316+0.017556j -0.04183+0.0488789j 0.0254671+0.0523436j 0.0225186+0.0218895j 0.0782304+0.0272528j -0.0576812-0.0563218j 0.00913538-0.00215285j -0.0313227+0.01989j -0.0318542+0.0555406j 0.0135553-0.0326059j 0.00235591-0.0494766j -0.0530925-0.0293869j -0.0131495-0.0394835j -0.0564882-0.00515162j -0.00958858+0.0327435j 0.040582+0.0159065j 0.0124391-0.039666j -0.0170229-0.0217481j 0.016745+0.0118533j 0.021188+0.0106789j -0.037936+0.0124217j -0.00134817+0.0295239j 0.0142158+0.00945805j -0.00202635-0.0296797j -0.0150228+0.0555253j -0.0049188-0.0283584j 0.00342068-0.0168455j -0.0744723+0.0290741j 0.00654157+0.00090992j 0.0266767-0.0552771j -0.0890638+0.0360585j 0.0164176+0.0212557j 
0.0322264-0.0253257j -0.000308186-0.00679704j -0.0592777-0.0567087j -0.0006792+0.00230197j -0.0243575+0.0113983j 0.0393306+0.0496475j -0.0456747-0.00326931j 0.0168799-0.00617294j 0.00133869+0.0416031j 0.00151548+0.0116691j -0.0107771+0.0148752j -0.0462683+0.00526472j 0.0128424+0.0253016j 0.0102467-0.0131366j -0.0129858-0.02404j 0.00628408-0.0179442j -0.0115522+0.00753867j -0.0260137+0.0108056j 0.0284399-0.0016383j 0.00490188+0.0274082j -0.0163591-0.00296665j 0.0312403+0.0541048j 0.0420903+0.0422263j -0.0472592-0.0332397j 0.00241114-0.0111487j 0.024132-0.0442962j 0.00507672+0.0593024j 0.0282019+0.00380162j 0.0208677+0.00113288j -0.0201858+0.0012422j -0.014113+0.0494478j 0.0213459+0.00783942j 0.00551253+0.0136305j -0.0280206-0.00996048j -0.0541183-0.0385023j -0.0230831+0.0131617j -0.0221527-0.0385595j -0.013175+0.00977266j -0.0122242-0.0560822j 0.012929+0.00324639j 0.0128454-0.01759j 0.00841646-0.0304447j 0.00161574+0.0679234j 0.00143537-0.00210544j -0.00474953-0.00724117j 0.0100151-0.0405054j -0.00600554+0.0663351j -0.0190198+0.00675367j 0.0308578-0.088314j 0.0807188+0.0722329j 0.023768+0.0289449j -0.0464128+0.0221618j 0.0386356+0.028787j 0.0390089+0.0234922j 0.00320683+0.00234776j -0.049434-0.0594254j -0.0902725-0.0557264j 0.0333003+0.0325627j -0.0654214+0.0146491j -0.012652+0.0419848j 0.00101219-0.06409j -0.0260791+0.0483268j -0.0380648-0.0203833j -0.0626354-0.0339998j 0.0373806-0.0158737j 0.00881981-0.00755551j -0.0155561-0.00119943j -0.0104946-0.00186768j 0.00993537+0.0574827j -0.026975-0.0311679j 0.0300158+0.0180568j -0.048243+0.0978076j 0.00717211-0.00598659j -0.0258585-0.0189296j 0.00875806+0.0985655j -0.035024+0.0772073j -0.0187283-0.0467018j -0.00909846-0.0117155j 0.0378207-0.0581708j 0.0111706-0.00141504j -0.00694235-0.056614j -0.0117465-0.0342138j -0.011341-0.0285435j 0.0177347-0.0788894j -0.00691208-0.0255574j 0.00729722+0.0344737j 0.00553739+6.16941e-05j -0.0148293-0.0464113j 0.00557309+0.0708653j 0.0177419-0.048589j 0.0299309-0.0175324j -0.00718833+0.0146224j -0.0185532+0.0578477j 0.0244667+0.0213889j 0.0209817-0.0433686j 
-0.0675155+0.0111623j -0.0771051-0.0687742j -0.0389151+0.000284567j -0.0482523-0.0583513j -0.00565851-0.00972129j 0.0412129+0.0166056j -0.0580756-0.00953438j -0.00285362-0.00678651j -0.0383649-0.031998j 0.0239116+0.0244832j 0.00577135-0.0153992j -0.0121199+0.00508617j 0.00156982+0.00816003j -0.00588525+0.00971583j -0.00104547-0.00883005j 0.018322+6.85886e-06j -0.0178022-0.00576519j -0.015052+0.0136115j -0.0238894-0.00718142j -0.00898748+0.00438278j -0.00557199+0.0119444j 0.0440975+0.00467626j 0.0386441-0.0171714j 0.0240572-0.00910097j -0.00766242+0.0439034j -0.0129508+0.0126222j -0.0147564-0.00475289j 0.0423608+0.0341113j -0.0213182+0.0159021j -0.0115461-0.00444534j 0.0148871+0.0315174j -0.00511943-0.0349802j -0.0026353+0.0136102j -0.00174554-0.0107301j 0.0096839+0.0172375j -0.00106137+0.011056j 0.0205732-0.0102502j 0.0160197+0.0145883j -0.0377678-0.00243424j 0.0199191-0.0155604j 0.0153789-0.00629607j -0.0661691-0.0208655j 0.0582441+0.00185707j -0.0145138-0.0140907j -0.00139506-0.0201723j 0.0166697+0.0452235j -0.025314-0.0440836j -0.0916145-0.0301709j -0.0193006-0.0404643j -0.0541974-0.0623892j -0.0210163-0.00268392j 0.0263246+0.0103212j -0.0174803+0.0252819j 0.00553599+0.0308683j 0.00323128-0.00580886j 0.029782+0.0210828j -0.0378141-0.0211722j -0.0121317-0.0175227j -0.0269807-0.00807623j -0.0605596-0.0293083j 0.0372589+0.00195144j 0.00939638+0.034587j -0.0391458-0.0133384j 0.0226589+0.0242587j -0.0209868+0.00408824j 0.0228843+0.00919193j 0.00491405+0.00242309j 0.0079559+0.0694428j 0.00698736+0.00242948j 0.00610751+0.020682j 0.00865932-0.00637953j -0.00802637-0.0344031j -0.0195219+0.000175933j -0.0116345+0.0316543j 0.0290227-0.0160246j 0.0145066-0.00892081j -0.0234343+0.0191348j 0.00904383+0.00858583j 0.0192095-0.0121159j -0.0089749-0.030223j 0.0239894-0.00946189j 0.0233975-0.00330127j -0.00329071+0.0137847j -0.0122416-0.0151018j -0.00493253+0.0165961j -0.0160743-0.000152394j -0.00078028-0.0212472j -0.0151502+0.00391053j 0.0040404+0.00833698j 0.00352691-0.023369j 0.00298478+0.00561102j -0.00490361-0.017626j 0.00948556-0.00864305j -0.0555137+0.04409j 0.00787898+0.00255623j 
-0.0114496+0.0161344j -0.0124135-0.0377945j -0.0341284+0.00261853j -0.0511412-0.0433099j 0.0286709+0.0463954j 0.0530171+0.0467762j -0.0918077-0.0456269j 0.019027-0.00489695j 0.0137764-0.0253455j 0.045699+0.0680926j -0.0197154+0.00601298j -0.0184958+0.023845j 0.0044247+0.00215504j 0.0264081-0.00905246j -0.00835088-0.00351076j 0.0075737+0.0044271j 0.00819531+0.00565464j -0.0301841+0.00595512j 0.0409701+0.00824284j -0.0130252+0.00411641j 0.00475659-0.0147535j 0.090348+0.0530839j -0.00290471-0.0373033j -0.0565464-0.0337821j -0.0324476-0.0101961j -0.00953146-0.0082138j -0.0100213-0.0211236j 0.0224581+0.0411995j -0.0116017+0.0135128j -0.0275675+0.00345183j -0.0165949+0.0312139j 0.00486177+0.00578376j 0.0303295+0.0356072j -0.0165481-0.00528964j -0.0136691+0.00906903j -0.0338533+0.0716908j -0.0213665+0.00776548j -0.0216179+0.0144821j -0.048587-0.0190945j -0.00512829-0.00157044j 0.0378181-0.0119371j -0.0277753+0.00925853j 0.0106024+0.0181339j -0.0434741+0.0338626j -0.0109467-0.0678663j 0.0111867+0.0249957j 0.012044+0.00551491j -0.0376205+0.0538425j -0.096842-0.0980251j 0.0196886-0.0956223j -0.0420243+0.00924763j 0.0357167+0.0700219j -0.00472199-0.00890921j 0.00317008-0.00788949j -0.017146-0.0422645j 0.0362443-0.0601941j -0.0834456-0.0133742j 0.0130664-0.00342376j -0.045133+0.0301835j -0.0534698+0.0104364j -0.00302032+0.0237729j 0.00632952+0.0315635j -0.0111833-0.0372711j -0.0162157-0.0101191j -0.000769643+0.0246381j -0.0424364+0.0232694j 0.0337841-0.00629929j -0.0114633+0.030235j -0.0147748-0.0320229j 0.00853925+0.0288963j -0.0166713-0.0308204j 0.00271712+0.00810297j 0.0230198+0.00602087j -0.0190177+0.0532015j 0.00130443+0.0210685j -0.0131357+0.0495854j -0.0410586+0.0415545j 0.00341933-0.0203249j 0.01957-0.00497322j 0.0203243-0.0324283j 0.00755681-0.00994173j 0.0106838+0.0381217j 0.0183234+0.00522382j -0.00558336-0.0144833j 0.00593962+0.0454837j -0.0199567+0.0509615j 0.0148994-0.0556232j -0.0190471-0.0468214j -0.0308286+0.0177122j 0.058561-0.0708337j -0.0230108+0.035875j -0.0133377-0.0513785j -0.00050873+0.00592598j -0.0303677+0.00311948j -0.02823+0.0133536j 
