-0.0143856-0.0269551j 0.0456405+3.08741e-05j 0.0677494+0.0250906j 0.0369258-0.0678213j 0.0706834-0.159845j -0.0100494-0.127268j 0.108437-0.0747564j -0.0922204+0.15862j 0.0777855+0.0634032j -0.16551-0.071035j -0.103456-0.0174658j -0.26311-0.0446533j -0.157624+0.063365j 0.11451+0.0204357j 0.0379783-0.0523064j -0.0777892+0.00495129j 0.0202049+0.212599j 0.00347802-0.000384961j 0.00123171+0.0689297j -0.0266103-0.0696204j 0.0691196+0.00139926j 0.0588583+0.155797j 0.0397434+0.0981291j 0.235497-0.135438j 0.0546354+0.231224j -0.187531-0.00580438j -0.00129344-0.00158672j -0.0196029+0.128142j 0.0100886+0.118689j -0.0204351+0.0311557j -0.066414+0.120832j -0.0996293-0.035699j -0.0264442+0.0605058j 0.0318785+0.00712829j 0.00605961-0.0530005j -0.00724979-0.146268j 0.0485134+0.0246005j 0.0202227-0.0442178j -0.0243191-0.107323j 0.264268-0.194065j -0.030282+0.1381j 0.159897-0.0705955j 0.0603675-0.025426j -0.0204407-0.131587j -0.0609744+0.0563095j -0.0480905-0.0601312j -0.0581394+0.0364323j 0.0185114-0.00936078j -0.0334098-0.0396452j 0.0990747-0.0733369j 0.00611938-0.045066j -0.00164979+0.0552908j 0.00691934+0.0343289j 0.0087214+0.0749866j -0.0374447-0.0290397j 0.0268803-0.00525908j 0.000612909+0.0303369j 0.0129622+0.0430491j -0.0257747-0.00712294j -0.0221459-0.000909461j 0.0256382+0.00241298j 0.00473526+0.00389492j -0.0531451-0.0137839j -0.00283233+0.0578173j 0.0172532+0.0227942j 0.00853849-0.0204386j 0.0102301-0.00883048j 0.0249613-0.0337589j 0.00733574-0.00825544j -0.0382382+0.0305268j 0.0314314+0.0512021j 0.033089+0.0117945j -0.0477106+0.000341957j -0.0194521-0.014466j 0.0230618+0.00878915j 0.00815602+0.0345605j -0.00830024+0.017453j 0.0427273-0.0218877j -0.0195395+0.0386296j 0.0179696-9.84151e-05j -0.013628+0.0229519j 0.0231855+0.0236963j 0.0313739+0.00163691j -0.0388365-0.0293297j -0.0389397-0.0102276j -0.00509537-0.0277617j -0.0119155-0.00159099j -0.0226417+0.00430378j -0.0339528+0.00650069j -0.0257145+0.0106176j 0.0286578+0.0484051j 0.0576765+0.0273777j 0.0602913+0.0321036j 0.0939428-0.0782924j 0.00755319-0.00528285j 0.0569433-0.018243j 0.00469858-0.00807329j -0.0274253+0.00529168j 
0.00290306+0.000510516j -0.00193528+0.00267284j -0.00123214-0.00390349j -0.00110738+0.00498328j -0.00434201-0.00890861j -0.0113259-0.00484535j 0.00423472+0.00249842j -0.00273562-0.00285693j 0.00870322+0.00422043j 0.0029535+0.000657672j 0.000388378+0.00284796j 0.00645882+0.00486099j -0.0044027+0.00115756j -0.00634985-0.0051939j 0.0170245+0.0131078j 0.0191013+0.0023135j -0.015045+0.0130168j -0.000913635-0.0044829j -0.0202992-0.0187901j -0.0135316-0.0125587j 0.00354824+0.00802894j 0.00676145-0.00219561j -0.0233911-0.00681482j -0.00947573-0.00999021j -0.0096153+0.000364671j 0.000381606+0.00876261j 0.00900199-0.006182j 0.0162492-0.002785j -0.0165211-0.0163742j -0.0079185+0.00106997j -0.0122091-0.0125866j 0.0193212+0.0223617j -0.00202295-0.011277j 0.0096498-0.00154858j 0.0189478-0.0125143j -0.00233313-0.00445482j -0.00403008+0.0124232j 0.00477389-0.00997941j 0.0117108-0.00180151j 0.000627874-0.00518353j 0.00586567+0.00249091j -0.00175306+0.0058591j -0.00859451-0.00703794j 0.00413281+0.00120361j -0.000342489-0.00155158j -0.00370131-0.00506386j 0.00242345-0.000868795j -0.00741293+0.000252958j 0.00195922-0.00361791j -0.00325031+0.00267853j 0.00695035+0.00232042j -0.00510615-0.00300051j 0.0068199-0.00263758j 0.00521385+0.00875798j 0.0040125-0.00683468j 0.00158181-0.00117987j -0.00927921-0.0057012j 0.0156509-0.000845576j 0.0163095-0.00785511j -0.00415603+0.00180219j 0.00444483+0.00456167j -0.0148806+0.00518319j -0.00962075-0.00653048j -0.000226523-0.00307181j -0.00318483-0.00837995j -0.0242668+0.0123607j 0.00440893+0.0125797j 0.00639925+0.00164418j 0.00422275+0.00128594j 8.45431e-05-0.000657827j 0.00607864+0.00713164j -0.0018398+0.0104112j 9.41784e-05+0.00594382j -0.0109837+0.00517613j 0.000789702+0.021549j -0.00652974+0.015839j -0.00710047+0.0141959j 0.00386697+0.00742164j 0.0120961+0.002098j 0.00454405-0.000740531j -0.00666351+0.00828516j -0.0141343+0.0105949j -0.000683994+0.00691374j 0.0105824+0.0243383j -0.0146408-0.00779314j 0.0111894-0.0153174j -0.00463094-0.00350135j -0.000654348-0.00565266j -0.00633687+0.00361775j 0.00285813-0.00100169j 0.00331362-0.00198556j 0.00235204+0.00211344j 0.00188992-0.000949758j -0.000374185-0.00211342j 0.000878793-0.00150432j -0.00037952-0.000240158j 0.000783921-0.00237499j 0.00050291-0.000208405j 
0.00134327-0.00269643j 0.00469376+0.00228372j 0.00560303-0.00491091j 0.00110809-0.000573221j 0.00193422-0.0105488j -0.00614688+0.00437581j 0.011681-0.00174388j -0.00331016-0.0156697j 0.00350991+0.000293285j -0.00435741+0.00410866j -0.00238559-0.0108267j 0.00365079-0.00710112j -0.00344459-0.000171244j 0.000226498-0.00652788j -0.00943926+0.0142723j -0.00443795+0.00675371j 0.00968226-0.00357432j -0.0122232-0.0017643j 0.00531689+0.00210284j -0.00701264+0.00714828j -0.0105052-0.0235869j -0.0122475+0.00633771j 0.00457256-0.0118274j -0.00469291+0.00311163j 0.0140477-0.03017j -0.00789969+0.00119775j 0.00135047+0.0203992j 0.0080381-0.0139466j 0.0112037+0.00278838j -0.000937541-0.00478521j -0.00239215-0.00160662j -0.000561676-0.00375641j -0.00560945-0.0122595j 0.00219748+0.00904484j 0.00567869+0.0021119j 0.00775463+0.00362264j 0.00281399-0.00620961j -0.000238184-0.00513628j 0.0109583-0.0017492j -0.00117539-0.00726101j -0.00411216-0.00117447j -0.00183873-0.00535293j 0.000290779-0.0072869j 6.29061e-06+0.0014996j 0.00953943-0.00680899j -0.00494235+0.00134765j 2.46319e-05-0.00452334j -0.00650507-0.0122814j 0.000544988-0.00674297j -0.00123881-0.00185939j 0.00680494+0.00161573j -0.0133459-0.000534674j 0.00516075-0.0102829j -0.00643767-0.0062294j 0.0119533+0.0121556j -0.0145019+0.00070054j 0.00740355+0.000347006j 0.0116166+0.0168008j -0.014114+0.00203074j -0.00105447-0.0121506j 0.00891228-0.0276802j -0.015198+0.0104927j 0.00535944-0.000406558j 0.00515431-0.0131841j 0.00718203+0.0190404j -0.0109768+0.0281179j -0.0135119-0.0287552j 0.00150351+0.00315582j 0.0013755-0.00507991j 0.00057229+0.000930186j -0.0386012+0.00807676j 0.0176564+0.015286j -0.0063751-0.0141671j -0.0139133-0.021345j 0.00221259-0.000813174j -0.00696145+0.00560071j -0.0172362-0.011364j 0.00804958+0.00523695j 0.00483683-0.00542726j 0.0190568+0.0109683j 0.0008888-0.0195729j 0.0231821+0.0170511j 0.00398502-0.0209192j 0.00382236-0.0109027j 0.00564923-0.00109206j 0.00452621-0.0040641j -0.0103648+0.00749445j 0.000368311-0.00618823j 0.0077311+0.00498473j 0.00335609+0.00441015j -0.000186283+0.00490101j 0.00294908+0.00181896j 0.00246667+0.000653304j 0.00319231-0.00273881j 0.000865343-0.00259113j 0.00246031+0.00704769j -0.00290496-0.00194986j -0.00212887+0.0016752j 
0.000294816+0.00100395j 0.00264522+0.000439033j 0.00345487-0.00169199j 0.00244147-0.00205983j 0.00174738-0.00238947j -0.00363782-0.00351784j 0.00638096-0.00529017j -0.00132197-0.00344866j -0.000162807-0.00841053j 0.00266752-0.0039342j -0.00271726+0.0133408j -0.0137954-0.00477836j -0.00533759-0.00134753j 0.00585866-0.00888645j 0.00239502-0.00206233j -0.0130787+0.0161948j 0.0110998+0.0119274j -0.0153818+0.0145106j -0.0125311+0.00110597j 0.0107272-0.00330384j -0.00462799-0.0147829j -0.00782408-0.00404188j -0.0147355+0.00289061j -0.00734404-0.00343613j -0.00215015-0.00309763j 0.0121476-0.0135289j 0.0113691+0.00503281j -0.00914592-0.00108965j 0.0123634-0.0140359j 0.00842062+0.00521957j 0.00703399+0.0118379j 0.00241952+0.00150519j -0.00851433+0.00218081j 0.00546174+0.00478996j -0.00271266-0.01005j 0.00126106-0.00411188j -0.00455605+0.00020772j 0.00533063-0.00185501j -0.00180437-0.00467008j -0.0011624+0.00488082j -0.00593897+0.00775245j -0.000255127-0.00157798j 0.00199686-0.00292299j -0.00047254+0.00396752j 0.000491134-0.00389061j -0.00429571+0.0016575j 0.000784205-0.00465373j -0.00806375-0.00302543j 0.000326009-0.00427213j 0.00575995+0.00994254j 0.00317658+0.00679212j -0.0179346-0.00215057j 0.0132957+0.0121877j -0.0235358+0.00115093j -0.0100808-0.00347123j -0.0111738+0.00242406j 0.0217452+0.00683246j -0.00981577-0.0370604j 0.00213883-0.00228308j 0.0257452+0.00135902j 0.0042466+0.0148026j -0.00390713-0.0051321j -0.00728119+0.0290351j -0.00957369+0.00929786j 0.00504099+0.0158515j -0.0020278-0.0262139j -0.0285774+0.0013077j 0.00541674-0.0134889j -0.0294763+0.00969667j 0.0117545-0.00344493j 0.0233202+0.0028892j 0.00419291-0.00783241j 0.0050287-0.00859119j -0.0179843+0.0457034j -0.0216821-0.00715305j -0.00621088+0.0306527j 0.000814391-0.00489894j -0.0174641+0.0160465j -0.000943554-0.00559775j 0.0236739-0.0124302j 0.0125261+0.0148646j 0.00396945-0.0159011j 0.0318965+0.00379725j 0.0170394-0.00966264j 0.0147215+0.00858962j 0.00912669+0.000441566j 0.00222252-0.00560301j -0.00875642-0.0079647j -0.00550152-0.0079758j -0.000249335-9.72385e-05j 0.00539675+0.00239049j 0.00180218+0.000184124j 0.00219266-0.00256582j 0.00356416-0.00615045j -0.00091009+0.00318315j 0.000171781-0.0033872j 0.00405411-0.00017635j -0.00213759-0.00196574j 
0.00201319-0.000552666j -0.00526244-0.000582589j -0.00108368+0.00265334j -0.00366124-0.00398759j -0.00331927-0.00284992j 0.00262709+0.00187473j -0.00523906-0.00116441j -0.000364893+0.00630395j 0.00931396+0.00263699j -0.0017996+0.00164157j 0.00356026-0.00317487j 0.0100759-0.00639439j 0.00599907-0.000621812j -0.00335321-0.0142675j 0.00235473+0.00729639j -0.00506298+0.00127314j 0.00415071+0.000935245j -0.00849957-0.00623859j -0.00482338-0.00614459j 0.00454868-0.00119356j -0.000838871-0.00989227j -0.00224373-0.00930248j 0.00210488+0.00171501j -0.00494118-0.0182473j 0.00728479+0.0081839j 0.0200511-0.0140569j 0.000120867-0.0021279j 0.00391427-0.00416788j -0.00554147+0.0107081j 0.0270492+0.00356109j 0.00209463-0.00440143j -0.00725867-0.00139089j -0.000142929-0.00936073j -0.00211944+0.0148921j 0.00934399+0.00355734j 0.0037215+0.00374819j 0.00147879-0.00350751j -0.00169092+0.000730077j 0.000793559+0.00247436j 0.00222143-0.00484909j 0.00698151+0.00220568j 0.00349369+0.0117262j -0.0054622-0.00180174j 0.000998954-0.00789012j -0.0036252+0.00596236j 0.00288118+0.00196072j -0.00509077+0.00353629j 0.00732215+0.0118308j 0.00681122+0.00183605j -0.00491976+0.000663474j 0.00767643+0.00557643j 0.0148104+0.0042419j -0.00537585-0.00340976j 0.0148186+0.00142075j -0.00753462-0.0281276j 0.000491931+0.0337728j -0.014857-0.0188433j -0.00293229-0.00949399j 0.0257389+0.0204626j -0.0147256+0.014222j 0.0136864+0.00108584j 0.0152033-0.0122615j 0.0131876-0.0328266j 0.0143152+0.0116969j -0.0215822-0.0244134j 0.00550195-0.0256214j 0.0359243-0.0140469j 0.0122194+0.0192383j 0.00486967-0.027814j -0.0268713-0.00524999j -0.00710787+0.0137459j 0.0174127-0.00158311j 0.00127903-0.0021045j 0.0026259-0.00718738j -0.0184973+0.00097851j 0.0042345+0.00782358j -0.0166824+0.011618j 0.01265+0.00874972j -0.0158791+0.00741575j -0.0253115+0.00831974j -0.00607059-0.000303082j -0.0259752-0.00812776j 0.0146921-0.00287397j 0.0094252+0.0236704j -0.0163187-0.00180009j -0.00724611-0.0114909j 0.013513-0.00482925j 0.00347747-0.00818393j 0.00284007-0.00334662j 0.00111418+0.00548785j -0.00749167-0.0119258j -0.00197914-0.000823913j -0.00448753+0.00175951j -0.00286864+0.00571146j 0.000247873-0.00175505j -0.00411591-7.36961e-05j -0.00281878+0.00274141j 0.00553875+0.0021532j 
-0.000981724+0.000767261j 0.0012516-0.000448248j 0.00160898-0.00398568j 0.00277644-0.00118457j -0.00167686-0.00454444j -0.00680933-0.00135112j 0.00465854+0.000544387j 0.00399289+0.00366338j 0.0122822+0.00424559j -0.0063348+0.00821617j -0.0165933-0.0105443j 0.00590212-0.00613627j -0.00700453+0.000327651j -0.00540123+0.00843042j -0.00791127+0.00247656j 0.00758829-0.0127184j -0.0143284-0.00812581j 0.00523278-0.0147461j 0.0121211-0.00878627j -0.0113876+0.00842982j 0.0108782+0.0110848j 0.00701266+0.00412835j 0.0185973-0.0107993j 0.00761559-0.00510474j 0.00453397-0.00294518j -0.0139819+0.0127918j -0.0117816+0.00346293j 0.00512656-0.00478287j -0.00503668+0.00795975j -0.0134542+0.00163329j -0.00979529-0.0101306j 0.00186099+0.000948951j 0.0096797-0.00264734j 0.000306809+0.00516083j 0.00330728+0.00847905j 0.000241361-0.00437879j -0.000506418-3.47258e-05j -0.000693651-0.000162359j 0.000629546-0.00248312j 0.00523738-0.000444707j 0.00506941-0.00199634j 0.000594147-0.00165707j -0.000819746-0.00192286j 0.00346588-0.00125895j 0.00169314-0.0057296j -0.00118493-0.000281202j 0.000336979-0.00455706j -0.0075715+0.00240937j 0.00431808-0.0044557j 0.00385481+0.00944143j 0.00579753+0.00390834j -0.00910683-0.00128079j 0.00939316+0.00980969j -0.0208903+0.00635562j -0.0147871-0.0140846j -0.0125614+0.019012j 0.0166349-0.00222029j -0.0176982-0.0402702j 0.0130639-0.00380187j 0.0267705+0.00120058j 0.015412+0.0212936j -0.000597804-0.00896216j -0.000703927+0.0230289j 0.00502649+0.0170378j -0.0035868+0.0114354j -0.0119407-0.0367572j -0.0109671-0.000598331j 0.00719731-0.00688594j -0.0282181+0.000502565j 0.00689322-0.00366466j 0.0241259+0.00334281j 0.00668374-0.00970224j 0.00491755-0.0099141j -0.0134356+0.0489291j -0.0306493-0.000766415j -0.00048067+0.0313766j -0.00766757+0.00331197j -0.0121047+0.0235499j -0.00809417-0.00486161j 0.0159328-0.010239j 0.00618973+0.0170709j -0.010815-0.0219447j 0.0411348-0.000603148j 0.020883-0.00239236j 0.00699598+0.00805306j 0.00472858-0.00722619j 0.00584929-0.00717969j -0.0106528-0.00634738j -0.00457938-0.00954991j 0.00211603+0.00286526j 0.00467196-0.00180261j 0.00179919+0.00112583j -0.00216437-0.00302665j 0.000189576-0.00595973j -0.00165567+0.00079289j -0.00409602-0.00334922j 0.00209406+0.000371356j 0.00187974-0.00258727j 
-0.00199926-0.00133569j 0.00339457+0.00303254j 0.00839227-0.00371768j 0.00141994+0.00841509j 0.00823481-0.00262112j -0.0131657-0.0153148j -0.00503771+0.00896676j 0.00650329+0.000618127j 0.00883057+0.00460437j -0.00290192-0.000907554j -0.0106357-0.00409905j 0.0045923-0.00603169j -0.00439198-0.0128955j -0.00122178+0.000531659j 0.00282274-0.0111753j -0.00488763+0.00376383j -0.00765595+0.0103908j 0.00205357-0.00220099j -0.00644237-0.00714588j -0.00651998-0.00440935j 0.0113937+0.0176138j 0.000502996-0.00332471j -0.000134759+0.00832723j -0.00244503-0.0140268j 0.00285457+0.0171175j 0.00625781-0.013528j -0.00863329-0.0135754j 0.000223646+0.00287762j -0.0149364+0.00831843j 0.0087384-3.5082e-05j 0.00375417-0.00689864j 0.00468789+0.00618228j 0.00243568-0.00702445j 0.00448418+0.00786582j 0.00872802+0.000226953j -0.00339079+0.00100666j -0.00655481+0.00144144j -0.00344124-0.0010089j -0.00312804+0.00339492j 0.00235253+0.0072997j 0.00326791+0.00127465j 0.00200798+0.0032118j 0.00222193-0.00154127j 0.00802011-0.000201524j 0.00547856-0.010443j -0.00023511-0.01002j 0.00207601-0.00520981j -0.00918555-0.0118411j -0.000305658-0.00971823j 0.00034444-0.000306171j 0.000470657-0.0113955j -0.0241076-0.000438708j 0.00907191-0.00121722j -0.0192795-0.0035505j 0.0161843+0.0165258j -0.0174472-0.0203513j 0.0125615+0.00921623j 0.00770812+0.0186054j -0.0323544-0.0123703j 0.0132317-0.0227713j 0.00600739-0.00814586j -0.022748+0.0174568j -0.00160006+0.0323432j -0.00570559-0.0120188j 0.0258946+0.0303592j -0.0157547+0.0303142j -0.0356333-0.00589338j -0.00724252-0.00670365j -0.00160035+0.013128j 0.0186717-0.00641548j -0.0183274+0.00011955j 0.000638186+0.0136321j 0.000626877-0.00571915j -0.0153454+0.00281932j 0.0111772+0.005444j -0.0104019+0.0015734j -0.009368-0.00649875j -0.00576349+0.00383606j 0.0190447-0.0118837j 0.029336-0.00141742j 0.00238321-0.00195109j 0.0335295+0.00202861j -0.00928651-0.00621118j -0.00115911-0.0216755j 0.00736541-0.00221946j 0.00106681-0.00311657j -0.0168536+0.00603118j -0.00332882+0.000367618j 0.00496393+0.00303618j -0.00171889+0.000732451j 0.00649406+0.00814762j 0.00822927+0.00259571j 0.00550748-0.000381351j 0.00337588-0.0088154j 0.00415582-0.00349608j 0.00366308+0.000289773j 0.00205482-0.00497379j -0.00254483-0.000686112j 
0.00132578+0.000603823j -0.00209218+0.000594915j 0.000810072-0.000380947j 3.88352e-05+0.00011247j -0.00218164-0.00377917j -0.00537447-0.00380249j 0.000405362-0.0026752j -0.006731+0.00191364j -0.00912218+0.00825561j -0.016237-0.00799266j 0.0226726-0.0208063j 0.012559+0.0126349j 0.0160134+0.0112952j 0.00771612+0.0108967j 0.0176741+0.0189031j 0.00203437-0.0194262j 0.024131+0.0180617j 0.002498-0.016714j 0.00399955+0.0219204j 0.00245232+0.00177226j -0.0104445-0.0112185j -0.00514048-0.00154588j -0.0170208-0.0011576j -0.00679953+0.00489221j 0.00507043+0.00480287j 0.0061088+0.0173567j 0.0131032+0.00413653j 0.0100473+0.00814683j -0.00620824+0.0105396j -0.0062737-0.0181308j 0.00828245-0.0087687j -0.00455827-0.00759552j 0.00338918-0.00137794j -0.00700465+0.0018902j -0.00106364+0.00347363j 0.00327459+0.00183167j -0.00589537+0.000891185j 0.00500908-0.00307752j 0.00552623-0.00364784j 0.00261093-0.00380531j 0.0021308+0.00419362j -0.00153817+0.00928399j -0.00255285-0.00671036j 0.000321912-0.00226027j -0.00338584-0.000957993j 0.000200965-0.000946874j -0.00432423+0.000575279j -0.00595335-0.00443119j 0.00270714+0.00232866j 0.00507907+0.00430833j 0.00630686-0.0054995j -0.00644563+0.000859546j 0.00608906-0.00439134j -0.0149045+0.00993759j 0.00694571+0.00240026j -0.0163981+0.000863916j 0.0177081-0.00796252j -0.0127156-0.00679954j 0.00198564-0.0153977j 0.00998538+0.00695466j -0.00745261-0.0107402j -0.000888443-0.00146453j 0.00822636+0.00925584j 0.00671388-0.00041741j 0.00209633+0.0169708j -0.00664054-0.015198j -0.0181113-0.00665375j -0.00058154-0.0194891j -0.00892033+0.00300157j 0.00136718+0.00225855j 0.00557874-0.0120752j 0.0126583+0.013701j 0.00210931-0.0107041j -0.0183152+0.00709798j -0.0112024-0.00491831j -0.00560213+0.00823346j -0.0168818+0.00792929j -0.00022258+0.00610524j 0.00869454-0.0101599j 0.00713357+0.00150018j 0.00684109+0.0113811j -0.00192841-0.0023616j 0.00757665-0.00355266j 0.00477516-0.0084585j 0.00374006-0.00291529j 0.000851012-0.00675108j 0.000246038+0.00138404j -0.00193546-0.00110169j 0.00126771-0.000937425j -0.00147352+0.00231703j 0.00340385-0.00286543j 0.00102657+0.00078532j 0.0026018-0.00212076j -0.000735133-0.00209313j 0.000132797-5.48015e-05j -0.00136345-0.00452401j 0.00317134-0.000439988j 0.00119071-0.00159121j 
-0.00147474+0.00272953j -0.000273251-0.000993705j 0.0075544-0.00067205j 0.00521501-0.00751902j 0.00238274-0.00282633j 0.0120939+0.00757069j 0.00514651-0.0217829j -0.012903+0.0105607j 0.00919775+0.00224217j -0.0140447+0.000159022j -0.00862847-0.00873748j 0.0065343-0.00210622j -0.00672757+0.0149349j -0.0131464-0.0122578j -0.00173579+0.0292601j 0.0263947+0.00261823j 0.0110567+0.00211226j -0.0015229-0.00527254j 0.0104449-0.00635994j -0.00341516+0.0029903j 0.000103591+0.00358088j 0.00731246-0.012494j 0.0157188-0.00196557j 0.00305886-0.0143077j 0.00695322+0.00429713j 0.00805835+0.00350442j -0.00640927+0.0152635j -0.00398609-0.0221637j -0.0176614-0.00911024j 0.0139329-0.0074886j -0.00474064-0.000686299j -0.0120318-0.0062076j -0.00260965+0.00293798j 0.00155374-0.00659256j -0.00504896-0.0106785j 0.00370332-0.0151056j -0.00404056-0.0110564j -0.00157233+0.010347j -0.00153435+0.0014452j 0.00158927+0.00543073j -0.00521644+0.00563657j -0.000705105-0.00189174j 0.00763738-0.000951797j -0.00391062-0.00316872j 0.00456901+0.000849517j -0.00406101+0.00913144j 0.0143582-0.0103352j -0.01308+0.00098318j 0.0074695+0.0054965j 0.00897341-0.000300644j -0.0114072+0.0111734j -0.0125174-0.00309089j -0.00836307+0.0149825j 0.00917377+0.0104471j 0.016701+0.00824313j -0.00165808-0.0220982j -0.0133175+0.0132333j -0.0199749+0.00676751j -0.016383+0.00120302j -0.0022942+0.00596584j -0.00357467-0.0079044j 0.00560793-0.015714j 0.00306522+0.0221025j -0.00796136-0.00971834j 0.00626529+0.0218601j 0.00993479+0.00361451j -0.00528286-0.0109555j -0.00852684-0.000568737j -0.016873+0.0123245j 0.00999537+0.00180288j 0.00701372+0.0165209j -0.00522755-0.00881994j -0.0124322+0.0225517j -0.00335725+0.00568286j 0.0290141-0.0126711j 0.0175885-0.000635246j 0.0106534-0.00446124j 0.00130768+0.00157866j 0.00137554-0.006134j -0.00213985-0.00316836j 0.0107539-0.00782934j 0.00214538+0.00197386j 0.00188497+0.00679788j -0.000397924-0.0124806j -0.000847917-0.000961432j 0.00296876+0.0076975j -0.00534951+0.00553336j 0.00116539+0.00202108j 0.00370787-0.00252254j -0.00493848+0.00456679j 0.00266788+0.00502788j 0.00468769-0.00163538j 0.00573145-0.00181581j -0.000368992+0.000453814j 0.00193738+0.00021077j 0.00483146-0.0021216j 0.0039704-0.000741031j -0.00400396-0.00226857j 
0.00493788-0.00301966j -0.00334388+0.00259153j -0.00776955+0.0119481j -0.00393926+0.00284697j -0.00305834+0.00735475j 0.0171824-0.0155225j -0.0267928-0.0122897j -0.00413896+0.0179816j 0.0112778-0.00796738j 0.00484476+0.0108144j -0.0163459-0.00803435j -0.000973253-0.0271493j -0.006543+0.0138388j -0.00394099-0.0116727j -0.0153416-0.00258114j 0.0127854+0.00217965j 0.0151151+0.00916403j -0.00513473+0.00401661j -0.00801186+0.0144135j -0.0211454+0.00503836j -0.00376655-0.0119318j -0.0100279+0.00246251j 0.0158095+0.000531575j 0.0080095+0.00531528j -0.00576888+0.0030253j 0.00115421+0.00976124j 0.00158713-0.00924505j 0.0015114-0.00969314j -0.00326123+0.00125189j 0.00964141+0.00396678j -0.00200322+0.0056931j -0.00204677+0.00144679j 0.00701234+0.00751785j -0.00238897-0.00452476j 0.00673909-0.00108081j -0.00120658-0.00959448j 0.000468142+0.000217624j 0.00172478+0.00854788j 0.00253559+0.00759014j -0.00164212+0.00398465j 0.00175649+0.0107198j -0.00334584+0.0111686j -0.00249942-0.0027968j 0.00334182-0.00504036j -0.00983114+0.00590755j -0.000631886-0.00239248j -0.0187894+0.00234275j 0.00112625-0.0039051j -0.00657262-0.007942j -0.000813489-0.00417871j 0.0130041-0.0151815j 0.0113795-0.00504656j 0.00150042-0.00423819j -0.00627803-0.0225213j -0.016738-0.00695878j 0.012532-0.00522388j 0.00866836+0.00325779j 0.0122743-0.00544261j -0.000342006-0.0103017j 0.00361144-0.0205839j 0.00987908+0.00763822j -0.0194656+0.020334j -0.00673291-0.00449877j 0.00982108+0.00554429j -0.00248608-0.00454874j -0.014994+0.00362367j -0.00276781+0.00679856j 0.0133771+0.0184946j 0.0129028-0.0129073j -0.00586533-0.0153458j -0.0202102-0.00425654j -0.00496157+0.0198548j 0.0195033-0.0203299j 0.00364781+0.00481952j -0.00623395+0.0251749j -0.0220095-0.00305161j -0.00757538+0.00201833j 0.00122515-0.00691669j 0.00108294+0.00388268j 0.00784149+1.28199e-05j -0.0118441+0.00272052j 0.0110549-0.0128201j -0.00994348-0.00217793j 0.00144997+0.00275069j 0.00871269+0.00295116j -0.00677431-0.00846014j 0.00111854+0.00115528j 0.00347868+0.00558414j -0.00148923+0.00242841j -0.00208346-0.0086089j -0.00256947-0.0003474j -0.00241239-0.00101934j -0.00135486+0.00343902j -0.00197984-0.00440224j 0.00383802+0.00619897j -0.00193089-0.000976495j 0.00127778-1.08397e-05j -0.000132559+0.00174923j 
-0.00271015-0.00137122j 0.00218722+0.00136992j 0.00991783-0.0036101j -0.00292895+0.00186722j 0.00751815-0.0032616j 0.00280334+0.000759052j -0.000761512+0.000618458j 0.00370632-0.00284921j -0.00220191+0.0120986j 0.00227648-0.00238831j 0.00708062-0.0134131j 0.00740731+0.00688563j 0.0143118-0.0027699j -5.48345e-05+0.00146999j 0.0142571+0.0035747j -0.00686105-0.00295443j 0.00838571+0.00033562j 0.00160469-0.00445836j 0.00742671+0.000981515j 0.000731721+0.000788376j 0.000824468+0.00520619j -0.00118962+0.000508725j -0.00826341+0.00437538j -0.00463072+0.00339338j 0.00238139-0.00645701j 0.00144368+0.00549557j 0.00298955+0.00171096j 0.00442838+0.00339584j -0.0011857+0.00254973j -0.00833637-0.00415458j 0.00485836+0.0020394j 0.00230429-0.000923298j 0.000931203-0.00301232j 2.31617e-05+0.00251638j -0.00230114+0.00244796j 0.0049359+0.00388814j -0.00477621-0.00359241j -0.000139673-0.00143006j 0.00119154+0.000318838j -0.00295672-0.000682914j -0.00611723-0.00393164j -0.00182243-0.00176337j 0.00655859-0.000140889j 0.00208684+0.000999562j 0.0102472-0.00332643j -0.00241728-0.0059279j 0.0168208-0.00577369j 0.00334353+0.00739505j -0.0126664-0.0204304j 0.00133887-1.05758e-05j 0.00996419+0.0176642j 0.0158725-0.00105809j -0.00612918+0.0215401j -0.00781857-0.0418438j -0.0218376-0.00581264j 0.0158408-0.0200586j -0.020797+0.0464529j 0.0219134-0.01727j 0.00569489+0.0360894j -0.015015-0.045166j 0.054043+0.017506j -0.0253314-0.0131927j -0.0109539+0.0106348j -0.0148328+0.00557521j 0.0171388-0.0159745j 0.0159892+0.0230079j 0.0137795+0.003569j 0.0112434+0.0573304j -0.00415088-0.0142918j 0.00515522-0.0292743j -0.00946144+0.0500076j -0.0327298-0.0279748j 0.00518062+0.0179395j 0.0192472+0.0307247j 0.0360436+0.0143273j 0.019059+0.00474407j 0.0237676-0.0280971j -0.00931585-0.00151547j -0.0222541+0.0103732j 0.00237256-0.0139226j -0.0142028-0.0114194j -0.00295322-0.0119723j 0.021969+0.00194455j 0.00738518+0.00428478j 0.0114715+0.0126798j 0.00565311-0.000406668j -0.00408964-0.00349293j -0.00659977+0.00304005j -0.00732128-0.00470044j 0.00261005-0.00526744j -0.00516976+0.009787j 0.000968683+0.00103714j -0.00311093+0.00803877j 0.00176958-0.00786046j 0.00510685+0.00313259j -0.000537637+0.00750949j -0.0037908-0.00297106j -0.00304753+0.00321353j 
