-0.0143856-0.0269551j 0.0456405+3.08741e-05j 0.0677494+0.0250906j 0.0369258-0.0678213j 0.0706834-0.159845j -0.0100494-0.127268j 0.108437-0.0747564j -0.0922204+0.15862j 0.0777855+0.0634032j -0.16551-0.071035j -0.103456-0.0174658j -0.26311-0.0446533j -0.157624+0.063365j 0.11451+0.0204357j 0.0379783-0.0523064j -0.0777892+0.00495129j 0.0202049+0.212599j 0.00347802-0.000384961j 0.00123171+0.0689297j -0.0266103-0.0696204j 0.0691196+0.00139926j 0.0588583+0.155797j 0.0397434+0.0981291j 0.235497-0.135438j 0.0546354+0.231224j -0.187531-0.00580438j -0.00129344-0.00158672j -0.0196029+0.128142j 0.0100886+0.118689j -0.0204351+0.0311557j -0.066414+0.120832j -0.0996293-0.035699j -0.0264442+0.0605058j 0.0318785+0.00712829j 0.00605961-0.0530005j -0.00724979-0.146268j 0.0485134+0.0246005j 0.0202227-0.0442178j -0.0243191-0.107323j 0.264268-0.194065j -0.030282+0.1381j 0.159897-0.0705955j 0.0603675-0.025426j -0.0204407-0.131587j -0.0609744+0.0563095j -0.0480905-0.0601312j -0.0581394+0.0364323j 0.0185114-0.00936078j -0.0334098-0.0396452j 0.0990747-0.0733369j 0.00611938-0.045066j -0.00164979+0.0552908j 0.00691934+0.0343289j 0.0087214+0.0749866j -0.0374447-0.0290397j 0.0268803-0.00525908j 0.000612909+0.0303369j 0.0129622+0.0430491j -0.0257747-0.00712294j -0.0221459-0.000909461j 0.0256382+0.00241298j 0.00473526+0.00389492j -0.0531451-0.0137839j -0.00283233+0.0578173j 0.0172532+0.0227942j 0.00853849-0.0204386j 0.0102301-0.00883048j 0.0249613-0.0337589j 0.00733574-0.00825544j -0.0382382+0.0305268j 0.0314314+0.0512021j 0.033089+0.0117945j -0.0477106+0.000341957j -0.0194521-0.014466j 0.0230618+0.00878915j 0.00815602+0.0345605j -0.00830024+0.017453j 0.0427273-0.0218877j -0.0195395+0.0386296j 0.0179696-9.84151e-05j -0.013628+0.0229519j 0.0231855+0.0236963j 0.0313739+0.00163691j -0.0388365-0.0293297j -0.0389397-0.0102276j -0.00509537-0.0277617j -0.0119155-0.00159099j -0.0226417+0.00430378j -0.0339528+0.00650069j -0.0257145+0.0106176j 0.0286578+0.0484051j 0.0576765+0.0273777j 0.0602913+0.0321036j 0.0939428-0.0782924j 0.00755319-0.00528285j 0.0569433-0.018243j 0.00469858-0.00807329j -0.0274253+0.00529168j 
0.00131757-0.000584847j 0.0013212+0.00363729j -0.00449685+0.00257098j -0.00294988+0.00694205j -0.0152199+0.0156042j 0.0082421+0.00204163j 0.00183464-0.0060879j -0.00284107-0.0105259j -0.00458572-0.00842472j 0.00673716-0.00663676j 0.00912101-0.00295798j 0.00676398+0.0120068j 0.0136765+0.0069266j -0.0113356+0.00826186j 0.0093934+0.0119621j 0.00660558-0.000198225j -0.00820475-0.00391926j -0.00378476-0.00190445j 0.00835054-0.0125278j 0.00277252+0.00251084j 0.00168998+0.00300405j 0.00897591-0.00642626j -0.00972083-0.00464306j -0.00629962-0.0105034j 0.00256927-0.000957557j 0.0037737+0.00123459j -0.00577328+0.00842205j -0.00206031-0.00855872j -0.00583656-0.00282149j 0.000658091-0.00654213j -0.00367546-0.00998512j -0.00137666-0.0072661j -0.00875408-0.000737596j 0.00474181-0.00397598j -0.00154406-0.00116379j 0.00314363-0.00269934j 0.000346139-0.00197582j -0.00337428+0.00473895j -0.00522414+0.000113391j -0.0121918-0.00260231j -0.00946826-0.00861284j 0.0036403-0.0114907j -0.00138852+0.0037654j -0.0101185+0.00823025j -0.00578936+0.00165689j 0.00746578-0.00747642j -0.00930736+0.027832j 0.013773-0.0241487j -0.0183053+0.00851607j 0.00765489-0.0134353j 0.017158-0.026162j 0.0213266-0.00958042j 0.00272398-0.0186855j -0.0318271-0.0187271j -0.0306803+0.00391329j 0.0112726+0.0107927j 0.02121-0.00543856j 0.0234917-0.0119597j 0.021082-5.40302e-05j -0.0087505-0.0202391j 0.0146689+0.00022711j -0.00734044+0.035115j -0.00542683-0.0239807j 0.0126404+0.00536714j 0.000915385-0.0344434j -0.0121477+0.0102836j -0.00430252+0.026952j 0.00131684-0.00399394j 0.0263314-0.019802j -0.00807313-0.0124267j -0.0197071-0.0299333j 0.00759646+0.0117843j 0.00992553-0.0318865j 0.00998926-0.00303583j -0.0439182+0.0174487j -0.0146204-0.00897999j -0.0101543-0.00301621j -0.010605-0.022509j 0.00327876+0.0152761j 0.00834562-0.00324386j -0.0138669+0.0129619j 0.00825697-0.00842035j -0.0116772+0.000681745j -0.00465062+0.000498684j 0.0136505+0.00153259j -0.00260881+0.00834383j -0.00349698+0.00255577j -0.000873852+0.0105909j -0.00114084+0.00503678j 0.00577374-0.00673771j -0.00490743+0.00471044j 0.000558074+0.00634121j -0.0112463+0.0041827j 0.00235971-0.00178298j -0.00423669+0.00435008j 0.000265122+0.00799359j -0.00772328+0.000754344j -0.000681469+0.00479148j 
0.0106863-0.00146534j -0.000145346-0.00230824j -0.024521-0.00451319j 0.00328181-0.0150367j -0.015157-0.0187305j -0.00510212+0.0138753j 0.00698017-0.00353231j -0.0122457-0.00328787j -0.00267926-0.000549477j 0.00401684+0.00321818j 0.00677115-0.00103815j 0.00498606+0.00323123j -0.00929502+0.00474662j -0.00616481+0.0147019j 0.00135242-0.00988551j -0.00556381-0.00867249j -0.014402-0.00562285j -0.00109134-0.00960973j 0.000349244+0.00795728j 0.0116386-0.00411507j -0.0067921+0.0010771j 0.00386342+0.00272603j -0.00490241+0.00419508j 0.00195241-0.00334334j 0.00263393+0.000570093j 0.000238558-0.00457772j 0.00688881+0.000446491j -0.0038812+9.56046e-05j 0.00239176-0.00166783j 0.00030393-0.00205511j -0.00208757-0.00359175j -0.00469917+0.000405454j -0.0103316+0.00172483j -0.00816569+0.00201748j -0.00115431-0.00202149j 0.00312032+0.00224304j 0.00296898+0.0035958j 0.00853429+0.0051566j 0.000442625-0.0040809j 0.00253535-0.00330636j 0.0122648+0.0053988j 0.00251736-0.000138235j -0.0177196-0.00380962j -0.000852996-0.00183597j -0.0265796+0.000321529j -0.00629316+0.00991926j -0.034431-0.004574j -0.000609729+0.0177454j -0.018614-0.00799005j 0.00230852+0.0234245j 0.00993794+0.00663645j 0.0135609+0.00897677j 0.00996435-0.0165968j 0.0338655-0.0281384j 0.00690353-0.0217332j -0.0137057-0.00270581j 0.022476+0.00851641j -0.00265878+0.00792031j -0.0289748-0.0219122j 0.0295401+0.00976389j -0.0140683+0.0262527j -0.00841423+0.0292212j 0.00740694-0.00277893j 0.00186619+0.0130571j -0.0243901+0.0479138j -0.0201795+0.00915028j -0.00101359-0.0156351j 0.0292894+0.0292216j -0.00826273-0.00125419j 0.0145586+0.00130134j -0.00901563+0.0150187j 0.00317243+0.0204276j 0.0231977-0.0128226j -0.000683639+0.00412404j 0.0203021+0.0256353j -0.0239816-0.00616291j -0.010994+0.0135342j 0.0134604+0.00367981j 0.00380948-0.00114571j -0.0147645+0.0085717j -0.00315074+0.00268861j -0.00420443-0.00804008j -0.00321031+0.000180245j 0.00837639+0.0156669j 0.000503171+0.00297374j -0.00617404-0.0128106j 0.0126034+0.000867339j 0.00773157-0.000725073j -0.00212217+0.00727542j -0.0153696+0.00193133j -0.00186636-0.00628617j -0.00717362-0.012682j 0.0032503-0.00295914j -0.010662+0.00155304j 0.000889072+0.00217435j -0.0080012-0.0018802j 0.00674939+0.00386011j 0.00333527-0.00662644j 
-0.00916566+0.00402734j -0.00429841+0.00667177j 0.0101807+0.000190509j -0.00337736+0.017994j -0.0207136-0.0125091j 0.00463399+0.0196549j -0.00716009-0.00849225j -0.0100422+0.00871173j -0.0109316+0.00833519j -0.00411694-0.00529096j 0.011073+0.0169433j -0.00977631-0.00869935j 0.0109758-0.0107299j 0.00978587-0.0174964j -0.0103243-0.0037081j 0.0172051+0.0177941j 0.0172777-0.0245246j -0.00243292+0.00469045j -0.00218986-0.0126934j -0.00908143-0.00339123j 0.0146373-0.0217108j 0.00455911-0.000727517j -0.0150413+0.0015643j -0.0036611-0.00300474j 0.006616-8.21294e-05j 0.00542749-0.00485281j 0.0020832-0.00919708j -0.00386784+0.0143883j -0.00756825+0.0149531j -0.000317434+0.00195228j -0.000815416-0.0149978j -0.00280957-0.00353611j 0.00714311-0.00196874j -0.00231359-0.00383537j 0.00851648-0.00391009j -0.00646513-0.00323468j -0.00890344+0.00749765j -0.00802153-0.00457599j 0.017591-0.00327349j 0.00460152-0.00459749j 0.000426538-0.0147369j 0.011793+0.00922275j -0.00623167+0.0172792j -0.0176263+0.000176661j -0.0112199+0.0125407j 0.00799802-0.00265238j -0.00547042-0.00351557j -0.000850932+0.00110117j 0.00871657+0.00242309j 0.00977389+0.0028303j 0.0059535+0.0121738j -0.00848212+0.00525486j 0.013728+0.0014998j 0.00237106-0.00219627j 0.00708111-0.00453894j -0.0092597-0.00341083j 0.007347+0.0083998j 0.00926636+0.000358697j -0.00942075-0.00969948j 0.00346503+0.0106257j -0.0143715+0.00114197j -0.00587767+0.0180119j -0.0106374+0.00442761j 0.00385565+0.00362308j -0.00679146+0.0203882j -0.00913817+0.00625723j -0.00353318+0.00145716j 0.0120179+0.00697815j -0.000556552+0.0065887j 0.0135762-0.00173581j 0.00114243+0.0136696j -0.00277645+0.00143026j -0.000451641+0.000802274j -0.00114291-0.00116211j 0.00358634+0.00524471j -0.00915325-0.00133516j 0.00141211-0.00268821j 0.00345891+0.000137121j 0.00193978-0.000375435j -0.00409086+0.0045558j -0.00518699-0.0010025j 0.00251851-0.00119365j 0.00214581-0.00314661j 0.0027841+0.00776697j 0.00353782-0.00110744j 0.000276562-0.00452478j -0.00422566-0.0018903j 0.00230511-0.000352414j -0.000234808+0.00440415j -0.00184442+0.0046188j -0.00268057-0.00250905j 0.00578134+0.00108376j 0.00116288-0.00170095j -0.00483299+0.00616356j -0.00297047-0.00756202j -0.00625591-0.00351476j 0.00204201+0.00142379j 0.00680356-0.0013162j 
-0.000440145+0.00887097j 0.00989546-0.00465765j -0.00694683-0.0209288j 0.0231284-0.00200634j -0.00791402+0.0143765j 0.00376522-0.00406757j -0.0193572+1.13349e-05j 0.00818868+0.0147111j 0.00854504+0.00266528j -0.00803322+0.000956138j 0.0129812+5.16218e-05j 0.00291165+0.00539275j 0.00906728+0.00515776j 0.0212749-0.0213333j 0.00290149+0.0127979j -0.0243192+0.00680999j 0.0122711+0.0272536j -0.00514747+0.019861j 0.00557023-0.0182051j -0.00309514+0.00213009j 0.00105253+0.0109682j 0.00745918+0.00139778j -0.00654125-0.0046211j -0.00353031-0.00871746j -0.00875992-0.00137505j 0.00299841-0.00390984j -0.0207658+0.00275835j 0.000268741+0.0049502j 0.00547297-0.00236522j -0.0016491-0.00294378j -0.0085543-0.000634008j 0.00153618-0.00602699j 0.00179741-0.00175076j 0.00932772-0.00538209j -0.00932132+0.00939233j -0.0027737+0.00473612j -0.00438301+0.00712365j -0.0112325+0.00118857j -0.00766821-0.00355804j 0.00764308-0.00711069j -0.00595471-0.00894115j 0.000249501-0.00884919j 0.00811557-0.00183772j -0.00583858+0.0127238j -0.00525085-0.00317687j 0.00337379-0.0045966j -0.0171354-0.0104962j -0.000482059+0.0128094j -0.00194745+0.000975945j -0.0129087+0.00803487j 0.00324159+0.00234933j 0.00696352+0.00570575j 0.00100649-0.00207044j 0.0123371-0.00999081j 0.0108308-0.00700976j -0.00144857-0.0013536j 0.00544803-0.00305191j -0.0110694+0.0047286j -0.0129396-0.0122329j 0.00567414+0.011751j -0.00572671+0.00356421j -0.00158938+0.00379842j -0.000863287-0.00160771j 0.00543871-0.00277036j -0.00895733+0.0130722j -0.00310684-0.0120294j -0.000325094-0.00625585j 0.00891806+0.012166j -0.0111507+0.00602064j -0.000507732-0.000357422j -0.00267164+0.00306669j -0.00310219+0.0141438j 0.0083113-0.00887716j 0.00112671+0.004522j 0.0119946+0.0105698j -0.00894493-0.00406208j -0.00396694+0.0108847j 0.0060962-0.00621972j -0.00120898-0.00135646j -0.0110164+0.00143714j -0.000221244+0.00144723j -0.00131999-0.00600758j -0.00497291+0.00217279j 0.00558011+0.00430631j 0.00139251-0.00158765j -0.00133774-0.000887324j 0.00511918+0.000514513j -0.00111299-0.00266951j -0.000285964+0.00110523j -0.00687285+0.000344801j 0.00131921+0.000430953j 0.000469724-0.00511404j -0.00300919-0.00354248j -0.00295693+0.00253843j -0.0035099-0.00319926j -0.00312925+0.00354742j -0.0010401+0.00053756j 0.00152707-0.00327483j 
-0.00325156-0.00571469j -0.00842698-0.00764958j -0.0141422+0.0262668j -0.0275345-0.00844703j -0.0160104+0.0200276j -0.00183238+0.0194748j 0.00380023+0.00876146j 0.0249235+0.00505387j 0.0124462+0.010316j -0.0120654+0.00200224j 0.00107954+0.00302756j 0.00746423-0.000363721j 0.0022431-0.00224765j -0.001552-0.00285532j 0.00161487+0.00239316j -0.000813646-0.00928874j -0.0021976+0.00921439j 0.000709303-0.00286775j -0.00647052-0.000157102j 0.00452266+0.0058914j -0.00575128+0.00655271j -0.000240832+0.00232513j 0.00292998-0.0028526j -0.00373509+0.00286584j -0.00607188+0.00235598j -7.07088e-06+0.000212527j -0.00289162+0.00342839j 0.00689446-0.00199558j 0.00030106+0.00308916j 0.0024773-0.00189371j -0.00356891+0.00388635j -0.000865809+0.00120177j -0.000149373+0.00298354j 0.00555598+0.00162338j 0.00481773-0.00132771j -0.000835436+0.00567653j 0.0139244-0.00179122j -0.00646021+0.000768185j -0.00727057-0.00181671j -0.00585212-0.0101582j -0.0100303-0.0103536j 0.00746992-0.00218702j 0.0159111+0.00473219j -0.00730768+0.00884345j 0.00861058+0.0307218j 0.0258982-0.0205704j -0.00961375+0.0317475j 0.0302718+0.0332634j 0.0279864-0.0010655j 0.046115-0.0209961j 0.0107201+0.0388439j -0.044588+0.00612242j 0.0228692+0.00293434j 0.00312277+0.0149698j 0.00560074-0.0142193j -0.0321791-0.0286908j 0.00407679+0.00315483j 0.031012+0.00650433j -0.00922669-0.00610469j -0.035244+0.0356012j -0.0250211-0.0184407j -0.00190961+0.024343j -0.0307827-0.000242587j 0.021082+0.0332916j -0.00873481+0.0196667j -0.00677481+0.00509933j -0.000748669+0.00710174j -0.00427701-0.00754893j -0.00807822-0.000317025j 0.0295322-0.0180803j 0.00566098+0.00268425j -0.00459171-0.017328j -0.000539211+0.00470722j 0.00454851-0.00451371j -0.00966493+0.00855294j 0.00911245-0.00843164j 0.00558953-0.0159636j -0.00626897-0.00839219j -0.000817351+0.0141412j 0.00142964-0.0124991j -0.0243064-0.000619685j 0.00239749-0.00930146j 0.00319588-0.00347587j -0.0109875+0.00510359j 0.00801005-0.00576007j -0.00521493-0.00149486j -0.0217438+0.00288128j 0.00642561+0.0136431j 0.00312066+0.0102931j 0.000316683+0.012728j -0.00629335-0.0083075j 0.0127908+0.000804779j -0.00571399+0.0136993j 0.000348071+0.0171829j -0.0174768-0.0095918j 0.00626264+0.0011722j -0.00279784+0.00915873j 0.00976951+0.00136665j 
-0.00812823-0.00512714j 0.00425569+0.00372399j 0.0251007+0.00573265j -0.00592302+0.0192608j 0.00388932+0.0191029j 0.0147307-0.00311204j 0.0141199-0.0149988j 0.000828549-0.0144568j 0.0147893+0.00411414j 0.00812115+0.00545293j -0.000389295-0.00292876j 0.00443976+0.0105605j -0.00163426-0.0039881j 0.00113822-0.00373201j 0.00267904-0.00403205j 0.00147361-0.00352205j -0.000445556-0.00353869j 0.0089119-0.00411901j -0.00334389+0.000103445j 0.00384909-0.00234347j 0.00282242+0.00401244j -0.000692411-0.00417909j 0.00240171-0.000659971j -0.00319271+0.00511849j 0.000908897-0.00441094j -0.00415906+0.0026707j 0.00627672+0.00378541j -0.00043385+0.00176463j -0.00403804+0.000515564j -0.00097156+0.00377951j 0.00526038+0.0020059j 0.0011252-0.00203281j 0.00446436-0.00322534j 0.00173792-0.00279634j -0.00170917-0.000882499j 0.0015284-0.000290138j -0.00223656-0.0081846j -0.000807072+0.00360817j -0.00319853+0.0052765j -0.00515437+0.00377523j -0.00608537+0.00456135j -0.00719321-0.00831448j 0.00549173-0.0112085j 0.0139147+0.00345372j 0.0225993-0.0202034j -0.0105773-0.0214219j 0.010763+0.013987j 0.026282-0.0364664j 0.00469285-0.0391727j -0.0219041-0.0248369j 0.0469231+0.0064793j 0.0325959+0.0304764j 0.0339014+0.0136568j 0.0251431-0.00644563j 0.00737179-0.0297952j 0.012623-0.00477421j 0.00509032+0.0305592j -0.0452871+0.0503498j -0.0414533-0.0257857j -0.0360284+0.00868079j 0.00210913+0.00126059j 0.00958445+0.0079452j -0.0058963-0.019186j -0.0265627-0.0118918j -0.0107741-0.00560656j -0.000809267-0.0242695j 0.0103386+0.00465849j 0.00246349-0.0207749j -0.0159964-0.00578981j -0.0134633+0.00739157j 0.00509586-0.000186572j 0.00248646+0.011883j -0.00631647-0.00433142j 0.00541622+0.0120745j 0.00429705+0.00264876j -0.00293959+0.0124025j 0.0107697+0.0107195j 0.0135493-0.0187648j -0.0233414+0.000590182j 0.000959475-0.00188954j 0.00126409-0.0218444j 0.00685499-0.00498691j -0.00195749+0.00393971j 0.0102058-0.0093491j 0.0143297+0.00489711j 0.0203769+0.00528223j -0.0045691-0.00928777j -0.00316586+0.0117134j -0.0069067-0.000191035j -0.00182563+0.00270001j 0.00775571+0.0103339j -0.00241869+0.00994784j -0.00528402+0.0118736j -0.000228831-0.0061295j 0.0039861-0.00082383j 0.0131567+0.00598942j -0.00733985+1.13924e-05j -0.00109075+0.00631767j 
-0.000727532-0.00154874j -0.00203606+0.00656474j 0.00493817+0.0106865j -0.00436986+0.0059827j 0.00664708+0.00665742j 0.00694236-0.00673878j 0.000861206-0.000442554j -4.73074e-05-0.00185931j 0.000368712+0.00241072j 0.00104748-0.00375213j -0.0009991-0.0026054j -0.000695775+5.61051e-05j -0.000708591-0.000376316j -0.000755565-0.000169958j 0.00239892-0.000324362j 0.000271893+0.000903102j -0.000830739+0.000930944j 0.00193891+0.00166447j -0.000326799+0.000571956j -0.00199848-0.000386511j 0.00192254+8.38468e-05j -8.77616e-05-0.00177918j 0.0015756+0.00244154j 7.36932e-05-0.00100913j 0.00228762+0.000202778j -0.00135917+0.00144538j 0.00211966+0.00524182j 0.000456487-0.000309416j 0.000260163-0.00354734j -0.00303964+0.000697215j 0.00128939+0.0033228j 0.000378983+0.00160805j -0.00248457+0.00381557j 0.000627986-0.000612473j 0.000460199+0.00233505j -0.00135954-0.00272147j -0.00107189-0.00322698j -2.10309e-05-0.00323553j 0.00308346+0.000482994j -0.000365497+0.00402305j -0.00695323-0.00615132j 0.00786381-0.00884832j 0.00464882-0.0016393j -0.00243896+0.00856441j 0.0100369+0.00122998j 0.000281516-0.0102401j 0.00335949+0.0112042j 0.0138315-0.015176j -0.00969233-0.00432023j -0.00954236-0.00540491j 0.00622972-0.0081963j 0.0107943-0.00302297j -0.00859433+0.00524888j -0.000449623-0.00331768j -0.00436329-0.00232006j 0.00185959-0.0137676j -0.0109308+0.000175911j -0.00948212+0.000878009j 0.00964779+0.00647673j -0.0107717-0.00139083j -0.000601925-0.00119312j 0.00144132+4.774e-05j -0.00356236-0.00984031j -0.0117663-0.0046848j 0.00815713-0.00479019j -0.00394177+0.00983471j -0.00494374+0.00410965j 0.00123902-0.00970032j 0.0181387+0.00850607j 0.00549876-0.0127402j 0.0111168-0.00150743j 0.0205704+0.00462345j 0.0059261-0.00259021j 0.00555198+0.000577882j 0.00119402-0.0241738j -0.00768164+0.00055727j 0.010061+0.0184318j 0.00938721-0.00312921j 0.0130766-0.0136001j -0.0234795-0.000198233j -0.00181945+0.00598354j -0.0114284+0.0088589j -0.00238193+0.00270911j 0.0235731+0.0216884j -0.00267753-0.00796543j 0.00479731+0.00678219j -0.0017786-0.00537596j 0.0142813-0.0128686j 0.00612855-0.0156839j -0.0261412-0.00491064j 0.00980022-0.0154478j -0.0059055-0.01022j -0.00448378-0.0223641j -0.022652+0.00149793j 0.00468651-0.0146806j -0.0202425-0.00369833j -0.000866035-0.00295342j -0.00704002+0.00220829j 
-0.00229789+0.00720091j 0.000638147+0.00107021j 0.00633795-0.00814711j 0.00449774+0.00880376j 0.00768508-0.0086182j -0.00494987-0.00533508j -0.00315689+0.00155013j -0.00454451-0.00140308j 0.000247493+0.000661327j -0.00279173+0.000503514j -0.00144134-0.00206933j -0.00230921-0.00185035j -0.00294978+0.000239488j 0.000699806+0.00220461j -0.000313283-0.00107859j -0.000557221+0.00169453j 0.000861136+0.00263292j -0.00185098-0.00199809j -0.000212982+0.00220871j 0.00127964-0.00222049j 0.00133344-0.0004991j 0.00194434+0.002757j 0.000680272+0.000684088j 0.00176135-0.00200874j -3.18246e-05+0.00314571j -0.000480204+9.87363e-05j 0.00183212-0.00327447j -0.0034909+0.000909024j -0.000552087+0.00184985j 0.000754488-0.00105066j 0.000117723+6.48938e-05j -0.00140596+0.00224768j 0.000667664+0.00283584j -0.00170296+0.00312728j -0.0013799-0.0021086j -0.00183445-0.00163243j -0.00208764-0.0011475j -0.00152769+0.000151626j 0.00100667-0.00274938j 0.00436279+0.00258832j -0.00776728+0.0129674j -0.0071345-0.00676808j 0.00242214-0.0103614j 0.00527541-0.00194171j 0.00156826-0.010606j -0.0118359+0.000514849j 0.00959927-0.00709292j -0.0152571-0.00803928j -0.0121359+0.00621593j -0.00512177+0.00279516j -0.0143925-0.0022147j -0.00136741-0.00489263j 0.000339586+0.00643026j 0.00578+0.00161933j 0.000148978+0.00935915j -0.00865667-0.00335019j -0.00331433+0.0117399j -0.0084639-0.000998931j 0.00478859-0.00904508j 0.00846718-0.0104079j -0.00604086+0.00360057j -0.011734-0.00628454j 0.00351561+0.0151354j 0.00752071+0.00332927j 0.0168762+0.00853478j 0.000563977-0.00285229j -0.00642752+0.0050193j 0.00860139-0.000878335j -0.00168494+0.00409021j -0.00789621-0.0171145j 0.0042478+0.0135635j -0.0166922-0.00133925j -0.0107591-0.00427083j -0.0157602-0.00801112j 0.0105738+0.00739284j -0.00544417+0.00137135j 0.0109453-2.94664e-05j 0.0221866+0.00296988j 0.0127452+0.0109966j -0.00976509-0.0171107j -0.0250995+0.0156604j -0.0019767-0.00211205j -0.0161176-8.58231e-05j -0.0164469+0.00319219j 0.00278314-0.0206383j 0.00113445-0.00984199j 0.00472988+0.0120814j 0.00630274-0.00901657j -0.0260441-0.00340632j -0.0126659+0.0241783j -0.0287349-0.00826508j -0.012739+1.99566e-05j -0.0140751+0.00778732j 0.00162898+0.0248726j -0.0189909-0.0014158j -0.00484208+0.0196689j 0.00737833-0.00246938j -0.00105539-0.00366676j 
0.00199012-0.000829602j -0.000508788+0.00260932j 0.00723883+0.00534676j -0.00488223+0.00346228j 0.00762183+0.0134051j 0.00871994-0.00146676j 0.00301423-0.00240297j 0.00367222-0.00836731j 0.000664188-0.00501909j 0.00702386-0.00085464j 0.00100436-0.0015848j 0.0048209+0.00496977j 0.00362958-0.00417266j -0.00492733+8.1514e-05j 0.0022195+0.00553032j -0.00161169-0.00375323j -0.00104977-0.00447447j 0.00129279+0.00220665j 0.00241267+0.00271257j 0.00092476-0.000786896j -0.00209673+0.00267104j -0.00485391-0.00452606j -0.00246696-0.00139599j 0.000981212+0.00236329j 0.00490568-0.0016414j 0.00366617-0.00160233j -0.00381453+0.000159734j 0.00649591-0.00667569j 0.00746341-0.00905143j -0.0023722-0.00442687j -0.00368423-0.00477381j 0.00181894-0.000984677j 0.00178771-0.00297294j -0.00104525-0.0106795j 0.00496961-0.00379161j 0.0076405+0.00401983j -0.0050677+0.00189981j -0.00237504+0.0099557j -0.00138161+0.00439675j -0.00413715+0.00317508j -0.000888262+0.00265903j -0.00890835+0.0109459j 0.0108651-0.00155546j 0.00519763+0.0111512j 0.00964004+0.000129821j 0.00298649-0.0115106j 0.0162302+0.0127936j 0.016889-0.0103216j 0.00426436+0.0024302j 0.00403878-0.0179219j 0.00524879+0.00368632j 0.00718395-0.00229959j -0.00314947+0.00207614j 0.00834608-0.00533445j -0.0147605+0.00059026j 0.0185349-0.00745964j -0.00145512-0.000156951j 0.0115217+0.000136789j 0.00796399+0.0092175j -0.0115106-0.00590068j -0.0122035-0.018218j -0.0189848-0.0102972j 0.00917798+0.00314172j -0.0050965-0.00383097j -0.0086969-0.0257868j 0.0159806+0.00623863j -0.0113878-0.00539489j -0.0157416+0.00434981j 0.0102644-0.00518693j -0.0111213-0.0143456j -0.00291797-0.0148352j -0.00631498-0.00501706j 0.0299919+0.00326846j -0.00374533+0.00213684j 0.00211071+0.00808589j -0.0104359-0.0205673j -0.00876987-0.0164017j -0.0074604+0.00969307j 0.0212278-0.0208816j -0.0289581+0.00374376j 0.00657595+0.0216362j 0.004544-0.00362263j -0.0162952+0.0016046j 0.00483224+0.0246788j 0.007064-0.00718643j -0.00743506-0.0124265j 0.00784071-0.00464608j 0.0103104-0.0109401j -0.00121407+0.0088968j 0.00190836-0.0123826j -0.0106305-0.0199721j -0.0146879-0.0071384j -0.0108874-0.00563627j -0.0223548+0.023861j 0.0018625-0.0295955j -0.0361586-0.00881664j -0.00860152-0.0112217j 0.0172356+0.0139547j 
0.000860716+0.000706129j 0.00189869+0.00175421j -0.00810733+0.00274946j -0.00208175+0.00384646j -0.0143388+0.0018917j -0.00307537+0.00826379j -0.00213003+0.0112022j 0.00430425-0.0025212j 0.00308198+0.00338296j -0.00082558+0.00526132j 0.00431277-0.00166164j 0.001568-0.00156104j 0.00919178-0.00267661j 0.00244216+0.00425521j -8.61101e-05+0.00144963j 0.000662402+0.00421372j -0.00208906+0.00362638j -0.00468161+0.0010773j 0.000577814-0.00393764j 0.000748613+0.000399287j -0.00376012+0.00700843j 0.00312683+0.00602362j 0.000479786+0.000105179j -0.00329672-0.00436995j 0.00383733-0.00574773j -0.00644191-0.00668223j -0.00609419-0.00954652j -0.00226781-0.000330252j -0.00964875+0.00264093j -0.00438099+0.00292538j -0.0058122+0.00740813j 0.00580502+0.00306198j 0.0085068+0.00233651j -0.00681279+0.00977232j -0.00548324-0.0159282j -0.00377798-0.00159066j 0.00757965-0.000290432j -0.00348915-0.000982451j 0.00442231-0.0115414j -0.0022941-0.00120492j -0.0106089+0.0144371j -0.00419942-0.0113445j -0.000228705+0.00995128j -0.00813637+0.00200297j -0.00947543+0.0106309j -0.00350142-0.00297217j -0.0179927+0.010897j 0.0129553+0.00663971j -0.00752252+0.00871267j 0.00724889+0.00782662j -0.00323509+0.0039997j 0.00958203+0.0060647j -0.00239039+0.00173872j 0.0192983+0.000343041j -0.00161098-0.00715994j -0.00988793+0.0095074j 0.00423936+0.00596657j -0.00816267+0.00524628j 0.00179728-0.0061528j 0.00155216+0.00662512j -0.00674453-0.00191071j 0.00857664+0.00524121j -0.00477697-0.00442643j 0.013665-0.0022765j -0.0038522-0.00579069j 0.00465917-0.0060584j -0.000652747+0.00589281j 0.02161+0.0128225j -0.000945275-0.0121554j -0.0161575+0.00822236j -0.0210694+0.00447849j -0.0005853+0.000350214j -0.0206042-0.0304766j 0.00370577-0.011339j -0.00011469+0.0130303j -0.0145904+0.00813086j -0.00994348+0.00410293j -0.01523-0.0039133j -0.00649481-0.000382726j 0.00961473+0.0397719j 0.0249481+0.000424464j 0.00440784+0.0192371j 0.00731153-0.00799434j 0.0200809+0.00240426j -0.00265374+0.0209757j 0.00438803+0.0140644j 0.0133715+0.00139869j 0.000724427-0.000769804j 0.000421299+0.00823526j 0.00495409-0.00207891j 0.0168944-0.00316017j -0.00364788-0.0177214j 0.00570231-0.0310344j -0.0263923-0.0135021j 0.0345665+0.0195547j 0.00525047-0.0278186j 0.0249868+0.0167635j 0.00424807+0.00986499j 
