0.0157601+0.000200176j -0.0168137+0.00803378j 0.0229074+0.0266624j -0.0256204-0.00360521j 0.0476373+0.0301465j -0.00275203-0.0539861j 0.0112891-0.00816269j 0.0355656+0.0740646j -0.0705699-0.0379456j 0.0943633-0.012858j -0.0196175-0.124164j 0.111417+0.0320262j 0.000971948-0.0493603j 0.145269+0.130957j 0.0246791-0.0492414j 0.0686015+0.012396j -0.0270972-0.0886625j 0.0332618+0.0642775j 0.151654+0.0168933j -0.0312966-0.153138j 0.0363532+0.0739564j 0.0538725-0.0608113j 0.00615536+0.121077j 0.0247958+0.0268812j 0.0806984+0.0533873j -0.051886+0.13808j -0.0263115-0.0109544j 0.0148138-0.0330289j 0.0198588+0.193375j 0.00979791+0.0835881j 0.076875-0.136371j -0.0224551+0.0489433j -0.0177634-0.116705j 0.0371341+0.0119238j -0.0708941+0.014096j -0.078885+0.0259838j 0.0423358-0.00315106j 0.0173582-0.0510664j 0.13448+0.0970007j -0.0633712-0.0461012j 0.0186676-0.0654673j -0.0168762+0.095702j 0.0769386-0.0362654j -0.0249949-0.00283138j 0.0103012-0.0223291j -0.0379295-0.0279812j 0.106096-0.0328685j 0.0563825-0.0196365j -0.0908355+0.0651194j 0.0435666+0.0973633j -0.0434697+0.0529449j -0.115608+0.108718j -0.0346143-0.0826972j 0.0378184+0.055875j 0.0104012-0.101962j 0.048863-0.0118691j -0.0114976-0.0180568j -0.00303605+0.0693935j -0.0132588-0.0671505j 0.135102+0.08683j 0.0213841-0.0315015j 0.00532622+0.0508486j 0.104599-0.0291851j 0.0740062+0.00737925j 0.00489017+0.0941058j -0.0639272+0.0138061j -0.0617086-0.0203587j 0.000268231+0.0643952j 0.0424597-0.04944j 0.0539729-0.0896124j 0.0222364+0.0451997j 0.0285305+0.0218481j -0.0622076-0.0109261j 0.0581615+0.0186752j 0.0415581-0.0131245j -0.00798223-0.0138715j 0.0479896-0.00134157j -0.00354196+0.0271399j -0.0549332+0.027351j 0.0037204-0.028614j -0.0431176+0.0112722j -0.0476323+0.0145685j 0.0792691+0.0112127j -0.0323293-0.0521967j 0.0322244-0.00774282j 0.00173393-0.0252497j -0.00153858-0.0363942j -0.0107284+0.00955659j 0.000143513+0.0145013j -0.0261619+0.00693413j 0.00573875-0.0134085j -0.000391009-0.00595372j 
-0.00723302-0.00481901j -0.0331211-0.0186803j 0.00058885-0.032678j -0.0171728-0.00135836j 0.0620151-0.068528j 0.0055023-0.00807156j -0.00498668-0.0739996j 0.0762502+0.0250987j 0.0970353+0.0254148j 0.0492363-0.0605589j -0.0168076-0.132393j 0.103788+0.0549514j 0.119866-0.0129321j 0.113286+0.161297j -0.0670744+0.0645915j -0.0148567-0.0385616j 0.00290459-0.0498236j -0.0403585+0.0549801j 0.0513784-0.0203731j 0.00112724+0.137052j 0.0209821+0.146219j 0.0332129+0.014564j -0.0432891+0.0691853j -0.00951632-0.0206405j 0.00449165+0.0722245j 0.0616694+0.10775j -0.0967166-0.0259939j -0.0107588-0.0228724j -0.0321006+0.110996j 0.0445946+0.0643638j -0.0155965-0.0386115j 0.145309-0.0524653j -0.110504+0.00365741j 0.00889448-0.00965486j -0.016674-0.0581282j 0.00464871-0.0170486j 0.0809275+0.114945j 0.123559+0.00570531j -0.028691+0.0442525j -0.0446528+0.0267703j 0.0587648+0.03113j 0.0935104+0.0288534j -0.0494505-0.0357957j 0.00961591-0.0558255j -0.00807857-0.116897j -0.0746976+0.0384728j 0.00196875-0.0658919j 0.110445+0.0292373j -0.00955629-0.0431658j 0.0556153-0.042903j 0.079774-0.023377j 0.0703918+0.0156482j -0.0860368+0.0492304j 0.0335938+0.0091611j 0.0519902+0.00522966j -0.0151224-0.0119744j 0.0213838+0.00223015j 0.0395468+0.0292678j 0.021293+0.109601j 0.0479228+0.0234479j -0.0128425+0.0340193j 0.0715193-0.00304346j 0.0286009+0.051419j -0.0575048+0.049429j 0.00779879-0.0110883j -0.0317941+0.00596505j -0.0467178+0.0929767j -0.0191292+0.00510054j -0.0355358-0.00673989j -0.0500616-0.00666502j 0.0138097+0.0588136j -0.0444546-0.0576587j -0.0760975-0.036782j 0.0153101+0.0238774j 0.0122347-0.00937503j 0.0310172-0.0700874j -0.0802101-0.0119758j -0.068609-0.022362j 0.0411074-0.0202983j 0.0273327+0.0143715j -0.0316306+0.0341076j 0.0185437+0.000934739j -0.0964725+0.0136633j -0.00257212-0.0848398j 0.0488415-0.00134286j -0.0118223-0.00128277j 0.0163694+0.000210457j -0.0676167-0.017918j 0.0118731-0.00982636j -0.0110183-0.0221033j 0.012707+0.0102316j 0.00780183-0.0155254j 
0.00828317+0.0195613j 0.0195874+0.0105484j 0.0122421-0.0568766j 0.0370608+0.0201834j -0.012535-0.00852306j 0.03737+0.0235698j -0.0118508+0.00239025j -0.038013-0.0609757j 0.0387493+0.0443288j 0.0222786+0.0139347j -0.0360524+0.0208192j -0.0390714-0.0433686j 0.0744183+0.0130493j -0.108671-0.0331143j -0.0891854-0.0546278j -0.0686382-0.137706j 0.123257+0.0425032j -0.0211799-0.0629203j -0.0294043+0.0482952j 0.0350468+0.102264j -0.083863-0.0831634j -0.0368648+0.0581573j 0.015018-0.0710293j 0.0413268+0.101604j 0.026885-0.0748487j -0.0357305-0.0141866j -0.0551533+0.0603211j 0.033136-0.0345952j -0.0283556-0.00228857j 0.00156752-0.00773355j -0.00143895-0.0253082j -0.019555-0.0275359j -0.065043-0.0203809j -0.00142222-0.121321j 0.102505-0.024607j -0.0272334-0.072112j 0.024135+0.063719j -0.0640515-0.146783j -0.0258806+0.117491j -0.0103362+0.0374881j -0.0205058-0.0979101j 0.125936+0.105082j -0.0142012+0.0182265j -0.0110776+0.0458541j 0.0675029-0.0434646j -0.11105-0.00104826j -0.0201819+0.0329236j -0.0119334+0.100934j 0.0294315+0.00432444j -0.0744832+0.0102261j -0.0173564+0.00213229j 0.0196126+0.0225956j -0.063024+0.0613562j -0.106918-0.0271859j 0.0658659-0.0530771j -0.0954667-0.04948j 0.0652047+0.0535535j 0.0149939-0.0395076j 0.08426-0.0241865j 0.00529423-0.139943j -0.00365476+0.0225149j -0.0355165-0.00649659j -0.00684849+0.0272079j -0.0173283+0.035322j 0.0277607-0.00549623j -0.00309923-0.0187078j 0.0798787-0.0166107j -0.0497467+0.0529543j -0.0650848+0.0239361j 0.0215762+0.0294047j 0.0816752-0.00233731j 0.0178535+0.0555122j 0.0234156-0.0757342j -0.0558876-0.0279487j -0.00347184-0.00381891j 0.0528885-0.00830347j -0.000631742+0.0722804j -0.0488887+0.0352159j 0.140589+0.0104808j -0.0479736+0.00801849j 0.0159237+0.00148724j 0.0336087+0.0488925j -0.0310851-0.0279992j 0.0216298+0.0341698j -0.0339023+0.00468817j 0.0279867+0.0134111j 0.0104585-0.00759068j -0.0245482+0.0248556j 0.0129688+0.0351348j 0.0143523+0.000364421j 0.00510902+0.0208558j -0.0191884+0.00661321j 
-0.0194995-0.0396515j 0.00661592-0.00955113j -0.0393396+0.00894143j -0.0147247-0.0121719j -0.0492525-0.0235325j -0.0205624+0.0104077j 0.0296544-0.0175482j -0.0444102-0.051463j -0.00858024-0.0936165j -0.0676713-0.044893j -0.0405303-0.082755j -0.0452485-0.0688258j -0.0076922-0.0470477j 0.0313434-0.0511742j -0.105009+0.0333619j -0.0320932-0.0953773j -0.0407903+0.0196015j -0.0283294+0.0131746j 0.0337088+0.015794j -0.0503547+0.0188524j -0.00469295+0.00637744j -0.0533992-0.012664j -0.144555+0.0466249j 0.170252+0.10998j 0.01018+0.194917j -0.0431998-0.0235805j -0.038547+0.0992884j 0.00260336-0.0297407j -0.051799+0.0681582j 0.0584041+0.0532101j 0.0339742-0.0666658j -0.00314516-0.048363j 0.0831099+0.115899j 0.0282708+0.0731393j -0.0342896+0.110943j -0.0493375+0.00160284j 0.0964338+0.00827636j 0.0438728-0.0449317j 0.00780619+0.117118j -0.0265934+0.0467979j 0.00566717+0.0423162j 0.0672174+0.0329304j -0.0898976-0.0776283j 0.0295547-0.102324j 0.0200653+0.0505199j -0.0588713-0.124576j 0.0490948+0.0726306j -0.0703135-0.0999613j -0.0197345+0.0381495j 0.0259785+0.00976057j -0.119079+0.117492j -0.100461-0.0691699j -0.0421159+0.0831843j -0.0780458-0.0979527j -0.0469424+0.00566085j 0.0474283+0.0543778j 0.0228039+0.0181585j -0.00621025+0.0463923j -0.0306169-0.088709j -0.0932709-0.0614907j -0.0472508-0.0154872j -0.0758441-0.0268963j -0.053973+0.0496076j -0.0727245+0.0168993j -0.0298277-0.115107j 0.0033397-0.0260674j -0.0388398+0.00622001j -0.0162488-0.0699748j 0.0263394+0.0759285j 0.00756+0.0620963j -0.0987929-0.0442937j 0.032034-0.0590276j 0.00638079+0.0113837j -0.0021562+0.0358515j -0.0826948-0.0371633j 0.0382136-0.0430409j -0.0456642-0.0607667j 0.0363285-0.0582776j -0.0112711-0.00683231j 0.0714019-0.0100124j 0.08167-0.0164005j -0.0346911-0.078034j 0.0443786-0.0316577j 0.0145878-0.00908179j -0.0515763+0.0255261j -0.0174366-0.015003j -0.0184625+0.0328677j 0.0345201-0.0363606j -0.00275233-0.0342668j 0.00164838-0.0271753j -0.0235131+0.0103122j 0.00954902+0.00580433j 
0.0118532-0.000260609j 0.0163925+0.00870814j 0.0346837+0.0136016j -0.00734106+0.0243547j 0.0280317+0.0758705j -0.0344949+0.0397567j 0.00422313-0.0355629j -0.0989834-0.00411728j 0.0155315+0.0775837j 0.189444+0.133442j -0.0132726-0.0606294j 0.127105+0.0103412j 0.0805619-0.0209229j 0.0974851+0.123721j 0.156481-0.0387766j 0.0646643+0.0494696j 0.0882501+0.105j 0.0662584+0.0224762j 0.0617272-0.0737859j -0.0426187-0.0405717j 0.095087+0.0502538j -0.146566+0.0639333j 0.0700607+0.138943j 0.0091408-0.0592816j -0.0504036-0.00967894j -0.0487307-0.0287962j -0.0063515+0.00883421j -0.111084-0.0218426j -0.0415322-0.0392547j 0.0734232+0.0972817j 9.8451e-05-0.1476j -0.000461658+0.0538751j -0.0818833-0.0112124j -0.0199492-0.0435556j 0.0101988-0.137005j -0.153771+0.0414616j 0.00587821-0.0175929j 0.137842+0.0649814j -0.0234775+0.0166264j 0.0747287-0.0116236j -0.0761253+0.0286905j -0.0644272-0.00811995j 0.00223034+0.0252208j -0.0305662+0.0174147j 0.0268288+0.0906889j 0.0134126-0.0560563j 0.0887019-0.069519j -0.0663253-0.0330488j -0.0262875-0.0166816j -0.0538351+0.0701874j 0.0391113-0.0407591j 0.0526754+0.0379111j 0.0949203-0.0162567j -0.11777-0.022532j -0.0565573+0.0936157j -0.00640887-0.0461862j -0.00351074-0.0273593j -0.0856091-0.0210178j 0.0702621-0.0162843j 0.00864639-0.0210198j -0.0313469+0.0447137j -0.108189-0.0516509j -0.04389+0.0567337j -0.0282752+0.0214865j -0.0691614-0.0141391j 0.0153795-0.00666538j 0.0700936-0.0324144j 0.0570761+0.0212379j 0.0736198+0.0963739j 0.134767+0.0187476j 0.0771907-0.101069j 0.0124903+0.0415022j 0.0445989-0.0178203j -0.00683143+0.0417315j 0.0263337+0.00695923j 0.043162-0.0169826j 0.0189347-0.0511096j -0.0607666+0.0625666j 0.019018+0.0538945j -0.0324183-0.0433798j 0.0715045-0.0472627j 0.0146062+0.0261359j -0.00240023-0.0505815j 0.0058555+0.0588228j -0.0614247-0.0489225j 0.089705-0.0100632j 0.0275362+0.0517469j 0.0114901+0.0519735j 0.0209567+0.0303843j 0.0173015+0.0166762j -0.00849886+0.0148168j -0.00287493+0.0296706j 
-0.0154096-0.00133438j 0.00406979-0.0124773j 0.0416778+0.0700536j 0.0353818+0.00718407j -0.0043927-0.0137994j 0.00669085+0.0202455j 0.0215152+0.0668172j 0.0124548-0.0379196j 0.125785+0.185894j 0.0642195-0.166004j -0.144823+0.00967502j -0.0926264-0.0504157j -0.016814-0.102178j -0.055911+0.00934818j 0.00460274-0.0221582j -0.0944157+0.153622j 0.0233876+0.0307206j 0.0164891-0.0198854j -0.0253634+0.0107539j -0.0185056-0.0198182j -0.0123608-0.0397172j -0.0579112-0.0838848j -0.00789873-0.0285088j -0.0210427-0.0543827j -0.109581-0.00127047j -0.0368383+0.0318071j -0.0662073-0.0913088j 0.0322546-0.00831223j -0.0797695+0.0289068j -0.0521491+0.0917294j 0.0554943+0.0637501j 0.0475674-0.165746j 0.00145121+0.00486508j -0.113324-0.153561j 0.0747238-0.0558598j 0.0484207-0.00631198j 0.0819305+0.0845386j -0.00140152+0.0682697j 0.0103417-0.021908j 0.070981-0.0298533j -0.0981079+0.00598597j -0.0215092+0.0214787j -0.0669409-0.0476259j 0.113364-0.044471j 0.0425145-0.0967532j -0.0699142+0.0126245j 0.0574111-0.109086j 0.00602806-0.0524167j -0.0395141-0.114987j 0.0494684+0.0586222j 0.0543838+0.0952996j -0.0301223-0.0214292j 0.0452176-0.00896917j -0.0512987-0.0881738j 0.048653+0.0398234j 0.0971699-0.0219425j -0.00252184-0.0886188j -0.0251396-0.0871719j 0.0391598-0.0423133j 0.0671937-0.0677151j 0.0174918-0.0369442j 0.0178227-0.119074j 0.0303232+0.00493821j -0.0132076+0.126913j 0.0203228+0.040218j 0.108585+0.0383893j 0.0446647-0.00848449j 0.0193072-0.0435877j 0.0377237+0.0329183j -0.0720003-0.00555886j 0.00113347-0.0212865j -0.0291295+0.0237486j 0.0409839+0.0707198j -0.0192393+0.0709271j 0.0812352-0.000513979j -0.00601241-0.0217164j 0.02464+0.0412496j 0.00169213-0.0470416j 0.081559-0.0280016j -0.000875412-0.0249181j -0.0359855-0.0535299j 0.0594605+0.0295557j -0.0131534+0.0229366j 0.0199532-0.0685648j 0.0106805-0.047401j 0.0167929+0.0451085j 0.0185184+0.0338417j -0.0271522+0.0270355j 0.00907504-0.0128785j 0.0435558+0.0201005j -0.00650166-0.0121639j 0.0274267+0.00970429j 
-0.00234704-0.0075102j -0.00312418+0.0134914j 0.00816136+0.00502669j -0.0311333-0.0132701j 0.00388571-0.0258443j 0.0271123-0.0514613j 0.0111807+0.0574936j 0.0327591-0.0422806j -0.0491773-0.0231951j 0.068408+0.046998j 0.0367548-0.120869j 0.124229+0.129768j 0.26488+0.0365649j 0.0444136+0.133079j 0.0652336+0.0825998j -0.045232-0.0535069j 0.00621133-0.00403286j 0.0283477+0.083634j -0.110542+0.00844448j -0.0878796-0.00161602j -0.0172217-0.0572767j -0.0104529+0.0704284j 0.109708+0.00723487j -0.0752283-0.0631753j -0.016501-0.00920502j 0.0414541-0.0643248j 0.00579241+0.155256j 0.0605085-0.0570659j 0.0536216-0.0860529j -0.0297928+0.109974j 0.0314976-0.0155021j 0.0399253-0.0076406j -0.113986-0.0608012j 0.0168749+0.0692877j -0.0338547+0.00152327j -0.03085+0.0445856j 0.0170606-0.0769682j 0.0368642+0.0368823j -0.019283-0.0294056j 0.0155943+0.0786246j 0.00947638-0.0114626j 0.0262813-0.031046j 0.0134124+0.0286481j 0.0377032-0.0283959j -0.0719291-0.0834175j -0.0859124+0.0501148j -0.0884571+0.0310233j 0.024342-0.0123496j 0.0079647-0.0139357j -0.112446+0.0536457j 0.0254384-0.0462533j 0.0576293-0.0980315j -0.0756596+0.115057j -0.0202298-0.0668017j 0.0159364+0.0139734j -0.0935382-0.048103j -0.0396012-0.0568144j 0.00556534+0.035943j -0.0141115-0.00138867j -0.00683257-0.0665253j -0.0399916-0.0077814j 0.0543886-0.0554379j 0.033708+0.0197139j 0.0150207+0.00561473j 0.0951403-0.0650295j -0.0405316-0.0771533j -0.0152275-0.0734919j -0.0601453-0.00717698j 0.00395898+0.0116239j 0.0804704-0.0271228j 0.093887-0.0201104j 0.00778216+0.0240143j 0.0187791+0.0424236j -0.0601528+0.0781906j 0.0454034-0.0669802j 0.0568368-0.044731j -0.0165363+0.0819389j -0.0944214-0.01119j 0.0587882-0.00257353j -0.0252828+0.0528541j 0.0351303-0.0329846j -0.0753093+0.0260312j 0.0749578+0.00964469j -0.00372901-0.00245154j -0.0122927+0.0103711j -0.0274911-0.013175j -0.0171326-0.056189j 0.0311571-0.021301j -0.0177667+0.00622836j 0.00489725+0.00266307j -0.00117502+0.0137416j -0.00548345+0.016401j 
-0.0147768+0.0278648j -0.0133634+0.00840543j 0.018393+0.0405552j -0.0238668+0.0800821j -0.0977139-0.0995043j -0.039543+0.0529343j 0.0310972+0.0895935j -0.0125905-0.168149j -0.0717934+0.0624357j -0.00540341+0.0535191j -0.177919-0.0651897j 0.0295202-0.139386j -0.0807329+0.0716709j -0.0666116+0.00275985j -0.0457625+0.100239j -0.0797461-0.0562727j 0.00261791+0.129533j 0.0226149-0.0833997j -0.0569398-0.0534957j -0.0236619+0.148104j -0.0972776-0.0128959j 0.0192322+0.0335876j -0.0239015+0.0443434j -0.0341569+0.0913283j -0.0421866+0.0659998j 0.116281-0.129706j -0.118474+0.00400089j 0.0290554+0.0605302j 0.037389+0.0782607j 0.00683737+0.0915166j 0.127129+0.0117809j 0.0251608+0.106248j -0.0155484+0.0239384j -0.0599456+0.0128612j -0.0371092-0.0181567j -0.0842506-0.0399757j -0.0204258-0.0856109j -0.054272+0.0286884j -0.0402663+0.023005j 0.0591582-0.0247078j 0.0203923-0.0713944j 0.0713753-0.0236706j 0.00688636+0.0189413j -0.0108804+0.0116799j 0.0664603+0.0185914j -0.0196976-0.0557871j 0.00333665-0.030423j 0.0251371+0.0840224j -0.108679+0.0614508j 0.149776-0.0623426j 0.0144458+0.0103871j 0.0322109-0.0645521j -0.00501919-0.107684j 0.026599-0.032928j 0.0077889-0.0636769j 0.0406551-0.00889661j 0.0273823-0.00366126j 0.0574104+0.106677j -0.0620583+0.0867442j -0.0991387+0.0461096j -0.035363+0.0910651j 0.0328682+0.0948318j 0.0419923-0.0103547j 0.0194089-0.0578455j 0.0138524+0.0878992j -0.01972+0.0164918j 0.0350479-0.106975j -0.0488365-0.0164282j 0.174321-0.0827j 0.0568219-0.09036j -0.0614778-0.00469964j -0.11064-0.0335593j 0.00582592-0.0116978j 0.0355463-0.0253274j 0.0146029-0.0174228j -0.0437551+0.0779092j 0.143944+0.049331j -0.0345373+0.00732608j 0.055177+0.00540194j -0.0114073+0.034378j -0.0256456-0.0120236j -0.047259+0.00419217j 0.0183508-0.0232153j 0.0947757-0.0235233j -0.0169097-0.00837407j -0.00696979+0.0371233j 0.0119263+0.0508311j 0.0451811-0.0604606j -0.034884-0.0359242j 0.0896738+0.0362188j 0.0208654+0.0226323j -0.00977392+0.025422j 
-0.00623015+0.0186825j -0.0196537+0.00683113j -0.0296585+0.0558173j -0.0374701+0.0524928j -0.118862+0.0315698j -0.0304573+0.0349061j 0.00852519+0.0914817j -0.0625423+0.0023364j 0.025533-0.0631621j -0.184687-0.0357533j 0.0679024+0.0504764j 0.0171318+0.0640088j 0.0485479-0.126869j 0.0499485+0.0388401j 0.0182013-0.0352358j -0.0544355-0.0756398j 0.0140529-0.0196168j -0.0415014-0.0562456j 0.0204781-0.0313804j -0.142512+0.00102267j -0.104435-0.0396526j -0.0341531-0.0527131j -0.0483016-0.0410719j 0.00873136+0.0117063j 0.0363804-0.0434774j -0.0353929-0.0294282j -0.00189295+0.0134078j 0.0115212+0.0681285j -0.014185-0.0726104j -0.0560869+0.0794902j -0.092066-0.0463461j 0.0970332+0.0605071j -0.0323187+0.0229139j -0.0693993+0.0717866j 0.00930825+0.0538851j -0.0688961+0.0587932j -0.0435678+0.061773j -0.0208576+0.149789j 0.0724545-0.0149584j -0.0208112+0.0315525j 0.0462501+0.0341501j -0.0450814+0.0863504j 0.130354-0.0759181j 0.0543365+0.0734795j -0.0496482+0.0759597j 0.0199706-0.00486045j -0.0860348+0.00760996j 0.142667-0.0237923j 0.0661977+0.0626051j 0.0428603+0.00847712j -0.0282425+0.101378j 0.0668533-0.0437327j -0.146406+0.0131667j 0.166132+0.0209896j -0.0310196+0.000334508j 0.0360769-0.0247123j 0.0255839+0.00409244j 0.0492919+0.0262131j -0.0216119-0.0365494j 0.00369406+0.0813723j 0.0609937+0.011965j 0.102981+0.000907783j 0.0267426-0.0251641j 0.00946049-0.0395818j 0.142529+0.0146806j 0.0637075-0.0199559j -0.0185708-0.0806879j 0.00935829-0.00924444j -0.059538+0.049013j 0.0699416-0.0357066j 0.0754779-0.0379435j 0.11491+0.0366712j -0.0384256-0.00312751j -0.075504+0.0236067j 0.0663406-0.000944771j -0.0130221+0.0436401j 0.052885+0.00351929j 0.00607847+0.0319685j -0.00521719+0.00636662j 0.0550826-0.0293984j -0.0216656-0.0341996j 0.0425917-0.0188202j -0.000617176-0.00308941j -0.0632097+0.101282j -0.0541401+0.086699j 0.0335951-0.0137401j -0.0115506+0.0469368j 0.0795942-0.0596185j -0.0196396-0.00047848j 0.0194103+0.0523828j 0.0142073-0.00410339j -0.011003-0.00744824j 
0.00671862-0.00925744j 0.0180646-0.053208j 0.00865524+0.0124317j -0.0341775-0.0201583j 0.00926798+0.0236944j 0.0123366-0.0127753j 0.0287343+0.00595318j -0.000451632-0.0539358j -0.0312983+0.0876126j 0.0376217+0.105559j -0.0227371-0.0476541j -0.013463-0.104658j -0.0736186+0.122759j 0.122962+0.0560008j -0.0496996-0.0117965j -0.0176372+0.00554395j -0.098971+0.0757222j -0.0906745+0.0187264j 0.0189172-0.0659601j -0.101431+0.00103783j 0.139437+0.0593573j -0.00666588-0.0852032j 0.0611789+0.0367183j 0.133704-0.0136373j -0.0960113+0.042744j -0.0243537+0.0868672j -0.0913927+0.025176j 0.0228699+0.0139474j 0.100476-0.0850131j -0.0502276-0.0175266j 0.183565-0.025558j -0.0458368+0.0572395j 0.108993+0.0854418j 0.0242636+0.0180018j 0.00147308+0.034692j 0.022245+0.0105939j -0.00275597-0.0510998j 0.0109059-0.00360701j -0.015428-0.00907403j -0.0542291+0.003635j -0.125255-0.040539j -0.0226913-0.102453j 0.0480882-0.00539542j 0.0403592-0.00536322j -0.0742339-0.0376933j -0.0334904+0.013219j -0.0327381+0.0802619j -0.00655001-0.0307882j 0.00974288-0.00695073j -0.00678471+0.0526254j -0.122794-0.0524365j 0.0366979+0.0145847j -0.0852761-0.0178253j 0.0349886+0.0528189j -0.0362819-0.071794j 5.55898e-05+0.024337j -0.0210048-0.029247j 0.0358495-0.0116502j -0.0223047-0.0189355j 0.0228269-0.0443252j 0.0670675+0.0256135j 0.0510756-0.00365673j -0.0691543-0.0517963j -0.0265672-0.0555685j 0.0999808+0.0557911j 0.00396149-0.0789257j -0.016417-0.0380848j -0.01587-0.00400482j -0.071167-0.0268744j -0.141472+0.0780903j 0.0704037+0.0168362j 0.13065+0.00206869j 0.0234652+0.0379853j -0.0638976-0.03259j 0.039976+0.00772842j 0.0744894+0.0397859j 0.0209652+0.00174445j 0.08761-0.0313688j 0.0109269+0.0191756j 0.0477926-0.068161j 0.061623-0.0147152j 0.0626533-0.0560108j 0.0441177-0.0230709j 0.035492+0.0162401j -0.000167763-0.0534898j 0.012173+0.0482003j -0.0338465+0.0184671j 0.0184424+0.0130856j -0.00110861+0.0065912j 0.00232326-0.0164627j -0.00227254-0.00268459j 0.0162445-0.00368893j 
0.000610551+0.0470591j -0.0149842-0.0385454j 0.0178554-0.00591048j 0.00106568+0.0236494j 0.0060345-0.0257151j 0.013679-0.00974901j 0.00706399+0.00367486j -0.0146352+0.00220233j -0.0578877+0.000986352j 0.086776+0.00163356j -0.0658619-0.0632651j -0.00262309-0.124252j -0.0476108-0.100343j -0.159389+0.0599285j -0.0809482+0.0345829j -0.0619224+0.011824j -0.0387595-0.115311j -0.016902-0.0619481j 0.00423879-0.014567j -0.119526+0.0429609j -0.0534105-0.024667j 0.0012278-0.0895038j -0.0991985+0.0649979j 0.0900762+0.0600745j 0.0150399-0.0973849j -0.123256+0.0323417j -0.0532634-0.0729857j 0.0630084+0.0627138j 0.0971647+0.0434067j 0.122739+0.127909j -0.0838113+0.0483966j -0.000231122+0.0270452j -0.169909+0.0632493j -0.0371672+0.0277121j 0.0766288+0.011277j -0.0225046-0.00756057j -0.0340965+0.0290876j -0.0804856+0.0690759j -0.0090317+0.0333936j -0.0488834-0.0333946j -0.00953255-0.042374j -0.0360159-0.060025j -0.0293794+0.01626j 0.0285173+0.0435775j -0.00381728-0.00588764j -0.0408685-0.0247761j 0.0446709+0.0263435j -0.143055-0.0432204j 0.00457059-0.0892488j -0.0375009-0.0432696j -0.0195173-0.00422782j 0.0195098-0.00924091j -0.00491472-0.0321425j -0.142241+0.031833j 0.0108961-0.0186262j -0.0231521+0.0242606j -0.0467589-0.0302952j -0.0972521+0.00244064j 0.0168784-0.0769392j 0.062784-0.0328408j 0.0501343+0.0139346j -0.0898323+0.0462763j -0.0482109+0.00646862j -0.0662169+0.0112076j 0.0105975-0.0715591j 0.0351211-0.0562069j 0.0155878-0.0625004j 0.030841+0.0697565j -0.00187277+0.0375599j 0.0366568-0.00904806j 0.0247461-0.0509762j 0.0705848+0.0277114j 0.0351633-0.0754677j -0.0263674-0.00392933j -0.00850869+0.0085871j 0.0676661-0.00095829j -0.0694633+0.0615576j -0.00581212+0.00215637j -0.0304743+0.0453354j 0.00738971+0.0474172j 0.0712977+0.0324318j 0.0478558+0.00243452j 0.0364564+0.00739649j 0.0446762+0.00862536j -0.000146884+0.0111489j -0.0173615-0.00520825j -0.000741379-0.042522j 0.0146688-0.00129009j 0.00848555+0.00226518j -0.020694+0.0257634j 0.0300184-0.0055376j 0.0225579+0.00358894j 
