-0.00572323+0.00670084j 0.0034432-0.0129589j 0.0248825-0.0138478j -0.0116481-0.0389633j 0.0227593+0.0158507j 0.0260055-0.0122794j 0.0249202+0.00822908j 0.027628-0.0138192j 0.0457277+0.0263236j 0.0135113-0.00132257j -0.0203788-0.0146432j -0.0262426+0.01229j -0.0326899+0.0220749j -0.0256098+0.0641749j 0.0185081-0.0288398j 0.00726225+0.0319469j 0.0529067+0.0770387j 0.0675389+0.0481119j 0.0145286+0.0418792j 0.0244613+0.0166252j 0.0267017+0.0119787j -0.0266186-0.0370826j 0.114417-0.0068272j 0.0319407-0.00676043j -0.0120445-0.023622j 0.0435849+0.12548j -0.0539677-0.0659304j -0.0242873-0.108482j -0.0641117+0.11582j -0.000498335-0.0367519j 0.0540152+0.0218164j -0.0196472-0.0653171j 0.00758118+0.163193j -0.0263689+0.00318146j 0.0297853+0.0917749j 0.0414721+0.0860491j -0.0111559+0.084831j 0.0658899-0.133859j -0.0892091-0.00998108j 0.130782+0.0277482j -0.0725704-0.0612571j 0.000792431+0.0719584j -0.128195+0.00486j -0.0089808+0.0529619j 0.0545843-0.0249088j -0.0367948-0.00994602j -0.0467664+0.0114011j 0.0364081-0.0128388j 0.0267895+0.0099839j 0.0794268-0.00492659j 0.0932679+0.0213038j 0.0308324+0.0346343j -0.0858304+0.0618782j 0.0431951+0.0371424j -0.0207378+0.0392723j -0.0480275+0.00956142j -0.0328633-0.034384j 0.0686948+0.053662j 0.167055+0.0616118j -0.0962626+0.202243j -0.0785356+0.0383393j 0.04817-0.0332629j -0.0288608-0.0165342j 0.109982-0.0719004j 0.154219-0.0341292j 0.158167-0.0987402j 0.06872-0.0474233j -0.0509758+0.0293059j -0.0700804-0.03718j 0.053546+0.0930408j -0.0459326+0.0434651j 0.0498658-0.0626729j 0.104909-0.120117j 0.0582224-0.099805j -0.00166934+0.00526767j -0.0407162-0.0378424j -0.0217005+0.185286j -0.118092-0.062468j -0.0880695+0.00588153j -0.0443256-0.0890215j 0.0432183-0.0445744j 0.0613647-0.0455433j -0.0189329-0.0206583j 0.0326159-0.0113987j 0.00597422-0.0644341j 0.0336784+0.0269798j 0.0164585-0.0196399j 0.00591984-0.0171121j -0.0328754-0.00175907j -0.0228208+0.0173236j -0.0110319-0.0148405j 0.00284092+0.00216221j 
0.0154374+0.0270414j -0.0054834+0.000619092j 0.0289724-0.0141995j 0.00126104+0.0085437j 0.00434686+0.0233877j 0.00760665-0.0182259j 0.0135618+0.0079347j -0.0052079-0.0473647j -0.00314065-0.0526553j -0.0160162-0.0545837j 0.0215506-0.0197389j 0.0247491+0.0212912j -0.00790991-0.0362444j -0.0239522+0.0094102j 0.00743576-0.0246038j 0.0198051-0.0376612j -0.00719657-0.023624j 0.0693073+0.034422j 0.0137821+0.034747j 0.000419527-0.0509185j -0.0498055-0.175957j 0.0167915+0.0661243j -0.102634-0.00601139j -0.0215294+0.00459446j -0.0670957+0.0422469j 0.122766-0.0948842j 0.0960298-0.0784723j 0.133284+0.0787275j 0.00279236-0.0272462j 0.0394031+0.0775593j 0.0465865-0.122028j -0.00255944-0.0616065j -0.0163901-0.0798384j 0.11785-0.0902513j -0.0256557+0.0031954j 0.0910852+0.0469508j 0.0181536+0.123935j 0.0114172+0.0631364j -0.00434258-0.105773j -0.0562279+0.105287j 0.0339421+0.0113318j 0.0533265+0.0738503j 0.155963+0.093682j -0.0476603-0.140722j -0.0309145-0.0387229j -0.00629723+0.00272733j -0.100202+0.0555268j -0.0451212+0.0804283j -0.00719136-0.0297859j -0.0164896-0.0190115j -0.0807426-0.125491j -0.0607309+0.0935055j 0.0433585-0.0375108j -0.0420481+0.00218668j -0.104102-0.0337881j -0.0365132+0.0719876j 0.0703739-0.0243315j 0.0174683-0.0289796j 0.0182732+0.0822054j -0.0924954-0.00245729j 0.0170509+0.0124728j -0.0702687+0.0377107j -0.0253992-0.0393725j -0.0891182+0.0250328j 0.0357153-0.00338733j 0.0192024-0.0329433j -0.0749396-0.0154391j 0.0494399+0.0237654j -0.0931047-0.033541j -0.0965691-0.00242688j 0.0101559-0.101674j 0.0324369+0.0157982j 0.159656-0.0879797j 0.0862098-0.03994j -0.0369942-0.0663893j 0.0276582-0.080952j 0.0144343+0.0204891j -0.137951-0.0383964j -0.0497995-0.0103452j 0.00960498+0.0127136j -0.00991512-0.0187624j 0.118523+0.0709214j -0.0512575-0.00858519j -0.0297702-0.0963459j 0.0249261-0.102531j 0.0130623-0.00892651j -0.0386635-0.00986995j -0.0172851-0.0380931j 0.0160251+0.0271659j 0.0113404+0.00455461j 0.0360765-0.00368326j 0.00460151+0.00985907j 
-0.00482247-0.00763687j 0.016863+0.011577j 2.60045e-05-0.0378572j -0.000968123-0.0252352j 0.0340075+0.00471087j 0.0258768-0.0311737j 0.00604614+0.00213159j 0.00191476+0.0241385j 0.0200471-0.00952775j 0.00935788-0.0144226j 0.0789501+0.0465734j 0.0501432-0.0127765j 0.0167951-0.049877j -0.00166448-0.0339331j -0.0117723+0.0385842j -0.025034-0.0302636j -0.031425-0.0698912j -0.000242479-0.00734916j -0.0246402+0.0170339j 0.0129321+0.0626457j -0.0361836+0.00947477j -0.0420241+0.045506j -0.0787795+0.109874j 0.122436+0.0695345j 0.0758347-0.0887831j 0.10449+0.011171j 0.0259177+0.0670897j -0.118543+0.126731j -0.0561092+0.0470997j -0.0360411-0.0501783j -0.0516634-0.0952337j -0.0350594-0.0298241j -0.0199679+0.0495202j 0.00865511+0.037742j -0.0835303-0.108916j -0.00416666-0.0104535j 0.0488917+0.0630509j 0.100236+0.0296412j 0.0527188-0.118639j -0.074886+0.0823176j -0.00520236+0.00689444j 0.0257432-0.0621895j -0.0300625-0.115919j 0.0366159+0.0448253j 0.0418661+0.0104442j -0.044+0.0413049j 0.0907239+0.0292133j -0.148027-0.0145216j -0.0976452+0.120347j 0.0842329+0.0507957j 0.0318352-0.09593j 0.111095-0.000292571j -0.0270598-0.113132j -0.0307527+0.00435234j -0.00373792+0.0528304j -0.0266262-0.00639259j 0.0420722-0.0692472j 0.0203087-0.0239741j -0.0498402-0.0181696j -0.0206231-0.0860365j -0.0320785-0.0655897j -0.0679103+0.0421863j 0.0540385+0.0117927j -0.00357174+0.0513566j 0.139648+0.0199247j 0.0490839-0.00348512j -0.0354272-0.0311588j -0.039128+0.100211j -0.0263086+0.00194479j 0.13047-0.0246708j 0.131296+0.0802843j -0.0938995+0.0243133j 0.109324+0.13478j -0.0234593-0.0687982j -0.0534708-0.0837344j -0.0328132+0.0296287j 0.00261039+0.118996j -0.0806339-0.0159798j -0.00142555+0.0998796j 0.022065+0.0875344j -0.0154126+0.0708558j 0.0487934+0.0110094j -0.0254305-0.021339j 0.0154906-0.0300579j -0.00701727+0.0111824j 0.0446371-0.0481491j -0.00858034-0.035239j -0.00667457+0.00432454j -0.0194625+0.0137392j -0.0244921-0.0101658j -0.0240398-0.00935271j 0.0031262+0.000540659j 
-0.0311963-0.00117406j -0.00394968+0.00834349j -0.0130667+0.0126208j -0.00513231-0.01361j -0.0131659+0.00479959j -0.008933-0.0452392j 0.0247412-0.00831637j 0.00229636+0.0199825j -0.0189322+0.0132939j 0.00726535+0.0232732j 0.0249318-0.0200049j 0.0438364-0.00290523j 0.0129799+0.0177221j -0.0223841-0.0248916j -0.0300257-0.0633659j -0.0134735-0.00824781j 0.0122948-0.0496597j 0.0533635-0.000786271j -0.0140861+0.0576083j -0.00970762-0.0141388j 0.00121157+0.00231406j -0.0759097+0.00120349j -0.0370846+0.0468862j 0.109317-0.0563952j 0.0702559-0.00915498j -0.0680003+0.00298767j 0.000187341+0.0444133j 0.0427951-0.0436762j 0.00535844+0.0125317j -0.0574731-0.0286001j -0.077402-0.0267293j -0.0377577+0.085593j 0.0683849-0.0128497j 0.0266677-0.00628532j -0.00693736-0.0521854j -0.0654301-0.0237776j -0.0152305-0.0184634j -0.0158765-0.09719j 0.0031285+0.0237273j -0.0383186-0.137187j -0.00379652-0.0797817j 0.0982319+0.0132539j 0.053861-0.0770891j 0.0797004-0.0238203j 0.00444582+0.0937097j -0.0499204-0.173233j -0.0216794+0.123282j -0.0771546-0.0229871j -0.0545739+0.105567j 0.115042+0.0251782j -0.0173726+0.0538117j -0.0160169-0.0918326j -0.0488815-0.0546472j 0.00180635+0.0396347j -0.0953722+0.0179518j 0.0671389-0.118076j -0.0041638+0.107026j -0.113309+0.0622344j -0.0256564+0.0259589j 0.0631002+0.0803009j -0.164988-0.0281144j -0.00855055-0.143042j 0.099744+0.021273j -0.00832661-0.0116213j -0.0307096-0.0853036j 0.0245979-0.0620339j -0.136048+0.0233231j 0.0494409+0.0226079j -0.0444342+0.0212567j 0.0215774+0.00011325j 0.0585802+0.143197j -0.00902283+0.0395979j -0.0171554-0.141639j -0.0664705+0.081314j 0.0490309+0.00643914j 0.0121552-0.076305j 0.00033619+0.093588j -0.0415914+0.133036j 0.078099+0.0541536j -0.0181105+0.0415192j -0.090395-0.0330347j 0.0217766-0.0133089j -0.00311214+0.0149438j -0.00386896-0.0277906j -0.0239899+0.0486267j -0.00760695+0.0543522j -0.0361146+0.0363129j 0.00983165+0.0120473j -0.0179748-0.0421021j -0.0120249-0.0192843j 0.000319158+0.00743553j 0.0142379-0.00946392j 
0.028413+0.00588234j 0.00941814-0.0119279j 0.014992-0.0115302j 0.000987946+0.00740616j 0.0166819+0.0280089j 0.014784+0.00879869j -0.0241498+0.014595j 0.0120147+0.0233284j 0.0164253-0.0574404j -0.0181965-0.0414403j 0.00112918+0.0149023j -0.0461079+0.00080427j 0.0119809-0.0474869j 0.00654405+0.00320931j 0.0105984-0.0551029j 0.00711453-0.0402622j 0.00463471+0.00779964j -0.0305299+0.0128892j -0.0609978+0.025961j 0.0524485+0.0103005j -0.0265735-0.0569347j 0.0302325-0.0291577j 0.0213207+0.0362048j 0.0588813-0.0568773j 0.0386423-0.049101j 0.0533725-0.0400831j -0.0354202-0.070741j -0.0017856-0.0823207j -0.0281764+0.123945j -0.0514282+0.014956j -0.0649407-0.112089j 0.0686456+0.0251394j -0.0265813+0.13067j -0.0367774+0.0620669j -0.0747582+0.115791j 0.004512-0.035602j -0.117813+0.123962j 0.0213793-0.0751002j -0.0737141+0.084914j 0.0512283+0.00300942j -0.122288-0.00945092j -0.0707559+0.0825997j -0.0662951+0.113074j 0.0065381+0.0254872j -0.00858268-0.00169488j -0.116262-0.111223j 0.0343386-0.0234629j 0.000183438+0.155931j 0.0659645+0.0464251j 0.0248405-0.105604j -0.107451+0.0329511j 0.0561701-0.0422178j 0.00133745-0.0851108j 0.00284019+0.0379363j 0.00768812+0.0763047j 0.0478907+0.101114j 0.0288289-0.0550168j -0.0675881-0.0421119j 0.110912+0.00127324j 0.130687-0.091056j -0.0906763-0.0347717j -0.00276151-0.0476308j 0.00470964-0.00792175j 0.0355446+0.0243939j -0.0335895-0.0430257j 0.115235+0.15643j -0.0102662-0.10052j 0.0343188-0.0313543j -0.00899452+0.00140453j 0.00375505-0.0898084j 0.0468527-0.00264802j -0.0197025+0.0600239j -0.079727+0.147476j 0.00302819-0.0672727j -0.00577963+0.0163443j 0.0109525+0.0210528j 0.0381251-0.0420233j 0.0247146-0.0332076j -0.0443159+0.0502737j 0.000143465-0.0448358j 0.0913839+0.0273145j 0.0284646+0.0639874j 0.0335258-0.0292481j -0.00241721+0.0202416j 0.0195364-0.0971624j 0.0130095-0.0526798j -0.0121141-0.0469184j -0.0166204+0.0071047j -0.00148482+0.0165209j -0.0303194+0.0123677j 0.00385711-0.0122977j -0.00403766+0.00666038j 
-0.0285793-0.0111557j -0.0108979+0.00375822j 0.021328-0.00818589j -0.00640268-0.0477697j -0.0058745-0.00781989j 0.0238313-0.0165454j 0.0156348-0.00338212j 0.0207707+0.00314231j -0.0202555+0.0566551j -0.0266443-0.0178045j -0.0151265-0.00645682j -0.00564705-0.0241826j -0.0268104+0.0374982j 0.0465093+0.0210294j -0.0305885+0.0576695j 0.00547545+0.0313887j -0.0249432-0.0506191j 0.0423012-0.0356198j 0.0242237-0.00849148j 0.014712-0.0549734j 0.0513632+0.0207381j -0.0192895-0.0256155j -0.0101995-0.0191503j 0.0143047-0.0868208j 0.0309626-0.022855j 0.0117068-0.050314j 0.0162862-0.0246494j -0.00459346-0.0461928j -0.0148482-0.0628744j 0.0597759-0.0201723j 0.072352+0.0624828j -0.0206392-0.0484229j 0.0709708-0.121682j 0.0391662+0.112665j -0.0395359+0.0208116j -0.0880525+0.0761672j 0.0314504-0.0221891j -0.107015+0.0039202j 0.123753+0.0809242j 0.0779997-0.102579j 0.01184-0.0117603j 0.0650914-0.0673695j 0.090278-0.0782233j 0.131471+0.00181837j -0.058465-0.000911758j -0.0196266+0.0275532j -0.0776563-0.190776j -0.0753905+0.0815723j 0.124206-0.0837991j -0.0790763+0.0675458j 0.0662964-0.0642378j -0.00998707+0.0121747j 0.0293076-0.0418917j 0.0176642-0.0938505j 0.0314779+0.0592245j 0.0929415+0.00141736j -0.073826-0.0613904j -0.0654701-0.00288622j 0.0484745+0.0290994j 0.130726+0.00410633j -0.0550335-0.0140093j -0.0751538+0.00201085j -0.0294898+0.0728321j 0.00143259-0.00467666j -0.0259004-0.0713661j -0.056581+0.0229083j -0.0189059-0.0586449j 0.0166066+0.00264016j -0.0272362+0.00822494j 0.0382417+0.0719572j -0.0551233+0.00586478j 0.0281725-0.0407809j 0.0470509+0.0220701j 0.0616331-0.0164665j -0.0377708-0.0480767j 0.0152654-0.0229609j -0.00941608-0.0620695j 0.0273388-0.0846202j -0.0367978-0.0301946j 0.118985+0.0105331j 0.0462092-0.0121404j 0.0259097+0.0606933j 0.00586373-0.133249j 0.00495284-0.0296487j 0.0274841-0.0514265j -0.00160265-0.0307848j 0.00391433-0.013859j 0.0105795+0.00861488j 0.00328766-0.0126454j 0.000402513-0.051248j -0.0211511+0.0107235j 0.0351002-0.0402368j 
-0.00498207+0.00260022j -0.00832457+0.0225996j -0.0206237-0.0155615j -0.000223767-0.0124917j 0.00239603-0.00292257j 0.00220591+0.0249937j 0.0121336-0.010036j 0.00636747+0.0250957j -0.0132298+0.0090755j -0.0135694-0.0520969j 0.058958+0.0692514j -0.00224706+0.02746j 0.0305412+0.00261978j -0.0309115+0.0200604j 0.0588636-0.0194419j 0.0302158+0.00320305j -0.0278423-0.00751039j -0.0255146+0.0492052j -0.0387473+0.00972442j 0.0506184-0.0831297j 0.0483904+0.083778j -0.0695582+0.0459195j -0.00870354+0.0429873j -0.00551969+0.0325949j -0.111755-0.0522508j 0.0417311+0.00682788j 0.0529512-0.0546974j -0.0999279-0.180026j -0.00814608+0.0375086j -0.0512214-0.0541059j 0.0926242-0.0492968j 0.0375741+0.0238705j 0.0142729+0.0792626j 0.00376962-0.0566006j 0.0105831+0.218288j -0.0341055+0.0794719j -0.0857186-0.0976476j 0.0254876-0.0349358j -0.0163079-0.0665214j 0.131382-0.037741j -0.136939-0.0578105j -0.002306+0.137904j -0.229983+0.0621002j -0.0850245+0.0724307j 0.0278239+0.0313844j -0.124481+0.0061621j -0.0338853-0.0632292j 0.0209402-0.119744j -0.0363081-0.0661652j 0.0104219+0.104895j -0.107271+0.021224j -0.0185224+0.0832364j -0.0374969-0.0580497j 0.108537-0.0163445j -0.027557+0.184773j -0.0751133+0.0407885j 0.0459899-0.0158499j 0.0198721+0.0273558j -0.0133842-0.0735537j -0.0108007-0.0644119j -0.0285808+0.024571j 0.0376348+0.0111197j -0.068984+0.0295869j 0.0176745+0.0081907j 0.00689482-0.0392577j -0.0872103-0.00377644j -0.0793011+0.014914j 0.0199576+0.159107j 0.0965502-0.0483232j 0.0460781+0.0050966j 0.0169242+0.0124256j -0.013809-0.0557832j 0.0881776-0.0740702j -0.0731561-0.0488644j -0.100846+0.0166367j 0.0545018+0.0178272j -0.0158614+0.0371086j 0.0234054-0.0139203j -0.0562612-0.0453606j 0.0327561+0.0671083j 0.0110732+0.0412348j -0.0676847+0.0243047j 0.0126426-0.090601j 0.0351139+0.029052j 0.0257272+0.081542j -0.0247881-0.0323494j -0.000321335-0.044218j 0.0168473-0.0333316j 0.00237813+0.0252915j 0.0146223-0.01045j 0.00204962+0.00438427j 0.0121856-0.00613266j 
-0.0194628+0.00476518j 0.00448639-0.00861382j -0.0020132+0.00191989j -0.00620021-0.0227816j 0.00117622-0.0315512j -0.0152047+0.00647644j -0.00433894-0.0303602j 0.00923311-0.0198702j 0.0579256+0.00306789j 0.00314297-0.00527177j 0.00182305-0.0233519j -0.0374765+0.0363465j -0.0177038+0.00562864j -0.0316507+0.0186305j 0.0172932+0.00763477j 0.0104189-0.000162654j -0.00750199-0.0168658j -0.0377496-0.0165474j -0.0948517+0.0480741j 0.00825972-0.032945j -0.025157+0.0275465j -0.024209+0.0386489j 0.0604932+0.0822776j -0.0788614+0.045755j -0.012065+0.0521648j -0.171266-0.0476541j 0.126813+0.0376568j 0.0189186+0.0779132j 0.0117179+0.0451383j -0.134898+0.00632661j 0.0188716+0.0300528j -0.0486267+0.00571226j -0.0939293+0.0244289j -0.12793-0.00714235j 0.021586+0.0078304j 0.00251345+0.0934896j 0.00284127+0.0735999j 0.158614-0.0253477j -0.0409284-0.0634086j -0.0535567-0.127946j 0.0171257+0.00070678j -0.0178495+0.0242403j -0.0723246+0.085522j -0.014705-0.0204622j 0.0578469-0.072445j 0.146955-0.0232399j -0.178354+0.0529374j 0.08476-0.098297j -0.0165299+0.053795j -0.0636828+0.0860156j -0.0758623+0.160182j -0.172146+0.0470226j -0.0302612+0.00865583j -0.000623103-0.088607j 0.0343275-0.0778327j -0.0525219-0.00839066j 0.00397496+0.00781515j 0.141525-0.0457526j -0.0700928+0.00557602j 0.00340853-0.0239669j 0.0524874+0.0708379j 0.00430875-0.0310628j 0.105634+0.0178587j -0.0066848-0.0971797j -0.00398909+0.0131054j -0.0392107-0.0187559j 0.0189116-0.0527037j -0.016028+0.00529223j 0.0612551-0.0167814j 0.102885-0.0682334j -0.0606277+0.0526196j 0.0236476-0.0256107j 0.0135932+0.01099j 0.0628112-0.00690801j -0.00859223-0.0474302j -0.00972072+0.0289576j -0.0122649+0.00237442j -0.0387927-0.0139572j -0.0161184-0.029407j 0.0367656+0.00521872j -0.0101497-0.00768655j 0.00894957-0.0441417j -0.0578351+0.00600364j 0.0119614-0.0370416j 0.0159019+0.00884645j 0.0219554-0.0066656j 0.00566905+0.0272814j -0.00482216-0.0202226j -0.00914052-0.00198136j 0.0121126-0.0250238j -0.0015299+0.0178651j 0.0174953-0.00381782j 
-0.00302425-0.00495762j -0.00173929+0.00419939j -0.00851674-0.00703567j 0.004103+0.00367719j 0.00838677+0.00437921j 0.0138783+0.0430583j -0.00422549-0.00933845j -0.0252828+0.0344211j 0.0556004-0.0467565j -0.0439605+0.00671175j 0.0712434-0.00268216j 0.00272352+0.0159543j 0.0304684-0.0539401j 0.0338921-0.0126766j 0.027864-0.00123808j 0.0287648-0.045049j -0.0503802+0.0104337j -0.0403786-0.0667341j 0.0520129+0.0309531j 0.00882209-0.031722j -0.0424544-0.0466901j -0.0645073+0.0649725j -0.123282+0.0973537j 0.0545658+0.019002j -0.0591231-0.00785501j 0.0123933-0.117692j 0.0191014-0.0504426j -0.0309105-0.0129085j -0.0827118+0.0600902j -0.0549065-0.0106451j 0.0821211-0.045945j 0.0471075-0.00609351j -0.00431293-0.0213735j 0.0496531-0.0752466j -0.0831137+0.0397968j 0.00131078+0.0104868j 0.0627988+0.0783731j -0.0134025+0.112502j 0.0346459+0.026559j -0.128154+0.0361291j -0.0787414+0.0790922j 0.0284512+0.0377769j -0.0728616+0.0358418j 0.050929-0.0847398j 0.0290845+0.0858794j -0.088294-0.203078j 0.04971+0.019098j -0.00733378+0.122551j -0.04282+0.0182184j -0.0461974+0.0492886j -0.0852987-0.0159173j -0.0656754+0.11853j 0.035486-0.0225159j 0.0996086-0.0326679j -0.0552532+0.039405j -0.0107831-0.0646885j 0.0446156+0.0295264j 0.0203606+0.0667369j 0.00952563-0.0616282j -0.0345131+3.47568e-05j -0.0120541+0.0663215j 0.0425938+0.000215969j 0.0132254-0.0852606j -0.0787887+0.0607816j -0.0890541+0.0744136j 0.0532206-0.0319327j -0.113471+0.0740767j 0.0360534-0.0352455j -0.0112996-0.0147007j -0.0719322-0.0289327j 0.117022+0.00156367j -0.00159525+0.00645624j 0.0628203-0.0698066j -0.061787+0.0475484j 0.0832106+0.109654j -0.0221842+0.0516241j 0.00108684+0.00822642j 0.00506499+0.0327175j 0.0325088-0.0177556j 0.0334816+0.028552j -0.0150292+0.00774268j 0.0274038+0.0488351j -0.0243773+0.0421182j 0.00780746-0.0120974j 0.0176061+0.00708808j -0.0183124-0.0347086j 0.0230602-0.00107906j 0.0162993+0.00841062j 0.00763354+0.00971341j 0.0176769-0.0184985j -0.0155201+0.00628364j 0.000464768-0.00641967j 
0.00787338+0.0100822j 0.0130664-0.00765429j -0.00819864+0.000997771j -0.0126029+0.00893125j 0.0185411-0.00328457j -0.0121072+0.0296788j -0.0324637+0.0139002j -0.00658221-0.0040898j 0.0277625-0.0340183j -0.0106968+0.0328979j 0.0703346+0.0371605j 0.0191319+0.0604824j 0.116084+0.0398732j -0.0334267+0.0417587j 0.0507798+0.023716j 0.107164+0.0335494j 0.0228994-0.0776071j 0.0838596+0.0100954j -0.0723687-0.03358j -0.0351941-0.0137297j 0.0916617+0.0308396j 0.0276458+0.00872624j 0.0158765-0.0496201j -0.122426-0.0814559j 0.0293983+0.0263488j 0.0494921-0.0108597j 0.0233712+0.0438503j -0.0426697-0.0715156j -0.0980015-0.0175414j 0.0800606+0.0418683j -0.11446+0.0104374j 0.0680854-0.0349819j 0.0115955-0.0119964j -0.0852825-0.00136575j -0.0173923-0.0424091j 0.102105+0.0301728j -0.0995524+0.0505441j 0.0188921+0.00272716j -0.136807+0.023008j -0.0267051-0.0549078j -0.0121763-0.080653j -0.000244401+0.0229493j -0.0404088-0.0691542j 0.0235675+0.0492259j -0.0453561-0.047911j -0.0805215+0.161249j 0.127606+0.072693j -0.0220834-0.0194631j -0.0939239+0.0779738j 0.0643682-0.128612j -0.127839+0.0778735j -0.137555-0.0753592j -0.00221704+0.00310299j 0.0625116+0.148434j 0.0317765+0.0106837j 0.0140895+0.0764897j 0.086072-0.0260619j -0.0269058+0.0757284j 0.00141186+0.024007j -0.0242084+0.108513j -0.0218145+0.0633214j 0.0271077-0.0184897j -0.0132573-0.0282426j 0.0855077+0.0366871j 0.0263497+0.0123812j -0.118306-0.0499793j 0.0172105-0.0447775j -0.0888728-0.00117535j -0.0799694+0.00722761j 0.0541596+0.0546815j 0.0358921-0.0783045j 0.0557946+0.019882j -0.0282695-0.0258166j -0.00535822+0.0577782j 0.0241313+0.00813192j -0.0269076+0.00537897j -0.048445+0.0245548j 0.0514727-0.00650338j -0.109338+0.0364553j 0.0066723-0.0601167j -0.0311639-0.0467919j 0.0387486-0.0471119j -0.0764678+0.0914399j -0.0302532-0.0218579j -0.0283535-0.023988j 0.00140468-0.00838986j 0.0178341+0.0478189j 0.0139613-0.0125225j 0.0206682-0.00870177j 0.00522921+0.0141495j 0.0122133-0.00984459j -0.0138841+0.0223507j 
0.0243559+0.0275501j 0.00452412-0.00130258j 0.00510573-0.00673518j -0.0275265+0.0138654j 0.0233293-0.0244244j -0.0114185+0.000817867j 0.00391859-0.00739049j 0.0455537-0.0492539j -0.0382821+0.0119562j 0.0576838+0.0361035j 0.0119165-0.0294496j 0.0742509-0.000430375j 0.00535584+0.0528567j -0.061249+0.120458j -0.0264501+0.00554944j 0.0563626+0.114354j -0.0502141+0.0465127j 0.0219769+0.0347346j -0.00338282+0.00597088j -0.0131085-0.0656505j 0.0355065+0.121324j -0.0114995-0.0710136j 0.0873098-0.0321533j -0.0382253-0.151816j 0.0935179-0.0616989j -0.203482-0.0559008j 0.0133585+0.0908707j 0.00214575+0.105357j 0.0711671-0.0523278j -0.125992+0.00661987j 0.0175989+0.069328j 0.0285422+0.0553402j -0.060361+0.111212j -0.122853+0.076911j 0.00490696-0.150844j -0.0835562+0.0158179j -0.000209448+0.0514701j 0.0352957-0.0926444j -0.117384-0.00648273j -0.0572564-0.0785919j -0.0864535+0.0653919j 0.0984885-0.123885j -0.0758774-0.135383j 0.0692975-0.0288607j 0.0341812+0.0525665j 0.0869678-0.0363684j 0.0221542+0.0630682j 0.0398181+0.0216875j -0.0629728-0.00792157j 0.0485817-0.0191964j 0.00142839-0.0130171j -0.00656013-0.00696094j 0.0451904-0.00718486j 0.0363764+0.0269672j -0.0194664+0.0420172j -0.000507089-0.0380413j -0.00145401+0.0594433j -0.0475835-0.0523124j -0.0241664-0.102523j 0.0574884-0.149209j -0.0584717+0.087843j -0.0169955-0.0251286j 0.0306839-0.00978029j -0.0471951-0.0546946j -0.0358201+0.0235526j 0.0555562+0.0257283j -0.0870627-0.0616273j 0.0122876-0.0280114j 0.0112553-0.000727867j -0.0444122-0.102676j -0.0220496+0.0179624j -0.0372356-0.0460505j -0.0167667+0.0198688j -0.020542-0.0691771j -0.0570231-0.00242676j 0.0072512+0.0196872j -0.0308887+0.0299953j -0.0198476-0.118194j -0.150481-0.0362885j -0.0213003-0.00412642j 0.00915114+0.0504664j -0.00740011+0.0180463j -0.0210772-0.0180595j 0.00552384-0.0101132j 0.0206623-0.0544757j -0.0255975-0.0136998j 0.00158507-0.0215516j -0.014247-0.0418631j 0.0104864+0.0115252j 0.00952344+0.00928638j 0.0281722-0.0109793j -0.0189989+0.0318704j 
