0.00403769+0.0131125j -0.00342894+0.00353355j -0.0021271-0.000113263j 0.00337912+0.0123414j -0.00203893-0.00336809j 0.00199609-0.0137783j 0.00375961+0.0148273j -0.00105019+0.00595739j 0.00324333+0.00709316j -0.000189309-0.0099269j 0.0015002-0.00803421j 0.00164669+0.0211986j -0.00195672+0.0272994j -0.0021023-0.0131132j 0.0022673+0.00659961j 0.00114204+0.00391229j -0.00092771+0.00654793j -0.000848963+0.000550588j 0.000983958+0.00485827j 0.00236427+0.0166028j -0.00158191+0.00313966j -0.000499822+0.00533359j 0.000543314+0.00022933j -0.000846287+0.00136693j 0.000797587-0.00752112j -0.00139473-0.00253345j -0.000156807+0.00948581j 0.00174044+0.00819406j -0.000609392-0.021234j 0.00135517+0.0124695j 0.000998454-0.00880216j -0.000107751-0.00624801j 0.00230979+0.00493716j 0.000522618-0.00126734j 0.000743877+0.00179938j -0.00203354-0.00629558j -3.95491e-06+0.00266661j -0.00228665+0.00377669j -0.00121338+0.00745292j 0.000579805-0.0027057j 0.00272702+0.00848561j 0.00122347-0.00510794j -0.000329394-0.0101145j 0.00219857-0.0033304j 0.000414144+0.00217614j -0.000363577+0.00593646j 0.000138086-0.00324755j 0.0004823-0.000989142j -0.00120143+0.0142723j -0.00234381+0.00165243j 0.00131368-0.00899443j 0.00197857+0.00544551j -0.00132247+9.51864e-05j 6.53222e-05-0.0140348j 0.000190416-0.00278725j 0.00020633+0.00590761j -0.000769014+0.00147366j -0.0033591-0.0093835j 0.00153095-0.00923847j 0.000219865-0.00479002j -0.00324615+0.00272586j -0.000993095+0.00840612j -0.000284851+0.000762849j -0.000227666+0.00180207j -0.00305279+0.0060383j 0.000626659+0.00578867j 0.00369433+0.0150186j 0.00541538+0.00584117j 0.00384908+0.00365009j 0.00493836-0.00918695j -0.000839374-0.00213116j 0.000916293+0.0118391j -0.00208536-0.00784278j -6.11689e-05+0.0268616j 0.00622205-0.0115418j 0.00281559+0.00481481j -0.00365252-0.0382807j 0.0200377-0.000706991j 0.0116264+0.0882713j 0.00374543-0.0572839j 0.00536233+0.0457729j -0.00565135+0.0342878j -0.00903238-0.0339803j 0.00190114+0.0257408j -0.00190245+0.00685266j -0.00396137-0.0177863j 0.00106865+0.00253423j -0.00206793-0.0111224j 0.00549302+0.0202675j 0.000307509+0.0965206j 0.0142742-0.0518051j 0.000523412+0.927853j 
0.000681333-0.0124052j 0.00241889+0.00443516j 3.23722e-05+0.00210792j 0.00118954-0.0090057j 0.00129406-0.0154505j -0.00101699-0.0102806j -0.000377667-0.0101198j 0.000973181+0.0139297j -0.00110408-0.000373388j 0.00111958-0.0112312j 0.00197612-0.0629519j 0.00281551+0.0287461j 0.00260976-0.0315801j 0.000408769-0.0188655j -0.00191003-0.0231801j -1.15411e-05+0.0218771j 0.000767703+0.0241656j 0.00173107+0.0541535j -0.00145337-0.0376826j 0.00109211-0.0188297j 0.000161064-0.012961j 0.00360819+0.0152234j -0.00250155-0.00952599j -0.0028352-0.0150023j -0.00585877-0.0366662j -0.000921872-0.0154027j 6.30395e-05-0.0395962j -0.00516654-0.0663837j -0.00218785-0.0210823j 0.00289652-0.0100115j -0.00227019-0.107683j -0.00674474+0.0444612j 0.00201364-0.0369986j -0.000636732+0.0730051j 0.00112857+0.0223612j -0.00499959+0.0182229j -0.0021335-0.057718j 0.000529992+0.100868j -0.00132905-0.00997142j 0.00437681+0.0298483j -0.002429-0.0299304j -0.00241363+0.0366768j -0.00697596+0.0666755j 0.00512244+0.0209843j -0.00227776+0.0282721j -0.00340548-0.100164j 7.55739e-06+0.0295785j -0.00336351+0.093812j -0.000761481-0.072395j 0.00777222+0.00278022j -0.00233534+0.00634893j -0.00569633-0.0103445j 0.00494226+0.0221876j 0.00784723+0.0141283j -0.00139337+0.0631349j 0.0036239+0.0391406j -0.00275057-0.0915086j -0.000783761-0.0257343j 0.000320794+0.0209808j -0.00298899-0.072436j -0.00100985+0.00816389j -0.000824961-0.01595j 0.00552077-0.140666j -0.00517961+0.0215785j -0.000515894-0.0471398j 0.00131077+0.135237j -0.000256918-0.123429j -0.00741023-0.0440829j -0.00341189-0.0514991j -0.00177587+0.0745915j 0.00338975+0.0395124j -0.00142816-0.0855542j -0.000529092-0.0425389j 0.00316072+0.115235j -0.000756605+0.10642j 0.00130118-0.159164j 0.00149685-0.253883j -0.00539828-0.0191078j -0.00515072+0.19772j -0.0044271-0.134644j -0.000278465-0.654404j -0.000150985-0.221182j -0.00230796+0.00190292j -0.00272078-0.189171j 0.00310041+0.0375056j 0.00337001-0.148472j -0.00011475+0.153982j -0.000602506+0.0316998j 0.0019887+0.00309501j -0.0014257+0.0195537j -0.003417+0.0129915j -0.000111737+0.0174679j 
-0.0020026-0.00818352j 0.000869412-0.00413459j 0.000264473+0.00911884j 0.000853624+0.00656209j 0.000498099-0.0444797j 0.001279+0.0225148j -0.000495736-0.00904654j -0.00117945-0.0294807j 0.000288604-0.0366781j 0.00195375-0.0127743j -0.00138154-0.000177013j 0.00144587-0.0447413j 0.00135117+0.000986826j 0.00349998+0.0185705j -0.00240828+0.0322736j 0.00154309-0.0453618j -0.000229875-0.0396533j -0.000761778-0.112857j 0.00203753+0.0624128j 0.00102797+0.0636874j -0.00156906+0.0101193j 5.61398e-05-0.063383j -0.0046892+0.0760959j -0.00459646-0.0381132j 0.000997382-0.00547854j 0.000816545+0.0230667j -0.00744486+0.0253128j -0.0024376-0.0346178j 0.000211344+0.056652j -0.00246556-0.052606j -0.00378635+0.0380858j -0.00074942-0.0685184j 0.00181704-0.00956008j 0.00165851-0.0251213j -0.00098323-0.0279913j -0.00255825-0.0100058j 0.00121079+0.0865973j 0.00294882+0.0160994j 0.000772758+0.0224123j 0.00109133-0.0105161j -0.00563619+0.0332998j -0.00130669+0.004738j 0.00606591+0.0203658j -0.000698534-0.0357875j -0.00296687+0.00827634j -0.000153791+0.104702j -0.00184396-0.12393j 0.00262032+0.0387687j 0.00080902+0.0661835j 0.000709553-0.155741j 0.00164964-0.0707392j -0.00102997+0.104263j 0.00218254+0.121153j 0.00284689+0.0204308j -0.000344573-0.041752j -0.000377641-0.0275408j -0.00339942-0.00501148j 0.00984974+0.15152j -0.000755974-0.0902837j 0.00163606-0.128119j 0.000290164+0.0569142j -0.000903092+0.0141007j -0.00681217+0.00810041j -0.00237723-0.0212044j -0.000153994-0.0679052j -0.00848604-0.18419j -0.000650205+0.0238418j -0.000982518+0.0551542j 0.00335132-0.0296119j 0.00197934-0.125795j 0.000126697+0.0304856j 0.0024147-0.106556j -0.00236237+0.00587042j -0.000110623-0.022976j 0.00176478-0.283739j -0.00210812+0.240088j 0.00405332+0.0651951j 0.000614563+0.143122j -0.0043583-0.185928j 0.001379-0.559073j 0.000795317-0.0945422j 0.00372198-0.327452j -0.0023734-0.169974j -0.00224925+0.040688j -0.000704727-0.0239945j -0.000771508+0.0186352j -0.00174711+0.0128725j -0.00167327-0.0465198j -0.00282735-0.0209626j -0.000770328-0.011793j -0.00048513+0.00402027j 0.00233564-0.00631487j 
-0.000346778-0.00217268j -0.000338889-0.00595505j -0.000146142+0.01134j -0.000551761-0.000901168j 0.000210581+0.0292577j -0.000823813-0.0223539j 0.000261036+0.0121429j 0.00237916-0.00624194j -8.44283e-05-0.0029641j -0.00146214-0.00312771j 0.000207485+0.0364509j -0.00011824+0.00731756j -0.0023921-0.0357519j 0.00143958-0.00731119j 0.0020557+0.0604387j 0.00120893+0.0274167j -0.00341072-0.026134j -0.000203337+0.019908j 0.000658497+0.0137387j 0.00174225-0.0674915j 0.00251742+0.0435825j -0.00349009-0.0194426j -0.00565738-0.0250682j 0.00280444+0.0214952j 0.00363123+0.0464424j -0.00319772-0.00369888j -0.000588868+0.001599j 0.0030326-0.0378357j -0.00430389-0.0451759j 0.00223886-0.0434541j 0.00187707+0.0176117j -0.000797749+0.0501379j -9.29309e-05-0.0398991j -0.00476277+0.0264835j -0.000769346+0.0317954j 0.00399139+0.0366502j -0.00161394+0.0277514j -0.00176475+0.0981934j -0.00194712+0.07223j 0.0010804+0.0273983j -0.00177274+0.0763431j -0.00140589-0.0510226j 0.00709778-0.0270074j -0.000444121-0.0165043j -0.00480715-0.0142457j -0.00140454+0.00782879j 0.00303869+0.0215101j -0.00256133+0.0886366j 0.00185326-0.0742066j 0.000913532+0.00700545j 0.000744457+0.00177441j 0.00257514+0.00823377j -0.00539052+0.0240796j -0.00311833-0.0444285j 0.00192011+0.0649416j 0.00406107+0.105062j -0.000341795-0.00742417j 0.0034995-0.099884j 0.00208328+0.0823536j 3.44782e-05-0.064891j 0.00107084-0.152106j -0.00566891-0.198646j -0.000328392-0.0283948j -0.00231287-0.343666j -0.00125081-0.0421391j -0.00169434-0.0248899j 0.0079997-0.132627j -0.0020674+0.0194961j -0.000693763+0.170075j 7.8949e-05-0.184549j -0.000389034+0.0277007j -0.000905678-0.00654191j 0.000852074+0.341393j -0.0014348-0.0239106j -0.00098838-0.021489j -0.000571942-0.294425j 0.00184494-0.392046j 0.0016697+0.231608j 0.000760206-0.328826j -0.00214634-0.0963632j -0.00224312+0.116701j 0.00170971+0.117872j -0.000966189+0.0280908j -0.000240814-0.0373423j 0.00151761-0.0234314j 0.00140188+0.00591249j 0.000533047-0.0222691j 0.00341286+0.00506515j 0.00116182-0.0245765j 0.000126473+0.0255241j 0.000360173+0.00155628j -0.00017404+0.00822916j 
-0.00104574-0.00146434j 0.00122933+0.0110047j -0.000518624+0.00796082j -0.00146767+0.00329515j -0.000623265+0.0370946j -0.00109106-0.020609j -0.000907665+0.0563811j -0.00148267-0.00218477j -0.00021649+0.0122505j -0.000212546+0.0103268j -0.000664508-0.0329634j 0.000389076+0.0126217j 0.00239722-0.0650476j -0.000520785-0.0408749j 0.00113635-0.00371964j -0.00226666+0.0290175j -0.00174956-0.0688112j 0.0013924+0.0271467j 0.0030974-0.0322417j -0.00129011-0.0835156j 0.00288135-0.053026j -0.00496875-0.0753693j -0.00347737-0.0347139j -0.00134146+0.0299447j 0.00421559+0.017375j 0.0017048+0.00844587j -0.00138978-0.0757173j -0.00315308-0.0389708j 0.00144806+0.0263746j -0.0015242-0.04918j 0.00137985-0.0452899j 0.00585304+0.0662514j -0.00299704-0.00343231j -0.00434723+0.0412456j -0.000257493+0.0236177j 0.00240933-0.0410372j -0.00460808+0.0754628j -0.000981581-0.0266687j -3.04108e-05+0.0608025j -0.00238313+0.110254j -0.00326602-0.037034j 0.000186989-0.0471923j 0.00356023+0.087813j -0.00242471+0.0616654j -0.00121039-0.0284949j 0.00152256-0.00400113j 0.00302201+0.0605192j 0.00587314+0.0778347j -0.0038636+0.119587j -0.00158458-0.0818702j 7.94678e-05-0.0430694j 0.00242259-0.0897474j -1.01386e-05+0.0162942j -0.00619208-0.0215106j -0.00121292+0.0100916j -0.00217826-0.00729316j -0.00419111+0.0191751j -0.00344912-0.173526j -0.00314557+0.0513069j 0.00148206+0.0717331j 0.00346067-0.00883038j 0.00137953+0.043839j -0.00311015-0.0563526j 0.00103566-0.0113016j -0.000956305-0.116207j 0.00394599-0.0775919j 0.000831983-0.048189j 0.00498169-0.207396j -0.00210788-0.0764787j -0.00435209-0.248311j 0.00141687+0.0582362j 0.000719485-0.114162j -0.00275731+0.19798j -0.0027803-0.22829j 0.00126759-0.0117611j 0.00155176-0.330136j 0.00132804+0.25411j -0.000124993-0.206824j -0.00172737+0.188391j -0.000771272+0.0528452j 0.00235549+0.185398j 0.0014819-0.410117j 0.00016255-0.113615j -0.000566852+0.0584686j -0.00165291+0.0208987j -0.000644712-0.14363j 0.00313281-0.00196269j 0.000419362+0.0279861j 0.000188115+0.0614606j -0.00267621-0.00261189j -0.000744602-0.0013606j 0.0015891+0.00924173j 
-0.000561561-0.00104695j 0.000602272+0.00228582j -0.000555255-0.0109148j -0.000116031-0.00788875j -0.000655094+0.00631024j 0.0025764-0.00149917j 0.00206118+0.0663261j 0.000549518+0.00147005j -0.00092998-0.0503596j -0.000779478-0.00312197j -0.00170696-0.0256712j 0.00177282+0.00844296j 0.00200176-0.0214126j -0.00359152-0.0409788j 0.00174994+0.029975j -0.000907757+0.0241035j 0.000594922-0.0500512j -0.00199244+0.0231266j -0.00146299-0.0201329j -0.00174884-0.00324163j 0.000102096+0.0452265j -0.00237099-0.0338206j -0.00362954+0.0665257j 0.0031989+0.0139033j -0.00162058+0.118153j -0.00382164-0.113956j 0.000802738-0.00978165j -0.000814257+0.0375079j -6.65464e-05+0.0466595j 0.00119608+0.0447108j 0.00238299+0.0101925j 0.000282413+0.0112094j 0.00351267+0.0580447j -0.000834959+0.0945897j 0.00283324+0.0618504j -1.44804e-05+0.0023067j 0.00461376+0.0988992j 0.00353141-0.044182j 0.000473379-0.0409853j 0.00155729+0.0729311j 0.00215727-0.0543889j 0.00414864+0.0307135j 0.00394929+0.137674j -0.00485907-0.00983848j -5.10665e-05-0.0521159j 0.00327474+0.092958j -0.00509404-0.00461086j -0.000179911-0.0307672j 0.00286539-0.0328847j -1.62231e-05+0.065014j 0.00458243-0.0235549j -0.00319464+0.0888162j -0.00602525-0.125137j 0.00137162+0.159946j 0.0020078+0.0234063j 0.00040171-0.104714j -0.00415649-0.116306j 0.00400461+0.0652577j 0.00207761+0.083044j 0.00236511+0.00248801j -6.42081e-05-0.124453j 0.00302221-0.131582j 0.00155721-0.00275079j 0.00191857-0.0425449j -0.00255842+0.359029j 0.00369438-0.0044836j 0.00195613-0.0867122j -0.00255651+0.0887407j 0.00236991-0.223011j -4.13918e-05+0.081904j -0.000231997+0.207388j -0.00137189+0.12875j 0.00162733+0.344472j 0.000795216+0.170686j 0.000174413+0.361667j -0.00254607+0.261499j 0.00147325+0.0160524j -0.000413017-0.127141j -0.000659288-0.0686541j -0.00114468-0.0650358j -0.000527739+0.0562859j 0.00121951-0.177827j 0.0001995+0.0419553j -0.00159976+0.0879346j -0.00110729+0.0244415j 0.00149815-0.0830812j -0.00234169-0.0224111j 0.0030567+0.00981023j -0.000695493+0.00694627j -0.000718792-0.0227354j -0.000172763-0.00830579j 0.000252174+0.0157782j 
6.40679e-06-0.00609624j 0.00151079-0.00247844j -6.40356e-05-0.00388082j 0.000891358+0.000750598j 0.00160741-0.0334782j -0.00032634+0.0344394j -0.000360031-0.0739061j 0.00192018+0.0085725j 0.00092938+0.00592539j -0.00100429-0.0235273j 0.00183366-0.0949498j -0.000235338-0.0270354j -0.000786428+0.0275785j 0.00299292+0.0113759j 1.82593e-05-0.0685477j 0.00135994+0.0448967j 0.00158679+0.082101j 0.0066533+0.0190656j -0.00227729-0.0300391j -0.00310293+0.0765662j -0.00118132+0.0256156j -0.00522813+0.048107j -0.000439126-0.0256514j 0.00442143+0.00136483j 0.000441402+0.00238344j 0.000723253-0.0603364j 0.0016116+0.0161335j 0.00479351+0.0506355j -0.00658112-0.0409954j 0.00243586+0.0908563j 0.00128423-0.0398359j -0.00193259+0.0151931j -0.000301181-0.0984704j -0.00665459+0.113111j -0.00112636-0.0284297j 0.000235523+0.00689785j 0.00133295-0.116752j 0.00576469-0.140803j -8.457e-05-0.0867844j -0.000857783+0.0108416j -0.00520529-0.151612j 0.00390665-0.0348317j 0.00509987+0.0638973j -0.000170283+0.111949j 0.00314976-0.0406054j -0.00195313-0.130749j 0.00941242-0.120564j -0.00083222+0.0485535j 0.00615595+0.0570825j 0.00435608-0.0170514j 0.000775139+0.0597205j 0.00383387+0.0915364j 0.00474946+0.133179j 0.00329504+0.00330515j -0.00205865+0.00555714j -0.00233875+0.253947j -0.000131117-0.0361318j 0.0016782-0.0503557j 0.00101874-0.0371581j 0.000831595+0.283964j 0.000857407-0.00571352j 0.00272492+0.156899j -0.000978051+0.0922601j 0.000966949-0.0183379j -0.00017674+0.31523j -0.000272535+0.0838166j -0.00264687+0.0414882j 0.00337451+0.137212j -0.00156006+0.307817j -0.00322641-0.219366j 0.000485921+0.0268093j -0.00204095+0.138712j 0.00168845+0.245294j 0.00102445+0.130334j -0.000181082-0.290887j 0.000300612+0.0551957j 0.00263133+0.0882204j -0.00041192+0.0398222j -0.0016929+0.0945089j -0.00286369+0.102315j 0.000296447-0.0971952j 0.00123453-0.0801646j 0.00120934-0.0268564j -0.00163307-0.0620821j -0.000175373+0.0316803j -0.000559833+0.0581091j -0.000524788+0.039141j -0.00219904-0.0296667j -0.0007945+0.00842418j -0.000799262-0.0096365j -0.0016881+0.0100129j 3.87332e-05-0.00292815j 
0.00016676+0.00303602j 7.48488e-05-0.00319879j 0.00126548+0.0111892j 6.00309e-05-0.00524272j -0.0014827+0.00538501j -0.00112146-0.015952j 0.000148559-0.00849355j -0.00271264-0.0148499j -0.00113549-0.0360887j 0.00122668-0.0405817j -0.000385991+0.0338951j 0.000813429-0.0126156j 6.65113e-05-0.00733891j -0.00130995-0.0359184j -0.000398031-0.0170017j -0.0016585-0.04847j 0.00258589+0.0565787j 0.00152476+0.0460032j -0.00155941+0.0033556j 0.00227346+0.0284635j -0.0025412+0.0271043j 0.00107341-0.0581577j 0.00402529-0.0333501j -0.00414104-0.0112003j 0.00545591+0.0411352j 0.00219392+0.0516013j 0.00152773+0.0495261j -0.000714337-0.00932746j 0.00528941-0.0406815j -0.00138989-0.0728524j -0.00261123+0.031939j 0.00296467+0.0561531j -0.000570663-0.0644263j -0.00207877+0.141934j 0.000660473+0.0700792j 0.00331682+0.108568j 0.00237749+0.0168239j 0.00725357+0.0459574j -0.00180093+0.011203j -0.00362322-0.140559j 0.00174071+0.0127942j 0.00421478+0.05386j -0.00410473-0.088452j -0.00027598+0.0852334j 0.00157633+0.128466j 0.00104864-0.0340288j -0.00411742+0.11237j 0.00650145+0.0442881j -0.00220121-0.057198j -0.000649524+0.0842995j 0.00250621-0.146718j 0.00217067-0.137424j -4.62476e-05-0.0717329j -0.000456576-0.139351j 1.17807e-05-0.0167042j 0.00246284-0.202043j -0.00158373+0.0610601j 3.69304e-06-0.00578435j -0.00260476-0.0379377j 0.00133491-0.0416339j -0.00165199-0.0108201j 0.00282066-0.00407935j -0.00138144+0.122171j -0.00424114-0.0951169j -9.97016e-05-0.151889j -0.000755238-0.0631375j -0.0025022+0.119974j -0.000189869+0.0960846j -0.0021493+0.390748j 0.000416681+0.00368463j -0.000250471-0.161042j 0.00302693-0.0141627j -0.00120594+0.11535j 0.000816136+0.387491j 0.000458511+0.287532j 0.000357133-0.0718995j 0.00145679+0.356518j -0.000837856-0.0682646j 0.00173595-0.0545983j 0.00249605-0.128392j 0.00176436-0.0679599j -0.000729457-0.0374844j 0.000578821-0.100273j -0.000366279+0.0331015j -0.000861521+0.0359154j 0.000238339+0.0442625j 0.000839708+0.0629391j -0.000910086+0.0339429j 3.39342e-05-0.00282174j 0.000131071+0.0337699j -0.000152623+0.0046686j -0.00012003+0.00180003j 
-7.77813e-05+0.00176022j -0.00200768-0.00933082j -0.00245143-0.011471j 0.0016822+0.0108377j -0.00272799-0.015988j 0.000394527-0.0157666j 0.0016339-0.0424007j -0.00298672-0.0295533j -0.00143332+0.00420819j -0.000222128-0.0254012j -0.000314892+0.011919j 0.000682278+0.0152248j -0.00295653+0.0161808j 0.00092165-0.0511822j -1.19929e-05-0.00231597j 0.00125874-0.00122987j -0.000752985+0.0348275j -0.000559892-0.0965231j -0.000824912+0.00744751j -0.00167556+0.142136j -0.000534702-0.0925812j 0.00380387+0.0536965j 0.0045975+0.0626447j -0.00237515-0.0689344j 0.000881557-0.0209438j -0.00372889+0.0299843j -0.00281417+0.0100939j 0.000421171+0.0687591j 0.00168321+0.0326021j 0.00364013+0.0332202j 0.00219469+0.0255547j -0.00319544-0.0100406j 0.00414633+0.0121823j 0.00546056-0.027151j -0.000935354-0.092949j -0.00671154-0.0531157j 0.00501522-0.104755j -0.00249892-0.062243j 0.00516255-0.0798539j 0.000271517+0.0178153j 0.00107294-0.000905399j 0.000162709+0.0496702j 0.00311323+0.0450301j 0.00323863+0.109565j 0.000663656+0.151357j -0.00126628-0.174114j 0.000606494+0.0457694j -0.000200834-0.0492463j -0.00219687-0.170567j -0.00327071-0.0761094j -0.000224586+0.0463002j 0.0038529-0.0218446j -0.00350704-0.0323529j -0.00182846+0.0332568j -0.000932024+0.109697j 0.00276883+0.327319j -0.00504977-0.0102163j -0.00640144+0.0111166j -0.00378878+0.018411j -0.000912753+0.159082j -0.00112364-0.0412071j -0.00248634+0.0562367j 0.00070046-0.0971482j -0.00479877+0.104331j -0.00380003+0.0976418j 0.00193442+0.1296j 0.00328447-0.169923j 0.00554905+0.0536253j -0.00231612-0.00938317j 0.00189889+0.108929j 5.69205e-05-0.150556j 0.0039024-0.123427j -0.00386753+0.0268882j 0.00202216-0.311771j 0.00110313+0.313712j -0.00252463-0.144286j 0.00197978+0.194108j 0.00356055+0.0156067j 0.00245747-0.0843484j 0.00122671-0.363388j 0.00207595+0.0393781j -0.000721743+0.110129j -0.00134093-0.0914148j -0.00133206+0.0588703j -0.00133834+0.0701221j 0.00339563+0.0831622j 0.00165576-0.0809391j 0.00149337-0.0213959j -1.4067e-05-0.0223523j -0.00194852+0.0121387j 0.00356319-0.00659332j -0.000149232-0.00754431j 
-0.000372732-0.00466877j -0.000787974+0.00245242j -0.000942188-0.00495805j 0.000508721+0.0148704j 0.00241365-0.00963059j -0.00056684-0.0045207j -0.000352439+0.00876526j 0.00181555-0.0130356j 0.00256772+0.0225008j 0.00122229+0.045102j 0.000271089+0.0412959j -0.00144321+0.0112741j 0.000598618+0.00540743j 0.00384154+0.0576123j 0.00118899+0.0428952j 0.000791683-0.0727447j -0.00357499-0.0866014j -0.00300766-0.0547774j -0.000854823+0.0636548j 0.000159156-0.0647432j 0.000182818-0.0738732j 0.000524145-0.00329927j -0.00571445+0.0347843j -0.00109799-0.0216654j -0.0047764+0.0355109j -0.00398583+0.00051417j -0.00500901+0.00102958j 0.0019144+0.0257199j -0.00417087-0.00376525j -0.00606342-0.0466733j -0.000400756-0.0246836j 0.00161354-0.198196j 0.00636163+0.0266566j -0.00204886+0.0834792j 0.00233359+0.135956j 0.00100111-0.027954j 0.00527946-0.063085j 7.75822e-05+0.00232293j -0.00304096-0.025306j -0.00293064-0.0253893j -0.00380633-0.0897729j 0.00060604+0.026711j -0.000237809+0.00336215j 0.00411176-0.0150906j -0.00825008-0.0466558j -0.00345879-0.0918149j -0.00266785-0.249444j -0.00148808-0.0234093j 0.000965601+0.156628j 0.00284477+0.157956j 0.00233141-0.0424999j -0.00144365+0.0495181j 0.00111588+0.0558085j 0.00310536-0.188911j -0.000682562+0.0419574j 0.00316069-0.0507787j 0.00414501-0.106402j -0.00093701+0.186939j -0.00229236-0.0880524j -0.0043673+0.0304635j -0.000632509-0.0526957j -0.00181539+0.0258902j 0.0017532+0.0495594j -2.6151e-05-0.208996j -0.00185954-0.000116773j 0.00422587+0.0365708j 0.00112791+0.0386576j -0.000647441+0.238705j 0.00131163-0.16531j 0.001926-0.205864j 0.000701739-0.288509j -0.000894681-0.470699j -0.000310891+0.0859823j 0.000241186-0.0524334j 0.00170885+0.12981j 0.000695498+0.0683123j 0.00236859-0.104889j -0.00011711-0.106668j -0.000775754+0.106533j -0.00112751+0.155824j 0.000546651-0.0393208j -0.000698685+0.0659828j -0.00112832-0.0783776j 0.00275021+0.0342646j 0.00160124+0.030069j 0.000681319+0.0167045j 0.00183672-0.0626352j 0.000253097-0.0221303j 0.000198532+0.00798673j -3.24976e-05-0.0183974j 0.000695892-0.000348225j 0.000343688-0.00772581j 
-0.00124607+0.00964355j 0.00173161-0.00281594j 0.000881862+0.00182287j -0.000442319-0.0050749j -0.00205581-0.00567945j 0.000273095+0.00810647j 0.000742839+0.0181654j -0.000808503-0.00744379j 0.00183974+0.00247591j -0.00124769+0.0232602j -0.00034023-0.0552862j 0.0025087+0.025083j -0.00243635-0.107546j 0.00484063+0.0721847j 0.00311067+0.0248871j -0.000123842-0.0227582j -0.000132556-0.0540316j 0.00018611-0.0378209j -0.00232647-0.0165529j 0.00551471+0.0149307j 0.00662544+0.0842639j 0.00215692+0.0143339j 0.00348957+0.0695403j 0.00565066+0.0757935j 0.00264187-0.149517j 0.00216304-0.042334j 0.000594074-0.0369198j 0.00182434-0.112479j 0.00258557+0.00966178j -1.06182e-05+0.109729j 0.00342153-0.0310375j -0.00197307+0.0265182j -0.00696909+0.0143122j 0.00240994+0.0562125j -0.00418199+0.0697926j 0.00700595+0.0530749j 0.00640223+0.0872739j -0.000130744-0.0137711j 0.00256698-0.00196518j -0.00433011+0.0244616j -0.00246511-0.0814456j 0.000969011+0.0593909j 0.00485039-0.0738777j -0.000914176-0.0188448j 0.00134854-0.0099676j -0.00391124-0.105212j 0.000362822-0.0159556j -0.00765226-0.149132j 0.000714989+0.0641673j -0.00167708+0.00959504j -0.000197617-0.0303155j -0.00222364-0.0960635j -0.00257916+0.126848j 0.00272572-0.126713j 0.00181266+0.126527j 0.00392692-0.0358031j -0.00207756+0.139586j -0.00255837+0.044644j 0.000424983+0.0324432j -0.00220007+0.196448j -0.000535199-0.0678493j -0.00165323+0.275525j 0.00247819+0.160377j -0.0047162-0.159445j -0.00279559-0.0624424j -0.000967369-0.107485j -0.00348058-0.00221824j -0.00251537-0.0219633j -0.00092143-0.0768933j 0.00122181-0.278012j -0.00150109-0.060146j -0.00281896+0.429027j 0.00111386-0.249549j 0.000565283-0.12278j -0.00263688+0.281114j 0.000557753+0.0565232j -0.000687347-0.120337j 1.35501e-06+0.051833j 0.00203659-0.0856758j 0.00369764-0.0851531j 0.000557417-0.0936264j -0.000879974-0.0759826j 0.000141135+0.06839j 0.0027337+0.0367248j 0.0018186-0.00387207j 0.00349056-0.0727479j -0.00228622-0.028698j 0.000676502+0.0334775j -0.000243263-0.000691863j 0.00037191+0.00470128j -0.000113932-0.014537j 0.000439461+0.00437293j 
