-0.0225281-0.00540259j -0.00415435+0.00445498j -0.0203904+0.00125789j -0.0146537-0.00483358j 0.00835396+0.00232171j 0.0241233+0.00310865j 0.0251827-0.00149512j 0.0183216-0.00351332j 0.00256151-0.000477921j 0.0106848-0.00280755j -0.00583429+0.000921756j 0.0206483+0.000759663j -0.00401692+0.00410027j 0.00627946+0.00314191j 0.00392927-0.000673264j -0.0103437-0.000493651j 0.0134301-0.000973373j 0.00770199-0.00074138j -0.0242545-0.00229461j -0.00258617+0.00209755j 0.00992404-0.00138594j 0.0121779-0.00181954j -0.00487546+0.000246533j -0.0169636+0.00111769j 0.00814384-3.83331e-05j -0.00337044+0.00250183j -0.0108203+0.000218823j 0.0263883-0.000925088j -0.0187486+0.00053577j 0.00558355-0.000989524j -0.00104826-0.00183271j -0.00173348+0.000420857j -0.0166162+0.00135002j 0.0220917+0.000988202j -0.0152058+0.000507722j -0.00832022+0.00157482j 0.0159097-0.00263211j -0.00331192+0.000240665j -0.00336444+0.000365617j -0.0174004+0.00176628j -0.00401237+0.00311574j 0.00180594+0.00153121j -0.00422302-0.00120436j -0.000227064+0.00225263j 0.0363219-0.00040428j -0.0126344+0.00679437j -0.0160255-0.000282301j -0.0162791+1.16752e-06j 0.00818747-0.000502149j 0.020574-0.0107287j 0.0511022-0.000670317j -0.0332537+0.00897372j -0.0331981-0.00976375j 0.0385347-0.0005971j 0.350974+0.0271297j 0.797514-0.0143095j 
-0.0124734+0.00391099j 0.00235488+0.00158905j 0.00578667+0.00254148j -0.0182015+0.0030044j 0.0119199-0.00150027j -0.00840523-0.000812448j 0.0320259+0.00310438j 0.0102058-0.00243944j 0.0011413-0.000891002j -0.0170475-0.00208412j 0.0316983+0.0017145j -0.00194913-0.00211969j -0.0366324-0.000487678j 0.0123356-0.00241161j -0.0197513+0.00513484j -0.0354893+0.00426451j 0.00915866+0.00355161j -0.0339327+0.00285069j 0.0167147+0.000807893j 0.030456-0.002822j 0.00672726+0.00276889j -0.0109403-0.00116822j -0.00453444-0.00390499j -0.0539023-0.000507392j 0.00755482+0.00522634j 0.0149298-0.00370253j -0.00654704+0.00624817j 0.0332671+0.000441949j 0.0176061-0.00355441j -0.00131024+0.000189609j -0.0258459+0.00386065j -0.0399461+0.00893692j -0.0442481-0.00152775j -0.0187694-0.000829898j -0.0421678-0.00454529j -0.026045-0.0017028j 0.0103191-0.00123744j 0.0222273+0.00185447j 0.0223395-0.00101895j -0.0186818+0.00187476j -0.0371955-5.67643e-05j 0.0462671+0.00353717j -0.0892957-0.00860626j -0.065999-0.00386681j 0.113776-0.00614504j -0.000736352-0.00728944j -0.0170791-0.0155691j -0.209922+0.00475442j 0.0649949-0.00124333j -0.167593+0.00357148j -0.0237038+0.00716906j 0.0651721+0.00295635j 0.0364573-0.00832563j -0.0697171-0.000227926j -0.0359656+0.00350535j -0.0728559-0.00759143j 
-0.010814+0.0038574j 0.00554095-0.000938439j 0.000559578-0.00422345j 0.0112142+0.0014773j -0.0127844+0.00334239j -0.0191995+0.000744591j -0.00728419+0.00372272j -0.00591104+0.000251315j 0.00421361-0.00181901j -0.0189209-0.00393194j 0.0175616-0.000844978j 0.0233361-0.00195169j 0.0355067+0.00119998j 0.000208753+0.001294j -0.0160812+0.000947183j -0.0436218+0.00255879j 0.00660638+0.00285003j -0.0237819+0.00441772j -0.0183521-0.000448719j 0.0243666+0.00257756j -0.00576699+0.00282522j -0.00929234-0.000795967j 0.0226206-0.008701j 0.0008783-0.0015666j 0.0257456-0.00299505j 0.0375742-0.00135518j 0.011341+0.000676628j 0.0297851+0.000602724j -0.00805998-0.00615088j 0.0146028-0.00442963j -0.0432418+0.00319487j 0.0163+0.00152217j -0.0404248-0.00301319j 0.0498298-0.0143534j -0.0229415-0.00407816j 0.0146413+0.0104295j -0.0198098+0.00136004j 0.0420634+0.00165531j 0.00244651-0.000554925j -0.0784212-0.00294968j -0.0329928+0.00349258j -0.0439855-0.00310438j 0.0198448+0.00890287j -0.119555-0.00235662j 0.0828421-0.00583054j -0.084853+0.00962861j -0.0204025+0.00629485j 0.274551+0.000133447j -0.0170851+0.012289j -0.0638694+0.00380173j -0.0177348+0.00075111j -0.0174423+0.00358126j 0.0390009-0.0003966j -0.0956506+0.00767775j 0.00196104+0.00301601j -0.0279001+0.00033351j 
0.00395965+0.000305545j -0.00635328+0.000731688j -0.000433801+0.001027j 0.000649652-0.000784542j 0.0136875+0.000723895j 0.00203576-0.00112115j 0.00343297+0.000314011j 0.00815454-0.00141011j -0.00697346-0.000502615j -0.00999479-7.82423e-05j 0.00863768+0.000615693j 0.022259+0.00109994j -0.00899451-0.00320078j -0.00714918+0.00115364j 0.0296718+0.000933669j -0.0265169+0.00235994j 0.0167673+0.00581993j 0.0446334+0.00166593j -0.00120226+0.00323234j 0.00276317+0.00299533j 0.0202241-0.00531861j 0.0623948+0.00288165j 0.0309171+0.00504118j -0.0211616-0.00283447j 0.00693243-0.00254875j -0.0691875-0.00300942j 0.0257411-0.000622859j 0.0203832+0.000572227j 0.0121916+0.00089307j 0.043496-0.00513704j 0.0294831-0.000500711j 0.0488592-0.00119174j -0.00794936+0.000697722j -0.010978-0.00288512j 0.03063+0.00443496j -0.0295962+0.000286768j 0.0685178-0.00270805j 0.0289499+0.00304652j -0.0490524+0.00554264j -0.0721095+0.00204201j -0.0590719-0.00749303j 0.00149325+0.0020098j 0.0698485+0.00237449j 0.038052+0.0060339j 0.0314541+0.00359036j 0.0356675+0.00201311j 0.12175-0.00376811j -0.0126997+0.00193396j -0.0596212+0.00131845j -0.102445+0.0024843j 0.011396+0.00657262j 0.0215268+0.000531987j 0.0903399-0.00124722j -0.00182742-0.00739249j -0.0727949-0.00557521j 0.0157037-0.00705199j 
-0.00145515-0.0016186j -0.00935987+0.00243319j -0.0179616+0.00228229j 0.0053132-0.0018525j 0.000434794-0.000614161j -0.00975787-0.00330155j -0.032233-0.00132458j -0.0227649-0.0010827j 0.00053422-0.000767336j -0.0293643+0.000411236j -0.000906376-0.0057701j 0.00290067+0.00306375j 0.0211577-0.004931j 0.0126606-0.000102289j -0.00232196+0.00139447j 0.00367434-0.000990288j -0.0150691-0.000218304j 0.034757-0.000461658j -0.0581429-0.000613796j 0.0115147-0.000657872j 0.00360805-0.00215165j 0.0601663-0.000740922j -0.0278745+0.00210851j 0.0146841-0.00586251j 0.0197074-0.00529337j -0.0167649+0.00439144j -0.0432241-0.00628416j 0.0158577-0.000856165j -0.000515623+0.000771555j 0.0133948+0.00251049j 0.0287967+0.00643536j -0.0559577+0.00370305j -0.00739241+0.00214238j -0.00551747-0.00568064j -0.00324154+0.001508j 0.00309244-0.00416876j -0.0268052-0.00724346j -0.0305611+0.00469629j -0.00824223-0.00308493j 0.00708044-0.00630049j -0.0334568-0.0158174j -0.0104081+0.00649059j -0.0560199+0.000854385j 0.0571309+0.0112311j -0.0428849+0.00236029j -0.217237+0.0114929j 0.184633-0.00204694j -0.0107533+0.0119305j 0.0370153-0.00699242j -0.0304344+0.00831329j 0.117108-0.00122594j 0.0336969-0.00562361j -0.0179105-0.00279738j 0.00329164-0.00400473j -0.0229438-0.000669185j -0.0117056-0.00277128j 
-0.00976409-0.000549859j -0.00618862+0.00188576j -0.0121014+0.00196835j -0.00306624-6.3725e-05j -0.00216891-0.000502362j 0.0172245-0.00190338j -0.00749254-0.00289932j -0.0121833-0.000509976j -0.00713603+0.000147227j -0.0188115+0.00415556j 0.0115939-0.000226386j -0.00709317+0.000272566j -0.00647118-0.000952244j 0.0101186-0.00365758j 0.00720277+0.00177976j 0.0190043-0.00123176j -0.00900493-0.00174178j 0.0103664-0.00194927j 0.0409371-0.00366967j -0.00198064-0.00241624j 0.0105415-0.00244578j 0.00873834-0.00751901j -0.00124348-0.00347238j 0.0394875+0.000915771j 0.0209149+0.00303027j 0.0348181+0.00569868j 0.0486508+0.000839698j -0.0384612+0.00626837j 0.00667646-0.00493547j -0.0468797-0.00314788j -0.0523707+0.00649588j -0.0264621+0.00893618j -0.0192477-0.00546424j 0.0325841+0.00152421j -0.0720278-0.000910547j 0.0975873-0.0024037j 0.0134039-0.00316862j 0.0474347-0.000678907j -0.0533749+0.00416964j 0.0293592-0.00361272j -0.068415-0.0040186j 0.121784+0.00366446j -0.0410557+0.0109429j 0.0130109+0.00170076j 0.0411826+0.00590434j 0.015085-0.00248937j 0.0984537+0.00382294j -0.0171883-0.00246153j -0.0302971-0.00636346j 0.144424-0.00521056j 0.00891439-0.00935938j -0.0178924-0.000679918j -0.0450912-0.00753999j -0.0203763+0.00395744j 0.0245169+0.009409j -0.0726533-0.00122692j 
0.00419634-0.000530659j -0.00515009+0.00138978j -0.0105791+0.00241404j -0.00270967-0.00159778j 0.0144598-0.000201245j -0.00274411-0.00337717j -0.00459065+0.00183213j 0.0173126-0.00280976j 0.00805102+0.00230083j 0.0329495+0.00162564j 0.0095017-0.00206773j -0.048207-0.00374802j 0.027967+0.00246668j -0.00534373-0.00163013j -0.0128502-0.00141252j 0.0143967-0.00737498j -0.0440698-0.00489501j 0.0156179+0.00739135j 0.0114726-0.00248349j 0.00844261-0.00353976j 0.00740769+0.00512196j -0.0254331-0.00325664j -0.0308976+0.00173247j 0.0741406-0.00526906j 0.0176935-0.00071036j -0.0207417+0.00334998j 0.02242-0.00535436j 0.0079856-0.000376834j -0.025368+0.00422186j 0.0302674+0.0059286j 0.0420762+0.00677225j -0.0216591+0.00778983j -0.065113-0.00198979j 0.0175737-0.00168202j -0.0433214+0.00276907j 0.0571585+0.00214714j 0.0362217-0.000786245j -0.018241-0.00455743j -0.0281307+0.00446131j 0.0375187-0.000762239j -0.0788535-0.000341901j -0.114698+0.00570651j 0.0125411-0.0102646j 0.0334421-0.00119491j -0.0230136-0.000615036j 0.0102247-0.000240827j -0.0531676-0.00637061j -0.055289+0.00406155j 0.0885393-0.00492217j -0.0424389+0.00811521j 0.110042+0.00233114j 0.0560142-0.00351012j 0.025675+0.000623228j -0.00915974-0.00690654j -0.0430773-0.00592436j 0.0164569-0.00419355j 
0.00277886-0.000873717j 0.0111097+0.00114456j -0.000474382-0.000488299j -0.00176433-0.000686444j -0.00537713+0.000302271j -0.00309522+0.00112524j -0.0140134-0.00221575j -0.00197585+0.00189487j -0.00250051-0.000586294j -0.00220751-0.000665954j -0.0334456-0.00128692j -0.00781481-0.000686178j 0.00168905-0.00108417j 0.0158741+0.00197686j 0.0104515+0.00110709j 0.00978334-0.000592209j -0.0434616-0.00449158j 0.00478671-0.00504645j 0.00523335+0.00131589j 0.00834755-0.000994962j -0.035123-0.00480674j -0.00981222+0.0049335j 0.0580115+0.000212641j 0.0030054+0.00240483j -0.0473331-0.00452271j 0.0370697-0.000435026j -0.0181367+0.0037349j -0.0295517+0.00430448j 0.0217303-0.000954082j 0.0136636+0.00340972j 0.0175156-0.00242987j 0.00169333-0.00252441j 0.0366357+0.00177823j 0.00970162-0.00105631j 0.0461148+0.00510498j 0.00343933-0.00426971j 0.060797-0.000543531j 0.057738-0.000348302j 0.0149326-0.00397397j 0.0375919-0.00241217j 0.0107258+0.00142984j -0.00328982+0.00593223j 0.0433945-0.0111276j -0.0129912-0.00206297j 0.129497-0.0107102j -0.110531-0.00713877j -0.0328179-0.00475114j -0.110299+0.0084131j 0.0961489-0.00384052j -0.0230574+0.00641796j 0.0495541-0.00225648j -0.0635144-0.00431061j -0.0550631+0.00952796j 0.113044+0.00225966j 0.0545831-0.00656255j 0.0750371+0.0114913j 
0.0010959+0.00307244j 0.0066182-0.000282574j 0.00349967+0.000622458j -0.000430505-0.000938951j 0.0312019+0.00188291j 0.00282535-0.00251421j -0.00956934+0.0045346j 0.0274198+0.0010611j -0.0160947-0.00298378j -0.00879306+0.0029504j -0.0117244+0.000399726j -0.00278138-0.00498782j -0.0222927-0.000754955j -0.0600036-0.00088022j 0.00567884-0.000189216j 0.0276589+0.00129975j -0.0160604+0.00331189j -0.0268442+0.00230434j 0.0357275+0.00067671j -0.015878+0.00978217j -0.00630227-0.00612139j -0.0145041-0.00943965j -0.0267567-0.00262673j 0.0248471+0.00254555j 0.00399854+0.00834007j -0.0204512+0.00172953j 0.0187575+0.00264484j -0.0169516+0.00766318j -0.00241311-0.00837167j -0.0152435+0.00281661j 0.0102654+0.00275977j 0.000607665+0.00688022j 0.0530894+0.00366984j -0.0130932-0.00602178j 0.0068045-0.0101912j 0.0348437+0.00591816j -0.0430948+0.00475433j -0.0231193-0.00637333j -0.00171342+0.00756995j -0.021468-0.00549759j 0.033807-0.000618898j 0.0335969+0.00951278j -0.0846226+0.00843031j 0.0337768-0.00232323j 0.248197-0.00251872j 0.0129538-0.012495j -0.0604797+0.0134238j -0.00231707+0.00651176j -0.153753+0.00244114j -0.03272+0.00488611j 0.0849794+0.00633828j 0.03464-0.00312299j 0.09751+0.00660108j 0.017712-0.00199162j -0.0178982-0.00882309j 0.0507759+0.00153574j 
-0.0037549+0.00217712j 0.0175943-0.00215028j 0.0131886-0.00156764j -0.00441313+0.00115166j 0.0105224+0.000447314j 0.00313984+0.000543286j -0.00860077+0.00284541j -0.00017305-1.11123e-06j -0.00930951-0.00154449j -0.0183254-0.00240843j 0.0276329-0.000233025j -0.0157538+0.000662685j 0.00362855+0.00191439j -0.000130543-0.00412945j -5.68341e-05+0.00213462j -0.0245344+9.47737e-05j -0.000958952+0.00294459j -0.01541+0.00272055j 0.0239544-0.00154442j -0.0178201+0.00302038j 0.0335569+0.00423393j 0.0123566+0.00788339j 0.0157557+0.00553058j -0.0725191-0.000382204j -0.0522472+0.00887732j -0.00276389+0.00306221j 0.016107+0.00360757j -0.00586965-0.0102163j -0.0132612+0.00728049j 0.00434342-0.000219679j -0.0183105+0.00328128j -0.0798075-0.00353105j 0.0111694+0.0147097j 0.0181059-0.00224419j -0.0483181+0.00389261j -0.0172802+0.00674496j 0.10322+0.00353807j -0.088484+0.00365369j 0.0411796+0.0107131j -0.130663+0.00580172j 0.0561628-0.014491j -0.0848953+0.000124329j 0.0103923+0.00142119j 0.0999703-0.00109546j -0.0128587+0.00548863j 0.03004+0.00491483j 0.0347589+0.00357109j 0.0688345+0.000748888j -0.0219414+0.00534688j -0.042664+0.00548466j 0.0366856+0.00145478j 0.00175391-0.0038355j -0.0312473+0.00932461j 0.0259677+0.00485318j 0.0595742-0.00271666j 0.0478603+0.0107954j 
0.00758791-0.00072527j -0.000764938+0.000188748j -0.000358359-0.000523278j 0.00666365-0.000912562j -0.00786129+0.00126304j 0.0103415-0.00175445j -0.0112796-0.00132203j 0.000696099-0.000476294j -0.00744417+0.00319499j -0.00323445+0.00222637j 0.00619764+0.00173785j -0.0220678-0.000956581j -0.025218+0.00454087j 0.0179045+0.00122398j -0.0135713+0.00165812j 0.0266566-0.00537329j 0.00188441+0.000159772j -0.00881509+0.00126527j -0.0297217-0.00100801j 0.0097884-0.00447818j -0.0191963+0.00610588j 0.00560092+0.00425869j -0.0272099+0.00468696j -0.0268276+0.000207515j 0.0203035-0.00884378j 0.0160739-0.00119518j -0.0183405-0.00162212j 0.0250098-0.00902088j -0.0360655-0.000572573j -0.0231786+0.00151164j -0.000684268+0.001907j 0.0132859-0.000865173j 0.0440548-0.0124683j 0.020574-0.0042344j 0.00267028+0.00146053j -0.0539684+0.00276312j 0.0335944-0.00218468j -0.0867677-0.0122906j 0.05661+0.00583519j 0.0602749+0.00509909j -0.116582+0.00246071j -0.0954913+0.00447617j 0.072068-0.00101678j -0.0885732-0.00252835j -0.0158028+0.00703166j 0.123314+0.00611921j 0.0777458-0.00623737j 0.061399-0.00589252j 0.0504775-0.000543394j 0.0222125+0.00608936j 0.0833012-0.00321783j 0.0079199-0.00295374j 0.027139+0.00210224j -0.00387303-0.00509055j -0.0263463-0.00586513j 0.0280555-0.00154923j 
-0.0163632+0.000201433j 0.0040842-0.000708328j -0.000844753+0.000393141j -0.00487285+3.67842e-05j 0.00692608-0.000876565j 0.0145189+0.000330314j 0.00936513+0.00199346j -0.00136631-0.00066731j 0.0053155-0.00210721j -0.00119337-0.000219547j 0.0102013+0.000689802j 0.0239891+0.00148484j 0.0101463+0.000449256j -0.0213377-0.00259414j -0.0124773-0.000108443j 0.00838165+0.00242772j 0.0174933-0.000473591j -0.0487936+0.0042085j -0.00307612-0.000354094j 0.0138311+0.00764634j 0.0501883+0.00333613j -0.0178917-0.00594125j -0.0227616+0.00131998j 0.00639196+0.000250283j -0.00249939+0.00508549j 0.0214451+0.00450906j -0.0165073+0.00336538j -0.0242758-0.00323078j 0.00557466-0.00432413j -0.0296569+0.00131569j -0.0321405+0.000462017j 0.00941774-0.00286598j -0.0167929+0.00115839j -0.0781305-0.00225831j 0.00320148+0.01037j 0.0479122+0.000822845j -0.00722596+0.00258622j 0.0433134-0.00532565j 0.0478494+0.00180184j 0.0104831-0.00425651j 0.00354701-0.000200705j -0.113242+0.00821005j 0.0829048-0.00835741j 0.0233079+0.00364492j 0.0413128-0.0108198j -0.113801+0.000944615j 0.00476395+0.00835587j -0.0590477+0.008471j -0.0520691+0.00199064j 0.0457101-0.00231293j -0.0179948-0.00381709j 0.0227402-0.00197584j -0.0732398-0.000231142j -0.0421104+0.0103009j 0.0750247+0.0106731j -0.041018+0.00871674j 
-0.00330756+0.000394763j 0.00835013+0.00108834j 0.00341455+0.000225496j -0.00227798-0.000827736j 0.00889145+0.000877321j 0.0247236-0.00123978j -0.017841-0.0018772j -0.00110707+0.00189444j -0.0185259-0.00109742j -0.0195011+0.00296615j -0.0138189+0.000927458j 0.0312794+0.000930276j 0.0337942+0.000979401j 0.00540448+0.00090068j 0.0311785+0.00172181j 0.00524813-0.000299578j 0.0319807+0.000449259j 0.00961+0.00456936j 0.00490946+0.00796925j -0.0142625+0.00257873j -0.00680117+0.00567441j -0.0401065-0.00716398j 0.00535314+0.00747682j -0.0356927-0.000666378j 0.0109215+0.00336972j -0.0267125-0.00285888j 0.0369031-0.00217626j 0.0461035-0.00330358j -0.0446849-0.00324002j 0.00857965-0.00393451j 0.0067421+0.00489494j 0.0436747-0.000539979j -0.00251825-0.00713099j -0.0571252-0.00900211j -0.043699-0.00349643j -0.0291771-0.00583298j 0.0689628-0.00621283j 0.025405-0.0136758j 0.0626876-0.0074543j 0.0846517+0.00223464j -0.0562484+0.011601j -0.0424658+0.00433788j -0.108836-0.000467351j -0.0574464-0.00149643j 0.0298283-0.001504j -0.0455295-0.00310587j -0.0302415+0.00537741j -0.00863421+0.0045863j -0.0490087-0.00241151j 0.0325284+0.00546238j 0.0916601-0.00526682j -0.030631-0.00500542j -0.0153937+0.00648582j 0.0525901+0.00461784j 0.0463499-0.00152124j 0.0301298+0.00942223j 
0.00782286-0.00105659j 0.00162494+0.000657369j 0.00112815-0.00230631j 0.00760354-0.00119637j -0.0219132+0.00264877j 0.0210381-0.00119322j -0.00661063-0.0033579j -0.00170901+0.000204588j 0.00577073+0.0063855j 0.0376373+0.00119847j 0.00122639+0.0039088j -0.0122176-0.00429947j 0.000306113+0.00268563j 0.0174191+0.00331841j -0.00965836-0.00493177j 0.0147767-2.27311e-05j 0.00475439-0.00506745j 0.00812609-0.00611132j 0.0339268-0.00540785j -0.00549828-0.00278067j 0.00197129+0.00627053j -0.0291376-0.00380411j 0.0122279-0.00832217j 0.0255152-0.00141289j -0.00452918-0.00833045j 0.0478808-0.0081415j 0.022569-0.00629816j -0.0285684-0.00284239j -0.000161187-0.00314843j -0.0522604-0.00134671j -0.0756752+0.00173662j 0.110764+0.00386994j 0.00790074-0.00554177j 0.0716524+0.00293298j -0.0140853-0.00614123j -0.0159767+0.00211083j -0.132593+0.0161604j -0.0588459+0.00251011j -0.00488895-0.00339284j -0.115532-0.00273314j -0.03305-0.00279725j -0.064561+0.007101j -0.013322+0.000197877j -0.0411235-0.00386853j -0.0381635-0.00755654j -0.0731825+0.00963431j 0.03972-0.00764619j -0.063608+0.00493103j 0.0859601-0.00252191j 0.0588591+0.00845626j 0.0716239-0.00630728j -0.0134522-0.000686615j 0.0572385+0.00424716j 0.00624013-0.00467578j -0.00934492-0.00724834j 0.0442214+0.00337655j 
0.0132154+0.00123785j -0.00353596-0.000385071j 0.00589147-0.000226759j 0.00215151+0.000389445j 0.0117387+0.00106192j -0.0179123+0.000233004j -0.0172071-0.000102229j 0.0100874+0.00235054j -0.0248547-0.0017531j -0.0339757+0.00234647j -0.0177715+0.000108307j -0.000937404-9.35152e-05j -0.0150078-0.00260054j 0.0064916+0.00130807j 0.0339944+0.00133572j 0.0169497-0.00168106j -0.00178459+0.00231222j 0.026784-0.000346921j 0.0138293+0.00235249j -0.00785537-0.00442242j -0.00198702-0.00231398j 0.00723781-0.00255018j 0.000151249+0.000886154j 0.0107168+0.000632066j -0.00818339+0.0104256j 0.0145346-0.00517249j -0.0701903-0.00232537j 0.00509992+0.00301098j -0.0225554-0.00667613j -0.042118-0.00120167j -0.00737517-0.0111032j 0.0338076+0.0012625j -0.0950384-0.00419212j 0.0140344-0.00211958j -0.0391196+0.00204316j 0.0293694-0.00219292j 0.00969505-0.00263911j 0.0747616-0.00174796j 0.0468822+0.000595068j 0.0143123+0.00452989j 0.0621263-0.00100542j 0.0161768-0.00787687j -0.0410067+0.00498401j 0.0408102-0.00118821j 0.0342572+0.00956749j 0.120055-0.00888796j 0.0206142-0.00276169j 0.00997121-0.00835491j -0.0693596+0.000654837j -0.0525579-0.00285189j -0.0437948+0.00725717j -0.0363946+0.00421257j 0.089975-0.000119524j 0.0431825-0.00717022j -0.0661943-0.00718577j 0.0232481-0.00909862j 
0.00254541-0.00315379j -0.0085949-0.00314526j -0.00476819+0.00285195j 0.0218537-0.00223168j 0.01067-0.00104879j -0.0183356+5.81776e-05j 0.0134419+0.00355469j 0.0351005-0.00390237j -0.00836406-0.00461022j -0.0279341+0.00124149j 0.0369316+0.00183269j -0.00235923+0.00254401j -0.00741428+0.00429862j -0.0112258-0.00756734j -0.00968793+0.00433079j -0.0452215+0.00149514j 0.0121064+0.00185764j -0.0335079-0.00730041j 0.0272851+0.000216763j 0.0316316+0.00396508j -0.00996443+0.00507368j 0.0290318+0.00343399j 0.059903+0.0033921j -0.0450685+0.00431109j -0.0160984+0.00267054j 0.0220756+0.00689276j -0.000682261-0.00158074j 0.00508782-0.000349473j -0.0273514-0.00610095j 0.0026784+0.00910152j 0.00331748-0.0032225j 0.0685113-0.0139054j 0.0869006+0.00127135j 0.0210631+0.00148681j 0.0222182+0.00300981j 0.0595386+0.00780131j -0.0423429+0.00217933j -0.0338253-0.0115722j 0.0142674-0.00785607j 0.127139-0.00697621j 0.0162022-0.000364799j -0.0986343+0.002828j -0.0153582-0.011102j 0.0932526+0.0122692j -0.0995302+0.00619431j -0.0108802+0.00180148j 0.0147004+0.00315466j -0.03998+0.00385788j -0.0505747-0.0017779j 0.0246303-0.0101453j -0.0587587+0.00404449j 0.0871968-0.00174066j -0.0299267-0.00809202j -0.0893192-0.0047888j -0.0444127+0.00478008j -0.0532341-0.0110859j 
0.0121366-0.00126054j 0.00475706-0.00218795j 0.0111407+0.00149418j 0.0143905-0.000964942j 0.0167575-0.000479736j -0.0131651-0.000170463j -0.00950554+0.000996736j 0.0244039-0.00151828j -0.0108457-0.00225808j -0.0166068-0.00041631j 0.0172965+0.000344484j -0.00736059+0.00111692j 0.0370688+0.00157497j -0.0112561-0.00808697j -0.0199486-0.00633481j -0.0332296+0.000703462j -0.00753184+0.000651931j -0.0221757+0.000576644j 0.000315887+0.00365821j -0.0136616-0.00225109j 0.0303351+0.0146202j -0.0773823-0.00370526j -0.0283967+0.00118243j -0.0484113-0.000183523j -0.0184793+0.00810294j 0.0158303-0.00252848j 0.0239342-0.00382222j 0.0551479+0.00431901j -0.0757452-0.00575116j -0.00818957-0.00588405j -0.0525021+0.00492149j 0.0403689-0.00694614j 0.0286084+0.000294702j 0.0693738+0.00250007j -0.0263338-0.000325176j 0.0167376+0.00215094j -0.0588484+0.00439288j 0.013195+0.00430047j -0.0157702-0.00497361j 0.066632-0.00657459j 0.0460639-0.00468195j 0.0855867-0.00490176j 0.0783663-0.00411797j 0.052875+0.0109527j -0.0414722+0.00374445j -0.0321155-0.00188593j 0.0286591-0.0022384j -0.0743921+0.0051096j -0.0529708-0.00347927j -0.0154849-0.00116691j 0.0208142+0.00326126j 0.0333665-0.00206842j 0.0363729+0.00304375j 0.0180444-0.00734864j -0.0325369-0.00809713j 0.0366999-0.00282745j 
0.0090017-0.000783219j 0.00996575-0.000335157j 0.0110968+9.84919e-05j 0.00319935-0.000129405j 0.00595034+1.95117e-05j 0.000966234+0.000633232j -0.00133805-0.00348031j 0.00272665+0.00124839j -0.00753802-0.00111808j -0.0282164-0.00277823j -0.00792538+0.000436784j 0.0333776+0.00188541j -0.0164567-0.00257503j 0.0135087-0.00435229j -0.00673361-0.00762544j -0.010893+0.00893303j 0.0287829+0.00537197j -0.0360697-0.00810278j -0.057305+0.007674j -0.00674042-0.00262709j 0.00362064-0.000475708j -0.0170317+0.000659357j 0.013192-0.00447307j -0.0882789-0.000228476j -0.0597659+0.00232702j 0.00266223-0.00831301j -0.0249917+0.000400935j -0.00249539+0.00539133j -0.00634693-0.00411518j -0.00966432-0.00535466j -0.024074+0.00922119j 0.0473969+0.00181142j -0.0242043-0.00499766j 0.0307701+0.00678034j 0.00447199-0.000372943j 0.0687027+0.00847251j -0.0566393+0.0057923j 0.0254481+0.00160859j -0.122938+0.00179804j 0.0191432-0.00889622j -0.0788657+0.00263111j 0.0351756+0.00284587j -0.0803932+0.00869472j 0.0432941+0.00649602j 0.00731041+0.00155683j -0.0344964-0.00345747j 0.0119925+0.000633208j -0.0296996+0.00450375j -0.0470572-0.00620205j 0.0136325+0.00103725j 0.0186764-0.00236335j -0.045161-0.000824247j 0.0205109+0.00662987j 0.0829222-0.00171857j 0.0048544-0.00655222j 0.0478997+0.00381357j 
-0.00232465+0.00240567j -0.00791671+0.000490719j -0.00161808-0.00228711j -0.014362+0.00153467j 0.00209277+0.00172874j -0.00996321+0.00054923j -0.00456688+0.00186225j -0.00171122+0.0028409j -0.00693301+0.000814157j 0.0138847-0.0016285j -0.00753079-0.00224494j -0.00753345-0.00326015j -0.0170815-0.00247785j -0.0124954+0.00840652j 0.00550036-0.000833255j -0.00565323-0.0047096j -0.0165498-0.000991767j 0.0257777+0.00761022j -0.0324371+2.3625e-05j -0.051564-0.00140733j -0.0675229-0.00193378j -0.0202975-0.00596526j -0.0382693-0.000800841j 0.0378157-0.00189128j 0.0532766+0.0050143j -0.00927993+0.000970374j 0.0014849-0.0012044j -0.025208+0.000665413j 0.0354744-0.00471315j -0.105549-0.00595484j -0.039464-0.0117552j 0.0449665-3.76211e-05j 0.00505601-0.00497491j -0.0432357-0.0010926j -0.0483602+0.0163331j 0.0419991-0.0054858j 0.0716982+0.00278339j 0.0137819+0.00426105j 0.00535559+0.00141987j -0.074761+0.00468219j 0.0311981-0.0042945j -0.0289719-0.00294186j 0.0166076-0.00443861j 0.0505321-0.00442404j -0.014015-0.00658143j -0.0468121+0.00410061j -0.0339331-0.000818736j 0.00196763-0.000815552j 0.00546064+0.00421083j -0.0716437+0.000728689j -0.0478618+0.00292937j -0.03166+0.00673309j 0.0416026-0.00239394j -0.00126117+0.00279281j -0.00453965+0.00491235j -0.0251762-0.00217093j 
