-0.0225281-0.00540259j -0.00415435+0.00445498j -0.0203904+0.00125789j -0.0146537-0.00483358j 0.00835396+0.00232171j 0.0241233+0.00310865j 0.0251827-0.00149512j 0.0183216-0.00351332j 0.00256151-0.000477921j 0.0106848-0.00280755j -0.00583429+0.000921756j 0.0206483+0.000759663j -0.00401692+0.00410027j 0.00627946+0.00314191j 0.00392927-0.000673264j -0.0103437-0.000493651j 0.0134301-0.000973373j 0.00770199-0.00074138j -0.0242545-0.00229461j -0.00258617+0.00209755j 0.00992404-0.00138594j 0.0121779-0.00181954j -0.00487546+0.000246533j -0.0169636+0.00111769j 0.00814384-3.83331e-05j -0.00337044+0.00250183j -0.0108203+0.000218823j 0.0263883-0.000925088j -0.0187486+0.00053577j 0.00558355-0.000989524j -0.00104826-0.00183271j -0.00173348+0.000420857j -0.0166162+0.00135002j 0.0220917+0.000988202j -0.0152058+0.000507722j -0.00832022+0.00157482j 0.0159097-0.00263211j -0.00331192+0.000240665j -0.00336444+0.000365617j -0.0174004+0.00176628j -0.00401237+0.00311574j 0.00180594+0.00153121j -0.00422302-0.00120436j -0.000227064+0.00225263j 0.0363219-0.00040428j -0.0126344+0.00679437j -0.0160255-0.000282301j -0.0162791+1.16752e-06j 0.00818747-0.000502149j 0.020574-0.0107287j 0.0511022-0.000670317j -0.0332537+0.00897372j -0.0331981-0.00976375j 0.0385347-0.0005971j 0.350974+0.0271297j 0.797514-0.0143095j 
-0.00175961-0.0066908j 1.47615e-05+0.00462835j 0.0717042-0.0029723j -0.00891397+0.0198923j 0.164229+0.00301032j 0.00366283+0.00871307j 0.0651555-0.00160099j 0.0869707-0.00480166j -0.00121143+0.00796245j 0.0213843-0.0049302j -0.0148209-0.00970032j -0.0747357+0.00457801j 0.0200973-0.00799794j -0.0546058-0.000903887j 0.0556274+0.00374047j -0.0253347-0.00244292j 0.0270825-0.00672859j -0.00273514+0.00255135j -0.0573784+0.00194445j 0.016679-0.00643717j -0.0982666-0.00373419j -0.0822146-0.00137066j -0.0388437-0.00155401j -0.0792846+0.00219219j -0.0502995-0.000179588j -0.0761228-0.00258684j 0.0514806+0.00144554j -0.0490842+0.00091013j 0.0736489+0.00221345j 0.00698755+0.000833242j -0.0066774-0.00180756j -0.10514-0.00301301j -0.04797-0.00418177j -0.0038466+0.00855323j 0.037846+0.000129011j -0.0124011-0.00434768j -0.0110878+3.47562e-05j 0.137713-0.0026195j 0.0458647-0.000221993j 0.00956717-0.00221371j 0.0825967-0.00715556j -0.0661895-0.0103022j -0.0905541-0.00209428j -0.0857034-0.00472344j 0.0193835-0.00719697j 0.017775+0.00279857j 0.116244-0.0110632j -0.0718179-0.00399919j -0.245623-0.0022389j 0.272835+0.00611061j -0.0112119+0.0117587j -0.30797-0.0096893j 0.0636602-0.00672217j -0.0753563-0.016243j -0.020768-0.00599971j 0.0181796+0.0047671j 
-0.0142912+0.0197137j 0.00665213+0.00139311j -0.140577+0.0111088j -0.0275436-0.00662264j -0.144969-0.00848574j 0.00609064-0.0147608j -0.0217776+0.00800403j -0.0616549-0.000798309j 0.0872603-0.00203707j 0.0791187+0.00177781j 0.109658+0.00219227j 0.0149113+0.000963961j -0.0412129-0.00204609j 0.125212-0.00523682j -0.15143-4.84426e-05j 0.00438606+0.00283978j -0.0364613+0.000230087j -0.0743209+0.00137145j 0.0260199+0.0053963j -0.0459326-0.00111759j 0.0281691+0.00793144j 0.0114365+0.00399019j 0.0710715-0.0010349j 0.0241264+0.00130402j 0.0926666+0.000855074j 0.0630759+0.00191821j 0.00587675-0.000814904j 0.12675+0.00120731j -0.0433491-0.000891999j 0.0869213+0.000410789j -0.00563467+0.00129428j -0.0786173-0.000277551j 0.0506849+0.00122672j -0.0887135-0.00349612j -0.0173361-0.000765564j 0.0936487-0.00178188j -0.0900135+0.00355128j -0.0227391-0.00394129j 0.0246637+0.000221496j -0.0806356+0.000119682j -0.0604609-0.00489395j -0.0142502-0.00411763j -0.0919442-0.00251405j -0.00448642-0.00329068j 0.0699625+0.00451621j 0.11735-0.00192571j 0.124863+0.00521444j -0.219704+0.00418191j 0.024785-0.00792121j -0.142592+0.00434619j -0.259876+0.00212096j -0.242303-0.0166879j -0.0203197-0.00472074j -0.0422634-0.00792679j 0.0412197-0.0019913j 0.0194596+0.00987724j 
-0.00471983+0.0167599j 0.0128843-0.0194995j -0.0176988+0.00196568j -0.112221-0.00280099j -0.0173654-0.00876948j 0.0704184-0.00356749j 0.100843+0.00881185j -0.0585701+0.00333057j 0.0712502-0.00223973j 0.173893+0.00144232j -0.0306397+0.00418653j -0.0503948+0.00473351j 0.046332-0.00346913j 0.0045939-0.0020341j -0.0165705-0.000551659j 0.0964058-0.00338476j 0.105364+0.00390571j -0.0784224-0.000332116j 0.00597823-0.00193135j -0.101784-0.0019584j -0.105256+0.0024399j -0.125567+0.00282199j 0.142271+0.000280586j -0.0459043-0.00291369j 0.00490647+0.00150237j 0.0732673-0.00126203j 0.0482105-0.000937592j -0.0267932+0.00188382j -0.111513-0.000695832j -0.0104427-0.000331248j -0.000884404-0.00105751j -0.130876-0.00256927j 0.0177676-0.00146471j 0.125056-0.00222058j 0.00358847-0.00193671j 0.101679+0.00268397j -0.0526455-0.000949557j 0.131463+0.00542778j 0.0105418+0.000103265j -0.0610893-0.00407245j 0.0617128+0.000305695j -0.157165+0.00386221j -0.0790587-0.00489404j -0.258841-0.000110982j 0.00997509+0.00788152j 0.058779+0.000189232j -0.0209721-0.00990638j 0.164638+0.00530926j -0.222913+0.0025103j 0.161432+0.00315863j -0.0491973-0.00224148j 0.142796-0.00073115j -0.0881287+0.00510946j 0.0381427+0.0149108j -0.00490907-0.00790565j 0.0399888-0.0013696j 
0.0015234-0.00840285j 0.00770775-0.0214706j 0.045104+0.00772046j -0.0185442+0.00300836j -0.113294-0.0106396j -0.0235159+0.0111145j -0.108539+0.00927701j -0.136544+0.00558148j 0.0503627+0.00103908j -0.0205583-0.00068381j 0.0153542+0.000286684j -0.0291526+0.0067889j 0.122942+0.00197827j 0.101724+0.00367917j -0.0229179-0.0044487j 0.0116949+0.000859301j -0.0364513-0.00046978j 0.0365703-0.00218535j -0.120005-0.00176756j 0.0239534+0.00336547j -0.0232194+0.0020116j 0.0190892-0.00221189j -0.0229876-0.000133959j 0.0698218-0.000289787j 0.0653557+0.00253458j 0.01971+0.00425002j -0.00907784+0.00134242j 0.0639253+0.00473999j -0.0793362-0.00415541j 0.0615646+0.00258788j 0.0631881-0.00134819j 0.110101-0.000904254j 0.0465568+0.000526633j 0.0658242+0.00123337j 0.0715539-0.00274849j -0.0689481+0.000730605j -0.0791366+0.0015466j -0.128455-0.000982276j -0.0570069+0.00181366j -0.0541148+0.0036889j 0.0826236+0.00399072j -0.0855524-0.000958632j 0.0914738-0.0029122j 0.267829+0.0103109j 0.0959061+0.00444255j 0.173447+0.00242634j -0.163046+0.00146183j 0.0666139+0.0049671j 0.278188-0.00383382j 0.290015+0.0030142j -0.0232603+0.0104633j -0.13458-3.88404e-05j -0.0288008+0.00882971j 0.060005-0.00229635j -0.0241918-0.00374799j 0.00446898-0.00736053j 
-0.00773305-0.000697045j -0.00608935+0.00256362j -0.0720913+0.0034821j 0.0414063-0.000401897j -0.118201+0.0010654j -0.0781466+0.00044812j -0.0775791-0.000189808j -0.00963575-0.00376529j 0.0573646+0.001467j -0.0086622-0.000930438j -0.0208938+0.00355468j -0.0108548-0.00138335j 0.0673458-0.00197499j -0.000601004-0.000262109j -0.0703407-0.00115382j -0.131566+0.00123816j 0.017899-0.00298989j -0.0472837+0.000616148j 0.0250197-0.000203277j -0.126283-0.00164552j -0.012328+0.000624141j 0.13605+0.000782943j -0.0235212+0.000721411j 0.0856463+7.84264e-05j 0.0744814+0.000342506j -0.0268443-0.00124067j 0.0988012+0.00166061j -0.0609934+0.000312511j -0.00684428+0.000289142j 0.128922+0.00196272j 0.00496946-0.00123425j 0.114563+0.00304511j -0.0045205+0.000643593j -0.107525-7.88934e-05j 0.0808354+0.000472417j -0.0378703-0.000698539j -0.110288+0.00476535j 0.181993+0.00416988j -0.145293-0.000220861j 0.0344571+0.00447803j 0.0787602+0.00750863j -0.0616656+0.00243032j 0.0322538-0.0053639j 0.0829346-0.00335844j -0.100578-0.0101777j 0.199015-0.0016984j 0.526525+0.00247154j 0.328564+0.000216854j -0.0317117+0.000598425j -0.0407846-0.00431762j 0.137539+0.00363643j -0.0202712+0.00307863j 0.0210152-3.84625e-05j 0.0420489+0.00190289j 0.0217606+0.00485904j 0.00867435+4.40989e-05j 
-0.00916-0.0108909j 0.0176702-0.00803897j -0.00109744+0.00734268j -0.0231539+0.00359206j -0.0601097-0.00642342j 0.0799214+0.00704654j 0.0888794+0.00127933j 0.00632042-0.00014228j 0.0949444+0.0006721j 0.221524+0.00098304j -0.115763-0.0010229j -0.101669+0.00534426j -0.0241542+0.00287547j -0.00873039+0.000576371j -0.017252-0.00178108j 0.157845+0.00140837j 0.0323053+0.000198571j -0.0777349-0.00207404j 0.0667488+0.000190139j -0.125718-0.00113582j 0.00374495+0.00113097j -0.0135584-0.00220655j 0.108526+0.000739139j -0.0124121+0.00109603j 0.0073362-0.00157457j 0.0651288+0.00282978j -0.0236831+0.00127494j -0.0834967+0.000622675j -0.0818911-0.00443713j -0.056778+0.00145475j 0.168646-0.000155681j -0.186379-0.000892657j 0.0929254+0.00317098j -0.188428+0.00180089j 0.0362279-0.00183602j 0.177034+0.00244306j -0.0655025+0.00196186j 0.0863859-0.00224538j 0.0798891+0.00482706j 0.145504+0.00596449j 0.0825785+0.000236368j 0.0335151-0.000275032j -0.088761+0.00277027j -0.165014+0.00578786j -0.383717-0.00223318j -0.114803-0.0022028j -0.0903561+0.00683621j -0.0252568-0.0033282j 0.176186-0.00629372j -0.158883-0.00726936j 0.134773+0.00849107j -0.0959202+0.00102072j 0.0748029+0.00444888j 0.0503977-0.00685722j -0.0143192+0.00282655j 0.0198059-0.000320323j 
-0.019015+0.00460646j 0.0056363-0.00422147j -0.0938689+0.00465708j -0.0254565+0.00554765j -0.0987066-0.00385911j -0.0260197-0.00127578j -0.069658+0.00371391j -0.0377237-0.00339411j 0.0743644+0.00258042j -0.0282811+0.00126965j 0.0280446+0.000229132j 0.0228507+0.00419965j -0.0473949-0.00287527j 0.144703-0.00405331j -0.16211+0.00166927j -0.101237-0.0016504j -0.0915644-0.00194074j -0.00256634+0.000713201j 0.0629842+0.00159694j 0.0230669-0.0071415j 0.0511544+0.00200045j 0.149668+0.00195082j 0.0285927-0.00170505j 0.0856109+0.00176644j 0.0455058+0.000175911j 0.140072-0.000288101j -0.0994409+0.00237082j 0.0331867-0.000557075j 0.0578359+0.00153899j 0.0269386+0.00196828j -0.127366-0.00329368j 0.0138486+0.000429237j -0.0450904-0.00150123j -0.04102+0.0050605j -0.132511-0.00159805j 0.00940882-0.0034522j 0.0249574+0.00210472j -0.0743945-0.00412624j -0.0405738+0.00203235j -0.00330848+0.000689349j -0.161948-0.00291449j 0.239698-0.00315021j 0.149822-0.00077708j 0.124694-0.00538343j -0.114726+0.0014881j -0.422562-0.00683589j -0.150862-0.0103285j 0.333039-0.000172159j -0.158396-0.00499573j 0.0702991+0.00255813j 0.02319+0.000316403j -0.0900782-0.00368246j 0.00424915-0.00174493j -0.0176648-0.00522678j -0.00859577-0.00400067j 0.0213468+0.00515082j 
0.00846303+0.00332641j -0.0232766+0.0123166j -0.0108339+0.00206766j 0.057933-0.00394373j 0.00182247+0.00315397j -0.0404298-0.00742865j 0.0604086-0.00411124j 0.0306008-0.00168867j -0.0216678+0.000100884j -0.102184+0.000124207j -0.05913+0.00015799j -0.177344-0.00378651j 0.199318-1.29624e-05j -0.0981284-4.70739e-05j 0.0080467+0.00210777j -0.0204676+0.00322684j 0.156626+0.00185563j -0.0340367+0.000471727j -0.0181547+0.00210784j 0.0737955+0.00064237j -0.0851859+0.000333289j 0.0502597+0.000708609j -0.198296-0.000118532j 0.034868+0.000835899j 0.116607-0.00183909j -0.0047057-0.00174426j 0.146065+0.000337089j -0.144684-0.00299928j -0.183299-0.00240776j 0.0205053-0.00139913j 0.0754017+0.00462275j -0.0299954+0.00233225j -0.135388+0.00162196j 0.133917-0.00228625j -0.061111+0.00108687j -0.165806-0.00195632j -0.0899546-0.00117572j 0.0794194-0.00290943j -0.234336-6.43796e-05j 0.175072-0.00165805j 0.0801395-0.00521091j -0.156532+0.00302655j -0.118484+0.00231842j 0.0353242+0.000425445j -0.158339-0.000146265j 0.0776381-0.00217164j -0.35102-0.00282588j 0.228869+0.0069889j 0.0133665-0.00476211j -0.0404329+0.00510277j -0.129451-0.00673014j -0.0360627-0.00517586j -0.0158017-0.00343944j -0.0492064-0.0053687j 0.0266491+0.00328817j -0.00781218+0.00503807j 
0.0101605-0.0157775j 0.0248789+0.000609675j -0.00156743-7.37107e-05j 0.0319571+0.00433372j -0.121463+0.00215728j 0.00407988+0.00915242j -0.033584-0.00378629j -0.134517-0.00271034j 0.0843006+0.00217228j 0.0273663+0.00127058j -0.0410392-0.00145231j -0.0782985+0.000405149j 0.0743639+0.00561894j 0.153906+0.000172899j 0.00192945-0.00126214j 0.153598+0.000146516j 0.0704262-0.00357232j 0.0722311-0.00171935j -0.0349623-0.00146125j 0.0432099-0.00209902j -0.108947-0.00111515j 0.096495-0.000206206j 0.170713+0.00168241j 0.0408636+0.0011935j 0.0878392-0.00186078j 0.0300146+0.00242486j 0.0078006-0.00175751j 0.00148684-0.0020348j -0.208193+0.00120653j 0.00636552+0.000530478j 0.0402762-0.000505021j -0.055589-0.000235831j 0.0467101+0.000535789j 0.237987+0.00800857j 0.0276162+0.00286483j 0.0335097-0.00494932j 0.10115+0.000474884j 0.101133-0.00235783j -0.224942-0.00157757j -0.0320186+0.00157777j -0.023186-0.00125617j -0.103802-0.00520948j 0.0313421+0.000949134j -0.192954-0.000578063j 0.4455+0.00239033j -0.151971+0.00113595j 0.104139-0.00138846j 0.0517452-0.00441386j -0.0331696-0.0061594j -0.184455-0.00532585j 0.000889791-0.00453852j -0.0549641+0.00223637j 0.0344292-0.00358472j -0.0146196-0.00855533j -0.0175326+0.000817259j -0.0257369-0.00227288j 
-0.00951363+0.00277114j -0.00700882-0.0030005j -0.0385771-0.00161041j 0.0174554+0.000622302j -0.124089+0.00130111j -0.1388+0.000315879j -0.0603786+0.00109653j -0.0936508-0.000720863j 0.0450944+0.000738067j -0.14774+0.000737936j 0.0408447+0.00222214j -0.0913712+0.00027363j 0.0968712-0.000246808j 0.0583724+0.000154033j 0.0248067-0.000443338j -0.0905059-0.00217791j -0.0273937+0.000731591j -0.178879+0.000206894j -0.140628-0.00110919j 0.0512905-0.000946421j -0.0367566-0.0012137j 0.0255504+0.00110585j -0.104214-0.000969582j -0.034744-0.000321045j 0.172168+0.00122176j 0.0150135-0.000943567j -0.0518516+0.00110679j 0.0704088+0.000496814j 0.0619801+0.000579789j -0.0913479-0.00182107j 0.137782-0.00118015j -0.0443739-0.000126734j -0.0880861-0.0019245j 0.0461732+0.00214041j 0.161434+0.000356711j -0.249413+0.000682666j -0.224846-0.000776047j -0.114439-0.000260648j 0.205784+0.0028571j 0.0887848-0.00061636j 0.277728+0.00191391j -0.11281-0.00199958j -0.331739-0.00043936j 0.0425187-0.00262441j 0.0359589+0.00149112j -0.373604-0.00271695j 0.1286+0.00105966j -0.127055-0.00521577j -0.0103625+0.00446752j -0.0462107-0.00318252j 0.0340354+0.00134876j 0.0284975+0.0017631j -0.0442995-0.00242279j 0.0193784+0.00368552j 0.00469012-0.00135367j 0.000833382-0.00219586j 
0.00567205-0.00479504j 0.00286758+0.0048789j -0.0341149-0.00166137j 0.0238464+0.00145705j -0.0658876+0.00397785j -0.0451532+0.002657j 0.0268478-0.0035478j -0.0250843-0.00337887j 0.098501+0.00104245j 0.185938-0.00149872j 0.090951-4.50443e-05j -0.190726-0.00104245j -0.0397066-0.000374938j -0.0221405+0.000536583j 0.0564767-0.000183964j 0.0539801+0.000629117j -0.222384-0.00146178j -0.115325-0.000606321j 0.00268237-0.00108066j 0.0623577-0.0014423j -0.0920838-0.00239417j -0.245289+0.000743207j 0.0797066+0.00237675j 0.0654003-0.000586615j 0.0953019-0.00172883j 0.0484714-0.00207952j 0.0820251-0.00096567j 0.101634-0.000502479j 0.262022+0.00328878j -0.025231-0.00128991j 0.111055-0.000457927j -0.0677186+0.000783863j -0.179691-0.00111832j 0.0879725+0.00120658j 0.0386162+0.00148351j 0.178894-0.00311354j -0.126321-0.000563528j 0.0585788+0.00275563j 0.275296-0.000743155j 0.136201+0.000713463j -0.334168-0.000521348j -0.0920767-0.000324336j -0.0555673+0.00138125j 0.298031-0.000327345j 0.161235-0.0016114j 0.12914+0.00198324j -0.108661-0.00450382j 0.157856-0.000797729j 0.00197311+0.000580338j -0.054243+0.000921549j 0.0783117-0.00176384j 0.0333295+0.00223451j 0.00033091-0.0016725j -0.0162361-0.001426j 0.0111662+0.00298087j -0.00431098-0.000883848j 
-0.00224732+0.00285139j 0.0029725-0.00244652j 0.0363208-0.000973685j -0.0391619+0.000329233j 0.0603212-0.00142988j 0.0208215-0.000714254j 0.128721+0.000789044j -0.0374375+0.00238759j 0.0318725-0.000792615j 0.0572737+0.000349489j -0.0406341-0.000692028j -0.132713+0.00171359j 0.113235-0.00169172j -0.0682409-0.000468201j -0.0156478+0.000841268j -0.137121+0.00114527j 0.0209897+0.00201511j 0.0937309-0.00183489j -0.076421+8.23826e-05j -0.0154896+9.1639e-05j -0.0287402-0.00213591j -0.0548138-0.00192096j 0.017865-8.25169e-05j -0.208518+0.00149071j -0.0187999+0.00263892j 0.156992+0.000487745j 0.0556897+0.00238375j -0.0645554+0.00184681j -0.0335974-0.00163895j 0.213501+0.00192311j 0.160344-0.00038003j -0.0621803+0.000118646j -0.215529-0.00268013j 0.00909266+0.000949231j -0.150916-0.00387759j -0.0798004-0.00148414j 0.063656+0.00105994j 0.288054-0.00364275j 0.00378767+0.000460529j -0.308253-0.00336354j -0.0813247+0.00200998j -0.23218-0.00229736j 0.283914+0.0047253j 0.238055-0.000877846j -0.120259+0.00245395j -0.174278-0.00486147j 0.105581+0.00471504j -0.16652-0.00473114j 0.0804109+0.00288092j -0.104646-0.00500455j -0.0290268+0.00365147j 0.0197188-0.000648978j -0.0362753-0.00172653j -0.00349256-0.0021252j -0.0129685-0.00323412j 0.00112864+0.000719779j 
0.00233723+0.0030372j -0.00776363+0.00307064j -0.00376393+0.00171899j 0.0119761-0.000630752j 0.0137974+0.000176064j 0.0519441-0.00367851j 0.0377627-0.000527487j 0.0102574-0.000512114j -0.0398182+0.000893688j -0.0427786+0.000843691j -0.0419858+0.000479622j 0.0605396-0.00156848j 0.054882+4.24144e-05j 0.0442305-0.0011359j 0.292609+0.000409342j 0.0110678+0.00156175j -0.0616905-2.401e-05j -0.090014+0.000148828j -0.199719-6.36484e-05j -0.0690365-0.00181134j 0.189076+0.00138394j 0.0968793-0.000918571j 0.0576392-0.0015843j -0.0409201+0.000593062j 0.211819-0.000537461j -0.128319+0.000259862j 0.0439983+0.000180292j 0.182318-0.000311379j -0.00172368+0.000189477j -0.159139+0.000452082j 0.39648+0.00295199j 0.167753+0.00437037j 0.0149109+0.00141248j -0.091456-0.000947934j 0.292147-0.000113855j 0.074627-0.000418076j 0.18215+0.00182556j 0.0360858+0.000299055j 0.209063+0.00111248j 0.0159856-0.000728582j 0.0722361-0.000744027j -0.00527026+0.000250863j 0.320611+0.00231335j -0.103147-0.00201673j -0.0339045-9.62218e-05j 0.00647215-0.00126619j -0.0234179-0.00214119j 0.109939+0.00346445j -0.100473-0.00349226j 0.000327174+0.00108602j -0.106347-0.00521266j -0.0227047-0.00254117j 0.00238604-0.000697804j -0.0107794-0.00144187j -0.00309485+0.000132169j 0.00386397+0.00436932j 
-0.0334049+0.00425349j -0.00655459-0.00739543j -0.0428334+0.00176946j -0.0231333+0.000682017j -0.0842913-0.00383759j -0.0668474-0.00102427j 0.0268801+0.00371539j 0.0502656+0.00135293j 0.0173193-0.000783751j -0.0810684+0.00100932j 0.00544678+0.000414479j -0.0884963+0.0031539j -0.0362409+0.000110141j -0.0194562+0.000467825j -0.0268917-0.000834816j -0.145755-0.00207742j -0.0389697+0.00233441j -0.272174+7.60373e-05j 0.18655-0.000280455j 0.0352058+0.000739378j 0.00658782+0.00230598j 0.0482242+0.000525507j -0.0656105-0.00140791j 0.0199115-0.00135128j 0.0612682-0.000351846j 0.0984235+0.000469844j 0.142549+0.000278205j -0.19521-0.00124738j 0.112991-0.000291944j -0.0775159+0.000102196j -0.0594057-0.000245779j 0.0837575-0.000279256j -0.0530493+0.00295426j -0.171479-0.00193237j 0.0549568-0.00175293j -0.159482+0.00480632j 0.0795973+0.000526184j 0.267614+0.0023726j -0.136943+0.0003825j 0.394817+0.0036051j -0.0730174-0.00324155j 0.0107965-0.00262274j 0.272883+0.00253931j -0.111646+0.000918619j 0.240011+0.00597952j -0.000101955+0.00143349j -0.0591082-6.76084e-05j -0.195298-0.00332918j 0.0661742+0.00268478j 0.0446327+0.00075607j 0.0266363+0.00220499j -0.0069812+0.000611115j -0.00223087+0.00298158j 0.0341771+0.00428061j -0.00179686-0.00103863j 0.0223207+0.000249382j 
-0.00714815+0.00278989j -0.0191351-0.00324282j 0.0437464+0.00492845j 0.0204939-0.00278727j 0.04863-0.00570036j -0.0837869-0.00172809j -0.0782838+0.0018429j 0.0343933+0.00315226j -0.0591735-0.0025465j -0.099142+0.000753891j 0.184305-0.000642427j 0.0805245+0.00211366j 0.0480115-0.00231774j -0.0251034-0.00144054j 0.000685076-0.000978592j -0.014462+0.000244176j -0.0705946+0.00165579j -0.0123497-0.00152831j -0.133951+0.00135994j 0.321929+0.00333782j -0.0164303+0.000617491j -0.0958799-0.00207924j -0.033045+0.000881538j 0.0371199+0.00101074j -0.0940774+0.00419447j -0.0303728+0.0016769j -0.131229+0.0026772j 0.155412+0.0049889j 0.0476329-0.00485844j -0.0499737+0.00240809j -0.187398+0.000181719j -0.0385226-0.00134738j -0.135157+0.00334568j 0.11074+0.00324089j -0.00983236-0.00132385j 0.0191362+0.00036933j 0.035041+0.000533808j -0.0831162-0.00133087j 0.0356197-0.000283205j 0.0901649+0.000923479j -0.188003-0.00425944j -0.343278-0.00438131j 0.127605+0.00231065j -0.38945+0.00192127j -0.140109+0.0004507j -0.019009-0.00844569j 0.105501+0.00505262j 0.0939895+0.000475737j 0.140176-0.000414882j -0.0242013-0.00558641j 0.0733752+0.00737726j -0.050905-0.00577263j -0.0368963-0.00106285j -0.0107466-0.00735558j 0.00573851-0.00159818j 0.00317214+0.000478128j 
-0.000681335-0.000199056j 0.0193404+0.00105515j -0.0582772-0.00409805j -0.0546234+0.00488734j 0.0119048+0.0027729j 0.0478946+0.00252366j -0.0438995-0.00114706j 0.0331876-0.00240425j 0.0278175+0.000903698j 0.0978571-0.0016583j -0.0142844-0.00108495j 0.0790966-0.000340903j -0.09805-0.00237052j 0.18037-0.00098144j 0.00677164+0.000171819j 0.0351915-0.000222896j -0.0570038-0.00179008j -0.106787-0.000337002j 0.0541771+2.97969e-05j -0.204721-0.0034295j 0.090896-0.00222199j 0.154037+8.08534e-06j -0.116274-0.00311136j 0.140268+0.000959053j -0.0908964-0.00184744j -0.083745-0.00404518j -0.0610263+0.00128195j 0.143216-0.000538632j -0.199627+0.00151358j -0.0616731-0.00159844j -0.0165774-0.0006287j -0.0999613-0.00190536j -0.131537-0.00286748j -0.318767+0.000616144j -0.0581909-0.00145358j 0.0470979-0.00180938j 0.198913+0.00065281j -0.173385+0.00170543j -0.194694-0.00228495j 0.115159-0.00321024j -0.0238537-0.000193313j -0.470418-0.00364889j -0.0814587+0.0030647j 0.175138-0.00244068j 0.0189169-0.00112867j 0.0240439-0.000109244j -0.0430801-0.00307928j -0.0732197-0.00398741j -0.0879015+0.00382792j 0.00130684+0.000894279j 0.048463-0.000358473j 0.0632437+0.000751227j 0.00893628+0.000203083j -0.0235776+0.00027829j -0.0153899-0.00183048j 0.00057178+0.00166803j 
0.0014902-0.00653111j 0.0233344-0.00183428j 0.0204389+0.000342994j -0.0300554+0.00135905j 0.0339589-0.00100191j -0.0161474+0.00418038j -0.0787336-0.00167442j 0.080135+0.000259826j -0.0337979-0.000499047j -0.027145+0.000899819j -0.147606-0.00070263j 0.164317+0.00128883j 0.0245394+0.00116935j 0.078022-0.000239817j -0.15099-0.00115937j -0.242858-0.00192575j 0.0115489-0.000670462j -0.0254418-0.00237109j -0.0372307-0.00145782j -0.226151+0.00164053j 0.0353543-0.000880099j -0.0329873-0.000275095j -0.00727336+0.00135667j -0.0378887-0.00216823j 0.0685977-0.00219472j -0.00463672+0.00117357j -0.110711-0.000979381j 0.137603-0.000187193j -0.0229394-0.000800303j 0.409765+0.000407653j 0.00711872+0.000861014j 0.308207+0.00189818j 0.0856412+0.00326221j -0.103979+0.00127617j -0.143009+0.00282133j -0.146671-4.30157e-05j -0.0320742+0.00031871j 0.204369+0.00169664j 0.271565+0.00166454j -0.00910703+0.000365004j -0.122419-0.00298041j -0.0970252-0.000785158j -0.196194+0.000694873j -0.192655+0.00176779j 0.053031+8.42929e-05j 0.0494147+0.000795489j -0.19445-0.00298331j 0.0301578+0.00106498j -0.0178222-0.00352095j -0.0320764+0.000334526j 0.0274493-0.00138337j 0.0203758+0.000512811j 0.0288419+0.00139989j -0.018356-0.00279752j -0.0141078-0.000881482j -0.0123406-0.000664773j 
-0.0190364+0.00213864j -0.00529044-0.0054112j -0.0188795+0.00022938j 0.0119019+0.00117815j -0.0782579-0.00236501j -0.0489024+0.00124599j -0.0892779+0.00363491j -0.0471093+0.00160307j -0.0336594-0.000468734j -0.214124+7.23067e-05j 0.0663378-0.000784655j -0.0590491+0.00163477j 0.215416-0.000387214j 0.0795655+0.000986326j 0.119838-0.00135994j -0.0608087+7.83813e-05j 0.0584103-0.000567274j -0.0527786-0.000174665j 0.0425665-0.000767314j -0.0152406+0.00256834j 0.0745206+0.000309682j 0.0996738+0.00169292j 0.0377586-0.0015298j 0.098206+0.00137701j 0.0873425+0.00189474j -0.142033-0.000743378j 0.308086+0.000204056j 0.00924401+0.000664468j -0.0120331-0.000442725j -0.0421193+0.00165067j 0.026758-0.000616509j 0.0428203-0.00384946j -0.0780505-0.000711965j 0.158121+0.00218392j -0.0842712-0.00134647j 0.20767+0.00175225j 0.434428+0.00282513j 0.131671+0.000798315j 0.0346984+0.000814469j -0.0743501-0.00115545j -0.226238-0.00146798j 0.124381+0.00221172j -0.342409-0.00354949j 0.000329542+0.000315349j -0.155685-0.0028789j -0.0306391+0.000810092j 0.00777721+0.00335929j -0.0866099+0.0004493j 0.0317387+0.0026113j 0.034905-0.000436712j 0.0605115+0.00584445j -0.0142832-0.00208406j -0.00627147+0.000449339j 0.0211219+0.00169228j -0.000637725-0.00252599j 0.00330593-0.00195115j 
