0.0840437-0.0502772j 0.0210897-0.017661j -0.0320204+0.0735871j -0.0223485+0.108496j 0.0544598-0.0486002j -0.0145391-0.0150506j 0.00653719+0.0363095j 0.015552-0.11224j 0.0212105+0.0445403j 0.00862094+0.0602578j -0.03057+0.051278j 0.00254258-0.0897405j -0.00275793+0.0434685j 0.027872-0.0235758j 0.00909053-0.0233887j -0.000200312-0.0325647j 0.00854931-0.0242929j 0.0229195-0.0290964j -0.0529243+0.0616892j -0.00908906-0.0025109j -0.00367428+0.019693j 0.00548236-0.0162564j -0.00126927-0.00564481j -0.0324969+0.0576968j 0.0247918-0.0159571j -0.0940628+0.0471662j 0.0335707-0.0014774j 0.005234-0.0461393j -0.0115903-0.0162192j 0.0184161-0.0185876j 0.0179308+0.00740275j 0.0680162-0.0589658j -0.044964+0.0115409j 0.0672729-0.015884j 0.0157457-0.0280699j 0.0309151-0.0340571j -0.124214+0.0758108j -0.0241077+0.0061543j -0.031906-0.00117006j -0.131562+0.150849j -0.0426345-0.181192j -0.00668178-0.00203718j -0.217563-0.0429516j 0.110625-0.206914j -0.0209868-0.0265999j -0.0815521+0.0175071j -0.138606+0.0691466j 0.0824339+0.0852514j 0.0594072-0.0983392j 0.0120171-0.0418555j 0.0991395+0.0646317j 0.047665-0.0508807j -0.0836766-0.0199381j -0.00925319+0.0606427j 0.00680127-0.0572902j -0.045796-0.0197975j 0.010074+0.00547018j -0.00473472+0.0199805j 0.0250271-0.0236821j 0.00481827-0.0233963j -0.00235266+0.006757j 0.0178055-0.00162556j -0.0457682-0.0135845j -0.00557317-0.0255877j 0.00382622-0.0050888j -0.00991185-0.0308977j 0.0129608+0.0116726j -0.0184464-0.0296281j -0.00941821+0.0138683j -0.0269208-0.0233974j -0.000874595+0.0143168j -0.0331741-0.00993916j 0.0231559+0.0059323j -0.00512731+0.00962524j 0.0220017+0.0265672j 0.0221985-0.0172743j -0.0173828-0.00377029j -0.0450834+0.00527615j 0.0247645+0.000114654j -0.00294361-0.0326829j -0.0163729+0.00707209j -0.00158902+0.00631011j -0.00891789+0.00179169j 0.0112355-0.0215306j -0.00739994+0.00381678j -0.0153203+0.0286399j 0.000100318-0.00109984j 0.01189-0.0132618j 0.00681726+0.0031577j -0.0536341-0.00481705j -0.0664507+0.0643477j -0.0524572-0.0481884j 0.0439908+0.0704692j -0.00774616+0.0273293j -0.123112+0.0783185j 0.0552984+0.0434984j -0.00101072-0.0161041j 0.0559496+0.0906831j 
0.0108817+0.00176054j -0.0013854+0.0103797j -0.0594287-0.0496964j -0.0647221-0.00211633j -0.0245104-0.0123477j 0.169507+0.0185183j -0.0347154-0.0267871j -0.00163463-0.053269j 0.0796147-0.00693026j -0.171481-0.0424413j -0.0536628-0.0307008j 0.059398+0.134838j 0.0109253+0.0510694j -0.0143838-0.0840348j -0.0300789-0.0839097j 0.0413795+0.112782j 0.0736907-0.00320086j 0.0869026-0.00956499j -0.182383-0.00196389j -0.00958473+0.142536j -0.00949059+0.0676614j 0.0461656+0.0068165j 0.035729+0.0487885j -0.0423451-0.00187329j -0.0326424+0.071442j -0.0696322-0.089449j 0.00234127+0.0742541j 0.0742573-0.0561885j 0.0251572-0.0416032j 0.0382899+0.0658099j 0.0649367+0.136348j 0.0828866+0.0202465j -0.0687115-0.0533542j 0.0267895+0.0513204j 0.036176-0.0181846j 0.0640966-0.038362j 0.0125493+0.0514078j -0.0834316-0.0442764j 0.0769275+0.0314014j -0.0747606+0.0424217j -0.0345987-0.0136759j -0.0381754+0.00699453j -0.00148205+0.103993j 0.011793+0.0323347j -0.0722271+0.0676445j -0.0051076+0.0268539j 0.0137326+0.0426259j 0.029877-0.0399858j 0.0253647-0.0314436j 0.00108959+0.0150122j 0.0951318-0.0289158j -0.0247076-0.01938j -0.0443269-0.0121974j -0.00864905-0.0125272j -0.00854243+0.0454662j -0.0257952-0.038691j 0.000772288-0.0232469j 0.0333912-0.00784927j -0.0149611-0.0145197j 0.00204489+0.0135833j 0.00509527+0.0132889j 0.0199717-0.0208874j -0.0134438+0.00530728j 0.0114676-0.0068379j -0.0164865-0.0200661j -0.014779-0.0119166j -0.00483896-0.0135701j -0.00121578+0.0106787j 0.00361339-0.0048023j -0.0198338+0.0270676j -0.0191096-0.011751j 0.00367396+0.00428871j -0.0201411+0.00452189j 0.00845159+0.00420311j 0.0188748+0.0245569j -0.00134875-0.00966674j -0.0434645+0.000670743j -0.000932331-0.0187377j -0.00614935-0.0435144j 0.00392735-0.024263j 0.0168254-0.00764296j -0.00393526+0.0334867j -0.048051+0.00261664j -0.00182778+0.0359479j -0.00280515-0.0181888j -0.00212626-0.0065856j -0.0158924+0.00872157j -0.00527188-0.00642384j -0.0112831+0.00216595j -0.0172208+0.0302416j 0.0092594-0.0158886j 0.00693449+0.000912323j 0.00598067+0.00698082j 0.00504399+0.00152584j -0.0102236+0.0344392j -0.0163777-0.0126135j -0.0156029+0.0258508j 0.0443942+0.000293418j 
-0.00600812+0.00520854j -0.0160591-0.0182657j 0.00225502-0.0335205j -0.032285+0.0257451j -0.0404312-0.0793699j 0.0898557-0.083269j -0.0651997-0.0587493j 0.00474422-0.040413j 0.0172691-0.121587j -0.0105508+0.103207j 0.0378371+0.0286745j 0.173834-0.0107827j 0.0356381-0.152034j -0.0304546+0.0769194j -0.131024+0.0606784j -0.0075313-0.0578219j -0.0267687+0.0493438j -0.0496784-0.044945j -0.0389099+0.10907j -0.03911-0.0857613j 0.102685-0.190965j -0.0492341-0.0515251j 0.0856265-0.0547382j -0.00347689-0.0717308j 0.128773-0.00699028j -0.134986+0.00282985j -0.0454207-0.00131967j -0.159341-0.0451451j -0.0440411+0.094913j 0.0475284-0.179023j 0.218011-0.155422j -0.00363769-0.163108j -0.0757162-0.0190994j -0.0252118+0.0546121j 0.0691725-0.0491539j -0.196395-0.0132519j 0.0721786-0.00368595j -0.0379486-0.0182482j -0.0633719-0.0116546j -0.0431213-0.0735172j -0.0367372+0.0497691j 0.0881062-0.069754j -0.0598264+0.0480497j 0.161465+0.0674958j -0.0274671-0.0636091j 0.0832859-0.0152921j 0.051076-0.0401868j 0.0253521-0.0784039j 0.076339-0.019217j -0.0050457-0.0779504j -0.0708308+0.0558922j 0.00932572+0.0502074j 0.00230811-0.0227367j -0.044051-0.0247427j 0.0602827-0.00963375j 0.0317277+0.025442j -0.0114246-0.00904351j 0.021821+0.00986992j -0.00195689-0.000880699j 0.0377812-0.00085221j -0.00744933+0.0295562j 0.0313165+0.0231341j 5.46548e-05+0.0170457j 0.0434741-0.00767416j -0.00353384-0.0228126j 0.00814653-0.0076859j 0.0108925-0.00441366j 0.0451576+0.0144458j 0.00646258-0.00053534j 0.0196658+0.0032869j -0.0171111+0.00763766j 0.0179665-0.0245657j 0.00461006+0.00118478j 0.000391005-0.0190001j -0.00779929-0.0126037j 0.00341419+0.0220122j 0.00889151-0.00752948j -0.00277339+0.0158587j -0.0357119+0.0057388j -0.00327012+0.00750914j -0.00195911+0.000846263j 0.0163504+0.0114991j 0.0361395+0.0215841j 0.0202005-0.0406781j -0.0201249-0.00363078j 0.0011184-0.00330266j 0.00838031+0.0235889j 0.0169432+0.0147424j -0.00362747-0.00144838j -0.00835957+0.0175013j -0.0136134-0.00685196j 0.00624329+0.000257435j -0.0156808+0.0171096j 0.00915609-0.00438154j -0.0213306-0.0205739j 0.00865635-0.0279268j -0.0398379-0.0357131j -0.0491926+0.0288186j 
0.0114453+0.0169569j -0.00627297+0.0399541j 0.0624193+0.0513801j -0.0440902-0.0160898j -0.00799819-0.0400616j 0.0416077+0.0372157j -0.0793006-0.0300279j -0.00517077+0.0278134j 0.00327993+0.00779437j -0.02914-0.0993763j -0.019243-0.0426304j 0.0543719+0.0379991j 0.00840733-0.000765673j 0.0174362+0.0679976j -0.0380036+0.0425059j 0.0494721-0.0507188j 0.061654-0.0207547j 0.0466748+0.0947372j -0.0146239-0.13293j 0.103984-0.0344223j -0.0148189-0.0233913j 0.00430162+0.0739025j 0.0646052+0.0464222j 0.0298947-0.0771703j -0.0162716-0.0580643j 0.042066-0.0137903j -0.00305061-0.0538695j 0.0203333+0.0418329j -0.0332359+0.00472165j 0.000976577-0.0662925j 0.0612002+0.0389331j 0.011344+0.0610137j 0.0536151-0.027006j 0.0706426-0.00223632j 0.074575+0.0925323j 0.0708693+0.125194j -0.0419394-0.0104395j -0.0421817-0.0478428j 0.00798098-0.0112405j 0.0935121-0.0700009j -0.00959428+0.055476j 0.08027+0.010377j 0.0119828+0.173736j 0.017144-0.0717352j 0.024445+0.0390488j -0.0183218+0.046214j -0.0179429+0.0360171j 0.0188324-0.0393232j -0.0559624-0.00634784j 0.0382718-0.00519429j -0.0266805+0.0126627j 0.00581875-0.0120552j -0.00365882+0.00875044j 0.000777787+0.0190402j -0.00760354+0.00335089j -0.0333075+0.0218909j -0.0124167+0.00860042j -0.0127209+0.00177511j 0.0258029-0.0265551j 0.0149951-0.0163297j 0.000122187-0.0165335j -0.0644525-0.00235864j 0.0317289-0.00603281j -0.0177092+0.0177501j 0.0095121-0.000290492j 0.0129288-0.00101352j -0.00910861-0.0169925j 0.00695416+0.0081356j -0.0237555-0.00477664j 0.00885624+0.0257142j -0.00469297-0.0165295j 0.0132657+0.0259488j 0.00680726-0.0185886j 0.027393+0.00250519j -0.0131971-0.00703898j -0.0172063-0.0010321j 0.0292707-0.0264392j 0.00795922-0.000561811j -0.00912017-0.0091815j 0.00694801-0.0160168j 0.0184458+0.00608138j -0.00687026-0.0373356j 0.00997832+0.0250322j 0.0132081+0.0137104j -0.00217659+0.0328247j -0.0283616-0.0239769j -0.0300078+0.0224805j -0.00955137+0.0161356j 0.0056878-0.0124447j -0.00569403+0.0169661j -0.0266844+0.0285456j -0.000214842-0.00670705j 0.026453-0.00896016j -0.0154287-0.0229955j 0.00916126+0.00937934j 0.010323+0.000591592j 0.00801002+0.0031432j 0.00501125+0.00740023j 
-0.00906719-0.00487717j -0.00337021+0.0286161j 0.0457825+0.0127021j 0.0220904+0.0472193j 0.044227-0.0698504j 0.0122849-0.0369348j -0.0484298+0.00136058j 0.0167331-0.0172411j -0.0527559+0.00364636j -0.0405942+0.0828765j -0.1115+0.0092969j 0.0560152-0.0977044j -0.0975461-0.0542997j -0.0324175+0.0692744j 0.0250496+0.00944889j 0.0478712+0.121614j -0.0753177+0.0629078j -0.0479633+0.0466269j -0.0457465-0.00828069j 0.0228392+0.11209j 0.00152736-0.048069j 0.00705101+0.0599341j 0.077168-0.0528789j 0.113918+0.067322j -0.0580898-0.0115812j -0.108044-0.00317792j -0.048929+0.112838j 0.00949389-0.0324213j -0.0597083-0.0641178j 0.00583621+0.0411991j 0.0497484-0.0776897j -0.0295091+0.147142j 0.01572+0.0342753j -0.0291671-0.0846369j 0.0659085+0.0513792j 0.0231918+0.0546642j 0.100476+0.0079954j -0.0172047+0.13118j 0.0553275-0.0340626j -0.137913-0.0772659j -0.090895+0.0815595j 0.0965009+0.0363329j 0.0197581+0.0509275j -0.104244-0.0351329j 0.10079+0.0214681j -0.00512756+0.0661164j -0.0280043+0.00525524j 0.0178535-0.0514278j -0.0389873+0.0286846j 0.038507+0.0391156j -0.0160476+0.00227163j 0.0120877+0.00578667j -0.00137139-0.0157091j 0.042081+0.0298869j 0.0157348-0.0173662j -0.0052835+0.0159666j 0.0310651-0.0151635j -0.0175309-0.0340179j -0.00317379+0.0243705j 0.0201947+0.0465043j -0.0345385+0.0111622j -0.0361519+0.0167299j 0.00223113+0.0184436j 0.00670967+0.0120288j 0.00515946-0.000761996j 0.00898791-0.0127912j -0.00853929-0.00518702j -0.00532846-0.00387452j 0.00951346+0.00445608j 0.020585-0.0308364j -0.0081163+0.0138804j -0.0113158+0.0204496j -0.0123855+0.0108924j -0.0203949-0.00342587j 0.0185818+0.0137075j -0.0211318+0.0314913j 0.00820551+0.0151639j -0.000650707-0.00781925j 0.0186206+0.0111729j -0.0254844+0.0194528j -0.0341633+0.0164334j -0.0395424-0.00759909j 0.0015976-0.00730786j 0.0132407+0.0322241j 0.0204394+0.0271997j 0.00561203-0.0146634j -0.00286337+0.0122466j 0.0101072-0.0219588j 0.00172368+0.0195234j 0.00977841+0.00490048j -0.018945+0.009515j -0.0138922+0.0127776j 0.0105748-0.0139608j -0.00737184-0.0328826j -0.00279309-0.0043057j 0.00737378-0.00942528j 0.0310245+0.00695296j -0.00244788-0.0188678j 
-0.00164516-0.0154122j 0.00861647-0.0202437j 0.00956058+0.0206616j 0.053907+0.00215317j -0.000522232-0.0743324j -0.0252605+0.00235392j -0.0686315-0.150994j -0.0523194+0.0410013j 0.0436896+0.0333339j 0.0607322-0.0467884j 0.128957-0.00842981j 0.0197738+0.0757363j 0.00222904-0.122553j -0.12774+0.0973285j 0.00913206-0.0224307j -0.0214062+0.0212084j 0.196526-0.00293272j -0.110806-0.0291779j 0.000447395-0.0287196j -0.0882374+0.0623153j 0.116066-0.0799304j -0.0710312-0.0212688j 0.0154474+0.0207287j -0.0288735+0.0179776j 0.00488908-0.0372426j 0.0736981-0.0754603j -0.0336321+0.047776j 0.092479+0.0771395j 0.122432-0.00810281j 0.142912+0.00163161j -0.0760318+0.0170621j -0.0650293-0.00818518j -0.0170447+0.0351028j -0.218024-0.079035j -0.0105879+0.116545j -0.00756629+0.204822j -0.0997689+0.191054j -0.0565169-0.0277161j -0.0441546+0.0893313j -0.129889+0.163391j 0.16009-0.0920754j -0.0663356+0.0370159j 0.114871+0.0341256j -0.0951825-0.0215177j 0.0456672-0.00632913j 0.0616771+0.0684701j 0.00433406+0.0748947j -0.0755481+0.0157671j -0.0197529+0.00986552j 0.056663+0.0262746j -0.0689791-0.0248602j 0.0314891-0.000130548j 0.0133108+0.0113748j -0.0529894+0.0291137j -0.0233185+0.0235316j -0.00234553+0.0328018j -0.00466902+0.0247133j -0.00453916-0.0278052j 0.013425-0.0269688j 0.00106525+0.014521j -0.016721-0.0187641j -0.00846756-0.0117557j 0.00356266+0.0171512j -0.0102169+0.0111641j 0.0287175+0.0218135j -0.00410165+0.00650849j -0.005622+0.0015537j -0.00912372+0.00324612j -0.0164725+0.0239604j -0.00064271+0.00817162j -0.0157545+0.00536001j -0.00385948+0.0298058j -0.0213421-0.00451036j -0.00947492-0.00936461j -0.0130505+0.00497974j -0.0175054+0.0119442j 0.0284366+0.00320116j -0.012936+0.0319734j 0.0180112-0.017274j -0.012037+0.0148573j -0.00216478-0.000463695j -0.0361366+0.00057557j 0.00559525-0.00332915j -0.0186318+0.00271319j -0.00775172-0.00319003j -0.0336781-0.00311456j 0.00322502-0.0154538j -0.0118678+0.000464077j -0.00988393+0.00589182j 0.017294+0.0262682j 0.00703099+0.0128288j 0.00767134-0.000922342j -0.000267472-0.00168869j -0.0220797+0.00416229j 0.00477499+0.0112867j -0.00776963+0.00546448j 0.0254789-0.00707824j -0.0179869-0.0293923j 
0.00748819+0.00495344j 0.000835642+0.00986828j -0.0145606+0.00178648j -0.00409688+0.00321077j -0.0462143-0.0343222j -0.01968+0.0530259j 0.0456315-0.0561972j -0.0556039-0.0684544j 0.00376349+0.0326598j 0.0621143-0.0636336j -0.00433624+0.0381633j -0.114923+0.00179939j 0.00225674-0.052628j -0.144716-0.0935505j 0.00233278-0.0069905j 0.166195+0.154579j 0.0873823+0.0965619j 0.0627095-0.0587696j -0.00963137-0.0232727j -0.0343072+0.0346469j 0.034816+0.0294457j 0.0275192-0.0443191j -0.0596572+0.106827j 0.145851+0.0523558j -0.0243822+0.043448j -0.0597216+0.10471j 0.0350972+0.0774728j 0.0463193-0.00997824j -0.126216+0.0431779j 0.0936746+0.0968891j -0.0237774+0.0655595j 0.101493+0.0233059j 0.126238-0.0632106j 0.109046-0.109504j -0.0188589-0.0866966j -0.115261+0.0455611j 0.0267077-0.00608852j 0.176424+0.0233821j -0.069645-0.0414429j 0.09748+0.0503024j 0.122332+0.104159j 0.105476-0.0579307j -0.0141221+0.0249915j 0.0621944+0.106462j -0.0726341-0.0107432j 0.00417355-0.0685209j -0.0434306-0.0464737j -0.00990002-0.0624388j 0.0592502-0.0741554j -0.0379211+0.0418427j 0.0269109+0.0236197j -0.00082332-0.0302213j 0.010904-0.031212j -0.0155953-0.000406733j -0.0530306-0.0187972j 0.00226264-0.0159923j -0.00817427-0.0265583j 0.0281092-0.024046j -0.00228554-0.00754865j 0.0239451+0.0268001j 0.0165674+0.00240189j 0.00602381-0.006656j 0.0101667+0.0331938j -0.00405094-0.0309938j -0.0101583+0.00208725j 0.000739287-0.0144898j 0.0269476-0.00989425j 0.005137-0.00128043j -0.0117165-0.0096968j -0.0349927-0.0152593j 0.0173141+0.00301305j 0.00509076+0.00697348j -0.0201711+0.00857331j 0.0325937+0.0237256j 0.0199064+0.00848972j -0.0113635-0.0182533j -0.0367617+0.0299304j -0.00678066-0.0257373j 0.00729632+0.00850302j 0.00245118+0.00396316j 0.0155581+0.0170452j 0.0349081+0.0129539j -0.00358136+0.00551909j 0.00830571-0.0428785j -0.0106008-0.0225847j 0.00152002-0.0208558j 0.0123542-0.00639122j -0.0310614-0.0248877j 0.0201314-0.0341353j -0.0078645-0.00364619j -0.0110489-0.00962549j 0.0143025-0.000157096j 0.00238054-0.00540441j 0.00341252+0.000552075j -0.00453602-0.00260802j 0.000853153-0.0232674j -0.0369375+0.0212244j 0.0188881+0.0278019j 
-0.00782525-0.0368149j 0.00746104+0.0228715j -0.00761352-0.000338741j 0.0515307+0.0677711j 0.0471101-0.0543782j -0.0348758-0.0516782j -0.00843882+0.0240131j 0.023578-0.0350235j -0.0820169-0.00919545j 0.0592202+0.0203016j -0.00540215+0.0470491j -0.049264-0.13566j -0.0255754+0.0393067j 0.0390677+0.00830886j 0.0852824-0.0439919j -0.0192985+0.0609641j 0.184988-0.0612252j 0.102881-0.145912j -0.0885785+0.00185113j -0.00548911+0.0172823j 0.0793165-0.0681543j 0.182944-0.0684476j -0.143052-0.0529356j -0.249414+0.0993542j -0.134257+0.0298674j 0.0549099-0.0731025j 0.00911659+0.0113159j 0.0375461+0.0159049j 0.0039344-0.0505837j 0.197676-0.0752366j -0.0333026-0.0678786j -0.170595+0.0690635j 0.0780959-0.0676876j -0.152121-0.0178937j 0.095504-0.0922992j -0.0348196+0.0288878j -0.00293748+0.00414113j 0.0692183+0.0879856j 0.0657002-0.0745062j 0.0550428+0.0142173j 0.0589645+0.0782825j 0.0831301-0.0854481j 0.0118491+0.112963j 0.0470086-0.000414826j 0.0284186-0.0073211j -0.0270941-0.0026219j -0.0648423+0.0162147j -0.0823386-0.0333435j -0.00373411-0.0359075j 0.0152355+0.00841843j -0.00531004-0.0114983j 0.0166012-0.0201887j -0.0205962+0.00496068j -0.0214603-0.000720937j -0.0100467-0.0118166j -0.0213006-0.0061195j 0.000577461+0.0170512j 0.00376063-0.00293872j 0.0248381-0.0325244j -0.0114821-0.0384543j -0.0144924+0.00516939j -0.00231462+0.0135572j -0.0162566+0.00860093j 0.0174506-0.0184507j 0.00829122-0.0236006j 0.0134453+0.000889037j 0.0191581-0.0209642j 0.00567844-0.0309345j 0.0163454-0.0314817j -0.0147478+0.00567866j -0.0146578-0.00428598j -0.0304288-0.0108068j 0.0161417+0.00627466j -0.00687846-0.00166142j 0.000991812+0.00968694j -0.00477484-0.00356917j -0.0106689-0.00403611j -0.00666853-0.00594013j -0.00306748+0.0351495j 0.00682994-0.00710853j 0.0109495-0.00114112j -0.0125615+0.0184016j -0.0224956-0.0343922j -0.00537648+0.0137527j 0.0117092-0.023339j 0.0183304-0.0105735j 0.00174607+0.0013692j -0.00760318-0.0168022j 0.0123912-0.00517909j 0.0135064+0.00720725j -0.00634435+0.00660941j 0.0116987+0.0157732j -0.0042232+0.00236312j 0.000565224-0.00167459j -0.0129039+0.0228192j -0.0236592-0.0170445j 0.0209567+0.0128657j 0.00991888-0.0086297j 
-0.0170744-0.0238861j 0.00578041+0.00398418j -0.00303587-0.0567604j 0.00735439+0.0453753j -0.0657599-0.0619361j 0.063053-0.063341j -0.0078255-0.05114j -0.00624401-0.0162332j 0.0249005-0.0471011j 0.0342035+0.169624j -0.0149573+0.124681j 0.056897-0.0774731j -0.0568667-0.0660369j -0.0419873-0.063256j 0.00195401+0.0948869j 0.103023-0.145437j 0.0864875+0.0108459j 0.0208752+0.0397806j -0.0791727-0.00862947j 0.0461303+0.0119812j -0.109763+0.183078j -0.0326794+0.0360341j 0.030993+0.0762621j 0.0828428-0.112657j 0.0869141+0.000583109j -0.0299168+0.201681j 0.0788439+0.0388515j 0.140553-0.0847931j 0.00927724+0.0886172j -0.0599261+0.123941j -0.0294783-0.0280929j -0.108748+0.0123923j 0.253128+0.0672115j -0.122676+0.0344806j -0.0556666-0.00614841j 0.178452-0.020616j -0.0208492-0.161339j -0.031688-0.136153j -0.0543243-0.038309j 0.0649062+0.0142561j -0.0415452-0.0928009j -0.124378-0.0785894j -0.00374328+0.0404657j 0.0490226+0.00902752j 0.00989985+0.00632607j -0.0182863-0.0201856j 0.0190624-0.0281189j -0.0677566+0.000967129j -0.0525722-0.00117274j 0.0536947+0.0329064j -0.025199-0.0328095j 0.0217279-0.00733891j -0.0267844-0.0247835j 0.0163588+0.0206314j 0.0119888-8.3377e-05j -0.0137591+0.0113189j -0.00860148-0.0194667j -0.0206769-0.00829911j -0.00376816+0.0226315j 0.023243+0.00272547j -0.0169087+0.0279991j 0.02087-0.0207213j -0.00723743-0.0285218j -0.0294031-0.00536037j 0.0336742+0.0219281j -0.0288608-0.00622917j -0.0251792-0.00377531j 0.00598373-0.0142299j 0.00469021-0.00219648j 0.00688319+0.00553875j 0.012355-0.00686363j 0.00862722-0.00398718j -0.0040995+0.000140869j -0.00892379-0.00312813j 0.00519478-0.0358411j 0.0375821+0.0127609j 0.0102016-0.00485164j -0.0152481-0.00791161j 0.0175067+0.005253j 0.00629019-0.0187183j 0.0148523-0.00502561j 0.0232903-0.00562035j 0.00133282-0.0176285j -0.0259219+0.0164436j 0.0155931-0.00960113j -0.00748098-9.34436e-05j -0.027998+0.00202933j -0.0076787-0.00585519j -0.0128297-0.00189079j -0.0160885+0.0201222j 0.0123313-0.0249551j 0.00745176-0.000406522j -0.00723628+0.0335956j 0.0149362+0.0129922j 0.00722746-0.00525689j -0.00471933+0.00834898j 0.0271914+0.00967731j -0.00571873-0.017031j 
0.00704337+0.0477112j 0.00150529+0.00523656j 0.0275327-0.00514329j 0.0147188-0.0548319j 0.0785856+0.104611j -0.0186215+0.0164718j 0.0271611+0.116274j -0.0592655+0.184062j 0.00826945+0.116483j 0.115212+0.16986j 0.0360721+0.0890749j -0.0142711+0.0732504j -0.077193+0.0596109j -0.0555982+0.0498322j 0.0605386-0.00302332j -0.0278814-0.105102j -0.00435096+0.0107543j -0.0778409+0.0352368j -0.064915+0.035248j 0.0803291+0.143035j -0.0329591+0.0442079j 0.0110214+0.00653013j 0.0728009-0.0285906j 0.0665382-0.0636381j -0.0677735-0.0619944j 0.0618336+0.00612899j -0.0342543+0.0877324j -0.0906272-0.128633j -0.0118543-0.0632646j -0.0406022-0.135594j -0.0138017-0.00715443j -0.0672549+0.119468j -0.128942-0.17425j -0.0997429-0.0123662j -0.0839611-0.0184406j -0.0374766+0.0926767j -0.0114931+0.0155782j -0.0387833+0.0333273j -0.100805-0.0346958j 0.0362052-0.0432834j -0.0491402+0.0498999j -0.0735011+0.0671962j -0.17983-0.0583355j 0.0443576+0.120641j 0.0154781+0.00956044j -0.1249-0.0369115j -0.0907559-0.0276791j 0.048319-0.0506768j -0.0875207+0.0710801j 0.0107871+0.0648842j 0.0606015+0.0159311j 0.00778512+0.0554893j -0.0654661-0.041629j 0.0665524-0.0094202j -0.00460336+0.0318528j 0.0213427+0.01664j 0.0256646+0.0112821j 0.0279087-0.0026789j 0.00640265+0.00860067j 0.00541772+0.0148184j 0.00983228+0.00791112j -0.000586507-0.0199249j -0.0306229+0.0131211j 0.00265675-0.0094106j -0.0123527-0.0256735j -0.00993122+0.0263741j 0.0157723-0.0103594j -0.0132074-0.0100696j 0.0123795+0.00984456j -0.025723+0.00967186j -0.00199633-0.0128418j -0.0310328-0.01892j 0.0246017+0.0186721j 0.0143267+0.0044725j -0.00348751-0.00713876j -0.00710878-0.00218436j -0.0011588-0.00494105j -0.0395421+0.00259287j 0.0404851-0.00668412j -0.0137215+0.00892083j 0.00394901-0.00565412j -0.0130423+0.00205907j 0.0112541-0.00873304j 0.00318489+0.0208785j -0.0144684-0.0157297j -0.00259808-0.0123215j -0.0245074-0.0142421j -0.0326387+0.0222565j 0.0054568-0.0291143j -0.0271859-0.00660996j -0.00636074-0.0127697j -0.00880044-0.00730769j 0.0224217-0.0109459j 0.00254681-0.00798599j -0.00827087-0.0355355j 0.0325761-0.00345468j 0.0171325+0.00767515j 0.0207611-0.00404974j 
0.0245352-0.0150279j 0.0119141+0.00478797j -0.0190935+0.00339599j 0.0257204-0.0170273j 0.00105707-0.0316785j -0.105148+0.0557918j -0.0474097-0.000643576j 0.0183191+0.0405367j 0.0257715-0.00981013j 0.141062+0.0105193j 0.0597993-0.0079173j 0.00933631-0.041631j -0.0596331+0.0254865j -0.125474-0.0329495j 0.00185311-0.0172481j 0.0434652+0.0935793j 0.043802+0.0239442j 0.128855+0.0940258j 0.099315-0.100465j 0.0498028+0.0193692j 0.105932-0.0376132j -0.0147742+0.143914j -0.113388+0.0835673j 0.114649-0.0917166j 0.0387444-0.0378172j 0.0443069+0.132151j 0.144178-0.0320851j -0.0666902-0.0937644j 0.0336267-0.0323024j 0.00740436+0.0246953j 0.099032-0.00653973j 0.161521+0.0282075j 0.00697052+0.0780623j 0.0299011-0.00745217j -0.0178926-0.0348221j -0.0157364-0.0135745j 0.0621087+0.0676555j -0.00527924+0.11068j 0.0821264+0.140213j -0.121554-0.0394901j -0.0182047-0.0176569j 0.108541+0.116071j 0.0263131-0.0534034j -0.0391658-0.0688868j 0.00153738-0.0321389j -0.00170302+0.0206986j -0.0702188+0.0240485j 0.0207575-0.00432672j 0.061524-0.00412222j 0.00811261+0.0413603j -0.000816141+0.0335958j 0.00990499-0.0111677j -0.0201892-0.0362888j -0.00505488+0.0184688j -0.0133522-0.0220462j -0.0081132+0.0060211j -0.0052475+0.00234716j 0.00763424+0.0100879j 0.0159788+0.00507692j 0.0102074+0.00385442j 0.0266158-0.0169392j -0.0400716+0.026182j 0.024153+0.0189312j 0.0168699-0.0347601j 0.00876557-0.00775828j -0.0101897+0.0127811j 0.00173002-0.00312309j 0.0124929+0.0136947j -0.00727547-0.013741j 0.00615333+0.0181789j -0.00382559-0.00837189j -0.00706257-0.00430806j 0.00679278-0.00549979j 0.0195271-0.0108234j -0.00979697-0.0117652j 0.0187247-0.0197231j 0.00340785-0.0134738j -0.0225936+0.00934906j -0.0331023-0.0350302j 0.014236-0.0185055j 0.0288755+0.0050755j 0.0156692+0.00874732j 0.00431658-0.0320504j 0.00157377+0.0017363j 0.0499457+0.0109058j -0.00876606+0.0058986j 0.0214656+0.029284j 0.0114684-0.00246558j -0.00639411+0.0315377j 0.00987112-0.0131481j -0.016732+0.0125233j -0.00601006-0.00849356j -0.00115626-0.0060841j 0.00568083-0.00704995j 0.000884272+0.00283685j -0.0107202+0.0106092j -0.00331343+0.00900051j 0.00628932+0.00878615j 
