-0.0110775+0.0134442j -0.0269304-0.00341547j -0.024572+0.000556378j -0.0192534+0.0105026j -0.00906875+0.00230602j -0.0117522+0.00626663j -0.035663+0.00707442j -0.0155473+0.00179095j 0.0186253-0.00126393j -0.012186+0.00109588j 0.0200328-0.000695429j 0.0389197-0.00384166j 0.0394959-0.0030868j -0.0120442-0.00129675j -0.0366075+0.00185617j 0.00715291+0.000759954j -0.0336829+0.000393095j -0.0511644+0.00333599j 0.000592029-0.00353431j 0.0400324-0.00138182j -0.031605+4.03122e-05j 0.0711226+0.00014821j -0.0127943+0.000305448j -0.0446185+0.000991014j -0.0412793-0.00211375j 0.0627646-0.00205465j 0.00419764-0.00223702j -0.0204762-0.000510126j -0.0071876-8.53037e-05j -0.0244132+0.00157077j 0.02221+0.00259874j -0.00317144-0.000345844j 0.00419284-0.0007152j 0.0698535-0.00297518j -0.0295749-0.000189794j 0.0128926+0.00138277j 0.0112928-0.00326035j 0.0265713-0.00306297j -0.11158-0.00480638j 0.0674836-0.00186917j -0.0543085+7.50265e-05j 0.119678+0.00626339j 0.0524005+0.00116306j 0.11042+0.0033533j -0.207565+0.00898617j -0.270291-0.00612401j -0.241334-0.00469757j 0.0749305+0.00509226j -0.195004-0.00380269j 0.122928-0.00737016j 0.374743+0.00107417j -0.0275022+0.000543992j 0.22687+0.00142546j 0.0510483+0.00118029j -0.203238+0.00080101j 0.140453-0.0030803j 0.0164453+0.000444472j -0.0162028-0.00202001j 0.00960765+5.41065e-05j -0.0650169+3.34192e-05j 0.0732252+0.00566567j 0.00379377+0.00540991j 0.0104523-0.00346227j 0.0847726-0.00182001j 0.0539574+0.00371001j 0.0597978+6.89294e-05j -0.00942154-0.00328157j 0.0649764-0.00156106j 0.0175866-0.00102366j 0.0686912+0.00308873j -0.0416851-0.00382214j 0.0829042+0.00310804j -0.0443894+0.000295458j -0.0281028-0.00310261j -0.0474277+0.00208528j -0.0097574+0.00186528j 0.0515872+0.0050557j -0.0424981+0.000264142j -0.0471704+0.00299204j 0.0335522-0.00369373j 0.00801339+0.00220893j 0.0268386+0.000982907j -0.0275276+0.00479913j 0.0213316+0.00463878j -0.0041217+0.00452006j 0.0138318-0.00410855j -0.0465962-0.00734227j 0.015211-0.0115982j -0.00118343+0.00112553j -0.0307945-0.00941514j -0.0249328-0.00340409j -0.0168597+0.0419379j 0.0769064-0.000635726j 0.0372839-0.0349729j -0.0139308+0.0506486j -0.0760741-0.0174423j -0.00911052-0.0689865j -0.230126+0.0201107j 
-0.0092672-0.00367621j 0.0085215+0.00311056j -0.0144713-0.00673022j -0.0409695+0.00442593j 0.145919-0.0012873j -0.116226-0.00431866j 0.0467885-0.000789017j -0.166568-0.000398215j -0.203192-0.000453234j 0.0814317-0.000794199j 0.462581-0.00153723j 0.039683+0.00123069j -0.216993+0.00171806j 0.065578-0.000379897j -0.490255+0.00227368j 0.0512002-0.00101568j 0.0286643+0.00265065j -0.106074-0.000993046j 0.193147-0.00357141j 0.0122756+0.00112305j 0.194713+0.00174983j -0.141426+0.000760269j -0.0386297-0.000345151j -0.0943725+0.00298711j 0.160893-0.00302587j -0.0719188+0.000617434j -0.0710258-0.000683239j 0.0164721-0.00209939j -0.0939451+0.00125883j -0.00146909-0.00072737j -0.0660717+0.00157475j 0.0880935-0.00280872j -0.00626538-0.000286447j 0.0209518+0.00205065j 0.00177733-0.000578358j 0.0236042-9.72e-05j -0.000384896-0.00326654j -0.0159944+0.000671278j -0.00832585+0.000797372j 0.0139677-0.00112787j 0.056261-0.000936793j 0.019209-0.00279084j -0.00447668-1.66943e-05j -0.00713395-0.000945736j 0.00194584-0.00132815j 0.0755546-0.000911523j -0.00435331+0.00214409j 0.018936-0.000402108j -0.0475166-0.00158294j -0.016674+0.000343387j -0.0473575+0.00168986j -0.0161589+0.00167866j 0.0648234+0.00100728j 0.149787-0.00160642j -0.0109419+0.000774716j 0.0189272-0.00139782j 0.0657019-0.0021713j -0.0251023+0.000810846j 0.0459489+0.00276288j -0.00297387-7.45415e-05j 0.00845474-0.00286403j 0.0253763-0.000924136j 4.94329e-05-0.000107954j 0.00308132-0.00100916j 0.00579719+0.00150981j -0.0183496+0.00346554j -0.00525832-0.00116381j -0.00281698+0.00175555j -0.00455918+0.00177746j -0.00962073+0.00329846j 0.00212642+0.0012557j 0.00490327-0.00133332j -0.0075089+0.000508621j 0.0123759-0.00272884j -0.00156624+0.00139162j 0.00115797+0.00160057j 0.00367208-0.0011274j 0.00436574+0.00193074j 0.0177262-0.000201664j 0.00476843+0.00250983j 0.0102805+0.00125412j 0.00492806+0.00246622j 0.00180407+0.00126695j 0.00660727+0.000185167j -0.000529698-0.000257819j 0.012356-0.00069808j 0.00318539+0.00226812j 0.0199076-0.000974494j -0.0218805+8.52468e-05j 0.0105468+0.00200175j -0.0104115-0.00108152j 0.00725808+0.000487872j 0.000402663-0.00309281j 0.0132104+0.00144534j -0.0100207+0.000191459j -0.0180948-0.00368808j 0.011432+0.000414899j -0.00531277-0.00267283j 
0.00880897+0.000942894j 0.00300675-0.000318846j 0.0349821+0.000920507j -0.0344642-0.00425987j 0.0549583+0.00211414j -0.206731+0.00233852j -0.0299166-0.00305206j 0.025721+0.00250366j -0.14857-0.00184881j -0.423139+0.00158768j -0.325581+0.000934707j 0.0434156+0.00188418j 0.0413953-0.00168034j -0.343124+0.00129615j -0.408781+0.000138958j -0.161481-0.000518068j 0.166832+0.00055666j 0.117882-0.000127213j 0.152407-0.00182016j -0.0983722-0.000353638j -0.162115-7.10434e-05j 0.0035088-0.00193567j 0.0286895-0.0012081j -0.0493988-0.000508619j -0.109581+0.00244083j 0.0180368-0.000599097j -0.0845954+0.00145347j 0.0217904-0.00036758j 0.00769008+0.000159434j 0.0498863-0.00180071j -0.0824219-0.00180624j -0.0582707+0.00176653j 0.0347079+0.00183437j -0.040647+0.000300016j -0.00720593-5.92414e-05j 0.0202693-0.00102875j -0.0466386+0.000242185j 0.00388673-0.000137871j 0.0186792-0.00256441j -0.0036149+0.000391076j 0.0249697-0.000630644j 0.00296288+0.00117186j -0.0129064-0.000748404j 0.0229719-7.51084e-05j 0.0300078+2.60658e-05j -0.00632049+0.00251205j -0.0304335-0.00190929j 0.0335544+0.00147895j -0.0091395+0.000765813j -0.00397262+0.00128317j -0.000603834+0.000846418j 0.165703-0.00264534j -0.0425483-0.00193347j -0.0123153+0.00185187j -0.0642314-1.31186e-05j -0.0390336-0.00215026j 0.0218974-0.00162884j -0.0366715+0.00519017j 0.00549846+0.00329726j 0.00116635+0.000618914j -0.00926714+0.00234312j 0.0224807-0.00379583j 0.00653698-0.00162062j -0.00442388+0.00142967j 0.0131662-0.00252627j -0.00227346-0.000483092j 0.0101388+0.000865181j 0.0106082-0.000933279j 0.00423142-0.00105352j -0.00696567-0.00102666j 0.000504751+0.00257955j -0.0120116+6.904e-05j 0.00943793-0.0016051j 0.0125389-0.00345424j 0.00447532+5.46022e-05j 0.0126448-0.0017131j 0.00778087+0.0011907j -0.00469078-0.00147425j -0.00991573-0.00107116j -0.00345151-0.000103361j 0.00279301-0.000392613j -0.0125595-0.000590338j -0.0050395+0.00231889j 0.0111704+0.000512024j 0.0061189-0.00118337j 0.00263414+0.000370117j -0.00864019+0.000144051j -0.00158776+0.00200237j 0.0072216-0.000529918j -0.0199702-0.000904685j 0.0113041+0.00041708j -0.00345291+0.00076014j -0.0128047-0.0019175j -0.00192719+0.00112247j -3.17187e-05-0.000345735j -0.00224317-0.000104327j 0.0074256+0.00194108j 0.00397569-0.00125046j 
0.00286395+0.00337689j 0.0084831+0.00178296j -0.0242952-0.00544072j -0.0413647+0.00155019j 0.101229+0.000153333j -0.0830607+0.00125299j 0.26487+0.00162339j -0.113318+0.00276929j -0.010663-0.00024772j -0.144372-0.00125634j 0.0634566+0.00122555j 0.448076-0.00279215j -0.483083+0.000325174j 0.104741-0.00146576j 0.155854-0.0040747j 0.00714256+0.0010348j 0.0243776-0.000566035j 0.268695-0.00336611j 0.0367648-0.00302066j -0.00405473-0.00112372j -0.138783+0.00330442j 0.227866-0.00382094j 0.03589-0.00043326j 0.139854-0.00152802j -0.0516714+0.00139603j -0.00581992-1.61779e-05j 0.0754844-0.00114394j 0.00466502-0.00205644j 0.0829094-0.00127055j 0.00284635-0.00251491j 0.00712966+1.68415e-05j -0.0446108+0.00102921j 0.0025014+0.00021059j 0.0889247+0.00268046j -0.0299496-0.000990494j -0.0156607+0.00142623j 0.00255747-0.00175806j 0.0262974-0.000507001j -0.00822089+0.000560506j -0.0576476-0.00018911j 0.00888829-0.000138242j 0.00782531-0.00119305j 0.0457795-0.000648895j 0.00210851-0.00184648j -0.0351225+0.00129059j 0.077739+0.00120172j -0.0172361+0.00118436j -0.00904114-0.000482477j 0.00241722-0.00245473j 0.02043+0.000588473j 0.0324364+0.00273253j 0.109466-0.00088821j 0.0359928+0.0016571j 0.0668968-0.0042022j 0.0911146+0.000310433j 0.0405851+0.00052087j -0.0501279-0.00351275j 0.0210281+0.00039595j -0.0335753-0.000116735j 0.0238726+0.000948886j -0.0272881+0.00382018j 0.0113486+0.00519951j -0.0101982+0.00152717j 0.020416-0.00124334j -0.00636017-0.00227913j 0.0221652-0.000967154j -0.00846163+0.00203458j -0.000832893+0.000813109j 0.00273955-4.50882e-05j 8.18504e-05-0.00178501j -0.00153276-0.000675823j -0.00603603+0.00194384j 0.00732608-0.000541317j 8.38059e-05-0.00197933j -0.00149445+0.00147035j 0.00311755-0.00210791j 0.00518149-0.000493072j 0.000448585+0.000370144j -0.00649985+0.00213263j -0.00554445-0.000105727j -0.0071475+0.000313874j -0.00343425-0.000807736j -0.00252939+0.00136249j -0.00120517+0.00129828j -0.00328856+0.00151537j 0.00787997-0.000356669j -0.00484755-0.000231711j 0.00849395+0.00151448j -0.0136965-0.000192298j 0.00634145+0.00196951j 0.00203668+0.00137298j 0.0125625+5.52153e-05j 0.0023547-0.000484879j 0.0105151-0.00032369j -0.0242829-0.00200459j 0.00769054-0.00291912j -0.00736653-0.00153757j 0.000245162+0.00146088j 
0.00496765-0.000532422j 0.000899575-0.00408729j -0.00359048-0.00529628j -0.117389-0.00358841j 0.180442+0.00703755j -0.169676+0.000135971j 0.331439-0.00128322j -0.292291+0.008j 0.588595+0.00390631j -0.0550742-0.0023904j -0.067516+0.00276272j -0.123597+0.00140444j 0.0979443-0.00422072j 0.0529681-0.00144321j -0.0886292-0.000384202j 0.0534008+0.000899638j -0.129136+0.00214949j -0.143033+7.88322e-05j 0.0751379+0.001207j -0.00345956-0.00200474j -0.0224806-0.000379402j 0.0117915+4.31075e-05j 0.049025+0.00157099j -0.0708434-0.000862132j 0.0548239+0.00145825j -0.0262538+0.00353192j -0.0259068+0.00217293j -0.00664715+0.000877501j 0.0319958-0.00135172j 0.0452085-0.0018448j 0.00350125-0.00167371j -0.0424225+0.00132777j -0.0247083+0.0015135j -0.0272708+0.00121752j -0.0180615-0.000909944j 0.0239479+0.000256457j -0.014242-0.000385821j -0.0173828+0.000157813j 0.044321-0.00118012j -0.0754334+0.000578242j 0.00235895+0.000200577j -0.0204593+0.000181598j 0.0818914-0.0014528j -0.0570756-0.000248528j 0.0949098+0.00168729j 0.118453+0.000976265j -0.00435233-0.00130473j -0.101846+0.000953843j 0.0695917-0.0013266j -0.106878+0.00651158j 0.152053+0.00215658j 0.00174025-0.00722401j 0.0759577+0.00272492j -0.0394782-0.00199957j -0.0295208+0.00829097j -0.00717608-0.00176389j 0.0100907-0.00179863j -0.00559657+0.000522103j 0.0279147-0.00483617j -0.0138454-0.000488532j 0.00242223-0.000262983j 0.016526-0.00159213j -0.000405455-5.26663e-05j -0.0162306+0.00572384j -0.00523058+0.00183187j 0.00180214-0.00127761j 0.00668105-0.00439498j -0.00415401+0.000503595j -0.00403159+0.00278321j -0.000542204+0.00206077j 4.9524e-05-0.000340072j -0.0047649-0.00167675j -0.000557135+0.00157654j 0.00389462-0.00267825j -0.00219625+0.00213426j 0.0127869-0.000356532j 0.0240343-0.00254616j -0.00411384-0.000998506j -0.0161106-0.000812211j 0.00240298+0.00252511j -0.000782954-0.000126703j -0.000339005-0.00389213j -0.0116852+0.00134264j -0.0139412+0.000734112j -0.0126425+0.00330606j -0.00229692+0.00206288j 0.0242984-0.00224973j -0.00314122-0.00185043j 0.000424881-0.0022072j -0.0149291-0.000493626j -0.00238384+0.00304785j -0.0171031-0.00130865j 0.0029802-0.00432403j 0.0101424-0.000646219j -0.00892104-0.0014232j 0.0111284-0.00215953j 0.00238202-0.00191818j -0.0131233-0.00293241j 
0.00900011+0.00461725j -0.00602183+0.00182143j -0.0213922+0.00214297j 0.0683355+0.00356919j -0.171262-0.00122893j 0.0358149-0.00262145j 0.459205-0.00133434j 0.563442-0.000937316j 0.017928-0.00316887j -0.0732893+0.00375961j 0.153102-0.00245156j -0.198164+0.00013442j -0.00626691-0.000280875j -0.151034+0.000297591j -0.127955+0.00276182j 0.108936-0.00163823j -0.0677152+0.00352428j -0.01962+0.000839145j 0.0600102-0.00295514j 0.00452234+0.00105394j -0.0275505+0.00287994j 0.0597797-0.00129489j 0.0135811+0.000897325j -0.00175727+0.00320574j -0.0185819-0.00141694j -0.00774923-0.00161895j -0.0209342-0.00111268j -0.00815857-0.000738787j 0.0246045+0.000754421j 0.0111273-0.000658541j -0.0198505+0.000380636j -0.0197044-0.000639527j -0.00390171+0.0012086j 0.0260462+0.00145533j 0.00214676-0.000628156j -0.0147442-0.000554742j 0.0723535-0.000828776j 0.0126445+0.00179005j -0.0124186+0.000952998j 0.00558292-0.00160656j -0.0651705+0.000112994j -0.0526038-0.000808753j 0.0856246+0.000131366j 0.013907-0.000665269j -0.206983+0.00451295j -0.0773859+0.00214161j -0.0397597-0.000387874j -0.159899-0.00173678j 0.0536168-0.00334928j -0.139491-0.00235114j -0.106292+0.00480027j 0.00277957-0.00184595j 0.0393982+0.00319811j 0.00226855+0.0030374j 0.0266376+0.00538645j 0.0544771-0.00686766j -0.013468-0.00181698j -0.00949623+0.00584292j 0.0192852-0.000168598j 0.0274008-0.00393442j -0.0164971-0.00200527j -0.00912487+0.00230593j -0.00661487+0.00404803j 0.000141199+0.00330593j -0.00813409+0.00471772j 0.00222967-0.000671135j 0.00907701-0.00210199j 0.00691801-0.00235138j 0.0161294-0.000877467j -0.000950614+0.00233216j 0.00446903+0.0014448j -0.00750385+0.000565419j 0.00373931+0.00130434j -0.00137202+0.000236606j -0.00378337+0.00076129j 0.00516184+7.32463e-05j 0.00254877-0.000396919j -0.000540074-0.000234231j 0.0127289-0.00103999j 0.000794559-0.00137702j -0.0076659+0.00082286j 0.00451187+6.68657e-05j 0.0080287-0.00223179j -0.0178661+0.00126904j 0.00475198+0.00181933j 0.0101985+0.000217785j 0.00552289-0.00188548j -0.00773663-0.000555976j -0.00956161+0.00358891j 0.0153453+0.00207592j 0.00269974+0.0010606j 0.00788749-0.00129319j 0.00720722+0.00382937j -0.0031054-0.000462979j -0.0100822-0.00127285j 0.0110242-6.6675e-05j -0.0187022-0.000697968j 0.00925852+0.00561074j 
-0.0059972+0.00217924j -0.0145016-0.00458118j -0.0279007+0.00401251j 0.0550012+0.00340163j 0.0422208-0.000197904j 0.711538+0.000132979j 0.0885031+0.00216368j -0.166097-0.000452834j -0.0566939-0.00167823j -0.284093+0.00236541j 0.0757988+0.0018906j 0.0605192-0.00243514j 0.0533311-0.00110497j 0.00764491-0.00105474j -0.0417653-0.000749853j 0.0208744+0.00244557j -0.0801696-0.000973877j -0.0523441+0.000173878j -0.00617599-0.000995135j -0.0204808-0.000996616j -0.0611976+0.00167331j 0.0263552-0.0011798j -0.0335432+0.00104068j -0.0352741+0.000948738j 0.0119974-0.000385006j 0.0147377-0.0016908j -0.00819856-8.59155e-05j -0.0196382+0.00196723j 0.0128284-0.00147531j 0.00839004+0.000910365j -0.00505235+0.00243861j -0.0406471+0.000994021j 0.0167401-0.000648171j -0.00266669+0.001063j -0.0147113-0.00078778j -0.0139503+0.00157063j 0.00564479+0.00046951j 0.0674765-0.000421106j 0.0977236-0.00158998j 0.104189-0.00224548j 0.0140851-0.00162027j -0.0861709+0.002727j -0.0571445+0.000753804j -0.110558+0.00198759j -0.0932506+0.00170823j 0.0651289-0.000597467j 0.246743-0.00458117j -0.0180593+0.00209286j -0.17921+0.000361346j -0.0210802+0.00360506j 0.015827+0.00214635j 0.0512543+0.00104514j 0.0717542-0.00791014j -0.0264113+0.00272069j -0.0398364+0.00250913j -0.000930451+0.00204421j 0.0129038-0.00556248j 0.0137043+0.00072371j 0.0239934-0.012083j -0.00760428+0.00294605j 0.00936345-1.36109e-05j 0.0113276-0.00278828j 0.0180629-0.00188706j 0.00709431+0.0010658j 0.00515591-0.00141601j 0.00783495+0.00276988j 0.00427996+0.00112187j -0.00291856+0.00256445j 0.019066-0.00466437j -0.0134935+0.00410294j -0.0038506+0.00218037j -0.0114903+0.00223028j -0.0144383+0.00578119j 0.00547507-0.00045897j 0.000564633-0.00104558j 0.0178489+0.00174473j -0.00142155+0.00241881j -0.00912902-0.000801509j 0.00229398+0.00166189j 0.00277432+0.00281188j 0.0108705-0.000786335j -0.00351102+0.000112964j 0.00601994+0.00488105j 0.0127023-0.00517951j -0.012099+0.00210145j 0.00670496-0.000453567j 0.0145742+0.00306761j -0.000624603-0.00158231j -0.01025-0.00213347j -0.00921063-0.0024442j -0.00867793-0.000867502j 0.00574877+0.00264548j -0.0185284+0.00150435j -0.00909104-0.00475054j 0.0188994+0.00300014j -0.00308751+0.00157378j -0.0107703-0.00448297j -0.0131271+0.00057462j 
-0.0126823-0.00112736j -0.000281765-0.00266917j -0.149649-0.00105447j 0.0744475+0.0119101j 0.615125-0.000578252j 0.079127-0.00154294j -0.237747+0.000327625j 0.38371-0.00765453j 0.106235-0.00425809j -0.0454743-0.00231076j 0.00743002-6.97702e-05j 0.0402355+0.00117981j 0.0444401-0.00104812j 0.0242495-0.000997219j 0.0238216-0.00273636j -0.00370789-0.00121574j 0.031988-0.000386828j -0.0221192+0.000593966j 0.0171972-0.00396231j -0.000520177-0.000575637j 0.0250626-0.00115119j -0.0257365-0.00050306j -0.00128313-0.00209662j 0.0353935-0.00113964j 0.0197518+0.000313219j -0.0335805-0.000756592j -0.0231061-0.000437657j 0.00459139-0.000795558j 0.0321517+0.00197165j 0.0408228+0.000525431j 0.0179981-0.000573144j -0.0500141+0.000362317j -0.013507+0.00135708j 0.0157493-0.00117278j -0.0347214-0.00134948j 0.0360863+0.000447833j -0.0607503+0.000979525j 0.00649546+0.000338095j 0.141436-0.000855211j -0.0991041-0.000686592j 0.116015-0.00652896j -0.0832159-0.00270284j 0.00334072+0.00196814j 0.103296-0.00193067j -0.100565+0.00327414j 0.0538711+0.00265435j 0.029959-0.00642061j 0.236306-0.00971543j 0.139314-0.00181561j -0.103785-0.00450595j 0.0630483+0.00402755j 0.0208486-0.00472196j 0.0658523+0.000557297j 0.0193145-0.000550025j -0.0017903+0.00120189j 0.00739534-0.000513915j -0.00178144-0.00166038j -0.00108504-0.00160367j -0.0146924+0.00415783j -0.00581997+0.00141195j 0.00214296+0.0017958j 0.00819471-0.00502451j 0.0101661-0.00585024j 0.0083531-0.00243164j 0.00661309-0.00325141j 0.00372369+0.000770426j 0.0158947-0.00468945j 0.00555917+0.000136544j -0.00516658+0.000285077j -0.00687657-0.000252212j -0.00104483-0.00212041j -0.0145831-0.00216265j 0.0080766-0.00282714j -0.00557441-0.0023783j 0.0103738-0.000806122j 0.00230171-0.000979402j 0.0132943-0.00197833j 0.00280666-0.00144118j -0.00972412-0.000366659j -0.00771537+0.00199232j -0.0027387-0.000530671j -0.00189113-0.000647737j -0.0155784+0.0036083j -0.00458922+0.00378663j -0.00546316-0.000701083j 0.0094078+0.000421587j 0.0126554+9.61696e-06j 0.00229687-0.00244223j -0.00190834+0.000216701j 0.0130649-0.00149125j -0.0122548-0.0020426j -0.00614081+0.00217267j -0.0132702-0.00569693j 0.0283177-0.00121787j -0.0148981+0.00242092j -0.010414-0.00455717j -0.00410355-0.00241563j -0.00885561-0.000270737j 
-0.0204652-0.00828126j 0.02589-0.000237828j -0.154801-0.0165026j -0.662294+0.00467377j 0.0148702-0.0023761j 0.0899156-0.00962305j 0.0403808-0.000254948j 0.103508-0.00087502j 0.0174596+0.0048878j -0.0317286-0.00218076j 0.0261138-0.00122513j -0.0213239-0.00174115j -0.0917673+0.00244673j -0.0185371-0.00168462j 0.0462584-0.00155008j 0.017586-0.00196906j 0.0209203+0.00141457j 0.057958-2.33827e-05j -0.0750791+0.00307527j -0.0284203+0.00325671j -0.000448713+0.00108076j -0.00720069+0.00214531j -0.00279581+0.00215009j -0.0441577+0.00105149j -0.0402601-0.00256899j 0.0494093+0.000289858j -0.00094209+0.000269759j -0.00873633-0.000806585j -0.0726961-0.00145987j -0.014776-0.00208491j 0.0587266-0.000904944j 0.0827597-0.000153387j -0.0153253+0.00196645j -0.221551+0.00445062j 0.0178732-0.000614977j 0.0808024-0.00170103j -0.152971+0.000897903j -0.249308+0.00355618j 0.0486156-0.00362811j 0.102262+0.00321675j 0.255425-0.0021858j -0.066383+0.00533997j 0.188044-0.00333252j -0.0316808-0.00637497j 0.00135221+0.000405391j -0.122789+0.00918241j 0.0289938+0.00177614j -0.0874641-0.0034522j -9.06578e-05-0.0101145j 0.0732527+0.006067j 0.00919254+0.0046951j 0.0275607-0.00524255j -0.0104562-0.000978415j -0.00479153-0.00057655j -0.0197799+0.0034045j -0.0223848-0.0064486j 0.00535034-0.00382401j -0.0099695+0.0024336j 0.000767952-0.00290346j -0.00720058+0.000237881j 0.00409371+0.000520512j 0.00554031-0.000677911j -0.0217351+0.00553293j -0.0126823+0.00394478j 0.0184364-0.00067944j -0.00124552-0.00187061j 0.00356833+0.00130082j 0.00706508-0.000405174j 0.00628595+0.0019014j 0.00563421-0.00164253j 0.00737872+0.000567834j -0.00493873+0.000540549j 0.00318441-0.000408364j -0.000724271-5.15359e-06j -0.0188601+0.00324679j -0.00442451+3.7496e-05j 0.0011399-0.0011035j -0.0133726+0.00127483j -0.00688806-0.000578915j 0.0169323-0.00185859j -0.00269338+0.00109147j -0.000877719-0.0026744j 0.00422108-0.0024375j 0.0031695-0.000912383j 0.00381893+0.000467259j -0.00182266-0.00136655j -0.0128741-0.000318498j 0.00870093+0.00365589j 0.00387021-0.000814564j -0.0242273+0.00349903j 0.0133777+0.00379858j -0.0121197-0.0023528j 0.0235591-0.00082377j -0.0156534+0.00336124j 0.0105547-0.00198982j 0.000508563+0.00141592j 0.0223164+0.0005862j -0.00773039-0.00605171j 
0.028328-0.00087318j 0.0216592+0.0084207j 0.651615-0.00255076j -0.146752-0.0135318j 0.110956-0.00636311j 0.0424072+0.00392778j -0.0187742+0.0015565j -0.0259887+0.0045005j 0.075296+0.000449479j -0.0425227+0.000901611j -0.00254688+0.000212771j -0.0234988-0.00114604j 0.0501916+0.00311084j -0.00885031-0.000651299j -0.0128501-0.00192012j -0.0297547+0.0024708j 0.00320516-0.00328841j -0.0520262-0.00152951j 0.00207129+0.0031797j 0.0295209+2.80355e-05j 0.0201791-0.00158214j 0.056737+0.00207818j -0.0356124+0.0020291j 0.0551279-0.00179956j -0.0814241+0.000965056j 0.0676376-0.00188372j -0.000824082-0.00178414j -0.0714799+0.000612896j -0.0312551+0.00130382j -0.10295+0.00290957j -0.00419666+0.000662749j 0.00158221-0.00306396j -0.0460607-0.00113647j 0.112126+0.00135343j 0.0971301-0.00108329j -0.0729245+0.000340771j -0.0724281+0.00363906j -0.0907311+0.00607732j -0.261848+0.00350306j 0.0646826-0.00197548j 0.0980048-0.00611054j 0.277055-0.000201394j 0.023921-0.00825903j -0.130032+0.00211652j -0.157168+0.0102802j 0.0367441+0.006318j 0.109968-0.005531j 0.103172+0.00304632j 0.0777255-0.00477571j -0.0689967+0.00963019j -0.021833-0.00292j -0.0151871+0.00250259j -0.00710956-0.00601147j -0.0142592+0.000408443j 0.0275925-0.00317263j -0.00861344-0.000906584j -0.00497642+0.000433373j -0.00257065+0.000373026j 0.0120561-0.00854006j 0.00359392+0.000483706j 0.000717143+0.00198799j 0.0234205-0.0102668j -0.0057266+0.00131256j -0.00775401+0.00157162j 0.0192272-0.000895691j 0.0153961-0.00255937j 0.0179169-6.73307e-05j 0.00180788+0.00213064j 0.0075073-6.65793e-06j -0.00478045+0.00132974j -0.00180686+0.00206629j -0.0199205-0.00210362j 0.0105789+0.00226441j -0.00903249-0.00148854j 0.0037748-0.0029724j -0.00197555+0.00192225j 0.000109358+0.00432643j 0.00119184-0.00624965j 0.0134507-0.00313493j -0.00799471+0.00239763j -0.00449346-1.87411e-05j 0.0298887-0.00187144j 0.000693328-0.000531084j 0.00607365-0.001881j -0.00642599+0.000502787j 0.0285528+0.00200082j -0.00157911+0.0017289j -0.0262884+5.5452e-05j -0.00399696+0.000471746j -0.00181288-0.005288j -0.0263748-0.000997568j 0.0167841-0.00298684j -0.00406888+0.00381181j -0.00475725-0.000279647j -0.00293123+0.000487816j -0.0085142+0.000354886j 0.00522044+0.00557821j 0.0216697+0.00123022j 
0.125445+0.0260774j -0.559274+0.00185711j 0.0647719+0.0033718j 0.0601647-0.00205317j -0.0924247+0.00253093j -0.00497828+0.0159459j 0.126772+0.00177733j 0.107239-0.00289412j 0.0178956-0.00142434j -0.117853-6.94888e-05j -0.186908+0.000824521j 0.103117-0.00616629j -0.034364-0.00194918j 0.229993-0.00225925j 0.0621748-0.00378683j -0.102175-0.00137289j 0.151022-0.00427377j -0.121539+0.0035796j 0.108894-0.0024954j -0.147857+0.00220358j 0.096193-0.00185878j -0.25693+0.00141699j -0.114089+0.000905241j 0.0555794-0.000986552j 0.219706+6.23288e-05j 0.0799877-0.00219769j 0.121716-0.00105032j 0.0220975+0.0020489j -0.000412261+0.0012081j -0.0977446+0.00301231j -0.170954+0.00149869j 0.0591271+0.000388051j -0.056491+0.000905652j 0.00767341-5.69069e-05j 0.146607-0.00275928j -0.0956141+0.00172885j 0.0517876+0.00238063j -0.0620613+0.00275436j -0.0252451-0.000403871j -0.0781573-0.00625435j 0.0720469-0.00677562j -0.086272-0.000662261j 0.0374785-0.000121364j 0.0489598+0.00791625j -0.0110597+0.00798868j -0.0151851-0.00159277j 0.0250137-0.0142432j -0.00345596+0.000834647j -0.0443774+0.00505725j 0.00604875+0.00137738j 0.0322014+0.0028549j 0.00866859+0.00207404j -0.00113287+0.0023288j -0.0199945+0.000111294j -0.0147921+0.00325718j 0.0153242-0.00447894j 0.00738767-0.00242749j 0.00837438-0.00131706j -0.00834744-0.00188156j -0.0220571+0.00365857j -0.018085+0.00229105j 0.00650034-0.00141271j -0.0153078-0.00307876j 0.00470866-0.00360705j 0.00753211-0.00151855j -0.0103587-0.000627977j 0.00704177-0.000703503j 0.0219385-0.00148697j -0.013482+0.00373973j -0.00120412-0.000581128j 0.0111105+0.00108773j -0.0158925-0.00101947j -0.00681488+0.000305789j -0.00704098+7.265e-05j -0.00930619+0.00108878j -0.0110069+0.00378815j -0.0234781+0.000822798j -0.00373481-0.00244738j 0.0074973+0.00121037j 0.00345511-0.00134312j 0.0070474+0.00140067j -0.00483762-0.00120907j -0.0136915+0.00314095j 0.00652553-0.000940356j -0.0107238-2.28246e-05j 0.0148264-0.00282148j 0.0267503+0.00272546j 0.0192048-0.00344138j 0.00862941+0.00020123j -0.00536929-0.00151879j -0.00196013+0.00394335j -0.0365964+0.00280684j -0.0139219-0.00321851j -0.00112862-0.00562405j 0.0347339+0.00208033j 0.00069591+0.00553108j -0.0148494-0.00806644j -0.0297167+0.00154992j 
