0.0313147-1.37043e-16j -0.0113114+0.000122222j 0.0151114-0.000571098j 0.0497096-0.00054795j 0.00401169+0.000340362j -0.0283434+0.00062906j -0.0193582+0.000406717j 0.0205312-3.79971e-05j -0.00954468+0.000623082j -0.0259862+1.19272e-05j -0.0345144-0.000357359j -0.00148365-2.22844e-05j 0.0142959-0.000271615j -0.0214468-0.00021945j -0.000825799-7.17988e-05j 0.000445603-9.33612e-05j -0.00990144-0.000259528j -0.00959142-8.46243e-05j 0.00460919-1.77903e-05j -0.0147542-0.000187997j -0.0259471+0.000382273j -0.0400273+0.000367442j 0.0589412+0.000675411j 0.00520149-0.000161761j -0.0379303+0.000408054j 0.0793281-0.00096273j -0.022943-9.6559e-05j -0.0307869+0.000253102j 0.000252294-0.000273221j -0.00642495+0.000124803j -0.0730826+0.000600329j -0.0288028+9.57406e-05j -0.00432147+9.01526e-05j -0.0421185+0.000125201j 0.0635985+0.000114407j -0.0654511+0.000263041j 0.0128752-0.000595543j -0.0393653-0.000122442j -0.00480035+8.16954e-06j 0.0156718+0.000377805j 0.0377771-0.000379702j -0.0300486+0.000497352j 0.00634919-0.000402323j -0.0218544-5.40542e-05j 0.0151793-0.000191953j -0.0628246+0.00041821j -0.0406362-0.00127229j -0.0335507-0.000227295j -0.0735604+0.0057066j -0.266124-0.000144105j 0.0549606+0.00202445j 0.822792-0.00461346j 
-0.00148365+2.22844e-05j 0.00344922+0.000377712j 0.104346+0.000539389j 0.0654532+0.00110575j 0.177827+0.000369578j -0.0327126-0.000743599j 0.00130131-0.000321264j 0.171577+0.000504944j -0.141075-0.000171681j -0.0869826-0.000622658j -0.0960467+6.27054e-05j -0.0567893+9.61579e-16j 0.000623106+0.00133479j 0.118578+0.000119496j 0.0208262-0.000323212j -0.00178983-0.000393429j -0.0371605-0.000608535j 0.0046411+0.000357048j -0.254961+0.000179826j -0.216211-0.000867002j -0.1566+0.00100623j -0.101033+0.001221j -0.10692-0.000345068j -0.146597+0.000951547j -0.147044-0.000316952j -0.121914-0.000461236j -0.218186-0.00105056j 0.223421-0.000656049j 0.0696553+0.00044438j 0.0313451+0.000746702j 0.168971-0.000373513j -0.022294-0.000528006j 0.175804-0.00109088j -0.142784+2.28245e-05j 0.0729724+0.00047838j -0.0029112-0.000220999j -0.0926083+0.000154944j -0.113476+0.0033805j 0.13347-0.000127271j -0.156274-0.000256559j -0.203468+0.000961758j -0.183555+0.0011221j 0.153673+0.00113823j 0.217066-0.000823203j 0.286479+0.000203032j 0.0734518+0.000839203j 0.104173+0.00056138j -0.0730213+0.00205416j 0.0303142-0.000990562j 0.144208-0.00104631j 0.013322-0.0016183j 0.0338237-0.000437032j 
0.0142959+0.000271615j 0.000633778-0.000424648j 0.0345359-0.00071143j -0.0208418-0.000327549j -0.00798127-0.000523923j 0.0500792+0.000132523j 0.00614866+0.000275952j -0.0437392-0.000968257j -0.00878257+0.000224675j 0.0177104+0.000358936j -0.0774052+0.000454892j 0.000623106-0.00133479j -0.0370925+1.38778e-17j 0.00211274-0.000342998j -0.026199+0.000447286j 0.0232885+0.000214175j -0.0664211+0.000467015j -0.160782+0.000278318j 0.276089+7.2821e-05j -0.192423+0.0010065j -0.0471538+0.00136016j -0.546686+0.000825149j -0.397908+0.000925526j -0.160281+0.000378643j 0.0271876+0.0009476j 0.0184892-0.000161406j 0.00456961-0.000166302j 0.0579594-0.00061022j -0.0734477+0.000159549j -0.107877-0.000781436j -0.131046+0.000870637j 0.13143+0.000336344j 0.0628882-0.000281672j -0.0410755+0.000914246j -0.11038-0.000359992j 0.187438+6.77538e-05j 0.00412434-0.000919998j -0.234094-0.000948519j -0.11574-0.000544064j 0.115396+0.000667162j -0.0111145-0.000454694j -0.0890228+0.00117975j -0.0672957-0.00210262j -0.235945+0.00184052j -0.014378-0.000567471j 0.0293549-6.41838e-05j -0.0179895-0.000784818j 0.0605908-0.00127415j -0.0292468+0.00059864j -0.0699263+0.000158298j -0.00699682+0.000897334j -0.0337528+2.76084e-05j 
-0.0214468+0.00021945j -0.00515119+0.00015775j 0.0167502-0.000295273j 0.0246074+0.000514292j 0.0382252+0.00044741j -0.155768+0.000594014j -0.00192558+4.69019e-05j 0.000225352+0.000749545j 0.0275884-0.000133899j -0.0484447-0.000583339j 0.0635996-0.000489591j 0.118578-0.000119496j 0.00211274+0.000342998j -0.156903+9.92262e-16j 0.040605+0.000622576j -0.0810109-0.000333634j -0.285644-0.000875325j -0.0200327+0.000673836j 0.134156-0.00186897j 0.263433-0.000118046j -0.191814+0.000617787j 0.144249-0.000832011j -0.0946761+0.000896348j -0.347171+0.0023309j -0.284337+6.31018e-05j -0.01951-0.000830052j -0.0881849+0.000617481j 0.141347-0.000828705j 0.00289217+0.000267193j 0.0791295-0.000140975j -0.00962702-0.000676554j 0.0855093-0.000138991j -0.0650665+0.000851433j 0.00984672+0.000764002j 0.0860972-8.17796e-05j -0.0587773+0.000143964j 0.132613-0.00159641j 0.0745749+0.000602932j -0.11478+0.00101838j -0.176827+0.000385217j -0.21736+0.00219338j 0.226576-0.000920859j 0.153308-0.00130128j -0.143645+0.00155189j -0.042891+0.00205331j -0.155386+0.00156767j 0.026284-0.0015255j 0.231092-0.00185888j 0.0618355-0.000429118j -0.0734062+0.00189538j 0.0260091+0.000423159j -0.0142888+0.000549287j 
-0.000825799+7.17988e-05j 0.0126376+0.000144645j 0.0138073+0.000361594j -0.0146934+0.000229795j 0.0493194+0.000424872j 0.0871058-0.000292574j 0.0835532+0.000150795j 0.00119723+8.51472e-05j -0.0884932-0.000409043j -0.0175787+0.00108963j -0.0176026+0.000501045j 0.0208262+0.000323212j -0.026199-0.000447286j 0.040605-0.000622576j -0.192168-1.11838e-14j 0.0258552+0.000749948j -0.107565-3.80491e-05j -0.204673-0.000103471j -0.225897+0.00102148j 0.513099+0.000271834j 0.0386862-1.78398e-05j -0.365148+0.000384164j 0.160175+0.000506814j 0.216982-0.0007423j -0.0374011-0.000342492j -0.0492957+0.00174764j 0.0276365+0.000210793j 0.266114+0.000559292j -0.0812279+0.000295297j 0.00939834+0.000544229j -0.011916+0.000466355j 0.0471345-0.000434935j 0.143614-0.000397896j 0.157928-0.000385453j 0.102657-0.000383317j -0.0291079+0.000112857j -0.144253+0.0016224j -0.0738479+0.000984422j 0.0789607-0.000898564j -0.0147181-0.000105586j 0.143701-0.00167938j 0.139277+0.000663803j 0.0661099-0.00101961j -0.0452158-0.000659885j 0.0619966+0.000109073j -0.0660362-0.000196856j 0.0169417-0.000907463j 0.0430932-6.26442e-06j -0.129981+0.000557647j 0.0301429+0.000590355j -0.0238723+0.000605436j -0.0128893-0.000621745j 
0.000445603+9.33612e-05j -0.0261873+0.000482136j 0.0900804+0.0010256j 0.0307563+2.37632e-05j 0.152401+0.000874858j 0.0199393+0.000582848j 0.0254101-0.000154854j 0.0384753+0.000159991j -0.128791-7.51866e-06j -0.0264499-0.00103872j -0.0774958-0.000870706j -0.00178983+0.000393429j 0.0232885-0.000214175j -0.0810109+0.000333634j 0.0258552-0.000749948j -0.21572+9.05124e-14j 0.0351515-0.000478874j -0.10494-0.000835692j 0.260852-0.000414638j 0.0712896-0.00164807j 0.591375-0.00120225j 0.0084408-0.000330817j -0.190543-0.000120427j 0.254243-0.000716436j -0.180045-0.000861734j -0.0290984-0.000512402j -0.234021+5.06931e-05j -0.047101+0.00127734j -0.0182821-0.000607059j -0.0527049+0.00189648j -0.0493118-0.000451817j -0.168826-7.637e-05j -0.0187552-8.51609e-05j -0.059333-0.00054197j 0.144353-0.000456882j 0.0962095-0.000761399j 0.0880748-3.35715e-05j 0.0360527+0.00125124j 0.015166+0.00145747j -0.0362955-0.000350779j -0.0916218+0.00172387j 0.117994-0.00123464j 0.0152373+0.000811733j -0.00143256+0.000184296j 0.0638976-0.000270371j 0.0976741+0.000122346j 0.0943448+1.15984e-05j 0.000200714+0.000829828j 0.0522187-0.000147844j 0.0362063+0.000706835j 0.0246518-0.000904533j 0.0218987+0.000278458j 
-0.00990144+0.000259528j 0.0318178+3.98494e-05j -0.0503926+0.000143575j -0.0962629-0.00107231j -0.128422-0.000273872j 0.0281138-0.000208191j 0.0921837-0.00118663j -0.0594312-0.000139394j 0.0346739-0.000989495j 0.0792935+0.000680573j -0.0617562+0.000598113j -0.0371605+0.000608535j -0.0664211-0.000467015j -0.285644+0.000875325j -0.107565+3.80491e-05j 0.0351515+0.000478874j -0.155187-7.13839e-16j -0.177793+5.0689e-05j -0.290973-9.67258e-05j -0.174459-0.000371616j 0.302185+0.0012237j 0.201875+0.00028201j -0.210791-0.000219828j -0.27357+0.000414984j -0.073126-0.00029997j 0.0360759-0.000398015j 0.100065-0.00135142j 0.0931493-0.000233378j -0.190728+0.00138214j -0.0124009-0.000946627j 0.0639693+0.00011758j -0.0655426-0.000295975j -0.0379775+0.000280998j -0.00990174+2.32132e-05j -0.0829893-0.000818226j 0.0220339+0.000394456j 0.00316389+0.000311323j -0.0558946-0.000631695j -0.0201532+0.00019186j 0.134251+0.000572255j 0.211935-0.000325638j 0.106567+0.000234952j 0.020006+0.000682186j 0.0656752-0.000369519j 0.0840961-0.00102262j -0.217794-0.00124883j -0.0581103+0.00135631j -0.0493621+0.00153591j -0.0797682-0.00138945j 0.190275-0.00187845j -0.0469435-0.00117022j 0.0731187-0.00102773j 
-0.00959142+8.46243e-05j 0.00414177+0.000190491j -0.00274064+6.55297e-05j -0.0521308+0.000171162j 0.0259297+0.000119678j 0.0320429+8.66892e-05j 0.137776+0.000323975j -0.0795366+0.00015837j -0.0351775-0.000572445j 0.0555508+0.000835802j 0.0371239-0.000278492j 0.0046411-0.000357048j -0.160782-0.000278318j -0.0200327-0.000673836j -0.204673+0.000103471j -0.10494+0.000835692j -0.177793-5.0689e-05j 0.719424+4.30123e-14j 0.067239-0.000189182j -0.140189+0.000571215j 0.175343-0.00067341j -0.243644+0.00014078j 0.169763-0.000746615j -0.0418983-0.000665458j 0.0371252+2.81043e-05j -0.0268279+0.00129181j -0.0408245-0.000321636j -0.00267936+0.000726122j 0.0574768-6.80426e-05j 0.107434-0.000170139j 0.0422003-4.97255e-05j -0.0714672-0.000216404j -0.0328195+0.000130949j -0.00137793+0.000254925j -0.0287548-0.000244533j -0.0438141+0.000478987j 0.0470108-0.000109557j -0.05835+0.00070868j -0.00473572+2.02968e-06j 0.135747-0.000675788j -0.0672019+0.000724188j 0.0963814+0.000289787j 0.105643-0.000614483j -0.010158+0.000816711j 0.130026+7.84913e-05j -0.114105+0.000322015j -0.0457514+0.000543817j 0.0896779-0.000496213j -0.0521033-0.000780925j 0.0195818-0.000199075j -0.00851967+0.000125412j 0.00109963-7.82089e-05j 
0.00460919+1.77903e-05j 0.028068+9.84059e-05j -0.0435113+0.000621566j 0.0414569-0.000863484j -0.0644286+7.11179e-05j -0.0986973+0.000793824j -0.0686475-0.000621955j 0.182601+0.000277397j 0.0465269-8.16463e-06j -0.136003-0.00175202j 0.0744083-0.000588694j -0.254961-0.000179826j 0.276089-7.2821e-05j 0.134156+0.00186897j -0.225897-0.00102148j 0.260852+0.000414638j -0.290973+9.67258e-05j 0.067239+0.000189182j 0.36581+9.20271e-16j 0.0296016-0.00150203j 0.0773999-0.00028365j 0.116002+0.000933318j -0.0200715-0.0011511j 0.059297+0.0010479j -0.027678-0.00145231j -0.0425803-0.000823037j -0.0782521+0.000175118j 0.0650108+0.000490803j -0.204434-9.65441e-05j -0.000460791+0.000314557j 0.0799639-0.000337879j 0.175579+7.33834e-05j -0.118643+0.000629659j 0.0424701-0.000200407j -0.106928+0.00132897j -0.0865194+0.000214294j -0.296237+0.000374863j 0.087579-0.00025887j -0.0118332+0.000329085j 0.0709062-0.000312269j -0.0256102-0.000987619j -0.117797-0.000734897j -0.00792828-0.000139556j -0.0360985-0.000546076j 0.02004-0.000664383j -0.00540484-0.00129764j 0.0795504-0.000748307j -0.120846+0.00164553j -0.0583301-0.000252362j 0.101565-0.000520738j -0.023661-0.0006203j 0.0356873-0.000762464j 
-0.0147542+0.000187997j -0.00233955+0.000125242j -0.0413838+0.000171204j -0.0862268-0.000230499j -0.0142718-0.000297485j 0.0192703+0.000643866j 0.173281-3.26766e-05j -0.0983119-0.00082691j 0.0835365-6.95824e-05j -0.0365038+0.000697518j 0.129407+0.000369137j -0.216211+0.000867002j -0.192423-0.0010065j 0.263433+0.000118046j 0.513099-0.000271834j 0.0712896+0.00164807j -0.174459+0.000371616j -0.140189-0.000571215j 0.0296016+0.00150203j 0.0203744+2.39283e-16j 0.216639-0.000257887j -0.0355964+0.000300994j 0.232066-0.00114901j -0.134875-0.00115898j -0.0468109+0.000236477j -0.0811285+0.0016615j -0.0598084+7.86783e-05j -0.133107+0.000656145j -0.0392932-0.000350393j -0.0702782+0.000303999j -0.107976-0.000137666j 0.10846-0.000162172j 0.07065-0.000330854j -0.068847+0.000954142j 0.0202937-8.84306e-05j -0.119053+0.000610518j 0.022594-0.000275467j -0.129047+0.000349743j 0.198042-0.000723473j -0.0331055+7.03214e-05j -0.105904+0.000722516j -0.107352+0.00100856j -0.108326-0.000389617j -0.0214127+0.00125338j -0.0101478-0.000852299j -0.190537+0.000343602j -0.0153995+0.000844243j 0.0791719-0.00138255j -0.0100085-0.00194573j 0.0577344-0.00143363j -0.0286052-8.5472e-05j 0.00321107-0.000223343j 
-0.0259471-0.000382273j -0.00616858-0.000261822j 0.0652518-8.21655e-05j -0.00954948+0.000408024j 0.055985+0.000435284j 0.0199709+0.000717157j 0.0607476+0.0011912j -0.0813898-0.00115493j -0.0535292+0.000665647j -0.0318627+0.000222659j -0.273725-0.000143981j -0.1566-0.00100623j -0.0471538-0.00136016j -0.191814-0.000617787j 0.0386862+1.78398e-05j 0.591375+0.00120225j 0.302185-0.0012237j 0.175343+0.00067341j 0.0773999+0.00028365j 0.216639+0.000257887j 0.0515311-1.05314e-15j 0.0397378-0.000753442j -0.0530156+0.000238236j -0.144431+0.000678054j -0.129841-0.000104882j -0.0788881+0.000279917j 0.0463824+0.000864801j -0.0435614-5.00187e-05j -0.00469271+0.000783725j -0.0393352-0.00163096j 0.148535-0.000489727j -0.173847+0.000731364j 0.0740792-0.00030307j -0.0407817+0.000691347j 0.0978333-9.47972e-05j -0.0449964+0.000474267j -0.0385184-0.000146986j -0.0766025-0.000215622j 0.0126471-0.000576209j 0.078586+8.53358e-05j 0.0151861-9.33923e-05j -0.0596935-0.000164747j -0.0764481-0.000534173j -0.020651+0.000569789j -0.00529214-9.90712e-05j 0.0501498+0.000202197j 0.0481526-0.000818305j 0.163539-0.00206338j 0.0127625+0.000223634j -0.0675704+0.00070306j 0.0337291+0.000478118j -0.0206849+0.00049879j 
-0.0400273-0.000367442j 0.0133729+8.54535e-05j -0.0106653-0.000930484j 0.0378046+0.0001248j -0.0446591-0.000998486j -0.163762+0.00070822j -0.121326-0.000121013j -0.0135188-0.00122611j 0.0595351+0.000383343j 0.034453-0.00183401j 0.156211-0.000655451j -0.101033-0.001221j -0.546686-0.000825149j 0.144249+0.000832011j -0.365148-0.000384164j 0.0084408+0.000330817j 0.201875-0.00028201j -0.243644-0.00014078j 0.116002-0.000933318j -0.0355964-0.000300994j 0.0397378+0.000753442j 0.120709+2.08034e-14j 0.12139-0.000739588j 0.0187542+0.00103707j -0.0147034+0.000125126j 0.108529-0.00110595j -0.0306842+0.000611861j 0.188023-0.000900744j 0.111685-0.000248829j -0.0459413-0.000628426j -0.0468498-0.000770525j -0.0718362+0.00035622j -0.0206509+0.000279301j -0.0362658+0.0009857j -0.0464985+0.000889437j -0.20185+0.000828419j 0.0778197-0.00136476j -0.0799066+0.000493853j -0.0603235+0.000587756j 0.17444-5.53793e-05j -0.125158+0.00128576j -0.0735442+0.00109513j 0.113146-0.000545861j -0.0673964+0.00100805j 0.0621933-0.00034149j 0.0363058+0.000319456j 0.00609093+0.000245861j 0.0474661-0.000773213j 0.0454281-0.00098328j 0.036813-0.000379659j 0.0140446-0.000415946j -0.00923809+0.000276159j 
0.0589412-0.000675411j -0.0050763-5.9427e-05j -0.0110131-0.000171795j 0.0448045-0.000202857j -0.0771548+2.31738e-05j -0.0165891-0.000987554j -0.120851+6.46779e-05j 0.163334+0.000142429j -0.0502069-0.000622741j -0.297692-0.000216093j -0.313213+0.00104514j -0.10692+0.000345068j -0.397908-0.000925526j -0.0946761-0.000896348j 0.160175-0.000506814j -0.190543+0.000120427j -0.210791+0.000219828j 0.169763+0.000746615j -0.0200715+0.0011511j 0.232066+0.00114901j -0.0530156-0.000238236j 0.12139+0.000739588j -0.178945+2.22809e-15j 0.0336183-0.000835342j 0.0873701-0.000419629j -0.045887+0.000996609j 0.091153+0.000839326j -0.0263803-0.000349063j -0.0229141+0.000609892j -0.149943-0.00060968j -0.0838137+0.00105648j 0.00166678+0.000906819j 0.0531852+0.000122113j 0.153916-0.000660142j -0.218891-0.000291544j -0.114313-0.000224834j 0.0132432+0.00157583j -0.103721-0.00197046j -0.0276948-0.000749572j 0.00500243-5.77154e-05j 0.0105634+0.000150347j -0.0204567-0.000975847j 0.0133663-0.000694757j 0.0804021-0.000712958j 0.00516363-0.000210077j 0.127628+6.26581e-05j 0.0329171-0.000411269j -0.179093+0.000984271j -0.018941+0.00139184j -0.0503587-0.000349432j -0.0185408+0.000655466j -0.0192238-0.000170667j 
0.00520149+0.000161761j -0.0171005-3.69215e-05j -0.0111085-0.000617662j 0.0877192+0.000341909j 0.0422731+0.000540187j 0.113304+0.000933074j -0.0816678+0.000559131j 0.0971813-0.000598654j -0.215997-0.000367383j 0.236015+0.00139679j 0.348329-0.000800855j -0.146597-0.000951547j -0.160281-0.000378643j -0.347171-0.0023309j 0.216982+0.0007423j 0.254243+0.000716436j -0.27357-0.000414984j -0.0418983+0.000665458j 0.059297-0.0010479j -0.134875+0.00115898j -0.144431-0.000678054j 0.0187542-0.00103707j 0.0336183+0.000835342j 0.263166+6.00214e-15j -0.00381508-0.000264102j 0.0520732-0.000603933j 0.0568848+0.00100395j 0.0638198+0.000826357j 0.0873394-0.000481347j -0.117337+0.000392058j 0.0534418-0.00100687j 0.03915-0.000502159j -0.0387063+6.95134e-05j -0.0329748-7.242e-05j 0.0520906-0.000498322j 0.129771-0.000829243j 0.0619534+0.000971699j -0.040354-0.00068226j 0.0294876-0.000920543j 0.0862803-0.000496868j -0.0017683-0.00101841j 0.173164-0.00160226j 0.099634-0.000664093j 0.0874645-0.00111565j 0.105632+0.000843668j 0.163336-0.000861804j -0.00678057-0.000963345j -0.0218406+0.00072948j -0.0393993+0.00166117j -0.0464038+0.00113823j 0.000495993+0.000405443j -0.00745202-9.40311e-05j 
-0.0379303-0.000408054j 0.0287704-0.00018733j 0.0570314+0.00163834j -0.0434718+0.000994579j 0.141352+0.000934822j 0.249206-0.000575617j -0.0936848+0.000421896j -0.067836-0.000100145j 0.196467+0.000438904j -0.219044-0.000194446j 0.112535+0.000186406j -0.147044+0.000316952j 0.0271876-0.0009476j -0.284337-6.31018e-05j -0.0374011+0.000342492j -0.180045+0.000861734j -0.073126+0.00029997j 0.0371252-2.81043e-05j -0.027678+0.00145231j -0.0468109-0.000236477j -0.129841+0.000104882j -0.0147034-0.000125126j 0.0873701+0.000419629j -0.00381508+0.000264102j -0.0238057+3.93782e-15j 0.288827-0.00028095j -0.0578098-0.000465275j -0.0307565-0.000806874j -0.290383+0.00135091j 0.0234336+0.000142627j -0.0488078-0.000740331j -0.14895+0.00106111j -0.0287728+3.40589e-05j -0.0179001+0.00106678j 0.384642-0.000396642j -0.148748+0.000676825j -0.0588434-0.0010319j -0.157076+0.00206217j -0.00990001+0.000609668j 0.0307397-2.58034e-05j -0.0311999+0.00057861j -0.174822+0.00126175j -0.103655+0.000699577j -0.0853945+0.000403714j -0.140842-0.000395668j 0.110817+0.000643962j 0.0645803+0.00157882j -0.0410809-0.000775919j -0.00742794-0.0010703j 0.113866-0.0022512j 0.00967936-0.000457157j -0.0640245-0.000100908j 
0.0793281+0.00096273j 0.0265848-0.000114372j 0.0153929+0.000316531j 0.00053795-0.0018763j 0.136028+0.000394557j -0.0688612-0.000608947j -0.269283-0.00129114j -0.156212+0.000267827j -0.15247-0.00133557j -0.217289-0.00134785j 0.0654145+0.00120977j -0.121914+0.000461236j 0.0184892+0.000161406j -0.01951+0.000830052j -0.0492957-0.00174764j -0.0290984+0.000512402j 0.0360759+0.000398015j -0.0268279-0.00129181j -0.0425803+0.000823037j -0.0811285-0.0016615j -0.0788881-0.000279917j 0.108529+0.00110595j -0.045887-0.000996609j 0.0520732+0.000603933j 0.288827+0.00028095j -0.404069+4.66771e-15j 0.0297073-0.00127222j 0.109077+0.00026301j -0.077663-8.65787e-05j 0.0713201-0.000225487j -0.0926285+0.000660673j -0.127022+0.00078409j 0.0548118+3.09539e-05j -0.0176378+0.00013715j 0.0554295-0.000370438j 0.129052+0.000531234j -0.0525393-0.000822385j -0.0412015-0.000719059j 0.101049+5.87557e-05j 0.131349+0.000414962j -0.25972+0.000103583j 0.233935+0.000263122j -0.225581-0.000253686j -0.0206973-0.000173071j -0.103125-0.000232115j -0.107569-0.00163638j -0.105315-0.000480354j 0.16339-0.0001035j -0.0782379-0.00118252j 0.0202484-0.000123262j -0.0111429-0.000400201j 0.0702512-8.39843e-05j 
-0.022943+9.6559e-05j 0.00589782-0.000682709j -0.104444-0.000299966j 0.0618314+0.000299379j 0.038274+0.000612099j -0.0287637-0.000628063j -0.099335+2.87048e-05j 0.359393+0.00165002j 0.312092+0.000454567j 0.210643+0.000742926j -0.19205+0.000793633j -0.218186+0.00105056j 0.00456961+0.000166302j -0.0881849-0.000617481j 0.0276365-0.000210793j -0.234021-5.06931e-05j 0.100065+0.00135142j -0.0408245+0.000321636j -0.0782521-0.000175118j -0.0598084-7.86783e-05j 0.0463824-0.000864801j -0.0306842-0.000611861j 0.091153-0.000839326j 0.0568848-0.00100395j -0.0578098+0.000465275j 0.0297073+0.00127222j 0.121858-1.74285e-17j -0.0567037+0.000702743j 0.00169569-4.4082e-05j -0.167138+9.71411e-05j 0.275214+0.000249807j 0.029905+0.000842372j 0.00704169+0.000303527j -0.112892+0.00101181j -0.0473665-0.000313878j 0.0804294+0.000507054j -0.279545-0.000747807j 0.0112626+0.000971391j -0.00101468-1.026e-05j 0.0197862+7.80398e-05j -0.174733+0.000226265j 0.112436+0.000493401j 0.0195766-0.00107612j -0.136313+0.000638034j -0.00637109+0.000337204j -0.0455271-0.000224207j -0.0785749-0.000411748j 0.233777-0.00166394j -0.06425-0.000307848j -0.0715101+0.000145716j 0.0285753+0.000685573j 0.00169773+0.000530603j 
-0.0307869-0.000253102j 0.0414728-9.92688e-05j -0.0338663-0.000167343j 0.0299924+0.00024492j -0.134393-0.00105736j 0.0127492+7.99153e-05j 0.0609549-0.000128963j -0.11531-0.00056937j -0.0616479-6.35063e-05j -0.191412-0.00127597j 0.021501-0.000325169j 0.223421+0.000656049j 0.0579594+0.00061022j 0.141347+0.000828705j 0.266114-0.000559292j -0.047101-0.00127734j 0.0931493+0.000233378j -0.00267936-0.000726122j 0.0650108-0.000490803j -0.133107-0.000656145j -0.0435614+5.00187e-05j 0.188023+0.000900744j -0.0263803+0.000349063j 0.0638198-0.000826357j -0.0307565+0.000806874j 0.109077-0.00026301j -0.0567037-0.000702743j 0.0153538-8.0298e-16j 0.0263189-0.000335446j 0.136104-0.00047808j 0.154683-0.000116209j 0.0101606+0.000456722j 0.0928441-0.000278128j 0.136966-0.000267338j 0.00331241+0.000168973j -0.108563-0.000196874j -0.268985-7.98859e-05j -0.265138-0.000183721j -0.00138456-0.000179174j 0.210008-0.00028573j 0.115503-0.00100061j 0.271615-0.000463027j 0.170856-0.000785378j -0.299824+0.000284153j 0.20617+0.000334098j 0.176355-0.000560537j 0.0674045-0.000746155j 0.0841383+8.33935e-05j -0.141715+0.00116623j 0.0220847+0.00151562j 0.0459209+0.000407629j 0.000521961-0.000191998j 
0.000252294+0.000273221j -0.0232833-0.00019881j -0.0170017-0.000333031j -0.0312743-0.000701949j 0.0242456-0.000146472j -0.0735822+0.000350347j 0.0718284-0.000443557j 0.0487726+0.000641078j -0.0985235-0.00101002j 0.159334+0.000658952j -0.017425-0.000611045j 0.0696553-0.00044438j -0.0734477-0.000159549j 0.00289217-0.000267193j -0.0812279-0.000295297j -0.0182821+0.000607059j -0.190728-0.00138214j 0.0574768+6.80426e-05j -0.204434+9.65441e-05j -0.0392932+0.000350393j -0.00469271-0.000783725j 0.111685+0.000248829j -0.0229141-0.000609892j 0.0873394+0.000481347j -0.290383-0.00135091j -0.077663+8.65787e-05j 0.00169569+4.4082e-05j 0.0263189+0.000335446j 0.24704+1.89341e-13j 0.119597+0.000735406j -0.0663649-0.000476919j -0.00441742-0.000323013j -0.0176873+6.17864e-06j -0.0169921+0.000263051j 0.001628-0.000472042j -0.077865+3.94555e-05j -0.138494-0.000139321j -0.0327406+0.000114441j -0.0683592-0.000207005j 0.0202444+0.000264687j 0.00538093-0.000163156j -0.112423+0.000500711j -0.608727+0.00130043j -0.361817+0.000631713j -0.0118555-0.000808795j 0.171463+7.32123e-05j 0.0719731+0.000915432j -0.00898879+0.00103581j 0.000505406-0.000466914j 0.0141722-0.000865329j -0.0308273-0.000716076j 0.00643663-3.31697e-05j 
-0.00642495-0.000124803j -0.00514978-0.000342045j -0.0564913-0.000896952j 0.0591694-7.63046e-05j -0.0513653-0.000897822j -0.0208131+0.000223112j -0.058665+0.000269497j 0.0621457-0.000808995j -0.123651-0.00044232j 0.0620962-0.000235148j -0.0246655-0.000390833j 0.0313451-0.000746702j -0.107877+0.000781436j 0.0791295+0.000140975j 0.00939834-0.000544229j -0.0527049-0.00189648j -0.0124009+0.000946627j 0.107434+0.000170139j -0.000460791-0.000314557j -0.0702782-0.000303999j -0.0393352+0.00163096j -0.0459413+0.000628426j -0.149943+0.00060968j -0.117337-0.000392058j 0.0234336-0.000142627j 0.0713201+0.000225487j -0.167138-9.71411e-05j 0.136104+0.00047808j 0.119597-0.000735406j -0.201556-1.12243e-14j -0.0672726+0.00114388j 0.0177708-0.000385252j -0.00328971-0.000127714j -0.152422-0.00100095j 0.177046+0.000758944j -0.13274-0.000646121j -0.157563+0.000503689j 0.235549-0.000960503j 0.363047-0.000746748j 0.153213-0.000192768j 0.280617-0.00208388j 0.0912549-0.00132549j -0.0276428-0.0011559j 0.0339366-0.000991713j -0.401298+0.00177414j -0.0575645-0.00115207j 0.254969-0.00238451j 0.0637282-0.00150017j 0.0237738+0.0020862j 0.0121988+0.00268246j 0.0381997+0.00155253j -0.0186213+0.000230231j 
