-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
0.0343121+0.00286303j 0.0251988-0.00216209j 0.0273359+0.00571735j 0.0373661+0.00622657j 0.02983+0.00017627j 0.0555555-0.00272759j 0.0591724+0.00352441j -0.0579396-0.00279637j -0.0223004+0.00658372j -0.0972294+0.0046353j 0.0416185-0.00705308j 0.0395885+0.00886398j 0.0100854-0.00500088j -0.023293-0.00423282j -0.0291991+0.00159898j 0.0254478-0.00060435j -0.0140434+0.00096306j -0.0126322-0.000814514j -0.0024383-0.00202784j 0.00080121-0.0011353j -0.00514648+0.00220142j 0.00306675+3.78733e-05j 0.000530257-3.98986e-17j 0.00312142-0.000250521j 0.00140692-0.00163106j 0.00097355+0.00120691j -0.00601221+5.03827e-05j 0.00194772-2.96983e-05j -0.0248623+4.99834e-06j -0.0123691+0.000961229j -0.00326189+0.00103721j -0.00198242-0.00232779j 0.00156595-0.00146532j 0.0162389-0.00130029j 0.00982754+0.0010389j -0.00102511-0.000884506j 0.00140213+0.00212699j -0.00566263-0.000271936j 0.00943766-1.37546e-05j -0.000691134-0.000355422j 0.00297111-0.00253471j 0.00161292+0.000117592j 0.00750656+0.000461878j -0.00286753+0.0037255j 0.00719645-0.00705245j -0.00342916-0.00259483j -0.00364509+0.00316343j 0.00176626+0.00295906j 0.00985928-0.00279683j 0.00868147-0.00955211j 0.0172597-0.0161261j -0.00220861+0.00556217j -0.0105406+0.0101739j 0.0117294-0.00494574j 0.0139246-0.0171218j -0.0120335-0.00074964j 0.00252817-0.00973368j -0.00876995+0.0107095j 0.00716118+0.00340685j -0.00391757-0.00170223j 0.00894214-0.0159849j 0.00801201+0.0113516j 0.00249914-0.0035004j 0.00303462-0.00946201j 0.00280518-0.00133288j -0.00358398-0.00781383j 0.00895974-0.0265728j -0.000932581-0.023018j 0.034583-0.0504916j 0.00248523+0.0210797j -0.027893+0.0744586j -0.0173912+0.0215734j 0.0449789-0.031279j 0.0350767-0.0221428j 0.0412837+0.00679873j -0.00830624+0.0457649j -0.00186789-0.0883978j 0.0329313+0.0278249j -0.0102928-0.049919j -0.0400025-0.0375732j -0.011909+0.0145893j 0.0130112+0.0104919j -0.0734277-0.0137389j 0.0983524+0.0326201j 0.0103858+0.00182165j 0.0250445+0.0114129j -0.0197228-0.0111715j 0.0104435-0.0100555j -0.0144271+0.00651009j 0.0031588+0.00554071j -0.00152795+0.00296778j 0.000171477+0.00500312j -0.00939214-0.0153934j -0.00613476-0.000192104j 0.00549393+0.00443851j 
0.000826875-0.000941319j -0.00929982-0.00137882j -0.0118757+0.00272366j 0.0119271+0.00737865j 0.00694912-0.000242579j 0.0110441-0.0031607j 0.00934011+0.00274696j -0.0628635-0.00734793j -0.0948205-0.0140567j -0.0463508+0.000592861j 0.0200184+0.00339368j 0.00892656+0.00486556j 0.00742865-0.00257505j 0.00982513-0.00750363j -0.0175087+0.00157194j 0.000116917-0.000146745j 0.00318281+0.000947372j 0.00028392-0.00101561j -0.00427525-0.00164703j -0.000894692-0.00118325j -0.00028381+0.00116606j 0.00381107+0.000508792j 0.00312142+0.000250521j 0.0036929-9.06827e-16j 0.00126465-0.000916294j 0.000278806+0.00116284j -0.00180546-0.000817373j 0.000430769-0.00143637j -0.0103422+0.000459062j 0.0182836+9.15453e-05j 0.00216081+0.000903053j -0.00235314-0.00120915j -0.000511786-0.000641663j 0.0022965-0.00073561j 0.00937994+0.00110503j 0.00533404-0.000911472j 0.00470019+0.00253608j 7.32961e-05-6.78213e-05j 0.00181228-0.000865423j -0.000161143-0.000960065j -0.000681875+0.000659199j -0.000402506-0.000154627j -0.000890678+0.00105437j 0.00238997-0.000827996j -0.00146071+0.00105423j -0.000584873-0.00079863j -0.000983335+0.00213101j 0.002061-0.00087514j 0.00387858-0.00204927j 0.00116539-0.00102955j 0.00665562-0.00406133j 0.00453315-0.000740599j -0.00784765+0.00565891j 0.00379324-0.00357296j 0.000799276-0.00344546j -0.00523404-0.00305872j -0.000368931-0.00772192j 0.00702892-0.00527951j -0.00372893+0.00403054j -0.00342995-0.00671546j 0.00519836-0.0130061j 0.0114606-0.00669219j 0.00468167-0.00321872j 0.0062947+0.00108181j -0.0023633-0.00692187j -0.00634679-0.00933804j 0.00746623-0.0153071j -0.00867449+0.0106526j 0.00446658-9.77045e-05j 0.00505318+0.0239977j -0.0118283+0.0215435j -0.0256992+0.0125543j 0.0331838-0.112869j -0.0201159+0.0433248j -0.00144258+0.021869j 0.0336529-0.0318365j -0.00984617-0.0170476j 0.00744266-0.0315061j 0.00564236-0.0015331j -0.0681747-0.0456383j -0.0911737-0.027254j 0.0619051+0.0146153j 0.0195332+0.0072606j 0.00568002+0.00586334j 0.00349858+0.00190395j 0.00420565+0.00623839j -0.00518661-0.00458569j 0.0120975+0.00169532j -0.00649759+0.00188238j -0.00237739-0.00302193j 0.00194465-0.00177866j 0.000204878+0.00529244j -0.00443192-0.00450957j 0.00301374+0.00181973j 0.00140113-0.0023928j 
0.03941+0.00368502j -0.00291581-0.00401261j -0.00555034+0.000180741j -0.0537654-0.00438207j 0.0114279+6.80867e-05j 0.0922161+0.00897419j -0.0878475-0.00717784j 0.00947786-0.00439812j 0.0861728+0.00309432j 0.00364103-0.000126584j -0.000660578-0.00633304j -0.0105116+0.00861922j 0.0288624-0.011336j -0.013627+0.00248158j 0.0272473-0.00653257j 0.0231636+0.00133392j 0.00638736+0.000296669j 0.00544189-0.00135995j 0.0130897-0.000267746j 0.00789122+0.00091834j -0.0030747+0.000821516j -0.00140479+0.000503028j 0.00140692+0.00163106j 0.00126465+0.000916294j -0.00185447+5.11613e-15j 0.0116047+0.000748203j 5.17104e-05-0.000724473j -0.0205493-0.000555392j -0.000555132+0.00283816j -0.000168039-0.0012645j 0.000179059+0.000232165j 0.00207177-0.00126531j -0.00454024+9.83467e-05j -0.00334433-0.00471451j -0.00618805-0.00192404j 0.00133436+0.00245894j -0.00735814-0.000841528j -0.0011565+0.000480031j 0.00725861+0.000267949j -0.00323876+0.00193998j -0.000121786-0.000324285j 0.00412256-0.000404441j 0.00259183-0.00157609j 0.0097369-0.00129164j -6.40183e-05-0.00251136j -0.00628442+0.000883816j 0.0108561-0.00585505j -0.00200844+0.000446977j 0.0185165-0.0127579j -0.00150744+0.00341423j -0.00586576-0.004327j 0.0038731-0.00607533j 0.00295178+0.00139946j -0.0054922+0.00107092j 0.000763375-0.010467j -0.0138055-0.000753964j -0.028421+0.0177045j -0.0168186-0.000755963j 0.0132737-0.00738293j 0.0155352-0.0110246j -0.0273525+0.0123939j -0.0257838+0.0201362j -0.00951446+0.0369985j -0.00639482+0.00799611j 0.00969685+0.00890321j 0.0115033+0.0329572j -0.0352897+0.0792838j 0.0133081-0.0213117j 0.00140479+0.00136001j 0.0698614-0.0556442j -0.015793+0.0377922j 0.033979+0.0871353j -0.0344344+0.012766j 0.0148551+0.00369995j -0.0211788-0.0284029j -0.0100456-0.0322421j 0.0450551+0.0255586j 0.0940646+0.0411011j -0.0287971+0.000884028j 0.0287789+0.018601j 0.00498198+0.00428277j 0.0138254+0.0206542j 0.0151453+0.00885024j -0.00717739+0.00610779j 0.00541609-0.0060039j -0.00697031+0.00668424j -0.0058904-0.00426193j -0.0194831-0.00719256j -0.0136531-0.0049519j 0.000896568+0.00915191j -0.00790948-0.00572399j 0.0105455-0.00426858j -0.00315127+0.000815494j -0.00664677-0.00592091j -0.00805446+0.000182062j 
0.00719218-0.00834022j -0.024056-0.00042223j 0.0351154-0.0064693j 0.0418872-0.000281435j -0.0152555-0.00362031j -0.0526508-0.00260928j 0.0456676+0.0033991j -0.123388-0.00236319j 0.0487469+0.000603261j 0.0659225-0.00976768j 0.027736-0.00590387j 0.0139498+0.000469984j 0.00851841+0.00422967j 0.013179-0.00765826j -0.0021042+0.00257879j 0.0011922-0.00385564j 0.0127494-0.00146091j -0.00742115+0.00393045j -0.00954948+8.38384e-05j -0.00470476-0.000324059j 0.00790446-0.0011441j -0.00130599-0.00101237j 0.00097355-0.00120691j 0.000278806-0.00116284j 0.0116047-0.000748203j -0.0191543-7.2403e-15j -0.000938218+0.000469277j -0.00907372+0.000857886j -0.00268756-0.00284218j -0.00179594+6.42603e-05j -0.000309201+0.000170227j 0.0121018-0.000592806j 0.00545165-0.000260478j 0.00318467+0.00381939j -0.00187025+0.00281367j 0.0068814-0.00246883j 0.00317631+0.00177794j 0.00782905+0.00106109j 0.000592321-0.00106732j -0.0036323+0.00246793j -0.0020834+0.000631465j 0.00215118+0.00197168j 0.00396254-0.000990504j -0.0124256+0.00717311j 0.00279812-0.0021048j 0.00640645-0.00328624j -0.00586591-0.00366441j 0.00239749-0.00104466j -0.00977687+0.0147434j 0.0137579-0.00989151j 0.0120261+0.00436738j -0.00341967+0.00543522j -0.0129098+0.00101149j 0.00753688-0.000660039j 0.00231154+0.00454598j 0.0437761-0.0256261j 0.0364408-0.0176417j -0.00391676+0.0178201j -0.0119766+0.0110415j -0.020159+0.00338427j -0.0502346+0.0494219j -0.0185552+0.00730836j -0.0126589-0.0559166j -0.000148808+0.03598j -0.0407331+0.0618107j 0.0431548+0.00123692j 0.0276901+0.0235833j 0.057514+0.0422318j -0.0270874+0.0157164j -0.000154223+0.0706758j -0.0161882+0.0483992j -0.0288593-0.0190126j 0.0307617+0.0208625j -0.0118194-0.0239601j -0.00548595+0.0139213j -0.0573329-0.0368582j -0.0366467-0.0157185j -0.00609703-0.00720529j -0.0169724+0.000851142j -0.0172793-0.0162276j 0.00232134-0.00391828j 0.0186572-0.00826115j -0.0143134-0.0193233j -0.00567738-0.0136633j -0.00683153+0.0134675j -0.01235-0.0123111j -0.00250504-0.00561864j 0.00583766+0.00628906j 0.0223787+0.0121397j -0.0085136-0.00717537j 0.00547023-0.00582389j -0.0186369-0.00332999j -0.00428685-0.00596218j 0.004988-0.000411236j -0.00167118-0.00383926j 
0.0291217+0.000901042j 0.0136448-0.000498136j 0.0382826-0.00125927j 0.0246677-0.00405829j 0.0676993+0.00879848j 0.0561865+0.00560946j 0.120745-0.000456447j -0.00634748+0.000632889j 0.0606292-0.00128519j 0.0129621+0.00553814j -0.0229969+0.00594139j 0.0675737-0.0117312j -0.0054616+0.00196207j -0.0222335+0.00286327j -0.0103099+0.00245531j 0.0214827-0.000895846j -0.00469704-0.000703456j -0.00830624+0.0021629j 0.00189392+0.000598846j -0.00174349+0.000440631j -0.00752404-0.000533831j -0.00120109-8.0414e-05j -0.00601221-5.03827e-05j -0.00180546+0.000817373j 5.17104e-05+0.000724473j -0.000938218-0.000469277j -0.0247014-6.41848e-16j 0.00103611+0.00103232j -0.00663255+0.000147328j -0.00484973-0.000852742j 0.00741779+5.19454e-05j -0.00209971+0.000929367j 0.00521892+0.00043609j 0.00342425+0.00171009j 0.00109689-0.000257013j -0.00437509-0.000681914j 0.0014323-0.000493737j -0.000562728+0.000766713j 0.00600301+0.00012612j -0.00169528+0.00205103j 0.00180036-0.00224727j 0.0031492+0.000662428j 0.00596512-0.00234654j -0.00749988+0.00619686j 0.0132925-0.00894806j -0.00447889-0.00134505j -0.00497842-0.00213589j -0.00025085+0.0032528j -0.000315847+0.000626933j 0.0161717-0.0113426j 0.0247157-0.0186113j -0.0194529+0.0112446j 0.00355077+0.00497734j 0.0207813-0.00558858j 0.0173862-0.0216766j -0.000508516+0.00898166j -0.00338748-0.00175623j -0.0682665+0.0528548j 0.0406282-0.0064671j -0.0151377+0.0139473j -0.00079199+0.00130848j -0.00295643+0.028976j -0.000504971-0.00508493j -0.0400456-0.0511572j -0.0251981+0.0665957j 0.0294402-0.00377316j 0.0333773-0.00685946j 0.0432926+0.0457936j 0.0362893-0.0841091j -0.00299276-0.0187177j 0.0223892+0.0137323j 0.00778686+0.000852016j 0.01157+0.0211618j 0.0228234+0.00163224j 0.0779159+0.0668597j 0.0326213+0.00794467j -0.00141355+0.0122439j 0.00111986+0.0153928j -0.0189468-0.0137232j 0.00749867-0.00461354j 0.0205334+0.0101798j 0.0176224+0.0115887j -0.0139719-0.0103036j -0.00961752+0.0109985j 0.00253747+0.00291632j -0.00247339+0.000886835j -0.00821676-0.00342979j 0.00109102-0.0113532j 0.000110425+0.00241643j 0.00367229+0.00488261j -0.00192765+0.00548795j -0.00430471-0.000829296j -0.00236466-0.00854239j -0.00665126-0.0013167j 0.00489936+0.00487441j 
-0.0327503+0.00131712j 0.0115244+0.00272158j -0.0219666+0.0025062j 0.0113054+0.00165358j -0.0302962-0.00884758j -0.0328943-0.00225686j 0.0900704-0.00111755j 0.0518645-0.00298731j -0.0335684+0.00502487j -0.01053+0.00462296j 0.0185928-0.00849212j 0.0109199-0.00869775j -0.0231061+0.00339252j 0.00482335+0.00136035j -0.0188252+0.00267938j -0.0165821+0.00104199j -0.0101319+0.000650452j 0.000956988-0.00097704j -0.00379827+0.000761475j -0.000445448+0.000977376j 0.000253268+0.000733147j 0.00298408-0.000691742j 0.00194772+2.96983e-05j 0.000430769+0.00143637j -0.0205493+0.000555392j -0.00907372-0.000857886j 0.00103611-0.00103232j 0.000371573+5.65303e-16j 0.000368584+0.000361144j 0.00244378-0.000642365j -0.0019218+0.000925336j -0.00681573+0.0011888j -0.00370562+0.00159887j -0.0008269+0.00124468j 0.00648274-0.000146916j -0.00359682-0.000566244j 0.00421673+0.000131575j -0.00267716-0.000374235j -0.00557365+0.0004979j 0.00451129-0.00250505j 0.00163799+7.413e-05j -0.00407318-0.000400359j -0.00529558+0.000956909j -0.000768878-0.0033851j -0.0013802+0.00356613j 0.000623468+0.000580505j -0.00616678+0.00658j -0.000699878-0.000250972j -0.0154013+0.000639205j -0.00723438+0.0033965j -0.0044369+0.00319611j -0.00858619-0.00175798j 0.0228617-0.0012802j 0.00802016+0.0016824j 0.0292839-0.00268448j -0.0522699+0.0308871j 0.0210376-0.0189437j 0.0241384-0.0216085j -0.0101098+0.0124677j 0.00719035+0.0349502j 0.0163646-0.0494617j 0.0263109+0.0232958j 0.0350476+0.00269881j -0.000303671+0.0142036j -0.0459276+0.0116575j -0.0142039-0.0704331j 0.0393263-0.0380164j 0.0115023+0.0476761j -0.00454245+0.0188441j -0.020254-0.026362j 0.0324969+0.0182616j -0.0542009-0.0381088j -0.0106578+0.00753505j -0.00213278-0.00225051j 0.0117154-0.00107949j 0.00469364+0.00937791j -0.00290447-0.00160463j -0.0040189-0.00578303j 0.00700555-0.00488674j 0.00854625-0.00197431j 0.00404712-0.00365293j -0.0127284-0.00806856j -0.00370937+0.00288395j -0.0017898+0.00278115j 0.00216968-0.0019263j 0.00814704+0.00242204j 0.00539195+0.0037059j 0.00841552+0.00413321j -0.00131841-0.00404559j 0.0039127-0.00345065j 0.00287343+0.00696777j 0.00176679+0.00560048j 0.00342729+0.00236218j 0.00270911+0.00452456j 0.00731384+0.00136713j 
0.0449211-0.000399866j 0.0146391+0.00210527j 0.120583+0.00728862j 0.0269269+0.00112757j -0.00699973-0.00670957j 0.105081-0.00220716j -0.00902384-0.00683148j -0.042482+0.00876318j -0.0598581-0.00398553j 0.00861285-0.00236047j 0.000808415-0.000801294j 0.0303225+0.00942407j 0.0135988-0.00271159j -0.0335495+0.00673971j 0.00130697-8.98863e-05j 0.0285217-0.00230539j -0.000126125-0.00254815j -0.0219124+0.00120733j 0.00874403-0.00254612j 0.00517663-0.00250751j 0.00246663+0.00301856j -0.0168149-0.00058403j -0.0248623-4.99834e-06j -0.0103422-0.000459062j -0.000555132-0.00283816j -0.00268756+0.00284218j -0.00663255-0.000147328j 0.000368584-0.000361144j -0.0133967-1.62197e-16j -0.00427253+0.000746937j 0.00616749+0.000958703j 0.0032604-0.00399811j 0.000663692-0.00107284j 0.012289-0.00188447j -0.00108572-8.99598e-05j -0.00931533-0.000356855j -0.0015281-0.00232149j 0.00111321-0.000434355j 0.00939441-0.00112044j -0.00552074+0.00278654j -0.000967216-0.00301281j 0.00640742-0.000312098j 0.0167654-0.00151586j -0.00886912+0.0133481j 0.0250961-0.0180249j -0.00797633-0.0101342j 0.00055602-0.00242813j 0.00228866+0.000998102j 0.0488764-0.00258697j 0.0328234-0.0232232j 0.0518183-0.0371291j 0.02216+0.0128957j -0.058738+0.0239893j 0.0383908-0.00498152j 0.0437967-0.0494309j -0.0150649-0.0456171j 0.0176704-0.027768j -0.0157818+0.0219027j 0.0379406+0.0120833j -0.0269634-0.0449834j -0.0141608-0.0356865j 0.0338486+0.0645834j -0.0236485-0.0491956j -0.0269735-0.0512672j 0.0244957-0.0088756j -0.000367926+0.0323347j -0.0134586+0.0163307j -0.0182352-0.00862247j -0.0138029+0.0208918j 0.0133251-0.00248588j -0.00528342+0.00341944j -3.28538e-05+0.0146639j 0.00678879-0.0261339j -0.0072424-0.0043031j -0.0166016-0.00947087j -0.00307186+0.00558945j 0.0164169-0.0136199j 0.00907054+0.0108767j -0.00609175-0.00408411j -0.0119566-0.0205495j -0.0132978-0.00082763j 0.00798352+0.0160761j -0.00579811-0.0156258j 0.026608+0.0150108j -0.00589159+0.0015598j -0.00250841-0.00891339j -0.0132976-0.00669534j -0.00518955-0.00754241j 0.00277571+0.00613157j 0.00386162+0.00811466j -0.00411918+0.00687076j -0.00842545-0.00663248j 0.00469032-0.00995752j -0.0107587-0.00333775j 0.00296597+0.00736867j 
0.0178524+0.00305885j 0.0289701-0.00149172j 0.0242704-0.00106492j 0.049894+0.00199862j 0.029919-0.00169841j 0.0124742-0.00263031j 0.0399969-0.00615878j 0.0638979-0.0126041j -0.00900488-0.00119807j 0.0215098-0.000134866j 0.00492354-0.0011826j 0.0207365-0.00734779j 0.0032706-0.00328969j -0.0218408+0.00214594j -0.0040625-0.00164801j 0.0116397-0.000787669j -0.0106441+0.000905593j -0.0029387+0.00165005j -0.000830574-8.39685e-05j 0.000648065+0.000492944j 0.00119611+0.000538233j -0.0122596+0.000444209j -0.0123691-0.000961229j 0.0182836-9.15453e-05j -0.000168039+0.0012645j -0.00179594-6.42603e-05j -0.00484973+0.000852742j 0.00244378+0.000642365j -0.00427253-0.000746937j -0.00437136-8.0231e-17j 0.00274506+0.000276845j 0.00174852+0.000474644j 0.00135491+0.000743819j 0.00887947+0.000159609j -0.000442441-0.000409947j -0.00482196-0.000132948j -0.00480674-0.000134067j -0.00276963+0.000230688j 0.00261966+0.000472971j -0.000404666+0.000689513j 0.00486592-0.0036185j -0.00118995-6.29125e-05j 0.00422454-0.000225781j -0.0128387+0.0040378j 0.015601-0.010404j -0.0107491+0.000751945j -0.00678342+0.00192939j 0.00205485+0.00583716j 0.0176887+0.00859155j 0.0445888-0.0145851j -0.00380007-0.0180043j -0.0605616+0.0211272j 0.0460748-0.0237398j 0.0265578+0.00299668j 0.00464008-0.040479j -0.00489841+0.0082936j 0.0222945+0.0272084j 0.000529353+0.0193218j 0.0320645+0.0563093j 0.00540115+0.0612096j 0.0134329-0.000561714j 0.011952+0.0148853j -0.0103377-0.00401363j -0.00947234-0.0293444j 0.012051-0.0119511j -0.00723005+0.00643778j 0.00551541-0.0142679j -0.0107406-0.00520147j 0.00526913+0.00102167j -0.0114296-0.00950557j 0.00282639+0.00090715j -0.00377163-0.0135809j -0.0053141+0.0125483j 0.00132455+0.0107756j 0.0107878+0.0119312j 0.000169271+0.00709435j -0.00921091-0.00162259j -0.000151793-0.00200849j 0.00701918-0.004361j 0.00422823+0.00377964j 0.00577753+0.00169893j -0.00777916-0.0017628j -0.00334086+0.00185666j -0.00350638+0.000875716j 0.00554+0.0010795j -0.000468027+0.00754285j 0.00431478-0.00322357j 0.00256025-0.00124726j -0.00328004+0.000108937j 0.00244404+0.00976729j -0.00656786+0.0018853j 0.00183862-0.000315326j -0.00476345-0.00625559j -0.00910654-0.00215286j 0.000926964+0.00466627j 
-0.0334085-0.00227723j -0.0102752+0.00409566j -0.0433314+0.000923558j -0.0460856-4.3763e-05j -0.0820696-0.00371447j -0.0110402+0.0100507j -0.0104874-0.00896929j -0.0444124-0.00194495j 0.0258991+0.000951596j -0.00373148-0.00846116j -0.00394493+0.00111673j -0.020713+0.00591173j -0.0106606+0.00406887j 0.0205428-0.000563555j -0.00362487+0.00213444j -0.0175024+0.00102019j -0.00106883-0.000913371j 0.00268896-0.00157591j -0.000713331+0.000309532j 0.000681027-0.00208228j -0.00842319-0.0020499j 0.0231707-0.00155412j -0.00326189-0.00103721j 0.00216081-0.000903053j 0.000179059-0.000232165j -0.000309201-0.000170227j 0.00741779-5.19454e-05j -0.0019218-0.000925336j 0.00616749-0.000958703j 0.00274506-0.000276845j -0.00110383+8.58688e-17j -0.00258375-0.000195708j 0.000341322-0.000536963j -0.00722747+9.59269e-05j 0.0022504+9.78637e-07j 0.00249751+7.17828e-05j 0.00547554-0.000241036j -0.000887884-0.000114675j -0.00620511-0.000219475j 0.00238446-0.00296866j -0.0031165+0.00316554j -0.00158891+0.000449521j -0.00567629+0.00129537j 0.0184882-0.00242534j -0.0418587+0.0193931j 0.0530047+0.00121957j 0.0202491+0.000649901j -0.00492893-0.00473787j 0.0137589-0.00775295j 0.00382465+0.0237056j -0.038078+0.061141j 0.0203657+0.00181137j -0.00316732+0.0238849j -0.0480992-0.0304067j 0.0226975-0.00720193j 0.0104844-0.0173158j 0.0262722+0.021216j -0.00247332-0.0363888j -0.0189802-0.055365j -0.00894926+0.0208657j 0.000772315+0.0104079j 0.00698723+0.000163418j -0.00234413-0.0278975j 0.00447575+0.011603j -0.0151504-0.00997278j -0.00410912-0.0154449j -0.00156218+0.0151374j 0.00714802+0.00297167j -0.00743807+0.00548885j 0.00935039+0.00505083j -0.00478958+0.00570224j 0.00285134+0.00143276j -0.00465634-0.00404002j -0.00293796-0.00649523j -0.0100104-0.0111297j -0.00556791-0.0148204j 0.00141397+0.00246203j 0.00295054+0.00141115j -0.00433155+0.00974018j -0.00197998+0.00733109j 0.00101588-0.000232837j 0.00482637+0.000551282j 0.00824791+0.000274949j -0.00385268-0.00384221j -0.00460832-0.00366802j 0.00181566-0.00905691j -0.000939564+0.00851557j -0.00895725+0.000972091j 0.00377126+0.000194926j 0.000606954-0.0107359j 0.00774374+0.00247976j 3.39382e-06+0.00244992j 0.00819209+0.00706551j 0.00932591+0.0040339j 0.00304837-0.00321587j 
0.047774+0.00155532j -0.0554666-0.0101392j -0.00112075+0.00709267j -0.1187-0.00792701j 0.0840199-0.00528815j 0.07132-0.00799178j 0.0130505-0.00670473j -0.000174024-0.000242185j 0.00869466-0.00123109j -0.0286119+0.00880315j -0.0224475+0.00108067j -0.0161366+0.00054692j 0.0236179-0.00370319j 0.00836838-0.00387308j 0.0319393-0.00434512j 0.0194954+0.00175044j 0.0308574+0.000790731j 0.00546151-0.00501281j 0.00594248-0.00177762j -0.0128795+0.0016645j 0.0218032+0.00125426j 0.0138224+0.00337065j -0.00198242+0.00232779j -0.00235314+0.00120915j 0.00207177+0.00126531j 0.0121018+0.000592806j -0.00209971-0.000929367j -0.00681573-0.0011888j 0.0032604+0.00399811j 0.00174852-0.000474644j -0.00258375+0.000195708j -0.00237702+2.29851e-16j -0.00787471-0.000610815j -0.010738-0.00321717j -0.00552791-9.45173e-05j 0.00998881+0.00241666j -0.00389735+0.000874461j 0.00574251-0.000133582j 0.00990221-0.000445854j -0.0061094+0.00564513j -0.00814791+0.00393171j 0.00896067-0.00108334j -0.000119104-0.00398497j 0.0292532-0.00764364j -0.0175036-0.00699841j -0.073396+0.0144764j 0.0464245-0.0122022j -0.0338062-0.0099923j 0.0466512-0.0542898j 0.00845029+0.0144535j -0.00835087-0.0271265j 0.00531285-0.0583231j -0.0209276-0.0512984j -0.0293188-0.00858532j -0.0207696-0.0356289j -0.0128218-0.0343257j -0.0457381+0.0273083j -0.0563177-0.0210956j 0.00794369-0.0313534j -0.00144683-0.0325162j 0.00375508+0.00208311j -0.0184983-0.0120556j 0.0117258+0.0432423j -0.0140688-0.039117j -0.000184194+0.0445666j 0.0095195+0.0169795j 0.00653311+0.00390613j 0.00244168+0.00493449j 0.00231704-0.00829922j 0.013609-0.0108394j 0.00268352+0.0156826j -0.00160026+0.0222351j -0.0027872-0.010383j 0.00768605+0.00617813j 0.0055568-0.00229825j 0.00209855+0.00647198j 0.0124109+0.00740613j 0.0219001+0.018451j -0.00636318-0.00736517j -0.00257702-0.000464245j -0.00763611+0.0100737j 0.000944679+0.00827848j -0.00133772+0.00610925j 0.00679168+0.0065199j 0.00303168+0.000951589j -0.00192603+0.0119194j -0.00848481-0.0100936j 0.00149792-0.00669265j -0.0118964-0.00589577j -0.00852315+0.00326071j -0.00372844-0.0174215j 0.00675386-0.00368889j -0.0123396+0.00251169j 0.00127691-0.00619397j -0.0160428-0.00630165j 
