-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
0.0232296-0.004833j -0.0145488-0.00334959j 0.0240256-0.041801j -0.00978009-0.0236993j -0.00221197+0.0418539j -0.00174641-0.00677859j -0.000805544+0.0293726j 0.0085504-0.00328366j -0.0027808+0.00691529j 0.00115586-0.00830523j 0.000511035-0.000855173j 0.00233166-0.0156487j 0.0015176+0.0106339j -0.000593127-0.0069525j 0.00078094-0.000766148j 0.0190598+0.00883143j 0.00620901-0.00817823j -0.050058-0.0893753j -0.00637072-0.0440239j 0.00175219-0.080514j -0.0343526+0.0540437j 0.0176326-0.0136064j 0.0983524-0.0326201j 0.00568002-0.00586334j -0.00717739-0.00610779j -0.00567738+0.0136633j -0.00961752-0.0109985j -0.0017898-0.00278115j 0.026608-0.0150108j -0.00350638-0.000875716j -0.00385268+0.00384221j 0.00679168-0.0065199j -0.0112575-0.00124806j -0.00234247+0.00668007j 0.00625404-0.00150627j 0.0183244-0.000506013j -0.00933278+0.00120196j -0.0094049-0.00769918j 0.000854586+0.00835618j 0.00485966+0.0267532j -0.00892415+0.0156792j 0.0115351-0.0324874j 0.00673546-0.0666133j 0.110488+0.151062j -0.0302937+0.0301292j -0.0349209-0.0605467j -0.117316+0.0677562j -0.0248449-0.0479915j -0.153701+0.0601893j -0.314657+0.142927j 0.0690871+0.00188617j -0.0195701-0.00268139j 0.127384-0.100357j 0.070458+0.023253j 0.0805711+0.260405j 0.147909+0.134984j 0.0062843-0.199282j 0.02485+0.0654139j 0.00703175-0.0289593j 0.0866447+0.0995803j 0.0444804+0.041379j -0.054673-0.0555873j -0.0391901+0.042396j 0.0255097+0.0189219j -0.041387+0.00233562j -0.00411618+0.000339863j 0.0121448+0.0113478j 0.0164891+0.0148889j 0.00758474+0.00225221j 0.0168266-0.00494633j 0.00518026+0.0077011j -0.0337533-0.00497611j 0.00848739-0.00726899j 0.00153101-0.00230158j -0.000669247-0.000429737j -0.00192251+0.0128511j 0.00502173+0.00915557j -0.0238692+0.0040181j 0.00121465+0.00548729j -0.00371098+0.00962071j 0.00346332-0.00133048j -0.0130355-0.00189757j 0.00748355+0.00448679j -0.00838674+8.25728e-16j -0.00191523+0.00154067j 0.00582236+2.02576e-05j 0.00910198+0.00410562j -0.00234941-0.00213193j 0.0116139-0.00219071j -0.00356089+0.00292237j -0.00441936+0.00324506j -0.0053744+0.00325004j -0.00171748+0.00529586j 0.000414893+0.000456403j 0.00679074+0.00250095j 
-0.0157743-0.00735135j -0.013942+0.0217332j 0.0181344-0.00872566j -0.00436714+0.0547163j 0.00273+0.00896843j -0.00184604+0.00243052j 0.00329084+0.00645572j -0.00225362-0.00846856j -0.000818588+0.000209633j 0.000580838-0.00305474j -8.26557e-05-0.0054065j -0.00449154-0.00400775j 0.00319383+0.00403997j -0.00793603+0.00193506j 0.00187724+0.00929702j 2.90487e-05+2.4565e-06j 0.0233848+0.0438654j -0.0838979-0.0179328j 0.0572269+0.225967j 0.0234758+0.00242853j -0.0155823+0.00415566j -0.0116448+0.0017934j 0.0103858-0.00182165j 0.00349858-0.00190395j 0.00541609+0.0060039j -0.00683153-0.0134675j 0.00253747-0.00291632j 0.00216968+0.0019263j -0.00589159-0.0015598j 0.00554-0.0010795j -0.00460832+0.00366802j 0.00303168-0.000951589j 0.00591813+0.0108201j 0.00469104+3.79562e-05j 0.00401492+0.00411656j -0.0109858-0.0222298j 0.0158208-0.00260205j -0.0184197+0.0202764j 0.000404809+0.056893j 0.0454165-0.0159066j 0.0476206+0.217267j -0.0645449-0.342429j -0.104024+0.0980741j -0.130845+0.028372j 0.135573-0.0184094j 0.100579-0.0248751j -0.167007+0.0603912j -0.315004+0.0514474j 0.0677007+0.0392533j -0.0252424-0.0482813j -0.021358-0.00937235j 0.0314622+0.0437016j -0.00263039+0.0550421j -0.00375188+0.054959j -0.0171097-0.00268805j 0.00842863+0.014741j 0.000150842+0.0135108j -0.00578844-0.00836698j -0.00444651-0.00206885j -0.00923097-0.000949739j -0.0118109+0.0100357j 0.0035841-0.0105623j -0.0094388-0.0104434j 0.00240029+0.00201207j -0.00352863-0.00138367j -0.00236948+0.00265386j -0.00883676+0.00321625j -0.00213703+0.00133302j -0.00253698-0.00113619j 0.010074-0.00195819j 0.00324925+0.00335674j 0.00366484+0.00465859j -0.00610769-0.00550791j -0.00583513+0.00181805j -0.00196886-0.00138057j 0.00291684+0.0031995j -0.0018157+0.00235028j 0.00747154+0.00205738j 0.00458095+0.000487398j 0.00209352+0.00229658j -0.00714077+0.00171457j 0.00134992-0.00282454j -0.00406435+0.00102425j -0.00191523-0.00154067j 0.00220741+3.64292e-16j 0.00440114-0.00118872j -0.00362688-0.000229174j 0.001919+0.001396j -0.00272652-0.00645007j 0.00201423+0.000825041j 0.0102143+0.000431824j 0.00297841+0.00101249j 0.00489987+0.000732495j -0.000518914+0.000631873j -0.00397363-0.00570885j 
-0.00250627+0.0270826j 0.0159607+0.0110524j 0.00171956+0.0375144j -0.00360215+0.0227591j 0.00380334+0.0224314j -0.000931267+0.0111935j 0.0111128+0.00438271j -0.00845779-0.00532109j 0.00128625+0.00578163j -0.00163794-0.00256325j -0.00559541-0.00360636j -0.00696189-0.00201488j 0.00823678-0.00365213j 0.000612861+0.0130934j 0.0138942-0.000817698j -0.00768968-0.0431404j 0.000238973+0.00146688j 0.0751311+0.232794j 0.0986816-0.0206655j 0.0438292-0.0314406j -0.0444519-0.000682725j -0.041629+0.0144172j 0.0250445-0.0114129j 0.00420565-0.00623839j -0.00697031-0.00668424j -0.01235+0.0123111j -0.00247339-0.000886835j 0.00814704-0.00242204j -0.00250841+0.00891339j -0.000468027-0.00754285j 0.00181566+0.00905691j -0.00192603-0.0119194j 0.00492632-0.00778574j 0.00923202-0.000307177j 0.00621906-0.00445886j -0.0156934+0.00588891j -0.00716604-0.0368819j 0.00192076+0.0563747j 0.0134744-0.0216947j -0.0202753-0.108602j 0.0484291-0.0838594j -0.0528727+0.0792272j 0.0940439+0.307657j -0.146963+0.10244j 0.262449-0.0861449j 0.109766-0.0393471j 0.18437-0.0225028j 0.0826821-0.0309778j -0.044404+0.0606209j -0.146665-0.0398838j -0.0577979-0.0555494j 0.00947015+0.0796309j 0.0713762+0.0593714j 0.043114+0.105837j -0.0162311+0.0493335j 0.00480639+0.0869642j -0.0060285-0.0288019j 0.0173981+0.00399906j 0.00553698-0.00265497j 0.0210977+0.0294265j 0.018055+0.00668533j 0.0101348-0.0255181j -0.011179+0.0148215j 0.00549656+0.00636437j -0.0133459-0.0126463j -0.0126328-0.00482708j -0.00318151+0.00374301j -0.00695831+0.00344499j -0.00175639+0.00047558j 0.00574519-0.00727403j 0.00461436+0.00426354j -0.0142547-0.00331865j 0.00157184-0.00569814j -0.0132354+0.00163283j 0.00937019-0.0040816j 0.00670084+0.00385202j 0.00750082-0.00121458j 0.00217471+0.00225479j 0.0129533+0.00478608j -0.00131269+0.00216074j -0.00510515-0.00255726j -0.00140324-0.00179495j -0.00017849+0.00527756j 0.00582236-2.02576e-05j 0.00440114+0.00118872j 0.00561429+5.58581e-16j 0.00303276+0.000589249j -0.00166633+0.00804568j -0.00383547+0.00160448j 0.00965907+0.000304838j -0.000855389-0.00434895j -0.00036167-0.00254838j -0.00216752+0.0035131j 0.0039287+0.00757286j -0.00176186+0.000492112j 
-0.00749991+0.00749807j -0.0144116+0.00951964j -0.0017366-0.0701077j -0.00821616+0.00145969j 0.0012568+0.0439002j 0.00845128+0.0166755j 0.00577841-0.00129687j -0.00205037+0.00741608j 0.000363667-0.00634698j -0.00859848+0.00111991j -0.000762268+0.00350312j -0.00207536+0.00135061j 0.0063155-0.00558568j -2.33897e-05+0.00933183j 0.00467592+0.0019171j 0.00950808+0.0332358j 0.00660466-0.00368506j 0.00446036-0.103175j 0.00809039-0.0391547j -0.0525868+0.0146148j -0.104043+0.0175795j -0.0919664+0.0345301j -0.0197228+0.0111715j -0.00518661+0.00458569j -0.0058904+0.00426193j -0.00250504+0.00561864j -0.00821676+0.00342979j 0.00539195-0.0037059j -0.0132976+0.00669534j 0.00431478+0.00322357j -0.000939564-0.00851557j -0.00848481+0.0100936j -0.00744685-0.00127093j 0.00634499-0.00687452j 0.00994945-0.010431j -0.0119783+0.00994671j 0.0128778-0.00220374j -0.00826365-0.0238245j 0.0132007-0.0200867j 0.0173781+0.0432647j -0.0376651-0.00530647j 0.0949312+0.0333078j -0.0487633-0.122377j 0.116746-0.0399042j 0.17917-0.0389734j 0.161995-0.0239439j -0.244188+0.0731794j 0.207186-0.0992572j 0.027935-0.00483859j 0.0504936+0.0329386j -0.0823084-0.0814552j 0.0632803+0.323568j -0.00403252+0.228274j 0.133017+0.118833j -0.0189996-0.0195535j -0.0226409+0.0758468j 0.00789244+0.0337267j -0.0219339+0.022831j 0.0352097+0.025445j -0.0320828-0.0266437j -0.0236566-0.0111279j 0.0489793+0.0198785j -0.00836286-0.0343986j -0.0224344-0.0108167j 0.00611678-0.0149356j -0.00346287+0.00382816j -0.00933533+0.00322379j -0.0112003+0.00284637j -0.00999001+0.0012203j -0.00959884-0.000595636j -0.000101163+0.00690971j 0.00668988-0.00734337j -0.0117026+0.00748548j 0.000849158-0.00298214j 0.0161467+0.00441871j -0.000329368-0.00234106j -0.0147954-0.00644299j 0.00616839-0.00861581j -0.00739909+0.00142774j 0.0015495+0.000430419j 0.0100027+0.00589307j 0.0103833-0.0014866j -0.0147086-0.00301641j 0.00910198-0.00410562j -0.00362688+0.000229174j 0.00303276-0.000589249j -0.0162505-5.34295e-16j -0.0101316-7.99859e-05j 0.00544766+0.00282754j -0.0056271-4.26586e-05j 0.00617639-0.00690176j -0.00754745-0.00413789j -0.00999789+0.000115381j -0.00877184-0.00187362j -0.00605127-0.00217459j 
-0.00695144+0.0075798j 0.0153571-0.0333362j -0.0103251-0.0169864j -0.00181807+0.0385762j 0.0107207+0.00124549j 0.00582057-0.0484508j 0.0048687-0.0154766j 0.00272126-0.00149629j 0.000210734+0.00295944j -0.00276104+0.0223037j 0.00116898-0.00171541j -0.00343632-0.00480555j -2.10603e-05-0.0134597j 0.00712718+0.00234302j -0.000176415-0.0116548j -0.00761436-0.00708671j 0.00275894+0.0161802j 0.029783-0.0436861j -0.00258944-0.00291552j -0.00677275-0.0198404j 0.147022-0.0525259j -0.107534+0.0214964j 0.0104435+0.0100555j 0.0120975-0.00169532j -0.0194831+0.00719256j 0.00583766-0.00628906j 0.00109102+0.0113532j 0.00841552-0.00413321j -0.00518955+0.00754241j 0.00256025+0.00124726j -0.00895725-0.000972091j 0.00149792+0.00669265j -0.00302375+0.00477002j 0.0137284-0.0101792j -0.00387831-0.00434389j 0.00292638+0.0102508j -0.0119742+0.00882969j 0.0233752-0.0306082j 0.00760707+0.0034302j -0.00541973+0.00343816j 0.00614602+0.00370816j 0.00409145-0.00260206j -0.0560832-0.0318842j -0.00298706+0.0470152j 0.196652-0.0263167j -0.341144+0.128174j -0.0547864+0.0310319j 0.0275669+0.00773204j 0.0924082-0.067271j -0.0890795-0.0475729j -0.0395393-0.32437j -0.160672-0.0381779j -0.118222-0.193749j 0.039029+0.240299j -0.0326246-0.0208114j -0.0305922-0.0430433j 0.0135684-0.0178815j 0.00880895-0.0191862j 0.0188502+0.0452398j 0.00883197-0.0156859j -0.0064166-0.0126375j 0.0015329+0.0216846j 0.0180489+0.00636277j -0.0274577-0.0177604j 0.0104609+0.00820528j 0.00762546+0.00342768j -0.00680745+0.00250139j -0.00271835-0.00712329j -0.0143505-0.00196059j -0.00814255-0.00242545j -0.00189917-0.0018771j 0.00696588-0.000951321j -0.00238137+0.00283464j 0.00353152-0.000517251j 0.000738053+0.0068514j -0.00702586-0.00963385j -0.00836248-0.00308414j 0.0127345+0.00491962j -0.00897949-0.00181329j -0.0084337-0.00314455j 0.00795626+0.00120718j 0.00598089+0.0037064j -0.00295774-0.00799641j -0.00234941+0.00213193j 0.001919-0.001396j -0.00166633-0.00804568j -0.0101316+7.99859e-05j 0.00321133-9.85323e-16j 0.0114821+0.00319198j 0.00204281-0.00643224j 0.00205368-0.000438788j -0.00951608+0.00119501j 0.00729321+0.00272635j 0.00512943+0.00191211j -0.00290799+0.000286205j 
-0.00919997+0.0426323j 0.00110118-0.00324888j 0.00505391+0.039577j -0.00953713-0.0332954j -0.00379056+0.0169901j 0.00983058-0.0069946j -0.00735679+0.00780642j 0.00661236+0.00145352j -0.00107896-0.00161821j -0.00351085+0.00233862j 0.00260935+0.00292375j 0.00772391-0.0122149j -0.00178336+0.00473698j 0.000418642-0.000139062j -0.00213716-0.00229441j -0.00930762-0.00184906j 0.00480908+0.0113897j -0.0709131+0.0816331j -0.00536644+0.0256919j -0.186455+0.0411285j 0.00902196-0.00622421j -0.00105735-0.00541369j -0.0144271-0.00651009j -0.00649759-0.00188238j -0.0136531+0.0049519j 0.0223787-0.0121397j 0.000110425-0.00241643j -0.00131841+0.00404559j 0.00277571-0.00613157j -0.00328004-0.000108937j 0.00377126-0.000194926j -0.0118964+0.00589577j -0.0133167+0.00563009j -0.00259006+0.0116646j -0.000285579+0.00154894j 0.00540988-0.00210195j -0.0244427+0.005192j -0.00437417+0.0178064j 0.0265371-0.00678858j -0.0147585-0.0284315j 0.0639907+0.0193844j -0.115579-0.0180233j 0.0533011+0.0797226j 0.354778-0.101717j 0.137609-0.0202279j 0.0131062-0.0490993j 0.112363-0.0387249j -0.132223+0.108129j -0.0887423-0.242951j 0.0804023+0.329434j -0.0607358-0.0749576j -0.00360196+0.117345j -0.051662-0.0625108j -0.00347912-0.0611767j 0.0210601+0.0149934j 4.01002e-05-0.0489928j -0.0234208-0.0131969j -0.00527932-0.0170038j -0.00851521-0.0110275j 0.0273302-0.0071436j 0.0220106-0.00525692j -0.0183174+0.00820508j 0.0348417+0.020932j 0.00719265-0.00225205j 0.0028167+0.0104853j -0.00433295-0.00996112j 0.00568265-0.0129938j -0.000504774-0.00843536j -0.00263098+0.00333159j -0.0160832-0.000987365j -0.00732466-0.00537096j 0.00166521+0.0100938j -0.00132605-0.00328822j 0.00405942+0.00420873j -0.00739304-0.00669304j 0.00429191+0.00146914j 0.00828516-0.00114613j 0.00888243+0.00767218j 0.00389703+0.000144636j 0.00345767-0.00568886j -0.0077109-0.00710516j 0.000471359-0.00141243j 0.0161854-0.00595838j 0.0116139+0.00219071j -0.00272652+0.00645007j -0.00383547-0.00160448j 0.00544766-0.00282754j 0.0114821-0.00319198j -0.000254126+6.93889e-16j 0.00151727-0.000386949j -0.00223447+0.00114174j -0.00301455+0.00199354j 0.00253127-0.00260892j 0.00651042-0.00112806j -0.000199465-0.0011844j 
-0.0599484-0.0774436j -0.0143599+0.133288j -0.0169674+0.0143191j 0.00639004+0.0199516j -0.00769976-0.00483251j -0.011999+0.00642803j 0.0034967+0.00995026j 0.00312366+0.0012891j -0.00575591+0.00501077j -0.00708271-0.0182539j -0.00573045-0.00542616j 0.00289853-0.012215j 0.0180083+0.0104134j -0.00334067+0.0207598j 0.0199912+0.00808382j 0.141393+0.153646j -0.013308+0.314592j -0.0368765+0.00133641j 0.0391942-0.00258008j 0.0144966-0.00122388j -0.00357115-0.00540705j 0.00698545-0.00989117j 0.0031588-0.00554071j -0.00237739+0.00302193j 0.000896568-0.00915191j -0.0085136+0.00717537j 0.00367229-0.00488261j 0.0039127+0.00345065j 0.00386162-0.00811466j 0.00244404-0.00976729j 0.000606954+0.0107359j -0.00852315-0.00326071j 0.00396789-0.0019969j 0.00471099+0.0195985j 0.0118599-0.00894854j -0.024132+0.0053742j -0.0041926-0.0369856j 0.0718036-0.104024j -0.04525-0.282535j 0.0835397-0.0557015j 0.366024-0.0487786j 0.149245-0.00189801j 0.0447001-0.00361184j 0.0116287+0.00999327j -0.0225505+0.00772394j -0.0245435-0.0196888j 0.0144608+0.0703841j 0.0321696+0.0766173j 0.0103167-0.000693031j 0.00614413-0.011923j 0.0133449+0.00498182j 0.013855-0.017437j -0.000190156-0.00272021j -0.00360657-0.0019575j 0.000752452-0.00392565j 0.0120189-0.00598123j -0.00165621-0.00596411j -0.00452837-0.00166825j -0.000587823-0.000349185j -9.00276e-05-0.00340615j -0.0106435+0.00279831j -0.00107865-0.00294705j -0.00359771-0.0031843j -0.000775318-0.0015714j -0.00638569+0.00493318j 0.000406628+0.00449172j -0.00392056+0.00260101j 0.0032558+0.00347916j -0.00495499-0.000518658j -0.00286591+0.00297374j -0.00331935-0.00260735j 0.000380851-0.000741639j -0.00118605+0.00360011j -0.00193551-0.000149598j -0.00471308-6.865e-05j 0.001084-0.0047473j -0.00769022+0.000267579j 0.000960342+0.000510896j 0.0023549-0.00185964j 0.00453123+0.00111546j 0.00125628-0.000681323j 0.00567819+0.00130226j 0.00143414+0.00241621j -0.00356089-0.00292237j 0.00201423-0.000825041j 0.00965907-0.000304838j -0.0056271+4.26586e-05j 0.00204281+0.00643224j 0.00151727+0.000386949j 0.0104862-9.02056e-17j 0.00660008-0.00086218j -0.00460056+0.000148296j 0.00256239+0.00733776j 0.00378243+0.00830564j -0.00711193-0.000422879j 
-0.0128761+0.142693j 0.062342+0.0815357j 0.0102995+0.00302488j 0.015488-0.00756651j 0.000430014+0.00889492j 0.0105654+0.0170259j 0.00849424-0.000501867j -0.000745204-0.00241014j 0.00675958+0.00800628j -0.0138321+0.00170196j -0.00257873+0.00552762j -0.0139251-0.00843832j 0.00304668-0.0165058j 0.0203936+0.00799769j 0.00147518-0.0187984j 0.01936-0.313561j 0.138119+0.160768j 0.0495532-0.0117476j 0.00181301+0.00419995j -0.00309691-0.00623397j -0.0154137+0.0124094j -0.000196195-0.00385267j -0.00152795-0.00296778j 0.00194465+0.00177866j -0.00790948+0.00572399j 0.00547023+0.00582389j -0.00192765-0.00548795j 0.00287343-0.00696777j -0.00411918-0.00687076j -0.00656786-0.0018853j 0.00774374-0.00247976j -0.00372844+0.0174215j -0.00237861-0.000774568j 0.0122301-0.00885368j -0.00744195-0.0182861j 0.00570198+0.0321292j -0.0242531+0.0111721j -0.0449086-0.287719j -0.0878035+0.0952105j -0.389663+0.0417918j 0.0648361-0.0544855j 0.0733143-0.0263562j -0.0597651-0.0130341j 0.0109189+0.00828618j -0.0233789-0.0494489j 0.00733987-0.0231499j -0.0245094-0.0702179j -0.0176145-0.0062125j -0.00899096+0.00965856j -0.000506026+0.00768396j -0.0112106+0.0167519j 0.0152621+0.00548031j -0.00559079+0.00329623j 0.0020325-0.00792871j -0.00137507+0.00322848j -0.000321231+0.008315j 0.00248637+0.00255764j 0.00447671-0.000910011j 0.000133816-0.00624273j 0.001613-0.00400171j -0.00188726-0.00564246j 0.0032217+0.000483943j 0.00864622-0.00182627j -0.00254568+0.00243259j -0.00257148-0.00287427j 0.00105476-3.31127e-05j 0.00058081+0.000915168j -0.00448999+0.00418546j -0.00652773-0.000473462j -0.0048917-0.000783157j 0.00862023-0.00187077j 0.00413865-0.00334047j -0.00073679+0.000793567j -0.00761653-0.00124495j -0.000481761-0.00428613j 0.00112895-0.00113937j 0.000108121-0.00217298j 0.00110013-0.00709202j 0.00757894+0.00326256j -0.00721157+0.00237065j 0.00334394-0.00113778j -0.0025635-0.0032151j -0.000742049+0.00472613j -0.00441936-0.00324506j 0.0102143-0.000431824j -0.000855389+0.00434895j 0.00617639+0.00690176j 0.00205368+0.000438788j -0.00223447-0.00114174j 0.00660008+0.00086218j -0.0115152-9.02056e-17j 0.00405198+0.00660707j 0.00546487-0.000289846j 0.00660571-0.000156768j 0.004081+0.00767673j 
0.0115754-0.0140287j 0.00220888-0.0467316j 0.00399068+0.0718984j 0.0255116-0.00374918j 0.00299814+0.00126914j -0.000881987+0.00942232j 0.01059-0.00360481j -0.00772593-0.00162438j 0.00332708+0.00276226j -0.00318891+0.00186236j -0.00330879+0.000697065j -0.0111259+0.00667338j 0.00401754-0.00971491j 0.00315677+0.0055349j 0.00347937-0.00331703j -0.0171586-0.0429573j 0.0603272-0.070811j -0.0773947-0.00757199j 0.210244-0.058576j 0.0306304+0.00443367j -0.00518977+0.0114206j -0.00712026+0.00015642j 0.000171477-0.00500312j 0.000204878-0.00529244j 0.0105455+0.00426858j -0.0186369+0.00332999j -0.00430471+0.000829296j 0.00176679-0.00560048j -0.00842545+0.00663248j 0.00183862+0.000315326j 3.39382e-06-0.00244992j 0.00675386+0.00368889j 0.0130765-0.00333685j 0.00139963-0.0136479j 0.00301432-0.00677726j -0.0171316+0.00854117j 0.0184336+0.0009058j -0.0229971-0.0143095j 0.0698901+0.0637548j -0.0253154+0.0330002j 0.168393-0.0287769j -0.361251+0.0819806j -0.0433617-0.0285369j -0.00642329+0.0466593j -0.089156-0.0406796j -0.0366223-0.0464645j -0.0866029+0.249769j 0.146768+0.373545j 0.0228976-0.0105416j 0.0167334-0.0592629j 0.0171523+0.015832j 0.0213607-0.00921543j 0.0106797+0.046807j 0.0156155+0.0163363j 0.00336466-0.00376295j -0.00559781+0.00566837j 0.00656036+0.00352488j -0.00193136+0.00893816j 0.01243+0.00395257j -0.00205228+0.002883j -0.00648599+0.00412199j 0.00854739+0.0050097j -0.0121206-0.00457292j -0.00497872-0.000176056j 2.93686e-05-0.00401808j -0.00164831+0.000725464j -0.00645164+0.00521479j -0.00135935+0.00100929j -0.00103337-0.00220474j 0.000662747-0.00293693j 0.0055532+0.00230071j 0.00522403-0.00578952j -0.00751253+0.00370723j 0.000612892-0.00371281j 0.00566816+0.00446854j 0.00325984-0.00170545j -0.00702381-0.000479175j -0.000305619-0.00830836j -0.00304198+0.00189451j -0.00106171+0.00186183j 0.00676652+0.00775777j -0.000533374-0.00130017j -0.0143867+0.00364929j -0.0053744-0.00325004j 0.00297841-0.00101249j -0.00036167+0.00254838j -0.00754745+0.00413789j -0.00951608-0.00119501j -0.00301455-0.00199354j -0.00460056-0.000148296j 0.00405198-0.00660707j 0.00174671+9.71445e-17j -0.00686729-0.00233542j -0.00763733-0.00223554j -0.00421667-0.000555712j 
0.00363174-0.0555225j -0.00468039+0.0432909j 0.0404207-0.0341292j 0.0158773-0.0535282j 0.00149081-0.00501571j 0.00688504-0.000895693j 0.00470575-0.0192461j -0.00576609+0.0162902j 0.00426008-0.00413842j -0.00191208+0.0062736j -0.00199721+0.00726927j -0.00411139+0.0104578j -0.00153283-0.00889839j 0.00617142-0.00178161j -0.00052001-0.00911932j -0.0457189+0.0731322j -0.0157812+0.000171666j 0.261256-0.0742557j 0.0829793+0.000366779j 0.00683989-0.00825272j -0.0130827-0.00327286j -0.0090422+0.0191655j -0.00939214+0.0153934j -0.00443192+0.00450957j -0.00315127-0.000815494j -0.00428685+0.00596218j -0.00236466+0.00854239j 0.00342729-0.00236218j 0.00469032+0.00995752j -0.00476345+0.00625559j 0.00819209-0.00706551j -0.0123396-0.00251169j -0.000371995-0.00597355j 0.00495757-0.00843763j 0.00523364+0.00082208j -0.0118612+0.00700496j -0.0241603+0.00977007j 0.096545+0.0359585j 0.0166016-0.018158j -0.0654546+0.00334058j -0.00318602+0.0381113j -0.0377644-0.00849949j 0.374479-0.0953791j -0.000670208+0.138945j -0.0327017-0.258413j -0.0251643-0.112058j -0.159397-0.298804j -0.0871309+0.157929j 0.0172692+0.0503109j 0.0152918+0.0169443j -0.023722+0.0114887j -0.000837935+0.00634757j -0.0106073-0.00218812j 0.00717292+0.0280227j -0.0193294-0.00242942j -0.00548701+0.00367586j -0.00757966+0.0158199j -0.00174444-0.00334606j 0.00869805+0.0125533j -0.00774727-0.00936426j -0.00836699-0.00915892j 0.00411414+0.00368475j -0.00640718-0.00728513j -0.0112183-0.00806198j 0.00139764+0.00219436j 0.00743991+0.0072717j -0.00274019+0.00213486j -0.00334967+0.00446177j -0.00656418-0.00317622j 0.000866973-0.00376951j 0.00344198+0.00273117j 0.00833577+0.00386547j -0.00225937-0.00153254j -0.00467066+0.00458607j 0.00384183+0.00158776j -0.000753025-0.00520915j -0.00414377-0.00722163j 0.013152-0.00495392j -0.000571056-0.00835427j -0.000569024-0.00239074j 0.00129423+0.00821951j 0.00801834-0.000950103j -0.00757965-0.00347387j -0.00171748-0.00529586j 0.00489987-0.000732495j -0.00216752-0.0035131j -0.00999789-0.000115381j 0.00729321-0.00272635j 0.00253127+0.00260892j 0.00256239-0.00733776j 0.00546487+0.000289846j -0.00686729+0.00233542j 0.00453035+9.71445e-17j 0.00564845-0.00141926j -0.00629765-0.00117036j 
