0.161657+4.57967e-16j 0.12035+0.0124229j -0.0972652-0.0988605j 0.0590215+0.0987247j -0.0373736+0.0189011j -0.0172252-0.0258526j -0.0252048-0.0922009j 0.0210116+0.102455j 0.0199135-0.0712403j -0.0235284+0.0184822j -0.00693092-0.0408497j 0.0170945-0.0185128j 2.62799e-05+0.0622799j 0.00224832+0.0144641j 0.0280304+0.0198945j -0.00274152-0.0217027j 0.085017-0.0133755j -0.0143661-0.011029j -0.0531787+0.0314956j 0.00942916+0.0549587j 0.103594+0.00798246j -0.0469504+0.021364j 0.0769514-0.0652761j -0.222232-0.0833147j 0.0545651-0.237876j -0.0767288+0.102038j 0.0755182+0.0988686j 0.0537082+0.0219948j -0.134174-0.10716j 0.0925491+0.026721j -0.0635128-0.0135895j 0.0363357+0.0537802j 0.0209943+0.0535597j 0.0114239-0.0411624j -0.00199455-0.00193581j 0.0191066+0.0451919j -0.00532219-0.0190714j -0.00699749+0.00232908j 0.0121686-0.0385971j -0.0174874-0.00589058j -0.00426751-0.0319617j 0.00619191+0.00692821j 0.020031-0.0165222j -0.00994344+0.0267514j 0.00586984-0.0349104j 0.0161106-0.00585822j 0.00693912-0.0176491j -0.0146086-0.0019894j 0.00524079+0.0207569j 0.044376+0.00655389j -0.0105818+0.0219464j 0.0108576-0.0207137j -0.0155904-0.0147645j 0.0105892+0.00377551j -0.0137982+0.0173148j -0.00590669+0.0246396j -0.00741399+0.00800931j -0.00560872+0.00287015j 0.0231585-0.0304886j 0.0125317+0.015624j 0.00419947-0.0573241j 0.0453453-0.111994j -0.048809-0.108543j -0.238598-0.0529464j -0.0201993+0.128857j 0.0239957-0.132471j 0.027108+0.0177738j -0.0230299-0.00625142j 0.136432+0.049552j 
0.0170945+0.0185128j -0.0142376-0.0488879j -0.00583549-0.117989j -0.021338-0.0805532j -0.0303298+0.00164142j -0.100227+0.0402208j 0.0024543+0.0347557j 0.0128471-0.0681416j -0.0062547+0.0884435j -0.0239708-0.118123j -0.00823372+0.106814j 0.0755772-4.76008e-15j -0.0277335+0.13178j -0.018009+0.00328783j -0.0541076-0.163109j -0.0876059-0.0355489j 0.196219+0.105916j 0.184632-0.0521744j 0.0128606+0.0479109j -0.0556949-0.171661j 0.071411+0.000561842j -0.186605+0.00100329j -0.0338025+0.255187j 0.117412-0.0562535j 0.0877748-0.0838573j 0.0691819-0.0568279j 0.160396-0.100925j -0.00535633+0.0333642j -0.00103627-0.0360848j 0.000508672-0.0314121j 0.0149969+0.0108862j 0.00981342+0.0155008j -0.00491901+0.0242216j 0.00986116+0.00674035j 0.0105317-0.000479994j 0.00789104+0.00961501j -0.00612837+0.0377615j 0.00330286+0.0295391j -0.00320316+0.00859141j 0.0074543-0.0068013j 0.0234089-0.0154328j -0.0186954-0.00259997j 0.00873467-0.00959551j -0.00240131+0.00336137j -0.0164894-0.000408994j -0.0326643+0.0125823j 0.0196645+0.00329255j 0.00329185-0.0309011j -0.0107297-0.0143091j 0.0151596-0.0140799j 0.0204244+0.00809848j -0.022229-0.0335446j 0.0307018-0.0154011j 0.000422536-0.00403086j 0.0339969+0.0407616j 0.0113962+0.0124531j -0.0231636+0.0275677j 0.0130474-0.0129802j -0.0128511-0.0135753j -0.000746763+0.0228442j 0.00506325+0.0134372j 0.013947-0.0163843j -0.00754293+0.00224148j -0.0151604+0.00183319j -0.00290686-0.0114827j -0.0100523+0.00361731j -0.00912616-0.000520086j 0.00834654+0.00702682j -0.00426182+0.00344897j 
2.62799e-05-0.0622799j -0.0376711-0.0495253j 0.0403174+0.0486901j 0.0249415-0.0551654j 0.0327868-0.00102358j 0.107675-0.0315858j 0.0359874+0.00330384j -0.104398-0.0832515j -0.0598443+0.0248773j -0.0157254-0.127111j -0.127127+0.164329j -0.0277335-0.13178j -0.103743+8.76729e-15j 0.06702+0.129603j -0.12204+0.0242527j 0.09922-0.15461j -0.0539025+0.0755829j -0.157554-0.0232161j -0.0137574-0.140584j -0.123537+0.0281059j 0.0686506-0.232463j -0.0369249+0.111534j -0.0503076-0.210476j 0.00648085-0.0238802j 0.0396016-0.101581j -0.0480884+0.127627j 0.00833852-0.0876206j 0.0206194+0.0172668j -0.0919777+0.0631215j 0.00479514+0.0166257j 0.00945014+0.0357819j -0.0128518-0.0198058j -0.00916892+0.013408j 0.00567012-0.00118238j -0.00689008+0.00368094j 0.00288102-0.00130194j 0.0188237+0.0253015j -0.0024602-0.00445161j -0.0129963+0.0127846j 0.0211512+0.00751627j 0.0164621-0.0106652j 0.00633007+0.0127767j 0.00249275+0.0201117j 0.00739665-0.00673033j 0.00276301+0.00706108j 0.00486395+0.00619053j 0.0187151+0.0209063j -0.0175444+0.0384047j 0.00505899+0.0113814j -0.0161219-0.00225571j -0.0246962+0.0155158j -0.00137483-0.0109323j 0.0300026-0.0118084j -0.00974612+0.0371186j -0.00662293+0.0180809j -0.00355724-0.0198963j 0.0157586+0.0172914j -0.00570933+0.0243287j 0.0226941+0.0186977j -0.0109416+0.00722205j 0.00449704-0.0169051j 0.00877375-0.00195049j 0.0120391+0.00333669j 0.0189516+0.00963715j -0.00498253+0.00350517j 0.00792658-0.00252171j 0.00385358+0.00660023j 0.0138576-0.0167153j 0.0139525+0.00726395j 
0.00224832-0.0144641j -0.00865969+0.000661094j 0.0379258+0.0442191j 0.00375645-0.0181382j 0.0437736-0.0151462j -0.0562627+0.0286424j -0.0336547+0.0925408j -0.158832+0.0343604j 0.0349247+0.00815977j 0.0889657-0.0644772j -0.0222749-0.0179346j -0.018009-0.00328783j 0.06702-0.129603j -0.22135+1.35586e-14j -0.0219338-0.0266839j 0.206654+0.153081j 0.120821-0.18423j -0.0160103+0.0100375j 0.196746+0.171306j 0.243989-0.0140557j 0.169217+0.0365739j -0.116953+0.047748j 0.126645-0.0300309j -0.00936806+0.0224235j 0.100839+0.150666j -0.0240305-0.0168078j -0.00518184-0.0268181j 0.0414475+0.0187251j -0.0303718+0.0491826j -0.0266111-0.0150545j -0.0267491+0.0126322j -0.0119778-0.0289314j -0.0215301-0.00846496j 0.0196422+0.0130689j 0.0223217-0.00908856j -0.000196765+0.0113361j 0.0120445+0.00884475j 0.0236669+0.00571597j -0.0230832-0.00234524j 0.00675304-0.00997508j 0.00137397+0.0135254j -0.00552159+0.00707086j -0.035161-0.0152072j -0.0173727-0.0171832j 0.0222602-0.0131016j -0.0251472-0.0352124j 0.0292163-0.0192148j 0.0331766+0.00250778j -0.00895993+0.00691875j 0.00429956-0.0090393j -0.0181519+0.0147358j 0.0363624+0.0302089j -0.0114888-0.011051j -0.0069195-0.0153379j -0.0115713+0.00272941j 0.0204055-0.00900323j 0.020696-0.0245512j 0.00215515+0.00440484j 0.000706308+0.00356878j -0.00888226-0.00757026j 0.0121333-0.00914892j -0.00190959+0.00713296j 0.00942217+0.0179201j -0.0132237+0.021595j -0.00598951-0.0130967j -0.00243918+0.00553609j 0.00720405-0.00154527j -8.25464e-05+0.0068894j -0.00991726-0.00811373j 
0.0280304-0.0198945j -0.000762061-0.0134063j -0.00346509-0.08676j 0.0442359+0.0427593j -0.0268567+0.11676j 0.0842992+0.00667308j -0.0147326-0.0690292j 0.00168219+0.0918128j 0.0646475+0.125519j 0.0658776-0.127601j 0.0836547+0.0110098j -0.0541076+0.163109j -0.12204-0.0242527j -0.0219338+0.0266839j 0.535185-2.8394e-14j 0.0633641+0.0121252j -0.142618-0.0629271j 0.0567381+0.212967j 0.0666462+0.0942944j -0.0196183-0.159568j -0.0113244+0.0301465j -0.012243+0.17539j -0.118035+0.0827106j 0.0672193+0.0958269j 0.0174743-0.11504j -0.0197728-0.00989989j -0.0399171+0.0119335j -0.0144057+0.0448034j -0.0175469-0.0267117j -0.00606822-0.00257748j -0.0261733+0.015271j -0.00140138+0.0485128j -0.00410843-0.00397427j -0.0085879+0.0141506j 0.0048533-0.00660624j 0.00298273-0.0169489j 0.00282943-0.00264621j -0.0185135+0.017693j -0.00860731+0.00464327j -0.0100569+0.00172771j -0.0115881-0.00656744j 0.0102639-0.0193434j 0.00212123-0.00205262j -0.00646663+0.0270683j -0.0156778+0.0123698j 0.0585525+0.0192023j -0.0215426-0.006286j -0.0101673-0.00916484j 0.0212037+0.00626672j -0.0159349+0.0121544j 0.0201083+0.0167604j 0.0110219+0.0138836j 0.0373696-0.0139772j 0.00278132+0.0360466j -0.00177776+0.00902073j 0.00839552-0.00199884j 0.00903717+0.0216131j 0.0074343-0.00919309j -0.00389683+0.000234348j -0.0149685+0.0057006j -0.00910234-0.0104794j 0.0183419-0.00248179j 0.0070232-0.00797678j 0.00923483-0.00409601j 0.000361591+0.00571556j 0.00269222-0.00265002j 0.00196969-0.00757065j -0.00524372-0.00512603j 0.00551567+0.00856263j 
-0.00274152+0.0217027j 0.00621058-0.00573321j -0.0351792+0.0183944j -0.00103569-0.0359939j 0.0932779-0.119777j -0.0955832-0.10344j 0.0900881-0.0220745j 0.0822045+0.107735j -0.0310003-0.0431982j -0.174333-0.0709076j 0.240372-0.209189j -0.0876059+0.0355489j 0.09922+0.15461j 0.206654-0.153081j 0.0633641-0.0121252j -0.141642-8.27532e-14j -0.000723739+0.0669316j 0.0477363-0.0779648j 0.136142+0.0336602j -0.0849597-0.0994715j -0.0995715-0.0349377j 0.113236+0.0671132j 0.0421367-0.0794316j -0.0511057-0.0751679j 0.0119777+0.0543241j 0.00903717-0.0281422j 0.0372151-0.00472389j -0.0314813-0.0184126j 0.0291409-0.0344883j 0.0155232+0.0124131j 0.0372522-0.0137853j 0.0129981-0.0104789j 0.00262838+0.014324j 0.019619-0.0265446j -0.0125075+0.0212883j 0.0121568+0.00726918j -0.000988097-0.0306425j -0.00753474+0.010556j 0.0324039+0.0277106j -0.0233099+0.0224292j -0.016677+0.0119608j 0.0315422+0.0113099j 0.0369974-0.00583457j 0.00972034-0.00199226j -0.00886092+0.00264887j -0.00111799+0.0134723j -0.0341367+0.0117437j 0.014121+0.0288537j -0.00221121-0.0105205j 0.00284549-0.0113356j -0.0180518+0.00546653j -0.0165865-0.0173771j -0.00603918+0.0211081j -0.00180299-0.00455199j 0.00858385-0.0173681j -0.0175775+0.0166301j 0.00612099-0.00535046j 0.000582366-0.0103276j 0.00148843+0.00022451j 0.0191935-0.00194421j -0.00577086+0.00547826j -0.0142544+0.00404949j -0.00643893-0.00901741j -0.00184704-0.00690477j -0.00478057+0.00413794j 0.00655859+0.00174231j -0.0114613+0.00775589j 0.0044108-0.00554308j 0.00856913+0.00408124j 
0.085017+0.0133755j -0.0704135-0.0636097j 0.0186309+0.05648j 0.0387383+0.0161339j 0.00735855+0.0656557j 0.0175309-0.140955j -0.0379594+0.197616j 0.0224655+0.103652j -0.0698136-0.124182j 0.0965159+0.0821031j 0.110082+0.247611j 0.196219-0.105916j -0.0539025-0.0755829j 0.120821+0.18423j -0.142618+0.0629271j -0.000723739-0.0669316j -0.0576918-1.61954e-14j 0.106916-0.0652884j -0.191197-0.138989j 0.0243412-0.0955332j -0.0195388-0.0374985j 0.133114-0.0739047j -0.0718362-0.0411663j 0.132503+0.0247154j 0.0154836+0.0445296j -0.0237657+0.0326406j 0.00909536-0.110207j -0.0159193+0.100808j -0.00210415-0.0290398j -0.0494327-0.00776944j 0.0312531+0.0206963j -0.000103456-0.00689399j -0.00797264-0.00444738j -0.00189065+0.00903958j 0.00774648+0.0172866j -0.0104119+0.0287565j 0.00248308-0.0255889j -0.00364202-0.0187382j 0.0181069+0.0295612j -0.0515062-0.00973042j -0.00869165-0.0216277j 0.0170405-0.0139123j 0.00658602+0.0220208j 0.0174216+0.0267192j -0.0119749-0.00182261j 0.0188497+0.0166864j 0.00738554-0.0173761j 0.0198758+0.0101369j 0.00520231-0.00685858j -0.004468-0.0253368j 0.0087444+0.0386208j -0.00875613+0.0191806j 0.00052083-0.00105847j -0.00357616+0.0126413j -0.00365202-0.0170453j 0.00194149-0.0130686j 0.00423684-0.00942631j 0.00574813-0.00311239j -0.0116797+0.0102338j 0.0027465+0.0102531j -0.0142092+0.00141444j 0.00284982-0.00313356j 0.00769268-0.00716715j 0.00548471+0.000406434j -0.0115991-0.00281628j 0.0108629+0.00923185j -0.0128605+0.00523863j 0.0132284-0.0116538j 0.00354789+0.0235958j 
-0.0143661+0.011029j 0.0377439+0.00390643j 0.00216658-0.0741575j 0.0967532+0.012004j -0.133548-0.184813j -0.0238029-0.092345j 0.0435161+0.106144j -0.201931-0.0559832j 0.0689628-0.0684212j -0.024565+0.0778601j 0.073309+0.109383j 0.184632+0.0521744j -0.157554+0.0232161j -0.0160103-0.0100375j 0.0567381-0.212967j 0.0477363+0.0779648j 0.106916+0.0652884j 0.0687889-1.41206e-15j -0.0541685+0.153514j -0.019994+0.191376j -0.0403158-0.0151392j 0.0398493+0.0310366j -0.0819375+0.0403038j 0.0291987-0.0158541j 0.0427043-0.0231506j -0.00496854+0.197325j -0.00668668-0.0526923j 0.016292-0.0538567j 0.0377268-0.0405119j 0.014094-0.0115889j -0.0233781+0.0237j -0.0298902+0.0457215j -0.00440282+0.0224329j -0.0361622-0.0492722j 0.0136955+0.01277j 0.0283447+0.0207436j 0.0100778+0.00185089j 0.00506775+0.0055836j -0.00351341-0.00281519j -0.0319247+0.0116315j -0.00614753-0.00534601j 0.0120587+0.0421831j -0.00870704+0.0172082j 0.0368576-0.00283412j -0.017935+0.0015079j -0.0336201-0.0505351j -0.024224+0.0301333j 0.0131726+0.0033073j 0.00867339-0.00531991j 0.00374829-0.0243173j -0.00486774+0.022061j 0.0186492-0.0107564j 0.0205715+0.00733234j -0.0065283+0.000865937j 0.00331688-0.0172923j -0.00565288+0.00109646j 0.0067099+0.00170483j -0.0115074-0.00803319j 0.00126755+0.00450996j -0.00206599-0.0121139j 0.00453058+0.00206694j 0.017431-5.82509e-05j 0.00583614-0.00601j 0.00375613+0.0101463j -0.00606731+0.01568j 0.0110033-0.0201006j 0.00321955+0.00783876j -0.0056383+0.011734j -0.00286293+0.00544577j 
-0.0531787-0.0314956j 0.0518958+0.0277141j -0.0833729+0.0922859j 0.00365255+0.06395j 0.0876328+0.0247446j 0.0130034-0.161592j 0.00164086+0.112896j -0.0743557-0.0261296j -0.0554341-0.0967489j 0.24531-0.0420813j -0.10923-0.196955j 0.0128606-0.0479109j -0.0137574+0.140584j 0.196746-0.171306j 0.0666462-0.0942944j 0.136142-0.0336602j -0.191197+0.138989j -0.0541685-0.153514j 0.202339+4.51514e-14j -0.0413969-0.106561j 0.146032-0.059126j -0.0484671-0.108136j -0.00903385+0.0434365j 0.0454401+0.0394088j 0.0470957+0.0191093j 0.0511222-0.0498514j -0.0141424+0.0302043j -0.0154221-0.0897892j -0.0011796+0.0305089j 0.0339386+0.0318617j 0.0118108+0.0124j 0.0125864-0.0587328j -0.00894627-0.00828199j 0.031151+0.00547642j -0.00697842+0.02277j -0.017965+0.0404383j 0.0113364-0.00878205j -0.0312697-0.00830805j -0.0487915+0.0119032j -0.0404227+0.00854139j 0.0244759+0.00876749j 0.0152957-0.00354044j -0.0145867-0.0162095j -0.00497241-0.0116804j 0.000481674+0.0183999j 0.00304005-0.00733084j 0.0119766+0.0207195j 0.00118366+0.0154754j 0.00591825-0.0293026j -0.0116334-0.000328319j -0.003196+0.0214812j -0.000876579+0.00544884j 0.0134109+0.000813136j 0.00437196-0.0176094j -0.0232555-0.00542156j -0.00352945+0.0080541j 0.00790766+0.00514392j -0.0043088+0.00946101j 0.00399499-0.00590633j -0.0028054+0.00908608j -0.00328622+0.0220532j -0.00593345-0.0030769j -0.00906673-0.00983236j -0.00905675+0.00770175j -0.00470258+0.00156617j 0.00176875+0.00158182j -0.00429994+0.00843031j 0.00504294+0.0177131j -0.000657967-0.00784055j 
0.00942916-0.0549587j 0.0510094+0.0128437j 0.0597343+0.217269j 0.184546+0.0570919j 0.100011-0.0218101j 0.0604839-0.0122516j -0.117129-0.0390641j -0.117716-0.263136j -0.0934022-0.0317232j -0.105158+0.237636j -0.151533+0.0262749j -0.0556949+0.171661j -0.123537-0.0281059j 0.243989+0.0140557j -0.0196183+0.159568j -0.0849597+0.0994715j 0.0243412+0.0955332j -0.019994-0.191376j -0.0413969+0.106561j 0.0660441-4.72376e-12j -0.0231876+0.0107907j 0.0980879-0.0261553j 0.0129888+0.0328195j -0.0607289+0.0706825j 0.114264+0.0183781j 0.0207255-0.0722302j -0.0267264-0.0280405j -0.00758052+0.0112195j -0.0862825+0.0511414j 0.0215682+0.00682657j -0.0665401+0.00892673j -0.023761-0.0840455j -0.0715489-0.0194473j 0.0361048-0.00277766j -0.00625282+0.00143854j -0.0234933+0.00726187j 0.027115+0.0325596j 0.00436693-0.00156693j 0.022059-0.0397761j 0.00606831-0.0491988j 0.0140631+0.0116846j -0.00224445+0.00695244j 0.019931+0.00136913j -0.00557737-0.0215321j -8.58624e-05+0.0171785j -0.0217833-0.000980779j 0.0190069-0.00370245j -0.0135606-0.0238719j 0.0247493-0.00603834j -0.0113586-0.0150027j 0.00991387+0.00577869j 0.0150016+0.0105881j -0.00749839-0.00117974j -0.00371819-0.00934018j -0.0053197-0.0096594j -0.00820622-0.00136049j 0.0056385-0.00303338j 0.0059832+0.00787977j 0.00111456+0.00622354j -0.00719817-0.0179522j -0.00159183+0.0141893j 0.00726722+0.000273608j 0.00261147+0.0130792j -0.0135607+0.00713551j -0.00987042-0.0139644j 0.00821753+0.00220299j 0.0115573+0.00472008j -0.00882691+0.0147893j -0.00390773-0.0098683j 
0.103594-0.00798246j -0.087681-0.101375j 0.113009-0.0685168j -0.0554426-0.126901j 0.00977747+0.100686j -0.0689343+0.0115386j -0.1672+0.0701724j -0.133267-0.12341j -0.0908515+0.199185j -0.0849074+0.18625j 0.0420441-0.0702822j 0.071411-0.000561842j 0.0686506+0.232463j 0.169217-0.0365739j -0.0113244-0.0301465j -0.0995715+0.0349377j -0.0195388+0.0374985j -0.0403158+0.0151392j 0.146032+0.059126j -0.0231876-0.0107907j 0.00938432+2.47025e-14j -0.00958864+0.00995683j -0.081691-0.134207j 0.111985+0.0709479j -0.0452164+0.118579j -0.0528135-0.0627448j 0.0442449-0.0867785j -0.012664+0.123007j -0.0208107-0.0255237j -0.0640546-0.0141391j 0.0285099+0.0300364j -0.0145474+0.0214714j 0.0058025+0.0236566j 0.00540447+0.0286769j 0.035628+0.0085595j -0.0104877+0.00565306j 0.0298198+0.000437294j 0.00631157+0.038027j 0.0119094-0.039111j 0.0228145+0.00298704j -0.00173401+0.00656198j -0.000311299+0.0117188j 0.019906-0.0194747j -0.0141784-0.0138796j -0.0100777-0.0158956j -0.00166549+0.0036035j -0.0109536-0.00423724j 0.0140048+0.00207252j -0.00654007+0.0289988j -0.00114781-0.0013625j -0.00773879-0.00418861j 0.00335916-0.00735443j -0.00408183-0.000549025j -0.0101034+0.0084202j 0.0101212+0.000966431j -0.00172351+0.00813678j 0.00279056-0.00508988j 0.00121044-0.0070615j 0.0134908+0.0020122j -0.00717779+0.0163311j -0.00522109-0.00793412j -0.00388381-0.00120528j 0.0127363-0.0019327j -0.00162541-0.00375769j -0.00677799-0.00580418j -0.00100621+0.00970653j -0.00615251-0.00639997j 0.0137799-0.0120669j -0.000640272+0.0179897j 
-0.0469504-0.021364j -0.0258309+0.0453539j 0.102295+0.243386j 0.08579-0.121807j 0.262366-0.0352837j -0.0831628-0.154746j -0.0733603-0.0578126j -0.013715+0.0782007j -0.0511237-0.0164784j -0.157376-0.292623j 0.0356219+0.076842j -0.186605-0.00100329j -0.0369249-0.111534j -0.116953-0.047748j -0.012243-0.17539j 0.113236-0.0671132j 0.133114+0.0739047j 0.0398493-0.0310366j -0.0484671+0.108136j 0.0980879+0.0261553j -0.00958864-0.00995683j 0.0573251+3.52496e-15j 0.0477636+0.080516j 0.00201964+0.0176836j 0.0349196+0.0268851j 0.0891307-0.0228587j -0.0620296-0.00557592j 0.0296978-0.0246771j -0.00124332+0.0884941j -0.0109027+0.00632663j 0.000397199-0.00172113j -0.0519704-0.0954503j -0.0364946+0.0308346j 0.0504175+0.00201075j 0.0179137+0.0181275j -0.0142206+0.0101174j 0.0330076-0.00693032j 0.0157056+0.0439821j 0.0356271+0.0432924j 0.0293211+0.004094j 0.0131169+0.0185243j 0.0242789+0.00351461j 0.0103204+0.0153005j -0.0166005+0.0102083j -0.00314075+0.021417j -0.00326476+0.0039366j -0.0133384+0.0203962j 0.00948955+0.00730723j 0.0148154+0.00557868j -0.00208278+0.00265171j -0.00613216+0.00977936j -0.0075634-0.0165292j -0.009625-0.00261806j -0.0115181-0.00444166j -0.00376014-0.0169843j -0.00454123-0.0094564j 0.00694687-0.00283122j -0.00462812+0.0114294j -0.00423073-0.0002081j 0.0052852-0.0129445j 0.00746571+0.00639011j 0.00105876+0.00255172j -0.00550932+0.00745631j 0.00302088+0.0204522j -0.00158438-0.00427252j 0.00047678-0.0041861j 0.0132315+0.00958153j -0.00262431+0.0132086j -0.015718-0.0167361j 
0.0769514+0.0652761j 0.142782-0.125779j 0.113658-0.127471j -0.161037-0.275905j 0.106248+0.146041j 0.139699+0.157039j -0.16339-0.164866j 0.0398276-0.0837319j 0.0700539-0.00290761j 0.200286-0.0270624j 0.0259074+0.121048j -0.0338025-0.255187j -0.0503076+0.210476j 0.126645+0.0300309j -0.118035-0.0827106j 0.0421367+0.0794316j -0.0718362+0.0411663j -0.0819375-0.0403038j -0.00903385-0.0434365j 0.0129888-0.0328195j -0.081691+0.134207j 0.0477636-0.080516j 0.0283782+5.16254e-15j 0.00421963-0.0228464j 0.10723+0.0352374j 0.0144901+0.0156331j 0.00305518-0.0430898j -0.0402662-0.0931452j -0.005364+0.00127488j -0.0208206-0.0506623j -0.0529621+0.0839706j -0.0534615+0.0382948j 0.0524588+0.108885j 0.0245195+0.0349869j -0.0503349-0.0144842j -0.0172763-0.0427759j 0.0182609+0.0537303j -0.0113335+0.0305301j 0.0115764+0.014144j 9.23435e-05+0.0179585j -0.00255956-0.00245366j 0.0122396-0.0251548j -0.0260531+0.00239754j -0.0091137+0.0038806j -0.0201208-0.02357j 0.0159694-0.00770591j -0.00568208+0.0115656j 0.00159389+0.00913332j 0.0096756+0.00852646j 0.00853247-0.00104821j -0.00449685+0.000675416j 0.00962266-0.00756499j -0.00299949-0.00334377j 0.0093244-0.00346553j -0.0139851-0.00114998j 0.00167889+0.00336066j -0.00093233+0.0073261j -0.00296843-0.00466188j -0.00183862-0.0069796j -0.00742458-0.0132299j -0.00325104+0.00706437j 0.00711903-0.00789339j -0.00360158-0.00836614j -0.00733722+0.0166348j -0.000894377+0.006458j 0.00214983-0.0094473j -0.00656432+0.00542081j 0.00642041+0.0232484j -0.00298535+4.40236e-05j 
-0.222232+0.0833147j 0.00538485+0.188884j -0.00416551-0.0393177j -0.149485-0.0788039j -0.109537+0.0458481j 0.034617-0.194248j -0.125509-0.0905799j 0.0380467+0.0353991j 0.0895763+0.00723715j 0.0307102+0.116016j -0.0991571+0.0082747j 0.117412+0.0562535j 0.00648085+0.0238802j -0.00936806-0.0224235j 0.0672193-0.0958269j -0.0511057+0.0751679j 0.132503-0.0247154j 0.0291987+0.0158541j 0.0454401-0.0394088j -0.0607289-0.0706825j 0.111985-0.0709479j 0.00201964-0.0176836j 0.00421963+0.0228464j -0.0319212+2.27138e-13j -0.100359-0.0451724j 0.100705+0.06166j -0.0325408+0.0225382j 0.0159275-0.0649547j 0.0883693+0.0483052j 0.0880415-0.0167073j 0.0426133-0.0992669j 0.0021868+0.010872j 0.0609842+0.0167951j -0.0545266+0.0178253j -0.00807978+0.0606761j -0.0445163-0.016851j 0.00493533-0.00852325j -0.0084603-0.00797038j 0.00192435+0.00178336j 0.00512772-0.00290998j -0.00488297+0.00494003j -0.0274913-0.00742289j -0.00666536+0.0434305j -0.0172494-0.0151081j -0.0154347+0.0101912j -0.0077559+0.00503496j 0.0209443-0.00644375j -7.99878e-05+0.00214925j -0.00699943+0.00345521j 0.00169849+0.00782369j -0.00356818-0.00117892j -0.00522938+0.00267184j 0.000785731-0.00257509j -0.00722244-0.00625752j -0.00391011-0.00339409j 0.00738252+0.0149496j 0.00359971-0.00445009j -0.00411872+0.00823057j -0.00169754-0.00133891j 0.00533976-0.00229783j 0.00410088+0.00424657j -0.00499024+0.00506798j -0.00904237+0.00124769j 0.0111159-0.00425517j 0.00811635+0.00885272j -0.00423564-0.00660236j -0.00071246+0.00663335j 0.00248186-0.00740401j -0.00248947-0.0120001j 
0.0545651+0.237876j 0.154172-0.109716j -0.143649+0.0712281j 0.19065+0.0399856j 0.0414535-0.108826j -0.0514393-0.121006j 0.0266002+0.00399429j -0.321179+0.200487j 0.034997-0.108948j 0.010094-0.0076745j 0.104255+0.0989981j 0.0877748+0.0838573j 0.0396016+0.101581j 0.100839-0.150666j 0.0174743+0.11504j 0.0119777-0.0543241j 0.0154836-0.0445296j 0.0427043+0.0231506j 0.0470957-0.0191093j 0.114264-0.0183781j -0.0452164-0.118579j 0.0349196-0.0268851j 0.10723-0.0352374j -0.100359+0.0451724j -0.0459235+2.58751e-14j -0.0834501-0.110445j 0.121793+0.0550696j -0.0629774+0.100012j 0.00753951-0.0643739j 0.000213523-0.166188j -0.104203-0.0123607j 0.0840647-0.051632j -0.0972822-0.026531j 0.0187855-0.0565266j -0.00218675+0.0135102j 0.0028913-0.0245101j 0.0292419-0.0461975j 0.016396-0.000213417j 0.000962672+0.0202748j 0.000170259-0.00761434j -0.0162217-0.00355234j 0.0106177-0.0275068j -0.0196744+0.012542j 0.0140336+0.00236285j -0.0138038+0.00454059j -0.00911976+0.013821j 0.0123135-0.00316603j -0.010248-0.000870798j 0.0125701+0.00752286j -0.00196104+0.00351085j 0.000262215-0.00570431j 0.00909367+0.00181138j 0.000526305+0.00325624j -0.0087098-0.00915873j -0.000164244+0.0126014j -0.00882127-0.0109565j 0.00309395-0.0047842j 0.00113826+0.0123418j -0.00230143-0.00481095j -0.00209033+0.0100253j -0.00396919-0.00364955j -0.0162364+0.00870929j -0.00134309+0.0194894j -0.0123163-0.0122425j -0.0111193-0.0155414j 0.00293343+0.0115767j 0.0074891-0.00283279j -0.0107973-0.0146556j 9.48616e-05-0.0151037j 
