-0.105899-1.73472e-17j 0.0702231-0.00977762j 0.074414+0.104624j -0.0072063+0.0490179j 0.0104582-0.0426858j 0.0172776-0.0227782j 0.00173276-0.0487933j 0.0350932+0.0266511j 0.0322562+0.011302j -0.0120086-0.0377487j -0.0375902-0.0484674j -0.00660327+0.0325807j 0.0251499-0.00978581j 0.0247433-0.0186178j 5.88079e-05+0.00300607j -0.0212071-0.0416919j 0.0238068+0.0322002j -0.0511373-0.0290905j 0.0124156+0.0157875j 0.00516589+0.0210056j -0.0299017+0.016639j -0.0155491-0.0163345j 0.0330233+0.0234896j -0.0223368-0.00356061j 0.0562634+0.0250918j -0.0375556+0.00378947j -0.0114402+0.0161964j -0.000192031-0.00436444j -0.0317282-0.0142062j -0.0188463+0.008685j -0.0269862+0.0229852j 0.0258368+0.0296854j -0.0104779-0.0234713j 0.0138284+0.0235952j -0.0454269-0.00426742j 0.0260389+0.00688078j 0.00507552+0.000190281j 0.0277501-0.0184294j 0.0118483+0.0139836j -0.0163643-0.0399924j 0.00604129-0.0432622j -0.00501093-0.0232169j -0.00445935+0.0182094j 0.0379486-0.0265506j -0.0427866+0.0177073j 0.0263253-0.00725754j 0.0352177-0.00898172j 0.0102546-0.00446086j -0.0190103-0.0400228j -0.0367669-0.0239143j 0.00767251+0.0314973j 0.0738037-0.0495558j -0.00329064+0.0371525j -0.0170324+0.00104072j -0.0218695+0.0297007j -0.0950204+0.0347714j -0.0388645+0.120447j 0.0128631-0.0624791j -0.0111196+0.0394239j 0.0283622-0.0526972j 0.0189039-0.0518382j -0.0132476+0.0345583j 0.0309235-0.119968j -0.0228457-0.291696j -0.272949-0.176735j -0.360368-0.0316333j -0.00996354-0.100054j 0.270348-0.00954874j -0.0444073-0.0298692j 0.10462-0.0269406j 
-0.00660327-0.0325807j -0.0128166-0.0308459j 0.0309479+0.0291604j -0.0406203-0.0307114j -0.0263838+0.0544597j -0.0160859-0.0508989j 0.0186382+0.0152655j 0.0117216-0.047144j -0.0582767-0.00354564j -0.0435873+0.0257864j 0.00164877+0.0641024j 0.0356305-1.04083e-15j -0.0178271-0.0119621j 0.0691404-0.0101495j 0.0346579+0.00802657j 0.00415246-0.0373924j 0.0302745+0.137177j -0.0317252-0.103109j -0.00673623-0.0857751j 0.0206601+0.0783352j -0.0448439-0.0870602j 0.0192678+0.0329033j -0.00897207-0.00921418j -0.0584432-0.06633j 0.143392-0.0365223j -0.064288-0.0575435j 0.0709186+0.145355j -0.0992453+0.156201j 0.0560823-0.0286592j -0.094122+0.0124702j 0.0709295-0.0327471j 0.0253682+0.135349j 0.0419979+0.0941903j 0.0503902-0.0673047j -0.051961+0.126705j 0.0517044-0.00432366j -0.0407617-0.0266799j 0.0127279-0.0415748j -0.0456333+0.0970713j -0.0919074-0.0439877j 0.0104078-0.0035645j -0.0332079+0.000208097j -0.0127034-0.0821149j -0.0811237-0.0480658j 0.00818421-0.134463j -0.0624525+0.0328694j 0.0115974-0.082335j 0.0369565-0.0471558j -0.0212921+0.00283985j 0.12381-0.0130175j 0.0554037-0.0423415j 0.111568-0.100222j -0.13053-0.0547805j -0.154469-0.00848125j -0.0209523-0.00785598j -0.0898524-0.0039409j -0.081361-0.0166852j -0.0236048-0.0957716j -0.0905938+0.0338999j -0.0558676-0.014943j 0.0945884+0.00762181j 0.0140333-0.111271j 0.151981-0.0596686j -0.0823234+0.193419j -0.0230183-0.2066j -0.0604068+0.111959j 0.0384526+0.0910418j 0.0949297-0.016385j -0.129077+0.030499j 0.0322398-0.138317j 
0.0251499+0.00978581j 0.034296-0.0568854j -0.0142418+0.0256273j 0.0668273+0.0622983j 0.00056401+0.0316095j 0.00143936+0.0463281j -0.00363481-0.0826255j -0.0507246+0.065212j -0.0171772-0.0443043j 0.102175-0.083355j -0.0134635-0.034246j -0.0178271+0.0119621j -0.0915486-6.17562e-16j -0.0452331+0.0171851j 0.0128284-0.0588536j -0.112273-0.0756956j -0.031522-0.0996699j 0.113907+0.0130045j -0.0942228+0.0562524j 0.114024-0.0504749j -0.0682745-0.00270091j -0.0299211-0.0423401j -0.0262347-0.133875j 0.0903305-0.017179j -0.0611438-0.0619001j -0.070639-0.0280869j -0.0470822-0.0668053j 0.00362144+0.0375526j 0.0349295+0.00362169j 0.0999294-0.060867j 0.0567249+0.131661j -0.0065157+0.10881j 0.00141415-0.0561624j -0.0472105-0.0762966j 0.0697202+0.190146j -0.171019+0.114566j 0.0308489+0.0416169j -0.0340371-0.0257134j 0.0399094-0.126508j -0.000400009-0.000694585j 0.104515+0.0705062j -0.0187412+0.0392277j -0.0203498-0.0151542j 0.0611807+0.0101386j 0.0741881-0.187899j 0.0195814+0.0544912j 0.0222037-0.0674316j 0.0154689-0.027429j -0.0407383+0.139045j -0.00476336+0.0399849j 0.0915766-0.0282817j -0.0571406-0.0235183j -0.140329+0.0245369j 0.0521969-0.0139183j 0.21719-0.0234213j -0.0334632-0.0592564j -0.0945649-0.0231049j 0.0586507+0.0301026j 0.099024-0.0412158j -0.122531-0.0296093j -0.0362429-0.0512075j 0.143915-0.129741j -0.133944-0.0337941j 0.134776+0.0619842j 0.0538506+0.036435j 0.0788292-0.00672472j -0.0145325+0.173355j -0.355683-0.0277687j 0.0296639-0.0811282j 0.108469-0.0131596j 
0.0247433+0.0186178j -0.0317038-0.0260579j 0.0221926-0.0200368j -0.00217624+0.0699623j -0.0846335+0.062718j -0.0146764-0.0226833j -0.0538782+0.00514231j 0.076054+0.0333809j -0.00145247+0.0470764j -0.00868509+0.0695656j -0.0533115+0.0653832j 0.0691404+0.0101495j -0.0452331-0.0171851j 0.0149748-1.13538e-15j -0.00550943+0.0381168j 0.0613349-0.0563971j -0.101432-0.00799138j -0.00719707+0.0253794j 0.0554198+0.00504566j -0.0249439+0.0103212j 0.0716374-0.0686316j -0.0371902+0.0727013j -0.0456099+0.0747298j -0.128328+0.0154703j 0.0104624-0.0725896j -0.122393+0.0173962j 0.0240427+0.0980989j -0.025744+0.0271706j -0.0224602-0.109285j -0.139528+0.0303829j 0.00327435+0.0610519j 0.0593606+0.154921j -0.0703722+0.0690646j -0.0359155-0.0264057j 0.0352009-0.0978591j -0.0250922-0.0335864j -0.00201045+0.000958467j -0.0974093+0.119923j -0.0339528-0.0045114j 0.00578993-0.133795j -0.0414919-0.0623876j -0.0156021+0.0042504j 0.0467452-0.0497029j -0.038686+0.0052718j 0.0659199+0.196792j -0.0371613+0.0597905j 0.174173-0.0388255j -0.0264823+0.0728721j 0.0843255+0.0710942j -0.152771-0.0291052j -0.0108287-0.155188j 0.0803437+0.0750889j 0.131835+0.00760242j 0.0645928+0.117709j 0.0240112-0.0469265j -0.0544953+0.0213904j 0.0402092+0.0169409j -0.112435+0.0126687j -0.0385549-0.0202992j 0.118054-0.0456439j -0.00485989+0.126409j 0.0401894+0.0331284j -0.0446387-0.0694902j 0.0570772+0.134257j -0.0143026+0.167414j -0.0658174-0.0263824j 0.126013-0.090675j 0.165189+0.0269751j -0.0664928+0.0131696j -0.0421489-0.017438j 
5.88079e-05-0.00300607j -0.0582046+0.0101261j 0.0100552+0.00335907j -0.111364+0.0101327j -0.0515394+0.0630802j 0.00109162+0.0198942j 0.0157249+0.0169185j 0.0496132-0.0524019j -0.0146984-0.0767978j 0.0282905-0.0146699j -0.0265781-0.0652919j 0.0346579-0.00802657j 0.0128284+0.0588536j -0.00550943-0.0381168j -0.057286+1.20737e-15j 0.0313187+0.14224j -0.00156816-0.00740362j 0.0254444-0.0332905j -0.0500035-0.0267536j -0.0174796+0.0525063j 0.0110133+0.0376504j -0.0752547-0.0133862j 0.0534206+0.108619j -0.0669877+0.0282776j 0.124385-0.055924j 0.0250809+0.0368916j -0.0483278+0.0357209j -0.0182229+0.095496j 0.0915479+0.0309324j 0.0481916-0.026508j -0.0398062-0.0283666j -0.153184+0.0292653j -0.0913888+0.121496j -0.0274429-0.0465222j -0.0713442+0.0475393j 0.0448215+0.0958691j -0.0102185+0.0275636j -0.00486551+0.0451862j 0.0326094-0.0915665j -0.0248109-0.0699808j -0.108429+0.032458j 0.027466+0.0643853j -0.0599712-0.0184737j -0.043337+0.049871j -0.0420403+0.0119864j -0.018891-0.0204865j 0.0766154-0.0356435j -0.0192836-0.00404173j 0.0615531+0.0342312j -0.0872742-0.000311477j 0.0530685+0.0156055j -0.102519+0.0603605j 0.035949+0.0192225j 0.0521947-0.0696702j -0.237001-0.0516585j -0.0378801+0.0717867j -0.0448095+0.00942274j -0.121797+0.00280606j -0.137613+0.139151j -0.00749829-0.085996j -0.0316101+0.147592j 0.0326911-0.0252553j -0.0130679-0.0422684j -0.0585023-0.137845j 0.0925163-0.0129798j -0.0495164+0.043093j -0.0273966+0.0944174j 0.0475461+0.000857154j 0.00812684-0.0648043j -0.0382399-0.0318494j 
-0.0212071+0.0416919j -0.0418705+0.0248392j 0.0715981+0.00402375j -0.0956351+0.0269972j 0.038933-0.0938956j 0.0623317+0.00601059j -0.00255163+0.0442544j 0.134528-0.0177963j 0.0739654+0.0677269j -0.116874+0.0744108j -0.0726248-0.00956816j 0.00415246+0.0373924j -0.112273+0.0756956j 0.0613349+0.0563971j 0.0313187-0.14224j 0.11628-4.50646e-14j 0.026295-0.0155929j -0.000248917+0.0319888j 0.198106+0.0494748j -0.0216612+0.0392562j 0.0340437-0.00821693j 0.0290367-0.0395438j 0.0112956-0.0366681j 0.0056827-0.0472155j 0.00369668+0.0838358j -0.11088+0.0840443j 0.077486-0.0425167j -0.0174661+0.0175873j -0.0797068+0.127852j -0.050212+0.0868839j -0.0798332+0.0761953j -0.118651+0.044671j 0.00216128+0.063503j -0.0423311-0.0466008j -0.0658336+0.00664374j -0.140589+0.0588383j 0.0381975+0.0423271j 0.132829-0.0194215j 0.0671037-0.0352711j -0.0314112+0.0644692j -0.0664219-0.039789j 0.0289383+0.0920574j -0.00831207-0.0605827j 0.0177413-0.00475333j 0.0776668-0.0607049j -0.038233-0.0456522j -0.058518-0.118298j 0.00868149+0.014019j 0.0374118+0.150939j -0.0428097+0.0207466j 0.00985151-0.0449548j 0.132401-0.0441402j 0.0874216-0.00767438j 0.0866015-0.0396315j -0.133353+0.0533173j 0.0339934-0.0166144j 0.00956569-0.0572867j -0.175573-0.0141605j -0.168179+0.0648027j -0.00788399-0.039409j -0.0687198+0.013427j -0.0126243-0.0113786j -0.0530372+0.000866171j -0.068196-0.0284303j -0.02514+0.0226997j -0.264173-0.0394171j 0.0939817-0.0241648j 0.225974+0.0897497j 0.0163721+0.0726133j -0.128371-0.0340134j 
0.0238068-0.0322002j 0.0287008+0.0445249j 0.0205755-0.0434791j -0.000543775-0.0469473j -0.0223983+0.0432j -0.0351672-0.0775j -0.0443238+0.00870553j 0.0262956-0.0672776j -0.0385856+0.0139299j 0.0568545-0.0216309j -0.0122833+0.0230525j 0.0302745-0.137177j -0.031522+0.0996699j -0.101432+0.00799138j -0.00156816+0.00740362j 0.026295+0.0155929j -0.0197646-1.9984e-15j 0.0197806-0.0694373j -0.0047126+0.0555415j -0.0413511+0.00306808j 0.00107375+0.0247829j 0.0236232+0.059733j -0.0506497-0.00571574j -0.0423333-0.0964923j 0.0340054+0.0113898j 0.0250794-0.087652j -0.0193053+0.0376068j -0.0785489+0.104027j -0.054435+0.0842698j 0.0136475+0.00656217j 0.00949922+0.0419577j 0.0277376+0.00883833j 0.0396615-0.0845933j 0.0485532-0.0535048j 0.067947+0.0294245j 0.0391871+0.00903988j -0.0290234-0.0163618j 0.0188155+0.0755613j -0.14808-0.0651551j 0.00462691-0.00966198j 0.109539-0.0361818j 0.0316521-0.0279865j 0.0529522+0.00140825j -0.0808992+0.0276095j -0.0434751-0.0169666j -0.0494353-0.0597754j 0.0782824+0.0197738j 0.108471-0.00832167j 0.0190595+0.0254466j 0.00265113-0.0229753j 0.0104875+0.203215j -0.04944-0.00923717j -0.205816+0.15018j 0.138477-0.0669518j -0.0810615+0.041781j 0.110364-0.0527882j 0.00852919-0.102153j -0.0103755+0.060854j 0.0561813-0.126397j -0.0961063+0.069815j -0.0222566-0.0278366j -0.128097+0.00386112j -0.0679662-0.0227398j -0.0118319+0.0814403j -0.117309+0.0465784j -0.0992487-0.155983j -0.0960273+0.00546662j -0.0266512-0.0385821j -0.00746254+0.0222385j -0.0129715+0.0663908j 
-0.0511373+0.0290905j 0.0405898-0.0125456j -0.0357448-0.0280308j 0.0834409-0.0795383j -0.0298887+0.0505192j -0.0124351+0.104467j 0.00744288+0.0250127j -0.144366+0.0541598j -0.0442416+0.018002j 0.0490908-0.0600031j 0.0474634+0.0848746j -0.0317252+0.103109j 0.113907-0.0130045j -0.00719707-0.0253794j 0.0254444+0.0332905j -0.000248917-0.0319888j 0.0197806+0.0694373j 0.0958138+9.38138e-15j -0.0267419-0.0182727j 0.00820257+0.00887976j -0.0271096-0.102406j 0.0432168+0.00142301j 0.040035+0.00688637j 0.121609-0.0173453j -0.0554758-0.00614996j 0.105273+0.103098j -0.0488278+0.0593479j 0.00286895+0.0283668j 0.0194149-0.0956572j -0.0360289+0.156542j 0.0379212-0.0402649j 0.00188207-0.105885j 0.00604396+0.109388j -0.176848-0.142151j 0.0563606-0.124017j 0.0283976+0.122638j -0.0488435+0.017901j 0.00912844+0.132843j -0.0104769+0.0285478j -0.111028-0.0724762j 0.126386+0.0757548j 0.0809487-0.0517236j -0.0109051+0.0230296j 0.008843+0.0287947j 0.0493845-0.0216254j -0.0442278+0.0360778j 0.0534017+0.0643076j 0.0476983+0.0412861j -0.0546799-0.00689402j -0.0011638-0.0690486j 0.0248107+0.0138123j -0.103599-0.0148111j -0.0342393+0.0675409j 0.0592703-0.00254787j 0.162584-0.0840905j 0.0140783+0.154505j -0.126805+0.0167384j 0.114907-0.0412104j 0.202789-0.0846702j 0.0833449-0.0271951j -0.00992831+0.0687643j 0.0500698-0.0519753j -0.0569192+0.0113132j -0.0371173-0.0728054j 0.0351992-0.175053j 0.351953-0.0945676j -0.137298+0.126536j -0.48232+0.0476464j 0.166452-0.00722014j 0.111712+0.00709334j 
0.0124156-0.0157875j -0.0336183+0.00710307j -0.0158602+0.00881843j -0.0638512+0.0560542j -0.0360334-0.0790736j -0.00282544+0.021869j -0.00335954+0.0577832j 0.197538+0.00806741j 0.0580487+0.0318992j 0.0193126-0.0483759j 0.00348528+0.0356275j -0.00673623+0.0857751j -0.0942228-0.0562524j 0.0554198-0.00504566j -0.0500035+0.0267536j 0.198106-0.0494748j -0.0047126-0.0555415j -0.0267419+0.0182727j -0.0159474+1.8761e-15j 0.0194512-0.0296691j 0.0546559+0.0110122j -0.0984603-0.00368212j 0.0342542+0.00362477j -0.0945328-0.0310091j 0.0497087+0.0871197j -0.0886444+0.0235621j 0.0630885+0.0252476j -0.0340536+0.0160834j -0.0525872+0.0059623j 0.0365589-0.00519345j 0.0155322-0.051416j -0.00547191+0.0458504j -0.143301-0.0451183j -0.00815057+0.135044j 0.053838+0.034185j 0.00522097+0.0395571j 0.0763053+0.0269943j 0.00364217-0.0576937j 0.0208105-0.0860164j 0.12509-0.115003j -0.00622424+0.0161201j 0.0932108-0.0414955j -0.0499251-0.00596556j -0.044046+0.00911148j -0.0246026+0.00228183j -0.171804+0.00328692j 0.0607278-0.0393267j -0.056887-0.0608578j 0.0370303+0.0155271j -0.0714649-0.00169473j -0.0113323-0.00868212j 0.150325+0.084974j 0.0317538-0.133862j -0.0391427-0.0267738j -0.0959899+0.0946489j -0.0594807+0.0967396j -0.0119053+0.115797j -0.251669+0.167922j -0.0715484+0.0449893j 0.0303299-0.0326645j -0.0766484-0.0554372j -0.0109916+0.00767394j -0.187443-0.124514j -0.0772894-0.00173529j -0.218031+0.0274425j -0.260871-0.185489j 0.053916-0.053365j 0.307897-0.00582232j -0.133718+0.0650215j -0.0986818-0.0184916j 
0.00516589-0.0210056j 0.0186977+0.0312371j -0.0242855+0.0241306j 0.014939-0.0269222j 0.0555483+0.020218j -0.00297825-0.0351272j 0.0202488+0.00907352j -0.0871713-0.00120132j 0.0294739-0.0837411j -0.0224529+0.0539003j -0.039575+0.0332845j 0.0206601-0.0783352j 0.114024+0.0504749j -0.0249439-0.0103212j -0.0174796-0.0525063j -0.0216612-0.0392562j -0.0413511-0.00306808j 0.00820257-0.00887976j 0.0194512+0.0296691j 0.0238253-3.30291e-15j 0.0523695+0.0612479j 0.0520696+0.123378j 0.0464208+0.00563647j -0.0206098-0.0029757j -0.054068-0.00579487j -0.0324689-0.050983j 0.109185+0.164882j 0.00441357+0.0127467j -0.0874461-0.0192326j -0.0761217-0.0389047j -0.0761287+0.15291j 0.0395334+0.133818j 0.133192+0.0307518j 0.0513954+0.0501793j 0.0814572+0.0368872j -0.0288852-0.0818225j -0.0741626-0.0110382j 0.0138533+0.123401j -0.00178052-0.10075j 0.0820179-0.0264695j -0.0643185+0.00115787j -0.00879035+0.115097j 0.11119-0.0227488j 0.0505143+0.0297421j 0.0755575+0.0470589j -0.00884909+0.11386j 0.15665+0.0539276j 0.0687667-0.031102j 0.167426+0.004379j -0.0143558+0.0468819j 0.099062+0.0213998j -0.0604446+0.0330248j 0.104474+0.0163734j -0.0459913-0.0322939j 0.109824-0.0628452j 0.0519748-0.106336j 0.0259234+0.0165105j 0.0844422-0.034978j -0.0361935+0.110436j 0.0584194-0.0527875j 0.105192-0.237072j 0.00579557-0.109155j 0.0441634-0.00276598j 0.0724856-0.0450086j 0.0515036-0.0994461j 0.0839947+0.0409715j -0.0657392+0.011285j -0.0609443-0.0651956j 0.0177639+0.00579854j 0.0437624+0.0447325j 
-0.0299017-0.016639j 0.00201019-0.0203098j -0.0432982-0.00692544j 0.0401756+0.0108181j -0.000256034-0.0350449j 0.000328844+0.0237748j 0.00264134-0.0236046j -0.0103528-0.00491211j -0.0117865-0.0149524j -0.0103328-0.00690694j -0.0472883-0.051323j -0.0448439+0.0870602j -0.0682745+0.00270091j 0.0716374+0.0686316j 0.0110133-0.0376504j 0.0340437+0.00821693j 0.00107375-0.0247829j -0.0271096+0.102406j 0.0546559-0.0110122j 0.0523695-0.0612479j -0.0927449-9.22873e-16j -0.107555+0.00104542j 0.00176251+0.019036j 0.00215139+0.0433404j -0.00176134-0.000809564j -0.0634995+0.00731589j 0.0923474+0.0276928j -0.037326+0.0744679j 0.05251-0.0581244j -0.101505-0.0555557j 0.0823894+0.0365342j -0.249582-0.0445832j -0.0733261-0.0722044j 0.197912+0.0427043j -0.018403+0.104832j 0.090688+0.0771435j -0.136883+0.00205939j 0.0483644+0.000186055j 0.0179044-0.0991092j -0.0266436+0.0330337j -0.00583141-0.0306161j -0.067473+0.113767j -0.011941+0.0250986j 0.0292003+0.143958j -0.0826725-0.0468271j 0.0554786+0.00296378j -0.00288155-0.0297151j -0.0484947+0.0494661j -0.0106553-0.0810038j -0.116866+0.0535093j 0.0536062+0.0678959j 0.0586673+0.112446j -0.0486087+0.165225j 0.004756+0.00617795j 0.00975801+0.0221974j 0.000915976+0.0494821j 0.0611906+0.0732692j -0.0770482-0.00172587j 0.0429065+0.0351119j -0.0459423-0.0161577j -0.0559998+0.0252618j 0.113469-0.0681658j 0.035986+0.00992106j -0.00342527-0.0799106j -0.0158483+0.00953975j 0.0444381-0.050097j 0.0385396+0.0275976j -0.0361411+0.00980285j -0.00225881+0.0181848j 0.000322341+0.010323j 
-0.0155491+0.0163345j -0.0137155+0.00483181j -0.0178875-0.00507575j -0.0318279+0.030495j 0.0384348+0.029493j 0.0381064+0.0345743j 0.037753+0.00172016j -0.0583355-0.0294214j -0.043839-0.0260579j -0.00907237-0.120314j 0.0427696+0.179277j 0.0192678-0.0329033j -0.0299211+0.0423401j -0.0371902-0.0727013j -0.0752547+0.0133862j 0.0290367+0.0395438j 0.0236232-0.059733j 0.0432168-0.00142301j -0.0984603+0.00368212j 0.0520696-0.123378j -0.107555-0.00104542j -0.0939975-3.01148e-15j 0.0302478-0.00494153j 0.0823936+0.016315j 0.0527225+0.0338275j -0.0236585-0.00488556j 0.0607229-0.0681517j 0.0581235+0.0901393j -0.0059563+0.0423793j -0.0834081-0.143282j -0.0766716-0.00457039j -0.0592903-0.0396598j -0.0596597-0.0354302j 0.0105074+0.121654j -0.0822153-0.0914228j -0.0237813+0.0447641j -0.0023583+0.0390036j -0.0277164-0.0455845j 0.149758+0.118055j 0.0686284-0.0666681j -0.133509-0.0968952j 0.034064+0.0115977j -0.0670193+0.00430972j 0.0284768-0.0354043j 0.067088-0.0184183j 0.134026+0.122131j -0.0156094+0.0517119j 0.117795-0.0193321j -0.0245459-0.0906973j 0.0350756-0.0272122j 0.0236101-0.0763889j -0.149937-0.0466061j 0.0680397-0.064447j 0.0540554+0.0561544j 0.0135063-0.0978414j -0.011191-0.0983767j 0.0167186+0.0192723j -0.0136334-0.119646j -0.000908431-0.0300189j -0.0947814+0.208722j 0.0638326-0.0102805j 0.099601+0.00303097j 0.0861672-0.0295854j 0.0372598+0.0960225j 0.00958631+0.0822461j 0.0171252-0.0449251j -0.0223065+0.0732574j -0.151394+0.0441343j 0.0967849+0.0021485j -0.039825+0.00461678j 
0.0330233-0.0234896j 0.0242421+0.0337599j 0.0353247+0.0441825j -0.0129671-0.0352884j 0.00398756+0.0713681j -0.0342653+0.0251897j -0.0244921+0.0254797j 0.063483+0.0326282j 0.130656+0.00646594j 0.0384383+0.0547129j -0.0358364+0.00352128j -0.00897207+0.00921418j -0.0262347+0.133875j -0.0456099-0.0747298j 0.0534206-0.108619j 0.0112956+0.0366681j -0.0506497+0.00571574j 0.040035-0.00688637j 0.0342542-0.00362477j 0.0464208-0.00563647j 0.00176251-0.019036j 0.0302478+0.00494153j -0.188338-3.23352e-15j 0.048956+0.00673851j 0.00344351-0.014316j 0.0702041-0.0146334j -0.0927386-0.043293j 0.164856-0.0993795j -0.128078-0.010148j 0.0560069+0.0736811j -0.0400883+0.0451941j 0.00342411-0.0338933j 0.0834267-0.0182168j -0.0301776+0.141983j -0.0613926-0.0722723j 0.005112-0.0389248j 0.000106385+0.113742j -0.0147506-0.0618227j 0.0154341-0.00558327j 0.0794241-0.0522866j -0.0796594-0.0744285j -0.0591571-0.116341j 0.00265614+0.0362322j 0.0496815-0.023185j -0.0320859-0.0610946j 0.0448084+0.0643691j 0.0006836-0.00358502j 0.108552-0.0305396j 0.0748241-0.126367j 0.0424114-0.0519634j -0.0255218-0.00789849j 0.0611199-0.0135364j -0.106152+0.0256948j -0.0534142-0.0496079j 0.0487502+0.00719193j -0.0682226+0.121755j 0.0572961+0.0368469j -0.0405273-0.0263263j 0.0426504-0.00508615j -0.000596799-0.0674812j 0.0534429-0.0270618j -0.0195626+0.0582692j 0.0464767-0.0320073j 0.0712849-0.00389506j 0.0518759-0.0454498j -0.0560783+0.0940909j -0.00140039+0.0780618j -0.0458913+0.0472883j -0.0480614+0.0297674j 0.0195795+0.0307455j 
-0.0223368+0.00356061j 0.0552207+0.00717341j -0.0426337-0.0420768j 0.104708-0.0116767j 0.0853434+0.0116645j 0.0226361-0.0126746j -0.0848484+0.0566843j -0.118782+0.00179218j -0.0834002-0.0687953j 0.0323755-0.0820695j 0.0565697-0.102204j -0.0584432+0.06633j 0.0903305+0.017179j -0.128328-0.0154703j -0.0669877-0.0282776j 0.0056827+0.0472155j -0.0423333+0.0964923j 0.121609+0.0173453j -0.0945328+0.0310091j -0.0206098+0.0029757j 0.00215139-0.0433404j 0.0823936-0.016315j 0.048956-0.00673851j 0.141022+1.33272e-14j -0.205211+0.0109501j 0.0384689-0.0519178j -0.00964403-0.0253005j -0.0339372+0.015179j -0.0431694+0.00959407j 0.0929842-0.0274124j -0.108736+0.0522792j -0.0454345-0.0575541j -0.176114+0.0594024j -0.0365698-0.0309284j -0.0549689-0.0277902j -0.00627869+0.0153844j 0.0308427-0.0365244j -0.0124992+0.126975j -0.0525864-0.0116226j -0.0426384+0.131106j 0.0865235+0.0339287j -0.0705901+0.0694943j -0.0432125+0.0154442j 0.00339289-0.0554454j 0.0137906+0.0522544j -0.0189414+0.0843992j -0.0194246-0.0770826j -0.0887441+0.0474152j -0.0554622-0.0938972j 0.00719507-0.098608j 0.0376259+0.0630459j -0.187359+0.0215934j 0.0452006-0.0796368j -0.0247472+0.157742j 0.17025-0.189059j 0.0937262-0.072101j -0.17534+0.0727978j 0.270968-0.0121565j 0.157881+0.0956505j -0.0406407+0.0608252j -0.144318+0.0747415j 0.0639015-0.0690129j 0.0714748+0.0167885j 0.231021+0.0578298j 0.0123111-0.028291j 0.222429-0.0323397j -0.101189+0.0791912j -0.385757-0.0219132j 0.152507-0.0128585j 0.150971+0.0402191j 
0.0562634-0.0250918j -0.0467229-0.0159682j 0.0159915-0.0633947j -0.0808355+0.0447023j -0.0480024-0.0674446j -0.0314249-0.0424804j -0.00208185-0.00483536j 0.03175+0.0588428j 0.0215604+0.0335282j -0.0405064-0.0286615j -0.0444152-0.0541021j 0.143392+0.0365223j -0.0611438+0.0619001j 0.0104624+0.0725896j 0.124385+0.055924j 0.00369668-0.0838358j 0.0340054-0.0113898j -0.0554758+0.00614996j 0.0497087-0.0871197j -0.054068+0.00579487j -0.00176134+0.000809564j 0.0527225-0.0338275j 0.00344351+0.014316j -0.205211-0.0109501j -0.0191998+6.14439e-15j -0.108856-0.00676381j 0.00233674-0.00652033j 0.0522557+0.0847169j 0.110377+0.0553474j 0.0201846+0.13293j 0.0292266+0.0707617j 0.0770595-0.084972j 0.00981187+0.0585027j 0.0831362-0.0505594j -0.0850056+0.0949225j 0.0584437-0.0980306j -0.0529598+0.0641238j -0.0454198+0.0685655j 0.0888206-0.130049j 0.127376+0.0268061j -0.150205-0.0793835j -0.120834+0.131172j -0.0602163+0.0453482j -0.0996543+0.0451481j -0.0152976+0.0143307j -0.0301831+0.00527554j -0.0173104+0.0627884j -0.036994-0.0852187j -0.0177371-0.088371j -0.115299+0.0208673j -0.0674213-0.0144703j 0.0703084-0.0413023j 0.0833144-0.0721354j 0.0135548+0.0338891j -0.120323-0.00589882j -0.0503005+0.11879j 0.209357+0.0558974j -0.181962+0.0596783j -0.163523-0.0476023j 0.0733557+0.059154j 0.00980782-0.0430043j 0.0123823-0.0310016j 0.0864189+0.0236928j -0.0621878+0.0633778j -0.0851028+0.0787812j -0.28963+0.0650603j 0.0739602+0.0188274j 0.349452-0.0784625j -0.132712+0.0346749j -0.135842+0.00791086j 
