0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
-0.00330523+0.00506867j -0.00023185+0.00125776j -0.0050245+0.00105828j 0.0027768-0.00210944j 0.00497001+0.00377421j -0.00730299+0.0144594j 0.000105992+0.0105012j 0.00136824+0.000337451j 0.00679191+0.00143993j 0.00143209-0.00694774j 0.00511906+0.00194321j 0.00159065+0.00820403j 0.00175462-0.00774145j 0.00445181+0.0156799j 0.00828514-0.00266323j 0.00132683+0.0077626j -0.00520054+0.000548634j 0.000344757+0.00361672j 0.00343281-0.00743505j -0.00291403+0.000668178j -0.00865368+0.000591311j -0.0023622-0.00787929j -0.00841656+0.0107867j -0.00443984+0.00254522j -0.000688182+0.00745582j 0.00241931+0.00774028j 0.00641323-0.00799858j 0.00347975-0.0109442j -0.00371171+0.00800235j 0.00304027+0.00396486j -0.00192871+0.000736363j -0.0011725+0.00376042j 0.00451874+0.00233233j -0.00631589+0.00244112j -0.00980675+0.0044578j -0.00785939+0.00609433j 0.00244793-0.00226528j -5.36686e-05-0.000777688j 0.00303199+0.00199875j 0.0104931-0.00442852j 0.0106908+0.00354115j 0.000942045-0.00493635j -0.00169489-0.00532362j 0.00104866-0.000438571j -0.0099417+0.000490114j -0.00116359-0.00341582j 0.000591987-0.00238427j 6.47874e-05+0.00095965j -0.00308629+0.0028823j 0.00337364-0.00367366j -0.00215981-0.00401541j 0.00674614-0.0066767j -0.000320593-0.00429382j -0.00243239+0.00018474j 0.000248277-0.000100501j 0.00567489-0.00755047j 0.00612248-0.00330883j 0.000555082+0.00475989j -0.00480172+0.00129216j -0.00311646+0.00273518j -0.00431096-0.00243281j 0.00526571-0.00365025j 0.000801883+0.00231936j -0.00376352+0.00502172j -0.00503727+0.000171473j -0.00467222+0.00207607j 0.00165643+0.000958104j -0.000525359-0.00419792j -0.000927154-0.00310421j -0.00129823+0.000111478j 0.00102959+0.00393193j -0.00383331+0.00188405j 0.0001547-0.00250299j -0.0036631-0.00505345j -0.00378076+0.00202442j 0.000704796-0.000936471j 0.00382622+0.00225261j 
0.0019365-0.00279764j -0.00376881+0.00380692j -0.00250593+0.000455473j 0.00423232-0.00722484j 0.000739222+0.00211424j -0.00357965-0.00132957j -0.00219685+0.0138907j 0.00821786+0.000639396j -0.0100856-0.00771862j 0.00301567+0.00958381j -0.00440363-0.000826923j -0.00627101-0.00293359j -0.000396818+0.0061636j 0.00506234-0.00984043j -0.00093097-0.00807314j 0.00529264-0.000927762j -0.00028732+0.010562j -0.00299099-0.00112105j 0.000160263-0.00642433j 0.0051366-0.00561045j -0.00660991+0.0042222j -0.001863-0.0054065j -0.00373704+0.00430861j -0.00638267+0.00787414j 0.0109818-0.00636981j 0.000971113-0.0178035j 0.0045736+0.00945312j -0.00059314+0.00650646j 0.0022743-0.000822444j 0.00554178+0.000843251j -0.00879428+0.00435446j 0.00831736-0.00499812j 0.000764592-0.0110935j -0.00969819+0.00205865j 0.00564769+0.00568156j 0.00267968-0.00369206j -0.00727079+0.00292689j 0.00773621+0.00172034j 0.00818835-0.00822863j 0.00395768+0.00119387j 0.00169605-0.00727963j -0.00778954+0.000510808j -0.00356785+0.00175201j 0.00342648+3.52557e-06j -0.00144588+0.000637233j 0.000394233+0.00545674j 0.00151607-0.00218387j 0.000899372+0.00194238j -0.0047118+0.000994759j -0.00143293-0.00194754j -0.000656967-0.00172523j 0.000191785+0.00739568j 0.000648625-0.000420901j 0.00150452+0.000659075j 0.000925714-0.00415329j -0.00346637-0.00175972j 0.00232347-0.00302676j -0.00146482-0.0055087j -0.00217181-0.000909824j -0.00223284-0.00483484j 8.22801e-05-0.00160679j 0.00429938-0.00122484j 0.00051727+0.00187496j -0.00148984-0.00121959j -0.003362+0.00180369j -0.000626817-0.000352012j -0.00831942+0.00136621j -0.00126369+0.00989412j -0.00559005+0.00164402j 0.00386159-0.000141289j 0.00305979-0.00575074j -0.000905455+0.000505844j -0.00152775+0.000965015j -0.00543527+0.00356674j 7.44797e-05+0.00128721j 0.007792-0.000885746j 0.00146769+0.00248145j 
-0.00319549+0.000506938j 0.00727347+0.00256789j -0.00746177+0.00369299j 0.00599273-0.00619566j -0.00693413+0.00199528j -4.3477e-05-0.00204136j -0.00270722-0.0101311j -0.00145885+0.00485592j 0.0116426+0.0117959j 0.0199749+0.00838923j 0.00382011-0.0131026j -0.00318971+0.00970177j -0.0018051-0.00705199j 0.00314117-0.000472081j 0.0116279+0.00716095j -0.00152035-0.00856165j 0.00916392-0.00496351j -0.00268454-0.000515478j -0.000965703+0.0134717j -0.00303512+0.00779188j -0.00757659+0.00219865j -0.00170886+0.00263775j 0.00234256+0.00965429j -0.00131831-0.00443554j 0.0102713-0.00595577j 3.3046e-05+0.00984753j 0.00142279-0.0102435j -0.000506952+0.00157883j -0.0041799+0.00480192j -0.00173127+0.00389177j -0.0045645-0.00699267j -0.00050793+0.00920724j -5.24415e-05+0.00360948j -0.00289671-0.00297723j 0.00613536-0.000984737j 0.00158212-0.0013934j -0.00110142+0.00231443j -0.000660974+0.000688707j 0.00523978+0.00622552j -0.00186193+0.00327008j -0.00285926+0.00310525j -0.00162832-0.00338434j -0.00245681+0.000578121j 0.00172413-0.00181887j 0.00514494+0.00143311j 0.00441818-0.00211203j -0.00136669-0.00208623j -0.000821886-0.00232728j -0.00175383+0.00215279j 0.00451195+0.00463943j 0.000364598+0.000516301j 0.00114647-0.00121631j 0.000601034+0.00268501j 0.00154774-0.00131272j 0.000465032+0.000788787j 0.000289363+0.00463773j -0.00243881+0.0034284j -0.000766143-0.00213297j 0.00225407+0.00346119j -0.000132279-0.00368466j -0.00103905-0.000700404j 0.00425025+0.00107223j 0.00152657-0.00366507j 0.00427334-0.00147755j -0.00116042-0.00483649j 0.000427989-0.00156578j -0.00460725+5.49007e-05j 0.00140027-0.00220397j -0.00292494+0.0003017j 0.00513627+0.00144316j 0.000163567-0.00281592j 0.00115395-0.00246572j -0.00391775-0.0009256j -0.000208284-0.00181504j 0.00275871+0.00275431j -0.000180015-0.000573778j -0.00117475-0.000120944j 
0.00814035-0.000182466j 0.00294856+7.642e-05j 0.000439002+0.00239071j -0.0100386+0.0102204j -0.00319509+0.0123838j -0.0121625+0.000979099j 0.00659474+0.00152736j -0.00775691+0.00370288j 0.0103291+0.00659689j -0.0114544+0.0112495j 0.00494779+0.00311938j -0.00359174-0.0071523j 0.00135676-0.01022j 0.00533385-0.00292917j -0.0107753+0.00230476j 0.00590613-0.00280602j 0.00232001+0.00808416j 0.00311062-0.00760764j -0.00173043-0.000689452j 0.00572781+0.00445775j 0.00298721+0.000190189j -0.00284707+0.000664502j -0.00329305+0.00505076j -0.00122229+0.00250415j -0.00216437+0.00865637j -0.00575411+0.0018843j 0.00454872-0.0121507j -0.0031809+0.0030019j -0.00329816+0.00331021j 0.0011052-0.0024605j 0.001589-0.00506104j -0.00832738-0.00035235j -0.00712479+0.00051266j -0.00396596+0.00251759j 0.00120927+0.0035128j 0.00258309-0.00428879j -0.00277909+0.00089726j 0.000724651-3.49355e-05j 0.00600534+0.00382576j 0.00113256+0.00514656j -0.000810759+0.00426646j -0.00144956-0.00207528j -0.00287277+0.000364445j -0.0016138+0.000664669j -0.0081304+0.00232338j -0.00550786+0.00415657j -0.000739363+0.00013339j 0.00158797-0.00319734j 0.00699893-0.000238172j 0.00141662+0.00512848j 0.00191253-0.0012509j -0.00519222+0.00184793j 0.00128402+0.00475962j -0.000960905+0.00168466j 0.00423775-0.0018929j -0.00089356-0.00242629j 0.0041888-0.00301041j 0.00138984+6.60695e-06j -0.00313595+0.00103584j 0.00248783-0.00602111j 0.00396483-0.00307876j -0.000643115+0.00476726j 0.00207408-0.00399261j -3.76971e-05-5.99509e-05j -0.000746862+0.0047842j 0.00412042+0.0041591j 0.00254954-0.0031241j 0.00174638+0.00146276j 0.00588025+0.0013174j 0.00104022-0.00165516j -0.00165495-0.00646694j -0.00299237-0.000132635j 0.0070993-0.0062582j 0.0102899-0.000686932j -0.00423017-0.0041909j -0.0022601+0.00052152j -0.000101319-0.00473087j 
-0.00898084+0.00208711j 0.00881804-0.00125076j 0.00747325-0.00500266j 0.00261727+0.00339808j -0.0109231+0.0158895j -0.0020503+0.000351467j 0.00289122+0.00394339j 0.00685558-0.0126851j -0.00628778-0.0112567j 0.0211189+0.00109391j 0.0034948-0.0170016j 0.00490213+0.00738248j 0.00284023-0.00491166j -0.000170661+0.00406717j 0.00301264-0.00200647j -0.0102223+0.00218656j 0.00263654+0.00730269j 0.00602618-0.00423065j 0.000918993-0.00968307j -0.00804658-0.00676688j 0.00441359-0.00636747j -0.00412325-0.00374034j -0.00308043-0.00287933j 0.00391497-0.00271619j -0.00788024+0.00638794j -0.0120252-0.00354428j 0.00885989-0.00691348j 0.000497512-0.00333293j -0.00132424+0.00364266j 0.00131609+0.000622878j 0.000992441-0.00118255j 0.0037389-0.00297967j -0.00804664-0.00543573j 0.000235257-0.00020907j 0.00290101+0.00601039j 0.000657642-0.000453563j 0.00312675+0.00282087j -0.00112914+0.0028229j -0.000284917-0.0062758j 0.00355196-0.000395777j -0.00061868-0.0086293j 0.00097578-0.000588022j 0.000356127+0.000340001j -0.000325472-0.00220983j -0.00347809-0.00471067j -0.00480981+0.00206j 0.00322482-0.00407134j -0.00156374+0.00282217j 0.00395061+0.00571206j -0.00308031+0.00412122j 0.00422058-0.000125617j -0.00138001+0.00133517j -1.64756e-05+0.00189909j -0.000653596+0.00141032j -0.00309288-0.00223189j 0.00797989-0.00137985j 0.00409372-0.00442725j 0.00672755+0.000727769j -0.00303486+0.000256305j 0.00399066-0.00192659j 0.00097782-0.00116322j -0.0001666+0.00457296j 0.00546049+0.00292785j -0.00312502+0.00380022j -0.00410005+0.00258049j 0.000231277+0.00220906j 0.0101353+0.00296834j -0.00355233+0.00157583j -0.000357481+0.000344846j -0.0013316+0.000630041j 0.00016505-4.82679e-05j -0.0075561-0.00314972j 0.00327973-0.0048922j 0.00469073-0.00165721j 0.0010947-0.0026781j -0.00530418-0.00345438j -0.0014766-0.00199927j 
-0.0076103+0.000523005j -0.0111903+0.00340419j 0.00959188-0.00322024j -0.00199801+0.00739686j 0.00932082+0.00711349j 0.00581061-0.0086811j -0.00962211-0.00289812j -0.00645416-0.00348925j -0.0167487+0.00949536j 0.0015482-0.0172862j -0.0200236-0.014932j 0.00212109-0.00306333j -0.00189145-0.00161884j 0.00401657-0.00704494j -0.00148733-0.000138449j -0.00555311-0.00641609j -0.0103431-0.00442717j -0.00934571-0.0114362j 0.00443549+0.00997186j -0.00604788-0.00145183j -0.00474559-0.00151178j 0.00319848+0.00580892j -0.00590217+0.0113332j 0.000649287-3.4163e-05j 0.00280541+0.00612616j -0.00225994+0.00427877j 0.000530831-0.00868613j -0.00472803-6.45472e-05j -0.000965862-7.50162e-05j 0.00153667-0.000445225j -0.00321958-0.00226228j -0.00339312-0.00224674j -0.00349661+0.00129682j -0.00397694+0.00140305j 0.0011743+0.00101426j 0.00428062-0.00239529j -0.00513617-0.00166174j 0.0072128+0.00719454j 0.00014294+0.00345881j 0.000662077+0.00244796j 0.000485398+0.00285659j 0.00334466-0.00394791j -0.000757694-0.000991425j 0.000865073+0.000580331j -0.00236842+0.00114872j 0.00202399+0.00388384j 0.00357151+0.000819049j 0.000873842-0.0023419j 0.00357136-0.00260201j -0.00467638+0.00380815j 0.00253695+0.000629231j -0.00315276+0.00212226j 0.00162814+0.00172146j 0.00274625+0.00266227j 0.000986167-0.00125512j -0.00113505-0.00143913j -0.00314682-0.00148313j -0.000759115-0.0066694j 0.00265283+0.00251314j 0.00405797-0.00586863j 0.00422491-0.000918039j 0.00238589+0.00464729j -0.000642314-0.00371246j -0.00117412-0.00209244j 0.00387472+0.00158018j -0.0021913-0.00290146j 0.00238382-0.00306601j -0.000705478+0.00128522j 0.00210591+0.00043138j -0.00117689-0.00119017j 0.00460174-0.00116719j -0.00488317-0.00111221j 0.00468972-0.00128099j -0.000266399-0.00400877j -0.00378082-0.0026633j -0.0041209+0.00129188j 0.00337624+0.000391173j 
-0.00621694+0.00677754j 0.00349482-0.00186527j -0.000118332+0.00499774j 0.00118848+0.00471937j -0.00322075-0.00437047j 0.00795337-0.00284285j -0.0136463-0.00916791j 0.000363732+0.02145j -0.00203079-0.0152404j 0.00557858+0.0111798j 0.00970423+0.00861839j 0.00323818-0.00464386j 0.00336669+0.00996904j 0.00458899+0.00204091j 0.0041953+0.0118153j 0.0104102-0.00424563j -0.0056673+0.0101013j 0.00757216+0.00115846j -0.00749383+0.00299528j -0.00167024-0.0191851j -0.00191736-0.00951954j -0.00107539-0.00148916j -0.00679865-0.00643729j -0.00372073+0.000493669j -0.00214289+0.00510125j 0.00854353-0.00794055j -0.00531194+0.00689414j -0.00141308-0.000580003j 0.00493165-0.00598557j 0.00747728-0.00433908j -0.00122932+0.00262401j 0.000676327-0.000323456j 0.004255+0.0025316j -0.000132621-0.00392494j -0.0030635-0.00217951j 0.00804594-0.00302608j -0.00164002-0.00534566j 0.00551186+0.00401024j -0.000310963+0.00459954j -0.00579737+0.00165389j -0.00115591+0.0084089j -0.00220565-0.00208853j -0.00189371+0.00261117j -0.00142441+0.00152429j -0.000580383+0.00371302j 0.00300662-0.00290583j -0.00125619+0.00698126j 0.00361701-0.00518574j 0.00330508-0.00637545j 0.00618712-0.00391181j 0.00167097+0.0024259j -0.00574209+0.00293351j 0.00213392-0.00177055j 0.0013231-0.000603838j 0.00501565-0.00163143j -0.00346586+0.00497139j 0.000732563+0.00359004j -0.00245344+0.00183751j 0.00326041-0.00163378j 0.00415376+0.00149406j 0.00214491+0.00133063j -0.00165641+0.00379414j 0.0020975-0.00346948j 0.00502709-0.00255892j -0.00525328-0.000796474j -0.000112027-2.96316e-05j -0.00115161-0.00204441j -0.00297405-0.00325023j -2.38159e-05-0.00338964j 0.00458156-0.000399192j 0.00389907-0.000128483j -0.00202244-0.00296041j 9.42882e-05+0.0005596j 0.000188408-0.00167526j 0.00269958-0.00122577j -0.0046931+0.00341837j -0.00226408+0.000537349j 
-0.00397012+0.00321573j -0.00217367+0.00206044j -0.00378746+0.00666382j -0.000320869-0.00177084j 0.00593688+0.00183879j -0.0106215-0.000814014j -0.007522+0.00822874j 0.0040843+0.0144293j 0.000789986+0.00646041j 0.000788995-0.000912063j -0.000917895+0.00576583j -0.00736292+0.0025908j 0.00817386+0.0103557j -0.0148739+0.0005676j 0.00247828+0.00816081j -0.00240527-0.00495664j 0.00667492+0.0128448j 0.000839953-0.00312923j 0.00351461+0.0058516j -0.000398127+0.000402952j -0.00175281+0.0015272j -0.00381277-0.00220929j -0.000639185+0.00362847j -0.00411524+0.00124207j -0.00743025-0.00106232j -0.0018323-0.00232873j 0.00210537-0.00114869j 0.00525723-0.000113822j -2.48485e-05+0.00391235j -0.0012443-0.0043908j 0.00307333-0.000808458j -0.00153458-0.00355343j 0.00143216-0.000738873j 0.00147794+0.00471171j -0.00600765-0.000482496j -0.00843266-0.0149026j 0.00169933+0.00664586j 0.00679857-0.00544723j -0.00295969-0.00324638j 0.00202065+0.00549435j 0.00306307+0.00531935j -0.00143596+0.00138217j -0.00368812+0.0054734j 0.00177603+0.00250056j -0.000902796-0.00570449j -0.000165858-0.00119967j 0.000716378+0.000822497j -0.0023317+0.000764862j -0.00200758-0.000259495j 0.00481765-0.00209254j 0.000585262-0.000386291j 0.00792834+0.00424205j 0.00499994-0.00079572j -0.00117199-0.00306216j 0.00227564-0.00344602j 0.00172262+0.00856657j 0.00406378+0.000992319j -0.00509547-0.0004094j -0.000987352-0.00933387j -0.00218787-0.00437964j 0.00127002-0.00381145j 0.00481195-0.00202327j 0.000225138-0.000281984j -0.00344591-0.00612917j -0.004495-0.00316215j -0.00449985+0.000551467j -0.00392518+0.00244057j 0.000452253-0.000757493j 0.000346198-0.00179093j 0.00296966-0.0019091j 0.00389023-0.00223265j -0.0027757-0.0036001j 0.00166833-0.00165305j -0.00252671-0.00427566j -0.00234251-3.61572e-05j 0.00159741-0.00163411j 0.00380817+0.0032627j 
-0.00422975+0.00489601j -0.00212042+0.00572369j -0.00287828+0.0135788j -0.00459224-0.00453492j 0.0163827-0.000927363j 0.00425012+0.0178492j 0.00548603+0.00063438j 0.00120808+0.00552009j -0.0102202-0.00686443j 0.0010511+0.00408839j -0.00314926-0.00073341j 0.00660275+0.00230318j 0.00229124-0.0054371j 0.000547993+0.0113565j -0.00576802+0.0032667j 0.00137317-0.00673493j 0.00698137-0.00619867j -0.00442537-0.00847088j -0.00934373+0.0013587j 0.00132218-0.00435256j -0.00245859+0.00449172j -0.00976788+0.000562262j 0.0106907+0.000438986j 0.00114619+0.00256881j -0.000832149+0.00451886j -0.00108156-0.000411433j -0.00219161-0.0020639j 0.00224509-0.00590578j 0.00611359-0.00159229j -0.000732526-0.00136737j 0.00211464-0.0014901j -0.00658315+0.0047518j 0.00310999-0.00253784j 0.00587982+0.00363982j 0.00170928-0.00174765j -0.00710261+0.00728166j 0.00310333-0.00219898j 0.00108341+0.00141944j -0.0102013-0.00124365j 0.00174097-0.00234172j -0.00576192-0.00198513j -7.68396e-05+0.00660958j 0.00137416-0.000261684j -0.000142933+0.000580174j 0.000674037+0.00655535j -0.00104383+0.00117286j -0.00685307+0.000280385j 0.00183291+0.000420842j 0.00216596-0.00242323j 0.00344832-0.00555021j -0.00469411+0.000851068j 0.00364057-0.00593696j 0.000121027-0.00412943j -0.000696518+0.000631657j 0.000442063-0.00332182j -0.00398796-0.00270718j -0.00143516-0.00458412j -0.00518555+0.00470055j 0.00140765+0.00713539j -0.00498326-0.00158649j -0.0030637-0.000780967j 0.000120431-0.00441362j 0.00416332-0.00361661j 0.0054412-0.00148204j -0.00230171+0.00672818j -0.000352824+0.00040614j 0.000413066+0.00458994j 0.00801387-8.48359e-05j -0.00412616+0.00815809j 0.00312839+0.000145255j 0.00259187-0.000480347j 3.10701e-05+0.0058271j -0.00576644-0.000857599j -0.00685854+0.00255464j 0.00141909+0.00287215j -0.00225952-0.00376803j 0.00703577-0.00299463j 
-0.000962382-0.00111913j -0.00359758+0.00749881j -0.00501523+0.0119978j -0.00749261-0.0119437j -0.0101904-0.00772371j 0.00195588-0.0097781j -0.00108478-0.00121742j -0.00104973-0.00452621j -0.00702461+0.016786j 0.00159268+8.70268e-05j 0.0098182-0.00602078j -0.0027735+0.00267879j 0.0105459-0.000609045j 0.00164331+0.00520546j 0.0033703+0.00207411j 0.00397296-0.0113157j 0.000766904-0.00486887j 0.00461354-0.000117344j -0.00255512+0.0120216j -0.00829775+0.00555087j -0.00551082+0.00488802j -0.000115393+0.00296029j -0.00576104+0.0020927j 0.00329808-0.00707164j -0.00439583-0.00356552j -0.0121869-0.00111851j 0.013391+0.00222521j -0.000137925+0.00297896j -0.00998836-0.00129464j 0.00218538+0.00501399j 0.00516545+0.00361002j -0.00341602+0.0031091j -0.000100827-0.00489158j -0.00291488-0.00336528j -0.000786283-0.00122592j 0.00632529+0.00789053j -0.00155204-0.00167187j 0.00146595-0.00129293j -0.00160124+0.00152196j -0.00229608-0.00177437j 0.00142049-5.16031e-05j 1.54534e-05-0.000561655j -0.0017493-0.00223189j 0.00160224+0.00126792j -0.000797221-0.00757452j 0.00224744-0.00544797j 0.00261515+0.00143307j 0.00262217+0.00322031j -0.00620391+0.00683216j -0.00499297-0.00360786j -0.000470454+0.00528308j -0.00375563-0.0021407j -0.00251051-0.00110089j -0.00137819-0.000563933j 0.000548961+0.00014607j -0.000493195+0.00407412j -0.00138506+0.0043121j -0.000719653+0.000361551j -0.00174189-0.00137429j 0.00252051+0.00398689j 0.00269502+0.00309351j -0.00392435+0.00033355j 0.00029209-0.00255082j -0.000213087-0.00348897j -0.000625069-0.000387016j -0.00161706-0.000525323j -0.00484601+0.00544486j 0.00355949+0.000920208j -0.000282188+0.00647789j 0.00464454+0.00069232j 0.00578617-0.00193564j 0.00594902-0.00557286j 0.000858816+0.00707291j -0.00124577+0.00468447j 0.00133712-0.00172933j 0.00617976-0.00373934j 0.00489222+0.00295387j 
0.00252329-0.0179296j -0.00870644+0.00227069j 0.0110619-0.00771872j 0.00672575+0.0148481j -0.00421478-0.00328118j 0.0047999+0.0082111j 0.00735907-0.00314916j 0.0112067-0.00252343j 0.00310011-0.0138056j 0.00302619+0.0255929j 0.0127344-0.00546358j -0.00902536+0.00144053j 0.000506709-0.00210619j 0.0029431-0.00615915j 0.00392292+0.00750911j 0.00211937-0.0119121j 0.00738248-0.00249962j 0.000874248-0.0022166j 0.000596527-0.00638015j 0.00166273-0.0160395j 0.00204827-0.00484426j 0.00300649-0.0033781j -0.00570173+2.04511e-05j 0.0041324+0.000850662j 0.0040788+0.00517362j -0.00161937-0.00289385j -0.00427215+0.00819919j -0.00106226-0.00247117j -0.00072137+0.0012138j -0.00478095+0.00111711j -0.000249074-0.000576538j 0.00223097+0.00148038j -0.000722032-0.00166986j 0.000935069+0.00053629j -0.000205408+0.00336936j -0.00381617+0.00053325j -0.00204331+0.00220617j -0.00324441+0.00156062j 0.00162322-0.00375209j 0.00237221-0.00167923j 0.00522631-0.00395217j 0.00325752-0.00015645j 0.00245998-0.000379663j 0.000967526+0.00088868j 0.00244917+0.00348356j 0.000337272+0.00460597j 0.00446247+0.0003337j -0.0039037-0.000119377j -0.00285234-0.00422923j -0.00620813-0.0011753j -0.000420913+0.000435908j 0.00260068+0.00229363j -0.00224633-0.00214107j -0.000735667+0.00225285j -0.00274422-0.00459283j 0.00109455+0.00311483j -0.00260502-0.00455781j 0.00283159+0.00121494j -0.00126396+0.00209943j -0.000437176+0.00135034j -0.00131588-0.00196703j 0.000963823+0.00261369j -0.00600457+0.00495175j -0.00485634+0.00140858j 0.00789039-0.000271406j 0.00144944-0.00610221j -0.000567205+0.0039058j -9.07857e-05-0.00149306j 0.00206996-0.00577668j -0.00656748-0.00168873j -0.00477153+0.00473886j 0.00285702-0.000774766j 0.00198126-0.000742249j 0.00131909-0.00362162j -0.00448948+0.00263247j 0.00424577-0.000811159j -0.000494792+0.00129604j 
-0.00716878+0.00695345j 0.000237263+0.016177j -0.00166136-0.0158392j 0.0114447+0.00038102j -0.00320297-0.0175404j 4.15317e-05-0.00903942j 0.00380211+0.00855409j -0.00166529-0.00441182j -0.00393139+0.0258969j -0.0144025+0.00690499j -0.00337922+0.0171213j -0.00388813+0.00103635j 0.00655+0.000226758j -0.00285081+0.00473329j -0.00581812+0.00941472j 0.00443927+0.00733337j -0.00203703+0.0125688j -0.00660797+0.0110772j -0.00190153-0.00524758j -0.000883158+0.00204736j -0.00400536+0.00183644j 0.00531272-0.00731304j -0.00231332+0.000188427j 0.00733379-0.0055637j 0.00762016+0.000588652j -0.00514144+0.000913454j 0.00350619+0.00460928j 0.000900949+0.0010524j -0.00337314-0.00311149j -0.00358773-0.00200429j -0.00141333+0.00121035j -0.000372417+0.00137896j 0.000253266-0.000564442j -0.000425908-0.002488j 0.00495094+0.00240372j 0.000545563+0.000897927j -0.000787946+0.000930197j 0.000886478-0.00698096j -0.00258069+0.00502009j -0.000197267-0.00268655j -0.00093982-0.00434431j 0.0023214-0.00206686j 0.0029692-0.00397915j 0.000205674-0.00226213j 0.00469615+0.00343532j 0.00433374+0.000767338j 0.0026611-0.00398024j -0.0008647-0.00209527j -0.00110206-0.000150566j -0.00393969+0.00640816j 0.000300557-0.000715602j 0.00213867-0.000657868j -0.00166832-0.00257616j 0.00314191-0.00326445j -0.00306383+0.000898638j -0.00164639+0.00366292j -0.00426515+0.000881728j -0.00166284+0.00284508j 0.000128665+0.00109086j 0.000353208+0.000151702j -0.00138356-0.00211803j 0.001086+0.000810487j 0.00125165+0.00155931j -0.00051735+0.00476327j 0.00244071-0.00548264j -0.00153794+0.00185877j 0.000141298-0.00210167j 0.000557757-2.82736e-05j -0.003837-0.000486333j -0.00175616+0.00724311j 0.00382574-0.00210518j -0.00185276+0.00387715j -0.00266873-0.00405555j -0.00745864+0.00234249j -0.000528305+0.00694498j -0.00204524-0.000222686j 0.00345084-0.0022821j 
