0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
0.00852021+0.00179405j -0.00600129+0.00415408j 0.0043576-0.00149589j 0.00374538+0.000185083j 0.00191897+0.000139187j -0.0057544+0.00236172j 0.00425685-0.0039894j -0.00738482-0.000920302j -0.0032734+0.00508052j -0.00167811+0.00235492j 0.00868463-0.000180004j -0.000950857-0.00105988j -0.00411081+0.00579296j 0.000340911-0.00194721j 0.00588066-0.00168842j -0.00448312+0.000127912j 0.00371461-9.98709e-05j 0.0035266-0.00158249j 0.00624778-0.000730624j 0.0010773-0.00164829j 0.00233397-0.00601643j -0.0129283+0.00380329j 0.00206003-0.00341638j 0.00272809+0.000242802j -0.00845669+0.00400193j 0.00525425+0.000564396j 0.000348445+0.00505875j -0.00381351+0.00329811j -0.00598245+0.00369541j -0.00435376-0.0062977j 0.0013126-0.000618231j 0.0101734-0.00240747j 0.00302168+0.00400629j -0.00590262-0.00400778j -0.000723343+6.89685e-05j -0.00545766-0.00354985j -0.000757097-0.00322859j -0.0127843-0.00383393j -0.00406517+0.00156837j 0.000394902+0.00757132j -0.00465964+0.00150208j 0.00408254+0.000331533j 0.00815803-0.00152602j -0.00221454+0.00147459j 0.00654105+0.00253498j -0.000613479-0.00454928j 0.0080421+0.00526495j -0.00788318-0.00322979j 0.00765957-7.59603e-06j -0.00687086+0.00300059j -0.0131849+0.00387095j -0.00157753-0.0045098j -0.00314262+0.00250825j 0.00129296-0.0148315j 0.0149428+0.00646655j 3.25336e-05+0.00141787j -0.00865457-0.00731527j -0.00824301-0.00129623j -0.00671279+0.00197594j -0.00367117-0.00156069j 0.00442145+0.000535853j -0.00257747+0.00574921j 0.00656916-0.002946j -0.0065367+0.000710143j 0.00457657+0.0127888j -0.00576175-0.00643714j 0.000719262+0.00598244j -0.00340205-0.00245386j 0.0040906-0.00222155j 0.00289838+0.00378575j 0.00342901+0.00137545j 0.00224118+0.00224723j -0.00547662-0.00294306j -0.00635042-0.00120548j 0.00789698-0.00220559j -8.29796e-05+0.00137904j 0.0127931+0.00562574j 
-0.00181899+0.00551983j -0.00639828+0.00273979j -0.0014148-0.00432936j -0.00908366+0.00588318j -0.00240422-0.00090015j 0.00371034+0.0020598j 0.00277724-0.000639681j -0.00227857+0.0044114j 0.00378726+0.00176035j -0.00490526+0.00128856j 0.002447+0.000511741j 0.0012845-0.00174887j -0.0047947+0.0015127j -0.00411257-0.00385194j 0.00625083-0.00245482j 0.0111052+9.81565e-05j 0.00397275-0.000497464j -0.00317513+0.00151599j 0.00187904-0.00314459j 0.0100603+0.00362232j -0.0001555+0.00146903j 0.0066704-0.00233343j -0.0138201-0.00199449j -0.00557534+0.00397228j 0.00526016-0.00193956j -0.00153076+0.000925121j 0.0056549-0.00260064j 0.00604363+0.00387188j 0.0135414-0.00544361j -0.00228788+0.00652864j 0.00393554-0.00407765j -0.00105072+0.00604562j -0.00746853+0.00103543j 0.0103467-0.00631926j -0.00254986+0.00129011j -0.000274902-0.00469977j -0.000582635+0.00301429j 0.0141415+0.000802648j -0.0106658-0.00593054j 0.00518932-0.00244181j 0.00574785-0.00282281j -0.0168075+0.00150568j 0.0068468+0.00577714j 0.00240066+0.00158247j 0.00119675+0.00274333j 0.00190092-0.00468595j -0.000103152-0.0011696j -0.00610878-0.00377609j -0.0103043-0.00240952j 0.00937883+0.00154833j -0.00653772-0.00818114j -0.00057938+0.00251463j 0.00301425+0.00550661j -0.00217542+0.00277032j -0.00268256+0.00309124j 0.00655137+0.00567065j -0.00945025+0.00337989j -0.00358784+0.0102898j 0.00604039+0.00613675j 0.00407625-0.00335612j 0.00711654-0.000378531j -0.00249064-0.00614809j 0.0113044-0.00619942j -0.00249295+0.00133594j 0.0018875-0.000344655j 0.00526269-0.00402841j -0.0087166+0.00798412j -0.00798612-0.0117796j -0.00467052-0.00249565j 0.00176922+0.00186189j -0.00561914+0.00279429j -0.00630948-0.00156437j 0.00980379+0.00265676j 0.00269764-0.000902681j -0.0108548-0.010658j -0.00624997-0.00148831j 0.0057425+0.00760413j 
-0.00254178+0.00510831j 0.00044051-0.00102842j -0.00235587-0.00175923j -0.00185732+1.59614e-06j -0.00485009+0.00156515j -0.00087415-0.000333457j 0.0072231+0.00254168j 0.00078828+0.000926181j -0.00845412+0.001663j -0.00293015+0.00394117j 0.00574129-0.00405299j -0.00404648-0.000608762j 0.00836407-0.00136889j -0.00430158-0.000419596j -0.00707123+0.00490905j -0.00337312+0.00145812j -0.00385812-0.00419755j -0.00247497+0.000534157j -0.00727008+0.000314788j -0.0129429+0.00350665j 0.00816931+0.00299095j -0.0124199+0.00278086j 0.0207748-0.00529369j 0.0146792-0.00602433j -0.00781334-0.000325455j 0.000680939-0.00283808j -0.00546918+0.00403095j -0.0176562-0.00187999j -0.0172767-0.00548735j 0.00257239+0.00653583j -0.00529057+9.98548e-05j -0.000455125+0.00185757j 0.0119653+0.00131089j -0.0046323-0.000351085j 0.00299131+0.000244553j -0.000875517-0.00044363j -0.00702391-0.00267439j -0.00980497+0.00362345j 0.0184693+0.00427411j 0.0162657-0.00449182j 0.00506496+0.00136098j 0.0149286+0.00323337j -0.00977739+0.00182445j 0.00385508-0.00181518j -0.0155062-0.00721503j 0.00822353+0.0103601j -0.00794883+0.00413045j 0.00169962-0.00414812j 0.00659894+0.00613968j 0.00101085-0.00339358j -0.0043906-0.000880323j 0.00280306+0.00087717j 0.0006546+0.0042149j 0.00269915+0.00336683j 0.00470221+0.00460163j -0.00257763+0.00930446j -0.00746691+0.00157382j -0.00449813+0.00608971j 0.0054212-0.00239221j 0.00567719+0.00350106j 0.00523033+0.00381005j -0.00213837-0.00439976j 0.00709636+0.00192515j 0.00439496+0.00715472j 0.00221345+0.00234343j 0.00464029+0.000553206j -0.0115087-0.00290984j 0.00539096+0.00393315j -0.000210343+0.000759631j 0.00738315+0.000466233j -0.00316866-0.00502342j -0.0108924-0.00204982j 0.00466771+0.000644607j 7.25994e-05+0.00239007j 0.00194265-0.000840793j -0.00691718-0.00464568j 0.000910092+0.00184982j 
-0.00282538-0.000720292j 0.000112147+0.00638295j -0.000987361+0.0055983j 0.00172289+0.00235546j -0.00586008+0.00249849j -0.00123044+0.00207599j -0.00197455-0.00287757j 0.0100821-0.00207141j -0.000624373+0.00245685j 0.000828899-0.00664365j -0.00321235-0.00343144j 0.00339084+0.00235382j -0.00303554+0.00433554j 0.00207485-0.00300847j 0.00273368-0.00502349j 0.00500973+0.00207796j -0.00071825-0.00468238j -0.00398114+0.00204019j -0.00523015-0.000648175j 0.00621495-0.00185528j -0.00149898+0.00108124j 0.00926048-0.00284558j -0.005149-0.000430017j -0.00100773+0.00346692j -0.00113993-0.000783528j -0.00500474+0.00101581j -0.00642203-0.000142544j 0.0102019-0.00439828j 0.00110037-0.00183955j 0.00500764+0.00504089j -0.00392222+8.9684e-06j -0.00271239-0.00247425j -0.000486128+0.000979531j 0.00577938+0.00698864j 0.00912952-0.00611808j 0.00823947-0.00131255j 0.0034335-0.000438277j -0.00304082+0.00529544j 0.00619439-0.00502086j -0.00280831-0.00277947j -0.000444806-0.00322315j 0.000342214+0.000133942j -0.004634-0.00355104j 0.00710733+0.000668612j -0.000777325-0.00208931j 0.00163669+0.00384678j -0.00261421+0.00562703j -0.0022793-0.00715467j -0.00777749+0.0109855j -0.00253771+0.000773918j -0.000385847+0.00561563j 0.000844808-0.00269241j -0.00729954-0.00394682j 0.0057884+0.00350113j 0.00516237+0.00123999j -0.0133695+0.00641503j 0.00199674-0.00187114j 0.000168747-0.00342541j -0.00402738+0.00368444j -0.00188549-0.0039309j -0.00321452+0.00632651j 0.00568516-0.00385217j -0.00149974+0.00728922j -0.00353083+0.000125298j -0.00742742+0.00792586j -0.00171787-0.00421581j 0.013923+0.00493292j -0.0259005+0.0104159j -0.0129293+0.00358433j 0.00651825-0.00159178j -0.00517972+0.000398795j 0.00619062-0.00361255j -0.00455947-0.0106218j 0.0116136+0.00523354j 0.00516236+0.00209276j 0.00588434+0.00703268j 0.00558464+0.00201243j 
-0.00303114+0.00290167j 0.00771193-0.000535222j -0.00357338+0.00054347j -0.00805336+0.00275626j 0.00873582-0.00407919j -0.0100269+0.00474458j 0.00021903+0.00132776j -0.00191107+0.00404997j -0.00857199-0.000888253j 0.00672577+0.00339413j -0.0102471-0.00231767j -0.00328564-0.000382744j -0.00336229-0.00124154j -0.000949949+0.0053686j 0.0031823-0.00232847j -0.00587575+0.00154557j 0.00201271-0.000402737j 0.00818845-0.000483663j -0.00889671-0.000305301j -0.00897824+0.000396424j -0.00216764+0.00508687j 0.0121146-0.00484953j 0.00511629-3.77974e-05j -0.00360317+0.000312022j 0.00448362-0.00257578j 0.0067312+0.00239972j 0.00307238+0.000853327j -0.00649248-0.00168364j 0.00447232-0.00232522j 0.008927-0.00369234j 0.00618992+0.00338584j 0.00460067+0.0113641j -0.00283379-0.0034004j -0.00344429+0.000180924j -0.0101187+0.000351416j 0.00761541-0.00121855j 0.00296322-0.00591105j -0.00125367-0.00222608j -0.00509376+0.000624679j -0.00500765+0.00813193j -0.00237175-0.00217077j 0.00341044-0.00329315j -0.00394048+0.00647955j -0.00274913-0.00330804j -0.00124529-0.00116144j -0.00913552+0.00135249j -0.0031624-0.00315455j 0.00864085-0.00403779j -0.00426903-0.000257604j -0.0136859+0.00572897j 0.00021402-0.00583095j 0.00503941+0.00213933j -0.0195375+0.000537272j 0.00239654-0.00685729j -0.00310313+0.00626769j -0.000677084+0.00787963j 0.00500062+0.00206945j -0.00511232-0.00117223j -0.00329304+0.00764138j 0.00108542+0.00666015j -0.00445732+0.00406139j -0.00400543+0.00630911j -0.000139438+0.00449682j -0.0038312-0.00464944j 0.00318291+0.00337015j 0.0031347-0.00825133j -0.00334949+0.0179448j 0.00050999+0.00227998j -0.00157561+0.00594099j -0.000625982+0.00502869j -0.00525215-0.00935226j 0.0112617+0.000123172j 0.00749873+0.000871009j 0.00272047+0.00785677j -0.00236454-0.00122308j -0.000426829-0.00585695j 0.00350639+0.0040573j 
0.00285852+0.00530009j -0.00111351-0.0011943j 0.00374991-0.00570446j 0.00738675+0.00353165j -0.000876438-0.00290265j -0.00176137+0.00250137j 0.00284551-0.00813536j 0.00107959+0.00254367j -0.0023021+0.00441058j 0.000869084-0.00253266j 0.00756321-0.00200846j -0.00427009+0.00340146j -0.000856361-0.00140832j -0.000897338+0.00210411j -3.45173e-05+0.00117363j -0.00180466-0.00150029j -0.00606121+0.00383167j -0.00437723-0.0029493j 0.00658262-0.00211115j 0.00805978-0.00256782j -0.002778-0.0011307j -0.00169977+0.00206652j 0.00832663-0.000105599j 0.0041377+0.00337932j -0.00419393+0.00487707j -0.0051569+0.00281165j 0.00143367-0.00285146j 0.00591299+0.00160619j -0.00976367+0.00150534j -5.6794e-05+0.000657814j -0.00264356-0.00425355j 0.00171751-0.00428189j 0.00532828+0.00204706j 0.000858869-0.00112481j -0.000165668-0.00028304j 0.00284548+0.00182461j 0.00303596+0.00702369j 0.00329307-0.000265055j 0.00669142+0.00340293j -0.000902469+0.00171353j -0.00761624+0.00331136j -0.000428233+0.00351099j -0.00641206+0.000975133j -0.00407833-0.00463422j -0.0100443+0.0019907j -0.000552369-0.00558588j 0.00444861+0.00229129j 0.000340771+0.00189995j 0.00947699+0.0102139j -0.00781012+0.000378986j 0.0152999+0.0084853j 0.000788199+0.00117698j -0.00174467-0.00341338j -0.00808811-2.51168e-05j -0.0124537-0.00867146j -0.000863008-0.0024659j 0.00446062+0.000594641j 0.00112706+0.00798129j -0.00296122-0.00216484j -0.0149612-0.000113084j 0.00422424-0.00578141j 0.00403391+0.00558636j -0.00201863-0.00494784j 0.0136194+0.00190991j -0.010397-0.00725489j 0.00373522+0.00478808j -0.0107414+0.00311736j -0.00498533-0.00640835j -0.0191068-0.00374699j 0.00327451+0.00304351j -0.00280109+0.00189493j 0.0188735+0.0052398j 0.00485785+0.00322384j -0.00172836-0.0003827j -0.000473539-0.00219341j -0.00682298-0.00183491j 0.00844215+0.0020111j 
0.00097679-0.00149171j -0.000253889+0.00134453j -0.00313931-0.0015766j 0.000304135+0.000833042j -0.00255024-0.00209566j -0.0010247-0.000318157j 0.0012139-0.00161717j -0.00139019+0.00308828j -0.00254009-0.00358965j 0.00726277-0.00475552j 0.00726507-0.00321241j -0.00409285+0.00251069j 0.00231409-0.000477837j -0.000897069-0.00168861j 0.00143204+0.00280907j 0.00285562+0.00126317j -0.00232871-0.00176911j 0.000941978+0.00112181j -0.000329015-0.00191331j 0.00941966-0.00140055j 0.00362183-0.000485145j 0.00327965+0.00128673j 0.00832741-0.00423444j 0.0126233-0.00332364j 0.0033841-0.00115863j -0.00126471+0.00134859j 0.00341167-0.00362932j -0.00131139-0.0022084j -0.00864701+0.00318807j 0.00135935+0.00444315j -0.00398449-0.00243327j -0.00920068+0.00289783j -0.000912404-0.00268018j 0.00120854-0.0037843j 0.00241466+0.00279912j -0.000845967-0.000721594j 0.00270496+0.00564395j 0.00125145-0.00431288j -0.00457281+0.00307916j -0.00300572-0.00364941j -0.00301554-0.000162418j 0.00120507+0.00054326j -0.00356231+0.000861073j 0.00457929-0.00634593j 0.000767439+0.00749757j -0.00777047-0.000725483j 0.00101278+0.00254403j -0.0051839-0.0043663j -0.00972966-0.00361946j -0.00288518-0.00824422j -0.0124077-0.00703103j 0.00139957+0.000425108j -0.00262101-0.00467846j -0.00276485+0.0133394j 0.0092546+0.00247956j 0.00659537-0.00430551j -0.000434753+0.00380892j 0.00544491-0.0054064j -0.00664175+0.00788889j 0.00747928-0.0159201j -0.0153113+0.000519829j 0.00152174-1.61959e-06j 0.00441459-0.00822942j 0.00374578-0.000653233j -0.0147224+0.000344469j 0.00789133-0.00521516j -0.00596412+0.00878729j -0.0138673-0.00214235j 0.00541431-0.00820572j -0.00189628+0.00747765j 0.000520725-0.000559378j 0.0079548+0.00499792j 0.00341144-0.00104214j -0.000558527+0.00458149j -0.00438264-0.00325263j 0.00241088+0.00302897j -0.000831591+0.00207654j 
0.00146159+0.000553994j 0.00408886+0.0018437j -0.00114328+0.000398051j 0.00144147+0.000443496j 0.00240846-0.00159985j 0.00275421+0.00414741j -2.82609e-05-0.00130411j -0.00157383-0.000875291j 0.000364201+0.000404815j -0.00184779-0.000914165j 0.00115744-0.00138333j -0.00284106+0.00173435j 0.00228534+0.000641633j -0.00522863+0.00194655j -0.00464485-3.1453e-05j 0.0036032-0.00565381j -0.00588806-0.000818732j 0.00155951-0.001425j 0.00114808+0.00147189j -0.00434982-0.0021027j 0.00874345-0.00324128j -0.00389898-0.000320596j 0.000696898+0.000981867j 0.00417076-0.00726399j 0.000857462-3.66878e-05j 0.00705883-0.00934737j 0.00305486-0.00472798j 0.00297301-0.00577208j 0.00331535-0.00125801j -0.00952054-0.00158533j -0.00319694+9.63513e-05j 0.00177903+0.00168728j -0.0103674+0.00472016j -0.000720005+0.00229654j 0.00997554+0.00341984j 0.00167877+0.00299651j 0.000620543+0.00513763j -0.00559286+0.00209816j -0.00389721+0.005796j -0.00249532-0.00382106j 0.0199004+0.00240664j -0.00144806+0.000646843j 0.00143051-0.00442051j -0.00198978+0.00756087j -0.0084234-0.0014716j 0.00490375+0.00317829j 0.00930899-0.00570525j 0.0143268+0.00584604j -0.0118003-0.00147495j 0.00331-0.0010508j -0.00369005-0.000646432j -0.00285619+0.000272795j 0.000829483-0.00135934j 0.00254645-0.00381036j -0.00847965+0.0038457j -0.00382109+0.00313344j 0.00076773-0.0024476j -0.00839919-0.0023514j 0.0084443+0.00476579j -0.00166715+0.00288415j 0.0112825+0.00712539j 0.00600915+0.0119351j -0.0137607-0.0107726j 0.00549912-0.00668559j -0.00971463-0.00675992j -0.00632446+0.00261782j 0.00141628+0.00586159j -0.00267889+0.00676007j -0.00767151-0.00324355j -0.00245158-0.00546173j -0.00878392-0.0052969j -0.00472947+0.00213956j 0.00209969-0.00468482j 0.00282767-0.00183408j -0.00186843-0.00012903j 0.00287804+0.000459156j 0.00268408-0.001104j 
0.00651094+0.00177865j -0.00163209-0.000881803j -0.00273744-0.00491195j -0.00107873+0.00235089j 0.00210069-0.00244046j 0.00191789+0.000602044j -0.00188892-0.000768771j -0.00665332+0.00471427j 0.00138334-0.00283428j -0.000622211-0.000406975j -0.00255428-0.0031413j 0.00230763-0.00176392j -0.00485899+0.00202527j 0.000171264-0.000404339j 0.00227247+0.00117154j -0.000347922-0.00459321j 0.00242673-0.00557009j 0.00420928-0.00217794j 0.00186273-0.00105933j -0.0046353-0.00319736j 0.00930725+0.00209624j -0.0109737+0.00310929j -0.0108345+0.0041495j -0.00343103-0.00550834j -0.00241914-0.00299419j 0.00539652-0.000843277j -6.89494e-05+0.000563091j -0.00303391-0.000615046j 0.000363448+0.00381345j 0.0056525+0.000228077j -0.00566018-0.0010811j -0.00314095-0.00213111j 0.000351076-0.00589948j -0.00965829-0.00170614j 0.00116042-0.00105185j -0.0137742-0.00370522j 0.00339745+0.00157126j -0.00540944+0.000915119j -0.00610285+0.00387947j -0.00611817-0.00435205j -0.00578233-0.00199213j 0.00555975+0.00592514j 0.000257869-0.00148011j 0.00331309-0.00960275j 0.00847603-0.000239325j -0.00489974+0.000551416j 0.00217356-0.00105786j -0.00756193+0.00159575j -0.0052873+0.00640451j -0.00343451-0.000179445j -0.00688511-0.000935548j 0.00162432-0.000124452j 3.00488e-05+0.00158131j 0.0109498+0.00236245j 0.000359257+0.00168732j 0.00821973+0.00585733j -0.000716928+0.00423235j -0.00166441+0.00878887j 0.0151157-0.00624165j -0.0224813+0.00188283j -0.00132746+0.0014715j 0.00414749-0.00353781j -0.0197429-0.00472224j -0.00218381-0.000934235j 0.000919884+0.000816509j -0.00230577-0.00186444j -3.23279e-05-0.00145309j -0.0141606+0.0061327j -0.00617103+0.00254885j 0.000445805-0.000229448j -0.000567324+0.00178219j 0.00246312-0.00183568j 0.00711183+0.0013608j -0.00501577+0.000448073j -0.00437115+0.00310608j -0.00386636+0.00113356j 0.00528995-0.00079343j 
0.00166805+0.00100905j -0.00135696-0.000948991j 0.00182046+0.00338643j -0.000377087-0.000334542j -0.00101533-0.000857634j 0.00212441-0.00133926j 0.00117754+0.0018423j -9.32046e-05+0.00061434j -0.000106591+0.00112077j -0.00816406+0.000540745j -0.0048027+0.000343318j 0.00448161-0.00192495j -0.00189261+0.00209541j 0.00349484-0.000329512j 0.00385157+0.000532257j 0.00159628+0.00110193j 0.00738334+0.00019641j 0.00418752-0.00183686j 0.00468464+0.00109731j 0.00611419+0.000217407j 0.00238423-0.00113721j -0.000557903+0.00119063j -0.0116588+0.00287935j -0.00514377+0.0020472j -0.00148212-0.00281847j 0.00397297+0.00352581j 0.00957724-0.00769261j 0.0150182+0.0027207j 0.00772618+1.18236e-05j -0.0111428-0.00407185j -0.00401221+0.000319809j -0.00667695+0.00381876j -0.00292371-0.000495989j 0.00353752-0.000228203j -0.00498598+0.00462403j -0.00054755-0.000591248j -0.00583127-4.20618e-05j 0.000635617-0.00700103j 0.00494376+0.000156142j 0.012565-0.00255402j -0.00262597+0.00839866j 0.0136511+0.00250372j 0.00485227-0.0017514j -0.00193117-0.00503153j 0.011552-0.00978071j 0.00462348-0.000635721j -0.00405977+0.000630828j 0.000511318-0.00679727j -0.00288635+0.00496076j -0.00986354+0.000256148j 0.00629869-0.00579767j 0.0136564-0.000514144j 0.00233145-0.00739941j -0.0021135+0.0043026j -0.013861-0.000573022j -0.00276221-0.00271548j -0.0025535-0.00526681j 0.000865451-0.000874438j 0.0102115-0.0010478j 0.00305321-0.000653388j -0.000834254-0.000202586j 0.00441307+0.00844776j -0.003696-0.0043468j 0.011322+0.00103418j 0.00279004-0.000685747j -0.00568676-0.00436947j 0.0060396-0.00599599j 0.00109446+0.00181476j 0.00261998+0.0030161j 0.00831115+0.00205831j -0.000754246-0.000378461j -0.00420593+0.00186793j -0.00451683+0.00105555j 0.000762679+0.0045819j 0.00939791+0.0042037j -0.00268003-0.00164614j 0.00266855-0.0028112j 
-0.00213321-0.00154775j 0.000510594-0.00154867j 0.00637828-0.00244878j 2.18414e-05-0.0029845j 0.00587866-0.000933911j 0.00614573-0.00238004j 0.00235399+0.00220124j -0.00867612+0.000302474j 0.00776277-0.00438013j 0.00445454+0.00130376j 0.00511889-0.00189771j -0.00347855-0.000771914j 0.00570138-0.0006964j 0.00177347-0.00267292j 0.00618125+0.00272433j 0.00554267+0.00102842j -0.00151318-0.000427014j -0.00201032+0.00370467j 0.00475051+0.000368301j 0.00551783+0.00313799j 0.00370335-0.000796521j 0.00436286+0.00154503j 0.000432107+0.00517275j 0.00130442+0.00137027j 0.00437062-0.00193917j -0.000809367+0.00340055j 0.00503529+0.00624167j 0.00195773-0.00169564j 0.00502677+0.00151251j 0.00512777-0.00373279j -0.00539108-0.000269183j -0.00506371-0.00543846j -0.00488778-0.00527926j 0.00046696+0.00394655j 0.00606134-0.00094701j -0.00542816-0.00139643j -0.000377715+0.00209377j 0.00280899+0.00659931j -0.00330347+0.00340332j -0.00273323+0.000227545j 0.00214387-0.00162264j 0.00957984+0.00276805j -0.00753507-0.0064563j 0.00678753-0.00140313j -0.00764915-6.49368e-05j 0.00344692+0.00043194j 0.00220274-0.00307949j 0.00528603+0.0033348j 0.00218767-0.00440829j -0.00747447-0.00777382j 0.0056977+0.00754073j 0.00791454+0.0023214j -0.00650879-0.00621009j 0.00180664-0.0112728j 0.00503001-0.00865631j -0.00349032+0.00222633j 0.0059859-0.00121154j -0.00526283+0.00613475j -0.0130035-0.00700674j 0.0043709+0.010097j -0.000794905-0.00856131j -0.00470607+0.00345804j -0.00170361-0.00412239j 0.0055043-0.00251375j -0.00703634-0.0122988j 0.000959597+0.00452625j -0.0135486-0.000903158j -0.0100061+8.47021e-05j -0.00128144+0.000905186j -0.00553787+0.00296059j 0.0032782+0.00182045j -0.00151359+0.00710082j 0.00308794+0.00278189j -0.00455891-0.00219067j 0.00558691-0.00515255j 0.00366482-0.00428182j -0.00359093-0.000235558j 
0.00381406-0.0045915j 0.0091097+0.00329277j 0.00154311+0.00370579j 0.00411357+0.000560699j 0.0086175+0.000723505j -0.00250133-0.00218268j -0.00538424-0.002038j -0.00592988-0.000703418j 0.00142591-0.00448932j -0.00211199-0.00134394j 0.000449025+0.00113049j -0.00385052+0.00102759j 0.00193139+0.00279077j -0.0048812+0.000121216j -0.010238-0.0032021j -0.00339166+0.00105186j 0.00253116-0.00490331j 0.00308743+0.00167797j -0.00203942+5.60362e-05j -0.00179525+0.00509333j -0.0029922+0.00535228j -0.00541577+0.00322273j -0.00622772-0.000485341j -0.00132804+0.00204372j 0.000871695-0.00113944j 0.00251337-0.00497719j 0.00791591+0.00175005j 0.000725526-0.00285479j -0.000810135-0.00222768j 0.00478686+0.00991912j 0.00891894+0.00144277j 0.00404634-0.00788078j 0.00499332-0.000189583j -0.000830682+0.000306453j -0.00817191-0.00477841j 0.000778559-0.00330983j -0.00608663+0.000435385j 0.00136346-0.00299418j -0.00487458+0.00413236j 0.00603818-0.00557502j -0.00793188-0.00155215j -0.00361245+0.00310467j 0.00342893-0.00335221j 0.00482171+0.000131264j -0.00313979-0.000131654j -0.00674442+0.00336677j 0.000251805+0.00160326j -0.00288312-0.00732671j 0.000791585+0.00294438j -0.00360627-0.00460222j 0.00641219+0.00334893j 0.00113283+0.00546078j -0.003732-0.0055465j 0.000745367+0.00605563j -0.00786932-0.0065308j -0.00631507+0.00835248j 0.000169074+0.00282779j -0.0116677+0.0042812j 0.00960437+0.00603301j -0.0110319-0.0184376j 0.00389974-0.000639573j -0.00989998-0.00205984j 0.01252-0.00347812j -0.0014447+0.00815783j -0.00127724-0.00244195j -0.00856023+0.00497125j 0.00269586-0.00880178j -0.0012283+0.00176807j 0.0107954-0.00121033j -0.00731374-8.07434e-05j 0.00517063-0.00407816j 0.00584346-0.00092957j 0.00276506+0.00220828j 0.00266822-0.00208444j 0.00172709-0.000365794j 0.0111812-0.00170763j 0.00132274-0.00532407j 
