0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
-0.00926903+0.0191427j -0.0109679+0.0087027j 0.00642636-0.002111j -0.0100244+0.0283447j 0.113577-0.0147634j 0.0495562+0.0229893j -0.049046-0.0793796j -0.0721496-0.0198245j 0.0488522-0.04503j -0.0547023-0.0172212j 0.0179772+0.0128891j 0.0656634+0.0244319j 0.00388646+0.0282014j 0.0588417+0.0164622j 0.0368477+0.00178438j 0.0377664-0.0301466j -0.0592123+0.0241974j -0.00655175-0.0277148j -0.0118829+0.0287998j 0.0612545-0.0689601j -0.00425691+0.0163899j -0.0568311-0.0310689j 0.01076-0.0222049j 0.138409-0.0510075j -0.0598597-0.0153369j 0.0152536+0.0232537j -0.00125107-0.108256j 0.0765607+0.00701577j 0.0487533-0.0362293j 0.055965+0.0187181j -0.084362+0.0313292j -0.00560103+0.0597081j 0.0997938+0.00263567j -0.00464379-0.0233779j 0.126065+0.058199j -0.0504029+0.0708649j -0.000456922-0.0490203j 0.00864629-0.0549806j -0.0240059-0.0285775j -0.000105769+0.00681093j 0.0282103-0.032589j 0.00980563-0.00104385j 0.00325537-0.00517427j -0.0177224+0.0208853j -0.0249558-0.0298897j -0.0344467-0.00816073j 0.0135745-0.00140148j -0.023633+0.0331816j 0.00745617+0.00206992j 0.0258812-0.00620377j -0.012985+0.0194118j 0.0194332-0.0345278j 0.00344647-0.031315j -0.0370595-0.036764j -0.0141489-0.000108135j -0.0121835-0.0022688j 0.00282289+0.0132921j -0.00856532+0.00291299j -0.0137917-0.000567943j 0.0342721+0.0137096j -0.0306588-0.0172411j -0.0255581-0.00754713j 0.0101677-0.0179025j -0.0020843+0.00737184j 0.0101121-0.01781j -0.000225634-0.0240047j 0.00970357+0.0155532j -0.00552962+0.00603415j -0.00431575-0.015272j 0.00933712-0.0196612j 0.0175311-0.00642075j 0.00378769-0.0024293j -0.00241136+0.00583657j 0.0156243-0.00234363j -0.0207647+0.038053j 0.000702433+0.00653665j -0.00876315+0.0154429j 0.00120193-0.00927552j 0.00889826+0.00797752j 0.0242483-0.0281395j -0.00107413+0.0258133j 0.0115056-0.0193439j 0.0114911+0.00254493j 0.0232321+0.0158657j -0.0551488+0.0126895j 0.0270503+0.000945739j 0.0683155+0.00446002j 0.00843437-0.00188824j 0.00634699+0.000390823j -0.0123764-0.0130961j -0.0278871+0.0161953j -0.0035298-0.00502076j 0.0406289+0.00894452j -0.00908596+0.00896627j -0.00948202+0.00682873j 
0.0565473-0.034796j -0.00258216-0.00365863j 0.0259963-0.00514023j -0.00414362+0.00156407j 0.025723-0.0625216j 0.0304719-0.037803j -0.000857765+0.0326195j -0.0349326-0.00714725j 0.00810515-0.0399463j 0.00333754-0.0054962j -0.0156798+0.0215253j 0.0134586+0.0105068j -0.0184511-0.0290004j -0.0307258-0.00610012j 0.0118517+0.0201393j -0.0226135+0.00846148j -0.00586436-0.000942065j 0.0273128+0.001329j 0.0402952-0.0154501j 0.00277811-0.00917272j 0.0371077-0.0660241j -0.0795149+0.0775692j -0.0594626+0.0459958j 0.0836939-0.0608131j -0.0392582-0.0163128j -0.00166587+0.0871446j -0.058097+0.0614537j 0.107613+0.00676816j 0.136203+0.000783381j 0.0487542+0.0186862j -0.00648695-0.0565659j -0.0236046-0.0534233j 0.0299152+0.0442751j -0.0153024-0.0177137j 0.0785413+0.000966478j 0.0371518-0.0560095j 0.0132948+0.0198829j -0.0873788+0.107138j -0.0214183+0.0599201j 0.0284567-0.035236j 0.0489989-0.030817j -0.0155113-0.007347j -0.0155618+0.00693923j 0.00913142-0.00543082j -0.0149792+0.0331603j -0.00818656-0.00302768j 0.0340792-0.00837597j 0.00613506-0.0198934j -0.003688-0.0153731j 0.0312345-0.0217445j 0.0121756+0.00145597j -0.0111483+0.017767j -0.0310963+0.0281182j -0.0433895+0.0320641j -0.00555015+0.020766j 0.005479-0.0175998j -0.0178825-0.0135393j 0.0188766-0.00282505j 0.0187639-0.0316582j 0.0073517-0.00311381j -0.0248323+0.00496938j -0.0198957+0.0174212j 0.00594986-0.0129945j -0.0173805+0.034525j -0.00160636+0.0173674j -0.0215479+0.032179j 0.00969749-0.0129526j -0.0058918+0.000307215j -0.00256444-0.00367663j -0.00156468-0.000917981j 0.0106314+8.49952e-05j -0.00115753-0.00255475j 0.0132227-0.032891j 0.0114458+0.000300832j 0.0102112-0.00180472j 0.0075371-0.00622469j -0.000611034-0.0165696j 0.00302407-0.00845307j -0.00447298+0.0125097j 0.0102697-0.0145283j 0.013857-0.0375007j -0.00588429+0.0357526j 0.0166344-0.0161957j 0.0192955+0.0050916j -0.0172804-0.0115554j 0.024694-0.00173823j 0.0519351+0.00636365j 0.0108827-0.00122526j 0.00954398-0.000782547j -0.0695041+0.0765437j -0.00328438-0.045958j -0.0227837+0.0111399j 0.0224929-0.00763742j 0.0241074-0.0331616j 0.00912938-0.0120666j 
-0.0260391+0.00392727j 0.00951638+0.011971j -0.020406+0.000776353j 0.0154078+0.0110604j -0.0314323-0.0226276j -0.00962451-0.0352705j 0.0564362+0.00560986j 0.00541978+0.0552981j 0.0352103-0.0293885j 0.040685-0.00362584j -0.0238595-0.01741j 0.00333578+0.00430598j -0.00543525-0.00173524j 0.00386354+0.0127173j 0.0237086-0.00722774j 0.00176911+0.0246631j 0.0251009-0.0551927j -0.0286973+0.00123208j 0.0371032-0.0199863j -0.0686955+0.048999j -0.0404212+0.0243994j 0.0183486+0.020123j 0.0444063+0.00349139j -0.0532675-0.0571466j 0.0462852-0.144388j -0.00380664+0.198561j 0.0208014-0.112617j 0.030285-0.0577877j -0.00694069+0.0264599j 0.0116466+0.0422887j 0.00878778+0.0305376j -0.0203799-0.0149367j -0.0258945+0.0346774j -0.00599265-0.0300238j 0.00129715-0.0299518j 0.0255203-0.0228771j 0.0103732-0.0373609j 0.0286272-0.00932105j -0.0136589+0.0708707j -0.00455235+0.0171933j -0.00387303+0.0269561j -0.00436882+0.0161689j -0.0214023+0.0399259j -0.00244504+0.0419806j 0.0140298+0.00828419j 0.0170889+0.0209215j -0.0199346+0.0210722j 0.00748413-0.0485057j 0.00356864-0.00925006j -0.0191675+0.023602j 0.0110268-0.0526827j 0.0135389+0.00291113j 0.00956808+0.0168951j 0.01198+0.0253755j 0.000262781+0.0204799j 0.00203305+0.00897137j 0.0259299-0.00674594j -0.000327274-0.00853332j 0.00908449-0.0110839j -0.00920526-0.00483764j -0.00301088+0.0149618j 0.00687902+0.00366154j 0.0152116-0.0301342j 0.0117333-0.0183399j -0.00356732+0.00449458j 0.00214197-0.0156497j -0.0128092+0.0259888j -0.017229-0.00346633j 0.00907492-0.00157785j 0.00456932-0.0132302j -0.00898532-0.00126188j 0.00368737+0.00355743j -0.00403941+0.00819404j -0.00379389+0.000966729j -0.000930769-0.00155396j 0.0122627-0.0119606j -0.00202182+0.00479002j 0.0019473+0.00955053j 0.00565705-0.0130982j -0.0129745+0.0110942j -0.00859792+0.0111961j 0.00539573-0.00909419j -0.00714797+0.0106916j -0.00414436-0.00436906j 0.00377966+0.00301453j -0.0206842+0.0119547j -0.0166716+0.00130424j 0.00193914+0.00623596j -0.00448576+0.00517452j 0.00705972-0.00482819j 0.000605923+0.00757257j 0.00641642+0.00357676j -0.00671888+0.00526481j 0.00086682-0.000270809j 0.00607136+0.00182761j 
-0.00422467+0.000836872j 0.0625874-0.00770454j -0.0317155-0.0394319j -0.0140724+0.0201422j -0.105386-0.121624j -0.0118734-0.00047374j 0.0450026-0.00973201j 0.0710127-0.00916098j 0.0135673-0.0337691j 0.0265807+0.0132954j -0.076148-0.0383183j -0.00203553-0.00251971j -0.142128+0.0168334j -0.0367358-0.00139674j 0.00805835+0.0085607j -0.0589995+0.000299141j -0.00994414+0.0182048j 0.0212536-0.0488749j 0.0473162+0.0143024j -0.115292-0.0129742j 0.0523629+0.0516146j 0.0110088-0.0199047j 0.0417324+0.0627265j -0.038585-0.0554344j -0.109502+0.0634343j -0.0625026-0.0611804j 0.0522466-0.125196j -0.0232133-0.0132197j -0.0584502-0.0450672j -0.0719308-0.0297579j 0.0624741+0.0189042j 0.0998022+0.0196285j -0.0391498+0.00713949j 0.0288935+0.00268731j -0.0592086-0.000974434j 0.00072803+0.038996j -0.0182937+0.0109537j -0.125885+0.00631067j 0.0215558-0.0122618j 0.0468572-0.0217541j 0.00889096+0.0256675j -0.0117372-0.0125557j 0.0030536+0.00294101j 0.0153907+0.0334376j 0.0170156+0.0317076j 0.0401143-0.0323246j -0.0192425-0.011767j 0.0200439+0.0139138j 0.00565841+0.00891494j -0.00952994+0.00118847j -0.00602582+0.0221263j -0.00203061+0.00731343j 0.0244408+0.0177526j 0.0585851-0.0397127j 0.0403191+0.00183209j 0.0242766-0.00954667j -0.0114028-0.010312j 0.0104397-0.0219436j -0.0104978+0.00286412j -0.0422398-0.0209753j -0.0148245+0.016879j 0.0213544+0.00560749j 0.0396217-0.0435741j 0.00397825+0.0151551j 0.00227728-0.0010433j 0.000656782+0.000763109j 0.00145487-0.00232638j -0.00192421+0.0120579j 0.012937+0.00603818j 0.0281593-0.0167933j -0.0141244-0.00278507j -0.0160996-0.00369485j 0.00684271-0.0130196j -0.00880093+0.00450112j -0.00124457+0.00856433j 0.000421753-0.0231733j -0.0125439+0.0132981j 0.0157381-0.0101653j -0.00516853-9.94055e-05j 0.000224881-0.0112536j 0.0120097-0.0399191j 0.0239284+0.0102577j 0.0283352+0.00283108j 0.000555269-0.0210904j -0.00275715-0.0180795j 0.00203399+0.00909813j -0.0149306+0.0140757j 0.00627701+0.00252604j 0.00308996+0.00870542j -0.0176328+0.0441853j -0.0185442-0.0424398j -0.00605791+0.0147463j -0.048091-0.0113387j 0.0268249-0.0110567j 0.0013414+0.00577498j 
0.00663602-0.00612964j -0.0168575-0.0100928j -0.0178456+0.0292259j -0.0251985-0.0133884j -0.0372371+0.0758442j -0.0916348+0.0272737j 0.0595552+0.0523971j 0.00504295+0.00172434j 0.0226811+0.0481792j 0.00676282-0.00757687j -0.0980181-0.000323415j -0.000566622-0.0221963j -0.0673146+0.0153859j -0.0330595-0.0245488j 0.0104914-0.0187143j -0.0260114+0.0213982j -0.00168168+0.0121475j 0.000411031+0.0376939j 0.0149942-0.0228302j -0.0361985+0.0243897j -0.0391805+0.101205j -0.0356401-0.0556204j 0.00486237+0.0117718j -0.0153415-0.0256744j 0.0452036+0.0832943j 0.0138262+0.0524887j -0.021622-0.0509431j 0.0462478-0.0726411j 0.0166689+0.0376829j -0.0198661-0.0203759j -0.0122595+0.0433832j 0.0141331-0.0361131j -0.0412209-0.00656733j -0.0178416-0.0208006j -0.0247312+0.0312613j -0.0180188-0.0484711j 0.0422671+0.0643272j -0.0462239+0.106069j 0.0220577-0.0547103j -0.026108+0.0458239j 0.0127661-0.000489754j -0.0183505+0.0065947j 0.00647578+0.017151j 0.0229955-0.00941219j 0.00865501+0.0196737j 0.00998375+0.0432296j -0.0257683+0.0217262j 0.00276753-0.0102269j 0.00317962+0.0263975j 0.00248145+0.011222j -0.00403134+0.0585585j -0.00226407+0.0532585j 0.00810286+0.0257082j 0.0242495+0.0701038j 0.0200745+0.00731949j 0.000497669+0.0111414j 0.00296534+0.00539253j -0.00893609-0.0215614j 0.0282035-0.0167104j 0.000757891+0.0738933j 0.00168488+0.00860604j 0.000999511-0.0170019j 0.00918078+0.00535391j -0.00495301-0.0194735j -0.00124316-0.0167655j -0.00338325-0.0286324j -0.0117744+0.0258441j -0.00143512-0.0120731j -0.00504727-0.0172995j 0.016647+0.00971978j 0.0114465+0.0212491j -0.00820722-0.00377052j -0.010692-0.0048792j -0.00530698+0.00938476j 0.00216513+0.0173791j 0.00600167+0.00869666j -0.00527632-0.00723562j 0.00653722-0.00614283j -0.00718182-0.00776368j -0.00722917-0.0143083j -0.00246925-0.00496368j 0.00831079-0.00382334j 0.000640357-0.0350724j 0.00290401+0.0183964j 0.0325247+0.0162457j 0.0119773-0.0173119j -0.030536-0.0256215j -0.00177212+0.00292957j 0.00152108-0.00920664j -0.0108252+0.00600087j 0.0193707-0.030846j 0.0319191-0.0261806j 0.011637-0.00719545j 0.00579518+0.00156085j 0.013452-0.00940273j 
0.00791423+0.0715391j -0.0238033+0.0041879j 0.000452212+0.0290565j -0.00302142-0.00474468j 0.00666567+0.119392j 0.0803508-0.00372437j 0.0245662-0.00460535j 0.0442539-0.00945737j -0.00483535-0.00269142j -0.0616586+0.0166324j 0.0351842+0.0184967j -0.00640711-0.0492949j -0.00805264+0.0366638j -0.00540307-0.0686804j -0.00492619+0.0242464j -0.0218256+0.0237852j -0.012934+0.0600713j 0.00466421-0.0251664j 0.00518254+0.0210873j -0.0275624+0.0579086j -0.023602+0.0802356j 0.000234658-0.0208376j -0.0866012-0.00335822j 0.058558+0.00998711j -0.128835-0.0803137j -0.06159+0.00482383j -0.0712224-0.0269859j 0.101777+0.0508573j -0.0556234-0.0951193j -0.0437591-0.0155219j -0.00683086+0.0203482j 0.00231824+0.0346896j 0.0370872+0.0355897j 0.00641378-0.0201281j 0.0148332-0.0784198j -0.0444165-0.054845j 0.048176+0.0119459j -0.00679543-0.111999j 0.0187174-0.00651813j -0.020194-0.00887201j -0.0194284-0.0398007j -0.0233401-0.00802713j -0.00772955-0.0159874j -0.0315966-0.0611809j -0.0160298-0.00251734j 0.00428938+0.00491613j 0.00480351-0.0149603j 0.00172177+0.0206851j -0.0225574-0.0272806j 0.0113355-0.0176588j -0.0128849-0.0234664j -0.000744621+0.0133758j -0.0267391-0.019826j 0.000870279+0.0136605j -0.0260652-0.0352439j 0.0178194-0.0190454j -0.0498151-0.0539188j 0.0341851-0.00024553j -0.0234607+0.0252143j -0.0114423-0.0761795j 0.00455669+0.0342543j 0.011033+0.0391423j 0.00947494-0.0357869j -0.0194076+0.00440365j 0.00929867+0.00747063j 0.0243813+0.0194856j -0.0275674-0.0246226j 0.016352+0.0102923j 0.0126376+0.00236669j -0.00224676-0.0126729j -0.0044546-0.031687j 0.00501417+0.00539824j -0.000944263-0.00582664j -0.0142654-0.0205362j -0.0146113+0.00945428j -0.00200072-0.00328658j -0.00494968-0.00671688j 0.00525855-0.0203097j -0.00953098+0.0265874j -0.00521692-0.0070746j -0.00700599+0.0229435j 0.00140245+0.00967319j 0.0410081+0.0284748j -0.027976-0.0195912j -0.00652795-0.0011496j -0.00360269+0.011935j 0.0553171+0.0292225j -0.0020178-0.00112486j 0.00762655+0.000231547j 0.0113252-0.00489283j 0.00588543+0.0155154j -0.0448337-0.0384446j -0.0473391-0.0238893j -0.013697+0.00343627j -0.00129807+0.00464087j 
-0.0536155-0.0671674j 0.00461214+0.0498949j -0.0250011-0.0443566j 0.0121894-0.0225831j -0.137385-0.110822j -0.00410213-0.00903153j 0.0201398+0.0581114j -0.0221106-0.0349702j -0.0527411+0.016574j -0.0717041-0.00926512j 0.00673316+0.0109581j 0.0375185+0.0203732j 0.0319464-0.0444865j 0.0868218+0.0256497j -0.0365647+0.00585405j -0.0203019-0.00913203j -0.06516-0.0637365j -0.0292718-0.0310173j -0.0129137+0.00260647j -0.066032-0.0681812j 0.00384565+0.0259271j 0.107776+0.127072j 0.073578+0.101523j -0.0784115-0.0614491j 0.0188184-0.0661382j -0.0536071-0.00985038j -0.0235094+0.027713j 0.0948582+0.0338209j -0.0165545+0.0055741j 0.0101542+0.00355917j 0.0665567+0.0243829j -0.0907329-0.00566183j 0.0298603-0.00783395j 0.0150456+0.0391578j -0.0314621-0.0491395j 0.0159125-0.00412832j 0.019673-0.0142869j 0.0161328-0.119347j 0.00724848+0.0260926j -0.00975054+0.0658884j -0.0107177-0.0107546j -0.00124145-0.0184667j -0.0120763-0.000730672j -0.0153679-0.0226532j 0.000890956+0.00689894j -0.00764619+0.0281624j -0.000171126+0.00863184j 0.0193289+0.0110307j 0.00419847-0.0111136j -0.011834-0.00817071j 0.0248054-0.00959501j 0.000406719+0.0067738j -0.00382078+0.0300907j -0.00837531+0.0206807j -0.0361608+0.0136887j -0.00435621-0.0145198j -0.0171962-0.00507966j -0.00194209-0.0157263j 0.0016119+0.0211013j 0.0137265-0.00357017j 0.00684051+0.0193808j 0.00179788+0.0231099j -0.00553389+0.022747j -0.0198718-0.0298356j 0.00790719-0.000254343j 0.00587988+0.00738122j -0.0189906-0.0145385j 0.0145319+0.0146233j 0.0111621+0.0114832j -0.0130075+0.00165732j 0.00170662-0.0170687j 0.0185678+0.0223161j 0.00531267+0.0219536j -0.0010858-0.00773376j -0.0156111-0.0238528j -0.0114312-0.00712337j 0.00449532+0.000818579j -0.00124299-0.0100716j 0.00692597-0.00141431j -0.00631774+0.0207618j -0.0172567-0.00497817j -0.00455893-0.0137371j 0.00548117+0.0192202j -0.0305571-0.00234175j 0.00616202-0.0180527j -0.0122931+0.00418749j 0.0142987+0.00843173j -0.000716039+0.00640498j 0.00596384+0.00225905j 0.0228345-0.0321232j -0.00725683-0.00238615j -0.00605798-0.00174269j -0.00334004-0.00536695j -0.00861749+0.0193342j -0.0067792-0.00906368j 
-0.0036716+0.0280711j 0.0456021-0.0323977j 0.00559176+0.000680156j 0.0141357-0.00460978j 0.0133714+0.011122j -0.0426675+0.0131189j -0.000325355+0.00485665j -0.0197031+0.031563j 0.0288795+0.00732229j 0.0287556+0.00629658j -0.0473661+0.035062j -0.000799697-0.0131697j 0.0369899-0.0530078j 0.0475105-0.0438421j -0.0278711+0.00574015j 0.01255-0.0097562j -0.0614112+0.0138257j 0.010426+0.0247054j 0.0414345-0.0230986j -0.022866+0.00970659j 0.0519151-0.0149454j -0.0165116+0.106692j 0.0205339-0.0683491j -0.0356368+0.100886j -0.0340765-0.0346731j -0.0300109-0.0319691j 0.0793532+0.0418894j 0.0782871-0.0321531j 0.0226374+0.078324j -0.0132349+0.048312j 0.113862-0.00801664j -0.0585484-0.0267783j 0.0390453-0.0465912j -0.0165368-0.00066768j -0.0696698+0.0793361j 0.00928172+0.0129685j -0.0829814+0.1104j 0.00787485-0.0557503j -0.0401567+0.0425053j 0.0422433-0.0805782j -0.0327787+0.0384935j 0.0340604-0.0615155j -0.00327685+0.012393j -0.0398199+0.0330453j 0.00188499-0.0125228j 0.0153198+0.00867859j 0.00283267+0.0121263j 0.0129352-0.0252589j 0.0100307-0.0310209j -0.0121663+0.0146142j 0.00296901-0.00508899j 0.0181639-0.0226914j -0.0148991-0.0226598j -0.00115328-0.0229627j -0.0462419+0.00612009j 0.0228774-0.00845026j -0.00384572+0.0122498j 0.0107103+0.0338821j 0.00812174-0.0406781j 0.000487802+0.00624668j -0.0129456-0.00154003j -0.00739766+0.00147761j 0.010341-0.00599125j -0.0132885-0.00758483j -0.000805248+0.00741115j 0.00897558-0.0137488j -0.00480438+0.0113833j 0.00819594+0.000513586j 0.0100835-0.00697323j -0.00316-0.0166697j 0.00904746+0.0070409j 0.00332866-0.0107811j -0.00895201+0.0154946j -0.00650177+0.00291278j -0.00181394+0.0134984j 0.00757385-0.00515279j -0.00901433+0.0251571j 0.00330203+0.0180399j 0.0108542-0.0438833j 0.000861266-0.00709064j -0.002278-0.0254305j 0.0252995-0.0196315j -0.0217203+0.000962545j -0.00853567-0.0150181j 0.0316254-0.0100528j -0.00695344+0.014831j -0.0281636+0.0111452j 0.000816621-0.00552443j -0.00231422+0.0128141j 0.0193055+0.00541297j -0.043837+0.0487987j -0.0226726+0.0701611j 0.0169738+0.0203156j 0.00650619-0.00251393j -0.00788647+0.0262071j 
-0.00617156+0.00340561j 0.0288702-0.00745957j -0.00513093+0.00573779j -0.000131945+0.0292522j 0.00404064-0.0550364j -0.000797212-0.0256115j -0.0547102-0.0406453j 0.0410003-0.0256905j -0.0408905+0.0223797j -0.059128+0.0278159j 0.031763-0.0425947j 0.0186035-0.0018248j 0.0338916+0.0326924j 0.0767935+0.0189472j -0.0608974+0.00510846j -0.0340908+0.0338249j -0.0382927-0.0205909j -0.0663109-0.00507432j 0.0372707-0.0144426j -0.0742448+0.0478109j 0.0296661+0.0527226j 0.0721256+0.0280194j 0.0695701-0.0200656j -0.0046799+0.0542013j -0.03206+0.0642996j -0.0597129-0.0728413j 0.019808-0.0354698j 0.0859801-0.013286j 0.026684+0.00172669j 0.0146007+0.00505717j 0.117181-0.00334297j -0.220468+0.0206017j 0.0740314-0.0179155j -0.00864494-0.0195647j 0.0716451+0.00400411j -0.0180925+0.0509675j 0.0625944-0.0992932j -0.0544079+0.0523836j 0.0209267-0.0574828j -0.0678249+0.00717845j 0.0170076+0.00637215j 0.00207658+0.0139267j 0.00575133+0.00416469j -0.00503176+0.00373468j -0.00435079-0.00525186j -0.0480615-0.0197374j 0.00980365+0.0271304j 0.0555526-0.0439441j 0.0108286-0.00832146j -0.0273761+0.0248266j 0.0600761-0.0225092j -0.0127531+0.0252649j -0.0372994+0.0073562j -0.0605155-0.0571694j -0.04278-0.0388092j -0.00253028+0.01634j -0.00214847+0.0038612j 0.0136245-0.0258403j 0.0261694+0.0138416j -0.0244775+0.0193646j -0.056022+0.0274627j -0.0335914+0.00637113j -0.0214483-0.0159675j -0.000890109+0.0246147j 0.00978861-0.000373057j -0.00761137-0.00467718j 0.00575953+0.00820184j -0.0209938-0.00833288j -0.0080314-0.0122443j 0.00101469+0.00432335j 0.0163127-0.00959741j 0.000385614+0.00090137j -0.000277923-0.000711876j 0.0222899+0.00503647j 0.00787046+0.00123967j 0.0207902+0.00744269j -0.0159256-0.0187516j 0.0101013-0.0058917j -0.0125118+0.00896196j -0.0112424+0.0113615j -0.00637633+0.0142827j 0.018223+0.0133155j -0.00863994-0.0136188j -0.0555919+0.00828823j 0.00574801+0.0185519j 0.00328296-0.00868466j 0.0225837-0.00815432j 0.00345607+0.00055412j 0.0229026-0.007621j -0.0109337-0.00128086j 0.031866-0.0425517j 0.00181233-0.0647249j 0.00660159-0.00819329j -0.0127233-5.13419e-05j 0.00936937-0.0152846j 
0.0118144-0.00550676j 0.0185092-0.000842641j 0.023634-0.00324397j 0.0132331-0.023463j 0.00115837+0.0239379j -0.0500532+0.0435597j -0.0699974+0.0293379j -0.105582+0.0347694j 0.0184039-0.00590871j -0.0859694-0.0149857j 0.0372227-0.031031j 0.0282709-0.00778494j 0.0889654+0.026269j 0.0278742+0.0287348j 0.00588864-0.0149359j 0.0489107+0.0203647j 0.00777903-0.0173071j 0.00356058-0.00923442j 0.00434244+0.03313j 0.0347732+0.0248256j 0.101638+0.0437239j 0.025768-0.127652j 0.0159256+0.0603292j -0.0117103-0.0188108j 0.0171052+0.047764j 0.0268043-0.0256843j 0.0945022-0.0772191j 0.105944-0.0250627j 0.0334024-0.0294572j 0.119902-0.0504472j 0.0629294+0.0261406j -0.0353247-0.021547j 0.0672786+0.0355462j -0.0304855-0.00944599j -0.0128686+0.00122747j 0.0250099-0.0538388j -0.0990089+0.058958j 0.000637636+0.0614951j -0.0504774-0.018256j 0.0182224+0.00983478j -0.0354525+0.0439706j -0.0127649+0.00719404j -0.00693645+0.0158046j -0.0535178+0.00383212j -0.000368769-0.0148437j -0.00213229-0.0148898j 0.0175242-0.0175701j 0.0158987+0.0556086j -0.0253165+0.0565817j -0.0084691+0.00501226j 0.0316271+0.0336894j 0.0140528+0.0325031j -0.0299251-0.00218158j -0.0415031+0.0717259j -0.0786266+0.00798666j -0.0180552-0.0177448j -0.00573045+0.00504074j -0.00368001+0.0235486j -0.00136513+0.00481129j 0.0195546-0.00807586j -0.00609794-0.0232582j -0.0030219-0.0238218j 0.00636174-0.00203892j -0.00491089-0.0211879j 0.00486433-0.00837956j -0.00666012-0.00665644j 0.0194355-0.0111011j -0.00910601+0.022254j -0.0230739+0.0114148j 0.000384145+0.00251201j 0.0137063+0.033564j 0.00208806-0.0102566j -0.00460078-0.00899173j 0.00696109+0.00171859j 0.00431147-0.0182274j 0.00462917-0.0163143j -0.00704226+0.022617j -0.0163693+0.0321822j 0.0132131-0.0378573j 0.00199378+0.012951j 0.0116913-0.038852j -0.0026857-0.0140875j -0.0235564-0.00176605j 0.00877625-0.0118522j 0.00768498-0.0158044j 0.0028296+0.0132081j 0.0197038+0.000797668j 0.00813026-0.000766447j 0.00483311+0.00918145j -0.0190321+0.00483809j -0.0167314+0.0339828j 0.00310188+0.055894j 0.014968+0.0199526j 0.00637041-0.0109086j -0.0430681+0.0153691j 
