-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
0.00225531+0.00369439j 0.00036982+0.0104578j 0.00771085+0.00923206j -0.00281047+0.00433706j -0.008107+0.00149013j -9.04568e-05-0.00626606j -0.000510756-0.00530522j -0.0052856-0.00783479j -0.00136873+0.000728892j 0.00448403+0.01091j -0.00144349-0.00225578j 0.00749039+0.000184149j -0.00022025-0.00315257j -0.00104417-0.000302686j -0.0158938-0.00579074j -0.00385978+0.019901j 0.00446925+0.000442727j -0.00879068+0.00634556j 0.012699+0.00584219j -0.0074222+0.0183771j -0.0209928-0.0214667j -0.00249215+0.00555263j -0.00343981+0.00250029j -8.01927e-05+0.00155123j 0.00349784+0.00169015j -0.00892014-0.00265386j -0.00338163+0.00226391j 0.00929981+0.00187563j -0.00894647-0.00219203j 0.00127072+0.00266383j 0.00485012+0.00393583j -0.00728708+0.000442733j -0.00169321+0.00845815j 0.00151941-0.0028286j -0.000170591+0.00900619j 0.00124824-0.0014505j 0.00869167+0.0057824j -0.00981205+0.00508777j 0.0158761-0.00319354j -0.00355386+0.00424238j 0.0104051+0.00566025j -0.00259511+0.00852065j -0.00368613+0.0101735j -0.00149216-0.0106135j 0.00942315-0.00634778j 0.0102352+0.0160685j -0.0132796-0.00175283j -0.0110837-0.000120928j -0.0322365+0.0135366j -0.00811129+0.000711754j -0.0136085-0.00501853j -0.00757083+0.0109453j 0.00236651-0.0142909j -0.00223529+0.00560104j 0.00128935-0.00533959j -0.000767814-0.00142016j -0.00614573+0.0032026j 0.00528911-0.014806j -0.0123851-0.00520852j -0.0132002+0.000546326j 0.00381049+0.00248976j 0.00557256-0.00375456j -0.00188419-0.000694274j 0.004247+0.00152665j 0.0200611+0.00594557j -0.00163407-0.00352171j -0.00365216+0.0104996j 0.00453949-0.000671368j 0.00206058-0.00435544j 
0.00230992+0.00093717j -0.00139466+0.00463321j 0.00489764-0.000108009j 0.00639058-0.00193364j 0.000254346+0.00344718j -0.00511023-0.00265453j 0.00218498-0.00196908j -0.00159927-0.00169034j -0.00640475+0.00134357j 0.00392643+0.00598319j -0.00220402-0.00346081j 0.00681848-0.00657941j -0.000340645+0.00191072j 0.00182048+0.00225168j 0.0145327+0.000220918j -0.00600097+0.0113311j 0.00556676-0.00184956j -0.00486338-0.00346949j -0.0146539-0.00207868j -0.00226275+0.00607726j 0.00368961+0.00207467j -0.00664181-0.00448563j 0.00429657-0.00433855j -0.000802726-0.00642647j 0.00456686+0.00918544j -0.00394924-0.00447558j 5.49137e-05+0.00406038j -0.00523482-7.49719e-05j 0.00171572-0.00037766j 0.00134955-0.00262067j -0.000773895+0.00605267j 0.0018618+0.00118325j 0.00394353-0.00246211j 0.00218401+0.00160797j -0.00547159+0.00228262j -0.000191094+1.86291e-05j -0.012862+0.00237583j 0.00262191+0.00607253j 0.00337796-0.00710598j -1.6208e-05+0.013535j -0.00920873-0.00301253j -0.00423374+0.00420354j -0.00754913-0.00673722j 0.0115552-0.00618669j 0.00353601-0.0135718j 0.00843882-0.00269079j -0.00794158+0.0134153j -0.00393892+0.00230998j 0.0156336+0.00531811j -0.00711056+0.00034562j -0.00677829-0.00068194j 0.000520284-0.0044966j 0.00198817+0.00322229j 0.00528062+0.00323193j 0.0050317-0.0120198j 0.00554836-0.00162015j 0.00539258-0.00786087j -0.00892923-0.00633911j -0.0058537-0.00408747j -0.0133008-0.0063704j 0.0116457+0.00242996j -0.0205795+0.00593984j -0.0218274-0.00642797j -0.0188011+0.00633783j 0.00288072+0.00545401j -0.00126375-0.00431437j -0.0211395-0.0256504j -0.018302-0.0141358j -0.0035454+0.0203601j 
0.000119943-0.00299325j 0.00497193-0.00137159j -0.00220875+0.00300953j -0.000854301-0.00253686j 5.73101e-05+0.000750615j 0.000255454-0.00327055j 0.00512499+0.00191243j 0.00116771+0.00173188j 0.00366706-0.00292223j 0.00360412+0.000221699j 0.00426827+0.000502741j -7.73088e-05+0.00483991j 0.00225938-0.00473671j 0.00281086-0.00192887j 0.000270869-0.00223057j 0.000276548-0.00265558j 0.0089361+0.00145847j -0.00325-0.00341958j 0.00626816-0.000400681j 0.00501508-0.0102193j -0.000537478+0.00574786j 0.000557668-0.00125733j 0.000887837+2.87435e-05j -0.00289546-0.000853171j -0.00563938+0.00225294j 0.00610491+0.00478687j 0.0049335+0.00287534j 0.00237261-0.00422542j 0.00147383+0.00101339j 0.00141197+0.00544013j -0.000117431-0.00466418j -0.00274814-0.000363974j -0.00489173-0.00235177j 0.00530513-0.00166712j -0.00122396-0.00330493j 0.00301181-0.000284266j 0.00452528+0.00203559j 0.00161088-0.00574304j 0.00195764+0.00344572j 0.00650969-0.00781226j 0.0035521-0.000980432j 0.000985658-0.0111891j -0.00284095+0.00398626j -0.00734573+0.00277091j 0.00269019+0.00691928j -0.0150577-0.0105572j -0.00507456-0.00705957j -0.00706778+0.00824155j 0.000407489-0.00931073j 0.00626419+0.00044765j 0.00367993-0.00448338j 0.00133382+0.00623562j -0.008506-0.0088725j -0.00332204+7.83248e-05j -0.00858049-0.00681864j 0.00240499+0.00564893j -0.0134477-0.00386966j 0.00118159+0.0129068j -0.00351153+0.00145938j 0.00512216+0.00414377j -0.0108428+0.00840657j -0.00244889+0.00389492j 0.00154855+0.0121524j 0.00916535-0.0134591j -0.00509627+0.000320163j 0.00695678+0.0127963j 0.00757085+0.00885153j 0.00719599+0.00579151j 0.0122158+0.00190553j 
0.00306972+0.00497686j -0.00525506-3.91903e-05j 0.00680938-0.000648756j -0.00305524+0.00116498j 0.00541695+0.000302658j 0.00244637+0.00222078j -0.000543229+0.000738596j -0.00543265-0.00401948j -0.00414483+0.000448284j 0.00223642+0.00221672j -0.00274518-0.00447929j 0.000303298+0.00192325j -0.00395321+0.00502138j -0.00240029-3.93038e-05j -0.00293503+0.00754591j 0.0116008-0.00604618j -0.00339588+0.0038927j 0.00550104-0.00934824j 0.0100198-0.0103994j 0.00434611-0.00104385j -0.00858078-0.00345331j 0.00138158-0.00131007j -0.0059789+0.00104802j -0.00840783-0.00398076j -0.0115069+0.00586421j 0.00365591-0.00884919j -0.00220094+0.00212447j -0.00155373-0.00864234j 0.00174868-0.000462825j -0.00457671-0.00200212j 0.000567579+0.00540138j 0.00268325-0.00805958j 0.00271602+0.00532453j -0.00771176+0.000886701j 0.00858496-0.0135687j 0.00264865-0.00630428j 0.022352-0.00835408j -0.000297818-0.00538327j 0.00160427-0.00212076j -0.00290384+0.00154117j 0.0129163-0.00548917j 0.00251714+0.00316236j 0.0174797-0.00608374j -0.0107532+0.0102276j -0.00226699+0.0115369j 0.00150751+0.00731782j -0.0186729-0.00520997j -0.00151113-0.00711074j -0.0197355-0.0123026j 0.00752918+0.0031276j -0.001019-0.00567313j -0.00435717-0.0027528j 0.0120053+0.00251577j 0.00410169+0.00588159j 0.0108158+0.00388414j -0.000589868-0.000132176j 0.0136515-0.0013857j -0.00453306+0.00168785j -0.000732389-0.00243512j -0.00485598+0.00240671j 0.00528751-0.00263811j 0.011303-0.00650507j -0.0231408-0.00866191j 0.0166259-0.0129097j -5.44596e-06-0.0089476j -0.0032403-0.00130531j -0.0269437+0.0189949j -0.00391055-0.000181583j 0.00296035-0.0193688j 
0.00476534-0.00432291j -0.000981119+0.00369595j 0.00534882-0.00204796j 0.0165206-0.0047678j 0.00219854+0.00386568j 0.00270446-0.00247625j 0.00926467+0.0026383j -0.0117556+0.000951495j 0.00288977-0.00984455j -0.00120882+0.000605155j -0.000915271+0.00423713j -0.0111165-0.00761719j 0.00358433+0.000810993j -0.013898+0.00154827j 0.0054581+0.00205117j -0.00825847+0.00796497j 0.0136883+2.42388e-06j -0.00011168-0.00607579j -0.0187271-0.000793239j -0.00545148+0.00359867j 0.00660311+0.00263265j -0.00381793+0.000815731j -0.00195634-0.00683548j -0.0076267+0.00224657j -0.00787141-0.00948932j -0.00478715+0.000141858j -0.00427742-0.00943661j -0.0106272-0.00481017j 0.0014192+0.00403471j 0.000206151-0.00535633j -0.00628615+0.00446965j -0.0055694-0.010411j 0.00311497-0.00103181j -0.00905281+0.0066562j -0.000984171-0.00856153j 0.00380691-0.00190631j -0.00478354+0.00706841j -0.0119236+0.00426416j 0.0146002+0.00166307j 0.00743498+0.0190444j -0.00622463+0.00409677j -0.00395593-0.00338191j 0.00169902+0.00477248j 0.0103187+0.00143708j -0.0129333-0.0143982j -0.00175409-0.000950307j -0.000534391+0.00776281j 8.5741e-05-0.000849925j 0.0169773-0.000448049j 0.000953688-0.00281636j -0.00382313-0.0067921j -9.34291e-06-0.00173022j 0.0107576-0.00346682j -0.00156824+0.00985269j 0.0154761-0.00448284j 0.00206943-0.00479087j -0.00297342-0.0131316j -0.00379752-0.00830886j 0.00283339-9.24487e-05j 0.00222871+0.00317685j -0.00133618-0.0129429j -0.00562658+0.0129953j 0.0146117-0.00291243j -0.0209578+0.00506509j -0.00037705+8.46506e-07j -0.000454115-0.0050892j 0.00538897-0.0108603j -0.0214441-0.0133073j -0.00426951+0.00788144j 
-0.00577115+0.00920588j -0.00812132-0.00326385j -0.00214582+0.00091542j -0.00635103+0.00272165j 0.00414296-0.00157131j -0.00485345+0.000783378j -0.0140165+0.0010409j 0.00207021-0.00690841j -0.0031987+0.00662321j -0.00558252-0.00038084j -0.00282189-0.0053184j 0.00213754-0.00286719j -0.00969167+0.00623067j 0.00500469+0.00618888j -0.0027557-0.00159198j 0.00563664+0.00169506j -0.000172301+0.00421505j 0.0125247+0.00897501j 0.00342201-0.000690785j -0.0088499+0.0117064j -0.00223336-0.00787952j 0.00881189+0.0054255j 0.00380004-0.00710557j 0.000905787-0.00515119j 0.00386915-0.00848282j -0.000453653-0.0034708j 0.00186532+0.00199353j 0.00395864+0.00588593j 0.00441818-0.00195929j -0.00224295-0.00818609j -0.000348788+0.00203875j 0.00660474+0.00734546j -0.000655214+0.00315982j -0.0102952-0.000593656j -0.00275481+0.00561326j -0.00209431+0.00121907j 7.92932e-05+0.000441264j -0.0132565+0.00420054j -0.0123594-0.00538562j -0.00419991+0.00122445j 0.00731547+0.00333189j -0.00208854+0.00801144j 0.00116643-0.0107066j 0.00876393+0.00381869j 0.00325438+0.0109697j 0.003942+0.00208824j 0.00979102-0.00221418j -0.00408733-0.0120818j 0.0133041+0.0118645j -0.00078904-0.00160842j -0.00323168-0.00777156j -0.000448777+0.00323872j 0.0117361+9.21182e-05j 0.0112455-0.0054579j -0.00316832+0.00849347j 0.00290548-0.000667916j 0.00665034+0.00111621j -0.0125213-0.00351752j 0.0118395+0.000708156j -0.0106143-0.00576864j -0.0020239+0.000753794j 0.00603955-0.00381667j 0.0107697-0.00945433j -0.00100446+0.0128047j -0.00542017-0.00221206j 0.00322492-0.00451292j 0.00551154+0.00835186j 0.0124391+0.00665116j -0.0237154-0.0138872j 
0.00104907+0.00512986j -0.00318186-0.00268355j 0.00449028-0.00389864j 0.00567687+0.00118482j 0.00331528+0.00493637j -0.000347047-0.000210921j -0.000428654+0.00769431j -0.0051016-0.00362857j -0.00284016-0.00120613j -0.00248181-6.90599e-06j -0.00318655-0.000724687j -0.0043353-0.00349202j -0.00396657+0.00806379j -0.00429268+0.000488314j 0.00173792+0.00717356j -0.00621539+0.000635162j -0.00358943-0.00297093j 0.00410356-0.00193653j -0.00670189-0.00234697j 0.00281818+0.00706632j -0.00271893+0.00773926j -0.00138996+0.0084344j -0.000155558-0.00594194j 0.00297172-0.0091823j -0.00662437+0.00516603j 0.0026908+0.00516892j -0.00417663+0.00320659j 0.00444124-0.0061281j 0.00137227+0.00156906j -0.00433959-0.00226939j -0.00236051+0.00482439j -0.00260259-0.00424618j 0.00693749+0.0100646j -0.00727855-0.000975567j 0.00047975-0.0119171j -0.00236034-0.00914388j 0.00526023-0.00184761j -0.000454254+0.00171305j 0.00876498-0.00598091j 0.00168624+0.0109502j 0.00168957-0.00210704j 0.00576909-0.0049929j -0.001403+0.00467076j 0.0042235+0.00422437j -0.0115122+0.0047202j -0.00558017+0.000881185j -0.00814229-0.00192785j 0.000144587-0.00244197j -0.00653268-0.00328351j 0.0028317+0.00516353j -0.000262493-0.00324509j 0.00399012+0.000417294j -0.000100406-0.00804968j 0.00997069-0.00166176j 0.00144994-0.00345107j 0.00674597+0.00114623j -0.00127175+0.00186234j -0.00552481-0.00118613j -0.00121309-0.00746846j -0.00721502+0.00169509j -0.0042648-0.000165662j -0.00318181-0.00884733j -0.00278931+0.000820047j -0.00248905+0.00185182j -0.00544555+0.00281561j -0.0107129-0.00239582j -0.010501+0.00243597j -0.00549425-0.00253252j 0.00056517+0.000230347j 
0.00272272-0.0036771j 0.00525956+0.000328746j -0.00463275-0.00204127j 0.00117095-0.00312388j -0.00229268+0.00116356j 0.00367472-0.0053747j 0.00209152+0.00326341j 0.00143053-0.00543535j -0.00525011+0.00159856j -0.00158967+0.00198877j -0.000895111-0.00471941j -0.00408647-0.00527779j -0.00127356+0.00710975j -0.000587549+0.00426931j -0.000464206+0.00113361j -0.0140553+0.00591394j 0.00352502-0.0079948j -0.000886407-0.00159458j -0.00111948+0.00299407j 0.00252992-0.00276109j 0.00676954+0.000960969j -0.0092564+0.00423008j 0.00019741-0.00216163j -0.00238186-0.00207375j 0.000871115+0.00460702j -0.00237892-0.00201779j -0.00417874+0.00173899j -0.00329464-0.00211369j 0.00321574+0.000616201j -0.0049266-0.00197212j 0.00253154+0.000624755j 0.00280939-0.00220318j 0.00414535-0.00168003j 0.000181138-0.00623895j -0.001621-0.00424214j 0.0018913-0.00644417j -0.0138516+0.00721707j 0.00501763-0.00272434j 0.00147935-0.00548493j 0.00449545+0.00341686j 0.00044838-0.00297829j -0.00158199+0.000611508j -0.000644044-0.00105366j 0.0103598+0.000405938j -0.00147147-0.00236933j -0.00334201-0.00528529j 0.0078533+0.00312256j 0.00226671+0.00137275j 0.0030773+0.000496384j -0.00135044-0.00342274j 0.0106543-0.00308163j 0.00112725-0.00666597j -0.00566006+0.00361779j -0.00765635+0.00319877j -0.0097965-0.00891808j -0.00385278-0.00392694j 0.002339-0.0052491j 0.000265133+0.000590438j -0.000428346+0.0108139j 0.00850784-0.00349795j -0.0027372+0.00514801j -0.00172045+0.00073279j -0.00384133+0.00535342j -0.00707484+0.000205596j -2.7766e-05-0.00398137j -0.00501677-0.00284232j 0.00777113-0.0146828j -0.00907883+0.00229796j -0.000902214+0.0112851j 
-0.00444997+0.00257274j -0.001684-0.00132429j 0.012507+0.00618026j 0.00552632+0.00127273j -0.000453822+0.00446668j -0.0129626-0.00608665j -0.00136675-0.00232634j -0.00784645+0.00323202j 0.00721555-0.000934159j 0.00732167+0.00119108j 0.00500137+0.00451388j 0.0101616+0.00299486j 0.00349151-0.0111208j 0.00287104-0.000699425j 0.0038232+0.00559647j 0.0131686+0.00610516j 0.00953838+0.0107084j -0.00257279-0.000105754j -0.00239631-0.00296679j -0.00295078+0.00325096j -0.00412474+0.00996076j 0.00494808+0.00399743j 0.00384698-0.00404145j 0.00181168-0.00411727j -0.00131615+0.00448084j 0.00431186+0.00688076j 0.0103405+0.0105341j 0.00496284-0.00214217j -0.000133493-0.00319279j 0.00709899+0.00518108j -0.00100514-0.000359904j -0.00503+0.0066565j -0.00479525+0.00549558j 0.00972572+0.00785041j -0.00566358-0.00292728j -0.00676939+0.00773447j 0.00629084-0.009178j -0.00624563+0.00719194j -0.000718811+0.00774093j 0.00141524+0.00488168j 0.00321859+0.00244625j 0.00401878-0.0100714j -0.0158982+0.00279693j -0.00209102-0.0079889j 0.00169865-0.00271803j -0.0150741+0.00375372j -0.00663431-0.0130258j -0.000898645-0.00734245j 0.015165-0.000489297j 0.0210625+0.00609541j -0.00645546-0.0185735j 0.00984023+0.00651019j 0.00551861-0.00570817j 0.0178658+0.00137064j 0.0143709-0.00657868j 0.0180513-0.00227502j 0.0111183+0.0053853j -0.0178292-0.0129994j 0.0113631+0.000774578j -0.0106132+0.00222888j -0.0190907+0.00639687j -0.00273581-0.00416417j -0.000823236+0.000968142j -0.0111226+0.00229461j -0.00425053+0.00541878j -0.0042278-0.00410932j -0.00649852+0.00279576j 0.00243237-0.00560863j -0.0005586+0.000708915j 
-0.00132303-0.00147541j 0.00185535+0.00147667j -0.00302454+0.00231847j 0.00157888+0.00391031j 0.00155113-0.00407315j 0.0109269+0.00594147j 0.00356627-0.00991015j -0.00197667+0.00672438j 0.0116863-0.000670556j 0.0016929-0.00504926j -0.0048825+0.00500622j -0.00146407+0.00261146j 0.0145199-0.00965029j -0.00574383-0.00313831j 0.00760258+0.00127954j 0.00272178-0.0122524j -0.00633943-0.00282615j 0.00262302+0.00233734j -0.00685486+0.00338573j -0.0012863+0.00779786j 0.0043137-0.00518355j 0.00431711-0.0125878j 0.00612929+0.00869285j 0.00451501+0.0161143j -0.00667632-0.00399237j 0.00367159+7.98968e-05j -0.00303745+0.000275113j -0.00485824-0.00350836j -0.0098128-0.00110882j 0.00596942+0.00316208j -0.004572-0.000156668j 0.00293252-0.00764624j -0.00587601+7.33741e-05j 0.00694305+0.00586712j 0.00393853-0.00108572j 0.00339192+0.0150418j 0.00668992-0.00815529j 0.00411403+0.00245434j -0.00370472+0.0118255j -0.00776664+0.000761138j -0.00255867-0.0066042j 0.00030541+0.00445864j 0.00581452+0.0036447j -0.00722061-0.00954713j 0.00169353-0.00438808j 0.00482873+0.002509j 0.00637284-0.00554576j 0.00640419-0.00875738j -0.00643537+0.00181933j -0.0091361-0.00385892j 0.00442569+0.00310258j -0.000268228-0.00219444j -0.000601313+0.00496273j 0.000512945-0.00189442j 0.0100272+0.00562375j -0.00929465+0.000127445j 0.00775285-0.00444971j 0.0022465-0.00834753j 0.00420197+0.0078485j 0.00551136-0.00660826j 0.00305329+0.00461884j 0.00332124-0.00784443j -0.00276656+0.00116002j -0.00378121+0.00406599j -0.00217728+0.0063454j -0.0154023-0.00580201j -0.00619911+0.00184672j -0.00147755+0.000848157j -0.00140974-0.00114739j 
0.00554022-0.000484136j -0.00193807+0.00589529j 0.00342807+0.00288554j -0.00715044-0.00474903j -0.00729061-0.00810925j 0.00177555-0.00127399j -0.0017507-0.00412586j 0.00171619+0.00143414j 0.000660068-0.000146856j 0.00708729-0.000778184j 0.00415817-0.00579717j -0.0021239+0.00122322j 0.00942703-0.0103752j 0.00267597+0.00545256j 0.00383313+0.000606759j 0.00692019+0.00339557j 0.00377415+0.00700412j -0.00210481-0.00544924j -0.00175709-0.013024j -0.0032771-0.00656309j 0.000819759-0.00434043j 0.00420694-0.0052888j 0.00189944+0.00203654j -0.0124214+0.00293184j -0.00381332+0.00120083j -0.00494775-0.00421839j -0.00760593-0.00456728j -0.000819079-0.000566108j -0.000926094-0.00411513j 0.00598101-0.00204273j 0.00157996-0.000158436j 6.33352e-05-0.00292491j -0.00416391-0.0210762j 0.00353689-0.00109441j -0.00289915+0.00741535j 0.00647179+0.00877881j 0.00154034-0.00194637j -0.00588129+0.00371249j -0.00440827+0.00110577j -0.00366908-0.0157542j 0.0046055+0.00259655j 0.00970591-0.00609894j -0.00325387-0.00196937j 0.0017689+0.00759275j -0.0022398-0.00554633j 0.0129396+0.00149991j -0.0027132+0.00841218j -0.00800859-0.00489523j -0.00312277-0.00757226j -0.00211728-0.00101285j -6.23643e-06+0.00831868j -0.00620713+0.00443605j 0.00797033-0.000716725j 0.00365888-0.00642513j 0.00160495-0.000601951j -0.00696581-0.0019148j 0.000356413+0.00394783j -0.00409093-0.000260878j -0.00468908-0.0147505j -0.00561014+0.00412442j 0.00484626-0.0102352j 0.00178742+0.00441442j -0.00114952-0.00834272j 0.00617582-0.000586747j 0.000426031-0.000442889j 0.0182012+0.000862507j -0.00437388+0.00592473j -0.00270913-0.000802779j -0.00142541-0.0033112j 
-0.00118217-0.00274007j 0.00307351+0.00234922j -0.00553339+0.00300853j 0.000315387+0.00191844j 0.0116244+0.00682559j 0.00543308-0.00619618j 0.00895202+0.00125649j -0.00358683-0.00168553j 0.00368533-0.00195423j -0.00311336+0.00355449j -0.00712991+0.00269683j 0.00221172+0.00128229j -0.00771025-0.000276763j -0.00313844-0.000560969j 0.00262439-0.000390278j 0.00212026+0.0074624j 0.00900219+0.00139816j 0.00367757-0.00267973j 0.00170867+0.00965457j -0.00643039-0.0196321j 0.00741551-0.0109441j 0.00236158-0.0103056j 0.00383086+0.0127281j -0.00407337-0.00785496j -0.00295392-0.00471058j 0.0126178-0.00258836j 0.00109302+0.00422284j -0.000436866-0.00240565j -0.00506198+0.00120277j -0.00333138+0.00194402j -0.00785864-0.00429019j -0.00166045+0.00220262j -0.0103898+0.0111081j -0.00494559-0.00510038j 0.00803643+0.0107046j 0.00214538-0.00147156j -0.00250944+0.00183266j 0.00106892-0.0113804j 0.0037047-0.00675951j 0.00751148+0.000847237j -0.00256351-0.00597825j -0.00315377-0.00393043j 0.00998786+0.00169975j -0.00703519+0.00161651j 0.0145516-0.0126505j -0.00572404-0.000881126j 0.00671784+0.0169157j -0.0115838-0.00909973j 0.0040088+0.00139778j 0.00306527+0.00731663j 0.011881-0.00239664j -0.00512647-0.000894622j 0.00601795-0.00322072j 0.0119667-0.0187862j 0.0050485+0.00334878j -0.00664074+0.00210935j -0.00275299+0.00981951j -0.010242-0.00477156j 0.00469339-0.00145021j 0.0021897+0.00135178j 0.00338171-0.00869466j 0.00345507-0.00960817j -0.00650262+0.00144751j -0.00491135+0.00521428j -0.000775041-0.000246902j 0.0452154+0.00523284j -0.00732112-0.00335668j -0.000578801+0.000427458j 0.000395646+0.00194848j 
3.49511e-05+0.00150332j -0.00166289+6.35131e-05j -0.00697171-0.000698661j 0.0103051+0.00409323j 0.0228624-0.00996816j 0.00901859+0.00172852j -0.0007012-0.0136793j -0.0129732-0.014896j 0.009863-0.00337523j 0.00270081-0.0120276j -0.029634-0.0049985j 0.00209131-0.00854358j -0.00132027-0.00838112j 0.00450874-0.00116094j -0.0124114+0.000381253j -0.00442584+0.00286029j -0.00375022+0.00254642j -0.0126118+0.00193546j -0.0114388-0.00631988j 0.00520392+0.00922213j -0.00399545+0.0104582j -0.000139978-0.0102527j 0.00134657-0.00156101j -0.000902276-0.00695686j -0.000208307-0.00683798j -0.0034531-0.0117909j 0.00429979+0.00280791j -0.00960855+0.00813999j 0.00691308-0.00744503j -0.0135772-0.00395571j 0.0146299-0.00048864j 0.00305268+0.00534508j 0.00278491+0.0111904j -0.00277779-0.0182433j -0.00485245+0.00580559j -7.55185e-05-0.00510686j -0.000188389-0.00127148j -0.0012832-0.000772585j 0.00195244+0.0119547j 0.00303572-8.37058e-05j 0.00488925+0.00490053j 0.00606086-0.00208409j -0.00571609-0.00242958j 0.00408943+0.00351548j -0.00197041+0.00324557j 0.00525798-0.00304773j -0.00288906-0.0023556j -0.000430123+0.00313503j -0.00286299-0.00448636j -0.00095619-0.00161866j -0.00274963+0.00254865j 7.26985e-05-0.00115758j 0.000328376+0.00063502j -0.00019861+0.00350268j -0.00178706-0.00277633j -0.000832187-0.00150261j 0.000492849+0.00346908j 0.000164134+0.00286748j -0.00253544-3.33374e-05j 0.00109323+0.00472515j -0.00109471-0.00164268j -0.000273936+0.00211716j 0.000927369-0.00121898j 0.00158868-0.000383817j -0.000490142+0.000304116j -0.00218101-0.00158678j -0.000538654+0.00106135j -0.00038847-0.000773718j 0.000918131+0.000202262j 
0.0052162-0.000962336j 0.00551277+0.00236613j -0.00077188-0.00141501j -0.00200936-0.00614583j -0.00280464-0.00298367j 0.00527734-0.00374715j 0.000214489-0.00026699j -0.00705487-0.00584363j 0.00484837+0.00721477j 0.00662552-0.00167412j -0.00364885-0.00712068j -0.0036553-0.00842728j 0.00845567-0.00253125j -0.000623579+0.00804051j 0.0070733-0.00069833j -0.0112962+0.00938199j 0.00645475-0.00526662j 0.00309429+0.00249555j -0.000787499-0.00586616j 0.00771731+0.0100666j 0.00755699-0.00277516j 0.0034998+0.00194432j 0.00795062+0.00078555j -0.00210489-0.000161798j -0.00549716+0.00892778j 0.00197047+0.00534574j -0.00305421+0.00285387j -0.00432923-0.00594794j -0.00758858-0.00261417j 0.0067689+0.000149252j -0.00361631+0.00214058j 0.0034093-0.0081189j 0.000560461-0.000731138j -0.00641246-0.00540597j -0.00258658-0.00166698j 0.00678318+0.00412321j -0.00795805+0.00285188j -0.00352875-0.00131873j -0.00517168+0.0013085j 0.00301463-0.00730054j -8.92059e-05+0.000515725j 0.00320131-0.00222811j -0.00155643+0.00145613j 0.007421+0.000405168j 0.00148857-0.00506501j -0.00647507-0.00183659j -0.00302939+0.00253929j 0.00233135+0.000125293j 0.00600001+0.00232222j -0.00165887+0.000893737j 0.0103542-0.00261574j -0.00225197+0.00149216j -0.00111566+0.00021683j 0.00277478-0.00678074j -0.00963704-0.00792509j 0.00177772-0.00104058j -0.00166845-0.00590652j 0.00156066-0.00527043j -0.00130798+0.00128272j 0.00572481-0.00515747j 0.00102007+0.0019319j -0.00535969+0.00190647j -0.00656046+0.00490698j -0.0077049+0.0024933j 0.00093503-0.00652392j 0.000515504-0.0034883j -0.000980467-0.0121181j -0.00583244-0.00185258j 0.00167875+0.0108563j 
