-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
0.00440596+0.00900207j 0.00739549+0.00142488j 0.00403424-0.00289199j 0.00126502-0.00443856j -0.00790739-0.00332477j 0.00152973-0.00163667j -0.00237068-4.68292e-05j -0.00597183-0.00192197j 0.00529061+0.000265383j -0.00469178+0.00570347j -0.00202538+0.00408049j 0.000603005+0.00293981j -0.00236108-0.00310129j 0.0032028+0.00113732j 0.000879784+0.00475312j 0.000386745-0.00183268j -0.00466352+0.00590556j -0.000709727+0.00517555j -0.00590414-0.00729004j 0.00054628+0.00434461j 0.00184805+0.00501838j 0.00253662-0.00332202j -0.0120178-0.00182111j 0.00388905+0.000616634j 0.00194998-0.00157745j -0.00295761-0.00582155j 0.00105151-0.0042509j 0.00237996-0.000954605j -0.00644012-0.00339326j -0.00558282-0.000501277j 0.000831187+0.0042405j -0.0129915-0.00353257j -0.00133482+0.00572948j 0.0003195+0.00266328j -0.000444745+0.00410765j 0.00165421-0.0135603j 0.00207427+0.00436783j 0.00273209-0.0039483j -0.000250805-0.00233681j -0.00523098+0.000731365j -0.000633675+0.000961943j -0.00229456-8.4419e-05j 0.00340489+0.00735374j 0.00275917-0.00768018j -0.00477963+0.00311079j 0.00203372-0.0033193j 0.00133744+0.00424903j 0.000140587-0.00116085j 0.00344207-0.000815374j -0.00207279-0.00139663j -0.000476812+0.000609315j 0.0024082-0.0018101j 0.00272189+0.00178216j 0.00244799+0.000358428j 0.000486927-0.00159308j -0.0015599+0.00170952j -0.000527656-0.00261152j -0.00104441-0.000285484j -0.000762104-0.00186656j 0.00023535-4.97898e-05j 0.00171296-0.000363625j -0.000142954-0.00123377j 0.00291675-0.00220237j -0.00159572+0.00133792j -0.00119678+0.000786402j 0.000682024+0.00122813j -0.000374876+0.000896248j -0.000188134-0.00256112j -0.00085153+0.00107345j 
0.00232868+0.0109981j 0.0100327+5.8507e-05j -0.00096636-0.00546277j -0.00153492+0.0040887j 1.17633e-05-0.00286645j -0.000810744+0.00372597j 0.000153328-0.0162774j 0.000516593-0.00287697j -2.46978e-05+0.0101826j 0.00214501+0.002549j 0.00347852+0.00496982j -0.0056266-0.00336255j -0.000405255+0.000791993j 0.00210321+0.00328585j 0.0057729-0.000301847j -0.00128735-0.00693357j -0.00319347+0.00235493j 0.00218867+0.00649131j -0.000435273-0.00253708j 0.000415899+0.00229988j 1.79595e-06+0.00242096j 0.00187139-0.00529057j -0.00977209+0.00186323j -0.00616943-0.00201791j -0.00230058-0.00616122j 0.00131668-9.37292e-05j 0.00412126-0.00202313j -0.00459873+0.00139754j -0.00432218-0.008512j -0.00113864+0.00323464j -0.00599579+0.00511197j -0.00462693+0.000272797j 0.00137385+0.00289032j 0.00621279-0.00654926j -0.000146716-0.00322634j -0.00268633-0.00388293j -0.00151985+0.000798122j -0.00546921-0.00165743j 0.000948412+0.00216702j -0.00341819-0.00570097j 0.000439871+0.00598453j 0.00339846+0.00740742j 0.00617139+0.00354876j 0.00128414-0.000666033j 0.00612776+0.00198684j -0.00154797-0.00351109j -0.000876659-0.000476226j 0.00286274+0.00118319j 0.00341828-0.00186862j 0.000144323+0.0028647j -0.000145232+0.000794117j 0.00346778+0.00177085j -0.000870074+0.000989057j -0.00318402-0.00487736j -0.00370174+0.00204894j -0.00015616+0.000776573j 0.00398819+0.0045733j 0.00127424+0.00398015j 0.00365979+0.00305749j 0.00142381-0.00293948j -0.0062827+0.000997577j 0.00191343-0.00246951j -0.0061623-0.00124358j 0.000671483-0.00225257j 0.000465168+0.00244261j 0.00207379-2.1517e-05j 0.00209505+0.000352027j 0.00293314+0.00117902j 0.00164391+2.06517e-05j 
-0.00921733-0.00523549j -0.000931401+0.00773787j -0.00428232-0.000665182j 0.000833692-0.00499788j -0.00224173-0.00123186j -0.00278394+0.00317929j -0.00661356+0.00787232j 0.00816943-0.00307793j -0.00268343+0.000348788j -0.00237073+0.00446798j -0.00386444-0.00404804j -0.0044552+0.00242729j -0.00368367-0.00339228j -0.00529275-0.000999856j 0.00407994+0.00270058j 0.0010182-0.00156208j -0.000806398-0.002914j -0.00187046-0.00131944j -0.00189529+0.00570837j 0.0102841-0.00174748j 0.00328285-0.00154771j -0.00186552+0.00159238j 0.0121623-0.000260153j -0.00249472-0.00329333j -0.00129719-0.00175622j -0.00063249+0.0028979j -0.000270222+0.00110566j -0.0100596+0.00164081j 0.000582737-0.00484059j 0.00684948+0.00286911j -0.00311577+0.00217712j 0.00128765+0.00377767j 0.00319299+0.000595306j 0.000253585+0.00305878j -0.000836233-0.00455259j -0.00319128-0.0011487j -0.00183735-0.00126602j 0.000110107+0.00392692j 0.00233754-0.00123613j 0.00150701+0.00546013j -0.00267472-0.00803165j -0.000237752-0.00280715j -0.00415527-0.00588534j 0.00197547+0.00110158j -0.000440696-0.00368197j 0.00271617+0.00731502j -0.000143995+0.00580737j 0.00192993-0.00181295j -0.0028363+0.00053705j 0.000158045+0.00229847j -0.00106204-0.00135386j 0.000963661-0.00112393j 0.000830893+0.00247234j -0.000608426-0.00144272j 0.00341949+0.00967689j -0.00316414-0.00490853j -0.00235549+0.000471065j 0.000126026+0.00250111j 0.00262069-0.000155992j -0.00047189+0.00528533j -0.000360302-0.00347912j 0.000665568-0.00127177j 0.00135782+0.00366658j -0.00110323+0.00322754j -0.00110773-0.000137534j 0.0023461-0.000874476j -0.00416042-0.00419684j -0.000995066-0.000548731j 0.00187925+0.00423438j 
0.0041604+0.00143511j 0.000574002-0.00193651j -0.000684004+0.00094119j 0.0021491+0.00428745j 0.000763515+0.0014866j -0.000173147-0.00394986j 0.00332847-0.00625689j -0.00126646+0.00101406j 0.00014896-0.000538554j 0.00389408-0.000466804j 0.00261176+0.000496375j 0.00131287-0.00229129j 0.00286829+0.000114747j 0.00175368+0.00114392j 0.00371543+0.00020622j -0.00336476+0.00493012j 0.00311523-0.00293727j 0.00131983-0.000381588j -0.00126671-0.00315857j -0.00106927+0.0018913j -0.00154781-1.43588e-05j -0.000534223-0.00335969j -0.00304114-0.0011087j 0.000442048+0.000466506j -0.00260378+0.00100138j 0.000936741-0.00280293j -0.00580378-0.000218965j 0.00201703-0.000830211j -6.02525e-05+0.00219265j -0.000775588-0.00150688j -0.000427571-0.00182212j 0.00221148+0.00237877j 0.000435566-0.00319953j 0.00174405-0.00293256j 0.0010673+0.00225526j 0.000378585+0.00363222j -0.00159147+0.000464816j 9.92622e-05-0.000265636j -0.00044694+0.00153575j 0.00221232+0.00155927j 0.000693258-0.000262562j -0.00210352-0.00127432j -0.00279689+0.000495115j 0.00268963-0.000696263j 0.00138647+0.000536415j -0.000965143-0.000296804j -0.000554191-0.00373138j -0.000164847+2.81705e-05j 0.00562774-0.00267443j -0.000941939-0.00102596j 0.00155356-0.00140506j -0.00362167-0.00210941j -0.00104489+0.000492592j 0.00106878+0.00564458j -0.000445923-0.00907492j 0.00159676-0.000635571j -0.0031691-0.00176449j -0.00113926-0.00342928j -0.00252742-0.00210518j 0.0013631-0.00444367j 0.00192777+0.00117822j -0.00263846-0.00143512j -0.00336093+0.000479407j -0.00187188-7.51057e-05j 0.000296536-0.00208007j -0.00108572-0.000573222j -0.000448696-0.00497672j -0.00513528-0.00121564j -0.00073586+0.00479407j 
-0.00119881-0.000894601j -0.00119764+0.00232693j -2.55798e-05-0.00209859j -0.000387623-0.00247074j -0.00512937+0.00127576j 0.00143012+0.00139173j -0.0029534+0.00358405j 0.000667266-0.00113992j 0.00249398-1.94252e-05j -0.0020854+0.000111982j -0.00241027-0.000535294j 0.001443-0.000562042j -0.00268414-0.00185818j -0.00243994-0.00123304j -0.00108079+0.00298043j -0.0004372+0.000967056j -0.0061035+0.000397909j -0.00342004+0.00113513j -0.00273515+0.00113795j 0.00522855-0.000230513j -6.95235e-05+0.00255662j -0.00150378+0.00191407j 0.00219446-0.00224157j -0.000182683-0.00119674j 0.00266052+0.00101493j 0.000386609+0.00137087j 0.000843167+0.000909697j -0.0020889+0.00122367j -0.000267579-0.00234535j 0.00221833-0.00144619j 0.00111208-0.000503249j -0.00328737-0.00107899j -0.000763121+0.00115276j -0.00122134+0.000833905j -5.32132e-05+0.000749231j 0.000377513-0.00185857j 0.000936089+0.000572727j 0.000353746-0.0014323j 0.000114707-0.000544752j -0.0028471+0.00143675j -0.000469067-0.000868868j -4.8677e-05-0.00226355j -0.00252362+0.000982772j -0.00359103-0.00126401j -0.00172316-0.00201753j -0.00248839-0.00227202j -0.000462166+0.00295885j -0.00120803-0.00230367j -0.00848166+0.00305399j 0.00301949+0.00163129j -0.000541433+0.00102559j -0.00108559+0.00165414j -0.00242231-0.00255561j -0.0034736-0.00386132j -0.000624111-0.000996572j 0.00158572+0.000449802j 0.0016306-0.00048017j 0.00189047+0.000217361j 0.000630738+0.000288835j -0.00224124+8.80787e-06j 0.00296078-0.00143804j 0.00468139-0.00188262j 0.00404195-0.000625624j -0.00134942+0.00280981j -0.0010639+0.000746281j 0.00104351-0.000608654j 0.000528401-0.000952316j 0.000819713-0.000299671j 0.000118716+0.00132473j 
-0.00254483+0.00604484j 0.00422514+0.00265268j 0.00327165+0.00237384j -0.000346624-0.00483493j -0.00658744+0.00373116j -0.00140851+0.00233454j -0.00213889-0.00440679j -0.00142644-0.00196162j -0.00274995-0.00109416j -0.000457047+0.00127306j 0.00030758+0.0014197j 0.000143067+0.00339028j -0.00058142-0.00430802j -4.81714e-05+0.000559991j 0.00205477-0.000340438j 0.00413871+0.00286182j -0.00144163+0.000444851j 0.00267318+0.00484635j -0.00298818-0.0017137j 0.00498401+0.00663929j -0.00118173-0.000945784j -0.000456356-0.00507971j -0.000423255-0.00292788j -0.000667441+0.00174921j 0.00101475-0.00450147j -0.00116761+0.000183685j 0.00100833+0.00100869j -0.000733602+0.00263178j -0.00366231-0.00157828j -0.000114092+0.000590558j 0.00271515-0.00115174j -0.00579913+0.000101337j -0.000277713+0.0080413j -0.00207951+0.00212692j -0.0033502+0.00226364j -0.00242849-0.00517829j 0.00410533+0.00270432j 0.000516249-0.00109234j -0.00389717-0.00480954j -0.00600697+0.000947618j 6.34114e-05-0.00225943j -0.00354014+0.00567451j -0.00254358+0.00394647j 0.00406445-0.00554396j -0.00327852+0.00176385j 0.00164027+0.0010924j -0.00197121+0.00207265j -0.00106851-0.00221667j 0.00598398-0.00382405j -0.0035156+0.00161841j 0.000494845-0.000852437j -0.00149238-0.000601264j 7.02837e-05-0.000294238j 0.00431643+0.00253723j 0.00176281+0.00140356j -0.00150779+0.000804986j -0.00209591-0.00205618j -0.00189315-0.00207242j -0.000672962-0.00451286j 0.00403591+0.000802281j 0.00264569-0.00183693j -0.00423023-0.00310097j -0.0012386-0.00236059j -0.00171968+0.000735961j -0.00131775-0.000839683j -0.001618-0.000715351j -0.00215129-0.000363262j 0.000365958-0.00190487j -0.00241829-0.000613982j 
-0.00559523+0.00139465j -0.00412887+0.00644114j 0.00266228+0.00463192j -0.00310924-0.00442995j -0.00287999+0.00305795j -0.00071483+0.00125667j -0.00369503+0.000781109j 0.00134579-0.00154165j -0.00281229-0.00168423j 0.001375+0.00186007j -0.000530984-0.00200094j 0.00262799-0.00115766j -0.00327177-0.0022394j -0.00503171-1.08245e-06j -0.00129197-0.00408571j 0.00681447+0.00129204j -0.00449221-0.000238283j -2.30145e-05-0.00104425j 0.00132931+0.000471207j 0.00357862+0.00123465j -0.000561473-0.000276592j -0.00517643-0.00369632j 0.00415773-0.00916871j -0.0083129-0.0041605j 0.00499116-0.00250483j -3.93692e-05+0.000703454j 0.00601403+0.00350577j -0.0038416-0.000160616j -0.000240388-0.000701791j 0.00300753+0.000631788j 0.00418615-0.00281679j -0.00161692+0.000483017j 0.00169689+0.00329229j 0.000425246+0.00221485j -0.00192681+0.00186093j -0.00342178+0.000743324j 0.00515616-0.000513389j -0.00305107-0.00386011j -0.0018645-0.00461259j -0.00550997+0.0021745j 0.00520136-0.00497233j -0.00024359-0.00292638j -0.00429961-0.00660731j -0.00389297+0.00120081j -0.00539273-0.00325088j 0.00314229+0.0016762j -0.00385179-0.000346193j -0.00309661-0.00119496j -0.0135366+0.00200854j 0.00214255+0.00100771j -0.00259623-0.000294534j -0.00384863+0.00135319j 0.00231994-0.00253111j 0.00680151+0.00270536j -0.000574263+0.00570944j 0.00204368-0.00243114j -0.00231868-0.00751625j -0.00376657-0.00501061j -0.00266274-0.00175764j -0.00893341+0.00535713j 0.00590591-0.00321662j 0.00272103+0.0025203j 0.00645148-0.00674969j 0.00807361-0.00194601j -0.00147821-0.00204798j -0.00270728+0.000339401j -0.00352622+0.00685699j 0.00545919-0.00171645j -0.00231057-0.00543097j 
0.00220137-0.00338016j -0.0027958+0.000973735j -0.00375199+0.000710392j 0.00317103+0.00286033j 0.00134744-0.000844188j 0.00170731-0.00660925j 0.00183716+0.00316661j -0.000994455+0.000925186j 0.00145058-0.00236039j 0.000956943+0.000112445j 0.000488675-0.00169465j 0.00254416-0.00634298j -0.000918512+0.00273168j -0.00129572+0.00151172j 0.00397749+0.00294144j -0.00331023+0.00279243j 0.00302746-0.0028722j -0.00270218-0.00689111j -0.00166514-0.000491193j -0.00359097-0.0034426j -0.000911497+0.00137677j -0.0028598-0.0016959j 0.000830829-0.00413881j -0.00116347-0.00278701j -0.00128685+0.00370566j -0.000167764-0.00342011j -0.00460256+3.11239e-05j -0.00292871-0.00176833j 0.00224715+0.00243913j -1.27088e-05-0.00205443j -0.00109384-0.00135888j 0.00101296+0.000527639j 5.54332e-05-0.00697652j 0.000711362-0.000902952j 0.00261884+0.00242779j 0.00394817+0.00456056j -0.00473113-0.000895983j -0.0018224-0.000605452j 0.00220741+0.00236513j 0.00314001+0.0020599j 0.00131283-0.00101185j -0.00155739-0.00756245j -0.00316551-0.00276014j -0.00214023+0.00218229j 0.00185266-0.00473636j -0.00071804-0.00140072j -0.000276024-0.000142027j -0.00288382+0.00210387j -0.00400471+0.0038099j 0.00270012-0.0024535j 0.00240251-0.00203268j 5.32424e-05-0.00093066j -0.00191809-0.000544642j -0.00241452+0.00304786j -0.00245708-0.00744962j 0.00501236-0.00174009j -0.00366005-0.00323197j -0.000729086-0.00195216j -0.00158007+0.000662775j -0.00401422-0.00241161j 0.00259825+0.000920947j 0.00168921+0.00470157j 0.000569048+0.000570838j 0.000544216+0.00200572j 0.000812931-0.000920031j -0.000849958-0.000956408j 3.20117e-05-0.0067957j -0.00515308-0.00174195j 0.000808257+0.00799764j 
0.00580194+0.00498975j -0.000674417-0.00652796j 0.00616405-0.00320061j -0.00784427+0.00109151j -3.48939e-05-0.00140245j -0.00258258+0.00472369j -0.0022796-0.0077718j -0.00385678-0.000607951j 0.00497561+0.0038699j -0.00242586-0.00544684j 0.00304212+0.00586967j -0.0025481-0.000537991j -0.00130119+0.000530226j 0.00338841+0.00224994j -0.00361782-0.00260492j 0.00814149-0.00518203j -0.00773752+0.00757835j -0.001421+0.00506857j 0.00360974-0.00406768j -0.0018351-0.000508355j 0.00109989+0.00265137j 0.00157178-0.00451615j -0.00936909+0.00647798j -0.00196588+0.00141961j 0.00628644-0.000261944j -0.00292548-0.000403447j 0.00859675-0.000148911j 0.00640316-0.00134525j -0.00483518-0.00279865j -0.00197107+0.00147459j 0.00704018+0.00131914j -0.00584914-0.00332957j -0.000950201+0.00305167j 0.000531299-0.00460317j -0.00199894+0.00192116j -0.00226019-0.00275302j 0.00306265-0.00287233j 0.00111316-0.00417739j -0.00478534-0.00282457j -0.0073743-0.00427694j 0.00308281+0.00680181j 0.0032497+0.00487961j 0.00574352+0.00342712j -0.00958931+0.00261555j 0.000486243-0.000556815j -0.000505229-0.0100354j -0.00211394-0.000644689j 8.34637e-05-0.00107305j -0.0102316+0.00177224j 0.00383239+0.000374051j -0.000475202+0.00282865j 0.00124442+0.0017635j -0.00113955-0.00197958j -0.00108847-0.00787476j -0.0017959-0.00149793j 0.00315227+0.0063169j 0.00466868+0.000321891j 4.43296e-05+0.001071j 0.000901077+0.00248463j -0.00457677-0.00357416j -0.00171723+0.00135552j 0.00570724+0.001925j -0.000393068-0.00784431j 0.00717458-2.70181e-05j -0.000924125+0.00323675j 0.00181391+0.000762351j 0.00405957+0.00437308j 0.00957973-0.000514346j -4.13076e-06-0.00749255j 
-0.000294995-0.00877874j -0.00429277+0.00206633j -0.000464902-0.00343899j -0.00170463-0.00212357j -0.000671223+0.00219669j 0.0023471-0.0014412j 0.00521768+0.00295855j 0.000650206+0.000486111j -0.00378698+0.000163057j 0.00261808+0.00256496j -0.00250911-0.00127659j 0.00330044+0.00488143j 0.0032459-0.00193868j 0.00055647-0.00225164j -0.00217989+0.00318971j -0.00709362+0.004439j 0.00713245+0.00188947j -0.00386625-0.00649622j -7.55517e-06-0.00120774j -0.00633006+0.00246683j 0.00100753+0.00550091j 0.00188511+0.00124327j -0.00362146+0.00443544j 0.00285856+0.00108822j -0.00123976+0.00541341j -0.00193989-0.00192651j -0.00253767-0.00261298j 0.00316137+0.00238256j 0.00117873+0.00042484j -1.88166e-05-0.000905461j -0.00251799+0.00138982j 0.00602404+0.00315862j 0.00114409-0.00438997j -0.00222423-0.00122857j 6.24079e-05-0.00111133j 0.000222117+0.000457663j -0.000757263+0.00521604j 0.0048364+0.00120102j 0.000125863-0.00208038j 0.00681856+0.00633566j -0.00864374-0.000895226j 0.00295187-0.00687517j -0.00183676-0.00189825j 0.00845352-0.00243513j 0.00160049-0.00322345j -0.000978288+0.00106849j 0.0054713+0.0041525j -0.0015608+0.00136755j -0.005509+0.00663457j 0.00199943-0.0020986j -0.000279094-0.00046357j 0.00141605-0.000700146j -0.00108943+0.000825489j -0.00372155+0.00115805j 0.00656592+0.000515575j -0.00314114-0.00329255j -0.00597328-0.00157341j 0.000656344+0.000618594j 0.00207107+0.00154374j 0.00208341+0.00259041j 9.11052e-05-0.00127336j -0.000158202+0.00525385j 0.00621445+0.00210138j -0.00469558+0.00656076j 0.000782671-0.00022386j -0.000195597-0.0015073j -0.00158402-0.0102241j -0.0077579-0.00112075j 0.00217709+0.0082277j 
-0.000152834+0.00184737j 0.00567375+0.00410101j -0.00261305+0.001914j -0.00268336-0.00215975j 0.00328697-0.000603871j -0.00254023-0.000986291j -0.00428411-0.00284291j -0.0017771+0.00173577j -0.000293611+0.00522436j 0.00135781-0.00414483j -0.00230407+0.000888909j -0.00154508+0.00530051j -0.00339152+0.00384845j -0.00829625-0.00286231j 0.000461039+0.00037098j -0.000915604-0.000566833j -0.0070914-0.000704279j 0.00354873+0.0016976j 0.00296308+0.00430901j -0.0020273+0.00313129j -0.00723932+0.00307571j 0.00739607+0.00462694j -0.0111868+0.000250623j -0.00566145-0.00826093j 0.000308772-0.00327872j 0.00335096-0.0145632j -0.00658796-0.00547809j -0.000611456+0.00313614j -0.00269401+0.0186155j -0.000137875+0.00758634j -0.00174187-0.00432346j 0.00595791-0.00644111j -0.0042246+0.00388329j 0.00294201-0.00337918j -0.0147058-0.0089121j -0.00671429+0.0118721j -0.011894+0.00394697j -0.00556258+0.00383979j -0.00937449-0.00505279j -0.00501633-0.00454596j 0.00122284+0.0014395j -0.00241974-0.000214648j -0.00350853+0.000198736j -0.00955708+0.00234975j -0.00398345-0.00189931j -0.00032764+0.000929229j 0.00566891-0.00094416j -0.000242641-6.5986e-05j -0.000303528-0.000702934j -0.00180434+0.00044496j -0.000267604+0.00104039j -0.002257+0.000912295j -0.000266364+0.000807491j 0.0015687-0.00130413j 0.000518075+0.00100069j 0.00165814+0.00105359j 0.000466489+0.000377097j -0.000187536-0.00146724j -0.000954533-0.000899607j 5.56854e-05+0.000925314j 0.000237678-0.000750505j -0.000300798+0.000284568j -0.000384197-0.000600488j 0.000454679-0.000830089j 0.000946853+0.000319699j 0.000828375+0.000275708j 0.00061055+0.00162453j 0.00306399-0.000190002j 9.19707e-05-0.00311484j 
0.00162406+0.000745244j -0.00535557-0.000209374j 0.00269586+0.000735762j -0.00132972+0.000884789j -0.00245013+0.000682296j 0.00290054+0.00124061j 0.00248038-0.000242113j 0.000635022-0.00166233j -0.000515104-0.00402703j -7.07235e-05+0.00344935j 0.0018062-0.000809803j 0.00161483-0.000910205j 0.00150483-0.00315615j 0.00481763+0.000567271j -0.000962866-0.00311517j 0.0039454+0.00193755j 0.00309229-0.00126377j -0.000492037+0.00125103j -0.00199965-0.00286222j 0.000754424-0.000227309j 0.00379082-0.00494708j -0.00447016-0.0055383j 0.00467555-0.00239036j 0.000707267+0.00572543j 0.000397794+0.00138716j -0.000868827+0.00667153j 0.0072219+0.00254047j 0.00168221-0.00328087j 0.00064482-0.0106023j -0.000880912-0.00414819j 0.00330381+0.00183652j -0.00398288+0.00378394j 0.00159706-0.000673257j -0.0016181+0.00171914j 0.00834379+0.00692232j 0.00210371-0.00836306j 0.00977012-0.000414188j 0.0049933-0.00394606j 0.00292511-2.27941e-05j 0.00196751+0.00199816j 0.000266325-0.00245881j 0.000454481-0.00117635j 0.00123168-0.00119151j 0.00485157-0.00206876j -0.000317146+0.00173283j -2.19194e-06-0.000128333j -0.00391427-0.00272626j -0.000994537+0.000492581j -0.00263496-0.00268619j 0.00123912+0.00259302j -0.00259249-0.000578949j -0.000644136+0.000645225j 0.00158322-0.00258007j 0.00516284+0.00314743j -0.000975816-0.00113413j -0.00243984-0.00110149j 0.00136167-0.00245205j -0.000551114-0.00302507j -0.00235931-0.000536546j -0.00243405+0.000159559j 0.00245931-0.000370626j -0.0013514-0.00169433j 0.00295599-0.003779j 0.00249462-0.00334523j -0.000507218-0.00222315j -0.00215347-2.76826e-05j 0.000305996+0.0044263j 0.000949245-0.000215453j -0.00240827-0.00249568j 
0.000793455-0.00211988j -0.00182093-0.000852821j -0.00119643-0.00237705j 0.00263189+0.00149036j -0.00175474-0.00162495j 0.00312076-0.000196393j 0.00295325+0.00221366j 0.0010915-0.0023286j 0.000136144-0.00210313j 0.000301552+0.00374776j 0.00119954-0.00117959j 8.75687e-05-0.00237374j 0.000966411-0.000923861j 0.0045339-0.000404867j -7.6919e-05-0.00012399j -0.00322877-0.000689521j 0.0042427-0.0017379j -0.0013404-0.0011967j -0.00206953+0.000304508j 0.0010958-0.00312875j 0.00250139-0.00371127j -0.00422393-0.00137848j 0.00665084-0.00132703j 0.00357457+0.00356342j -0.0014937+0.00291837j 0.00141964+0.00762417j 0.00221711+0.00153849j -0.00171339-0.00301948j -0.000486811-0.00708472j -0.00111677-0.00345233j 0.000116218+0.00115356j -0.0020409+0.00518075j 0.000972623-0.00385303j -0.000534004+0.00111214j 0.00936977+0.00176342j 0.00168592-0.00720907j 0.00381299-0.00332042j 0.00247954-0.00106131j 0.00776255+0.00334812j 0.00398655+0.00134817j -0.000923552+0.00149273j 0.00126816-0.00180052j 0.00198254-0.000740287j 0.0041436-0.00238334j 0.00344518-0.000319583j -0.00110481+0.000229396j -0.000988991+0.000891603j 0.00130365+0.00171317j 0.00129659+0.000233662j 0.00138069+0.000107889j -0.000429301+0.000444312j 0.00222661-0.000908561j -0.00107905-0.000343951j -0.000624273+0.00179824j -0.0012574-0.00117894j -0.000734721-0.00129646j 0.00119182+0.000368737j 0.000798221-7.60537e-06j 0.000292546+0.00161675j 0.000940386-0.000495179j -0.0018675+0.00223938j -6.5719e-05-0.000943398j -0.000730405+0.00246783j -0.00113489-0.000701638j 0.00122105-0.000429838j -0.000473242+0.00025207j 0.000546701-0.00187606j -0.00255644+0.000863557j 0.000624168+0.00300315j 
0.00243529-0.000566244j 0.00428493-0.00225012j -0.00328634-0.000650733j -0.00151798+0.000958981j 0.000139423-0.00209423j 0.00214302-0.000452238j -0.000215256-0.00199491j -0.000324646-0.000846207j 0.00364943+0.00152502j -0.00222489-0.00204289j 0.00235779+0.000615764j -0.00340698-0.00368074j -0.00166965+0.00257685j 0.000482239+0.00131916j -0.00319319-0.00130881j 7.17711e-05-0.00376304j 0.000937239+0.000288791j -0.0011277+0.0012578j 0.00507426+0.000406659j 0.00155098-0.00606677j -0.00109588-0.000721217j 0.000979159+0.00125646j 0.00117485+0.00231468j -0.00223994+0.00154968j 0.000588654-0.000215637j 0.00150876+0.000120089j 0.0023519+0.00113093j -0.000372228+9.01668e-05j -0.000701918-0.000271211j 0.000176097+0.000827006j 0.00165432-0.00141452j -0.00417904-0.00139374j -0.00134751-0.000736138j 0.00209634-0.00301575j 0.000706684-0.00204373j 0.0025811-0.00110023j -0.00428862-0.00101402j -0.00117564-0.00447134j 0.00302602+0.0034068j -0.000911536-0.00632609j 0.00744098+0.00285034j 0.00490898+0.0021797j 0.00409741+0.00258605j -0.00832562+0.00367766j 0.00516786+0.000812927j -0.0038036-0.00461266j 0.000948859-0.00163496j 0.000430732+0.00268322j -0.00261854-0.000856296j 0.00335178-0.00101915j 0.000596492+0.000917444j 0.00120284+0.00102443j -0.00139401-0.000932313j -0.00621714-0.00129068j -0.00568746-0.000568117j 0.000190987+0.000497495j 0.00549069+0.000216218j 0.00341809+0.000161266j 0.00321131+0.00454267j 0.00544818-0.00207404j -0.00639261+0.0033973j 0.00671781-0.00018485j -0.00572003+0.000615772j 0.00437536-0.00428922j 0.00115792+0.00117236j 0.00131254+0.00153216j 0.00682652+0.00306127j 0.00435737+0.00497371j 0.00261027-0.00283011j 
