-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
-0.0162911+0.00278792j -0.0189117-0.0730407j -0.00536999-0.00318319j 0.0502044-0.0510822j 0.0206206-0.00828269j -0.0368818+0.0236298j -0.0676869-0.00117511j 0.0103206+0.0073869j -0.00932529-0.0433724j 0.0133503-0.0205634j -0.00547918+0.00385185j 0.000384731+0.0214723j -0.00397752+0.0379859j 0.0170836+0.0122049j 0.0382736-0.025949j 0.00187634+0.0144717j 0.0461703+0.0355211j -0.00752125+0.017861j 0.0107874-0.0343187j 0.0577821+0.0366241j -0.0106806-0.0207588j -0.0103283-0.0202678j 0.056596+0.00520307j -0.00362345+0.0576966j 0.0242613+0.00480942j -0.0139164-0.014135j -0.0289532-0.0181266j -0.00604983+0.011857j 0.0278294+0.0262171j -0.0276746-0.0029813j 0.0214938+0.00362866j -0.0113551+0.0153347j -0.0234551-0.0370652j 0.0171363+0.00200222j 0.0174005+0.0523341j 0.000884103+0.0427372j -0.0251053+0.0248172j 0.0226843-0.00407565j 0.0434969-0.0480545j 0.000616454-0.00595696j 0.0224503-0.00841733j 0.0156255+0.0158991j -0.0427505+0.0195705j 0.00797243+0.00475196j -0.0403104+0.0123096j -0.0152128+0.0700093j 0.0138433+0.00687754j -0.0783666-0.0429584j -0.0194505+0.0659312j 0.004507-0.00681347j -0.0208182-0.0173019j 0.00602993+0.0367811j 0.0351679+0.0409985j -0.00593789-0.0510104j -0.0211687-0.0362571j 0.0647034-0.0320832j -0.0124043-0.0598511j -0.000369779-0.0452142j -0.00279354+0.046572j 0.0208188-0.0514942j -0.0396008-0.0134765j 0.00440732+0.021972j 0.0098701+0.0814923j 0.0720267-0.0712977j 0.0658569-0.060432j 0.052386+0.0791678j 0.127102+0.0821463j -0.00199233-0.180116j -0.022036-0.115184j 0.105601+0.0288405j -0.016724+0.0105445j -0.032669-0.105553j 0.0187427+0.090437j -0.0154668+0.120649j 0.0708697+0.056828j -0.163863+0.181668j -0.0585964-0.0338328j 
0.00465013+0.0547015j -0.0150572+0.00143042j 0.038639-0.0102852j 0.0438966-0.00784102j -0.00979532+0.0225134j 0.0484757-0.00792122j -0.039632-0.0243861j -0.074933-0.00897979j -0.00176096+0.00910734j 0.00476548+0.0420397j 0.0421543-0.00110721j -0.0108499+0.0237341j 0.0983019+0.0137366j -0.00354721+0.0531582j 0.0306895+0.0280054j -0.00861957-0.0245243j 0.0295691+0.0122374j 0.00942151+0.0303412j -0.034164+0.00677521j -0.00327139+0.0070897j -0.0262073-0.00621294j -0.0359997-0.00894821j 0.027075+0.0458432j -0.0498356-3.42166e-05j 0.0327485-0.00148063j 0.0456027-0.0285109j -0.00677938+0.0285603j 0.011896+0.00232134j 0.00489885+0.0289535j -0.0339419-0.0816802j -0.0152295+0.049275j -0.0177594+0.017179j 0.010449+0.0064751j -0.000732936-0.0326978j -0.00261528+0.00984809j 0.0187182+0.0598855j -0.0440509+0.0202187j 0.0175252+0.0409896j 0.0235041+0.0243727j 0.00529453-0.012167j -0.0197993-0.0392952j 0.00261483+0.0445916j 0.00388255+0.0206555j 0.023238-0.0229584j -0.0126467+0.0385865j -0.0216481+0.0479771j 0.00145286-0.00256394j 0.0579603+0.00735187j -0.0218526-0.0377287j -0.031831+0.0561025j 0.0347408+0.0768282j 0.0113604+0.0476575j -0.0261938-0.038404j 0.0204751+0.0521244j -0.0222928+0.0621182j -0.0188077-0.0098664j 0.00779632-0.0153663j -0.0299846-0.0337011j -0.0492572+0.0427439j -0.0379166+0.020411j 0.0820162+0.0376005j 0.0406154-0.100323j 0.0832084+0.0792177j -0.0349674-0.0208352j -0.11068-0.112536j 0.0302059+0.178161j 0.035329+0.0137099j 0.0845983-0.210395j -0.112793+0.0510438j 0.0749051-0.0269415j 0.0592427+0.123647j -0.00936511+0.066848j 0.0206004+0.0833194j -0.0576053-0.0425891j 0.0571216+0.130231j -0.18851+0.102917j 0.0621545-0.133629j 
0.00466287+0.00434085j 0.013545-0.0192018j -0.0347876+0.0201462j 0.0208726-0.0140818j 0.0275753+0.00707441j -0.0111831+0.0167519j -0.032523+0.00151977j 0.0130602+0.013969j -0.051238-0.0073773j 0.00244237+0.0120045j 0.0263737+0.0256272j 0.0509283+0.015747j 0.0310575-0.0117959j 0.0397963+0.0127432j -0.0224905-0.0446394j 0.00265303+0.075192j -0.0093211-0.0312507j 0.0505264+0.0231427j -0.028576-0.0249038j 0.00821935-0.00786543j -0.0344342+0.00218295j -0.0344782-0.0276043j 0.0138917-0.0163434j 0.0323655+0.028747j -0.0429348-0.00565805j -0.00225986-0.043194j -0.00961012+0.0165422j 0.0376304-0.0137431j 0.00340769+0.0187015j -0.0117356+0.010791j 0.0377947+0.000488905j -0.0249605-0.016472j -0.030181-0.0165485j 0.0299233+0.0343908j 0.0402102+0.0100122j 0.040335-0.0202604j -0.0339312+0.0357907j 0.0365308+0.0054478j -0.0485255-0.0291911j 0.0272172-0.0263314j 0.0284776-0.0406976j 0.0189863+0.0280593j 0.00292972+0.0987988j 0.028487+0.0310783j 0.0451603+0.0281618j 0.0307101+0.0797494j -0.0139871+0.00631298j -0.0163707+0.0298885j 0.0591153+0.0217467j -0.00989374-0.0370556j -0.00976038-0.0262225j 0.0109776-0.0343025j 0.0462936-0.048585j -0.00259086-0.00914213j 0.0236196-0.0369087j -0.0151155+0.0168566j 0.0112936-0.00585719j -0.0275817+0.0385529j -0.0973087+0.0236592j -0.0274474+0.00501796j -0.00109646+0.0488365j 0.044216+0.0596133j -0.103651+0.0940165j -0.0129126+0.0235193j 0.0849724-0.0183225j -0.0233159-0.031621j -0.0291902+0.217347j 0.140904+0.0392635j 0.108783-0.165055j 0.0301158+0.0422384j -0.0554938+0.0519275j -0.0438497-0.0790286j -0.0334748+0.0352384j 0.0869558+0.0813987j 0.0966076+0.00340005j -0.00258251+0.0726265j -0.183326+0.155012j 
-0.0109624-0.0610021j 0.027088+0.0114698j 0.0243399-0.0107852j -0.0294425+0.0160392j -0.00393358-0.0387722j -0.00764521-0.00829321j -0.0153899-0.0334748j -0.0249116+0.0304328j -0.0153538+0.00131827j -0.0123215+0.0104033j -0.0510542-0.036821j 0.0295989-0.000333396j 0.0369583-0.00269809j 0.00921322+0.0285842j -0.0082669-0.0100999j 2.78493e-05-0.0117632j -0.0200935-0.00687682j 0.0231958-0.00280494j -0.055839+0.00654652j 0.0099328-0.0821021j 0.0175745-0.0191208j 0.00457201-0.0209833j 0.0166957-0.0197505j 0.0286587-0.0296266j -0.0224953+0.00172467j 0.00704665-0.00360049j 0.0138492+0.102183j -0.0149645-0.00395909j 0.0328043-0.0381548j -0.00141831-0.0175678j -0.0367992+0.0219622j 0.0529778+0.0381858j -0.014521-0.0112883j -0.0173458-0.0107304j 0.0463727+0.012336j -0.00940616-0.0284194j 0.0055606+0.00831383j -0.0158329-0.0521889j 0.00363936+0.00176096j -0.0164966+0.0169149j -0.0393459+0.0243572j -0.034198+0.00183027j 0.0137511+0.0513202j -0.0326059+0.019204j -0.0243854-0.00423806j 0.00132954-0.000493488j 0.0450381+0.0408359j -0.0386149+0.0215468j -0.023134+0.0295457j 0.00343284+0.0346421j 0.0470791+0.0486j -0.000322336+0.0106011j -0.0780303+0.0659595j -0.0243708+0.0656528j 0.0973028+0.0572697j 0.0210031+0.000526627j 0.0367425-0.00576152j 0.0859195+0.0686225j 0.020924+0.0546194j -0.0456343-0.0910472j -0.0129166+0.0327867j -0.00460353+0.078147j 0.0486242-0.0364801j -0.0984184+0.0731527j 0.111978-0.00824118j -0.110556-0.0310558j -0.0693363-0.0635947j 0.152855-0.147203j -0.0332741+0.0517539j 0.00221805-0.155869j 0.0477778+0.0397068j 0.0221802-0.0465234j -0.0154484-0.0233441j -0.0188993+0.00299613j 0.0618837-0.056908j 0.00378154+0.0922759j -0.112477+0.101527j 
-0.00448134-0.00846473j -0.0222183-0.0265676j 0.0350369-0.0186803j 0.0395212-0.0313038j 0.0137574-0.0179692j 0.00390657-0.0332507j -0.0684049+0.0357316j 0.0142243+0.0264877j -0.0272482-0.00145898j 0.0319971-0.0647793j 0.0505916+0.000759632j 0.0145434-0.0011599j -0.0379105-0.00381895j -0.015628+0.0118358j -0.00530726+0.012381j 0.0181684-0.0182917j -0.000648651+0.00302266j 0.0190444+0.00314888j 0.0222392-0.0207833j 0.0374917+0.0198154j -0.00390218-0.00294678j 0.00463066+0.00446248j 0.0372564+0.0215795j -0.0186176-0.0196866j 0.0508275-0.00027284j 0.0165383+0.0132391j -0.0387942+0.0221919j -0.0270043-0.0309342j 0.0185277+0.011542j 0.0199877+0.027455j -0.0359778+0.0422949j -0.0614056+0.00334546j 0.0098593+0.0092991j -0.0161972+0.0302754j -0.0556142+0.0730017j 0.0229526+0.0286432j 0.000433355-0.00697533j 0.0116877+0.00771396j -0.0313632+0.0425429j -0.0368122-0.0646076j -0.0947738-0.0402838j 0.0134063+0.00371986j -0.0624278+0.00196942j 0.00436181+0.0189428j 0.00933185+0.0218943j -0.0711819-0.0571924j -0.04647+0.0149829j 0.0218371-0.00941477j -0.00605478+0.0136515j 0.0677846+0.00981584j -0.0120258-0.0584272j -0.0486748-0.031749j -0.0319999-0.00150683j -0.0354674-0.076588j 0.0389582-0.00432488j 0.0512784-0.0155845j -0.00495315+0.0422986j 0.0342695-0.13235j -0.0626489+0.0217532j 0.0039107+0.0785959j -0.03789-0.0496494j 0.0895875+0.0324614j 0.0487164-0.086274j 0.0998319+0.039569j -0.00340469-0.0924699j -0.0373958+0.0491045j -0.003722+0.0160457j -0.141891+0.0952483j -0.10925-0.0026702j 0.0869676+0.143752j 0.115673-0.0823263j -0.116533-0.0270996j 0.072439-0.143284j -0.0581625+0.1195j -0.036564+0.0772505j -0.105931+0.0300118j 0.0717656-0.0948702j 
-0.0244804+0.00323534j -0.00910477-0.0105857j -0.011722+0.0150867j 0.00481947-5.82859e-05j -0.0214653-0.000474235j -0.0357147+0.000629932j 0.0176117-0.03274j -0.0250539+0.00226585j 0.0245587-0.00137269j -0.018287+0.0648088j -0.0342494-0.00639079j 0.00683804+0.011064j 0.00194577+0.015267j 0.0281723-0.0233315j 0.0447453+0.044725j -0.0285124-0.0100802j -0.0267295-0.0014513j -0.0333164+0.00234327j 0.0385674-0.00591379j -0.00114909-0.0206261j 0.0252226-0.0144867j 0.0555849+0.0122662j -0.00519202-0.0272234j 0.00242928+0.00369832j 0.0139917-0.0203635j -0.0297566-0.0468286j 0.0529811-0.033221j 0.0212568+0.0366345j 0.0420955-0.0400036j -0.013205-0.039481j -0.0053653-0.0121024j -0.00162851-0.0293113j 0.0380384+0.00214914j -0.00901246-0.0273289j 0.0216124+0.00138726j 0.0130746-0.0215301j -0.020575-0.0176311j -0.04494-0.0407582j 0.0199865-0.00624762j 0.029638+0.00404634j -0.0118213+0.00844588j -0.008166+0.0179975j -0.00309589-0.0156197j 0.0882954+0.0450016j -0.0141931-0.0260891j -0.0007776+0.0448945j 0.0417688+0.0653854j -0.0358308-0.071222j -0.0460081-0.0314216j 0.00299647+0.0514529j -0.0793419+0.0296291j -0.0415153-0.0386725j 0.0723277+0.0362963j 0.0133175-0.00247805j -0.0302699-0.0376778j -0.024715+0.0770307j 0.0144571+0.0274362j -0.0026043+0.00134291j -0.0126379+0.00655453j -0.00344191-0.0237682j 0.0656304-0.0177292j -0.00207718+0.0275428j 0.0619544-0.0170287j -0.00198765+0.12655j -0.0454462+0.0116953j 0.0192966-0.0569694j 0.0963024-0.00828882j 0.0502723-0.111641j -0.00340422+0.0266123j -0.0461161-0.052004j -0.0414147-0.00683133j 0.102497-0.0121799j 0.0248729+0.0409846j -0.026246-0.0398226j 0.0401041-0.00619087j -0.0298645+0.0793482j -0.0283802-0.0191741j 
0.0329136+0.00587384j 0.0193456+0.0056654j 0.0362564-0.0289521j 0.00358361-0.0415415j 0.0239442-0.0540633j 0.0314553+0.00476176j -0.0285131-0.0280321j -0.0225761+0.0639296j -0.0477705+0.0468509j 0.0168917-0.0295278j -0.0175191+0.0499421j 0.0207651-0.0183563j 0.0167496+0.00789632j -0.0111992+0.0111503j 0.0209914+0.03875j 0.0378513-0.016246j -0.0102572+0.00660681j 0.000658601+0.0444793j 0.0259775+0.0142467j -0.046344+0.032602j -0.0179487-0.0288708j 0.0114891-0.00750767j 0.000996464+0.0142385j -0.00292018-0.00142782j 0.0608645+0.0150219j -0.0275463-0.0454206j 0.0382565+0.0341988j 0.00741843+0.0133487j 0.0521989-0.0171023j 0.000390084+0.0299638j -0.036966+0.0618119j 0.0525752-0.0326232j -0.0228836-0.00664504j -0.00340664-0.0118418j -0.0247377+0.00340367j 0.02664-0.00817243j 0.0159353+0.0338992j -0.0181748-0.0636419j -0.0234769+0.0595688j -0.0525768-0.0303271j -0.0565316+0.00731121j -0.065721+0.00848235j -0.0422821+0.0181088j 0.00465367-0.0270843j 0.0729848+0.0136177j -0.0113635+0.0233787j -0.0118168+0.0371179j 0.00678093-0.0713764j -0.0195561+0.0379782j 0.0212164+0.0303129j -0.0534376-0.00428948j 0.00388784-0.0303187j -0.0380746-0.0444116j -0.06264-0.0356656j -0.0210306-0.0500529j -0.0458758-0.030806j 0.0382041+0.00549054j 0.0258025+0.0339041j -0.0775188+0.0476296j 0.0118321+0.0489926j 0.0450785-0.0133755j 0.0254755-0.00356696j -0.0617083-0.0465438j -0.0616824+0.0595937j 0.0706082-0.018871j -0.00083298-0.0540258j 0.0799937+0.00945123j 0.0629481+0.124205j -0.083914-0.0539054j 0.0185508+0.0111938j 0.0558888+0.0134573j 0.0249275-0.134803j 0.0345555-0.138886j 0.0245634-0.025998j 0.0610751+0.0208688j 0.0553531-0.0324796j 0.014341+0.0712743j 
-0.0283231-0.0416925j 0.00243342-0.0413479j -0.0264209+0.0529906j -0.00235328+0.00661215j -0.0160855+0.0244562j -0.0336628+0.012931j 0.000354885-0.00778679j -0.0129385+0.0323137j 0.018848+0.0195304j -0.0137447+0.0302854j 0.00328479-0.0348148j 0.0694701-0.0144448j -0.00097096-0.0441788j 0.023525+0.013183j -0.00681293-0.00740338j -0.0502253+0.0111959j -0.0141493-0.00278044j -0.00265121-0.00591703j -0.0591209+0.0367484j -0.0052643-0.020736j 0.0278641+0.029452j 0.0345928+0.0330277j 0.0214609-0.00128673j 0.00555257-0.0314322j -0.0176712-0.0164811j 0.00966465-0.0462276j 0.00363673-0.0192534j 0.00968832-0.0340201j -0.0262976-0.0256578j -0.00845216+0.01068j -0.0114156-0.044088j -0.00637991+0.0207571j 0.0634829-0.0362289j 0.00281561-0.062951j 0.0487512+0.0396839j 0.000481485+0.0274834j 0.0312783-0.0100896j 0.0363803+0.0261902j -0.0659017-0.00835847j -0.0169383+0.00286854j 0.00661211-0.0177475j 0.0613044-0.066346j -0.102189+0.00343653j 0.0111268+0.0301811j -0.052069-0.0303109j 0.0355352-0.0513997j -0.010026-0.0114071j 0.0443565-0.0265576j -0.0338972-0.000947745j -0.0253714-0.0116384j 0.028739-0.0621285j -0.0291587-0.0880384j 0.0311315+0.0311847j -0.0595538-0.13001j 0.151511+0.0963928j 0.0314744+0.0125114j 0.0120823-0.0660626j 0.0399765-0.0569063j 0.0198494-0.0205395j -0.0338409+0.0517273j -0.129999+0.0126737j 0.0390844+0.0452076j 0.0713189+0.104587j 0.192891+0.0377499j -0.0580017-0.169801j -0.203062+0.033864j -0.0872584-0.0109102j -0.10892-0.00116369j -0.05765+0.0635847j 0.0279624+0.0616808j 0.007307-0.0916161j -0.124451+0.0684825j 0.0119566-0.0824662j -0.106392+0.119223j 0.0078704-0.0466051j -0.10745+0.127812j -0.050863-0.0250324j 
0.0107416+0.00866343j -0.00485616-0.0135153j -0.00129472+0.00915593j -0.0312524+0.00332845j -0.0348185+0.0380714j 0.0104178+0.0895598j 0.0149379-0.0432053j -0.050813+0.00140342j 0.0242771+0.0216334j -0.0199771-0.0163468j 0.00848396-0.0105197j 0.0117931+0.0225075j -0.0328689+0.0186886j 0.0564517-0.0190187j 0.036625-0.0553167j -0.00409509+0.00951483j 0.052472-0.00202208j -0.00677494-0.042472j -0.0404402+0.0202215j -0.0184013+0.0527201j 0.00314999+0.0279165j 0.0662779+0.0283835j -0.0529598-0.0222187j -0.0502377-0.0158057j 0.0189179+0.0482069j -0.0422484-0.0249488j 0.0265043-0.0369781j -0.00756728+0.00464431j 0.00728641-0.0278371j -0.00981443-0.0326284j 0.0295315+0.0184316j 0.0312959-0.041097j 0.0114682+0.00502685j 0.0206498-0.0545806j -0.0241641+0.0180312j 0.0572758-0.0321896j -0.0583124-0.0747147j 0.00927289+0.0264224j -0.00913804-0.0167918j 0.0611433-0.012482j -0.00452826-0.00154714j 0.0185037-0.0425781j -0.00788119+0.00714848j -0.00480614-0.0221037j -0.0284786-0.041272j 0.100915+0.0101109j 0.0321391-0.0405607j -0.075615+0.0241846j -0.018604+0.125483j 0.00346051-0.00367821j 0.0281973+0.0259666j -0.0517902-0.0502869j 0.0115571+0.0140937j -0.0563982+0.0301894j -0.0255045-0.00254987j -0.0283363+0.0081238j -0.0581446-0.0966298j 0.0776318-0.0965449j -0.00672657-0.0816642j -0.0302668+0.0139997j 0.049636+0.0127778j -0.00667065+0.0430421j -0.0468638+0.00902857j 0.116744+0.0365481j 0.00903531+0.0383429j -0.058157-0.015503j 0.0470417-0.0130701j -0.0243832+0.0382213j -0.0136651+0.105346j -0.0342861-0.0621402j -0.134597+0.0611767j 0.0337588-0.0199911j -0.0554278+0.065657j -0.108896-0.0314358j -0.0193937-0.0560894j -0.0445375+0.043516j -0.0052694-0.069949j 
-0.0141556-0.0168845j 0.037638+0.0357541j -0.00388013-0.0153439j -0.0197853+0.0180408j -0.0178964+0.0170214j -0.00555979+0.0309775j 0.0196457+0.00020031j -0.00923583-0.00670062j 0.0321644-0.0465705j 0.00293156-0.0375791j 0.0220493+0.000240436j -0.00271309+0.00622397j -0.0263093+0.0237718j 0.0655272-0.0380431j 0.0366629-0.0132521j 0.0232176-0.0110815j 0.00156818-0.00102332j -0.0376948+0.0023372j -0.0408467+0.0317723j 0.0457989+0.0124943j 0.0287121-0.0111505j 0.0262533-0.0131376j 0.0194298-0.0623856j 0.00544074+0.00503399j -0.00564641-0.0374946j -0.0438224+0.00613837j -0.00864297-0.00229142j -0.012641+0.0189222j -0.0262102-0.00595889j 0.0503149+0.04808j -0.0255715+0.0289172j 0.00317937+0.0210043j -0.0811457-0.00508031j -0.0465149-0.00304628j 0.0309846+0.0131585j -0.0120375-0.0284822j -0.0726849-0.0117242j 0.0325725+0.0281615j -0.0421186+0.0473604j -0.0392439+0.00963303j 0.000534531+0.0530216j 0.0105219-0.0104219j 0.0356215+0.0308736j -0.0410981-0.0427719j 0.0317623-0.0130071j -0.0110139-0.0618132j 0.00992435+0.00964158j -0.00395454+0.024288j 0.0369633+0.0476997j 0.0216659+0.08105j 0.11855+0.0424742j -0.0713584+0.0674713j -0.0794151+0.0256819j -0.0672244+0.0436408j -0.083564+0.126765j -0.000916833+0.123163j -0.00562121+0.0334322j -0.00397454-0.012686j -0.0580455+0.0592629j -0.085361-0.0491431j 0.0646983-0.075068j -0.036302+0.140227j 0.0689081+0.0165276j -0.0427221+0.110941j -0.0355163-0.113863j -0.0240542-0.000846555j -0.0506203+0.0299829j 0.0508703-0.11764j 0.016453+0.0302414j 0.0734531-0.0792373j -0.0500581+0.0682419j -0.0265725+0.0206498j -0.0158024+0.0258819j -0.0620999+0.0205424j 0.0241355-0.0980941j -0.00269891+0.086359j -0.117731+0.0454336j 
0.0100778-0.0394347j 0.02426+0.0244152j 0.00159984+0.0403484j -0.0171602+0.00530661j 0.00484387-0.0275463j 0.00684892-0.00391284j 0.0483119-0.0276635j -0.0210902+0.0137667j -0.00819169+0.021044j -0.0227572-0.00902412j -0.00978633+0.0229735j 0.0169582+0.00211439j 0.0573518+0.00325992j 0.00433368-0.0143j -0.00343295-0.0408701j -0.0301973+0.0640638j -0.023127+0.0114034j -0.0192197+0.00676456j -0.0307891+0.0242464j 0.00623617-0.0353992j -0.0125765+0.0214327j -0.0550058-0.0171608j -0.0294242-0.00784838j -0.0281174+0.0364867j -0.00889862-0.00806496j -0.0122084+0.0505079j -0.0129258-0.0353991j -0.00393092-0.0284998j -0.0141893+0.044569j 0.00524032+0.00366541j 0.0877747-0.00711659j 0.031929+0.0421452j -0.0730904-0.0138291j -0.0313288-0.0192025j 0.0406995-0.0364871j -0.0400797+0.000958543j 0.00429764-0.00920837j 0.0445102-0.011755j 0.0176621+0.0672415j 0.0137413-0.0425148j -0.0339358-0.00871378j -0.0194863-0.0642198j -0.0114012+0.00891817j 0.0553545+0.0324929j 0.0156427-0.0472538j 0.0398471+0.0265032j 0.0270551+0.0241141j 0.119381+0.00126387j 0.00857626+0.0105397j -0.0811978+0.00862518j 0.0259047+0.0363136j -0.0846887-0.0347523j -0.0441041-0.0505797j -0.021266-0.0201144j 0.0206051+0.0667812j -0.0370661+0.132144j 0.0995524-0.0144128j 0.0661467+0.0494239j 0.0206861-0.0429802j -0.00811154+0.0201103j -0.017442+0.00779731j -0.151457+0.0637326j -0.0112349+0.0606389j 0.0476603+0.0828879j -0.0567212-0.109595j -0.0456128-0.00862851j -0.120324+0.0180116j 0.00533363-0.0172615j 0.0333609-0.0699682j 0.0370554+0.0306421j -0.02037-0.0421141j -0.0354994+0.0710382j -0.00435372-0.0395423j -0.0122646-0.0282266j 0.0592121-0.0980281j 0.0294831+0.0106715j -0.0434878+0.0871297j 
0.00824202+0.0213414j 0.000385038+0.0106376j 0.0132243-0.0379022j 0.00961026-0.00358861j -0.0018744+0.00600614j -0.00895624-0.00892834j -0.00572722+0.0436219j -0.0016338-0.020332j -0.0305418-0.0373969j 0.0100144-0.00263896j 0.0366392-0.00263781j -0.0427297-0.0479699j -0.0420152+0.0393897j 0.0416582+0.0129633j -0.037005-0.0459805j 0.00366767+0.0202125j -0.00451966+0.0387182j -0.00233275-0.010282j 0.0201402-0.036202j 0.0658234+0.0170043j 0.00228593+0.0524044j 0.0459319+0.0260189j -0.0386796+0.0388272j -0.035368+0.00112619j 0.00665976+0.028982j 0.0070308+0.0194957j 0.00165942+0.011469j 0.0108166+0.0425098j -0.00895921-0.0343864j 0.0367007-0.00851504j -0.000705626+0.0352045j 0.000924655-0.0301282j 0.0503681-0.00754467j 0.0536953-0.0510611j 0.00302967+0.00616031j 0.0532235-0.00392949j -0.0636496-0.00865879j -0.0414375+0.0557292j 0.0314106+0.0280794j -0.0544281+0.010249j -0.0254647-0.0162482j 0.0117921+0.0104301j 0.0258437+0.0068302j 0.0528606+0.0177325j 0.0996208-0.013394j -0.0380023+0.0586952j 0.0629377-0.0192525j 0.0355774-0.0399081j 0.0370484-0.113005j -0.062328+0.00816582j 0.0494189-0.0610698j 0.0562358+0.00793197j -0.0355808-0.00740166j 0.0159151+0.0299976j -0.0197031-0.0263922j 0.109747-0.0707784j -0.0115923+0.0235219j 0.14214-0.118825j -0.0669782-0.0573356j -0.0746755+0.00193102j -0.0063585+0.0225269j 0.0546738+0.0514883j 0.0513874-0.0462024j 0.031828-0.0733808j 0.0856173+0.0403595j -0.011555+0.0255163j 0.0270882+0.0498261j 0.0264696-0.0288167j 0.00721674-0.0316247j 0.00107755+0.0555768j -0.00780585-0.0703914j -0.0338492+0.0450408j 0.00983758+0.0681084j -0.0365275+0.0252588j -0.0305001-0.0148789j -0.0415212-0.0054328j 0.0189549-0.0655593j 
0.0311574-0.00104929j 0.0182693+0.0335416j 0.0133439+0.0177974j -0.0081046+0.000200992j 0.022855-0.0084564j 0.0463708+0.0114778j 0.0161244-0.00876288j 0.0163486-0.00427509j -0.00886574+0.054747j 0.0328032-0.031747j 0.00912792+0.0172203j -0.0397638-0.00205172j 0.0226546+0.0379094j -0.0238655-0.0243964j -0.0223258+0.0086897j -0.011733+0.0184696j 0.0360186+0.0543636j -0.0106654+0.0116365j 0.0456392-0.0026463j -0.0431182+0.0377154j -0.0359601-0.0380798j -0.0328999-0.0127288j 0.0238543+0.0597654j -0.0327901+0.0172757j -0.0565481+0.081634j 0.0250972-0.00686223j -0.0465754-0.0652864j 0.0688158+0.0298549j -0.0221545-0.000958348j -0.0593304-0.00630525j 0.0439761+0.0536426j 0.0144145+0.017701j -0.0286093-0.0717377j 0.0708882+0.0238803j -0.0106317+0.008744j -0.00430045-0.00697295j 0.0117885+0.0534578j 0.10388+0.0972009j 0.0271079-0.0108947j 0.0479475+0.00595153j 0.00583544+0.0580239j 0.107424-0.0358565j 0.0600764-0.0137079j -0.11995-0.00194115j -0.09128-0.0753763j 0.0655026+0.0497591j -0.00765539+0.0373782j -0.0314606+0.0063572j -0.0283251+0.0431763j 0.100822-0.0479962j 0.0470377-0.0759548j -0.0402775-0.0374132j 0.0261848-0.0523463j -0.026737+0.0189335j -0.051234-0.0430071j -0.0105446+0.0124851j -0.145183-0.00815437j 0.051356-0.0708609j 0.0464937+0.0158861j -0.00189849-0.0757501j -0.0793517+0.074609j -0.171364+0.0163934j 0.0718381+0.060336j -0.00584792-0.0983589j -0.00730624-0.078093j 0.0559531+0.0807387j -0.00754462-0.0241572j -0.104905+0.076039j -0.0376459-0.0264957j 0.0615956+0.0813279j -0.0310647-0.0324784j -0.0953531+0.0311004j -0.0409456-0.011086j 0.0178107-0.014938j -0.00837189-0.023024j -0.0168925-0.094943j 0.0643827-0.00294107j 
