-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
0.0113742-0.0291807j 0.0210616+0.000603507j 0.0175247-0.00666119j 0.000400892+0.017701j -0.0152133-0.034851j -0.0198625-0.0768409j -0.0421673+0.0242594j -0.0181633-0.00213636j -0.0834965+0.0123241j 0.0241437+0.0238084j 0.0233992+0.0153551j 0.0234253-0.0304883j 0.0611494-0.0468245j -0.031332+0.00913751j 0.000571094+0.0212771j -0.0762959+0.055992j -0.0278989+0.0114826j 0.0329149-0.0147684j -1.06174e-05-0.0216208j -0.0294681-0.0808223j -0.0101144-0.00512147j 0.0627878-0.00974475j 0.026066+0.0979223j 0.0392619-0.0673228j -0.0959839-0.00510462j 0.0902439-0.0400305j 0.0737121-0.0232708j -0.128362+0.0659257j -0.13517-0.0638641j -0.109748-0.0572065j -0.0179191-0.0287446j 0.0263185+0.0398708j -0.000520264+0.0108028j -0.107917-0.0531804j -0.000280866+0.0219216j -0.0137673-0.0268671j -0.0906681+0.0750893j -0.0630916-0.0778276j -0.0460618-0.0584939j -0.040327-0.0153492j 0.0476828+0.0377778j 0.0321834-0.10863j 0.0539274-0.041072j 0.0427662+0.012493j -0.0418246-0.0334688j -0.0394752-0.0180655j 0.0226885+0.0801144j -0.0767562+0.0184968j -0.0175706-0.0171911j -0.0371318-0.00323445j 0.0226127+0.0218268j -0.00210925-0.0596289j 0.0935259-0.00776422j -0.0284491+0.0258293j 0.0328612+0.00584153j 0.00821114-0.0157168j -0.0517754+0.0351601j 0.00580071+0.0515994j 0.0542409-0.065573j -0.0117474-0.0488514j -0.0440183+0.0571323j 0.00074468+0.042082j 0.0800043+0.00329476j -0.0171851+0.0107971j 0.00037539-0.0209842j -0.0516799-0.0178993j -0.0424623-0.0415881j -0.005823-0.00542905j -0.0103356+0.00866541j -0.0297466+0.00560538j -0.00688881-0.0594056j -0.00154098+0.0606326j -0.015465-0.0270762j -0.00146529-0.0263207j -0.0111987-0.0172627j -0.013851+0.00841014j -0.00727641+0.00129009j 
-0.0187589-0.00283289j 0.0249369+0.01295j -0.0115818+0.0127664j 0.00703936+0.0289217j 0.0243445+0.0534998j 0.0226102-0.00679611j 0.0203813-0.00439094j 0.024202+0.0387819j 0.0331048+0.0518493j 0.0208981-0.00836358j 0.0398018-0.0393203j 0.0143962-0.00976788j 0.0109667-0.0647239j 0.0502048+0.0501995j -0.00161025+0.0266841j 0.0151896-0.0687255j 0.0326192+0.000788734j 0.00324571+0.114301j 0.00784505+0.0897339j -0.0687081+0.0285065j -0.0198655+0.0541275j -0.0031563-0.0475314j 0.0542991+0.0298668j 0.014136+0.00270569j 0.063413-0.0642005j -0.0831823-0.0922842j 0.0146094-0.0421783j 0.0602989-0.0676099j -0.0161686-0.0676037j 0.00359923+0.0159174j -0.0570446-0.0232077j 0.029772-0.00458668j -0.0323354-0.128846j 0.0702299-0.0737335j 0.0190421-0.0987779j 0.0204991-0.00384054j 0.080187+0.00343078j -0.00652288-0.00596752j -0.15955+0.0333815j -0.0854866+0.0300931j 0.044841-0.00187324j -0.0318465-0.00380182j -0.0460756-0.0191781j -0.037923-0.0369184j 0.0335333-0.00163026j -0.0229086+0.00789966j -0.111839-0.0476188j 0.08096-0.014678j -0.00647905-0.023291j -0.0509837+0.00946836j 0.0112133-0.0280027j 0.074551+0.109476j 0.0388148+0.00145653j -0.0372229-0.123373j 0.0151803+0.013294j 0.0409941-0.0232983j 0.0339111-0.0733639j -0.0349035+0.0388043j -0.033135+0.0380381j -0.00625424+0.0669893j -0.00509447-0.0179192j 0.0170181-0.100352j -0.00692827+0.0811713j 0.0514881-0.0123176j -0.0208215-0.0535226j -0.0441057+0.00228167j 0.0416508-0.0112393j -0.00680143+0.0403458j -0.051538+0.0337204j -0.00237102-0.0122575j 0.00175118+0.00176356j 0.00264319+0.0201027j 0.0129104-0.0181874j 0.0159389+0.00789466j -0.0178011-0.000648228j 0.00274632-0.0144986j -0.0147855+0.0179651j 
0.0429799+0.00105638j -0.0196351+0.005208j -0.0556051+0.0193187j 0.000166553+0.0661085j -0.00594649-0.0772902j 0.0314416+0.0173923j -0.0903111-0.0332545j -0.0639122-0.0282407j -0.0417348+0.0655473j -0.0313777+0.0384584j -0.0448451+0.121812j -0.0112896+0.00627805j 0.114+0.0233644j -0.00551296-0.0730917j -0.0129826-0.0163809j 0.0357141+0.0529201j 0.0654374-0.0244205j 0.0473675+0.0305529j 0.0601679-0.0854157j 0.0873295+0.0834837j -0.0132681-0.00535618j 0.0274281-0.0622148j 0.0525219+0.0199163j -0.083679+0.00420955j -0.0970053-0.0311978j -0.00936406+0.00905948j 0.112467-0.169158j 0.0889387+0.11563j -0.075174-0.133654j -0.10427-0.11985j 0.0857112+0.000793646j 0.137296-0.151424j -0.0214339-0.0383489j -0.0250069-0.0466964j 0.0282238-0.045981j -0.055142+0.00114818j -0.201172+0.0362813j 0.0100417-0.203888j 0.0608143+0.0730961j 0.058855-0.0127016j 0.0605429-0.0620127j -0.109712-0.117948j -0.0124046-0.00422106j -0.0939916-0.0711375j 0.017994-0.05519j -0.0277747+0.134238j 0.067033-0.0581193j 0.0233679-0.040417j -0.0118411-0.00808255j -0.0470975-0.0442957j 0.0335043+0.0813233j -0.0532374+0.0533724j 0.0873115+0.012931j -0.035616+0.0370326j 0.0210665+0.00746891j -0.00389783-0.00806496j 0.0420085-0.00708733j 0.0034927-0.0687764j -0.0191165-0.140125j -0.0761774-0.00145857j 0.033565+0.0502506j -0.0406858+0.00379045j 0.0105708+0.0320694j 0.00914843-0.0372888j -0.0334084+0.0178998j 0.00836735+0.0334355j 0.0388745+0.0470029j 0.0309561+0.0502737j 0.0342617+0.0134j -0.0241363+0.025117j -0.0400377+0.0332983j 0.0295359-0.0101135j -0.0157307+0.0220912j -0.0268346-0.0409561j 0.0270211-0.0178429j -0.0324385+0.0106311j -0.0159666+0.0231106j 
0.0109396+0.00429823j 0.0108588+0.00539672j 0.0192068+0.00487548j 0.00548471+0.000796008j 0.0149685+0.00663322j 0.0353303+0.00514817j -0.0522459-0.0251278j -0.024491-0.00394098j 0.0250251+0.0562819j -0.0209025+0.108455j -0.099147+0.0316819j 0.0476749-0.032976j 0.0845279-0.0344701j -0.0488736+0.065998j 0.00966025+0.0427838j -0.087138-0.0325319j 0.0450082+0.0370896j 0.0124163+0.0936157j 0.0571774-0.0204526j -0.0995001+0.0136272j 0.0212749+0.0763482j -0.074385-0.0642283j 0.0714793-0.0232963j -0.0582297-0.00289687j -0.024855-0.0312238j -0.0640044+0.0526811j -0.000754272+0.036828j 0.0492041-0.0277633j 0.0114784-0.120271j -0.0197975-0.0656599j -0.0467791-0.0236833j -0.00788515+0.00693654j -0.0438794-0.0374939j -0.141767-0.0182426j -0.0504019+9.50892e-05j -0.00675571-0.0609939j -0.00851596-0.0324458j -0.035727-0.0510447j -0.0571392+0.0557178j 0.0088469+0.00834336j -0.0570176+0.0509054j -0.0335996-0.0123113j 0.0276812-0.00882905j 0.108037-0.0580043j -0.0648164+0.0403135j 0.00620591-0.018515j 0.0339866-0.0549296j -0.0116181-0.0216979j -0.0315176-0.0167672j 0.0158981+0.0327983j 0.00545407+0.105228j -0.0763583+0.00731084j -0.118135-0.00964613j 0.013728+0.031086j 0.0356179-0.0316465j -0.00531069+0.0229197j -0.0412589+0.00964135j -0.0560432-0.0525126j -0.00874049+0.0547606j 0.0282344-0.00746126j 0.0399697+0.0351015j 0.00651197-0.00634248j -0.0146847+0.0598839j -0.0285582+0.0141327j 0.0186467-0.0723872j -0.0274023+0.018124j -0.0449643-0.00868346j 0.00656792-0.0166721j -0.0309016+0.0575453j 0.00134521-0.0311049j 0.0377982+0.0104208j 0.0194204-0.0093378j 0.0129725-0.0491721j -0.00382557-0.0190378j 0.0213512+0.0166209j -0.00343123+0.0093264j 0.0187367-0.0072714j 
-0.0203486+0.0228598j 0.0185034-0.0019047j -0.0149593-0.00642069j 0.00536975-0.0297977j 0.0221032+0.00880618j -0.000845892+0.0216465j 0.0877742+0.0425956j -0.0183757-0.0180904j 0.00309086-0.0714046j -0.0168562-0.00714682j -0.0296837+0.0201677j -0.0691868-0.04397j 0.0605856-0.0311746j 0.000448931+0.0628407j -0.0818212+0.0231275j -0.0135501+0.0886555j -0.102574-0.0128296j 0.0337031-0.110995j -0.0577487+0.0920167j 0.0267552+0.031449j 0.0265798+0.14338j 0.0894307-0.0607716j 0.0787576-0.0716141j 0.00655895+0.0120831j -0.13765-0.0178508j -0.0409861-0.0911993j 0.00400732+0.145826j -0.0763806-0.119345j -0.0627326-0.156079j -0.0282311-0.0833624j 0.062318-0.233682j -0.128041-0.0257098j 0.0566883-0.166286j -0.0517569+0.0780688j 0.00983185+0.0254941j -0.00180252+0.0271946j -0.00542276+0.0203973j -0.0527529-0.0139989j 0.0218284-0.055865j -0.0545285-0.0142885j -0.0127729+0.0707832j 0.0804515+0.0144311j 0.0568383+0.0045309j -0.00556716-0.00875381j -0.0317594-0.0451706j 0.0551706-0.027966j 0.0522512-0.0226039j -0.000315828-0.0300871j -0.0624329-0.0772611j 0.0233768-0.00759985j -0.0448271+0.00176653j -0.017576-0.0063804j 0.0498599-0.00853267j -0.0144522-0.037082j -0.0580804-0.0379475j -0.0197149+0.0222451j -0.0013496-0.0202526j -0.0132775+0.03396j 0.00375327+0.00762396j 0.0391186+0.00598485j -0.0811619+0.00200706j 0.0175914+0.0269744j -0.00173095+0.115131j 0.00176522+0.0102935j -0.0493333+0.0221012j 0.0418118-0.0529577j -0.0114175+0.0676562j 0.00308309+0.0243829j 0.0296507-0.0674991j -0.0174839+0.00879621j 0.0699125-0.0146081j 0.00218401-0.00056626j 0.0267486+0.0176624j 0.00122481+0.0207675j 0.0195565-0.00208732j 0.0236842+0.00214333j 0.00226258-0.000878514j 
0.0103472+0.00859484j -0.05321-0.00450818j 0.0245067-0.0103531j 0.0382819+0.0619128j -0.0120119-0.039552j -0.0145741-0.104579j -0.108758-0.0107142j -0.0151111+0.0435985j 0.0509253+0.0796361j 0.0146081+0.0194527j -0.0623353-0.0451616j 0.0886243-0.00917071j 0.0928674-0.00753435j -0.0587098-0.0301858j -0.0754206+0.0486116j 0.0699689-0.0310195j 0.0157297+0.0626663j -0.0377096-0.0401961j -0.00951387-0.0528917j -0.0437588-0.0753192j 0.0757685-0.00938505j -0.0140327-0.0656868j -0.0122952-0.0486099j -0.0598328-0.00192258j -0.175257+0.0494075j -0.00860595+0.0289365j 0.0847437-0.0860884j 0.136906+0.059659j 0.077641-0.0811916j 0.0127924-0.012429j -0.120765-0.154619j 0.0229352+0.0520638j 0.122443+0.152856j -0.0227588+0.0298139j 0.0554129+0.0673804j -0.115018-0.00592458j -0.0950818+0.0160155j 0.0220364-0.0936642j 0.0441292+0.0791252j 0.0668096+0.0154627j 0.0105814+0.00294533j 0.0377243+0.00709872j 0.0168594+0.0459835j -0.00861143-0.0306138j 0.0228383+0.101906j 0.0020886-0.116827j 0.0262375+0.0513264j 0.00778631-0.0746484j 0.052846+0.00949315j -0.0270806+0.000490959j 0.0122607+0.0950266j 0.00184559+0.0384947j -0.0465797-0.0447275j -0.0223363+0.00977989j 0.00628966+0.0154544j -0.0325701-0.00561449j 0.0336271-0.0111309j -0.102619+0.00685453j -0.00318046+0.052839j -0.0312256+0.0228045j 0.0189041+0.0052621j 0.0241322-0.0418043j -0.0497029+0.0557445j 0.0295046-0.0153173j 0.0377258-0.0193612j -0.0385855-0.0108954j -0.0552077-0.0375102j -0.0654213-0.0388379j 0.0444595+0.0192655j 0.0373475-0.0155547j -0.0381261-0.0182533j -0.00496118+0.0520026j 0.00681972-0.00893594j 0.00388748-0.046953j 0.0156198+0.00772354j -0.0131325+0.015217j 0.00335451-0.0347001j 
-0.0232605-0.0297199j -0.0093874-0.0206337j 0.00417506+0.00447256j 0.0140058-0.0155476j -0.00148868-0.036746j -0.00435513+0.01386j -0.0302088-0.00360835j 0.0153546-0.0112431j -0.0719235-0.078597j 0.130887+0.0720451j -0.0700491+0.029463j -0.157309-0.0740305j 0.0778163-0.00291125j -0.0766771+0.0832415j 0.110346+0.0644325j 0.00081942-0.0675202j 0.0225606+0.103867j -0.060932+0.046861j 0.00377206+0.0424728j -0.0978702-0.0170264j 0.0313826+0.0732631j -0.0529001-0.0892884j 0.0815144-0.0260034j 0.00921929-0.0538198j -0.119516+0.045784j -0.0976623-0.0284399j -0.0774787+0.0388746j -0.0190749+0.0776484j -0.116751+0.133825j 0.0503699+0.0555442j -0.182716-0.0320397j -0.000750266+0.0228465j 0.0431565-0.0290231j -0.00625985-0.02933j -0.035774+0.0121532j 0.0908598-0.0161158j -0.120136-0.0530321j -0.0246006+0.037383j -0.10389-0.00692616j 0.0148769+0.0284967j 0.0470024-0.00568556j 0.0114368-0.00780516j 0.0212388-0.0438746j 0.0165948+0.114914j 0.0337235+0.037927j -0.115208-0.0158138j 0.0536737+0.0707974j -0.0111996+0.0340687j 0.0363049+0.079409j -0.0158913-0.00102166j -0.00940507+0.0852208j -0.025847+0.0496946j 0.0313781-0.028728j -0.0317465+0.0394477j -0.0727706-0.0628726j -0.00251288+0.0385393j -0.0474953-0.000655188j 0.0148093-0.0582894j 0.00773434+0.00666086j 0.039372-0.0398547j 0.0195123+0.0339476j 0.00242151+0.0305339j 0.00959256+0.0285987j -0.0304436-0.0382441j 0.00969227+0.0220119j 0.0122169+0.0148518j -0.00510232+0.0173455j -0.0166906-0.0630424j -0.0319415-0.0281815j -0.00195252+0.00117439j -0.00785807-0.0398144j 0.00685285-0.00341237j 0.0088945-0.0039116j 0.0204703+0.0192047j 0.00444759+0.00428889j -0.0223044+0.026553j 0.025086-0.00102785j 
-0.00595812-0.0135272j -0.0395724-0.0142787j -0.0123724+0.0103712j 0.0163126+0.0390804j 0.00216147+0.00190728j 0.023089-0.0410007j -0.027751+0.0499667j 0.00747676-0.00715816j -0.00526076-0.00947034j 0.0436353-0.11137j 0.0379736-0.0306609j -0.0281742-0.00638333j 0.0122693-0.0023847j 0.00526798+0.0890689j -0.0236529+0.0104083j 0.0598877+0.0126695j 0.00443015-0.00566735j -0.0634743-0.0296031j 0.0282991+0.0236504j 0.0426113-0.0100009j 0.0463892+0.000722034j -0.0438768-0.094911j -0.0558844-0.0429343j -0.0192645+0.0621911j -0.145088+0.010679j -0.0712068+0.145871j -0.10101-0.00395063j 0.0662505-0.0487215j 0.0822037-0.0300701j 0.0882655-0.0368665j 0.0190252-0.174609j -0.0112334-0.0571145j 0.136524-0.0974059j -0.141191+0.105123j -0.0492524+0.0272249j 0.0401907+0.00389614j 0.00535661-0.0538201j -0.021508+0.00780426j 0.0216017+0.00143829j 0.115422+0.0097804j -0.0821251+0.0214027j -0.0282893-0.0111303j 0.0248021-0.0276964j -0.0100993+0.042366j -0.000221844+0.0135412j -0.0539584+0.00262191j 0.0199438+0.0067884j -0.00654062-0.118514j -0.085251+0.00702268j 0.048676+0.0196682j 0.00574577+0.0080057j 0.0310231+0.0452155j -0.0299995+0.00100814j 0.00498149-0.0527525j -0.0239826+0.0195863j 0.00520557+0.0255002j 0.0300845+0.0120715j -0.00289846+0.0979846j -0.0616688-0.0489192j -0.0242755+0.0216919j -0.00483427-0.0241681j 0.0163626+0.00381044j 0.0224751-0.0264371j -0.00421047+0.0133507j 0.00406338+0.0223628j 0.00257627-0.0127446j 0.0413217-0.0408697j -0.0229545+0.0416357j 0.016216+0.0235814j 0.00982767-0.0040527j -0.0394111-0.00656668j -0.0209976+0.0608543j 0.0020493+0.0290508j 0.015009-0.013447j -0.0206451+0.0133391j -0.0175065+0.00685644j 0.00543456-0.0189804j 
0.0135525+0.0206009j 0.0283448+0.0109471j 0.0267199-0.0353306j 0.00248915-0.0238435j -0.0093861-0.00951932j -0.00870192+0.00718025j -0.0252571+0.0285768j 0.0040799-0.0178782j -0.000412767-0.0291997j -0.00455691+0.0186842j -0.0244447+0.00490966j -0.00398595-0.0173156j -0.0793639+0.0225241j 0.0426903-0.016117j -0.0676601-0.0639293j 0.0620496+0.0479983j 0.000130943-0.0032578j -0.0296119-0.0459399j -0.031762+0.00764171j -0.0176566+0.0844834j 0.0901745+0.126671j 0.0161339-0.0961323j 0.0554503-0.105005j -0.0771631+0.0667881j 0.126341+0.0179815j -0.171369+0.0297627j 0.0367991+0.0300654j 0.128461-0.0471177j 0.0439075-0.0417895j 0.135017+0.021383j 0.0108265-0.0292817j 0.00442402+0.0207509j 0.0610211-0.0696005j 0.00155844+0.0173624j 0.0996837-0.0406172j -0.0968568-0.00297344j 0.155883+0.0286218j -0.000306937-0.0478705j 0.0799729+0.0503417j 0.0212065+0.0707855j 0.0371295-0.0152551j 0.0109136-0.0238782j -0.0764516-0.0737905j 0.060165+0.0568606j 0.0297338+0.0442288j -0.0139231-0.0391736j 0.0450805-0.0698252j 0.0352999+0.0226887j -0.00758003-0.00518551j -0.0467793-0.0398146j -0.0426597+0.0291596j 0.00236534-0.0735828j -0.0102504+0.0547332j -0.00694723+0.000870217j 0.0442055+0.000414428j 0.00168615-0.023467j -0.0127301-0.0319495j 0.0473004+0.0291286j -0.0591591-0.0213623j 0.00814523-0.0355452j 0.0105586-0.0252505j 0.0387824+0.0094383j -0.00878048-0.0329942j 0.00601537-0.0232414j 0.0670198+0.0223221j -0.00380603-0.00744962j 0.0126087-0.0303444j 0.00529433-0.0264072j -0.00884833-0.00519935j 0.0237844+0.00167392j 0.018909-0.00867867j -0.0128373-0.00837645j 0.00852285-0.010541j -0.00986579-0.00395616j 0.00338823-0.00639942j 0.0198971-0.00223753j -0.00685422-0.0104746j 
-0.00520061-5.09809e-05j 0.0131149+0.0198123j 0.0121529-0.000854299j 0.0108099-0.0116314j -0.00338325-0.000308057j -0.00612926-0.0171442j -0.0167328+0.0177636j 0.0394755-0.0614165j -0.0262712-0.0651109j 0.00339676-0.118446j 0.0665869-0.00493734j -0.0221332+0.101638j 0.0168489+0.000609784j 0.0525587-0.122649j -0.00904676+0.0138776j 0.0973285+0.0293143j -0.0449668+0.0239165j -0.0876698-0.0680218j -0.0345734-0.0255363j -0.0458766-0.0560872j -0.0587483-0.108354j 0.029041+0.00320385j 0.0426951+0.045654j 0.0191457-0.0330388j -0.0130689-0.0119526j 0.0354313-0.00985124j 0.00581241-0.0553267j -0.0627631+0.0111377j 0.00864706-0.00049207j 0.0137791+0.0251799j 0.0300461+0.0731173j -0.0221387+0.0391908j -0.0375359+0.0377707j -0.0697886-0.0638442j -0.0171918-0.00135243j -0.012982-0.0376001j -0.0418445+0.0142057j -0.0132152-0.0126965j 0.0899119+0.0407395j -0.0356708-0.0213331j -0.0468548+0.0752894j 0.0772771+0.089253j 0.104446+0.0268336j 0.046301-0.0316929j 0.0526434+0.0103262j -0.0637319-0.0810982j -0.00468884+0.013123j 0.00946373+0.0109548j -0.0108223+0.0467205j -0.0410424+0.0491365j -0.00701485+0.0495716j -0.0164893-0.047896j -0.0631765+0.00503192j 0.048127+0.0525456j -0.0012823-0.0103069j -0.0192239+0.0218381j 0.0423302+0.0286355j 0.0729158-0.0131289j -0.0187266-0.0256166j -0.016485-0.014815j 0.0402158-0.0706633j -0.0225549+0.00634282j 0.0238911-0.102857j 0.00553304-0.0107946j 0.00924106+0.0250169j 0.0336947+0.0125262j 0.0201344-0.0356658j 0.0125618-0.00812113j -0.0146662-0.00868817j 0.0251436+0.0277532j 0.00595178-0.00750749j -0.0060157+0.00870395j 0.0116962+0.00210373j -0.00159667-0.00039101j -0.00581876+0.00721746j 0.000947936+0.00181614j -0.00849518+0.00111174j 
-0.0507821+0.0202297j 0.0220288+0.0267612j 0.0273626-0.0616855j 0.0287813+0.0422508j 0.0016608-0.0421596j -0.0160273-0.0311779j -0.0534469+0.0181301j -0.0251531+0.0652073j 0.0317337-0.0170011j 0.00357623+0.0971759j -0.136648-0.0223626j 0.0444683-0.112095j -0.128467+0.0959468j -0.0869655-0.0535761j 0.0954543+0.0439546j -0.0234047-0.129949j 0.036765+0.0115452j -0.0738542+0.076148j 0.039833-0.0737917j 0.0565813-0.0167297j -0.00523052-0.0706137j 0.00871212+0.13796j -0.071002-0.0359565j 0.00315888+0.0598849j 0.0796067+0.00803783j 0.0453651+0.0238183j -0.0149555-0.0593919j -0.0546302+0.0868701j 0.0283655-0.0208588j -0.0135753+0.0562811j -0.026818+0.0122756j -0.00847662-0.0504892j 0.00636826+0.0785486j 0.00216067+0.0138094j 0.0461468+0.058883j 0.0779391-0.0262895j 0.0651734-0.013702j -0.0227028-0.0177241j 0.0658812+0.00894982j -0.0213664+0.0151864j 0.0129074-0.0077785j -0.00760349-0.0286713j -0.0295472-0.00278342j -0.00991851-0.069618j -0.0283504+0.0574967j 0.0806709-0.0103996j 0.0360149+0.0261457j 0.0038325-0.090975j 0.0250936-0.0142378j 0.0146925-0.0213853j 0.00271609-0.0300861j 0.0275762-0.0194171j -0.0677255+0.0561462j 0.0479403-0.0424013j 0.0541451+0.0354694j 0.00311862-0.0430851j 0.000432168+0.0431737j -0.0848372-0.0203403j 0.00946711+0.0873317j 0.0476721-0.0058125j 0.0215228-0.038091j 0.00899471-0.0364688j 0.0145952+0.00487045j 0.0172361-0.00412235j 0.0479186-0.0179937j 0.00572526-0.0811997j 0.0659294-0.0131811j -0.0712031-0.0290524j 0.0183003-0.0092892j 8.87233e-06-0.0203894j -0.0178118-0.0524314j -0.000566135-0.0122593j 0.0378371-0.00469633j 0.0147107+0.0152039j -0.0106166-0.0368445j 0.0184623-0.00350089j -0.00862882-0.00431595j 
0.00206445+0.0042906j 0.00367646+0.0212261j 0.0226859+0.0598432j 0.0110329+0.0165255j 0.0125155+0.0125237j 0.0145212-0.0525656j 0.0660796-0.0714752j -0.0101694+0.0505093j 0.0234914+0.139362j -0.0852778+0.0370215j 0.0542942-0.0331277j 0.10182+0.0427938j 0.0781395+0.04402j 0.0409023-0.0267668j -0.0424955+0.0084605j -0.0589585-0.04991j 0.00496991+0.00859045j 0.00672439+0.0659739j 0.0101969-0.0800077j -0.0593548-0.0320083j -0.0462043+0.0138974j -0.00852973-0.00220091j -0.0536002+0.0331875j -0.0516778+0.087616j 0.00792507+0.0140978j -0.0447091-0.0261241j 0.0473037-0.13495j 0.0868716+0.0376432j 0.0270844-0.156349j -0.111616+0.126667j -0.0621977+0.037426j -0.0162494+0.0565723j -0.0131602+0.0599457j 0.0553742-0.0076716j 0.0482243-0.013042j -0.00245102-0.00114024j 0.0346756-0.0422838j 0.00765513+0.0153457j 0.0154904+0.0308831j 0.00759912-0.00603046j -0.00482327+0.0287671j 0.0161185+0.0117924j 0.0258965+0.0189675j 0.028734-0.000768147j -0.0299327+0.0558424j -0.0490428-0.0132566j -0.0359275+0.00462685j 0.00118614-0.076768j 0.0334932+0.0485843j -0.0170388+0.0421212j -0.0251189-0.0889957j 0.0486698-0.0259565j 0.0147449-0.0295534j -0.0179363-0.0747056j 0.0120605-0.0463599j -0.0246971+0.0142334j -0.0198888+0.00358027j -0.0144424+0.0363997j 0.0633057+0.0351474j -0.0710428-0.0409566j -0.0288949+0.0712533j -0.0204678-0.0225489j 0.0197857+0.00536349j 0.0215592+0.0385352j -0.0251186-0.0650142j -0.00037621+0.0148719j -0.0182058-0.0221098j -0.00150369+0.0591981j -0.00249259+0.00862872j -0.00884482+0.0499886j 0.00570484-0.0217648j 0.0204811-0.00430004j 0.00143958-0.038766j 0.00678036-0.0371787j 0.0177279+0.0143662j 0.00305097-0.0291311j 0.00236923+0.0150725j 
0.00375943+0.0228489j -0.041591-0.065562j -0.0457614+0.00754683j -0.0116513-0.0122078j 0.00397617-0.000624019j -0.0430061+0.0486861j 0.0721332+0.00491618j -0.0542853+0.0441984j 0.0950536+0.0284516j 0.0463364+0.108451j -0.104021-0.0547326j -0.0352716-0.0828995j -0.0594278+0.0727348j -0.0823651-0.0338375j -0.00691398-0.0360696j 0.0481356-0.0447393j -0.052242-0.00913758j -0.0167393-0.0466265j -0.0180072-0.0262901j 0.173067-0.0359533j 0.00555061+0.0113748j 0.0603787+0.0753783j -0.140443-0.0785245j -0.0312019-0.00348403j 0.0813235+0.11196j 0.00356528+0.0141924j 0.013048-0.0365016j 0.0312754+0.118076j 0.014427+0.0824624j 0.105638+0.0190316j -0.0712959+0.0153878j -0.0230386+0.00409134j 0.0451682+0.0780593j 0.171527+0.13199j 0.0330269+0.0285743j -0.00822523-0.00186236j -0.031095+0.0226446j -0.0423731+0.0460324j 0.00569104+0.0745416j 0.0746486-0.0411477j -0.0886422-0.0982773j -0.00217553-0.0203462j 0.0240845-0.079263j -0.0152671+0.0739083j 0.0273957+0.0352856j 0.026861-0.0246607j 0.0211467+0.0588135j 0.0371194+0.0132017j -0.00704355-0.0473846j 0.0517068-0.0435546j -0.0296212-0.0293255j -0.0292247-0.0676481j 0.100474+0.0447467j -0.0583565+0.018267j -0.0501334-0.030786j -0.0749195+0.0785704j -0.0159441-0.0127761j -0.0420972-0.0123894j -0.00507971-0.0255464j 0.0291119-0.0382561j 0.0221219+0.00876839j 0.0104371+0.0527241j 0.041678-0.012579j -0.0400334+0.0387405j -0.0700328+0.0218487j -0.0173118+0.0113516j 0.0541497+0.0266257j 0.0110951-0.0293067j 0.0120301-0.0164821j -0.00970072+0.00930592j -0.0133103+0.00360777j 0.0121113-0.0277531j 0.0213506+0.0155183j -0.00417591+0.0227324j 0.0111991+0.0225165j 0.0159854+0.0262002j 0.0244569-0.0234688j 
