-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
0.0587021+0.0279042j -0.0517672-0.0475881j 0.00797703+0.0358356j 0.00783967+0.0200019j -0.0408426-0.0546479j 0.0456413+0.0196017j 0.0268221-0.0201876j -0.0479458-0.0392448j -0.0302494+0.0194518j 0.00820187-0.0347795j -0.0131389+0.0880688j 0.108197-0.0385794j 0.0595496-0.0206794j 0.0585348-0.0310172j -0.0386352-0.0360994j -0.0600315-0.0386669j -0.028283+0.0035276j 0.0261636+0.0146755j -0.0418628+0.0268333j -0.00425456+0.0711313j -0.00897125-0.0354336j -0.00182257-0.0242574j -0.0299487+0.00312722j -0.042067-0.0364952j -0.0232104-0.0150771j 0.0103175-0.00123591j 0.00898916+0.0129413j -0.0561817+0.0138962j -0.0329587-0.0358534j 0.0299074-0.0449524j -0.00372092+0.0267921j 0.00371945-0.0164915j 0.00328073+0.0309218j -0.023866+0.000560857j 0.00700127+0.00392522j -0.0180461+0.00231392j -0.00946863+0.0414676j 0.00426927-0.0227683j -0.0196554-0.00368453j -0.0116656-0.00648631j -0.00483343-0.0248732j 0.0256729+0.0229322j 0.0255271+0.0145662j -0.0229514-0.0538235j -0.0183688-0.00204887j 0.017465+0.0252687j 0.0541593+0.0112183j 0.0124233+0.0309145j -0.020148+0.0212692j -0.0219548+0.0177716j 0.0181499+0.0240835j 0.0135291+0.0180373j -0.0113385-0.0255777j 0.0206749+0.0319723j 0.030065+0.00481822j -0.015117+0.00704039j 0.0116323+0.0174068j -0.0407253+0.0228245j -0.00938748+0.0194007j -0.00986651+0.00703653j 0.0110186-0.0103333j 0.00891749+0.00788938j 0.00430444-0.00159546j 0.0422777-0.0147317j 0.0127261+0.0299084j -0.0312253-0.0358615j -0.00997358-0.010474j 0.0096028-0.0284483j 0.000105546-0.00325468j 0.00728912-0.0325718j -0.014367+0.0068578j 0.00536138+0.0138931j 0.0101869-0.017406j -0.00379913-0.0117487j 0.0194702-0.00396351j -0.0279995+0.00752513j 0.0307099-0.021343j 0.0586041-0.0153816j -0.0199976+0.00825149j 0.0131031+0.00823154j -0.00678049+0.00139026j 0.00916455+0.00731901j 0.00829347+0.00527421j 0.038157+0.022346j 0.0157956+0.0386314j 0.014967+0.0111615j -0.0569155-0.0596229j -0.00178475+0.0105434j 0.00146477+0.00792445j -0.00464432-0.00429359j 0.000586788-0.00884251j 0.0344959-0.0536693j -0.0125892+0.00064878j -0.0165555-0.00139635j -0.00704309-0.0213412j -0.0254781+0.0327549j -0.0336149+0.0201233j 
-0.0213315-0.0541559j -0.105195-0.0731993j 0.0325734+0.00814209j -0.00117391-0.019217j -0.0694121-0.032864j -0.0925037-0.105683j -0.0210971-0.0406583j -0.069585-0.00922467j -0.0321889+0.00458241j -0.00910556+0.0221814j 0.00191202+0.0174916j -0.0231024-0.000576427j 0.13549-0.0105325j 0.0401144-0.0285383j -0.0105913-0.0181584j -0.0368858+0.0124033j -0.0617866+0.0699247j -0.026532-0.0144815j -0.0180426+0.0259242j -0.0104876+0.0353823j -0.00962422-0.00962652j 0.0442614-0.0462693j 0.0772755-0.0651799j 0.033127-0.0150767j -0.00160962-0.00704261j 0.0278336-0.0224783j -0.00981205-0.0188763j 0.0150829-0.000591534j -0.0328303-0.0147001j 0.00982164-0.0455343j -0.0168555-0.00301268j -0.00636654+0.0159357j -0.0185414+0.010115j -0.0265278+0.0455338j -0.00894009+0.0127109j -0.00676773+0.0269927j -0.0230826+0.0531953j -0.0461475+0.0138446j -0.0321918-0.00208894j 0.00179886+0.0153204j 0.00282445-0.0109934j -0.000510759-0.000873465j 0.0242361+0.0298701j 0.0254365-0.00305407j -0.00487119+0.0176399j -0.00963886+0.013961j 0.00968551+0.0179294j -0.018175+0.0216633j -0.0439169-0.00913437j -0.0198389+0.00196349j 0.0229402+0.00297782j -0.0077149+0.0182471j 0.00673586+0.00823464j -0.0246078+0.0229048j -0.0162894-0.0294093j 0.0592902-0.0415494j 0.0295791+0.0259258j -0.0100969-0.0273739j 0.0149957+0.00472697j 0.0141477-0.0213363j -0.0105124+0.0409746j 0.0311294-0.0165215j -0.011975-0.000541608j 0.0355245-0.0241254j 0.0184483-0.0397952j -0.00590992+0.0333933j -0.034649+0.0116655j 0.0120762+0.0359039j 0.0572814+0.00666432j 0.0146733-0.0232794j 0.0167846-0.000447046j -0.0521103+0.00535583j 0.0202315-0.00645265j 0.0339079-0.00840014j 0.00721236-0.0239328j 0.0530216+0.0110299j 0.00780731-0.00828269j -0.0564393-0.00072851j -0.00612053-0.00371844j -0.0213579-0.0519528j -0.0110631+0.00454804j 0.00818708+0.000873121j 0.0152813+0.00495103j 0.0219679-0.0280463j -0.0349059+0.00655818j 0.0503033+0.0357785j -0.00558812-0.0385976j -0.0219843-0.0276703j 0.0345215-0.0218968j 0.0381806-0.0241661j -0.0034594-0.0050659j -0.0102963+0.0398139j -0.00620875+0.0428154j 0.0268028+0.0158296j -0.0062473-0.0120507j 0.0137252-0.0344126j 0.00665782+0.00447097j 
0.00444179-0.0462158j -0.0808823-0.0294202j 0.0084056-0.033697j 0.000680292-0.0344481j 0.0409278+0.0535396j -0.00694864+0.00917987j 0.0432453+0.0241451j -0.0150858-0.0533923j -0.0356737-0.0206956j 0.0166246-0.00784419j -0.0170053-0.0286817j 0.0896201+0.038568j 0.0523642+0.116738j 0.0219523+0.0896275j 0.00564169+0.0130674j -0.0711624-0.0875486j 0.037406+0.0844739j 0.0493734-0.0971021j -0.0169136+0.0508322j 0.0273317-0.0251336j -0.028835-0.00121535j -0.000760898+0.0485888j -0.0681555+0.00376639j -0.0288805-0.0384972j -0.00490989+0.0326005j -0.0251257-0.0127347j -0.00991941-0.00933562j 0.0139529-0.008341j -0.0159845+0.0162728j -0.053549+0.0151999j 0.0183572+0.0130588j -0.00551749+0.00788649j 0.0392245-0.0206998j 0.00301836+0.0108325j -0.0238244+0.0273124j 0.0121915-0.0424019j -0.0365171-0.00301897j -0.0169087-0.00747362j 0.0124039-0.000977976j -0.00218288+0.0066004j 0.00363826+0.0238632j 0.0262675-0.0188676j 0.0214732+0.0112998j -0.0131606-0.0225442j 0.018174-0.0154322j -0.00410936+0.0122702j 0.0300335-0.0231708j -0.00124257-0.0261841j 0.0328998+0.00495299j -0.0171656+0.0375194j -0.00656765+0.0304208j -0.0420096+0.0406612j -0.0080229-0.0293228j 2.7634e-05-0.0186638j 0.0191243+0.00774921j -0.0237742+0.0151733j 0.0531903+0.00680618j 0.0165544-0.000486185j 0.00397294-0.0142727j 0.00735183+0.0213096j -0.0145372+0.0305435j 0.0294489-0.0185694j 0.0150618+0.000823726j -0.0107343+0.00522891j 0.0279754-0.032556j -0.0166841-0.0199435j 0.0189655+0.0125236j -0.00538363-0.0214819j 0.0200891-0.0268495j -0.0101252-0.0125853j 0.0146258-0.00508958j 0.0234846+0.00697907j 0.0209795-0.0457149j 0.000723869+0.00748743j -0.0237168+0.00883981j -0.0100338-0.00327878j 0.034959+0.017968j 0.0363634-0.00374121j -3.90265e-05+0.0285209j 0.00969131-0.00288294j -0.01393+0.00836844j -0.000580964-0.00370421j -0.0255911+0.00511964j 0.00925719-0.0015991j 0.0206294+0.0383932j 0.0203264-0.00484414j -0.0123869+0.0102203j 0.0149274+0.01464j 0.0505193-0.00427546j 0.00721906+0.00339765j 0.0184046+0.0151365j 0.0104609-0.0145772j -0.000718751-0.0171675j 0.0209748+0.00207577j 0.00877524+0.00599223j 0.00162113+0.00311304j -0.00287878-0.0143397j 
-0.0116883+0.04131j 0.096416+0.0872673j 0.00800249+0.0320167j 0.0430839+0.0068228j -0.0210316-0.0269007j 0.0243227+0.0315124j 0.0197296-0.0221988j -0.00911674+0.0388348j 0.00314961-0.0223228j 0.00970621-0.0405428j 0.00876101+0.0147564j -0.0611313+0.0317454j -0.150989-0.0309493j -0.0930103-0.0540295j -0.0570196-0.0211049j 0.0320843+0.0111202j 0.0085986-0.0608503j -0.00654994+0.0161877j 0.0192221-0.0346827j -0.0250789-0.0473618j -0.0157175+0.00989859j 0.00385235-0.000432817j 0.0202093+0.00270228j 0.00943778+0.0104274j -0.0133872+0.00248448j 0.0198972+0.0118171j -0.0019304-0.0208319j -0.00622442-0.00028687j -0.0164946-0.00792981j -0.0259514-0.0175737j 0.0201926-0.0107525j 0.0226961-0.00755822j -0.00503834-0.0023933j -0.0145363-0.0474876j 0.0156365-0.046783j -0.00253618-0.0260274j 0.0224837-0.0151164j 0.00879226+0.0186986j 0.00935979-0.0145019j 0.00285665+0.000294859j -0.0248581-0.0462989j 0.022266+0.0082525j -0.00592407-0.000573824j 0.0285054+0.00853588j -0.0121212-0.0117271j -0.0092402+0.0122697j 0.0233202+0.0125576j -0.00499834+0.0180844j 0.00442976-0.012188j -0.00562323-0.0117497j -0.0169471-0.00871771j -0.0110632+0.00932532j 0.0222633+0.0315211j 0.0446798+0.0147386j -0.0219338+0.0357337j 0.000361697-0.0101259j 0.0453613-0.00432527j -0.00811318+0.0034096j 0.0164282+0.0247532j 0.00896407-0.0445344j -0.00824748+0.00419621j -0.0455458-0.00758662j -0.0145924+0.0238596j 0.0226148-0.0155874j -0.0412398+0.0170605j -0.0019198-0.0417438j 0.0125685+0.0155296j 0.0309144-0.0118739j -0.00107905+0.00380569j 0.0420848+0.00755727j 0.00224634-0.0423485j -0.0392223-0.0311698j 0.000841046-0.0207797j -0.0120443-0.00882023j -0.0101724-0.0146497j -0.0336296+0.021346j -0.0320747-0.00973567j 0.00944744+0.0223988j -0.0260657-0.0529352j 0.0328208+0.0293917j 0.0183008-0.00182133j -0.0176821-0.03246j 0.0229153-0.027617j 0.00349+0.00272556j 0.0223863-0.0410273j 0.00509771-0.00165599j -0.0206827-0.0198843j 0.00820693+0.00186385j -0.0306846-0.00825419j 0.00213654+0.00929953j 0.0253887-0.0426352j -0.0209068-0.00318243j -0.00867392+0.00660158j -0.0318275+0.0110964j 0.0297678+0.0369684j -0.0409907+0.0532317j 0.0250138-0.0210075j 
0.109908+0.0506202j -0.0417423-0.0344526j 0.0064126-0.0231991j -0.0280415-0.0245726j -0.00605339+0.0290382j -0.036155-0.0310047j 0.0031595+0.00543506j -0.00626761-0.0062704j -0.0517837-0.010802j -0.0306257+0.103689j -0.109867+0.0473951j 0.103557+0.000917217j 0.0168157-0.0482183j 0.0245009+0.0273771j -0.026366-0.0970217j 0.0415632+0.00857003j 0.00585252+0.0646598j 0.00924239-0.00459237j 0.00426606+0.0271698j -0.05108-0.0206485j -0.00756158-0.0863857j -0.0118147-0.0351788j -0.0398626-0.0143944j 0.0209411+0.0486215j -0.00554206+0.0834287j -0.0219124-0.0160695j -0.02689-0.0211225j 0.0339636+0.00342304j 0.0491287+0.00038167j -0.0570288+0.029131j 0.0236168+0.00368295j 0.00855235+0.0187437j -0.0624436+0.0140758j 0.0422276-0.0104816j -0.00119542+0.0128982j -0.0236646-0.00062724j 0.0379938-0.0107241j -0.0146611+0.00391769j -0.0459407-0.0314681j -0.0135392+0.00237385j 0.00900867+0.00670904j 0.0168266+0.000115923j 0.0387069+0.00600756j -0.0156459-0.00675945j 0.0151637-0.0424348j -0.0104925+0.0127286j 0.0336118-0.0560871j -0.0122777-0.0287997j -0.0560908-0.0237965j -0.0135838+0.0146873j 0.00598639-0.00346307j -0.0423982+0.00792875j -0.0368111-0.00963025j -0.0349201-0.0106862j 0.0328481+0.012556j -0.011199-0.0404938j -0.00733695+0.0158034j -0.0840222-0.0326587j -0.0356914+0.015014j 0.0554596+0.00458625j 0.0148831+0.000984676j 0.0282827-0.037473j -0.0147966+0.00188518j 0.027216+0.0100239j 0.00436422-0.0105992j -0.0128793+0.0245973j 0.00522221+0.00832522j 0.00499257-0.0265576j 0.022361-0.0103203j -0.0215414+0.00282447j -0.0336879-0.016839j 0.0313598+0.0382073j -0.0347872-0.0387584j 0.034015+0.0256322j -0.00110677+0.0165411j -0.00340908+0.00954535j 0.00576231+0.017489j 0.0131412+0.00697189j -0.0402094+0.0378194j 0.00214932+0.0152255j 0.0020352+0.0423728j 0.0394424-0.0108718j -0.0276356+0.0481665j 0.0196808+0.0178496j 0.054134+0.0566593j 0.00922717+0.0251519j 0.00384357-0.0133155j -0.03356-0.0301782j 0.0175979+0.00824175j -0.023167-0.010555j -0.0339706+0.0186356j -0.0162529+0.0437152j 0.00129357-0.00349573j 0.0114418-0.0258562j -0.0389834-0.0262845j -0.0146536+0.0230009j -0.0185947+0.00645145j 
0.0863324+0.0549322j 0.00166864-0.0460529j -0.00405237+0.00581657j 0.00800268+0.039157j -0.0354616-0.0297238j -0.0385405-0.0590459j -0.0453892-0.0384314j -0.0175667+0.0680799j 0.0368633+0.00349468j -0.0209749+0.00956449j 0.00702337+0.0239563j 0.0637578+0.0166957j -0.0312046-0.00421734j 0.0300897+0.0180859j -0.041358-0.00703004j -0.0258638+0.0930217j 0.0177585-0.0399558j 0.000658991+0.0640212j -0.00585409-0.0167776j -0.0396949+0.00303793j 0.0342107+0.031696j 0.0246128-0.0157329j 0.00244731+0.0351286j 0.0124125-0.021466j -0.00583479-0.000975678j 0.0438112+0.036597j -0.021749+0.0128466j 0.0309964+0.00416455j 0.00659437-0.0335395j -0.0230643-0.00288514j 0.0111867+0.00430476j 0.00811135+0.0389692j -0.0321874+0.00707969j 0.0183552-0.00746918j -0.0157208-0.00839303j -0.0186869+0.0104507j 0.00795389-0.0186004j -0.0390249-0.0162695j -0.00134379+0.00725294j 0.00536914+0.0300637j 0.00468447+0.00549887j -0.0272546-0.0100983j 0.0530341-0.0225241j -0.0146429+0.0193643j -0.0195961-0.0323784j 0.025865+0.0173696j -0.0287469-0.029777j -0.0168354+0.0145925j -0.0289173+0.0123773j 0.00198552-0.00243426j 0.0258907+0.00354971j 0.00747283+0.00526975j -0.0300282-0.0218068j -0.0509209+0.0084232j -0.0107132+0.00922124j 0.00680878-0.0109303j -0.00869576+0.00354997j -0.0235153-0.00415259j 0.000429078-0.0194111j 0.0166811-0.0264585j 0.00248914-0.0140862j 0.00127093+0.00168685j 0.00973585-0.0291749j -0.00741709-0.00554406j -0.0172043+0.0115874j -0.0165169-0.00316834j -0.0152077-0.0196933j -0.0270989+0.0163867j 0.00695219-0.0120336j -0.0143241-0.00527993j 0.00718813-0.0187582j -0.00912631+0.00424983j -0.0349537-0.00070044j 0.00192556-0.0173242j 0.0415476-5.4248e-05j -0.0406094-0.0134704j -0.0174916+0.0257914j -0.0111338+0.00977066j -0.0365395+0.0198992j -0.0227457-0.0307913j -0.00421631+0.0114113j 0.0190068-0.00684985j -0.0363757-0.0280571j -0.0254129+0.0348008j 0.0370191+0.00963617j 0.00937285+0.0343209j -0.0120208-0.00486733j -0.0197213-0.0208506j 0.0303548+0.00867596j -0.0249998+0.0368132j -0.00892896-0.0185081j 0.0020322+0.0264699j 0.0027391+0.0186999j -0.0184525-0.0126911j -0.0030352-0.011813j -0.0157792+0.0192114j -0.0129464+0.0374707j 
-0.016071+0.0090283j 0.0565942+0.0330616j -0.0150371-0.0163918j -0.0154212-0.00598241j -0.0510336-0.0439041j 0.0405001+0.00373126j -0.00561037+0.013205j 0.04655+0.0188871j -0.00661878-0.0315508j -0.0068108-0.00182435j 0.00512321-0.00527589j -0.0528784+0.0121835j -0.0499131-0.0123632j -0.0212659-0.0090309j 0.0229156-0.0117855j 0.0458913+0.0147894j 0.00725877-0.0300356j -0.0351327-0.0176976j 0.0392556-0.0401434j 0.0012866-0.0054224j 0.039431+0.0495806j -0.0224103-0.000715555j 0.0302624-0.00967269j -0.0153156-0.00375971j 0.0374858+0.0019264j 0.0241085-0.0142634j 0.0257168+0.013097j 0.0315235-0.0121172j -0.00218611-0.0312241j 0.0310902+0.0424536j -0.0147689-0.00781301j 0.0485504-0.018832j 0.00408709+0.0119436j 0.0224361-0.0125847j 0.0331805-0.0254391j 0.0101435+0.00468696j -0.0105127+0.0104279j 0.0401562+0.0358228j 0.00708584+0.0213495j 0.0140114+0.033636j -0.00735503+0.00774668j 0.00770483+0.0113576j -0.0092846-0.0122883j -0.0119009+0.0160271j -0.000727867+0.0179674j 0.016277+0.0294312j 0.00248377+0.0213872j -0.0122023+0.00697126j 0.0243726+0.00447115j 0.0247228+0.0116481j 0.00963878-0.0152198j 0.0238075-0.0119748j -0.000187481-0.00119404j 0.0181116+0.0248965j -0.00729131+0.0164816j 0.00273496-0.0100146j -0.0037686+0.00500456j 0.00627733-0.0237196j -0.00277837-0.0164845j -0.0189185-0.0159727j -0.00431836-0.00820296j -0.0404134+0.0197457j -0.0134955+0.0219914j 0.0135406-0.0157138j -0.0203185-0.0121076j 0.0258989+0.00566594j 0.017543+0.0129453j -0.00543301-0.03112j -0.0252901+0.00454003j -0.00796783+0.0118002j -0.00471573-0.0171656j -0.0065728-0.00497445j -0.00194127+0.0190089j -0.0155993+0.0166692j 0.0194476+0.00671352j -0.0113871-0.00500133j 0.0201712+0.0166743j -0.0265521+0.006845j -0.0163115-0.00964179j -0.00675961+0.0123845j 0.0261757+0.0139975j 0.00410261+0.0185835j 0.00600325-0.0102279j 0.00832025-0.00790592j 0.0024164-0.0189941j -0.0215414+0.000147637j 0.0100645+0.0180812j -0.0105628-0.0100817j -0.037999+0.00600512j -0.00945247-0.0197182j 0.00724264+0.00559413j -0.00399622-0.00970027j -0.00340789+0.010204j -0.0123279-0.000731499j -0.000813631+0.011577j 0.01447-0.00102081j 0.00797352-0.0103242j 
-0.0424232-0.0344132j 0.00848424+0.041202j 0.0114243+0.00523944j -0.0161461-0.0731053j 0.0413185+0.105589j -0.0321553+0.0189935j 0.0326734+0.0468186j 0.0698294-0.064325j -0.0880606-0.0208669j 0.000718243+0.0194976j -0.0660006-0.0170595j -0.0240791-0.0358662j -0.00580022-0.019956j -0.0588714+0.00186189j 0.00433808-0.0746017j 0.00078265-0.0470385j -0.00125424+0.00665281j 0.0291745-0.0753684j -0.0191872+0.01458j -0.00898975-0.00432755j -0.0237083-0.013574j 0.00549869+0.015088j -0.0231131+0.0340645j 0.0850588+0.025042j -0.012827+0.0335589j -0.0630149-0.0270592j 0.0072151-0.0301997j 0.0103736-0.005047j 0.0279002+0.0564595j -0.00921229-0.0154836j -0.0156459+0.0125284j 0.00231282+0.0365247j -0.010059-0.0102885j -0.0403236+0.0175691j 0.0156764+0.0165548j 0.00826527-0.023835j -0.0107648-0.023637j 0.00503217+0.00589639j -0.000477165+0.00417072j 0.00458927+0.0107547j -0.0367199+0.0474249j -0.000433739-0.0176608j -0.0408776+0.0383785j -0.0077631+0.00706117j 0.017443+0.00537124j -0.0290589+0.0218646j -0.00352786-0.021862j 0.0156045-0.00952183j -0.0152451+3.00578e-06j 0.0237578+0.0203801j -0.0466812+0.00978883j -0.00837524+0.0322994j 0.0274041+0.00810155j 0.0338418-0.023679j 0.00777367+0.0113657j -0.0209919-0.0221258j 0.00480116+0.00891036j -0.0125838+0.0370702j -0.018279+0.0477919j -0.0193355+0.00522339j 0.0147081+0.000655811j 0.00357939-0.0335515j -0.00282385+0.00639304j -0.0155242+0.0109694j 0.00695754-0.00829663j -0.0355326+0.0014429j 0.00849526+0.0110095j 0.00646003-0.044156j 0.008318-0.0169654j -0.000287986+0.00301447j -0.0202575-0.00573436j 0.031795+0.0099617j 0.0207998-0.0204722j -0.00426096+0.0187379j -0.0251885-0.00275845j 0.0278866+0.0195431j 0.00921785-0.0222251j 0.0291091-0.00600811j 0.0275044+0.00901685j 0.0378518+0.0625365j 0.00472596+0.0320958j -0.0117828-0.0247514j 0.0270297+0.0140762j -0.00403113-0.0183921j -0.00384556+0.0178229j 0.00214606-0.0199319j 0.0248901+0.035933j -0.00825677+0.00120346j -0.0451181+0.00583399j 0.0105282-0.032421j -0.0158767+0.00770284j -0.000457876+0.01516j -0.00814361-0.0400696j 0.0135321-0.00455479j -0.0103148-0.00491164j 0.00764622-0.00403279j 0.016295-0.0353523j 
-0.0406376-0.0292151j -0.0579179-0.012668j 0.0361142+0.0565321j 0.0241006-0.047997j 0.0418678+0.0955836j -0.059837-0.0264599j -0.00448059-0.0820312j -0.0616792-0.0533699j -0.0271695+0.0889263j 0.034658+0.0376544j 0.0232764+0.0152157j -0.00903316-0.0217415j 0.0821918-0.00226039j -0.034556-0.0516212j -0.0538555+0.0645011j 0.023406-0.0302471j -0.0203021+0.0473857j -0.0320144-0.0366081j -0.0147522+0.0100151j -0.0250649-0.0567487j -0.0393746+0.0157929j 0.05257-0.0321045j 0.0124301-0.0224445j -0.00760166+0.0244132j 8.90325e-05+0.0199814j 0.0358289-0.0124145j -0.0228649-0.0184362j 0.00724274+0.0303811j -0.0606435+0.00176167j -0.00295677-0.0641208j -0.00477365+0.0442946j -0.0222453+0.0132814j -0.01664-0.0159691j -0.0651016+0.0350272j -0.0669155+0.0113478j -0.0263534-0.0208972j -0.0296802+0.00124338j -0.0347719+0.0353691j -0.0175609-0.0103904j -0.00797774-0.018845j -0.000350252+0.021361j 0.0203195-0.0374762j -0.00336159+0.023245j 0.0283683-0.0247598j -0.0105533+0.0225925j -0.0315633-0.0206446j 0.0222727+0.0129397j 0.00403684+0.0144509j -0.0231243+0.00282364j -0.0191574+0.000107435j -0.0558388+0.0324266j -0.0150684+0.000374849j 0.0131909+0.00409607j 0.011226-0.0193522j 0.010012-0.0149538j 0.0125797+0.0247491j -0.0198131+0.0181794j -0.000169953+0.0506843j -0.00735931+0.0334872j 0.0213337-0.000655288j 0.0139609-0.00752783j 0.032532+0.00947552j 0.0222034+0.00764418j -0.039102+0.00630158j 0.0039969+0.0139409j -0.0417013+0.00460499j 0.0106424+0.0108449j 0.0154925+0.00499372j 0.0260626+0.0337856j 0.0145753-0.0184207j 0.0194852+0.00134841j -0.00906643-0.000890314j 0.00530175-0.0261611j -0.00424803-0.0164516j -0.0105384+0.00991328j 0.0349767+0.0389847j -0.0528972+0.0173251j 0.0190794+0.00938982j 0.00423179-0.00687525j -0.010835+0.00640238j -0.0197605-0.000472541j -0.0157639-0.0249395j 0.0122506-0.0375345j -0.0399605+0.0136662j -0.0335031+0.00552412j 0.0246057-0.00430395j 0.000555021+0.0166731j -0.00486589-0.0136647j 0.0377128-0.00887546j 0.0249953+0.0656921j 0.00733919-0.0153879j 0.00319391+0.0449795j 0.0112045-0.0132489j 0.0289867-0.020741j 0.0370812-0.00380833j -0.00900249+0.0182357j -0.000748517+0.0136337j 
-0.0598411-0.066648j -0.00446364-0.0116802j 0.00135607-0.0525612j 0.0103774-0.051965j -0.0549348-0.00212211j -0.0353192-0.0985409j -0.0514474+0.00396122j 0.101853+0.101419j 0.0232202-0.049609j 0.00948483-0.071414j 0.0631769-0.0230243j -0.0457653+0.0380993j 0.0189269+0.0208916j -0.0229036-0.00328366j -0.00187152-0.0144065j -0.0211246+0.0317197j 0.00597617+0.019072j -0.0455395+0.00360661j 0.00274241+0.0409597j 0.0467815+0.0241253j -0.0042721+0.0228633j -0.0050842+0.00652503j 0.0397362+0.0136939j 0.0738507-0.0332239j 0.0578829+0.011124j -0.0581538+0.037599j 0.00285524-0.0321884j -0.0353554-0.0585239j 0.0451715-0.0127892j -0.0168947+0.0207544j -0.0230405-0.00599786j -0.00312111-0.00904904j -0.0175511+0.0258009j -0.0324803+0.0278337j -0.00829009-0.0159272j -0.0253694-0.037745j -0.0181037+0.00248633j 0.0366744+0.0351662j -0.0208389+0.0311009j 0.00523064+0.0455978j -0.0199456-0.0301965j -0.0315491-0.0102594j -0.0113093-0.0015177j 0.00225215+0.021715j 0.0169423-0.0026462j 0.00210396+0.00342171j -0.0273578-0.00458676j -0.0269424-0.0247266j -0.0320854-0.000677731j -0.00338667-0.000817439j 0.0065491+0.00932848j 0.0348554+0.0362328j 0.0427669-0.0100825j 0.000226189-0.0194917j 0.011728+0.0223567j -0.0329943+0.00663188j 0.0191561-0.000802886j -0.0260936+0.00543303j -0.0401469-0.0146183j 0.00195437-0.0119684j 0.0270843+0.0245106j -0.0106727-0.00957788j 0.00769412-0.00386343j -0.0224923+0.00104418j -0.0360928+0.00208365j -0.00366046+0.0107345j 0.0356207+0.0343849j -0.0241681-0.0189099j 0.00255177-0.000549193j -0.00247103-0.0146974j -0.0378149-0.0250981j 0.0194579-0.00115474j -0.00224502+0.0016801j -0.0314938-0.0308973j -0.003187+0.00455092j -0.0188911+0.00696828j 0.0163253+0.00680036j -0.0127274-0.0117332j 0.0150927-0.0389412j 0.00626228+0.0156456j 0.0418051+0.0173162j -0.043768-0.0111969j 0.036506+0.00259705j -0.000181869-0.014039j -0.0310455-0.0135795j -0.000814515-0.00603634j 0.0196152+0.033519j -0.0209322-0.0379668j -0.00851258-0.00582966j -0.00347227+0.00499174j 0.00313599-0.0311806j -0.0156527+0.0348674j -0.0229966+0.036767j 0.0316734+0.0421237j 0.00446724+0.0225836j 0.0219854-0.0362199j 0.0269891-0.0311851j 
