0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
-0.00010416-0.000500219j 0.00041372-9.16817e-05j 0.00011555-0.000911497j 0.000834141-8.95616e-05j 7.34124e-06+0.00126987j 0.000254215-0.000792193j 2.49792e-05-0.00236696j -0.00266164-0.00161937j -0.00200043-4.15547e-06j 0.000727002-0.000195076j 0.000544773-0.000313052j 0.00130556+0.0026502j -0.00167433+0.00253117j -0.00148085-0.000807935j 0.00369269+0.00483308j 0.00108941-0.000383034j 0.00285346+1.55496e-05j -0.00519593+0.00283329j -0.000554061-0.00177891j 2.6983e-05+0.0017515j -0.00121256+0.00140979j 0.00201055+0.00248685j 0.00307979-0.0012138j -0.00246556+0.000297186j 0.000719762+0.00205319j -0.00155415-0.00226301j -0.000460531-0.00210264j 0.00138278+0.00102476j 0.000734503+0.00339359j 0.00203638+0.00220589j -0.00361597-0.000160924j -0.00446198-0.00163463j 4.78168e-05+0.00256835j -0.000523105+0.000344252j -0.00194803+0.00137455j 0.000317048+0.000689446j 0.00137921-0.00153369j -0.00044848-0.00163097j 0.00345748-0.000404869j 0.00149065-0.00210665j 0.00115191-0.000288916j -0.000287549-0.0035893j 0.00172102+0.00118873j 0.000226161-0.000444194j -0.0023712-0.000179523j 0.00227194-0.000476278j -0.00225858+0.00077634j -0.00235781+0.00267396j 0.00137638+0.000473643j -0.000538471-0.00158666j 0.000430685-4.64164e-05j -0.00240659+0.000932349j 0.000900249-0.00111832j -0.00258197+0.000729862j 0.000128987-0.00105617j 1.71107e-05-0.000296087j -0.000741969+0.00091206j -0.00342297+0.00313538j 0.00311427+0.00195206j -0.00320542-0.00224882j 0.00301579-0.00173245j 0.00145941+0.00251968j 9.24367e-06-0.0021537j 0.000399103+0.000739379j -0.000929385+0.000661696j 0.00165649+0.00250962j 0.00274052-0.000824518j 0.000596192+0.00216928j -0.000622309-0.00112591j 0.00035387+0.000353955j -0.000367096-0.000909036j 0.000453863+0.000463003j 0.000245192+0.00148888j 0.000589724+1.79491e-05j 1.2058e-05-0.000278989j -0.000352091+0.00115875j 0.00105875+0.000326631j 
4.22496e-05+0.000207743j -0.00015657-2.40038e-05j 0.000610168+0.000278631j -0.000182971+0.000337634j 0.000545922-0.00111652j 0.00143703+0.000677884j 0.000103712-0.000843829j -0.000223698-6.66258e-05j -0.00111765-0.000223407j 0.000157052+0.00113999j -0.000151807+0.00169692j -0.00337515-0.000959867j 0.000448107-0.000616728j 0.00115309-0.00221422j -0.00041162+0.000488496j -0.00037615+0.00174956j -0.00311181-5.11524e-06j -0.000822748-0.00143311j 0.00170043-0.00273197j -0.00155527+0.000334741j -0.00242075-0.000136968j -0.000811042-0.00120053j -0.000276573-2.62079e-05j 0.00139628+0.000362582j -0.000390852+0.000422791j -0.000311917-0.000142813j -0.000640028+0.000163329j -6.79584e-05-0.000984749j -0.00140073+6.84709e-05j -0.000403162+0.00181157j 0.000988987-0.000552147j 0.000240592+0.000638326j 0.000340019+0.000850154j 0.00093571-0.00171084j -0.000467659-0.00242491j -0.000236346-0.000618364j 0.000247361-0.000210714j 0.0021011+0.00151107j -0.00153114+0.00224893j 8.36757e-05-0.000314608j 0.00124379-0.000614957j -0.000651935+0.00100589j -0.00248884+0.00107747j -0.00154948-0.000420783j 0.000651111-0.000318947j 0.00056384+0.00103523j 0.000395331-0.00223331j 0.000232102-0.000303463j -0.000298672-7.06019e-05j 0.000865991+0.00206253j -0.000342747-0.000898621j 4.84316e-05-0.000833969j 0.00162781+0.000817634j 0.000142076+0.000604251j -0.000138735+0.000195517j -0.00189416-0.000869544j 0.00196635+0.000937041j -0.000388062-0.00103874j -0.000744401-0.0015598j 0.000154755-0.000323898j 0.00168904-0.000112501j -0.000364603+0.00227801j -0.000502654-0.000684289j -0.000219327-0.00142684j 0.000278324-0.00154181j -0.00230116+5.04825e-05j -0.000916105+0.000356682j -0.000400296-0.00161096j 0.000946014+0.00106864j 2.66506e-05-0.000339837j -0.000376386+0.000968352j 0.000852501+0.00149303j -0.00223934+0.000110767j -0.000704909+0.000533895j 0.000370429+0.000342252j -0.000246719-0.000295839j -0.00021022+0.00018978j 
0.00050702-0.000490104j 0.000541466+0.000723406j -0.000654544-0.000628327j 0.000149602-0.0006648j 0.000746151-0.00117081j 0.000231726-0.000129609j 0.000653593+0.00122056j -0.000316024-0.00152445j -0.00359245+0.00148255j -0.00166669+0.00182296j 0.00254771+0.00353199j -0.00330357+0.000603369j 5.34887e-05-0.000725049j 0.00109555-0.00315002j 0.000983417+0.000339335j -0.00139714-0.00280878j 0.00267452-0.00371804j 0.0041061+0.000293305j 0.00199871+0.000905643j -0.000374684-0.00245281j 0.000503114-0.00236862j 0.00202898-0.000263349j -0.0001852-0.000518835j -0.00125218-0.000500089j -0.00381084-0.000704458j -0.000973878-0.00296157j -0.000173737-0.00283554j -0.000810713-0.000610056j 0.00107278-0.000279415j 6.95422e-05+0.00110387j 0.00148859-0.000974753j -0.00340656-0.00124786j 0.000242957+0.00165256j 0.00127079-0.00174656j 0.00159794-0.00127312j 0.00044218-0.00185277j 0.000997361-0.00244116j 0.000176904+9.34666e-05j -0.000625035-0.000663592j 0.000405483+0.00151327j -0.000503284-0.00136084j -0.00053934-0.000857597j -0.00218488-0.000890541j 0.000456592-0.00265724j 0.000589051-0.000830033j 0.00222384+0.0006319j -0.00106498-0.000536017j -0.000658088-0.000702527j -0.000119469+0.000377019j -0.00112735-0.00100365j 0.000676251+0.00185133j 0.0005449+0.00109894j 0.00170296-0.00033714j 0.00125949-0.000676232j 0.00150868-0.00123719j -0.00086883-0.00335693j -0.00328244-0.00115782j 0.000982453+0.00183074j 0.00157181-0.000449618j -0.00312305+0.00150403j 0.000988538+0.00127057j -0.00116547-0.00163598j 0.000591143-0.0014484j -0.00128387+0.000145623j 0.00074714-0.00310015j -0.00262536-0.00250842j -0.00200015+0.00271084j -0.000124398-0.00149257j -0.00117888-0.000415931j 0.000140864-0.00166048j -0.00250114-0.000783311j -0.000617662+0.00019323j 0.00138977-0.00039553j 0.000848365+0.000802711j 0.000956623-0.000572819j -0.000314124+0.000345819j 0.000350385+0.000473966j 
0.000147739-0.000268369j 0.00032904-2.79528e-05j 0.000549711+0.00126017j -0.000972023+0.000407144j -0.000289599+0.00146858j -0.00186824-0.000756956j -0.00248415+0.000479372j -9.43944e-05+0.00304772j 0.000705323+0.00084931j 0.00124891+0.00175467j 0.000674945+0.000833343j -0.00402542+3.73333e-05j 0.00157988-0.0026621j 0.000133271-0.000841249j -0.000121668-0.00375207j 0.00311071-0.00160767j -0.00104406+0.000292652j 0.00312339+0.00394061j 0.00123824-0.000969469j 0.00284341+0.00065063j 0.00325288-0.00270302j 0.000757815+0.00020769j -0.00249088-0.00151935j -7.08461e-06-0.0015826j -0.000753781-0.00253538j -0.000806063-0.000923432j -0.00101885+0.00119397j 0.000186288+0.00140799j 0.000637612-0.00126671j 0.000200818+0.0011284j 0.00116242+0.000756401j 0.00160266+0.0021644j 0.00178831-0.00230117j 0.000882269-0.000494947j 7.49287e-05+4.37686e-05j -0.0010275-0.000277486j -0.00195646-0.000377079j -0.000964628+0.00141414j 0.000722442-0.000242202j -0.00253955+0.00298971j -0.000468487-0.000597212j -0.000462099+0.00113525j 0.000154526+0.00146538j 0.000763101-0.00105987j -0.00059223+0.000613474j -0.000873035-0.00170695j -0.00235099-0.000145275j 0.00207794-0.00140857j -0.00040741+0.00152325j -0.000414384-0.000822241j -0.000597382-0.00144639j 0.00384039-0.000200421j 0.00211803-0.00160457j 0.00137474+0.000816278j 0.000812859+0.00102122j 0.00055638+0.00083987j 0.00207492-0.00391112j 0.00176692+0.00144118j -0.00307726-0.00350027j -0.00362443-0.000324638j -0.00273773-0.00300628j 0.00197399-0.00257141j 0.000661639-0.000456688j -0.000979221-0.00242447j 0.0011816-0.00265011j -0.0036555-0.00176409j -0.00250164-0.000157407j 0.000624775-0.00230562j 0.00133674+0.000531026j 0.000213863-0.000155693j 0.00150747+0.000567091j -0.000246446-0.00113066j -0.000180556-0.000947707j -0.000213413-0.000540913j -0.000539355-0.000283156j 0.000424399+2.09147e-05j 0.000110324-0.000545641j 
0.000535564-0.000366835j 0.000335183+0.000433335j 0.000931671-0.000844023j 0.000585342+0.00068465j 0.000309044+0.000823565j -0.00179198-0.000213611j -0.000910435+0.0013278j -0.000122717+0.00113228j -8.65424e-05+0.00191727j 0.00113714-0.00234427j -0.000658707+0.00068273j -0.00134979+0.00277231j 0.000833005-0.000747605j -0.00335873+0.000365884j 0.00133939-0.00184853j 0.00133939-0.00325451j 0.000117751+0.00032114j 0.00316674+0.000656811j -0.000134341-0.00212454j 0.000437985+0.000359366j -0.00114919-0.0022033j 0.00301783-0.00100718j 0.000527279+0.000801505j -0.00276699-0.00251412j -0.00160893-0.00154044j -0.0021507-0.00262513j -0.000553378+0.00155669j 0.000113288+0.00262598j 0.00228802+0.00127722j 0.00284255-0.000273369j 0.00177299-0.000397046j 3.38744e-05+0.00039533j 1.65312e-05-0.000106032j -0.000303277-0.000863132j -0.000301509-0.000465889j 0.000561778+0.00257613j -0.00127265+1.48394e-05j -0.00123142-0.00243485j 0.00314192-0.00102608j 0.000857752+0.00147126j 4.54881e-05-0.000563558j 0.000450472-0.0022394j 0.000877043+0.00101574j 0.00143923-0.000960014j -0.00275824+0.00218014j 8.12042e-05-0.000969305j -0.00173797+0.00176205j -0.000945772-0.00244138j -0.000298752+0.00122773j -0.00143278-0.00164405j -0.00290157-0.00108642j 0.00190918-0.00115857j -0.0013061-0.00204248j 0.000554288+0.000519294j 0.000338595-0.00144236j 0.000565082-0.00119687j -0.000784786-0.0033903j 0.000996403+0.00102984j -0.00255337-0.000109933j -0.00148857+0.00163359j -0.00116802-0.000161933j 8.76968e-05-0.000395164j -0.000295927+0.000237363j -0.00192148-0.000159306j -0.000619479-0.00168577j -0.00140597+0.00168874j -0.000829612-0.000649431j 0.000481-0.00151241j 0.00131363-0.000800604j 1.05889e-05-0.000190697j 0.00117888-0.000440969j -0.000968724-0.000857184j -0.000335056-0.00069483j -0.000641967+0.000489425j 0.0001627+0.00033251j 0.000374925+5.86409e-05j 5.44002e-05-0.000476432j 
-0.00106345-0.000195j 0.000134295-0.00107845j -5.79132e-05-0.00108059j 0.000386599+0.000117826j -0.000224668-0.000225684j -0.000523638+0.000241143j 0.00101334+0.000297066j -0.00102039-0.00128175j -0.00110364+0.00336051j -0.00111345-0.000421547j 1.50592e-05+0.00251624j -0.00158061-0.000340883j 0.00227178-0.00362726j -0.000618282+0.00167406j -0.00363544+0.000167674j -0.00211054-0.000190025j -0.000410192+0.00197196j -0.000772013-0.00304811j -0.000849126+0.00208869j -0.000888343+0.0028588j 0.00190788+0.000709729j -0.00374356-0.000928528j -0.000470772+0.000587945j -0.00128089-0.00107042j -0.000990773+0.00220335j -0.000740071-0.00218946j 0.00166944-0.000331869j -0.000340095+0.00211103j 0.000431207+0.00103085j -0.0039413+0.000242153j -0.00269803-0.000902507j 0.000576339-0.00203126j -0.00220586+0.000850213j 0.00138801-0.0023373j -0.00112902-0.00294614j 0.000320353-0.000829415j 0.00158533+0.00346825j -0.00200443-0.00152815j 0.00100313+0.00129276j -0.00114877+0.00196046j -0.000332635+0.00400268j -0.000226326-0.00153736j -0.000963987+0.00377136j -0.00214379-0.00295095j 0.00199091-0.000991298j -0.0012312+0.00149924j 0.000886987+0.000663054j -0.000403407-0.00118071j 0.00023446-0.00131177j 1.72041e-05+0.000156771j -0.00126101+0.00289122j 0.00149458-0.00178819j -0.00143365+0.00422491j 0.00152228-0.00209059j 0.00108688+0.000753281j -0.0029079+0.000334221j 0.00119816-0.000375724j -0.00111925+0.000445807j 0.000536044+0.00111975j 0.00100413-0.00311377j 0.00137879+0.00139747j -0.000144754+5.87603e-05j 0.00180947+0.00162246j 0.00116737+0.000527811j -0.000584743-0.00081571j -0.00107775-0.000209055j -0.000951615+0.00262644j -0.00307785+0.00206838j 0.0021846-0.00297528j -7.3136e-06+0.00138146j 0.00244845-0.0023045j -0.00155747+0.000275638j -0.00181529+0.000894184j 0.00118144+0.000612516j -0.000219532-0.000599897j -0.000969321-0.000678837j -0.000751114+0.000858826j 
-0.000386935-2.65945e-05j -0.000103265-0.000490336j -0.000797858+0.000920415j -0.000672077-0.000986263j -0.00185209+0.00161814j -0.000887144-0.00209128j -0.00199085+0.00104582j 0.00207897+0.00116251j 0.00218264-0.00142028j 0.00222173-0.000867909j -0.000126496-0.000885673j -0.00124864+0.00287281j -0.00384073-0.00215815j -0.000126008-0.00100848j -0.00300342-2.90828e-05j 0.00162+0.00024969j 0.00133672+0.0005014j 0.00221014+0.000222411j 4.08744e-06+0.000234689j 0.00360093-0.000477455j 0.00126269-0.00216365j -0.00186296+0.00233031j -0.00233406-4.83394e-05j 0.00218903+0.000533557j -0.00193149+0.00128723j -0.000845107+0.000115745j 0.00194563+0.00147036j 0.00229842-0.000770117j -0.00207123-0.00135225j -0.000659558+0.00155167j -0.00176415+0.00110813j 0.00175615-0.00145656j 0.000955999-0.0036156j 0.000441323+3.64905e-05j -0.000988812+0.00107724j -0.00262705-0.000193j -0.0012309+0.000325407j 0.00143137+0.00423865j 0.000414022-0.000337147j -0.000902229+0.00303024j 0.000142556+0.00081748j -0.000712416+0.00143899j 0.00307696+0.000725052j -0.000809049+0.00108954j 0.00126212-0.00088794j -0.00147175-0.00200221j -0.000592821+0.00185654j 0.000154934-0.00250625j 0.00085297+0.000710848j -0.000238971+0.000490078j 0.000894773+0.00235849j 0.000385327-0.00121031j 6.00564e-05-0.000648641j 3.21115e-05-0.000925997j 0.000242268+0.000606202j 0.00144085+0.00252417j 0.000195893-0.0045981j 0.00154759-0.000657489j -0.00370672-0.000192449j -0.00082809+3.85608e-05j -0.000167324-0.0003188j 0.000664765-0.000376445j 0.000636294+0.000211363j -0.00277317-0.000390832j -0.000848829-0.000776792j -0.00153685+0.00244195j -3.24386e-05+0.00114309j 0.000143488-0.000128808j 0.00041319-0.00231946j -0.000108823-0.000470767j 0.000896064-0.00123363j -0.00052467-0.00149623j 0.00111657+0.000842312j 0.000288835-0.000821696j -0.000985465-0.000205765j 5.699e-05+4.4185e-06j -8.18221e-05-0.000168798j 
0.00141627-0.000498389j 0.000448941+0.00131095j 0.00218142+0.000973747j -0.00146362+0.00149525j 0.000270257-0.000806146j 0.000714745-0.00133221j -0.00160784-0.000401868j -0.000278162+8.37481e-05j -0.00246396-0.00101038j -0.00156745-0.00245977j -0.00128162+0.00298924j -0.000930941+0.00265431j 0.00186754+0.00264975j -0.00385234-0.000733122j 0.00239641-0.00137113j 0.00185913-0.00315735j -0.000574011-0.000239501j 0.00239802+0.000807832j -0.0021879-0.00139926j -0.00218427-0.000280252j -0.000246311+0.0029732j -0.000137375-0.00156032j -0.00183691+0.00158994j 0.00112778-0.00399185j -0.000360963-0.00261907j 0.000523729+0.000898202j -0.00066326+0.000693761j -0.00410157-0.00235565j -0.000882724+0.000919794j 0.00345484-0.00176392j 0.00447331-4.39908e-05j 0.00115447-7.94559e-05j 0.00103798-0.00155191j -0.000292519-0.00149483j -0.00072201-0.00173416j 0.00136502+0.00126567j 0.00042858-0.000899018j 0.00538881-0.00555627j 0.000716261+0.00291537j -4.99909e-05-0.000537676j -0.000230697-0.00243825j 0.00216463+0.00306395j -0.00183426-0.000918088j 0.0032148+0.00193099j -0.00169297+0.000790792j -0.000221654-0.000699811j -0.000730321-0.00289699j 0.000591986-0.000320691j 0.000887007-0.000163952j 0.00380326-9.9953e-06j -0.000602248-0.00136337j -0.000914775+0.00184702j -0.000953526-0.00233203j 0.00189586+0.000198132j -0.00045102+2.79887e-06j 0.000175118-0.000331774j -0.000986629+0.000151705j -0.000650627-0.000804375j -0.000757075+0.000641093j 0.0020399+0.00148607j -0.000961738+1.26833e-05j 0.00144092+0.000180032j -0.00151806+0.000569227j -0.00157605+0.000192899j -0.00114104-0.00124705j 0.000484481+0.000382482j -0.00423694-0.00171432j -0.000788048-0.00512567j 0.000776593-7.06669e-05j -0.00100064+0.000204498j 0.00211712+0.00167718j 0.000867007-0.00146987j -0.000356524+0.000506928j -0.000388285+0.00100287j 0.000403767-2.9356e-05j 0.00037349-0.00018967j -0.000184327-0.000518727j 
0.000473663-0.000278153j 0.000297252+0.000419666j 0.00145193-8.13498e-05j 5.89739e-05+0.00182912j 0.00112642+0.000239722j -0.00124368+0.00229196j 0.0012008+0.000807805j -1.60983e-05+0.001146j 0.00153421+0.00146869j -0.0010778+0.00200104j 0.00364718+0.000860412j -0.00109875+0.00253641j 0.000677152-0.00237979j -0.00035626+0.00100231j -0.000716964-0.00171385j -0.00117405-0.00324985j -4.10643e-05+0.00131008j 0.00208107-0.000343624j -0.000513473-0.000681099j 0.000257568-0.000621189j 0.000164653-0.00109319j 0.000565733-0.000682144j -0.000567662+0.00218453j -0.00362353-0.000824234j 0.000494193-0.00193781j -0.000889346+0.00134869j -0.00152831+0.000471543j -0.000927579+0.00149025j 0.00187701-0.000618929j 0.00154393-0.000767932j 0.00289089-0.000771712j 0.000745002+0.00112722j -0.00120621+0.000651372j -0.00243824-0.00213547j -0.00187597+0.000355087j 0.00149952+8.59347e-05j 0.00175694+0.000308412j -0.00168006-0.00226723j 0.00114554-0.000287245j 0.00214173+0.00126675j 0.000536774-0.000537418j 0.00142631+0.00114625j 0.00102749+0.000634441j -0.000967066-0.000285899j -0.00112977+0.000951588j -0.000558828+0.00194188j -0.00110499-0.00135177j -0.000563507+0.000580989j -0.000803138+0.000476324j 0.000745476-0.00122842j -0.000777901-0.00114845j 0.000463148-0.00159722j 0.00167431-0.00157391j 0.00114612-0.000915138j 0.00120909-0.000930179j 0.000127165+0.000325522j -0.00226279-5.12354e-05j 0.000375585+0.000853527j -0.000489908+0.000272551j -0.0020885+0.00189411j -0.00298104-0.000131796j -0.000713562-0.00356999j 0.000542052-0.00147026j -1.96032e-05-0.000462449j -0.00196699-0.000933008j -0.00191214+0.000441202j -0.000708268+0.00180898j -0.00152075-0.00112795j -0.001341+0.000759236j 0.000665631+0.000466532j 5.25564e-05-0.000708486j -0.000463869+0.000488247j -0.000414552-0.000260464j -3.94167e-05+0.000734099j 0.000829499+0.000105489j -0.000455325+6.90943e-05j 6.09364e-05+0.000434102j 
-0.000176793+0.000922011j -0.000819474-0.000268639j -1.51683e-05-6.2708e-05j 2.77426e-05+0.000481914j -0.0021142-0.00047312j 6.90635e-05-0.00100823j 0.000644074-0.0012855j -0.00186321+0.00020599j 0.00282392+0.00294185j 0.00162323-0.00178901j -7.60578e-05-0.00278726j 0.00257156+0.00125489j 0.000167073+0.000759075j -0.00303306+0.00103157j 0.000344305+0.000348464j -0.00176767+0.0017573j -0.00143231+8.81134e-05j -0.00151975-0.00222909j 0.00137809+0.000905829j -0.0017521+0.00329516j 0.000154719-0.00129443j -0.000825029-0.000139261j -0.000457102+0.00172431j 0.00015023+0.000204938j 0.00242981+0.00163635j -0.000647233-0.000413151j -0.00349049+0.00126732j -0.000555281+0.00133787j -0.00084914+0.000408901j 0.00011592+0.000811013j -0.00130505+0.00154839j 0.000500964+0.00258609j 0.00061562-0.000799144j -0.0010459-0.000163835j -0.00114674-0.0013358j -0.00167721+0.00141879j -0.000455645-2.55717e-06j 0.000309687-0.00204054j 0.000738204+0.00111061j 0.00027493-0.000308475j 0.000878659+0.00359756j 0.000441128-0.000223709j 0.000561024+0.00148167j -0.00103863+0.0019044j -0.00307925-0.00116391j -0.00107916-0.00132457j 2.32319e-05+0.00028345j 0.0012596+0.000132309j -0.000154056-0.000588769j -0.000242756+0.00106474j 0.00162565-0.00246133j 0.000412685+0.000196147j -0.0017565-0.000576125j -0.00107328-0.00147519j -0.00114381-0.000794271j -0.00115957+0.00229637j 0.00257287+0.00224657j 0.00184717-0.000484314j 0.000623825-0.0017627j 0.00263383+0.000311662j 0.000675495+0.00116109j -0.00168112+0.00218368j -0.000468452+0.000587622j 0.000828952+3.15454e-05j -0.00161204+0.000644496j -0.0001141+0.00208674j 0.0021907-0.00131899j 0.000519479+0.00193957j 0.00174603+0.00010474j -9.73238e-05+0.000659308j 0.00129854+0.000788069j 0.000106413-0.000278611j -0.000747483-0.000554807j 0.000190269-0.00104732j -0.00104936-0.000321042j 0.000252745+0.000554561j 0.000625819-0.000301819j 
0.000203901-0.000614339j 0.000547042+3.47174e-05j 0.00252852+0.000657852j -0.000535714+0.00283292j 0.00151144+0.000906329j -0.000398866+0.00210382j -0.000383756-0.00277504j -0.00276202+0.00179347j 0.00100332-0.000354617j -0.00335986+0.00214524j 0.0015033+0.00148495j 0.00190169+0.000647452j 0.00204823-0.000948498j -4.40901e-05+0.00452092j 0.00100373-0.000754034j -0.00252492-0.00179075j -0.00147273+0.000322667j -0.00141741+0.000302511j 8.70452e-05+0.000174486j -0.00117053+0.00167429j 0.000865835+0.000653701j -0.00125481-0.000124862j 0.000225246+0.00241482j -0.00423214+0.000724184j 0.00199197-0.00259562j 1.58443e-05+0.00253781j -0.00247765+0.000354526j -0.00135226+0.00193949j 0.00130527+0.000118784j 0.000644565-0.00145189j 0.00266838-0.000473016j -0.000243363+0.00119864j -0.000322611+0.000861888j -0.00220379-0.00159767j -0.00374335+6.425e-05j 0.00299182+9.67651e-05j 0.00389243-0.000940716j -0.00331736-0.00389736j 0.00197876+0.00031448j 0.00182756-0.0015862j 0.00286157-8.18265e-05j 0.00153265+0.00162979j 0.000801532+0.000391872j 0.000207904-0.000253064j -0.00129865+0.00220988j -0.00119524+0.00172088j -0.000312596-0.00357535j 0.000130314+0.00290723j -0.000233018-0.00127865j 0.00181248-0.00152811j 0.000291573-0.00244632j -0.00037959-0.000486193j 0.00144403+0.000736043j -0.000540679-0.00085074j -7.38575e-05-0.000696249j 0.000687308+0.000669062j 0.00043522+0.0046898j -0.00145032+0.00170238j 0.00226046-0.00103444j -0.000662255-0.000724335j -0.00132509-0.000648197j -0.000647801-0.00150239j 0.000169565-0.0018589j 0.00177327-0.00216214j -0.00221221+0.00107168j -0.000790372+0.000429177j -0.00180293+0.000446098j -0.00159667-0.00165491j -0.00226933+0.00115425j 0.00143486+0.00217327j 0.00162815-0.00107844j 0.000351693+0.00105079j -0.00138196+0.000738894j -0.000990754+0.000286045j 0.000345268+0.0011041j -0.000264651+0.000162204j 7.13873e-05+0.000135551j 
0.00175113-0.000135336j 0.000320076+0.00168271j -0.000635072+0.000389929j 0.000153484-0.000110684j 3.96534e-06-0.000821548j 0.000926152+0.00324083j 0.00359079-0.000524823j 0.00064263+0.000342938j 0.00519282+0.00013734j -0.000455963-0.000633008j -0.000553025-0.0013115j -0.00248326-0.00327421j 0.00202812-0.00260167j 0.00179098-0.00052069j -0.0021373-0.000270887j 0.000131947+0.00214192j -0.000264081+0.00295668j -0.00184603-0.00159057j 0.00173136-0.0025516j 0.00189681+6.76038e-05j -0.00485928-0.00236924j -5.81974e-05-0.00360972j 0.00200804+0.000492922j -0.00111753-0.00139958j 0.00107639-0.00412338j -1.36986e-05+0.000376717j 0.000429463+0.00302564j 0.000365058+0.00126051j 0.000482392-0.000547146j 0.00155436+0.000799056j 0.00357273-0.000950929j 0.00527615-0.000494091j -0.0013111+0.00269331j -0.0003622+0.00116903j 0.00120397-0.00266747j 0.00155196+0.00129116j 0.000197904+0.00278201j -0.00197072-0.000988693j -0.00199424+0.00120291j 0.00200517+0.000988057j 0.001961-0.000850087j -0.000303472-0.000633659j -0.00198567+0.000868731j 0.000499482+0.000248824j -0.00186395+0.00229576j 0.00169307+0.00348098j 0.000787925+0.00024846j -0.000147884-0.00243627j -0.000822845+0.00219732j 0.00116233+0.00154731j -0.00468745-0.00227647j 0.000982278-0.00341835j 1.6962e-05+0.000475892j -0.00011077-0.000472576j 0.000903763+0.000457764j -0.000868342+0.000290786j -0.00127623-0.00192404j 0.000143274-0.00539175j -0.00223491+0.00104024j 0.00105589+0.000419168j -0.00113925+0.00262895j -0.00133358+0.000516357j 0.000815328+0.000254847j 0.00216775-0.000547397j 0.000980104-0.00144712j -0.00137463-0.00236899j -0.000535896-0.00115893j 0.00217065+0.000789734j 0.00247548-0.00159528j -0.00051577-0.000969696j -0.000551545+0.00123063j 0.00101511+0.00189048j -0.00309139+0.00063247j -0.000892387+0.000528272j 0.000352805+0.00077406j 0.000445363-0.000785306j -0.000576586-0.000461126j 
