0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
-0.000628111+0.00259379j -0.00260383-0.00061861j -0.00190032+0.00153122j -0.0013136-0.00176827j 0.0018596+0.00154396j -0.000266184+0.00172218j -0.000341711-0.00210802j -0.00159337+0.00117263j 0.00157498-0.00227703j -0.00383706+0.000793278j 0.0015268+0.00161349j 0.000269814+0.0012632j -0.000743055-0.000528092j -0.00113068+0.000555299j -0.00122035-0.00016882j 0.000561526+0.0017619j -0.00150314+0.00133194j 0.0010808-0.00107201j -0.00165548+0.00199668j -0.00234216-0.00442893j 0.000310066+0.000555409j -0.00210786+0.00300691j 0.00215404-0.000388123j -0.00146022+0.00318873j 0.00200391-0.00158413j -0.00118004+0.00155125j -0.00296754-0.00101163j -0.000643144-0.000519118j 0.000140159+0.00158358j 0.00191611+0.000827824j 0.000793027-9.74147e-05j 0.000307784-2.14352e-05j 0.00110564-0.000451683j 0.00140115+0.000320195j 5.80072e-05-0.000921177j 0.000626075+0.000227702j 8.98877e-05-0.000872248j 0.00102211-3.68662e-05j 0.00211907+0.00199605j -7.40759e-05+0.000265352j 0.000311483+0.00014472j -0.00134226+0.000149623j -0.000128546-7.57947e-05j 0.00115738-0.000796225j 0.00145111-0.000714252j -0.00110026-0.00178906j -0.000451038+0.000653101j -0.000644877-0.000688847j -0.000605779+0.00206474j -0.000284489+0.000979507j 0.00040863-0.00301149j -0.000692636-0.000532777j -0.000177052+0.00173615j -0.00107435-0.000791394j -0.000380601-0.00125191j -0.000604173+0.000575591j -0.0005964-8.28277e-05j 0.00140577+0.00103442j 0.000186384-0.000641451j -0.00137867-0.000350729j -0.00124814+0.000623689j -0.00143442-0.00101906j 0.00123204-0.000735195j -0.00030678-0.000791404j 8.11382e-05+0.00164309j 0.00176177-0.00114876j -0.00124954+5.70145e-06j -0.00178082+0.00122757j 0.00281596+0.00204315j 0.00134584-0.000918481j -0.000595255-0.000501255j -0.000477695+0.000767622j -0.000768541-0.000781354j -0.000198138-0.00102853j -0.00108676+0.000150274j 0.000106851-0.00117846j -0.00120163-9.68578e-05j 
-0.000869613+0.000480132j -0.000500891-0.000963867j -0.000289897-0.000641176j 0.00066662-0.000487063j -0.00104598+0.00188426j -0.00223412-0.000988354j -0.000193651+0.0014755j 0.00113249-0.000238057j -0.000209472-0.000664418j -0.000209542-0.000478529j -0.000538711+0.000726545j -0.000207172+0.00140347j -0.000494303+0.000378612j -0.000902812+0.000725865j 0.000177963-0.000738761j 0.000690892-0.000657014j 0.00105535-0.000143148j 0.00130576+0.000656712j -0.000924276+0.000738647j 0.000760145-0.000330877j 0.000607593-0.000110982j -0.000738642-0.00100776j 0.000119645+0.000857005j -0.000899993-3.43453e-05j 0.000175523+0.000209261j -0.000441551-0.000105474j 0.000355496+0.000413371j 0.000804386-0.000350359j -0.00131488-6.47108e-05j -0.000673181-0.000165904j 0.000402017-0.000140264j -0.000259332-0.000481683j -0.000204226+0.00119101j -0.000552347-0.000473576j -0.000219423+0.00031388j -0.00081402-0.000312606j 0.000714928-2.27363e-05j 9.21614e-06+0.00076031j 0.000101027+0.000889493j -0.000228999-0.000168414j 0.000672156+0.000240236j -0.000407954-0.000467704j 0.000412887+0.000550463j -0.000279296+0.00086747j 0.000580941+0.00132977j 0.000457264-0.000413761j 1.46982e-05-0.000811905j -0.000202035+1.28508e-05j -0.00108122-0.000599508j 0.000631035-3.80571e-05j 8.83723e-05+0.000544944j -0.00021668+3.97807e-05j -0.000342566-8.32025e-06j 0.000748629-0.000142966j 0.00029148-0.000226679j 0.000614477+0.000979022j 0.000909216-0.0010711j -0.000573729+0.0015378j -0.000944653+0.00044374j -0.000297885+0.000139817j 7.91098e-05-0.000798878j -0.00103797-0.000483317j 0.000691442-0.000435776j 0.000935234+0.00116965j -0.000453498+0.000310256j 0.00050101+0.00136439j 0.00108653-0.000941919j -0.000755625-0.000865015j -0.000394262+0.00141671j -0.000734869-0.000198379j -1.29645e-05+6.77033e-05j -0.0023315-0.000654357j 0.000917585-0.00263595j 0.00062799+0.000202248j 0.000260095-0.00101488j -0.000376234-0.000650252j -0.000635084+0.000290548j 
0.00182869-0.00151328j 0.00145081+0.00184431j -9.94068e-05+4.76379e-05j -0.000394534-0.000184312j -0.000200092-0.000719329j -0.00025608-0.00026923j 1.77687e-05+0.00134108j 0.000331176-0.000526838j -0.0015013+0.00249483j 0.00220909+0.000113407j 0.000187823-0.000398345j 0.000996955-0.000152632j -5.10506e-05+0.000988592j 0.00142679+0.000313785j 0.000468018+0.000726592j -0.00113-0.000617828j 0.0010879-0.000812524j -0.000500142+0.000177031j 0.00119894-0.000187104j 0.00178545+0.00223422j -0.000742021-0.00125978j 0.000144595-0.00219546j -0.00035282+0.000163231j 0.000901795-0.0014391j -0.00106428+0.000749391j 0.000926482-0.00101998j 0.00131511+0.000157578j 0.000759498-6.80365e-05j -0.000152489+7.09068e-05j -0.00127564-8.75412e-05j 0.000117152+0.000444492j -0.000118735-0.000810136j -0.000442445+0.000364319j -0.000740582-0.000443828j 8.85176e-05+0.000792762j -0.000370451+0.000214713j 0.000152508+5.10522e-05j -0.000651497+0.000142478j -0.00122082-0.00119947j -4.38453e-05-0.000343126j -0.000221754-0.000856465j 0.000301631+9.33459e-05j -0.00092885-0.000393809j -0.000845376-0.000102531j -0.00044982-2.13673e-05j 0.000346584+0.00108149j 0.000617722-0.000530096j 0.000526871+0.000453019j 0.000275948-0.000941429j 0.000141403-0.000423895j -0.000153881+0.00115249j 0.000561489-0.000264149j 0.000672453-0.000942731j -8.44673e-05+0.00106049j 1.1285e-05+0.000756384j 0.000767552-0.000909806j 0.000261228+0.000502031j -0.000473047-0.000462104j 0.000719663+0.00119758j 0.0012787+0.000494844j -0.000861824-5.41161e-05j 0.000501038+0.00116915j -0.000810549+0.00086943j 0.00110251-0.000758644j 0.000616436-0.00150695j -0.00118955+0.000213414j 0.000303679-0.000307401j 0.000512823-0.000337038j -0.00119542-0.000666602j -0.00100341+0.000715915j -8.27425e-05+0.000270963j -9.40603e-05+0.000881023j -0.000637632-0.000234422j 0.000579674-4.63323e-05j -0.000138269-0.000607424j 6.15843e-06+0.000963264j 0.000910301-1.41615e-05j 
0.000771646+6.58646e-05j -6.71216e-06+0.000690533j -0.000308943+7.12931e-05j -3.77417e-05-0.000509538j 0.00182491+0.00230437j -0.00341745+0.00135742j -0.000717533+0.0028428j 0.00169353+0.00144905j -0.000923832-0.00012538j 0.000830948+0.00336056j 0.00214531-0.00164036j 0.00267792+0.000885292j -0.000324002+0.0025156j 0.000128489+0.00177455j 0.000779012+0.00122048j 0.001484-0.00111398j 0.0026817-0.00182594j 0.00193846-0.000417788j 0.00202498+0.00235583j -0.00164734-0.0006823j -0.000865315-0.000800676j -0.00191963-4.1295e-05j 0.000116423-0.00161384j 0.00066101+0.00124561j -0.00139585-0.000586684j -0.0010033-0.000130598j -0.000907817+0.0033938j -0.000295235-0.000279829j 0.000461314+0.00163399j -0.000263594-0.00058846j 0.000863251-0.00108238j -0.00112935-0.00244743j 0.000495799+0.000547294j -0.00102615-0.00230818j -0.00155258-0.000101964j -0.00161518+0.000282544j -0.00022948+6.29224e-06j 0.000250953+0.000271889j 0.00168636+0.00101496j -0.00075825+0.000106696j -0.00057626-0.000567916j -0.00194093+0.000994967j -0.00187897+0.00314917j -0.001947-0.000700934j -0.00117301-0.000969794j -0.000986714+0.000176931j 0.000173565-0.00113789j -0.00101639-0.000466059j 0.0005253+0.000319323j 0.00303614+0.000193208j -0.00359728+0.00125111j 0.000124354+1.0472e-05j 0.000442171-0.000640223j 0.00103809+0.00158296j -0.000625327+0.000754356j 0.000353198+0.00222053j -0.00082683-0.000514008j -4.43274e-05-0.000278602j 0.00134163+0.000436868j 0.00149796+0.0010645j -0.000654849+0.00234251j -0.000527742+0.0013175j 0.000919344+0.000726093j 0.00213148-0.000949621j 0.00233594-0.00109254j -0.00108777-0.00282637j 0.000340159-0.000626833j 0.000175015+0.00199655j 0.00267497-0.000599124j -0.0025044-0.00153435j -0.00284422+0.00267569j -0.000173746+0.00463566j -0.00400903-0.00147127j 0.000464799-0.000692473j -0.000814559-0.000775019j 0.000420215+0.000197956j 0.000273868-0.000491729j 
0.000886509+0.00100861j -0.00110503+0.000938064j -0.00342769-0.000808625j 0.000920978-0.00330861j -0.00168675+0.00377725j -0.00300037-0.00239274j -0.00127662-0.000451813j -0.0027403-0.00124428j -0.00256265+0.000978691j 3.33006e-05+0.000812155j -0.000286239+0.000106345j -0.000822109+0.000732319j -0.000593039-0.00310691j -0.00177875+0.000472064j -0.00167918-0.000394789j 0.00100767+0.000331535j 0.00333189+0.00232519j 0.000758235+0.00140325j -0.000339786+0.00293512j 0.00135141+0.000234115j -0.00319002-0.00309715j 0.00202237-0.00361457j -0.000867266+0.00150919j 0.000360155+8.83693e-05j -0.000702396-0.000559264j 0.00306239-0.00255869j 0.000369777+0.000621818j 0.000906757-0.00050454j -0.00249526+0.000694693j -0.000332095+9.09806e-05j 0.000150152-0.000103135j -0.0017649+0.00153319j 0.00173169-0.000435359j 0.000854143-0.000438904j -0.0020741-0.000676287j -0.000276717-9.16052e-05j 0.00210044-0.000671794j -0.000469609-1.04181e-05j -0.000126403-0.000499614j 0.000460067-0.00141599j 0.000869652-0.00202436j -0.000362514+0.00119328j 0.000893573-0.000938201j 0.000957887-9.34837e-05j 0.000958283+0.000802905j -0.000369796-0.00200262j -0.000580838-0.00220554j 0.000281183+0.000300668j -0.00163355-0.0019646j -5.17309e-05-0.000840513j 0.000504036-0.000301614j 0.0010979-0.000734609j 0.00104781-0.00076943j -0.00125269+8.87959e-05j -0.00167398+0.000440853j -0.00116158+0.00161752j 0.00187347+0.000756777j -0.00128916+0.000707504j -0.00112039+0.00395057j -0.000479219+0.000571922j -0.00362353-0.00151583j -0.00131005+0.00104144j -0.00227861+0.00016935j 0.000834889+0.000364689j 0.000806023+0.000359512j -0.000697958-0.00025739j -7.63942e-05+0.00171251j -3.53394e-05+0.000186715j -0.00171159-0.00286385j 0.000223554+0.000405599j -0.000526014-0.00300156j -0.00222624+0.00189418j -0.00145127-0.000616561j 0.00102204-0.00216696j -0.00233107-0.000650163j -0.000329268+0.000723518j 0.000611743+0.000349786j 
-0.00366317+1.55672e-05j -6.14874e-05-0.00395317j 0.000713188-0.00209562j 0.00145569+0.000452622j -0.00334752+0.000791255j -0.00415291-0.00116775j 0.00228473+0.00661917j 0.00622904-0.00165231j 0.00192597+0.000918884j 0.000573686-0.00436j -0.00245781+0.00269923j 0.000169244+0.000655748j 0.00166448+0.00426264j 0.00175039+0.000788964j 0.00355695-0.00204415j 0.000458857-0.000509832j -0.000461193-0.00168128j 0.00165616+0.000529881j -0.000829412-0.000117082j 0.00202924+0.000604965j 0.00158773-0.000296537j -0.00543783-0.00259895j 0.00130024+0.000611846j -0.00211316-0.00126392j 0.00135042+0.00115394j -0.00152877+0.0022507j 0.00160773-0.000286423j 0.0021516-0.000298789j -0.00373984-0.000961317j -0.00154455+0.00214237j 0.00154227-0.00185932j -0.00120269-0.00215552j 0.000773079+0.00630438j -0.00284218+0.000813107j 0.00181094-0.000244793j -0.00274556+0.000223928j 0.000631878-0.000562164j 0.000339656+0.00192701j -0.00171113+0.00426338j -0.000281275-9.75831e-05j 0.000315743+0.000594637j -0.00155065-0.000780843j -0.000385685+0.0042937j -0.0017138+0.0035j 0.00116958+0.00343261j 0.00556566-0.000298511j 5.426e-05-0.00195415j -0.000185876-6.33573e-05j -0.00276568-0.000778129j 0.002702-0.000342723j 0.000676109+0.00213841j -0.00145368-0.000857867j -0.000489684-0.000109767j 0.00323087-0.00104082j 0.00192041-0.000502751j 0.00206523+0.00125537j 0.00175237-0.00250818j -0.000330225+0.00380652j -0.00107128-9.70417e-05j -0.000110385-2.66531e-05j 0.00148318-0.00028483j -0.00344509+0.000278496j 0.00433714-0.00187855j 0.00487029+0.00115646j -0.000391388-0.00363716j -0.00115819+0.00211214j 0.00170879-0.00485762j -0.000830665-0.00271452j 0.000341118+0.00420614j -0.00439659+0.000282042j 0.000382992+0.00408061j -0.0043341-0.000222982j 0.000404382-0.00755376j -0.000112257+0.00123178j 0.00111647-0.00133058j -3.64905e-05-0.00361058j -0.00355312-0.000249558j 
0.00262175-0.00191526j 0.00166468+0.00245895j -0.00145478+0.00269808j -0.00314463-0.00147127j -0.00368006-0.00148228j 0.00156486-0.0024116j -0.000982342-0.000223211j 0.000970207+0.000196242j 0.00138083+0.00016855j -0.00164757-0.000198475j 0.00349156+0.00379931j 0.00101285+0.00443377j -0.00193081+0.00360469j 0.00173044-0.00116199j 0.0023974+0.00102336j -0.00252294+0.00119815j 0.0006723+0.00163963j 0.00049713-0.000117845j -0.00175236+0.00180325j -0.000602847-4.90267e-05j 0.00227591+0.000662003j -0.00402786+0.00394035j 0.0036546-0.00130064j -7.87862e-05+0.00276238j 0.000724747-0.00247808j -0.00234544+0.00130532j -0.00336912+0.00165648j 0.00276262-0.000211426j 0.000277755+0.00114517j 0.00146165-0.000589716j 0.00140592+0.00096657j 0.00291013-0.00434889j -0.0044094-0.00225613j 0.00194129-0.00120731j 0.00106638+0.0014786j 0.00181025-0.00144441j -0.00164124+0.000648151j -0.000223491+0.000254637j 0.00183183-0.000199514j -0.00013214+5.37183e-05j -0.00115559+0.00151468j 0.000529576-0.00127521j -0.00368444-0.000238361j -0.00156644-0.00417722j 0.000111873+0.00119202j -0.00278348+0.00247231j 0.00217505+0.00325015j 0.000579946-0.000495933j 0.00521614+0.000861774j -0.000332398+0.00288749j -0.000533226-0.00564622j -0.00131176-0.00351911j 0.000393196-0.000754274j -0.00333972+0.00292698j 0.000771844+0.000345938j 0.00201095-0.000704333j 0.00289915+0.0017191j 0.00130879+0.000623884j -0.00108243-0.000910657j -0.000773798-0.000881899j -0.00323939+0.000521995j 5.64327e-05-0.000181107j 0.00442527-0.00147335j 0.00195816-0.00212845j -0.00066633-0.00358736j -0.000362359+0.00168199j -0.00241737-0.00336035j -0.00264765-0.00305998j 0.00167306+0.00364835j -0.00469375+0.00248951j 0.00333646+0.00479816j -0.00165863-0.000981342j -0.000917384-0.00567004j -0.00057399-0.00229056j -0.00285064-0.000768945j 0.00143737+0.00282775j 0.00267293-0.00161459j 
-0.000670534+0.000249929j -0.000257892-0.000621837j -0.00088004-0.000132517j 0.000265726-0.000657645j 0.00172673-6.11213e-06j -0.000612141+0.00279249j 0.00316547+0.00124004j 0.000565978-0.00208945j 0.00117419+0.000645165j 0.0025527-0.00409099j -0.00520615-0.00194351j -0.00188257-0.00476297j 0.00329281-0.0032056j 0.000642664-0.00109028j -8.46104e-05-0.00190868j -0.00159749-0.00213784j -0.000436236-0.00136003j -0.0020601-0.00146958j 0.0026667-0.00204245j -0.000537467+0.00420059j -0.00291732+0.000483594j 0.00307412-0.00269858j -0.00308829+0.00282082j 0.00162482-0.00176446j -0.000209281+0.00218961j 0.00258926-0.000793948j 0.0049598-0.00100834j -0.000390335+0.000876987j -0.000985862-0.00157266j -0.00161901+0.00129778j -0.00293448-0.00178206j -0.00237889+0.00647032j 0.00128946+0.000239413j -0.00230033+0.00175609j -0.00198571+0.000890227j 0.0001186+0.00196355j 0.00187551-0.00117407j 6.94756e-05-0.00105455j -0.00196374-0.00268606j 0.00141353-0.000496215j 5.14781e-05-7.60058e-05j 0.00264777+0.00293025j 0.00550438-0.000639856j 0.0011504+0.0025683j 0.000461003+0.00096888j 0.00146156+8.16815e-05j -0.00373766-0.00191439j 0.000179986+0.0032029j -0.00240821-0.002137j -0.00163609-0.00427336j 0.00369047+0.00335254j 0.001191-0.000617077j 0.000340976-0.00098228j 0.00241131-0.00302839j 0.000444834+0.000778593j 0.00178345+0.000610687j 0.000641508+0.000687735j -0.0012327+0.00194229j 0.00023313+0.000960952j -0.00158193-0.000622497j 0.0013707-0.00103041j -0.000702514+8.15024e-05j -0.00229826-0.00103171j -0.000779382+0.00108047j -0.000148236-0.000285827j -0.00256088+6.45947e-05j -0.000419218+0.00175205j 0.00385933-0.00273694j -0.00732771-0.00562599j 0.000223294+0.00271947j 0.00108817-0.00119852j 0.00347629+0.000322173j 0.000180573+0.00538345j 0.000106983-0.00165112j -0.001429+0.000769005j -0.000667132-0.00193124j -0.00198119+0.000717391j 
-0.000234665+0.00029316j -0.000399243-0.000150883j -0.00204392+0.000857737j -0.00103754-0.0018792j 0.00241636-0.00229734j 0.00311203+0.0025558j 0.00105339-0.00160317j -0.000582155-0.000266268j 0.00187251+0.000337634j 0.000505901-0.00319457j -0.00225918+0.00059371j -0.00219119-0.0018743j 0.000585383-0.0025655j 6.4161e-05-0.00175243j 0.0010396-0.000587758j -0.000567004+0.00257996j -0.00447866+0.000816839j 0.0020541-0.00369134j -0.00222036+0.00131395j -0.00641121-0.00473306j 0.00178694+0.00287049j 0.000666125+0.00849194j 0.0033039-0.00141257j 0.00256615+0.00461576j 0.00121693-0.00147666j -0.00214157+0.00524733j -0.000831631+0.00121853j -0.00218797+0.00100214j 0.00218457-0.00134864j 0.00432489+0.000637094j 0.000675832-0.00100797j -0.0033545+0.00111683j -0.00101285-0.0027862j 0.000810611+0.00295418j 0.00291989+0.000747523j 0.00263874-0.00161878j -0.00241522-0.00150694j 0.0023795-0.00158028j 0.00465269+0.00105437j 0.000258315+0.0022711j -0.00143368+0.000606796j -0.000467538+0.000364438j 0.00267443+0.000224495j 0.00176466-0.000990559j 0.0010132+0.00166361j -0.00135636+0.000950313j -0.00256371+0.00470257j -0.00113419-0.000671864j 0.00161674+0.0039131j -0.000982141-7.51457e-05j 0.00222388-0.0018442j -0.00275223+0.000397444j -0.00173321+0.00158633j -0.00313763-0.00193075j -0.000306397+0.000457683j -0.00138685+0.00185079j -0.000456191+0.00117091j 0.00240361+0.000299091j -0.000853536-0.00265528j -0.00369806-0.00422695j 0.00174384+0.00164583j 0.000118979-0.00222811j 0.00360612-0.00339084j -0.00560718+0.000124661j -0.000509524+0.000773447j 0.00178438-0.000928745j -0.00306902+0.00101142j 0.000832027+0.00257175j 0.00536798-0.00516888j -0.00162853+0.00114982j 0.0040443+0.00146817j 0.00184022-0.00162459j -0.00132593+0.00174568j -0.00173648-0.00116185j -0.00189161+0.00200201j -0.00167082+0.000536032j 0.000419519+0.001719j 
-0.0031614-0.000550628j 0.000426361-0.00297166j 5.74739e-05+0.00173446j -0.00198496+0.000513883j -0.0035901+0.000900748j -0.00014468-0.00207927j 0.00226302-0.0009912j -0.00213424-0.00227211j 0.00264377+0.00338029j -0.000131736-0.00494771j -0.000351279+0.00199534j -0.00139947+0.000674618j 0.000333978-0.000699702j -1.812e-05-0.00216124j -0.00102516-0.00311819j -0.000685857+0.00136498j -0.00100933+0.000294091j -0.0001309-0.000683255j -0.000964319-0.00101528j 0.00276885-0.00113229j 0.000509961+0.00199774j -0.00102886-0.00103211j 0.00173769+0.00143365j -0.00182933-0.00202271j 0.00111395+0.000346875j -0.000660901-0.00035261j 0.00190892-0.00491233j 0.000367015-0.00265293j -0.00190797-0.000916711j -0.00075838+0.00106402j 0.00138549-0.000688986j 0.000582797+0.00206005j -0.000710855+0.00239193j 0.000157364+0.00208302j 0.00420385-0.000563714j 0.000271748-0.00182744j 0.00073662-0.00111412j 0.000308259+0.000873009j -0.00320959+0.000421247j -0.000436669-0.000353657j -0.000207204+0.000489575j 0.00147495-0.00265397j 0.000362916-0.00170171j 0.00143744+0.00241698j 0.00486979+0.00233304j 0.00328001+0.000460941j 0.00016886-0.00100417j 0.000859745-0.000669168j -0.00313138-0.000108729j -0.00214019+0.000864667j 0.00305798-0.00244141j -0.00294981+0.000397097j -0.00119155+0.000164713j 0.000361308+0.000470171j 0.00216636-0.000443878j 0.000754912-0.00302925j 0.0034806-0.00346422j 0.000104495+0.00185431j -0.000351308+0.00117702j -0.00228972-0.001097j -0.000411826-0.000175046j 0.000211303-0.00123116j -0.00080709-0.0021817j -0.00142995-9.86012e-05j -0.00549325+0.000382577j 0.00326082+0.0059389j 0.000193738-0.00213331j -0.000924329-0.00170563j -0.00190669+0.00330683j 0.00393214+0.00375369j 0.00354303-0.00433316j -0.00252606-0.00286796j 0.00123785-0.00130021j -0.0032484-0.000412543j -0.000842378+0.00332612j -3.83127e-05-0.00144752j -0.00157051+0.000174291j 
-0.00143882+0.000588647j -0.000342663-0.00149796j 0.00559402-0.00181945j 0.00186006+0.00548924j 0.00256737-0.00544001j 0.00514224+0.00340109j 0.00259195-0.00109476j 0.00312224+0.000618182j 0.0027788-0.00296729j -0.00126396-0.000152507j 0.000275142-0.000472216j -0.000264221-0.00146528j 0.00144638+0.00202534j 0.00140607-0.000505906j 0.00049494+0.000203775j -0.000357064-0.00157154j -0.00528349-0.0025663j -0.0019923-0.00155368j 0.00038226-0.00493916j -0.00141358+0.000661758j 0.00646607+0.00244443j 0.000358944+0.00557373j -0.000974672-0.0029618j -0.000891987-0.00149052j 0.000779993+0.00100728j -0.00250149+0.00396022j -0.000428331-0.0014066j -0.00219522+0.00132277j 0.00355686-0.00189795j 0.000496787-0.000475935j -0.00134994+0.000382285j 0.00207249-0.000995407j -4.67331e-05+0.000641542j -0.00114108+0.00135543j 0.00264557-0.00106317j -0.000127738+0.000523212j -0.00294558+0.00206257j 0.000671199-0.00104931j 0.00113684+0.000180944j -0.000424195+0.00288689j 0.000239288+0.00312179j -0.000168961-0.00153873j 0.000891486+0.00085756j 0.000230542+0.00143557j -0.00172962-0.0021692j 0.00125787+0.000902706j 0.000894944+0.00278233j -0.000631287-0.000205762j 0.00286828+0.00342166j 0.000507278+0.000163183j -0.000145294+0.00282592j 0.000306184+0.00400249j -0.00130863+0.00202738j 0.00271634-0.00232766j 0.00223648-0.0014744j 0.00066782-0.00249925j -0.0057434-0.00147371j 0.00182444-0.00253026j 0.000325586-0.00646027j 0.000620079+0.00029652j 0.00790543-0.000166445j 0.0019085-0.00206187j 0.000830228-0.000522928j -0.00189472+0.00172647j -0.00149464+0.00191378j 0.00193574-0.000547228j 0.000631498-0.000950301j 0.000596003+0.000974717j 0.00275282+0.00203596j 0.00142663-0.0018565j 0.000550257+0.00247823j 0.0037804-0.00370613j 0.00330496+0.00344347j -0.000324106+0.00664697j 0.00702174+0.000376856j -0.000932139-0.00157653j -0.00133974+0.000915188j 
-0.000180891-0.00149464j 0.00134181-0.000222408j 0.00137353+0.000244299j -0.000638806+0.00130872j 0.000417186-0.00358187j 0.00445702+0.00175375j 0.0028794-0.00243615j -0.000433632-0.00317847j -0.0035572+0.000390582j 6.06721e-05+0.00395523j 0.00395614+0.00131346j 0.000854238+0.00112977j 0.000570677+0.00132333j 0.00198332+0.000124011j 0.000138138-0.0012299j -5.82517e-05-0.000955759j -0.002465-0.000939932j 0.000359027+0.000130931j 0.00014482-0.0022175j 0.00270206-0.000394774j 0.00180246+0.000460881j -0.000678592+0.00385269j -0.000671289-0.001703j -0.000872349-0.00192629j 0.000249629-0.000403577j -0.000663026+0.000164353j 0.00159323-0.000667133j 0.00107636-0.00129655j 0.00276086+0.000609109j 0.000834719-0.00158602j 0.00056488+0.00262415j 0.00100923-0.00198023j 0.000833894-0.00177395j 0.000297325+0.000978821j 0.00264592+0.00168944j 0.00194077+0.000663088j -0.00135113+0.00220657j -0.000142832-0.00015414j 0.00206089-0.00159547j -0.00103517+0.000910414j 8.8496e-05+0.000544336j 0.00140809-0.000801927j 0.000297028-0.000541741j -2.68819e-05+0.00112259j -0.00121359+0.00148137j -0.00172356-5.10281e-05j 0.00292042+0.00204587j 0.000878102-0.00139644j 0.00189015+0.00105106j -0.000786652-0.000367106j 0.000797985+0.00138699j -0.000814502+0.000852366j -0.00112646+0.000807206j -0.00138874-0.00030416j 0.000650902+0.000138596j 0.00230708-0.00300876j -0.00134131+0.000936162j 0.00145149-0.00333122j -0.000411522-0.00232024j 0.0029962-0.000566506j 0.00229547-0.000688099j 0.00367778+0.00153135j 0.000226573-0.00105137j 6.75627e-05-0.00342928j -0.00330712-0.00298641j -0.00182808+0.00384575j 0.00113928-0.000835035j -0.00215172+0.00236682j 0.00322632+0.00338721j 0.000860092+0.00287453j 0.00460979+0.00158665j 0.00270684-0.00237409j -0.000157146+0.00163382j -0.000367126+0.000940468j 0.000415214+2.83572e-05j 0.000641472+0.00102694j 0.0009127-0.000716416j 
