-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
0.00113003+0.00576656j 0.00161476-0.00817377j -0.0106489-0.0121946j 0.0366619+0.0234714j -0.0140128-0.0044965j -0.0151933+0.00536836j 0.0124324+0.00373733j -0.0210922+0.0141148j 0.0120245-0.0152477j -0.0502821+0.00172896j 0.0370895-0.0324373j -0.0274938-0.0360809j 0.0363989-0.00143999j 0.00096055-0.0449947j 0.00695793+0.0185628j 0.00477353+0.00511495j -0.00934904-0.000131374j 0.0238656+0.0158113j -0.00106594-0.0110591j -0.011663+0.00370041j 0.0155155-0.0156773j -0.0236738-0.00303963j -0.0403212+0.00141241j -0.0144471+0.0100558j -0.00820994+0.00180641j -0.0372679+0.00606469j -0.0200461+0.00987938j 0.018062+0.0179993j -1.55127e-05+0.0227486j -0.0502837-0.0537657j -0.00231407-0.0202594j -0.00643325-0.0119135j -0.00499648-0.038352j 0.0266491-0.0229167j 0.00899012+0.0163202j -0.0126423+0.0136156j -0.0175223+0.00749211j 0.0136239-0.0278417j 0.0218992-0.031278j 0.0445939-0.00251117j -0.0155012+0.00509641j 0.00133983-0.0214416j 0.00793036-0.00654878j 0.0182976-0.00505655j 0.000419831-0.0329212j -0.0233087+0.0312873j 0.0464205+0.0120754j -0.0223324+0.0170675j 0.0235651-0.0121377j -0.0272874-0.00374849j -0.0144876-0.021958j 0.00921549+0.0137112j 0.00772577-0.0318953j -0.0179681-0.011419j 0.0131857-0.00491948j -0.0172551-0.00980624j 0.000915158+0.0183642j 0.0201605+0.0163394j 0.0128531+0.00574871j -0.0199128-0.002011j 0.0160739+0.0341177j -0.0200702-0.0209122j 0.011594-0.00273421j 0.0018925-0.000794327j 0.00742609-0.0240208j 0.0370436-0.0164264j 0.00393854+0.010948j 0.0095116+0.047372j 0.018917+0.000569466j -0.0399432-0.00955097j -0.0605792+0.0283952j -0.0253113+0.0575848j 0.0296874+0.013473j -0.00815266-0.0116582j -0.014295-0.0241384j 0.0628196-0.0231713j 0.00780203-0.000616598j 0.00013156-0.000719627j 0.01019-0.0339022j -0.00605749-0.0464256j -0.0435682-0.0257031j 0.00349213-0.0305727j 0.00403993+0.000889276j -0.0226818-0.0122408j 0.0424966-0.0159417j 0.0185036+0.0489829j -0.0360561-0.0152122j -0.0439192+0.0129026j -0.0526476-0.0122969j 0.0207964+0.00765574j -0.0107471-0.0289012j 0.0162542+0.0291089j -0.0683698+0.0122617j 0.00756898+0.00594526j -0.0287707+0.00086613j 
-0.00105506-0.00421408j -0.000923148-0.00251572j -0.015476+0.0124833j 0.000179262+0.011557j -0.0133642-0.0117955j -0.0111457+0.0110714j -0.010197+0.0195078j -0.0174632+0.00327909j -0.00151417-0.0104818j -0.0167324+0.0236136j 0.0234293-0.0366644j -0.0238238-0.00164951j 0.049684-0.0120682j -0.0020113-0.00508645j -0.0105477+0.00738706j 0.00728284-0.00292609j 0.00962938-0.0215859j -0.00270493-0.0158592j 0.0157574-0.0289095j 0.0196512-0.000139414j 0.0114845-0.0188383j -0.0266722+0.0295314j 0.00269293+0.0116642j -0.00324537+0.0173419j -0.0092738-0.0192123j -0.0126463+0.00305005j -0.0144421-0.0331565j -0.0120554-0.00663587j -0.0158746-0.0153468j 0.00596227-0.0183771j -0.0138398-0.0140988j -0.0402132-0.0126681j -0.0012814-0.00273652j 0.035293-0.00223362j -0.00226679+0.0226347j -0.0169438-0.00124284j -0.0026799-0.0186647j 0.0204994-0.0244384j -0.00982799-0.0170797j 0.00904405+0.0274131j 0.00947807-0.00238701j -0.00349854+0.00990407j 0.00255283+0.0292412j -0.0149196+0.00785658j -0.0113978-0.006031j -0.0425711-0.00454539j 0.0190761+0.00931421j -0.0489795-0.0092505j 0.0304192+0.0194918j -0.0526646-0.00681743j -0.0215141-0.0348569j -0.0099989-0.015934j 0.00420797-0.0104428j -0.00818576+0.0117348j -0.00755179-0.0105373j 0.0284268-0.00924564j -0.00665415+0.0295214j 0.00440048+0.0303392j -0.00881465-0.00550863j -0.00508521-0.0365493j -0.00129328+0.00154154j -0.0461056+0.017403j -0.00223114+0.0375143j 0.0288289+0.00119971j 0.0140125-0.0294964j -0.0140384-0.0236743j -0.00681339+0.0069179j 0.00765247+0.000369533j 0.0163369+0.0164095j -0.00904347-0.00766526j 0.0125864-0.0014983j -0.0190104+0.0318312j 0.0254947+0.0267431j 3.55775e-05+0.0285807j -0.0464985-0.0105986j -0.0122285-0.0494352j 0.00593573+0.0174455j 0.0166646-0.032897j 0.0663472+0.0284882j -0.00788475-0.0504157j -0.0113303-0.0281303j -0.00717702-0.0463854j -0.00874411-0.0286328j -0.00808996+0.0422922j 0.063046+0.000959512j 0.0469807+0.0142666j 0.000420195-0.00250334j -0.0138581-0.0098466j -0.00642946-0.0229164j 0.0244971+0.0225j 0.00217927-0.0288508j -0.0150757-0.001906j -0.00928497-0.0140835j -0.0061961-0.00811124j -0.00538967+0.00106878j 
-0.00288546+0.00280532j 0.00398557+0.00268651j 0.0146271+0.0028041j -0.0204084-0.00374364j -0.00364298-0.0171173j -0.0246956+0.000242843j 0.0187027-0.0201894j -0.0118548-0.00651444j -0.00533784+0.0117124j 0.00850816-0.00332619j -0.00338103-0.0322884j -0.00287073+0.0226613j 0.00229404-0.00435094j 0.000590748+0.00855031j -0.00603185-0.0299862j 0.0329372+0.0275935j -0.0534042-0.0250527j -0.0150652-0.0367964j -0.0232318-0.0190656j -0.00398394+0.0106547j 0.00023177+0.00210085j 0.00386463+0.0236283j -0.0199799-0.0277502j -0.0199553+0.00372929j -0.000404727+0.00619996j -0.0223348-0.031076j -0.00238327+0.0178403j -0.0329232-0.0376922j 0.0291879-0.00247885j 0.0189289-0.0230757j 0.0196172+0.0113041j -0.0109929+0.00947161j 0.00749549-0.00915154j -0.010225-0.00962647j -0.0284789+0.0253312j -0.0133134+0.0284315j -0.0155728+0.0321644j 0.0341693+0.00989919j -0.0287058+0.0199469j -0.0413851-0.0221812j 0.0314347-0.00353507j -0.0210737+0.00156731j 0.00338302+0.00183824j -0.0136877-0.00999655j 0.0274001-0.000205078j 0.0161998-0.00928018j 0.0213015+0.00673807j 0.00986943-0.0490343j -0.0202218+0.0215795j -0.0299253+0.00552545j -0.00682567+0.0402806j 0.00438844-0.00365449j 0.00215551-0.009472j -0.0115448+0.0352937j 0.01277-0.0356422j 0.0458305-0.00103567j 0.0131808+0.00638828j -0.0144814+8.68864e-05j -0.00886134+0.0210695j 0.0123243+0.0292246j 0.00254269+0.0371986j -0.00373016-0.0368506j -0.00729698-0.0319786j -0.0532682+0.0117333j 0.0335243-0.0315772j 0.0797902-0.0452559j -0.00258483-0.0182719j 0.0386822+0.0611974j 0.0417396-0.0115357j -0.00106461+0.000219085j 0.0291315-0.0423403j 0.0182188+0.0045993j 0.0242611-0.00615866j 0.0618854-0.00543929j 0.0373654+0.0688084j -0.0623549-0.0166916j -0.0321783-0.0229978j -0.0453026-0.00453626j -0.00331703-0.0776596j 0.0143577-0.0256427j 0.0249354+0.0491379j -0.0192767+0.0144993j -0.0349839-0.0369616j 0.042176-0.0152225j 0.0219213-0.0909015j 0.0518835-0.0445827j -0.021372-0.00243407j -0.018046-0.00550787j -0.0139445+0.0282973j 0.0181151-0.0319121j -0.0213487-0.0343383j 0.0425802+0.0042299j 0.0207891+0.0194685j -0.0150091-0.00663006j 0.00917856+0.00602805j 
0.00445569-0.00442939j 0.00962165-0.00539362j -0.0243313+0.0348236j -0.0565375-0.00488023j -0.0133445-0.00546244j 0.0187342-0.00293294j -0.00868616+0.0446232j -0.0243681-0.0297559j -0.0164529+0.0237234j 0.0111874-0.0054199j -0.0151356+0.0166059j 0.00956687-0.0130774j -0.0310932+0.0471212j 0.0294208-0.0219795j -0.0218395-0.0291229j 0.00580048+0.0353936j 0.00508339+0.00276778j 0.013413-0.0424837j -0.0131937+0.00407278j 0.0597236-0.000659748j -0.0111278-0.0412196j 0.0149254+0.000206661j 0.0127437-0.00941837j -0.00096538+0.0458258j -0.0612718-0.0094778j -0.0274809+0.00340144j 0.0123564-0.000711215j -0.0288019+0.0119454j 0.001365+0.0371067j -0.0211609-0.0312915j 0.00641962-0.017955j -3.58434e-05-0.0161338j 0.0251692-0.0308822j 0.00969448-0.036969j -0.0242655+0.0062204j -0.00720605+0.0033131j 0.0233725+0.0278016j -0.0126461+0.0054728j -0.0385541+0.0319687j -0.0272959-0.0154091j 0.0212446-0.0109456j 0.00398125+0.00739845j -0.000742671+0.0267944j -0.0103036+0.0219621j 0.0329569+0.01006j -0.0436218+0.00429699j 0.0308894-0.000397677j 0.00537688+0.0074759j -0.014085-0.00372836j 0.0212654+0.0146896j 0.016533+0.00807938j 0.0246842-0.0174505j -0.00827547+0.0181521j -0.0153995-0.00229174j -0.0120903-0.00709046j 0.0288465-0.0158251j 0.027011+0.0446443j 0.00423197-0.00159076j -0.0256711+0.00622611j -0.00870153-0.00430658j -0.0268983+0.00426159j -0.00768529-0.015708j -0.0120755-0.0181584j -0.018059-0.000305229j 0.0402728+0.00322252j 0.0348102-0.0383565j -0.00438638-0.00860774j -0.0190538+0.00544257j 0.055848+0.0102585j 0.0331546+0.0185959j 0.0285353+0.00613132j 0.0122227-0.0276906j -0.0397243+0.0120805j 0.00265851+0.0052583j 0.00369819+0.0239119j -0.000765419+0.0175918j 0.0458536-0.0187046j -0.00808873-0.0326627j -0.0155275+0.0116162j 0.0249038+0.0355948j -0.00641771-0.00990852j 0.0232166+0.0320603j 0.062214-0.0105049j 0.0184603+0.0232349j 0.0519361+0.00287859j 0.0155022-0.0113702j 0.0420078+0.00244306j 0.01326-0.00623421j 0.00533962+0.00811652j 0.0135757+0.0374742j 0.0335518-0.00868355j 0.0351414-0.00836141j 0.0113821+0.00944591j -0.0102573-0.0146417j 0.00256115-0.0110379j 
-0.00295614+0.0058587j -0.00212205+0.0024229j -0.00183676-0.0252574j 0.0307154-0.0135388j -0.00602594+0.00353106j -0.0166856+0.0136434j 0.0246907-0.0613312j -0.0330568-0.0168402j -0.0224244+0.0168188j -0.0331+0.0239603j 0.00307501-0.00187176j -0.0341302+0.00332112j 0.0176039-0.0173109j 0.00417811+0.00612237j -0.0181023-0.034992j 0.00880933+0.0242851j -0.00558006+0.00851798j -0.0109871-0.0190256j -0.00156721+0.00526963j -0.00355028+0.00762336j 0.0150347+0.0417844j 0.00433432+0.0437188j 0.00246992-0.0453085j -0.0131092-0.0159227j 0.0023635+0.00046468j -0.0264426+0.0201817j 0.00846344-0.0184478j -0.0341347-0.0139635j -0.0146622-0.0240647j 0.0176006-0.00642442j -0.0256752+0.00482634j 0.00611518+0.0179111j 0.0109474+0.0252497j -0.0158475-0.00147231j -0.0109621+0.00858245j 0.00822193-0.0095086j -0.0237254-0.0212052j 0.0238504-0.011251j 0.00359261-0.00836133j -0.0150918-0.0101922j 0.0290456-0.0161695j -0.00353346+0.0112366j 0.00643334+0.0185742j -0.000826316-0.0233241j -0.0190118+0.00223969j 0.00677485+0.0147344j -0.0131955+0.0035685j -0.0122639+0.00457506j 0.0125904-0.00918527j -0.00782987-0.0250679j -0.0115385-0.015345j -0.0178608+0.00910768j -0.00463069-0.000489305j 0.00330642-0.0078973j 0.0145785-0.0108738j 0.00165447+0.0282672j 0.0194381+0.00177034j 0.0342596+0.0228205j -0.0211055+0.00570733j 0.00491319-0.00581955j 0.0353396+0.00703588j 0.00795589+0.0163399j -0.000938264-0.00114404j -0.0130946+0.0106645j 0.0268868-0.00570659j -0.0118927-0.0203252j -0.0156581+0.0104112j 0.0222633-0.0185457j -0.00899019+0.0144128j -0.00760311-0.0149471j 0.002148-0.0156825j -0.00748253-0.0185679j -0.00954176+0.0544423j -0.000853983-0.0213241j -0.0281074-0.00340489j -0.0188248-0.0278725j -0.0101056-0.019659j -0.00547991+0.00647139j 0.00944484+0.0154335j 0.00195463-0.0591014j 0.00378489-0.0128758j 0.00565698-0.0182115j -0.00480244+0.00696513j -0.0249612+0.00925973j -0.00591599-0.0035376j 0.0308135+0.0289019j -0.0327695-0.0104276j -0.0404099-0.0139154j 0.00665615+0.0661112j -0.00669026-0.00417935j 0.00422825-0.0049758j 0.0479785+0.0194252j 5.20924e-05+0.0364378j -0.0100027+0.00213577j -0.00893194-0.00325923j 
-0.00524161+0.00231631j 0.0037578+0.0124891j 0.0196019+0.01408j -0.0166622+0.0066242j 0.00844171+0.00644638j 0.00248098-0.00935994j -0.0173616+0.0234626j 0.0738786+0.015951j -0.0031596-0.0125974j 0.0207898-0.00330916j 0.0187865+0.00974776j 0.0270734+0.0266719j 0.00606156+0.0152207j -0.0443119+0.0256009j -0.00833347-0.0118715j -0.0142354-0.0508736j 0.0141963-0.0203946j 0.00665989+0.0255863j 0.0140427-0.00929773j -0.00383363-0.0107631j 0.00632015+0.00519494j 0.0048119-0.00143139j 0.0249667+0.0444195j -0.0321219+0.00869029j 0.0391478+0.00779008j 0.0419097-0.0129548j -0.00981781-0.0259534j 0.023495-0.00982357j 0.00342094-0.00169113j 0.0285458+0.0251804j 0.0161519+0.025358j -0.0182821-0.0153806j 0.00531341+0.0120962j 0.0109467+0.0168616j 0.0373458-0.00812117j -0.00207204-0.00168126j -0.00246038-0.00508142j -0.0212426+0.0161847j -0.0224754-0.0257534j -0.00500502+0.0390795j 0.00812361+0.00662172j -0.0171168+0.012151j -0.0051141+0.00534108j -0.0120798-0.0160145j -0.0236437+0.00305903j 0.0123354-0.0266503j -0.0266935+0.0058276j -0.0159483+0.00315792j 0.00106007-0.00603963j -0.00571025+0.0205443j -0.0166978+0.0134954j -0.00329706+0.00618718j -0.0195302-0.010142j 0.0130388+0.0200192j -0.017137-0.00397345j 0.0198821-0.0310222j -0.0162174-0.0276494j -0.00472612-0.000367908j 0.00693951+0.00112629j 0.000708141-0.0469157j 0.000219208-0.0200798j -0.0273234+0.0396135j -0.0057885+0.0427357j 0.0221099-0.011073j -0.0463077+0.0097871j -0.0149191+0.00283606j 0.0113726-0.0332548j -0.0102819-0.0034781j -0.00169925+0.0246254j 0.0418395+0.0466497j 0.0346236-0.00544089j 0.00918995+0.0105577j -0.00727682-0.0409109j -0.00893038+0.0560362j -0.0153286-0.0522605j -0.0103641-0.0105506j -0.00901915+0.0335484j 0.007809+0.0131417j 0.0161855+0.0394851j -0.0156109+0.039641j 0.0237638-0.0332415j 0.0175749-0.0352071j -0.0200564-0.0430649j 0.0366602-0.00753553j -0.021816+0.0108572j -0.0403412-0.0317898j 0.023584+0.055946j 0.032421-0.0659468j 0.0491221-0.0366716j 0.0166083+0.0159622j 0.00262368-0.00622741j -0.0485485-0.056674j 0.0858276-0.0288443j 0.00192565-0.00682017j 0.0259876+0.00427223j 
-0.00446646-0.00562412j 0.00289117+0.00294674j 0.00816062-0.00304219j -0.0143888-0.00933886j -0.00623468-0.00284414j 0.00228453+0.00825417j 0.0115684-0.00788786j 0.0219937-0.00557708j -0.000893716+0.0411624j 0.0139032+0.014039j 0.013652-0.0247715j -0.0121883+0.0043846j 0.000500198+0.0192801j -0.0426957-0.0179369j 0.00859359+0.00568977j 0.00562297+0.0112462j 0.0112754-0.0147807j 0.0203053-0.0138732j 0.00328019-0.0223324j -0.00116819+0.011569j 0.0239802+0.00486202j 0.00423918+0.0069268j -0.0034162-0.0494377j 0.0145469+0.00416474j 0.0327149+0.0161734j -0.00964627-0.00228375j 0.0113481+0.0122045j 0.00371354-0.0137775j -0.0076723+0.00894856j 0.00349072-0.00619496j -0.0144602-0.00626179j -0.0144579+0.00531092j 0.00346159-0.00922761j -0.0253679+0.0160294j -0.000334975-0.000446659j 0.000271529-0.00231084j 0.00623684-0.0174562j -0.00020679-0.02053j 0.0383219-0.000652151j 0.0189211+0.0139167j -0.0246006-0.00853205j -0.000622196-0.0163447j -0.0131293+0.0187976j -0.00548198+0.015716j -0.0141939-0.0305635j 0.006465-0.00404923j 0.00341918+0.00906779j -0.0110871+0.0157799j 0.0176956+0.0322746j -0.000108008-0.0220305j 0.00441119-0.00469763j -0.00393831+0.0011527j 0.00206023-0.0169856j 0.0176953+0.0106151j 0.0218962+0.0182293j -0.0313755+0.00543993j -0.0262511+0.00595505j 0.0358315-0.00737497j -0.0219986+0.0315118j 0.0083365-0.00223139j 0.0306785-0.0266945j 0.00226434+0.0289144j -0.010836-0.0259347j 0.0176805+0.0125022j 0.0263326+0.0362383j -0.0555311+0.0158268j -0.0125996+0.0329412j 0.0241906-0.0219084j -0.013984-0.00225415j 0.0234051-0.0307247j -0.0276304+0.0167878j -0.0133327-0.0471313j -0.0135243+0.0402023j -0.0293146-0.011711j -0.0153434+0.0111056j 0.0195658-0.00954233j 0.0538932-0.0068505j 0.00302359-0.0445545j 0.0505615+0.0326477j -0.013255+0.0128831j -0.00380481+0.000848603j -0.0359281+0.0151912j 0.0496454+0.0547679j -0.046814+0.0434173j -0.0120988+0.0307401j 0.0257473+0.0130022j -0.0124515+0.0239896j -0.0498258+0.000206617j 0.015737+0.0177805j 0.00364421+0.0219754j 0.00525373+0.0022477j 0.0141239-0.0179634j -0.011676+0.0072605j -0.0102273+0.00825382j 0.00125167-0.00512983j 
-0.00429859+0.00952124j 0.00639552-0.00395672j -0.00903357+0.00134135j 0.0149203+0.017198j 0.00420842+0.0077559j -0.00015394-0.00824915j 0.000201831-0.00458628j -0.0190508+0.00576719j -0.0218904-0.0284826j -0.0423248-0.0270385j 0.0118895+0.0336251j -0.0140981-0.0195774j -0.000521635+0.0107442j 0.0239399-0.0346128j 0.00141306-0.00538696j -0.0178902-0.0120028j 0.00458126+0.0321316j -0.027953+0.0184602j -0.00748479-0.0121478j -0.011892+0.0200181j 0.0187609+0.0299693j -0.00140411+0.0071323j 0.0343875+0.0401404j -0.0350624+0.0342022j -0.0269992-0.0195642j 0.000528074-0.0117873j -0.0107327-0.0239339j -0.017069-0.00983591j -0.000790861-0.0253787j 0.00489253+0.0101461j -0.00390953+0.0142474j 0.00168019-0.0197943j -0.039996-0.00607805j 0.0179681-0.00855526j -0.00221156+0.0173535j 0.00604454+0.0237207j -0.0105405+0.00689962j -0.0123407+0.00594055j -0.00577368-0.0176278j -0.00896332+0.00305855j 0.0155731+0.024838j -0.0162428+0.0135837j 0.0322884+0.0233762j 0.023701-0.00493404j 0.00988949-0.014915j -0.018739-0.00396586j 0.0169881+0.0197221j -0.00427373+0.0256966j 0.00438351-0.020764j 0.0116843+0.0117614j -0.0213738+0.0457394j -4.72017e-05+0.0168961j -0.032015-0.00572978j 0.020987-0.00168769j -0.0100075-0.00710737j 0.0189045-0.0140574j 0.0441998-0.0169504j 0.011911+0.007626j 0.00309143+0.0291852j -0.0174719-0.00888384j 0.0305114+0.000327653j 0.00448602+0.0208209j -0.0406022+0.00617216j -0.0088584+0.0319934j 0.0187766-0.0366662j 0.0243791-0.0184084j 0.0049996-0.00916462j 0.00251148+0.0230953j 0.0187807-0.00307769j 0.0179934+0.0129205j -0.013889-0.011503j -0.00962674-0.0113201j -0.0424383-0.02277j -0.0125937-0.00515188j 0.0511635-0.0133886j -0.0291334+0.0237544j -0.0451994+0.034569j -0.0135083-0.00944197j -0.0325155+0.0106516j 0.00249365+0.00816931j 0.0141005-0.0478277j -0.00125815-0.0064058j 0.0170935+0.0414021j -0.0399734-0.00147928j -0.0248229-0.00422254j 0.0213383-0.00764011j -0.0194429+0.0438431j -0.0218517-0.040058j -0.0209527+0.0360411j -0.0134633-0.00914473j 0.000624347+0.0162985j 0.0572414-0.0222586j -0.00622413+0.0281087j -0.0129991-0.00618759j -0.00929939+0.0102563j 
0.00538396+0.00461075j -0.0032925-0.00468653j 0.00525838+0.00250187j -0.0100753-0.00238164j 0.00969029-0.00541033j -0.00597947-0.00465527j -0.0132565-0.00371751j 0.0168214+0.00792459j -0.0181112-0.0170139j 0.0314936+0.00563783j -0.0164839-0.0143616j 0.0226973+0.00983357j 0.0182319-0.0347412j 0.00191701+0.0123442j -0.0178501-0.00539473j -0.00314009+0.00601495j 0.0167559-0.03152j -0.0298756-0.00938761j 0.0209437-0.00266043j 0.040918+0.0022303j -0.0455397-0.0238333j -0.00756354+0.00109732j -0.00644869-0.014349j 0.00184083-0.0246455j -0.000461708+0.0105043j 0.0507704+0.00323228j 0.0129422+0.0345291j -0.0498805+0.0135432j 0.0117138+0.00534023j 0.0416662+0.00983971j 0.0203863+0.000636765j -0.00770512-0.000666777j 0.0035902+0.0458869j -0.0335416+0.00463339j -0.0422672+0.00974776j -0.00347876-0.0193083j 0.0330252-0.0145577j -0.0180766+0.010546j -0.0178603+0.0173964j -0.0332868-0.038677j 0.00331752+0.0146597j -0.0330594+0.00628149j -0.0253603+0.0305682j -0.0192596+0.063026j 0.0216313+0.0290568j -0.00149532-0.0182544j -0.0212929-0.0193288j -0.0152072-0.00237923j 0.00106895+0.00108307j 0.0173643+0.0270093j 0.0142893+0.0154575j 0.0031601-0.0429296j -0.00265358-0.0145121j 0.0112592+0.00538246j 0.0146817+0.00194352j 0.0132031-0.0178061j 0.015108+0.0183702j -0.00942675+0.022526j -0.029903+0.0139677j 0.00149938-0.0278826j -0.0380931-0.0155396j 0.00605371+0.00539762j 0.0187738+0.04009j 0.00457122+0.00845446j 0.00265411+0.0359226j -0.0313512+0.00444252j -0.00405991+0.0136988j 0.0149278-0.00453646j 0.0201809-0.0147724j 0.02892+0.0169784j 0.0609672+0.0166667j 0.0228846+0.000893994j 0.00374075+0.0300288j 0.019358+0.0272707j -0.00318552+0.0112408j -0.0506464-0.016841j 0.00104227+0.0140957j 0.0415271+0.00440097j 0.0352443-0.0152127j 0.0248895+0.0602888j 0.0487369-0.0268104j 0.063321+0.00752528j -0.00557431-0.0575049j -0.00267432+0.0227749j 0.0458543+0.00370126j 0.0218319-0.0187852j 0.0103683-0.0161455j 0.0295879-0.013842j 0.0623074+0.0231442j -0.0156665+0.00995911j 0.00416779+0.00329869j -0.00015347-0.0100145j 0.072272+0.00698712j -0.0177993-0.0200075j 0.0191225+0.00592214j 
-0.00101638-0.000776494j 0.000704239+0.00254822j -0.00818855-0.0182429j -0.0072751+0.00740468j 0.00741365+0.0123603j 0.000715822-0.00546387j 0.00995882-0.0270622j 0.0084906+0.03704j -0.0293776-0.00391899j 0.000390373+0.0190289j -0.0923524-0.0157467j -0.0344928-0.0056566j -0.0464383-0.013018j 0.0378012-0.0383499j 0.0180516+0.0364994j -0.051458+0.0327648j 0.0207376-0.0148308j 0.0213004+0.00419507j -0.0166481-0.0109341j -0.000673215+0.0121574j 0.0029744-0.0423711j -0.0339603-0.0212415j -0.0128829+0.00417154j 0.0179108-0.00874808j -0.0273142+0.0293142j 0.0212629+0.0334328j 0.0625614-0.00360574j 0.0132511-0.026749j 0.00428232+0.0354087j 0.0417068+0.00442653j 0.0144831-0.0269379j -0.0542319+0.0217534j 0.0120869-0.0421988j -0.00558209+0.0524919j 0.00587775-0.0425628j 0.0156617+0.0367131j 0.0228464+0.0112618j 0.00163163-0.0302316j 0.0371136+0.00910721j 0.00887224-0.0191317j -0.006895-0.0267122j -0.0417085-0.0396933j -0.00826699-0.0251881j 0.0467811+0.0208033j 0.0261804-0.0226439j 0.000913248+0.0528235j -0.0111583+0.018051j -0.0418988+0.0144102j -0.0010153+0.0192366j 0.0441108-0.00533633j 0.0327472-0.0367049j -0.00666923-0.0110435j 0.0212505-0.0234571j 0.0129139+0.0206358j -0.0257044+0.00407397j 0.0136629-0.031866j 0.0266595+0.0374238j -0.004447-0.0231331j 0.0142955+0.0252201j 0.00508294-0.0364437j -0.0597028-0.0105936j 0.0113957+0.042518j -0.00552641-0.0523953j 0.052543+0.0163263j 0.000791518+0.018078j -0.0165509+0.0480203j 0.0162721+0.0733178j -0.00142837-0.0318389j -0.00467697-0.0488457j 0.00976459+0.0173489j 0.0365627-0.00523095j 0.0171189+0.0246646j 0.0105779-0.0497142j -0.017992-0.051872j -0.0912758+0.0770252j -0.0149942-0.0244454j 0.00691204+0.00242774j 0.0115969+0.000195554j 0.0135134-0.0290174j -0.0263941+0.015344j -0.0362105+0.0382793j 0.0470666-0.00906708j 0.00517979+0.0366927j -0.00832131-0.0352037j -0.00331259-0.00208435j -0.0203757+0.0277863j -0.00978347-0.0139059j 0.0570222+0.00556568j 0.0122269+0.013036j -0.00822577-0.00494831j -0.0253523-0.00276603j -0.00935052+0.0196446j -0.00419869-0.00113724j 0.00862161+0.003094j -0.0185976-0.00348734j 
