-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
0.0107458-0.00291548j 0.00678876-0.00796861j -0.0209247+0.0135176j -0.0109134-0.0111672j -0.00154273-0.0109616j 0.00367479-0.00155443j 0.00839266+0.0104893j -0.00222365-0.0253705j 0.0202279+0.0205822j 0.0231397+0.0147998j -0.0227762-0.0176768j 0.00251698+0.0330292j 0.034361-0.0290085j 0.00277021+0.00886428j -0.0213681-0.0318989j 0.00043716+0.00339896j -0.0407903+0.0201356j -0.00577906-0.0186123j 0.0128739+0.0053806j 0.0185726-0.0281657j 0.0348432+0.0183593j -0.0142116+0.0499334j -0.0187645+0.0130534j 0.00631257-0.00479137j -0.0120112+0.00502601j -0.0454902-0.00538111j 0.014374-0.0267309j 0.022844-0.00575788j -0.0105116-0.026184j -0.00639826+0.0227178j -0.00291743+0.021031j 0.00683427-0.000250486j 0.0181484+0.036029j -0.00312236-0.0204401j 0.011563-0.00822252j -0.00272139-0.0255911j 0.0151535+0.0214493j 0.00310237+0.0192173j 0.0240616+0.00592527j -0.0303525+0.011238j -0.00863586-0.00588692j 0.00316314-0.0413659j 0.0410162-0.0074957j 0.0141968+0.00367776j -0.0256232-0.035307j 0.0295711+0.0159505j 0.00127258+0.0166619j 0.0227931+0.00358446j -0.00322224+0.00821862j 0.0201093-0.0489286j -0.00649566-0.0301787j -0.0421159-0.00340205j 0.0175161+0.02661j 0.0204076-0.0221209j -0.0225768+0.0332347j -0.0189969+0.0211314j -0.0153565-0.00867616j 0.0040218-0.0180043j -0.0168799-0.0435617j 0.0179688-0.0143294j -0.0222789-0.0532897j 0.00083273+0.0287232j 0.0132462+0.028512j -0.00793195+0.0181246j 0.0154129-0.0122474j -0.0143062-0.00241008j -0.011356-0.0072348j -0.0454932-0.0121646j -0.0327304+0.00296828j -0.0209171-0.0169828j -0.0361453-0.0213119j -0.0214053-0.0133342j -0.00710007+0.0343334j 0.00804427+0.0277906j -0.0207822-0.0128055j 0.000730576-0.00651257j 0.0130415-0.0235618j 0.0130615-0.0298687j 0.0276597-0.0343577j -0.0233458-0.0350453j -0.00359388-0.019248j -0.0301041-0.00117484j -0.0340382-0.00398599j -0.00873199+0.00940235j -0.036494-0.000262773j 0.0106074+0.0165287j -0.0194551-0.0498372j -0.0164103+0.0023793j -0.0112162+0.0138849j 0.0083213-0.00749845j -0.0144748-0.00865809j 0.00065541+0.0371777j -0.0564432+0.0221961j -0.00424993+0.00366122j -0.0126263-0.00684131j 
0.00604936-0.00951361j -0.00681146-0.00531641j -0.0139787+0.00517863j 0.0263127-0.00456622j -0.00595298-0.00278067j -0.00478466+0.00618276j -0.00779444-0.0125516j -0.0385217+0.00351306j 0.00651982+0.0155805j -0.0389845+0.0014722j 0.0151292+0.00745181j -0.0358174-8.60141e-05j -0.0120257-0.0252611j 0.0283415+0.00193906j 0.00427324+0.0214772j 0.0188367+0.00137174j -0.0193719+0.0236068j -0.0276917-0.0139972j -0.00749513+0.00326539j -0.0300677+0.0105157j -0.0398574+0.0049271j -0.00662095+0.0127426j 0.0117105-0.014683j 0.0380327-0.00394933j -0.0135544-0.0177266j -0.00695077+0.00163079j -0.0379233-0.0109327j -0.00368769+0.0375793j -0.0127469-0.0316525j 0.00255044+0.0222261j -0.0134846-0.00228618j 0.0322336+0.0108311j -0.0219359+0.00344544j 0.0181462-0.00410133j -0.0156302+0.0262462j -0.00362503-0.0136179j -0.00729618-0.0320868j 0.00467071+0.000783187j -0.0215116+0.0194287j -0.00587991+0.0215901j 0.0259624+0.0138185j 0.0295539+0.0381421j -0.0224282-0.0122065j 0.00542165-0.0344319j -0.00998424+0.0554761j -0.00257948-0.0371969j -0.0298239-0.0312035j 0.0166049-0.0303504j -0.00770268+0.0118381j -0.0387493+0.00864703j -0.00255197-0.0026354j -0.0210316-0.0162104j 0.0191641+0.0153189j -0.0205212+0.00783649j 0.00083114-0.0311713j 0.00152719+0.0145605j -0.00580907+0.0203915j -0.040698+0.00859593j 0.0139112-0.0521261j -0.0115118+0.0221151j -0.000962306+0.0454471j -0.0258245-0.0442845j -0.0304266+0.0313975j -0.0193586-0.0467205j -0.03084-0.0136549j 0.0167684+0.00236968j 0.00538126-0.0105036j 0.00572641+0.00181469j 0.023177+0.0156263j -0.0621552-0.00602591j 0.0181287-0.0270904j 0.0213977+0.0391885j 0.0172357-0.0198559j 0.0392919-0.0344343j 0.0255798-0.0161849j -0.0452333+0.000941092j -0.0181264+0.0119305j -0.0145737+0.0194373j -0.0557168+0.00159086j 0.0448018-0.0604582j -0.013037-0.0120541j 0.00376581+0.00388527j -0.0152129-0.0114808j 0.00916997-0.0105089j 0.0375131-0.0240997j 0.0204644+0.00613547j 0.00258952-0.0243921j 0.00183031+0.0143133j -0.051149-0.022444j 0.00180076-0.0002499j 0.0157899-0.0138134j -0.00531886+0.0424242j -0.0600742-0.0227975j 0.00691833+0.00160858j -0.0163342+0.0024255j 
-0.000648415+0.00430873j 0.00856699+0.000722355j 0.00703105+0.00478165j -0.00985885+0.00733981j 0.00376833-0.00951554j 0.00184171+0.00198045j 0.00326854+0.00997882j 0.0267971+0.00677384j 0.0203273-0.0108597j 0.0331578+0.00781618j 0.00174709-0.0252765j 0.0252056+0.0108294j 0.025328-0.010367j -0.0189944+0.0126152j -0.0111039-0.0169908j 0.000542483+0.0126532j -0.0292159-0.0387643j -0.0148415-0.0012151j -0.00474979-0.00969565j -0.00193257-0.0311052j 0.0241971-0.00384319j 0.0160404+0.0027118j -0.016228+0.0265253j -0.000462606-0.0108647j 0.0163828-0.00332795j -0.0143515-0.028832j 0.00707874-0.0150909j 0.0367089-0.0322289j 0.0110158-0.00260038j -0.0298136-0.00614621j 0.0194217-0.0198801j 0.0158757+0.000271509j -0.00368558+0.0342752j 0.00658325+0.0118889j 0.0141339-0.00485874j -0.00956913+0.0205301j 0.00904765+0.0266888j -0.0126175+0.0241993j -0.0154454+0.0113382j 0.0195776+0.000956287j -0.0199303-0.0022656j 0.00147796+0.0163166j -0.0148528-0.00556201j -0.0116186-0.000653509j 0.00429984-0.00419293j 0.0217522-0.00127605j -0.0296475-0.00892997j 0.0199107-0.0258501j -0.0153344+0.00106507j -0.0155732+0.00512582j 0.00655553-0.00330654j -0.0103894-0.0444265j 0.0189318+0.0476779j -0.0124788-0.000488969j 0.0359978-0.0124705j 0.00297467-0.00186771j -0.0301169+0.00421303j -0.0162273-0.000931294j -0.0354084-0.0192213j 0.00103772+0.0103173j -0.0142504-0.0104098j -0.018866-0.0114421j 0.00697418+0.00624541j -0.0460269+0.0122195j 0.0346372+0.00425831j -0.0146103+0.0106927j -0.0363212+0.00116606j -0.0418677-0.00660452j -0.00123283-0.0353514j -0.013896-0.0186833j -0.0406005+0.00235301j -0.0258957-0.0241609j 0.0297354-0.0220544j 0.0166681+0.0137782j -0.0335922-0.0132749j 0.000814971-0.00570236j 0.00347954-0.0363241j -0.014035-0.0212853j 0.0254218-0.0108211j -0.0295974+0.00692796j 0.0167556-0.00618483j -0.0497545+0.00447453j 0.00172743-0.0479062j 0.0178014+0.0323343j -0.023891-0.0243744j 0.0433414-0.0206906j -0.0021839+0.0305291j -0.0442927-0.00547597j -0.00196627-0.00814332j 0.015745+0.0135633j 0.00640723+0.00916764j 0.0153339-0.0268394j 0.0109245+0.0110969j -0.00450901-0.00652287j 0.00947866+0.00416126j 
-0.0162285+0.00169326j -0.00864607+0.0190368j 0.0441569-0.0334508j 0.00913634-0.00237511j -0.0142975+0.00986835j -0.00467543+0.00839268j 0.0223537-0.0134255j 0.0108167+0.00336148j -0.0077245+0.00612618j -0.0186529-0.0210809j 0.00327536+0.0148923j -0.0190403-0.0246441j -0.0317073+0.0640911j -0.0299927+0.0163734j 0.0378368+0.00856468j 0.0325598-0.0580669j 0.0162197+0.0284997j 0.0640604+0.00647335j -0.00230778-0.00138712j 0.000978896-0.0145427j -0.0356377+0.0258657j 0.00269654-0.039312j -0.00332248-0.0112006j -0.046673-0.00136075j -0.00176316-0.0162968j 0.010408+0.0181613j -0.0259818-0.024584j 0.0256275+0.0287698j -0.0232231+0.0356295j -0.0204466-0.0382556j 0.00145775+0.0230858j 0.0303409-0.0200564j 0.00169507-0.0582356j -0.00708947-0.0329757j 0.0615116-0.0193898j -0.00540895+0.0199877j -0.0261933+0.00733219j 0.00433718-0.0298675j -0.00647142-0.00505576j 0.0579011+0.0114759j -0.0051532+0.000270363j -0.0069441-0.0219284j 0.0190708-0.0230631j -0.0123962-0.0374069j -0.0178642+0.031981j 0.0246025-0.00454925j 0.00714402+0.0258207j -0.00942736+0.0487354j -0.0183064-0.0238342j 0.037294+0.00326934j -0.0240455+0.0119402j 0.0372522+0.0589282j -0.0322155-0.00369703j 0.00706994-0.0174761j -0.0323537-0.00806125j 0.0271946+0.0461279j -0.00775628-0.00634372j 0.00390387-0.0304133j 0.0311939+0.00521236j -0.0152896-0.00337298j 0.0142581+0.0177016j 0.0275793-0.010223j 0.0289029-0.0711672j -0.0146639+0.00948686j -0.073409-0.00993798j -0.00867941-0.00150683j 0.0405663-0.0312719j 0.0189924+0.0207993j -0.00654104+0.0752508j 0.00466678+0.024365j 0.0180373+0.00797305j -0.0134315+0.0210253j -0.0180394+0.0126533j -0.00478726-0.0168036j 0.0385284-0.0477729j 0.0749538-0.0192367j 0.0112015-0.0141416j -0.0292477+0.01028j -0.0174075+0.0393406j 0.00449245-0.0304128j -0.0440355+0.0470672j 0.0278491-0.00202087j 0.0190264+0.0237284j 0.0832571-0.0254391j 0.0223379+0.0141336j -0.0811488+0.0106821j 0.00660956+0.016973j 0.0614144+0.0104367j -0.0048507-0.0335277j 0.0220504+0.0169347j -0.0159118-0.0193073j -0.053967-0.0169664j 0.0288233-0.0418324j 0.0146361+0.0169368j -0.00298644-0.00112853j 
-0.003731-0.0175209j -0.00621685+0.001863j 0.00852538+0.0160827j -0.00248448-0.0119887j -0.0107302-0.0188537j -0.00699122+0.0156733j 0.0206049+0.00241443j -0.0343341-0.0206117j 0.0280608+0.0298483j -0.0177597+0.00516313j 0.0329805-0.012007j -0.0325892+0.0105308j 0.0178918+0.0136867j 0.0056685+0.0432897j 0.00908538-0.00773002j 0.0460381-0.0134065j -0.00136059-0.00923965j -0.00433104-0.046261j 0.0015006-0.0175867j -0.0249177+0.00467542j 0.00109821+0.04222j 0.00292799+0.0189611j 0.00385166-0.0219321j -0.00623545-0.0131668j 0.0342642-0.0148249j -0.00426359+0.0142794j -0.0297915-0.0115096j -0.0334835-0.00817791j -0.0232273-0.0259424j 0.00401451+0.00306139j -0.0316122+0.00185903j -0.0159876+0.00734862j 0.00231422-0.00893313j 0.0138999-0.0240898j -0.00784089+0.0122363j -0.000612525-0.00932193j -0.00622426-0.0192009j 0.0223287-0.0282359j 0.00525264-0.00333478j -0.0272548+0.0230267j 0.0197823+0.00693953j 0.0079008+0.012408j 0.0350762+0.0249858j -0.0120086-0.0120996j -0.00920017+0.0180798j -0.0225486-0.0307568j 0.0079634+0.0102562j 0.00596025+0.00695528j 0.0122345+0.0047595j -0.032716-0.0109879j -0.0199975-0.017416j 0.00226028+0.0215778j 0.00119164-0.0219728j 0.00367514+0.0134593j 0.0217228-0.0012852j -0.0471998+0.0348297j -0.0282367+0.0087225j -0.000894165+0.0121886j 0.00565183-0.0249136j 0.00590558+0.0143462j 0.0328529-0.00618255j -0.0214498+0.00570745j 0.0171686+0.0145006j 0.0217278-0.0102627j 0.000456689-0.0336258j -0.0165689+0.00365973j -0.00427626+0.000794623j 0.0375262-0.00561683j -0.0235949+0.0414237j -0.0128098+0.00125008j 0.0261087-0.0271363j -0.0062795+0.00327021j 0.0288297+0.0257566j 0.0334156-0.0129207j -0.0138961-0.0206196j -0.00946816-0.0435996j -0.00107439-0.0182471j -0.00784134+0.0123486j 0.013036+0.020026j 0.0199167-0.0906017j -0.0225626+0.00209059j -0.0613858+0.0130332j -0.0175758-0.00943385j 0.0209641+0.00372589j 0.049518-0.00666278j 0.0118464+0.0164951j -0.0117314-0.0486262j -0.0313992+0.0235762j -0.0389673-0.0421763j -0.00942248-0.0162993j 0.00323479-0.00690054j -0.0436626+0.0406154j -0.05892-0.0392099j 0.00744865-0.00698405j -0.0137315-0.0103066j 
-0.0049157-0.00724225j 0.00283039-0.00403401j -0.0117112+0.0170786j -0.0146492+0.00185573j -0.0034582-0.00724489j 0.00151871-0.00128942j -0.0180978+0.0359492j -0.00322937+0.00664582j 0.0318305-0.00614495j -0.0038116-0.0180142j 0.0384058-0.0277964j -0.000704555-0.0208692j -0.00688834+0.0155038j -0.00450753-0.00550105j 0.0116775+0.0343436j 0.0338553+0.0330037j -0.0139446-0.0286236j -0.0103474+0.0137757j 0.00322505-0.00873048j -0.00396655+0.00944981j -0.0124219-0.0341814j 0.0166234-0.0390733j -0.014304-0.0328469j 0.00629245+0.0211788j 0.00158939+0.0219009j 0.00249919-0.011292j -0.00355279+0.0778292j -0.00108507+0.019944j -0.00386754+0.0288704j -0.0195035-0.00660611j 0.0130702-0.027696j 0.0115777-0.0293286j -0.0432715-0.0443312j 0.0278425+0.00964322j -0.0422144-0.0185175j -0.0119028+0.0172663j 0.0240634+0.0265494j -0.0163847+0.0115838j 0.0191052+0.00870601j 0.00630288-0.00526172j -0.030225+0.0389783j -0.00666119+0.00881299j -0.00864682+0.01336j 0.0368292+0.0327914j 0.030635-0.0199049j -0.00831922-0.0230529j 0.029504+0.0284324j 0.00781209+0.00838265j -0.0140276+0.00254981j -0.0036812+0.0287936j 0.0227595+0.0439693j 0.0104144-0.00597081j -0.0279556-0.0219161j 0.0167167+0.0199777j 0.0537719+0.0176323j -0.0374814-0.0434597j -0.0278074+0.0121252j 0.0311231-0.0145063j -0.0228864+0.0196346j -0.00200068+0.0223731j 0.0341221-0.00555681j -0.041088-0.0129612j -0.0175538-0.00715611j -0.0267065-0.0102531j 0.0253036+0.0378226j -0.0318475+0.0237293j -0.0221899+0.00261231j 0.00186143+0.0405695j 0.0252661-0.00870959j 0.056961-0.00337931j -0.0567411+0.0456484j 0.00532032+0.0116352j 0.0207251+0.00175404j -0.00207353-0.0105851j 0.0414335+0.00869809j 0.0137456+0.0215081j 0.0348046+0.000731168j 0.00291977+0.00273286j -0.00580055-0.00308747j 0.0548926+0.0526414j 0.00354173-0.00586391j -0.0293374+0.044489j 0.0484513+0.00497658j -0.0589425+0.0138837j 0.0316603+0.00386157j 0.0381003-0.00821133j 0.0167573+0.0278712j -0.0759547+0.0235847j 0.00451704-0.0169173j 0.0030281+0.0120606j -0.00294064-0.00935072j 0.0170727-0.00734195j -0.0240423-0.0150418j -0.00666352-0.00870091j 0.00380043-0.00706194j 
-0.00583647-0.00351045j -0.0126909+0.00820556j 0.0164985-0.0241233j 0.0151835+0.0169157j -0.00320778+0.0214957j 0.00273877+0.00766162j -0.00305371-0.0147358j 0.00312976+0.0335756j -0.0167613+0.00147869j -0.0154031+0.0133482j -0.0431185+0.0283322j 0.00139687-0.01981j -0.0298985+0.0016035j 0.0337743+0.0235897j 0.0106953+0.0140383j -0.0294302+0.00802866j 0.0578855-0.00815467j -0.00777275+0.0200108j 0.00967346+0.0126421j -0.0253313+0.0162822j 0.0306731+0.0114378j -0.00792445-0.0274124j 0.0203928+0.000856871j 0.0454403-0.0321657j 0.0105377+0.0182838j 0.0310541+0.0279385j 0.0156739-0.0747236j 0.0196008+0.011565j -0.0331852-0.0402131j 0.0224309+0.0148291j -0.0482014-0.0280567j -0.00614307+0.00230641j -0.0189321-0.0315004j 0.0297073+0.0312045j -0.0101206-0.0191941j 0.0056009+0.0632709j 0.00414848-0.00720095j -0.00490876+0.0168386j -0.0600671+0.0523557j 0.00864469+0.052864j 0.00070176+0.0522944j 0.00509738+0.0341278j 0.0310936+0.00395785j -0.0257121-0.0229878j -0.0293685+0.00164663j -0.0257644-0.0215078j -0.0272625+0.00742749j 0.00187993+0.0229891j 0.0195772-0.057372j -0.0232048+0.00523762j -0.0102426-0.0870155j 0.0204396-0.0526269j 0.018439+0.024295j 0.0157139-0.00473122j 0.00400533+0.0409818j -0.0112567-0.00786377j -0.0187396+0.0509491j -0.0136827+0.017765j -0.0087647-0.078389j 0.024326-0.00910084j -0.053823-0.000240494j -0.0383194+0.0348166j 0.0155523+0.00347828j 0.0338208-0.0119692j -0.0560009-0.0120586j -0.0468819+0.00718979j 0.0132414-0.00147128j -0.0433882-0.0731313j 0.00233753-0.0280896j -0.0376118+0.0589424j 0.0813315-0.0311706j 0.0375744-0.0163066j 0.00858684-0.0233044j 0.0183283-0.0651038j -0.0737025-0.0124575j -0.0441744+0.0024702j -0.00930822+0.0119565j -0.0165645+0.0411598j -0.031595+0.0706333j -0.00401419-0.032326j -0.0128076+0.0470318j 0.0474247-0.0186896j 0.0244479-0.0519793j 0.0711577-0.0175874j 0.0407476+0.00489741j -0.00921816-0.00130085j 0.0567552+0.0161697j 0.0457599-0.0031049j 0.0214529-0.056057j -0.00290058+0.00886045j 0.0206374-0.0102883j -0.0391616-0.0167428j 0.0543308-0.0390235j 0.00765098-0.00204583j 0.0184076+0.0123776j 
-0.00423762-0.00845217j -0.0059543-0.00261722j -0.0258247+0.0124422j 0.00311276-0.00648982j -0.00441332-0.00440557j 0.000389117+0.000990227j -0.0264915+0.0445171j -0.0423972-0.0175168j -0.0162065+0.0122279j -0.0412559-0.023931j 0.0145048+0.00883304j -0.0430517+0.00268806j 0.00757688+0.0361462j 0.0160202-0.0127342j 0.0367314+0.0108751j 0.0192784-0.0538321j 0.0153396-0.00202089j -0.0175595-0.0475079j -0.0131772-0.0460578j -0.0232282-0.00424121j -0.0164961-0.0121135j 0.0179759+0.0279229j 0.0196244+0.0377824j -0.00573355+0.0105297j -0.00304878-0.0172086j -0.0194236+0.0456622j -0.0274117-0.0523551j -0.00921794+0.00971572j -0.0208007-0.010808j 0.00922152+0.0133569j -0.0320037-0.0131227j 0.00834137+0.00430905j -0.00345636+0.010074j -0.0185224-0.0158041j -0.0260884+0.0273831j -0.00893706-0.0502085j 0.00558881-0.0434555j -0.0205315-0.0427345j 0.013839+0.0105996j -0.0303469+0.0185767j 0.0415363+0.0213354j -0.0148609-0.00130045j 0.0137578+0.0381738j -0.039323-0.00222668j 0.0133285+0.0208697j -0.0534943-0.0238197j 0.0150224-0.00248536j -0.0110777+0.0248068j 0.0281358+0.0251177j 0.00967992+0.0206323j -0.0216168-0.0273077j 0.0208207-0.0127795j -0.00932697-0.0161679j 0.0357565+0.0452644j -0.0329301-0.0160117j 0.0198742+0.00211277j -0.0291538-0.00898479j 0.0082893+0.00571569j -0.0356671+0.0170213j 0.00328737-0.0686484j 0.0562424+0.0018855j -0.0113067+0.0812768j -0.0544818+0.0101276j 0.0373307+0.018657j 0.0159329-0.0194165j -0.0354606-0.0226584j 0.0388058+0.0626853j 0.0227375-0.0134603j -0.00861004+0.0302736j 0.0297065+0.00313286j 0.0574613-0.0276947j -0.0265116-0.0426945j 0.0126859+0.0210473j -0.0195256+0.0643258j -0.0156996+0.0222059j -0.0472037-0.0199878j 0.0330195-0.014538j -0.03317-0.0640342j 0.0467931+0.0612698j 0.0168502+0.0018506j 0.0155327-0.0611942j -0.0455907-0.0188071j 0.0742745+0.0356401j -0.00679183+0.0513487j 0.0763098+0.0616602j 0.00524611-0.00116472j 0.0417443+0.046414j -0.0400619-0.0147636j 0.00361315-0.0524457j -0.0188525+0.00877293j -0.0208296-0.0167046j -0.0137623-0.0352804j -0.0362449-0.0320629j 0.00294924-0.00338601j -4.53261e-05-0.0158295j 
0.0066647-0.0126078j -0.00651197-0.00647865j -0.0176456-0.00460463j 0.00705764-0.00368592j 0.00155918+0.00693654j 0.00410781+0.00420462j -0.0129072-0.0109732j -0.0386312-0.00835209j -0.00867555+0.0317975j 0.00091213+0.00851343j -0.0158593+0.00154866j 0.00427425-0.0147797j 0.00379502-0.0101206j 0.04628+0.00893802j 0.00765713+0.0162011j 0.00499614+0.0238595j 0.0418136+0.0217426j 0.00215833+0.0393735j 0.0342507+0.0341711j 0.0192391+0.0295526j -0.0142201+0.0113769j 0.00195121-0.0284215j -0.00536251-0.0481058j 0.0339626-0.0244755j -0.0147893+0.0211866j 0.0259209+0.022953j 0.0170311+0.0201345j -0.02853+0.0202974j -0.0212903-0.00646783j 0.0150928+0.00586221j -0.0352888+0.00884516j 0.0123201+0.0075168j -0.00271094+0.0158663j -0.00779875+0.0122806j -0.0404036-0.0282217j 0.0131423+0.0186555j -0.00471599-0.012502j 0.0125153+0.00818645j 0.0121821+0.0173313j -0.0170363-0.0173296j -0.0169414+0.019189j -0.00858787-0.00838972j 0.0107202+0.00972342j 0.0276184+0.0408622j -0.0186412-0.00724956j 0.0309459+0.0209409j 0.0061227+0.00151284j -0.00260343+0.0303289j 0.002421-0.039187j 0.0475343-0.0188229j 0.00680797-0.0202495j -0.000158354-0.000508756j -0.000869805+0.0154364j 0.0180907-0.0393666j 0.0244993+0.0613664j -0.0437637+0.0145243j 0.0221123+0.0157296j 0.050147+0.0104654j -0.000708841+0.00743478j 0.00596371+0.0364379j 0.0104093-0.0311135j 0.0308918-0.00987677j 0.0438199-0.0193557j 0.0130069+0.0319852j -0.00363579+0.0485799j -0.021853-0.000286182j -0.00374952-0.0328055j 0.00669569-0.0360067j -0.0255464+0.00848599j -0.0323773-0.00497849j -0.00405976+0.0256878j -0.00208913+0.000440504j -0.0182299+0.0587372j -0.00276819-0.0367052j 0.0100187+0.00905796j 0.0253665+0.0258212j 0.0164202+0.0229317j 0.0245045+0.0410938j -0.027319+0.0223685j 0.0433789+0.0103266j 0.00664843+0.0334694j 0.01184+0.0313743j 0.0286259+0.0137149j -0.0570561-0.0190073j 0.000714064+0.0469837j -0.017759+0.0240331j 0.0105862-0.0462297j -0.0149937+0.0444002j 0.0308021+0.00492547j 0.0074244-0.000429725j 0.000335048-0.0183995j -0.0149762+0.0310275j -0.0172225-0.00548874j 0.00356675-0.00206007j -0.00206187+0.000637523j 
-0.00317489+0.00783764j 0.00289395+0.00856174j 0.0334189+0.0155563j -0.0241395-0.00294296j -0.00248794-0.00421466j -0.00431661+0.0100038j 0.00700711-0.001501j 0.0342515+0.000936077j -0.0030467+0.00435619j -0.000276399-0.00168945j 0.0293081+0.0197875j 0.0381411+0.0111348j -0.0139246+0.0324584j -0.0268191+0.0125694j -0.0338425-0.0498775j 0.0178367+0.0397811j -0.0100067-0.00924773j -0.0136581-0.0235193j -0.00485092+0.00127027j 0.0238685+0.0313314j -0.00243309+0.00288845j 0.0221652+0.0244971j 0.0309616-0.0220008j -0.0344038+0.0445342j 0.0130272+0.00983079j 0.0127996-0.00221172j -0.00297865+0.0158835j -0.0168247+0.0134405j -2.2393e-05+0.0110653j 0.00848785+0.010487j 0.0257337+0.0131477j 0.00607022-0.0554436j -0.0080406+0.00520759j 0.0291622-0.0249731j 0.0168488+0.0100909j -0.012579+0.0117062j 0.0216482+0.0102635j 0.00403952-0.0081442j -0.0267781-0.0333234j 0.0249119+0.0177222j 0.0255892+0.029916j -0.00847139+0.00388302j -0.0127598+0.0206536j 0.0180356+0.00975145j -0.0260763+0.0246275j -0.0225732-0.014366j -0.0214977+0.0314784j -0.0529494+0.0325283j -0.00135573+0.00539707j 0.0174483+0.0106449j 0.0101435+0.0511117j -0.00635646+0.00342008j -0.0493731-0.0144084j 0.0204501+0.0221612j -0.00332206+0.00282605j 0.0466304-0.025403j -0.00975543+0.00181577j 0.0171177+0.00476347j 0.0118025+0.0222977j -0.0176569-0.0739799j -0.0236236+0.011473j -0.0499677+0.0386123j -0.0212765+0.0223555j 0.0156574-0.0144227j -0.00909592-0.0111998j 0.020623-0.00263514j 0.00930648+0.00473314j -0.00201259-0.0124698j 0.00445691-0.000177534j 0.0595825+0.0406063j 0.037381-0.00631938j 0.0296515+0.00262559j -0.0242332+0.0474975j 0.00825156+0.0520025j -0.0172081+0.0187172j -0.0165103-0.0492458j -0.012666+0.0376714j 0.0244885+0.0183328j 0.0178408+0.0242493j 0.00585978-0.0249379j -0.00625697-0.00334445j 0.0321409+0.0102011j -0.0279823-0.0235173j -0.0140823+0.0460006j 0.0507642+0.0102555j 0.00994869+0.0185153j 0.00752404-0.0104804j 0.0374436-0.0476165j 0.0539276+0.0371215j -0.0326343-0.00648348j 0.0011531+0.00702697j 0.00940183-0.00530211j 0.0658718+0.0284564j -0.0166688-0.0119631j 0.0103801+0.00244708j 
