0.000729497+0.0132119j -0.0232518+0.0245936j 0.00930301+0.00697906j 0.030064-0.00163395j -0.00341877+0.0556351j 0.0242272+0.00526206j 0.0280484+0.0121178j -0.0193412-0.0232533j 0.0341032-0.0293969j 0.00151157+0.0229917j -0.0105936-0.0301268j -0.00576444-0.0455741j 0.0187109-0.0187581j -0.0120227+0.0392939j -0.0307111-0.0410639j -0.0036127-0.0359585j 0.0125912-0.00735806j 0.00257591-0.0215067j 0.00522288-0.0303948j -0.00470523-0.00883703j -0.00385896+0.0322417j 0.0295154-0.0206571j -0.00844542+0.0251445j 0.0380563+0.0215431j 0.0150665-0.00813245j 0.0025667-0.0348817j 0.066668-0.0285023j -0.0601554-0.0350803j 0.0353235+0.0435653j -0.00526216+0.0176929j -0.00418294-0.00316896j 0.00860914+0.0618712j 0.00594746+0.0421688j -0.0222674+0.0337643j 0.0499527-0.0365605j 0.0276425+0.0399712j -0.0387096+0.0111112j -0.0220197-0.00332744j 0.0123021-0.00742424j 0.0217164-0.0365143j -0.0185172-0.0365222j -0.0135974+0.0753441j 0.017398+0.00222756j 0.0640169-0.0142006j -0.066988-0.0549972j 0.0158814-0.0380094j 0.0177902+0.0241725j -0.0174411+0.0241607j -0.00902588+0.0112148j -0.060708-0.0309212j -0.075038+0.00754207j -0.0778409-0.0152047j -0.022861+0.0372488j 0.00709665-0.0461793j 0.00485101-0.0451087j 0.0548303-0.0737181j 0.0641504+0.0504548j -0.0899982-0.0227436j 0.0179609+0.0288085j -0.040453+0.0881829j 0.042282+0.0651673j 0.012428+0.00644558j 0.0295089+0.0297845j 0.00583227-0.0325555j -0.0164042-0.0297059j -0.0200942-0.0389588j -0.0600022-0.0499244j -0.0992798+0.0504337j 0.0115079-0.0409002j 0.0170721-0.0277465j 
-0.00482905+0.00632709j -0.00205137-0.0100438j 0.00255178+0.0134436j -0.00917939-0.00549432j -0.00501445+0.00491215j -0.000768081+0.00631416j -0.0256797-0.0121804j -0.0125667+0.00380319j 0.00387277+0.00398122j 0.011843-0.00670584j 0.0197509-0.0189007j 0.0129957+0.0137061j -0.0141403+0.0108569j 0.0114649+0.00235421j 0.0223236+0.0110855j 0.0111929+0.00741706j 0.0108604+0.0148366j -0.0135603+0.0210248j -0.00708461+0.000768774j 0.00204384-0.0173338j -0.0067361+0.00452345j 0.00187845-0.00555029j 0.00528332-0.0090777j -0.00782485-0.00201015j 0.00906257+0.00535839j 0.0147471-0.00133258j -0.00493149-0.00649813j 0.00852614+0.00316756j 0.0124299-0.00973232j 0.00110642+0.0108721j 0.0049442-0.00445533j -0.00740743-0.000806122j 0.00135374+0.0040992j 0.000247864-0.0116296j 0.00702917+0.00322094j 0.00272587-0.0058552j 0.00403556+0.00334818j -0.00781739+0.00755921j -0.000372097+0.00553641j -0.00810039+0.0161686j -0.00173461-0.00123617j -0.0126773-0.0128922j -0.00310476-0.0136755j -0.0165699-0.000347823j 0.00511164+0.00950525j -0.00717033-7.11041e-05j 0.00496242-0.00423456j -0.00928978-0.0127179j -0.00385454-0.0059178j 0.0132653-0.00988076j 0.00764093-0.0127544j 0.00289377+0.00296574j 0.00524352+0.00142671j -0.00289061+0.000753375j 0.00483943-0.00189621j -0.00797581+0.00425177j -0.00204034-0.00425272j 0.0136244+0.00647337j -0.00607351-0.00599054j 0.0125826-0.000169904j -0.0016353-0.00306046j -0.00509644-0.00641558j -0.000559338+0.0051289j -0.00951358+0.00496667j 0.00203774+0.0043906j -0.00277226+0.0247703j 0.00417768+0.00367833j 0.0172042+0.00359706j 0.00491441+0.00341654j -0.00234388-0.00913603j 
0.00310026-0.00757909j 0.00205582+0.00226415j -0.002761-0.00803789j 0.00431526-0.00401353j -0.00292935+0.00621325j 0.0046264-0.00349986j 0.00250506+0.00253787j 0.0071821-0.0124505j 0.00228037-0.00305691j -0.00373173+0.00775426j -0.0118014+0.000446022j -0.000604533-0.0100627j 0.00669495+0.00273014j -0.00413689-0.0045459j -0.0150154-0.0106197j -0.00200991-0.00972319j 0.00692348-0.00398999j -0.0106213-0.00538888j 0.000947353+0.000889317j 0.00306599+0.00430241j 0.00273589-0.00336366j 0.00614285+0.00075305j -0.00393989+0.00534964j 0.00449531-0.00306868j 0.0012019+0.000870422j -0.00364479+0.00697031j -0.00388549+0.000615288j -0.000527464+0.00268257j -0.00320409-0.00124921j -0.00241135-0.0036063j 0.00528271+0.00238002j 0.00489823+0.000835452j -0.00101465-0.00390072j 0.00248999+0.00283398j -0.000798377-0.00302674j -0.0016637+0.00184117j 0.00318953-0.00300558j 0.00264777-0.00230854j 0.00233691+0.0029604j 0.00168818-0.00711234j -8.87516e-05-0.00366859j 0.000294135+0.00994978j 0.00609234+0.000299352j 0.00143444-0.0103722j -0.000462972+0.00436615j -0.00494238+0.0071514j 0.00247411+0.00302646j 0.00190905+0.00264472j 0.00706069-0.00123302j -0.00479453-0.000127574j 0.000636239+0.00253436j -0.00505483+0.00302424j -0.00417301-0.00701744j 0.00215974+0.000620308j -0.00119207+0.00356368j -0.00453363-0.00693698j -0.0115045+0.00240624j 4.38715e-05-0.00461245j 0.0114559+0.00301856j -0.00915832-0.00595596j 0.00323548+0.00518404j -0.0131494+0.00493887j -0.00549122-0.00383535j 0.00333878-0.00346992j -0.00594507-0.00434727j 0.0008842+0.00250454j 0.00411949-0.00228565j -0.0226145-0.00615j 0.000850481-0.00203537j 0.00333304+0.00725218j 
-0.00376865+0.00544972j -0.000808211-0.00071061j 0.00472789+0.00711011j -0.00502813+0.00186969j 0.00660963+0.00296212j -0.00156743-8.90637e-05j -0.0055914-0.00456487j -0.00378703+0.000953622j 0.00348865+0.00167229j 0.00833036-0.013578j 0.00392089+0.00391324j 0.00148997+0.00832105j -0.00284751+0.00164131j 0.00565596+0.0029017j 0.0151404-0.00120859j 0.00502442+0.0118234j 0.00472179+0.00783759j -0.0102111+0.00588179j -0.00205939+0.00404723j -9.09319e-05-0.00470014j 0.00385446+0.00464449j -0.000744943+0.00353061j -0.00102818-0.00526049j -0.0036545-0.00100034j 0.00253057-0.0038863j 0.00373382-0.00860452j 0.000447016-0.00347886j -0.00046896-0.00701414j 0.00196852-0.000519164j 0.00157664+0.00267019j -0.00258274-0.00202167j -0.00358873+0.00103728j -0.00182901-0.000527504j -0.000321855-2.82508e-05j 3.13045e-05+0.0100989j 0.00526537-0.00485749j -0.00818256-0.000241168j -0.00864514+0.00275179j -0.0025393+0.0013429j -0.000373884+0.00796108j -0.000208979+0.0063853j -0.000127623-0.0125581j -0.0127864-0.00107769j -0.00197714+0.00366251j -0.00276607-0.00635479j -0.000102486-0.00163516j 0.0024998-0.00256002j -0.00249002-0.000868903j -0.00568805+0.0023415j -0.000676207-0.00119796j 0.000895971-0.000526976j -0.00354067+0.00153288j 0.00796362+0.00697411j -0.00480949+0.000657415j 0.00222111-0.00720209j -0.002124-0.000197828j 0.00654662-0.000419377j -0.00312676+0.00155419j -0.00429108-0.00442923j 0.00478426+0.00701262j -0.00102567-0.000860517j 0.00413907-0.00541117j 0.00741614+0.00124791j 0.000559849+0.00311148j 0.00252651+0.00551244j -0.00161834+0.00392842j -0.0029369-0.00267894j 0.00811752+0.00598516j 3.70402e-05-0.000733472j -0.000356129-0.00631777j 
0.00159623-0.00640755j 0.00442069+0.00319418j -0.00531626-0.00344362j -0.00205195-0.00505107j -0.0102274+0.00203618j 0.00509372+0.00114817j -0.00106833-0.00396609j 0.00548-0.0071659j 0.00648828-0.0128264j 0.00739685+0.000140095j -0.00762796-0.00499062j 0.00397077-0.00579158j 0.00668968+0.00938586j -0.00555429+0.00905043j 0.00424821-0.00489172j -0.00702857+0.00022997j 0.00472524+0.00121368j -0.0126707+0.00533581j -0.00528044+0.00166322j -0.00683179+0.00273603j 0.00406861+0.000736254j -0.000347963+0.000330508j -0.00110103-0.00266584j 0.00156347-0.00629433j 0.00397712+0.00965155j -0.00219982+0.00679333j -0.00589713-0.000230618j -0.00884031+0.00294996j -0.0024982-0.00579294j 0.00329339+0.00264588j -0.00398159+0.0069362j 0.00717316-0.00122492j 0.00186182-0.0152866j -0.00092424+0.0142519j -0.00380034+0.00117812j -0.00157827+0.00738286j -0.00613576-0.00887487j -0.0141916-0.000757594j -0.00457391+0.00254795j 0.00444128-0.00165798j 0.000607957+0.00172066j 0.00204199-0.00201561j 0.00267041+0.0013375j -0.00809695+0.00639049j 0.00227197-0.0113969j -0.00502359+0.00310589j 0.00293942+0.00694515j 0.00172763+0.00224371j 0.00398284-0.00176328j -0.00119417-0.00690439j 0.00574985+0.00165361j -0.00315384+0.00156564j -0.00303529+0.00479198j -0.000831954+0.00349803j 0.00229033-0.00500423j -0.0118617-0.00512418j -0.00545961+0.00136878j 0.00321155-0.00562139j -0.00102227-0.001063j -0.00375772-0.000251417j 0.00284475+0.0075864j 0.0029838+0.000817599j -0.00626309-0.00383427j 0.00646074+0.000129996j -0.00354828-0.00481152j -0.00171022+0.00117911j 0.00720596-0.00570384j -0.00130176+0.00156728j -0.000646487-0.00382474j -0.00158182+0.0019987j 
-0.013176+0.00873474j 0.00573766-0.00652714j 0.0209676+0.000274522j 0.000605879+0.0205651j 0.00509279-0.0010519j -0.00384072+0.00401257j 0.00398795+0.00328895j -0.00306793+0.00359748j 0.00528749+0.0125216j 0.00169273+0.00972082j -0.00338519+0.00274981j 0.00864178+0.00531427j -0.00421931+0.00113394j 0.0121949-0.00870352j 0.00209689+0.00163432j 0.0112252+0.00582863j -0.00762869+0.0140195j -0.000143952-0.007474j 0.00470759-0.00668281j 0.000229535+0.00302447j 0.00469752-0.00317777j -0.00812869+0.00676377j 0.0144612-0.00632631j 0.0023817-0.00599321j 0.000432251-0.00999879j 0.00101284+0.000856123j 0.0116165+0.00563383j -0.0034927-0.00505969j -0.00135339+0.0108495j 0.00128462-0.00641575j 0.0114788+0.00876699j -0.00349806+0.00123443j -0.000182939+0.00301025j 0.00689677+0.00253237j -0.00250065-0.00722113j 0.00164998-0.00227733j -0.00670266-0.00416698j 0.00475392-0.00250159j 0.00893528+0.000872272j 0.0100435+0.00692721j 0.00538047+0.0100356j 0.00519377-0.00528279j -0.012953+0.00134082j 0.00482714-0.0102621j -0.00938254-0.00279254j -0.00384443+0.00535026j -0.0104233-0.00764019j -0.00674152+0.00758098j -0.00684383+0.00420015j 0.0121158+0.00185211j -0.00247338+0.000458501j 0.01326-0.00654452j 0.0041264+0.0012288j 0.00724388-0.00403615j 0.00806547-0.00826196j 0.0114514-0.000705228j -0.000862388+0.00169302j 0.000717736-0.00960115j -1.77936e-05-0.00166131j -0.00517199-0.00416469j -0.00534361-0.0114728j 0.000366794-0.0010013j 0.00244557+0.00627111j -0.00350562+0.000781399j 0.00131972+0.00353526j -0.00449734+0.0135445j -0.00161482-0.00667442j 0.000524789-0.00963562j -0.00361107+0.00607647j 0.00242464+0.00139737j 
0.000732212-0.000166575j 0.00947777-0.00431804j 0.0107424-0.0124324j 0.00353791+0.0123169j -0.00660192-0.00525728j 0.00235824+0.000747865j 0.00280067-0.000250556j 0.0013979-0.00668579j -9.01975e-05+0.00140045j -0.00459899+0.0183531j 0.00485868+0.00336362j 0.00951681+0.00203575j 0.0154984+3.6002e-05j -0.00260119-0.00429096j -0.0134598-0.00786813j 0.00327477-0.00187494j -0.00166997-0.0041537j 0.00406352-0.00450805j 0.00398676-0.000675021j 0.00480251+0.00793705j 0.00885771-0.00112279j -0.00395115-0.00465371j 0.00602634-0.00616472j 0.000230787-0.00134384j 0.000536378-0.0116917j -0.00234594+0.00499353j 0.00253658-0.00236159j -0.0091376-0.0035556j -0.00425137+0.00565606j 0.00103508-0.0063815j 0.00255207-0.000478552j -0.000394417-0.00126913j -0.00543059+0.00323126j 0.00346069+0.00331915j 0.000513722+0.000152743j 0.00109109-0.00185758j 0.000263416+0.00220277j 0.00545928+0.00234851j 0.0098799+0.000194515j 0.000276734+0.0014934j 0.000278058+0.00609883j 0.00617944-0.00577531j 0.000132508+0.00551612j 0.0112387-0.0167378j -0.000533351-0.0065351j 0.00148573+0.00334385j 0.00760852-0.00176168j 0.00519061+0.0033597j 0.000386687-0.00010751j 0.00293623+0.00464433j -0.00370701+0.0110662j 0.000555222+0.00458445j -0.0019316-0.00438938j 0.0035932-0.000521419j -0.00154348-0.0015399j 0.00087575+0.00705447j -0.00688578+0.00136389j -0.00428675-0.00581172j 0.008384-0.00310457j -0.00882238-0.00555856j 0.000910332+0.000997412j -0.00474818+0.00217095j -0.00403243+0.000983621j -0.00270366+0.00140781j -0.00023212-0.00356729j -0.0034118-0.0134761j 0.00369582-0.00367479j -0.0136825-0.00545981j -0.00242658+0.00233531j 0.00265467+0.00658027j 
-0.000183335+0.00136924j -0.00246454-0.000414305j 0.00183821+0.00572576j -0.000488503-0.00520052j -0.00176804+0.0091562j 0.0023585-0.00764885j -0.000638839-0.00293545j -0.00290293+0.00141953j 0.0113051+0.00423635j 0.00373171-0.000513596j 0.00768777+0.00162053j -0.0046015+0.0010229j 0.00214825+0.0122793j 0.00362352+0.00835938j -0.00644731-0.00195048j -0.00313062-0.00708028j 0.0003249-0.0158918j 0.00122485-0.00929469j 0.00676376+0.000776928j 0.0033816-0.0108158j -0.00176761-0.0108803j 0.00205712+0.00675384j 0.00810743-0.0017578j 0.00140951-0.00408021j 0.00937668+0.00221951j 0.00421306-0.0105036j 0.00158791+0.00989716j -0.00819151+0.00285356j 0.000531509-0.00421324j -0.0119761-0.00486316j -0.00340248-0.00762311j 0.00986574-0.007249j 0.00146477+0.000603044j -0.00329326-0.00402458j 0.00191627+0.012087j 0.00169172+0.010353j 0.0103164-0.00818359j 0.00189323+0.00319799j -0.00371213+0.000634278j -0.00222856-6.36426e-05j 0.00934024-0.00870534j -0.00618222+0.00111512j 0.00631085-0.00179255j 0.00282423+0.00137377j -0.00603947+0.0096493j -0.00216057-0.0044912j 0.00292285-0.00350633j 0.00734685+0.0063711j -0.0216117-0.018669j -0.00562852-0.00149864j -0.0105299-0.000327359j -0.00373093-0.000908605j -0.000630109+0.0018526j 0.00189282-0.00110162j -0.00169294-0.00163609j -0.00057836-0.000287171j -0.00443755-0.00434586j 0.00213906+0.00613932j -0.00138257-0.000979878j 0.00080862+0.00225578j 4.74693e-05-0.00545667j -6.34313e-05+0.00223232j 0.00324418-0.0304345j 0.00119382-0.0260227j 0.000888721-0.04062j 0.000682758-0.000138125j -0.00367375+0.00177978j 0.000505325+0.00207806j 0.00183337-0.000840701j -0.000215205-0.00180883j 
0.00378912-0.000262906j 0.000954494+0.00031407j -0.00279095-0.00118209j 0.000329607+0.000824363j -0.000609408+0.000170467j 0.00405061-0.00120913j -0.00198337+0.000760546j -0.000301811-0.000590281j -0.00575601+7.49969e-05j -0.00190741+0.00426914j -0.00462419+0.000218107j -0.00241921-0.00330002j -0.00330079-0.005441j -0.00715569+2.26626e-05j -0.00159707-0.00233482j -0.00318101-0.00258363j 0.00152711+0.00360808j 0.000240826+0.00355217j -0.0016142+0.00288248j -0.0010031+0.00593987j -0.000810044+0.00322613j -0.00142161-0.00745843j -0.00344415+0.00506262j 0.000449323+0.00266572j -0.00368784+0.00214088j -0.000572953+0.00304246j -0.00550695-0.00267636j 0.00309307-0.00181462j 0.00119622-0.00133881j 0.00462079+0.00134979j -0.000492821+0.00135225j -0.00155012+0.00412149j -3.89956e-05+0.000455958j -0.000870728+0.000725994j -0.000890671-0.00505114j -0.00461258-0.00186306j -0.000302306+0.00513714j -0.00036597-0.00121573j -0.000946831-0.00106438j -0.00256578-8.01269e-06j -0.00481094+0.00353574j -0.00026709+0.00298165j 0.000813524-0.00154928j -5.79145e-05+0.00188977j 0.000634027-0.00119214j 0.000686042-0.00128486j -0.000899428+0.00187272j -0.0036994-7.88641e-05j 0.0135024+0.00282001j 0.000904067-0.00103819j 0.00235576+0.000353j 0.000376197-0.000436675j -0.000686986-0.00379237j -0.000313037-0.000815562j -0.00012429+0.00348418j 9.80877e-05-0.00150946j 0.00226315+0.00181669j -0.00162695-0.00117491j 0.00130303+2.4233e-05j 0.000272354+0.00050637j 0.00205324+0.00262879j -0.00011389+0.00102731j 0.00182145+0.0103555j 0.00354636+0.00881966j 0.00447371+0.0142432j 0.000214098-0.000157991j -0.000201984-3.69669e-05j -0.002171+0.00250025j 0.000155005-0.00100105j -9.39959e-05+9.35271e-05j 
0.0102953-0.00545309j 0.0186204-0.0195379j 0.0146187-0.0282771j 0.0254739+0.000723964j -0.0128173-0.0115923j -0.00626053+0.00414811j -0.00534622+0.00335347j 0.000344809-0.00246276j 0.0120558+0.021528j 0.00379823+0.0227231j 0.0137298-0.00837389j 0.0159997+0.00333796j 0.0142192+0.0105226j -0.0019938-0.0114582j 0.0229874-0.00919874j 0.0145185+0.0117462j -0.00539794-0.00485699j 0.00436205-0.00554416j -0.00800385-0.00826602j -0.0069139-0.00187438j 0.00171643+0.0225486j -0.0167922-0.000374195j 0.0241105-0.0209483j 0.00433615-0.00556387j 0.00442869-0.00288159j 0.0105228+0.00595709j 0.0103538+0.0070725j -0.0118485-0.000945833j 0.00729011-0.00253368j 0.00678514+0.0183538j 0.00592224+0.00654594j 0.000108802-0.0141853j 0.0026694-0.0024488j 0.0082819+0.000527662j -0.00113091-0.00219094j -0.00272612+0.00515346j -0.0206648-0.00340867j -0.0144646+0.00332282j -0.00198847-0.00418312j 0.00203419+0.00247959j 0.0074077+0.00511358j 0.00865638-0.0194869j 0.00596792+0.0123575j 0.00498768-0.00561818j -0.0099951-0.00410331j -0.0033399+0.0139373j 0.000423322-0.00337889j 0.0033453+0.00575673j -0.00386159-0.00657434j 0.00521891-0.00362287j -0.00410091+0.00516775j 0.00499483-2.72957e-06j -0.00226897+0.015339j 0.00404352+0.00173255j 0.00611414-0.00472181j -0.00172178+0.00385219j -0.00742959+0.00498681j -0.00126639-0.0113813j -0.00983323-0.00261462j -0.0115976+0.000666635j 0.000273763-0.00792305j 0.0151441+0.000261845j -0.00928844+0.00164706j -0.00262112-0.00331516j 0.00482251-0.00919992j -0.00340954-0.00125882j 0.00576755-0.0150598j 0.0172938+0.0105617j -0.00865515-0.00170924j -0.00811225+0.00550285j 
0.026117-0.0123466j -0.00575338+0.00276484j -0.0307743-0.0157635j 0.0126442-0.0339631j -0.0120337+0.0201984j 0.0178087-0.0127358j -0.0119579-0.00741236j -0.00408868+0.0090405j 0.00372278-0.00238586j 0.0143408+0.00812584j -0.00345781-0.0129613j -0.00403635-0.0079604j -0.0033509-0.00651679j -0.0265688+0.00500397j 0.00628555-0.0160061j -0.0128892-0.00805781j -0.00248605-0.0123251j 0.00668684-0.00128515j -0.00775157+0.0148595j -0.0093082+0.00453812j -0.0241289+0.0108638j 0.0118671-0.00413553j 0.00100818+0.0102925j 0.0117958+0.00148235j 0.0066462+0.00665842j 0.00188786+0.00670279j 0.00012962+0.000764509j -0.00756799-0.00597113j 0.00813911+0.00116389j 0.000185762+0.0241729j -0.0221607+0.00072896j 0.00250863+0.00173598j 0.0142834-0.00489533j 0.000947134+0.000501647j 0.00333113+0.0209728j 0.00100535+0.00351616j -0.0169931+0.020181j -0.0117329-0.00952j -0.0194534-0.0149645j 0.0101654-0.0064406j 0.00948896+0.00153075j -0.00221262+0.00756956j 0.00531787+0.00856838j 0.0097886+0.00258684j -0.0141479+0.0187348j -0.00938605-0.00505766j -0.00501165-0.00287427j 0.010547+0.00649598j 0.0106151+0.00798291j -0.00863491-0.00237167j -0.00245195+0.0034152j -0.00615974-0.00562646j 0.00424572+0.0193308j 0.000288072+0.00107732j -0.00647396-9.23905e-05j 0.00270232-0.00295404j 0.0191556-0.00228327j -0.010234-0.00126222j -0.00636233+0.0114386j 0.00983096+0.0108088j 0.0126736-0.00179245j 0.0184614-0.00591869j -0.00338771-0.00234044j 0.00734882+0.000551916j -0.0014773+0.00527254j 0.00428788-0.00508214j -0.0073681+0.00287818j 0.0105622+0.0218004j 0.000304101-0.0146261j -0.0127614-0.00431546j 
-0.00586075-0.00972375j -0.0113425+0.00885307j -0.0169438+0.00614639j -0.0118239-0.0122831j -0.00515427-0.00394407j -0.0135883+0.00642345j -0.00241034-0.00474206j 0.00811042+0.000846442j 0.00333174-0.0150884j -0.00334812-0.0131775j 0.0104697-0.00225313j 0.00246777+0.00729983j -0.000736977+0.0131844j 0.00848605+0.00322126j -0.00186092-0.00154583j 0.00699391-9.24618e-05j 0.00464288+0.00107926j 0.00215675+0.0103808j -0.00503639+0.000365839j 0.006175-0.00118612j -0.00181447-0.00890465j 0.013814+0.00900012j -0.00425023+0.000133441j -0.00613882-0.00128098j -0.00992088+0.00391159j 0.0053156+0.00596142j -0.00542952-0.00437243j -0.00511342+0.00725887j 0.00110731-0.00441176j -0.0054068-0.00415765j 0.000876099+0.000653446j 0.00143951-0.00389568j 0.000644375-0.00491274j 0.00819784+0.00175707j -0.00553097+0.00827431j 0.0102657-0.00846196j 0.0023267+0.00223721j 0.000858967-0.00512981j 0.00795237-0.0050966j 0.0210897-0.00395368j 0.0147646-0.00193701j 0.00128195-0.00556283j -0.00577591+0.00403301j 0.0050864-0.0146852j 0.00162064+0.00377048j 0.000209413+0.000326932j 0.00419702+0.00125071j 0.00564065-0.00449629j 0.00405988+0.000603322j 0.00340267-0.000168143j 0.00233093-0.00406577j -0.00369509+0.00497097j 0.00262521+0.00594882j 0.000137863+0.00750647j -6.45967e-05-0.00597183j -0.000725711+0.0159275j 0.000880717-0.0162028j 0.00222552-0.00571373j -0.00832342+0.013111j 0.012211-0.0103852j -0.00642439+0.000798528j -0.00724676-0.0116055j -0.000915686-0.000508076j -0.000325624+0.00182991j -0.000561623-0.00248195j 0.00104791-0.00379882j 0.00807787+0.0103825j 0.010098-0.0147146j 0.00135242+0.003752j -0.00222114-0.000344688j 
0.00306096-0.00428044j 0.00886044+0.000178244j 0.00270437-0.00848145j 0.000215608+0.00133371j -0.011952+0.00227399j 0.015011+0.00655681j 0.00804966-0.00688007j 0.00274936-0.0151457j 0.00186139-0.00874088j -0.00336372+0.0202244j -0.00827003-0.00552702j 0.00878914-0.0149904j 0.0153507-0.000766399j -0.00874135-0.00447878j -0.0158534-0.00740664j -0.00242966-0.00382906j 0.00561631-0.0101837j -0.00137385-0.00367358j 0.00289472+0.000386009j 0.000963741+0.00359167j 0.0101644-0.00382234j 0.00250968-0.00673044j -0.00142105-0.00212576j 0.00833815-0.00153662j 0.002136-0.00657652j -0.00297553+0.0117908j -0.00142906-0.00270853j -0.00406969-0.00531259j -0.00429671+0.0081242j 0.000712481-0.00401387j 0.00439703+0.00177488j 0.00256215+0.00721062j -0.0058113-0.0014123j 0.00175997+0.00275414j 0.00145532-0.00159974j -0.00352094+0.00366763j 0.00531068+0.00784055j 0.0018383+0.00379675j 0.00747599+0.00607013j -0.0108226+0.00105335j -0.00738628+0.00189954j 0.0016272+0.00472943j 0.011773+0.00181756j 0.00297736-0.00544104j 0.000749607-0.00402406j 0.000100231+0.00281834j 0.0118575+0.00277336j 0.00306565-0.000918203j 0.00693846-0.00484533j -0.00265184-0.00260724j -0.00235919+0.00592215j -0.00551271+0.00484996j -0.00815434-0.00565625j 0.00117592-1.33741e-05j -0.00831462+0.00499528j -0.0150466-0.00683466j -0.0127871+0.00746663j 0.000354739+0.00693424j 0.0183229-0.00606401j -0.0169552+0.000772568j 0.0113346+0.0121735j -0.00704828+0.00352553j -0.00447086+0.000758264j 0.000675815+0.00081743j -0.00320374-0.00493661j -0.00108381-0.00893765j 0.00117574-0.00234235j -0.0301138-0.000435622j 0.00119279-0.00451662j 0.00395994+0.00806084j 
-0.00710593-0.00815502j 0.00936937-0.00636377j 0.00673519-0.0134733j 0.0125346+0.0018935j -0.0124241-0.015322j -0.0152168+0.0220918j 0.0205031+0.00756474j 0.00105625-0.0127373j 0.0132717+0.014044j 0.00059652+0.0184115j -8.92874e-05-0.0132255j 0.0210738-0.0050928j 0.00612818+0.00375563j 0.0115813-0.012157j 0.0114186+0.01484j 0.0083504+0.0111567j -0.0075677-0.00770221j 0.014834-0.00429569j -0.000297489-0.0140244j -0.00567585-0.00742738j 0.0105163+0.00930758j -0.0182712-0.00756094j 0.0138345-0.0170973j 0.00166566-0.00233347j -0.000781554-0.00727268j 0.00116323+0.00687449j 0.00845544+0.00993483j -0.00750974-0.00486419j -0.0020444+0.0186878j 0.0109394-0.000667093j 0.0118093+0.0129448j -0.002323-0.00413713j 5.19977e-05+0.00253049j 0.00378359+0.00544262j -0.00102054-0.014299j -0.00167944+0.00528944j -0.00523184-0.00736559j 0.00158763-0.00281845j 0.0116779+0.00209909j 0.00690401+0.00370788j 0.0033632+0.00754336j 0.0127812-0.00939884j -0.00725894+0.0141j 0.0110619-0.0014212j -0.0100552-0.0129275j -0.00103379+0.00649834j 0.00176596+0.000668367j -0.00121205+0.00425397j -0.000870801-0.00349891j 0.00364809-0.0015874j -0.00486028+0.00698708j 0.00735422-0.00289507j -0.00648153+0.00745804j 0.00557643+0.000213627j -0.000653948-9.36802e-05j -2.68544e-05-0.00470538j -0.0174913+0.0177755j -0.00122126-0.00563029j 0.00880688-0.0095497j -0.0281188-0.000458569j 0.000787017-0.00536126j 0.00149711+0.00703475j -0.00418318+0.00489133j -0.00162044+0.000893183j 0.000467018-0.00470435j -0.00305008-0.00252701j 0.00446462-0.0176483j -0.0130835+0.00351023j -0.00639451-0.00431325j 0.00351117+0.00983503j 
0.00823693-0.00588576j 0.00818103+0.00511058j -0.0125557-0.0040033j -0.0059938-0.016588j -0.0146062+0.0178323j 0.0212271+0.00740402j 0.0024932-0.0159767j -0.000874642-0.00183499j 0.018834-0.0107619j 0.0132954+0.0148206j -0.00707727-0.00918174j 0.00896789-0.0171212j 0.00921388+0.0045653j -0.0140602-0.000133115j 0.00707767-0.0209255j -0.00327771+0.00476337j -0.00333131-0.00556485j 0.00359851+0.00229671j -0.00348884+0.00280775j -0.0146921+0.00631193j -0.00846061+0.00126377j 0.000679324+0.00346092j 0.00629747-0.00304833j 0.0134087-0.00420496j 0.00382516-0.00219427j 0.00327931+0.014328j 0.00398193-0.00122374j -0.0171713-0.00682394j 0.0126316+0.00174623j -0.00795552+0.0170155j -0.0113124+0.00731047j 0.0127201+0.000465374j 0.0154454-0.0105301j 0.00232911+0.00524896j -0.005211+0.0171343j -0.0022525+0.00816761j -0.0173803+0.0198452j -0.0194335-0.00867285j -0.0178904-0.0120711j 0.012013-0.00108297j 0.0102167+0.00407345j 0.0014905-0.00328962j -0.00209187+0.00163888j 0.00569279+0.00612451j -0.0126991+0.00844902j -0.00655529-0.000707786j -0.000919552-0.00616648j 0.0150189+0.00684862j 0.00727798+0.0052044j 0.000659267-0.00272618j -0.00230986+0.00611488j -0.0031831-0.00377728j -0.000117276+0.0185387j 0.00421528+0.00132913j -0.00634614-0.00852897j 0.00192578-0.00226173j 0.0157315-0.00667111j -0.0109675-0.00240687j -0.0189524+0.00582977j -0.00124693+0.00630534j 0.00651784-0.00192167j 0.0313432-0.000772314j -0.00367458-0.000687353j 0.00369756+0.000136895j -0.00206096-0.00163345j 0.00236764-0.00497547j -0.00383339-0.00169753j 0.0201086+0.0244535j -0.00565575-0.0142516j -0.0133139-0.00403614j 
