0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
0.00110694-0.00447482j -0.00230545-0.00148148j -0.00237683-0.00176097j -0.000202157+0.00431961j -0.00399155-0.00344765j -0.00630954+0.000259732j -0.00303647+0.00140849j 0.00128458-0.00388838j 0.00100501+0.00348945j -0.00309367+0.00377957j -0.00213368+0.00165854j -0.0042962+0.000571624j 0.00514772-0.00296245j 0.00316765-0.00186115j 0.0082552+0.00228968j -0.0036127-0.00693002j 0.00197188+0.00128839j -0.00756983-0.00245323j -0.00364664+0.00374745j -0.00127948+0.00125608j 0.00544507-0.00241688j -0.00163742+0.00672949j 0.00238496+0.00517756j -0.00565124+0.00464535j 0.00590629+0.00131435j -0.000363604-0.00413835j -0.00371699-0.000955724j 0.00264543+0.00306821j 0.00160236+0.00131466j -0.00203141-0.00802036j 0.00267966+0.000813992j 0.00110732+0.0020756j -0.00399416+0.00682617j -0.000754807+0.000585779j -0.00180945+0.00755825j -0.000406722-0.00214889j 0.00161778+0.000425118j -0.00181164-0.0054264j 0.00570025+0.00239259j 0.00416014-0.00050171j 0.000983047+0.00841293j -0.00932769-0.00747868j -0.00870213-0.00984988j -0.00210398-0.00426948j -0.0026382-0.0079076j -0.00175915-9.7697e-05j 0.00393355+0.00194342j 0.00759804+0.00592163j 0.0101636+0.00951457j 0.00564527+0.0130141j -0.00169308-0.00207498j -0.00409754+0.00761825j 0.0036203-0.00699785j -0.00398924+0.00999987j -0.000665821-0.00585406j 0.0121553+0.00212664j 0.000744246-0.00720112j 0.000161425+0.0101375j -0.00510374-0.00555361j 0.0054362-0.00516825j -0.00284661-0.00313034j 0.00103915+0.00286106j 0.00245251-0.0027161j -0.0027842+0.00530726j -0.00674265-0.0027186j -0.00187754-0.00116084j -0.0110668+0.00279949j 0.0109836-0.0102835j -0.0112922-0.00442979j 0.00567593+0.00108407j 0.0063075+0.0103407j -0.00620635-0.0163428j 0.00906406+0.00165162j 0.00220486+0.000525246j -0.000287517-0.00863973j 0.00170587+0.00762988j -0.0106369-0.0131282j -0.000532728+0.0153042j 0.0036985-0.00261738j -0.000825923+0.000336439j -0.0122344-0.000741904j 0.00509839-0.0048306j -0.00554867+0.00203383j 0.00410047+0.00281847j -0.00260225+0.00384672j -0.00309969+0.00640945j 0.00270908-0.0027878j -0.0247917+0.000745935j 0.0109444+0.00248899j -0.00241863-0.00326759j 0.00350838-0.00491279j -0.00529459+0.000347179j 0.00345082-0.0057595j 0.00115249+0.00057345j 0.00750079+0.004415j 
-0.00058297-0.00154001j 0.000778853+0.000735111j 0.000702989+0.00438294j 0.0005599-0.000197743j 0.000801642+0.00525202j -0.00219051-0.000553158j -0.00174175-0.00625227j 0.00339234+0.000432014j -0.00237975-0.00364907j 0.00174012-0.00951121j 0.00373814+0.000532548j -0.00320305+0.00157516j 0.00914958+0.00230133j 0.00439333-0.00358814j 0.0092254+0.00219418j 0.00394429-0.00472936j 0.000302378-0.00219532j 0.0067152-0.00233202j -0.0105696-0.00323587j 0.000480101-0.00347317j -0.000641735+0.00435724j 0.0032536-0.00222902j 0.00301214+0.00138827j 9.28609e-05+0.000231337j -0.00969559+0.00376381j 0.000391346-0.00238881j 0.00174714+0.00122594j -0.000987295-0.00262323j -0.00153474+0.00496069j -0.00133007-0.00212714j 0.00072921+0.000357543j -0.000531533+0.00320973j 0.00645875+0.00534881j -0.001089-0.00304965j 0.00212662-0.00186649j 0.00341167+0.000891903j 0.0028875+0.00380345j -0.0014423+0.00087038j 0.00346102+0.00140058j -0.00409359-0.011594j -0.00638325+0.0017997j -0.00221707-0.00244838j -0.00261141+0.0052131j -0.00649968+0.00335085j 0.0112413+0.00241233j -0.00775907+0.00410551j 0.00843975-0.00106833j -0.000279584-0.00190362j -0.00638819-0.00324574j 0.00553309-0.0013175j -0.00273985+0.00245992j 0.0043483+0.00755241j 0.00651778-0.00657698j -0.000417887+0.00139666j 0.000829259-0.00127706j -0.00221521-0.000318258j 0.00411318+0.00206312j -0.00304604+0.00527683j 0.00147894+0.0075954j 0.00413778-0.000602719j 0.000717266-0.000162575j -0.000673843-0.00774166j 0.00550607+0.00240519j -0.0021819+0.0100859j 0.00350227-0.000415902j 0.00259284-0.00224649j -0.000131425+0.00673266j 0.00237225+0.00720263j -0.00106791+0.00201184j 0.00525467+0.00200773j -0.00572118+0.00468868j 0.00385147+0.00170584j -0.00699153+0.00293951j 0.00448016-0.00110965j 0.00584207-0.0057269j -0.00385528+0.00145909j 0.00348685+0.00404669j 0.0102264-0.00318456j 0.00698151+0.00547089j -8.27029e-05+0.00174102j -0.00413989+0.00429151j -0.00313706+0.00735836j 0.00430613+0.0139496j 0.00115929-0.00850781j 0.00323658+0.00100427j 0.00915851-0.0131146j 0.00370038+0.00935798j -0.00393802+0.00386023j 0.000234327-0.00336401j -0.00862246-0.00220749j 0.0110473-0.00564929j 0.00501322-0.00627269j 0.000610741-0.0128353j 0.0020942+0.00129856j -0.00782985+0.00117379j 
-0.00183216+0.00181426j -0.000445099+0.000552941j 0.0011957-0.00561544j -0.00562584-0.00266743j 0.00650938+0.00616722j 0.0072565+0.000820557j 0.00342223+0.00154824j 0.00521465-0.00157026j -0.00286543-0.00387872j 0.00566494+0.000955258j -0.00153612-0.00752264j 0.00622756+0.000672608j -0.00212378-0.00114624j -0.00164872+0.000761585j -0.00097727-0.00247834j 0.00607239+0.00932473j -0.00534941+0.00303988j 0.00639223-0.00205907j -0.00107186-0.000724859j -0.0046945+0.00715212j 0.000855759-0.00126851j 5.44916e-05+0.000998426j -0.0108175+0.00168364j 0.0025968+0.00747125j -0.00427541-0.000520357j -0.00500425+0.00383601j -0.00249688-0.00161248j 0.00252429+0.00202697j -0.00209115+0.0047571j -0.00333115-0.00804374j -0.00615081+0.00038963j -0.00468148-0.00370724j -0.00413404-0.0057512j -0.00306704-0.00130241j 0.00110772+0.0041586j 0.00376048-0.00131121j 0.0060602-0.00547105j -0.00230907+0.00181891j -0.0023666-0.00434869j -0.00133372-0.00177453j -2.26245e-05+0.00445832j -0.00748709-0.0139032j -0.0185286-0.00201221j -0.00553559-0.00676481j -0.00523382-0.0177642j -0.000379341-0.000706601j -0.00505676-0.0034949j 0.0135556+0.00329116j 0.00813187+0.0150356j 0.0100673+0.00937147j -0.000660576+0.000758489j -0.00169792-0.000129872j 0.00480569-0.00389403j -0.00588393+0.00557869j 0.00598971+0.00461054j 0.00748147-0.00436661j 0.000417156-0.00390253j 0.00297556+0.00310204j -0.0013938+0.00495354j -0.00176457-0.00285265j 0.00452177-0.00368156j -0.00262523-0.0014031j 0.00620268-0.000407274j -0.000724575+0.00689513j -0.00512692-0.0206661j -0.00422833-0.0021858j -0.0124727+0.00353409j 0.0111579-0.0115392j -0.00364031-0.0102965j 0.00887926-0.002175j 0.0055966+0.00686386j -0.00134407-0.00974216j 0.00531834-0.000160228j 0.00935221-0.001742j 0.0022971-0.000541248j 0.00735296+0.00257552j -0.0104764-0.00352382j 0.00203887+0.0160755j 0.00994124-0.0108894j 0.00123313-0.00307341j -0.0129757+0.0017927j 0.00913948+0.000486209j -0.000403249+0.00293165j 0.000886741+5.37189e-05j 0.00490291+0.00229727j 0.000294762-0.000137617j -0.0012745-0.00117216j -0.0323898+0.000491701j 0.00946219-0.00189653j -0.00186276+0.000535142j 0.00940755+8.92736e-05j -0.00223138-0.0027123j -0.000494679+0.000256278j 4.50982e-05+0.000672626j -0.000413836-0.000704757j 
-0.00134486+0.00249273j 5.83874e-05+0.00137539j 0.00219962+0.00638483j 0.00119659+0.000928835j -9.91461e-05-0.00456576j 0.00354473+0.00645191j 0.000631922-0.00110163j 0.0102015+0.00780244j 0.00643849+0.00325782j -0.00212718-0.00318407j -0.00197013+0.00467626j -0.00394376+0.00448938j -0.000893267+0.00054666j -0.000981741-5.81589e-05j 0.00551616+0.00133806j 0.0112938-0.00612204j -0.00224719+0.00552096j -0.00213236+0.00664059j 0.00046864+0.00403069j 0.00888661-0.00320468j -0.000710219-0.00192129j -0.00217383-7.00143e-05j -0.00102283+0.0058632j 0.00277542+0.0010895j 0.00558442-0.00219409j -0.00201669-0.0017961j 0.00218729-0.00823467j 0.000238298-0.00142101j -0.000247762+0.00201505j 0.0013278+0.00183228j -0.00117804-0.000137359j -0.00258695-0.00248854j -0.00429232+0.00270203j 0.00229687-0.00197711j -0.00400557+0.00149699j 0.00270182-0.00433642j -0.00274671-0.0044103j 0.00185146-0.00176069j 0.00146875-0.00038762j 0.00376106+0.000397601j -0.00431873-2.07581e-05j -0.00328034-0.00252195j 0.00443404+0.00328408j 0.00887661+0.000634013j 0.00318298+0.00254662j -0.00175403-0.00197046j 0.00617838-0.00655013j -0.00239931+0.000377152j 0.00341854+0.00610907j -0.000971845-0.000702944j -0.0076471+0.00337616j -0.00128534+0.0112981j 0.00537903-0.00490171j -0.000632885+0.00896307j 0.00159483-0.00327846j -0.00137186-0.00279563j -0.000163622+0.000182459j -0.00267001+0.0177358j 0.00219424-0.00235694j 5.63805e-05-0.00245526j -0.00276421-0.000549759j 0.0074373+0.000136477j 0.00162404+0.00438052j 0.00454065-0.00117383j 0.00266174+0.00918448j 0.00583451-0.00111345j -0.0122238-0.000550964j 0.00628652-0.00217844j -0.00597883+0.00499592j 0.00527981+0.00851723j -0.00321675+0.00263866j -0.00782031-0.000364862j 0.000387859+0.00460905j 0.00413747-0.00504241j 0.00315754+0.000110289j -0.000891725-0.000457194j -0.0042879-1.04307e-05j 0.00497139-0.0055603j -0.00147652+0.0106246j -0.000355752+0.00390976j -0.00168821-0.00287244j -0.00304131-0.0038455j 0.000327278-0.00263957j -0.0052221+0.0018418j 0.000242157+0.000858752j 0.000576498-0.000141265j 0.00172544+0.00175673j -0.0072588-9.17427e-06j 0.0016156-0.00700174j 0.00169341-0.00113768j 0.00459021-0.00276705j -0.000103308-0.00166832j 0.00167193+0.00226198j -5.40254e-05+0.000201955j 0.00159365-0.000300539j 
-0.00036665+0.000959044j 0.000425124-0.000247025j -0.00112663+0.00151984j -0.00520583+0.0103386j -0.00182756-0.00446423j -0.00229358-0.00271327j -0.00514045+0.000533369j 0.00689281-0.000625645j 0.00505486+0.000881048j -0.00203797+0.0022021j -0.00453952+0.00311264j -0.00579174+0.00882673j 0.00269517-0.00664572j -0.00914655-0.00436382j 0.0110452-0.00615694j 0.00738627-0.00545609j 0.00717148+0.00409415j 0.00643588-0.0024634j -0.0011412+0.00291267j 0.00886161+0.00809731j -0.00151817-0.00186414j 0.0025075+0.00234285j 0.000957793+0.0029035j 0.00360093-0.000313201j 0.000609579+0.00206796j -0.00684232-0.00698366j 0.00415189-0.00151755j 0.00019999-0.00397187j -0.00179781+0.00287422j -0.00473897-0.00415431j 0.00255772-0.00449533j -0.00507092+0.00399693j 0.000314194-0.00344783j 0.00706821+0.000909564j -0.00559738-0.00317018j -0.00577952+0.00822032j -0.00233488+0.00293968j -0.000790168-0.00113028j -0.000794074-0.00364791j -0.00195476+0.00165368j 0.00551008-0.00556653j 0.01003-0.00368228j 0.00413098+0.0100177j -0.00189497-7.94524e-06j -0.00707983+0.00700761j -0.00470366+0.00193747j -0.00934018+0.0129657j -0.000150175-0.00596616j -0.0012525-0.00146434j -0.00454758-0.0068095j 0.00402086+0.00093575j -0.0128705-0.0135764j -0.0174015+0.00105349j 0.000938309-0.0120021j 0.0042054+0.00861013j 0.00175674-0.00141738j -0.00544643+0.00199991j 0.00235106-0.0264365j 0.00311715+0.0115165j -0.0043107-0.00676091j 0.000251338-0.00444852j -0.00446486+0.00025041j -0.00335353+0.00319389j 0.00228396+0.00238444j 0.00341816-0.0111981j 0.0069922-0.00106137j 0.0163206-0.00382939j -0.00959766-0.00716655j 0.0107273-0.0051138j -0.000854099-0.000809079j 0.000395772-0.000379202j 0.00648663+0.0011418j -0.00751948-0.00878971j -0.00195317-0.000462946j 0.00433283+0.000140873j -0.00178376-0.00279616j -0.000283587-0.00299067j -0.0132873+0.00848657j 0.00696545-0.0124328j -0.000596335-0.00387841j 0.0041799+0.00963429j -0.00100259-0.00162568j 0.00377885+8.52223e-05j 0.00364983+0.00744446j -0.00355247-9.68426e-05j 0.00133332+0.00163907j 0.00189118-0.00416343j 0.0243116-0.0118139j -0.0118162-0.000583604j 0.00328004+0.00253068j -0.007195+0.00573091j 0.00274918-0.00159698j -0.00418853+0.00265971j 0.0033203+0.00106367j 0.0011057-0.00351851j 
-0.00279861-0.00387855j -0.000419912-0.00212897j -0.00147314-0.00333968j 0.00102335+0.0021488j 0.000247925+0.00190024j 0.00346241+0.00226799j -0.00232079+0.00152755j 0.00303613+0.000675156j -0.00349546+0.000134747j -0.00183874+0.000917216j 0.00124845+6.14928e-05j 0.00113853-0.00164738j -0.00300044-0.0011892j 0.00458531+0.00188934j 0.00449194+0.0038853j -0.00379266-0.00621006j -0.00513285-0.00303697j -0.00817941-0.000859851j -0.00281521-0.0016199j -0.000178641+0.00191672j 0.00354469-0.000268688j 0.00225592+0.00343051j -0.00238027+0.00228666j -0.00119749-0.00124155j 0.00359712+0.00151779j -0.00163041+0.00354364j 0.000781514-0.00455575j 7.17426e-05+0.00530952j 0.00231467-0.00241008j 0.00232334-0.00228892j -0.00709664+0.00071168j -1.4076e-05-0.00298098j 0.00474542-0.00108144j -0.00270282+0.000954828j 0.000481424+0.00172286j 0.00450027-0.00580414j -0.00198599-0.00595265j -0.0018245+0.00144893j -0.00142234+0.000547921j -0.00546499-0.00441174j -0.00443354+0.0128398j 0.00429648+0.012391j 0.00350672-0.00435386j -0.00405035-0.00267598j 0.00151754+0.0179765j -0.00464629+0.00480894j 0.00382526-0.00124209j -0.0169068-0.00321348j -0.00778797-0.000315212j -0.0128314-0.0045242j -0.00855267-0.00353601j 0.00037393-0.000824244j 0.00677875-0.000312425j -0.0068948+0.00445808j -2.25483e-05-0.00474791j 0.00061147+0.0025796j -0.0094989+0.00572476j 0.00338413+0.00554771j -0.00394005-0.00618866j -0.00189227+0.00695532j 0.00632329+0.000644221j -0.00554634+5.05673e-05j 0.00205788+0.000552102j -0.00503935-0.00591828j 0.00927316+0.00606444j 0.0131358-0.00449439j 0.00103596-0.0028058j 9.9393e-05+0.0197175j 0.00315384+0.01138j 0.00034755+0.00393583j 0.0120087-0.000792721j -0.00707005-0.00213075j -0.00243619+0.00379254j 0.010366+0.00839746j -0.0115534+0.00360148j 0.00732961+0.00163629j 0.010947+0.00073682j -0.00337155-0.0110508j -0.00816819+0.00800589j 0.00104531+0.00445403j 0.00391664-0.00270294j -0.000507562-0.00528503j -0.00292126-0.000931191j 0.00787422+0.000705355j 0.00357094+0.00356944j -0.00419103+0.00156273j -0.00396137+0.00356923j 0.00456567+0.00663737j -0.00103428-0.00205103j 0.00504931+0.00171002j 0.0029666-0.00509345j -0.00909817-0.000201987j 0.00156727-0.00228315j 0.0015724+0.000580097j 0.00282572+0.00382044j 
0.000935585-0.00184731j -0.00114949-0.000181804j 0.00191624+0.00187584j -0.000695657-0.00344469j -0.00449054-0.00688863j -0.00312997+0.000362334j 0.00265371+0.00167795j -0.0151232-0.000288971j -0.00055404-0.0022751j -0.00334883-0.000365204j 0.00233537+0.0021336j -0.00534264-0.00353294j -0.00410575+0.00134495j -0.00355772-0.000107644j -0.0179887+0.00339173j -0.0113466+0.00381829j -0.00331041+0.00241886j -0.00182925+0.00109816j 0.00642618-0.00329604j 0.000143088+0.000605906j -0.00639315+0.00238525j 0.00399531+0.00266002j 0.00790254-0.000409799j -0.00189292-0.00818579j -0.000827115-0.00129986j 0.000737783-0.00653948j -0.000991952+0.00256689j -0.00105226+0.00262759j 0.0017186-0.00123836j -0.00182883+0.00658549j 0.00433796-0.0044108j 0.00231252+0.00240868j 0.000338924+0.00747092j 0.0006977+0.00263554j -9.33742e-05-0.00336759j -0.000650985-0.000220076j -0.0021658+0.00144301j 0.00143279-0.000348071j -0.00390003+0.00322568j -0.00229663+0.00231061j -0.00161793-0.00147208j -0.00578905-0.0176784j -0.00695666+0.00446098j 0.00290983+0.00383767j 0.00738578-0.00801945j 0.00690915+0.00524755j 0.00194016-0.00230515j 0.00428373+0.00505582j 0.00792422-0.000435251j 0.00292312+0.00646215j -0.00354991+0.00758398j 0.00197709+0.00790334j 0.00537946-0.0159004j 0.00129712+0.00486803j -0.00349042-0.00415225j -0.00172549-0.00604672j -0.00181407+0.00253806j 0.000859499+0.00749756j 0.00317524+0.00410839j -0.00425143-0.00327566j 0.00561452-0.00412038j -0.00208404+0.00151857j 0.0137586-0.00311027j 0.00334092+0.0072281j 0.00500484-0.00869192j 0.00136514-0.00309696j -0.0015444-0.00573465j 0.00735288-0.00716276j -0.00332636-0.00107854j 0.002832+0.00755747j -0.000961347+0.00370412j -0.00144583-0.00586927j -0.0064529+0.00409298j 0.00107641+0.0130206j 0.00631307-0.00255122j -0.000149092+0.00688341j -0.00213192-0.00043908j 0.00350375+0.00203054j 0.00768607+0.00340926j -0.00244237+0.00413288j -0.00385222+0.00455864j -0.0013052+0.00107004j 0.0101814+0.00178927j 0.00343542+0.0028411j -0.00217001-0.00436921j 0.00398217+0.00156392j 0.00149124+0.0007276j -0.0336002-0.00139493j 0.0095977+0.00912913j -0.000891749-0.000998093j 0.00646045-0.0022501j 0.00551182-0.000250995j -0.00405011+0.000230049j 0.00203346+0.00215829j 0.00020671-0.00442239j 
-0.00135005+0.000418081j 0.00160314-0.00239433j -0.00316851-0.00677534j -0.00537278+0.00707318j 0.00241594+0.00183751j 0.00258813+0.00217601j -0.00393781+0.00265783j -0.00169112-0.00695548j -0.00241318+0.000630605j 0.000238942+0.00784064j -0.00502576-0.00279109j -0.000376354-0.00450091j -0.000376555-0.00638452j -0.000913102+0.00263941j 0.00504261-0.000304025j -0.00395483+0.00464032j 0.00135473-0.00111544j -0.00205975-0.00388036j -0.00606433+0.00188362j -0.000533366+0.000552312j 6.40123e-05-0.00096787j -0.000768331-0.00105975j 0.00639337-2.24281e-05j 0.00573946-0.000250351j 0.00289975+0.00370229j -0.00154595-0.00558291j -0.00149522+0.00401744j 0.000220249-0.000675683j -0.00147006-0.00342642j 0.00010813+0.00374845j 0.00366433-0.00405385j -0.000720968+0.00613158j 0.000573138+0.00109595j 0.00198586-0.000484247j -0.00225176-0.00301384j -0.00834851-0.00118484j -0.00250797-0.000107689j 0.000710111-0.00151909j -0.00453265+0.00120765j -2.23295e-05+0.000147959j -0.00745694-0.00294158j 0.00266117+0.00415816j -0.00659209+0.00531577j 0.0123652-0.000414068j 0.013509+0.00302481j 0.00928563+0.00488379j -0.0032861-0.00399436j -0.000862434+0.00452782j 0.00817712+0.00119982j -0.00340449-0.000300754j -0.000663175-0.00518039j -0.00298953-0.00290418j 0.00058517-0.00438347j -0.00628588-0.00305634j -0.000178553+0.00127958j 0.00338603+0.00829503j 0.0113466+0.00512828j 0.00439927+0.00212445j 0.00485387+0.000415719j 0.00234687-0.00323232j -0.00132627-6.5311e-05j -0.00562489-0.000508624j 0.0042777+0.00533291j -0.00280539-0.000800747j -0.00665948+0.0106048j -0.0128565-0.00227654j -0.00879946-0.00285362j -0.000353549+0.00229096j -0.00102851+0.00431342j 3.09495e-05-0.00357048j -0.00111103-0.00620297j -0.0036509+0.0058507j -0.00195032+0.00837073j 0.00455767+0.00258442j 0.00308222-0.0064332j -0.00257115+0.00300234j 0.00108812+0.0069859j 0.0139375-0.00798083j -0.00269823+0.00226425j 0.00738937+0.00180616j 0.0101333+0.00818353j -0.00614099-0.0054999j 0.00451508-0.00916645j -0.00623659-0.00164679j -0.00379649-0.000147652j 0.00575863-0.00101488j -0.00396786-0.00588638j 0.000277678+0.00759092j -0.00312013-0.00147905j 0.00165826-0.00107503j 0.000277226-0.00235235j 0.00424376-0.00575209j -0.0023765+0.00355359j 0.000674973+0.000885619j 0.00113262-0.00154153j 
-0.00397756-0.00131212j -0.00519376+0.0033548j -0.00234528-0.00843466j -0.00152793-0.00662902j 0.000639578+0.00285262j 0.00176001+0.00154049j -0.0152828-0.00287244j 0.00208616+0.00245946j 0.00658928-0.00418247j 0.0115515-0.000617008j -0.00638707-0.002835j 0.00536887-0.00471226j 0.00100961+0.00382132j 0.00732241+0.0103105j -0.000844273-9.14218e-05j 0.00694863+0.0040355j 0.00122912+0.00240533j 0.00384444+0.0020544j -0.0076554-0.00127902j 0.00646203-0.00289692j 0.000831697+0.00585907j -0.000978309-0.0036759j 0.000442583-0.00151129j -0.00169334+0.00240955j -0.00709972+0.00353636j -0.00742952-0.00158685j -0.00248304+0.00305167j -0.00219254-0.00600717j 0.00205129-0.000461543j -0.00287709+0.000586669j 0.00411789-0.00801992j 0.000965182+0.000218211j -0.00506408+0.00609209j 0.00205582-0.0066074j -0.00397122+0.00694718j -0.00343238-0.00924744j -0.00135284-0.00388299j 0.000709043-0.00450936j 0.001771-0.00258384j -0.00159349-0.000889168j 0.000564488-0.00134989j 0.000956467+0.013879j 0.0127611-0.0130152j -0.00447807+0.00459213j -0.00335596+0.00235317j -0.0059029+0.00144465j 0.00524313+0.00570905j -0.0172874-0.00518161j -0.00210855-0.0012406j 4.71249e-05-0.00284967j -0.00807381-0.00484212j -0.000401413+0.0181427j -0.00210961+5.00132e-05j -0.00163551+0.00302695j 0.00574985-0.0123993j 0.00497667+6.84383e-05j -0.000603811-0.00414847j 0.00183429+0.0148495j -0.00251515-0.00412049j 0.00458392+0.00438316j 0.00998729+0.00308454j 0.000106239+0.00336492j 0.00291045-0.00148101j -0.0138268+0.00524683j 0.00507263+0.00782407j 0.0077701+0.0108419j 0.00684596+0.00192392j 0.00822663+0.000815846j -0.0042805+0.0164364j 0.0107878+0.0105755j 0.0100465-0.000391563j -0.0127558+0.00139194j 0.0137516-0.00134048j 0.0130406+0.000118966j -0.00319913+0.00111149j 0.000867281+0.00081262j -0.00288496+0.00340223j 0.00940432-0.00650282j 0.00138799+0.00829091j 0.0047132+0.00294457j -0.00640069+0.00252796j -0.0018005+0.000358155j 0.00853497+0.00349205j 0.00109341+0.000393948j -0.00183234-0.00225075j 0.00230383-0.00504931j 1.43659e-05-0.000506831j 0.0210254+0.0116942j -0.00839445-0.00303728j 0.00373587-0.00153482j 0.00195129-0.00430443j 0.000830369+0.00108494j -0.00206271-0.00196088j 0.00249956+0.00101338j 0.00168906-0.00266037j 
0.00192986-0.00165606j 0.0042695-0.00181308j -0.0034741-0.00580482j 0.00403378-0.0061514j 0.000454798-0.00337131j -0.00106689+0.00289763j -0.00730067-0.00342975j 0.00605001+0.00774746j 0.00374996+0.00255901j 0.00537319-0.00187267j -0.0023235+0.00194819j 0.00267515-0.00856936j 0.00895768+0.00996957j 0.0134788+0.00162417j 0.00472368+0.00555931j 0.00687716-0.00765994j -0.000455056-0.0064167j -0.00815225-0.00022719j -0.00491474+0.000262741j 0.00447602-0.00561003j -0.0040749-0.00453941j -0.00634113-0.00323212j 0.00785805-0.00216233j 0.00419064+0.000382873j 0.00264881-0.000458473j 0.0046325-0.00035493j 0.00180509-0.000976924j -0.00423728-0.00358892j 0.00209578-0.00132948j 0.000220594+0.00319842j 0.00195777+0.00214119j 0.00345505+0.000760181j -0.00318332+0.000856928j 0.000884378+0.00122699j 0.0013276-0.00415451j 0.00128173-0.00527977j 0.00534625-0.00319464j 0.000504642+0.00523468j -0.0030597+0.00234292j -0.00261189+0.00384536j 0.00691692-1.46494e-05j 0.00141518-0.00231605j -0.00712529-0.0125673j -0.00202868-0.00357151j -0.00987786-0.00705958j 0.000676992-0.00558136j -0.00399687+0.0123366j 0.00928295+0.00186981j 0.00038185+0.00586511j -0.000753592+0.00769349j 0.00551209-0.0083524j -0.0102327-0.00343447j -0.00706906+0.00694428j -0.00112726-0.00357097j -0.000441228+0.00621406j -0.00314596-0.00257953j 0.0121322+0.000909802j 0.00190136-0.0089039j -0.000497809+0.00428621j 0.00810342-0.00338418j 0.00133569-0.00165232j -0.000666206-0.0033932j -0.005262-0.00446439j -0.00643874+0.00839622j -0.00332647-0.00888885j -0.0145031+0.00256341j 0.00024915+0.00138j 0.00635681-0.0187895j -0.00247833-0.0131896j -0.00488469-0.00550842j 0.00906434+0.00128346j -0.00951861+0.00210227j 0.00780361-0.0129964j 0.00682324+0.00608894j 0.00465969+0.000327982j 0.00392779+0.00262766j -0.00453766-0.00069807j 0.00705171+0.0160197j 0.0104217-0.0126843j 0.000330242-0.00414073j -0.00349965+0.0103135j -0.00046741+0.00160322j 0.00184156-0.00442943j -0.00696366+0.00251089j 0.00140691-0.00287906j -0.00141988+0.0104933j 0.00403867-0.000893599j 0.00984953-0.00271712j -0.00651435-0.00178257j 0.00902163-0.000483534j -0.000630685+0.00814911j 0.00632159-0.00106386j -0.00373068+0.00689398j -0.00184897-0.000499514j -0.000305248-0.00444362j 
