-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
-1.35631e-05-8.38815e-18j -2.87423e-06-1.80522e-18j 2.72632e-05+5.74888e-20j -1.17778e-05-7.90938e-20j -2.43334e-05-2.51253e-19j -2.53758e-05-9.39848e-19j -2.12095e-05+8.66244e-20j -1.51644e-05-1.58453e-19j -4.08911e-05+1.56069e-19j -3.26905e-05-9.6184e-19j 4.4025e-05-1.13495e-18j -1.43593e-05+3.66857e-19j 1.63237e-05+2.77471e-20j 6.23919e-05+8.02536e-19j 5.98774e-05-8.98691e-18j -1.2941e-05+1.12978e-17j -1.12092e-05+4.83551e-18j 3.33982e-05-2.28464e-17j 5.11062e-08-3.18861e-18j 2.6285e-05+1.09477e-18j -2.12393e-05-9.30563e-19j 1.27119e-05-2.05235e-18j -1.34918e-06+1.31291e-18j -3.69238e-06-2.43374e-19j 1.93112e-05-1.02686e-18j 3.23005e-05+5.76684e-18j 2.20238e-05+7.48255e-19j -7.63414e-05-5.4632e-18j -1.50729e-06-2.01626e-18j -1.81261e-05-4.72782e-18j -2.50118e-05+7.49421e-18j 1.30427e-05+2.50702e-18j 3.0793e-06-1.04689e-18j 5.50776e-06+9.76647e-19j -1.57862e-05+3.28459e-18j -2.30378e-05-2.20663e-18j -2.67382e-05-7.82488e-18j -2.09291e-05-3.75198e-17j -2.86017e-05-3.30612e-17j -7.1044e-06-6.43521e-18j -4.12885e-05-1.87558e-17j 3.71963e-05+1.24991e-16j -4.93178e-05+8.77557e-20j 1.86908e-05-6.82387e-19j 2.11967e-05-3.02817e-19j 3.16736e-05+1.00442e-18j -2.35973e-05+5.40812e-19j 2.78064e-05+7.20036e-19j -1.42373e-05-9.20531e-20j -1.77294e-05-7.70109e-20j -2.20237e-05+9.21972e-19j -2.0758e-05+2.50482e-19j 1.10154e-05-1.74709e-20j 2.4267e-05-8.22563e-21j -2.74444e-06+3.237e-19j 1.26935e-05-1.46574e-18j 
-2.12011e-05-1.31119e-17j -4.49284e-06-2.82183e-18j 4.26164e-05+8.98635e-20j -1.84104e-05-1.23635e-19j -3.80367e-05-3.92745e-19j -3.96661e-05-1.46912e-18j -3.31535e-05+1.35407e-19j -2.37041e-05-2.47685e-19j -6.39187e-05+2.43959e-19j -5.11001e-05-1.5035e-18j 6.88176e-05-1.7741e-18j -2.24457e-05+5.73452e-19j 2.55164e-05+4.33728e-20j 9.75278e-05+1.25448e-18j 9.35972e-05-1.40479e-17j -2.02287e-05+1.76602e-17j -1.75217e-05+7.55861e-18j 5.22063e-05-3.57122e-17j 7.98866e-08-4.98427e-18j 4.10873e-05+1.71128e-18j -3.32002e-05-1.45461e-18j 1.98706e-05-3.20813e-18j -2.10897e-06+2.05227e-18j -5.77173e-06-3.8043e-19j 3.01862e-05-1.60514e-18j 5.04905e-05+9.01442e-18j 3.44264e-05+1.16963e-18j -0.000119333-8.53979e-18j -2.35612e-06-3.15171e-18j -2.83338e-05-7.39027e-18j -3.90971e-05+1.17146e-17j 2.03876e-05+3.91884e-18j 4.8134e-06-1.63644e-18j 8.60945e-06+1.52664e-18j -2.46761e-05+5.1343e-18j -3.60115e-05-3.44929e-18j -4.17958e-05-1.22314e-17j -3.27152e-05-5.8649e-17j -4.47086e-05-5.16794e-17j -1.11052e-05-1.00592e-17j -6.454e-05-2.93181e-17j 5.81433e-05+1.95379e-16j -7.7091e-05+1.37175e-19j 2.92165e-05-1.06667e-18j 3.31336e-05-4.73347e-19j 4.95105e-05+1.57006e-18j -3.68861e-05+8.45368e-19j 4.34655e-05+1.12552e-18j -2.2255e-05-1.43893e-19j -2.77137e-05-1.20379e-19j -3.44262e-05+1.44118e-18j -3.24477e-05+3.9154e-19j 1.72188e-05-2.73096e-20j 3.79329e-05-1.28579e-20j -4.28997e-06+5.05991e-19j 1.98419e-05-2.29117e-18j 
1.04652e-18+6.47226e-31j 2.21774e-19+1.3929e-31j -2.10362e-18-4.43582e-33j 9.08768e-19+6.10285e-33j 1.87756e-18+1.93866e-32j 1.95799e-18+7.25183e-32j 1.63651e-18-6.68391e-33j 1.17008e-18+1.22262e-32j 3.15514e-18-1.20422e-32j 2.52239e-18+7.42152e-32j -3.39696e-18+8.75727e-32j 1.10796e-18-2.83066e-32j -1.25953e-18-2.14096e-33j -4.81414e-18-6.19233e-32j -4.62012e-18+6.93427e-31j 9.98522e-19-8.71737e-31j 8.64901e-19-3.73106e-31j -2.57699e-18+1.76282e-30j -3.94334e-21+2.46032e-31j -2.02814e-18-8.44719e-32j 1.63882e-18+7.18019e-32j -9.80849e-19+1.58359e-31j 1.04102e-19-1.01304e-31j 2.84902e-19+1.87787e-32j -1.49004e-18+7.92325e-32j -2.4923e-18-4.44967e-31j -1.69934e-18-5.77351e-32j 5.89048e-18+4.21539e-31j 1.16302e-19+1.55574e-31j 1.3986e-18+3.64797e-31j 1.9299e-18-5.78251e-31j -1.00637e-18-1.93441e-31j -2.37598e-19+8.07777e-32j -4.24977e-19-7.53577e-32j 1.21805e-18-2.53438e-31j 1.77759e-18+1.70263e-31j 2.06311e-18+6.03765e-31j 1.61488e-18+2.89501e-30j 2.2069e-18+2.55099e-30j 5.48173e-19+4.96538e-31j 3.18581e-18+1.44719e-30j -2.87005e-18-9.64427e-30j 3.80535e-18-6.7712e-33j -1.44218e-18+5.26527e-32j -1.63553e-18+2.33652e-32j -2.44392e-18-7.75007e-32j 1.82076e-18-4.17288e-32j -2.14553e-18-5.55577e-32j 1.09855e-18+7.10278e-33j 1.368e-18+5.94213e-33j 1.69934e-18-7.1139e-32j 1.60168e-18-1.93271e-32j -8.49948e-19+1.34805e-33j -1.87243e-18+6.34686e-34j 2.1176e-19-2.49766e-32j -9.79429e-19+1.13096e-31j 
-4.24254e-05-2.62382e-17j -8.99059e-06-5.64675e-18j 8.52794e-05+1.79825e-19j -3.68409e-05-2.47406e-19j -7.61149e-05-7.8592e-19j -7.93757e-05-2.93985e-18j -6.63432e-05+2.70961e-19j -4.74342e-05-4.95641e-19j -0.000127907+4.88185e-19j -0.000102256-3.00864e-18j 0.00013771-3.55014e-18j -4.49159e-05+1.14753e-18j 5.10607e-05+8.67931e-20j 0.000195162+2.51033e-18j 0.000187297-2.81111e-17j -4.04795e-05+3.53397e-17j -3.50626e-05+1.51255e-17j 0.00010447-7.14635e-17j 1.5986e-07-9.97399e-18j 8.22195e-05+3.42444e-18j -6.64367e-05-2.9108e-18j 3.9763e-05-6.41976e-18j -4.22025e-06+4.10678e-18j -1.15498e-05-7.61276e-19j 6.04053e-05-3.21203e-18j 0.000101036+1.80387e-17j 6.88904e-05+2.34054e-18j -0.000238796-1.70889e-17j -4.71482e-06-6.30686e-18j -5.66985e-05-1.47886e-17j -7.82369e-05+2.34419e-17j 4.07976e-05+7.84196e-18j 9.63206e-06-3.27468e-18j 1.72283e-05+3.05495e-18j -4.93792e-05+1.02742e-17j -7.20623e-05-6.90234e-18j -8.36372e-05-2.44762e-17j -6.54662e-05-1.17362e-16j -8.94662e-05-1.03415e-16j -2.22226e-05-2.01294e-17j -0.000129151-5.86682e-17j 0.00011635+3.90973e-16j -0.000154266+2.745e-19j 5.8465e-05-2.13451e-18j 6.63033e-05-9.47211e-19j 9.90751e-05+3.14183e-18j -7.38125e-05+1.69166e-18j 8.69785e-05+2.25228e-18j -4.45344e-05-2.87942e-19j -5.54578e-05-2.4089e-19j -6.88901e-05+2.88393e-18j -6.4931e-05+7.83509e-19j 3.44563e-05-5.46491e-20j 7.59073e-05-2.57298e-20j -8.58462e-06+1.01253e-18j 3.97054e-05-4.58485e-18j 
-2.46714e-18-1.52582e-30j -5.22826e-19-3.28373e-31j 4.95922e-18+1.04573e-32j -2.14239e-18-1.43873e-32j -4.42628e-18-4.57033e-32j -4.6159e-18-1.7096e-31j -3.85803e-18+1.57571e-32j -2.75842e-18-2.88228e-32j -7.43814e-18+2.83892e-32j -5.94646e-18-1.7496e-31j 8.00822e-18-2.0645e-31j -2.61197e-18+6.67319e-32j 2.96931e-18+5.04724e-33j 1.13492e-17+1.45982e-31j 1.08918e-17-1.63473e-30j -2.35399e-18+2.05509e-30j -2.03898e-18+8.79587e-31j 6.07518e-18-4.15579e-30j 9.2963e-21-5.80013e-31j 4.78128e-18+1.9914e-31j -3.86347e-18-1.69271e-31j 2.31232e-18-3.73326e-31j -2.45418e-19+2.3882e-31j -6.71649e-19-4.42701e-32j 3.51273e-18-1.86788e-31j 5.87551e-18+1.049e-30j 4.00615e-18+1.36109e-31j -1.38866e-17-9.93764e-31j -2.74179e-19-3.6676e-31j -3.29716e-18-8.59997e-31j -4.54968e-18+1.36321e-30j 2.37248e-18+4.56031e-31j 5.60129e-19-1.90431e-31j 1.00187e-18+1.77653e-31j -2.87153e-18+5.97472e-31j -4.19061e-18-4.01389e-31j -4.86372e-18-1.42336e-30j -3.80703e-18-6.82491e-30j -5.20269e-18-6.01387e-30j -1.2923e-18-1.17057e-30j -7.51045e-18-3.41171e-30j 6.76606e-18+2.27361e-29j -8.97099e-18+1.59629e-32j 3.39989e-18-1.24127e-31j 3.85571e-18-5.50828e-32j 5.76147e-18+1.82706e-31j -4.29239e-18+9.83745e-32j 5.05802e-18+1.30976e-31j -2.58979e-18-1.67446e-32j -3.22501e-18-1.40084e-32j -4.00614e-18+1.67708e-31j -3.7759e-18+4.55631e-32j 2.00373e-18-3.17799e-33j 4.4142e-18-1.49625e-33j -4.99218e-19+5.88815e-32j 2.30897e-18-2.66621e-31j 
0.000173001+1.06993e-16j 3.66616e-05+2.30262e-17j -0.00034775-7.33287e-19j 0.000150229+1.00886e-18j 0.000310379+3.2048e-18j 0.000323676+1.1988e-17j 0.000270533-1.10492e-18j 0.000193426+2.02111e-18j 0.000521577-1.99071e-18j 0.000416977+1.22685e-17j -0.000561552+1.44767e-17j 0.000183157-4.67937e-18j -0.000208214-3.53922e-19j -0.000795827-1.02366e-17j -0.000763754+1.14631e-16j 0.000165066-1.44107e-16j 0.000142977-6.16783e-17j -0.000426003+2.91412e-16j -6.51875e-07+4.06717e-17j -0.000335272-1.39641e-17j 0.000270914+1.18696e-17j -0.000162145+2.61783e-17j 1.72092e-05-1.67465e-17j 4.70973e-05+3.10431e-18j -0.000246319+1.30979e-17j -0.000412002-7.35577e-17j -0.000280919-9.5442e-18j 0.000973757+6.96847e-17j 1.9226e-05+2.57179e-17j 0.000231204+6.03046e-17j 0.000319032-9.55908e-17j -0.000166363-3.19777e-17j -3.92774e-05+1.33534e-17j -7.02531e-05-1.24574e-17j 0.000201357-4.18959e-17j 0.000293854+2.81462e-17j 0.000341054+9.98086e-17j 0.000266956+4.78576e-16j 0.000364823+4.21704e-16j 9.06186e-05+8.20829e-17j 0.000526647+2.39235e-16j -0.00047445-1.5943e-15j 0.000629063-1.11935e-18j -0.000238407+8.70404e-18j -0.00027037+3.86251e-18j -0.000404006-1.28117e-17j 0.00030099-6.89821e-18j -0.000354678-9.18427e-18j 0.000181601+1.17416e-18j 0.000226144+9.82296e-19j 0.000280918-1.176e-17j 0.000264774-3.19497e-18j -0.000140505+2.22847e-19j -0.000309533+1.0492e-19j 3.50061e-05-4.12889e-18j -0.00016191+1.8696e-17j 
6.23622e-05+3.85682e-17j 1.32155e-05+8.30031e-18j -0.000125354-2.6433e-19j 5.41534e-05+3.63668e-19j 0.000111883+1.15524e-18j 0.000116676+4.32136e-18j 9.75197e-05-3.98293e-19j 6.97247e-05+7.28556e-19j 0.000188014-7.17596e-19j 0.000150309+4.42248e-18j -0.000202424+5.21845e-18j 6.6023e-05-1.68679e-18j -7.50555e-05-1.27579e-19j -0.000286874-3.69001e-18j -0.000275312+4.13212e-17j 5.95018e-05-5.19467e-17j 5.15394e-05-2.22334e-17j -0.000153563+1.05046e-16j -2.34983e-07+1.4661e-17j -0.000120857-5.03368e-18j 9.76571e-05+4.27867e-18j -5.84487e-05+9.43658e-18j 6.20346e-06-6.03667e-18j 1.69773e-05+1.11902e-18j -8.87914e-05+4.72146e-18j -0.000148516-2.65155e-17j -0.000101264-3.44043e-18j 0.000351013+2.51194e-17j 6.93044e-06+9.27062e-18j 8.33426e-05+2.17382e-17j 0.000115003-3.44579e-17j -5.99694e-05-1.15271e-17j -1.41584e-05+4.81354e-18j -2.53243e-05-4.49056e-18j 7.25837e-05-1.51023e-17j 0.000105926+1.01459e-17j 0.000122941+3.59783e-17j 9.62305e-05+1.72514e-16j 0.000131509+1.52013e-16j 3.26656e-05+2.95887e-17j 0.000189842+8.62379e-17j -0.000171026-5.74701e-16j 0.00022676-4.03495e-19j -8.59393e-05+3.13757e-18j -9.7461e-05+1.39233e-18j -0.000145633-4.61826e-18j 0.000108499-2.48662e-18j -0.000127852-3.31068e-18j 6.54623e-05+4.23254e-19j 8.15188e-05+3.54091e-19j 0.000101263-4.23917e-18j 9.54437e-05-1.1517e-18j -5.06483e-05+8.03301e-20j -0.000111578+3.78209e-20j 1.26188e-05-1.48835e-18j -5.83641e-05+6.7394e-18j 
0.000311486+1.9264e-16j 6.60087e-05+4.14583e-17j -0.00062612-1.32027e-18j 0.000270485+1.81645e-18j 0.000558834+5.77021e-18j 0.000582774+2.15843e-17j 0.00048709-1.98939e-18j 0.00034826+3.63899e-18j 0.000939093-3.58424e-18j 0.000750762+2.20894e-17j -0.00101107+2.60651e-17j 0.000329771-8.42514e-18j -0.000374887-6.37233e-19j -0.00143288-1.84308e-17j -0.00137513+2.06391e-16j 0.000297199-2.59463e-16j 0.000257428-1.11051e-16j -0.000767013+5.24683e-16j -1.17369e-06+7.32288e-17j -0.000603653-2.51422e-17j 0.000487777+2.1371e-17j -0.000291939+4.71337e-17j 3.0985e-05-3.01519e-17j 8.47981e-05+5.58927e-18j -0.000443495+2.35827e-17j -0.000741805-1.3244e-16j -0.000505792-1.71842e-17j 0.00175324+1.25466e-16j 3.46161e-05+4.63048e-17j 0.000416279+1.08578e-16j 0.000574413-1.7211e-16j -0.000299535-5.75755e-17j -7.07184e-05+2.40426e-17j -0.00012649-2.24294e-17j 0.000362541-7.5433e-17j 0.00052908+5.06768e-17j 0.000614063+1.79704e-16j 0.000480651+8.61669e-16j 0.000656859+7.59273e-16j 0.000163158+1.47789e-16j 0.000948221+4.3074e-16j -0.00085424-2.87051e-15j 0.00113262-2.01537e-18j -0.000429249+1.56715e-17j -0.000486798+6.9544e-18j -0.000727407-2.30672e-17j 0.000541929-1.24201e-17j -0.000638594-1.65362e-17j 0.00032697+2.11407e-18j 0.00040717+1.76861e-18j 0.000505789-2.11737e-17j 0.000476722-5.7525e-18j -0.000252978+4.01232e-19j -0.000557309+1.88907e-19j 6.30281e-05-7.43401e-18j -0.000291516+3.36619e-17j 
5.8484e-18+3.61697e-30j 1.23937e-18+7.78413e-31j -1.17559e-17-2.47892e-32j 5.07857e-18+3.41052e-32j 1.04926e-17+1.0834e-31j 1.09421e-17+4.05262e-31j 9.14551e-18-3.73524e-32j 6.53887e-18+6.83249e-32j 1.76322e-17-6.7297e-32j 1.40962e-17+4.14745e-31j -1.89836e-17+4.89392e-31j 6.19172e-18-1.58189e-31j -7.0388e-18-1.19646e-32j -2.69034e-17-3.46053e-31j -2.58191e-17+3.87515e-30j 5.58015e-18-4.87163e-30j 4.83343e-18-2.08507e-30j -1.44013e-17+9.85135e-30j -2.2037e-20+1.37493e-30j -1.13341e-17-4.72064e-31j 9.1584e-18+4.01259e-31j -5.48139e-18+8.84974e-31j 5.81768e-19-5.66126e-31j 1.59215e-18+1.04943e-31j -8.32697e-18+4.42784e-31j -1.3928e-17-2.48666e-30j -9.49664e-18-3.22647e-31j 3.29184e-17+2.35573e-30j 6.49945e-19+8.6941e-31j 7.81597e-18+2.03863e-30j 1.07851e-17-3.2315e-30j -5.624e-18-1.08103e-30j -1.32779e-18+4.51419e-31j -2.37495e-18-4.2113e-31j 6.80699e-18-1.41631e-30j 9.9339e-18+9.51498e-31j 1.15295e-17+3.37409e-30j 9.02462e-18+1.61785e-29j 1.2333e-17+1.4256e-29j 3.06342e-18+2.77486e-30j 1.78036e-17+8.08749e-30j -1.6039e-17-5.38961e-29j 2.12658e-17-3.78403e-32j -8.05949e-18+2.94245e-31j -9.14001e-18+1.30574e-31j -1.36577e-17-4.33106e-31j 1.01752e-17-2.33198e-31j -1.19901e-17-3.1048e-31j 6.13913e-18+3.96933e-32j 7.64494e-18+3.32071e-32j 9.4966e-18-3.97554e-31j 8.95083e-18-1.08008e-31j -4.74986e-18+7.53346e-33j -1.04639e-17+3.54689e-33j 1.1834e-18-1.39579e-31j -5.47345e-18+6.32029e-31j 
-0.000177566-1.09817e-16j -3.7629e-05-2.36338e-17j 0.000356927+7.52637e-19j -0.000154193-1.03549e-18j -0.00031857-3.28937e-18j -0.000332217-1.23044e-17j -0.000277671+1.13408e-18j -0.00019853-2.07444e-18j -0.00053534+2.04324e-18j -0.00042798-1.25923e-17j 0.00057637-1.48587e-17j -0.00018799+4.80285e-18j 0.000213708+3.63262e-19j 0.000816827+1.05067e-17j 0.000783907-1.17655e-16j -0.000169422+1.4791e-16j -0.00014675+6.33059e-17j 0.000437245-2.99102e-16j 6.69076e-07-4.17449e-17j 0.000344119+1.43326e-17j -0.000278063-1.21828e-17j 0.000166423-2.68691e-17j -1.76633e-05+1.71884e-17j -4.83401e-05-3.18623e-18j 0.000252819-1.34436e-17j 0.000422874+7.54987e-17j 0.000288332+9.79606e-18j -0.000999452-7.15235e-17j -1.97333e-05-2.63966e-17j -0.000237305-6.1896e-17j -0.000327451+9.81133e-17j 0.000170753+3.28216e-17j 4.03138e-05-1.37058e-17j 7.21069e-05+1.27861e-17j -0.00020667+4.30014e-17j -0.000301608-2.88889e-17j -0.000350053-1.02442e-16j -0.000274001-4.91204e-16j -0.00037445-4.32832e-16j -9.30099e-05-8.42489e-17j -0.000540544-2.45548e-16j 0.000486969+1.63637e-15j -0.000645663+1.14889e-18j 0.000244698-8.93372e-18j 0.000277504-3.96444e-18j 0.000414667+1.31497e-17j -0.000308933+7.08024e-18j 0.000364038+9.42662e-18j -0.000186393-1.20515e-18j -0.000232112-1.00822e-18j -0.000288331+1.20703e-17j -0.000271761+3.27928e-18j 0.000144213-2.28727e-19j 0.000317701-1.07689e-19j -3.59299e-05+4.23784e-18j 0.000166182-1.91893e-17j 
4.97627e-18+3.07759e-30j 1.05455e-18+6.62333e-31j -1.00028e-17-2.10925e-32j 4.32124e-18+2.90193e-32j 8.92787e-18+9.21842e-32j 9.31034e-18+3.44828e-31j 7.7817e-18-3.17823e-32j 5.56377e-18+5.8136e-32j 1.50028e-17-5.72615e-32j 1.19941e-17+3.52897e-31j -1.61527e-17+4.16413e-31j 5.26839e-18-1.34599e-31j -5.98915e-18-1.01804e-32j -2.28915e-17-2.94449e-31j -2.19689e-17+3.29728e-30j 4.74802e-18-4.14515e-30j 4.11265e-18-1.77414e-30j -1.22537e-17+8.38228e-30j -1.87508e-20+1.1699e-30j -9.6439e-18-4.01668e-31j 7.79267e-18+3.41422e-31j -4.66399e-18+7.53004e-31j 4.95013e-19-4.81703e-31j 1.35473e-18+8.92935e-32j -7.08522e-18+3.76754e-31j -1.1851e-17-2.11584e-30j -8.08047e-18-2.74533e-31j 2.80095e-17+2.00444e-30j 5.53023e-19+7.39761e-31j 6.65043e-18+1.73463e-30j 9.17677e-18-2.74961e-30j -4.78533e-18-9.1982e-31j -1.12979e-18+3.84102e-31j -2.02079e-18-3.5833e-31j 5.79191e-18-1.20511e-30j 8.45252e-18+8.09608e-31j 9.8102e-18+2.87093e-30j 7.67884e-18+1.37659e-29j 1.04939e-17+1.21301e-29j 2.60659e-18+2.36107e-30j 1.51487e-17+6.88146e-30j -1.36473e-17-4.5859e-29j 1.80946e-17-3.21974e-32j -6.85763e-18+2.50366e-31j -7.77703e-18+1.11103e-31j -1.1621e-17-3.6852e-31j 8.65781e-18-1.98423e-31j -1.02021e-17-2.6418e-31j 5.22364e-18+3.37741e-32j 6.5049e-18+2.82552e-32j 8.08044e-18-3.3827e-31j 7.61605e-18-9.19014e-32j -4.04154e-18+6.41004e-33j -8.90352e-18+3.01797e-33j 1.00693e-18-1.18765e-31j -4.65724e-18+5.37779e-31j 
-5.77348e-05-3.57064e-17j -1.22349e-05-7.68441e-18j 0.000116053+2.44716e-19j -5.01351e-05-3.36683e-19j -0.000103581-1.06952e-18j -0.000108019-4.00071e-18j -9.02836e-05+3.6874e-19j -6.45511e-05-6.74496e-19j -0.000174064+6.64349e-19j -0.000139156-4.09432e-18j 0.000187404-4.83123e-18j -6.1124e-05+1.56162e-18j 6.94863e-05+1.18113e-19j 0.000265588+3.4162e-18j 0.000254884-3.82551e-17j -5.50867e-05+4.80922e-17j -4.77151e-05+2.05836e-17j 0.000142168-9.72515e-17j 2.17547e-07-1.35732e-17j 0.000111889+4.66017e-18j -9.04108e-05-3.96118e-18j 5.41117e-05-8.73637e-18j -5.74315e-06+5.58874e-18j -1.57176e-05-1.03599e-18j 8.2203e-05-4.37112e-18j 0.000137496+2.45481e-17j 9.37499e-05+3.18514e-18j -0.000324967-2.32556e-17j -6.41619e-06-8.58273e-18j -7.71585e-05-2.01252e-17j -0.000106469+3.19011e-17j 5.55196e-05+1.06718e-17j 1.31079e-05-4.45637e-18j 2.34452e-05+4.15735e-18j -6.71979e-05+1.39817e-17j -9.80665e-05-9.3931e-18j -0.000113818-3.33086e-17j -8.90901e-05-1.59713e-16j -0.000121751-1.40733e-16j -3.02417e-05-2.73932e-17j -0.000175756-7.98389e-17j 0.000158336+5.32057e-16j -0.000209934+3.73555e-19j 7.95625e-05-2.90476e-18j 9.02293e-05-1.28902e-18j 0.000134827+4.27558e-18j -0.000100448+2.30211e-18j 0.000118365+3.06502e-18j -6.06049e-05-3.91848e-19j -7.547e-05-3.27817e-19j -9.37495e-05+3.92461e-18j -8.83617e-05+1.06624e-18j 4.68901e-05-7.43695e-20j 0.000103299-3.50145e-20j -1.16824e-05+1.37791e-18j 5.40334e-05-6.23933e-18j 
5.10531e-18+3.1574e-30j 1.08189e-18+6.79508e-31j -1.02622e-17-2.16395e-32j 4.43329e-18+2.97718e-32j 9.15938e-18+9.45746e-32j 9.55177e-18+3.5377e-31j 7.98349e-18-3.26065e-32j 5.70805e-18+5.96436e-32j 1.53919e-17-5.87463e-32j 1.23051e-17+3.62048e-31j -1.65716e-17+4.27211e-31j 5.405e-18-1.3809e-31j -6.14445e-18-1.04443e-32j -2.34851e-17-3.02084e-31j -2.25386e-17+3.38278e-30j 4.87114e-18-4.25264e-30j 4.21929e-18-1.82014e-30j -1.25715e-17+8.59964e-30j -1.9237e-20+1.20023e-30j -9.89398e-18-4.12084e-31j 7.99474e-18+3.50275e-31j -4.78493e-18+7.7253e-31j 5.07849e-19-4.94194e-31j 1.38985e-18+9.1609e-32j -7.26895e-18+3.86524e-31j -1.21583e-17-2.17071e-30j -8.29001e-18-2.81652e-31j 2.87358e-17+2.05641e-30j 5.67364e-19+7.58943e-31j 6.82288e-18+1.77961e-30j 9.41473e-18-2.82091e-30j -4.90942e-18-9.43672e-31j -1.15909e-18+3.94062e-31j -2.07319e-18-3.67621e-31j 5.9421e-18-1.23636e-30j 8.67171e-18+8.30602e-31j 1.00646e-17+2.94538e-30j 7.87796e-18+1.41229e-29j 1.0766e-17+1.24446e-29j 2.67418e-18+2.42229e-30j 1.55415e-17+7.0599e-30j -1.40011e-17-4.70481e-29j 1.85638e-17-3.30323e-32j -7.03546e-18+2.56859e-31j -7.97869e-18+1.13984e-31j -1.19223e-17-3.78076e-31j 8.88231e-18-2.03568e-31j -1.04667e-17-2.7103e-31j 5.3591e-18+3.46499e-32j 6.67358e-18+2.89878e-32j 8.28997e-18-3.47041e-31j 7.81355e-18-9.42845e-32j -4.14635e-18+6.57626e-33j -9.13439e-18+3.09622e-33j 1.03304e-18-1.21845e-31j -4.778e-18+5.51724e-31j 
9.35221e-18+5.78392e-30j 1.98188e-18+1.24476e-30j -1.87989e-17-3.96405e-32j 8.12117e-18+5.45379e-32j 1.67787e-17+1.73248e-31j 1.74975e-17+6.48057e-31j 1.46246e-17-5.97305e-32j 1.04563e-17+1.09259e-31j 2.81958e-17-1.07615e-31j 2.25412e-17+6.63222e-31j -3.03568e-17+7.8259e-31j 9.90121e-18-2.52961e-31j -1.12558e-17-1.91326e-32j -4.30214e-17-5.53376e-31j -4.12875e-17+6.19678e-30j 8.92326e-18-7.79025e-30j 7.72916e-18-3.33425e-30j -2.30292e-17+1.57533e-29j -3.52395e-20+2.19866e-30j -1.81244e-17-7.54881e-31j 1.46452e-17+6.41655e-31j -8.76532e-18+1.41517e-30j 9.30308e-19-9.05295e-31j 2.54602e-18+1.67815e-31j -1.33157e-17+7.08058e-31j -2.22723e-17-3.97643e-30j -1.51861e-17-5.15947e-31j 5.264e-17+3.76706e-30j 1.03933e-18+1.39028e-30j 1.24986e-17+3.25999e-30j 1.72465e-17-5.16752e-30j -8.99338e-18-1.72868e-30j -2.12328e-18+7.21867e-31j -3.79779e-18-6.73431e-31j 1.08851e-17-2.26484e-30j 1.58854e-17+1.52155e-30j 1.84369e-17+5.39552e-30j 1.44313e-17+2.58712e-29j 1.97218e-17+2.27968e-29j 4.89873e-18+4.4373e-30j 2.84699e-17+1.29328e-29j -2.56481e-17-8.61856e-29j 3.40063e-17-6.05106e-32j -1.2888e-17+4.70529e-31j -1.46159e-17+2.08802e-31j -2.184e-17-6.92582e-31j 1.62712e-17-3.72908e-31j -1.91735e-17-4.9649e-31j 9.81712e-18+6.34738e-32j 1.22251e-17+5.31017e-32j 1.51861e-17-6.35731e-31j 1.43133e-17-1.72716e-31j -7.59553e-18+1.20468e-32j -1.67329e-17+5.67185e-33j 1.89239e-18-2.23202e-31j -8.75263e-18+1.01068e-30j 
