-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
-0.00020642-1.27661e-16j -4.37435e-05-2.74741e-17j 0.000414925+8.74937e-19j -0.000179249-1.20375e-18j -0.000370336-3.82388e-18j -0.000386201-1.43038e-17j -0.000322792+1.31836e-18j -0.00023079-2.41153e-18j -0.000622331+2.37525e-18j -0.000497525-1.46385e-17j 0.000670028-1.72731e-17j -0.000218537+5.58329e-18j 0.000248435+4.2229e-19j 0.000949558+1.2214e-17j 0.000911289-1.36774e-16j -0.000196952+1.71945e-16j -0.000170596+7.35928e-17j 0.000508295-3.47704e-16j 7.77798e-07-4.85283e-17j 0.000400037+1.66615e-17j -0.000323246-1.41625e-17j 0.000193466-3.12352e-17j -2.05335e-05+1.99815e-17j -5.61952e-05-3.70397e-18j 0.000293901-1.56281e-17j 0.00049159+8.77669e-17j 0.000335185+1.13879e-17j -0.00116186-8.31458e-17j -2.29399e-05-3.06859e-17j -0.000275866-7.19538e-17j -0.00038066+1.14056e-16j 0.0001985+3.81549e-17j 4.68646e-05-1.59329e-17j 8.3824e-05+1.48638e-17j -0.000240253+4.9989e-17j -0.000350618-3.35832e-17j -0.000406935-1.19089e-16j -0.000318525-5.71023e-16j -0.000435296-5.03166e-16j -0.000108124-9.7939e-17j -0.00062838-2.85449e-16j 0.0005661+1.90227e-15j -0.00075058+1.33558e-18j 0.00028446-1.03854e-17j 0.000322598-4.60864e-18j 0.000482048+1.52865e-17j -0.000359133+8.23075e-18j 0.000423192+1.09584e-17j -0.000216681-1.40098e-18j -0.000269829-1.17205e-18j -0.000335183+1.40317e-17j -0.00031592+3.81215e-18j 0.000167647-2.65894e-19j 0.000369325-1.25188e-19j -4.17683e-05+4.92647e-18j 0.000193186-2.23075e-17j 
-7.22412e-17-4.46779e-29j -1.5309e-17-9.61518e-30j 1.45212e-16+3.06203e-31j -6.2732e-17-4.21278e-31j -1.29607e-16-1.33825e-30j -1.35159e-16-5.00592e-30j -1.12968e-16+4.61388e-31j -8.07701e-17-8.43969e-31j -2.17798e-16+8.31273e-31j -1.7412e-16-5.12306e-30j 2.34491e-16-6.04512e-30j -7.64819e-17+1.954e-30j 8.69453e-17+1.4779e-31j 3.32319e-16+4.27455e-30j 3.18926e-16-4.7867e-29j -6.89277e-17+6.01758e-29j -5.97039e-17+2.57554e-29j 1.77889e-16-1.21687e-28j 2.72208e-19-1.69835e-29j 1.40002e-16+5.83108e-30j -1.13127e-16-4.95646e-30j 6.77078e-17-1.09315e-29j -7.18617e-18+6.99295e-30j -1.96667e-17-1.29629e-30j 1.02857e-16-5.4694e-30j 1.72043e-16+3.0716e-29j 1.17305e-16+3.98544e-30j -4.06618e-16-2.90987e-29j -8.02831e-18-1.07392e-29j -9.65452e-17-2.51818e-29j -1.3322e-16+3.99165e-29j 6.94693e-17+1.33532e-29j 1.64013e-17-5.57607e-30j 2.93361e-17+5.20192e-30j -8.4082e-17+1.74947e-29j -1.22706e-16-1.17532e-29j -1.42416e-16-4.16777e-29j -1.11475e-16-1.99842e-28j -1.52341e-16-1.76094e-28j -3.78402e-17-3.42759e-29j -2.19915e-16-9.98991e-29j 1.98119e-16+6.65741e-28j -2.62682e-16+4.67414e-31j 9.95532e-17-3.6346e-30j 1.129e-16-1.61289e-30j 1.68703e-16+5.34985e-30j -1.25687e-16+2.88053e-30j 1.48105e-16+3.83513e-30j -7.58324e-17-4.90303e-31j -9.44325e-17-4.10184e-31j -1.17305e-16+4.91071e-30j -1.10563e-16+1.33414e-30j 5.86717e-17-9.30555e-32j 1.29254e-16-4.38122e-32j -1.46177e-17+1.72413e-30j 6.76097e-17-7.80701e-30j 
-0.000118629-7.33667e-17j -2.51393e-05-1.57893e-17j 0.000238457+5.02824e-19j -0.000103014-6.91791e-19j -0.000212831-2.19758e-18j -0.000221949-8.22035e-18j -0.000185508+7.57658e-19j -0.000132635-1.3859e-18j -0.000357652+1.36505e-18j -0.000285927-8.4127e-18j 0.000385064-9.92685e-18j -0.000125593+3.20871e-18j 0.000142775+2.42689e-19j 0.000545709+7.01935e-18j 0.000523716-7.86037e-17j -0.000113188+9.88162e-17j -9.80413e-05+4.22936e-17j 0.000292116-1.99825e-16j 4.46999e-07-2.78891e-17j 0.000229901+9.57536e-18j -0.000185769-8.13914e-18j 0.000111185-1.79508e-17j -1.18006e-05+1.14833e-17j -3.22952e-05-2.12867e-18j 0.000168904-8.98144e-18j 0.000282516+5.04395e-17j 0.00019263+6.54459e-18j -0.000667718-4.77837e-17j -1.31835e-05-1.76351e-17j -0.000158539-4.13517e-17j -0.000218765+6.55479e-17j 0.000114077+2.19276e-17j 2.6933e-05-9.1566e-18j 4.81735e-05+8.54221e-18j -0.000138073+2.87286e-17j -0.000201499-1.93002e-17j -0.000233865-6.84401e-17j -0.000183056-3.28166e-16j -0.000250164-2.89168e-16j -6.21384e-05-5.62854e-17j -0.000361129-1.64047e-16j 0.000325336+1.09323e-15j -0.000431357+7.67553e-19j 0.000163479-5.96848e-18j 0.000185396-2.64858e-18j 0.000277032+8.78513e-18j -0.000206393+4.73019e-18j 0.000243208+6.29777e-18j -0.000124526-8.0514e-19j -0.00015507-6.73574e-19j -0.000192629+8.064e-18j -0.000181559+2.19083e-18j 9.63463e-05-1.52809e-19j 0.000212251-7.19452e-20j -2.40042e-05+2.83123e-18j 0.000111024-1.28201e-17j 
7.89284e-06+4.88136e-18j 1.67261e-06+1.05052e-18j -1.58654e-05-3.34548e-20j 6.8539e-06+4.60275e-20j 1.41605e-05+1.46213e-19j 1.47671e-05+5.46931e-19j 1.23425e-05-5.04098e-20j 8.82468e-06+9.22094e-20j 2.3796e-05-9.08222e-20j 1.90238e-05+5.59729e-19j -2.56197e-05+6.60471e-19j 8.35618e-06-2.13487e-19j -9.49937e-06-1.6147e-20j -3.63081e-05-4.67024e-19j -3.48448e-05+5.2298e-18j 7.53083e-06-6.57462e-18j 6.52306e-06-2.81396e-18j -1.94356e-05+1.32951e-17j -2.97406e-08+1.85557e-18j -1.52962e-05-6.37085e-19j 1.23599e-05+5.41528e-19j -7.39754e-06+1.19434e-18j 7.85138e-07-7.64028e-19j 2.14873e-06+1.41628e-19j -1.12378e-05+5.97569e-19j -1.87968e-05-3.35593e-18j -1.28164e-05-4.35436e-19j 4.44258e-05+3.17923e-18j 8.77148e-07+1.17333e-18j 1.05482e-05+2.75129e-18j 1.45552e-05-4.36115e-18j -7.59e-06-1.45892e-18j -1.79196e-06+6.09223e-19j -3.20517e-06-5.68346e-19j 9.18653e-06-1.91142e-18j 1.34065e-05+1.28412e-18j 1.55599e-05+4.55358e-18j 1.21794e-05+2.18341e-17j 1.66443e-05+1.92395e-17j 4.1343e-06+3.74488e-18j 2.40273e-05+1.09147e-17j -2.16459e-05-7.27368e-17j 2.86998e-05-5.10682e-20j -1.08769e-05+3.97105e-19j -1.23351e-05+1.7622e-19j -1.8432e-05-5.84508e-19j 1.37321e-05-3.14718e-19j -1.61815e-05-4.19015e-19j 8.28521e-06+5.3569e-20j 1.03174e-05+4.48154e-20j 1.28164e-05-5.36528e-19j 1.20798e-05-1.45764e-19j -6.41028e-06+1.0167e-20j -1.41218e-05+4.78679e-21j 1.59709e-06-1.88373e-19j -7.38683e-06+8.52969e-19j 
6.74761e-18+4.17309e-30j 1.42992e-18+8.98096e-31j -1.35634e-17-2.86006e-32j 5.85941e-18+3.9349e-32j 1.21058e-17+1.24998e-31j 1.26244e-17+4.67572e-31j 1.05517e-17-4.30955e-32j 7.54424e-18+7.883e-32j 2.03432e-17-7.76441e-32j 1.62635e-17+4.78513e-31j -2.19024e-17+5.64638e-31j 7.14371e-18-1.82511e-31j -8.12103e-18-1.38041e-32j -3.10399e-17-3.9926e-31j -2.97889e-17+4.47097e-30j 6.43812e-18-5.62065e-30j 5.57658e-18-2.40566e-30j -1.66155e-17+1.1366e-29j -2.54253e-20+1.58633e-30j -1.30767e-17-5.44645e-31j 1.05665e-17+4.62953e-31j -6.32417e-18+1.02104e-30j 6.71216e-19-6.53169e-31j 1.83695e-18+1.21078e-31j -9.60726e-18+5.10863e-31j -1.60695e-17-2.86899e-30j -1.09568e-17-3.72255e-31j 3.79797e-17+2.71793e-30j 7.49876e-19+1.00308e-30j 9.0177e-18+2.35208e-30j 1.24433e-17-3.72836e-30j -6.48871e-18-1.24724e-30j -1.53195e-18+5.20826e-31j -2.7401e-18-4.8588e-31j 7.85358e-18-1.63408e-30j 1.14613e-17+1.09779e-30j 1.33022e-17+3.89286e-30j 1.04122e-17+1.8666e-29j 1.42293e-17+1.64479e-29j 3.53442e-18+3.2015e-30j 2.0541e-17+9.33097e-30j -1.85051e-17-6.21828e-29j 2.45355e-17-4.36583e-32j -9.29866e-18+3.39486e-31j -1.05453e-17+1.50651e-31j -1.57576e-17-4.99697e-31j 1.17396e-17-2.69053e-31j -1.38336e-17-3.58217e-31j 7.08304e-18+4.57962e-32j 8.82036e-18+3.83128e-32j 1.09567e-17-4.58679e-31j 1.0327e-17-1.24614e-31j -5.48016e-18+8.69175e-33j -1.20728e-17+4.09223e-33j 1.36535e-18-1.6104e-31j -6.31501e-18+7.29205e-31j 
-8.00517e-05-4.95083e-17j -1.69642e-05-1.06548e-17j 0.000160912+3.39309e-19j -6.95144e-05-4.66825e-19j -0.00014362-1.48294e-18j -0.000149773-5.54715e-18j -0.000125182+5.11273e-19j -8.95027e-05-9.35217e-19j -0.000241346+9.21148e-19j -0.000192945-5.67695e-18j 0.000259844-6.6987e-18j -8.4751e-05+2.16526e-18j 9.63457e-05+1.63768e-19j 0.000368248+4.73671e-18j 0.000353407-5.30423e-17j -7.638e-05+6.66818e-17j -6.6159e-05+2.854e-17j 0.000197122-1.34843e-16j 3.01638e-07-1.88198e-17j 0.000155139+6.46152e-18j -0.000125358-5.49235e-18j 7.50282e-05-1.21133e-17j -7.96312e-06+7.74902e-18j -2.17931e-05-1.43644e-18j 0.000113978-6.06074e-18j 0.000190643+3.40369e-17j 0.000129988+4.41633e-18j -0.000450581-3.22448e-17j -8.89632e-06-1.19003e-17j -0.000106983-2.79044e-17j -0.000147624+4.42322e-17j 7.69802e-05+1.47969e-17j 1.81746e-05-6.17894e-18j 3.25078e-05+5.76434e-18j -9.31727e-05+1.93862e-17j -0.000135973-1.30239e-17j -0.000157814-4.61838e-17j -0.000123527-2.21449e-16j -0.000168812-1.95133e-16j -4.19314e-05-3.79817e-17j -0.000243692-1.107e-16j 0.000219539+7.3772e-16j -0.000291083+5.1795e-19j 0.000110317-4.02757e-18j 0.000125107-1.78728e-18j 0.000186943+5.92827e-18j -0.000139276+3.19197e-18j 0.000164118+4.24978e-18j -8.40312e-05-5.43314e-19j -0.000104642-4.54532e-19j -0.000129988+5.44164e-18j -0.000122517+1.47839e-18j 6.50151e-05-1.03116e-19j 0.000143228-4.85491e-20j -1.61982e-05+1.91054e-18j 7.49196e-05-8.65109e-18j 
-7.74291e-18-4.78863e-30j -1.64084e-18-1.03057e-30j 1.55641e-17+3.28193e-32j -6.7237e-18-4.51531e-32j -1.38915e-17-1.43436e-31j -1.44866e-17-5.36541e-31j -1.21081e-17+4.94522e-32j -8.65705e-18-9.04577e-32j -2.33439e-17+8.90969e-32j -1.86624e-17-5.49096e-31j 2.51331e-17-6.47924e-31j -8.19744e-18+2.09432e-31j 9.31892e-18+1.58403e-32j 3.56184e-17+4.58152e-31j 3.41829e-17-5.13046e-30j -7.38777e-18+6.44972e-30j -6.39915e-18+2.7605e-30j 1.90664e-17-1.30426e-29j 2.91756e-20-1.82032e-30j 1.50056e-17+6.24983e-31j -1.21251e-17-5.31241e-31j 7.25701e-18-1.17165e-30j -7.70223e-19+7.49514e-31j -2.10791e-18-1.38938e-31j 1.10244e-17-5.86217e-31j 1.84398e-17+3.29218e-30j 1.25729e-17+4.27164e-31j -4.35819e-17-3.11884e-30j -8.60486e-19-1.15104e-30j -1.03478e-17-2.69902e-30j -1.42787e-17+4.2783e-30j 7.44582e-18+1.43121e-30j 1.75791e-18-5.9765e-31j 3.14428e-18+5.57549e-31j -9.01202e-18+1.87511e-30j -1.31518e-17-1.25972e-30j -1.52643e-17-4.46707e-30j -1.1948e-17-2.14193e-29j -1.63282e-17-1.8874e-29j -4.05577e-18-3.67374e-30j -2.35708e-17-1.07073e-29j 2.12347e-17+7.1355e-29j -2.81546e-17+5.00981e-32j 1.06702e-17-3.89562e-31j 1.21008e-17-1.72872e-31j 1.80819e-17+5.73405e-31j -1.34713e-17+3.08739e-31j 1.58741e-17+4.11055e-31j -8.12782e-18-5.25514e-32j -1.01214e-17-4.39641e-32j -1.25729e-17+5.26336e-31j -1.18503e-17+1.42995e-31j 6.28851e-18-9.97382e-33j 1.38536e-17-4.69585e-33j -1.56675e-18+1.84794e-31j 7.2465e-18-8.36766e-31j 
2.73514e-17+1.69156e-29j 5.79619e-18+3.64043e-30j -5.49792e-17-1.15932e-31j 2.37511e-17+1.59501e-31j 4.90709e-17+5.06679e-31j 5.11731e-17+1.8953e-30j 4.27712e-17-1.74687e-31j 3.05806e-17+3.19537e-31j 8.24612e-17-3.1473e-31j 6.5924e-17+1.93965e-30j -8.87813e-17+2.28876e-30j 2.8957e-17-7.39808e-31j -3.29186e-17-5.59551e-32j -1.2582e-16-1.6184e-30j -1.20749e-16+1.81231e-29j 2.60969e-17-2.27833e-29j 2.26047e-17-9.75133e-30j -6.7351e-17+4.60721e-29j -1.03061e-19+6.43018e-30j -5.30065e-17-2.20772e-30j 4.28314e-17+1.87658e-30j -2.5635e-17+4.13879e-30j 2.72077e-18-2.64762e-30j 7.44607e-18+4.90791e-31j -3.8943e-17+2.07078e-30j -6.51375e-17-1.16295e-29j -4.44133e-17-1.50894e-30j 1.53951e-16+1.10171e-29j 3.03962e-18+4.066e-30j 3.65532e-17+9.53415e-30j 5.04389e-17-1.51129e-29j -2.6302e-17-5.05568e-30j -6.20974e-18+2.11117e-30j -1.1107e-17-1.96951e-30j 3.18345e-17-6.62373e-30j 4.64582e-17+4.44991e-30j 5.39205e-17+1.57797e-29j 4.22058e-17+7.56627e-29j 5.76784e-17+6.66714e-29j 1.43268e-17+1.29773e-29j 8.32628e-17+3.78231e-29j -7.50104e-17-2.52058e-28j 9.94548e-17-1.76969e-31j -3.76921e-17+1.37611e-30j -4.27454e-17+6.10662e-31j -6.38732e-17-2.02552e-30j 4.75865e-17-1.09061e-30j -5.60746e-17-1.45203e-30j 2.87111e-17+1.85635e-31j 3.57533e-17+1.55301e-31j 4.44131e-17-1.85926e-30j 4.18607e-17-5.05124e-31j -2.22138e-17+3.5232e-32j -4.8937e-17+1.65879e-32j 5.53446e-18-6.52776e-31j -2.55979e-17+2.95583e-30j 
-4.67327e-05-2.89021e-17j -9.90338e-06-6.22005e-18j 9.39377e-05+1.98083e-19j -4.05812e-05-2.72524e-19j -8.38427e-05-8.65713e-19j -8.74345e-05-3.23832e-18j -7.30789e-05+2.98472e-19j -5.225e-05-5.45962e-19j -0.000140894+5.37749e-19j -0.000112638-3.3141e-18j 0.000151692-3.91058e-18j -4.94761e-05+1.26404e-18j 5.62448e-05+9.5605e-20j 0.000214977+2.7652e-18j 0.000206313-3.09651e-17j -4.45892e-05+3.89276e-17j -3.86224e-05+1.66612e-17j 0.000115076-7.8719e-17j 1.76091e-07-1.09866e-17j 9.0567e-05+3.77212e-18j -7.31819e-05-3.20633e-18j 4.38001e-05-7.07155e-18j -4.64872e-06+4.52373e-18j -1.27224e-05-8.38566e-19j 6.65382e-05-3.53815e-18j 0.000111294+1.98701e-17j 7.58847e-05+2.57817e-18j -0.000263041-1.88239e-17j -5.19351e-06-6.94718e-18j -6.2455e-05-1.62901e-17j -8.61801e-05+2.58219e-17j 4.49396e-05+8.63814e-18j 1.061e-05-3.60715e-18j 1.89775e-05+3.36512e-18j -5.43925e-05+1.13173e-17j -7.93787e-05-7.60312e-18j -9.21288e-05-2.69613e-17j -7.21129e-05-1.29278e-16j -9.85495e-05-1.13915e-16j -2.44788e-05-2.2173e-17j -0.000142263-6.46246e-17j 0.000128163+4.30667e-16j -0.000169929+3.0237e-19j 6.44008e-05-2.35122e-18j 7.3035e-05-1.04338e-18j 0.000109134+3.46081e-18j -8.13065e-05+1.86341e-18j 9.58092e-05+2.48094e-18j -4.90559e-05-3.17177e-19j -6.10883e-05-2.65348e-19j -7.58844e-05+3.17673e-18j -7.15233e-05+8.63057e-19j 3.79546e-05-6.01975e-20j 8.3614e-05-2.83421e-20j -9.4562e-06+1.11534e-18j 4.37366e-05-5.05034e-18j 
-9.71687e-05-6.00944e-17j -2.05915e-05-1.2933e-17j 0.000195319+4.11862e-19j -8.43782e-05-5.66644e-19j -0.000174329-1.80003e-18j -0.000181798-6.73326e-18j -0.000151949+6.20595e-19j -0.000108641-1.13519e-18j -0.000292952+1.11811e-18j -0.000234202-6.89081e-18j 0.000315404-8.13104e-18j -0.000102873+2.62824e-18j 0.000116947+1.98786e-19j 0.000446988+5.74953e-18j 0.000428974-6.4384e-17j -9.27118e-05+8.094e-17j -8.03053e-05+3.46426e-17j 0.000239271-1.63676e-16j 3.66135e-07-2.28439e-17j 0.000188311+7.84314e-18j -0.000152163-6.66674e-18j 9.10709e-05-1.47035e-17j -9.66582e-06+9.40594e-18j -2.64529e-05-1.74358e-18j 0.000138349-7.35666e-18j 0.000231407+4.13148e-17j 0.000157783+5.36065e-18j -0.000546925-3.91395e-17j -1.07986e-05-1.44449e-17j -0.000129859-3.3871e-17j -0.000179189+5.369e-17j 9.34404e-05+1.79608e-17j 2.20607e-05-7.50014e-18j 3.94587e-05+6.99689e-18j -0.000113095+2.35315e-17j -0.000165047-1.58087e-17j -0.000191558-5.6059e-17j -0.00014994-2.68799e-16j -0.000204908-2.36857e-16j -5.08973e-05-4.61031e-17j -0.000295799-1.3437e-16j 0.000266482+8.95461e-16j -0.000353323+6.28699e-19j 0.000133905-4.88876e-18j 0.000151857-2.16944e-18j 0.000226916+7.19587e-18j -0.000169056+3.87449e-18j 0.000199211+5.15848e-18j -0.000101999-6.59487e-19j -0.000127017-5.51722e-19j -0.000157782+6.60519e-18j -0.000148714+1.7945e-18j 7.89169e-05-1.25165e-19j 0.000173854-5.893e-20j -1.96617e-05+2.31905e-18j 9.09391e-05-1.05009e-17j 
4.45331e-17+2.75417e-29j 9.43725e-18+5.92728e-30j -8.95162e-17-1.88759e-31j 3.86712e-17+2.59697e-31j 7.98964e-17+8.24965e-31j 8.33191e-17+3.0859e-30j 6.96392e-17-2.84423e-31j 4.97907e-17+5.20265e-31j 1.34262e-16-5.12438e-31j 1.07336e-16+3.15811e-30j -1.44552e-16+3.72652e-30j 4.71473e-17-1.20454e-30j -5.35975e-17-9.1105e-32j -2.04858e-16-2.63505e-30j -1.96602e-16+2.95077e-29j 4.24905e-17-3.70954e-29j 3.68045e-17-1.58769e-29j -1.0966e-16+7.50138e-29j -1.67803e-19+1.04695e-29j -8.63042e-17-3.59457e-30j 6.97373e-17+3.05541e-30j -4.17385e-17+6.7387e-30j 4.42992e-18-4.31081e-30j 1.21236e-17+7.99096e-31j -6.34063e-17+3.37161e-30j -1.06056e-16-1.89349e-29j -7.23129e-17-2.45682e-30j 2.5066e-16+1.79379e-29j 4.94906e-18+6.62019e-30j 5.95153e-17+1.55233e-29j 8.21238e-17-2.46065e-29j -4.28244e-17-8.23156e-30j -1.01106e-17+3.43737e-30j -1.80842e-17-3.20673e-30j 5.18324e-17-1.07846e-29j 7.56425e-17+7.24526e-30j 8.77924e-17+2.56922e-29j 6.87187e-17+1.23193e-28j 9.3911e-17+1.08553e-28j 2.33266e-17+2.11294e-29j 1.35567e-16+6.15829e-29j -1.22131e-16-4.10396e-28j 1.6193e-16-2.88138e-31j -6.13696e-17+2.24055e-30j -6.95974e-17+9.9427e-31j -1.03997e-16-3.29792e-30j 7.74795e-17-1.7757e-30j -9.12996e-17-2.36417e-30j 4.67469e-17+3.02248e-31j 5.8213e-17+2.52858e-31j 7.23126e-17-3.02721e-30j 6.81568e-17-8.22434e-31j -3.61682e-17+5.73641e-32j -7.96784e-17+2.70081e-32j 9.01112e-18-1.06284e-30j -4.1678e-17+4.81263e-30j 
1.55058e-17+9.5896e-30j 3.28591e-18+2.06379e-30j -3.11682e-17-6.57231e-32j 1.34647e-17+9.04225e-32j 2.78187e-17+2.8724e-31j 2.90105e-17+1.07446e-30j 2.42473e-17-9.90318e-32j 1.73364e-17+1.81148e-31j 4.6748e-17-1.78423e-31j 3.73729e-17+1.09961e-30j -5.03308e-17+1.29752e-30j 1.6416e-17-4.19403e-31j -1.86618e-17-3.17214e-32j -7.13285e-17-9.17484e-31j -6.84538e-17+1.02741e-29j 1.47946e-17-1.2916e-29j 1.28148e-17-5.52811e-30j -3.81819e-17+2.61187e-29j -5.84263e-20+3.64532e-30j -3.00498e-17-1.25157e-30j 2.42815e-17+1.06385e-30j -1.45327e-17+2.34631e-30j 1.54243e-18-1.50096e-30j 4.22124e-18+2.78233e-31j -2.20771e-17+1.17394e-30j -3.6927e-17-6.59283e-30j -2.51783e-17-8.55429e-31j 8.7276e-17+6.24571e-30j 1.72319e-18+2.30505e-30j 2.07223e-17+5.40499e-30j 2.85943e-17-8.56762e-30j -1.49108e-17-2.8661e-30j -3.52035e-18+1.19684e-30j -6.29665e-18-1.11653e-30j 1.80472e-17-3.75505e-30j 2.63376e-17+2.52269e-30j 3.0568e-17+8.94565e-30j 2.39268e-17+4.28938e-29j 3.26984e-17+3.77966e-29j 8.12198e-18+7.35694e-30j 4.72024e-17+2.14422e-29j -4.2524e-17-1.42894e-28j 5.63817e-17-1.00325e-31j -2.1368e-17+7.80127e-31j -2.42327e-17+3.4619e-31j -3.62103e-17-1.14829e-30j 2.69772e-17-6.18273e-31j -3.17891e-17-8.23168e-31j 1.62766e-17+1.05238e-31j 2.02689e-17+8.80414e-32j 2.51782e-17-1.05403e-30j 2.37312e-17-2.86359e-31j -1.25932e-17+1.99733e-32j -2.77428e-17+9.4038e-33j 3.13753e-18-3.70064e-31j -1.45117e-17+1.67569e-30j 
-4.73823e-05-2.93038e-17j -1.0041e-05-6.3065e-18j 9.52433e-05+2.00836e-19j -4.11453e-05-2.76312e-19j -8.5008e-05-8.77745e-19j -8.86498e-05-3.28333e-18j -7.40946e-05+3.0262e-19j -5.29763e-05-5.53551e-19j -0.000142852+5.45223e-19j -0.000114203-3.36016e-18j 0.0001538-3.96493e-18j -5.01637e-05+1.28161e-18j 5.70266e-05+9.69338e-20j 0.000217965+2.80364e-18j 0.00020918-3.13955e-17j -4.5209e-05+3.94687e-17j -3.91592e-05+1.68927e-17j 0.000116676-7.98131e-17j 1.78538e-07-1.11393e-17j 9.18258e-05+3.82454e-18j -7.4199e-05-3.2509e-18j 4.44088e-05-7.16983e-18j -4.71333e-06+4.58661e-18j -1.28992e-05-8.50222e-19j 6.7463e-05-3.58732e-18j 0.000112841+2.01463e-17j 7.69394e-05+2.61401e-18j -0.000266697-1.90855e-17j -5.26569e-06-7.04374e-18j -6.3323e-05-1.65165e-17j -8.7378e-05+2.61808e-17j 4.55643e-05+8.7582e-18j 1.07575e-05-3.65729e-18j 1.92412e-05+3.41189e-18j -5.51485e-05+1.14746e-17j -8.0482e-05-7.7088e-18j -9.34093e-05-2.7336e-17j -7.31152e-05-1.31074e-16j -9.99192e-05-1.15498e-16j -2.4819e-05-2.24812e-17j -0.00014424-6.55228e-17j 0.000129944+4.36653e-16j -0.000172291+3.06572e-19j 6.5296e-05-2.3839e-18j 7.40501e-05-1.05788e-18j 0.000110651+3.50892e-18j -8.24366e-05+1.88931e-18j 9.71409e-05+2.51543e-18j -4.97377e-05-3.21585e-19j -6.19373e-05-2.69036e-19j -7.69391e-05+3.22088e-18j -7.25174e-05+8.75052e-19j 3.84822e-05-6.10342e-20j 8.47761e-05-2.8736e-20j -9.58763e-06+1.13084e-18j 4.43445e-05-5.12054e-18j 
-4.42922e-17-2.73927e-29j -9.3862e-18-5.89522e-30j 8.9032e-17+1.87738e-31j -3.8462e-17-2.58292e-31j -7.94642e-17-8.20503e-31j -8.28684e-17-3.06921e-30j -6.92625e-17+2.82885e-31j -4.95214e-17-5.17451e-31j -1.33536e-16+5.09666e-31j -1.06756e-16-3.14103e-30j 1.4377e-16-3.70636e-30j -4.68923e-17+1.19803e-30j 5.33076e-17+9.06122e-32j 2.0375e-16+2.6208e-30j 1.95538e-16-2.9348e-29j -4.22607e-17+3.68947e-29j -3.66054e-17+1.57911e-29j 1.09067e-16-7.46081e-29j 1.66895e-19-1.04129e-29j 8.58374e-17+3.57513e-30j -6.93601e-17-3.03889e-30j 4.15127e-17-6.70225e-30j -4.40595e-18+4.28749e-30j -1.2058e-17-7.94774e-31j 6.30634e-17-3.35337e-30j 1.05482e-16+1.88324e-29j 7.19218e-17+2.44353e-30j -2.49304e-16-1.78409e-29j -4.92229e-18-6.58438e-30j -5.91934e-17-1.54394e-29j -8.16796e-17+2.44734e-29j 4.25928e-17+8.18703e-30j 1.00559e-17-3.41877e-30j 1.79864e-17+3.18938e-30j -5.1552e-17+1.07263e-29j -7.52333e-17-7.20607e-30j -8.73175e-17-2.55533e-29j -6.83469e-17-1.22526e-28j -9.3403e-17-1.07966e-28j -2.32004e-17-2.10151e-29j -1.34834e-16-6.12497e-29j 1.2147e-16+4.08176e-28j -1.61055e-16+2.86579e-31j 6.10377e-17-2.22843e-30j 6.92209e-17-9.88891e-31j 1.03435e-16+3.28008e-30j -7.70604e-17+1.7661e-30j 9.08058e-17+2.35138e-30j -4.6494e-17-3.00613e-31j -5.78981e-17-2.5149e-31j -7.19215e-17+3.01083e-30j -6.77881e-17+8.17985e-31j 3.59725e-17-5.70538e-32j 7.92474e-17-2.6862e-32j -8.96237e-18+1.05709e-30j 4.14526e-17-4.7866e-30j 
