-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
-0.000131534+1.13545e-15j -4.62721e-05+2.50089e-16j -0.000192668-2.13982e-18j 0.000110881+2.23875e-18j 0.000101532-4.48313e-19j 0.00021249+2.27166e-17j 0.000117515+3.58484e-18j 6.72948e-05-1.13722e-18j 6.17262e-05+5.2019e-19j 0.000209215-5.68235e-18j -0.000184241+4.31276e-18j -0.000172083-1.07805e-18j -7.64406e-05+4.381e-19j 1.833e-05+9.68441e-19j 7.40033e-05-1.05958e-17j -0.00023432+3.66572e-17j -9.1419e-05-2.62564e-17j -8.00816e-05-6.53268e-17j -0.000233848-3.93508e-17j -6.27582e-05+1.29e-17j 0.000145209+3.78948e-17j -0.000139726-3.11866e-17j -0.000238403+6.71815e-18j 0.00011223-1.31084e-16j -2.46394e-05+1.05468e-17j -0.000114986+9.96871e-17j -5.15508e-05+3.4531e-18j 0.000243523-4.73707e-17j 0.000134813-4.81861e-17j -5.95008e-05+3.61461e-18j -0.000105863+5.75776e-18j -5.21084e-05+1.531e-17j -2.69065e-05+2.90211e-17j 3.94539e-05-1.17229e-16j -0.000205038-3.78794e-18j -0.000127954-2.21676e-17j -6.75762e-05+1.79959e-17j 0.000135874+4.13632e-17j 0.000256194-3.39617e-17j 0.000116369-2.88569e-17j 4.30423e-05-2.72083e-17j -0.00014266+1.85719e-17j 0.000184239+4.5089e-18j 5.73488e-05-3.14086e-17j 1.55534e-05-1.04344e-17j -3.95496e-06+1.08806e-17j -6.95463e-05-9.61938e-19j 9.46682e-05-2.74455e-17j -0.000203837-1.97298e-18j -6.74226e-05+2.6838e-17j 0.000166497-3.91184e-17j -0.000122371-7.15278e-17j 3.40332e-05+1.00144e-17j 0.000125285-1.05292e-17j 0.000189733+2.2799e-18j 4.91651e-05+4.9438e-18j 0.000157993+1.7546e-17j -2.62519e-05+1.46352e-18j 0.00022595-4.25436e-17j 5.60725e-05+9.03744e-17j -3.7825e-05+1.72933e-17j -0.000167027-2.27469e-18j -9.01395e-05+1.03426e-18j -5.48731e-05-2.48263e-18j 9.3099e-05+1.62567e-18j 0.000153746-3.82897e-18j 0.000169552+1.43699e-18j -0.000178338-2.55824e-17j -5.37979e-05+4.08284e-18j -6.48725e-05+6.35571e-19j -0.000109496+4.59897e-18j -0.000195534+1.43296e-17j -9.28578e-05-2.69276e-18j 0.000104916-2.45234e-18j 0.00018064-2.37167e-18j -4.46871e-05-2.24518e-16j 0.00012614+1.00154e-15j 
-0.000258574+2.2321e-15j -9.09629e-05+4.91632e-16j -0.000378753-4.20651e-18j 0.000217973+4.40099e-18j 0.000199593-8.81306e-19j 0.000417718+4.46569e-17j 0.000231014+7.04719e-18j 0.00013229-2.23559e-18j 0.000121343+1.0226e-18j 0.000411281-1.11705e-17j -0.000362185+8.47814e-18j -0.000338286-2.11927e-18j -0.000150269+8.61229e-19j 3.60335e-05+1.90379e-18j 0.000145478-2.08295e-17j -0.000460632+7.20617e-17j -0.000179714-5.16155e-17j -0.000157427-1.28421e-16j -0.000459706-7.73568e-17j -0.000123372+2.53592e-17j 0.000285456+7.44946e-17j -0.000274678-6.13074e-17j -0.000468658+1.32067e-17j 0.000220624-2.57688e-16j -4.84368e-05+2.07332e-17j -0.000226042+1.95968e-16j -0.00010134+6.7882e-18j 0.000478725-9.31227e-17j 0.000265019-9.47255e-17j -0.000116968+7.10571e-18j -0.000208108+1.13188e-17j -0.000102436+3.00968e-17j -5.28935e-05+5.70505e-17j 7.75595e-05-2.30453e-16j -0.000403069-7.44644e-18j -0.000251535-4.35776e-17j -0.000132843+3.53768e-17j 0.000267105+8.1313e-17j 0.000503633-6.67629e-17j 0.000228762-5.67277e-17j 8.46137e-05-5.34868e-17j -0.000280445+3.65092e-17j 0.000362182+8.86372e-18j 0.000112738-6.1744e-17j 3.05752e-05-2.05122e-17j -7.77477e-06+2.13895e-17j -0.000136716-1.891e-18j 0.000186101-5.39532e-17j -0.000400708-3.87854e-18j -0.000132541+5.27589e-17j 0.000327304-7.69e-17j -0.00024056-1.40611e-16j 6.69033e-05+1.96866e-17j 0.000246289-2.06986e-17j 0.000372982+4.48189e-18j 9.66502e-05+9.71865e-18j 0.000310587+3.44925e-17j -5.16068e-05+2.87702e-18j 0.000444178-8.36333e-17j 0.000110229+1.77661e-16j -7.43574e-05+3.39957e-17j -0.000328345-4.47165e-18j -0.000177199+2.03317e-18j -0.000107871-4.88042e-18j 0.000183017+3.19579e-18j 0.000302239-7.52709e-18j 0.000333311+2.82486e-18j -0.000350581-5.02906e-17j -0.000105757+8.02615e-18j -0.000127528+1.24942e-18j -0.00021525+9.04078e-18j -0.000384387+2.81695e-17j -0.000182542-5.2935e-18j 0.000206247-4.82087e-18j 0.000355107-4.66229e-18j -8.78471e-05-4.41365e-16j 0.00024797+1.96885e-15j 
0.000165573-1.42928e-15j 5.82463e-05-3.14807e-16j 0.000242527+2.69356e-18j -0.000139574-2.81809e-18j -0.000127806+5.64327e-19j -0.000267478-2.85952e-17j -0.000147925-4.51253e-18j -8.47093e-05+1.43151e-18j -7.76996e-05-6.54805e-19j -0.000263356+7.15283e-18j 0.000231918-5.42881e-18j 0.000216615+1.35703e-18j 9.62219e-05-5.51471e-19j -2.30734e-05-1.21905e-18j -9.31538e-05+1.33377e-17j 0.000294957-4.61433e-17j 0.000115076+3.3051e-17j 0.000100805+8.2232e-17j 0.000294364+4.95339e-17j 7.89987e-05-1.62383e-17j -0.000182786-4.77012e-17j 0.000175885+3.9257e-17j 0.000300096-8.45666e-18j -0.000141272+1.65006e-16j 3.10156e-05-1.32761e-17j 0.000144742-1.25484e-16j 6.48911e-05-4.34669e-18j -0.000306542+5.96293e-17j -0.0001697+6.06556e-17j 7.48983e-05-4.55e-18j 0.000133258-7.24775e-18j 6.55929e-05-1.92719e-17j 3.38693e-05-3.65312e-17j -4.96637e-05+1.47566e-16j 0.000258098+4.76818e-18j 0.000161065+2.79041e-17j 8.50635e-05-2.26528e-17j -0.000171035-5.20672e-17j -0.000322491+4.27503e-17j -0.000146483+3.63245e-17j -5.41807e-05+3.42492e-17j 0.000179578-2.3378e-17j -0.000231916-5.67571e-18j -7.21895e-05+3.95365e-17j -1.95783e-05+1.31346e-17j 4.97842e-06-1.36963e-17j 8.75434e-05+1.21087e-18j -0.000119166+3.45479e-17j 0.000256586+2.48355e-18j 8.48701e-05-3.37831e-17j -0.000209582+4.92414e-17j 0.000154038+9.00377e-17j -4.28402e-05-1.2606e-17j -0.000157707+1.32539e-17j -0.000238832-2.86989e-18j -6.18881e-05-6.22315e-18j -0.000198878-2.20866e-17j 3.30454e-05-1.84224e-18j -0.000284421+5.3553e-17j -7.05829e-05-1.13761e-16j 4.76133e-05-2.17685e-17j 0.000210249+2.86333e-18j 0.000113466-1.3019e-18j 6.90732e-05+3.12508e-18j -0.000117191-2.04636e-18j -0.000193533+4.81983e-18j -0.000213429-1.80885e-18j 0.000224488+3.22026e-17j 6.77196e-05-5.13939e-18j 8.16602e-05-8.00043e-19j 0.000137831-5.78909e-18j 0.000246135-1.80378e-17j 0.000116887+3.38959e-18j -0.000132066+3.08695e-18j -0.000227386+2.98541e-18j 5.62512e-05+2.82619e-16j -0.000158783-1.26071e-15j 
0.000290154-2.50471e-15j 0.000102072-5.51676e-16j 0.00042501+4.72026e-18j -0.000244594-4.93849e-18j -0.00022397+9.88941e-19j -0.000468735-5.01109e-17j -0.000259228-7.90787e-18j -0.000148447+2.50862e-18j -0.000136163-1.1475e-18j -0.000461512+1.25348e-17j 0.000406419-9.51359e-18j 0.000379601+2.37809e-18j 0.000168622-9.66413e-19j -4.04343e-05-2.1363e-18j -0.000163245+2.33734e-17j 0.00051689-8.08627e-17j 0.000201663+5.79193e-17j 0.000176653+1.44105e-16j 0.00051585+8.68045e-17j 0.000138439-2.84564e-17j -0.000320319-8.35927e-17j 0.000308225+6.8795e-17j 0.000525896-1.48197e-17j -0.000247569+2.8916e-16j 5.43525e-05-2.32653e-17j 0.000253649-2.19902e-16j 0.000113717-7.61725e-18j -0.000537192+1.04496e-16j -0.000297386+1.06294e-16j 0.000131254-7.97354e-18j 0.000233524-1.27011e-17j 0.000114947-3.37726e-17j 5.93534e-05-6.40182e-17j -8.7032e-05+2.58598e-16j 0.000452297+8.35588e-18j 0.000282255+4.88998e-17j 0.000149067-3.96974e-17j -0.000299727-9.12439e-17j -0.000565142+7.49168e-17j -0.000256701+6.3656e-17j -9.49477e-05+6.00192e-17j 0.000314696-4.09682e-17j -0.000406416-9.94626e-18j -0.000126507+6.92848e-17j -3.43094e-05+2.30174e-17j 8.72432e-06-2.40018e-17j 0.000153413+2.12196e-18j -0.00020883+6.05426e-17j 0.000449647+4.35223e-18j 0.000148729-5.92024e-17j -0.000367278+8.62918e-17j 0.00026994+1.57784e-16j -7.50743e-05-2.2091e-17j -0.000276369+2.32265e-17j -0.000418535-5.02927e-18j -0.000108454-1.09056e-17j -0.000348519-3.87051e-17j 5.79096e-05-3.2284e-18j -0.000498426+9.38476e-17j -0.000123691-1.99358e-16j 8.34387e-05-3.81476e-17j 0.000368447+5.01778e-18j 0.00019884-2.28148e-18j 0.000121046+5.47647e-18j -0.000205369-3.5861e-18j -0.000339152+8.44639e-18j -0.000374018-3.16987e-18j 0.000393398+5.64327e-17j 0.000118674-9.0064e-18j 0.000143103-1.40202e-18j 0.000241539-1.01449e-17j 0.000431333-3.16099e-17j 0.000204837+5.94e-18j -0.000231436+5.40965e-18j -0.000398477+5.2317e-18j 9.8576e-05+4.95269e-16j -0.000278255-2.20931e-15j 
0.000258869-2.23465e-15j 9.10667e-05-4.92193e-16j 0.000379185+4.21131e-18j -0.000218221-4.40601e-18j -0.000199821+8.82311e-19j -0.000418195-4.47078e-17j -0.000231277-7.05522e-18j -0.000132441+2.23814e-18j -0.000121481-1.02377e-18j -0.00041175+1.11833e-17j 0.000362598-8.48781e-18j 0.000338672+2.12168e-18j 0.00015044-8.62211e-19j -3.60746e-05-1.90596e-18j -0.000145644+2.08532e-17j 0.000461158-7.21439e-17j 0.000179919+5.16743e-17j 0.000157606+1.28568e-16j 0.00046023+7.7445e-17j 0.000123512-2.53881e-17j -0.000285782-7.45796e-17j 0.000274991+6.13773e-17j 0.000469193-1.32218e-17j -0.000220876+2.57982e-16j 4.84921e-05-2.07568e-17j 0.0002263-1.96191e-16j 0.000101456-6.79594e-18j -0.000479271+9.32289e-17j -0.000265321+9.48335e-17j 0.000117102-7.11381e-18j 0.000208345-1.13317e-17j 0.000102553-3.01311e-17j 5.29538e-05-5.71156e-17j -7.7648e-05+2.30715e-16j 0.000403529+7.45493e-18j 0.000251821+4.36273e-17j 0.000132995-3.54171e-17j -0.000267409-8.14057e-17j -0.000504207+6.68391e-17j -0.000229023+5.67924e-17j -8.47102e-05+5.35478e-17j 0.000280765-3.65509e-17j -0.000362595-8.87383e-18j -0.000112866+6.18144e-17j -3.06101e-05+2.05356e-17j 7.78364e-06-2.14138e-17j 0.000136872+1.89316e-18j -0.000186314+5.40147e-17j 0.000401165+3.88296e-18j 0.000132692-5.28191e-17j -0.000327677+7.69876e-17j 0.000240835+1.40772e-16j -6.69796e-05-1.97091e-17j -0.00024657+2.07222e-17j -0.000373408-4.487e-18j -9.67604e-05-9.72973e-18j -0.000310941-3.45318e-17j 5.16656e-05-2.8803e-18j -0.000444684+8.37287e-17j -0.000110355-1.77863e-16j 7.44421e-05-3.40344e-17j 0.00032872+4.47675e-18j 0.000177401-2.03549e-18j 0.000107994+4.88599e-18j -0.000183225-3.19943e-18j -0.000302583+7.53567e-18j -0.000333691-2.82809e-18j 0.000350981+5.0348e-17j 0.000105878-8.0353e-18j 0.000127674-1.25085e-18j 0.000215496-9.05109e-18j 0.000384825-2.82016e-17j 0.000182751+5.29954e-18j -0.000206482+4.82637e-18j -0.000355512+4.66761e-18j 8.79473e-05+4.41868e-16j -0.000248253-1.97109e-15j 
0.000299395-2.58449e-15j 0.000105323-5.69246e-16j 0.000438546+4.87059e-18j -0.000252384-5.09578e-18j -0.000231103+1.02044e-18j -0.000483663-5.17069e-17j -0.000267484-8.15972e-18j -0.000153175+2.58852e-18j -0.000140499-1.18404e-18j -0.00047621+1.2934e-17j 0.000419364-9.81659e-18j 0.000391691+2.45383e-18j 0.000173992-9.97192e-19j -4.17221e-05-2.20434e-18j -0.000168444+2.41178e-17j 0.000533352-8.34381e-17j 0.000208086+5.9764e-17j 0.00018228+1.48695e-16j 0.000532279+8.95691e-17j 0.000142848-2.93627e-17j -0.000330521-8.62551e-17j 0.000318042+7.0986e-17j 0.000542646-1.52917e-17j -0.000255454+2.9837e-16j 5.60836e-05-2.40063e-17j 0.000261727-2.26905e-16j 0.000117339-7.85985e-18j -0.000554301+1.07824e-16j -0.000306857+1.0968e-16j 0.000135434-8.22748e-18j 0.000240962-1.31057e-17j 0.000118608-3.48482e-17j 6.12438e-05-6.60571e-17j -8.98039e-05+2.66834e-16j 0.000466702+8.62201e-18j 0.000291244+5.04572e-17j 0.000153815-4.09617e-17j -0.000309273-9.41499e-17j -0.000583141+7.73028e-17j -0.000264876+6.56833e-17j -9.79716e-05+6.19307e-17j 0.000324719-4.2273e-17j -0.00041936-1.0263e-17j -0.000130536+7.14915e-17j -3.54022e-05+2.37505e-17j 9.00218e-06-2.47662e-17j 0.000158299+2.18954e-18j -0.000215481+6.24708e-17j 0.000463968+4.49085e-18j 0.000153465-6.10879e-17j -0.000378975+8.90402e-17j 0.000278537+1.6281e-16j -7.74654e-05-2.27946e-17j -0.000285171+2.39662e-17j -0.000431865-5.18945e-18j -0.000111908-1.12529e-17j -0.000359619-3.99378e-17j 5.9754e-05-3.33122e-18j -0.0005143+9.68365e-17j -0.000127631-2.05708e-16j 8.60962e-05-3.93626e-17j 0.000380181+5.17759e-18j 0.000205173-2.35415e-18j 0.000124901+5.65089e-18j -0.000211909-3.70031e-18j -0.000349953+8.71539e-18j -0.000385931-3.27083e-18j 0.000405928+5.823e-17j 0.000122453-9.29324e-18j 0.000147661-1.44667e-18j 0.000249232-1.04681e-17j 0.00044507-3.26166e-17j 0.00021136+6.12919e-18j -0.000238807+5.58194e-18j -0.000411168+5.39833e-18j 0.000101716+5.11043e-16j -0.000287117-2.27967e-15j 
8.71115e-05-7.51979e-16j 3.06447e-05-1.65627e-16j 0.000127599+1.41714e-18j -7.34333e-05-1.48266e-18j -6.72415e-05+2.96905e-19j -0.000140726-1.50446e-17j -7.78267e-05-2.37414e-18j -4.45674e-05+7.53152e-19j -4.08795e-05-3.44508e-19j -0.000138558+3.76326e-18j 0.000122017-2.85622e-18j 0.000113966+7.13964e-19j 5.06245e-05-2.90142e-19j -1.21394e-05-6.41371e-19j -4.90103e-05+7.01729e-18j 0.000155183-2.4277e-17j 6.05443e-05+1.73888e-17j 5.30358e-05+4.32641e-17j 0.000154871+2.60609e-17j 4.1563e-05-8.54332e-18j -9.6168e-05-2.50967e-17j 9.25369e-05+2.0654e-17j 0.000157887-4.44924e-18j -7.43266e-05+8.68132e-17j 1.6318e-05-6.98484e-18j 7.61518e-05-6.602e-17j 3.41407e-05-2.28689e-18j -0.000161279+3.13723e-17j -8.92827e-05+3.19123e-17j 3.94057e-05-2.39386e-18j 7.011e-05-3.81321e-18j 3.45099e-05-1.01394e-17j 1.78194e-05-1.92199e-17j -2.61292e-05+7.76377e-17j 0.000135791+2.50865e-18j 8.474e-05+1.4681e-17j 4.47538e-05-1.19182e-17j -8.99855e-05-2.73937e-17j -0.00016967+2.24919e-17j -7.7068e-05+1.91111e-17j -2.85057e-05+1.80193e-17j 9.44799e-05-1.22997e-17j -0.000122016-2.98612e-18j -3.79805e-05+2.08011e-17j -1.03006e-05+6.91041e-18j 2.61926e-06-7.20594e-18j 4.60586e-05+6.37065e-19j -6.26961e-05+1.81764e-17j 0.000134996+1.30665e-18j 4.46521e-05-1.77741e-17j -0.000110266+2.5907e-17j 8.10429e-05+4.73708e-17j -2.25392e-05-6.63228e-18j -8.2973e-05+6.97319e-18j -0.000125655-1.50992e-18j -3.25607e-05-3.27414e-18j -0.000104634-1.16203e-17j 1.73859e-05-9.69247e-19j -0.00014964+2.81754e-17j -3.71352e-05-5.98525e-17j 2.50504e-05-1.14529e-17j 0.000110617+1.50646e-18j 5.96968e-05-6.84959e-19j 3.63409e-05+1.64418e-18j -6.16569e-05-1.07664e-18j -0.000101822+2.53582e-18j -0.00011229-9.51675e-19j 0.000118108+1.69425e-17j 3.56288e-05-2.70395e-18j 4.29633e-05-4.20921e-19j 7.25161e-05-3.04577e-18j 0.000129497-9.49009e-18j 6.14971e-05+1.78334e-18j -6.94829e-05+1.62411e-18j -0.000119633+1.57069e-18j 2.9595e-05+1.48692e-16j -8.35392e-05-6.6329e-16j 
-4.57164e-05+3.94641e-16j -1.60824e-05+8.69216e-17j -6.69642e-05-7.4372e-19j 3.8538e-05+7.78104e-19j 3.52885e-05-1.55817e-19j 7.38534e-05+7.89543e-18j 4.08437e-05+1.24596e-18j 2.33891e-05-3.95256e-19j 2.14537e-05+1.80799e-19j 7.27154e-05-1.97497e-18j -6.40351e-05+1.49895e-18j -5.98096e-05-3.74691e-19j -2.65679e-05+1.52267e-19j 6.3708e-06+3.36594e-19j 2.57207e-05-3.68269e-18j -8.14407e-05+1.27407e-17j -3.17738e-05-9.12572e-18j -2.78333e-05-2.27051e-17j -8.12769e-05-1.36768e-17j -2.18124e-05+4.48356e-18j 5.04692e-05+1.31708e-17j -4.85636e-05-1.08393e-17j -8.28598e-05+2.33497e-18j 3.90068e-05-4.55598e-17j -8.56373e-06+3.66566e-18j -3.99647e-05+3.46475e-17j -1.79171e-05+1.20017e-18j 8.46396e-05-1.64643e-17j 4.68558e-05-1.67477e-17j -2.06802e-05+1.2563e-18j -3.67939e-05+2.00118e-18j -1.81109e-05+5.32118e-18j -9.35167e-06+1.00866e-17j 1.37127e-05-4.07445e-17j -7.12635e-05-1.31655e-18j -4.44718e-05-7.70461e-18j -2.34869e-05+6.25469e-18j 4.72247e-05+1.43763e-17j 8.90433e-05-1.18038e-17j 4.04455e-05-1.00296e-17j 1.49599e-05-9.45657e-18j -4.95833e-05+6.45491e-18j 6.40345e-05+1.56712e-18j 1.99323e-05-1.09165e-17j 5.40576e-06-3.6266e-18j -1.3746e-06+3.7817e-18j -2.41717e-05-3.34333e-19j 3.29031e-05-9.53903e-18j -7.0846e-05-6.85734e-19j -2.34335e-05+9.32788e-18j 5.78679e-05-1.35961e-17j -4.25315e-05-2.48604e-17j 1.18286e-05+3.48064e-18j 4.35445e-05-3.65955e-18j 6.5944e-05+7.92408e-19j 1.70879e-05+1.71828e-18j 5.49124e-05+6.09834e-18j -9.12419e-06+5.08663e-19j 7.85316e-05-1.47865e-17j 1.94887e-05+3.14107e-17j -1.31465e-05+6.0105e-18j -5.80521e-05-7.90597e-19j -3.13291e-05+3.59468e-19j -1.90718e-05-8.62868e-19j 3.23577e-05+5.65022e-19j 5.34364e-05-1.33081e-18j 5.893e-05+4.99442e-19j -6.19835e-05-8.89148e-18j -1.86981e-05+1.41904e-18j -2.25472e-05+2.209e-19j -3.80567e-05+1.59843e-18j -6.79604e-05+4.98043e-18j -3.22739e-05-9.35902e-19j 3.64648e-05-8.52339e-19j 6.27837e-05-8.24303e-19j -1.55315e-05-7.80341e-17j 4.38416e-05+3.48096e-16j 
0.000226757-1.95745e-15j 7.97701e-05-4.31138e-16j 0.000332148+3.68891e-18j -0.000191151-3.85946e-18j -0.000175034+7.72863e-19j -0.000366319-3.91619e-17j -0.000202588-6.18004e-18j -0.000116012+1.9605e-18j -0.000106412-8.96774e-19j -0.000360674+9.79601e-18j 0.000317619-7.43492e-18j 0.00029666+1.85849e-18j 0.000131779-7.55256e-19j -3.15996e-05-1.66953e-18j -0.000127577+1.82664e-17j 0.000403952-6.31946e-17j 0.000157601+4.52643e-17j 0.000138055+1.12619e-16j 0.00040314+6.78382e-17j 0.000108191-2.22388e-17j -0.000250331-6.53282e-17j 0.000240879+5.37636e-17j 0.000410991-1.15816e-17j -0.000193477+2.2598e-16j 4.24768e-05-1.8182e-17j 0.000198228-1.71854e-16j 8.88702e-05-5.95292e-18j -0.000419819+8.16641e-17j -0.000232409+8.30697e-17j 0.000102575-6.23136e-18j 0.000182501-9.92601e-18j 8.98315e-05-2.63935e-17j 4.6385e-05-5.00305e-17j -6.8016e-05+2.02096e-16j 0.000353472+6.53017e-18j 0.000220584+3.82155e-17j 0.000116497-3.10237e-17j -0.000234238-7.13076e-17j -0.000441661+5.85479e-17j -0.000200613+4.97475e-17j -7.42021e-05+4.69053e-17j 0.000245937-3.20168e-17j -0.000317616-7.77305e-18j -9.88656e-05+5.41465e-17j -2.6813e-05+1.79882e-17j 6.8181e-06-1.87575e-17j 0.000119893+1.65832e-18j -0.000163202+4.73143e-17j 0.000351402+3.40129e-18j 0.000116232-4.6267e-17j -0.000287029+6.74375e-17j 0.00021096+1.23309e-16j -5.8671e-05-1.72642e-17j -0.000215984+1.81516e-17j -0.000327087-3.9304e-18j -8.47575e-05-8.52278e-18j -0.00027237-3.02482e-17j 4.52567e-05-2.52301e-18j -0.000389523+7.33424e-17j -9.66653e-05-1.558e-16j 6.52078e-05-2.98125e-17j 0.000287943+3.92142e-18j 0.000155395-1.78299e-18j 9.45977e-05+4.27989e-18j -0.000160497-2.80255e-18j -0.000265049+6.60089e-18j -0.000292297-2.47727e-18j 0.000307443+4.41024e-17j 9.2744e-05-7.03855e-18j 0.000111836-1.09568e-18j 0.000188764-7.92833e-18j 0.000337089-2.47033e-17j 0.000160081+4.64214e-18j -0.000180868+4.22767e-18j -0.000311412+4.0886e-18j 7.70376e-05+3.87055e-16j -0.000217458-1.72658e-15j 
8.21642e-05-7.09272e-16j 2.89043e-05-1.56221e-16j 0.000120352+1.33666e-18j -6.92628e-05-1.39846e-18j -6.34226e-05+2.80043e-19j -0.000132734-1.41901e-17j -7.34067e-05-2.23931e-18j -4.20363e-05+7.10378e-19j -3.85578e-05-3.24942e-19j -0.000130688+3.54954e-18j 0.000115088-2.69401e-18j 0.000107493+6.73416e-19j 4.77494e-05-2.73663e-19j -1.145e-05-6.04946e-19j -4.62269e-05+6.61875e-18j 0.00014637-2.28983e-17j 5.71058e-05+1.64013e-17j 5.00237e-05+4.0807e-17j 0.000146076+2.45808e-17j 3.92025e-05-8.05812e-18j -9.07063e-05-2.36713e-17j 8.72815e-05+1.9481e-17j 0.00014892-4.19655e-18j -7.01054e-05+8.18828e-17j 1.53912e-05-6.58815e-18j 7.18269e-05-6.22705e-17j 3.22017e-05-2.15701e-18j -0.000152119+2.95906e-17j -8.42121e-05+3.00999e-17j 3.71677e-05-2.2579e-18j 6.61282e-05-3.59664e-18j 3.255e-05-9.56354e-18j 1.68074e-05-1.81283e-17j -2.46452e-05+7.32284e-17j 0.000128079+2.36617e-18j 7.99274e-05+1.38472e-17j 4.22121e-05-1.12413e-17j -8.4875e-05-2.58379e-17j -0.000160034+2.12145e-17j -7.26911e-05+1.80258e-17j -2.68868e-05+1.69959e-17j 8.91141e-05-1.16011e-17j -0.000115087-2.81653e-18j -3.58235e-05+1.96197e-17j -9.71556e-06+6.51795e-18j 2.47051e-06-6.7967e-18j 4.34427e-05+6.00884e-19j -5.91354e-05+1.71441e-17j 0.000127329+1.23244e-18j 4.21162e-05-1.67646e-17j -0.000104004+2.44357e-17j 7.64402e-05+4.46805e-17j -2.12591e-05-6.25561e-18j -7.82607e-05+6.57716e-18j -0.000118519-1.42416e-18j -3.07115e-05-3.08819e-18j -9.86918e-05-1.09603e-17j 1.63985e-05-9.142e-19j -0.000141142+2.65753e-17j -3.50262e-05-5.64532e-17j 2.36277e-05-1.08024e-17j 0.000104335+1.42091e-18j 5.63065e-05-6.46058e-19j 3.4277e-05+1.5508e-18j -5.81552e-05-1.01549e-18j -9.60391e-05+2.3918e-18j -0.000105913-8.97626e-19j 0.0001114+1.59803e-17j 3.36053e-05-2.55038e-18j 4.05232e-05-3.97015e-19j 6.83977e-05-2.87279e-18j 0.000122142-8.95112e-18j 5.80045e-05+1.68206e-18j -6.55367e-05+1.53188e-18j -0.000112839+1.48149e-18j 2.79142e-05+1.40248e-16j -7.87947e-05-6.25619e-16j 
