-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
0.00824567+0.00549718j 0.00570345+0.00706818j 0.000780448+0.00907789j -0.00218376+0.00228468j -0.00763315-0.0107328j 0.00166197-0.00743593j -0.0129624-0.00356116j -0.00685788-0.0134423j -0.0075626+0.00096841j 0.0084919+0.0023518j 0.0101042-0.00883055j -0.00118013+0.00454695j 0.000895869+0.00426939j -0.000503087+0.00473282j 0.0035411+0.0021283j 0.00293726-0.00519183j -0.0162644-0.0128151j 0.00419973-0.000684449j 0.00564051+0.00777874j -0.00341244-0.0139766j -0.00175484-0.00125216j 0.00721452-0.00740157j -0.0159286-0.000408921j -0.00128695+0.00501084j -0.0134338+0.010387j -0.0192771-0.0122429j 0.00639285-0.00620096j -0.00513425+0.010535j -0.00771014-0.00484311j 0.0152357+0.011241j 0.00620537+0.00715455j 0.0108332-0.012961j -0.0145901-0.000577775j 0.0164474+0.0191537j 0.0104832-0.0211223j 0.0210343+0.00907542j 0.00151103-0.0292035j -0.00792007+0.0289802j -0.00120138+0.0170293j 0.0101572-0.0114585j 0.0121276-0.0179264j -0.00149555-0.00727066j -0.00696221-0.0246956j -0.0160629+0.0139612j -0.0105659-0.0202792j 0.0125111-0.00835169j 0.0263416+0.00183972j 0.00712073+0.00865917j 0.000920824+0.0302941j -0.00432923+0.0256219j -0.00195658-0.0216662j 0.0287255-0.0161049j -0.0285647+0.0140593j 0.000771116-0.0104369j 0.0334912-2.60751e-05j -0.00730059+0.00735506j 0.0136207+0.0163353j 0.0195155+0.0119208j -0.0253167+0.000407086j -0.0109224+0.0064944j -0.0100375-0.0144428j 0.00383824-0.0102161j -0.0179749-0.0234359j 0.0150694+0.00759662j -0.0265273+0.0197924j 0.00654988+6.05331e-05j 0.00222839-0.0275271j 0.00592662-0.00520558j -0.00174658-0.000133274j 
-0.00255712-0.00405063j 0.00880747+0.00555107j 0.00649682-0.00328036j -0.00447806-0.00119893j 0.00135174-0.00327089j -0.00304433-0.00317478j 0.00139933+0.000541698j 0.00275244+0.00130647j -0.00267455-0.000470158j 0.00280738-0.00276j -0.00398683+0.00659574j -0.00716322-0.000785108j 0.00394717-0.00955602j 0.00316802-0.00329155j -0.00781612-0.00280676j 0.000832778+0.00715355j 0.0016177-0.0104712j 0.00543813+0.0130148j -0.0040363-0.00962416j 0.0201792+0.0149982j -0.0123605+0.00730001j -0.00473289-0.00664554j -0.0055217-0.00602807j -0.00221301+0.00185174j 0.00115552-0.00765516j -0.00761233+0.00570284j -0.0185563-0.0193632j -0.000946041-0.00115183j 3.01768e-05+0.00160883j -0.00966998-0.00502528j 0.00727521+0.00357865j 0.00622648+0.000128183j -0.0162359+0.00509491j 0.0136006+0.0177397j -0.000619784-0.00754245j 0.0119285+0.0164481j 0.00927773-0.00602516j -0.00252945-0.0171164j 0.00151821-0.0100702j 0.01009-0.0033902j 0.0131796-0.012469j 0.0174484+0.00449244j 0.00883969-0.00433638j 0.000776756-0.0165724j -0.0164608+0.00468736j 0.0352639-0.00241027j 0.0195392+0.00171038j -0.00785256-0.0427521j -0.0047772-0.0134298j -0.0104885+0.0191058j -0.0190134+0.0163578j 0.0255891+0.0253784j -0.0175964+0.0179679j 4.5903e-05+0.00505861j 0.0379734+0.0143529j 0.010501+0.0184596j -0.0220472+0.022236j 0.00882227-0.00573296j 0.0173404+0.0108685j 0.00428286+0.00938352j 0.00853293+0.00793452j -0.0118625-0.0152618j -0.00940903+0.0177246j 0.0142289-0.00612714j -0.0117808+0.0172026j 0.00888884-0.00967228j -0.009663-0.015161j 0.00668915-0.00586037j 2.38649e-05+0.00182099j 
0.0054199-0.000618293j -0.00345999+0.00549791j 0.000984594+0.00323929j 0.0120465+0.00241941j -0.00808208-0.00898813j 0.00880936+0.00627153j -0.00486132-0.00457954j 0.00714312-0.00332178j -0.000986809+0.00514407j -0.00723695+0.00388396j 0.00601411+0.00427408j -0.0087801-0.00111518j 0.0103653-0.00348679j -0.00605263-0.00115766j 0.000665883+0.0067329j 0.00275948+0.0165552j 0.00118376-0.00804338j -0.00293658+0.00490052j 0.00664258-0.010152j 0.0107356-0.00731596j 0.00952927-0.0127149j -0.00756042-0.0112246j -0.014051+0.0112352j -0.00309939-0.00485566j 0.0028423+0.00852694j -0.00745711-0.01121j 0.0165427+0.00765851j 0.00370619+0.00131282j -0.000631588+0.00580509j 0.000748236-0.00150346j 0.00901815-0.00216105j -5.36148e-05+0.0021821j -0.00437924+0.00463856j 0.00556775+0.00452439j 0.00284113-0.00310025j 0.00194424+0.00772927j 0.00599491+0.0140669j 0.00887181-0.0155284j -0.0215223-0.00387202j -0.0180906-0.00794777j -0.0154433-0.00330503j 0.0083026+0.0186223j 0.00495989-0.0168706j 0.0115666-0.0121658j -0.00451445-0.00951764j 0.00605259-0.00603694j -0.019781-0.0157696j 0.00389148-0.0516166j -0.000699218-0.0247839j -0.00711989+0.0147061j -0.0229933+0.0306763j 0.00885644-0.0048524j 0.0138971-0.0176443j -0.0104793+0.0113626j 0.0187222-0.0212436j 0.00279489+0.0274228j -0.0234428-0.0107842j 0.0132049-0.0261954j 0.0412972+0.011679j 0.0133369-0.0236174j -0.00781813+0.0254855j 0.00160847-0.0130663j 0.00378035+0.0165719j 0.00634997+0.00197606j -0.00378047+0.00498749j 0.00248538+0.00350448j 0.00292021-0.000387373j 0.000434056-0.00228411j -0.00447162+0.0101598j 
-0.00149429+0.00196988j -0.00847673-5.73896e-05j -0.00549761+0.0058804j 0.0083194+0.00211924j -0.00630788-0.00752999j 0.0109555-0.0026225j -0.00843799+0.00358101j -0.00481544-0.00281293j -0.00346185+0.00052596j 0.00328324+0.00226498j 0.0140827+0.0085491j 0.00159281-0.00031978j 0.00970179+0.00485044j 0.0101572-0.0140664j -0.00606601-5.2496e-05j -0.00232945+0.0164162j 0.00519966+0.00146053j 0.00579445+0.000658682j -0.00563178-0.0162993j 0.0288007-0.0195083j 0.0292728-0.00373638j -0.0270362-0.0130306j 0.00538891+0.0126151j -0.00264589-0.00639129j 0.0026823-0.0060265j 0.00175027-0.0104481j 0.00237668+0.00220016j 0.0033602-0.00377437j -0.00144316+0.00198432j -0.0140237+0.00599297j -0.0142477-0.00403821j 0.0064857+0.0041428j -0.00164369+0.00263658j -0.00141268-0.00110275j 0.00444484-0.00651555j 0.000244132-0.00586536j -0.010066-0.00458276j -0.00132067+0.000407051j 0.0183889-0.00159217j 0.00812388+0.0171929j 0.00568401+0.00694902j -0.00756433-0.0043357j -0.00328353+0.00929814j -0.00106593+0.00446678j -0.00113108+0.0113569j -0.000524943-0.00702867j 0.0073232+0.0195455j -0.0179709+0.0249415j 0.00229201-0.00423064j 0.0108152-0.00917569j 0.0177625-0.00374961j -0.00461726+0.0214736j -0.0111181+0.0185377j -0.00395166-0.00650858j -0.00156639+0.0167853j 0.00814154-0.013092j 0.00725265+0.00562403j -0.00737105+0.00609938j -0.0106008+0.00151282j -0.00132444+0.00415861j 0.0187136-0.000869539j -7.42867e-05-0.000430664j -0.00319275-0.00347742j -0.00279515+0.00407626j -0.000170092+0.00514081j 0.00143842-0.00705639j -0.00374494-0.00447081j 0.00126205+0.00130847j 0.00484643-0.00633233j 
-0.000595115+0.00816084j -0.00117588-0.00093032j -0.00645066+0.00850065j 0.00124807+0.00571283j 0.00175525-0.00743804j -0.00418484-0.011913j -0.00393395+0.00139096j 0.00106512-0.00660388j 0.00215899+0.00184677j 0.00198197+0.00350564j 0.00213963-0.017807j -0.0109964-0.00277164j 6.00622e-05+0.00264412j 0.00089658-0.00162304j -0.0181066+0.0102234j 0.00620818-0.00521385j -0.0254226-0.00203003j 0.00583682-0.0152978j 0.00881402-0.013512j 0.001122-0.00273603j -0.00779612-0.00473068j -0.0109007+0.000813565j 0.00733274+0.00904315j -0.00298375+0.00927416j -0.00456026+0.00568052j -0.0170833-0.00467949j 0.00310681-0.00503978j -0.0046049+0.00321451j -0.011273-0.0103949j 0.0100485+0.000847252j -0.00522462-0.00211263j -0.00254738+0.00110989j 0.00543418+0.000292295j 0.000322284-0.00737934j -0.00717246+0.00881236j 0.00154427-0.00439201j -0.00625918+0.0108639j -0.0114372-0.00410336j 0.00320349+0.0119603j 0.00196042-0.000252554j -0.0133096+0.00716229j -0.00065026+0.00311477j -0.00909405-0.00444845j 0.012866+0.00988359j 0.00856077+0.00597135j -0.016064+0.0081834j -0.00863268-0.0161753j -0.0043151+0.00413971j 0.0174374+0.00502603j 0.00148707-0.0117697j 0.00184467+0.0115691j -0.0287509-0.0149395j 0.0174985-0.00654755j -0.00645422-0.0112402j -0.0175996-0.00684614j 0.00984499-0.0113761j 0.010568-0.0134897j -0.00816983-0.00211669j 0.00218858+0.00499989j -0.00594248-0.0114635j 0.0212066-0.0108119j 0.00220871+0.00577084j 0.0112858-0.00375984j 0.0106593+0.00292642j -0.000105157-0.0115956j 0.00106628+0.00978232j 0.0123812+0.00440227j 0.000201694+0.00900731j 0.00414302-7.15257e-05j 
-0.0065152+0.00248381j 0.000735445-0.000350345j 0.00286248+0.00318392j 0.00389617+0.000523496j 0.000422478-0.00473902j -0.00106294-0.0052746j 0.00362221+0.00357228j 0.0109107-0.00408295j 0.00255421+0.00552611j -0.00732766-0.00128443j -0.0011684+0.00821701j -0.0107036+0.00101214j 0.00893598-0.00246423j 0.00224332-0.00331836j -0.00669318-0.00377826j -0.0145705+0.0144628j 0.00632228+0.00913735j -0.00224613-0.0085333j -0.0184213-0.00373049j 0.000251528-0.0027873j -0.00310677-0.00504526j -0.00181286+0.00341555j -0.002571-0.00166465j -0.000561329-0.00122566j -0.00325187+0.0105898j -0.00804462+0.00499938j -0.00130154-0.00619516j -0.00116327-0.00397955j -0.00342197-0.00721177j -0.00136947-0.00481087j -0.00083042-0.00587682j 0.00445388+0.00934626j 0.00450586+0.00775251j -0.00573487-0.0122244j 0.00595229+0.00674306j -0.00368611-0.00655793j -0.0139192+0.00748084j 0.0210768+0.00781887j -0.0141083-0.00238318j -0.00207121+0.0138166j -0.00175695-0.0114315j -0.00419157+0.0028716j 0.0258508+0.0210901j -0.017395-0.00706747j -0.0188138+0.0155849j -0.0373222-0.0318547j -0.0225103+0.0336077j -0.0365737+0.0209225j 0.0121779+0.00359166j 0.017178-0.00715258j -0.0170276+0.0205462j 0.0392959+0.0117544j -0.0124799-0.00853656j -0.00681902-0.0255309j 0.00255383-0.000762806j -0.0329995-0.00897714j -0.0141282+0.0143282j 0.0148241+0.012533j -0.0139149+0.0185152j 0.00306435+0.0150772j -0.0268584+0.00161693j 0.00622857-0.00680901j -0.00719626-0.000245708j -0.0131378+0.00220696j 0.00104668+0.00225153j 0.00337712+0.00221041j 0.0045818+0.00148501j 0.00301055+0.00740829j 0.00296069+0.00326068j 
-0.00067946-0.000752642j -0.0146533-0.00669587j 0.00450542-0.00197947j 0.00188334+0.00045477j 0.00131982+0.00337572j 0.0013163+0.000358794j 0.00768087+0.00514908j -0.00856948-0.00999602j 0.00488019-0.00556439j 2.76614e-05-0.00476128j -0.00604592-0.0243342j 0.00864722-0.00338342j -0.0100886+0.0106189j -0.00027413-0.0104793j -0.00313839+0.0135699j 0.0105489-0.011312j -0.0112687+0.00717243j 0.00539273+0.00901223j 0.00890093+0.0129187j 0.000124496-0.0180373j -0.0017863-0.00524712j 0.00756859+0.0134331j 0.0147239-0.00267286j 0.00359931+0.0048408j -0.00696802-0.00236487j 0.00719876-0.00682109j 0.00549844+0.00475427j 0.00458274-0.00257238j 0.0101135+0.0128451j -0.0188125-0.00250562j 0.000936797-0.000240296j 0.000657973+0.00957003j -0.00206198+0.00300952j -0.00452401+0.00190664j 0.00577091-0.000102869j -0.00554839-0.00303616j 0.00334742+0.000524942j 0.0129455-0.00943905j -0.00157258-0.0169129j 0.000171656+0.00362211j 0.0076069+0.00192812j 0.00196824+0.00494606j 0.0211898+0.0140291j -0.00268823-0.0244222j -0.00572591+0.0122908j 0.0059017-0.019717j -0.00625791+0.015985j -0.0165871-0.0137523j -0.00757017-0.0230553j 0.000876532-0.000991106j -0.00827386+0.00853783j 0.0244392+0.0326375j -0.0168387+0.00804944j -0.00397699+0.00257602j 0.0146392+0.0152671j -0.00567143+0.00221197j -0.018295+0.0211391j -7.80692e-05+0.00139994j 0.0183945+0.00147488j 0.0128447+0.0041052j -0.00469142+0.00963626j -0.0050743-0.00646733j 0.00166964+0.0174556j -0.0119982-0.00541561j 0.00583036+0.00801883j -0.00271557-0.0101254j -0.00946347+0.00414358j -0.00361372-0.0025062j 0.000637755+0.00222702j 
-0.00244869-0.00145478j -0.00914368-0.000661221j -0.0103817+0.00457041j 0.0109282-0.00540883j -0.0052092+0.00364705j 0.000123325-0.00960059j 0.00322733+0.00137625j 0.00794105+0.00740352j 0.00350797+0.0047907j -0.015564+0.00813629j -0.00900444+0.00905572j 0.0001916-0.00691542j -0.0129298-0.00470376j -0.00268206-0.000972061j -0.0138442+0.00644031j -0.002853-0.00527177j -0.00430316+0.0183488j -0.0120667-0.0141011j -0.00917179-0.00347139j -0.00894292+0.0108423j 0.00840734-0.00667363j 0.000735697+0.00570705j 0.0115424+0.00355992j 0.00748845+0.00596525j 0.0156785+0.00822163j 0.00373649+0.00805529j 0.00737525+0.0115025j 0.00474609-0.00291971j -0.00015099+0.00159107j -0.00287504+0.00631978j -0.0026498-0.00240367j 0.00609538+0.00708836j -0.00916275+0.00210174j 0.00768323+0.0101172j -0.00399339-0.0121075j 0.00865584-0.00208195j -0.00593845-0.0163571j 0.000437832-0.00277783j 0.0108896+0.00150884j 0.00204185+0.00347977j 0.00392596-0.00368328j -0.000165745-0.000579386j -0.00415108-0.013021j -0.00637098+0.00103466j -0.00981157+0.00375772j 0.00141763-0.00195278j 0.0123766+0.00184428j -0.0035549-0.00721762j 0.00290858+0.00991612j 0.00850905+0.0159877j -0.0107959-0.00692258j 0.00167334+0.00289678j -0.0282421+0.0275732j -0.00321171-0.0149421j 0.0229807+0.0127484j 0.0107312-0.00172486j 0.00971557+0.0191859j 0.00450088-0.00100382j -0.00349233-0.00381596j -0.00810361+0.001554j 0.00225759-0.0106072j -0.000521809+0.00191034j -0.0116368-0.000801548j 0.00490043-0.00399145j -0.00643208+0.0114198j 0.00230268-0.0089462j -0.0109544-0.014223j 0.00290595-0.00458466j -0.00583849+0.00260193j 
0.00647245+0.00194165j -0.00901441+0.00244944j 0.000275024-0.00271985j 0.0044228+0.00284831j 0.000488411-0.000161537j 0.00811642+0.0170113j -0.0074764-0.00397882j 0.00438504-0.00340599j 0.00327886+0.00465535j -0.010331+0.00187089j -0.00980576-0.0089048j -0.00736734+0.00479344j -0.00755913-0.012552j -0.00446729+0.0118768j 4.19798e-05+0.00315396j 0.0230833+0.00268874j -0.0166709-0.0103817j 0.00204827+0.0158514j 0.017044-0.0102133j 0.00498227+0.0161895j -0.0119791-0.00356053j 0.00141866-0.0012047j -0.00970874+0.0113913j 0.00410549-0.00169002j 0.0176881-0.00282046j -0.00783176-0.00492232j 0.00183417+0.000750277j 0.000806942-0.00170658j 0.00424837+0.00839654j -0.00861799+0.0038565j -0.00469375+0.000310613j 0.00224612-0.000732307j 0.00457843-0.00135762j -0.0054753-0.0021142j 0.00785663-0.000421277j -0.00291971-0.00634177j -0.00612324-0.00572292j 0.00010531+0.00457826j 0.0105149-0.000349755j 0.00980791+0.00305865j 0.00167476+0.00143325j 0.000224679-0.00853102j 0.000777888+0.00874275j 0.00045008+0.0126142j 0.00671569+0.0006478j 0.00888827+0.000703744j 0.0158371+0.0147693j -0.00643621+0.0249357j -0.00548151-0.000543947j 0.00440201-0.0129907j 0.0214891-0.00223401j 0.00404955+0.0153332j -0.000367425+0.0108628j -0.00125899+0.00303313j -0.00447631+0.0111918j -0.000757726-0.00395321j 0.00166361+0.0041047j -0.00628889+0.00804199j -0.0146458+0.00306469j 0.00293964+0.00634544j 0.00780715+0.00376501j 0.000835729+0.00167482j -0.00214509-0.00580838j -0.00688292+0.00243294j 0.00156044+0.0010516j -0.00139632-0.00292713j -0.00146255-0.000165105j -0.00215101-0.00379933j 0.00200174-0.00669661j 
0.000667418+0.00285868j 0.00519118+0.000882814j -0.0108675-0.00136959j -0.00529945+0.00121452j 0.00773615+0.00833123j -0.00316869+0.00318393j -0.00408951-0.00165608j -0.00114751+0.00194259j 0.0122986-0.00604623j -0.00261382-0.00515548j 0.00109878+0.00706047j 0.00935932+0.00134827j -0.000766606-0.00929732j 0.00289578+3.24482e-05j -0.00278947-0.0345397j 0.00178137-0.00570669j -0.00184119-0.00511393j 0.0170152-0.0116718j -0.00802649-0.00436941j -0.00923254+5.78327e-06j 0.0081235+0.00411916j 0.00471405+0.00154172j 0.0182971+0.00949354j -0.00568951+0.00664172j 0.00941673+0.00244118j 0.00104772-0.00137002j 0.000371225+0.000337826j 0.00308489+0.00357396j -0.00517307-0.00212654j 0.00682146-0.00202143j 0.0127413+0.00355365j 0.00645561-0.0121223j 0.00094055+0.00499403j 0.00192702-0.00284063j 0.00588036+0.00216031j -0.00015176+0.0148694j 0.0119369+0.00131893j -0.0116574+0.00116496j -0.0225453+0.00331508j -0.00102108-0.00375648j -0.000147844-0.0112371j 0.0150801-0.0157092j 0.00783781+0.00495276j -0.00779752+0.00670431j 0.00118203-0.0217883j 0.0365205+0.00655348j 0.00310504-0.00117914j 0.0071995-0.0152911j -0.0171576-0.00389094j -0.0163631+0.00758607j -0.0049921+0.0192758j 0.032205+0.0048309j 0.0417599-0.0156091j 0.00832263+0.0194647j 0.00856461-0.0163959j -0.00879432+0.00541266j -0.0176898-0.0106131j 0.0134656-0.00147027j 0.013599+0.00871736j 0.01265+0.0042541j -0.000149885+0.0173961j -0.00349944-0.00955003j -0.00305149-0.00635114j 0.00636093-0.00372072j -0.0021067+0.0022765j 0.000848552+0.000184587j 0.00375115-0.012009j 0.00036788-0.00037381j -0.000429895+0.00225913j 
-0.00693914+0.00112911j -0.00494797-0.00745249j 0.00370189+0.00904705j -0.000784977-0.000651632j -0.000946614+0.00133036j 0.00121919-0.0031864j 0.000113857+0.00405981j 0.00127738+0.0153161j -0.00660987+0.00609777j 0.0193751+0.00828174j 0.00140241-0.00797466j -0.000856056-0.00624824j -0.0106425+0.00851555j 0.00392519+0.0156658j 0.0036444+0.0228654j 0.00847192-0.0263381j -0.0177325+0.00032033j -0.00649394-0.00360483j 0.0143652-0.0203262j 0.00838843+0.00888392j -0.00120272+0.00814558j -0.011409-0.00835873j 0.00846071+0.000439274j 0.0037033-0.00193189j -0.00370078-0.00914354j 0.00535958+0.00427074j -0.00313767-0.000892062j -0.00146486+0.00200178j -0.00137187-0.00528421j -0.0057216-0.000662184j -0.00440056-0.00567547j -0.000433701+0.0108947j -0.00108405+0.000339215j -0.00506022+0.000109387j 0.00221333+0.00305088j -0.00446163-0.00642847j -0.00527341+0.0031575j 0.019695-0.00289736j -0.00977979+0.00318455j -0.00100834+0.00168153j -0.00338246+0.000508441j 0.00424023+0.0143572j 0.0191821+0.00446867j -0.0056571-0.0163565j -0.0105541+0.0136896j -0.0239807-0.0215481j -0.0181687+0.0109479j -0.0265861-0.0128254j 0.00740304-0.00662591j 0.00691696+0.000449491j -0.0188413+0.0193835j 0.0169746+0.00635195j -0.0145905-0.00580791j -0.00710093-0.0121474j 0.00626638+0.00229377j -0.0112767+0.000928327j -0.0148508+0.0126125j 0.00709055+0.00333435j 0.00738344+0.00738726j 0.00534622-0.00164507j -0.0130117+0.00434046j -0.00182088-0.00424177j 0.00193941+0.00926433j -0.00661121+0.000175822j 0.00348518+0.00107553j -0.00123137-6.26427e-05j -0.000828098+0.00571188j -0.00156983+0.00649682j 0.00168912+0.00506279j 
-0.000844549+0.00281504j -0.00812304-0.00330545j -0.000255721+0.00952512j 0.00180189+0.0030052j -0.00143517-0.0122662j 0.0114746-0.0045578j -0.00351434-0.00124632j -0.0194021+0.0107176j -0.00207848+0.00468407j -0.00698614+0.0104685j 0.0140798+0.0178626j 0.00998714+0.00782195j -0.0148626+0.00644596j 0.00790399+0.0210683j 0.00267638-0.0176588j 0.00306526-0.012814j -0.0064202-0.00789856j -0.00192317-0.00599221j 5.5237e-05+0.010385j -0.0153758+0.00875965j 0.00424539+0.00381367j 0.0111006-0.0097931j -0.00426236-0.000811912j 0.00330471-0.000121236j -0.00366787-0.00100885j 0.00839945+0.00280782j -0.000173741+8.29982e-05j 0.00153653+0.00241283j -0.00157767-0.00201082j -0.00229558+0.00207414j -0.0102517-0.00209293j -0.00527478+0.01055j -0.000158359-0.00489272j -0.00452431+0.00408659j -0.00482821-0.000660171j 0.00159527-0.0125022j -0.00296242-0.0113135j 0.0049806+0.00143498j 0.0173052+0.0176651j 0.0101326-0.00358046j -0.000256222+0.00356693j 0.0129393+0.0220366j -0.0146109-0.00546465j 0.00537147-0.0043992j 0.000686808+0.00818337j -0.0151649+0.00281598j 0.0115882-0.00361916j -0.0186956-0.0146504j 0.0110314-0.00124092j 0.00610405-0.000887629j -0.016851+0.00529609j -0.0167889-0.00360308j -0.0237874+0.0202172j -0.00956771-0.0133807j -0.00873789+0.0137987j 0.0145181-0.00779546j 0.000931385+0.0100154j -0.00553403+0.00713509j 0.000345648-0.000207798j -0.00956966+0.000732846j 0.00600585+0.00319067j -0.00237438+0.00187j 0.0031935+0.00605522j 0.00116577+0.00266333j 0.00538387-0.00242243j -0.00572252-0.000977994j -0.000937676+0.00734059j -0.00295448+0.00065961j -0.000239292+0.000335922j 
0.00269467+0.00442275j -0.0033555+0.000442563j 0.00164095+0.00220612j -0.00513404+0.00201733j 0.0176551+0.00231538j -0.00460793+0.0149105j -0.00666192+0.00866829j -0.00358946+0.0084002j 0.00982115-0.000155494j -0.000276193-0.00879454j -0.00460851-0.00765428j 0.00907867+0.0039788j 0.00762769-0.00642608j -0.00585863-0.00351064j 0.00647057-0.0257807j 0.00645132+0.00204658j 0.00526259-0.0112453j 0.0151312+0.00146599j 0.00584677-0.00313522j -0.00785955-0.000412933j 0.00436543-0.00118497j 0.00721992+0.00259726j 0.00946427+0.00395875j -0.00725468+0.00178969j 0.00682866-0.00285921j 0.00883335+0.00157076j -0.0035515-0.00599428j 0.00388651-0.000264735j 0.00345076+0.00214557j -0.00495821-0.00339056j -0.00382523-0.000211675j 0.000186659+0.0169395j -0.00141859+0.00204815j -0.000742349-0.00380673j 0.000741731+0.00259987j -0.00220369-0.00953551j -0.00859529+0.00863705j 0.0196484-0.0120461j 0.0013818-0.0121116j -0.00810321+0.00622416j -0.00345687+0.0063587j -0.0135257+0.00641937j 0.0144621-0.0022257j -0.00852335-0.0148006j -0.00914688+0.0166264j -0.0350827-0.00882756j -0.0273765+0.0177249j -0.00954729+0.0137157j 0.01139-0.00299251j 0.0101804-0.000586993j 0.000752165-0.00028688j -0.00865521+0.00639659j -0.0332852+0.00646335j -0.00754306-0.0160036j 0.00952282+0.00979053j -0.00530935+0.00460566j 0.00846834+0.0136462j -0.00291068-0.00575067j -0.00507185+0.00340472j -0.00683605-0.00217037j -0.012686-0.0100518j 0.00426023+0.00503029j -0.00177212+0.00964632j -0.00902577-0.00554916j 0.000705283-0.000306598j -0.000635174-0.00302613j -0.000839781+0.00816149j -0.000172459+0.00261357j 0.00267741+0.00278705j 
-0.000749869+0.00567722j -0.00690799+0.00807195j 0.00419901-0.00313979j -0.00208665+0.00191404j 0.00903323+0.00205346j 0.0152604+0.00735822j 0.0172306+0.00522728j -0.0105846-0.00473225j -0.0171984+0.00629401j 0.00342672-0.0177832j -0.0270427+0.00275754j -0.013599-0.0194443j 0.00559464-0.00779263j -0.0180296+0.00486733j 0.00158445+0.0166372j 0.00805461+0.00744543j -0.000553465-0.00764669j -0.00693456-0.00611754j 0.0140443-0.0149869j -0.00707051-0.00715393j 0.000703369-0.000969423j -0.0101435-0.00696836j -0.00264218+0.00371412j -0.00276073+0.0129384j -0.00313174+0.00314846j -0.00408128-0.00261041j 0.00762115+0.00182342j 0.00597912+0.00277725j -0.00320657+0.000961171j 0.00333318-0.00770276j 0.00121731+0.00502206j -0.000208159-0.00563975j 0.000416466-0.00152962j 0.00168399-0.00107266j 0.00995817+0.00899894j 0.00785319-0.00270235j 0.00470784-0.0139951j -0.00852476+0.000974517j 0.0141595+0.0208756j 0.0183934-0.00317279j 0.00198781+0.00832222j 0.0150223-0.014259j -0.00651143-0.00828594j 0.0105166+0.0223826j 0.0121038-0.0187622j 0.0260289+0.0101491j 0.00687324+0.00301415j -0.0080512+0.000501937j -0.0100153-0.00578254j -0.00391986-0.00600642j 0.0144381+0.0175636j -0.0063556+0.00946513j 0.00923397-0.000325033j 0.00185083+0.0126741j -0.00474153+0.00446021j -0.000933182+0.0098392j -0.0038486-0.00101498j -0.00780168-0.000200529j -0.0124992+0.000266795j 0.00352608-0.00158833j 0.0103292+0.0130322j -0.000393119+0.0055252j 0.00418068-0.00753887j -0.00295366+0.00153709j -0.00310028-0.00183793j -0.00116385+0.000978777j 0.00361546+0.00440757j -0.00114421-0.0105671j -0.000776273-0.00487305j 
