-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
0.0515797+0.0687932j -0.0105569+0.0707561j -0.0731381+0.110744j 0.143662+0.0991643j -0.0679535-0.113397j 0.0209703+0.0404349j 0.079895-0.0376434j -0.102022-0.0561252j -0.0224951+0.37786j 0.177276+0.00246287j -0.00815137-0.0249142j 0.10956+0.124269j -0.118043+0.0813134j -0.0513449-0.106962j -0.0990387+0.0037864j -0.164124-0.0170974j -0.180222-0.205487j -0.156614-0.0623627j 0.00389043-0.106717j 0.169354+0.189672j 0.199345-0.150562j 0.0911411-0.0527061j 0.00780769+0.0852962j 0.100046+0.176767j 0.0432167+0.0698868j -0.0194699+0.00767449j 0.0468422-0.0203197j 0.0220703+0.0152431j 0.0982423-0.0508857j -0.0211476-0.0542621j 0.0113861-0.0221577j 0.0495038-0.0363685j 0.0365911+0.0364473j -0.00161246-0.000505205j 0.0337143-0.0341642j 0.0370203+0.0177659j 0.0298391+0.0250378j -0.0132566-0.0255824j 0.0188752+0.0167027j 0.00123572-0.00311168j -0.018713-0.0282267j 0.00801419+0.032781j 0.0433032-0.0118934j 0.0110193+0.0083128j 0.0243468-0.0140327j 0.010992+0.0143722j 0.0056354+0.00892356j -0.0135274-0.00529337j 0.00974996+0.0265177j 0.00326519-0.00161099j 0.0149831+0.00468704j -0.00338262-0.00743309j 0.00491297-0.00300491j 0.0158621+0.01908j -0.0120069-0.0194632j 0.00804577-0.0159035j 0.0060141+5.12137e-06j -0.0149231-0.00289946j -0.0186243+0.0101809j 0.0113733-0.00839306j 0.0186826-0.00265388j -0.000815601-0.0113292j 0.012685-0.00389605j -0.00438179+0.0205711j -0.0094638-0.00107288j 0.00378118-0.000847107j 0.00446228-0.000220951j 0.00793316-0.00548703j 0.0108031-0.0170764j 
0.0491287-0.019148j 0.10996+0.110438j -0.103206-0.109385j -0.0695527+0.146947j 0.135101+0.0225123j 0.0478273+0.353819j 0.249208-0.127876j 0.03339-0.132119j 0.0656339+0.0108778j 0.192022+0.18221j 0.0920897+0.0103651j -0.197531+0.179393j 0.211479-0.180671j 0.0441971-0.0406142j -0.087138-0.184245j -0.0188449-0.055862j 0.218874+0.0863589j -0.0438994+0.12325j -0.0878475-0.0331541j -0.172029+0.0153531j 0.0260198-0.00182285j -0.0998707-0.00368605j 0.0434865+0.032272j 0.0729129+0.0344442j -0.0403327+0.00844717j -0.0851097-0.0704937j 0.081552+0.0248351j -0.037854+0.0414213j 0.0549266+0.0098461j -0.0280157-0.0431992j -0.0314952-0.0539046j 0.0407799+0.0624139j -0.0386827+0.0293543j 0.0445493+0.00156618j -0.0223186-0.0920173j 0.039468-0.0298407j 0.036987+0.0131085j -0.0175769+0.00681875j 0.037437+0.0125222j 0.0246107-0.010473j 0.0186723-0.00552093j -0.00352395+0.00683778j -0.015881+0.0263322j 0.0235978+0.0297037j 0.00555746+0.00331243j -0.0233176+0.00856369j -0.020382-0.0033438j 0.00162945+0.00590846j -0.00854244+0.0090635j -0.00426643+0.0193861j -0.00547826-0.0120218j 0.0029659+0.00089725j 0.00158451-0.00971672j -0.0100651+0.00677586j -0.00399173+0.0111055j 0.0069997+0.00248987j 0.00279745+0.0118328j 0.00179758-0.0137808j -0.00148061+0.000950836j -0.00612093-0.0042924j -0.00398074+0.00743785j 5.8789e-05+0.0134424j -0.0021329-0.00156422j -0.00284987+0.000547735j -0.00039128-0.00701236j -0.00562379+0.00416173j -0.00168824+0.0202019j 0.00705625-0.0313899j -0.0224534+0.00299551j 
-0.236298-0.302804j 0.264389+0.0602436j -0.024835-0.0108785j 0.0576701-0.10232j 0.0437197+0.0911179j -0.0164139-0.0823106j 0.0527232-0.154011j -0.159701+0.189303j -0.184764+0.0610955j 0.149115+0.363864j -0.202936+0.0533687j -0.120832+0.0608153j -0.147401+0.190233j -0.012938+0.0647681j -0.0734292+0.039291j -0.0077004+0.0332018j 0.130445-0.0336469j -0.0871571+0.0165492j -0.108705+0.00474726j 0.0662514-0.0154229j -0.174575+0.0152392j 0.135443+0.00997186j 0.105897-0.0749706j -0.0964268-0.00159484j 0.0506705-0.0372514j -0.0369963+0.0485249j -0.122746-0.0601851j -0.118698-0.0042231j -0.0228162+0.0054417j 0.110253+0.190569j -0.177656-0.152747j -0.00674519-0.0347578j -0.024515-0.0152189j 0.0220978+0.0122201j 0.0273105-0.0138809j -0.0038255-0.0259542j 0.0246153-0.00974802j 0.0296887-0.0116643j -0.00308014+0.00647676j -0.0290063-0.0116286j 0.0180586+0.00514609j -0.0320746+0.00861941j 0.0379361+0.0055794j -0.00647451+0.00638782j -0.00128884-0.0253147j 0.00472865+0.0112589j 0.0159306-0.00759167j -0.0312349-0.00862969j -0.000274348-0.0119742j -0.00511619+0.00862577j -0.010535-0.0105434j 0.00086504+0.0031141j 0.0137163+0.00518511j -0.00843869-0.00163053j -0.00565234+0.00186022j -0.00700193-0.00803433j 0.00294072+0.00590708j 0.00129665+0.00140009j -0.0056168+0.00873631j 0.00709047-0.000190115j -0.0132447-0.0161705j -0.00609991-0.00286346j 0.00496178-0.0115353j 0.0128905+0.0001087j -0.00194345+0.0140898j -0.000272519+0.00899272j 0.00430619-0.0147067j -0.0241677+0.0102405j -0.0105429+0.0373374j 
0.266382+0.0622862j 0.243135+0.297509j 0.0313799-0.0520195j 0.0105297-0.0152512j -0.146838-0.0412772j -0.0594326-0.139823j -0.138261+0.0237227j 0.395128+0.0422058j 0.0753542+0.0108196j 0.246215+0.0213205j 0.0153914+0.351659j 0.173099-0.0617132j 0.156005+0.0272441j 0.0759503-0.0271638j -0.00591819+0.016461j 0.00332955+0.0357124j 0.0869352+0.0342499j 0.0153059-0.0996876j -0.109611-0.0353201j -0.0254134+0.0358272j -0.0606326+0.0250421j 0.00262326+0.0627506j 0.142687-0.0138848j 0.0471628-0.0222445j 0.0649083+0.0191802j -0.137669-0.041237j 0.0828432+0.0059384j 0.00124386+0.00139254j 0.0906962-0.0234127j -0.178936-0.141319j -0.120491-0.17883j 0.0335459+0.0157152j -0.00264027-0.0325061j -0.0499696+0.0150781j 0.0133578+0.0192315j -0.0209721+0.00991208j -0.0205228+0.0246106j 0.0105799-0.0027787j 0.033441+0.00567902j -0.00888619+0.00102473j 0.0138262-0.0133721j 0.00915017+0.027473j -0.00019022-0.019981j -0.00410318+0.00223616j -0.0352929-0.00129687j 0.0358284-0.00541776j -0.00892348-0.0112374j 0.00722479+0.0152682j 0.000911613+0.00608103j -0.0077726-0.0127552j -0.0179076+0.00450492j 0.0020365-0.00170394j -0.0137748-0.00330938j -0.021118+0.000801839j -0.00113207+0.00244987j -0.00280023+0.00554852j 0.00372176+0.00100125j -0.0122458-0.00332324j -0.0098971-0.00126527j 0.00263728-0.00927957j -0.00654469-0.00710322j -0.0117355-0.00324555j 0.00489907-0.00637278j -0.00742279+0.0142932j -0.0015713-0.00844828j -0.00289185+0.0118816j -0.00523506+0.0139437j 0.0099291-0.0327203j -0.0228252+0.00493616j 
-0.0411949-0.0352528j -0.0382099-0.0805766j -0.0194808+0.054758j 0.0173312-0.0476588j -0.031788+0.0442544j -0.00747792-0.0435445j 0.0403739+0.00765896j -0.0161284+0.0124077j 0.0405869-0.0104573j 0.0158779+0.030077j -0.0103458-0.0654397j 0.0166208-0.00310699j 0.0245817+0.0289874j -0.00760165+0.00322223j 0.00997654+0.0280845j 0.0294331+0.0137723j 0.0687161+0.0776675j 0.0144175-0.0376833j -0.00112471-0.111511j -0.0277139-0.0410328j -0.0290093+0.0124101j 0.081074+0.0446417j -0.00988663-0.0452122j 0.0903556-0.00357471j -7.2376e-06-0.00570706j -0.0338113+0.0469744j 0.0549609-0.0127808j -0.0759501-0.0657816j 0.165762-0.0958878j 0.102486-0.0477557j -0.00951271+0.174697j 0.0867744-0.0960843j -0.0697513+0.0247145j -0.00606894+0.0290227j -0.0388235+0.030718j -0.0334381+0.0363856j 0.107509-0.00272509j -0.0014677+0.00776236j -0.00686506+0.00392517j 0.0316885-0.0326883j -0.0311938-0.085547j -0.0263548-0.0402527j 0.0153902+0.0110114j 0.0269788+0.0180884j 0.00548747-0.0393983j 0.00463229-0.0403871j 0.00693156-0.0329621j -0.0391354-0.0233128j 0.00368378+0.013725j 0.0958652+0.0164625j -0.00503074+0.036654j 0.00128275-0.0573086j -0.0306016-0.0173887j -0.0686714-0.074064j -0.0465002+0.00360899j -0.0952903-0.0528371j -0.0203393+0.00649053j 0.0254154-0.122361j -0.0808241-0.230677j 0.104788-0.110516j -0.239596-0.0268766j 0.137318+0.066979j -0.0356687+0.0754129j 0.0272336+0.0845415j 0.0408189-0.086027j 0.0366852+0.0621272j 0.0436043+0.119723j 0.142122-0.256493j -0.321989+0.158001j 
0.0395443+0.0733981j -0.0457675-0.0319127j -0.0205801+0.0402019j -0.0176676+0.0418624j -0.00182988+0.00136612j 0.0290842-0.000677203j -0.0227337+0.03032j -0.0537617-0.0304241j -0.0246323+0.0259371j 0.0111857-0.00227103j 0.0736309-0.0153382j -0.00583062-0.0010047j -0.0357602-0.00762273j -0.0172401-0.0128753j -0.0462501+0.0178156j -0.0131246+0.0454494j -0.00279649+0.0671412j 0.0199701+0.00796575j 0.0579873+0.0434546j 0.0498737-0.0573992j -0.0496798+0.00129626j -0.031583+0.0871636j 0.0847525-0.0796919j -0.0134728+0.0432564j -0.0252686-0.057616j -0.0197715+0.00991514j -0.0396566+0.0497839j -0.156502+0.104853j -0.0796321-0.0724988j -0.0119722-0.178055j 0.0900151-0.0402597j -0.0473661+0.0364113j -0.07359+0.0681602j 0.0374762-0.00197968j 0.00234026-0.0278103j -0.109749+0.0231797j -0.0132159-0.00327727j 0.00806094-0.0486051j -0.0431203-0.0525151j 0.0396447-0.0132766j 0.114285+0.00718343j 0.030105+0.0187393j 0.00541697-0.00140011j 0.0464233+0.0289801j 0.100401+0.00907534j 0.00109299-0.029568j 0.0491719-0.000279776j -0.0260939-0.00758036j -0.0402334+0.0179986j -0.0937418-0.0273649j -0.0330529+0.0387045j 0.0364187+0.00314808j -0.0037957-0.0502237j 0.00925808-0.069009j -0.0377906+0.00541265j 0.0273007-0.0932635j -0.0515187-0.0522728j 0.15603+0.105937j 0.118665-0.0690043j 0.128238+0.0602752j 0.0982929-0.267314j 0.0108979+0.111225j -0.0291707-0.118402j -0.0643568+0.118042j 0.0298162+0.00147588j 0.0488071+0.129831j -0.0310802-0.0407358j -0.319029+0.169219j -0.119211+0.266755j 
0.0190017+0.0078432j -0.0396044-0.0397275j -0.000612654+0.0145421j 0.0120343+0.0176249j 0.00240521-0.0230001j 0.0231613-0.0225579j -0.00263417+0.0234178j 0.0209378-0.0170196j -0.0205008-0.00648859j -0.0464942+0.0225976j 0.00122023+0.0204138j 0.0109454-0.0283484j -0.0217746+0.00440771j -0.0053015-0.0134436j -0.022329-0.0230056j -0.0100407-0.0033494j -0.0113375-0.0347454j -0.0261922-0.0132555j -0.0026945-0.0312898j -0.0453894+0.00962522j -0.0201933+0.0208112j -0.00461441+0.0201389j 0.0135321+0.0010213j 0.0169254+0.0428661j 0.0537623+0.00961311j -0.000863736+0.0309353j -0.0234588+0.00668096j -0.00840473+0.0266337j -0.00895185+0.00248713j -0.0373917-0.101023j 0.0128522-0.0544638j -0.00860056+0.0631106j -0.00325646+0.0101473j -0.0617406+0.0354646j -0.00951708+0.0107098j -0.0486796+0.00450216j -0.0170453+0.0717682j 0.0683418-0.00381077j 0.0100009-0.00367953j 0.210084-0.02792j 0.039563+0.0348249j -0.0157579+0.0547707j 0.0369325-0.0441279j -0.119552-0.0957757j 0.123502-0.0461527j 0.0964407+0.00100803j 0.0314974-0.0106282j 0.0614004-0.0785614j -0.0092646-0.0582422j 0.00199577-0.0801744j 0.128317-0.106086j 0.0691601+0.0827235j 0.102983+0.104631j 0.176126+0.143373j 0.022957+0.0859843j 0.0747984+0.00355839j 0.0621404+0.0837294j 0.196847+0.101068j -0.0267993-0.0730853j 0.0650674-0.275729j -0.0515426+0.134192j -0.0365009-0.104314j -0.123589+0.0571529j -0.0543344-0.166173j 0.103847-0.165417j -0.116088-0.0507054j 0.0167227-0.125604j -0.0344486-0.106768j -0.189422+0.158834j 
-0.0411632-0.0375504j -0.031677+0.000366473j 0.0110094+0.00547304j 0.0131609+0.00410332j -0.00689496-0.0273318j 0.00489469-0.0274862j -0.00380513-0.00676033j 0.000655131+0.00595277j -0.00822673-0.0194177j -0.00637301+0.00941332j 0.00294246-0.0111173j 0.0042129+0.0117478j 0.00594123-0.00186569j -0.000999752+0.00580298j 0.00405787+0.0120197j -0.00610474-0.00208743j -0.0152175-0.00887412j 0.0577431+0.0114883j -0.0141792-0.000112831j -0.0217277+0.0321868j 0.0073657+0.0471935j -0.0126517+0.0435778j -0.000997166+0.014942j 0.0247007-0.0444557j 0.00516822-0.0335595j 0.0295391-0.0154703j 0.0154566+0.0109791j -0.00334291+0.0135535j 0.00231015-0.0199479j -0.0275863-0.0627292j 0.0235846+0.0830239j 0.0472302-0.0207124j -0.011198-0.0202868j -0.0240277+0.0370098j -0.0875553+0.15217j -0.0482953-0.0227718j -0.0428551+0.0157175j 0.0528876+0.0414875j -0.122085+0.0389488j 0.0422823-0.0496041j 0.0937676+0.0353022j 0.00167144+0.0119508j 0.0391321-0.0313569j -0.0178609+0.0367547j 0.0933746+0.0033645j 0.0153607-0.0174882j 0.0615807+0.0166303j -0.153812-0.0518857j -0.0913393+0.0304443j 0.024836+0.141463j -0.00571214-0.0650812j 0.0525515-0.0793097j 0.120931-0.129615j -0.00469846-0.0707414j -0.0150715+0.111618j -0.0362635-0.0270379j 0.102396-0.0544985j 0.0121643-0.120092j 0.0197673+0.159654j -0.289253-0.168159j 0.0407231+0.0319665j -0.177627+0.192012j 0.0730429-0.0568409j 0.0891096+0.0736727j -0.0807758+0.0108072j -0.0881695+0.165355j -0.12813-0.00131613j 0.166886-0.157856j 0.00117869-0.0906394j 
-0.0208123+0.0155173j 0.009934+0.0276841j 0.00871447-0.00138973j 0.0114988+0.0139871j -0.0226259-0.0211684j 0.0150314+0.012095j -0.0109245-0.0212879j -0.00196597+0.0050694j 0.0017978-0.0129371j 0.0154159-0.0102673j 0.0127741-0.00903891j -0.0245408+0.00497192j -0.00171954-0.0124167j -0.00390979+0.00323135j 0.0249346-0.0227868j -0.0304236-0.0326998j -0.00771674+0.0132105j -0.0129491+0.00633352j 0.0027363+0.0215725j -0.0064294+0.00548554j 0.0236358-0.014445j 0.0497671-0.0153352j 0.023955+0.00135492j 0.0106377+0.0195956j 0.00665878-0.0319805j 0.0029979+0.0415617j -0.0646139+0.00812199j 0.00193421+0.00638179j -0.0132417-0.00594887j -0.0188326+0.0403084j 0.0206376+0.00511985j 0.0447451+0.054509j 0.0133026-0.0406319j 0.00348094-0.0467125j -0.0532563+0.208745j -0.0487908-0.0562502j -0.0935014+0.0458325j 0.0823229+0.0249495j -0.0519228+0.0712603j -0.0813631-0.0614416j 0.0945522+0.0015989j 0.0107353+0.032419j 0.00209596-0.031342j -0.0581457+0.0631528j -0.0649584-0.00271988j 0.0777591-0.125565j 0.125084+0.0662733j -0.0841866+0.0284335j -0.0860081+0.154371j 0.00929494+0.0174339j 0.0768454+0.0472617j -0.110782-0.151594j -0.089478+0.000606318j -0.0725152+0.185729j 0.0247875-0.154557j 0.129505+0.080844j -0.213175-0.220696j 0.0123572-0.075398j -0.0748289-0.078532j 0.085331+0.0260271j 0.11766-0.00014367j 0.0511109-0.0998145j -0.269232+0.143889j -0.159965-0.291261j 0.0912382-0.282646j 0.0627775+0.0179599j -0.0947589+0.0480102j -0.0246416+0.0102398j 0.0155736-0.0752335j 
0.0190324+0.00958736j -0.0279287-0.0324628j -0.00123738+0.0174802j 0.00192924+0.00164398j 0.00574071+0.0185529j 0.00478675+0.0163953j 0.00781654+0.0127357j -0.0107038+0.0189951j 0.00604264+0.0191137j 0.00846439-0.0169193j 0.0156915-0.00573429j 0.0251126+0.00902303j 0.00804165-0.00866244j -0.0110141+0.0166229j -0.0281558-0.0138814j -0.04592+0.00483006j -0.0082678+0.0536456j 0.0115495-0.0393035j 0.0134904+0.0298331j -0.0347663+0.0302544j -0.0276897-0.0175908j 0.000604915-0.00694148j 0.00494513-0.0115195j 0.0289202+0.00410157j 0.0113727+0.0200747j -0.0272562-0.0247604j 0.0238136-0.0276253j -0.0257038-0.00130126j -0.000654443-0.0117292j -0.0131937-0.0563958j -0.0156181-0.05291j -0.0314445+0.0489429j -0.0136114+0.0640601j 0.0260763-0.0631117j -0.00673907-0.0668245j 0.00264753-0.0139631j -0.00360885+0.0243348j -0.138637+0.0431004j 0.0312635-0.0313577j -0.063928+0.0499465j -0.0544254-0.0501112j -0.0262403-0.0844822j -0.0320123+0.00301012j 0.101806+0.169899j 0.00958652+0.0236615j -0.0966622+0.0283176j 0.194918+0.082517j -0.0250028+0.0867839j -0.176071+0.1654j 0.095163-0.124776j 0.0218658-0.0737065j -0.0116339+0.126221j 0.174078+0.0155814j 0.0801781+0.0907171j 0.0460209+0.100429j -0.0793464+0.0269478j -0.159565-0.029528j 0.0029474-0.166488j 0.206636+0.120627j 0.132782-0.0447645j -0.085937+0.180476j 0.0578401+0.0651284j 0.174077-0.0474577j 0.191932-0.0120646j -0.034672+0.129441j 0.0210044+0.0542968j -0.0626508+0.0245978j -0.00554958+0.0359588j -0.0633327+0.0722344j 
0.0519091+0.0219877j 0.0142353+0.00953766j -0.0299932-0.0154184j 0.000970121+0.012881j -0.00382224-0.0181442j -0.00487578-0.00404411j -0.00482239-0.011389j 8.41127e-05-0.00678407j -0.0210954-0.0309088j 0.0244962-0.00803554j -0.0128079+0.0164851j -0.00754127-0.0260941j -0.0199178-0.0103531j -0.0120619+0.0215124j 0.00730583+0.0225795j -0.00347491-0.0444425j -0.0126859-0.0110297j -0.00396571-0.00735929j -0.00571451+0.0139044j -0.0276571-0.0104228j -0.0389109+0.00540055j -0.0187689+0.0202841j 0.0186732+0.00333284j 0.00377695+0.00213415j -0.0103948+0.0122603j -0.00344787-0.0035557j 0.00222824-0.0191445j 0.00207639-0.00341422j -0.0167644+0.00132322j 0.0364263+0.0584393j -0.0486019-0.0450559j -0.0669794-0.0136628j -0.00333564-0.0593331j 0.0113973+0.0752534j 0.0307196-0.0154894j 0.0129757+0.0452696j -0.0896897+0.0332538j 0.0303261-0.0819845j -0.00155264-0.081938j 0.00608105+0.00212959j -0.0456843-0.00861911j -0.0195412+0.0536727j -0.142454+0.114781j 0.0716504-0.100115j -0.12875-0.149489j -0.0161664-0.0452548j -0.123941+0.119625j -0.0598371-0.121605j -0.138502-0.0472787j 0.120436+0.013276j 0.0962564+0.0420389j -0.166616-0.084285j -0.0551078+0.0126731j -0.0521085-0.153385j -0.239563+0.143276j 0.20187+0.0352427j 0.0613881-0.168276j 0.195774-0.126951j 0.145343+0.0664762j 0.174606-0.0329172j 0.00933311+0.160646j 0.00492446-0.0695915j -0.000585612+0.00855473j 0.163727+0.10194j 0.0774805+0.00585656j -0.0815538+0.0212645j 0.00600146-0.0840674j -0.0406997+0.0521055j 0.00517285-0.0185527j 
0.0426277+0.0170691j 0.00659372-0.0121234j 0.00606964-0.0244756j 0.00665401-0.0224742j -0.00262517+0.0205626j 0.0243617-0.00174508j -0.00815955-0.00937825j 0.00699884-0.0132066j -0.0177013-0.0172457j -0.0113975-0.00131385j 0.0274617+0.030295j 0.00745227-0.00519314j -0.00685683+0.00561941j -0.0143961-0.0298668j -0.000997729-0.0190203j -0.0208239-0.0102592j 0.0257235-0.0348897j 0.0339754-0.0161296j -0.00362979+0.0077866j -0.0190722-0.00690119j -0.00322416-0.0344366j 0.00204575-0.00638609j 0.00461898+0.014149j 0.00330169-0.00465199j 0.0248385+0.00752862j -0.00999548+0.00185224j 0.00902337-0.0164177j -0.0032823-0.00741252j -0.00362445+0.0110467j 0.0381466+0.0237989j -0.0290204-0.0479787j 0.017669-0.0127942j -0.0163801+0.0480537j 0.00332221-0.0666979j 0.0769423+0.00837336j -0.0631545+0.00695229j -0.0177195-0.024375j 0.0217504-0.0111216j 0.116007-0.106347j -0.0830665-0.164951j -0.0661702-0.100213j -0.00917525-0.0665804j 0.0433616-0.116232j 0.0222368-0.121584j -0.141541+0.0362523j -0.0175355-0.100802j 0.0162093-0.0411038j 0.0563656-0.0832686j -0.0878175-0.0150927j 0.154019+0.0726587j 0.184616+0.0135029j 0.131216+0.0689889j 0.0790228-0.136648j 0.127626+0.0184395j 0.000603809+0.0695092j 0.0842618-0.140649j -0.147252+0.188498j -0.109296+0.116658j -0.137201+0.0431202j -0.159902-0.0611367j -0.0129952-0.228106j 0.110614+0.184848j -0.0301923-0.0659979j 0.149995-0.165356j -0.0224351+0.0402655j -0.0148668-0.0670265j 0.0608356-0.118008j 0.0234508+0.0616894j 0.00719331+0.0104042j 
0.00948821-0.000843559j -0.00259135-0.0195673j 0.0179444-0.010329j 0.00750371-0.0274206j -0.00431068+0.0224299j 0.000917314-0.000567827j -0.00700795-0.0124533j 7.7039e-05-0.0204948j -0.00358649-0.026367j -0.0121512+0.0118064j -0.000195459+0.00411683j 0.012066-0.00776396j -0.0236371+0.0312312j 0.00324028+0.0113824j 0.027937-0.0255949j -0.0228508+0.0113953j 0.00723245-0.0141713j 0.0213591+0.015331j -0.000495524-0.025084j 0.00696392-0.0154312j -0.00382772+0.0136652j 0.00716072+0.0177846j 0.00131713+0.00530921j 0.0022675+0.00702273j 0.0168405+0.00402035j -0.00501137+0.000230527j 0.00964549-0.00332606j -0.00376956-0.00887549j 0.00764948+0.00953888j 0.0147541-0.0165375j 0.00228228-0.0177987j 0.0401663-0.0135018j -0.0213409+0.0733222j 0.00405783-0.0693349j 0.00451024+0.0158252j -0.0370628+0.0501844j 0.0573238-0.0377004j 0.0592184-0.107717j 0.116158-0.0689166j -0.0168624-0.0340236j -0.0156955-0.134373j 0.0263105+0.00483756j -0.0651843+0.0268742j -0.0255106-0.031759j -0.140023+0.0189704j 0.0489067+0.0697245j 0.215713-0.0545336j 0.076518-0.00947736j -0.0756013-0.168186j -0.00429838+0.0730915j -0.0197555+0.0308386j -0.131115-0.034805j 0.143273+0.21142j -0.00438904+0.117022j 0.0170838+0.187683j 0.125195-0.0771032j 0.10071-0.103064j 0.0577111+0.0234743j -0.15778+0.0367466j -0.15793+0.122518j 0.0121125-0.120848j 0.0391622+0.107997j -0.0831246+0.0143129j 0.099001-0.125691j -7.60583e-05+0.0227753j 0.0117994-0.0822315j 0.0489324-0.0727909j 0.0575897+0.0223503j -0.0126359+0.0226775j 
0.0248395+0.0260196j -0.015271-0.00859424j 0.0110411-0.00106432j 0.0184491+0.00500686j -0.0125127-0.0153355j 0.00474603+0.0186864j 0.00910864+0.00387795j -0.0158888-0.033532j 0.00825316-0.0111273j 0.0242652-0.0267986j -0.0365383-0.000940464j -0.00345882-0.0241617j 0.00594575-0.00784319j -0.00284861-0.0282896j -0.000679324+0.00811069j -0.0261169-0.00930136j 0.00584844+0.0280416j 0.0191601+0.0114029j 0.0190394-0.0241216j 0.0391107+0.00980904j -0.0306038+0.00604815j -0.013855-0.00500399j 0.0287099+0.012085j 0.0100162-0.00389721j 0.00982222-0.0203116j -0.00254407+0.00835566j -0.00687596-0.0154422j -0.0109298-6.87408e-05j -0.00973269-0.00702025j -0.00583464+0.00542226j -0.0194819-0.0567112j 0.00808942+0.052759j -0.0134292+0.0182013j 0.00170894-0.0283882j -0.0422575+0.0899678j -0.0654454+0.00916181j -0.121755-0.0140655j 0.1449-0.174911j -0.0713277+0.0698752j 0.0555415+0.0146049j 0.0164561+0.0470086j 0.0193113+0.034972j 0.0659787+0.0464741j -0.057935-0.00917882j 0.038331+0.0373198j -0.0777901-0.00545739j -0.351515+0.00970947j -0.0701216+0.0328175j 0.0706796-0.131374j 0.112416+0.0851242j -0.0938186+0.0786556j -0.164965+0.269096j 0.0491578-0.0642833j 0.0736018+0.0731146j 0.12148+0.0175776j -0.154281-0.0465557j -0.114034-0.12406j 0.11254-0.0895915j -0.0225145+0.0640125j -0.0137707+0.0799995j -0.149621+0.0564645j 0.077302+0.0566379j -0.0722721+0.0433556j -0.0868392-0.0382602j 0.0160069-0.0175477j -0.0453158-0.015249j -0.0702329-0.0244369j -0.0412264+0.0242331j -0.0384764+0.00706489j 
0.0176823+0.0326636j 0.0266829+0.00667972j 0.0235193-0.029432j -0.00674348+0.0051496j -0.000170405-0.00879463j 0.00891819+0.0198437j 0.0123322-0.00749658j 0.00952745+0.00136021j 0.00304548+0.00588394j 0.0244162-0.00913893j -0.0359724+0.0189401j -0.0181184-0.00370834j 0.0167088-0.0318675j -0.000392608+0.0105253j -0.0260767-0.00687677j 0.0198678+0.0299877j 0.0169378+0.0381102j 0.0159358-0.024211j -0.0488959+0.00327923j -0.00289618-0.00550741j 0.00775319-0.0194682j 0.00784173+0.00967822j 0.00672713-0.0108218j 0.0130552+0.0187352j 0.015402-0.0318108j 0.00850611+0.0203968j -0.0200999-0.0095767j -8.51882e-06+0.0112721j -0.0183826-0.00246283j 0.0264091+0.0471562j 0.0300069-0.0333112j 0.0610515+0.00448788j 0.0696888-0.00582759j -0.0486574-0.087999j -0.0659288+0.11938j -0.0993344-0.0758322j -0.0761321-0.022655j -0.00868272+0.0348101j -0.016774+0.0338987j 0.0593376-0.0553336j 0.110359+0.0201082j 0.0516082+0.0542219j -0.0797255+0.0875484j -0.0671722-0.056495j 0.155405+0.00575543j -0.212881+0.0145972j -0.0583523-0.0357588j 0.0185433+0.200365j 0.0115318+0.0442067j 0.194483-0.0705305j -0.0341264-0.228624j -0.129776-0.0532923j -0.218686+0.0773814j 0.151935-0.110586j -0.154128+0.115818j 0.00315215-0.110436j 0.0208228+0.187889j 0.112947-0.0188805j 0.164048+0.0387292j -0.0684703-0.0601309j 0.0785355+0.0204677j 0.159352+0.014505j -0.0491616+0.00684718j -0.00940895-0.162191j 0.019483-0.00415396j -0.0453278-0.00853531j -0.0212877+0.0114049j -0.0556687+0.0122828j 0.00514431-0.0322255j 
