-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
-0.00543752+0.00221656j 0.00101157-0.00735011j 0.00137321+0.0083781j 0.00475385+0.00552862j -0.00849622-0.000614816j -0.00656319-0.0147763j -0.000688243-0.0101847j 0.00654011+0.00850187j -0.00246272-0.00102738j 3.70689e-05-0.00175423j -0.0125249-0.000499472j -0.0141858+0.00145534j 0.0111169+0.00782131j 0.0156443-0.00162505j 0.0127797+0.00245247j 0.00247377+0.00953713j -0.01069+0.00916109j -0.00293474+0.00136726j 0.00119637+0.00120011j -0.0100856+0.000371237j -0.000637697+0.0103665j -0.00531043-0.00417256j -0.00682126+0.00838005j 0.00403091+0.00462195j 9.69642e-05+0.00476461j 0.00335545+0.00199716j -0.00301975+0.000335j 0.00262499+0.000292349j 0.0022762+0.000580303j 0.0124755-0.003378j 0.00143424-0.00285251j -0.00367243+0.00251936j 0.00344816+0.00972379j 0.0111189-0.000795053j 0.00741513-0.000881343j -0.00167427-0.00384086j 0.00758809+0.00578838j 0.00297936-0.00580161j 0.0105603-0.000741998j 0.0118655-0.00229441j -0.0066054+0.00434145j -0.0110246+0.00814917j 0.00235717-0.00151988j -0.000718035-0.00669001j 0.0040212+0.00082606j 0.000241098+0.0020992j 0.00359995-0.00334129j -0.00240156+0.0106794j 0.00194955-0.000939324j -0.00286401-0.00258021j 0.00118029-0.0013822j -0.000335219+0.00306376j 0.00529+0.00066894j -0.00245053+0.001257j 0.00272413+0.00427764j -0.000623498+0.00164799j -0.00152556-0.00514848j 0.00343574-0.00485684j -0.00407478-0.00519919j 0.00489818+0.00569036j 0.00191555+0.000386482j 0.0021745-0.00346534j 0.00277059+0.00177881j -0.000183483+0.00402171j 0.00585708+0.00690944j -0.00145954-0.00215723j 0.00158575-0.00369179j 0.0051738+0.00279257j -0.00191015-0.0047067j 0.00259867-0.00276357j 0.00204972-0.00158646j -0.00142106+0.00176858j -0.00144842-0.0032802j -0.00369249-0.00261169j 0.0021001-0.00543787j 0.00225984+0.000840912j -0.00149253-0.00346166j -0.0059245-0.00412873j 0.00242675+0.00332872j 0.00730883+0.00533245j -0.00379301-0.00313937j 0.00153829-0.000101941j -0.00360618+0.00696626j 0.000900222+0.00480777j 0.00378085+0.00941605j -0.00631383-0.00461197j 0.00629941-0.0119193j -0.00162126+0.00587953j -0.00196007-0.0035229j 0.0104706+0.0108937j -0.000507866-0.00678893j -0.00313888+0.00656509j -0.00378711-0.00176573j 0.00797954-0.00366666j 0.00266854-0.00584828j 
0.00266568+0.000441274j -0.00211891-0.00627117j 0.00296747-0.00354464j 0.0103256-0.00102788j 0.00371607-0.000348952j -0.00106995+0.00150506j -0.000596725+0.00381876j 0.00095216+0.00194079j 0.0125877+0.00545606j 0.00953468-0.000130153j -0.00259349-0.00666899j -0.000341301+0.0124346j 0.0150972-0.0032573j -0.0060889+0.0101055j -0.00872528-0.00758657j -0.0050876-0.0139136j 0.00395098-0.00965114j -0.00590036-0.0124434j -0.00271532-0.000761162j -0.00853524-0.00425156j -0.000429816-0.0132195j 0.0111941-0.00256497j 0.0142223+0.0063714j -0.00918358-0.000512176j 0.0157903-0.00422661j 0.00570624+0.00350304j -0.00653246+0.00332887j -0.00255266-0.00246155j 0.00765574-0.00180696j -0.0052929+0.00629609j -0.00466064-0.00132435j -0.0147157-0.00978019j -0.00619208+0.00674234j 0.00233299+0.0025334j -0.00773493-0.00518445j -0.00308914-0.00592849j -0.00584154+0.000241175j 0.00138647-0.00815538j -0.00904893-0.000134024j 0.0113853+0.00587462j -0.00855806+0.00363266j -0.0062274-6.09068e-05j 0.00711691-0.00879832j 0.00133237+0.00707993j 0.00120456+0.000855166j 0.0158122-0.00108355j -0.00639698-0.00236875j -0.00499856-0.000962854j -0.000842151+0.00114808j 0.0114892+0.00177782j 0.00679534-0.000171626j 0.0118411+0.0010838j -0.00612363-0.00918809j 0.00539706-0.00288619j -0.00385683-0.00145832j 0.00398928+0.000513037j 0.000886275-0.00287842j 0.00186608+0.0050573j 0.00287489-5.23556e-05j -0.00573257+0.00449454j -0.00287351+0.00246336j 0.00516928-0.00368747j -0.00257352-0.000359384j 0.00353541+0.00104973j 0.00642177+0.000949219j -0.00109084+0.00377148j -0.00155117-0.00321133j 0.00206562+0.00179796j -0.00683282-0.00369872j 0.00789507-0.00016962j -0.00519822+0.00682848j 0.00155373+0.000744211j -0.00313721-0.00512868j 0.000760369+0.000168815j -0.00133032+0.00226281j 0.00559346+0.000637708j -0.00128151-0.00931216j 0.00171738+0.00309546j 0.00200111+0.00632973j 0.000624788-2.99685e-05j -0.00441996+0.0025718j 0.00661968+0.00315239j -0.00215704-0.00482024j -0.00582228-0.00850372j -0.000352843-0.00509359j 0.00556569+0.00967034j 0.00179936-0.00472783j -0.00214209-0.0104781j 0.00661789+0.00704919j 0.0114723-0.00348768j 0.00132057+5.63687e-05j -0.00522138+0.00666755j 0.00248062-0.0027741j -0.00598662-0.00817014j -0.00815288+0.00595835j 
0.00274112-0.00667497j 0.00288153+0.00358663j -0.000115174-0.00210216j -0.00105235-0.00517486j -0.00315357-0.00597964j -0.0118296+0.00676407j -0.00431358+0.01484j 0.00111225-0.0029863j -0.00062825-0.00477419j 0.00033127+0.00412451j -0.011062+0.0109684j 0.0174941-0.0119059j -0.00494041+0.000823812j -0.0046728+0.00342763j -0.00910467-0.00665129j -0.00873069-0.00251487j -0.00346439+0.00355957j 0.0106453-0.00399415j 0.00171145-0.0043691j -0.0136698+0.00208244j -0.00701037-0.0195963j -0.000360869-0.0083823j -0.0021235-0.0100985j 0.0102118-0.00129584j -0.0035723-0.010533j 0.00625088-0.000759275j 0.000931699-0.00727337j -0.0054219-0.00581922j 0.000867023+0.00581703j 0.00847263+0.00255619j 0.00751375+0.00936034j -0.00187825+0.00585408j 0.000763016-0.00360595j -0.0016606+0.00767689j -0.00168427-0.00468293j 0.0073747-0.00126949j -0.000249993-0.000982368j 0.0017433-0.00860942j 0.00249557+0.00309878j 0.00851406+0.00193499j -0.00493627+0.00494543j -0.0062402+0.00657425j 0.0119306+0.000500268j 0.000608652-0.00178533j 0.00314681+0.00549492j -0.000915346+0.00099971j -0.00435402-0.00167691j -0.0043577-0.00330323j -0.00015023-0.00643949j 0.0119901-0.00457861j 0.00956212-0.00105355j -0.00689005-0.00188696j -0.00193639+0.00150134j 0.00479177-0.000194974j -0.00528161-0.00842662j 0.00502646+0.00326025j 0.00521888-0.00331389j 0.00322435+0.00172879j -0.00146532-0.00176657j -0.0041191+0.00280812j -0.00535567-0.00261214j 0.00458443+0.00130996j -0.00116163-0.00556796j 0.000442812+0.00089167j -0.00109677+0.00322976j -0.00373446-0.00399781j -0.000822983-0.00464611j -0.00229512-0.000722029j -0.00372341+4.43719e-05j 0.0040427+0.00289755j -0.0017241-0.00326616j -0.00382823+0.00455573j -0.00133735+0.00120239j -0.00277432+0.00111604j 0.00446851+0.00175919j -0.0083299-0.007116j -0.000161141+0.00257399j -0.00455888+0.0022488j 0.000693746+4.8674e-05j 0.000528011-0.00667318j -0.00118398+0.00590326j -0.0082069+0.00641832j 0.00155864+0.00339668j -0.0075422+0.00393268j 0.000183433-0.00169281j 0.00162406+0.000770989j 0.00128565-0.0122469j 0.00711463+0.00441208j 0.00325622+0.000636903j 0.000274273-0.00298461j -0.00137728-0.00202288j 0.00256485-0.00448057j 0.00743374+0.00150448j 0.00378637+0.000786928j 0.00625638+0.000508231j 
0.00287449-0.000353686j 0.00443325-0.00235753j -0.0153833+0.00666333j -0.00911564+0.00139231j 0.00516435-0.00643829j 0.00928429+0.00650977j -0.00208232+0.00202072j -0.00472885-0.00516653j -0.00151195-0.00435716j -0.00367411-0.000483084j 0.0195893+0.0128755j 0.0280721-0.0122668j -0.0179613+0.00697204j -0.0072637+0.00583509j -0.0113134-0.00485717j 0.00820532-0.000744233j -0.00320848+0.00880234j 0.0070515-0.00152739j -0.00587896+0.00329718j 0.00207152-0.00368026j -0.0108945-0.00110235j -0.0206173+0.000805918j -0.0062713-0.00934168j -0.00792766-0.00392282j -0.00194906+0.00180037j -0.00163785+0.00025136j -0.00327704-0.00113822j -0.00195627-0.00991717j 0.000791565+0.00532951j -0.00349693-0.00348596j 0.00666731+0.0026469j -0.00948013-0.00360649j 0.00282548-0.00301438j -0.0013151+0.00845233j -0.0114719+0.00246629j -0.013722-0.000346702j 0.00291477-0.00808053j -0.011995+0.0130509j -0.00226681-0.00159878j 0.00140537+0.00670025j 0.00382433+0.000552688j -0.00696283+0.0110516j 0.000609749+0.00488994j -0.00261001-0.000533198j 0.00458874-0.00316207j 0.00123589-0.0109266j -0.00971397+0.00413024j 0.00448282+0.00661648j 0.00134506-0.000387518j -0.000189785-0.00711286j -0.00175648+0.0028753j -0.00172097-0.00331538j -0.0045907+0.00405485j -0.000640885-0.00122436j 0.00418581-0.000717015j 0.000277895-0.000725532j -0.0058141-0.00304776j 0.000938479-0.00517569j -0.0021751+0.000433412j 0.00164516-0.00628842j -0.00271958-0.000420319j -0.00310084+0.000695956j 0.000218891+0.00228955j -0.00201448-0.000434445j 0.00273526+0.000674441j 0.00207112-0.000688688j -0.0033679-0.00252934j 0.00585992-0.00130023j 0.00137041+0.00637311j -0.00261561-0.00022657j 0.000308419-0.00526462j -0.000566131-0.00778345j -0.00686373-0.000102255j -0.000512276+0.00229108j 0.00110773+0.00718114j 0.000327157+0.000215955j -0.000901424+0.00851703j 0.00612674+0.00537927j 0.00661806+0.00148534j 0.00382614-0.00253263j 0.00129991-0.00187355j 0.00614538-0.00208331j 0.000659564+0.003502j -0.0136147-0.00614961j -0.00518748+0.010789j -0.00469778-0.00891749j -0.00915184-0.00712757j -0.00606248+0.00390887j 0.00108888+0.00237816j -0.00808926-0.00277665j -0.00302307-0.000164746j -0.00265013+0.0064725j -0.00445933+0.00450822j -0.0058799+0.00113946j 0.00260761+0.00464539j 
0.00432439+0.0024325j 0.0034318-0.00272548j -0.00234882+0.00302303j 0.00519511+0.00321808j -0.00206168-0.00481137j 0.00145915-0.00919339j -0.000158998-0.0102635j -0.0052418+0.000461747j 0.0113704-0.00630643j 0.00552667-0.0024416j -0.00753439-0.0126587j 0.00127997+0.00421124j -0.00599162-0.00219951j -5.64791e-05+0.0125961j 0.00657343+0.00499456j -0.00426278+0.00862678j -0.0151088-0.0124452j 0.00769788+0.0131914j -0.000563837+0.00142652j -0.0174756-0.0185846j 0.00153818-0.0026555j 0.0102356-0.0135932j -0.00444236-0.00383314j -0.0140132-0.00158736j -0.00609973-0.000271521j -0.00109397+0.000634217j 0.00873536-0.000735524j -0.00268662+0.00171673j -0.00530503+0.00553035j 0.0055575+0.00146622j -0.00096293-0.00130006j 0.0061513-0.0015513j 0.00294024-0.00103149j -0.00953919-0.0095522j 0.00427306-0.00035456j -0.00257075+0.00554261j 0.000233415-0.00042921j 0.00814021-0.00219091j 0.00742678+0.00114802j -0.0107995+3.23722e-05j 0.000965898-0.00126528j -0.00652187-0.000899204j -0.000385185+0.00446176j 0.00612348-0.00132662j -0.00702386+0.00193958j 0.00107553-0.00609686j -0.00483822+0.00150191j -0.0126034+0.000806382j -0.000177414-0.000739471j 0.00228138+0.00426013j 0.00675357-0.00178417j -0.00342436+0.00205472j 0.000626625+0.000777124j -0.000494723+0.0048509j 0.00307968-0.0100167j 0.000938125-0.00603043j 0.00577443-0.00128415j -0.00395785+0.00318955j 0.000466308-0.00318966j 0.00259745-0.00484435j 0.00582218+0.00245042j -0.00160141+0.00636831j -0.00291869-0.00153639j -0.000550185-0.00610777j 0.0099067+0.00149501j -0.00412838-0.00196999j -0.00198943+0.00942957j 0.00713727+0.003964j -0.00145698+0.00477894j 0.00969451-0.00300877j 0.00299528+0.00163719j 0.0032265+0.00122931j -0.00184376-0.000972943j -0.00591662+0.0057771j -0.00441149+0.00478383j 0.00153603-0.00101234j 0.00268109+0.0032176j 0.00762832+0.00687742j -0.000665691-0.00696503j -0.000237448+0.00385351j -0.00917981-0.00171954j 0.00845709-0.0040268j -0.003565-0.00358866j -0.00630922-0.00083407j -0.0109444-0.0084413j 0.00263018+0.00074834j -0.00328332+0.00185006j 0.00459524+0.0055153j 0.00516773+0.0104258j 0.00311861-0.00726927j -0.00169906+0.00169974j 0.00668948-0.0057317j 0.00882628-0.00210111j -0.00315774-0.00374133j 0.00362563-0.00537177j 
0.00383203-0.00451901j -0.00252227-0.000229423j 0.00270699-0.00509028j 0.00360318+0.00509946j 0.00299519-0.0131733j -0.00264793+0.00394433j 0.0099339-0.00155982j -0.00856474-0.00430428j 0.00723821+0.000968322j 0.00594473-0.000716701j -0.0167899+0.00833187j 0.0107067-0.000775156j -0.000553011+0.00410224j -0.00116474+0.000682525j -0.00494906+0.0106713j -0.00912883+0.000469011j -0.0138866-0.00843166j -0.000776168-0.00542111j -0.00323364-0.00678086j 0.00955496-0.00629371j -0.0160557+0.00475064j 0.0141684-0.00631595j 0.0151189-0.0172433j -0.000821413+0.000628078j 0.014363-0.00605498j -0.00255703+0.000270985j 0.00570329-0.000435429j 0.00912457-0.00359492j -0.00691383-0.00011441j 0.0046722+0.00175727j -0.00342444+0.00243425j -0.00232901+0.00753207j -6.71335e-05+0.00315838j -0.00281243-0.00559027j -0.00263864-0.00560893j -0.00997669-0.0087655j 0.00533285-0.0053573j -0.00201544+0.013349j 0.00602811-0.00161261j 0.0022859-0.00792158j 0.000342171-0.00502667j -0.00374932-0.00179753j -0.00196119+0.00720618j -0.00493311+0.00114166j 0.0081662-0.00111948j 0.000710606+0.00720944j 0.00992638-0.00443452j -0.00487194-0.00389904j -0.000584529-0.00443979j -0.00412259+0.00561613j -0.00811491+0.00241828j -0.00199406+0.0015693j -0.00174359-0.000505563j 0.00154462-0.00141516j 0.00141923-0.000150349j -0.00262699+0.00434432j -0.00948484-0.00284873j -0.00330089+0.00340925j -0.00238187+0.00618383j 0.000375873-0.00172564j 0.00772919+0.00111526j -0.00189151+0.00196275j 0.00136426-0.0011213j 0.00034769-0.000798039j 0.00854789+0.00373811j 0.00237649-0.00118286j 0.00256277+0.00606783j 0.00460514-0.00375521j 0.00294136+0.00115142j -0.000822122-0.0016223j 0.00526856-0.00501553j 0.00739742-0.00284833j -0.000779595-0.00148553j 0.00060028+0.00267281j 0.0101086+0.00215005j -0.000805783+0.00173276j 0.00518842+0.00856187j 0.00482985-0.00816772j -0.000805242-0.00829404j -0.00375346-0.00885009j 0.00736634+0.00615931j -0.000554575+0.00639422j -0.00919628-0.0010057j 0.00455459+0.000658131j -0.00110939-0.00158054j 0.00410338+0.000589928j 0.00538915+0.0045775j 0.00636628+0.00288407j -0.00110745-0.0119307j 0.00640266-0.0081345j 0.00107262+0.00721413j -0.00545917-0.0024524j -0.0019215-0.00491738j -0.00398355-0.00486466j 0.000171128+0.0108466j 
-0.00117456-0.00173733j 0.00392918-0.000664643j -0.000166493+0.00253329j 0.0025064+0.00412263j -0.00338967-0.00752283j -0.00079527-0.00488692j -0.00936777-0.00718631j 0.0024004+0.00441373j 0.0021469-0.000928551j -0.00186821+0.00328663j 0.00428504+0.00811353j 0.0144576-0.00323503j 0.00521646+0.00178697j -0.010344-0.0167897j -0.00206575-0.0105709j -0.00740179-0.00926659j 0.00162675+0.0194218j -0.00165459+0.00559255j -0.00213111+0.00144109j -0.0105428-0.0203543j 0.00284471-0.0114172j -0.00500379+0.00349021j -0.00545801-0.00788177j 0.00550941+0.0107791j 0.000915438-0.00530983j -0.00572843+0.00420132j 0.00573831-0.011069j -0.00161799-0.0030506j 0.00753652+0.00472578j -0.00241886-0.0046231j -0.0178831+0.00419035j 0.00220291+0.00286346j -0.000951783+0.00113619j 0.000371505-0.00110554j -0.000810977-0.000668261j -0.00540289+0.00102818j -0.00709312+0.00163224j 0.00382255-0.00240558j -0.0086975-0.000766441j 7.02856e-05-0.00794998j -0.000594984+0.0035162j 0.00181203+0.000230755j 0.00237692-0.00365391j -0.00143841+0.00147447j 0.00768705-0.00239011j -0.00469393-0.00599274j 0.0012481+0.000552256j -0.000495703+0.00371515j -0.000342418-0.00136175j 0.00724682+0.00299644j 0.0068828+0.0027753j -0.00890397-0.00602734j 0.00516388-0.00204034j -0.00326909-0.00442685j 0.000499084+0.00184227j -0.00665803+0.00311708j -0.00429508-0.000673748j -0.000469419+0.00215243j -0.00140616+0.00297195j 0.00172071-0.00153583j -0.00686901-0.00453282j -0.00204375-0.00417376j -0.00368694-0.00852643j 0.00164353-0.000346202j 0.000115563+0.0016121j -0.00275069-0.00455237j 0.00380101-0.0077746j -0.00876455-0.00540419j -0.00146895+0.00347014j -0.00252109+0.00155022j 0.0055711+0.0024389j 0.00727071-0.00165596j -0.000585354-0.00675865j 1.83146e-05+0.00361732j 0.00325859-0.00392392j -0.00203761-0.00544887j -0.00286183-0.00786357j 0.00347667-0.00197405j 0.0014535+0.0115818j -0.00698309+0.00457458j 0.00262087-0.00156203j -0.00498593-0.00704031j 0.00112504-0.000315466j 0.0057123+0.00387934j -0.000744429-0.0133271j -0.000536281-0.00443887j -0.000766141+0.00286181j 0.00109722+0.00520376j -0.00501774+0.00652281j -0.000753126-0.00615672j 0.00813789-0.00768676j -0.00328604-0.000643863j 0.00311438-0.00381103j -0.00095012+0.00833028j 0.00377988-0.000907959j 
-0.00114792+0.000655617j 0.00356275+0.0048176j 0.000991837-0.00769582j 0.0011972-0.0114139j 0.00683057-0.000933677j -0.00412539+2.36033e-05j -0.00776174-0.00218219j 0.00861729+0.012432j 0.0137723-0.0150574j -0.00164902-0.0132604j -0.00348711+0.00434818j 0.00415351+0.0168717j 0.0038878-0.0098523j 0.0128142+0.00804381j -0.00542505+0.0191133j -0.0061876+0.0120051j -0.0113217-0.00145013j 0.00551418-0.0127656j 0.000457149-0.00753978j -0.0266923+0.0239001j -0.0187757+0.0144777j 0.00392824-0.0184561j 0.0029771+0.00160504j -0.00841985+0.00145058j 0.00249626-0.00763016j 0.00307681-0.00186023j 0.0100287+0.0106735j -0.00405223+0.00848796j 0.00636593+0.00375038j -0.00281737+0.00258213j -0.0175791-0.0107047j -0.00869081-0.00744171j 0.000250526-0.0117321j -0.012377+0.00365463j -0.00700416+0.000822814j 0.00415531-0.000830964j -0.00607393+0.00136692j -0.00483781-0.00667396j -0.00709445-0.000301983j -0.00512553+0.0043397j 0.00123153+0.00672166j -0.00273948-0.00044442j -0.00511635+0.00341196j 0.000641969-0.00533425j 0.00188449+0.00226025j -0.00323936-0.00182842j -0.00777328+0.00208151j 0.00320325-0.00122081j -0.000181018-0.00388576j 0.00485243+0.00355118j 0.00405513+0.0004843j 0.00386847-0.00994989j 0.00340986+0.00169034j -0.00237421-0.00120478j 0.00264864+0.00175079j 0.00172586+0.00213092j 0.00381993+0.0044026j 0.00255397-0.00446566j 0.00511952+0.014495j 0.00663193+0.0074157j 0.00451531-0.00176959j 0.00143663-0.00398881j 0.00712883-0.00159196j -0.00110467+0.00424028j 0.010096+0.00645398j 0.00334382-0.00322035j -0.00322297+0.00471602j -0.00331476-0.00921578j 0.000175298+0.00284444j -0.00696698-0.00903103j 0.00148799+0.00311291j 0.00623569-0.00194377j -0.0025993+0.000316219j 0.0040582-0.00476999j -0.00800087-0.00207166j 0.00346156+0.0123242j 0.00215726-0.00376756j -0.00142668-0.00621591j -0.00220457+0.0024366j -0.00161438+0.00763457j -0.00274381+9.80042e-06j 0.00469261-0.000389001j -0.00207985-0.00161165j 0.00372753-0.00689477j -0.00946308+0.00710552j -0.000158568-0.00218334j -0.00352225-0.00649276j -0.00516073-0.000346133j -0.00083156+0.00322541j 0.000382409-0.00474288j 0.00746537-0.00503156j 0.00652569-0.0112414j 1.08193e-05+0.00070874j -0.00354772+0.00168306j 0.00192632+0.00959715j 
0.000646728+0.00119833j -0.00263688-0.00235011j 0.00285564+0.00171392j -7.12475e-05+0.00762488j -0.00395269+0.00744679j -0.00927051-0.00570425j 0.00112424-0.00230468j 0.00653309-0.0138997j -0.00787738+0.0178447j -0.000239373+0.006141j -0.00952432+0.000721505j 0.00204188+0.0106844j -0.00961203+0.0093152j -0.0106193-0.0151167j 0.00470191-0.00511543j 0.00531514-0.000234824j 0.000611898+0.00220578j -7.98334e-05+0.0129445j 0.00500022-0.006596j 0.00660847-0.0146239j -0.00672236-0.00604566j -0.00657743+0.0177936j 0.013523+0.00222777j 0.0161562+0.00240839j -0.0140897+0.0162086j 0.00901872+0.00310351j -0.0081563+0.00523536j 0.00570138-0.0011773j 0.0021752+0.00441522j 0.00266529-0.00297927j 0.00615456-0.00671283j -0.00377485-0.00368575j 0.00116311-0.00313509j -0.00175504-0.00983179j 0.000527036+0.000483763j 0.0103057-0.00300797j 0.00810833+0.0049048j -0.0139823-0.00754316j -0.0066532-0.00342854j 0.00291387-0.00428858j 0.0023042+0.000718558j 0.000381497+0.00109721j -0.0164246-0.00234274j 0.000291956-0.00436198j -0.00380443-0.00139486j -0.00710406-0.00724183j 0.00121919+0.00384283j 0.0125098+0.00137306j 0.00163077+0.00318306j -0.00431431+5.69359e-05j -0.00387374-0.00554107j 0.0113716+0.00389722j 0.00556109-0.000488759j 0.00330922+0.00718697j 0.00295833+0.00278517j -0.00526703+0.00328294j 0.00705363-0.000399253j -0.00301663-0.00314454j 0.00345458-0.000476034j -0.00238129+0.00283746j 0.00364259+0.00140738j 0.00780795+0.0127838j 0.00163344+0.00277878j 0.00690347+0.000635401j -0.00132165+0.000243605j 0.00356385+0.00043138j 0.0033535+0.000958944j 0.0030741-0.00249023j 0.00124539+0.00134191j -0.00560287+0.0048525j 0.0049972+0.00570592j -0.00649101-0.00124526j -0.006884-0.00309493j -0.00231294+0.00253116j -0.00622634-0.000614345j 0.00443389+0.00641752j -0.00474484-0.00759793j -0.00330625-0.00988024j -0.00549762-0.00853338j 0.00719319+0.0103271j -0.00679911+0.00040459j 0.00390572+0.00243428j -0.00474728+0.00592297j 0.000783861-0.00718843j 3.19838e-06+0.00332659j 0.000331566-0.000157804j -0.00468834-0.00589598j -0.00599079-0.00337387j -0.00391341-0.00186139j 0.00531068+0.0117166j -0.00932668+0.000456297j 0.00165951+0.00723884j -0.00324649+0.00397216j 0.00452161-0.00355408j 0.00166469-0.00856581j 
0.00527671+0.00145581j 0.00348138+0.000140372j -0.000380634+0.00341123j 0.00884197+0.00387605j 0.000675942+0.00365336j -0.00303663-0.00129404j 0.000747103-0.000560221j -0.00169831+0.00298698j 0.00760401+0.00865798j 0.000461402+0.00202257j -0.00479609-0.000227599j -0.0144219+0.00304193j 0.00993166+0.0239014j 0.0165261-0.00163429j 0.000241873-0.00465659j 0.0054763-0.0125495j -0.00857859+0.0055775j 0.00418165-0.00471378j -0.00420255+0.00185687j 0.0122872-0.0142636j 0.00486928+0.00312909j 0.0105721+0.00306844j 0.00476301-0.00546167j 0.000852334-0.00588566j 0.00897607+0.00623609j 0.0027589-0.0014518j 0.0126888+0.00400993j -0.00091121+0.000872905j 0.0008073+0.0058844j -0.00105256+0.000790726j 0.000572834-0.0119836j -0.00978927-0.00283488j 0.0002646-0.000999621j 0.00522157+0.00877446j 0.00519856+0.00223427j 0.00320521-0.000175722j -0.01188+0.00523505j 0.00681788-0.00627902j -0.0043513-9.18934e-05j -0.00813564+0.0137411j -0.00125136+0.00644415j 0.000773953+0.00442191j 0.0062129+0.00843772j -0.00475536-0.00341652j 0.000626077+0.00162586j 0.000469411-0.00185735j -0.000994355+0.000785185j 0.00548152+0.000197632j 0.0029136-0.00194762j -0.00607646-0.00187338j 0.00666571-0.00327504j 0.00274529-0.00586009j 0.00462151-0.000550267j -0.00259699-0.0012759j 0.00197417+0.00444068j -0.000720713+0.00293928j 0.00184484-0.00702945j -0.00393116+0.00179026j 0.0110466-0.00585639j 0.00210991+0.00509174j 0.000813924+0.00219966j 0.00111649+0.000290487j 0.00401089+0.00403932j -0.00262415+0.00271861j 0.00893548+0.00235664j 0.00513944-0.000693444j -0.00144259-0.00800676j 0.000282006+0.000507276j -0.0043279-0.00656287j 0.00638211+0.00696217j 0.00225058-0.000739145j 0.00307826+0.00205262j 0.0102144-0.00236556j 0.000566413+0.00339685j -0.00349335-0.00394098j 0.00541922+0.0048976j -0.000847922-0.000206849j -8.9703e-05-0.000900764j 0.00423413+0.00451353j -0.00069437-0.00837018j 0.00148414+0.00553586j 0.0164867+0.000690783j 0.00317807-0.00770826j -0.00104392+0.00384029j 0.00596159-0.00974508j -0.00246367-0.00461795j -0.00582466-0.00364796j 0.00180932+0.000702049j 0.00257909-0.000565257j 0.0113514-0.00340628j 0.00203437+0.0111334j 0.00321873-0.00746703j 0.00269011+0.00404805j 0.00401362-0.00151305j 0.000727505-0.000237458j 
