-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
-0.000910582-0.000332882j 0.00245453-0.00202443j 0.000828658-0.00143737j 0.00152821+0.000797082j -0.00206019+0.001413j 0.00198996-0.00397939j 0.00370654-0.0022693j -0.000866715+0.00337206j 0.00405607-0.000869329j -0.00392445-0.0169222j -0.00461892+0.00757717j 0.00326947+0.00481247j 0.00160362-0.00137754j 0.00345238-0.00534642j -0.00333419-0.00779579j 0.00341059-0.0021054j -0.00224539+0.00371029j -0.00290317-0.00492697j 0.0013436-0.00366302j 0.00574428+0.0109563j -0.00235722-0.00771598j -0.00564597+0.00359653j -0.000480746-0.00135437j -0.00268731+0.00197509j 0.0011675+0.00508936j 0.00319309+0.00736128j -0.00593989-0.00430833j -0.00489999+0.0063893j -0.000515352-0.00376497j 0.00310022+0.00091566j 0.00640007+0.00339399j -0.00555107-0.00633452j 0.0059764+0.00578692j -0.00255746-0.000226974j 0.0027045+0.00276808j 4.25557e-05+0.00351389j 0.000585202-0.0146899j -0.000242556-0.0131219j 0.0021915+0.00754534j -0.00453724-0.00322565j -0.000301368+0.00143389j 0.00245782-0.00363757j -0.00288797-0.00132324j 0.000415955-0.015399j 0.00261837+0.00146965j 0.00113055+0.00894792j 0.000857726+0.00295957j 0.000209793-0.0024247j -0.00109097-0.00393323j 0.00134287+0.00232581j 0.0002742+0.00142783j 0.00117679+0.0024842j 
-0.00399248+0.00633236j 0.00291714+0.00213542j -0.00238486+0.000448001j -0.00077889+0.00242542j -0.0021913-0.000522464j -0.000256833+0.00114035j 0.000487382-0.00277879j 9.50338e-05+0.00423136j 0.00377295-0.00327845j -0.00854151-0.00606576j 0.00459648-0.00741995j 0.00359864-0.00338284j -0.00531993+0.0052381j 0.00484972+0.00392621j 0.00896203+0.0105766j -0.00632742-0.00218512j -0.00028882-0.00272986j -0.00553369+0.000893392j 0.00420855+0.0026988j 0.000614745-0.000993315j 0.000644143+0.00619059j 0.0029506-0.00110744j -0.00389479+0.000223056j 0.00896336+0.00568888j 0.00129759+0.00770092j -0.00199386+0.000626105j 0.00858521+0.00277315j 0.00247804+0.00421127j 0.00364841+0.00618998j 0.0028888-0.00573163j 0.00590492+0.00579749j 0.00174324-0.00960504j 0.0059841-0.000564859j -0.00594267+0.00836029j 7.19508e-05-0.00127516j 0.00442691-0.0085327j -0.00731145-0.000515372j -0.00263263-0.00220387j 0.00165722+0.00222238j -0.00492783-0.00497263j -0.00122641-8.90576e-05j 0.00472932+0.00351178j 0.00125422-0.00246913j -0.00541894-0.0020649j 0.00187315-0.00427695j 0.00223272+0.00580873j 0.00189356+0.00332315j -0.000865655-0.00318454j 0.000925248+0.00114526j 0.00171122+0.000114257j 0.00230701+0.00269647j 4.54459e-05+0.0046791j 
0.000157808+0.000497233j -0.0023328-0.00234167j -0.00114882-0.00139067j 0.00098486-0.00156366j 0.00381891+0.00172009j -0.00328376+0.00174506j -0.00473009+0.00476807j 0.00276121-0.00146063j 0.000431169+0.00587612j -0.00040194-0.000727744j 0.00773224-0.0076139j 0.00102785-0.00603181j -0.00106847+0.0120652j -0.00154935-0.00051407j 0.00934633+0.000266949j 0.00347989+0.00315588j -0.00359801+0.00165844j -0.00524716-0.00295246j 0.00263919+0.00238322j -0.00261426+0.00589279j 0.0050415+0.00510113j 0.00727805+0.00254782j 0.0111846-0.00157026j 0.0142318-0.00532867j 0.0045955-0.00343077j -0.00194288+0.00147454j 8.21424e-05-0.00450721j -0.00708052+0.0018176j -0.00180812-0.00509385j -0.00142257-0.00409685j -0.0070336+0.00442129j -0.0118114+0.00714092j -0.0054895+0.00515518j -0.00216996+0.0019294j 0.00203828+0.00138282j -0.0112901+0.0016703j -0.000303221-0.00388924j 0.00371191-0.00933515j -0.00547432+0.00125474j 0.00497354-0.00116854j -0.00228555+0.0011967j -0.00080577+0.00094664j 0.00156895-0.00403282j 0.00957774-0.00404759j -0.00226968-0.00316116j 0.000438282+0.00297692j 0.00453393+0.00156352j -0.000402613-0.000832489j 0.0017418-0.000271286j -0.00150098+0.00035609j -0.00170571-3.2829e-05j 0.000989523-0.0008908j 
-0.0011134-0.00170498j -0.000603606+0.0011072j 0.00271209-0.000903333j 0.00177529+0.00396724j -0.000271514-0.00240601j -0.00189484-6.83712e-05j -0.000361617+0.00312842j -0.00235103+0.00264199j 0.00392153-0.000192412j -0.00146699+0.00514638j -0.00373631+0.0074399j -0.00210827+0.0083107j 0.0036706+0.000144758j 0.00155915-0.00561134j -0.00488269-0.00337099j -0.00777446-0.00742412j -0.00107102-0.00429019j -0.00331593+0.00304347j -0.0025325+0.00560266j -0.000446302-0.00241501j 0.00278821+0.0078679j -0.0016981-0.00326225j -0.00487161+0.000708168j -0.00642378+0.0106519j -0.00811384+0.00307516j -0.00211706-0.00671123j -0.000922873+0.00434485j -0.0049807+0.0135736j 0.00235345-0.00800603j 0.0092672-0.0256295j 0.00905611-0.00319944j 0.00630586-0.000476505j 0.00238232-0.000940738j -0.00426869+0.00797728j -0.00467216+0.00066169j 0.00364846-0.00434531j 0.00629941-0.000812689j 0.00865216-0.0053039j 0.00499528-0.00220236j -0.00724976-0.00307941j 0.000771043-0.00236241j 0.000891392+0.000853182j 0.00422516-0.00172037j -0.00236756+8.37895e-05j 0.00232326+0.000408155j -0.000395183-0.00370534j -0.0045006-0.000819923j 0.00293617+0.000114733j -0.00134468-0.00172184j 0.00057521+0.000937016j 0.00128445+0.00221863j -0.00065061-0.000809517j 
-0.000277337+0.00295006j 0.0050973+0.00146198j -0.000443888+0.000644515j -0.00422975-0.00133184j -0.00242696-0.00173395j 0.00186707-0.00116912j 0.00406297-0.00642764j -0.000447497+0.000731815j 0.000974637-0.00555023j 0.00572794-0.0102211j 0.00195045-0.00262515j -0.00377637-0.00139046j -0.00573756-0.00511912j -0.00565287+0.00148617j -0.00237548+0.00171439j -0.00334853+0.00679456j -0.00272342+0.0076535j -0.00988281+0.00636055j 0.00258314-0.00330203j -0.00629375-0.00128834j -0.0021233+0.00418396j 0.00401854-0.00548177j 0.00252098+0.00214076j 0.00360763-0.0110807j -0.00243691+0.00696617j -0.00178126+0.00224122j 0.00227345-0.00288393j -0.0012045-0.000874071j 0.00846909+0.00893183j 0.00585138+0.00166733j 0.00387563+0.00124908j -0.00399211+0.00315967j -0.00458559-0.00120865j -0.00704391-0.00342132j -0.00184346-0.000746562j 0.00179217+0.00258218j 0.00281981+4.50714e-06j 0.00558072+0.00270105j 0.00124876+0.00148153j -0.00188872+0.00334141j -0.00268649-0.000143256j 0.00130883+0.000317258j 0.00247888-0.00024112j 0.00297673+0.000708754j -0.00159068+0.00357064j 0.000525867+0.0039984j 7.62082e-05-0.000696697j -0.00230263+0.00236066j 0.000489269+0.00323547j -0.00012159-0.00228313j 0.00087456-0.00187012j -0.00026298+0.00247221j 
-0.00329788-0.00256756j -7.19571e-05-0.00170169j -0.00396391+0.00175288j 0.0015849-0.00213088j -0.0067915+0.00223374j -0.00577097+0.00591472j 0.00188318+0.00121148j -0.00438502+0.0029799j 0.00471237+0.00171062j 0.00526156+0.0023385j 0.00491023-0.00196806j 0.00295848-0.00521393j -3.74581e-05+0.00159447j -0.0089803-0.000305953j 0.00246737+0.000768796j -0.00336623+0.00246129j 0.000171396+0.000458491j -0.0100474-0.00345407j -0.00393988-0.0060566j -0.0067954+0.00568521j 0.00247757+0.00404856j -0.00179626+0.00487268j 0.00862629-0.00268039j 0.00402958+0.00398719j 0.00732768-0.0061886j 0.000385959+0.00186636j -0.00585433+0.0052793j -0.00690625+0.00721736j 0.00465954+0.000445238j -0.0051261+0.00468481j -0.00214598+0.00120483j -0.00458917-0.000984927j 0.000138361-0.00510652j -0.00470991-0.00372871j -0.00442318-0.00645182j 0.00390743+0.00112806j 0.00293164+0.00739273j -0.000683173+0.00553788j 0.00746045-0.00269578j 0.000357142-0.00129717j -0.00289426-0.00255082j 0.00197379-0.00214715j -0.00278471-0.0027413j 0.00280702-0.000721405j 0.00110671+0.00208718j 0.000196215+0.00204296j 0.00240221+0.000716409j -0.000996348-0.00284747j 0.000885912+0.0026852j 0.000341849+0.000685031j -0.00295644+0.00113537j 0.000419552+0.000198375j 
0.00097835+0.00131381j 6.36206e-05+0.00341447j -0.0046066+0.00490526j 0.000637127-0.00320965j -0.00235586+0.00509965j -0.00117852+0.00274762j -0.00191632-0.000848896j -0.00237175+0.00187249j -0.0128029-0.00250466j -0.00244997+0.00361343j -0.00342158-0.00207834j -0.00250279-0.0117321j 0.00244904-0.010794j -0.00111454+0.00747165j 0.00245407+0.00546076j 0.00684889+0.00918634j 0.0037599-0.00784067j 0.000466832-0.000245271j -0.00832283-0.00121987j 0.00562368-0.000735549j -0.00171703-0.00562645j 6.52403e-05+0.00409523j -0.00390027+0.00238319j -0.000718789+0.00287412j 0.00241741+0.00266722j 0.00241751+0.00525136j -0.0030514+0.00479733j -0.00243225+0.0141617j -0.00955465+0.00322708j 0.00265795-0.00753463j -0.00383849-0.00791139j 0.00431708+0.00102888j 0.0042812-0.00264391j 0.00168842+0.0043469j -0.00324475+0.0078644j 0.00613642-0.00554625j 0.000720703-0.00642441j -0.000726037-0.00779017j 0.000574263-0.00482996j -0.00113901+0.000472622j 0.00476004+0.00126253j 0.00215475+0.004092j 0.00533137-0.00262136j -0.00479932-0.00118406j -0.000703901-0.00691515j 0.00393697-0.000437286j 0.00199172+0.000396704j -0.00191974-0.00426003j 0.00215505+0.00216369j 0.00312619-0.00083124j -0.000570314+0.00116031j 0.000577624+0.000400517j 
0.00266838-0.00106227j 0.000633228-0.00343408j 6.94209e-05+0.00102962j 0.002504-0.00202486j 0.00348748+0.00507483j -0.00251448+0.0032726j -0.00407787+0.00272347j -0.00149417+0.00487833j 0.00291589+0.00875382j -0.00431311+0.00667478j 9.53891e-05+0.00178122j 0.00154575+0.00430961j -0.00199233+0.00807984j 0.00217582+0.00203463j 0.000454606+0.00629792j 0.00629717+0.00255561j 9.64e-06-0.00607394j 0.00749175-0.00825603j 0.00137861+0.00394851j 0.00581183+0.00086004j -0.00288444+0.00217562j -0.00511918+0.00455444j 0.00720668-0.00285836j -0.000692217+0.0063184j 0.00989627-0.00925558j 0.00523774+0.00408337j -0.00516961+0.00371403j 0.00306801+0.0055155j -0.00893788-0.00549739j -0.00442831-0.00305534j -0.00409537-0.00014515j -0.00669021+3.76571e-05j 0.00153904+0.00288486j 0.00913487+0.000977501j -0.00135977+0.00136065j 0.00178728-0.00364227j 0.000640197+0.00240053j -0.0085507+0.00327293j -0.00114925-0.00308694j 0.000839315-0.00111107j 0.00240823-0.00169789j 0.00161035+0.00524167j -0.0018611-0.000126497j 0.00163176+0.00150107j -0.00142552-0.00319568j -0.00117964+0.00475193j 0.00273468+0.000579386j -0.00208295-0.00027358j 0.00210278+0.00112376j 0.0014338-0.0029325j -0.0021922-0.00313684j 0.001791+0.000293832j 
-0.000338317+0.00224438j -0.0013785+0.00621959j -0.000131131+0.00197191j 0.000134999+0.00370764j 0.00266411-0.00150475j 0.00445902-0.00672451j 0.00750995-0.00232633j -0.000304377-0.00274543j -0.00186747-0.00320881j -0.00916434+0.00809897j -0.00295873-0.000197077j 0.000752928-0.0110195j 0.0070301-0.00624449j -0.00285861+0.00354856j -0.00386975-0.00784891j 0.00484602-0.00697151j 0.00068214-0.0048983j -0.00452318+0.00855138j 0.00658131+0.00168446j -0.000636509+0.012277j -4.42607e-05-0.000568801j -0.00625817-0.00317779j 0.00648079+0.00825744j -0.00278308+0.0097451j 0.00805264+0.0143743j -0.00200784+0.00269301j -0.0112266-0.00126598j -0.0053516-0.000152214j 0.00152609-0.00450101j 0.0032595-0.00685736j -0.00404074-0.00463556j -0.00714455-0.0109367j -0.00066468-0.0045829j 0.00462606+0.00687407j -0.0037204+0.010132j 0.000429738-0.00696707j 0.00988639-0.00448327j 0.00545298-0.00625332j 0.00593797-0.00530075j -0.000945553-0.000507875j -0.00232442-0.00385972j -0.00356376-0.00111859j -0.000509654-0.00483808j -0.00326989+0.00956374j 0.00424454-0.00332067j -0.00103697-0.00693893j -0.000919136+0.00222743j 0.00127551-0.000387398j -0.00329714-0.00264502j 0.00425655+0.000943896j 0.00580454+0.00162201j -0.0014908-0.0014851j 
0.00156763+0.00330365j -0.000300061+0.000465727j -0.000660854-0.00237855j -0.00111566+0.00559945j -0.00102394+0.00548485j 0.00424442-0.00218546j -0.000294827+0.00240324j 0.000905183-0.00221354j -0.00857823-0.00322704j -0.0064874-0.00572493j -0.00229718+0.00813687j 0.00082826-0.0144807j 4.16494e-06+0.00472104j -0.00757135-0.00107961j 0.00189838+0.0023678j -0.000462772-0.010629j 0.0101493+0.00176728j -0.0145942+0.00371955j 5.23764e-05+0.00579939j -0.00148406+0.0141529j 0.00798064+0.0082337j 0.00343746-0.0076815j -0.00672481-0.000368934j -0.00496202+0.00338637j -0.0121673+0.00227896j -0.0108015-0.00135809j 0.00483123+0.00105097j 0.00153852+0.00166639j 0.00336319-0.00894904j -0.00330603-0.00534394j 0.00571172+0.00878727j 0.00692211+0.00718365j -0.00157705+0.00392471j -0.00721141+9.36659e-05j -0.000762014+0.00202704j 0.0102397-0.00894029j -0.0016644-0.000681479j -0.00459834-0.00310994j 0.00477372-0.0052479j 0.00355833+0.0063753j -0.0011809-0.000227681j 0.00459462-0.000187385j 0.00254527-0.00751962j -0.00280345-0.000362841j 0.00561725+0.00329317j 0.00479048+0.00130348j -0.000268148-0.00292413j -0.00042691+0.00432428j -0.000971706-0.00383092j 0.00103473+0.0010948j 0.0034756+0.00344788j 0.00208432-0.00163923j 
0.00203579+0.000239126j 0.00272065+0.000284793j -5.4424e-05+0.00277228j 0.00216033-0.00556516j 0.000281848+0.00211627j -0.00377941+0.00157828j -0.00150319+0.00505457j 0.000143488+0.00089507j -0.00122919+0.0060717j 0.00490228+5.50448e-05j -0.00186551+0.00341608j -0.00771251+0.00897186j -0.00241786-0.00972788j -4.94271e-05+0.00173674j 0.00209513+0.00102248j -0.00337423+0.00738287j -0.00359635+0.000746201j 0.00327121+0.0077311j -0.00352674-0.0011865j -0.00337034+0.00341508j -0.00342929-0.00605526j 0.00403722+0.00021749j -0.00171675+0.00235291j -0.00607666-0.00277126j -0.00188271+0.00128627j -0.00153663+0.00586043j 0.00210058+0.00669597j 0.00381827+0.0157645j 0.00670894+0.0101785j -0.011525-0.00679356j 0.00372036-0.00471175j 0.00327903+0.0080637j -0.00647611+0.00298159j -0.00210842+0.00487919j -0.00724207+0.000105115j 0.00557544+0.00941864j -0.00186253-0.00669936j -0.00642291-0.013913j 0.00354899+0.000410621j 0.00357946+0.000554562j 0.00277566-0.000674387j -0.00121928+0.00271198j -0.00271379-0.0066243j -0.00363163-0.00594833j -0.000534905+0.00169105j 0.000223649-0.00253009j 0.00163321+0.000121373j -0.00110771-0.0048525j 0.0006628+0.00101736j 0.00326286-0.00204929j -0.00021505-0.00152644j 0.000637564+0.00182135j 
0.00386757-0.00098743j 0.00180131-0.00158513j 0.00167007-0.000993216j 0.00309593-0.00140115j -0.00473827+0.00419267j -0.00238045-0.00105795j -0.00672383+0.00315574j 0.00342653-0.00122109j -0.00125749+0.00969409j 0.00694957-0.00180736j -0.00407421+0.00722243j -0.00678572+0.00543796j 0.00427059+0.00230554j -0.00326391+0.00507096j -0.00357066+1.3927e-05j -0.00757757-0.00500953j 0.00392065-0.00269141j -0.0113462+0.00275676j -0.00391087+0.00195611j -0.00415891+0.00621197j -0.00652041-0.00158807j 0.00988361+0.00814744j -0.00875774+0.00228632j 0.00558644+0.00353638j -0.00668794+0.000659543j -0.00261467+0.00455504j 0.00996577+0.00175364j -0.00333146-0.00418365j 0.00466715-0.00145455j 0.00765783+0.010099j 0.00886224-0.00290468j 0.00198496-0.00641866j -0.00679515-0.00305075j -0.00340935-0.00251144j -0.00396264+0.000328397j 0.00284748-0.00499901j -0.000325242-0.000983851j 0.00325712+0.00607431j -0.00138834-0.00158338j 0.00195744-0.00531808j -0.000691114+0.00175719j -0.0048259-0.0045978j 0.000300016+0.00373904j 0.00330214+0.00256593j 0.00128922-0.00398208j 0.000841384-0.00182142j 0.00167458+0.00156445j -0.000234671+0.00183145j -0.000679907+0.000844706j -0.001339-0.00148492j -0.000886958-0.00342771j -0.000449842-0.00042005j 
0.00115571+0.0026841j -0.000918245+0.000336904j -0.00317902-0.00040818j -0.00196675-0.00282939j 0.00272832+0.00225655j 0.00374228+0.00298522j 0.00308287+0.000660581j 0.000708369+0.00440866j 0.00150197-0.00296265j -0.00830033+0.00628533j 0.000719907+0.00157642j 0.0025302-0.00366978j -0.00105132-0.00643757j 0.00461021-0.00254868j 0.0037352+0.000889906j 0.00197502+0.00589675j -0.00159439-0.00254195j 0.00224488-0.000901861j 0.00502418+0.00438174j 0.00123936-0.00511175j 0.00370288-0.00238927j -0.00266768-0.00312727j 0.00198374+0.00747827j -0.00200307+0.00366505j -0.00712874+0.00291244j -0.00493779-0.000392496j -0.00307686+0.000299208j -0.00433959+0.00543024j -0.00700502+0.00385405j 0.0017756-0.00396027j 0.00345342-0.000950933j 0.000177854-0.00485142j 0.00370056-0.00123327j -0.00599456-0.00293868j -0.000736245-0.0010179j -5.94752e-05-0.00599801j 0.000919097+0.00203032j 0.00617384+0.00318815j -0.000590106-0.00265263j 0.00254+0.00669124j 0.00395881-0.00461811j -0.000373497+0.000528022j 0.00343766-0.0023876j -0.00126764+0.00441745j -0.00160311+0.00126316j 0.000737668+0.00379437j 0.00151845-2.81253e-06j -0.00141857+0.00297976j 0.00041449-0.000195368j 0.00179607+7.70226e-05j 0.00126348-0.00126342j 2.51383e-05+0.000140763j 
-0.00107915-0.00174666j -0.000751326-7.28356e-05j 0.00178888-0.00192902j -5.85625e-05+0.00403992j -0.000489077-0.00096785j -0.000522698-0.00643884j 0.00232707-0.00528807j -0.00186984-0.00371443j 0.00141546-0.00442455j 0.000334911+0.00193137j -0.00487541-0.00273494j 0.0031597-0.00549963j 0.00547686+0.00230179j -0.00315538-0.00159161j -0.00591655-0.0037162j 0.00388727-0.00616299j 0.00456183+0.00406782j -0.000223981+0.00487951j 0.000553804-0.00839359j 0.012086-0.00168542j -0.0035885-0.00298779j -0.0020751+0.00295769j -0.00391357-0.00405164j 0.0040246-0.00479123j 0.00497168+0.00687488j 0.00554851+0.00266947j -0.000739612-0.000600228j 0.00648612-0.000423144j -0.00486523+0.00157224j -0.00792619-0.003024j -0.000298092+0.00126566j 0.00389316+0.000877029j 0.00361595+0.000347963j 0.00648224+0.000390691j 0.00695109+0.000239347j -0.00145292+0.00434094j -0.0122546-0.00945474j -0.0119522-0.0136161j -0.000119845+0.00146979j -0.00336659-0.00355418j 0.00129723+0.00508421j -0.000784275+4.73789e-05j -0.00185304-0.00325011j -0.00308414-0.00758818j 0.00185359-0.00202048j -0.00167633-0.00418136j -0.00231379+0.000594251j 0.00159844-0.00387433j -0.00194952+0.00112776j -0.00312062+0.000611319j -0.000155401-0.000112296j -0.000769686+0.000307625j 
2.70231e-05+0.00247378j -0.00055759-0.00321533j -0.00153391-0.000177332j -0.00190032+0.00536718j 0.00460501+0.00370294j -3.68222e-05-0.00125504j -0.00347895-0.00581516j -0.00141181+0.00489331j 0.00900793-0.0119201j -0.0106008-0.00195773j 0.00159433-3.14865e-05j 0.00448353-0.00165196j 0.00771559+0.00786555j -0.00149081-0.0145446j -0.00245018+0.00147756j -0.00958791+0.00880603j -0.00886393-0.00670118j 0.000218581-0.0136031j -0.000198857-0.00227348j -0.00338857-0.0015152j -0.00450293+0.00203242j 0.00415369+0.00728531j 0.000961583+0.00187629j 0.00137339+0.00860223j -0.00309306-0.00221484j -0.000746446-0.00115621j 0.00305956-0.00162813j -0.00554023-0.00320201j 0.000214592-0.00726242j -0.00360366-0.00379909j 0.00883435-0.00561254j 0.00464677-0.000777912j 0.00058089-0.00954675j -0.00095053+0.00332252j 0.000205185+0.00665939j 0.00752758+0.00438999j -0.00369393-0.001748j -0.00234917+0.00301523j 0.00345912-0.00908728j -0.00214888+0.00960026j -0.00116247+0.00258334j 0.000703816+0.000395291j 0.0004726+0.00199559j -0.00282107-0.00057779j 0.00251002+6.21109e-05j 0.000526099+0.000722374j -0.00478596-0.000954007j 0.000271927-0.00231219j 0.00363453+0.00380672j -0.00138909-0.00118209j -0.00122716-0.00154605j 0.00150994+0.000710025j 
-0.000134381+0.00264869j 0.00048647+0.0001498j -0.000151762+0.000533115j -0.00112836+0.00169448j 0.00284452+0.00302969j 0.000472959+0.00147235j -0.000576939+0.000807323j 0.000368106+0.0020575j -0.00428145-0.00132227j -0.00889873-0.00509592j 0.00491645+0.00224146j -0.00372228-0.00385137j 0.00442475+0.0046024j -0.0115851-0.00089002j -0.00445707-0.0024214j 0.00139452-0.00255654j 0.000980205+0.00456308j 0.00298093-0.00564298j -0.000736136+0.00404279j 0.00307729+0.000690502j -0.000389875-0.000982453j -0.000800821+0.00482451j 0.000587843-0.00970893j -0.000487292+0.0031687j 0.00850493-0.0090772j 0.0137823-0.00186225j -0.00729671+0.0132183j 0.00726113+0.0083539j -2.48607e-05+0.00166458j 0.0112244+0.0074411j -0.00887874+0.00917172j 0.000586607+0.00842802j 0.00259347+5.14092e-05j 0.00446712-0.00727306j -0.00514391+0.000844094j 0.00863646+0.00389529j 0.00689832-0.00204779j -0.000405902+0.00527177j 0.00583308-0.00283777j -0.00608011-0.00335153j -0.00160156+0.00211217j 0.00252075-0.000181155j 0.00026552+0.00377001j -0.00691406-0.00903282j 0.00255205+0.00167146j 0.00187961-0.000322935j -0.00261356-0.00591377j -0.00120734-0.000785958j 0.00126913+0.00212065j -0.00111569-4.15759e-05j 0.000470715+0.000650218j 0.00052576+0.001292j 
0.00209769+0.00490734j 8.37114e-05-0.00245028j 0.00138999+0.00157151j -0.00079648-0.000525092j 0.00354283+0.00427849j 0.00243456+0.00301881j -0.00416567-0.00200515j 0.00453994-0.000337515j -0.000314017+0.00166824j 0.000638755-0.00245283j -0.000885479-0.00170326j -0.00357054-0.00270341j 0.00313612+0.011852j 0.00724915-0.0027252j 0.00238206-0.00918583j -0.00272176-0.00621164j -0.00407825-0.00391726j 0.00238839+0.00546232j -0.00791627+0.00311912j 0.00298476+0.00281909j -0.00746162+0.00100408j 0.006839+0.000661555j -0.00150682+0.00246608j -0.00109171-0.0059747j 0.00185721+0.00203573j 0.0059639+0.00749795j 0.00152705-0.010722j 0.0162041+0.00553467j 0.0111495-0.00399992j -0.00325436-0.00828102j -0.00532279-0.00392439j 0.00014717-0.00413999j 0.000353979+0.00457332j 0.00661605+0.0166197j -0.000421423+0.00693358j -0.0017899+0.00238937j 0.00124818+0.00287071j -0.00482585-0.00728361j -0.000213449-0.00467991j -0.00366051+0.000406235j 0.000507202-0.00134017j 0.00444431+0.00220813j -0.000175071-0.00206303j -4.20296e-05-0.00349132j -0.00570383-0.000644963j -0.000727807-0.00195875j 0.00210848-0.00470582j -0.00447546+0.00102065j 0.00126922+9.91977e-05j -0.0028022-0.00111374j 0.000266752-0.00119163j 0.00269344+0.00120526j 
-0.00244723+0.00365022j -0.0026057+0.00470044j 0.00058323+0.00124413j 0.00214049-0.00430331j 0.00435089-0.00743132j 0.00128074+0.000668139j -0.00403751+0.00429298j 0.0015857-0.00404072j -0.00104958-0.00834927j -0.00166486+0.00527424j 0.00581768-0.00545831j -0.0109975-0.0121327j -0.000762382+0.00159545j 0.00954548+0.00089472j 0.00403505-0.00567198j -0.00939423-0.00640389j -0.00411454-0.0064068j -0.000209007-0.00524915j -0.00040344+0.00192978j 0.00239477-0.00204101j 0.00282786-0.000387017j 0.0080928+0.00550243j 0.00108359-0.00293965j 0.00382906-0.000991326j -0.00578753-0.00216511j -0.00579545+0.00278457j -0.00133792+0.00232416j 0.00185624-0.00389923j 0.000590298+0.0119767j -0.0071413+0.00349049j 0.00160964+0.00961608j 0.00219882-0.00216287j -0.000767049-0.00226784j -0.0025677-0.0062188j 0.00555466-0.000742375j -0.00266082+0.00226059j -0.00376623+0.00199472j -0.00526948-0.000424114j -0.00247342+0.00334684j 0.00630091-0.00262j -0.000511135-0.00263964j -3.57475e-05+0.000844986j -0.000411865-0.00383987j 0.00198848-0.00190119j -0.00236353+0.00121056j 0.00106944-0.000305146j 0.00135892-0.00225852j 3.56373e-05+0.000869873j -0.00219944-0.000558102j 0.0015387+0.000729157j 0.00260729+0.000936606j -0.00129359-0.000835172j 
