-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
-0.00342398+0.000919484j -0.000649902+0.00445612j 0.00300515-0.0079131j -0.000497173-0.0012986j -0.000211721+0.00130199j -0.00101251-0.00172181j -0.00156629+0.00355715j 0.00208368+0.000831542j -0.00318694-0.00100006j -0.00195648-0.000629146j 0.0039641+0.00600611j -0.000781128+0.00876224j -0.0052681-0.00118294j 0.00232678+0.00471913j -0.00814999+0.000418996j -0.000981696-0.00941954j -0.00407838+0.00666131j 0.00288469+0.0022591j 0.00149038+0.00294388j -0.00214625-0.00461604j -0.00333258+0.00547875j -0.0024457-0.00949857j 0.00597391+0.00208357j 0.00905327+0.00322055j -0.00401225-0.0101541j -0.00426168+0.0063543j -0.000255241-0.00320324j -0.0114122+0.00109532j -0.00326268+0.000734275j -0.00121086+0.00399501j 0.00230187+0.00176783j -0.0103283+0.000864626j 0.0155729+0.0026805j 0.00299218-0.000706591j -0.0147934+0.00492032j 0.0145572-0.000315095j -0.00866372+0.00472531j 0.0033663+0.00268623j -0.0174644+0.00615532j -0.00268506+0.00493316j -0.0071839+0.00728663j 0.000862598-0.00189027j 0.0112397-0.00040835j 0.00806361+0.00504772j 0.000947022+0.00307122j 0.000286612+0.00318042j -0.00411603+0.00214075j -0.000495436+0.00405766j -0.00058131-0.00227731j -0.00419587+0.00366127j -0.00144684+0.00366488j -0.00428412-0.00651667j 
0.000348165+0.003599j 0.000629681+0.00126993j -0.00158081-0.00215581j 0.000224559+0.00171937j -4.14725e-05+0.000699049j 0.00277499-4.85405e-05j 0.003197-0.00364291j -0.000527433-7.7337e-05j -0.000465411-0.000184272j 0.00133856-0.00594142j -0.00318841+0.00422537j 0.00396731-0.00306775j -0.00463312-0.00193034j 0.00121223-0.0034905j 0.00811536+0.00389158j 0.00139196+0.00438357j -0.00104189+0.0093384j 9.84799e-05+0.002047j -0.000471863+0.00550287j 0.00336039-0.00364594j 6.52895e-05+0.00311327j -0.00225789+0.00277431j -0.0001461+0.00591788j -0.00586269-0.00969698j -0.000197589+0.00231336j -0.00262449+0.000753767j 0.00107172-0.000900478j -0.00311342+0.00381104j -0.000150594-0.00437048j 0.00244102+0.00303502j -0.00589045+0.00904326j -0.00313404+0.0069488j -0.000230612-0.0139264j 0.0035646+0.00473873j -0.00169688+0.0110851j -0.000915226+0.00566858j -0.00254741+0.00424006j -0.00227353+0.00781417j 0.00359413+0.00690413j -0.00158295+0.00120059j -0.00686271+0.000803882j 0.00737448+0.00647935j -0.00245916+0.00396178j -0.00647927-0.00340103j -0.00822786-0.0030918j -0.00345883+0.00242159j 0.00474272-0.00263709j -0.00138282+0.00173438j -0.000113085-0.00397941j 0.000921387-0.000897337j 0.00358408+0.00011754j -8.1467e-05+0.000828038j 
0.00160751-0.000804689j 0.00162724-0.00903359j 0.00141036-0.000309912j 0.00240336+0.00140021j -0.00146275-0.00270125j -0.00087071-0.000826976j -0.00354078+0.00482513j -4.0813e-05-0.000867145j 0.000284195+0.00243538j 0.00348332+0.00288418j 0.00388788+0.00363501j -0.00335686-0.00107262j -0.00211794-0.00856905j 0.00669307-0.00467978j -0.00139085-0.00541886j 0.00506792+0.00434397j 0.00398948+0.00147583j 3.05351e-05-0.000491213j -0.00550517-0.00693462j 0.000372749+8.0492e-05j 0.00190131+0.00735917j 0.00271093+0.00512665j 0.00799861+0.00565784j 0.00410237+0.0010449j 0.00155821+0.00161972j -0.00140464-0.00290022j -0.00273141-0.00354622j -0.002925+9.41013e-05j -0.00583523-0.00464702j -0.00102971+0.00773054j 0.00484607+0.0111956j 0.00647158+0.00315197j 0.00586515-0.00364033j 0.00371942+0.0070602j -0.00034853+0.0197557j 0.00682856-0.00848111j 0.00992983+0.0128616j 0.000931494-0.00349361j -0.000575973+0.00884581j -0.0030753-0.00704354j 0.00100143+0.00678022j 0.00335532-0.00777191j 0.00582976+0.00667511j -0.00111011-8.19315e-05j -0.00134725-0.00396514j 0.00268398+0.00231081j -0.00742587+0.00091623j 0.000143629-0.00157764j 0.00671042+0.000937244j -0.000786683+0.00111778j 0.00319665-0.00236708j 0.00407158+0.00527507j 
-0.00160104-0.002226j -0.00115929-0.000990119j -0.00413983-0.00143443j -0.000674532-0.00306864j -0.00355019-0.00216813j 5.78903e-05+0.00524952j 0.00318559-0.00517174j 0.00273197-0.0019322j 0.00260995-0.00237871j -0.00550152-0.00397201j 0.00108986-0.0026368j 0.0011628-0.00399902j -0.00213716-0.00345614j 0.00411485+0.00635738j 0.00269729+8.99213e-05j -0.0052694+0.00152883j 0.00317425-0.0110306j -0.00521618+0.00243396j 0.00551117-0.00887187j 0.00231038+0.00381445j -0.00438229+0.00284144j 0.000263148-0.000623418j 0.000734192-0.00299546j 0.00190459+0.0016173j 0.0136674-0.000478487j -0.00415636-0.00253093j 0.00779974-0.000691995j 0.000188157-0.000812093j -0.00245769+0.00223131j -0.00607894-0.000866666j -0.00319202+0.00612364j -0.000412189-0.00149068j -0.00095385+0.000880312j -0.0120614+0.00682322j -0.00273445-0.00377593j 0.00986984-0.0105863j -0.00609693-0.00422089j 0.0120372-0.00753947j -0.000434424-0.00478464j -0.00537922-0.00294213j -0.00742048+0.000787494j 0.00155104-0.00115259j 0.00547179+0.00763517j 0.00796634-0.0101528j -0.000319416+9.88898e-05j -0.00744891+0.00964846j -0.000659224-0.00148363j -0.00523726-0.00517001j -0.0021319-0.0019948j -0.00504001+0.00774868j -0.003376-0.00387009j 0.000842109+0.00352682j 
8.1051e-05-9.98913e-05j -0.000730534+0.00255479j 0.00117834-0.00385915j -0.000120154+0.000338338j 0.000366152-0.00296466j 0.00802664-0.00144422j 0.00152329-0.00706269j -0.000134945-0.00322043j -0.00142495+0.00124131j -0.00447657-0.000198555j -0.00313436+0.00033501j -0.00796757-0.00175322j -0.00198047+0.00660838j -0.00212757+0.000420173j -0.00705401-0.00151868j -0.000429616+0.00449408j -0.00396567-0.00174627j -0.000582686+0.000943071j -0.00620335-0.0022621j 0.00108829-0.00336047j -0.00231057-0.00166692j 0.000155147+0.00509122j 0.00333682+0.00806497j 0.00850119+0.00695157j -0.00163388-0.000448479j -0.00361+0.00794783j -0.000522896+0.00436767j 0.00428191+0.00191891j 0.00409547-0.00251301j 0.00133809-0.00206112j -0.00761321-0.00519751j 0.0117297-0.000582463j -0.000665442-0.00910945j 0.000897708-0.0044145j 0.00169493+0.00113073j 0.00303002-0.00229311j -0.00117932-0.00163128j -0.000415434+0.00393517j 0.00931661-0.00762262j -0.0108494-0.00447909j -0.00763896+0.00893713j 0.00285857+0.000133521j -0.00433066-0.00441219j -0.00735504+0.00204442j -0.00439066+0.00453789j -0.00157377+0.00248116j -0.013446-0.00978581j -0.00735831-0.00272534j -0.000448485-0.00427232j -0.00678391+0.000886532j -0.00137803-0.00141319j -0.00311411-0.00710047j 
0.00088053+0.00405287j -0.000199386+0.00129545j 0.00239581+0.00274459j 0.000606432+0.00575968j -0.00138974+0.00319038j 0.00142003-0.000957578j -0.00483721-0.00208707j 0.00172542+0.00416503j 0.00986448+0.000904648j 0.00137848-0.000127351j -0.00387021+0.00376988j -0.000412928+0.00120078j 0.00306594+0.00170303j 0.00543604-0.000201984j 0.0134621-0.00741564j -0.00874277-0.000381309j 0.0161934+0.000286111j -0.0042739-0.00587757j 0.0106905+0.00456882j 0.00392367+0.00674525j -0.000770546+0.00220316j -0.00502878+0.000240034j -0.00239632+0.00323803j -0.00096265+0.00271608j 0.0134373-0.00341249j -0.000920927-0.000339957j 0.00462186-0.00400957j 0.00346274+0.00906383j -0.00767558-0.000577713j -0.00529768-0.00126138j -0.00304482-0.00493641j -0.00518042-0.000326306j -0.00561993-0.00164162j -0.0040917-0.0123112j 0.00365559-0.00133251j 0.0107182+0.013652j -0.00025455-0.00623419j 0.000999377+0.00158115j 0.00632323+0.0053025j -0.00226396-0.00122555j -0.00484901-0.00498584j -0.00134486-0.000315675j 0.002081+0.00570344j 0.000494488-0.0050804j 0.000956792-0.00408565j -0.000282307-0.00232423j -0.000756107-0.00115205j -0.00198057+0.00476073j 0.00536803+0.00267648j 0.000721465-0.00439738j 0.00253713+0.00200665j -0.000963656+0.000727003j 
-0.00350941+0.000570756j -0.00312805+0.00714453j -0.00239803-0.00330581j -0.00590331-0.00294956j -0.00178376+0.00330134j 0.00174837+0.00122301j 0.000463279-0.00173939j -0.00607525+0.0031267j -0.00162326+0.000736107j 0.00409201+0.000427248j 0.00118033-0.00207402j 0.00647736+0.00159478j -0.00626565-0.00174576j 0.00523206-0.00532455j 0.00203692-0.0059725j -0.00746399+0.00186702j 0.00355376+0.00617834j 0.00183308+0.00553943j 0.00597883-0.00736972j 0.00192327+0.00431826j 0.00807354-0.00165095j -0.00752866+0.00664142j -1.34318e-05+0.00855636j -0.0104354+0.0091927j -0.00354938-0.0111983j 0.000814643-0.00331491j 0.00202668+9.83809e-06j -0.00508696+0.00100129j -0.000483623+7.74936e-05j -0.00756189+0.000864974j 0.00859255-0.00373734j -0.00369695+0.00893629j -0.000878936-0.00856814j -0.00360131-0.00291963j 0.0137331+0.000701255j -0.00567174-0.00403563j -0.00151864+0.00321874j -0.00203124-0.00255363j 0.000358387+0.0103359j 4.14431e-06+0.00255834j 0.00169002+0.00976459j 0.00836527-0.00493915j 0.00140395-0.00306272j 0.00636986+0.000696271j -0.00332053-0.00268644j 0.00644985-0.00637099j -8.61553e-05-0.002976j 0.00682626-0.00552876j -0.00547766+0.00100203j 0.00291751+0.00153647j -0.000294084+0.00501712j -0.0028645-0.00254312j 
0.0008293-0.00506899j -0.00265365+0.00042054j -0.00255479+0.00162229j -0.000734777-0.00495128j -0.000302918+0.00211918j -0.000240845-0.00608885j 0.0032156-0.00257066j -0.00427177+0.00110828j -0.00335903-0.00138131j 0.00393338-0.00414841j -0.00943263-0.00461275j -0.00360057-0.00229724j 0.000280607+0.00265801j 0.00649011+0.00703682j 0.0127686-0.00239656j 0.00846781+0.00775197j -0.00505733-0.0019129j -0.00363745+0.000786465j 0.00458925+0.00309516j 0.00485249+0.00542229j -0.00382964+0.00360298j -0.00766536-0.00280008j -0.00173963+0.00144121j -0.0087905+0.00347982j 0.0121889-0.00364854j 0.00278562-0.00876333j 0.00283921+0.00201161j -0.00576054-0.0110219j 0.00470275+0.00187617j -0.00760958+0.00134559j -0.00236392-0.0033634j -0.00546145-0.00603256j 0.000278499-0.000682337j 0.000654837-0.00690189j -0.0109435-0.00806555j -0.00399027-0.00587612j 0.00576241-0.00149619j 0.0173266+0.00569064j -0.00795784-0.00397724j 0.000744286-0.00591496j -0.00454746-0.00411617j 0.00462351+0.00580285j 0.00801347+0.00485712j -0.0016428+0.0196817j 0.00393297+0.0027569j 0.00423353+0.00301713j -0.00621799+0.000445897j 0.0049209-0.00110156j -0.00738328+0.0027602j -0.000699299+0.00185472j -0.00308058-0.000372231j 0.00419615-0.00431758j 
0.000935029+0.000573195j 0.00173343-0.00398674j -0.00166936-0.00167539j 0.00290692-0.00144535j -0.00214521+0.000905778j 0.0029658-0.00749603j -0.00149698+0.00396744j 0.00534448-0.00558116j 0.00245728-0.00888561j -0.00521826-0.00526001j 0.00601467+0.00573594j -0.00105632+0.00778617j 0.00202597-0.000324463j -0.00604912+0.00608601j 0.000154723-0.000512073j -0.00557059+0.00593037j 0.00129652+0.00122998j -0.00702946-0.000184119j 0.0165394+0.000842809j -0.00110719-0.00558966j 0.000131273+0.008074j -0.0116343+0.00350869j -0.00387261-0.000838706j -0.00188055-0.00490899j 0.000457826-0.0109287j -0.00927127-0.00217324j 0.000609179+0.0047532j 0.00852026+0.00224086j -0.00167966+0.00609814j 0.00427095+0.00416515j -0.00358956-0.00250473j 0.00171004-0.000710278j -0.00865723-0.00382771j -0.0125198+0.00127756j 0.00865142+0.0067621j 0.00220984-0.00587353j -0.00460714-0.000157349j -0.00848195-0.00674464j -0.00302688+0.00177618j 0.00291043-0.00389391j 0.00266773+0.00501149j 0.00304859+0.00322882j -0.000286959-0.002053j 0.00415361+0.00661419j -0.00335078+0.00560149j 0.00780938+0.00642834j -0.00736372-0.0010912j -0.00426955+0.00584007j -0.00601132-0.00204946j 0.00284888-0.000296314j 0.000636132-0.00161037j 0.00127678-0.00282714j 
0.00319184-0.000552918j -0.00130952-0.00553188j -0.00235756+0.00148703j 0.000838765-0.00347373j 0.00016916-0.00211199j 0.000577379+0.00370146j -0.00314105-0.00115998j -0.00279053+0.000439554j -0.00513632-0.000570513j 0.000698895-0.005355j -0.00288681+0.00147556j 6.04094e-05-0.00341428j -0.0044096-8.61219e-05j 0.000724145-0.00134263j -0.00272204+0.00297404j 0.00208739-0.00396572j 0.00193632-0.00339667j 0.0017248+0.00578061j 0.00115472+0.00184099j -0.000716065+0.00501529j -0.00662471+6.79657e-05j -0.00316803-0.00574853j 0.00327993-0.00510233j 0.00490291+0.000284336j -0.00619199+0.0017812j -0.00321168-0.00560163j 0.00182961+0.00195412j -0.00649517-0.000383674j -0.00496225+0.00408422j 0.00116735-0.00235362j 0.00177445+0.00124604j 0.00401252-0.00268205j -0.00540125-0.005241j 0.0021765+0.00123122j 0.00178403-0.0161265j 0.00384916-0.000445863j -0.00400988+0.00171226j -0.0035894-0.00439114j 0.000731692+0.000411835j 0.002633+0.00519545j -0.00274519-0.000910073j 0.00653649-0.00115146j 0.0014288+0.00084433j 0.00378053-0.0139115j -0.012071+0.010009j -0.00246786+0.000157061j -0.00450472-0.00673315j -0.0085372-0.00220137j -1.24649e-05-0.00453001j 0.00218508+0.00861577j 0.00218809-0.00485686j 0.00431413+0.00103566j 
-0.000293382+1.22427e-05j -0.00135537-0.00135497j -0.000756877+0.000224692j -0.00090172-0.00134695j -0.00222284+0.00216651j 0.0022366-0.00379631j -0.000250452-0.000159351j 0.00101704-0.00464054j -0.000366757+0.000671064j -0.000442025-0.00391832j 0.0057544-0.00580751j 9.21751e-05-0.00101373j -0.00359478+0.0015782j 0.0074812+0.000826085j -0.00553053+0.00802638j -0.00410551+0.00356091j 0.000651139+0.010682j 0.00464917-6.4935e-05j -0.00283761+0.00754178j -0.00165889+0.0118649j -0.00921588+0.00191122j 0.00566373-0.00055861j -0.00131614-0.000914344j 0.00687967-0.000710952j -0.00502329+0.00942636j 0.0013143+0.000272468j 0.00180953+0.00218987j -0.00541462+0.00145499j 0.00120381-0.00315251j 0.0105725-0.000214441j 0.00832355-0.0015023j -0.0066196-0.00694156j 0.00285018-0.00718866j 0.016311-0.00170155j 0.00733111-0.00118486j 0.00693686+0.00348423j 0.000361316-0.00339215j -0.00366047+0.00660022j -0.00644147+0.00698595j -0.00465694-0.00335274j -0.00171063-0.00623103j 0.00627572+0.00117932j 0.00319997+0.00150665j 0.00257458+2.39803e-05j -0.00488476+0.0033438j 0.0035372+0.00173768j -0.00328451-0.000812513j -0.000580603-0.000108026j -0.00330843+0.00270294j -0.00304342+0.000441748j -0.000969396-0.00166309j 0.000317508-0.00131036j 
0.00229458-0.00412408j -0.00421858+0.00122886j -0.00569708-2.22028e-05j -0.00163021-0.0055724j 0.00252551-0.0020165j -0.00321049+0.00142461j 0.00176716-0.00131659j -0.00104584+0.000706827j 0.00399894+0.00164982j 0.00246073-0.000276436j -0.00445909+0.00159614j -0.00169062+0.000581413j 0.000746172+0.000541203j -0.000177184-0.00835606j 0.00141194-0.00542442j -0.00691369-0.00387063j -0.00126318-0.00600087j 0.00156755-0.00182455j -1.01028e-05+0.00014904j 0.0070239-0.00919706j -0.00280679+0.0033452j 0.00130626-0.00497183j 0.00196349-0.00203005j 0.00236598-0.000956439j -0.000118815+0.00281738j 0.000825008+0.00250195j -0.00099724-0.00135644j 0.0020108+0.00556343j -0.0013846+0.00158122j 0.00192799+0.000267322j 0.000914608+0.000399885j -0.00375232+0.00416172j -0.00131396-0.00609659j 0.0084873+0.00227118j 0.00206439-0.000293903j 0.00465152-0.00656784j 0.00119629-0.0038637j 0.00342501-0.00734454j 0.00462115+0.00352984j 0.000517233-0.00298035j -0.00189754+0.00995678j -0.00579332-0.00476292j 0.00644732+0.000829595j -0.00998085+0.00124293j 0.00572741+0.00250889j 0.00234167+0.00860724j -0.00417432+0.00136135j -0.00292999-0.00284403j -0.00480376+0.00193115j 0.00371218+0.00587081j 0.000499228-0.00414926j 0.00166124-0.00829887j 
0.00056603+0.00412743j 0.00375065-0.00022147j 0.000947374-0.00281802j -0.00338833+0.000888587j 0.00458186-0.00373152j 0.000348834+0.00204189j 0.00232376-0.00231311j 0.00289353-0.00815728j -0.00537376+0.00156343j -0.00575875+0.000457789j 0.0028632-0.00272554j -0.000867555+0.00179434j -0.00653643+0.000263093j -0.00217685+0.00399978j -0.000915711-0.000827268j -0.0014567+0.00921411j 0.00628458-0.00311207j 0.00163725-0.00325696j 0.00267355-0.0117311j 0.000364156-0.000559067j -0.00281927+0.00269925j 0.00568823-0.00298552j 0.00138515+0.00761693j -0.000202049+0.00950246j 0.00366221-0.00765476j -0.00326955-0.00128612j 0.00124011+0.00386193j 0.00136865+0.00373917j -0.008569+0.0045117j -0.00168318-0.00415747j 0.0104437-0.00379744j -0.00464619+0.00184482j -0.00228408+0.00260916j 0.003467-0.00619454j -0.00841771-0.00828818j 0.00212078-0.00193714j 0.0038461-0.00464642j 0.00694213-0.012231j -0.00718463-0.000520033j 0.00241593-0.00779586j 0.00733146+0.00157454j -0.0115643-0.00225104j 0.00476114-0.0037295j -0.00482991-0.00435709j 0.00431779+0.0055305j 0.00151593+0.00444369j -0.00244741-0.00636358j 0.00634482+0.000445722j 0.000590506+0.00849962j -0.00158511-0.000917944j 0.00658033+0.00413435j -0.00109596+0.00193858j 
0.00266455-0.000619458j 0.00400955+0.000412938j 6.33226e-05-0.00276265j 0.00284761+0.000122353j 0.00285749-0.00472919j 0.00146542+0.00289659j 0.00400209-0.00194522j 0.0052368+0.00124279j -0.0027971+0.00105717j -0.00752955+0.00272923j 0.00221229+0.00710143j -0.000171855-0.000894071j 0.00859348+0.00101361j -0.0038731-0.00225781j 0.00323115+0.00107777j -0.00105317-8.47591e-05j -0.00188506+0.00398307j -0.000611905+0.0063263j 0.00385485-0.000578531j -0.00591481+0.00550557j -0.000580966-0.000841294j -0.0101968+0.00994065j -0.000485587-0.00756392j 0.000351377-0.000893445j 0.00174149+0.00295781j -0.000986447+0.00316514j 0.000673237+0.00280463j -0.00545938-0.000127205j 0.00291452-0.00368385j 0.00152123+0.00440682j -0.00626739+0.00429779j 0.00889546-0.00404931j -0.000588416-0.0024797j -0.00848205-0.00377258j -0.00188824+0.00579578j -0.00692866-0.00176277j 0.00521115+0.0111521j -0.00275452+0.0120581j -0.00329529+0.00203138j -0.000586276+0.00733495j 0.00549623-0.00626239j -0.00376216-0.00539559j -0.00106806+0.00525904j 0.0127423-0.00795837j -0.00195923+0.00214506j -0.00864078-0.0043695j 0.000819736+0.00586322j 0.00122094+0.00789953j 0.0015712+0.0037607j -0.0032737+0.00123612j 0.00193941+0.00190516j 0.000528664+0.00689122j 
0.00217099-0.00180181j 0.00185085+0.000448944j 0.000910918+0.00237107j 0.001563+0.000298972j 0.00263689+0.000595932j 0.00150541-0.00140918j 0.00349908+0.00238085j 0.00176041+0.000990317j -0.00140949+0.00206346j -0.00260391+0.00303685j -0.00173029-0.000944035j -0.00421853+0.00229054j 0.00253051+0.00310526j 3.80791e-05+0.000117493j -0.00186788-0.00113348j 0.00382457-0.00237588j 0.00117633+0.00352573j -0.00115853-0.00708687j -0.0003236-0.00511029j 0.00315135-0.00168846j -0.00423528+0.00394764j 0.00064602-0.000468209j -0.00154761-0.00778113j -0.000845646+0.00463493j -0.00225258-0.00984963j -0.00286966-0.00024354j 0.00269144+0.00176057j -0.0037713+0.00895021j 0.00210099+0.00435357j 0.00243011+0.00500244j 0.00687783+0.00205894j 0.00395813+0.00996287j -0.00351142-0.0121825j -0.000321633+0.000279603j -0.00131714+0.00877805j -0.00150713-0.00546703j 0.000368564-0.0110004j 0.00619223-0.0165134j -0.00276333+0.00471082j 0.00239406-0.00590761j -0.0026663-0.00876666j 0.00202914+0.00755145j 0.00195661-0.0126264j 0.00972894-0.00187127j 0.00252979-0.0118808j -0.00140941-0.00882996j 0.00312651+0.00604627j 0.00252426-0.00785406j -0.000399886+0.00119185j 0.00101086-0.00457516j -0.00273324-0.000777596j 0.0017387+0.00535184j 
-0.00151696+0.00156289j 0.00134967-0.000618938j 0.00044652+0.00187979j 0.00251116+0.00450427j -0.00384763-0.00282074j 0.00493866+0.00342928j -0.000519781-0.00348839j -0.000691126-0.00134612j 0.00184663-0.00107181j 0.00200232-0.00281687j -0.00212461+0.00101014j -0.000840569+0.00136083j 0.00266907-0.00204132j 0.0027194-0.000137505j 0.00747761+0.00574549j 0.00529615+0.00170143j -0.00487413+0.00146415j -0.000781442+0.00098975j -0.00719864-0.003157j 0.00382464+0.00733538j 0.00182567-0.00299315j 0.00434482-0.0039497j -0.00170346-0.00374313j 0.00910181+0.00338195j 0.00069947-0.0100525j -0.00111224+0.00192817j -0.00224241+0.000536041j -0.00110727+0.00325734j 0.0028115+0.00244063j 0.0052871+0.00170944j -0.0169401+0.0119798j 0.000475018+0.00263988j -0.0027471-0.000835167j -0.00850706+0.00462551j -0.00217136-0.0004097j -0.00942777+0.00287253j 0.00515563-0.000161128j 0.00972993-0.00233674j -0.00448596+0.00341109j -0.00198678+0.00400471j 0.00633074+0.00106162j -0.00997554+0.0118094j -0.00233991-0.0117102j -0.0105867-0.00460777j -0.00428118+0.00390487j -0.00662343+0.00647685j -0.00156641-0.005072j -0.00373457-0.00307372j 0.00356583-0.00554025j -0.00251213+0.00026396j -0.00118155-0.00176787j -0.00219277-0.00110839j 
-0.00119019+0.00790133j 0.000329839+0.00300512j -0.000776326-0.00556492j -0.00510713+0.00289448j 0.00269509+0.00304584j 0.00286682-0.00158808j -0.000552463+0.00422365j 0.00138306+0.00236476j 0.00201494+0.00542202j 0.0052619-0.00175452j 0.00100019-0.00729663j -4.09177e-05-0.000725503j 0.000143821-0.000425543j -0.00306608+0.00522511j 0.000642384+0.00845708j 0.00257513+0.00244531j -0.00106423-0.00313762j -0.004118-0.00652646j 0.00147821+0.00177263j -0.0116158+0.00416498j -0.00670016-0.00483988j -0.00715052-0.011123j -0.0019348+0.00314461j -0.00387556+0.00645555j -0.000771711-0.00175774j 0.00632562+0.00024588j 4.30286e-05+0.000290049j 0.00536212-0.00269236j 0.00455678+0.00124117j 0.00261336-0.00338063j -0.00672513-0.00231201j 0.0135681+0.00627123j 0.00387171+0.000700022j 0.00398377-0.0015837j 0.00571339-0.0035311j 0.0019243-0.00421018j 0.00796476-0.00373569j -0.00869153+0.0101831j -0.00103658+0.00578449j 0.000943819+0.0022689j 0.00395075-0.0012854j 0.00374548-0.00508781j 0.00492444-0.00241549j -0.007987-0.00578481j -0.00178689-0.00719166j -0.00129577-0.000273818j -0.00451538-0.000375464j 0.00397104-0.00842169j 0.000359105+0.000662251j 0.00271265-0.00173166j 0.0079664+0.000456785j -0.00236267-0.00043166j 
-0.00199618-0.00211768j -0.000548151-0.00809187j 0.00106792-0.00209457j 0.0014832+0.000322969j -0.00426612-0.00306168j -0.00394228-0.00221511j 0.0011087-0.0059164j -0.00833617-0.00312821j -0.00368519+0.00595579j 0.00650853-6.56981e-06j 0.00112809+0.000155944j 0.000252315-0.00673776j -0.00479897+0.00416927j 0.00715253+0.00506566j 0.00416098-0.000572433j 0.00622119-0.00488222j -0.00439135+0.00172663j -0.00481189-0.00190215j -0.00659564-0.00277928j -0.0103511+0.00229035j 0.00839067+0.00106492j -0.0019684-0.00345626j -0.00409637+0.0019541j 0.000190402-0.000552614j -0.00815828-0.00187297j 0.00621564+0.00363889j -0.00131865+0.0017135j -0.0033764+0.00843157j -0.00551619+0.00275502j -0.00810636-0.00159378j -0.00390597+0.000998266j 0.00849975+0.00261376j 0.00605343-0.00011519j -0.00133123-0.0036704j 0.00842044+0.00467635j 0.00120117+0.00302595j 0.00133555-0.00717453j 0.00381055-0.00242412j 0.00452999-0.00107097j 0.00308462-0.00502835j -0.00422647-0.00791164j -0.00188479+0.00456364j 0.000307081+0.00433873j -0.0014187-0.00704255j 0.00100994+0.00638192j -0.00107975+0.00522621j -0.00224842-0.00841368j 9.07939e-06+0.00351384j 0.00366961-0.00472949j -0.00755772+0.00441387j -0.00163295-0.0018904j 0.00537105-0.00164227j 
-0.00250701+0.0017512j 0.000284506+0.00200186j 0.000415275+0.00199022j -0.000516454-0.000802789j -0.00556757+0.00456478j -0.00220301-0.0026899j -0.00600179+1.78849e-05j 0.00137508-0.00149148j 0.00559963-0.0016907j 0.000213191-0.00449369j 0.000190808-0.00105976j 0.0036448+0.0010012j 0.00133751-0.00069457j 0.00197676-0.00236851j 0.00593717-0.00619137j 0.00444504-0.00651486j 0.000541002-0.00134236j -0.0027959+0.011134j -0.00706003-0.000232541j 0.00573064+0.00172342j -0.00498124+0.00131526j -0.00923439+0.00145229j -0.00103846-0.00176562j 0.0098552+0.00773105j -0.00403724-0.00586735j 0.00343183+0.000917696j 7.73899e-06-1.84987e-05j 0.00787519-0.00169744j 0.00561571-0.00305157j -0.000704298+0.00334634j 0.00246783+0.00562593j 0.00658333-0.00846973j -0.00142265+0.00270091j -0.00251442+0.00656689j 0.00137454-0.00204701j -0.00654925+0.0107625j -0.00315134-0.00968014j -0.00483204-0.00760829j 0.0102463+0.00774328j -0.00622435+0.0043489j -0.0133979-0.000559041j 0.00227699-0.00598893j 0.00147674+0.00132712j -0.00262857+0.0104929j 0.000862096+0.00790628j 0.00770936+0.00225055j -0.000553167+0.0107924j 0.0067348+0.00213737j -0.000217776+0.0102495j 0.00110825+0.00328776j 0.00276559+0.00775027j -0.000265957-0.00198552j 
