0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
0.03666-0.0256793j 0.0258501-0.0133661j 0.0141152-0.0172348j 0.00361242+0.0304267j 0.0458206-0.00487462j 0.0243832-0.0291712j -0.0262367+0.0125224j -0.025568-0.0319601j 0.00860427-0.0256644j 0.00192822+0.0235278j -0.0563081-0.00426262j 0.011432-0.00902912j -0.0115956-0.0238681j 0.00155533+0.0132702j -0.0119113+0.029405j -0.0245534-0.0749759j 0.000790419-0.0635894j -0.0682606+0.0787989j -0.00329139+0.0957314j -0.00495425-0.0849161j -0.0131993+0.00488421j -0.00639089-0.0736376j -0.0123797-0.0134834j -0.0196502-0.0399883j -0.0876741+0.0610694j 0.0248116-0.0648932j 0.11359+0.0554034j -0.0781537-0.0656623j -0.101218+0.0510273j 0.0624259+0.230088j -0.063345-0.0594037j -0.0955611-0.0543465j 0.106632+0.17117j 0.0257325-0.012418j 0.00140245+0.0228147j 0.200376-0.148867j 0.11021+0.0966334j -0.020311-0.0189821j -0.0298158-0.0394863j 0.00562916+0.011645j 0.011368+0.00471975j 0.0134394-0.0778139j -0.0246356+0.0448273j 0.0189207+0.0254857j -0.00480702-0.00649126j 0.000366925+0.00160444j -0.00431945+0.00118393j -0.0116068+0.0133992j 0.00699199+0.00220536j -0.0137132-0.0019861j 0.0138685-0.022115j -0.00998602+0.00512879j 0.00781909-0.0168011j -0.0186597+0.020081j -0.00197004+0.00183005j 0.0123889-0.0138187j 0.0186292-0.0068657j -0.00942526+0.00372792j 0.0134248+0.00526307j 0.00120319-0.00554537j 0.00354523+0.0127947j -0.0141575-0.010785j 0.017652-0.0109587j -0.0193624+0.00513949j 0.000609735-0.00431134j 0.0282274-0.0245185j 0.011372+0.00329733j 0.0150643-0.00539774j 0.020196-0.00550987j -0.0170516+0.00548866j -0.0104287+0.000936345j 0.00564816-0.012573j -0.0212438+0.0236001j -0.0181292+0.0113859j 0.00460311-0.00806896j -0.00370609-0.02226j -0.0085378+0.0161472j 0.00961023-0.0185773j -0.00124631-0.029792j 0.00673317+0.0208718j 0.0151851-0.013706j -0.0294349+0.0101103j 0.013531+0.000193999j 0.00930139-0.000960436j -0.00215874+0.0025471j -0.00838147+0.0460482j 0.00284817+0.00144512j -0.0209679+0.0195321j 0.0139481-0.0102483j 0.0116876+0.0125925j 0.00939106+0.025522j -0.0112204+0.00753447j 0.00218969-0.00503084j 0.00374775-0.00270294j 0.00565461-0.0356902j 0.0458518-0.0242644j 0.0188119+0.052545j 
0.015994+0.00260478j -0.0133848+0.00204323j 0.00129913+0.00406467j -0.0338236-0.00506111j 0.00801473-0.00174811j 0.0268278-0.0288278j 0.0356908+0.00841641j -0.0222915-0.00646506j -0.00513778+0.00885651j -0.0291724-0.0161018j 0.00340408-0.0150071j -0.0350993-0.0303171j -0.0285557-0.0166658j -0.0146054+0.0316757j -0.0106587-0.00373934j 0.0187117-0.0450233j 0.0174739+0.0108665j -0.0420081-0.0261471j -0.0481822+0.0180478j 0.0256547-0.157935j -0.00887713+0.0361521j 0.0117612+0.0540849j 0.0250092+0.0430821j -0.0271605+0.171317j -0.144471+0.10321j -0.135984-0.111008j -0.161039-0.0801195j -0.0462719+0.0967266j -0.0585374+0.0694078j 0.0791223+0.0256683j 0.0718901+0.0369781j 0.0900761-0.0333598j 0.110664+0.116571j 0.12242+0.0385953j -0.215621+0.113798j 0.0535105+0.0635711j -0.0521013+0.0279595j 0.0250105+0.0118489j 0.0274387-0.0546502j -0.00906673+0.0121403j -0.00494338+0.0177877j 0.0537776-0.0168057j -0.0330154-0.0170975j -0.00709073+0.0576653j -0.0289257-0.0315857j 0.00883758-0.00039281j -0.00300262+0.0115478j -0.0193819-0.0371224j 0.0225879+0.00272243j -0.0137239-0.00308259j -0.0130475+0.000381901j 0.00837838+0.0178208j -0.00268849-0.00479258j 0.00920187+0.0339971j -0.00991824+0.00990985j -0.00533706-0.0300543j -0.0108484+0.00475802j -0.0127276+0.00815988j 0.0197298-0.00562669j -0.0213142-0.0110776j 0.00577576+0.00518215j 0.0129884-0.0148755j -0.00738841-0.0201148j -0.0131699-0.00189532j 0.0212794-0.00737401j 0.00169935-0.011308j -0.0130706+0.0121602j -0.013118+0.00172262j -0.0120064-0.00377345j 0.00753045+0.00590597j 0.0302291+0.00475815j 0.0103653-0.0158956j 0.000725988+0.0180439j -0.0133348+0.00824218j 0.0252252-0.00170737j -0.0135265+0.0116572j -0.0293018-0.00421966j 0.0145033-0.0278399j -0.0143193-9.23719e-05j -0.0142767-0.00514824j 0.0379951-0.0151775j -0.0222295+0.0105196j 0.0327769-0.00373084j -0.018692-0.0282737j 0.0343365-0.0143663j 0.0234645-0.0130722j 0.00873651-0.0133769j 0.0146348-0.00982102j 0.00224984-0.0147205j -0.00977698-0.0253278j 0.00362563-0.0125684j -0.00843252+0.00315413j 0.00386481-0.0139061j 0.0157574+0.04621j 0.047894-0.0280389j 0.0152673+0.0381777j -0.0363246+0.0187949j 
0.0264698+0.0121999j -0.0226965+0.00576131j -0.0223235+0.0469461j 0.0388296+0.0260371j -0.0254468+0.0223707j -0.0390031-0.000611771j 0.0114696-0.0130003j -0.037573-0.00660917j -0.0160573-0.0258708j -0.0188438-0.0222217j -0.00591561+0.0126385j -0.00575585-0.00334169j 0.000137339-0.0121107j -0.00281307+0.000456802j 0.0063696-0.00416254j -0.0153238+0.00795072j 0.00220933+0.0408239j -0.0070935-0.0719871j 0.050701+0.130371j 0.0294198-0.0618803j -0.112606+0.0321715j -0.0730557-0.0550455j 0.0547547+0.065219j -0.0795878-0.00494298j -0.0897038+0.0662306j 0.0856586-0.0758912j -0.0252608+0.0752845j 0.0870753+0.0445857j -0.185688+0.039146j 0.0147793+0.0363626j 0.128284-0.0697689j 0.172386-0.0784041j 0.120356+0.0143061j -0.0923185+0.182561j 0.0974555+0.001492j 0.0354521+0.107961j -0.183132+0.0764244j 0.00595191-0.000520458j -0.0499382+0.0512965j 0.00456078-0.0106347j 0.00289106-0.00831226j -0.021412-0.0168828j -0.00904372-0.0831396j -0.0287476+0.049375j 0.0253194+0.00611159j -0.014189-0.000336197j 0.0066904-0.00141174j 0.00609369-0.00527051j 0.00433616+0.0128639j -0.0177742-0.0188332j -0.0237004-0.00500441j -0.018229-0.0224675j -0.00237231-0.000413336j -0.00734626-0.00528917j 0.0337804+0.00168939j 0.00113685-0.00380508j 0.0329042-0.00233269j -0.0101522+0.0120993j 0.0142373-0.0177027j 0.00876752+0.0125738j -0.00311559-0.0122416j -0.0113357+0.00317461j 0.0108361+0.0106027j 0.000559572+0.0118755j -0.0125844+0.0110676j -0.0126014+0.0115916j -0.000522201-0.00245488j -0.00294907+0.00193258j 0.00764934-0.00261307j 0.0067682-0.0169434j -0.0099646-0.00369651j -0.016195+0.00385003j 0.0105478-0.0135787j -0.0153686+0.00939013j -0.00854663+0.00800882j -0.000277157-0.019097j -0.00589754+0.0194155j -0.00916498-0.0224072j -0.00967796-0.0284839j 0.0258891-0.0251182j 0.0178867+0.0104164j 0.00632794-0.00275757j -0.00857177+0.0229412j 0.0210386-0.0178085j 0.00874105+0.0222067j -0.0080018+0.00501957j -0.0144506+0.00274823j -0.00358914-0.00950946j -0.0206188+0.00989982j 0.000719776-0.0282427j 0.00455343+0.0370506j -0.00225599-0.00654722j 0.0032835-0.00364535j -0.0348015+0.0138809j -0.00252333+0.0345867j 0.00544652+0.0172111j -0.0304007-0.00302095j 
-0.00154469+0.0220633j 0.0378037-0.00898112j 0.0088296+0.0130146j 0.00722148-0.00627732j -0.00455508+0.0311392j 0.0226375-0.00803034j -0.0272578-0.00346068j -0.0334958+0.00240375j 0.00977521-0.0193296j -0.000166011+0.0287305j 0.00367879+0.0137327j 0.00414778-0.0143048j 0.011327-0.0113444j 0.0244948+0.0151977j 0.0289834+0.0150187j 0.0108754+0.00060615j 0.0306348+0.0713749j 0.0300479-0.0687122j 0.00423217-0.089825j -0.0153461-0.0106082j 0.057915-0.00697472j 0.0493033+0.0350361j -0.10028-0.0105928j -0.014471+0.0318361j -0.00243126+0.143404j 0.109375+0.0231647j 0.0241352+0.112689j -0.0599483+0.115794j -0.182804+0.0780746j 0.139042+0.246361j -0.0948906-0.0232289j 0.103243-0.0852868j 0.00334803+0.0412465j -0.114647-0.00824882j 0.053424+0.0270816j -0.222042+0.139272j 0.0224022-0.0325207j 0.0208134+0.0562542j 0.0559122-0.0141048j -0.0143102-0.00685942j -0.0062097+0.01829j 0.0108927+0.0768269j 0.0308231-0.0537617j -0.0208322-0.0159572j -0.0347697+0.0090779j 0.0153687-0.0136673j -0.0180691-0.00496976j 0.0107526-0.0170823j -0.0139229-0.0356121j 0.00523426+0.0157014j -0.0154564+0.000748794j -0.00301077-0.0138785j -0.0139354+0.0029828j 0.00188342-1.53444e-05j 0.00842497+0.0342134j -0.00544912-0.0153803j -0.00592134-0.00824012j -0.00303747+0.0137494j 0.00393534-0.00948126j -0.000150871+0.0053478j -0.00245612-0.0207265j -0.00467988-0.00186482j 0.0165202+0.0022374j 0.00303086+0.001004j 0.00844015+0.0005014j 0.00309924+0.0151145j -0.00650336+0.00684043j -0.00618607+0.00987917j -0.0059622-0.00141353j -0.0166808-0.00720248j -0.0138326-0.0124105j 0.0152888+0.00352388j -0.00719797-0.0151698j 0.00141126+0.0210522j -0.00741431-0.00294756j -0.011122-0.0184459j 0.0215628+0.0120261j 0.000502802+0.0300429j -0.00549847+0.0145533j 0.00697192-0.0096637j -0.010756-0.00818765j 0.0141134-0.0116074j -0.000507773+0.00424434j 0.0265085-0.00542151j 0.0184615+0.0113378j 0.0129829+0.0148861j -0.00861352+0.0100005j 0.00853698-0.00612303j 0.0116933-0.00336472j 0.0146712+0.0161939j -0.0259927-0.00416426j 0.0112652-0.00712945j -0.000369378+0.0068218j 0.0324758-0.024771j -0.0238805-0.0269456j -0.0322553+0.0424508j -0.00849977-0.0288587j 
-0.00682851+0.00639102j 0.0283555-0.0041777j 0.0371205-0.0138415j -0.00257993-0.0145171j -0.00135117-0.00308485j -0.0270262-0.0144301j 0.0047966-0.00327075j 0.0281258+0.0152272j -0.00417978-0.0172879j 0.0261873-0.0368549j -0.00639214-0.00955888j 0.00650314+0.0357752j -0.023414-0.0277262j 0.00786716+0.0147759j -0.0103783+0.00956063j -0.06154-0.0554496j -0.0163003-0.0506887j -0.00324727+0.0222183j -0.021839-0.00634279j -0.113946-0.0314372j -0.0756773-0.0981662j -0.0834379+0.00793743j 0.154299+0.0683215j -0.0123003-0.0010926j -0.00741461-0.0509045j 0.0109153+0.0279805j 0.048359-0.0362776j 0.144171-0.0542134j 0.0914939-0.101806j -0.199013-0.133552j 0.168956-0.112002j -0.0126912+0.0140979j -0.027049-0.187908j -0.0389167-0.009952j -0.0242014+0.138425j 0.0803268+0.00675846j 0.0546728-0.0101153j -0.0296079-0.0566222j -0.0960284-0.0320543j 0.0251452+0.0198841j 0.0233527-0.00785239j -0.025887-0.0237189j 0.0173466+0.039867j 0.0245486+0.025411j 0.0129454+0.0287041j 0.0172107-0.0136046j -0.004659+0.0251791j 0.0234407+0.000382961j 0.0500151+0.0223225j -0.0257809-0.00170757j -0.00519311-0.00176851j -0.0171968+0.00280421j -0.0015046-0.00848849j -0.0197607-0.0008908j 3.45108e-05-0.00445818j -0.00461614-0.00818549j 0.0305447-0.0195971j 0.00655628-0.00406588j -0.0037186-0.000507025j 0.0247926-0.0117848j -0.0104943+0.00467303j 0.0144349-0.0017961j 0.00716136-0.000187899j 0.0209812-0.00965213j -0.0220399+0.010094j -0.0178197+0.0112798j -0.0114179+0.000247928j -0.0117338+0.006434j -0.00351745-0.00589993j 0.0179384-0.00776841j 0.00438185+0.00679462j -0.0101242-0.00188643j 0.0166316-0.0112193j -0.00388243-0.00645539j 0.000224753+0.00684891j -0.00467293-0.00332825j -0.00140242+0.00919887j 0.0159579-0.0303372j 0.00457229-0.0286318j 0.0113277-0.0184119j 0.00933228+0.0137114j -0.00359736-0.00543144j -0.00597007+0.0214891j 0.00481882+0.0043228j 0.00224934+0.0249529j -0.000701794-0.0238771j 0.0104077+0.00725862j 0.00036116-0.0114252j -0.0426656-0.00137562j 0.00828221+0.0014684j -0.00365221-0.00463963j 0.00127103+0.00842673j -0.00485967+0.00112206j 0.00186475-0.0248282j -0.0160529-0.0124172j 0.0252432-0.0150418j 0.0332996+0.0371093j 
-0.0198458+0.0154277j 0.0185685-0.00129762j -0.0187383-0.037986j 0.00557491-0.0281618j 0.0184408+0.0204432j -0.0391057+0.0188403j 0.0682306+0.0274725j -0.000580186-0.0107295j -0.0092043+0.0316406j -0.00643582-0.0369366j -0.00745496+0.0219056j -0.0197099+0.0244748j -0.0146105+0.000105172j 0.00347203-0.0150545j -0.0054757+0.0175471j 0.00242174+0.0359115j -0.00581722-0.0146953j 0.0529288+0.0659336j 0.0731995-0.0556807j -0.107759+0.0749972j 0.170145+0.0876803j -0.0924251+0.0813635j -0.00326029-0.0494181j -0.0293554-0.0948813j -0.0321912+0.0357744j 0.0414298-0.220977j -0.0985059-0.0469352j 0.0215932+0.027337j 0.0625755-0.139377j 0.0722438+0.0108708j -0.00382536-0.0927438j -0.0371361+0.0822143j -0.0037866-0.0814729j 0.0664002-0.161076j -0.019909-0.210191j -0.0228276+0.0888632j -0.022221+0.0556655j 0.0310768-0.012137j 0.0130396-0.0185607j -0.0115221-0.00213155j 0.00247928+0.00391526j -0.0285022-0.0107686j -0.00701831+0.0313615j 0.0423053-0.0274213j -0.0245821-0.021801j 0.0324018+0.000419861j -0.0330287-0.00649309j 0.0167848-0.00225677j -0.0146771-0.0225139j 0.00462549+0.0125147j -0.00968907-0.0216887j 0.00664638+0.00595918j -0.0055583-0.00606567j 0.0261638+0.0139767j -0.00641617+0.00970454j -0.0077489-0.0112567j -0.0199603-0.0239175j 0.0134954+0.0189071j -0.0122094-0.0329791j -0.00697115-0.00241196j -0.0186319-0.021728j 0.0110732-0.00763262j -0.0110827+0.000958266j -0.00369352-0.00103935j -0.0121447+0.00409037j 0.00823646+0.0311821j -0.000723124+0.0217144j 0.00777324+0.023211j -0.00434688+0.00881131j 0.00989827-0.0197824j -0.00565623-0.0378956j -0.0107525-0.000296214j -0.0106209-0.0320317j 0.00530989+0.00537112j -0.00169498-0.020132j -0.00213847-0.0166249j 0.000416186+0.0182125j 0.000252805+0.00208924j 0.00637603-0.0111556j 0.00692485-0.000841602j 0.0108471+0.0139983j 0.00291034-0.00417708j 0.00300009-0.00580501j 0.00712744+0.00797796j 0.00703378-0.00834439j -0.000673717-0.00938307j 0.0106017+0.0108486j 0.00919455+0.00206469j -0.0393594-0.0116257j 0.00428251-0.0366312j 0.0132792-0.00508871j 0.000423485-0.0086467j -0.00107839-0.00167131j 0.00750964-0.00137407j -0.00079017+0.0198228j -0.00326618+0.0220758j -0.0139447-0.00419757j 
0.0396834-0.0181197j 0.0293118-0.00310272j 0.0370879+0.0117762j 0.0134999+0.00169376j -0.0160895-0.0433203j 0.0258879-0.00817579j 0.000676601+0.0128931j -0.0211615-0.0444863j -0.0178994+0.0113307j -0.034393+0.0277j -0.0200204-0.00732309j -0.000874519-0.012963j 0.00123749+0.00480885j -0.00223569+0.0211349j -0.0187206+0.00186386j -0.0174138-0.0486312j 0.0184633+0.0135266j -0.0477775+0.0216543j 0.0203932+0.0823548j -0.00106411+0.0214074j -0.0594879-0.200299j -0.0203295-0.0811803j 0.0892526-0.0416896j 0.0788442-0.0725422j -0.105114+0.0881509j -0.0972314-0.0315296j -0.163713-0.173186j -0.120725-0.0964366j -0.08629+0.2206j 0.0358906-0.151289j -0.317503-0.185457j 0.247469-0.119356j 0.0564797-0.0346595j 0.127002-0.0682056j -0.0832361-0.0862623j 0.116292-0.0338223j 0.0485254+0.00426138j 0.0125949+0.0818175j 0.0146466-0.0169926j -0.0145981-0.0141527j 0.00121482+0.0260694j 0.0133157-0.0279543j -0.0118862-0.036993j 0.0138431+0.00611855j -0.0214044+0.0277815j 0.0201524-0.028433j -0.0161246+0.032866j 0.0120148-0.00850165j 0.0323131+0.019107j -0.0195782-0.00772504j 0.0224915-0.0194391j 0.00510804-0.000822087j 0.0114101-0.0168412j -0.00186923+0.00471829j 0.0353399-0.0190897j -0.0259719-6.46397e-05j 0.0160254-0.0146047j 0.0214848+0.00272711j 0.00479791-0.0013771j -0.0081511-0.0068101j 0.0146713-0.0091095j -0.0373161-3.49789e-05j -0.00450565-0.00974213j 0.00821568-0.0126039j 0.0127017-0.017798j -0.016663-0.00234941j 0.0203906+0.00471681j 0.0136061+0.00323587j -0.0126364+0.0187916j 0.00360871+0.015936j 0.010667-0.00814572j -0.0118843-0.00852971j -0.00242191+0.0142859j 0.0290781-0.00322002j -0.00265365-0.0020569j 0.0125987+0.00776933j -0.0195262+0.0102973j -0.00904148-0.000209713j -0.0085275+0.00795416j 0.00252739+0.0101187j -0.0149262-0.00497294j -0.0129914+0.00331436j -0.00174228+0.000224436j -0.00435132+0.00925052j -0.0210058-0.0165322j 0.0110163-0.0144231j -0.00140185-0.00032759j -0.0095669+0.000176769j -0.00438576-0.0114362j 0.0192874+0.0148636j 0.020834+0.0160667j -0.00248299+0.00175688j -0.00165291-0.00220181j 0.0198659+0.0241023j 0.00742153-0.0304397j 0.0192702+0.0119223j -0.0115583+0.00970271j 
-0.0249652+0.00814609j -0.00612518+0.0249721j -0.0437759+0.0505071j -0.00734821+0.0222846j 0.0314332-0.00200687j 0.0122278-0.0222378j -0.0177108+0.0185349j 0.000521654+0.0118684j 0.00389166+0.0218328j -0.00534193+0.00507365j -0.0160533+0.0372717j -0.00171802-0.0130143j -0.00476055-0.0152243j -0.0360277+2.5697e-05j 0.0102548-0.0136703j -0.0192777-0.0510667j 0.0200533+0.0434882j 0.0803098-0.152135j -0.00540255+0.0222066j -0.0273724-0.0185792j 0.0384709-0.00751369j 0.0401331-0.00792283j -0.0627374+0.0865138j 0.029188-0.022866j 0.0164886-0.0241828j -0.116724+0.116565j -0.00889869-0.184636j -0.184575-0.159392j -0.15221+0.0560512j -0.0972005-0.0996856j 0.0974009+0.0158904j 0.100112+0.127723j -0.0520086-0.0369301j 0.186525+0.00545892j -0.107245+0.0010832j -0.0343873+0.0898277j -0.182143+0.179379j 0.0347221-0.00940235j -0.0120997-0.030818j -0.00610479+0.0131288j -0.000181366+0.0134095j -0.0256866+0.018124j 0.0365509-0.0849632j -0.0106148+0.023744j -0.0225384+0.00555262j 0.00853612-0.0197216j -0.0050726+0.00440735j -0.00998279-0.0182838j -0.0249828-0.00525854j 0.00207531+0.00354629j -0.0196043-0.0180306j -0.00702638+0.00799402j -0.0122624-0.00615605j 0.00643146+0.00620222j -0.00299539-0.00300758j 0.00931232-0.00454349j -0.0012869+0.0212326j -0.0166967-0.0195577j 0.00711915+0.0226673j -0.00902652-0.0113134j 0.00745686+0.0185015j -0.00478122-0.00854223j 0.00635865-0.0056599j -0.010739-0.0141757j 0.00885454-0.00775171j 0.0156584-0.0164008j -0.00222342-0.00501492j -0.00483981-0.00790673j 0.0117516+0.00987871j -0.00382528+0.00482566j -0.0112652+0.0144751j 0.0104743+0.00208741j -0.00297829+0.027556j 0.000722786-0.0322232j 0.00329213+0.0100094j 0.0067446+0.0261511j 0.00389676-0.0115202j -0.00380777-0.0298684j -0.000537542+0.000535939j -0.00685054+1.72987e-05j 0.00245986-0.0171699j 0.00886115+0.0264967j -0.00275981+0.0036432j -0.00650287+0.00258873j 0.00557335+0.00194946j 0.0210914-0.00791365j -0.00506824+0.00921625j -0.000459727-0.00596521j -0.0198151+0.00587998j 0.011257-0.0403723j 0.00810165+0.000233902j 0.00307251-0.00172553j 0.0039383-0.00873595j -0.00448322-0.00591366j -0.00396557+0.00333615j -0.00299665+0.0419359j -0.034688+0.0222759j 
-0.0553843+0.015621j -0.0308038+0.00115911j -0.0234019-0.037047j 0.00820728-0.0051146j -0.0279032+0.00329468j -0.00657966+0.0107961j -0.016819-0.00243179j -0.00929129-0.0374376j -0.0246921-0.00860785j 0.00916579-0.0251513j -0.0060367-0.00515765j 0.0200356+0.0119621j -0.00632207-0.00148492j -0.0180747-0.0208778j 0.00970195-0.0216011j -0.00731358+0.0246861j -0.0361121-0.0482874j 0.0276756-0.00168245j -0.036077-0.0340448j 0.0148465+0.00050584j -0.15015-0.00984919j 0.119357-0.0412601j -0.131986-0.0133153j -0.142208-0.233959j 0.0679791-0.0423373j -0.0866146-0.105312j -0.0808529-0.05784j -0.00546979-0.0772955j -0.102078+0.00828451j 0.193512-0.296565j -0.230524+0.107688j 0.0413177-0.111174j -0.0599064+0.0128288j 0.0602576+0.100636j 0.0706361-0.00365365j -0.0857241+0.0805062j -0.111874-0.0198879j -0.0166529-0.0598011j 0.00129742-0.00366327j 0.0148016+0.00923776j -0.00834919-0.0183003j 0.00783859-4.56029e-05j 0.00952733+0.030956j -0.00741914+0.0149894j 0.0517264+0.0224288j -0.027709+0.00868941j 0.0328566-0.0097893j -0.0138775+0.0133782j -0.00130287+0.00389375j 0.00776939-0.0126431j -0.050828-0.0509002j -0.000738596-0.0178315j -0.0178923-0.0178912j 0.0127882-0.0136408j -0.0137403-0.0240772j 0.00810887+0.0142071j -0.00832147-0.00227217j -0.0157591+0.00612339j 0.00348692-0.0247769j -0.0174419+0.0212632j 0.0258629-0.00629181j -0.0261452+0.0205853j 0.00139027+0.00245137j -0.0157512+0.0228387j 0.0201159-0.00659129j 0.00470752-0.00655694j 0.0191629-0.0128965j -0.00658339-0.0236146j 0.00852885-0.00104537j 0.00240603+0.0182689j -0.00910765-0.00234549j 0.0135224+0.00835798j -0.00245122+0.0272195j -0.0245414-0.00496636j -0.00773979+0.00518497j -0.0151253+0.00191866j -0.0111024+0.0133981j -0.0011837+0.0168027j 0.00617329+0.00693825j 0.00367315+0.00212053j 0.0466057-0.00330896j -0.0353581-0.0026067j -0.00506008-0.00575954j -0.0251456+0.00135724j -0.00445252-0.00530154j -0.0191938-0.00178779j 0.00168543-0.000195699j -0.00342609-0.00545113j -0.00232064+0.00950566j -0.0134295-0.00124946j -0.0159684+0.00550943j 0.0036705-0.000937822j 0.0035519+0.000823007j -0.0263239-0.0123527j 0.00729547+0.0336107j -0.0219048-0.0105185j 0.00556401+0.00179713j 
-0.00922263-0.0883831j -0.00464445+0.0368079j 0.0412634+0.00652282j 0.0360649+0.00175647j 0.00786648-0.0402982j 0.0216293-0.000880999j 0.00265797+0.00613427j 0.014576+0.00117088j 0.0170837+0.00338178j 0.0220579+0.00263103j -0.00651739-0.0206314j -0.00623921+0.00521313j 0.00316752-0.00790014j -0.00469549+0.0176833j -0.00486378+0.00618619j -0.0216119-0.0886348j 0.0052438-0.0715179j -0.0130449-0.0362833j 0.0640829-0.0286799j 0.0346557+0.028539j -0.118683-0.112166j 0.00626263+0.0110257j -0.016301+0.0693915j -0.021949-0.00088509j 0.039714-0.0441825j 0.0693048-0.0282401j 0.111716-0.0200883j 0.0268965-0.0110482j 0.0815731+0.0744391j -0.0311392-0.0551618j -0.154956-0.00289262j -0.0639039+0.0374285j 0.0489772-0.131061j -0.05584+0.0943689j -0.0567736+0.0153889j -0.0335982-0.132058j 0.0246018+0.161638j 0.0199105-0.0780178j -0.00198785-0.0888984j -0.0102469+0.0460073j 0.00627381+0.00959438j -0.0502135-0.0223135j -0.0208858+0.026005j 0.00463685-0.0168585j 0.0182095-0.00504353j 0.00874676-0.0149858j -0.0160503+0.013773j 0.023626-0.00771525j 0.0149366+0.00453019j -0.00790792+0.00777203j -0.00705711+0.00289373j 0.00446861+0.0173332j -0.000372541-0.0194932j -0.00670492+0.0119192j -0.00645763-0.00512004j -0.00300624-0.00320689j -0.00291586-0.017074j 0.00803955+0.0114014j -0.00887767-0.0105954j 0.00375603-0.0049305j -0.00220781+0.000425677j -0.0121221+0.0071015j 0.00228036-0.0116015j -0.00713744+0.00738683j -0.00274454-0.0018602j 0.000282729-0.011558j 0.00944707-0.00339024j 0.0122087-0.00557663j 0.00815002-0.0127037j -0.00814767+0.0170241j -0.00481871+0.00583465j -0.00882401+0.000893949j -0.00197672+0.00558462j 7.64635e-05+0.018498j -0.00777633+0.00352274j -0.0016769-0.0110046j 0.00047159+0.0064249j -0.0114598+0.0120225j -0.0201465-0.00389973j 0.0107159-0.00768124j 0.00119053-0.0123922j -0.00805425-0.00140572j -0.0154932+0.0012543j 0.0114553-0.00471233j -0.0107981+0.00112477j 0.0114946+0.0205798j -0.00224443+0.00631774j -0.0054148+0.0131954j 0.0378982+0.0153632j -0.0117071+0.0387217j 0.00254039-0.00573218j 0.00533775+0.00182109j 0.00763912-0.0093035j -0.010645-0.0122989j -0.0196764+0.013513j 0.0176139-0.0143684j 0.00894658+0.0492326j 
