-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
-0.000173818+0.0017809j 0.000386196+0.00527241j -0.0017081+0.00186178j -0.00129752-0.00105534j -0.0014686+0.00244234j -0.00214754-0.00445461j -0.0058964+0.0001033j -0.000330795-0.00111798j -0.00263149+0.00112496j 0.00453629-0.00237358j 0.00153812+0.00269112j -0.00271011-0.00173599j 0.00053444+0.00301662j 0.00177706-0.00374231j 0.00152282+0.00524837j -0.00139723-0.0019251j 0.005202-0.00118671j 0.00202967+0.000435874j 0.00223931+0.000909372j 0.00270246-0.00830231j -0.0056229-0.00505387j 0.00254156-0.00228591j -0.000395525-0.00518976j 0.000890561+0.0032574j 0.00150044+0.00584764j -0.00515448+0.00584152j -2.03282e-06-0.0047588j -0.00708337-0.00104008j 0.000792462+0.00100411j 0.00388966-0.00508381j 0.0044511-0.000189118j 0.00649627-0.00751609j 0.00180694-0.00256162j -0.0037794-2.12035e-05j 0.00298774-0.00557372j 0.000714704+0.00429348j 0.00374603+0.00352778j 0.00133667-0.0051837j 0.000764528-0.00401455j 0.000719695-0.00567304j -0.0103647-0.00240738j 0.00267931+0.00628802j -0.00365277+0.000530596j 0.00128915+0.00946112j 0.00120863-0.00670828j -0.00850269+0.00105472j -0.00936451+0.00516156j -0.00556224+0.00431167j 0.0107908-0.00720538j -0.0034322-0.00375987j -0.00420974+0.00798248j 0.00533818-0.00300078j 0.000504478-0.00482203j -0.00860207-0.00293526j 0.00318993-0.00837558j 0.00219468+0.000279703j 0.00298795-0.00522169j 0.00152058+0.00310635j -0.00368457-0.00477572j 0.00605244+0.00651248j 0.000301492+0.00532988j 0.00781568+0.0012002j 0.00280815+0.00210927j -0.00783236+0.000386488j -0.00318508+0.0130457j 0.00268899+0.00313186j 0.00248479-0.00255941j -0.000250345+7.50737e-05j -0.00227339+0.00383707j -0.00429541-0.00156814j 
0.00259462+0.00333116j 0.000578+0.00146702j 0.00270648+0.00414863j 0.00205912-0.00209478j -0.00206293-0.00266789j -0.00089276-0.00506466j -0.00139074+0.0019928j -0.000226858+0.00263298j 0.0037142+0.00467507j -0.00148664-0.00146712j -0.000989215+0.000164024j -0.00142887-0.00256428j -0.0029949-0.00650494j -0.00165794+0.00241843j -0.00380034-0.00251658j -0.00426946-0.00470507j -0.000683456+0.0022586j 0.000685736+0.00614716j 0.0069883+0.00996653j -0.0001441+0.000341559j -0.00189958-0.000474855j -0.00111711-0.00581569j -0.00204027+0.00472173j -3.16368e-05+0.00529962j -0.00108466-0.00214666j -0.00299198+0.00179665j -0.0078447-0.00225849j -0.00259345+0.00467033j 0.00198294+0.00588693j -0.00387505+0.00276107j -0.00113993-0.00652812j -0.00124588-0.00422656j 0.00353825+0.00164108j -0.00255933+0.00135183j 0.00317302+0.00267244j 0.00139318-0.00164927j 0.00369249-0.00521621j -0.000322107+0.00638019j 0.00189187+0.00282314j -0.00534713-0.0075929j -0.00748699-0.00197766j 0.00223595+0.00747753j 0.00166512+0.0126707j -2.69987e-05-0.00392298j 0.00167439+0.00432324j -0.000120329-0.00366502j -0.00135002+0.00526667j 0.00541885+0.00215406j 0.00492243+0.000248015j -0.00521279+0.000711282j -0.00380088+0.0043161j -0.0033973+0.0094402j 0.00361801-0.00480395j 0.000126933-0.00167567j -0.000352024-0.00109359j -0.00966075+0.0115139j -0.000321061-0.0110706j 0.00930344-0.0116546j 0.00272894-0.00176123j -0.00379142-0.00214034j 0.00362925+0.0068516j -0.00630388+0.00371319j -0.00135555-0.00773755j 0.000722153-0.0019239j -0.00511483+0.00520417j -0.000402237-0.00402051j -0.00131172+0.00482534j -0.0015983+0.00199128j 0.0001666+0.000897293j -0.00207074+0.004149j 
0.00167537-0.00176782j -0.00113961+0.000150519j 0.00104526+0.000134136j 0.00162338+0.00298973j -0.00109566-0.000778696j -0.00325098+0.000812313j -8.46939e-05+0.000369361j 0.000759974+0.00233046j 0.000438551+0.0017639j 0.00150928-0.00202953j -0.0011513+0.00215193j 0.00545109-0.00401871j -0.000539261-0.000737013j 0.00138512-0.000749365j 0.00217895-0.000408351j 0.000748373+0.00465799j 0.00188094+0.00310938j -0.00039074-0.00675598j -0.00169722+0.00076626j 4.08738e-05-0.00321254j 0.00238862+0.00286944j -0.00345299-0.00109851j 0.00118207-0.0035309j -0.00631737+0.00230877j 0.00179514-0.000101391j -0.000124799-0.00144948j 0.00204321-0.000227779j -0.00704588+0.000420804j 0.000887944-0.00550783j 0.00384814-0.00306761j -0.000542087+0.00347405j 0.0043904+0.00498444j -0.000227733+0.0022203j -0.0037311+0.00301166j -0.000178827-0.00382548j 0.00242416+0.000296589j 0.00272575+0.010787j -0.00398933-0.00304769j -0.00146463-0.00206135j 0.00409135-0.00982867j -0.00507734+0.000321137j 0.00172336-0.00475739j -1.02029e-07-0.00486337j 0.00503509-0.000457563j -0.00152853+0.00168805j 0.00242756-0.00187818j -0.00474638-0.00453491j 0.00608238+0.0041883j 0.00422323+0.00372691j -0.00719806-0.0136859j 0.00352133+0.000906637j -0.013872-0.00434696j 0.00837099+0.00165634j -0.00154964+0.00775489j 0.00681331+0.00224249j -0.00333313-0.00900797j 0.00393867+0.00374914j -0.00133856+0.00123831j 0.00608278+0.00957583j -0.00661431-0.00155692j -0.0182307-0.00333021j -0.00328653-0.00278581j -0.00771146-0.00198029j 0.00304031+0.00359453j -0.000571198+0.0044399j 0.0062957-0.00553059j -0.00365395+0.00610744j 0.00270041+8.53135e-05j -0.00109186-0.0043661j 0.00299684+0.00105593j 
0.000392363+0.000274337j -0.000610262+0.00286021j 0.0013819-0.00187311j 0.00172331-0.0010917j -0.00177231+0.000440914j -0.00125722-0.00414793j 0.00212762-0.000767681j 0.00348588+0.00284967j 0.00317003+0.000897474j -0.00437315-0.00010703j 0.00259666+0.000934633j -0.00380498-0.00190595j 0.00188938+3.36972e-05j -0.00311336+0.00519708j 0.000397082+0.00214833j 0.00329311-0.00106152j -0.00304746+0.00193355j -0.00696879-0.0035898j 0.00120431+0.00175679j -0.00454765+0.00262385j -0.00151707-0.00438601j -0.00154371+0.00143753j -0.00296439-0.000511162j -0.000663981+0.000226897j -0.00219077+0.00132496j 0.0034576-0.00524046j -0.00325023-0.000892995j -0.00218264-0.00403336j -0.00543344+0.00817517j -0.00518296-0.0013819j 0.00439428+0.00456327j -0.00226099+0.000949516j 0.00572345-0.000173173j 0.00538426-0.000817248j 0.00815225+0.00887897j -0.000259169+0.0072871j 0.00153705+0.0016621j -0.00754469-0.0111697j 0.00378187-0.00231146j -0.00139134-0.00531435j -0.00222806-0.00382965j -0.00181732-0.0022978j 0.00575332-0.00863152j -0.00401366+0.00510741j -0.00292767-0.00510658j 0.00556974-0.00189561j -0.000787616+0.0012347j 0.00686776-0.0088368j -0.00259347+0.00242701j 0.00400321-0.0106621j -0.00601469-0.00140404j 0.00558502+0.00407139j 0.00197114-0.00859045j 0.00676305+0.00696748j -0.00129827+0.000931661j 0.00597545-0.000296035j 0.0033929-0.00152901j -0.00310429-6.57485e-05j 0.00474393+0.00144759j 0.00209989+0.000770521j 0.00749039+0.0130529j -0.00108208-0.00492474j -0.00282591+0.00391245j -0.0026919+0.00230382j -0.00392041+0.00474j -0.00107273-0.00533389j 0.00276757+0.00058864j 0.00289283+0.000910173j -0.00205124+0.00041112j -0.00066763-0.000643654j 
0.00133149+0.00095855j -0.00267356-0.00332739j 0.00175931+0.000300123j -0.00475729-0.000139726j 3.85086e-07-0.00240967j -0.000870637-0.00289151j 0.00361225+0.00107375j 0.000108276+0.0022834j -0.000398413+0.000405149j -0.000386041-0.00218953j 0.000364884-0.00377289j 0.00187893+0.00174942j 0.000898028+0.00111671j -0.00234584+0.00308646j -0.00129201+0.00157021j 3.37385e-05+0.00192437j 0.000487987+0.000427022j -0.000803625+0.00130973j 0.000826428+0.00117075j -0.000494939-0.00177447j -0.00147865+0.00315175j 0.00165837-0.00107194j 0.000796254+0.001888j -0.00592328-0.00236115j 0.00165453+0.0046317j 0.00129115+0.00955105j -0.00437774+0.00203269j 0.00119652+0.00639403j 0.00445243+0.0063139j -0.00207885-0.000190806j 0.000778729-0.00704685j -0.000777408-0.00837437j 0.0019992+0.00466752j 0.00158416+0.00452036j 0.00503779-0.00235009j 4.20608e-05+0.00753976j 0.00510274+0.000323653j -0.00399584+0.00114018j 0.000834266+0.00289936j -0.00292782+0.0160853j 9.30424e-05+0.0085354j 0.00296526-0.00253577j 0.0032843-0.00740458j 0.000383253+0.00294485j -0.0039578-0.0126056j -0.0022404+0.00761999j -0.00298371+0.00745566j 0.00237939+0.00755926j 0.00141051-0.00840259j 0.00251913+0.000364344j 0.000117864+0.00537835j 0.00650519-0.00403573j -0.00260449+0.0106111j -0.00775073+0.00487444j -0.00192717+0.0010517j -0.00707827+6.87485e-05j -0.000283112-0.00856222j 0.00751499+0.000838721j -0.00328149+0.00373253j 0.00439052-0.00839077j -0.00148081-0.0100289j -0.00125531-0.0021303j -0.00366465+0.00238405j 0.00319375+0.00347258j -0.00184079-0.00216079j 0.00493253+0.00278988j 0.00262093-0.00639511j 0.000889238+0.00614328j 0.0058735-0.00531195j 0.000799679+0.00206584j 
0.00399151-0.000693569j 0.000870103+0.000392065j 0.00276123+0.0036428j -0.00229451+0.00225592j 0.0023319-0.00129624j 0.00228976-0.00604529j 0.00300927+0.0031164j -0.00363435-0.000145323j -0.00250385+0.00492823j -0.00105502-0.000491357j 0.000613156-0.000572758j 0.00553759+0.00421077j 0.000201791+0.00194556j -0.00275272+0.00731399j -0.000458439+0.00213542j -0.00220951+0.00246276j 0.00117642+0.00176175j -0.00160121-0.00386497j 0.00240616-0.00379263j 0.00124281+0.00467946j -0.00257883+0.00340735j 0.0064475-0.000696946j -0.00360867+0.000423632j -0.00206868+0.00185639j -0.0013922-0.00224538j -0.00416695-0.0011914j -0.0048355+0.00520492j -0.00834955-0.0054598j 0.00286432+0.000648512j -0.00207304+0.00460807j 0.00441344+0.00101241j -0.000492675+0.00697985j -0.000600021-0.00431882j -0.00179648-0.00459025j -0.00197974-0.00476943j -0.00578896-0.00445339j -0.00230946-0.00742568j -0.00574336-0.00226295j -0.00384762-0.00280105j 0.000474256-0.00237177j -0.00806644-0.00295531j 0.00680365+0.0045108j -0.00349793+0.00434811j 0.00709637+1.34396e-05j -0.00071873+0.0036601j -0.000398272-0.00188829j 0.000612569-0.0123987j -0.00472446-0.00634916j 0.00564495+0.00563502j 0.00758793-0.000908811j -0.00618979+0.00235412j 0.00514468-0.00964508j -0.00502339-0.000408562j -0.00504084-0.00217058j -0.0081022+0.00776904j -0.00258524-0.00745487j -0.00365671+0.00414598j 0.00658071+0.00614724j -0.00310419+0.00195221j 0.00395591-0.00336587j -0.00120676-0.00775948j -0.000230199-0.00214176j 0.000411559-0.00532176j -0.00343203+0.00910491j -0.0050005-0.00458628j 0.00514247+0.00542253j -0.0055205-0.00104861j -0.00189658+0.00402512j 0.00100187-0.000241152j 0.0010326+0.00874392j 
-0.00316788-0.00546359j -0.00386458+0.00238579j 0.00054006-0.00631722j 0.00135877+0.00247838j -0.00401183+0.00183154j 0.0035497-0.00214573j -0.000524557-0.0060452j 0.00329523-0.00177948j -0.00313198-0.00250082j -0.00205376+0.00548583j 0.000122961-1.56205e-05j -0.00140959-0.00125094j -0.00275633+0.00283599j 0.00217312+0.00782663j -0.00054689+0.00230094j -0.000417919-0.00155175j 0.00594766-0.00125413j 0.000240673+0.00445586j 0.00438366-0.00326132j 0.00275845+0.00334508j 0.00321262+0.00228487j 0.00482886-0.000467302j -0.000823379-0.000157101j -0.00237576+0.00842764j 0.000965926-0.000355218j -0.0026847-0.00118732j 0.000794346+0.0100939j -0.00161466+0.00150604j 0.00601172+0.00149066j 0.00133611+0.00635354j 0.00445055-0.00240655j 0.00185301-6.92012e-05j 0.00294762-0.00523653j 0.000379723+0.000978784j 0.00567594-0.00883259j -0.00228659-0.000761683j -0.00141762-0.00367099j -0.00381075+0.00636049j 0.000920618-0.00296043j 0.00250413+0.00551562j -0.0019501+0.00335055j 0.00247479-0.00161238j 0.00275983-0.000333317j 0.00321951-0.00276267j -0.00833746+0.00206065j 0.00114105-0.00395213j 0.0053486+0.000920736j -0.00129693-0.00438158j 7.93726e-05+0.000627825j -0.00473603-0.00560906j 0.00492849+0.00305179j 0.000909285-0.00647791j -0.00548565+0.00357193j 0.000925334+0.00253905j -0.000565742+0.00697203j -0.00136125+0.00749886j -0.0057363+0.00112517j -0.00256745-0.00577614j 0.0197844+0.00128946j -0.00698267+0.00361261j 0.00428506+0.0094614j 0.00489281+0.00711077j 0.00136828+0.00856836j -0.000507468-0.00853419j -0.0052381+0.00135197j -0.00195461-0.00227439j 0.00219287+0.00133682j 0.00527132-0.00269136j -0.00563915-0.00181569j 0.00325194-0.00906258j 
0.00200403+0.00016226j 0.000984842-0.0012144j 0.000806232+0.000246036j -0.00259538+0.00015376j 0.0019621-0.00347067j -0.00375485-0.00345719j 0.0009551-0.00349826j -0.00079041+0.0011629j -0.00174659+0.00253148j -0.00148678+0.00617786j -0.0031145-0.000142271j -0.000407474+0.00165304j 0.00207084-0.00548181j 0.00226272+0.00554571j 0.0044566-0.00118107j -0.00319617-0.00106596j 0.00296622-0.0052051j 0.000766731+0.00566413j -0.00297001+0.00142265j 0.00400093+0.000499983j 0.00150945-0.00287531j -0.000638279-0.00584885j 0.000351945+0.00178754j 0.00211508-0.00193532j 0.00595531-0.000383219j -4.2634e-05-0.00279215j 0.00885339-0.00585432j 0.00169456-0.00443413j -0.00125157+0.00639333j -0.0035506+0.0103992j 0.0009714-0.000832301j 0.0018171-0.00134627j -0.00377758+0.0024275j 0.00171461-0.00530403j 0.003314-0.00551624j 0.00366381+0.00730684j -0.01556+0.00707364j 0.0085402+0.00264961j 0.00131094+0.00389256j -0.00103829-0.000571765j 0.00684489-0.00469217j -0.00917051-0.000381202j 0.0115873-0.00270717j -0.00766824+0.00805857j 0.00062389+0.00660341j -0.00128667-0.00143316j -0.00212377-0.00212983j 0.000391939-0.00191211j 0.00202444+0.00116453j -0.00410238-0.00244286j 0.00365936+0.00443097j 0.0013445-0.0116236j 0.00740449+0.000497083j -0.00302705-0.00180207j 0.00193913+0.0046068j 0.0117004-0.00601385j 0.0059609+0.00412059j 0.00668246-0.00693914j 0.00208468-0.000103836j -0.00813594-0.00664257j 0.000268668-0.00719551j 0.000539846+0.000445664j -0.000188309-0.000122909j 0.00533043+0.00391211j -0.002512+0.00564998j 0.00103784+0.000567941j -0.000162809-0.00103817j 0.00147102+0.00230092j 0.00195596-0.000800866j 0.00193912+0.00224113j 
-0.00065805+0.000603979j -0.00332405-0.00130345j 0.00195522-5.88973e-05j 0.0012162+7.50608e-05j -0.00165355+3.02687e-05j -0.000274251+0.00118135j -0.00153413-0.00174593j -0.00141649+0.000607625j 0.000140362-0.00500068j 0.000450963-0.000611039j -0.00203672-0.00180998j 0.00249216+0.00486396j -0.00551093-0.00190564j 0.00257111-0.00162777j -0.00452095-0.000417166j -0.000885463-0.00450144j -0.00149+0.00926306j 0.0039894+0.00397439j -0.00224403+0.00415385j 0.000939136+0.00217897j -0.00267483-0.00201047j -0.00264176+0.00283598j 0.00364743+0.00277726j -0.00230663-0.00417228j -0.00243684+0.00496213j -0.00384993-0.00471852j -0.0032104-0.000541168j 0.00069509-0.00476188j 0.00470104+0.00252286j 0.00560379-0.000935918j 0.000512709+0.00176698j 0.00189913+0.00679675j 0.0021069+0.000540727j -0.00448346-0.00679092j 0.0127726+0.00778521j 0.00307324-0.00208278j 0.00404481+3.50561e-05j -0.00364087+0.0011066j 0.000677521-0.00273492j 0.000677531+0.00113177j 0.000739984-0.00714835j -0.000261961+0.0057104j -0.00832252-0.00277989j 0.00417401+0.00696574j 0.00466715-0.00292732j -0.000716354-0.00623961j 0.00283237-0.00202396j -0.00330442+0.00282221j -0.00187381+0.00585812j 0.00453992-0.00390577j -0.00491531+0.00413182j 0.00286432+0.00181918j -0.00574802+0.000216828j 0.000767946-0.0125181j 0.0010438-0.00203037j -0.00259104-0.000941311j -0.00034513-0.00634879j -0.000340797+0.00187615j -0.00429541+0.0105206j -0.00233773-0.00520339j -0.00431185-0.01365j -0.0014802+0.011448j -0.000445173-0.00396946j 0.00108831+0.000125356j 0.00229492-0.00279797j 0.00194607-0.0034596j 0.00212915+0.0034343j -0.00107421+0.00402647j 0.000970873-0.007374j -0.000256023-0.00249382j 
9.21093e-05+0.00208658j 0.00340066+0.00240288j -0.00276496-0.00136859j -0.00405679-0.00464252j 0.00215827+0.00420122j 0.00276078+0.0014493j -0.00143977+0.000875423j -0.00247967-0.00528452j -0.00113548-0.00176743j 0.00301502+0.0036675j -4.65691e-05+0.000674824j -0.0011856+0.00672299j -0.000561552+0.00252655j -0.00011819-0.00078021j -0.00156606-0.00129203j -0.00239658-0.000190957j 0.00150758+0.00217119j 0.00188652+0.00155258j 0.00239279+0.00094154j 0.0012287+0.00341406j -0.000534671-0.0050869j 0.00205484+0.00469695j -0.000115118-0.00152228j 0.000105081-0.00156409j 0.000752689-0.000492578j -0.00382521-0.00216434j -0.000549246+0.000217296j -0.00161899-0.00332346j 0.00398223+0.00398504j 0.00125649+0.00287416j 0.00208828+0.000859606j 7.62128e-05-0.0016562j 0.000472365+0.00046045j 0.00205212-0.00157187j 0.0106107-0.00321532j 0.00234998-0.00378868j 0.00247206+0.00485436j -0.00316911-0.000408033j -0.000712177-0.00351101j 0.00183885+0.00339081j 0.000836664-0.0053141j -0.00257522+0.00330715j 0.00198055-0.00451837j 0.00129821+0.00490631j -0.00460857-0.000114892j 0.000869527-0.00561132j 0.00517525-0.000255511j 0.00571419+0.000658154j -0.00192625+0.00523639j -0.0117669+0.00308055j 0.00304695-0.00464183j -0.000542026+0.00551705j 0.00390813+0.00175433j 0.00741001-0.00364328j 0.00772254+0.000186669j 0.00270283-0.00316436j 0.00262448+0.000619258j -0.00985368+0.00685818j -0.00366846-0.0182772j 0.00603646+0.00955253j 0.00794582-0.0115724j -0.00670425-0.00764628j 0.00287143+0.00121838j -0.00204093+0.00135358j 0.000908549-0.00280623j -0.00412115+0.0142011j 0.00461994-0.00687135j -0.000640388-0.00243232j -0.00178887+0.00631438j -0.00421906+0.0051038j 
-0.00140278+0.0024991j -0.00183655-0.000843466j 0.00128546+0.00382015j 0.00132517+0.000567048j -0.0004384-0.002978j 0.00493993+0.000468366j 0.00174004+0.00226327j 0.00145854+0.000918132j -0.00344093+0.00388993j -0.0036262+0.00404518j 0.000727723+0.00183071j 0.000414033+0.00518725j -0.00295268+0.00123307j -0.00312411+0.00115888j -0.00370317-0.00120847j 0.00244202+0.00368892j 0.000962505-0.00627895j -0.00036977-0.00509782j 0.0051799+0.00253128j -0.00228303-0.000496733j -0.00296368-0.00104614j 0.00467662-0.0029295j -0.00207882-0.00286159j -0.0018775-0.003582j 0.00180539-0.00530643j -0.000550464-0.00147468j -0.00468768-0.00921676j -0.00253195-0.00878799j -0.00114497+0.00122151j -0.0053444-0.000244704j 0.00351907-0.000946053j -0.00162479-0.00173275j 0.00520413+0.000947871j 0.00288541+0.00184154j -0.00421674-0.00998221j -0.000984619-0.00474802j 9.34834e-05+0.00575205j 0.00113556-0.00490554j 0.00399066+0.000303858j -0.0018377+0.00045808j -0.00276867-0.0051495j 0.000378958+0.00775692j 0.00507669+0.00117502j 0.000333209+0.00440482j -0.00714401+0.000174036j 0.0026468+0.00716171j 0.00452779+0.00301893j 0.000927087+0.00101648j 0.0017766+0.00487159j -0.00171567+0.00823578j 0.00466966-0.00695592j 0.00327266+0.00692433j 0.00173141-0.00813715j -0.00162645-0.00142571j -0.00843045-0.00754049j 0.00491012-0.00324534j -0.000882352-0.00780333j 0.00120267+0.00701469j 0.00556597+0.00830582j -0.00163502-0.00333787j 0.00181545-0.00184758j 0.003826+0.00484235j 0.000435912-0.00125543j -0.00137569-0.00420851j 0.000267661-0.00451655j 0.00251391-0.00415372j -0.0010247+0.00252483j -0.00265547+0.00204917j 0.00305292-0.00101937j -0.00182715-0.00289705j 
0.00161425+0.000770642j -0.00272982+0.00415181j 0.00135186-0.000295635j -0.000252082-0.00230491j -0.000165617+0.00287045j -0.00297095-0.000808928j 0.00246208+0.000308744j 0.00185893-0.00247616j -0.00125374+0.000692803j -0.00165531-0.000592092j 0.000361186+0.000807956j -0.000932034-0.0016853j 0.000843533+0.00427464j -0.00291657-0.00210595j 0.00102313+0.00496664j -0.00119191-0.00111244j 0.00273017-0.00406267j -0.00116448+0.000804555j 0.00162808-0.00226612j 0.000303551-0.00135803j -0.00203743+0.0003593j 0.000198951-0.00327045j -0.00132761-0.000310176j 0.00392706+0.00263679j 0.00265728+0.000720613j 0.00112357+0.00143862j 0.00241125+0.00466713j 0.00350497+0.00691015j -0.00238896-0.00420172j -0.00428622-0.00443436j -0.00171366+0.000494299j 6.26625e-05-0.00496749j -0.00309574-0.0062257j 0.000963196+0.00371849j -0.0018306-0.000123526j -0.000169647+0.00432236j -0.00802294-0.0067292j 0.00174864+0.00562303j 0.000734894-0.00597402j -0.000935947+0.000582028j 0.000898522+0.00614065j 0.00199292-0.0079856j 0.00206577+0.002103j -0.00190424-0.00485517j -0.00335337+0.00513773j 0.00157078+0.00162095j 0.00395457+0.00049446j -0.000160275+0.00333915j 0.0016014-0.000960414j -0.00686726-0.00529828j 0.00447301-0.00197402j 0.00649027+0.00190763j -0.002332+0.00282386j -0.00448351-0.000230503j -0.00125752+0.00621554j 0.0133433+0.0132461j -0.00477161+0.00537493j 0.00311565+0.00613354j -0.00178749-0.00230397j 0.00097701-0.00507511j -0.00339439-0.0149171j 0.000439428-0.0042376j 0.00191526+0.00117049j -0.00114465+0.0106558j 0.00327111-0.00160742j -0.000941977+0.000908866j 0.00512701+0.000893019j -0.0010516+0.00601423j -0.00311968-0.00614427j -0.00296176+0.00206216j 
-0.000144799+0.0019851j 0.00181669+0.00122234j -0.00224687+0.00233005j -0.0011844+0.000447413j -0.00128813+0.000229227j 0.000963242-0.00765531j -0.00162172+0.00283652j -0.000635912+0.00220935j 0.00222114-0.000585894j 0.00347805+0.000586908j 0.000552655-0.00234919j -0.00203159+0.000629996j 0.00281862+0.0033566j 0.0030202+0.00482817j -0.00131899+0.000111016j -0.00230774+0.00160049j -0.00783453+0.0020524j 0.00182435-0.00147123j 0.000359995-0.00543195j -0.00296222+0.00171607j 0.00171993+0.00105976j -0.000176369-0.00568719j -0.00287948+0.0039676j 0.00269286-0.00183153j -0.00798797+0.00445089j 0.00149292+0.00438082j -0.00180486+0.00438685j 0.000832296-0.000957882j 0.00212699+0.000200922j 0.00265666+0.000867082j -0.002687-0.00751638j -0.00563337+0.00189614j 0.000198538-0.00224258j 0.00169948-0.00130245j -0.000332563+0.00411888j -0.00117497+0.00313176j 0.0050296+0.00282452j -0.00283654+0.000726086j -0.000776428+0.00224052j 0.00524651-0.00104689j -0.00322128+0.0102193j 0.0055536-0.00567554j 0.00184542-0.00229493j -0.00228777+0.00158393j -0.00260428+0.00231381j 0.00445489-0.000785254j 0.00509718-0.00497302j 0.00347566+0.00834995j -0.0030459-0.00477017j -0.00465863+0.012773j -0.00440825-0.00174557j 0.00155135-0.00665684j -0.00201405+0.00566194j 0.00567071+0.00472488j 0.00853912+0.00414927j 0.0107833-0.0093875j -0.00639004+0.00685108j -0.00229413-0.00155609j 0.000324892-0.00253664j 0.00295374-0.00626481j -0.00229633-0.000603808j -0.00400573-0.00301738j -9.94695e-05-0.0017068j -0.00578185+0.000598679j -0.00267729+0.00483412j 0.00531489-0.000749681j -0.00172888-0.00195704j -2.23864e-05-0.00122455j 0.000942059+0.00476801j -0.00144128+0.00210632j 
-0.000475812-0.0030655j -0.00141961+0.000474409j 0.000618798-0.00345036j 0.00134249+0.00186739j -0.00286347-0.000380501j -0.00105249+0.000874602j -0.0017493-0.00453393j -1.59757e-05-0.00388997j 0.00440273+0.00458306j 0.00539416+0.00524692j -0.000483106-0.000635505j 0.000181828+0.000184664j -2.10843e-06+0.00052204j 0.00651373+0.000858594j -0.00130723-0.00472066j 0.00457678-0.000771579j -0.00799348-0.00721701j 0.00160846+0.00347747j -0.00267545-0.0020595j -0.00062911-0.00388831j -0.00179484+0.00375831j -0.00607818-0.00702691j -0.00196151-0.0020545j -0.000250181+0.00158196j -0.00559616-0.00777492j 0.000625057-0.00202748j -0.00591825-0.00419358j -0.00041173+0.000865375j 0.00394078+0.00345963j 0.00630226+0.0102729j 0.000623098-0.000897308j -0.00536938+0.000765438j 0.0022299+0.000675848j -0.00366359-0.00568145j -0.0137992+0.00333431j 0.00216183+0.000289457j 0.00173176+0.00947138j -0.00212732-0.00770584j 0.00295373-0.00926025j -0.00152005-7.21712e-05j -0.00104723-0.00384038j 0.00230957+0.00565447j -0.00071343-0.0156118j 0.00520654+0.00335502j 0.00420589+0.00893496j 0.000703883-0.00192156j -0.000188866+0.00134485j -0.0058216-0.00416446j -0.00078997-0.0066724j 0.00142451-0.000452539j 0.000314324-0.00696653j -0.0047577-0.00262573j -0.00564237-0.00430167j 0.00246517+0.00638259j 0.00107658+0.00547004j -0.0022851-0.00586551j 0.00431248-0.00154413j -0.000450085-0.0065147j -0.00317049-0.00952357j -0.000982054+0.00725943j -0.00110831-0.00722759j -0.00057695-0.00515922j 0.0042145-0.00199752j 0.00184991-0.000709522j 0.00233186+0.00209365j 0.00126992+0.00191794j 0.00271154+0.00166892j 0.00128323+0.000454578j -0.00320553-0.00301403j 0.00264752-0.000235221j 
