-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
0.000476111+0.00526774j -0.00149361+0.00243252j -0.00874797-0.00490071j 0.00751576+0.00860423j 0.00931465-0.00062202j 0.00413379+0.00534801j 0.00335272-0.00934367j -0.00208959+0.00382673j 0.0015232-0.00254575j 0.000105789-0.0144755j 0.00443773-0.00339655j 0.00871913+0.00243545j 0.00157327-0.00242054j 0.00361056-0.00542106j 0.00310995-0.00370199j 0.00266066+0.00115321j 0.00888248+0.00875705j 0.0101356-0.00041293j 0.00523524+0.0122819j -8.715e-05+0.00210351j -0.00249269+0.00102214j -0.00177993-0.000274047j -0.00086647-0.00348731j -0.00419362-0.00980822j 0.00690399+0.00183015j -0.00411118+0.00115541j -0.00206208+4.77345e-05j -0.00244137-0.00327119j -0.000586328+0.00560832j -0.00244423+0.00378799j -0.000929379-0.00127345j 0.00495205-0.000344168j 0.000171166-0.00519416j -0.00164766-0.001766j -0.00364053-0.000451057j -0.000284548+0.00252094j -0.00110621-0.00340443j 0.00159049-0.00112664j 0.00198255+0.00287498j 0.000655229-0.00169474j 0.00375312+0.00328099j -0.000881202+0.000929005j 0.000771596+0.00206879j 0.00243322+0.00417632j 0.00109115+0.00206799j 0.00283502+0.00104458j -0.00162885-0.00194965j 0.00129018+0.00137812j 0.00468254+0.00193406j -0.00206533-0.00429001j 0.00317207+0.00368645j 0.001797-0.00245193j 0.00253252+0.00278398j -0.00193143-0.00386265j 0.00253252+0.00168197j -0.00285865-0.00128377j -0.000588028+0.00167814j -0.00490496-0.00143766j -0.00639934-0.00163012j 0.000503365+0.00430847j 0.000823035-0.00335192j 0.000168669-0.00560954j 0.000711692-0.000404648j 0.0036562-0.00113803j 9.39452e-06-0.00301519j -0.00512757-0.00449348j -0.00349407-0.00281686j 0.000417961-0.00898922j 0.00203765-0.00269092j -0.00364954-0.000907148j 
0.000174504-0.00366965j -0.00107744-0.00866473j 0.000474677+0.00697899j 0.0080299+0.00692368j 0.0100511+0.0048138j -0.0028857-0.00287352j 0.00570217+0.00330249j -0.011956-0.00629509j 0.004846+0.00147709j -0.00638258+0.0217892j 0.00550036+0.010353j -0.0138937-0.00334647j -0.00672308+0.00801236j 0.00457108+0.0028119j 0.00329931+0.00839818j 0.000358008+0.00513377j 0.00497153-0.00132598j 0.00610734-0.000503763j 0.00815792+0.00764981j -0.00315423+0.00143396j 0.00214804+0.00120341j 0.000303439-0.00352106j -0.00441416-0.00599597j 0.00114113-0.00366913j 0.000609838+0.00100245j -0.00174911+0.000974512j 0.000222505-0.000145049j 0.00247807-0.0039454j -0.00189596+0.00290552j -0.00273883+0.00326836j 0.00439312-0.00482452j 0.00481508-0.000254812j 0.00787433-0.00155926j 0.00294524+0.0038015j 0.000502556-0.00211237j 0.00236654+0.00262864j 0.000921081-0.0012506j 0.00368703-8.28251e-05j 0.000205606+0.00250006j 0.00118297-0.00124275j 0.000175627+0.00195015j 0.00176457+0.00379295j -0.0002305-0.00135989j 0.00133905+0.00541392j 0.00110854-0.00199712j 0.00118246+0.00259119j -0.000380968+0.00459312j -0.000809304+0.00105408j 0.000879984+0.00338511j -0.00193024-0.00312711j 0.00171908+0.00362857j 0.00412847+0.000891848j -0.00014425+0.00190804j -0.00194356-0.00339157j 0.00391427+0.00127935j 0.000359012-0.000293588j 0.000192034+0.0043871j -0.00283711-0.000863202j -0.000935708-0.00750405j -0.00138823+0.00550865j 0.00170521-0.000758591j 5.62128e-05-0.00270812j 0.000264048-0.00255577j -0.000999582+0.00186242j 0.00115475-0.0050701j -0.0028909-0.00243539j -0.00340523-0.00111628j -0.00132427-0.00210304j 0.00211787-0.00404011j 0.00113417-0.00237431j 
0.00110067+0.0089438j -0.00123486-0.00631504j 0.00320312-0.000593829j -0.00611698-0.00570406j 0.00237028+0.013451j 0.00609668+0.000203627j -0.000579473-0.0095572j 0.00150846-0.00480943j 5.56437e-05+0.0124271j -0.00830651-0.00817074j -0.0128177+0.0104867j 0.0110334-0.0192589j -0.00491392-0.00886624j -0.00360096-3.3274e-05j 0.00937769-0.00364793j -0.00448646+0.00691388j 0.00147868+4.11387e-06j 0.0039995-0.00227486j -0.00633145+0.000697194j -0.00068147+0.00416611j 0.00593255-0.00210808j -0.000780649-0.00385762j 0.00213253-0.00329943j 0.00496927+0.00300396j -0.0027889+0.00383262j 0.000890082-0.00217486j 0.00153882-0.00158271j 0.000969266+0.00396262j -0.00088078-0.00400879j 0.000249226+0.000878152j 0.00502858-0.0019252j 0.0022675-0.000929868j 0.00214144-9.03057e-06j -0.00072542-0.000389061j -0.00126909-0.0011107j 0.00268716-0.00204467j 0.00197741-0.000474756j 0.00011188-0.00132198j -0.00211931-0.00340925j -0.000674876-0.00347412j -0.00327127-7.2414e-05j 0.000428504-0.00295674j 0.00204925-0.00237003j -0.000648381-0.00219452j -0.000315555-0.000651994j 0.00012295+2.02872e-05j -0.0010783+0.00196249j -0.000454525+0.00204415j -2.47148e-05+0.00319062j 0.00441733-0.00306618j -0.000926556+0.00347516j 0.000657656+0.000599787j -0.00128116-0.00226456j 0.00220094+0.000622891j -0.00251601-0.00151306j 0.00265141-0.00159928j -0.000235142-0.00190124j 0.000617203-0.00399305j 0.000783685-0.000693244j -0.00446123+0.00160271j -0.000342256+0.00105012j 0.000996484+0.00105297j -1.79047e-05+0.00152002j -0.000379745-0.00216192j 0.000170629-0.000395105j -0.000720752+0.00325796j 0.00253199-0.00290075j 0.000876119+0.00139957j 0.00277656-0.00103173j 0.000329234+0.003005j 
0.00374091+0.00454687j 0.00347844+0.00397552j 0.00455781-0.000727585j 0.00306913+0.00171075j -0.00209577-0.000825806j 0.00240291-0.0067088j 0.000853193-0.0101478j -0.0205028+0.00305664j -0.00253649-0.00253458j 0.00480077-0.00538492j 0.00619314-0.00234491j -0.00748766+0.00313792j -0.00370149+0.00677151j 0.0100675-0.0035894j 0.0113584+0.00323523j 0.010317-0.00130881j -0.0122093-0.000770885j -0.00522966-0.0054989j -0.00242421+0.00386081j -0.00602914+0.00236729j 0.00204419+0.00424173j -0.00410532+0.000114225j -0.00606488-0.000183992j -0.00236472+0.00662115j -0.00320374-0.0060442j 0.00531244-0.00174335j -0.000945915+0.00516172j 0.00918861+0.00256922j 0.00192589-0.00354136j 0.00161343+0.00117774j 0.00344068-0.000591867j 0.001241-0.00522121j 0.00508493+0.000939392j 0.00490029+0.000752215j 0.000774147-0.000463066j 0.00408299-0.00101391j -0.000111777+0.000161085j 0.00406939+0.0024433j 0.00117745+0.00280415j -0.00391368+0.0018885j -0.00370702+0.00202623j 0.00310891+0.000308942j -0.00452903-0.004371j 0.000237057+0.00175863j -0.00430708+0.00115773j 0.00170505+0.000421504j 0.00214244+0.00466465j 0.00100538-0.00244768j 0.00583198-0.00243547j -0.000588099-0.000755773j 0.00599063-0.000203439j 0.00127533+0.00156387j -0.00496111-0.00480419j -0.00114782-0.00147102j 0.00180573+0.00336012j 0.00500064+0.000103169j 0.00324847+0.00203547j -0.00300945+0.00360617j -0.00244824+0.00268266j -0.000350881+0.00293281j 0.00147268-0.00161677j 0.000275386-9.32187e-05j -0.00138002-0.00342851j 2.92118e-05-0.00568274j -0.00512554+0.00131507j -3.20468e-06+0.00174794j 0.00362833-0.000595374j 0.00182345-4.3844e-05j 0.00182711+0.000351622j -0.000547769+0.00222593j 
-0.000145087+0.000718284j -0.00393094-0.00367232j -0.00186892+0.000824882j 0.000864633+0.00150298j -0.00109586+0.00286139j -0.00303912-0.00834948j -0.00995752+0.00738515j 0.00647105+0.00147934j 0.0102959+0.000355042j -0.0120031-0.000683839j -0.00343569+0.00903138j 0.00479533-0.00041804j -0.00561797+0.0115326j -0.0052099+0.00399064j 0.00442766-0.0116721j -0.00265328-0.00368105j 0.00779816-0.00193112j -0.0032674+0.00418583j -0.00192263-0.00170597j 0.00879846+0.00426264j -0.00302311-0.00418288j -0.0010886+0.00620473j 0.00045808+0.00615887j 0.00448038+4.03111e-05j 0.00284215-0.00131581j -0.00303655-0.00409749j -0.00124628+0.00276052j 0.00834036-0.00546403j 0.000379144-0.000857877j 0.00312314-0.00112469j -0.00662969+0.00145392j -0.00331947-0.00199942j -0.00262119-0.00350492j -0.00116761-0.00304647j -0.0015667+0.00485187j -0.00152077-0.00505481j -0.00581597-0.000616669j -0.00475736-0.000968034j -0.000705433+0.00194882j -0.000544777+0.00393484j -0.00245703+0.00361953j -0.00149026-0.000682884j -0.00279961+0.00596324j -0.00291117+0.0019353j -0.00141897+0.00457993j -0.000628387-0.000157001j -0.000798581-0.000449199j 0.00254891-0.000283281j 0.003158-0.00248186j -0.00140445-0.000649976j 0.00153368-0.0032982j -0.00352403-0.00234861j -0.00430579+0.00247768j 0.00163108+0.000239727j 0.000542538+0.00125326j -0.00247343-0.00466602j 0.000386023-0.00356234j -0.00259579+0.00010764j -0.00124926+0.00133026j 0.00114216+0.00393981j -0.00196475+0.00160579j -0.000793466-0.0001669j -0.000257194+0.000416765j -0.0014069+0.000376328j -0.0010305+0.000693143j 0.00142599+0.00110964j 6.98713e-05-0.00257488j 0.00110153+0.00091473j -0.001297-0.00470015j -0.00247084-0.000196958j 
0.00703292+0.00467617j -0.000290507+0.00112419j 0.000630293+0.00250242j 0.00986996+0.00230371j -0.00514468+0.0143822j -0.0122315+0.000815772j 0.00558656+0.00304117j -0.00634102+0.00032459j -0.00580753+0.00353757j 0.00096202-0.00398557j 0.000741058-0.00191069j 0.00331264-0.00579571j 0.0121987+0.00151448j 0.00204363+0.00391869j 0.00720904+0.00273451j -0.00589805+0.000521097j -0.00350601+0.00223017j -0.00105217+0.0113911j 0.000173051+0.00879019j 0.00359031-0.00771473j 0.000796147-0.00146824j 0.00282156+0.00882361j 0.00126398-0.00101682j 0.0010422+0.00145827j -0.00555576-0.00410044j -0.00150991-0.000114159j 0.00542701+0.00365145j -0.00243655-0.00559947j -0.00295141+3.48985e-05j -0.00133504-0.00281939j -0.00418081+0.00502363j -0.000292814+0.00585173j 0.00313733+0.000230341j 0.00171767+0.000294284j 0.00194925-0.00414244j 3.59133e-05+0.00197936j 0.000287162-0.00026157j 0.00158296+0.00437071j 0.00127574+0.00278099j 0.00398536+0.00273315j 0.00256156+0.000514458j 0.000348382+0.00562423j 0.000136854+0.00463344j 0.00217073+0.00459304j 0.00243941+0.000263039j 0.00140586+0.0017669j 0.00327739+0.00233937j -0.0017164-0.00103422j -0.00508472-0.000618399j 0.000827796-0.00211535j -0.00338827+0.000745719j 0.00387355+0.00243364j -0.00349654+0.00149369j -0.00277933-0.00447641j 0.00268898+0.00526782j -0.00178831+0.00304788j 0.00165908+0.00331608j 0.00421238+0.000484506j 0.00140092-0.000473027j 0.00190213-5.71714e-05j -0.00264338+0.00347029j -0.0057416-0.00463039j -0.000429883-0.00110134j -0.00371432-0.00236448j 0.00470287-6.40355e-05j 0.000953982-0.00381218j -0.00238862-0.00333845j -0.000145765-0.00478363j -0.00357724-0.00196058j 0.000571819+0.00545324j 
0.0045624+0.00287879j -0.00593718-0.00155866j -0.00199406+0.00672497j 0.0134252-0.00127159j 0.00581039-0.00435541j 0.00469667+0.00126543j -0.000980566-0.00332143j 0.0024226+0.000418769j 0.012289+0.00734228j -0.00320987-0.00119329j -0.00382369-0.00670657j 0.00404288+0.00376825j 0.00596826+0.00340667j -0.000165505-0.0100754j 0.0119789+0.00737179j 0.000644235-0.00648897j 0.0100677+0.00265565j 0.00473026+0.00250539j 0.00556647-0.00826545j -3.31646e-05+0.00563084j 0.00161159-0.00571141j 0.00191084+0.00411671j 0.00162007+0.00579386j -0.000419764+0.0110337j 0.0011075-0.00246661j 0.00120774+0.00135229j -0.00207948+0.00109029j -0.00731035+0.00663241j 0.000393426-0.00210619j 0.000367187-0.000470261j -0.00147212-0.000666033j 0.0027061-0.00306509j -0.00198511-0.00200715j -0.00234769-0.00432179j -0.00344351+0.00363655j -0.00164844-2.05109e-05j -0.00294916-0.00389815j -0.00124731-0.00406074j 0.00353737-0.00358688j 0.000775331-0.00242915j 0.00377615-0.000680123j 0.00283108-0.000349879j 0.00228095-0.00219579j 0.00453513+6.39055e-05j -0.000262498-0.000810077j 0.00366621+0.000538893j 0.000416456-0.000274675j 0.000426094+0.000445658j 0.00232549+0.000639426j -0.00215171+0.000645371j 0.00388886+0.00053853j 0.000155482-0.000159741j 0.00261394-0.000143027j -0.00301034+0.00133604j 0.00285921-0.00356508j 0.00144577+0.00139556j 0.00171023-0.000322246j -0.00017095+0.00106704j -0.00288652-0.00142054j 0.00223653+0.00268674j -0.00368724+0.000815538j -0.0056128-0.00263268j 0.000826727-0.00241344j -0.00111621-0.00279712j -0.00353912-0.0053203j -0.00392008+0.000498355j -0.00216352+0.000393279j -0.00513489-0.00104151j -0.00189552-0.00609251j -0.00276465+0.000785482j 
0.0106993-0.00107903j 0.00847143+0.00692684j -0.0083493+0.00751216j 0.00866316+0.00683893j -0.00380751+0.000418346j 0.00681581-0.00742263j -0.00750818-0.00118392j -0.00044659-0.00954175j 0.0031721+0.000170449j -0.0287138-0.00608162j -0.00842563-0.000454433j 0.00230366-0.0106277j -0.0071438-0.00261915j -0.00361673+0.0036882j -0.00149193+0.00168212j -0.000620435+0.00274817j 0.00685716-0.0046901j 0.00401396-0.00147964j 0.00292792+0.00215834j 0.000509508-0.00140794j -0.00472057-0.00252154j 0.0030913+0.0037613j -0.00380199-0.00369066j 0.00313397+0.00316054j -0.0009088-0.00598375j 0.000286022+0.00256083j -6.48406e-05+0.00202199j 0.00100648+0.0036132j -0.000254669-0.00132148j -0.00157484-0.000252222j 0.00307085+0.000992339j -0.000529259-0.00041168j -0.000464975+0.00452483j -0.00275785+0.00224468j 0.00101376+0.00349798j 0.000667537+0.00215524j -0.00351349-0.00024562j -0.000792888+0.00348975j -0.00090008+0.00111824j -0.00132821+0.000219943j 0.00044913-0.0012643j -0.000197162+0.00321327j 0.00118345-0.00401429j 0.000112774+0.00131732j 0.00254582-0.000712056j -0.000320923+0.000962251j -0.00517507+0.00203785j 0.000671532-0.00229867j -0.000244639-0.00185029j -0.00154391-0.000125205j 0.00182464+0.000185966j 1.72628e-05+0.00249688j -0.00041892-0.00299891j -0.00155163-0.00141427j 0.00119997+0.00364257j 0.000888845+0.00437715j -0.00234628+0.00354262j -0.00235351+0.00351828j 0.00512773+0.0025568j -0.000465342-0.000634077j -0.0010626-0.000638621j -0.00387142-0.00200072j 0.00331805-0.00341938j -0.00319057-0.00514979j -0.000603106+0.000360629j 0.000596452-0.00138883j -0.00133558+0.00107955j -0.00357401-0.00265941j -0.000753458+0.00165478j 0.00215132+0.00289369j 
0.0108446+0.00505985j -0.00778702+0.00226368j -0.0042426-0.00666099j -0.00976263+0.00541039j 0.0197491-0.00279694j 0.00143124+0.0013157j -0.00982964+0.000217904j 0.00311526-0.000774906j 0.0201948+0.0106874j -0.00826964+0.00370496j 0.0103951+0.005125j -0.0193388-0.00828526j -0.00157819+0.00514119j 0.00643437-2.5894e-05j -0.00712966+0.00520741j 0.00679222+0.000937241j -0.0021697+0.00416888j -0.000594018+0.00546411j 0.000720628-0.00316561j -0.00110483+0.00307002j -0.00442892-0.00372079j -0.00150074+0.000305111j 0.00347102+0.00163221j 0.00130826-0.00172153j 0.00171125+0.00213663j -0.00097609-0.0010856j 0.000882349-0.000563225j -0.00162526+0.000342788j -0.00327975-0.000327502j -0.00149902-3.1369e-05j -0.000202659+0.000845828j -0.00140081+0.00299067j -0.00362484-0.00179404j -0.00406597-0.00350074j -0.00300526-0.0012505j -0.00182223+0.000276637j 0.00108184-0.00248607j -0.000997802-0.00162512j -0.00459278-0.00133374j 0.000788208-0.00139075j 0.000502225+0.000472453j -0.00276266-0.00141827j -0.000558806+0.00225238j -0.000347021-0.000204274j 0.00109705+0.00122145j 0.00155097+0.000187201j 0.00312964-0.000666356j 0.00241402+0.00220796j 0.00304156+0.00204622j -0.00402545-0.00353733j 0.000123613+0.00153199j 0.000872573+0.00134394j 0.000932568+0.000924569j 0.000827983-0.00167532j -0.00196723-0.000383297j -0.000794695+5.39429e-05j -0.00392955-0.00207723j -0.00276481-0.00194164j -0.00012895-0.000298321j 0.000978762+0.00095789j 0.001682+0.000113531j 0.000658691-0.0029284j 0.00478764+0.00198318j -0.00036066-0.00275216j 0.00130354-0.000131202j 0.00354351-0.000628143j -0.00473753-0.00430443j 0.00271222-0.0040634j -0.00198403-0.00159528j 0.000692348+0.00322525j 
0.00261005+0.00489167j -0.0115163+0.00223933j 0.00853557+0.0059405j 0.00656438-0.00618087j 0.00190099-0.00429473j -0.000371137-0.00150808j 0.00778386+0.00220087j -0.00664883-0.00964146j 0.00929993-0.0108857j 0.00988928+0.0127393j 0.00682689+0.00498088j -0.00222781-0.00552178j 0.0100066+0.00369494j -0.000690123+0.00476328j 0.00955803+0.00208027j -0.00108073+0.00197996j -0.00154427-0.0110822j 0.00735981-0.00281566j -0.00705256-0.00304825j 0.00732806-0.00471018j -0.00678371+0.00237037j -0.000528455+0.00256846j -0.000545857-0.00456483j 0.00353573+0.000423042j 2.77433e-05-0.00415843j -0.00338424+0.00245292j -0.00260203+0.00208942j -0.00463774-0.000718232j 0.000302507-0.000137531j -0.000684554+0.000402817j -9.3046e-05+0.00179988j 0.00170643-0.000473j -0.00226564+0.00193397j -0.0013644+0.00458356j 0.00205227+0.00343911j -0.000227126+0.000161951j -0.00257798+0.00298236j -0.00256522+0.00263394j 0.000868427+0.00129715j 0.000327676-0.000517402j 0.00164683+0.000264313j 0.00111009+0.000933828j 0.00320272-0.00171728j 0.0027203+0.000411253j -0.000147861-0.00162619j 0.0019049-0.000406047j 0.000425938+0.00164106j 0.00156506-0.00185907j 0.00222383-0.0014771j 0.0011789+0.00201369j 0.00121702+0.00105209j -0.000275947+0.00131784j 0.000370418-0.00253398j -0.00051253-0.000373053j -0.00153707+1.5336e-05j -1.94209e-05+0.00120068j 0.000339955+0.000852179j -0.00113144+0.000432944j -0.003714+0.000601016j 0.00315285+0.00107796j -0.00112254+0.0038367j -0.00531885+0.00070228j 0.00146988-0.00209717j 0.000638818-0.00238768j -0.00492568-0.0020379j 0.000627172+0.00231396j -0.000144467-0.0010731j 0.000517873+0.00165672j -0.00601334-0.00422765j -0.00266323+0.00416098j 
-0.0115014+0.00327505j -0.00231546-0.00610047j -0.00940212-0.000355303j -0.00423066+0.0126236j -0.00699301-0.00264345j 0.00238584-0.000739015j 0.00599101+0.00734836j 0.00943033-0.011165j 0.00449188+0.00132671j 0.00241108-0.00291715j -0.00306103-0.00146858j 0.0112679+0.00626004j -0.00159773+0.00615011j 0.00275942-0.00158206j -0.00224203+0.0127384j -0.00245807-0.00385484j 0.00689998+0.00277688j -5.16555e-05+0.00628838j -0.00617492+0.000481777j 0.00144744+0.00171762j 0.0015988-0.00143058j 0.000494779+0.00355092j -0.000993339+0.000665181j -0.00494813+0.000539213j 0.0045455-0.00311469j 0.00172438+0.00168437j 1.36523e-05+0.00177418j -0.00430946+0.00159784j 0.000848441+0.000195998j -0.000197586-9.58944e-06j -0.00329365-0.00049457j 7.16844e-05+0.00174589j -0.00123452+0.00192853j -0.00210351+0.000491536j 0.00048916+0.00236112j -0.00162547+0.00155664j -0.00113023-0.00269225j -0.00368482+0.000608812j -0.00077922+0.000314651j 0.0018215-0.00193447j 0.000946349+0.000579543j -0.00318149+0.00249957j 0.0016047+0.00127702j -0.00139464+0.00260333j 0.00229819+0.000184196j 0.000808743+0.00251847j -0.00639655-0.0014866j 0.00202161-0.00038153j 0.00171877+0.000210781j 0.000696062+0.000643403j -0.00122128+0.00196219j -0.00210558+0.00407802j 0.00197604+0.000632865j 0.00300297-0.00295114j -0.00156172+0.00115518j -0.00217325-0.000266127j -0.00606038+9.46518e-05j -0.00252549-0.0013217j -0.000533391-0.00306245j -0.00418224+0.00229946j -0.0032657-0.00279169j 0.00248143-0.00758048j 0.00571311+0.00102086j 0.00419457-0.000750753j 0.00379091-0.00298339j -0.000789811-0.00272218j -0.00160206-0.00170112j 0.00337361-0.00284103j 0.00390419-0.00504558j -0.0066443-0.00308176j 
0.016359-0.00344816j 0.00238133+0.0165069j -0.00607134-0.00534155j -0.00499626+0.00525521j 0.00308861-0.0152665j 0.00678497+0.000467623j -0.0102166-0.00161859j 0.00265563+0.00496764j 0.00484449-0.0105989j -0.00616761-0.011292j 0.0056513-0.00980908j -0.0120501+0.0050566j -0.00158836-0.00742014j 0.000194869-0.00544747j 0.0038433-0.00212686j -0.00149744-0.00293125j 0.000319572+0.00469205j 0.00276279+0.000186139j 0.00166785+0.0040815j -0.00437397-0.000578276j 0.00198552+0.00316564j -0.00134159+0.00174537j -2.18269e-05-0.00170045j 0.000296341-0.00309643j 0.00256038-0.00154018j 0.00092112+7.45313e-05j -1.8417e-05-0.000475219j 0.000603083+0.00448978j -8.91716e-05+0.000295949j -0.00112984+0.000221612j 0.00129525+0.000564364j -0.00343979+0.000655064j -0.00171845+0.0031147j -2.22258e-05+0.000132354j -0.000103141-0.00185191j -0.00067971+0.00125606j 0.00124362+0.000119465j -0.000327452+0.00159561j -0.00437602+0.00135762j -0.00157112-0.000258403j -0.000858909-0.00166354j -0.00216965-0.000216224j -0.000131413-0.001257j -0.00145313-0.00226664j 0.00144634+0.000674801j -0.00216828-0.00123186j -0.00139037-0.00269688j 0.00098243-0.00130313j -0.000698666-0.00179619j -0.00200838+0.000846835j 8.48063e-05-0.00074289j 0.000984654-0.000137317j 0.000442567-0.00277026j -0.000462869-0.000400482j -0.00262506+0.00284078j -0.00135124+0.00262764j -0.0042243+0.00126149j -0.00352893+0.00211902j 0.00409062+0.00633585j 0.00214261-0.00511682j 0.00357961-0.00229832j 0.000254873-6.62805e-05j 0.00356471-7.16767e-05j -0.00267002-0.00445584j -0.00136101+0.00515892j 0.005407-0.00121605j -0.00429057-2.38444e-05j -0.0008147-0.00427529j -0.00500846+0.00591817j 0.00635315+0.00434196j 
-0.0011645-0.0163437j 0.0163083-0.00202225j -0.00529979+0.00902303j 0.0102187+0.0037713j -0.0063384-0.00455608j -0.00366595-0.00417428j -0.00589337+0.0111733j -2.91317e-05+0.00205478j 0.000237524-0.00834492j -0.0128668+0.0129433j -0.00826427-0.00246892j 0.00254556+0.013775j -0.00354276+0.00203014j 0.00462967-0.000481978j 0.000719131+0.00497101j 0.00253576-0.00463579j 0.00320718-0.000878407j -0.00140873+0.00067775j -0.00190365-0.00289224j 0.000322705-2.28655e-05j 0.00176374+0.00259628j 0.00162816-0.00208374j -0.00221581+0.00107711j -0.00128287-0.00299711j -0.000710196+0.00105274j 0.00227614+0.00176853j 0.00328049-0.000842537j 0.00136157-0.00143678j 0.000632545+0.00220921j 0.00251625+9.23067e-05j 0.00123341-0.00407636j 0.00107905-0.00106583j 0.00136566+0.00124698j -0.000739358+0.0024263j 0.00232299+0.00237544j 0.000844267+0.00144632j -0.00180008+0.000780419j -0.000693178+0.000298503j 0.000814181+0.00153693j -0.00131822+0.00078888j -0.00142834-0.000423798j -7.5929e-05+0.00117412j 0.00101971-0.000926987j -0.00229478+0.00142084j 0.00098109-7.88079e-05j -0.00276884+0.000159337j -0.00289075-0.00186636j -0.00146542-0.00120119j -0.00386889-0.00204238j -0.00262246+0.00452923j -0.000325874-0.00327588j -0.00136001-0.00139618j 0.000304527+0.00108498j 0.000146804+0.00157367j 0.00178375-0.000709351j 0.000493256+0.000385192j 0.000172772+0.00206095j 0.00212214+0.00387635j 0.00430672-0.00137011j -0.0012103-0.00162412j 1.72237e-05-0.00334067j 0.0022702+0.00191655j -0.00446096-0.0027215j -0.00408888+0.00446457j 0.00267296+0.000791359j -0.00334404-0.00264252j 0.000957925+0.00693689j -0.00694179+0.00207215j 0.00525505+0.0057829j 0.005655-0.00595384j 
