-0.00355638-0.00429951j 0.00117903-0.00744357j 0.00196809-0.00715045j 0.0047192+9.33563e-05j 0.000339319+0.00299151j -0.002118+0.00389567j 0.00574992+0.000617386j 0.00181721-0.00608754j -0.000686271+0.00150146j -0.00067711-0.00571649j -0.00469147-0.00165811j -0.00419367-0.00280186j 0.00255723-0.00741662j -0.00105898-0.000920772j -0.00297863-0.00148886j -0.0015307-0.000731989j -0.000571576+0.00109631j 0.00147982+0.00125263j -0.00271111-0.000697633j -0.000798895-0.00239864j 0.000479782+0.00607818j -0.00392471+0.000553055j 0.0012674+0.00333421j -0.00125807+9.00291e-05j 0.00196912+0.00188984j -0.000283325-0.000911053j 0.00202681-0.00312242j 0.000768597+0.00160582j 0.00220761-0.000533304j -0.00145851-0.000733306j -0.00148244+0.000483373j -0.00114559+0.00279435j 0.00224587+0.0037189j 0.000300577-0.00280621j -0.0021557-0.000558425j -4.1961e-05+0.00168484j 0.00410733-4.81108e-05j 0.00168388+0.00267901j 0.000713936+0.00220551j 0.00279203+0.000455364j 0.00150221+0.000109557j 0.00246036+0.00072276j 0.00314046+0.000189559j -0.000255046+0.00283192j 0.00230468+0.000274692j 0.000519852+0.00213961j 0.000802137-0.000993589j 0.00186822+0.000287576j -0.00269775+0.00369242j 0.001966+0.00105143j 0.000634424+0.000681808j -0.00165222+0.00173214j 0.00140293+0.00155142j -0.000449557-0.00451741j 0.00258865+0.000287343j 0.00169013+0.00605319j -0.0015207-0.00126001j 0.000815363-0.00532683j -0.00393027-0.00250081j -0.000914801+0.00175788j 0.000422809-0.00346616j 0.00176138-0.00023882j -0.00489127+0.00368638j 0.00318031-0.00273867j 0.000866008+0.00372241j 0.0114321+0.00152789j -0.0164008-0.0221737j 0.01203-0.0150946j -0.0117682-0.0169105j 0.00369767-0.00289774j -0.0344755-0.000787336j 0.0126317-0.0210582j -0.0457049-0.00230273j -0.0382834+0.0055459j -0.0139068-0.0105259j -0.064034+0.0181585j 0.0161054+0.0473251j 
-0.00264894-9.54019e-05j -0.00151113+0.00152418j 0.00051943-0.00236823j -0.0010708-3.93504e-05j 0.00161251-0.000479546j 0.00216505+0.0023513j -0.00316702+0.00137888j -0.000160381-0.00197684j 0.00382866+0.000804987j 0.00204472+0.000345147j -0.00110642+0.000490921j 0.00103637-0.000527156j -0.00193503-9.79622e-05j 0.00459779-0.000845626j -0.00373606+0.00304479j 0.0131649-0.00133241j 0.00274099-0.000714062j 0.00207789+0.000111077j -0.00161485-0.000756832j -0.00443446+0.00167401j -0.00329527+0.000136912j 0.00352341-0.00423759j 0.0136841-0.00241943j -0.00207458-0.00132723j 0.00613106+0.000501481j -0.000316042-0.000229943j -0.00279459-0.00204431j 0.020394-0.0010836j -0.0119305+0.000153101j -0.0298901+0.00192694j 0.00395563-0.000773779j 0.0157187-0.00460296j -0.0139169+0.000499725j -0.00982097+0.00241172j -0.00583552+0.00273064j -0.01488-2.09388e-05j 0.0111103-0.00358862j 0.0290898-0.0113571j -0.046247-0.00950117j -0.00728154+0.00281074j -0.00100131-0.0116198j 0.0110585-0.00136713j -0.00677731-0.0073478j -0.0365256+0.000154065j 0.0268836-0.00817825j 0.0143794+0.00806944j 0.016878-0.00213061j -0.045825-0.00883073j 0.0102723+0.00645052j -0.0460421+0.00607515j -0.0311688+0.000307457j 0.00804737+0.0101582j -0.0092171+0.00430401j -0.0278563-0.0152659j 0.0166341-0.00436903j 0.0110238+0.0137702j 0.00902479-0.00388844j 0.0121205-2.39174e-05j -0.0329718-0.00857919j 0.0290572+0.00904899j -0.021123-0.00452524j -0.0050588+0.000275216j -0.00276766+0.00241861j -0.0113307-0.00176035j -0.00427685+0.00169207j 0.00480953+0.00338502j 0.000890444+4.75012e-05j 0.00654991+0.000760438j 0.00344776+0.000144493j 0.00349184+0.000703332j -0.00449072-0.00218172j -0.000834982-0.00137264j 0.000545547-5.3007e-05j 0.00181999-0.000219463j 0.00373406+0.0014432j 0.000241166+0.00056396j 0.00179461+0.000758149j 
-0.000717113+4.09434e-05j -0.000318514+0.00052272j 0.00114185-4.28722e-05j 0.00184798-0.00103783j -0.00417085+0.000101647j 0.000214936+0.00115969j -0.000511449+0.00128414j -0.000188281+0.000234446j -0.00318564+0.000720006j -0.00876634+0.00226999j -0.00264836-0.000389909j -0.0033086+0.00126874j 0.00361552-0.0002296j -0.00402573+0.000434686j 0.000652443-0.0011926j -0.0015078-0.00250931j -0.00064759-0.00229773j 0.0100492-0.00183123j -0.00708174+0.00492774j 0.00554218-0.00255729j -0.00169888+0.00212735j 0.00153271+0.000205471j -0.0155378+0.00305736j -0.00495746+0.00158025j -0.00861398+4.28255e-05j 0.0012154-0.00405139j 0.000538261+0.00327633j -0.0132566+0.000118669j 0.00656261+0.000244939j -0.00473764-0.00120763j -0.0151595-0.00190913j -0.0197198+0.000633366j 0.0114133+0.00367626j -0.0391703+0.00344267j -0.0291896+0.0032269j 0.0286455+0.000396507j -0.0240732+0.0143955j 0.0271048-0.000526132j -0.0246511+0.00848914j -0.00796852-0.00644807j 0.0303835+0.000384151j -0.0176097+0.00230418j -0.00499105-0.00205595j -0.035219-0.000652201j -0.00163087+0.00716407j 0.0107786+0.000462563j 0.0506012+0.0109997j -0.0107988-0.00129723j 0.0246033-0.00394842j -0.0438894-0.00364829j -0.0428442-0.0096829j 0.0189463-0.00590136j 0.0475631-0.0128308j 0.00871642+0.00425678j 0.0146597+0.000479089j -0.00195061-0.00271727j -0.00781204-0.00665163j -1.64503e-05-0.00139548j -0.0175164-0.00486259j -0.0251255-0.00641344j 0.013446-0.00140049j 0.0103332+0.00234734j -0.00615639-0.00342151j -0.00270696+0.000454848j -0.00012203+0.000281436j 0.000683464+0.000885186j -0.00839415-0.00183136j -0.00450227-0.00133167j -0.0020845-0.00127526j 0.00134919-9.22266e-05j -0.000811172+0.000534454j -0.00425223-0.00173418j -4.09889e-05+6.67827e-05j 0.0022994+0.0014265j -0.00147353-0.000837965j -0.000880688-0.000855297j 0.000146757+5.16234e-06j 
-0.00425541+0.00125153j 0.000603134+0.00179617j 0.00221294-0.00210048j 0.0010146-0.000193016j 0.000729261-0.000156139j -0.00205175+0.00300461j -0.00166606+0.00263783j 0.00143041-0.00144059j 0.000657636-9.36085e-05j -0.000978363+0.00175974j -0.00619965+0.00161598j -0.00272278-0.00161919j 0.00574313+0.000188375j 0.00280755+0.000139052j 0.00273171+0.00149036j 0.00773052-0.0012103j 0.00371715-0.00161901j 0.007315-0.00269576j -0.00680155+0.000243476j 0.0125659-0.00532151j -0.0106656+0.0030342j -0.00933373-0.00573302j -0.00268205+0.00130889j -0.0174678+0.00148603j 0.00809814+0.000940753j 0.00703002-0.00380153j -0.00292392+0.00224509j -0.0128889+0.00268133j 0.0230211+0.00188971j -0.0138309+5.89603e-05j -0.0361504+0.0059429j 0.0316497-0.0108029j 0.00909602+0.00943828j 0.0187532-0.00707033j -0.00728067+0.00737571j 0.0148435+0.00110309j -0.0342535+0.0112954j -0.0131508-0.00125326j 0.0174801-0.00588819j -0.0601061+0.00113507j -0.0436505-0.00139286j 0.0319628+0.0135995j 0.0202274-0.00347234j 0.0299907-0.00413836j -0.0243178-0.00687517j 0.0312239+0.00216244j -0.0327194+0.00269847j -0.00159706+0.00152956j -0.0159797-0.0114263j 0.0408278+0.0166339j -0.00430993-0.0110669j 0.0135-0.000509345j 0.00270519-0.000744321j 0.0339109+0.00578833j 0.0135875+0.000906017j -0.00092426+0.00568344j 0.0169025-0.00116399j 0.018237+0.00586341j -0.0134882-0.00726845j -0.0112934-0.00108161j -0.009616-0.00362909j 0.00599955+0.00179114j -0.0113555-0.00152644j -0.00508483-0.000448889j -0.00528868+0.000987791j 0.0041583+0.00309023j -0.00229098-0.00103847j 0.00569781+0.00270573j 0.00313251-0.000479249j 0.00401792-4.0944e-05j -0.00521115-0.00187088j -0.00230897-0.00175009j -0.000779333+0.000825853j 0.0017958+0.000892039j 0.00376378+0.000997594j -0.00312161-0.00193751j 0.000480446+0.000321034j 
-2.13329e-05-0.000117814j -0.000366495+0.000102574j -0.000776543+5.68578e-05j 0.000647754-0.000169429j -0.00242288-3.00194e-06j -0.0020131+0.00148455j -0.00456537+0.000550042j -0.0010718-0.0011113j 4.13178e-05+8.02915e-05j 0.00118405-9.15947e-05j -0.00085976+0.000154767j 0.00231439+0.00114942j 0.00121755-0.000300452j 0.00382724+0.000947612j -0.00169747+3.32227e-06j 0.0013447-0.000758103j 0.0062111-0.00393514j 0.000375668+0.000205166j 0.00683419-0.00197488j -0.00531743-0.000684774j -0.00930967+0.000725864j 0.00218079-0.00366378j 0.0065766-0.00159971j -0.00601768-2.61892e-05j 0.000499761-0.00106004j -0.0461024+0.00797142j -0.00196945+0.00161796j -0.00828317+0.00270778j -0.0157826+0.0069793j -0.00577881+0.00987472j -0.0290423+0.00615329j 0.00604281-0.00289863j -0.0396482-0.00339871j -0.018481+0.00828076j 0.0107749-0.00308303j 0.0670982+0.00154326j -0.0123762-0.000784317j 0.00314466+0.00263376j -0.000979175-0.0131832j 0.00621463-0.00717311j 0.00860977+0.000146774j 0.0620277-0.00290772j 0.0028661+0.00274593j 0.0161063+0.00623731j -0.00201757-0.00758925j -0.0470273+0.000943402j 0.0334618+0.00695574j 0.00738786-0.00840016j -0.00310471+0.000232063j 0.0153262+0.00692912j 0.00586837+0.00129291j 0.0512096+0.0108405j -0.00488264-0.00168166j 0.00273848+0.00056738j -0.0105276-0.00179296j 0.00496545+0.00351736j 0.00715118+0.00186495j -0.00450596+0.00074192j -0.00489-0.00157094j -0.000304761-7.79367e-05j -0.00622037-0.00318883j 0.000564749+2.56645e-05j 0.002596+0.00116488j -0.00535872-0.000942358j -0.0033044-0.000461476j -0.000189135+0.000159533j 0.00116564+0.000483939j 0.001352+0.00101436j -0.000219735+0.000688478j -0.0012875+0.000215195j -0.00463497-0.00140606j -0.00277059-0.000630091j -0.00187954-0.00108788j -0.00100305-0.000784714j -0.000934694-0.00016075j 0.000559248+0.000243025j -0.000250055-0.000328308j 
-0.00211045-0.00019476j -0.00178505+0.00158418j 0.00589283-0.00427059j -0.00426925-0.00210341j -0.00326214-0.00191808j -0.00158911+0.0045083j -0.00474123+0.00153359j 0.00718078-0.000685698j 0.00146712+5.21965e-05j -0.0170162+0.00406141j 0.00512681-0.00245816j 0.0133422-0.00627555j -0.00486225+0.00595248j 0.0019531-0.00337829j 0.00712047-0.00154629j 0.00877154-0.00180352j -0.00578593-3.0803e-05j 0.0103861-0.000873969j -0.0120919+0.00415475j -0.0303564-0.00172557j 0.000768603-0.00465709j 0.0191868-0.000733007j -0.00850254-0.0081965j -0.00151431+0.00515278j 0.022312-0.0072776j -0.00786273+0.00090699j -0.0125566+0.0196699j -0.00217631-0.000237267j 0.0286879-0.00462746j 0.0361869-0.00255993j 0.0177404-0.00448695j -0.00749531-0.0114677j -0.0101052+7.04379e-05j 0.0064442+0.0033265j -0.033281+0.016479j 0.014088+0.00177615j 0.0216337-0.00342026j 0.00753593-0.003964j 0.00272253-0.00994702j -0.00801773-0.00541046j -0.0280737-0.00280782j 0.00831383-0.000689953j -0.0281515-0.0162787j -0.00409736+0.00296803j 0.0148885-0.00594279j -0.00258638-0.00202971j -0.0213774-0.0086711j 0.036216+0.00189247j 0.0167194+0.0129226j -0.00597095+0.00499692j 0.000904676-0.0189047j 0.00387704+0.000670979j -0.0153371-0.00503404j -0.00303506+0.000548281j 0.0150153-0.0077893j 0.0260923+0.00534304j -0.00405889-0.00446444j -0.0280724-0.000518506j 0.0145077+0.00256899j -0.00623993-0.00173074j 0.000362962-0.000158925j -0.0061971-0.00323501j -0.00688842-0.00185635j -0.000386361-0.00423672j 0.000870139+0.00456714j 0.0174905+0.00569734j -0.00851799-0.000880262j -0.0184978-0.00659134j 0.000836541+0.00184013j 0.0104442+0.00214951j -0.00506184-0.0018662j -0.00220007-0.000880956j -0.00249777-0.00133299j 0.00412924+0.0022487j 0.00511441+0.00277994j 0.00107936+0.000212071j -0.000536326-0.00117964j 
0.000544318-0.00165077j -0.00365933+0.00054032j -0.00290989+0.000699903j 0.00172505-0.000993975j -0.000155642-0.00135224j 0.00190417-9.60461e-05j 0.00435684-0.00218781j -0.0028982-0.000563399j -0.00110078+0.00141232j -0.00266923+0.000754703j -0.0025909-6.70803e-05j -0.00468586+0.00282589j -0.00154915-0.0029736j -0.00514805-0.000600884j -0.00928831+0.000437393j 0.000717439+0.000515184j -0.00747222+0.00164061j -0.00562122-0.00169554j -0.0126451+0.00533055j -0.0186318+0.00433628j 0.0101528+0.0053053j -0.00986401+0.00516533j 0.0251498-0.000412189j 0.0268361-0.00282408j 0.000279133-0.000542572j 0.0035226+0.00226896j 0.0086706-0.00998625j 0.00702086+0.000520993j 0.0239892-0.0188077j -0.00108772+0.00391249j -0.0365147+7.08262e-05j -0.0228199+0.00394814j -0.0290201+0.0053475j 0.026079-0.00222635j -0.0237566-0.00298647j -0.0389039+0.0136465j -0.0381617-0.000519418j -0.0209822+0.00399835j 0.0139243+0.00231712j -0.0631825+0.000768624j -0.0281447-0.00710208j -0.0110563+0.0027059j 0.00888429+0.00990447j 0.0396338+0.00922481j 0.0308219+0.00958253j -0.00519633+0.0133793j -0.0311109-0.00222961j 0.00195055-0.00138937j -0.0394956-0.0059736j 0.0101829-0.00196613j -0.00218639+0.00299084j 0.00342252+0.00354733j 0.00617585+0.00164793j -0.0135781-0.00319076j -0.00112095-0.000120446j 0.00979769-0.00233215j -0.00106417-0.00259489j -0.00994135-0.00643138j -0.00948071-0.00242938j 0.0145412+0.00251944j 0.00660258+0.00269508j 0.00625445+0.00314304j 0.00111399+0.000269894j 0.0026574+0.000453829j 0.00725395+0.00117928j 0.00262884-0.00119484j -0.00652725-0.00304983j 0.00271991+0.000528928j -0.0009085-0.000785304j -0.00321374-0.000391318j 0.00108916+0.00112414j 0.00381502+0.0011524j -0.000502031-0.000650508j 0.00185826+4.35643e-05j -0.00286505-0.0012901j 0.00102113+0.000884202j 0.0030481+0.0019513j 
0.000312219-0.000433839j -0.00106053+3.01591e-05j 0.00128498+0.00016756j 0.00253109-0.0012698j -0.000496652-0.00109986j 0.00313876-0.000982344j 0.00101638+0.000340225j -0.000759223-0.000561085j 0.00246937-0.000282635j 0.00569518-0.00101609j -0.00530925+0.00152721j 5.43697e-05+0.000312735j 0.00150924-0.0025172j -0.00149903-0.00069946j -0.0104653+0.0014463j 0.00398535-0.0010089j 0.00924323+0.0022104j -0.0180985+0.00558539j -0.0236192+0.0034886j 0.0013185+0.00164397j -0.00804694+0.00699223j 0.0042101-0.00417278j 0.00848607-0.00198637j 0.0139804-0.00593251j 0.0484455+0.0107193j 0.00507402+0.00720109j 0.0288039-0.00460193j -0.0288515+0.00925731j -0.0385169-0.00105221j 0.00195553-0.000845284j 0.0464825-0.011088j -0.00538602-0.00747799j -0.0139593-0.000317918j -0.038835+0.0004803j -0.00396645-0.00488814j 0.0150799+0.00154692j 0.0282564-2.09436e-06j 0.0310124-0.000460952j -0.0339313-0.00734553j -0.0108263+0.00774586j -0.0168175-0.0166074j -0.0373458-0.00223178j 0.0357657+0.00241021j -0.0392568-0.00397889j -0.0187232-0.00189186j -0.0195271+0.00312552j -0.0123213+0.000558223j 0.000981879-0.000855192j -0.00498982-0.000754709j -0.0165339-0.00255111j -0.0148953+0.00109804j 0.00370604+0.00439252j -0.00520224-0.000142564j -0.0109139-0.00390017j -0.0123595-0.00210123j 0.000811277+0.0014682j 0.000151403-0.00255249j -0.00735808-0.00349846j -0.0124319-0.00448389j 0.0136954+0.00259577j 0.00150602+0.00116028j -0.000988344+0.00224821j -0.0033836-9.98986e-05j -0.00396195+0.000598248j 0.00246828+0.000249988j 0.0047482+0.00229304j -0.000903449-0.000583796j 0.00975013+0.00310843j 0.00459392+1.51025e-05j -0.000585333+0.000191828j 0.000618906+0.000581575j 0.000402292-0.000437527j 0.00387682+0.00128157j 0.00173736+0.000268135j -0.00137358-0.000741692j -0.000163374+1.09489e-05j 0.000369768+0.000314359j 
-0.00178199+0.000394375j 0.000151989+0.000645809j -0.00318184+0.000366607j 0.00104642+0.00124842j 0.00042324+0.00209312j 0.00296087-6.63692e-05j 0.003287+0.000778495j -0.00316161-0.000123642j -0.00219914+0.00104359j -0.00604075+0.00145037j -0.000521417+0.00110957j -0.00663938+0.00442756j -0.00380283-0.000854643j -0.0102845+0.00179678j 0.00953321-0.00467293j -0.00138375+0.000688349j -0.0291661+0.00557535j 0.0280289-0.00343421j -0.0239791+0.00386499j -0.000430484-0.00579653j 0.00296298+0.00614313j -0.0233412+0.0107234j -0.000224713+0.00721731j -0.02018+0.0103393j -0.00610545-0.00188806j -0.00710206-0.00961487j 0.0163826-0.00621915j -0.0456559-0.00512741j -0.0225658+0.000178483j 0.0409555-0.0107352j 0.008864+0.000399366j 0.0244654+0.00701438j -0.0155752+0.00838659j -0.0390687+0.000518093j 0.0139531-0.00325418j -0.0113776-0.00043693j 0.00170166+0.00959342j 0.0326452+0.01217j -0.0535016+0.0106449j -0.0134243-0.00149105j 0.0114159+0.00325911j 0.00843401+0.000626269j 0.00688871+0.00433078j -0.0201972-0.00269289j 0.0176771+0.00711705j 0.010028+0.000541186j 0.0060286+0.00258932j 0.0278614+0.00352631j 0.0192345-0.000121471j 0.00244547-0.000145295j 0.0120049+0.000464942j 0.00591572-0.000350362j 0.0123528-0.00127185j 0.00693686+0.00114908j 0.0129784+0.00265064j -0.00729497-0.00503564j -0.00613712-0.00147027j 0.0052909+0.000234978j 0.00171537-0.000174904j 0.00187877+0.000452522j 0.00396147+0.000683122j 0.0143462+0.0032987j -0.00711497-0.00242309j 0.00393208-0.000247321j 0.00123954+0.000372669j -0.00183067-0.00128894j -0.00209005-0.00129799j -0.00064575-0.000611123j -0.00352824-0.000990089j 8.9313e-06-0.000551073j 0.00321151+0.00120064j -0.00113084-0.000702705j -0.00148256+0.000170452j 0.000129845+0.000366484j 0.000332832-0.00031808j -0.00109717-0.000280814j 0.00220713+0.00150423j 
-0.00331574+0.000617226j -0.000373452+0.00144607j 0.0011697-0.00172106j 6.62235e-05-0.000424494j -0.00151903-0.00101327j -0.0111303+0.00504956j -0.000400743-0.00044416j 0.00507969-0.00221581j -0.00342438-0.000951879j -0.000460087+0.00272321j -0.00272126-0.0020195j 0.0080296-0.00922983j 0.0109254-0.00136039j 0.008881-0.000534381j -0.0291156+8.74537e-05j 0.018896-0.00467038j 0.00513795-0.00323851j 0.0235548-0.0156742j 0.0215802-0.00116179j -0.00562084-0.00453054j -0.02008-0.000351993j 0.00187231-0.0177446j 0.0306714-0.0025235j 0.0111162+0.00836024j -0.00634002+0.00186587j 0.063405-0.0115068j -0.0331262+0.0121615j -0.0282404+0.0152927j -0.0333136-0.000793981j 0.0263876-0.00127055j -0.0155834+0.00839933j -0.00257483-0.0117519j 0.0516198-0.00144186j -0.0185937+0.00258255j 0.028101+0.00189698j 0.00491871-0.00419277j 0.024551+0.0112466j -0.0170419-0.0131566j -0.029031-0.0133295j -0.015162-0.00124957j 0.0338881+0.00683605j -0.00190154+0.0077178j 0.000579423+0.00383682j -0.00972669+0.0017759j -0.0165913-0.00628306j 0.000353784-0.00231187j 0.0155856+0.000636122j -0.0100129-0.00515369j -0.0158744-0.00234469j 0.00142168+0.00398454j -0.000220363-0.00545737j -0.0210351-0.00278937j 0.000783738-0.00139124j 0.00148287+0.00077818j 0.0058314-1.27656e-05j 0.0193809+0.00755839j 0.00202516-0.000209703j 0.00151903+9.09298e-05j -0.0139573-0.00533457j -0.00921964-0.00225677j -0.0109345-0.00304654j -0.00668858-0.00253287j 0.00459621+0.000278383j 0.00146857+3.78018e-05j -0.00737531+4.70376e-05j 0.00617218+0.00281996j -0.000292777-0.000892783j -0.00152218+0.000375778j 0.000466731+0.000414325j 0.00367764+0.0011598j -0.00728636-0.00314735j -0.00155086-0.000524552j -0.00601827-0.00225274j 4.93199e-05-0.000324275j 0.00186432+0.000587565j -0.00224623-0.00161006j -7.89988e-05+8.93963e-05j 
0.000824497+0.000535851j 0.00191964-0.000651391j 0.00379673-0.000694686j -0.00187035-5.52927e-05j 0.00529429-0.00148255j -0.000516318-0.00205069j -0.00659089+0.00227881j 0.00357231-5.54952e-06j 0.00834464+0.000185992j -0.00158511-0.00140182j 0.00109211+0.00310152j 0.00026106-0.000201903j -0.00983536+0.00760663j 0.0107519-0.00196843j 0.0326127+0.00117115j -0.0166886+0.0123442j -0.00844602-0.00275987j 0.000311807+0.00336929j 0.0120752-0.00692598j 0.0131489-0.0117493j -0.0402386-0.00388291j -0.00630926-0.00586104j 0.0119578-0.0156245j 0.0274022-0.00883114j 0.0129552+0.00144119j -0.040308+0.0067595j -0.0162077-0.00320754j 0.00261485+0.00926286j -0.0416088+0.00504851j -0.0164064-0.00180626j -0.00953611+0.00665834j -0.0331771-0.0107379j 0.0450744-0.0124068j -0.0237737-0.00261534j -0.0296524+0.00633064j -0.0555594-0.00725632j -0.0124198-0.00933705j 0.0130346+0.00039452j -0.00597837-0.00303031j -0.0101305-0.00502127j -0.00561442-0.00287171j 0.00677333-0.000977618j -0.00595221-0.00890184j 0.0156505+0.00178913j 0.00823424-0.00542355j -0.0207662-0.00506813j 0.00691878+0.000921452j -0.01113+0.00106822j 0.0154229+0.00340111j 0.00196603+0.000803952j -0.00886304+0.000153504j 0.00632743+0.000674659j -0.00839179+0.000681171j 0.00411893+9.51813e-05j -0.00502692-0.00132359j -0.0145029-0.00164297j 0.00557504+0.00108186j 0.0041899+0.00424032j 0.0114505+0.00437023j 0.00169256+0.0017536j -0.0017791-0.00103435j -0.00697258-0.00199837j -0.00730851-6.49196e-05j -0.00487507-0.00206315j 0.00367227+0.00122051j -0.000837656-0.000554819j 0.00350955+0.00156924j -0.00715895-0.00207277j 0.000502146+0.00111381j -0.00064194-0.000557218j -0.00171919-0.000955712j 0.00189481+0.00127557j 0.00122613+0.000824839j -0.00168821+0.000277571j 0.00445621+0.00255406j 0.000168283-0.000149044j -0.00230285-0.00142917j 
-8.37411e-05+0.000306642j 0.00108824-0.000300862j -0.00520117+0.00121021j -0.00276927+0.00236346j -0.00177071+0.00318135j -0.00437477+0.00155618j 0.00876167-0.00428898j 0.000523874+0.00155464j -0.0048419-0.00107765j 0.00938198+0.000133523j 0.00555942-0.00550577j 0.0081207-0.00138293j 0.00347007-0.00431324j -0.0132453-0.0006278j -0.0131972-0.00335611j -0.0207055+0.00603534j -0.0405722+0.00684141j -0.0106924-0.0100763j 0.0207966-0.0212497j -0.0050692+0.0102941j -0.00699912-0.0014784j 0.0363146+0.00384074j 0.0131157+0.00681459j -0.0247022+0.0126662j 0.0181748-0.0171623j 0.00737135-0.00436309j 0.00567611+0.000689274j -0.00518101-0.00258744j -0.0255151+0.00826658j -0.0233213+0.00210541j 0.0428454+0.00412021j -0.0227256+0.00709039j 0.00279113-0.00143517j -0.0241344-0.000344808j -0.0412006-0.0173782j -0.0226244-0.00506832j 0.0295345+0.0060427j -0.00128879+0.00262531j -0.00638329+0.00203484j -0.0283461-0.00139329j -0.00784754+0.00598729j 0.0216287+0.00194372j -0.0249688+0.00461937j -0.00421565+0.00434038j -0.00105474+0.000963727j 7.26628e-05-0.00363655j 0.0271277+0.00121528j -0.000145639-0.000241303j 0.00118583+0.000542615j 0.00174059-0.000598922j 0.0246476+0.00376375j -0.00970528-0.00181715j 0.0032801+0.000658873j -0.0051576-3.5043e-05j 0.00568892+0.00318565j 0.00745464-0.00101182j -0.00552559+0.00107j -0.000141823-0.000951363j 0.00727391-0.000600682j -0.000484358-0.000943942j 0.00208397+0.00176539j 0.00243256-0.00134039j 0.00724819-0.000625243j 0.0169248+0.00224033j -0.00584218-0.002646j 0.00393821+0.000707521j 0.00501834+0.00066132j 0.000868768+0.00134919j -0.00516445-0.000128379j 0.00024638+0.000942128j 0.00548812+0.00207369j 0.00145726+0.000863921j -0.00528547-0.00166669j -0.00277515-0.00132699j -0.00182049-0.0009124j -0.000182636-9.42886e-05j 0.000123372+0.000219996j 
-0.00210775-4.31583e-05j -0.00154625+0.00122595j -0.00225311+0.000456308j 0.00524123-0.00104303j -0.00425473-0.000279299j -0.00477458+0.00236666j 0.00677121-0.000336309j 0.00193447-0.00308611j -0.00361896-0.000310826j -0.00335137+0.00166735j -0.0101425+0.000919378j -0.00891421-0.00252294j 0.016721-0.0109106j -0.0150909-0.00788737j -0.00809517-0.010342j -0.0366804-0.00468389j 0.0144066-0.0112976j 0.0364174-0.00316034j -0.0252022-0.00137581j 0.0242892-0.00246201j 0.011516+0.0172867j 0.0644236-0.0114976j -0.0278771-0.00145658j -0.00129312-0.00202027j 0.00765725-0.0138098j -0.0365649+0.000874316j -0.0236001+0.0091232j 0.0353531-0.00305193j -0.018162+0.00464515j 0.0109531+0.010189j -0.00968966-0.00815121j -0.0314635-0.0099154j -0.00387822+0.0157605j 0.02112-0.00173802j -0.00599189-0.00874606j -0.012362+0.00203186j 0.00440417+0.00875172j -0.012712-0.0013778j -0.0111483-0.00230206j 0.034933+0.00360792j -0.00529256+0.00118806j 0.0267446+0.00783519j 0.0136713+0.00555662j 0.000399945+0.00156169j -0.0144442-0.000925442j 0.0062132+0.00196055j 0.00626904+0.000312825j -0.00559401-0.00208457j 0.00388878-0.00305541j 0.00805858+0.00366182j 0.000956289-0.00268988j -0.00154752-0.000212422j 0.0114489-0.000887504j 0.00266714+0.00303559j 0.00394848+0.00297073j 0.00560892+0.00254228j -0.0020739-0.00236581j 0.000855897-0.00218012j -0.00955367-0.00438631j -0.00928719-0.00353694j 0.00785567+0.00174397j -0.00479309-0.00100072j 0.00176168-0.00115046j 0.00347505+0.00158798j -0.00136444-0.00124665j 0.0097338+0.00379413j -0.00463507-0.00292725j 0.00445952+0.0016346j -0.00365853-0.00204366j -0.00137386+0.000494197j -0.000228079+0.000497137j -0.00384239-0.00207577j -0.00288486-0.00108031j 0.00131062-5.04532e-05j -0.00338368-0.00183742j -0.00213473-0.0011633j 0.00211544+0.00154191j 
