-0.00355638-0.00429951j 0.00117903-0.00744357j 0.00196809-0.00715045j 0.0047192+9.33563e-05j 0.000339319+0.00299151j -0.002118+0.00389567j 0.00574992+0.000617386j 0.00181721-0.00608754j -0.000686271+0.00150146j -0.00067711-0.00571649j -0.00469147-0.00165811j -0.00419367-0.00280186j 0.00255723-0.00741662j -0.00105898-0.000920772j -0.00297863-0.00148886j -0.0015307-0.000731989j -0.000571576+0.00109631j 0.00147982+0.00125263j -0.00271111-0.000697633j -0.000798895-0.00239864j 0.000479782+0.00607818j -0.00392471+0.000553055j 0.0012674+0.00333421j -0.00125807+9.00291e-05j 0.00196912+0.00188984j -0.000283325-0.000911053j 0.00202681-0.00312242j 0.000768597+0.00160582j 0.00220761-0.000533304j -0.00145851-0.000733306j -0.00148244+0.000483373j -0.00114559+0.00279435j 0.00224587+0.0037189j 0.000300577-0.00280621j -0.0021557-0.000558425j -4.1961e-05+0.00168484j 0.00410733-4.81108e-05j 0.00168388+0.00267901j 0.000713936+0.00220551j 0.00279203+0.000455364j 0.00150221+0.000109557j 0.00246036+0.00072276j 0.00314046+0.000189559j -0.000255046+0.00283192j 0.00230468+0.000274692j 0.000519852+0.00213961j 0.000802137-0.000993589j 0.00186822+0.000287576j -0.00269775+0.00369242j 0.001966+0.00105143j 0.000634424+0.000681808j -0.00165222+0.00173214j 0.00140293+0.00155142j -0.000449557-0.00451741j 0.00258865+0.000287343j 0.00169013+0.00605319j -0.0015207-0.00126001j 0.000815363-0.00532683j -0.00393027-0.00250081j -0.000914801+0.00175788j 0.000422809-0.00346616j 0.00176138-0.00023882j -0.00489127+0.00368638j 0.00318031-0.00273867j 0.000866008+0.00372241j 0.0114321+0.00152789j -0.0164008-0.0221737j 0.01203-0.0150946j -0.0117682-0.0169105j 0.00369767-0.00289774j -0.0344755-0.000787336j 0.0126317-0.0210582j -0.0457049-0.00230273j -0.0382834+0.0055459j -0.0139068-0.0105259j -0.064034+0.0181585j 0.0161054+0.0473251j 
-0.000164178-0.00014386j -0.000500853-0.00459434j 0.00101854+0.00197393j 0.00212979-0.000546456j 0.000752201+0.000483219j -0.00138296+0.000841359j 0.00154164+0.0012244j 0.00115821+0.00189862j -0.000252727-0.00307819j -0.00375575-0.00853295j -0.00163131+0.00253899j 0.00133239+0.00495253j 0.000687502+0.00177372j 0.00210958+0.000703933j 0.000303983+0.00249016j 0.00193304+0.00910065j -0.0019858+0.0011438j 0.00231434-0.00176043j -0.004421-0.00483662j -0.00371049-0.0154319j 0.000956205+0.00632427j -0.00211184-0.000399907j 0.00391816+0.00581264j 0.00061558+0.0111571j 0.00492923+0.00835937j 0.00212471+0.00912743j -0.0035556-0.00738005j -2.66272e-05+0.00340336j 0.0106088+0.00940857j 0.00476647+0.0071658j 0.000378506-0.00428122j -0.00176426-0.00173752j -0.00394747-0.00512697j 0.00465617+0.00986701j -0.00520708+0.0140167j -0.00336141+0.00333268j 0.00536781+3.54913e-05j 0.00403822+0.00389718j -0.00647811-0.0277376j -0.00314322-0.00256837j -0.000310741+0.0183308j -0.0059033-0.0160827j -0.00563346+0.0260875j 0.000667187+0.0155685j -0.00180121+0.0142499j -0.00404539+0.00534734j 0.000932594+0.0420512j -0.00903295+0.0123214j -0.000442204+0.00190394j 0.004227-0.0370525j 0.00598036+0.0171466j 0.00533851-0.00629822j -0.00617809-0.0236728j -0.00581921+0.0260105j 0.00188113-0.00269361j -0.0036506+0.0267991j -0.0036842+0.00780342j -0.00187465+0.00246925j 0.00579517+0.000884804j 0.00873264-0.000377182j -0.00291722+0.00146581j -0.00212982+0.0111876j -0.011775+0.0132811j 0.0087013-0.0109977j -0.00375097+0.02123j 0.0101592-0.00866005j -0.000384855-0.00387305j -0.00142927+0.00182619j -0.0044652+0.0113678j 0.000460873-0.00357352j -0.00288812-0.000491049j -0.000417747+0.00849729j -0.00465565+0.00370853j -0.00577579+0.00389371j 0.00324395-0.00422145j -0.00412751+0.000546036j 0.000625005+0.00133176j 
0.000128506+0.00275503j 0.000296462-0.000402439j -0.00119599-0.00200722j 0.000113899-0.0020785j 0.000366005+0.000413005j 0.0005208+0.00163214j 0.00108276-0.00150451j -0.00257805-0.00651745j -0.00220898-0.0046131j -0.00218624-0.00718458j -0.000745763-0.00256923j -0.00283763+0.00105813j -0.00123402-0.00536162j -0.00301819-0.0063052j -0.00266849-0.0019952j -0.0019704+0.000349596j -0.00258142-0.00361704j 0.000901127+0.000789814j -0.00467795-0.00620534j -0.00115393+0.00262875j 0.00416161+0.00813843j -0.00489726-0.00629347j -0.000143337+0.00415155j 0.0022716+0.00637105j -0.00114985-0.00490354j 0.00487897+0.0232708j 0.00538998-0.00415385j -0.00160433-0.000558943j 0.00725713+0.00216014j 0.0031832-0.0101005j -0.00519407-0.00642748j -0.0107247-0.0168771j 0.00363066-0.00853851j -0.000100795-0.00662358j -0.0106019-0.00317889j -0.00515327-0.0268967j 0.000636558-0.00619657j 0.00245519-0.00559913j -0.00116763+0.00716639j 0.0032203-0.00438357j -0.00114095+0.00907184j -0.0024855+0.0159839j -0.00201635-0.0213476j 0.00518608-0.0410122j -0.00547816+0.0151366j -0.00282926-0.0124567j -0.0031817+0.00634454j -0.00245859-0.0221086j 0.00250445-0.00391256j -0.00343014+0.0275926j 0.0054498-0.0161986j -0.00167913-0.0116751j 0.00412863-0.00449976j 0.00743136-0.0324678j -0.000243665+0.00407747j -0.00720372-0.00998323j -0.00863569+0.0119731j -0.00507078-0.00234601j 0.00245517-0.00715067j 0.00593269-0.00653706j 0.013593-0.0128716j -0.00816046+0.0230641j 0.00180225-0.00355883j 0.00371944-0.00338032j 0.00235944+0.00170521j 0.0049458-0.0137346j -0.00275938+4.47658e-05j 0.00278145-0.00718588j -0.00116732+0.000537283j -0.00273686+0.00411022j -0.000582743+0.00442729j 0.00234683+0.00107741j -0.00314327+0.00215661j 0.00068396-0.00307264j -0.000933979-0.00245289j -0.00326536+0.000286738j 0.00254641+5.45041e-05j 
4.9641e-05-0.00166844j -0.000209623-0.00284068j 0.000712921-0.00218502j 0.000838991+0.000261751j -0.000698095+0.000738816j -0.00304658-0.00756119j 0.00105297-0.000531635j 0.00100683-0.0046689j -0.00243686-0.00913564j -0.00273656-0.00631223j -0.000756029-0.00254286j 0.00200328+0.000833821j 0.00402011+0.0024548j -0.000754571+0.00129131j -0.0025868-0.0119576j 0.00177705+0.00438354j 7.06096e-05+0.00276103j 0.00827476+0.00613226j -0.00308047+0.000618552j -0.00170698-0.00158781j -0.000806419+0.000834128j 0.00318904-0.00293439j -0.00200404+0.00400158j -0.00240276+0.00153144j 0.0033163+0.00420286j 0.0036166+0.00153923j 0.0030492-0.00739805j -0.0109741-0.0114136j 0.0015072-0.00797503j 0.00137648+0.00861055j -0.0105064-0.00765005j -0.00258692-0.00320691j -0.00439885-0.0333755j -0.00644263-0.0153241j -0.00641037+0.00265402j 0.0128051+0.0202579j -0.000433188-0.0146412j 0.00724089-0.00877082j -0.00113145-0.00145085j 0.00294665+0.0274961j -0.00246943-0.0213843j -0.0066447+0.0150406j -0.00601501-0.0174221j 0.00283439-0.0206844j 0.00263856+0.00238861j 0.00618219-0.0264273j 0.00680027-0.0386888j -0.00501291-0.00611404j -0.00124313+0.000197754j 0.00591963-0.00213022j -0.00908913+0.0327944j 0.00584964-0.00763529j -0.0030452+0.00447126j 0.0021082+0.00616635j 0.00386847-0.00699437j 0.00596312-0.00623623j 0.0090168-0.0271324j 0.000244617+0.00182439j -0.00117766-0.0112477j -0.00606262-0.0047486j 0.00830005-0.02044j 0.00763813-0.00297672j 0.00265489-0.0136784j 0.0014542-0.00261053j -0.0010646+0.00691165j 0.00769724-0.00983761j -0.00276876-0.00199485j 0.00105675-0.00645828j -0.0031864+0.00834818j 0.00278471-0.000869393j 0.00323029-0.00692315j -0.00683273+0.00833928j 0.000393353-0.00644276j 0.000124737+0.00170202j -0.0019655-0.00206278j -0.00261685-0.000258689j -0.00273253+0.000595518j 
-0.000207775+0.00316217j 0.000267725+0.000645309j -0.00140704-0.0014792j 0.000733857-0.000504547j 0.000347136-0.00193236j 0.00282362+0.00789065j -0.000918128-0.00864084j -0.00185925-0.000868297j 0.000604603+0.0089797j -7.87616e-05-0.00285499j -0.00208794+0.000450601j -0.00751859-0.00705701j -0.00552839-0.00843817j -0.00204005+0.000932298j -0.00114822+0.0108414j -0.00232011+0.00181542j 0.00163828+0.000565538j -0.00306042+0.0144737j -0.00477726-0.00433651j 0.00372748-0.00159159j 0.000893399+0.00346701j -0.00967264-0.00649249j 0.00384472+0.00785765j -0.000193877-0.00225877j -7.52378e-05+0.00859468j -0.00485425-0.00940066j 0.00464746+0.0221095j 0.0022294-0.0071162j -0.00190472-0.00282621j -0.000106699+0.0055191j 0.00155561-0.0201556j 0.00127511+0.00130807j -0.00358967+0.000821563j -0.00308688+0.0116117j 0.00365898+0.0238578j 0.000329084-0.00224753j -0.00358181+0.0305678j -0.00252148-0.000693338j -0.00380113-0.00535094j 0.00141216+0.00775171j 0.00765295+0.021808j -0.00600905+0.0179371j 0.00290868-0.0137807j -0.000304425+0.00213721j 0.00346338+0.0132385j 0.00345502-0.02999j -0.00383133-0.034249j 0.000968615-0.00840094j -0.0107017+0.0108265j -0.00149648-0.00256371j -0.00182655+6.77503e-06j 0.0127478-0.00589125j 0.00418383-0.00398738j -0.00415005+0.008296j -0.00315944+0.0137721j -0.00250542-0.0058996j 0.00470423-0.00177546j 0.00584668-0.0120728j 0.00101994-0.00817916j 0.00503375+0.00874414j 0.00512518-0.0101665j 0.0048659+0.00214712j -0.00786039+0.0227847j 0.000454733-0.00653302j 0.00403379-0.00789301j -0.00506221+0.000956847j 0.0014698+0.00439639j 0.00453564+0.00134363j 0.00703944-0.0145208j -0.00114796-0.00297958j -0.0025836+0.00615317j 0.00812633-0.0055931j -0.000464082+0.00523374j -0.00160099-0.00379204j 0.00135129-0.00243095j -0.00242878+0.000347639j 0.00539559+0.000530709j 
0.000242256+0.00195967j -0.000513047-0.000716343j -0.000710126+0.00235505j 0.00118347+0.00123764j 0.00059625-0.00146569j 0.00042627-0.00157719j -0.000604239-0.001986j 0.000386807+0.00353713j 0.000319045-0.000433098j -0.00199862-0.00209035j -8.79811e-05-0.000688012j -0.000136642-0.000408381j -0.000955743+0.00405857j 0.00236875+0.00565112j -6.79135e-05+0.00132931j 0.000311452-0.00577016j 0.0065345+0.0206j -0.00633984-0.0163745j 0.000913464+0.0110246j -0.00391291-0.00441623j 0.00111944+0.00163372j 0.00250739-0.00234441j 0.00386369-0.0056292j 0.00657685+0.0118249j 0.00543615+0.017322j -0.000207315+0.00557862j 0.000812842+0.0108568j 0.00605513+0.0135795j 0.00072014+0.0139469j 0.000782555+0.025685j 0.000957572-0.0116289j 0.00119231+0.00793741j -0.0117977-0.0010119j -0.00291308-0.04111j 0.000172069+0.00499802j 0.000331678-0.00323099j 0.00390097+0.0183392j 0.00327338+0.0149001j -0.00205919+0.0320062j 0.00280677-0.0204941j -0.00521307+0.0104968j -0.000633974+0.00103924j 0.00110606+0.00319311j 0.00377988-0.0473959j 0.00105748+0.0115966j -0.00929069-0.0165854j -0.00229985-0.01254j 0.000279598-0.0320135j -0.00200809-0.00654674j -0.00401994+0.013118j 0.000393886-0.00741105j 0.000716949+0.0106465j -0.00401609+0.0139472j -0.0070102+0.00768565j -0.00268304-0.0112609j 0.00525301-0.00209323j -0.000147588-5.28161e-07j -0.00227419-0.00414381j -0.00736696+0.0140541j 0.0113905-0.0221623j -0.00376781+0.0109312j -0.000741354-0.0006434j -0.0027535+0.0132595j -0.00119786+0.00241042j -0.00153647+0.00597186j 0.00300064+0.00037459j 0.000187212-0.00379092j 0.00125062-0.000403274j 0.00151404-0.00423883j 0.0019057-0.00470803j 0.00136562+0.0010155j 0.00157163-0.00167265j -0.000484984+0.00382728j 0.000890457-0.00162938j 0.0038921-0.00117076j 0.00204349+0.00110206j 0.00238731+4.37544e-06j 
1.76316e-05+0.00145392j -0.000309329-0.00306891j -0.000225575-0.000260237j 0.00239735+0.00166172j 0.000471687-0.00126267j -0.000395835-0.000201589j 0.000232581-0.00520123j 0.00108611-1.02724e-05j -0.00056253-0.000386223j -0.00360346-0.00867565j -0.00247808+0.000198907j -0.0036692-0.00565286j -0.000558208-0.00492326j 0.00189112+0.0062904j -0.00422031-0.00624681j 0.000731633-0.00547221j 0.00797158+0.0195794j 0.00360181+0.014069j -0.0040735+0.010271j 9.26664e-06-0.000377533j 0.00155878+0.00757504j -0.00176511-0.00342044j 0.000889755-0.00482615j -0.000609317-0.00562839j 0.00246725+0.00302516j 0.00941079+0.0125261j 0.00531014+0.0210916j -0.000974217-0.00672719j 0.00480241+0.00514207j 0.000681791-0.0184688j 0.00275545+0.0417262j 0.00257693-0.00527027j -0.00264087-0.028929j 0.00368274+0.0308783j -0.000333538-0.0285659j 0.00576646+0.0296397j -0.00331921-0.00352206j 0.00539843+0.0101052j -0.00563751+0.0100662j 0.00111208-0.0312587j 0.0002217-0.0043071j -0.00536828-0.00575718j 0.00576522+0.0206548j -0.00657996+0.0218565j -0.00242-0.00718067j 0.00415469-0.0173643j -0.00865166+0.0290559j -0.00421554+0.0237462j -0.00325905-0.000463615j -0.00354766+0.00851826j -0.00678015-0.000781813j 0.00361346-0.00377646j 0.00305827-0.00481983j 0.00136864-0.00794418j 0.004885-0.0136501j 0.00355082-0.00403299j 0.00323225-0.0123997j 0.00249051-0.00546292j -0.00463528+0.00234311j 0.00200426-0.000184921j 0.000582149-0.00153596j 0.00338847-0.00473399j -0.00148148+0.00564948j -0.000942046-7.83259e-05j -0.000107888+0.00426164j 0.00358669-0.00370834j -0.00126926+0.00163906j 0.00377803-0.00314449j 0.00219743-0.00403595j 0.00280972-0.00703659j 0.000939207-0.000729401j 0.000751927+0.00265816j -0.00101838+0.00120816j -0.00169308-0.00047907j 0.00228855-0.00501028j -0.00328352+0.000363463j 0.00220073+0.0010296j 
0.000563764-0.00186542j -0.000312819-0.00254427j 0.00154404+0.00246764j 0.00270682+0.00887999j 0.000239181+0.000472908j -0.000515002-0.000293971j -0.00179515+0.00277785j 0.00748354+0.00928212j 0.00283747+0.00331402j -0.00111693+0.00018853j -0.000390327+0.00412356j 0.000432105-0.00797774j 0.00190722-0.00231266j 0.00720424+0.0020606j 0.00705799+0.0122052j -0.00276106-0.0194811j 0.00754375+0.00363037j 0.000114874-0.00202304j 0.00197223+0.00416415j 0.00653681+0.0111976j -0.00950977-0.00216818j 0.00322707+0.00185994j 0.00394099+0.0145536j 0.00581623+0.0263418j 0.00244279-0.0042309j -0.00211112+0.00636935j -0.00379161-0.0266584j -0.000116493-0.0132208j -0.00493063-0.0296106j -0.00262805-0.00205938j -0.00302525-0.0167696j -0.00214756+0.00453523j 0.00115777+0.00135075j 0.00175703+0.0325534j -0.00184701-0.0242451j 0.000634341+0.0111748j -0.00309672-0.00845125j -0.0025708+0.00430338j 0.00011124-0.0119159j -0.0010773+0.00507938j 0.00184933+0.0106401j 0.00343492-0.0136364j 0.00638467-0.0122768j 0.00332629+0.0106664j -0.00991786+0.0216324j -0.00609733-0.00204032j -0.00540583+0.00801879j 0.000550424-0.012329j 0.00210247+0.00120776j 0.00442867+0.000611111j -0.00489567-0.006299j 0.00488806-0.0236701j -0.00306142+0.0120638j 0.00215522-0.00115113j 0.000937293-0.00836972j 0.00245655+0.00145719j 0.0040252-0.00949488j -0.00148245+0.0194492j -0.00088346+0.00287535j -0.00307467+0.00393168j -0.00407262+0.00836676j -0.00226551-0.000455189j -0.00268579+0.00573067j -0.00379593+0.0084794j -0.00280796+0.0156825j -0.00105768+0.00524447j -0.00212493+0.00622607j -0.000968709-0.000689108j 0.000877925-0.00105957j 0.00464404-0.0117537j -0.00142501-0.00291294j -0.00288117+0.000143602j 0.000732701-0.00322651j 0.000224241+0.00558361j 0.00054532-0.00240732j -0.00051492-0.00047568j -0.00596743-0.000377685j 
0.000468396+0.000603041j -0.00016602+0.00236737j 1.091e-05+0.00446512j 0.000353171+0.00824605j -0.000577287-0.00620046j 0.0029207+0.00235593j -0.00469741-0.00167679j 0.00316208+0.002559j 0.00104207-0.0100279j -0.00217393+0.00380499j 0.00738484+0.0115706j 0.000692604+0.00320734j -0.00349472+0.00599685j 0.00146136-0.00393324j 0.0098101+0.00640455j 0.00578145+0.012115j 0.000995593+0.000222984j -0.00673588-0.0122604j -0.00896534-0.00744331j -0.00115557+0.0045445j 0.00340145+0.0141507j -0.00814388-0.0247825j -0.00334933+0.0124813j 0.00401893+0.0126248j -0.00385889-0.0240762j -0.0012261-0.00933562j 0.00113012-0.0147457j -0.00128754+0.004739j 0.00464017-0.0124515j 0.000582284+0.00767793j 0.00711849+0.0313107j -0.00148889+0.0342991j -0.00338476-0.00845101j -0.00499302+0.0119658j -0.00705106-0.0260516j -0.000936792+0.00627526j -0.00107963+0.0334693j 7.95987e-05+0.00396091j 0.00330727-0.0181837j 0.00461-0.00945955j 0.00356019-0.000993498j -0.0101844+0.00690287j -0.00792254-0.00522987j 0.00110295+0.00682171j 0.00484179-0.00551407j -0.000557816-0.00628844j -0.00532799+0.0106879j 0.00314815+0.00264468j 0.00764709-0.00820408j -0.00555425-0.00393835j -0.00396163+0.01234j -0.00264136+0.00613966j 1.14017e-05-0.00633848j -0.00404034+0.0134949j -0.000705984-0.00707729j -0.000779882-0.00193785j -0.00349368+0.0052003j -0.00726918+0.0169521j 0.00937634-0.00722012j 0.00277865-0.00926402j 0.00577295-0.00629638j -0.00412148+0.0133283j -0.00540941+0.012899j 0.00249666-0.0032605j 0.00306521+0.00445882j 0.00175432+0.000290073j -0.00506949+0.00754101j -0.00522892+0.00308042j 0.00024009+0.000887982j 0.00323235-0.00498967j 0.00433452-0.00199592j 0.00479222-0.0120491j 0.00188913+0.000456594j 0.00607996-5.47302e-05j 0.0045926+0.00089723j 0.0055057+0.000664852j -0.00195386-0.00148532j 
-0.000166953-0.0032514j 0.00049574+0.00185048j 0.00107915-0.00219823j -0.00206409-0.00202065j -0.00137087+0.00207487j -0.000439231+0.0020785j 0.000899006+0.00500945j -0.000354303-0.00181988j 0.00237016+0.0115669j 0.00761088+0.00794216j -0.00443447-0.0193728j 0.00618669+0.00315572j 0.00478669+0.00737434j -0.0014666+0.00131659j 0.00301415+0.0138025j 0.00136277+0.00316443j -0.000983309+0.00533753j -0.00631234-0.00308799j 0.00796906+0.00869351j 0.000499067-0.000715542j 0.00748443+0.0302434j 0.000654261-0.00173019j 0.00279882-0.0113199j 0.00186636+0.00726192j 0.00422213-0.00584542j -0.00411019+0.00274573j 0.00345206+0.0047138j -0.00538562-0.044747j -0.00288406+0.00467443j -0.00549136-0.00672556j 0.00545594+0.0312326j 0.00211436+0.00854684j -0.00209073+0.0121798j 0.00344186+0.00995781j 0.00232182+0.00490499j -0.00498551+0.0279112j 0.0130006-0.0129027j -0.00478591+0.0143393j 0.00313524-0.0312162j -0.00290636-0.00434903j -0.00474248+0.0104176j -0.00730399+0.0136367j -3.48941e-05-0.00415333j -0.00788539+0.00511904j -0.00178302+0.0182844j 0.000643454-0.0162467j 0.00288885-0.00183009j -0.00268021+0.00671186j 0.00347763-0.00302441j -0.00519691+0.0138889j 0.000687171+0.00446901j -0.0051767+0.0119523j -0.00441646+0.0144148j -0.00376669+0.00794055j -0.00351482+0.00577508j -0.00252133+0.00824441j -0.00193162+0.00848571j -0.0018595+0.00307932j -0.00136253+0.00220625j 0.00246803-0.00343491j -0.00355782+0.0107328j 0.000451462-0.00332046j -0.000516873-0.00201173j 0.000681688-0.00121013j -0.000759407-0.00355489j -0.0016652+0.000737824j 0.00556119-0.0086417j 0.000334086+0.00020316j 0.000306289-0.000550374j -0.00219488+0.00568791j -0.0018272-0.00239615j -0.00293031-0.000670385j 0.00198254-0.00444854j -0.000568958+0.00312507j -0.00597222+0.00380491j -0.000151764-0.00129009j -0.00444592-0.000689259j 
-0.000225993+0.00246091j 3.16701e-05+0.00212183j -0.00207397-0.00295702j -0.00165883-0.0058388j -0.000304114-0.00106775j 0.000331124-0.00413222j 0.000748452-0.00718697j -0.00597351-0.00898674j -0.00323103-0.00575968j -0.00120021-0.00837816j -0.000803403-0.00955407j -0.00212111+0.00475412j -0.00219216+0.00248029j -0.0100714-0.00695854j -0.00147524-0.000445908j -0.00433286+0.00198741j 0.0027417+0.00709734j 0.00252522+0.012066j -0.00563852+0.00508061j -0.00208855-0.0141966j 0.00103176-0.0250298j 0.00225179-0.0283346j -0.00893903-0.0206803j 0.00423079+0.0325316j 0.00966301+0.016248j -0.0080042-0.0113847j -0.00278902-0.0167561j 0.00342496-0.00027737j -0.00167801-0.00980763j -0.000941898-0.0370837j -0.00130728+0.0290479j -0.00167021-0.00893778j -0.00314823+0.0193013j 0.00151986+0.0212902j -0.00397424-0.0179097j 0.0022243+0.0102845j -0.00172276+0.00616529j 0.00290435+0.00642518j 0.00314234-0.0136141j 0.0074325-0.00198367j -0.00862989+0.00867112j 0.00566817-0.0362149j -0.000481777+0.00545955j -0.00185146+0.0163576j 0.00214978-0.00331482j -0.000491593+0.00903254j -0.000583838+0.00615785j 0.0038405-0.0172237j -0.000990478-0.00259684j 0.00154219-0.00665867j 0.00315695+9.36567e-05j 0.00358807+0.000214874j 0.00134367-0.00852614j -0.00184144+0.00482567j -0.00181932+0.00542302j -0.000928522-0.00586746j -0.00191435+0.00776392j -0.00079666-0.00666837j -0.000815501-0.00289546j 0.0027652-0.00653517j 0.0038432-0.0067775j 0.000929721+0.00476406j 0.00125678-0.00164966j 0.000517267-0.00356302j 0.00168619-0.00664028j 0.00271624-0.00612209j 0.000526538-0.00457485j 0.00451983-0.00537656j 0.00216697-0.00436653j -0.00124678+0.00623164j 0.00247311+0.00181631j 0.00174595-0.00109538j 0.00157292+0.00124521j 0.00163232-0.00643114j -0.000242712+0.00171842j 0.00159823+0.000833605j 0.00537784+0.000440783j 
-0.000460529-0.00174382j -8.52045e-05-0.000965432j 0.00151432+0.00199428j 5.79927e-05-0.00106345j -0.000777336-0.00609904j 0.00153026+0.00787882j -0.000199562+0.000714059j 0.000576968+0.00431871j 0.00603401+0.00356491j -0.00284805-0.0176078j -0.00799739-0.00969416j -0.00226644-0.00362474j 0.00118798+0.0026403j -0.00278285-0.0116875j 0.00482876-0.00326882j 0.000917611+0.0104264j -0.00762755-0.0221582j -0.00730566-0.00622978j 0.0105711+0.0399713j 0.00574984+0.0197226j -0.000810999+0.00402661j 0.00347287+0.00288813j 0.00500466+0.0384567j 0.00419003+0.0122486j 0.0054953-0.0152453j -0.00586679+0.00690002j 0.00749156+0.0304381j -4.74156e-05-0.00871438j 0.00255694-0.00733551j 0.00124773-0.00845776j 0.0063778-0.00772386j 0.00292311-0.0244396j 0.00127624-0.021332j 0.00915898-0.0505929j 0.0027574-0.0133838j -0.000473522+0.0144308j 0.000648622-0.00917069j 0.00644237-0.00328644j -0.000567767+0.00715895j 8.59524e-05+0.0078654j -0.000985614+0.0133192j 0.00124345-0.00579952j 0.00174962-0.0153985j -0.00434802+0.0143161j -0.00243007-0.00363291j -0.0016869-0.00937308j -0.00108809-0.00338882j 0.00135249-0.00263449j 0.00356034-0.0141097j 0.000691693-0.000655641j 0.00233299-0.00374234j 0.00387964-0.00604058j -0.00368556+0.0183507j 0.00146044-0.00469373j -0.0012318+0.00654273j -0.00439516+0.00545227j -8.42756e-05+0.00371931j 0.000971787-0.00165687j 0.00319733-0.0053406j 0.00176352-0.000985069j -0.00119195+0.00558545j -0.00162116+0.00523774j -0.00149972+0.00533265j -0.000491709+0.00151345j 0.000192729-0.00130221j 0.00160883+0.00169665j 0.00168198-0.00160001j 0.00119017-0.00243615j -0.00086445+0.000865902j -0.0026149+0.000869016j 0.0011649-0.00283745j 0.00175922-0.000981041j -0.000884667+0.00056463j -0.00264177+0.00290852j 0.00179581-0.00123117j -0.00141518-0.00043069j -0.000226516+0.000515734j 
-8.7056e-05+0.00125847j -0.000207106+0.00626005j -0.0010644+0.00454541j -0.00442934-0.0053149j -0.000826444-0.00899202j 0.00597572+0.00788153j -0.00443702-0.00229843j -0.00690809+0.00820717j 0.00758222+0.0141327j 0.00541663+0.0044856j 0.00332276+0.000337744j -0.00850713-0.017314j -0.00626793+0.00302035j -0.0020114-0.0120711j -0.00179065-0.03069j 0.00593751-0.0208839j -0.0016602-0.00739753j -0.00728607+0.0023355j 0.00689855+0.0103902j -0.00298226-0.025534j -0.00532957+0.0100183j -0.00604029-0.0138811j -0.000760919+0.00237641j 0.000372981+0.0188483j -0.00699973-0.0271641j 0.00186705-0.0133682j -0.00820448-0.00415861j -0.000671028-0.00254251j -0.00166213-0.0003223j -0.00290707-0.00502445j 0.00101084+0.00374932j 0.00338519+0.00700286j 0.00442066-0.0025967j -0.00214135+0.0135794j 0.00783372-0.00350314j 0.00351458-0.00875113j -0.00275557-0.0187728j 0.00643074-0.00966947j 0.00373071-0.00784864j -0.00502344+0.0121687j -0.00211012-0.00384563j 0.000263676-0.00356549j -0.000561339+0.0149833j 0.00167679-0.00120087j 0.000929713+0.00162695j 0.0024146-0.0183759j -0.00194884+0.00011565j -0.00180399+0.000591402j -0.00204698-0.0118789j -2.81523e-05-0.011619j -0.00134154+0.00443082j 0.00539856-0.00913588j 0.00177133+0.00152673j 0.000852415-0.00667641j -0.000877835+0.00585427j -0.00237629+0.00264649j 0.000101623+0.00932721j 0.00442683-0.0179451j 0.000904746-0.00245451j 0.00312484-0.00341294j -0.00155639+0.00427864j 0.00142121-0.00767334j -0.00203542+0.0109018j -0.000960009+0.000954425j 0.00240981-0.0132091j -0.00466469+0.0107005j 0.0013294-0.00422281j 0.00371203-0.00639653j 0.00380757-0.00983531j -0.0046118+0.00721339j 0.00410184+0.00151236j 0.00780922-0.01597j 0.00354193+0.00553265j 0.00620789-0.00393483j 0.0044145+0.00809466j 0.00982036+0.00223581j 0.00263164-0.00116529j 
