-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
-0.00100739-0.00174674j 0.00358989+0.00121887j -0.00284662-3.44216e-05j -0.00078652+0.00105183j 0.00290466-0.000361495j -0.007121-0.00126475j 0.00298927+0.00319525j -0.00502381-0.00517108j 0.00133596-0.00189097j 0.00307064+0.00538068j 0.00419647+0.00116007j -0.000899124+0.00264255j -0.000192837+0.0079204j -0.00336044-0.00783259j -0.00738245-0.0033806j -0.00342535-0.00124519j -0.00536467-0.00882998j -0.00624143-0.00199685j -0.00243579+0.0103926j 0.00364706+0.00697476j 0.00372201-0.000277862j 0.00130798-0.00495214j -0.00300813+0.00168891j 0.000826074-0.00452236j 0.00648077-0.00977684j 0.00272856+0.00030406j 0.00357769-0.0106258j 0.00179431-0.000786629j -0.000589123+0.00129409j -0.00139256+0.000168157j 0.00122094-0.00237312j -0.000861787-0.00156777j 0.0011613+0.00071676j 0.000215354+0.000413521j 0.000111444+0.0017431j -6.79689e-05-0.000520575j -5.95212e-05-1.76866e-05j -0.00114246+0.0024669j -0.00104226-0.000784879j 0.002398-0.00102747j -0.00080218-0.00104153j -0.00189512+0.000423256j -0.00284274+0.00057738j 0.000916298+0.00214009j 0.00042182-1.90916e-05j 0.000387233+0.000615635j 4.45195e-06+6.49452e-05j 0.000575365+0.000420711j 0.000239245-0.000291452j 0.000150754-0.0024033j -0.000703919+0.000237803j 8.31319e-06+0.00020221j 
-0.000647569+0.00187393j 0.000316438-0.00140122j 0.004775+0.00334016j -0.00113203-0.000694744j -0.0042139+1.38849e-05j 0.00306858-0.000404438j 0.00136519-0.00068272j -8.78576e-05-0.000140648j -0.00513415+0.00977818j 0.00221272-0.00165739j -0.00693315+0.00659135j -0.00015505-0.000114169j -0.00412108+0.00353539j -0.00897498+0.00273912j 0.00545566-0.005203j -0.00883248+0.00450969j 0.00164245-0.00312689j 0.00595813-0.00319781j 0.00370469+0.00190239j -0.0110853+0.0048683j 0.00199349+0.000774092j -0.00388607+0.00145888j 0.0015258-0.00332955j 0.00870943-0.00433127j -0.0107442-0.00256622j 0.00429388-0.000337772j 0.00594105-0.00315769j -0.00100757-0.000838114j -0.000292206+0.000967581j 0.00130313+0.000107884j -0.00222034-0.000912096j -0.000838541-0.000276083j -0.00071107-0.00133761j 0.000563313+0.00144087j -0.00182441-0.00167224j 0.000135443+0.00102105j 0.000310712-0.000829362j -0.00216594-0.00118514j -0.00109441+0.000520433j -0.000811737-0.00232841j 0.00179727+0.000325958j 0.000473629+0.00345373j 0.00041557+0.000402282j -0.00128015+8.2653e-05j -0.00034526-6.59987e-05j 1.43452e-06+0.000469705j 6.13521e-05-0.000242508j 0.00101012-0.000719835j -0.000418339-0.000343924j -0.000894593-0.000390537j 0.000453968+0.000208606j 0.000137187-6.47719e-05j 
-0.000804792+0.000387171j -0.00186941-1.74053e-05j 0.00452207-0.000638389j 0.000280351+0.000102164j -0.0064325-0.000470356j 0.00580071+0.000522447j -0.000713168-0.000500308j 0.00300994+0.00304181j -0.000631042+0.00214232j -0.00172941-0.00388956j 0.00321008-0.00545002j -0.00122125-0.00055376j -0.00511729+0.00304827j 0.00154067+0.000680825j 0.000641292+0.012364j -0.00169396+0.00206427j 0.000584913+0.00241526j -0.00206986+0.00194266j 0.00208707+0.014213j -0.00212509-0.00893254j -0.00170993-0.00284742j -0.00315549-0.0154423j 0.00149291+0.00255292j 0.00479748-0.0020282j 0.00369409-0.00313632j -6.75165e-05-0.0117896j 0.000873121+0.00128923j 0.000327294+0.000388894j 0.000398131-0.000388992j 0.000127083-0.00022159j -0.000577337+0.000432499j 0.000292934+0.000268219j 0.00191204-0.00126478j -0.00108398+0.0002619j 0.00232682-0.00135865j -0.000256019+1.14699e-05j 7.62515e-05+0.000396013j 0.00107229-0.000717668j -0.00251823+0.000877831j 0.00130874-0.000618912j -0.000950825+0.000671921j -0.0010114-0.000470943j 0.000377162-0.000764516j -0.000258767+5.29977e-05j -3.82246e-05+0.000105744j -7.02059e-05-0.000174981j 0.00021433+0.000253666j -0.00015309+0.000222097j 5.63403e-05-1.31257e-05j 0.000183144+0.000320385j 6.45315e-05-0.000158655j -8.81534e-06-3.62415e-05j 
0.00126399+0.00201543j -0.0010918+0.00115928j -0.000989073-0.000781962j -0.000589017+0.000141423j 0.00122909-0.000200272j -0.00141717-0.0023441j -0.00221175+0.000981851j -0.000412616-0.0014894j -0.00068429+0.00428063j 0.0112901-0.0122502j 0.000293295+0.00125421j 0.000436714+0.00133155j 0.00439323+0.0011749j -0.00258753+0.00496895j -0.00146556+0.000680054j 0.00584958+0.00172354j 0.00199949-0.00124324j -0.00352476+0.000934462j -0.0113961+0.00375151j 0.00633027+0.00166371j 0.00313238-0.00167178j 0.0175866-0.00164801j -0.00155939-0.000977628j 0.00537682-0.00382501j -0.00955612+0.00561638j 0.000651452-0.00204809j -0.00256954+0.00149073j -0.000231482+0.00153133j -0.000351889-0.000776268j 0.00293861+0.00100705j -0.00105773-0.000216394j 0.00189489+0.0010499j 0.000324793+0.00120624j -3.05271e-05-0.000789703j 0.000337418+0.00162229j 0.000333636+0.000229927j -0.000126879+0.000542276j -0.000360071+0.000197947j -0.000996663-0.00161705j 0.00116278+0.00175067j 0.00190744+0.00019675j 0.00234929+0.00179143j -0.000470874-0.00041528j -0.000183949+0.000873138j 0.000130764+0.000481166j -0.000571009+0.000581705j -0.000322852+0.000282897j 0.000924651-0.000225456j -0.000725785+0.000281439j 0.000397849-1.17919e-05j -0.000448271-0.000520422j -0.000203314-2.93629e-05j 
0.000914953-0.000294176j -0.00250119-0.000211573j 0.0081176-0.00228259j -0.0014664+0.000319735j -0.0057649+0.00101987j 0.00607664+0.000170934j -0.00135712-0.00141988j 0.00312852+0.00338482j 0.0102141+0.00710135j -0.00728902+0.000540351j 0.00542153+0.00372954j 0.000594992+0.000266473j 0.00409994+0.00569909j 0.00581362+0.00536375j -0.00339666-0.00271167j 0.00542419+0.00847825j -0.0014081-0.000537211j -0.000546978-0.0071686j 0.000983479-0.00231232j 0.00284061+0.0100975j -0.000589861-0.00111779j -0.0012299+0.00189683j -0.00385779-0.00237098j -0.00550589-0.00926627j 0.00357333+0.00741961j 0.00170911-0.00796766j 0.000983935-0.00562276j -0.000358124+0.000720929j 0.000704241+0.000189809j -0.000490609-0.00210579j 0.000224122+0.00235246j 0.000114207+0.000551218j -0.000876838+0.000489926j 0.000620419-0.000317666j -0.00129478+0.00122926j 0.000751457-0.000240536j -0.000634202-0.000354333j -0.00102734+0.00169131j 6.85021e-05+0.00112301j -0.00143498+0.00116414j -0.000119302-0.00190723j 0.00180433-0.00170557j -6.79862e-05-0.0014126j -9.89546e-05+0.00129469j 1.04776e-05+0.000315334j 0.000413987-8.41008e-05j -9.82522e-05+4.77745e-06j -0.000954939-0.000583822j -2.46779e-05+0.000280614j 0.000194584+0.000837163j 0.000118752-0.000417278j -6.30509e-05-0.000111113j 
0.00227753-0.000507407j 0.00215907-0.000704022j -0.00197519+0.000879325j 0.000299995+0.00103128j 0.00247431+0.000392498j -0.00624646-0.00152584j 0.00243584-0.000207675j -0.00265303-0.00614715j 0.00174511+0.0031807j -0.011746-0.00818596j -0.00325746+0.00590324j 0.00124507-0.00300238j 0.00484574-0.00826645j 0.00109419+0.0055611j 0.0016515-0.0063964j -0.000199057-0.00695045j -0.00293317-0.0011348j -0.0018003+0.00932046j 0.00174174+0.0102622j -0.00306177+0.00201833j -0.000668429-0.00109974j -0.00391384-0.00930977j 0.00138561-0.00230163j -0.00609123-0.00365772j -0.000609612+0.00841936j -0.00309985+0.00676373j 0.0014957+0.00071693j 8.98198e-05+0.000316012j -0.000964459+0.00117214j 0.00123628-0.00195663j -0.00112108+0.00100822j -0.000228461-0.00132922j 0.00125258+0.00024265j 5.67607e-05+0.000164146j 0.000514275+0.000106714j 0.000417681-2.31854e-05j 0.000417699-0.000241755j -0.00127409+0.000832983j -0.00220027+0.000307268j 0.00113653-0.00207333j 0.000270445-0.00196537j 0.00204069-0.00113374j 0.000780894+0.000948768j -0.000141688-0.000161993j 2.58466e-05-0.000203915j 0.000721897+0.000380306j 0.000191419+0.000276098j -0.000276957-0.00128975j 0.000242747+0.000396839j -0.000750418-1.30876e-06j 0.00017218+0.000506891j 0.000125491+7.65242e-05j 
0.00144151-0.000764543j 0.00228143+0.000764078j -0.00659081+0.00184089j 0.000234644-0.000743748j 0.00717916-0.000675147j -0.0070303+0.00171977j 0.000665454+0.00304542j -0.00453835+0.000636068j -0.00158137-0.00792447j -0.0020955-0.00912227j 0.00266118+0.000844962j -0.00154816+0.00417327j -0.00403173+0.0132753j 0.00142182+0.00559383j 0.000411841-0.00310533j -0.00325929+0.00661901j -0.000975523-0.00544543j 0.00113247-0.00599449j 0.0059136-0.00789726j 0.000242726-0.0100452j -0.00090723+0.00156692j -0.00315423-0.00671723j 0.000438695+0.00431801j 0.00351496-0.00556039j 0.00302339+0.00803624j 0.000340244+0.00267434j -7.10353e-05+0.00338517j 0.00110072-0.000487824j -0.000202876-3.13398e-05j 0.00018062-0.000609693j 0.000562075+0.000254613j -0.000123762-0.000740614j -0.00174719+0.000123846j 0.000871523-0.000113507j -0.00180002+0.000127773j 0.000114663-0.000282618j 0.000287603-3.52936e-05j -0.000192579+7.49835e-05j 0.00271086+0.000465344j -0.00170379+0.000311423j 0.0012005-0.000442514j 0.00107735-0.000529304j 8.50152e-05+0.000447042j 0.000430106-0.000238984j 0.00021515-0.000142439j 0.000127606+0.000276139j -2.71176e-05-0.00020953j 7.32883e-05-0.000271029j 0.000194221+0.000254573j 5.3368e-06-0.000260852j -0.000213231+0.000222685j 1.35004e-05+9.29361e-05j 
-0.0011511+0.000558947j 0.0009595-0.00178049j 0.00170413+0.000178746j -0.000789725+0.000790205j -0.000978766+0.000717492j 0.00293463-0.00308892j 0.00273125-0.00185295j 0.00727705-0.00244717j -0.00772469-0.00482554j -0.00269914+0.000225404j -0.00326296+0.000795319j 0.0041922-0.00175595j 0.0102323+0.00475216j -0.00382547+0.000722478j 0.00125071-0.00251016j 0.00375392+0.00316461j -0.00479406-0.000959487j -0.0155357-0.00411999j -0.0110986-0.00431076j -0.0109249-0.00541336j 0.000578236+0.00204052j -0.00404539-0.00148969j 0.00707323+0.00350196j -0.00323098+0.000100564j 0.00165358-0.00349805j -0.00491327-0.00369442j 0.00116266-0.000534249j -0.0014963-0.000537366j -0.000736177-0.000328897j -0.00131638+0.00108802j -0.000782613-0.00133613j -0.00121458+0.000615473j -0.000213573+0.00209782j 0.000398573+0.000260734j -0.000649481+0.00131063j -8.36826e-05+7.88569e-06j 0.000198404+0.000488023j -0.000914534-0.000664243j 0.000284818-0.00356638j 0.000524182+0.000701055j -0.000358999-0.000603808j -0.000710788+0.00078767j 0.000738899+0.00113732j -0.000702457-0.000995413j -0.000414729-0.000204927j 0.000242765-0.000201137j -0.000302422-9.86797e-06j 0.000142309-0.00018428j 4.89228e-05-0.000341778j -0.000800931+3.93315e-05j 0.000517654+0.000340966j 0.000166838-4.72605e-05j 
-0.0013614-0.000255851j -0.00509257-0.00277218j 0.00426169+0.000302163j 0.00124054-0.000176361j -0.000147649+5.05557e-06j 0.000350584+0.000432521j -0.00612156-0.00522953j -0.000591525-0.0106612j 0.000823585-0.00860319j 0.00243536+0.00599836j 0.00529011+0.00707744j -0.00372232-0.00472563j -0.00784725+0.00376863j -0.00111616+0.0114816j -0.00265436-0.00515638j -0.00398538+0.00948304j 0.000794742+0.00348531j -0.00482695+0.00749662j -0.000446638+0.00392447j 0.000781789-0.000860037j -0.00244002+0.00421195j -0.000458878-0.000224511j 0.00315538-0.00225524j 0.00101377+0.00994955j 0.00128459+0.000366527j -0.00198369-0.00248549j 0.000140646-0.00311536j -0.000392496+0.00339694j 0.000248248+0.000575163j -0.00189923+0.00168011j -6.12882e-05+0.00113336j -2.34952e-05+0.00238087j -6.03928e-05+0.000408255j 0.000469087+0.000460181j -0.00129169+0.000482426j -0.000126763-0.000420348j 0.000296931+0.000518709j -0.00175942+0.00135033j -0.00123098+0.000562876j -0.00181997-0.000721241j -0.00192125+0.00131694j -0.00115958+0.000190414j 0.000447576-0.00195764j -0.00109454+0.00118522j -0.000388886+0.000636268j -0.000409476-0.00117071j -3.13114e-05-0.000192318j -0.000834508+0.000896235j -0.000148044-0.000441067j 0.00046624+0.00145964j 0.000509758-0.000842544j -4.56999e-05-0.00026028j 
0.00116731+0.00070455j -0.000935074-0.000497588j -0.00638432-0.000347364j 0.00199278-1.5129e-05j 0.0076278-0.00175114j -0.00759528+0.00089558j -0.00346067-0.00263734j -0.00538017+0.00257079j -0.0115103+0.00795432j 0.00270185+0.00358223j 0.0137479+0.00193214j -0.00234557+0.00127333j -0.000924289-0.00269613j 0.00589646+0.00199602j -0.00896068+0.0034748j 0.00263081+0.0029407j -0.00352932+0.00352438j -0.00509701+0.00280146j -0.00139735+0.000606568j -0.0105943+0.00570679j 0.00358721-0.00384665j -0.00965173+0.00404476j 0.00642637+0.00226236j 0.0108328+0.00112482j 0.00618816+0.00296352j -0.00121988-0.00280881j -0.00110672+0.00187101j 0.00137484+0.000891854j 0.00089164-0.000681402j 0.00121328+0.00161484j -0.000981602+0.000993432j 0.000806872+0.00150873j 0.00099884-0.000118477j 0.000197626-0.00123137j 0.00106133+0.00125202j 8.39315e-05+0.000208633j 0.000301845+0.000383306j 0.00092629+0.00108857j -0.000960606-0.000539805j -0.000548376+0.00161626j -4.45118e-05+0.000995632j 0.00124525+0.000317163j 0.00106933-0.00128286j -0.000300789+0.000530112j -4.13662e-06+0.000427431j -0.000474884-0.000232107j -0.00012719+0.000175662j 2.4797e-05+0.000226534j -0.00024611+7.61939e-05j 0.000360675+0.000867471j 2.27658e-05-0.000549417j -7.65357e-05-0.000118194j 
0.00189922-0.00141447j 0.00180674-0.00294653j -0.00826664+0.00290034j 0.00212301-0.00038725j 0.00783963-0.00127263j -0.00780215+0.00109829j -0.00146853-0.00397682j 0.00998701-0.000235022j 0.00850236+0.00529541j 0.00317086-9.20951e-05j 0.00588409-0.00320278j 0.00100119-0.000130685j -0.0146958-0.000189108j -0.00928572+0.000568652j 0.00310428+0.00415761j -0.00947156-0.000195486j -0.00284895+0.0018256j -0.0151825-0.00168083j -0.000533555-0.000610258j 0.00127812+0.00456981j -0.0069159-0.00565044j -0.00355606+0.00432988j 0.010345+0.0030539j 0.00281948-0.00474862j 0.00648995+0.00115324j -0.0077897-0.00329303j 0.00089558+0.00250823j -0.00116836-0.000522926j -0.00119437-0.00172262j -0.000360947-0.000750297j -0.000665592+0.0016327j -0.000824309+0.000811488j -0.000648276-0.000511798j -0.000379855+0.000188661j -0.00010172-0.0013677j 0.000494582-0.000341776j 0.000380027+0.00120637j -0.000296151-0.00164639j -0.000107204-0.000360557j 0.00035484-0.00102008j -0.000474602-0.000469745j 0.000683481-0.00148966j 0.00134665-0.000840318j -0.0010333-0.000510742j -0.00038914+7.40369e-05j 0.000536786-0.000354247j 0.000203024+3.21503e-05j -0.000721547-0.000441591j 0.000289309-3.62166e-05j -0.000270692+0.000919982j 0.000534591-2.41853e-05j 0.000110882-0.000123498j 
0.000708861+0.000605389j 0.0023399+1.63047e-05j 0.000163339-0.00224224j -0.00029325+0.000633036j -0.000215069+0.00242525j 0.000216079-0.00204134j -0.00948128+0.00768767j 0.00670991-0.00458107j -0.00444031+0.00181995j 0.00195241+0.00213392j 0.00516319+0.00158314j 0.00125316-0.0018497j -0.0040951+0.00217645j 0.00476236+0.000290653j 0.000479417+0.00023688j 0.00583523-0.000362349j 0.00486572-0.00202148j 0.001299-0.000192638j 0.00253567+0.00135296j 0.00326166-0.000938158j -0.00617303+0.00284384j -0.000221129-0.00187943j 0.00562833-0.00438239j 0.00328494-0.0020696j -0.00290572-0.00319048j -0.00132139+0.00627743j -0.00925931-3.54422e-05j 0.000692027-0.00800867j -0.00142871+0.007277j 0.00237238+0.00139759j 0.0024305+0.00195718j -0.00962339-0.00103582j 0.00299733+0.000330192j 0.00501178+0.00138562j 0.00122944+0.000305532j 0.000397372+0.000634665j -0.000466592-0.0041634j 0.0026254+0.00191509j -0.000428877+0.000315295j -0.0030582-0.000436884j 0.000502413+0.000186007j 0.00099146-0.00102974j 0.000477038+0.00596181j -0.00459252-0.00739985j -0.00436412-0.00255514j -0.000622436+0.000500173j -0.000183388-3.0658e-05j -0.000782166-0.00173305j -0.000749021-0.00376402j -0.000371512+0.00322158j 0.00601816+0.000990396j 0.00108709-0.0013502j 
0.000100968-0.000385239j -0.00236064-0.000467453j 0.000851043+0.00240038j 0.000286853-0.00188365j -0.00105444-0.00366038j 0.00117887+0.0027089j -0.00233751+0.00460581j 0.00182749+0.00160655j 0.000185993+0.00137039j 0.00556502-0.000766807j 0.00883071+0.00285894j -0.00361636-0.000713595j 0.00030216-0.00569331j -0.00267598+0.00071503j -0.00020967-0.000190792j -0.00107897-0.00205865j -0.00812824+0.00215914j -0.00512665-0.0038227j 0.000911765-0.00228124j -0.00559743-0.00268313j 0.0100908-0.00023161j -0.00734204-0.00269667j -0.00950464+0.00323853j -0.0081766-0.00148453j -0.00102457+4.75428e-05j 0.00376122-0.00104922j 0.0100487+0.00443928j -0.00286448-0.00841381j 0.0018747+0.00497093j 0.00242132+0.000495707j -0.000252119+0.000164295j -0.00810714+0.00474453j 0.000695258-0.00333791j 0.00107402-0.00593081j 0.000742669-0.00163316j -0.000160153+0.000327341j -0.00110925-0.00412131j 0.00154275-0.00221219j -5.49825e-05+0.000931007j -0.00106435+0.00269798j -0.000826464-0.00151643j 0.000725525+0.00072324j -0.00350017-0.00696252j -0.00765034+0.00296583j -0.00398983+0.00106168j 0.000265322+0.000315311j 8.73236e-05+0.000212636j -0.0015256-4.65128e-05j -0.0023558-0.00399861j 0.00335823+0.00193236j 0.00406419-0.00368925j -1.69226e-05-0.00191752j 
0.000249803+0.00152055j -0.00258336+0.00226116j 0.000533528-0.00661131j -1.5296e-05+0.00109388j -0.00134125+0.0067929j 0.00281287-0.00676701j 0.00215432-0.001125j -0.00245399-0.00169687j 0.00428659-0.00131517j 0.00297635-0.00269676j -0.0007884-0.00720771j -0.00426143+0.00198606j 0.00271797+0.00438387j -0.00118346+0.00195548j 0.00301809+0.00338685j 0.000185113+0.00338055j -0.00178142+0.00280703j -0.00277313+0.00607044j 0.00332518+0.000374907j -0.00303079+0.00256667j 0.0061428+0.000214369j -0.00200521+0.00481637j -0.00785049-0.00528179j 0.00067958-0.00322431j 0.000219127-0.00351563j -0.00821243+0.00594418j 0.00284053+0.00300587j 0.00317526+0.000730813j 0.000107278-0.00142566j -0.000551527+0.000238363j -0.001842-0.000829687j 0.00224078-5.5194e-05j -0.00083945-0.0017536j -0.000387239-0.00166982j -0.00018381-0.000715716j -0.000220492-0.000418867j 0.001999+0.000748248j 1.20235e-05-0.000709895j 0.000951049+0.000866573j 0.000113552+0.0025044j 0.00105488-0.000267419j 0.000604821+0.00152691j -0.000598108-0.00527689j 0.000625231+0.00348023j 0.00125618+0.000770086j 0.000149554+0.00018802j -0.000164601+0.000154467j 0.000665542+0.000487763j 0.000537313+0.000468446j 0.00110945-0.000729545j -0.0016586-0.000777775j -0.000219486+0.000166476j 
0.000400276+0.00027054j 0.000104828-0.000852986j -0.000377582-0.000689218j -0.00183199+0.00132213j -0.000889449+0.00128353j 0.000528239-0.000982625j -0.00250603+0.00169902j 0.00348284-0.00060586j 0.00114514-0.00191727j -0.00197018+0.000354789j 0.0123047-0.00203198j -0.00689484+0.000940831j -0.00625447+0.00205198j -0.00122046-0.0014j 0.00198062-0.00269878j -0.00324455-0.00185104j -1.12402e-05-0.00231914j -0.0075732-0.000208737j 0.00347807-0.000491985j 0.00482368-8.99819e-05j -0.00538234+0.000700605j 0.00943466-0.00258488j -0.00595548+0.000770699j 0.00711931+0.00518143j -0.00906536+0.00108026j 0.00933559+0.00520847j -8.16015e-05+0.00138059j -0.0125334-0.00142341j 0.00695586+0.000576227j -0.000936068-0.00248123j 0.000348552-0.00196111j 0.00684397+0.00880252j -0.00118313-0.000660163j -0.00193316-0.0029242j -0.000415454-0.000115716j -0.000447099+0.000805947j -0.00115101-0.00506716j -0.000547231-0.000576718j 0.00033-0.00208063j 0.00164466+0.00306687j -0.00108703-0.00463681j 0.00043188+0.0017047j 0.00302022+0.00258521j 0.0010367+0.0036997j 0.00209642+0.00271089j 0.000695062-0.000335169j -0.000114003+0.000214077j -0.000908536-0.000557832j -0.00275933+0.0016812j -0.000535446-0.00107189j -0.00210601-0.00287263j -0.00134701-0.000200713j 
-3.46394e-06+0.000729908j -0.000440145+0.000962156j 0.00122151-0.00291224j 0.000159689+0.000791555j -0.000326923+0.00204009j 0.00214727-0.00289415j 0.00336645-0.000910801j -0.00205992-0.000885507j 0.0013546-1.53482e-05j 0.0021167+0.000476472j -0.00126678-0.00201174j -0.0027179-0.000238984j -0.00349924+0.0026128j -0.0032714+0.00319914j 0.00596832-0.000560471j -0.00560298+0.00355121j -0.0013815+0.00238117j -0.0069575+0.00280644j 0.00476868-0.000733j 0.0115049-0.00129564j 0.00305222-0.000123277j 0.0117996+0.00159777j -0.0080979-0.00240368j 0.0109567+0.000270363j 0.00463656-0.000521365j 0.00363142+0.00535212j 5.45222e-05+0.00199171j 0.0114205+0.000913106j -0.00429632+0.00124334j 0.000201204+0.00109681j -0.00273207-0.00112068j -0.00603403-0.00670584j 0.00132224+0.00175914j 0.00222154+0.000512872j 0.00122463+0.00249064j -0.000796783-0.000536516j 0.000809446+0.0030238j 0.00170824+0.00107737j -0.000231935-0.00168224j -0.00105887+0.00248053j 0.000519278+0.000606595j 0.000899335-0.000260408j -0.00208492-0.00427051j -0.00209379-0.0018133j -0.00201171-0.00213024j -0.000138234+0.000697511j -4.38345e-05+0.000370942j 0.000989742+3.49667e-05j 0.00186837-0.00174551j 0.000761929+0.000853345j 0.00180585+0.00169709j 0.00103692-4.09068e-05j 
-0.00119176-0.0013653j -0.000613534-0.00213155j 0.000972808+0.00917145j 0.000384961-0.00169595j 0.000297471-0.0100771j -0.000716528+0.00977674j 0.00056374-0.00222129j -0.00222102+0.00485066j -0.000773626+0.000532425j 0.00293926+0.00325424j 0.00379988+0.0107596j 0.000533742-0.00159036j -0.00154429-0.0101413j -0.00248349-0.00139636j 0.00290329-0.00562931j -0.00248513-0.00286641j -0.00241774-0.001703j -0.00259376-0.0105966j 0.000561489-0.00154117j 0.00715461-0.00416831j 0.00109036-0.00151207j 0.00695864-0.00658606j -0.000179722+0.00895771j 0.0034992+0.00898742j 0.00229388+0.00766547j 0.00770154-0.00741494j 0.00352033+0.000355371j 0.00297641+0.00263535j -0.00140049-0.000466035j 0.000460008+0.000377624j -0.000607312-0.000711059j -0.00109516-0.0028811j 0.000334406+0.00138798j -0.000451091+0.000406764j 0.000444749+0.00142566j -0.000428011-3.02422e-05j -0.00111304+0.00169995j 0.000511115+0.000659127j -0.000643356-0.00181259j 0.000214522+5.16579e-05j -0.000494168+0.000750469j -0.00018049-0.000932597j -0.00124644-0.0019056j -0.000408883-0.000719032j -0.00048745-0.000769756j -0.00025077+8.2115e-05j 3.17286e-05+0.000178072j 0.000298484+0.000425522j 0.000693013-0.000341826j 0.000241088+0.000178848j 0.000273189+0.000822587j 0.000303574+0.000168684j 
-0.000573597-0.000461927j 0.00108809-0.000966574j -0.00279631+0.00223059j -0.00157833+0.00189752j 0.00016426+0.00033728j -0.00258414+0.00153141j 0.00108488+0.00053007j -0.00420729+0.00223677j 0.0121722-0.00412883j -0.0119111+0.00316929j 0.0108235-0.00061156j -0.00326443-0.00100376j 0.00862008-0.00222224j -0.00523283+0.000575425j -0.0051156+0.00216338j -0.00179709+0.00062176j 0.00416866-0.000410908j 0.00663675-0.00105874j -0.00314584-0.00037953j -0.00823973-0.00196598j -0.00262649-0.00179578j 0.00820364+0.0015567j 0.00375378+8.60889e-05j 0.00574128+0.00151958j -0.0082728-0.0024884j -0.00737027-0.00283348j 0.00632505+0.00212748j 0.00566339-0.00175225j -0.00206276+0.00161107j -0.0042257-0.00424925j -0.00268017-0.00539702j -0.00383461+0.000436426j 0.00170921+0.00104968j 0.00209452+0.00337669j 0.000762488-0.000157128j 0.00106635+0.000363915j 0.00165493+0.00263316j 0.000991344-0.0011182j -0.000147801+0.000838568j -0.00140449-0.000866568j -0.000971584-0.00352262j 0.00245427+0.0061435j -0.00196893+0.0011391j -0.00372629+0.000670693j -0.0014839+0.000299249j 0.000550023+0.00127153j -3.42728e-05-0.000618913j 0.00158464-0.00173498j -0.00122815-0.00110795j -0.000776124+0.000116743j 0.00162863-0.000286303j 0.000377849-0.000467623j 
-0.000164824-0.000147895j -2.64179e-05-0.0003814j 0.000259244-0.000980426j -0.000525606+0.0010068j 0.000973592-0.00134699j 0.000856252-0.00108348j 0.00160196+0.000371993j 0.000790823-0.000825087j 0.000689994-0.000181084j 0.00363231-0.00108413j 0.000416338-0.000636677j 0.0112329-0.00216254j 0.00413194-0.00220604j 0.00760594-0.000995873j -0.00388825-0.0011835j -0.0130944+0.00253746j 0.0148849-0.00117228j -0.00555496+0.000112958j 0.0124506+0.00176294j -0.00578069-0.00175481j 0.0129352+0.00127864j 0.0110451+0.00314164j 0.00658041+0.00160285j -0.00512848-0.00211095j 0.00326051+0.00047038j 3.37859e-05-0.000848932j -0.00242583-0.000919588j -0.00184591-0.00219988j 0.00130938+0.00108098j -8.78442e-05-0.00045376j 0.00106309+0.0010393j -0.000730485+0.00366448j -0.000397086-0.00350066j -0.000306521+7.90989e-05j 0.00168903+0.00574792j 0.000864965-0.000346812j 0.00060444+0.000425185j 0.000184402-0.00371052j 0.000620007-0.000797287j -6.05466e-06+0.000299294j 0.000467981+0.00154254j -0.00041879-0.000266962j -0.000297443+0.00163814j -0.000388528+0.00207503j 1.72577e-05+0.00162749j 0.000123581+0.000100293j -3.15465e-05-0.000402788j -1.95231e-05+0.000303142j -0.000792978+0.000237397j 0.000603697-0.000514199j -7.50346e-05-0.00150622j -0.00026724-0.000293902j 
