-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
-0.000120829+0.000117367j 0.000423882-0.00119158j 0.000147878-0.000187252j 0.000251734+0.000227684j 9.41299e-05+7.62208e-05j 4.81762e-05+0.000410293j -0.000164624-0.00122492j -8.30781e-05-0.00156332j 0.000644375+0.0015075j 0.000433173+0.000244436j 0.000545619-0.00064351j -0.00145782-2.14619e-05j 4.24433e-05+0.00074326j 1.96637e-05-0.00128837j 0.000457694+0.0015813j -0.000673157+0.000133136j -0.000311159-0.000399669j -0.000291711-0.000234575j -0.000108222-0.000429775j -0.00172662+0.000535076j 0.000398917+0.00281776j -0.000179685+0.00118427j -0.00169466-0.00153218j -6.74299e-05+0.000990538j 0.000108269+0.00224322j 0.00141875-0.00282766j 0.000156558+0.00460526j -5.97632e-05-0.00177268j -0.000473535+0.00140291j 2.15934e-05+0.00139446j -0.000446899+0.00271841j -0.00353541+0.00130147j -0.00113608+0.00305098j -0.00195649+0.00562326j -0.000347711+0.000838269j -2.66528e-05+0.000535409j -0.000331689-0.0026387j -0.00140702+0.00284885j 0.00203585-0.00377333j 0.00449822-0.00788855j -0.00391409+0.00238787j 0.00412358-0.00373584j -0.00913604+0.00734674j 0.0102125-0.000866677j -0.000197598-0.000298738j 0.00173387-0.000669542j 9.99319e-05+0.000113033j 0.00162877-0.000586843j -0.00201274-0.0017935j -0.00231787-0.00110046j -0.00233365+0.000616056j -0.000608664-0.000383587j 
-0.000117488+0.000105741j -0.000114044+0.000226607j 0.000167945+0.000195308j 0.000138122+0.000164737j 8.95793e-05-0.000178902j 0.00019143+0.000138578j 1.57537e-05+0.00021933j -0.00011223+0.000668619j -0.00127857-0.000383633j -0.000772276+0.000846887j 4.16858e-05+6.61424e-05j 0.000269605-0.00016776j -0.00131707-1.59108e-05j -0.000131365+0.000823671j -0.000669642+0.00068431j -0.000270833+0.000526431j -0.000215089-0.000241383j 0.000801396-2.78606e-05j 0.000173177-0.000179311j -0.00123344+0.000372334j 0.000267527-0.000635639j 0.00134139+0.000330808j -0.000478746-0.00027436j -0.00109751-0.00127133j -0.00039358+0.0027058j -0.00193865+0.00130057j -0.00130136-0.000401741j 1.31055e-05+0.000371676j 0.00101257-0.000921214j -0.00157268+0.00232996j 0.00300804-0.00449772j -0.000592199+0.00122482j 0.00262011-0.00157141j 0.000263357+0.000352109j -0.00104914+0.00043455j 0.00109777-0.00140483j 0.000207353+5.99912e-05j 0.00450064-0.00127145j -0.00298801+0.00099576j 0.00604099-0.00184616j -0.00196523+0.000436039j -0.00741902+7.68381e-05j -0.00187136-0.000162591j -0.000935886+9.30872e-05j 0.000754445-0.000232104j -0.00103725-0.000209978j 0.00026843+0.0022644j 0.000748313+0.00120656j 0.00103977+0.000568712j 0.000487655-0.000712433j 0.000283713+0.000551199j 0.000444612+0.000336741j 
0.000139665-0.000344594j 9.66532e-05+0.000126644j -9.83099e-05-5.82325e-05j -0.00023914+0.000192034j 1.34342e-05+0.00019181j -0.000263546+0.000153627j 0.000343361+0.000499755j -0.000759241+1.89616e-05j 0.000695863-0.000490176j -0.000155439-0.00149133j 0.000143235+0.000468417j 0.000238064-0.0005237j 0.000202042+0.000599981j -0.000286396-0.0022713j -0.000180219-0.000742969j -0.000204607-0.00130292j 0.000343804-0.000981742j -0.00025517+0.000191123j -1.89431e-05+0.000582018j 3.07979e-05-0.00140785j 0.000691959+0.000269861j -0.000333193+0.000896563j 0.000403348-0.000409689j 0.000472555+0.00160482j -0.00123213-0.00331666j -0.000241642-0.00137543j 0.000970025-0.000557674j 0.000736522+0.000949121j -0.000436389+0.00129568j 0.000558973-0.00143417j -0.00209229+0.0115321j 0.000332185-0.0020611j -0.00222113+0.00317388j -0.000841498+3.72023e-05j 1.31215e-05-0.000833475j -0.000598494+0.00041277j 0.000494541-0.000195276j -0.00184463+0.00276016j -0.000581707-6.7186e-05j -0.00457736+0.00799183j -0.0026049+0.000978715j 0.0105008-0.00715906j 0.00237544-0.00113243j 0.00094356+0.00102132j 0.000207731+0.000240365j 0.00184165-3.21656e-05j -0.00153655-0.00108991j -0.00314615-0.000294826j -4.99948e-05+0.0012123j 0.000282813+0.00140714j -0.000382795-0.000503926j -0.000357804+4.11882e-05j 
0.000176593-0.000165266j 0.00027017-0.00250832j -5.86038e-05-0.000485828j 0.000226411-0.000349115j -0.000117064+8.15501e-05j 0.000400793+3.467e-05j -0.000725708+0.00187171j -0.00062866-0.00294521j 0.00181765+0.000540571j 0.000610511-0.00102191j 0.000599823-0.0034339j -0.00026646+0.00120025j 0.00142393+0.00103235j -0.0010866-0.000693349j 0.00179083-0.000514401j 0.000104422+0.000396229j -0.000490498+4.37368e-05j -0.000120471+0.000573209j -0.000402323+0.0001074j 0.000849883+0.00172891j 0.00321392-0.000570345j 0.000419578+0.00173672j -0.00125697+0.00137529j 0.000426874+0.0024616j 0.00102294+0.00246213j -0.00144766-0.00454491j 0.00498195+0.000190785j 0.00102814-0.00232546j -0.00267981+0.00543381j 0.00123986+0.00084313j 0.00241773-0.000401698j -0.0018503+0.00222381j 0.00234502-0.000751949j 0.00486146-0.000224408j 0.000934628-0.00039151j -0.00140274+0.00206995j 0.00928076-0.0120991j 0.00114047+0.0015163j -0.00257492-0.0010294j -0.00570472-0.00150736j 0.00278568+0.00321687j -0.00550034-0.00252656j 0.0121973+0.00466543j 0.00327314-0.00650933j -0.00102713-0.00252285j 0.00258083-0.000833375j 0.000116531-8.74545e-05j 0.000241161-0.00260885j 0.000457936-0.00218512j -0.0034373+0.00189207j 0.000378058+0.00127173j -7.18478e-05-0.000725639j 
0.000161511+0.00035538j -0.000151997+0.000893413j 1.78424e-05-1.28223e-05j 0.000400747+0.000357705j 0.000252399-1.29727e-06j 0.00017727+0.000303368j -0.00219935-0.00202802j 0.000214064+0.00164726j 0.00108871-0.00030665j 0.000508108+0.000469623j 0.000873731+0.00157013j -0.000468309+0.000703619j 3.2847e-05+1.72316e-05j -0.000877707+5.78881e-05j 0.00150769+0.000360159j -6.3681e-05+0.000584098j -0.000330501-6.34235e-05j -0.00082489-0.000183992j -0.000487826+0.000166189j -0.000528155+0.00157466j 0.00203579+0.00149076j 0.000387859-0.000783874j -0.00199083+0.000415106j -0.00069099-0.00117631j 0.000980348-0.00149827j -0.000541611+0.000391755j 0.00313568+0.00252508j -0.00147693+0.000685478j 0.00114567-0.00453149j 0.00154261+0.000558323j 0.00143551+0.00327117j 0.000985067+0.0023088j 0.00160024+0.00315354j 0.00493006+0.00669133j 0.000820974+0.00134528j 0.000803424-0.00197128j -0.00439459+0.0134874j 0.00216347+0.00219229j -0.00272444-0.00406947j -0.0066561-0.00877689j -4.65606e-05+0.00579055j 0.00098076-0.00669056j -0.000301888+0.0168674j 0.000651328-0.00922543j 0.00103076+0.000658899j -0.00185595-0.000454428j 0.000226762-0.000311655j 0.000470393-0.000896114j -0.00127891+0.00327937j -0.000830353+0.000889417j 0.00063684+0.00283208j 0.000132212+0.000891743j 
0.000199004-0.000447276j -0.000154477+0.000363954j 0.000253387-0.000136768j -1.24732e-06+0.000124897j -0.000524083-0.000410653j 0.000397383+7.76999e-06j 0.00045746+0.000168273j -0.00063255+0.000845435j 0.000720611+7.43685e-05j -0.000277862-0.00195746j 0.00116056+0.00169432j 0.000465389-0.00129627j 0.000821084+0.00282713j -0.000970182-0.00224231j -0.000747496-0.00168384j -0.00023266-0.00101068j -0.000275758-0.00136156j 0.000756132-0.000101272j -0.000340873-8.3168e-05j -0.00137512-0.000903517j -0.000267885-0.00237716j 0.00184243+0.00153099j 0.00134204+0.000414314j -0.0011046+0.000451501j -0.000274502+0.000588294j -0.00107955+0.00181587j 0.00044559+0.00089548j 0.000820344+0.000770892j -0.000421722+0.00151605j -0.0010754+0.0083041j -0.00213844+0.00664012j 0.00050557-0.000807404j 0.000983212-0.00219944j -0.000517345+0.000613813j -0.00165389+0.00180581j 0.00210105-0.00187425j 0.00190356-0.000917922j 0.006577-0.00690622j -0.00862665+0.00838151j 0.00154832-0.00223337j -0.0109316+0.00816785j -0.00192285+0.000812516j 0.000635404+0.000380642j 0.000670211+0.000285815j 2.2275e-05+0.000330505j 0.00149008-0.000356457j 0.00293005+0.00229386j -0.00354213+0.000451845j -2.30285e-05+0.000684826j 0.000972004+0.000873791j -0.000396067-0.000454267j -0.000461716+6.29201e-05j 
-6.61475e-05-0.000147765j -4.44292e-05+0.000469659j 0.00039689+0.000245838j -0.000313087-0.000806209j 0.000405831+0.000487195j -0.000335285-6.47305e-05j 0.000139969-0.000245664j -0.000684458+0.00045938j 0.000179643+1.93146e-05j -0.00150296-0.00200398j 0.000685331+0.000903285j 0.0013308-0.00078674j -5.29534e-05+0.000417796j 7.47058e-05+0.000746429j 5.01693e-05+0.000694916j -0.000942443-0.00314078j 0.00100673+0.000930639j -0.000387937+0.000135697j -0.00110663-0.00201808j 0.000265709+0.00177882j -0.00106623-0.000203219j -0.000306319-0.00142593j -0.00105864-0.0004794j 0.000502769-0.00123285j -0.000524183-0.00088222j -0.000463139-0.00123543j -0.000516843+0.000133303j 0.000660104+0.00097699j 0.000356052+0.00124434j -0.00140701+0.00843282j 0.00022999-0.00145342j 0.000167875+0.000555572j 0.00844976-0.0162262j -0.0037284+0.00614616j 0.00202501-0.00213379j -0.00426957+0.00588105j -0.000922761+0.00117446j -0.00871426+0.00898066j 0.00876016-0.00950726j -0.00915552+0.00873675j -0.00424296+0.00342714j -0.00380542+0.0030268j -0.00165832+0.00133475j 0.000127898+0.000225408j 0.000143901-0.000178299j 9.56103e-05-4.43628e-05j -0.000621538-6.60046e-05j -0.00107264+0.000700212j 7.71614e-05-3.6497e-05j 0.000701567-0.000116695j -8.575e-05-0.000314258j -0.000138258+8.96752e-06j 
-8.52138e-05-9.6403e-05j -8.79199e-05+0.000145241j -5.79033e-05-0.000143446j 0.000295274-0.000285231j -0.000757268+0.000167776j 9.39979e-05-0.00066569j 3.82284e-05-6.93676e-05j 0.000423656-0.000304694j 0.00018784+0.000496363j 0.000751778-0.000364318j 0.000679767-0.000313848j -0.000470389+0.000126846j 0.00168887+0.000105259j -0.000125194+0.00040644j -0.000695828+0.000218969j 0.0014049+0.000182602j -0.000873562+0.000797021j 5.28256e-05-0.000924952j 0.000202244-0.000216191j -0.000255491+0.00104632j -0.00246758-8.19705e-05j 0.00129137-0.00138685j 0.00120752-0.000615339j -0.000802463+0.00124317j 0.00374691+7.38489e-05j 0.00308561+0.00117025j 0.000703093+0.000753238j -0.000575542-7.61298e-05j -0.000266366+0.000170999j 0.00401885+0.00192093j -0.0045591-0.00191024j 0.000712132+0.000246973j -0.000553135-0.000751252j -0.00141491-0.00172494j 0.00194965+0.00266951j -0.00201171-0.00414446j -0.000735687-0.00273118j -0.00736967-0.0124134j 0.00656767+0.0114624j -0.0073936-0.0117159j 0.00262132+0.00527072j 0.00299466+0.0114797j -0.000603689+0.000408927j -0.000177589+0.000837955j -4.25146e-05+0.000208903j -0.000262208+0.00041266j 0.00399598-0.00298375j 0.00073873-0.000244527j -0.000598128-0.000468052j -0.000557992-0.000687234j -3.88016e-05-0.00012032j -2.63651e-05-5.72359e-05j 
6.27641e-05-1.47048e-05j -7.0904e-05-0.000135574j -0.000293623+7.28591e-05j 0.000342432+8.09498e-05j -0.000151158-1.47053e-05j -3.23865e-05+5.38858e-05j 0.000136428-0.000103307j -0.000138374+6.77211e-06j 0.000544136-0.000244599j 0.000472513-8.04467e-05j -0.000412357+0.000227966j 5.54772e-05+0.000919277j -0.000165423-5.05037e-05j -0.00071105-6.88748e-05j -0.000655364-0.000277005j 0.000844822-0.000124665j -0.000453005+0.000119314j 0.000108825-0.000180346j 0.000991073+0.000307189j -0.000784389-0.000284137j 0.00105714-0.000434191j 0.000399137+0.000318425j 0.000574578-8.53161e-05j 0.000510322+0.000250965j -0.000798591-9.93862e-05j 3.49935e-05-9.21076e-05j 0.000180886-0.000370401j -1.41176e-05-0.00051097j -0.000382743+0.000378083j -0.00240988-0.000825175j 0.00223859+0.00118382j -0.000387841-0.000462009j 0.00572985+0.00994676j -0.00192893-0.00340262j -6.21019e-05+0.0010642j -0.00127912-0.00348802j -0.000445059-0.000145904j -0.000742351-0.00406385j 0.00122222+0.00514365j 0.000156824-0.00307276j -0.00089237-0.00149424j -0.00147344-0.00418045j 4.44601e-05-0.00130585j 0.000323943-0.000606173j -0.000309155+0.000412534j 0.000279687-0.000462751j -0.000887535+0.000512491j -0.000564821-5.00777e-05j -0.00023654-0.000105098j 0.000336069+0.000438542j -0.000228259-5.75346e-05j -0.000228737-1.22094e-05j 
3.39001e-05-0.000137053j -0.000254927-0.000449097j 0.000614405+0.00046585j -0.000125787+7.58845e-05j -0.000124164+0.000287005j 0.000467292+8.49741e-05j -0.000359254+0.000270914j -0.000768589-0.00179767j -0.0018449-0.00330992j 0.0025251+0.00068418j 0.00143912+0.00110175j 0.000909888-0.000141711j 0.00199409+0.000243774j 0.000470292-0.000319519j 0.000999258+0.00133762j -0.00186244+0.00019381j -0.000448783-0.000172019j 0.000733379-9.8552e-05j -0.00161333-0.00125972j 0.000484978+0.000397923j -0.000964923-0.000626906j -0.000154103+0.00115847j 5.17785e-05+1.20395e-05j -0.00119379-0.000719572j 0.0008372+0.000251476j 2.41427e-05-0.000601231j 0.000618528-8.14638e-05j -0.000279965-0.000598826j 9.79613e-05-0.000967326j 0.00231737-0.0126666j -0.000631176+0.00484557j 0.000555794-0.00239295j 0.00767603-0.0191323j -0.00348464+0.0086406j -0.00045876+0.000930087j -0.00104811+0.00386593j -0.000637016+0.000964443j 0.000648048+0.00107859j -0.000692199-0.000588657j 0.00318599-0.00228258j 0.00428433-0.00125317j 0.00495418-0.00344495j 0.00145777-0.00120218j -0.000245777+4.72545e-05j -8.8113e-05-3.87583e-05j -9.22308e-05+0.000139675j 0.00420273+0.000746612j 0.000832439-0.00061853j 3.57688e-05-7.92729e-05j -0.000457424+0.000169488j 0.000135014+0.000133146j 0.000123766-6.16191e-05j 
0.000136436-0.000103323j 5.65297e-05-8.03629e-05j -0.000449674+0.000699338j 0.000704244+5.54305e-05j -0.00037635+0.000190451j 8.84231e-05+3.53046e-05j -0.000238364+2.76603e-05j 0.000749559-0.00101241j 0.00110641-0.00080917j 0.00149308-0.000157218j -0.000908644+0.000853873j 0.000263111+0.00103966j -0.000404414+0.000390339j -0.00155095-0.000196469j -0.0012298+0.000602411j 0.00248365-0.000959891j -0.0012901+0.000254439j -0.000258412+0.000202023j 0.00265422-0.00123021j -0.00237226+0.000262566j 0.000224161-0.000934894j 0.000945095-0.000321824j -4.59108e-05-0.00115834j 0.00157084-2.91165e-05j -0.000298642-0.000347224j 0.00149463-0.000350723j 1.91877e-07-0.000216171j 0.000215209+0.00101706j -0.000263114-0.000459697j -0.00240223-0.00263818j 0.00332776+0.00278157j -0.000253151-0.000211717j 0.0175332+0.0115217j -0.00646951-0.00426589j 0.00105066+0.00134816j -0.00547468-0.00365038j -0.000118212+0.0005602j -0.00609926-0.00673638j 0.00657135+0.00739811j -0.00332836-0.00439305j -0.00111305-0.000790844j -0.000936936-0.00711674j -0.000390825-0.000241328j -6.21745e-05+0.000308101j 0.00093615-0.000434679j -0.000116532-4.56759e-06j -0.000456593+0.000880275j -0.000253727+0.000633549j 0.00144176+0.000855436j 0.000312663+0.000108211j 0.000363858+0.000311723j 0.000421553+0.000147454j 
-0.000349284-0.000334297j -0.000334708+7.43738e-05j 0.000193339-2.14791e-05j 0.000266543+9.53234e-05j -0.000201077+0.000338007j 0.000289409-0.000224739j 0.000531973-0.000187549j -0.00117559+0.000455488j -0.00114059-0.000502753j -0.000724452-0.00147996j 0.000921496-0.000669328j -0.000126183-0.000637664j 0.00194722-0.000782968j -0.00300421-0.000471558j -0.000623544-0.00050525j -0.000547378-6.13351e-05j -0.00148583+0.000158135j -0.000158198-0.000511369j -3.84074e-05-5.67328e-05j -0.00164593+0.000361447j -0.00156811-0.000268911j 0.00222105-0.000461813j -2.9845e-08-0.00109487j 0.00106327+0.000476456j -0.00101819-0.000533288j -0.000366322-4.14721e-05j 0.000428914-0.00104968j 0.00140738+0.000410494j 0.00135047+0.0017741j -0.00391679-0.00117584j 0.0112934+0.005688j -0.00175558-0.00144799j -0.00203698-0.00532053j 0.00133595+0.00258739j 0.00108818+0.000944969j -0.000338591+0.000699832j -0.00199883-0.0017119j -0.00350313-0.00306007j 0.00511563+0.00592229j -0.000808352+0.00165521j 0.00143841+0.00529869j -0.00381705-0.00946774j -0.000366916-0.00305642j 0.000924294-0.000770978j -0.000407415-0.000420856j 0.000456419-0.00168503j 0.00131276-0.00225642j -0.00144706+0.00263852j 0.000765913-0.000150338j 0.00172035+0.000464423j -0.000320499-0.000201029j -0.000222677+0.000106507j 
3.08485e-05+0.000207285j -0.00160814-0.00146138j -0.000848065-0.000302828j -0.00027436-0.000280502j -1.69948e-05-0.000129546j 5.66771e-05+0.000283692j -0.00123357-0.00252822j -0.00200787-0.000858476j 0.00275849-0.000371706j -0.000639046+0.00070301j -0.00421621-0.00199469j -0.00052501+0.0015207j 0.000680636+0.000145254j -0.000415804+1.98141e-06j -0.00103033-0.000981468j -0.000804663-0.000294352j 4.43048e-05-0.000200106j -0.000799543-0.000826469j 8.89575e-05-0.000145189j -0.000578843+0.000459311j -0.000534391-0.00204785j 0.000940972+0.000680458j 0.000543824+0.000665398j 0.00143755-0.000725886j 0.0016998+0.00046005j -0.00232079-0.00180871j 0.000816698+1.43695e-05j 0.000378578+0.00272534j 0.00551268+0.0145768j 0.00539605+0.000734366j 0.000654633-0.00476409j 0.00205461+0.00117743j 0.00640551+0.000395745j -0.000217921-0.00778004j -0.000173415-0.00160564j 0.000283542+0.00115492j -0.00849078-0.0132541j 0.00168003-0.00141146j -0.00143143+0.00164997j -0.00168937+0.00475354j 0.00151241-0.00048588j 0.000645755+0.0035895j 0.000693231-0.00312936j 0.000951787-0.0045314j -0.0022284-0.000882535j -0.00054561-0.00138438j -0.00049174+0.00124679j -0.000136434-0.000844314j -0.00383654-0.00147742j 0.000524168+0.00179038j -0.000406657-0.000140171j -0.0011867-0.000263388j 
0.000103264+0.000482022j -0.000216332-9.8373e-05j 0.000131734-0.000708804j -8.33335e-06-6.66927e-05j -3.06448e-05-9.97786e-05j 0.000234475+9.14397e-05j -0.00228436-0.00298287j -0.00143933+0.000174132j -0.00249351+0.00103853j 0.000981051-0.000661887j -0.00117085-0.00211266j -0.00161579+0.000129554j -0.000590448-0.000122648j 0.000731-0.000360104j 0.000674499-0.000905585j -0.0008911+0.000622386j -0.000390868+5.19051e-05j -0.00107823-0.00170205j -0.000920664+0.000516455j -0.000677+1.41999e-05j -0.00110935-0.000436361j 0.00021888+0.000701963j -0.000180538+0.000337443j -0.0013605-0.000177392j -0.000100359-0.00108265j 0.000760597-0.00109567j -0.000325618+0.00100157j 0.00141828+0.0060531j -0.000799612+0.0121547j -0.00622432-0.00454688j 0.00461561-0.00277869j 0.000762143-0.001687j -0.00390157-0.00724596j 0.00697474-0.0036073j 0.00100394-0.000629885j 0.00112324+0.000765332j 0.0019634-0.00160405j 0.00244473-0.00293907j -0.00244598+0.00236119j -0.00464719+0.000574275j -0.0001633-0.00541333j 0.000150799-0.00425721j -0.00149776+0.00164742j 0.000237352+0.000588143j 0.00156922-0.00201324j -0.0018947+0.00202495j 0.000753098-0.00169467j 0.00153122-0.000776583j 0.000595688+0.000381579j 0.000190597-0.000254616j 0.000742533+0.000170413j 0.00054585-0.000144165j 
0.000539245+0.00012608j -0.000679274-0.000880343j 4.6211e-05+0.000522252j 0.000380906-0.000154514j 2.55295e-05-0.000137813j 0.000171527-4.82141e-05j -0.000544066-0.00010145j -0.000766986-0.00185884j 0.000530354-0.000223582j 0.00408554-0.000358931j -0.00101492-2.23628e-05j 0.0025644+0.000920766j -0.00160862-0.000412017j 0.00180335-0.000447321j 0.00108015-0.000768713j 0.00264029+0.000111277j 0.0010227+0.000196489j -0.000159995+7.48045e-05j 0.000446286-0.000527995j 0.00023846-0.000189208j 0.00141829-0.000418416j -0.000638262+0.000958014j 0.000323211+0.000316973j -0.00144948-0.000274578j 0.00158899-0.000240065j 6.96741e-05-0.0015092j 0.00042801+0.000407894j -0.00284856-0.000391217j -0.00298001-0.000721988j -0.00968606-0.00462304j -0.00768192-0.00220001j -8.58432e-05-0.000467188j 0.00572397-0.000559945j -0.00132356+0.000364636j 0.000413795+0.000232694j -0.00187918-8.7977e-05j 0.0023958+0.000199094j -0.000401546-0.000283126j -0.00114315-0.00241396j -0.00489209-0.00804765j -0.00477412-0.0120589j 0.000376574+0.000929161j 0.00143509-0.000524712j -0.000371457-0.00101586j -0.000867148+0.00347446j 0.000827568+2.81436e-05j -7.78062e-05+0.000518647j -0.00132412-0.00460944j -0.00438278+0.00193257j -0.00116906+0.000185909j -0.00191374-5.63435e-05j -0.00149146+0.000552627j 
-5.39743e-05-0.000306671j -0.00210471-0.000548227j 9.98165e-05+0.000129631j -0.000252461+0.000179871j -4.19056e-05+0.000600236j 0.000101769-0.000608643j 0.00138509+0.00378265j -0.00353684+0.000500695j -0.0013457-0.000653079j -2.75501e-05-0.00144515j -0.00180097+0.00121954j 0.00084946-0.000256114j 0.000532072-0.00108333j -0.000602784+9.53804e-05j 0.00044103+0.000277023j 0.000856137+0.00113003j -0.000263915+0.000685161j 0.000438986+0.00123142j -0.000106223+0.000516802j 0.00178416-0.000338733j 1.82496e-05+0.000512607j 0.00185553+0.000280316j 0.000135936-3.1881e-05j 0.00205391+0.00177942j 0.00224626+0.000548942j -0.00435786-0.000369393j 0.00109817-0.00256753j -0.00197239-0.00588646j 0.00762252-0.00551306j -0.0051368-0.00187197j -0.00211667+0.00178896j -0.00273005+0.00233675j -0.0076305-0.00194025j -0.00307561+0.00277733j -0.000866553+0.000537405j 0.00239735+0.00196181j -0.00992521-0.00708318j -0.00132458+0.00145265j 0.00181346-0.000278468j 0.0025424-0.00272771j -0.00133618-0.00238577j -0.00169177-0.000500033j 0.000388135-0.00686645j -0.000460423-0.00342204j -0.00286593+0.000775102j 0.00180361-0.00239919j 0.000373708-0.00128696j -0.00227051-0.00164724j -0.00205047-0.00161555j -0.000415695+0.00298138j 0.000376659+0.000127441j -0.000719916-0.000397555j 
-0.000262974-0.000253912j -0.00118164-0.00106944j -0.000243475+8.70843e-05j -0.000271531-0.000229574j -1.72674e-05+0.00013697j -0.000107865-0.000188055j 0.00216614+0.00095127j -0.00118053-0.00135344j 0.00171262-0.000802741j -0.000357653+0.000274996j -0.00171759-0.000401377j 0.000339934+0.000198741j 0.00115625+0.000262097j -5.62207e-05-0.000194028j -0.00083766-0.00011753j -0.000120311-0.00112552j 0.000275688-1.89775e-05j 0.0010042+0.00103826j 0.000335516-0.000903856j 0.000214386-0.000293741j -6.30395e-05-0.000508337j 0.000497717+0.000269918j 0.000497325+0.000445229j 0.0026564+0.000807172j 0.0019166+0.00154819j -0.00210376-0.000709209j -0.000230982-0.000947867j -0.00399231-0.00573518j -0.00124376+0.000593764j 0.00609461+0.00158604j -0.00113868+0.00280776j -0.000761174-0.000284651j 0.00496714+0.00364685j -0.00312022+0.00384434j -0.000488335+0.000639625j 0.000340212-0.000389982j -0.00677818-0.00224574j 0.000292894+0.00247415j 0.00037056-0.00144218j 0.0025358-0.00120272j 0.00198665+0.00200139j 0.00152865+0.00433989j -0.000533129-0.00608644j 0.000585001-0.00427666j -0.00182018+0.00381837j 0.000379215-0.00356865j -0.000236185+0.00125221j -0.00191161+0.000483524j -0.00406629-0.00170333j 0.0006083+0.00213199j -0.00153186+0.000271487j -0.00151766+0.00026073j 
0.000493412+7.25943e-05j 9.85433e-05+0.000411772j -0.000660172+0.000257696j 1.7717e-06+0.000298524j -5.33011e-05-3.42815e-05j 0.000219469+0.000125752j -0.00414827+0.000647557j 0.00180666-0.000723235j 0.00233043+1.12807e-05j 0.00121554+0.001496j -0.00202441+0.00178334j 0.000489689+0.00118857j 0.00115239+0.000167014j 0.000113288+0.000256096j -0.00106293-9.51267e-05j -0.000586405+0.000515229j -0.000194757+0.000209122j -0.00140911+0.000295896j 0.00015273-0.000237745j -8.29557e-05+0.000246316j -0.000598646-9.60939e-06j -0.000566038-7.32154e-05j 0.000559612+0.000221175j -0.00106602-0.00075519j -0.000486189-0.000753664j 0.000294778+9.93069e-06j 0.00066231+0.0010195j 0.00591336+0.00313683j 0.0101377-0.001096j 0.00259095-0.00211326j -0.00418205-0.0039831j 0.00219248+0.00281396j 0.00231778-0.00178765j -0.00529431-0.0055876j -0.0010417-0.00136901j -0.000326564-0.000891005j -0.00344547-0.0012017j -0.000999162-0.00271433j 0.000144892+0.00123666j 0.0023088+0.00373764j -0.00115154+0.000411404j 0.00246936-0.00115069j -0.000524895+0.00582015j -0.00122928+0.00381785j 0.001179-0.0103575j -0.000913637+0.00591615j -0.000201834+0.00103792j 0.00462613-0.00118106j 0.00934453-0.0041855j -0.00212029+0.00118057j 0.00702691-0.000179j 0.00415217-0.00273735j 
0.000360602-2.25271e-05j -5.23009e-05-0.00106995j -0.000228229+9.92935e-07j 0.0002155-0.000304111j -0.000104626-0.000108758j 0.000352923+1.04748e-05j -0.00464595+0.000652054j -0.000923563-0.000701607j -0.000181775-0.00070379j 0.000228909-0.00131591j -0.00150206-0.00102234j 0.000367335+0.00166991j -0.000505259+0.000520999j 0.000213205-0.000781017j -0.000896099-8.88346e-05j -5.44553e-05+0.000981256j 7.68194e-05-0.000152102j -0.00188858+0.00136913j -5.04415e-05+0.000647397j -7.80555e-05+0.00210469j -0.00160903+0.000820735j 0.000313603+0.000980661j 0.000311509+0.000262216j -0.00174166+0.00225965j -0.00144829+0.00190864j -0.000241508-0.00316814j 0.00152942+0.000875875j 0.00635525-0.00403725j 0.00858949+0.00629998j -0.0014285+3.74264e-05j -0.00219006-0.00348132j -0.00303493-0.00706738j -0.0031192-0.00253209j -0.00337093-0.00301362j -0.00069543-0.00026171j -0.000167712+0.000534129j -0.000105892-0.000843533j -0.00204772-0.00112328j 0.00177651+0.00183584j 0.00269872+0.00254002j -0.000171532-0.00234729j -0.00230774+0.000495716j 0.00450177-0.00189049j 0.00186842-0.00498816j -0.00278335+0.00682392j 0.00189598-0.00175587j 0.000100802-0.000317088j -0.00261992-0.00134879j -0.0062888+0.00414431j -0.000272767-0.0021526j -0.00594827+0.00108983j -0.00298812+0.0024071j 
