-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
-0.00041608+0.000626928j 0.000906177-0.000630758j 0.000674064+0.000178574j 0.00323538-0.00173845j 0.0027019+0.00197869j -0.0010417-0.000794158j -0.00625843-0.004411j -0.000736385-0.000542878j -0.00141773-0.00127785j -0.00351631-0.00161491j -0.00111266+0.00116033j 0.00157015+0.001662j 0.000333678+0.000926886j 0.00173672+0.00112992j -0.000297211-0.000406266j -0.00109109+0.00132081j -3.96557e-06+0.00131828j -0.0016159-0.000253794j -0.000485797-0.0018643j 0.00339822+0.00139586j -5.50463e-05+0.00316144j 0.00373228-0.00228713j -0.00315144-0.00763805j -0.00139973-0.00318196j 5.12973e-05+0.00476124j -0.00273504-0.00493045j 0.00199985+0.00674633j -0.00155121+0.00761017j 0.00052331-0.00495733j 0.000571473+0.00252155j -0.000380434+0.00475592j -0.00289309+0.00267127j 0.00493651-0.0035534j -0.00172358+0.00341574j -0.0024824+0.000195987j -0.00118294+0.00539021j 0.000470681-0.00300884j 0.0014566-0.000170814j -0.000510354+0.00233765j -0.000523268+0.00179022j 0.00154869+0.00170234j -0.00147755+0.000696536j -0.00133392+0.000304041j 0.00141522-0.000170543j 0.000471857-0.000514017j -0.00115678+0.000411159j -0.00055742-0.000803267j 0.0024269+0.000234377j 0.000653403+0.00072362j 0.000738549-0.000501778j 5.73212e-05+0.000175075j 0.000616415-0.000238244j 0.000667019+0.00108522j -0.000510068+0.0013585j -0.000265194-0.00196071j 0.000742204+0.00125863j -0.000556435+0.000175702j -0.000215062-0.000678428j -0.000875184-0.000832658j 0.000797025-0.000140829j 0.000327841-0.000376062j 0.000382848-7.94719e-05j 0.000182609-0.000211646j 0.000251154+0.000188743j -0.000238938-0.000145295j 0.000563793-0.000246126j 0.000529159+0.000425477j 0.00075721-0.000683937j 3.65751e-06+0.000578842j -0.000338324+3.7479e-05j 
0.000679743-0.000301871j -0.000763156-0.000545845j -0.000370426-0.00114751j -0.00169525+0.000947745j -0.00238532-0.00129246j 0.000272694+0.00107796j 0.00114122+0.00509493j -0.000617648-0.000421032j -0.000253498+0.000425856j -0.00192593+0.000183427j -0.000245312+0.000567523j 0.00014976+0.000796315j 0.00208789+0.000918049j 0.000901566-0.000528314j -0.000113501-0.00150236j 0.00261185-0.000693214j -8.35226e-05-0.000411731j -0.00169814+0.000870044j 0.00128414-0.00173204j -0.00502738-0.00284792j 0.00533644-0.00576477j -0.0103686+0.00871487j 0.00910193-0.000956036j -0.001568+0.00217932j -0.00108746+0.00568519j 0.00667914+0.000952776j -0.00386273-0.00480217j -0.00314074+0.00679615j 0.0059206+0.00329289j -0.00516079+0.00295927j 0.00151516-0.00665841j -0.00702821+0.00267098j -0.00783793+0.00559196j 0.00295504+0.000117602j 0.00619532-0.00575743j -0.00191461+0.00199049j 0.00204765-0.000269959j -0.00454868+0.00272512j -0.00130408+0.00296791j 0.00317723-0.000586746j -0.00122023+0.00143789j -0.000503442+0.00131001j 0.000724921+9.38857e-05j -0.00105888-0.0026492j 0.000393064-0.00156948j 0.000871559+0.000996169j 0.000262302-0.000277981j -0.00232366-0.00347859j -0.000802714+0.00052298j -0.00221035-0.00179573j 0.000205522+0.000449722j 0.000142158-0.00285756j 0.000287712-0.00214819j 0.00253014+0.000360609j -0.00302159-0.00168327j 0.00030619-0.000159624j -0.000878882-2.05505e-05j 0.00198306-0.000453203j -0.000667952+0.00032515j 0.000631856-5.88119e-05j -0.00138421+0.000451915j -0.00077919+0.000452806j 7.60319e-05-0.000205518j -3.47291e-05-0.000325882j 4.9823e-06+0.000283442j -0.000588458+0.000591199j 0.000847693-0.000301081j -0.000576845-0.000171077j 0.000751024-0.000491767j -7.17345e-05+2.15351e-05j 
0.0001989+0.000592402j 0.000232228+0.00040173j 0.000201999-0.000917046j -0.0002923-0.000580275j 0.000539366-0.000684418j 0.000542865+0.000169302j 0.000178416+0.00103462j 0.00105545-0.00078255j 0.000275673-0.00207594j 0.000201971-0.00172756j -0.000761393-0.00262056j -7.47391e-05-5.46504e-05j -0.000397392+0.000481922j -0.000829948+0.0019168j -8.06208e-07+0.000563553j -0.00066203-0.000297879j -0.00159618+0.000243304j -0.00119407-0.0023243j 0.00177336+0.00638259j -0.00541602-0.00377589j 0.000121716-0.00494029j 0.00051099+0.00855373j 0.00427662-0.00119897j 0.00372582-0.00262095j 0.0015601+5.74715e-05j 0.0018642-0.00218241j -0.00461015+0.010437j 2.0368e-06-0.00341039j 0.00234946+0.00364238j -0.000841886+0.00191563j -0.00132737-0.00324097j 0.0026917-0.010967j -0.00138306+0.00126433j -0.000196608-0.000296703j -0.00117178-0.00333348j -0.00123072+0.000774822j -4.75297e-05+0.0063261j 0.000285511+0.00703115j 0.00251039-0.00535472j -0.00035191+0.00115434j -0.000606897+0.000533871j 0.000751356+0.000799026j -0.00207184-0.00056916j 0.00025877-0.00203407j -0.00122152+0.00414065j -0.00117451-0.0002839j 0.00114505-0.00192891j 0.00026072-0.000227941j 0.000107223-0.00242297j -0.00202683+0.00374669j -0.000232173-0.000118511j 0.00144322-0.00120667j -0.00101413+0.0010662j -0.00101634+0.00133954j 0.00270088+0.00255718j -0.000886255+0.00225982j -0.000366498+0.00072391j -0.00204716+0.000566634j 0.00152756-0.00176141j 0.000488411+0.000881337j -4.594e-05-0.00137686j -0.000518772+0.000441396j 0.00028055+0.000521008j -2.52783e-05-0.000145888j -7.37957e-05+2.77905e-05j 0.00104828-0.000635561j -0.000247171+0.00074065j 0.00115822+0.000125836j 0.000133832+0.000653234j -0.00051165-1.06604e-05j 
0.000250726-0.00121389j -1.79358e-05-9.90948e-05j 0.00236664+0.00129512j -0.00216763+0.00206546j -0.00171234-0.00198819j 0.000491521+0.00075396j -0.000400705+0.000981589j 0.00040207-0.00019747j -0.000292987+0.000215423j -0.00144164+0.00204194j -0.000496508-0.00119424j -0.000682745-0.000727693j 0.000615673+0.000608j -0.00100984+0.00183478j 0.000792795+0.000498019j 9.24887e-06-9.07743e-05j -0.00526568-0.00549637j 0.00364739+0.0010762j 0.00325159-0.000911416j -0.00886353+0.0147315j -0.000125858-0.0011563j 0.00178619-0.00987389j 0.00292099+0.00595428j 0.00614723-0.0159912j 0.00517324-0.00258477j 0.0031607-0.00633304j -0.0027473-0.00617863j 0.000195424-0.00212928j 0.00587984+0.00296005j -0.0011309+0.0032792j 0.00282002-0.00311877j -0.00050303-0.00114029j 0.000333171-0.00288309j 0.00133335-0.00100563j -0.00518958+0.00141739j -0.00302754+0.000317931j 0.00571858-0.00298341j 0.000773156+0.00141952j 0.00418818+0.000548713j 0.00482729+0.000207546j -0.00294147+6.07038e-05j 0.00355723+0.00310925j -0.000371603-0.00118355j -0.00287961+0.00327109j 0.00172219+0.000960136j -9.4613e-05-0.00118198j -0.000392312+0.00248806j 0.00209435-0.00207481j -0.00111887+0.000392096j -0.000382097-0.00161854j -0.000366282-0.000148746j 0.00138527+0.00445153j -0.000461701-0.000468461j -0.000419109+0.000946125j 0.00444948+0.00277681j 0.000132588-0.0022379j -0.00123776-0.00109183j 0.000375787+0.00120922j -0.0029765+0.000631642j 0.00181134-0.000410772j -0.00121829+0.00131976j 0.00051869+0.000913077j 3.14542e-05+0.000865807j 0.000403043-0.000264292j -0.000374357+0.000245764j 0.000895456+0.00134947j 0.00137444+2.79933e-06j 0.000770509+0.0008325j -0.000594674-0.000612306j -0.000373599-0.000449551j 
-0.000594563+0.000380014j 0.00152+0.000437447j 0.00421105+0.00209084j 0.00238825-0.000354499j 0.0027115+0.00129158j 5.74563e-05-0.000589333j -0.00199888-0.00149939j 0.000269407+0.000747971j -0.00169773+0.000257068j 0.00139625-0.00188827j -0.00107401-7.12942e-07j 0.00130915+0.000723577j -0.000751708-0.000773714j 0.00277641-0.00235005j -0.000596676-0.00123041j 0.000575397+0.000536044j -0.000841069-0.000248275j 0.00613085+0.00428504j -0.00302316+0.00290796j 0.00932766+0.00898145j 0.001477-0.000879132j 0.00139694+0.00203815j -0.00428409-0.00194765j 0.00033361-0.00102793j 0.000830679-0.00425976j -0.00197586-0.00536581j 0.00715316-0.00404889j -0.00327691+0.0030853j 0.000195459-0.00116198j -0.00136443-6.77622e-05j 0.00208033+0.00442146j 0.00100197+0.00696819j -0.00808555+0.00306084j -0.00397267-0.0012604j 0.00227195-0.00291614j -0.00235813+0.00019339j -0.00441064+0.00538008j 0.000614405-0.00110019j 0.00148711-0.00148987j -0.000589308-0.00423745j -0.00201838-0.00478336j 0.000808539+0.00280677j 0.000801557+0.00436756j 0.00126932+0.000278182j 0.00135948+0.00146654j -0.00236683+0.000901643j 0.000639466+0.000749318j -0.00149596+0.00136684j 0.00210489+0.00127121j 0.00113596+0.00185694j 0.000109896+3.31828e-05j 0.000843613+0.000333939j 0.000406627+0.000277875j -0.00221769-0.000662965j -0.000243914-0.00134041j 0.00127439-0.00295018j 0.00160832+0.000185919j 0.000104092+0.00149278j -0.000973964-0.000104124j 0.000281652+0.00200255j -6.8357e-05-0.00158579j 0.000319309-0.000803666j 0.000194544+0.000522204j -0.000188982+0.000350137j 0.000116426-0.000502417j -0.000270232-0.000707825j 0.000746027+0.000783134j 0.000735275-9.83004e-05j 0.000480256+0.000996073j -0.000297168-8.24318e-05j 
0.000473788-0.000330869j 0.000579731+0.000900358j -0.000599189-0.00103037j -0.00160785+0.00343883j -0.00208086+0.00294255j 0.000521156+0.000669331j 0.00377577-0.00206271j -0.00169105+0.000176494j -0.000559886-4.83676e-05j -0.00134049-0.000859303j -0.0012486-0.000685682j -0.000336479+0.0015054j 0.000696519-0.000576508j 0.000248694+0.000326128j -0.000548581-0.00115776j -6.1457e-06-0.00115914j -0.000137046+0.0059384j 0.00915508+8.26584e-05j 9.20262e-05-0.00452945j -0.00854753+0.00862188j -0.0136808-0.00483598j 0.0019202+0.00522512j 0.00573302-0.00914951j -0.00112515+0.000502518j -1.4505e-06+0.000818879j -0.000633659-0.00254176j -0.0049516+0.00725215j -0.001918+0.000418369j 0.00105321-0.00640206j -0.00156729+0.00110291j -0.000205374+0.00323945j -0.00198245+0.00248758j 0.00129668+3.548e-05j 0.00366789-0.000823378j -0.00133249+0.00376052j -0.00215621+0.000502917j 0.00274085-0.00500928j 0.00018387-0.00379741j 0.000514276-0.000387639j 0.000456081-0.000585658j 0.000944368+4.61275e-05j -0.00124701+0.000313488j 0.000110055+0.00285939j 7.09554e-05+0.00264191j 0.00221006-8.26095e-05j -0.00113886+0.000155181j -0.00164394-0.000649477j -0.00264146-0.000557236j -0.00131556+0.00291886j -0.000809632+0.00274166j 0.000112484-0.00010938j 0.00349229+0.00234297j 0.00151347-0.000886988j -0.00175133-0.00260801j 0.000242428+0.00234273j -0.000248245+0.0012916j 0.000629239+2.47603e-06j 7.29106e-07+0.000353601j -0.000772557-0.00120947j -0.000999966-0.00237794j 0.00234624-0.000334899j 0.00139823+4.84316e-05j -0.000354871-0.00134479j -0.000417346+0.000226668j 0.000500023-1.24601e-05j 0.00113607-0.000773528j 0.000684195+6.49227e-05j 0.00140597-0.00103471j -0.000891251+0.00126723j -0.000451043-1.65186e-05j 
0.000754019-0.000185387j -0.000235776-0.00099054j 0.000409063-0.00214875j -0.00494898-0.000962168j -0.00247324-0.00437611j -0.000500563+0.000628725j 0.00293867+0.00406938j -0.00146564+0.0012821j 0.000232175-0.000251692j -0.00192047+0.00022865j 0.000563653+0.000529864j -0.00147891-0.00026208j 0.00182306+0.00111003j -0.00129845-0.00240132j 0.00145553-0.000802096j 8.30231e-05+0.00323317j -0.000895126+0.00135472j 0.0071621+0.00144699j -7.3954e-06-0.000286172j -4.84329e-06-0.0125j -0.00240275-0.00377699j 0.00112484-0.00224657j -0.00151074+0.00540886j -7.40228e-05+0.000968068j -0.000299434+0.00221458j -0.00217473+0.00472197j 0.00149818-0.00513263j -0.00111311-0.000468822j -0.000582645+0.00241429j 0.00198361-0.00174186j 0.000760515-0.00377493j 0.00134021-0.000574789j 0.00016736-0.000814183j -0.000727016+0.000696784j -0.000248419-9.83524e-05j 0.000669144+0.00128735j 0.000455342-0.000902529j 0.000212514-0.000284097j 0.000239923+0.00389699j 0.000607614+0.000898246j 6.9727e-05-0.000715946j -0.000238903+0.00345775j -0.000669177+0.000600191j 0.000427242-0.000988116j 0.00128941-0.000831962j -0.00119054+0.000943232j 0.000363911-0.000421057j 0.00185312-0.00018156j -0.000356732-0.00313217j -0.000614028-0.00143411j 0.00012403-2.61968e-05j 0.00261228+0.000545358j 0.00148633-0.000366487j -0.00139499+0.00051211j -0.00288599-0.000502029j 3.10098e-05-0.00066103j -0.00106989+0.000246996j 0.00160916-0.000594658j 2.46223e-05-4.8457e-05j -0.00109914-0.000333808j 0.000446319+0.000222057j -0.000917751+0.000477776j 9.00955e-05-0.000794555j 0.000427171-0.000115604j -0.000466157+7.88046e-05j -0.000698474+0.000475408j 0.000316208+1.31439e-05j -0.000431225-0.000408039j 0.000239123-0.000143293j 0.000128399-9.52191e-05j 
-0.0011138-0.00129306j -0.00100243+0.000950598j -0.00357932+0.00187176j 0.00171467+0.00319916j -0.00278591+0.000628932j 0.000815436-0.00115565j 0.00346836-0.00202138j -0.000491887+0.000246845j 0.0013202-0.000268775j 0.00167014+0.00123397j -0.000652254-0.000339197j -0.00125246+0.000669823j 0.000174843-0.00103521j -0.00105444+0.00144973j -0.00010539+0.000206459j -0.000337572-0.00141002j -0.00193054-0.00584677j -0.0125154+0.00358615j 0.00119954-0.00552702j 0.00154843+0.000758509j 0.00981126+0.00874603j -0.000722473+0.00427052j 0.00056062-0.00099101j -0.000923418-0.000836342j 3.17462e-05-0.00259131j 0.00224784-0.00515682j -7.17856e-05+0.000259633j 0.0012237+0.000511287j 0.000863158+0.0014728j 0.000322257-0.0021934j -0.000981339-0.000431813j -0.00121604+0.00357173j 0.00126481+0.00122516j 0.00104666+9.49149e-05j 0.000380847+0.00258015j -0.00129877+0.000614212j -0.00057491-0.00075335j 0.00220707+0.00367203j 0.000348439+0.00299842j 0.000459207+0.00389319j 0.00292915-0.000117636j -0.00821928+0.00089537j -7.12019e-05-0.00251586j 0.000332793+0.00423173j -0.0027483-0.00255493j 0.00353778-0.00109997j -0.00297275-0.000374698j -0.00128877+3.93428e-05j -0.000796594+0.00212395j 0.00080401-0.000678405j -1.36201e-05+5.535e-05j -0.00186199-0.000852356j -0.00199653-0.00233228j 1.44534e-05-3.06578e-05j 0.00108922-0.00122212j 0.00420834+0.00224462j -9.74366e-05-0.000231988j -0.000868985-0.00767743j -0.00251967-0.00318107j 0.00271197+0.00606904j 0.00176703-0.00280437j 0.00322489-0.00267236j -0.000645567+0.000653938j -6.03271e-05-0.000132248j 0.000357665-0.000114111j 0.0024055+4.19366e-05j -6.58133e-05-0.000419434j 0.00165675-0.000862932j -0.000247396+0.00156841j -0.00080423+0.00042935j 
0.000655362+0.000172957j -9.47085e-05-0.000820234j -0.000389998-0.00205576j -0.000800954-0.0011003j 0.00138011-0.000342084j -0.000305018+0.00108848j -0.001789+0.0017337j 0.000713472+5.55108e-05j -0.000375004+0.000844661j -0.000815846+8.01729e-05j 0.000316017+0.000517352j 0.00104304-0.00101759j -0.000486187+0.000366979j 0.00019448-0.000799164j -0.00115397+0.00053615j 0.000566046+0.000359382j 0.000501431-0.00051647j 0.00251243-0.00535463j 0.00318408+0.00461721j -0.00226346-0.000425384j -0.00556523+0.00143735j 0.00323906-0.000449714j 0.00103553+0.00370804j -0.0021821-0.00218438j 0.000984093-0.000932598j -0.000347015-0.00163465j -0.00105657-0.00395193j -0.001323+0.00092767j -0.00168315+0.00279179j 0.000874483+0.00105809j 0.00279703-0.00142622j 0.00157263-0.00173941j -0.00400335+0.00506363j -0.00190646+0.0021961j -0.000411992-0.00355095j -0.00238293+0.000326549j -0.00424967+0.00631873j -0.000492164+0.00224175j 0.000855684-0.0019874j 0.00265543+0.00106313j 0.00202692+0.00244817j -0.00204219+0.000686759j 0.00348769+0.00137387j -0.000134468+0.00262122j 0.000104078+0.000248006j 0.0033245+0.00299638j -0.00524775-0.00286468j 0.000628232-0.000500697j -0.000257652-0.00269005j 0.003202+0.0012952j -0.000166234+2.48696e-05j 0.00429596-0.00286017j -0.000875067-0.000851972j -0.00265256+0.00252409j 0.00150134-0.000373078j 0.00606628+0.00152973j 0.000810755-0.000379553j -0.00296799-0.00491587j -0.00418451-0.00420201j 0.00515983+0.0054552j 2.52323e-05-0.00682207j 0.00301837-0.00294906j -0.00129103+0.000364142j 0.000448717-5.70327e-05j -0.000309013-3.18711e-05j 0.00273166-0.00152019j 0.00183182-0.000162223j 0.0023456-0.00366197j 0.00166608+0.00284865j -0.00165703+0.00099653j 
-0.000734895-0.000755181j -0.0002199+0.000966208j -7.60551e-05+0.00158449j 0.00195765+0.00310975j -0.000142952+0.00167692j 0.00125382-0.000238888j 0.00170694-0.00207257j 0.00125871+0.00101002j 0.000389929+1.438e-05j 0.00387271+0.000151279j -0.000490918+0.000658563j -0.000901986+0.000396445j -0.00179919-0.000306174j -0.000639981+0.000207812j -0.000293831+0.000590439j -0.00257527+0.00145897j 0.000730263-0.00324017j -0.00188824-0.000408498j -0.00118269+0.00144708j -0.00119648+0.00384007j 0.00169727-0.000729784j -0.000114353+0.00445243j -5.45122e-05-0.0015273j -0.000914994-2.32898e-06j -0.000733637-0.00121401j 0.0013172-0.00344404j 0.000877815+0.00319433j 0.000543068-0.00182363j 0.00160773-0.00149302j -0.00155914-0.000581884j -0.000791634+0.00224636j -0.0020971+0.000344564j 0.00113995-0.00235481j 0.00129756-0.00137469j -0.00110034-0.000931704j -0.000740354-0.00191914j 0.000246206+0.000477033j -0.00216734+0.00352903j -0.000131276-0.00065326j 0.00359641+0.00145439j 0.00375324+0.000568989j 0.00186075+2.59757e-05j -0.00289794-0.00559433j -0.000488658+0.000647691j -0.00243456+0.00271439j 0.00111609-0.00444753j 0.00212659+0.000273133j -0.00164838+0.000352387j -0.000624163+0.00206315j -0.000680973+0.00104457j -4.56162e-05+9.20902e-05j -0.00231211-0.000553263j -0.00250716-0.000444898j 0.000439471-0.00103041j 0.000141682-0.00209156j 0.000600352+0.00127933j 9.08441e-06+0.000671098j -0.00130739+0.00025064j 0.00174893-0.000182195j -0.000987758+0.00303682j 0.000214597+1.32276e-05j -0.00161487+0.00053668j -0.000144821+0.00125079j -0.000440576-7.62952e-05j 0.000642763-0.000148933j -0.000918605+0.00100023j -0.00253178+0.000926398j -0.000878334+0.00233681j -0.000471736-0.000952894j 0.000869355-0.000616303j 
0.000523587-0.00137071j -0.00021162-0.000938054j -0.00133632-0.00186541j -0.00103191+0.00462065j -0.00164628-0.000771062j 0.000137927+0.00100323j 0.00123081-0.000563009j -0.000804161+0.00253707j -0.000591687+0.00132417j -0.00130919+0.00304672j -0.00078763-0.000332789j -0.000144803+0.000801449j 0.00123818-0.0017688j -0.000488223-0.000464222j -4.00154e-05-0.00259989j 0.00147784+0.000777731j 0.00508572+0.00371614j 0.00232595-0.0153151j 0.000240717+0.000502101j 0.000631165+0.0049842j -0.00930789+0.0130367j -0.000632248-0.0018108j -0.00165841-0.00324542j 0.000669786-0.00168744j 0.00220997-0.000798632j 0.00138035+0.00424457j 0.002953+0.00374775j -0.00156021+0.00173095j -0.00086431+0.00144882j 0.00100374-0.000219422j 0.00084299-0.0019813j -0.00141229-0.00292961j -0.00314269+0.00101114j -0.000275242-0.00163482j 5.60564e-05+0.00118003j -0.00117202+0.00101097j -0.00210642-0.00141111j -0.00258743-0.00151685j 0.00129677-0.00112277j -0.0024092-0.0011853j -0.00407805+0.000377643j 0.0016706-0.00201066j 0.0026906-0.00288886j 0.00198236-0.00460115j 0.000112962-0.0038098j 0.000815191+0.00331294j 0.00347699-0.00138846j -0.000720776-0.000459637j -0.00318866+0.0012002j 0.00230281+0.000952638j -0.000184749-0.00015206j -0.00109816-0.00626915j -0.000635295-0.00480549j 0.00154081+0.00330553j 0.00260688+0.00142191j -0.00128318+0.000873175j -0.000236272-0.000630665j 0.00390904-0.00218357j 0.00093827+0.000322608j -0.00585843+0.00330427j 0.0003155-0.000475517j -0.000617572+0.000530101j -8.08104e-06-0.00015697j -0.000158943+0.000111592j 0.000433022-7.10152e-05j -0.0031624+0.00158425j -0.00181533-6.12919e-05j -0.00310441+0.00186668j -9.75953e-05-0.00106336j 0.00145808-0.000510444j 
0.000666246+0.000678472j 4.32573e-06-0.00021812j -0.00140317-0.000545713j -0.00100544-0.000572592j 3.34434e-05-0.00147151j -0.000116135+1.38293e-05j 0.000102883+0.0013203j -8.45131e-05-0.000659877j -2.28735e-05-0.000153781j -0.00091062-0.000642525j -1.04976e-05-6.99165e-05j 0.000215222-0.000304436j 5.61896e-05+0.000751178j -0.000180518-0.000177804j -0.000727509-0.000306905j 0.000282014+0.00101958j 0.000969162+0.00290668j 0.00139626+0.000659971j 0.000642978-0.000338866j -0.000200088+0.000865844j -0.00300796-0.00321902j 0.000597479-0.00335583j 0.000724766-0.000853408j -0.00380555-0.00107382j -0.00159786-0.00125954j -0.00219545+0.00134586j -0.00407737-0.00146105j -0.00113149-0.000279858j -0.000398631-0.00208243j 0.000385417-0.00118835j 0.00197532-0.000976463j 0.0034683-0.000570179j -3.8645e-05+0.00279637j -0.000220966-0.000182744j 0.000854702+0.000428407j -0.00264615+0.00201498j -0.00302878+0.000189157j -0.000858992-0.00356774j 0.00284868-0.00171664j 0.00276986-0.00302047j 0.00233773+0.00190491j -0.00204949-0.00208115j 0.000506653-0.000519041j 0.00103592-0.00717956j -0.000635904-1.32001e-05j -0.00179106+0.00012528j 0.00287774-0.00555108j -0.000496253-4.37694e-05j -0.00177676+0.000578921j 0.00319569-0.000230616j -1.02719e-05-1.92562e-05j -0.000747567+0.00236941j -0.00273895-0.00040726j 0.00227201+9.864e-05j -0.000584593+0.000627634j 0.00694718+0.00676511j 0.000619649+0.00105382j -0.00172023-0.00137383j -0.00185091-0.0015031j 0.00321086+0.00479036j -0.00119444-0.00834379j -0.00351523-0.000344334j 0.00143377-0.00251727j 2.87953e-05+0.000455686j -0.000187382-0.000684572j -0.00575352+0.000685479j -0.00297944+0.00522847j -0.000873763+0.00013375j 0.000199962+0.00126539j 0.00251803-0.00171894j 
0.000436721-0.000452946j -0.000259005-0.000223629j -0.000835921+0.00135873j -0.000519039+0.000123739j -0.000230532+0.000758014j -7.37321e-05-3.5262e-05j -4.89466e-05-0.000274128j -0.000654588+0.000516487j 0.000111701-0.000910854j -0.00213641+0.00162402j -0.000327451-0.000496886j 0.000297871-0.000155136j 0.000602411-0.00104541j -0.000691796+0.00061014j -0.000560315+0.000777509j 0.000149751-0.00360922j -0.000495173-6.49459e-05j 0.00114145+0.00151317j 0.000431007-0.000372203j 0.00160001-0.00181422j -0.000403974+0.00343832j -0.00107863+0.00259385j 0.00130187-0.000151808j 0.000501347+0.00128901j -0.000246484+0.000317889j -0.00229282+0.0016931j -0.00144343+0.00296329j -0.00155121+0.00183885j -0.00157895+0.00311466j 5.16405e-05-0.000591107j -0.000350335-0.00116938j 0.00042284-0.00086513j 0.00194985-0.0015741j 0.000383851-0.000201498j -0.000418636+0.000587417j -6.65494e-05+0.00204551j 0.00157162+0.000409945j 0.00324608-0.00456616j -3.03533e-05-0.00227225j -0.00872404+0.00547702j -0.00643811+0.00525287j -0.0113377+0.00314842j 0.00232209-0.000619466j 0.000347501-0.000903114j 0.00110801+0.00021264j 0.000919441-0.000191669j -0.00154022+0.000270363j 0.00014025-1.62759e-05j 0.000292137-0.000718432j 0.000509205+0.00025328j -0.000140368-0.000183882j 0.00246376-0.0020164j 0.0012559-0.000897051j -0.00238524+0.00120593j 0.00313689+0.00256074j 0.00233986-0.000607622j -8.59522e-05-0.000467117j -0.00146184-0.000674698j -0.00361374-0.000448309j -8.62214e-05-0.0024472j -0.00353688-0.00148558j -0.000714641-0.000176398j -0.00128335-0.000370981j 0.000232434+6.78284e-05j -0.000126292+2.58448e-05j 0.000180517+0.00026108j 0.00112789-0.00011663j -0.000744768-0.0012803j 0.00120371+0.00066265j -0.000441823-0.000112145j 
