-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
-0.000384957-7.31052e-06j -0.000101171-0.00223258j 0.000547806-0.000487739j 0.00282603+0.00151182j 0.00201718-0.00397573j -0.00150651-0.000498424j -0.00336747+0.000393734j 0.000565065-0.00294786j -0.00115871-0.00554426j -0.00854478-0.0014068j 0.00201254-0.00116934j 0.00212319+0.000109432j 0.00122473+0.00611656j -0.00634359+0.00192258j 0.0015022-0.00502709j -0.00217032+0.00894447j 0.00309248-0.000972297j -0.000571964+0.000192784j 0.00237149+8.8042e-05j -0.000345683-0.000405335j -0.00244253+0.00344069j 0.000331434+0.00402087j 0.00672372+0.000965954j 0.000115345-0.00108017j -0.00136415-0.000792484j 0.00545955-0.00455387j -0.00394145-1.19137e-05j -0.00495975+0.00018073j 0.00173829+0.00152812j -0.00238506-0.00120647j -0.00769569-0.0011119j -0.00494843+0.00114745j 0.00124345-0.000869309j -0.00599472-0.00195827j 0.00356519+0.00138424j 0.00115825+0.00158407j -0.00096566-0.0019392j 0.00319245-0.00447123j -0.00633384-0.0037277j 0.00171387-0.00335373j -0.00341241-0.00192566j -0.00117022-0.000511875j -0.00149774-0.00181761j -0.00191104-0.00128778j 0.00197421-0.000484355j 0.000210563-0.000299102j -0.00108776+0.00450001j 0.00284058+0.00252959j 0.000874285-0.000310245j -0.00108481+0.000724381j -0.00017781-0.000146937j 0.0010765+0.00205213j -0.00157269-0.00141446j 0.0015253+0.00070655j 5.22622e-05-0.000956333j 0.000530587+0.00132172j 0.00232917+0.00187215j 0.0010237+0.000930458j -0.000710358+0.00273751j -0.000315451-0.00128895j 0.000170988-0.00112427j 3.68682e-06-0.00307352j -0.000413865+0.000192363j -4.72886e-05+0.0010801j 0.000296673-0.00109765j 0.000729502-0.000844766j 0.000224667-0.000529122j 0.00132506-0.000743848j 8.98723e-05+0.00248552j -0.000578366-0.000463144j 
0.000133128+0.000420648j 0.00225174+0.00157879j -0.000532137+0.00173108j -0.00207722-0.000356647j -0.00250547+0.00311831j 0.000470664+0.00337517j 0.00326207-0.00016579j -0.00217104-0.00523966j -0.00202416+0.0078364j -0.000834919-0.0119987j -0.00250343-0.00528995j -0.000943915+0.000651027j 0.00335631+0.00347259j 0.00618595+0.00353213j 0.00122861+0.0109159j 0.00569911+0.00249303j 0.00204039+0.000882795j 0.000266573-0.00156945j 0.00269373-0.0018534j 0.000837549-0.00262371j 0.000419011+0.00119867j -0.00162906+0.000239173j -0.00182703-0.000194139j 0.00123453-0.0046142j 0.00339236+0.00386963j -0.00125653+0.000233734j 0.00106802+0.000801092j 0.000792059-0.000449528j 0.00227766-0.0016434j 0.0036347-0.00374469j 0.0020645-0.00590674j -0.00337022+0.00396231j -0.00212917-0.000654098j 0.00210397-0.00103305j -0.00109417+0.000255959j -0.00234252-0.0049952j -0.00127068+0.00122668j -0.00121615-0.00115438j -0.000516981-0.00394435j -0.00288114-0.00062318j 0.00176427-0.000280033j -9.11057e-05-0.000983973j -0.000388286-0.0015953j -0.000174623-0.00174742j 0.00295674+0.0024269j 0.000903152+0.000833812j -0.00132533+0.00276503j 0.00112978+0.000675006j 0.000349419+0.000299047j -0.00131688+8.44425e-05j -4.18703e-05+0.000221435j 0.00125788+0.00177412j -0.000866202-0.00102714j 0.000138764+0.000839973j 6.30334e-05-0.00118543j -0.000501939+0.000601721j 0.00120321+0.00158203j 0.000899349+0.00248122j -0.00104685-0.00076547j -0.000259692-0.00220157j 0.000354874-0.000933683j 0.000459781-0.00194335j -7.87765e-05-0.000318541j -5.63484e-05+0.000881862j 0.000406165-0.000814203j 0.000143918-0.000367566j 0.000871786-7.20587e-05j 0.000729575-0.000810183j -0.000234248+0.00161179j -0.000225606-0.000388634j 
-0.000407846-0.000315289j -0.000557969-0.00119404j 0.000574874-0.00111648j 0.00331713+0.000522181j 0.00137361-0.00482192j -0.000145091+0.00694619j -0.00357759+0.00671951j -0.000109106-0.00123749j -0.00011616+0.00236299j -0.00609678+0.000307952j 0.00191798-0.00451485j 0.00226706+0.00106745j 0.00232965+0.00290087j -0.000911349+0.00496903j 0.000712582+0.0038583j -8.50019e-05+0.00955408j -0.00202797-0.00100847j -0.000459444-0.00213538j -0.00322624+0.00086456j -0.0025998-0.00471138j -2.39795e-06+0.00248592j 0.00144767+0.0016897j -0.00139288-0.00171838j -0.00317309-0.00572538j -0.000596782+0.00634186j -0.00178705-0.0054535j -0.000221333+0.0033199j -0.000767948+0.000260386j -0.0010227+0.00130866j -0.00548771-0.00398351j -0.00157202-0.00742391j -0.00117274+0.00860163j 0.000537064-0.00247048j 0.00161237-1.5921e-05j -0.00430231+0.00305038j 0.00405783-0.00975178j 0.00153297+0.00277013j 0.00283133-0.0074931j 0.00499718-0.00836218j -0.0013984-0.00376864j -0.000871673-0.00187004j -0.000125628+0.000751766j 0.000572531+0.0025087j 0.000917662+0.00182238j -0.00622146+9.79936e-05j -0.00298762+0.0014038j -0.000283767-0.0018799j -0.00641538+0.00336342j -0.00139362-1.43044e-05j 0.00424786-0.00317801j 0.000634568-0.000101671j -0.00249819+0.000422004j 0.00669874-0.00108205j -0.00353973+0.000563616j 0.000265951+6.39942e-05j 0.000322768-0.0014217j -0.00661217+0.00259396j -0.00152138-0.00175684j 0.00230302-0.00104705j 0.00104063+0.000558156j 0.000293584+0.00101067j 0.000227721+0.00153054j -0.000316322-0.000427522j -0.00206879-0.00207153j 0.00121061+0.00261481j -0.000116259+0.000489894j -0.000123285+0.000291726j -0.000593735+0.000887091j -0.000421557-0.00127264j 0.000307349+0.000141486j 
0.000245057+0.000315734j 0.000424042+0.00215148j -0.000348078+0.000509431j -0.000466262-0.00342881j -0.00090538-7.72373e-05j -0.000567737-0.00409184j 0.000580226-0.00244205j 0.00355985-0.000311646j 0.000431145-0.00232868j 0.0088837-0.00353499j -2.11973e-05-0.000351337j -0.00035914+0.00345766j -0.00279072-0.00252358j 0.00347881+0.00314441j -6.1229e-05+0.000993482j 0.00141335-0.00451564j 0.004665+0.000995715j 0.00224129-0.000249806j 0.000480227-0.00143501j -0.00187128+0.00352738j -0.0025405+0.00080265j -0.00532039-0.000928751j 0.00492546-0.000243021j -0.00198688-0.00143521j 0.00557201+0.00174373j 0.00511373+0.00109398j -0.00471698-0.000964148j -0.00701271+0.00144833j 0.00156917-0.00146304j -0.000832676+0.00242951j -0.00708403-0.000446579j -0.00529063-0.000528448j 0.000760963+0.00216482j -0.0101929+9.72657e-05j 0.00411626+0.00102434j 0.004395-0.000479841j -0.00511667-0.00208244j 0.00251032+0.00316753j -0.00230286-0.000804905j -0.00155892+0.000549946j 0.000447376-0.00231045j 0.000705946-0.00160443j 0.000142927-0.00521149j -0.000897294-0.00364007j -0.00346192-0.000271967j -0.00363145+0.000329678j -0.00413545+0.00570835j -0.00487641+0.000665125j -0.000801497+0.000348687j 0.0021773+0.000626685j 0.000421646-7.16436e-05j -7.93537e-05+0.00264302j 0.00502741-0.000988885j -0.00472209+0.000197658j 0.000740982-0.00104341j 0.000428358+0.00124418j -0.00490485+0.00273117j 0.000746958+0.00187801j 0.0023527+0.00299083j 0.0022024-0.00313065j 0.000447221-0.00189536j 0.000641889-0.00420867j -0.000671503-0.000910805j -0.00138716-0.00151535j 0.000696911+0.00196923j 0.000332293-0.000769315j 0.0013619+0.0003943j 0.00167508-0.00164305j -0.000484939+0.00329561j -0.000443387-0.000869933j 
-6.79962e-06+8.33855e-06j 0.000206239-0.000725765j -0.000470727+0.00134332j -0.00220948+0.00234954j -0.00206724+0.00512818j -7.26403e-05+0.00528748j 0.00530453-0.00252375j -0.00572607-0.0133735j -0.00277241+0.000308675j -0.00666541+0.00380777j -0.000529078-0.00273812j -0.000925543-0.00741226j 0.00371877+0.0111698j -0.00113452-0.00511633j 0.00161994-0.00704337j 0.0026659+0.00538965j -0.000590812+0.000366904j -0.000154853-6.37918e-06j 0.000537925+0.00211348j 0.00154948+0.00189568j 0.000199919+0.00083416j -0.00156524+0.00376648j -0.000396902+0.00349109j -0.000429831+0.00618418j 0.000627309-0.00819436j -0.000377018+0.000350117j -0.000537813-0.00240216j -0.000202807-0.00213484j 0.00204598+0.00269592j 0.00167122+0.00297543j -0.000155832+0.00530132j -0.000654463-0.00501282j -0.00148796+0.000253886j 0.000459264-0.00292292j -0.00037431-0.000146184j 5.79322e-05+0.00945026j -0.00097563-0.00367851j 0.000441498-0.00110205j 0.000735797+0.0051037j 4.5277e-05-0.00139898j 0.000322753+0.000654281j -0.000113873+1.97669e-05j -0.000203954+8.84276e-05j 0.00010939+0.000640991j -0.00256109-0.000134013j -0.00145792-0.00083715j -0.00110613-0.000214148j -0.00439477-0.0016333j -0.000751242-0.00063982j 0.00256671+0.000482576j 0.000370606+0.00019249j -0.00173965+0.000271002j 0.00409468+0.00145722j -0.00184282-0.000971796j 0.000243645-0.000178077j -0.000204844-0.000456431j -0.00463424-0.000933594j -0.000972234+0.00018128j 0.00157387+0.000171565j 0.000535185-0.000117882j 0.000460756+0.000447082j 0.00077418+7.62141e-05j 0.000206591-0.000390316j -0.000310963-0.001735j -0.000177692+0.00174228j 0.000347669+1.30012e-06j 2.85046e-05+0.00037096j 0.00016512+0.000407822j -0.000646004+2.4725e-05j 5.50053e-05-0.000140324j 
0.00059928-3.3607e-05j -0.00128356-0.000440846j -0.00100098-0.000563601j -0.00107256+0.000469802j -0.00076654+0.00195192j 0.00112096+6.54361e-05j -0.000251596+0.00110995j -0.000656747-0.0022037j -0.000523145-0.000481958j -0.000245076+0.00771731j 0.000971527+0.001918j 0.00164504-0.00319734j 0.00109144-0.0011439j 0.000703514-0.00589825j 0.000154889-0.00696722j 0.00130674-0.00287642j -0.000225289-0.00137982j -0.00295923+0.00176549j 0.00118133+0.000313582j -0.0044786+0.0017278j 0.000738442-0.00197726j -0.00481777+0.00196935j -0.000718732+0.000754032j -0.00530154+0.0015891j 0.0107046-0.00353028j -0.000713464+4.18636e-05j 0.00129414+0.000578435j 0.000920895-0.00124743j 0.00204743-2.99808e-05j 0.00561963+0.00322362j -0.000417477+0.00297793j -0.00210604-0.00338676j -0.000243076+0.000325436j -0.00211532-0.000950623j 0.000246927+0.000806014j 0.00705745+0.00456098j -0.000585009-0.00286903j 0.00105663+0.000913562j 0.00190575+0.00343675j -5.58282e-05-0.00175831j 0.0019168-0.000298682j 0.00142721-0.00217295j 0.000562699-0.000106627j -0.000364421-0.000996725j 0.000337926+0.00302155j 3.7396e-05+0.000923893j -0.000392971+0.000180118j -0.000654761-0.00224353j -4.91219e-05+0.0015039j 1.68839e-05-0.00112791j 4.46063e-05-0.000224081j 7.44781e-06-0.000109173j -0.000184522-0.00210813j 1.78296e-05+0.00122356j -0.000522354+0.000593701j 0.00111514-1.16343e-05j -0.000116044+0.00549178j 2.55978e-05+0.000763912j -0.000319996-0.00169131j 0.0014621-0.00188329j -0.00121707-8.69569e-05j -0.00070627+0.000301523j 5.62053e-05-0.000211798j -0.000904816+0.000392533j 0.000963827-4.6914e-05j -0.000777521-7.20571e-05j 0.000562243-4.26301e-05j -0.000263672-0.000838374j 0.000603167-0.000539285j 0.000141059+0.000250102j 
0.000225845-0.000362949j 0.000159998-0.000236025j -0.00234031-0.000244291j -0.000370513+0.00043226j -1.37331e-05-0.00248572j 0.000966869+0.00258717j 0.00299982+0.00195216j -0.000577142+0.00233255j 0.00218298-0.000561665j -0.000936874-0.000256965j -0.000358108+0.00108159j -2.0181e-05-0.00129254j -0.000486034-0.000563536j -0.00146819-0.00780015j -0.00173288-0.00451061j 0.00215464-0.00280616j 0.00679936-0.00130903j 0.00269399+0.00327269j -0.00880792+0.00389327j 0.0027612+0.000759516j -0.000958509+0.000308754j 0.00468527+0.00111875j -0.00216106+0.00317452j 0.00773738+0.000475023j -0.00879031-0.00224748j 0.00653517-0.00108017j 0.00523151-0.000975359j 0.0013612-0.0014417j -0.0131984+0.000137053j -0.00816614+0.000771419j 0.00194829+0.00249877j 0.00131075-0.00369941j 0.00240636-0.000626899j 0.00484146+0.000186434j -0.000894565-0.000376092j -0.00496732+0.00279026j -0.000634295-0.00236336j -0.00232244-0.00193861j 0.00332888+0.00248089j -0.00165354-0.00350231j -0.00108399-0.00242481j -0.00122863-0.00282096j 0.00424166-0.00372846j -0.00155196-0.00480148j -0.00439703-0.00412187j 0.000675634+0.00105196j -0.00449697+0.00481351j 0.000578079+0.00281428j 0.00145169-0.000748278j -0.000741365+0.000949396j -2.11956e-06+9.6292e-05j 0.0012147+0.00297364j 0.00223546+0.0020938j -0.00237204-0.00283128j 0.000839426-0.000809538j -0.000407047+0.00237713j -0.00104269-0.0030036j -0.000282279-2.49349e-05j 0.000230498+0.00435253j 0.00114448-0.00427067j 0.000600509-0.00209827j 0.000432365-0.00441578j -0.00159659-0.0013507j 0.000471262-0.000536081j -0.000855044+0.000762436j 2.37643e-05-0.000451685j 0.00131454-0.00113133j 0.000269965-0.00215361j -0.000120586+0.00276113j -9.96036e-05-0.000537504j 
-0.00026832+0.000269801j -0.000266127+0.000561821j 0.00229426+0.00222323j 0.00644572+0.00367603j 0.00440213+0.0102281j -0.000663888+0.0070651j -0.0100893-0.00502292j 0.0019544+0.00357935j 0.000912106+0.00962815j 0.00232231+0.00544181j 0.00218812+0.00213962j 0.00424149-0.00139769j -0.00114589-0.006807j 0.00316769-0.00398649j -0.0020525+0.000683407j 0.00159621-0.00426039j -0.00142657+0.00198899j 0.00476299-0.0024581j -0.00812329+0.00208198j -0.000839754-0.000264639j 0.0013873-0.000255601j -0.00431823+0.00031222j 0.000297601+0.000807279j -0.00557503+0.00139661j 0.000570102-0.00146895j -0.00173978-0.00257275j -0.0076279+0.00119939j -0.00363805+0.000118528j -0.00162079+0.00214684j -0.00398519+0.00111405j -0.00018288+0.000951631j 0.00189875-0.00314061j 0.00275438+8.92275e-05j 0.000119241+0.000896104j -0.0020223-7.39213e-05j 0.00051665+0.00164607j -0.00552546-0.00108771j -0.000724539-0.000886424j 0.00827116+0.00140785j -0.0032373-0.00272885j -0.00103086-0.00388958j -0.000156773-0.00130096j -0.00128402-0.00188557j 0.00225928+0.00210136j -0.000513102-0.00123367j 0.000289469+0.00115305j 0.00153625+0.00256942j 0.00270233-0.00138742j 0.00154999+0.00146521j -0.00309775-0.00243066j -0.000202415+3.94453e-05j 0.00241955+0.00048525j -0.00187308+0.000295105j -8.24227e-05-0.00135202j -0.000189887-0.000186956j -0.00106795-0.00199412j 0.00300265+0.00210273j -0.000328601-0.00202129j -0.000910484-0.000510897j -0.000813729-0.00256343j 0.00158046+4.68151e-05j 9.37473e-05-0.00153338j -0.000427545+6.52173e-05j 0.000127807+0.000938436j 7.22767e-05-0.000786852j 0.000934397+0.00053743j 0.000359619-0.000670604j -0.000502986-8.69392e-05j -0.000605685+0.000787114j -0.000117815-0.000323158j 
0.00102799-0.000819968j -0.00075548+0.000365215j -0.00155268+0.0013443j 0.000941329+0.00231358j 0.00535464+0.000331971j 0.000949066+0.00901161j -0.00492366+0.00631919j 0.00233563-0.00224452j -0.000718212+0.0100019j 0.000871923+0.00185778j 0.00215611-0.00286111j 0.00280702-0.00365234j -0.00172747+0.000401397j 0.0032776-0.00181017j -0.00182478+0.00361768j -0.0010609+0.00235234j 0.0074886-0.00263752j -0.00635739+0.00433339j 0.0066944-0.000466995j -0.00366881-0.00264531j -0.000116197+0.000288784j 0.00224768+0.00597051j -0.00524557+0.00105688j 0.00502025-0.00275441j 0.00558065-0.00037216j 0.00545159-0.00337006j 0.00651861+0.00222058j 0.00273122-0.00165382j 0.00286976+0.00140779j 0.0037734+0.000303779j -0.000533685-0.000420584j -0.00396771+0.00164777j -0.00156272-0.000722927j 0.00252795-0.00144043j -0.00070981+0.00252715j 0.00243656+0.000922543j 0.00364069-0.00110004j -0.000205413-0.00776829j -0.00527738-0.00235272j 0.00168266-0.0018174j 0.00499713+0.00179017j -0.00224609-0.00121856j 0.00259586+0.0030093j -0.00305185-0.00501743j 0.0011099+0.000816555j 0.000759549+0.000942353j -0.00288796-0.000482314j -0.000403995-0.000993661j 0.000177518-0.000576898j 0.000216551+0.00226359j 0.000127961+0.000132837j -0.00148044+0.000187284j 0.000337505-0.000852131j -6.65399e-05-0.000801948j 0.0002972+0.000443502j 0.000939965+0.00345055j -0.000191326+0.000261884j 0.00180461+0.00286522j 0.000267422+0.000660916j -0.00115902-0.000801429j -0.00134928-0.000927248j -0.000275063-0.000286008j -0.000377028-0.000750679j 0.000223351+0.000159175j -0.000155582-0.000100263j -0.00154635-0.00123575j 0.000462337-1.93472e-05j -3.96711e-05-0.00146386j 0.00103992+0.00045465j 0.000117843+0.000339332j 
0.000407559-0.00216051j -0.000288977+0.000803854j -0.0012567-0.000524145j -0.0058307+0.00932206j -0.00631214-0.00281255j 0.00335699+0.0056345j 0.0109858+0.00548679j -0.00265014+0.00473296j 0.00041531+0.00419718j 0.00136732-0.000721234j 0.000130186-0.0041361j -0.00385906-0.000200726j 0.00259741-0.00137306j 0.00029785-0.00424989j 0.00109774+0.000898037j -0.00069378+0.00503861j 0.00287066+0.00316517j 0.00560037+0.00212487j -0.001004+0.000305763j 0.0081838+0.000830903j -0.00214401+0.0026562j -0.00788821-0.00037279j -0.00285802+0.000247373j -0.0042066+0.00148148j 0.00379184-8.3039e-05j -0.00279646-0.00162378j -0.00300095+0.00117901j -0.00172251-0.000292548j 0.00202551+0.00147066j 0.00218189-0.00116732j 0.00221386-0.000685125j 0.00273188+0.00129409j -0.00297039-0.00154877j -0.00121169-0.00187061j 0.00152176-0.00104801j 0.000369797+3.01045e-05j -0.00337665+0.00205213j -0.00276597+0.00079268j 0.00180523-0.000616225j -0.000867039-0.00231518j 0.000671972-0.00253321j -0.00475989+0.00108721j 0.000208708-0.00125822j 1.57633e-05+0.00206073j 0.000605428+0.0015617j 0.00116833-0.000350409j -0.000805564+0.00336621j 0.000671416-0.00150109j 0.000827133+9.34691e-05j -0.00258468-0.000496539j -3.78226e-05+4.90863e-05j -0.000208524+0.00361636j -0.000427049-0.000641962j 0.000456767-0.00186j 0.000829743-0.0006689j -0.000930752-0.000630002j 0.000554917+0.00160975j -6.14381e-05+0.00125253j -4.56157e-05+0.000319687j -0.00317205-0.00132085j 0.0021872+8.32546e-05j 0.00190073-0.00253818j -0.000216388+3.41512e-05j 0.000218524+0.000427809j 0.000167961-0.000499702j 0.00118662-0.000663081j -2.02375e-05-0.000348134j 0.000753227+0.000589862j -0.00128123+0.00217416j -0.000290117-0.000558904j 
-0.0019573-0.00195261j 0.000697274+0.00187859j -0.000351217-0.000760147j 0.0034046+0.0103011j -0.00118188+0.00135605j 0.00438901+0.00235823j 0.00649424-0.00475818j 0.00246523+0.00315396j 0.0033355+0.00120333j 0.00876943-0.00606362j 0.000763592-0.00406362j -0.00375854+0.00328601j -0.00303698-0.000454328j -0.00040312-0.00246338j -0.000117454-0.00324825j -0.00165705+0.00220749j -0.00194591-0.000647411j -0.00314306-0.00103874j 0.0016653+0.00108347j 0.00219945-0.0036965j -0.000149263+0.000918974j 0.00441201+0.00266038j 0.00185051+0.00147764j 0.00202746-0.000423032j -0.00151504-0.0010768j 0.000183579-0.00323113j -0.000419288-0.000412218j -0.00061752-0.000825937j 0.00135426+0.00216253j -0.00110482+0.000722892j 9.51889e-05+0.000420488j -0.000204507+0.000124434j 0.000451079-0.00200961j 0.000190817-0.00212034j 0.00106792+0.00130834j -0.00153732+0.00177934j 0.00514406-0.00303164j 0.000215861-0.00711153j -0.0032221-0.00192919j 0.00100683-0.00268752j -0.0024883-0.000382667j 0.000761501+9.67076e-06j -0.000440661+0.00206704j 0.000286541+0.00150878j -0.000125895-0.000274589j -0.00097311-0.00142823j 0.000461087-0.00135593j -0.000864869+0.000870504j -0.00188274+0.000166178j 0.00209053+0.000344072j 0.000134125+0.000138874j -0.00138891-0.000705299j -0.000106592+0.000133391j -0.000339549+0.000933766j -0.000221103+0.000215075j 0.00109094+1.02298e-05j -0.00150704-0.0022455j -0.000629339-0.000113661j -2.58844e-05+0.000137617j 0.00276739+0.00217905j -0.00132307-3.36973e-05j -0.000553796+0.00103436j 0.00062657+0.000368607j -0.000233256-0.000585298j -2.88449e-06+0.000535379j -0.000197066-2.20176e-05j -0.000215482+0.000756473j 0.00049198+0.00036125j 0.000471078-0.000818624j -2.21949e-05+0.0001843j 
0.000391898-0.0016059j -0.00188413-0.000495963j -0.0033045-0.00238371j -0.00330792+0.00350508j -0.0073892-0.00694181j 0.00168224-0.00205079j 0.00709643+0.00510918j -0.000929856+0.0104572j 0.000107932-0.00303827j -0.0011285+0.00375624j -0.00117873-0.00113934j -0.00188623+0.00412026j 0.0037865-0.0076011j -0.00245512+0.00125264j 0.00073252-0.00273252j 0.00354929+0.00068128j -0.000520633-0.00149976j -0.000371128+0.00311138j 0.000233122+0.00150401j -0.0029587-0.00163861j 0.000903233-0.00274382j 0.0012462+0.000943259j -0.00454738-0.00191061j -0.00478135-0.00356865j 0.00395753+0.00265704j 0.0011436-0.00323427j 0.00353034+0.00204694j -2.09792e-05-0.000164988j -0.000539598-0.00323482j 0.000746029-0.00379657j -0.00144078-0.000919067j -0.000884193+0.00489175j 0.00265527-0.00131402j -0.00018708+0.000600488j 0.00184523+0.000434211j 0.00593357-0.00489798j -0.000785003+0.00308848j 0.00376687-0.00105681j 0.00521157-0.00392612j 0.00209193-0.00347235j 0.00029113-0.0019787j 0.00160707-0.00222952j -0.00015122+0.000736489j -0.0019983-0.000570004j -3.23327e-05+0.00148233j 0.00285936+0.000576977j 0.000181383+0.000227798j 0.00154512-0.000961152j 0.000504114-0.00061314j -0.0011916-6.68849e-05j -5.00762e-05-9.49514e-05j -0.000221851-0.000664609j -0.00112705-0.000440241j 0.00143165-0.000676872j -0.00124748+0.000563466j 9.579e-05-0.000222209j 0.00275703+0.00270347j -0.00146585-0.000718027j -0.00137794-0.0006261j -0.00035433-0.0019181j -0.000616586+1.34435e-05j -0.000826657+0.000140614j -0.000304395-7.69325e-05j 0.000334854+0.000600686j -0.000180028-0.00060929j -4.89329e-05+8.15253e-05j 0.000114437-0.0012151j -0.00115157-0.000454441j 0.000639506-0.000648814j 0.000111904+0.00035495j 
0.000539693+0.000747152j -0.000610076+0.000620035j -0.00372818+0.00382628j 0.000502219-0.00119404j -0.00265661+0.00351989j -0.000773313-0.00200016j 0.00181665-0.00416163j 0.0009906-0.00036145j -0.00163006-0.00117508j 0.000536627+0.00267361j -0.00161895+0.00251571j 0.00123358-0.000958718j -0.000458542-0.000803647j -0.00128335+0.00230969j -0.00308168+0.00276662j 0.00104698-0.0024447j 0.00627155+0.00134514j -0.00215921+0.00299245j -0.00261926+0.000610558j -0.0107338+0.00164448j 0.00207376-0.000235922j 0.00358591-0.00247948j -0.00524708-3.28553e-05j 0.00235634+0.000491055j -0.00102375-0.00152341j 0.00539946+0.00158611j 0.00592589-0.00131076j 0.000841164+0.00270886j 0.0008948+0.000540145j -0.00177521-0.000353557j -0.00210451-0.000385717j -0.00251015-0.00207387j -0.0011039+0.00372745j -0.00178325+0.00222348j 0.00108887-0.0021472j 0.00181956+0.00150471j -0.00427099+0.00386354j 0.000119512+0.00419877j 0.000800125-0.000238878j 0.00164969+0.00482837j 0.00210412+0.00256951j -0.00185349+0.00385549j -0.00033103+0.00418721j -0.00453404-0.00303769j -0.00204319-0.000897637j 0.00131003+0.00444965j 0.000280936-0.0013552j 0.000445755+0.000159067j 0.000188301-4.62468e-05j -0.000667947+0.00162501j -0.00015051-0.000114453j -0.00236885-0.000872391j -0.000621718-9.13821e-05j 0.00155501-0.000532332j 0.00121898+0.000396673j -0.000919885+0.00230003j 0.000312776+0.0010411j -5.86812e-05-0.00153283j 0.00222327-0.00130012j -0.00552122+0.000927561j 0.00193974+0.000147324j 0.000806769+0.000699105j -0.00131149-0.000685795j 0.000157283+0.000143255j -4.35485e-05-6.21665e-06j 0.000520789-0.000304621j -0.000188847-0.000767634j -0.000662501+0.000409664j 4.488e-05+0.000726578j -0.000344267+4.55581e-05j 
0.00155007+0.000930976j 8.03687e-05-0.000433035j 0.0025182-0.00231467j -0.00402628-0.0120213j 0.00405403-0.00881905j -0.000185308-0.00448386j -0.00328634+0.0114685j -0.000720554-0.00365286j 0.00191714-0.00479332j -2.28333e-05+0.00071822j 0.000737927+0.000470093j 0.000359387-0.00233446j -0.00130001+0.00252048j 0.00208924+0.00178032j 0.00189123+0.00121259j -0.00225231-0.003104j 0.000125029-1.63236e-05j 0.00318422-0.000575076j 0.00190033-0.0050813j 0.00524821+0.00607213j -0.00159996+0.0037287j -0.00469417-0.00372069j 0.000541542-0.00510968j -0.000393025+0.00117036j 0.00161221+0.00370834j -0.000607024+0.00418522j -0.000665281+0.00415452j -0.000359963-0.000192436j -0.00212289-0.00266957j 0.00186512-0.000689419j 0.00253021-0.000663211j 0.000256434+0.0030253j -0.00330551-0.00134776j 6.06362e-05+0.000845154j -0.000246738-6.49675e-05j -0.00164477-0.00359804j -0.00248059+0.00239977j -0.00263408+0.00784284j -0.00310709+0.00310524j -0.00132621+0.0022597j 0.00143863-0.00145266j -0.00408897-0.000202533j 0.000265518-0.00123804j 0.000811484+0.000689457j 0.000942971-0.000274398j -0.00191059-0.000915276j 0.000474717+0.000501723j -0.00205036-9.92509e-05j 1.68239e-05-0.000513033j 0.00057844-0.000249133j 0.000111622-3.6463e-05j 0.000698907+0.000629153j 0.00161818-0.000689791j -0.00125682-0.000453758j 0.00049147+0.000371309j 0.000823649-9.64444e-05j -0.00169216-0.000692216j 0.00222911+0.00103418j 0.000296992+3.20536e-06j -0.0010783+0.000541684j -9.77792e-05-0.000202912j 0.00012519-0.000314009j 0.000304307-3.47941e-05j -0.000170877-0.000250077j 0.000175337+0.000189585j -0.000308733-0.000224792j 0.000247478+0.000614934j 0.000602863-6.28796e-05j 3.57665e-06+0.000632997j -0.000192759-0.000189809j 
