3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
1.53163e-13-0.00788289j 2.66474e-14+0.123691j 2.66785e-15-0.0592431j 4.35489e-15-0.0654473j -4.98711e-16-0.0985677j -1.09251e-14+0.0590552j -5.02116e-15+0.0966356j -3.63098e-16-0.0682216j 3.10241e-15+0.0117895j 3.03954e-15+0.0907627j -1.27e-14+0.165644j -1.53601e-14+0.552414j -1.11811e-14+0.136803j 3.1622e-14-0.112587j 1.17676e-14+0.168002j -4.25466e-14-0.283062j 1.46152e-14+0.0572936j -1.62062e-13+0.232374j 8.02691e-14-0.333986j -2.7172e-14+0.373226j -6.53459e-14+0.237676j 5.96111e-14-0.17056j 2.34358e-14-0.18048j -2.34798e-13-0.258692j -1.79752e-14+0.264875j 8.44498e-14+0.0550251j -2.55941e-14+0.161053j 1.61074e-15-0.353832j -8.96721e-14+0.189101j -1.53017e-14-0.297387j -3.87864e-14+0.124086j 2.61186e-14+0.13985j 5.3615e-14+0.0296049j 1.20817e-13+0.0920016j -2.32739e-14+0.0834088j -2.60947e-14+0.0744235j -1.21831e-14+0.114578j -3.5279e-14-0.301925j 6.4401e-14+0.082919j 1.65228e-14+0.0585162j 1.61523e-14+0.116584j -3.04417e-14-0.0932019j -1.81021e-15+0.075923j 9.94341e-14+0.13272j 1.40704e-14+0.135978j -9.28772e-15-0.0328572j -1.04156e-14-0.0563178j 2.4961e-14+0.111112j 1.20676e-15-0.142036j -1.219e-14+0.0279104j 7.51166e-15+0.0898925j -3.37113e-14+0.0520566j -1.01318e-14+0.1538j 1.10372e-14-0.00578017j -4.77705e-15-0.065529j -1.00447e-14+0.125849j 3.24866e-16-0.0284682j 3.39487e-15-0.0596526j -2.68306e-14-0.10105j 1.62839e-13-0.105176j 6.77036e-15+0.0181059j -1.0661e-14+0.0466027j -6.95859e-15-0.028064j 4.68264e-15-0.090944j 4.23299e-15-0.0207673j -7.36044e-15+0.118547j 3.68526e-15-0.0840094j -3.47744e-15-0.0186275j 2.25043e-15+0.00112981j 2.44421e-15-0.0181853j 2.25145e-15+0.0251712j 4.40066e-15+0.114291j -1.7474e-15+0.0225784j -6.40382e-16-0.0228216j -5.19355e-15+0.0621225j 1.40628e-13+0.00530885j -6.3157e-13+0.0867651j 
6.66134e-13+0.0674404j 1.4783e-13+0.0720348j -1.21638e-15+0.00323686j 9.1109e-16-0.0801853j -1.94262e-15-0.13178j -5.23637e-15+0.0683036j 3.05683e-16-0.0806939j 2.87559e-16+0.0159576j 1.25418e-15-0.083669j 3.3559e-15-0.0460821j -1.19675e-16-0.0300197j 1.27068e-14+0.0760524j -2.24986e-15-0.287099j -2.6119e-14+0.185251j 5.82101e-16+0.316301j 2.29575e-14+0.130334j -8.41203e-15+0.0912933j -2.84907e-13+0.362281j -4.6325e-14+0.244483j 4.01114e-15+0.198244j -1.82372e-14-0.301594j -2.32837e-16-0.614583j 7.789e-15-0.292882j -6.00726e-15-0.0539623j -4.94038e-15-0.106416j -1.17202e-14-0.0734659j 1.5454e-15+0.198848j -1.6691e-14-0.200746j -4.87366e-14-0.0561926j -3.51103e-14-0.0688812j -1.80543e-14-0.155111j 1.52864e-14+0.185933j -2.82278e-14-0.122575j 2.35467e-13+0.132442j -1.91649e-14-0.008859j -9.93073e-15+0.0691287j -3.51151e-14-0.177467j -3.2187e-14+0.161215j 2.21456e-14+0.156051j 3.04056e-14+0.101869j 7.09341e-15-0.000232112j -4.08408e-14-0.1568j 1.58884e-14+0.0410296j -6.76096e-14-0.0590089j 2.05532e-14+0.123192j 5.14135e-14-0.158311j -8.8059e-15+0.112018j -8.06855e-17+0.0588011j -1.59427e-15-0.0967141j 3.71436e-14+0.0725539j -2.41092e-14-0.0726598j 3.77728e-14-0.0549378j -8.03675e-15+0.0926574j 6.66112e-15-0.0291646j 9.52843e-15-0.0839275j 1.31858e-14-0.118988j -8.12146e-15+0.0615154j -1.02684e-14+0.00970695j -4.17777e-14-0.156725j -1.3951e-13+0.0908207j -1.32662e-14-0.03782j 2.99002e-15-0.0145792j 6.90625e-15+0.0540632j -1.68332e-15+0.095692j -2.75863e-15-0.0550049j 1.7956e-15-0.0696954j 2.31479e-15-0.0429136j 8.09637e-15-0.0950298j -3.2011e-15-0.0436414j -2.30796e-15-0.00339425j 7.30187e-16-0.0266693j -6.2227e-16-0.0483207j 3.43615e-15-0.0862528j -7.08402e-16-0.0185301j -5.95216e-16-0.0978592j 8.78277e-14-0.0687307j -3.87295e-13+0.0373823j 
5.34983e-13+0.0804591j 9.06953e-14-0.0732426j 1.42401e-14+0.0587901j 4.60616e-15+0.00728197j 2.51571e-14+0.0702795j 8.252e-15+0.0769273j -2.55033e-15-0.00956037j -1.39639e-14-0.0449168j -1.70275e-14-0.060976j 6.91534e-15+0.0223576j -9.57722e-15-0.0379597j -3.83053e-14-0.124274j -3.90289e-16-0.0130379j -2.38746e-15+0.00398088j 2.36591e-14+0.115058j -2.09183e-13-0.415431j 1.88319e-14+0.499152j 7.81297e-14-0.0619745j -4.29306e-14-0.277448j 7.48792e-14+0.260007j 9.81627e-15-0.167936j 4.21637e-14+0.249594j -6.00675e-15-0.177577j -8.32346e-13-0.66235j -9.5134e-14-0.304518j 6.97466e-15-0.00221341j 3.5615e-14+0.141891j 1.57052e-14-0.118692j 1.00699e-13+0.380633j 1.53895e-13+0.37419j -7.92115e-14-0.410873j -1.12831e-13-0.273868j -8.84692e-14-0.00630613j -2.13829e-14-0.0130787j -1.88895e-14+0.0295187j 4.06313e-15+0.101897j -3.2774e-14-0.133061j 6.29841e-14+0.0860596j -6.52102e-14-0.0749445j -1.01832e-13-0.244892j -3.12427e-14+0.00355651j 8.0396e-14+0.181152j -8.47679e-14-0.257554j 1.57563e-14-0.0354621j -4.19744e-14-0.102784j 3.72011e-14-0.0735123j 1.88546e-14+0.0758909j -4.27864e-14-0.044142j -1.42973e-14-0.0272866j 2.29341e-14-0.0232955j -5.1303e-14-0.131586j 2.92738e-14-0.0812148j -1.13936e-14-0.00378971j 6.01911e-15-0.00683343j -3.56697e-15-0.0438466j -1.40521e-14-0.0839665j 4.29216e-17+0.0176272j -1.34323e-14-0.0507004j 1.78331e-14+0.0257433j -4.05196e-14+0.0277981j 3.21367e-14+0.0585169j -3.12096e-14-0.119633j 1.59196e-14+0.058919j 2.63626e-14+0.0870941j -9.08142e-15-0.0271082j 4.63172e-15+0.0221645j 2.44311e-14+0.0600668j 7.02934e-15+0.0147079j -1.02725e-14-0.0251311j 6.19051e-15+0.023624j -5.29671e-15-0.0176001j -1.11616e-14-0.0320772j -6.03286e-15-0.0314633j 1.2466e-14+0.036181j 1.5995e-15-0.00388545j -4.42406e-14+0.00750698j 2.05592e-13-0.0276318j 
8.13742e-14+0.0111293j 5.17503e-15-0.000301286j 6.39157e-16+0.0144843j 8.33889e-15+0.00910399j 1.51328e-14-0.00364116j -1.09217e-14+0.0158864j -9.02439e-15+0.0355429j -7.43008e-16+0.031338j 3.8325e-15+0.0552992j -1.78879e-15+0.0854283j 8.56274e-15+0.0431499j 9.12788e-15+0.0217836j 5.43092e-15+0.0307944j 5.08334e-15-0.0622036j 1.97435e-15-0.178627j 4.41237e-14-0.142637j 1.44898e-13-0.282891j -2.62733e-13+0.249883j -8.74837e-14+0.221919j 2.77713e-14+0.217099j 2.39449e-14-0.0168408j -6.44099e-14+0.241789j 3.63791e-14-0.22207j -4.24471e-13-0.457696j -7.40992e-15-0.0700306j -1.94572e-13-0.334921j -3.28418e-14+0.246464j 9.91273e-15-0.165003j -5.62752e-14+0.116994j -1.3985e-14-0.0863213j -1.42198e-14-0.609696j 1.0784e-13-0.106472j 4.89931e-14+0.0334003j 2.25531e-13+0.167489j -1.01165e-13+0.270096j -8.61548e-14+0.083897j 1.15193e-14+0.272848j -1.27049e-14+0.0165809j 7.97574e-15+0.0211477j 2.74266e-14+0.275283j -1.44798e-14+0.0150701j 3.09261e-14+0.135232j -2.86054e-15+0.194999j 5.72338e-15+0.0322447j 3.93575e-15-0.00598107j 1.07206e-15-0.0188375j 1.50517e-14-0.139124j 3.27378e-14+0.0214265j 1.50197e-14+0.0560927j -3.26682e-14+0.0189822j 2.26078e-14+0.191135j -6.44128e-14+0.0946148j 2.29507e-15+0.0260016j -4.07652e-15-0.0617813j 8.0943e-15+0.0376121j 1.18934e-14+0.0516042j 5.47031e-15-0.0551479j -9.12061e-15-0.0191369j -8.74942e-15-0.0816769j -6.91306e-14+0.0450904j -4.74472e-15+0.00129954j 3.75056e-15+0.00364421j 6.83406e-16-0.0495915j 3.74758e-15-0.139622j 4.36223e-15+0.031179j 9.06454e-16+0.00417657j 7.18758e-15-0.0722757j -1.28279e-15-0.00930332j -8.61532e-16+0.0337076j -8.76944e-15+0.0267622j -3.46285e-15+0.0413328j 1.24208e-16-0.0500824j 3.92278e-15+0.0345015j 4.2797e-15-0.0108232j -1.72986e-15+0.0313092j -2.32034e-14-0.00921256j 1.07749e-13-0.0169988j 
7.83486e-13+0.0619236j 1.88322e-13+0.15576j -1.33974e-15-0.0240806j -1.13006e-14-0.0845174j -1.9835e-14-0.149746j 2.22407e-15+0.0389079j 1.27696e-14+0.127298j 1.69488e-15+0.0290015j -1.4454e-14-0.0618114j -9.9377e-15-0.0397049j -1.3152e-14-0.0675758j -1.07805e-14-0.0674812j -1.14994e-14-0.0407987j 6.6829e-15-0.101699j 7.19146e-14+0.247746j -8.86319e-14-0.406821j 5.28846e-14-0.259414j -8.96056e-14+0.0544332j -3.89114e-14+0.00975408j -5.12186e-14-0.315675j 4.24268e-14+0.0181381j -6.97845e-16+0.264145j 4.39587e-14+0.250197j 2.09474e-13+0.172024j 4.72024e-14+0.16329j 5.10342e-13+0.691614j 3.04951e-14+0.11957j 2.83024e-14+0.350399j 3.65965e-14+0.0753927j -9.12012e-14-0.299997j 3.98478e-14-0.108429j 1.62643e-15-0.252094j -3.01236e-14+0.0734493j -1.59646e-13-0.0362514j -1.50372e-14+0.346766j -3.55107e-14+0.437729j 1.10593e-15-0.0737083j 4.56323e-14+0.167215j -6.53788e-15+0.103594j -6.83337e-14-0.186633j 3.0915e-14+0.192775j 1.55601e-14+0.0911866j 3.27307e-16+0.0264023j -8.66153e-14-0.0967215j 3.52344e-14+0.11836j 5.91333e-15-0.113436j 3.23674e-15-0.0269615j 5.85546e-15+0.00305017j -2.9781e-14-0.181919j -2.90184e-15-0.0232618j -6.52231e-15+0.0286851j 2.03333e-14-0.069641j -2.21152e-15-0.0199248j 1.63516e-14+0.0236337j -1.00949e-14-0.0521861j -1.47862e-14-0.155071j 6.09723e-15-0.0182628j 6.43985e-15+0.0780773j -4.3358e-14-0.143729j -1.1585e-14+0.0108811j 5.42386e-14+0.116003j 5.11343e-15+0.0351229j 1.07345e-14+0.00385338j 4.34531e-15-0.0424934j -1.51207e-14-0.0591148j -3.84562e-15+0.0101384j -1.8701e-15-0.0526584j 1.57837e-16+0.000622713j 6.90949e-16+0.0444576j 7.64857e-15+0.0702031j 7.88657e-15+0.0667136j 3.45099e-15-0.00422679j -8.34559e-15-0.0304907j -2.16163e-16-0.0181722j 2.48886e-15+0.0277503j 2.09636e-15-0.0137269j -1.58773e-14-0.000848935j 
8.09418e-13+0.0965842j 1.72254e-13+0.0159161j 5.07747e-15+0.039515j 1.54554e-15-0.0300864j 2.85871e-15+0.0208767j 3.11704e-15+0.0465729j -1.31139e-15+0.0665133j -4.50761e-16+0.0330588j 6.08661e-15-0.011585j 7.16873e-15+0.0749715j -1.77289e-14-0.0285064j 5.8418e-15-0.0366538j 7.62912e-15+0.0267742j 1.94648e-14-0.101963j -1.12913e-14-0.0735506j 2.65361e-16+0.0731582j 2.52843e-15+0.0939843j -1.01332e-13+0.181723j 3.20898e-14-0.118947j -8.96634e-15+0.0187711j -6.34605e-14+0.535631j 7.62109e-14-0.113595j 3.96161e-15+0.24677j -2.94299e-14-0.0238435j -1.16391e-14-0.037452j 7.76465e-14+0.125656j 7.11131e-14+0.396031j -7.04574e-14+0.113384j -4.85958e-14-0.580531j -7.27455e-14-0.0827547j -7.5532e-14+0.014015j 2.54877e-13+0.32159j 6.51428e-13+0.637078j -6.31685e-13-0.342991j 1.12845e-13-0.189875j 8.26485e-14-0.403579j 2.34163e-14-0.0432236j -5.09136e-14-0.0141094j 4.72661e-14+0.244077j 3.26344e-14-0.173127j 4.72939e-14+0.0770673j -6.98415e-14-0.263745j -1.29386e-14-0.0885043j 1.07735e-13+0.0911998j -1.19693e-14+0.106345j -3.32579e-14+0.0687745j 3.87601e-15+0.210887j 3.56682e-15+0.104705j 2.25242e-15+0.0789435j 4.8883e-14+0.0903913j -2.39924e-14-0.0419113j 3.87467e-14-0.0659484j 1.02596e-14-0.0280598j -9.2145e-15-0.0355435j 3.98207e-15-0.0710284j 5.58907e-15-0.0525091j -5.08209e-15+0.0109103j 2.98383e-15-0.0343129j -3.89794e-15+0.0154226j -9.49652e-14+0.0698671j 1.9242e-14+0.0873651j -9.73833e-15+0.078218j 3.7442e-15-0.0201123j -6.38133e-16+0.0380983j 7.57169e-16-0.0532547j 1.50759e-15-0.0643774j -8.64512e-16+0.0104687j -9.20233e-15+0.0991213j -1.18584e-16-0.0461584j 2.10358e-15+0.0309436j 1.0638e-16+0.0572697j -3.77105e-15-0.0113423j -2.76023e-16-0.070969j 1.9096e-15+0.038709j 2.02356e-15+0.0646463j -5.51863e-14-0.0112951j 2.43669e-13-0.0358462j 
1.53245e-12+0.188786j 3.32816e-13+0.00609732j 4.41075e-15+0.0769349j -1.54952e-15-0.0682622j 3.28222e-15-0.000397672j -1.52135e-14+0.243114j -2.67445e-15+0.0152453j 6.5004e-16-0.0379551j -6.94048e-15-0.0321063j 9.59174e-15+0.130743j -6.542e-15-0.122488j -4.68479e-15+0.0818568j -7.85393e-16+0.0998594j -1.2808e-14+0.0559305j -1.20891e-14-0.140853j 1.65187e-14-0.00473325j -1.98739e-14+0.23305j -1.40811e-13+0.198457j -8.73037e-14+0.380768j 1.50313e-14-0.0789627j 6.28961e-14-0.044911j -4.00969e-14+0.279151j -2.29311e-14-0.0845409j 4.39471e-13+0.399474j 3.74775e-14+0.172788j -3.95241e-14-0.0471611j 4.04495e-15-0.183858j 2.19937e-14+0.334677j 4.31588e-14-0.0423926j -3.24282e-14-0.280729j 2.37709e-14+0.105854j -9.63275e-14-0.305953j -2.32307e-13-0.231011j -5.19329e-13-0.292508j 2.2668e-14+0.044446j -1.67278e-15-0.0589708j 3.3996e-14+0.159214j -6.31324e-14-0.302444j 5.72798e-14+0.342517j 2.08828e-14-0.0833219j 7.09323e-14+0.00497216j -9.79862e-14-0.151992j -1.62793e-14+0.015253j -6.22041e-14-0.0666889j -1.78992e-14-0.185992j 2.21391e-14-0.25198j -3.048e-15+0.0202236j -5.36306e-14-0.205653j 8.27281e-15+0.207069j 3.39534e-14+0.101201j -3.93182e-14-0.0904134j -5.35934e-14+0.0881779j 8.52807e-15+0.0752017j -2.42973e-14-0.0587314j -1.03496e-14-0.129467j -9.14254e-15+0.0849023j -1.13907e-14+0.0867691j -9.60118e-15-0.0394798j 2.23447e-14+0.0417585j 3.87175e-14-0.021441j -1.09602e-14-0.0304248j -3.42554e-16-0.146963j 1.29048e-15-0.0896063j 5.86834e-15+0.0411484j -3.2883e-15+0.0165205j -4.57979e-15+0.00610074j -1.50316e-15-0.0633028j 2.79327e-15+0.0438116j -5.16009e-15-0.040431j -4.98776e-16+0.0228189j -3.8399e-15-0.0413727j -3.23792e-15+0.0183975j -5.9595e-15-0.0337656j 9.86673e-16+0.00298912j 2.66231e-15+0.0356818j 6.57088e-14-0.0200996j -2.94464e-13+0.035446j 
3.00432e-13+0.0765431j 7.89955e-14-0.181959j -1.75046e-15+0.0987261j -8.92866e-15+0.0491957j -9.77354e-15+0.166977j 3.25521e-15+0.0531175j 1.23383e-14-0.076062j 1.9816e-16-0.0322502j -4.41645e-15-0.00530673j 1.03448e-14+0.0871517j -2.04825e-14+0.0166371j 2.52459e-15+0.0595448j 3.02051e-15-0.0205436j 1.69953e-14-0.0896993j -1.42968e-14+0.0527404j 5.92313e-15+0.052159j 3.8581e-14-0.0820748j -6.21791e-14+0.121332j 4.49087e-14-0.217683j -3.26268e-14+0.163603j -4.04729e-14+0.0446774j 3.14987e-14-0.0981634j -2.23675e-14-0.164362j 2.66982e-13+0.246705j 4.02928e-14+0.499878j 1.25536e-13+0.170381j 1.77326e-14+0.245134j -4.24283e-14-0.290168j -2.61738e-14+0.122762j -1.93934e-14+0.0289713j -5.26166e-14-0.154784j 9.18354e-14-0.134447j 1.71271e-13+0.272707j 3.473e-13+0.237919j -7.07921e-14+0.299342j -8.90408e-14+0.176452j 7.90051e-15+0.148807j 1.81896e-14+0.142907j 8.71638e-15-0.24565j 8.4498e-15+0.489268j -1.27717e-14+0.31983j -8.0875e-14-0.31075j -3.54076e-14-0.0582668j 1.35661e-13+0.124756j -2.24173e-14+0.197806j 3.53872e-14-0.189546j -2.93862e-14+0.270977j -1.83323e-14+0.126963j 3.9691e-16+0.0717127j 5.95639e-14+0.144797j -5.08232e-14-0.0460319j 7.17093e-15-0.0652235j -3.13355e-15+0.0944137j 6.3308e-15-0.127878j -7.47738e-15-0.0242646j -4.30446e-15+0.034224j 6.11845e-15+0.0171591j 1.96593e-14-0.179679j -3.18682e-15-0.0512528j -3.42773e-13+0.22165j 1.46471e-14+0.0953116j -1.18736e-15+0.0167231j 2.6842e-15+0.0970171j 1.82378e-15+0.00305244j -2.89925e-15-0.0522843j 6.42594e-16+0.0527768j 2.08622e-15+0.0535429j 1.72475e-14+0.00504085j -7.0719e-15-0.0559654j 3.20383e-15-0.0278267j -8.67723e-16+0.0358612j 2.08701e-16-0.0624973j -5.78424e-16-0.0415613j 1.30431e-15+0.0444319j 5.38207e-15-0.0143555j -4.16487e-14-0.00947901j 1.99303e-13-0.0290456j 
6.21621e-13+0.0402078j 1.52355e-13+0.174501j -1.05671e-14-0.0550629j -2.90138e-15-0.0772097j -1.29353e-14-0.145502j -1.56948e-14+0.0237239j 1.29338e-14+0.183798j 1.63972e-15+0.0432408j -1.46507e-14-0.0454132j 1.22594e-15+0.0402095j -8.69071e-15-0.102126j -7.08619e-15-0.0975722j 1.51293e-15+0.0403682j 2.67587e-15-0.0141062j -1.06803e-14-0.194646j 9.96863e-15-0.0406244j 3.61533e-14-0.0250871j -1.53712e-14+0.0420443j -4.02751e-14+0.0264883j -1.87251e-14-0.160358j -2.79675e-14-0.130288j -7.04081e-15-0.138906j -3.0397e-14-0.225369j 8.73203e-14+0.0501308j 5.37146e-14-0.0605136j -2.19682e-13-0.378179j -6.0148e-15+0.238175j 5.17185e-14-0.341836j 2.79288e-14+0.501436j 3.57436e-14+0.0747742j -8.8197e-14-0.179959j -7.25927e-14+0.0808967j -1.28244e-13-0.179005j 6.87808e-13+0.320766j -3.24291e-14-0.374418j 1.23015e-15+0.0526539j 2.70563e-14+0.0858801j 1.02138e-13+0.181916j -1.1422e-13-0.349057j -3.7531e-14+0.0158946j -4.17119e-14-0.260626j -9.883e-14-0.256974j -1.26162e-13-0.420847j 3.16922e-13+0.213857j -9.38695e-14-0.193088j 3.83306e-14-0.117296j 2.98976e-14-0.0729086j -4.58705e-14-0.103477j 9.18967e-15+0.165613j 6.41328e-15-0.00789775j -4.00284e-14-0.0528821j -3.96314e-14+0.0467362j 5.3618e-15-0.0704522j -2.01705e-14+0.0053343j 1.16995e-15-0.117601j 1.91743e-14-0.114952j 1.15414e-15-0.0126397j 3.40602e-15+0.166539j 7.5388e-14+0.187996j -5.99348e-14+0.0421946j -2.21824e-16-0.0380075j 9.45316e-15+0.0468741j 3.53072e-15-0.0361517j 1.13842e-14+0.00693438j -7.83595e-16-0.0148203j 7.73844e-15-0.0775388j 3.90339e-15-0.0739119j 3.02126e-15+0.180944j -4.46579e-15-0.00416851j -4.34626e-16+0.0939706j 2.93438e-15-0.00522374j 3.14699e-16-0.00375792j -4.16389e-15-0.00152103j 2.19292e-15-0.0270363j 4.66036e-15+0.0745123j -3.68996e-14+0.041703j 1.89101e-13-0.0160667j 
1.40031e-12+0.175887j 2.90532e-13-0.0166539j 1.35842e-14+0.0795626j 1.97387e-16-0.0370313j 1.03991e-14+0.023733j 3.8046e-15+0.180258j -1.20696e-14+0.050323j 1.65879e-15+0.0205379j 9.05639e-15+0.0344518j -2.93897e-16+0.0282528j 1.00268e-14-0.01934j 1.14493e-14-0.000707816j 2.21029e-15+0.0428085j 4.02047e-15-0.0940771j 3.34618e-14-0.020272j -2.97191e-15-0.052622j 2.95199e-14-0.20584j 3.87337e-14-0.122457j 9.17989e-15+0.194202j 2.13754e-14+0.0981428j 3.40718e-15+0.183486j 2.1008e-14-0.123586j 2.2803e-15-0.153526j 2.25604e-13+0.217506j -8.0393e-14-0.330326j 4.92225e-14+0.00992673j -3.31274e-14-0.0403038j 2.27215e-14+0.0525382j -6.22361e-14-0.179505j 5.50833e-14+0.0942404j 1.0504e-13+0.452167j -4.83671e-14-0.127903j -5.03668e-14+0.00331674j -4.4409e-13-0.229631j 1.56251e-14-0.069142j -3.2468e-14+0.390189j -6.011e-14-0.184855j -9.86576e-14-0.235946j 7.94883e-14+0.0865445j 4.88506e-14+0.258721j -2.24583e-14-0.219212j 5.16562e-14+0.0262315j 1.27324e-13+0.155759j -3.55945e-13-0.283514j 9.85674e-14+0.372604j 4.32117e-15-0.10201j -5.61944e-14-0.0187863j 4.9594e-14+0.0568526j 6.61831e-18+0.149582j -1.75615e-14+0.0228022j 2.80859e-14+0.072862j -4.38984e-14+0.0900473j 4.96685e-15-0.0710635j -1.00503e-15-0.0172888j 1.94979e-14+0.0729003j 3.05305e-15-0.00681834j 5.17794e-15-0.0288268j -1.06934e-14+0.00586057j -6.50334e-14-0.125105j -4.56156e-14+0.0225801j 1.61865e-14+0.0370201j -6.0478e-15+0.0270486j -5.76896e-15-0.0535511j -1.20626e-14-0.0775858j -3.04186e-15-0.0466593j -4.75637e-15-0.0781365j -3.19252e-15-0.0282556j -1.98266e-14-0.0789986j 1.20943e-14+0.0536128j -3.52121e-16+0.0805122j -2.71726e-15+0.0122171j -3.2118e-15-0.0397539j 6.64214e-15+0.0215094j -3.45734e-17-0.00293529j -4.48802e-16+0.0512674j -6.29523e-14-0.0114097j 2.56867e-13-0.0376398j 
-1.49908e-12-0.167565j -3.38615e-13-0.0804316j 1.04729e-15-0.0463971j 7.99978e-15+0.0896395j 1.0515e-14+0.0591084j 4.55348e-15-0.18816j -9.65398e-15-0.0261364j 7.7495e-16+0.0299778j -3.25338e-15+0.00953687j 4.68354e-15+0.033407j 6.35098e-15+0.0359347j -4.68793e-15-0.0898491j -5.58977e-15-0.0107364j 1.07888e-14+0.0129554j -1.15857e-15+0.0128473j 1.28368e-14+0.0197552j 4.24813e-15+0.072811j -1.13797e-13+0.183055j -8.31514e-15-0.0629175j -7.34231e-15-0.116993j -1.02704e-14-0.0328477j 2.03448e-15-0.216625j -3.12155e-15-0.110237j 8.33695e-14+0.0732445j -1.08124e-14-0.0268041j 3.52829e-14+0.0394153j 7.09008e-16+0.0339248j 4.44935e-15+0.183656j -3.27735e-15-0.176016j -9.49193e-14-0.525224j -2.18026e-15+0.48623j 6.55078e-14+0.0386088j 1.00609e-13+0.0807334j -3.98426e-13-0.215215j 1.93537e-14+0.133223j -5.74307e-14+0.189469j -1.14736e-13-0.518933j -8.52113e-14-0.232542j 9.80387e-14+0.219274j 1.20229e-13+0.478036j 3.73629e-14+0.247549j -9.25656e-15+0.10876j 3.3437e-14-0.162493j -3.93411e-13-0.408657j -1.86419e-14-0.0108256j -5.29524e-14+0.115104j -1.08974e-14+0.114221j -1.05256e-13-0.365124j 1.0316e-14+0.3058j -2.85173e-14-0.204509j 1.11419e-14-0.0913234j 1.39787e-13-0.205838j -1.83073e-14-0.0504468j -1.32494e-14+0.0411089j -1.29175e-14-0.0268787j 1.15346e-16-0.126008j 6.6711e-16+0.0722991j -3.21851e-15+0.142872j 6.20673e-14+0.155558j -1.75402e-13+0.127028j -2.26943e-14-0.0462778j 3.35247e-15+0.0211364j 1.10639e-14+0.0709127j 1.36118e-14+0.0378177j -3.11906e-15+0.00276548j -1.08058e-14-0.0878031j 6.02395e-15+0.0333769j -7.53518e-16+0.148604j -9.78666e-15-0.0397982j -3.47101e-15+0.0223005j -6.69382e-15-0.0284148j -1.55208e-14-0.0870598j -3.55294e-15+0.00675847j -1.91984e-15-0.00835399j -4.9713e-15-0.00690439j -7.24914e-14+0.0372703j 3.26591e-13-0.036248j 
