-0.0120448-0.0415719j 0.0169794+0.0698945j -0.0138146-0.0114298j 0.000154762-0.0395165j 0.0209849-0.0204885j 0.0191989+0.023202j -0.0199387-0.00578493j -0.0246026+0.0566256j 0.00196673-0.0492155j -0.0234733+0.101767j 0.0269898-0.0669967j 0.0301621-0.017074j -0.0485459+0.0416836j 0.0295867-0.0783095j 0.0583709-0.0429697j -0.0630011+0.0640133j -0.0309462+0.0212361j -0.000332264-0.0523816j 0.061354-0.0640527j 0.0495564-0.0220516j -0.00730597+0.0178306j 0.00475145+0.0161825j 0.0607091-0.103727j 0.0864228-0.0441293j -0.0748084-0.071202j 0.146272-0.0375728j -0.135909+0.180072j 0.0158484+0.00290039j 0.0333913-0.0224725j 0.0203843-0.0243429j -0.0396009+0.0370158j -0.0301838+0.0365822j 0.0498005+0.0146585j -0.00627915-0.0189222j -0.0213075+0.0317154j -0.0287772+0.00438023j 0.0290215-0.0420801j 0.00350003+0.0232971j 0.0272015+0.0322418j 0.0329889+0.0157914j 0.0214197+0.0318911j 0.00954559-0.00546264j -0.00192261-0.0307593j 0.00450467-0.0331648j -0.0207834+0.00542511j -0.0044202-0.0181164j 0.0294706-0.0358914j -0.0185996-0.0308456j -0.0347455-0.0286032j 0.00183669+0.00912833j 0.0665701-0.0363775j 0.0170357+0.00138256j 0.0569265-0.0711721j -0.0654808+0.0315683j 0.0705328-0.0717501j 0.0439684-0.049026j -0.0157755+0.027686j -0.0086726-0.0108319j -0.040831+0.0165643j -0.0373537+0.0315586j -0.02315-0.0574531j 0.0195452+0.125469j 0.0530834-0.0846841j 0.0765878-0.125508j -0.104042-0.0387738j 0.0196829-0.038744j -0.134084+0.0621282j -0.072892+0.0180654j -0.0339542+0.0414859j -0.0382908+0.0134389j 0.00817256-0.023126j 0.00702155-0.0261317j 0.0322266-0.0618109j -0.0310303+0.0601253j 0.0176008+0.0102507j -0.0140314+0.0208238j -0.0130927+0.00912101j -0.021958+0.0209077j -0.0106701+0.0188167j -0.00929974+0.0020766j 0.0212578+0.0124126j 0.0252315-0.0221891j -0.00966483+0.000333714j -0.0204863+0.0164198j -0.0174897+0.0131609j -0.0521481-0.0323378j 0.0209894-0.0345589j 0.0204504+0.00690342j -0.0989671+0.140564j 0.0559052+0.033885j 0.0887685-0.0440897j -0.00830045+0.0559228j 
-0.0344022+0.063783j 0.0879398+0.0875394j 0.0587034-0.0452987j -0.0665846-0.0668999j 0.0244253+0.0197163j 0.0791035+0.130918j -0.0120129+0.093866j 0.0714517+0.0325156j -0.175232-0.0510706j -0.0297236-0.0105328j 0.000943645-0.00306423j -0.0240596+0.0560504j -0.0652017-0.0760284j 0.0350378+0.0231493j 0.0373222+0.0716757j 0.0229105+0.0339456j 0.108778+0.06784j -0.00569237+0.00957405j 0.0278191-0.0433764j 0.0380382-0.064727j 0.0517994+0.0942197j 0.0309204+0.0675634j 0.0182695-0.00704117j 0.0880895+0.0543269j 0.0672325-0.0344348j 0.0743263+0.0244529j 0.0364798+0.0202476j -0.0154767+0.0177816j -0.0424263-0.0271393j 0.00325527-0.0210679j 0.00434699-0.0318972j -0.0308507-0.0741897j 0.0532637+0.0516196j 0.0508744-0.0224978j -0.0297505-0.0287083j -0.0258334+0.0429004j -0.0107003-0.0160122j 0.0481508+0.0618225j 0.0206124+0.0488308j -0.0103671-0.0426134j 0.0257036+0.0434054j 0.0184748-0.0387673j -0.0634286+0.00859716j -0.016516+0.0590654j 0.00816899-0.15017j -0.0255857+0.0101928j -0.0316478+0.0645557j -0.0583299-0.0954352j -0.0894306-0.0550873j 0.0168116+0.0216968j 0.000433811+0.0186237j 0.0557378-0.0519438j 0.0419407-0.0472678j -0.00668015+0.0255209j -0.00215791+0.0113127j -0.0481199+0.00314693j -0.0106102-0.0534733j 9.63414e-05+0.00500469j 0.0749764+0.00656013j -0.0246183-0.0345067j -0.0151381-0.101639j 0.0921312+0.0164586j 0.0369286+0.0616481j -0.0559214+0.00128865j 0.00464226-0.0144701j 0.00176994-0.0459051j -0.0413044-0.0564278j -0.00426072-0.0286617j -0.0152774+0.0165421j 0.0232683+0.000401911j 0.00135025+0.0230566j -0.0219663-0.0264957j -0.00593046-0.00172622j -0.00513965+0.00271381j -0.0396175+0.04354j -0.0211806-0.000607228j -0.0483437+0.0207399j -0.00338084+0.0327589j 0.000252152-0.00344114j -0.00235224-0.0216133j 0.0288995-0.0420026j 0.0106465-0.0170184j 0.00279532-0.0273528j 0.0286034-0.0123224j -0.00902176+0.0320762j -0.0163269-0.0373922j -0.0189732+0.00797052j -0.00876444-0.0533988j -0.0187104+0.00419437j -0.0284314-0.025222j 0.0157294+0.0424996j 0.0333889+0.0195098j 
-0.036571+0.111284j 0.0752573-0.0142434j -0.0113784+0.100174j -0.0202844+0.0407303j -0.0116977-0.0380692j -0.037277-0.0359037j 0.00248845+0.0562108j 0.0664881+0.104671j -0.137869+0.00449696j 0.0340783+0.0974575j -0.0943617-0.158731j 0.00973281+0.129707j -0.0308999-0.0979756j 0.0218802+0.0902964j 0.0389035+0.0153684j -0.0132987-0.0126624j -0.060635-9.19302e-05j -0.0286702+0.10952j -0.00538541-0.0101426j -0.000301467-0.12159j -0.00712576-0.0628153j -0.0201332+0.0682547j -0.0763757+0.0437169j 0.00261845+0.0862642j -0.0738146+0.0474096j 0.049798-0.057464j -0.00709921-0.0298925j 0.00526727+0.0766344j -0.00801798+0.0398907j -0.0073421-0.0158163j 0.0569428-0.0351032j -0.0439689+0.0925825j 0.0660051+0.0332261j 0.0414175+0.121423j 0.0201816+0.0362983j -0.00803685+0.0497691j -0.0229589+0.0469061j 0.0332379+0.0441211j 0.0423532+0.0596815j 0.0196901-0.0623024j -0.0382214+0.0492623j 0.117777+0.0104282j -0.015795-0.0592451j -0.0472014+0.0341254j -0.120434-0.0358598j -0.0138093-0.0325111j -0.00809823+0.000262341j 0.018433-0.00540364j -0.0140715-0.0487474j -0.0057624-0.0282294j -0.0159249+0.0977936j 0.025588+0.0458013j 0.0299643-0.0110016j 0.00435401+0.030419j -0.0118396-0.00963451j -0.0428527+0.0262929j 0.038911-0.0746481j -0.00423687-0.037466j 0.00095438-0.0480031j 0.0108089-0.0407617j -0.0302704+0.0138759j 0.0353468+0.0165665j -0.00274086-0.0381994j -0.0100164-0.043206j -0.0460943-0.0344977j 0.0189776+0.0321395j -0.019756-0.0175243j -0.0165354-0.00609612j -0.0100344+0.0129224j -0.0183288+0.0294938j -0.00916601-0.00581749j 0.0043104-0.00145454j 0.0180706-0.02878j 0.0136965+0.00370295j 0.000674664-0.0359324j 0.0413223-0.0161729j -0.00337871-0.00485702j -0.0268749+0.034811j 0.0160755+0.00719384j 0.0140528-0.0306542j 0.0416142-0.0284588j -0.00920576+0.00820068j -0.000260936-0.0015604j 0.00870585+0.000806228j -0.0217665+0.00299521j -0.00198981-0.00372469j -0.00353348-0.0140174j 0.0178207-0.0107564j 0.0347998-0.0271971j 0.0105863-0.00464791j 0.0263141+0.0105125j 0.0187565-0.00231685j 
-0.0705857+0.0473606j 0.0145999+0.0810449j -0.000326582+0.0259799j 0.0223103+0.0530976j -0.0289893+0.0639492j 0.0606528-0.0411834j -0.0594787+0.0144325j -0.0199621-0.111748j 0.0384775-0.12888j -0.0136825-0.0338764j 0.0993137-0.0137691j 0.0635451-0.00807932j -0.040345+0.0936899j 0.0620118+0.011601j 0.0679417-0.0750039j -0.0117682+0.0309208j 0.084785+0.0581623j -0.0220472+0.0691298j 0.0135865-0.0249098j -0.0534962+0.00287518j 0.00910364+0.0706507j 0.0418987-0.00904731j -0.0268156+0.0240613j -0.0558337+0.0534614j 0.0424878-0.00430237j 0.0529275-0.00516183j -0.0567309+0.0340617j -0.00342669+0.0505732j -0.0064707+0.0580233j -0.00290415+0.03622j 0.0445656-0.00448315j 0.0382347-0.00216312j 0.0273055+0.0644298j 0.0100786+0.0938841j 0.0123276-0.0494101j -0.0309988-0.0064778j -0.0426817+0.0417879j -0.0156787+0.00245587j 0.0415772+0.0137327j 0.0157552+0.00817586j -0.00371238+0.0724222j 0.0438681+0.0329078j 0.115859+0.101428j -0.00722499-0.0874526j 0.0321725+0.00686391j -0.0327798+0.0695247j 0.073697-0.0672019j -0.00673711-0.0791397j 0.0756587-0.0766595j -0.0922953+0.0902988j 0.00752682+0.0500518j -0.0473861+0.0237449j -0.0646777+0.00299272j -0.0396267-0.0710843j -0.12525+0.0440693j -0.0229352+0.045944j -0.0109494+0.0591538j -0.0201622+0.0351908j 0.0161661+0.0979235j -0.0381055+0.0596666j -0.014816+0.0809553j 0.0429741+0.0315047j -0.0434676+0.0716226j 0.0234791-0.0771623j -0.122243+0.031961j 0.00535581-0.00493171j -0.0258982-0.0216836j -0.0236122-0.0382694j 0.0115287+0.00613528j 0.0395733-0.0183939j -0.021764-0.00468244j -0.0145099+0.00262328j -0.0451411-0.00878972j 0.0287775+0.0103774j -0.0193373+0.0164016j -0.0303591-0.0052643j -0.0284797+0.00953237j 0.0956461+0.00540717j 0.0219399+0.00895527j -0.0332688-0.0128455j -0.0568685-0.00114925j 0.00675739+4.1317e-05j 0.00304619+0.00294311j 0.000156078+0.00591341j 0.0202439+0.0402059j -0.000298297-0.0392913j -0.0106186-0.0146515j -0.0345016+0.0058837j 0.00689243-0.0286316j -0.0278915+0.00254858j 0.0299584+0.011051j 0.0473955-0.00417345j 
0.00685885+0.111117j -0.0210843-0.0750409j -0.0993299+0.0258956j 0.0999219+0.0195998j 0.0932234+0.0168324j 0.0235571-0.0095469j -0.0181065+0.0706962j 0.0256559+0.0131657j 0.012034+0.0582801j -0.062058-0.0442076j 0.0649457+0.00593058j 0.0760403+0.0365013j 0.0352778-0.00936529j 0.00955949-0.0202754j 0.0264936-0.0689569j -0.0163223-0.0763405j -0.00281399+0.0673398j -0.0351424+0.0850002j 0.0206115+0.0610224j 0.0163442-0.0734461j -0.0106986-0.0535722j 0.0816163+0.0814754j -0.047263+0.0325925j -0.0588481+0.059549j -0.00700541+0.0260357j 0.000533112-0.0545872j -0.0232018-0.0347255j -0.0474775+0.0158287j -0.00476635+0.0316894j 0.0261554-0.026972j -0.02391-0.0688877j 0.0148115+0.0178607j -0.0244966-0.0413407j -0.0312351-0.0237586j 0.0602733-0.00687993j 0.0256346-0.0193519j -0.10056+0.0080355j -0.0171831-0.00849694j -0.0683734-0.00568574j 0.0149105+0.0073198j -0.00865921+0.0196622j -0.0454571-0.0189451j -0.0112045+0.0527545j -0.0146317+0.0325661j -0.00492792+0.0347963j -0.00886118-0.0616485j 0.00679291-0.0502216j 0.00437453-0.0101354j 0.048003-0.0103561j -0.0129083-0.0120243j -0.0703253+0.0537957j -0.132999-0.00514731j -0.0359145-0.0385901j -0.0324245-0.108658j -0.104423-0.0357119j 0.00217172-0.0181499j -0.00177328-0.0440685j -0.0286286-0.0673833j -0.0353595+0.000459571j 0.0233683-0.0583159j -0.0479084+0.0907166j -0.0518958-0.0577195j 0.0730729+0.0319987j 0.138863-0.000349478j -0.0546641-0.0201741j -0.0246076+0.0105303j -0.00365781+0.000458898j -0.0159235-0.0167355j 0.0199337-0.00184961j -0.0270133-0.0313271j 0.00317053-0.0252823j -0.00719403-0.0214268j 0.0235721-0.0495153j 0.00089558+0.0328892j 0.047924+0.0198601j 0.0270275+0.0257022j 0.0370439+0.0283626j -0.0253363+0.0306092j 0.00324861+0.0297478j 0.0239594-0.0267104j 0.0259017-0.0616646j 0.00136152-0.0360443j 0.0148483-0.00711687j -0.00738018-0.0355446j 0.0116079+0.0532955j 0.00916209+0.000675341j 0.0476909-0.023291j 0.0336828+0.0128301j 0.0335538-0.0404043j 0.00191088-0.00845736j 0.0322-0.00225524j -0.0276088-0.00934765j 
-0.0501053-0.0419772j -0.0248026-0.0221368j 0.0540612+0.101884j -0.0378724-0.0159334j 0.0655222-0.0662987j -0.0153131+0.0542099j -0.0179994+0.0321066j 0.00924731-0.0986618j 0.00376069+0.0143146j -0.0230178+0.000963771j 0.0316884+0.0146247j 0.0745352+0.0312494j -0.065852+0.00250092j 0.049207-0.0265662j 0.0320549+0.120546j -0.0394594+0.0909189j -0.00888535+0.0321513j 0.0627689-0.00718947j -0.0210564+0.00605906j 0.0219962+0.11846j -0.0421826+0.0606467j 0.00838081-0.0463774j 0.0284015+0.0814873j 0.0337005-0.0181467j -0.0140484+0.0221763j -0.0280077+0.048315j 0.0504764-0.0373957j 0.0242035-0.040002j 0.0153432-0.0604335j -0.0266249-0.0732986j -0.00665837+0.0179892j -0.0440996-0.0515334j -0.0163859-0.0510701j 0.00640206-0.03461j -0.0239145+0.0114421j -0.0376726-0.0498774j 0.00107623-0.0275737j -0.00393738-0.0266988j -0.00333539-0.0310845j 0.0764265+0.00709533j 0.0319719-0.0215295j -0.00828514-0.0252445j 0.0521816-0.038282j 0.0295386-0.020418j -0.028357+0.0682525j -0.0287437+0.0237667j -0.00318442+0.0473583j -0.0197384+0.0712755j 0.0049748-0.0457961j -0.0165944-0.021799j 0.0656407-0.0328426j 0.0111442+0.0168347j -0.0814051+0.0226599j -0.0954319-0.010361j -0.00488518+0.0971947j -0.0551112+0.0670469j -0.0422524+0.0358749j -0.024195+0.0849462j 0.0953804-0.0738779j -0.0625547-0.0191644j -0.0145878-0.00242292j 0.0381317+0.0599156j -0.0837745-0.0776061j -0.109881-0.0351959j 0.0195271+0.0694936j 0.0107332+0.0121982j 0.043375+0.0378605j -0.00171999+0.0670635j -0.00138071-0.0281666j -0.0233942+0.00899242j -0.0169594+0.0185403j -0.0134096+0.0212036j -0.0305804+0.0492174j 0.0361182-0.0320816j 0.00485256-0.0534476j 0.0305679+0.0497602j 0.0244714-0.00408181j 0.0263773-0.0625099j 0.0314114-0.0137581j -0.0211686+0.0365894j -0.0427079+0.0677371j -0.0193854+0.0328388j -0.0204849+0.0456147j -0.0215826+0.029073j 0.026409-0.0590978j -0.0262141+0.0131633j -0.0411925-0.00816768j -0.0134109+0.0144049j 0.00637105-0.0198042j -0.024616+0.0293196j -0.0142539-0.025101j 0.0343792-0.00708912j 
0.00644112-0.0169502j -0.0345524+0.00553522j 0.039238+0.063001j 0.0408597-0.0388365j 0.027283-0.0293302j 0.000951754-0.0339619j -0.0614765-0.0157879j 0.0108963-0.00953053j -0.0612225+0.00138072j -0.0510661+0.0717399j 0.0480881+0.0110718j 0.0285059-0.0336739j 0.040699-0.0512779j 0.0426194-0.0397886j -0.0119203-0.00240195j -0.0546869+0.00523569j -0.0666607+0.0238066j 0.042137+0.0267322j -0.0198995+0.0245816j 0.0945648+0.00783915j 3.78902e-05+0.0336772j -0.0796983-0.0699141j 0.0297145-0.0290137j 0.0573804-0.0271801j 0.169072+0.0457648j -0.0268701-0.0398629j -0.0536682-0.00298237j 0.0212897+0.0308343j 0.0140821-0.00865854j -0.0603989-0.0623361j -0.0153715-0.00965798j -0.00146292+0.0685372j -0.0332064-0.0434021j 0.00917477-0.0518658j 0.00174671-0.0276523j 0.0701588-0.00581488j 0.050578+0.000106331j 0.0200835+0.0268795j 0.0814985+0.099582j -0.0713053-0.0474711j 0.0351693+0.0117334j -0.0588359+0.0137266j -0.0466969+0.0260602j 0.025168-0.0099836j 0.035919-0.0194523j 0.00738083+0.0239032j 0.0746515-0.0620921j 0.0310994+0.152187j -0.0119848+0.0970356j 0.0251479+0.240119j 0.0437496+0.135121j 0.0188064-0.0089102j -0.0861933-0.125629j 0.0670384+0.182731j 0.00457648-0.073318j -0.0545732-0.0366439j -0.0382233+0.0461j 0.0525318+0.0879808j 0.0444988-0.0660073j -0.0494181+0.0718985j -0.0440415+0.0408191j -0.0263487-0.00418795j -0.0029666-0.0538827j -0.0146736-0.032058j 0.0643043+0.00120704j -0.032754+0.00170952j 0.0156197+0.0343224j 0.00513849+0.0546607j 0.0650319+0.00221349j -0.0401771-0.0108723j 0.046415+0.0141094j 0.0104047+0.0144877j 0.0556573+0.0200492j -0.0145459-0.0104028j 0.123895+0.0733261j 0.0270003+0.0252465j 0.119943+0.0703485j -0.0472843-0.0582749j -0.018418-0.00911969j 0.0383309+0.0351436j 0.0174802+0.0510479j -0.0102574+0.00652618j -0.00220031+0.00522557j -0.00699332+0.0199878j 0.0363019-0.00761391j 0.0039382+0.00108751j 0.00546377+0.00795305j -0.0166043+0.0310279j 0.000789468+0.0158428j -0.0259769+0.018382j -0.00873989-0.0245261j -0.0203637-0.00396894j 
0.0524861+0.0246497j -0.0903123+0.0402847j 0.00818405-0.130664j 0.0415849+0.00904117j 0.0379837+0.0776047j -0.0278667-0.1336j -0.0284199+0.0102602j 0.024926+0.0547254j 0.0437548-0.0305042j -0.0642736+0.0349265j -0.0501646-0.0780082j 0.0212689-0.0574299j -0.0505282-0.146315j 0.0447212+0.0177891j -0.0616556-0.0371884j -0.0972686+0.0373853j -0.00432323-0.0249595j 0.0964751+0.104663j -0.00896309-0.0898095j -0.159165+0.0448933j -0.0560717+0.0712608j -0.0135283+0.0248452j -0.0229022-0.0332562j 0.0555551-0.0458327j -0.00803255+0.047372j -0.0494984-0.0488401j 0.0100114-0.0314495j -0.0241453+0.00879401j 0.0298463+0.0237501j 0.085634+0.0415042j -0.00736319-0.0396575j 0.049643+0.0407926j 0.0108031+0.0100208j 0.0900528+0.0169855j 0.0393376-0.0478094j 0.0598025+0.0163889j 0.00904311-0.0783867j -0.0197831+0.0174525j -0.0551475-0.0264284j 0.0265073+0.00986457j 0.0677697+0.0125688j -0.0349748-0.00903416j -0.100026+0.0199224j -0.0345816+0.0262885j -0.0187455-0.0176547j 0.0263463-0.0171803j -0.105348-0.0510326j -0.0513624-0.0741201j -0.0852327-0.0208264j -0.00645891+0.0284136j 0.0158301-0.0254522j 0.0146448-0.0325207j 0.0333716+0.0679631j 0.0102119-0.0799334j -0.025478+0.0765675j 0.0314109+0.102324j 0.0250586-0.00324239j -0.0670037-0.0577766j 0.00803421-0.135006j 0.0450533+0.108828j -0.00138307+0.0199506j -0.0107344+0.00910665j 0.00700179-0.0757829j -0.0389711-0.0288195j 0.00526975+0.0132239j 0.0206512+0.0545685j 0.0316709+0.0367283j -0.00366888+0.0538716j 0.0189902-0.0529655j 0.0312662-0.0273229j 0.0101694+0.00698635j 0.00210321+0.0220752j -0.035301+0.0485681j -0.044168-0.049183j -0.0094887-0.0277634j -0.0881419+0.00130968j -0.0125304-0.020731j -0.0138007-0.0980947j -0.0368712-0.0204586j -0.00807613+0.0389227j 0.00457455+0.0899641j 0.0302126+0.0468473j 0.0297804+0.0419861j 0.00866939+0.0297575j -0.00784723-0.0739533j 0.0147789-0.0214602j -0.00671597+0.0207892j 0.0160299+0.0899051j 0.0126847-0.00661671j 0.013998+0.0713949j -0.00270772-0.0277584j -0.0336933-0.0357105j 
0.0108576+0.0263622j -0.00793449+0.0183029j 0.00483993-0.0376625j -0.00118925-0.027919j -0.0405693+0.0187261j -0.0321434-0.0709908j 0.0232949+0.0761732j -0.010703+0.06776j 0.00584581-0.00574759j -0.011268+0.00192311j -0.0502416+0.0983236j -0.112447-0.0113883j -0.0840542-0.0129079j 0.0635078-0.0444982j -0.128894+0.00751346j 0.0136874-0.0946403j 0.0547552-0.0431257j 0.0274228-0.0638931j -0.0104752-0.0479208j 0.0913995-0.145797j -0.0480565+0.227706j -0.022626-0.174483j -0.0275152-0.0547799j 0.00253453-0.0128343j -0.036345+0.0545799j -0.0241788-0.0516701j -0.00726169+0.0223602j -0.0296034-0.000881459j -0.000646127-0.00973304j -0.0180743-0.00768056j 0.000603306+0.00203066j -0.0219637+0.0291507j -0.0127692-0.00479332j -0.0421452+0.0159889j 0.0414017+0.016125j -0.0317657-0.0100139j -0.0206468+0.0270356j -0.0185256-0.0140029j -0.0443715+0.020356j -0.0179316-0.0142324j 0.0492959+0.0244997j 0.0362493-0.0268639j -0.0153043-0.0148408j 0.0037758-0.0080514j -0.0767852-0.00207458j -0.01774+0.00793701j -0.0252765+0.0152662j 0.00196071+0.0484838j -0.0804167-0.0144942j -0.0175354-0.0215686j -0.0214249-0.00515666j -0.0100145+0.0141511j -0.0630111+0.00818732j -0.00768409+0.00940778j -0.0172877-0.0196523j -0.0319533-0.0130598j 0.0146247+0.0102249j -0.0281112+0.0190903j -0.0288991+0.0117443j -0.00640581-0.0109949j -0.00374001+0.00340893j 0.00990204+0.0101499j -0.0181769+0.0066467j -0.02821+0.000542199j -0.0130712-0.0039345j -0.0108182-0.0148531j -0.000926377+0.00076902j 0.0225129-0.0089031j -0.0112942+0.0248015j -0.017323+0.0327905j -0.0197173+0.0137676j -0.0259064+0.0535927j -0.0059895-0.0149655j 0.100086-0.109676j -0.0654775+0.0836488j 0.149233-0.291445j -0.0325446+0.0261019j 0.00973242+0.0137336j 0.0325438-0.047425j -0.00995341+0.00921367j -0.00300526-0.0124241j -0.0213833+0.0199574j 0.0092053+0.00314326j -0.00248451-0.00472867j -0.0205971-0.0065247j 0.00194203+0.0083504j -0.00877773-0.00224912j -0.000859945-0.0145928j 0.00916407+0.000866853j 0.00582416-0.00345685j -0.00544541+0.00495628j 0.00874192+0.00378334j 
-0.0209382-0.0154771j 0.0251603-0.00247248j 0.0555772+0.0768246j -0.00996941-0.027045j 0.0666377-0.00133171j 0.0111967+0.0200941j 0.00758945-0.0210357j -0.112468-0.0318067j -0.129011-0.042262j 0.0646801+0.0674679j 0.0720068+0.0170916j 0.0999715+0.0738067j -0.00879937+0.00329741j 0.276874+0.0994668j 0.181363+0.0479348j 0.0480187+0.0186561j -0.160241-0.0418846j 0.0935451+0.040594j -0.183843-0.116298j -0.0164625-0.0311942j -0.0455426+0.0162557j -0.0649557-0.000815311j 0.00537306+0.0247306j 0.0122203-0.0342686j -0.00497163+0.0599198j 0.0322913-0.0245593j -0.0740861+0.0185567j 0.0204765+0.0229011j 0.0708009+0.0328997j 0.0171308-0.0211888j -0.00950093-0.0156821j -0.0377023-0.0660041j -0.0143291-0.00818777j -0.00141384-0.0388449j 0.0098845-0.0263721j 0.0156387+0.0215749j 0.0248972-0.0203698j 0.0307827+0.0297916j 0.00431115-0.0140137j -0.0364155+0.0202206j -0.00101108-0.06771j 0.0668752+0.00212852j -0.014892-0.0607035j -0.040832+0.0178528j -0.070591-0.0158755j -0.00308735-0.0686078j -0.03805-0.0425406j 0.115526-0.0201117j 0.0591115+0.0390955j 0.00191731+0.00680595j 0.059724+0.0504585j -0.0318556+0.00363618j -0.0139339+0.0960004j -0.0353591-0.0801106j 0.0412006+0.106334j -0.0218559+0.0409353j -0.00963953-0.0639499j -0.00439851-0.0231338j 0.0473108-0.00956567j 0.00133524-0.00977461j -0.024533-0.0297083j -0.00919468-0.021437j -0.0368092-0.0286837j -0.00931029+0.0302666j 0.0203844+0.00216734j 0.00794175-0.000408998j -0.00916679-0.00666397j -0.00461546-0.000338065j -0.00247364-0.018641j -0.00756657-0.0155242j 0.0107125+0.00134059j 0.00339456-0.00961928j 0.0206511+0.0157672j 0.00964471-0.0122009j -0.0104683+0.0242494j 0.032912-0.0191633j 0.00710558+0.0160305j -0.00674001-0.00932616j -0.00226939-0.00590074j -0.0102095+0.0182133j 0.0122367+0.00464593j -0.0106112+0.0247614j 0.00278784+0.00184955j 0.00380239-0.0160576j 0.00157624-0.00694693j -0.00867569+0.00300455j -0.00988491+0.0046556j -0.0012386-0.000304964j -0.00617924-0.0112051j -0.00236948-0.00108537j -0.0019994-0.0024386j -0.000366793-0.00332678j 
0.0424232+0.0174695j 0.0604194-0.00925588j -0.134178+0.00141767j -0.0360417-0.0116085j 0.122802+0.0120705j -0.0226889-0.0222336j 0.0502001+0.0221411j 0.0796763-0.000351033j -0.0662288+0.0129746j 0.0534436-0.0448619j 0.0706554-0.0119486j -0.0229759+0.00111085j -0.024677-0.0137492j -0.0292017+0.00779295j 0.0456808-0.0114627j 0.0216787+0.0159211j -0.00945301-0.000828696j -0.0720272+0.0768717j 0.0185492-0.00607315j 0.122966+0.0743981j 0.117857-0.0312202j 0.0750957+0.0114113j 0.0149282+0.0101713j 0.00650492+0.0391936j -0.0054823-0.0207383j -0.0196175-0.0174094j 0.0182577-0.0702217j -0.0358402+0.0338181j 0.0236032-0.018165j 0.0161048+0.0022373j 0.0125356-0.0187512j -0.000226547+0.052591j -0.0452298+0.0313779j 0.0238299-0.0385887j 0.0346913-0.0432976j 0.00379588-0.047573j 0.014042-0.0123713j -0.0280443-3.53705e-05j -0.133173+0.101934j 0.112212-0.112766j -0.069148+0.124184j 0.0420194-0.178381j 0.047698+0.00889721j 0.003787-0.0198298j -0.0627378+0.146478j 0.0467848-0.0287216j 0.0383838-0.0830081j 0.109196+0.141599j 0.0434392-0.0743095j 0.0542374-0.096078j 0.0206092-0.000911956j -0.0658698+0.0131146j -0.0623503+0.0713314j 0.018222-0.0341364j 0.0132985-0.0268739j -0.0217065+0.0278638j 0.0260956+0.0568067j 0.08146-0.0368894j 0.0380494-0.0390031j -0.0107291+0.0115918j -0.0384133+0.0470394j -0.000547455+0.0204126j -0.00160862-0.0246012j 0.0093228+5.46426e-05j 0.0341403-0.0123881j -0.0291873+0.00890506j -0.0206126+0.0136706j -0.00665628+0.00559021j 0.0201933+0.00173713j 0.0331265-0.0407954j 0.0146488+0.00846936j 0.0159064+0.0121309j 0.0167282+0.0155965j -0.0230849+0.00216358j -0.0323228+0.0929593j -0.0546747+0.0253195j -0.0239919+0.0682444j 0.00434601-0.0241325j -0.0258086-0.00511018j -0.0021137+0.0176389j 0.0168168+0.0258024j 0.0165732-0.0149162j 0.00558446-0.011868j 0.0120649-0.0390595j 0.00895995+0.00743412j -0.00753171-0.0171321j 0.0121414-0.000769227j -0.00730733+0.0192987j -0.00518544-0.00696565j -0.00066675+0.00528381j 0.00581471+0.00176259j -0.0012005+0.00344987j 
