-0.0120448-0.0415719j 0.0169794+0.0698945j -0.0138146-0.0114298j 0.000154762-0.0395165j 0.0209849-0.0204885j 0.0191989+0.023202j -0.0199387-0.00578493j -0.0246026+0.0566256j 0.00196673-0.0492155j -0.0234733+0.101767j 0.0269898-0.0669967j 0.0301621-0.017074j -0.0485459+0.0416836j 0.0295867-0.0783095j 0.0583709-0.0429697j -0.0630011+0.0640133j -0.0309462+0.0212361j -0.000332264-0.0523816j 0.061354-0.0640527j 0.0495564-0.0220516j -0.00730597+0.0178306j 0.00475145+0.0161825j 0.0607091-0.103727j 0.0864228-0.0441293j -0.0748084-0.071202j 0.146272-0.0375728j -0.135909+0.180072j 0.0158484+0.00290039j 0.0333913-0.0224725j 0.0203843-0.0243429j -0.0396009+0.0370158j -0.0301838+0.0365822j 0.0498005+0.0146585j -0.00627915-0.0189222j -0.0213075+0.0317154j -0.0287772+0.00438023j 0.0290215-0.0420801j 0.00350003+0.0232971j 0.0272015+0.0322418j 0.0329889+0.0157914j 0.0214197+0.0318911j 0.00954559-0.00546264j -0.00192261-0.0307593j 0.00450467-0.0331648j -0.0207834+0.00542511j -0.0044202-0.0181164j 0.0294706-0.0358914j -0.0185996-0.0308456j -0.0347455-0.0286032j 0.00183669+0.00912833j 0.0665701-0.0363775j 0.0170357+0.00138256j 0.0569265-0.0711721j -0.0654808+0.0315683j 0.0705328-0.0717501j 0.0439684-0.049026j -0.0157755+0.027686j -0.0086726-0.0108319j -0.040831+0.0165643j -0.0373537+0.0315586j -0.02315-0.0574531j 0.0195452+0.125469j 0.0530834-0.0846841j 0.0765878-0.125508j -0.104042-0.0387738j 0.0196829-0.038744j -0.134084+0.0621282j -0.072892+0.0180654j -0.0339542+0.0414859j -0.0382908+0.0134389j 0.00817256-0.023126j 0.00702155-0.0261317j 0.0322266-0.0618109j -0.0310303+0.0601253j 0.0176008+0.0102507j -0.0140314+0.0208238j -0.0130927+0.00912101j -0.021958+0.0209077j -0.0106701+0.0188167j -0.00929974+0.0020766j 0.0212578+0.0124126j 0.0252315-0.0221891j -0.00966483+0.000333714j -0.0204863+0.0164198j -0.0174897+0.0131609j -0.0521481-0.0323378j 0.0209894-0.0345589j 0.0204504+0.00690342j -0.0989671+0.140564j 0.0559052+0.033885j 0.0887685-0.0440897j -0.00830045+0.0559228j 
0.0176164-0.0551792j -0.0283284-0.0176999j 0.0193976-0.0266909j -0.0207947+0.0499364j -0.0213627+0.039565j -0.0215065-0.00197582j 0.0481033-0.105786j -0.0398032-0.00421381j 0.000681557-0.0660741j 0.0280963-0.0385868j 0.0685026+0.0219822j 0.010029+0.0250442j 0.0012334-0.0236822j 0.0225596+0.0113278j -0.0466089-0.0536273j -0.0396029-0.0442216j 0.0290649-0.0639539j 0.0660576-0.0633497j 0.139512+0.0693484j -0.0202899-0.0220853j -0.0175929-0.0192898j -0.033038-0.0315669j -0.0184349-0.0258591j 0.0131906-0.000823898j -0.0801235+0.0651697j 0.00640595+0.0288857j -0.0469661-0.075232j -0.0315075-0.0218002j 0.00327435+0.00729946j 0.0291963-0.00847451j 0.0228321+0.00869609j -0.0659829+0.0180594j 0.0302969-0.0378664j 0.000250503+0.0123816j 0.0021281-0.0417855j -0.0213977-0.00457982j -0.0207847-0.0191289j -0.0257688-0.022638j 0.0436615-0.0305841j 0.0235254+0.0027253j -0.0266141-0.0287549j -0.0289034+0.0117598j -0.00613668+0.0704972j -0.0789692+0.0223907j 0.0338069+0.0308922j 0.0422986+0.00754429j -0.0142446-0.00215281j -0.00867967+0.00599331j 0.0450698+0.0919536j -0.0729767+0.0389539j -0.00533759-0.0470313j 0.0229336-0.0273981j 0.054739-0.0393344j -0.0821922-0.0310366j 0.0187937-0.00636504j 0.0371234-0.0184331j 0.0556979-0.011082j -0.0567437-0.0173953j 0.070745+0.0258069j 0.046261+0.0271825j 0.0411713+0.0631059j -0.019194-0.0695175j -0.0186849-0.0541144j 0.0115823-0.0606374j 0.057146+0.0644428j 0.0417703+0.0362123j 0.0554887+0.0949483j 0.0226066+0.05951j -0.0334622-0.0137826j -0.0430266-0.00047491j -0.000490986+0.00820368j 0.01999+0.00943214j 0.0269683+0.022645j -0.0366161-0.0142348j 0.0291074+0.00553325j -0.00342326+0.00436837j -0.0090064+0.0145745j -0.0787886-0.00224908j -0.0114498-0.00232584j 0.0128707+0.0252091j 0.0672893-0.00474598j 0.0382578+0.00789542j 0.0127604+0.0234564j -0.00857642+0.0167139j -0.0216908-0.0132228j -0.0105207+0.0464857j -0.00682299-0.0280479j 0.0764048+0.0150773j -0.00425795+0.00664021j 0.00919254+0.00685687j -0.0326507-0.0503101j -0.0414499-0.00422238j 
0.0522125-0.00764685j -0.00644795-0.0075332j 0.0656518-0.0372455j -0.0136802+0.0147551j -0.0428879+0.0428293j -0.0294447-0.0363252j 0.0593866+0.0220843j 0.0122609+0.0299504j 0.0212011+0.0663395j -0.0136036+0.0939357j -0.0211849+0.0222884j -0.0345096+0.0606006j 0.00205312-0.0702481j -0.0757919+0.0893228j 0.00762144+0.0826536j 0.0136542+0.0389338j 0.0466404+0.00875464j 0.0304496+0.0766935j -0.0539757+0.0784662j 0.00889281-0.124202j 0.149107-0.121804j 0.018042-0.037295j 0.12344-0.0225644j 0.0293351-0.0024908j 0.128095-0.0665377j -0.00718115-0.0513867j -0.0654+0.0785608j -0.0115387-0.0282468j -0.0213946+0.00325389j -0.0121004+0.0418852j -0.0277467+0.0699114j -0.0141582-0.0468592j 0.00562475-0.00377893j 0.0443316+0.0847929j 0.00473344-0.0340354j -0.0633705+0.0133771j 0.0392833-0.0606657j -0.0286608+0.0389094j -0.0121932-0.0544858j -0.0373272+0.0206103j 0.008829-0.0875084j 0.0179086+0.0985661j -0.00931415+0.0439159j -0.0508344-0.00835804j -0.0157176+0.0256671j 0.00557389-0.0510473j -0.0583564-0.00477642j 0.132132-0.0446835j -0.0490599+0.133258j 0.0326099+0.0502097j 0.134309+0.036535j 0.0299254-0.082311j 0.0730019+0.0110224j 0.00418705+0.0332409j 0.0180319-0.0326511j 0.0458983-0.0054761j 0.0537748-0.0175601j 0.0214892+0.074824j -0.0234011+0.0989282j 0.0168186+0.0686507j 0.0672351-0.0023117j 3.26783e-06-0.0736377j 0.0304295+0.09267j 0.0342609+0.0360387j -0.0178037+0.0204217j -0.00228466+0.020043j -0.0486685+0.037065j -0.00820768+0.0176786j -0.0248811-0.0167274j 0.00297116+0.0218029j 0.0165402-0.00778205j 0.0100229+0.00331158j 0.0301092-0.022084j -0.0127845-0.00155078j -0.0170805-0.0208798j -0.0294581+0.00171489j -0.0105354-0.00509144j 0.0044421-0.00684683j -0.0240728+0.0111328j -0.00616846-0.0218563j 0.0163258-0.0395956j 0.0283066-0.0129713j 0.0075945+0.0207436j 0.00397597+0.00354599j 0.00915641+0.0144418j 0.040871+0.0123449j 0.02072+0.00206352j 0.00165401+0.0146018j -0.0495573+0.0412137j 0.00952452-0.021402j 0.0171791-0.0217551j -0.0462622-0.0381051j 
0.0168315-0.0302424j 0.00846568-0.0182203j -0.0457123+0.0133647j 0.00832641+0.0357007j 0.00320202+0.0283454j 0.000258426-0.0204943j 0.0179757-0.0909669j 0.0403724-0.014462j -0.0225068-0.0345892j 0.0193317-0.0330752j 0.0220652-0.103901j -0.0244494+0.00580892j 0.0174187-0.0691935j -0.0215431-0.0370983j -0.0706413+0.0482497j 0.0412566-0.0590497j 0.0817102+0.0389322j -0.0608258+0.0816281j 0.131914+0.0154653j 0.00162368-0.0188598j -0.00732594-0.0701388j 0.145568-0.117453j 0.0271768-0.154516j -0.0390327-0.0251317j 0.142481-0.000328153j -0.0293582-0.103642j -0.00623597+0.0771795j -0.0246343-0.0045514j -0.0312243+0.0257564j -0.013357-0.0915238j 0.0102042-0.00163023j -0.046402+0.0114293j 0.0337076-0.0707j 0.0390604-0.037195j -0.0209763+0.0590679j -0.0353635+0.0838112j -0.0559457-0.0104449j 0.00214075+0.0177421j 0.0366592+0.00989502j -0.0049258+0.0138905j 0.00843256-0.0189738j -0.0620248-0.00719003j -0.00240841-0.0934552j 0.00181381+0.0134216j 0.0238152-0.0406072j 0.027129-0.0646637j 0.0109119-0.0437369j -0.07442+0.0209104j -0.0326121-0.0175703j -0.0272147-0.052354j -0.00503424-0.0191429j 0.0030723-0.0336629j -0.0189837-0.0201945j -0.0372288-0.0295804j -0.0845344-0.0365933j -0.0103348-0.0174814j -0.0244268-0.0854045j -0.0500031-0.0250785j 0.0525637-0.0710127j -0.0251902-0.0956045j 0.00726291-0.039191j 0.0636497-0.0484537j 0.0138493+0.0287861j -0.0290116+0.136373j -0.0104772-0.00906764j -0.00904276-0.0231709j 0.0240321-0.0039644j 0.00960978-0.000759392j 0.032583+0.03188j -0.0197556+0.00364095j -0.0145643+0.0137686j -0.0124818-0.0159278j 0.00220935+0.0126101j 0.0179446+0.00511319j 0.0327783+0.00876215j 0.0243238-0.0193657j 0.0277822+0.00129412j 0.0124313-0.049162j 0.0197425-0.0065201j 0.020789-0.0282825j 0.00503741+0.00168419j -0.0172546+0.00155335j 0.0160429+0.0164301j -0.00445995-0.00929945j 0.0391941-0.0495074j 0.00645286+0.0218899j -0.0269666+0.025728j -0.00330341-0.00024912j 0.00881636+0.0505765j 0.00504885-0.0205597j -0.0111608-0.00986167j -0.0225802-0.0334521j 
-0.00248603-0.0214746j 0.0211562+0.00917185j 0.0544596+0.0331023j -0.0162986-0.035151j 0.0127518+0.00329847j -0.0523698+0.00272089j -0.00217878+0.0128548j -0.0298866-0.0436314j -0.0624969+0.011401j 0.0543455+0.0800564j 0.0194464+0.126983j 0.0379573-0.0349547j -0.0353626+0.1008j 0.0367817-0.0280995j 0.0272011+0.055544j -0.0142731+0.0546915j -0.0988847+0.0231589j 0.0626687-0.00400476j 0.00800067+0.225932j -0.0665242+0.0803405j -0.00770343-0.0227019j -0.0971395-0.0890415j -0.0771237+0.00845292j -0.0248332-0.0430624j -0.0480818-0.0898452j -0.005713+0.051437j 0.0116254+0.0296424j 0.0137441+0.00234018j 0.085488+0.00562428j -0.00298183-0.016001j -0.00197692-0.0575263j -0.0303541-0.0606969j 0.0133637+0.000300495j -0.0306938-0.0620545j 0.0534976+0.0351873j -0.0113215+0.0129713j 0.0249862+0.0341773j -0.00853932-0.016226j 0.0524152-6.36633e-05j 0.058817+0.0454355j -0.0283179-0.038046j -0.000195555-0.0644194j 0.0289847-0.0854723j 0.0303185+0.0239261j 0.0676488+0.0312573j -0.079498+0.00241852j 0.0916069+0.0178939j -0.0632469-0.0344029j 0.0300107-0.0111138j -0.0805942-0.0468817j 0.0364454+0.0151348j 0.0264138+0.0433895j -0.0682925+0.0796823j -0.0219071-0.000952863j 0.0777848+0.0741623j 0.0572943+0.0200738j -0.000774-0.00761365j -0.0192586-0.0254213j -0.0247796-0.0267365j -0.00538328-0.0556131j -0.0402424-0.0954482j 0.00296219+0.0120998j -0.110865+0.0393287j -0.0534395+0.112508j -0.0796911-0.0413992j -0.0213101-0.0539728j 0.012445-0.067833j -0.0187717-0.0527324j 0.0159532+0.0328672j -0.0392903-0.0147688j 0.00515765+0.011415j 0.00461501+0.000174707j -0.0133829-0.00490247j 0.0105989-0.00295761j 0.0809493+0.0690938j 0.0137027-0.0282742j 0.0942207+0.0339365j 0.0223051-0.00034532j 0.0279871-0.0132596j 0.0116343-0.0087801j -0.0377511-0.00309891j -0.00920527-0.0235232j -0.0330246-0.0316016j -0.0519426-0.037676j 0.000952463+0.011329j -0.0215576-0.0155597j 0.00657666+0.0401363j -0.0209647-0.0288892j 0.00938974+0.00147706j 0.0196363-0.0150942j 0.0184423+0.0411739j 0.0450198+0.00929558j 
0.00376923-0.00467785j 0.0172873+0.0152987j -0.0264615+0.00589184j -0.0580406-0.0115186j -0.0116313-0.00578343j 0.0918411-0.0223542j -0.0274512-0.0346625j 0.0614988+0.0199643j 0.0374101+0.0121029j 0.0529975-0.046399j 0.0207109-0.0184112j 0.0345547-0.100677j -0.0980798-0.0674698j 0.014964-0.0402887j 0.0181012+0.0196357j -0.114991+0.00326636j 0.0505992-0.0627617j -0.00153069-0.0390504j -0.0684614+0.0808202j -0.0933773-0.0812625j 0.0872561-0.113827j 0.0334776+0.0852259j 0.0159381+0.0210097j 0.0586618+0.00153619j -0.0620057+0.0110799j 0.075644+0.0145701j 0.00763072-0.0831537j -0.0348495+0.0185207j 0.014583+0.0121855j 0.0071357+0.0219593j -0.021232-0.0547019j 0.0124874-0.0340949j 0.00388739+0.0187971j -0.0197755+0.0358718j -0.0451146-0.0484123j -0.108137+0.0131658j -0.00649219+0.0505066j -0.0353197-0.0165207j -0.0344568+0.0112671j 0.0701249+0.0364114j -0.0085851-0.0445183j -0.0180695+0.0202043j 0.0937428-0.00188523j 0.0708322+0.0498168j 0.114381-0.0594106j -0.0782468+0.00589386j 0.0362799-0.0667379j 0.0403139-0.005187j 0.0740179-0.0373947j 0.0665897+0.0493555j 0.074502+0.0489007j -0.00653404+0.0553802j -0.0749116+0.0772096j 0.0103255+0.0555867j -0.0682454-0.00699705j -0.0365497+0.0203931j 0.00512081-0.0250944j 0.00406871-0.04677j 0.00431175-0.0812228j 0.0241589+0.034596j 0.0587902+0.0577083j -0.0166509-0.102543j 0.0200738+0.100072j 0.0137662+0.0623186j -0.0954178-0.0153947j 0.0108748+0.0271302j -0.0297106-0.03231j 9.33832e-05-0.0105405j -0.0383021-0.0407258j 0.0199083-0.0173172j -0.0307558+0.00174803j 0.00621353-0.0100291j -0.00835013+0.00277807j 0.0345612-0.00572951j -0.0620339+0.0102277j 0.0210202+0.0165804j -0.0622529+0.00726338j 0.0183135-0.000424096j 0.0360411-9.19572e-05j -0.0267422-0.0110455j -0.0327852-0.0213213j 0.0136256-0.00701313j 0.043111-0.0195264j 0.0489494-0.00870161j -0.00588867+0.0140935j -0.0245871+0.0176567j -0.0102507+0.0243929j 0.0146511+0.0227866j -0.0111148-0.0567323j 0.0179123+0.012225j 0.0217041+0.00263669j -0.0127894-0.0185804j 
-0.0111736+0.0208682j -0.0162335+0.00662278j -0.00697602-0.0454898j 0.00879834+0.000180231j 0.0308298+0.00875837j 0.0406197+0.00964305j -0.044504+0.0354195j 0.129598+0.0134663j 0.0617515-0.034253j -0.0372813-0.0953203j -0.11951-0.0142629j -0.0416009+0.00678452j -0.0216224+0.0229673j 0.0303174-0.00876495j -0.0494241-0.00412147j 0.0637345-0.0244812j 0.10161-0.0476289j 0.0744173-0.0985372j 0.0122188-0.0441257j 0.0566296-0.0585642j -0.0977387+0.0851463j -0.14715+0.057369j -0.025801-0.0189661j 0.108396-0.0462646j -0.0480854+0.037176j -0.0243973+0.0279542j 0.118169-0.0831917j -0.0187421+0.0323006j 0.0287693-0.0130276j -0.0062538+0.00998323j 0.0197161-0.0982436j 0.0466694-0.0326611j -0.00199435+0.00524613j -0.0402549-0.0753254j 0.00427484-0.0171879j -0.0123463+0.00883167j -0.0136577+6.8486e-05j -0.0175838-0.00511259j -0.00560242-0.000742991j 0.00600944-0.0135198j 0.0216954+0.0337468j 0.000255469-0.0712459j 0.125106-0.0289671j 0.01606+0.103576j -0.0179294-0.159866j 0.0221479+0.00639828j 0.0600398-0.0514546j -0.0231171-0.0496388j 0.0585052-0.0293646j -0.0170152+0.0338269j -0.0142045-0.00855146j -0.0474052+0.0235304j -0.0436769+0.0177542j -0.0499321-0.0169102j 0.0554102-0.020439j 0.0358478-0.0158684j 0.033316-0.0635978j 0.00648179-0.152517j -0.0199932-0.119466j 0.00520362-0.00787108j -0.0439824-0.00424661j 0.0425833-0.0850316j -0.0653383+0.006834j -0.0330933+0.0702272j -0.0437393-0.0789581j -0.021189+0.0204941j -0.00992124-0.0148429j -0.0210827-0.0152469j -0.0113483-0.0153818j -0.00502528-0.00851094j -0.00647771-0.0141435j 0.000707896-0.00878936j -0.0252815-0.00624662j 0.00314048+0.0162921j -0.00901012+0.0059046j 0.0149523-0.0298217j 0.000457604-0.0239387j 0.0291656+0.0117369j 0.00652682+0.00547849j -0.0182398-0.0123603j -0.0440743-0.0307472j 0.00589484-0.0334292j -0.00721091-0.0309015j -0.0153207-0.0127633j -0.00962402-0.00433118j -0.021401+0.0392691j 9.53377e-05+0.0263138j -0.0112743+0.0225191j 0.01568-0.0420597j 0.0186748+0.0241371j -0.00978665+0.0204122j 0.0176643+0.00923022j 
-0.017641-0.0110148j 0.00360706-0.0208164j -0.0196181-0.0534201j -0.0741425+0.0151522j -0.0102638+0.0303008j -0.0114485+0.0820022j -0.00380446-0.0497681j 0.0115739+0.000902713j 0.0902752+0.0712782j 0.0720255-0.00653318j 0.0846166+0.0540422j -0.0948412+0.0222247j 0.0320409-0.00809512j -0.106153-0.10023j 0.0214788-0.0851724j -0.0439034-0.00416256j -0.0612201+0.0432918j -0.0225775+0.0800753j 0.0364512+0.0489341j -0.11335+0.0598021j -0.0405648+0.037477j -0.00839728-0.0291934j -0.00374912+0.0372908j 0.0233658+0.0741782j -0.021714-0.0250403j -0.0115643+0.0650165j 0.0433097-0.0124433j -0.0391457+8.22562e-05j -0.0484078+0.000377993j 0.0294901+0.00505813j 0.0182745-0.020856j -0.029943+0.00152482j 0.00628327+0.0207452j -0.0364873-0.00686347j 0.0377047+0.0147542j -0.0425183-0.0218338j -0.015351-0.0228465j -0.0357704-0.0563121j -0.0289891-0.000468662j -0.00232178+0.0471929j 0.0424197+0.0510176j 0.0265686-0.0867459j -0.0368798+0.0257902j -0.0271056-0.0406646j 0.0379556+0.0233113j -0.00949819+0.0423681j -0.0197245-0.0193926j -0.0833305+0.0426099j -0.0455579+0.0365539j -0.0163279-0.0405462j -0.0543969+0.116774j 0.0178868+0.0330965j -0.0493624+0.0701569j 0.0213394-0.11495j -0.0855165+0.0336351j -0.0119651+0.0670581j 0.0141263+0.0378926j -0.0525454-0.0634929j 0.00851852+0.00156534j -0.00451602+0.0256023j 0.0471781+0.0187162j -0.036566+0.0652403j 0.0961449-0.125854j -0.0183692-0.073593j -0.00150467-0.0048969j -0.00151161+0.0150513j 0.025313+0.0370097j 0.0158329-0.00464939j 0.00343869-0.0222893j 0.00324752-0.0513839j -0.0116664+0.000459596j -0.0122405+0.02145j -0.0120369-0.0236008j 0.0443856-0.0430707j -0.00255004+0.0722139j 0.0298612-0.0479199j -0.0203272+0.0722303j -0.0174277-0.00161851j 0.0369043-0.0277043j -0.00173016+0.0194342j 0.0201622+0.0309582j -0.0203075+0.0279875j 0.00755942-0.0118931j -0.0012945-0.0258718j 0.0227447-0.00911494j 0.0114008-0.0372911j -0.0033313-0.0302582j 0.0341882+0.0356838j 0.0238306+0.00321111j -0.0023169+0.0514746j -0.0155236-0.0256826j -0.020763+0.0257769j 
-0.0115507+0.00575795j -0.0175017+0.0392016j 0.0200566+0.0020691j -0.0403485-0.0040662j -0.00453661+0.0119172j 0.0548025+0.0451251j -0.0305512+0.0214208j 0.0604015+0.0219213j 0.0576478-0.101832j -0.0178417+0.0107107j 0.0254573+0.00662337j -0.0264417+0.026258j 0.0253392+0.0505653j -0.082642+0.0677102j -0.0259822-0.033806j -0.0122255+0.135781j -0.0101897-0.0724158j 0.0301071-0.0188985j -0.0891632-0.0437076j 0.00412892+0.0274537j -0.025229+0.000746432j 0.0406667+0.071957j -0.0101932-0.0123252j 0.0230408-0.00394087j 0.0379123+0.0653187j -0.0559665+0.00870001j 0.0880296-0.0307255j 0.0288787-0.00259203j -0.017458+0.0101405j 0.0234909-0.0523245j 0.0278898-0.0317665j 0.0330607-0.0644787j -0.0218102-0.0140432j -0.0145607-0.0615891j 0.020516+0.0360655j 0.0537927-0.0522234j 0.00948578-0.0109107j 0.0142851-0.0322153j 0.0126354+0.00796594j -0.0244826+0.0522987j 0.00536457-0.0146367j -0.0377419-0.0100494j -0.0435147-0.0562706j 0.00100042-0.0234303j 0.0927245+0.0911449j -0.0331525-0.109586j 0.00300024+0.00742712j -0.00339649+0.0200607j 0.0679704+0.136213j -0.0374261-0.0637627j -0.0443029+0.161061j -0.00457967+0.0596589j -0.0116182-0.0158576j -0.0110517-0.142094j 0.0110025+0.039976j -0.0177985-0.0239417j -0.0193816-0.0595479j -0.00722597-0.106491j 0.0607092-0.0085829j -0.0111473-0.0361992j -0.0330728+0.0404581j -0.00482895+0.00235594j -0.0413818-0.142166j -0.0239634-0.0326911j 0.0533034-0.0390487j -0.00548274+0.026874j 0.0416285+0.0398113j 0.0135953+0.00259793j 0.0170228-0.0240151j 0.0193131-0.0325201j 0.00418986-0.0189966j 0.00459141-0.00818102j -0.0100239+0.000355649j -0.0256118+0.0255855j 0.0156361+0.0215012j -0.0305316+0.0372322j 0.0124043+0.0221598j -0.00334935-0.00202061j 0.00157473+0.0168358j -0.0260282+0.0404336j 0.0133925+0.00980413j 0.0193081-0.00815802j -0.0265437-0.0204371j -0.0184098-0.00141499j 0.00476081+0.0128433j 0.0296003+0.000149189j -0.000182879-0.00515559j -0.0031703+0.0415964j 0.0293527+0.00675072j -0.0131138+0.0455194j -0.0410891-0.0112558j -0.00783018+0.0345111j 
-0.00510387+0.014195j 0.0042843-0.0248356j -0.0717867-0.0510819j -0.00030468+0.0559719j 0.0296507+0.0175215j 0.00952216+0.0229106j -0.014303-0.0403887j -0.0458181+0.029385j 0.000282886-0.0949525j -0.0937306+0.0863705j 0.0894498-0.0286974j -0.0175657-0.0183357j -0.116002-0.0350982j -0.0255914+0.113041j -0.00792592-0.101104j -0.0061774-0.0983775j -0.0219306-0.0272949j 0.0274049+0.0408246j 0.122901+0.121107j 0.0206541-0.071473j -0.0520292-0.0662809j 0.0782473-0.142695j 0.0243419-0.019829j 0.00718502+0.0673089j 0.0350932+0.0687825j 0.0583686+0.0150963j -0.11779+0.0172837j 0.00682463-0.0881636j 0.0125682+0.0485035j 0.0291029-0.0567133j 0.0212834+0.036961j 0.044728-0.0336958j -0.0391694-0.0488125j 0.0393467-0.00752872j -0.0025416+0.0474143j -0.0118389-0.0777709j -0.00138989-0.000103219j -0.0155175-0.0725917j -0.0404763-0.0938311j 0.0126738+0.0239209j 0.032612+0.0442138j 0.0729779-0.0273332j -0.00437308-0.0354532j 0.00728497-0.021555j 0.0769266+0.0993322j -0.043286-0.0840381j 0.0141826-0.0228861j -0.00899032+0.0645034j 0.0516492+0.0568881j 0.0245527-0.0259602j 0.0436409+0.123303j 0.0158949+0.0328456j -0.0150651-0.0193571j -0.0549533-0.0404898j 0.0254197-0.0265447j -0.0103135-0.048509j -0.0654056+0.00468796j 0.0455778+0.0196725j 0.00574067+0.121011j -0.0504809-0.0310269j 0.0284317+0.00668088j 0.0468919+0.00961333j -0.0667194+0.0428937j -0.0271788+0.045863j -0.0421428-0.0323208j 0.0330351-0.0372459j -0.00875241-0.00554911j -0.00935457-0.0207593j 0.0086522+0.0227605j -0.00898787-0.0123166j -0.000162295-0.00195504j 0.0215752-0.0124473j -0.0255388+0.0110226j -0.036579+0.029101j 0.0185006+0.0296148j -0.0603639+0.0264776j 0.00559987+0.0140249j 0.0332816-0.0264874j -0.0142984+0.0415628j -0.0275359+0.00209851j -0.0116818-0.014244j 0.0106195+0.01399j -0.0111056-0.00840179j 0.000491094-0.000762661j -0.0133412+0.014832j 0.0106887+0.0134334j -0.019405+0.0102186j -0.0212121-0.010705j -0.0173502+0.00807195j 0.00941386-0.0192595j 0.0105691+0.0127333j 0.0173882-0.0138805j 
-0.0105806+0.0548022j 0.00860749+0.00127653j 0.0358653-0.0756975j -0.014253+0.00558599j 0.015755+0.0601066j -0.0152967+0.0434557j -0.024928+0.0583146j 0.027929+0.00879137j -0.117258+0.0787685j 0.0551082-0.00253756j -0.0403998-0.0547395j 0.106929+0.0207669j 0.0968752-0.000291122j -0.125421-0.0751961j -0.0173319+0.0741348j -0.141595+0.121728j -0.0375822+0.0077336j -0.0483893+0.0447154j 0.0635821+0.0160752j -0.0834144+0.00111916j 0.0597508-0.0736003j -0.00538961+0.0801156j -0.0587681+0.0811928j 0.0116869+0.0608171j -0.0265801-0.0501668j -0.0161885+0.00244345j 0.104872+0.0238097j 0.00489788+0.0203205j 0.0446852+0.0125713j -0.00484691+0.0219733j -0.0229169+0.0040807j 0.0196751+0.0664098j -0.0106111-0.0134925j -0.131267+0.0414809j -0.0310151+0.0374769j 0.000833045+0.0615765j -0.0299135+0.0135774j -0.00436046-0.00519909j -0.00139652-0.0687571j -0.0278707-0.00984787j 0.075127+0.0382992j -0.0081573+0.0959416j 0.0958135-0.0153209j 0.0051746-0.0552057j -0.0018459-0.0882394j -0.000676631+0.0869026j -0.0313021-0.0380988j -0.0602788+0.038644j 0.0914186+0.0667291j 0.0636988+0.0665789j -0.0298519+0.0794171j -0.032367+0.00355965j -0.0531974+0.0155874j -0.112189-0.0216452j -0.0226177+0.0460257j -0.0487511+0.0309512j -0.00910014-0.0410002j -0.0389497+0.0273165j 0.0790066+0.0189597j -0.0239433+0.0229651j 0.000483649+0.00525381j -0.0321263+0.0192144j 0.0684887-0.0386882j 0.0225694-0.0572571j -0.00698457+0.0325107j -0.0212917+0.0230875j -0.0128253-0.00444087j -0.0210484+0.00576977j 0.00864933-0.0196204j -0.00617783+0.0634802j -0.0386013-0.00161875j -0.0126373+0.00335884j -0.0198407-0.0504607j 0.0496024-0.0321499j 0.0307257-0.0604683j 0.0185995-0.0794607j 0.0269445-0.0707062j -0.0239043+0.0478566j 0.0356693-0.0367538j -0.0125871-0.019263j 0.00465519-0.0211153j -0.0198191+0.0289677j -0.0110367+0.0172394j -0.0130064+0.024707j 0.0103416-0.0354357j -0.00749284-0.00139673j -0.0155227-0.000488985j 0.00227576-0.0121073j 0.00616252-0.0164993j -0.0111592+0.00881622j 0.00803495-0.020921j -0.00763931+0.00515571j 
