0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
0.000322406+0.00561929j 0.00383939+0.000615726j -0.000333052-0.000292151j 0.00343881+0.000624311j 0.00279857+0.00305129j 0.00291418+0.00706478j -0.00282161+0.00567256j 0.00164185+0.00818508j -0.00852817+0.00115882j -0.00142685-0.0091309j -0.00227159+0.0116114j 0.00175712-0.000473234j -0.00434053+0.000296324j -0.00357647+0.0118456j 0.00730424-0.00556423j -0.00485712+0.0034123j -0.00355692-0.00825632j 0.00767026+0.00453728j 0.00288349-0.00577404j 0.00344125+0.0134256j -0.0100319-0.00365491j -0.0117184+0.0106126j -0.00125684-0.00293874j 0.0125947-0.0102797j 0.000664011-0.00565763j -0.00301792+0.00547495j -0.00434794+0.00294175j 0.00548603+0.000633969j 0.000831488-0.0116911j 0.00936528-0.0136066j 0.00895636+0.0072823j 0.00565601+6.09872e-05j -0.00510829+0.00411137j -0.00521926-0.00587384j 0.00258832+0.0151451j -0.000854738-0.0137985j 0.000233598-0.007865j -0.00266446+0.00926164j -0.00108683-0.0030506j 0.00110466-0.00111567j -0.00739404+0.00415693j -0.00519367+0.00505165j -0.00272023+0.0018961j 0.00179338+0.00164494j 0.00532558+0.0054321j 0.000344071-0.00644397j -0.00791135+0.00357495j 0.00513566-0.00310889j 0.00277671-0.00817901j 0.00265846-1.78431e-05j 0.00214799+0.000858218j -0.000376075-0.000956944j 0.0013794+0.00655926j 0.0015767-0.00317788j -0.00153711-0.00675676j -0.00310914+0.0108467j 0.00151489+0.00119386j 0.00138197-0.00502107j -0.000254589-0.00578768j -0.00448757+0.00571079j 0.00269355-0.00833191j 0.000139796-0.00270665j 0.00451361-0.00125365j 0.00123685-0.000904112j 0.000865558+0.00542562j 0.00430352-0.00410631j 3.22019e-05-0.000521351j -0.00116363-0.00170441j -0.000813864+0.00525173j -0.00103129-0.00135867j 0.00090415+0.00403428j -0.000882747+0.00580525j 
0.00226135-0.00238845j -0.00116638+0.000117549j -0.000349482-0.00030387j -0.00170197+0.00547128j 0.00421375+0.00455806j -0.000866904+0.0061631j 0.00297721+0.00267157j 0.0096661-0.00125216j -0.00491163+0.000874277j -3.21469e-05-0.00694172j 0.00250865+0.00732237j 0.00194141+0.00483744j -0.0114833-0.0047861j -0.00680122-0.00841864j -0.000898752-0.00400796j -0.00537911+0.00493709j 0.00528323+0.00359702j -0.000646936-0.00760781j 0.00997479-0.013693j 0.00158759+0.00623462j 0.00177695-0.0121844j -0.00159941-0.00918992j 0.0103188-0.00138821j 0.011228+0.0243176j 0.00346269+0.00242544j 0.00618797+0.00146802j -0.00964759+0.000253955j 0.00371358+0.00804313j -0.000163773-0.0051748j 0.00187026+0.014763j 0.00842807+0.0121963j 0.00312579+0.00784861j -0.00491766-0.00516906j 0.00101361-0.00286755j -0.00754992-0.00259961j -0.00283409+0.0163436j 0.00647505+0.00387333j 0.0152373-0.0105734j 0.00116035+0.00154503j -0.00416986-0.000969988j 0.00352405-0.000526397j 0.00482405-0.00411759j -0.000385806+0.00295425j 0.010343-0.0204661j 0.00691975+0.00419719j 0.00342078-0.00967872j -0.00867405-0.0122358j -0.00916306+0.00129464j 0.0138318-0.00591176j 0.00181993+0.00874264j 0.00455638+0.00392929j 0.00111598+0.00334995j 0.00108684-0.00146437j -0.0020545-0.00996135j 0.00286326-0.00394412j 0.00217191-0.000567301j -0.00903532-0.0120607j -0.0011555-0.00488316j 0.00297328-0.00043413j 0.00196886-0.00806753j 0.00509633+0.00233566j -0.00254362-0.00638141j 0.000786058+0.00794964j -0.00276832-0.00625131j 0.00335551-0.000937887j 0.000855404-0.000590449j -0.000833964-0.00133742j 3.03182e-05+0.00162452j -0.000659287-0.0051659j -1.73193e-05+0.00359875j -0.00129843-0.00246443j -0.00113105-0.00024364j 
-0.00216786-0.00224507j -0.000820823+0.00293153j -0.00135136+0.00526315j -0.00243642-0.00169149j -0.000433214-0.000429157j 0.00287893-0.00158257j -0.00162476+0.00473567j -0.00460797-0.00250717j -0.00614392+0.00089222j -0.00137158+0.00372585j -0.00478099+0.00127536j -0.0079841-0.00744415j -0.00578277+0.000294816j -0.00291569+0.00467664j 0.00559445-0.00594667j 0.00888241+0.00763939j -0.00139202-0.00466671j 0.00265949-0.00209947j 0.0135813-0.000619725j 0.00465032+0.000173831j -0.0168731-0.00214663j -0.0145705-0.00112349j 0.00645141-0.0153738j 0.00198195+0.0109153j -0.00919828-0.0113851j 0.0186373+0.00327292j -0.00812542-0.00909273j 0.00659658-0.00397331j -0.0132644-0.0078605j 0.0015889-0.0081222j -0.014449+0.0051323j -0.0113455+0.000711301j -0.00458999+0.00449519j 0.00213212-0.016589j -0.0029004+0.0034689j 0.00631349-0.012484j 0.00974141-0.00629454j 0.0014065+0.0130415j -0.00280847-0.0100159j 0.00297558+0.0198702j -0.00549252-0.0138433j 0.00525358+0.00168732j 0.000210593-0.000105108j 0.00361216-0.00385557j 0.00755203+0.000557272j -0.00712821+0.0112819j 0.00735867+0.00204766j 0.0040718+0.00354834j -0.000524026-0.0021854j 0.00588783-0.00193879j 0.00680248-0.00913539j 0.0056339-0.00700785j -0.00407749-0.0137748j 0.00409297+0.0115133j -0.00812222-0.0079629j -0.00238865-0.00842195j 0.00421431+0.00787664j 0.00243888+0.0101305j 0.000912477-0.00537117j 0.00409784+0.00324533j 0.000493543-0.000614236j 0.00361588+0.000555233j 0.0015516-0.00584211j 0.00168702+0.00648323j 0.000916244+0.00586616j -0.00325934+0.00267268j -2.87473e-05+0.00279454j -0.000935489-0.00121978j -0.000137765+0.00329965j 0.00303905-0.00357109j -0.000899939+0.00177976j -0.000816039-0.00331649j 
-0.00186295-0.00259402j 0.0016916-0.000659528j 0.0017044+0.000769568j 0.0027153-0.00617037j 0.0016108-5.75753e-06j 0.00357576+0.00784495j 0.00239464+0.00352002j -0.00113506-0.00707624j -0.00143239+0.00382008j -0.00371903+0.00523681j 0.000303085-0.00403818j -0.0029237+0.0113162j -0.00464468-0.00198207j -0.00086378-0.00237455j -0.00756678+0.0121316j 0.00643476+0.00483262j 0.0015999+0.0062407j -0.00946024-0.00384384j -0.00503951+0.00177357j -0.0031553+0.000495658j -0.00435585-0.0185773j -0.00358943+0.00220376j -0.0166567-0.00714494j -0.00661813+0.0064207j -0.00319262-0.00454178j 0.0021631+0.00293173j -0.017163+0.00164567j 0.00228207-7.83293e-05j 0.00974886-0.00802604j 0.00548199+0.00515438j -0.00806802-0.0237687j 0.000871716-0.00465952j 0.00243282-0.00112998j 0.0129043-0.00957927j -0.00521649-0.00342224j 0.00393882-0.00344261j -0.0083702-0.00033822j -0.00370384-0.00600429j 0.00270555-0.00364444j 0.00623655+0.00216543j 0.00419713+0.00478431j -0.00549085+0.00550549j -0.00654301+0.0015711j -0.0049287+0.00094605j 0.000310683+0.00190748j 0.00637267-0.0137742j -0.00792983+0.00907641j 0.000724127-0.00124113j -0.00474429-0.00808367j -0.00354756-0.00908925j 0.00084982-0.0177576j -0.00197158-0.0113102j 0.00271774+0.00160753j -0.00311955+0.00333138j -0.0008351+0.00343672j 0.0054283-0.00541137j 0.00184649+0.0067321j 0.00212679-0.00267634j -0.0047617-0.0020385j -0.00199218-0.00120106j -0.00505831-0.004255j -0.000142412-0.0049828j 0.00307243-0.000833093j 0.0013691-0.00627152j 0.00638402-0.000632593j 1.56236e-05-0.0035278j -0.00118967-0.00057268j -0.00572802-0.00137018j -0.000296068+0.00351355j 0.000491096-0.00114313j -0.00177483+0.0030548j 0.00247904+0.0030419j 
0.000452881-0.00365666j 0.00123439-0.00466963j 0.000477379+0.0075391j 0.00241164-0.00607756j -0.00110524-0.00609448j 0.00402153+0.00224495j -0.000551817-0.00632407j -0.00514359-0.000558422j 0.00518581+0.00507945j -0.00153731+0.00794686j -0.00107851+0.00196577j -0.00671881+0.0030451j 0.00589131+0.00421586j -0.000497049+0.0097929j -0.00323769-0.0082977j -0.00493972+0.0093535j 0.000287667+0.007892j 0.000124691+0.00506811j 0.00117835-0.00113578j -0.00391438+0.0161843j -0.00944662-0.00752825j -0.00220944+0.00501459j -0.0189148-0.0025973j -0.00669629+0.00236936j -0.00247066+0.0145972j -0.0103506+0.00511641j -0.00551855+0.0145766j 0.0017068-0.00269297j 0.0124121-0.00564055j 0.00266202+0.0073863j 0.0020944+0.001559j 0.00266683-0.00308525j 0.00459295+0.000761996j -0.0149542+0.0103685j 0.00158613+0.00499654j -0.00488461+0.0168963j -0.00369128+0.00247977j 0.00195383-0.000215521j -0.00926115+0.00835457j 0.00119799-0.00321797j -0.00413243-0.00424223j -0.00637493+0.00783742j -0.0062687+0.00337321j -0.00474379-0.00318421j 0.00596473-0.00422941j 0.00391749-0.000288948j -6.55238e-05+0.000849893j -0.0037275+0.00318123j -0.00477156+0.00101725j -0.00315486+0.00588915j -0.00395902+0.00541393j 0.000502215+0.00230803j 0.00724995-0.00389442j 0.00192416-0.00949827j -0.00379531+0.00207011j 0.00190381+0.00704474j 0.00443395-0.00461257j -0.00430341+0.000449133j 0.00312585-0.00205889j 0.00528539-0.00368827j -0.00452217-0.000553326j -0.000559126+0.00304294j 0.00210679-0.000512895j -0.000535269-0.00287643j -0.000493091-0.00440917j 0.000601611-7.25268e-06j -0.00147347+0.000463509j -0.00327014-0.00242058j 0.000363657+0.00317894j 0.000491901-0.000614788j -0.00142322-0.0010026j 0.00350809-0.00112356j 
-0.000361832+0.00188445j -0.00132293-0.00174758j -0.00104568+0.00352806j 0.000333186+0.00344614j -0.00670334-0.0077693j -0.00394849-0.00172352j 0.00483852-0.00932534j 0.00036993-0.00828623j -0.00333115-0.00151485j -0.00552926-0.00515041j -0.00158122-0.00221324j -0.00480734-0.00593222j 0.00108786-0.00696549j 0.00601572+0.000687347j -0.00672502-0.000679714j -0.0180594-0.0118962j 0.0064093-0.00841233j -0.00886591+0.0148125j 0.000796762-0.00393357j 0.000133423-0.00806253j -0.000253297+0.0147944j -0.00540539+0.00206548j 0.00351348+0.0122603j 0.0038924-0.0187033j 0.0046525-0.0112504j 8.16163e-05-0.00143012j -0.0126448+0.0106552j -0.000232836-0.00915709j 0.01143-0.00362917j 0.00444742-0.0138546j -0.0135419-0.00253754j -0.0062631-0.00696679j 0.00277505+0.00497435j 0.00581547+0.00185803j -0.0217629+0.00722108j 7.87143e-05-0.00403548j 0.00202815+0.00800617j -0.00390147+0.000374229j -0.00782338+0.00057037j -0.00523439-0.00783726j 0.000835644+0.00458425j -0.000968557+0.00740892j -0.00107742+0.00547835j -0.00494639+0.00400199j -0.00114692-0.00164051j 0.00190495+0.000581567j -0.000158157+0.00293504j 0.00715757-0.00164202j -0.00536534+0.00523577j -0.00121152-0.00818326j 0.00255611+0.00307972j 0.00311055+0.00408144j 0.00184257-1.31385e-05j 0.00161453+0.00153555j 0.00127987-0.000367383j -0.00592514-0.00103604j 0.00363294+0.00286231j -0.00161079+0.00624611j -0.00183726-0.00240021j 0.000254858+0.00107821j -0.0008982-0.00185378j -0.00248188+0.0030361j -0.00402714-0.0025065j -0.000165697+0.00166758j -0.00181216+0.000471652j 0.00136092+0.00578975j -0.00330993-0.000367406j -0.00132865+9.02435e-05j -0.000229224-0.00359331j 0.000120468+0.00160363j -0.000303165-0.00052131j 0.00170626-0.00143774j 
-0.000308686+0.00279264j 0.00352199-0.000730727j 0.00270346+0.0031864j 0.00165423+0.00355069j 0.00307382+0.00333312j -0.00147776+0.000985563j -0.00395556-0.00519106j 0.00973583+0.00558871j 0.00186875+0.00314668j -0.00021569-0.00763452j 0.00943018+0.0018792j -0.00171994+0.00795114j 0.00456221-0.0047983j -0.00216226+0.00258896j -0.00678039-0.0076318j -0.00748878-0.00173589j 0.00839725+0.00720393j 0.00346686-0.00999733j 0.00195853-0.00557817j -0.0117175+0.00418293j 0.00878228+0.00565822j 0.0171318-0.00358338j -0.00368636+0.00126925j -0.00474285-0.004226j 0.00345307-0.0157655j -0.0106293+0.000927511j -0.0142502+0.00344462j 0.001802+0.00191942j 0.00844663+0.000595136j 0.00248083-0.0119116j 0.000851696+0.00124547j -0.00354721-0.00171463j -0.00612795+0.00267773j -0.0111016+0.00455186j -0.0115748+0.00923687j 0.00311562-0.0141255j -0.00274479-0.00188712j -0.0074339-0.00770025j -0.00203212-0.00999432j -0.0105211+0.00104007j 0.0204559-0.0146373j -0.00715897+0.0011693j 0.000569655+0.00964948j -0.00519692+0.00125039j -0.00216694-0.00295403j -0.00265694-0.00652379j 0.00292969+0.00684442j -0.00114395+0.000730519j -0.00850036-0.000315052j -0.00616954-0.00219244j -0.00170187-0.00245066j 0.000671184-0.00733781j 0.0040004-0.00185794j -0.000926516+0.00688192j -0.004308+0.00166455j -0.00375411-0.00413999j 0.00182569+0.00872413j 0.00270579+0.00307856j -0.00471357+0.00289692j 0.00241086+0.003512j -0.00604296-0.00130284j 0.00381349-0.00290233j -0.00214273-0.00127902j -0.00558352+0.00151528j -0.00142764+0.00138273j 0.001324+0.00627628j -0.00347294+0.00012563j -0.00215887-0.00405665j -0.00183927-0.00201539j 0.00191021-0.000452986j -0.00200402+0.0024679j -0.000644167+0.00561028j 
0.000386365+0.00393909j -0.00155915+0.00115793j 0.00286358+0.00111808j -0.00382326-0.00131845j 0.0020526-0.00319425j -0.00686787-0.0039553j -0.00273757-0.00559883j 0.00345362+0.000290456j -0.00289138-0.00276931j -0.00215055-0.0112874j 0.00784249-0.00118497j 0.000972376+0.00106516j 0.00570041-0.00520082j 0.00191424+0.00213726j 0.00482245+0.00208535j 0.0109599-0.0141179j -0.000865952+0.0167949j -0.0151997-0.00672825j -0.00430139-0.00247013j -0.00220059-0.00484698j 0.00515474+0.00290879j -0.0123499+0.00548564j 0.0207929-0.0034362j -0.00714034-0.00107837j -0.00582146+0.00572558j 0.0102593+0.00363545j -0.00711271-0.00887344j 0.00400558-0.00256403j -0.00180702+0.0171254j -0.00986972+0.00508349j 0.00462888-0.00889484j -0.0190446+0.00545609j 0.00436547-0.00183935j 0.0165035-0.00128883j 0.000347649-0.0044643j -0.0130926+0.000201411j 0.00295738-0.00390115j 0.002835-0.00645394j -0.013909-0.00187773j -0.00200012-0.0135363j -0.0140735+0.00673444j -0.0027863+0.00609312j -5.82041e-05+0.0115589j 0.0128938-0.00970127j 0.0116711-0.000173153j -0.000489794-0.00385408j -0.000739669+0.00562543j 0.00559389+0.00855746j 0.00616231-0.00359524j -0.00406993-0.00669558j 0.0107134-0.00940549j -0.00332522-0.00740888j -0.0037011+2.04696e-05j -0.00211886+0.00495802j 0.000928072+0.000648952j 0.0030933-0.000173194j 0.00148111-0.00510181j 0.00455365+6.69975e-05j 0.00499512-0.000831136j 0.000349425-0.000959023j 0.00166915-0.00618931j -0.000698489+0.00248526j 0.00447399-0.000711591j 0.00455357-0.00017694j 0.0052636-0.00264056j -0.000575977+0.00114872j -0.000843156+0.000185736j 0.00188072-0.00378547j -0.00245785+0.0038072j -0.00230611-0.00221799j 0.000967159+0.000105489j 0.0022223+0.0027162j 
-0.00294475-0.0107996j -0.00339503+0.00119316j 0.00695327+0.00682426j 0.00251394-0.00783052j -0.00109062+0.00243382j 0.00384372-0.00807128j 0.00288174+0.00302198j -0.00112476-0.00860518j 0.0091975+0.00819891j 0.0146261+0.000667061j -0.00131757-0.00495201j 0.00222822+0.00655151j -0.0013372-0.000367132j -0.00647311+0.00806404j -0.010394+0.00949537j 0.00113402-0.00409932j -0.00655373-0.00740029j 0.00733804-0.00704074j 0.00989585+0.00759819j -0.00250304-0.0100671j -0.00545644-0.010745j -0.00839503-0.00423369j 0.00991766+0.0102827j 0.00214105+0.000929057j -0.00660244+0.0039502j -0.00559463+0.00133904j -0.00070147-0.00786358j -0.000563632+0.00077072j -0.0085374-0.000713584j -0.00945828-0.00152374j -0.00088428-0.002767j -0.016562+0.0107916j -0.000626318+0.00328736j 0.00239905-0.00203359j 0.00583712-0.00190067j -0.00506853-0.000308646j 0.00158846+0.000308583j 0.000599042-0.00532919j -0.00762527+0.00287586j 0.00144206-0.0107154j -0.0101717+0.00261669j -0.00572668+0.00631319j 0.00142184+0.00246228j 0.0134812+0.000828864j 0.00700962-0.00047643j -0.0021178-0.00860503j 0.000923505+0.00906805j 0.00350709-0.00262815j 0.00451479-0.00251211j -0.00230702-0.00162466j 0.00359157-0.00195365j 0.000805278-0.00422884j -0.00230203+0.0136861j 0.00536466+0.00389483j 0.00441244-0.00980082j -0.00385226+0.00439896j 0.00237632+0.00227465j 0.00254578-0.00626122j 0.000513574-0.00540179j 0.00214677+7.32668e-05j 0.00296519-0.00276533j -0.00336991-0.00346841j 0.0032782+0.0027017j -0.00164501+0.00369272j 0.000454512-0.0023541j -0.00159894-0.00620407j 0.00143415-0.00080774j -0.000255639-0.00184663j 0.000384238+0.00512931j 0.000756144-0.00311241j -0.00312487+0.00112572j 0.000978469-0.0051383j 
-0.000373644+0.00242671j -0.00168816-0.000827011j 0.000712306+0.000715157j 0.0033142-0.0030666j -0.00418752+0.00556146j 0.0016128+0.00489936j -0.0141063+0.00972254j 0.00121149+0.00511625j 0.00642787+0.0105507j 0.00226264-0.00766133j -0.00100388-0.00352325j -0.0105911+0.0177816j 0.00717976-0.00204008j -0.0149246+0.00864269j 0.00270251-0.00321357j 0.00915505+0.00460995j -0.0165186+0.00298907j -0.012015-0.0105891j 0.00804755-0.000253217j -0.00627514-0.0108874j 0.00986438+0.0137329j 0.00131122-0.00663735j -0.0101063+0.00687053j -0.00799876-0.0145539j -0.00600331+0.0025738j 0.0108021-3.44198e-05j 0.00542677-0.00154059j 0.00622468-0.0077299j 0.00165491+0.0125891j -0.0219456+0.0133272j -0.00786761-0.00542328j 0.00287019+0.000101951j -0.00428296+0.0051623j 0.000208624+0.00780626j 0.000576023-0.00173649j -0.00153435-0.000319013j 0.00405724-0.00204663j 0.00305492+0.000348379j 0.000380044+0.00762573j -0.00153982+0.00788121j -0.0153013+6.04236e-05j 0.00631046-0.00420019j -0.00306449+0.00074587j 0.00997146+0.00711738j 0.00787401+0.00350499j -0.000694529-0.00869167j 0.00188973-0.0124474j -0.00278906+0.00264132j 0.0107773+0.00549517j 0.000382532+0.00452072j 0.002908+0.000273417j 0.00454876+0.00192473j 0.00294952-0.00442663j 0.00356653+0.00694323j -0.00289113+0.000455751j -0.002756+0.00514505j -0.00384142-0.00280986j 0.00146066-0.00423396j 0.000859668+0.0022077j -0.00013443+0.00987473j 0.0061798+8.12364e-06j -0.00312528-0.00256549j 0.00666358+0.00196296j -0.00172431+0.000920302j -0.000859257+0.00456538j -0.000826648+0.00261276j 0.000879419+0.0077247j -0.00150069-0.00257136j 0.00128275+0.00618319j 0.00146262+0.000263307j 0.000123774+0.00174713j -0.00216583-0.000724043j 
0.00385567+0.00643464j -0.00294189+0.00464432j -0.00196887+0.00509318j 0.00281548+0.00284917j -0.000443051-0.00189228j -0.00438083+0.00236982j 0.00232448-0.000997942j 0.000748063-0.00582873j 0.00466529-0.00350931j -0.00270113-0.00457651j 0.00238178+0.000564598j 0.000103261-0.0120945j 0.000645343+0.00308634j 0.000583903+0.00381975j 0.00385192+0.000522939j -0.00121284-0.0079743j -0.000513007-0.000714036j 0.00439334+0.00924793j -0.000551189+0.000963379j -0.00255572+0.00285786j 0.00611771-0.0043762j 0.00985203+0.00791419j -0.00342747-0.00713205j -0.00256952+0.000516531j 0.0103828-0.00264449j -0.00375347+0.00605253j 0.0174056-0.0108943j -0.00608195+0.00144579j -0.0124071-0.00128423j -0.00754361+0.000656654j 0.0127804-0.0140772j 0.0125567-0.00909834j 0.00786681+0.00034481j -0.00933049-0.00881891j 0.00449316-0.00334321j -0.00224515-0.00131689j 0.00632364+0.00276911j 0.00908911+0.0054742j 0.00680518-0.0139037j 0.00272653-0.00267321j -0.00399042+0.00901101j -0.00362268+0.00445626j 0.00537639+0.00546633j -0.00361053-0.00992557j -0.0107842+0.0041515j -0.00449777+0.008585j -0.00684888+0.0102886j 0.00767496-0.0118262j -0.00151638-0.00224474j 0.00186799+0.00304199j -0.0120415-0.0101326j -0.00425696-0.0030964j -0.000298776+0.00247611j 0.00500851-0.00419919j 0.00149138-0.00763099j 0.00335896-0.00371448j 0.00903485+0.00131253j -0.00242173+0.00308558j -0.002633-0.00556726j -0.00150267+0.0112017j 0.0018638-0.00550664j 0.00643534+0.00547879j -0.000290129-0.00410968j -0.00110898-0.00102277j -0.00513416+0.00279797j -2.92798e-05-0.00179181j -0.000339946-0.000906267j 0.0011879-0.007608j -0.000493881+0.00324858j -0.00148111+0.00424423j 0.00376116+7.92247e-05j -0.00291092-0.000700382j 
0.000557621-0.00333597j -0.00243332-0.00140966j 0.00384223-0.00427249j -0.000749344-0.00335568j 0.00256548-0.00463343j 0.00131455-0.0121439j 0.00335078-0.00244551j -0.00669453-0.00298078j -0.00266728+0.00767145j 0.0128238+0.00410322j -0.00623335-0.00826597j -0.000580711-0.00528413j -0.000670432+0.0105158j -0.00341181-0.00849352j -0.000637916+0.00760428j -0.00622085-0.0111977j 0.00762347+0.00680125j -0.00552096-0.0193542j -0.00482646-0.00942892j 0.00147481-0.00539231j -0.0179787+0.00563077j -0.00182018+0.00569549j 0.00700978+0.00242007j 0.0153456-0.00424422j 0.010104+0.00148573j -0.00433834-0.0248763j -0.00294906+0.00584452j 0.00746909+0.00510743j -0.00683981+0.00671383j 0.000245211+0.00296002j 0.00160136+0.0027018j 0.013844+0.0140313j 0.00210973-0.000406389j -0.00494214+0.00948616j -0.00469365+0.000406955j -0.00394115-0.0103208j 0.000300198+0.00267577j 0.00156335-0.00261901j -0.00151704+0.000206895j -0.00623159-0.00853637j -0.00501482-0.00808268j 0.00260806-0.00618503j -0.00626262-0.00865737j -0.00381501-0.00404749j 0.00136107-0.00553749j -0.000276263-0.000242861j 0.00296653+0.00485826j -0.00207619+0.0048415j -0.00531025-0.00220764j -0.00141255-0.00113192j -0.00189303+0.000743545j -0.000782425+0.00137052j 0.00662396+0.00446864j -0.00168854-0.00154104j -0.00136239+0.00720983j 0.00529863+0.00686614j 0.00242038+0.000806392j -0.00222066+0.00318452j 0.000251386+0.0025023j 0.0019751-0.00187785j 0.000547447+0.00351574j 0.000949949+0.00264652j 0.00068797-0.007704j 0.000270341+0.000781057j -0.00293276-0.00133017j -0.000903868+0.00213053j 6.35308e-05-0.00139054j 0.000367219-0.000552479j 0.00104498-0.00162469j -7.34686e-05+0.000280134j -0.00025681-0.000159023j -0.000546345-0.000180339j 
-0.00228264-0.00156502j -0.000234977-0.00252805j 0.000447804+0.00343808j -0.00271132-0.00278247j -0.00664697+0.00848553j 0.00188896+0.00201389j 0.0004665-0.000350299j 0.00174197-0.00348617j 0.00740257+0.0210452j -0.000604386-0.00512541j -0.00395885+0.00201743j 0.00812955+0.0105466j 0.00367324-0.00773224j -0.0101066-0.00207036j -0.0192563+0.000196146j 0.000576203-0.00564422j -0.0122993-0.0179069j -0.00795669+0.00398387j -0.000424823-0.0138954j -0.00283168-0.00174974j 0.0164487-0.01088j 0.0150578-0.000720988j 0.00877541-0.0013684j 0.000990834+0.00533809j 0.00130557-0.00412852j -0.0159248+0.00216585j 0.0137306+0.00109885j 0.0142071+0.00297853j -0.022285+0.00216212j -0.00846671-0.00358293j 0.00566657-0.000573418j -0.00160644+0.0102009j -0.00345045+0.00378573j 0.0024516+0.00352849j 0.00665464+0.00463136j 0.00113974+0.00278097j -0.00228506-0.0130348j 0.00460288+0.000303268j -0.00288435-0.00641976j 0.0030896+0.00729293j -0.00346128-0.00509732j -0.00078514-0.00186301j 0.00150534+0.00561852j -0.00312508-0.00558605j 0.00254988-0.00127452j -0.00380395+0.00367406j 0.001073-0.00207021j -0.00546954-0.00270346j 0.00464-0.00021086j -0.00475708-0.00233667j -0.00529307+0.00193945j -0.00508832-0.00333519j -0.00594488+0.00359179j -0.00235336-0.000956034j -0.00438954-0.00278271j 0.00709934+0.00889244j -0.00166839+0.00830184j 0.0063442+0.00368127j 0.000489201-0.00536003j 0.00122112+0.00203365j 0.000970814-0.00133979j 0.00251151-0.00405432j 0.00484007+0.00104153j 0.0035841+0.002855j 0.00205042+0.00205623j 0.000762512-0.00307988j 0.000977047+0.00164601j -0.000769491+0.000217702j -0.0028284+0.00383215j 0.000404382-0.0039532j -0.000770733+0.00205597j 0.00312684+0.000944819j 
