0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
0.000373548+0.00149542j -0.00116165+0.000697346j 0.00176069+0.000649098j -5.71827e-05-0.00197944j -0.00156781-0.00387589j 0.000489552+0.00241988j -0.00162184+0.00171983j 0.000713079-0.00278609j 0.00107627+0.000267959j -0.000181581-0.000872606j -0.00190507+0.00222708j 0.00147072-0.000880947j 0.000996422-0.000539126j -0.000541119-0.00128959j -0.00323026+0.00144143j -0.00541105-0.000744122j 0.00186699+0.00357255j 0.00398833+0.00423484j 0.000385003+0.00147576j -0.00362946-0.000873051j 0.000727446+0.00321855j 0.000643245+0.00347267j 0.00069972+0.000980402j -0.00431422-9.49215e-05j -0.000234113-0.00137872j 0.00083465-1.54094e-05j 0.0030663+0.00122478j 0.00356423-0.00127539j -0.00138464+0.00671294j 0.00044786+0.00165503j 0.00566796+0.00113004j -0.00295793+0.000498838j 0.001771+0.00143668j -0.00275703+0.000968799j -0.0070467-0.000367024j 0.000481473+0.00142177j 0.00135967-3.31877e-05j 0.000979477+0.000321195j 0.000645246-0.00184106j 0.00391306+0.00187793j 0.00287994+0.00281967j 0.00111006-0.0063935j -0.00347919+0.00115686j 0.000917829+0.00283631j -7.32241e-06-0.000613092j -0.00156415+0.00440155j -0.00458881-0.00303465j -0.00436738-0.000976989j 0.00292418+0.00199347j -0.00123278+0.0033832j -0.00146868+0.00053837j -0.0030246+0.00268903j 0.000785234+0.00728286j 0.000246784-0.00422428j -0.00598203+0.000849475j 0.00226899-0.00157204j 0.00373515-1.66497e-05j -0.00168003-0.00263074j 0.00298878-0.00175241j 0.00295691+0.00339627j 0.000646788+0.000428963j 3.26304e-05-0.000823753j 0.00291995-0.00177285j 0.0022319+0.00232047j 0.00148632+0.000678627j 0.000400608+0.00295663j 0.000844955+0.00260751j 0.00120635-0.00248861j 0.00164027-0.00136332j -0.000881944-0.00108938j 
-0.00083368-0.000271655j 0.000824208-0.00125152j -0.000722205-0.00262159j -0.000228594+0.00181177j 0.000892019-0.000344379j -0.000508192-0.0012043j 0.000277094-0.00105242j 4.84622e-05+0.000458828j 0.000248981+4.53339e-05j 0.0010264+0.000720065j 0.00159739-0.000641211j -0.000842574-0.000618102j 0.00142333-0.00155763j 0.000148105+0.000557155j -0.00317397+0.000462797j -0.0001015+0.00283776j 0.00106106-0.000773035j 0.0019952-0.00260094j 0.00456099-0.00154299j 0.00367293+0.00193097j -0.0024025-0.000935141j -0.00136703+0.000249715j -0.00211731-0.00094888j 0.00343143-0.000136748j 0.000557583+0.00376611j 0.000804987+0.000313379j 0.00201914-0.0023441j 0.0019765+0.00376236j 0.00132417-0.0026766j 0.00587212-0.000225397j -0.00417999+0.0018101j -0.00114156-0.00477147j 0.002433+0.00127887j 0.00112104-0.00026818j 0.00660928-0.00257247j -0.00189509-0.00329155j 0.00581974-0.00444252j -0.00480663-0.00220616j -0.00426825+0.00091369j -0.0026559+0.000722086j -0.00435304-0.0034215j 0.0010737+0.0037574j 0.00274479-0.000227352j -0.000626104-0.00242664j -0.0014819-0.00115321j -0.000906088-0.00520261j 0.00100644+0.00267864j 0.00252218-0.00502855j -0.00307285+0.00303609j 0.000825866-0.00145946j 0.000160666+0.000543036j 0.00140814+5.45613e-05j 0.00236879+0.00155695j 0.0035095-0.00188346j 0.000172596+0.00302391j -0.00139344+0.000677158j 0.00121971-0.00160884j 4.81255e-05+0.00230718j -0.00281594-0.00252917j -0.000791314-0.00113829j -0.000561078-0.000258416j 0.000239485+0.000557372j -0.0015066-0.00184676j 0.00233077-0.000743263j -1.87293e-05+0.000804638j -0.000589306-0.000760686j 0.00186887-0.00124964j -0.000499251+0.00183615j -0.00166443+0.00112155j 0.0011571+0.000750362j 
0.000631559-0.00105449j 0.00102595+9.48593e-05j 0.000601716+0.00226525j 0.000389542-0.00115244j -0.000841386+0.00160777j 0.00323595-0.00151898j 0.000728781-0.000103039j -9.13842e-05-0.00160573j -0.000920037-0.00244524j -0.00169134-0.000497993j -0.000545019+0.00165598j -0.000696811-0.00136051j -0.000295173+0.00103162j -0.0027432+0.00205894j 0.000205848+0.00125635j 0.000563482+0.000352958j -0.00257387-0.00119557j 0.000544154+0.000239237j 0.00135606-0.00114778j 0.00047162-0.00207551j -0.00142022-0.000237303j 0.00177874-0.000343493j 0.000400837+0.00016389j 0.00042196-0.00283547j 0.00136317+0.00164334j -0.00316328-0.00250491j 0.000472232+0.00235972j 0.00327132-0.00450274j -0.00269752-0.00476381j 0.00219762-0.00048053j 0.00573843-0.00140391j 0.00348429+0.000205818j 0.00234037-0.000435642j -0.00064868-0.00233248j 0.00184583-0.000778735j -0.00224626+0.00305568j 0.00308287+0.000816846j 0.00298451-0.00127988j -0.00297436-0.00527583j 0.00179754+0.00244363j 0.00458057+0.000201444j 0.00648689-0.00430486j 0.00023528-0.00130583j -0.00307616+0.0060725j -0.00671727+0.00164031j -0.000142426-0.00248571j -0.00302134-0.00396325j -0.00293208+0.00643709j 0.00955032-0.00880026j -0.000386157+0.000592691j 0.00712776+0.00139904j 0.00329482-0.00197135j 0.000505792+0.00581471j -0.00164035-0.00294292j -0.00217056-0.00206331j -0.0036372-0.000893277j 0.00199639+0.006235j 0.000410782-0.00327807j 0.0028844+0.00116589j -0.0015627+0.00350846j -0.0050411-0.000179576j 0.00158138+0.00548449j 0.0021919+0.0013556j 0.00183655-0.00134284j 0.00305288+0.00152206j -9.77361e-05+0.00188532j -0.00111812+0.000739617j 0.000507813-0.00287647j -0.000143645+7.86894e-05j -0.000456132+0.000385369j 
-0.00136001-0.000205116j 0.000163934-0.00159719j 0.000426959-0.000656583j 0.000460757+0.000216144j -0.00183639+0.000669589j -0.000281242-0.00248918j 0.000652579+0.000226389j 0.000412958-0.00167752j -0.000920425-0.000600714j 0.000174718-0.001063j 0.0013843+0.000855175j -0.00100512-0.000781294j 0.00127099-0.000995385j -0.000585996+0.00171531j -0.00111302+0.00177972j 0.00160041+0.00204321j -0.00378447-0.000921308j -0.000488665-0.00218058j 0.0016509+0.000700616j 0.00107154-0.00167886j -0.0020712-0.000214601j -0.000826432-0.00135878j -0.00162228+0.00184279j -0.000798827-0.00140943j -0.00201407+0.00280458j 0.000567136-0.00113368j 0.000861221-0.00250591j 0.000436953-0.00188542j -0.00129029-0.00284004j 0.000631049-0.000485234j -0.000916656+0.000373583j 0.00202115-0.000346457j -0.00197284-0.00103293j -0.000834641-0.00589805j 0.000471853-0.00265526j 0.00180366+0.00322715j 0.00209838+0.00243074j 0.00318479+0.000520177j -3.51278e-05-0.00387689j 6.25059e-05-0.00171949j -0.00121309-0.00255039j 0.000626703-0.00307067j 0.000346817-0.0041504j 0.000756421+0.000358064j -0.00172425+0.00214125j -0.00181551-0.00185041j -0.00106083-0.00102462j 0.00365385+0.00413426j 0.0050067-0.00432831j 0.000132175-0.00162098j 0.000214281-9.84927e-06j 0.00348526+0.00047351j 0.00324535+0.00350384j -9.66636e-05-0.000667808j 0.00160592+0.000177113j -3.61522e-05-0.0013382j -3.78662e-05+0.00252238j 0.000930885-0.0015489j 0.00180062+0.00132265j -0.00133783+0.00121532j -0.000834404-0.00110048j -0.00378739+0.00309381j 0.00158113-3.84423e-05j 0.000860191+0.000308243j -0.000501353+0.00179143j 0.000159862-0.00061177j -0.000212456+0.00154593j -0.00144782-0.00149122j 0.000317106+0.00105904j 0.00119172-0.00019003j 
0.00107401+0.000284664j -0.000840193+0.00115694j 0.000291714+0.00135165j -0.000922089-0.000234801j 0.00168123+0.0011261j 0.000444827+6.73185e-05j 0.000199868+0.000655281j -0.00144849+0.0015612j -0.000600701+0.00105194j -0.00184487+0.00211147j -0.000837273+0.000384232j 0.000361456+0.00232042j -0.00251817+0.00287434j -0.000546954+0.000439155j 0.00367592-0.000646795j 0.000375842-0.0019789j 0.00240838-0.00027866j 2.42321e-05-0.000161032j -0.00355157+0.000953445j -0.000550306+0.000250015j -0.000215611+0.00104412j 0.00177302-0.000922731j 0.00165421-0.00243911j -0.00114522-0.00172245j 0.00106738-0.00170737j -0.00343184+0.00175035j -0.0029065+0.00454783j -0.00266605-0.000749549j -0.000631888-0.000795029j -0.00173969-0.000285152j 0.00259529-0.00271486j 0.000450324+0.00469685j 0.00264726-0.000597626j 0.00146459+0.00612364j 0.00214007+0.00600177j -0.00131185-0.00413557j 0.00103648-0.00226964j 0.00231789-0.00218049j 0.00186605+0.00403897j -0.000594258+5.10445e-05j 0.00473111+0.00016328j 0.00185992-0.00103272j -0.000943856+0.0017293j 0.000534501+0.00222313j -0.00115619-0.000917688j -0.000329113+0.00110625j 0.00102247+0.00197524j -0.00144255-0.00171872j 0.000507358-0.00164793j -0.0025903-0.0032965j 0.00158769-0.00203032j -0.00189233-0.00398251j -0.00209807-0.00431623j -0.00363241-0.00296762j -0.000175699-0.00129778j -0.000533047+0.00103123j 0.00287079+8.46411e-06j 0.00362338-0.00453305j 0.00251214+0.00254034j 0.00180366-0.00096974j 0.00101247+0.00100253j 0.00212115-0.00151969j -1.51921e-05+0.0045307j -0.00397209+0.000992162j -0.00295508-0.00262365j 5.50081e-05-0.00091767j -0.00187626-0.000783016j -0.00119158+0.000823208j 0.000713428-0.000447397j -0.000914563-0.000463057j 
-0.000423276-0.000284934j 0.000686685-0.000794924j 0.000468713+0.00225956j 0.00235323+0.00107251j -0.000160293+0.000323399j 0.00270673-0.00164342j 0.00272219+0.000294606j -0.000162619-3.5137e-05j -0.002253-0.000677185j -0.00100787-0.000272672j -0.000517673+0.000651263j -0.00207993-0.000739661j 0.00109239+0.000259723j 0.000524591+0.0011439j 0.00269063-0.0021162j 0.000221289-0.000703465j -0.00298506-0.00292106j 0.000903877-0.00169352j 0.00191996+0.00133499j -0.000660378-0.003864j -0.0005569+0.00117688j 0.00213372-0.00129558j 0.00255008+0.00306075j -0.000985939-0.000935697j 0.000981018+0.00195964j -0.00138344-0.00191885j -0.00036732-0.00209349j 0.000658763+0.000350836j 0.00116197+0.00268358j 0.00104566+9.17618e-06j 0.00411589-0.000965089j -0.00399795-0.00441284j 0.00531395+0.00386015j 0.00244649+0.0038433j -0.00514254-0.00372391j 0.00108676-0.00447753j -0.00189571+0.0003376j -0.00127949+0.00418258j -0.000717392-0.00338797j 0.00436484-0.000310974j 0.00250427-0.00338611j 0.00562794-0.002378j -0.00019889-0.000130414j -0.00186589-0.00134689j -0.00224349-0.00047892j 0.000160737+0.00182917j -0.00109887-0.00181173j -0.00767248-0.00314107j -0.00187864-0.000961412j 0.00347971+0.00564318j -0.00223559+0.00472428j 0.000681904+0.00145992j 0.0025517+0.00138987j -0.00217224+0.00190556j 0.000373785+0.00142846j -0.00467307-0.00551061j 0.000695666-0.00178573j -0.00551477-0.00110805j -0.000650328-0.00459908j 0.00191806-0.00219968j 0.000932323+0.00132889j -0.00039566+0.00103909j 0.00292702-0.00170952j 0.00153499-0.000396436j 0.00195019+0.000186029j 0.00313527-0.00157892j -0.000597292+0.000906633j 0.00043344-0.00324675j 9.81723e-05+0.000599298j 0.0010434+3.85723e-05j 
-0.00105953+0.00204067j -0.00182053-0.0015295j 0.00148085-0.000186168j 0.001918+0.00209575j 0.00233181-0.000943536j -0.00216545-0.000926508j 0.000251555+0.000245408j 0.00282322-0.000625408j 0.00122307+0.00106402j 0.00283353+0.00217973j 0.00406115+0.00102662j -0.00116073+0.00122446j 0.00127213-0.00120189j 0.0022581+0.00026238j -0.000789484-0.0039948j 0.00105139-0.000913141j -0.00109917-0.00012284j 0.00298667-0.00150231j 0.00210725-0.0016371j 0.00159741-0.00396553j -0.000368163+0.000898103j -0.0022683-0.00280613j -0.00214736+0.00362232j 0.00123162-0.00190366j -0.00386684+0.00221942j 0.00293984-0.002011j 0.0036532-0.00257912j 0.000294993+0.000690637j 0.00180146+0.00275705j 0.00167692+0.000501087j 0.00342697+0.0014084j -0.000605953-0.0021246j -0.00127029+0.00455463j 0.00443986-0.000165801j 0.000647898-0.002574j -0.00217801-0.00958683j 0.00196512-0.00247953j 0.000760571+0.000417217j -0.00216752-0.000837833j 0.00239691+0.000405127j -0.00430238+0.00536269j -0.000692994-0.00586541j -0.00307689+0.00397651j 0.00545844-0.00254859j -0.000682617-0.000574349j -0.00422941+0.00751029j 0.00142279-0.00136829j -0.00445615-0.00576438j -4.7781e-05+0.00522267j -0.00115229+0.00385768j 0.00438845+0.00495695j -0.0042827+0.00234382j 0.00483814-0.00139892j -0.00451208-0.00168602j -0.00117567+0.00417477j 0.000620751-0.00298275j 0.00258376-0.00145929j 0.00271982+0.000109348j -0.00114184-0.000263951j 0.000432366-0.00175634j 0.00249448+0.00182745j 8.87239e-05-0.00345009j -0.00143181+0.000872827j -0.00118017-3.45306e-05j -0.000417113-0.00356779j 0.00214964-0.00232717j 0.000422586-0.000588055j -0.00193513+0.001854j 0.000882557+0.00187294j 0.00119036-0.000739872j 
0.000478747-0.000948784j 0.00102346+0.000221415j -6.61647e-05+0.00055821j 0.00172222-0.000376173j 0.000837137-0.000842142j 0.00262762+0.00241926j 0.00256415-0.00135814j 0.00221439-0.00149814j 0.00113203+0.000249651j 0.00178481-0.00126768j 0.00280865+0.00284644j -0.00126401-0.00312882j 0.00414155-0.00118209j 0.00018678+6.01667e-05j 0.00253886+0.000692871j 0.00195021-0.000648887j 0.001298+0.000992357j 0.00200931-0.00150324j -0.00350054-0.00336177j 0.000762097+0.00136855j 0.0011463+0.000280178j -0.00256015-0.00281379j -0.00334401-0.00210164j 0.00336482-0.000937018j 0.00536672-0.00554496j 0.00344307-0.00146765j 0.00220263+0.00223351j 0.00398374-0.00807779j 0.00147106+0.00248003j -0.00465656+0.00291433j 0.000846119+0.001053j 0.00302338-0.00246094j -0.000919742+0.00432414j 0.00461202+0.00605175j 0.00999454+0.00255909j -0.00689713-0.00413251j -0.00163067+0.00319373j -0.00294886+0.00534644j -0.00187089-0.0022839j 0.00151465-0.0024629j 0.00546813+0.0118548j 0.00190256+0.00437678j -0.000663649-0.000689005j -0.00455682+0.0035106j 0.00136635+0.000731589j -0.000731048+0.0028622j -0.00223302-0.00646242j -0.00318664-0.00110262j 0.00406424-0.00277046j 0.000471753+0.00812736j 0.00949515+0.000715317j -0.00306401-0.000523823j -0.000566802+0.0026736j -0.00155955+0.0045262j 0.0018913-0.000989013j -0.000222176+0.00224834j 0.00532793+0.00161114j -0.00730281+0.00126105j 0.00126474-0.00465818j 0.000119159+6.47491e-05j -0.00194194+0.00279849j 0.0024043+0.00120964j 0.00235538-0.00228982j 0.00234213-0.000856678j 0.00409744+0.00122212j -0.000257457+0.000108809j 0.000981602-0.00062395j 0.00305616-0.00208289j -0.000556497-0.00123611j -0.000672505+0.00101294j 
-0.00185992+0.00155849j -0.00225246-0.00224396j 0.000956371-0.00109051j 0.000495392+0.0021466j 0.000276682-0.00134419j -0.00234064-0.00248169j 0.000346409+0.00158346j 0.00010174+0.00114125j 0.00104143+0.00199854j 9.033e-05+0.00198728j 0.00266169+0.00153067j -9.65177e-05+0.00388101j 0.000585839+0.000640812j 0.00115301+0.0011562j -0.000266683+0.00133125j -0.000224382+0.00401908j -4.96287e-05+0.0001665j 0.000216223-0.00400251j 0.000668686+0.00269271j 0.00274292-0.00158936j -0.00605432+0.00249323j -0.00106881-0.00269784j -0.00254736+0.000957711j -0.00164552-0.00469255j -0.00227522+0.00401351j 0.000925648+0.000561943j 0.000803823-0.00285196j -0.000499549+0.000695244j 0.000217834-0.00091074j 0.00280277+0.00095453j -0.00291554+0.00291194j -0.000221198+0.00254545j -0.000654759+5.23064e-05j 0.000654142-0.00567213j 0.00196925+0.000689412j -0.0016051-0.00365445j 0.00925805-0.00225416j 0.00613055-0.00504451j 0.00102249-0.00179853j -0.00387319-0.00251439j -0.00363178-0.00344762j -0.00347272-0.00705774j 0.000152765+0.000958457j 0.00658976-0.00139284j -0.00392915+0.000477447j -0.00946094+0.0023409j 0.00126022+0.00731533j 0.00177078-0.00406021j 0.00497028+0.00121659j -0.00624743-0.00862363j -0.00237353-0.000483218j -0.000217955-0.000607518j 0.00819785-0.0023581j -0.00760733-0.00908561j 0.00125814+0.00632847j 0.00294785-0.00377565j 0.00161334-0.0018198j 0.0119488-0.00670557j 0.00182828+0.00539382j 0.000349115-0.00294283j 0.00356864-0.00132487j -0.00246983-0.00256321j -0.00181644+0.00553921j -0.0037794+0.000793073j -0.00566235-0.00240537j 0.00178172-0.00371087j -0.00305689-0.00108889j -0.00522062+0.00416305j 0.000704217+0.00321305j 0.00153964-0.000726609j 
-0.001504+7.54875e-05j -0.000385498-0.00141188j 1.36549e-05-0.000576628j 0.00226745+0.00081908j -0.000678834-0.00317434j -0.00119354-0.000439913j 0.000303363+0.00179139j -0.000629032-7.22467e-06j 0.00116885+0.00105722j 0.000194413-0.00206537j 0.00182521+0.00187188j -0.00204803+0.000492084j 0.00262412-7.03081e-05j 0.0023913-0.00128801j 0.00010307+0.001265j -0.00330229+0.0033289j 0.000776061+0.000235249j -0.00240291-0.00166189j 0.000814233+0.00582318j 0.00253223-0.00139645j -0.00443446+0.00275975j -0.00193615+5.83063e-05j -0.000615503+0.00251244j -0.00291243+0.000354389j 0.000942507+0.00186441j 0.00286922+0.000311273j 0.00146284-0.00544907j 0.00153324+0.00313061j 0.00106195+0.00701817j -0.000633694+0.00156817j -0.00659852+0.00515199j -0.0043084-0.00152882j 0.000767357+0.00428481j 0.00204154-0.00166618j -0.00470585-0.000239419j 0.00046399+0.000226324j 0.00317872+0.00276521j -0.00021449-0.000951564j 0.00155855-0.00362173j -0.0047732-0.00287652j 0.000312341-0.00466413j -0.00501555-0.000634048j 0.000552397+0.00139323j 0.00502762-0.000494742j 0.000205119+0.000230541j -0.00529887+0.00700358j 0.00111937+0.0101222j -0.0028375-0.00477496j 0.00177101+0.00359776j -0.00534171-0.00348346j -0.0132578+0.00190481j -0.00255879+0.00321623j 0.00929772-0.0031556j -0.00646655-0.0067905j 0.00293526+0.00670741j 0.00682866-0.00762399j -0.00399046-0.00617132j 0.0055006-0.000637141j -0.00364084+0.000614048j 0.000841262-0.00542084j 0.00431778-0.000970011j -0.00355013-0.00299216j -0.00190894+0.000911453j -0.000324454-0.00172625j -0.000442753-0.00140527j 0.00316897-0.00265174j -0.00195061-0.00222651j -0.00259125+0.00216651j -0.000556925+0.00229781j 0.00159879+2.63984e-05j 
0.000328172+0.000579731j -0.000730564+8.1198e-05j 0.00139604+4.52967e-06j -0.000250965+0.000852396j 0.000316996+0.000535314j -0.000125-0.0017975j 0.000441804+0.00107611j 0.000977737+0.00101553j -0.000889203-0.00127858j 1.14076e-05+0.00149743j -0.000860195+0.000262686j 0.00146485-0.000325094j 0.000640975-0.00142772j -0.00111533+0.00253483j -0.00190451+0.000230777j 0.000590655+0.00347289j -0.00126598-0.000738687j 0.00284272-5.78945e-06j 0.000717878-0.00368844j -0.0020896+0.00113828j -0.000766646-0.00123297j 0.00235386-0.00186017j 0.00179152-0.000666483j 0.00224123-0.0013081j 0.000402812-0.000674763j 0.00135513-0.000767895j -0.00122248-0.00272628j 0.00206309-0.00298306j -0.000789098-0.00320101j 0.00449281+0.0029175j -0.00186765+0.00237246j -0.000386804-0.00287658j -0.0051331-0.00149841j -0.00550397-0.010499j -0.000833433-0.00378577j -0.00166711+0.00727202j 0.00210949+0.000772514j 0.00346028-0.00232077j -0.000473877-0.00604129j -0.000127831+0.00127763j -0.00334673+0.00251812j -0.00453331-1.44763e-05j 0.00152141-0.00214283j -0.00444631-0.00155537j -0.0016734+0.00226359j -0.00417694-0.00278965j -0.00196231-0.00288321j 0.000764749+0.0040916j 0.000687364-0.00245775j -0.00150639+0.00062517j 0.00156615-0.00267916j 0.00300742+0.00283691j 0.00242811+0.00732228j 0.00384228+0.00293252j -0.000534846+0.000557876j -0.00106871-0.00125288j 0.000902681+0.00622334j 7.76727e-05-0.000488776j 0.00120935-2.17693e-05j 0.00116273+0.00459304j -0.000235058+0.00121559j 0.00101182+0.00271655j -0.000833168-0.000429397j 4.70319e-05+0.00083855j -0.000616345+0.00132103j 0.000686338+0.00232058j 0.000827409-2.99337e-05j -0.000717184+0.000678233j 0.000460432+8.96368e-05j -0.000140423-9.32675e-05j 
-0.000272832-0.000192577j -0.000345885+0.000100888j -0.000648734+0.00168237j -0.000174047-0.00179408j -0.00186085-0.000636133j 0.000842032+0.00207947j -0.0014645+0.00328917j -0.00100338-0.000630832j 0.00113681-0.00107317j -0.00237458-0.00203742j -0.000325921+0.000790926j 0.000188937+0.00257683j 0.000605277+0.00225832j -0.00219755-0.00303063j 0.000117736+0.0015005j -0.00179021-0.00381013j 0.00195521+0.00258387j -0.00123216+0.00212438j -0.00218264+0.00444378j -0.000497673+0.00209915j 0.00138434+0.00133587j -0.000165903+0.00463707j -0.00165258-0.00259942j -0.00543429+0.000820791j -0.00291697-0.00176984j 0.000231023+0.00105292j 0.00093327+0.00379903j -0.00383106-0.00116509j -0.00153414+0.00360901j -0.00613232-0.00326685j 0.00338686-0.000378138j 0.00195006+0.00600962j -0.00345734-0.000390578j 0.00115961+0.00340744j -0.00140727+0.00553511j 0.00200073+0.00299524j -0.00408652+0.00483577j 0.00437028+0.000863211j 0.00439738-0.000253466j 0.00170683-0.00144058j 0.00429331+0.000892825j -8.56345e-06-0.00477537j -0.00334121+0.0032659j 0.00786457+0.00421642j 0.00233587+0.000622379j 0.00093817+0.00598505j -0.000414266+0.00087297j 0.00285617+0.00399628j 0.00581285-0.00169544j -0.0011326-0.00108964j -0.000526834-0.00035417j -0.0009237-0.000819338j -0.00135324-0.00363591j -0.00454991-0.00140442j -0.000614288-0.000718705j 0.00716947-0.000743196j -0.00150258-0.00155245j 0.00261389-0.00228348j 0.001627+0.0042689j 0.000127704-0.000346654j -0.00130778-0.000649358j -0.00201472-0.00124604j 5.19429e-06+0.00174867j -0.00143551-0.000769178j 0.00125225+0.000129818j 0.00079692+0.000501915j -0.00209505-0.00118048j -0.00104652-0.00058562j 0.00112136+0.000362027j -0.000175453-0.00113563j 
0.00108975-0.000886741j 0.000446416+0.000888517j 0.000246202+0.00219813j 0.00148013+0.000869274j 0.000542126+0.00108306j 0.00261854-0.00101218j 0.00130908+0.00205858j 4.39792e-05+0.00217395j -0.000277705-0.00110577j -0.00138053-0.000159841j -0.00213484+0.00136796j -0.00117109-0.000756695j 0.000581255+7.14983e-05j -0.000514826+0.00130291j 0.00479995-0.00182664j 0.000607421+0.00173872j 0.000204401-0.00155602j -0.00277057+0.002565j -0.00234894+0.00101731j -0.00214985+0.00117668j -0.00148986-0.00127302j 0.00285164-0.00275266j 0.00527585-0.000849304j 0.00179712+0.00105098j 0.00491046-0.00534924j 0.0025288-0.000646964j -0.00522075-0.00290218j 0.000536717-0.00343728j 0.000481582+0.00213207j -0.000962432+0.00384274j -0.00647964+0.00391972j -0.00203814-0.00373219j -0.00529839+0.00355779j 0.000120206-0.00300591j -0.00479959+0.000912378j -0.00131701+0.00596127j -0.00419235+0.00747308j 0.000140967+0.00111714j 0.00321772-0.0073543j -0.00314569-0.00104485j 0.00335573+0.000959749j -0.00558292+0.00704847j 0.000447698-0.00165031j -0.00512713-7.54522e-05j 0.00300902+0.00171372j -0.00369153+0.00287622j 0.00214882+0.00216051j -0.00439244+0.00106779j -0.00107892-0.0013896j -0.00356361+0.00330105j -0.00829978+0.00102778j -0.000669261+0.00371374j 0.00317461+0.000200556j -0.00110983+0.00397746j 0.00312808-0.000258813j 0.0024103-0.00579505j -0.00391416+0.00217437j -0.000917754+0.00260142j -0.00321969-0.00105908j 0.00211827+1.92128e-05j 0.00155246+0.00179661j 0.000441661-0.000434881j -0.00318544-0.000797798j -0.00175986-0.00243931j 0.0010188-0.00195656j 0.00301098+0.000621252j -0.000235466-0.00295273j -0.000361415-0.00115429j -0.000492392-0.000149941j -0.000161145+0.000484643j 
