-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
-0.000332429-0.000805335j -0.000977101+0.000632363j -0.000643912+0.00131646j 0.00107915-0.00111098j 0.00419846-0.00139328j -0.00332475+0.000329005j -0.000358002-0.00443597j -0.00514805-0.000317772j -0.00196585+0.00149431j -0.00599967-0.000454395j -0.000174425-0.00386879j -0.00298192-0.00285829j 0.00202262+0.00321662j 0.00719891+0.000889789j 0.000769974-0.00121127j -0.00174969-0.00496259j 0.000479217+0.0057093j -0.00223089+0.00251834j -0.00443503-0.000711551j -0.000915131+0.000818407j 0.00279155+0.00220125j 0.000720525-0.00642777j 0.000699957-0.00558946j 0.00464964-0.00120105j 0.000656353+0.00357363j 0.000703685+0.00251582j -0.001094-0.0002864j -0.00156241-0.00156232j 0.000734659-8.48327e-05j 0.000905653+0.000297239j 0.000548021-0.000119219j 0.00150933+0.000261024j -0.000956869-0.00101048j 0.00152792-0.00291668j -0.00167875-0.00237651j 0.000124394+0.00127504j -0.000400508-0.0031066j 0.00703754+0.0015147j -0.00304022+0.00592744j -0.00246799+0.00213186j 0.00255197-0.000613645j -0.0016443+0.00361556j 0.000595128+0.00102839j -0.000237848-0.00263621j -0.00090734+0.00135481j 0.00186374+0.00299343j -0.00429834-0.00312433j -0.00316229-0.00155902j -0.00389267-0.00391714j 0.00370432-0.000126556j 0.00158801-0.00369244j -0.00432415+0.00537873j 0.00117107+0.000709845j 0.00322213+0.00128251j 0.00252651+0.00462731j -0.00587148+0.0046843j 0.0028974+0.00104481j 0.00311028-0.00241201j 0.000705964+0.00306484j -0.00292331+0.00197171j -0.00144256-0.00331769j -0.00212273-0.000754533j -0.000486623+0.000779547j 0.000479364-1.57704e-05j 0.000326288-0.000439201j 0.00263687-0.000649581j -0.00195567+0.00127698j 0.00104715-5.04999e-05j 0.000554062-0.000571126j 
-0.00184901-0.00101049j -0.00183414+0.00212366j 0.00380844+0.000827297j -7.39831e-05-0.00388965j 0.000631724+0.00117508j 0.0028218-0.00284893j 0.0024342+0.00581331j 0.000319836+0.000527004j -0.000781298-0.00338275j 0.00225091-0.00146409j -0.00201537+0.000890311j -0.000995732+0.00165489j 0.000897102-0.00434842j 0.00118682+0.00204465j 0.000387042-0.00218338j -0.000802232-0.00171592j -0.00148362-0.000450756j -0.000408234+0.000118566j -0.00160074-0.00160568j 0.00139914+0.000430974j -0.00058608-0.00330352j 0.000553588+0.000514071j 0.00330375+0.00262058j -0.0036002+0.00188917j -0.00123572-0.00260328j -0.00108629-0.000431804j -0.000793125+0.000564444j 0.000134767-0.00167838j 0.00161642+0.000187533j 0.00121105+0.000441575j 0.00132699-0.000659127j 0.00406481-0.00545785j -0.00237671-0.000564552j 0.00229752-0.00552578j 0.00437079+0.0010606j 0.00199737-0.00271234j 0.00030454-0.00155378j -0.00464055+0.00238337j -6.30563e-05+0.000836346j 0.000358155+0.000504198j 0.00108346-0.00359116j 0.00155855+0.00226712j 0.00166732+0.000897502j 0.00209994-0.0054351j -0.00438649-0.00200445j 0.00472887+0.00114783j 0.000873087-0.00504241j 0.00100547-0.0030053j 0.00164317+0.00289894j -0.00234226-0.00201462j 0.000709312+0.00266061j 0.000990566-0.000322215j 0.0028369+0.00424744j -0.00258601-0.000231538j -2.93208e-05+0.00192735j -0.00572512+0.00127053j -0.00160281+0.00234826j -0.00146707+0.000874793j -0.0029651-0.00167344j 0.00321036-0.00141057j -0.00318353+0.000277665j 0.0019762+0.00107327j 0.000897441+0.00184181j -0.00121614+0.000638255j 4.39213e-05-0.00199028j -0.000482226-0.00186365j 0.000622304+0.00169202j 0.000758434+0.00150693j 0.00131934-0.000148792j 
-0.00124332-0.000952673j -0.00191497+0.00138831j 0.0034614-0.000632502j 0.000169412-0.00314016j -0.000831919+0.00225151j 0.0041719-0.000357487j -0.000749509+0.00557225j 0.00114549-0.00257442j -0.00210646-0.00230524j 0.00355149-0.00332216j 0.00047411-0.00177875j -0.000964862+0.00234612j 0.0023291+0.000853936j 0.00205661+0.00205748j 0.000152547-0.00119631j -0.00332469+0.000363877j 3.16866e-05+0.0011221j -0.000532449-0.000753004j -0.00181903-0.00128797j -4.05188e-05+0.000342241j 0.000928112-0.00143769j 0.00178315+0.000804631j 0.00378647+0.0014012j -0.00288574+0.00090748j -0.000942749-0.00180404j -0.000699192-0.00186695j 5.72493e-05+0.000806645j 0.00115026-0.00187136j 0.00128415+0.000838586j 0.00178906+0.000192038j 0.00251175+9.92039e-05j 0.00202659-0.000260494j -0.0040477-0.00230348j -0.000622748-0.000265416j -0.000263925+0.000587793j -0.00267545+0.00607256j -0.00266544+0.00348285j 0.00622874+0.000894166j 0.00290444-0.00322257j -0.00159881+0.00325245j -0.0023196-0.00264604j -0.00722999-0.00302374j 0.0042333-0.00451722j 0.00314415+0.00598558j -0.00348999+0.000163151j -0.00339691+0.00181889j 0.00244982+0.000491523j 0.0016997-0.000119511j 0.000232709+0.00123031j -0.000569471-0.000130297j -0.00261623-0.000208788j 0.00413984-3.18886e-05j 0.0018902-0.00299557j 0.0011813-0.00118506j -0.000127926-0.00607817j -0.00358535+0.00154661j -0.0025358-3.1575e-05j 0.000121985+0.000790116j 0.00118198+0.00225193j 0.00351045-0.00152514j 0.000331542+0.00112804j 0.00240346-0.00113387j 0.000127711-7.49518e-05j -0.00282175+0.000738501j -0.00301199+0.00022779j -0.00189837-0.00289824j 0.000896935-0.00114379j 0.000671974+0.000436644j -0.000200297+0.000152839j 
-0.00305006+0.00360612j 0.000984557+0.00295643j 0.00268263-0.00871092j -0.00836605-0.000862942j 0.000132762-0.000703687j 0.00344148-0.0053778j 0.00685177+0.000649308j -0.000554376+0.00236381j -0.00186494-0.0015923j 0.00110644-0.00114015j 0.00195556+0.00200216j -0.00509552+0.0010569j 0.00396355-0.000791061j -0.00194673+0.00325182j 0.00941549-0.0039288j -0.00487724-0.00276308j 0.00636624+0.00395763j 0.00158557-0.00148675j -0.000285189-0.00310413j -0.0015897+0.0013577j -0.00127509-0.0024432j -0.0014346-0.00600907j 0.00315608-0.000612761j 0.00241758+0.00542747j 0.000698647-0.000789273j -0.000831651+0.00193942j -0.00390621-0.00251533j -0.00260979-0.00087506j 0.00523629-0.00278833j 0.00460801+0.000409619j -0.00280668-0.000199667j 0.00207303+0.000207656j 0.00108451+0.00265291j -0.000105395-0.000173811j -0.0019897+0.000526793j 0.00107982-0.00401053j 0.00210199+0.000204498j -0.00506964-0.0017749j -0.00356143+0.000676739j 0.000602006-0.00328493j 0.000480164+0.000654197j 0.00490185+0.00352479j -0.00265916+0.00336987j -0.00118648-0.00335342j 0.00464479-0.00128268j 0.00337159+0.00277415j 0.000393476-0.000424284j -0.000729843-0.000203073j -0.000721718-0.00116817j 0.0021265-0.000217396j 0.00186302-0.000669361j -0.00314484+0.00051611j -0.00275564+0.00120466j 0.000321305-0.000487959j 0.00358039+0.0051254j 0.00598324-0.000868458j 0.00264086+0.000878468j 0.00159127-0.000312253j -2.40583e-05-0.00347185j -0.00720063+0.000128316j 0.000221471-0.00181089j -0.00343921+1.59723e-05j -0.00087224-0.000208648j 0.00460966-5.8307e-05j 0.00265106-0.00056801j -0.000217659+0.00197659j -0.00174723+0.00214682j 0.000984134+0.00214119j 0.00340494+0.000911375j 
-0.00219809+0.000192929j 0.00152482+0.000142525j 0.00203747-0.00181169j -0.00192759-0.00202603j 0.000939437+0.00244213j -0.00296848-0.00338722j 0.0021089+0.00205138j 0.00517621+0.0010113j 0.00051519-0.00107525j 0.00497971+0.00257605j -0.00589094+0.00501449j 0.00205585+0.00162464j -0.00419011-0.00789137j -0.00373+0.00202925j -0.000915516-0.00045191j 0.00372224-4.50197e-05j -0.000643122-0.00665141j -0.000987518+0.00042662j 0.00135588+0.0020633j 0.00265892-0.0034786j -0.00342283-0.000833703j -0.000214594+0.00430153j -2.85581e-05+0.00310337j -0.00283832-0.0010288j -6.2105e-05-0.00144569j -0.000717829-0.00207995j 0.0023678+0.000629004j -0.000147513+0.000598366j -0.0026479+0.000134261j -0.00159581-0.0010313j 0.000857613-0.00228662j 0.000371193+0.0018797j 0.00338435-0.00458257j 0.00111108+0.00729997j 0.00072098-0.00106193j -0.000892327+0.00507601j -0.00467347+0.00574581j -0.00136679-0.00199403j 0.00709684-0.000874776j 0.00198507+0.00307438j -0.000283806+0.00350986j -0.00868669-0.00592112j -0.00138291-0.000277367j 0.000663739+0.00105045j -0.00107602+0.000339491j -0.00112104-0.0037567j -0.00209586+0.00581536j 0.00409907-0.00108896j 0.00386218-0.00276986j -0.00700854+0.00290371j -0.00473056-0.00320341j 0.00377849+4.81593e-05j 0.00143712+0.00145998j -0.00103845+0.00509529j -0.00638247-0.00632792j 0.00153125-0.00436115j -0.00232322+0.00106359j 0.000293064+0.000631579j 0.004416-0.000930522j 0.00427052-0.00151163j -0.00147286+0.00453128j 0.00281313+0.000965341j -8.02969e-05-0.00237541j -0.00204605+0.000932548j -0.000934679+0.00271275j -0.000643188+0.00026484j 0.00242036-0.00333293j -0.00250944-0.00243797j -0.00290036+0.00148817j 
0.00166688+0.00140396j 0.000813797-0.00130688j -0.00398728-0.000984442j 5.18306e-05+0.00531051j -0.00285867-0.00144954j 0.0044601+0.000551835j -0.0014066+0.00284639j -0.00054078+0.00198779j 0.00100272-0.00118164j -0.000522399+0.0013037j 0.00207658-0.000891701j 0.000862428-2.33376e-05j 0.000889746+0.000828946j -0.00354577-0.00194228j 0.000901788+0.000515231j 0.000785836+0.000732495j 0.00113456-3.208e-05j 0.00307082-0.00278136j 0.000670792-0.00113387j -0.000237521+0.00165309j -0.000296286-0.0019355j -0.00160462+0.000807585j -0.00164109+0.000866628j -0.00017716+0.00119192j -0.000734013-0.00111089j -0.000184054+0.000179428j -0.000913214-0.00103184j 0.000150715+0.00136389j 0.00129807-0.000851976j 0.000862393+0.000158192j -0.0017224+0.00122655j 0.00222978-0.00222916j -0.00509726-0.00212261j -0.00100937-0.00414278j -0.00314475+0.00687217j -0.00130758+0.00591695j 0.00783432+0.000571692j 0.00661949+6.77127e-05j -0.0024476-0.000292165j -0.000324881-0.000330959j -0.00550502+2.02318e-05j 0.00622778-0.00701097j 0.00377724-0.00200845j 0.0010535+0.000332694j -0.00106027-0.00129961j -0.00378211+0.00111986j -0.000606716-0.00219953j -0.000392672+0.000109622j -0.000938566+0.00542378j 0.00759771-0.00316789j 0.00257267+0.00184256j -0.00105218+0.000644408j -0.00165345-0.00263459j -0.000939003-0.00277273j 0.00437163-0.000585876j 0.00412676-0.00190067j -0.00141338+7.38526e-05j 0.00163413-0.000241465j -0.000481517-0.000797047j -0.00354994+0.00124031j 0.00226861-0.002611j -0.00110946-4.91443e-05j 0.00016669+0.00183544j 0.00181711-0.00227916j 0.00157888+0.000638353j -0.000715996+0.000711955j -0.00298362+0.00259622j 0.0017054+0.000744568j 0.000905818-0.000826136j 
-0.000384628+0.000405235j -0.00115452+0.00243236j 0.00141898+2.55041e-05j -0.000967624-0.00375208j 0.003239-0.00299196j -0.00406985+3.30257e-05j -0.00395692-0.00299815j 0.000549985-0.00191534j 7.84328e-05+0.00141147j 0.00181237-0.000651737j -0.00103246-0.00317332j -0.00220536+0.00169322j 0.00184014+0.00088938j 0.00190022+0.000359092j -0.000576538-0.000777532j -0.0019036+0.00154589j 0.00293933-0.00115748j -0.00178728+0.00154542j -0.0012071-0.000101683j -0.000372159-0.00157971j 0.00111028+0.00137973j -0.00115109-0.0010124j 9.57238e-05-0.000651903j 0.00212953-0.00270023j 0.00183044+0.00293183j -0.000622803-0.00161025j 0.00201145-0.000244633j 0.000821399-6.47002e-05j -0.000900889+0.000239355j 0.00272405-0.00103024j 0.00157484+0.00141433j 0.00129265-7.92817e-06j -0.000647925-0.00132412j 0.00202977-0.0049116j 0.00027601-2.5474e-05j -0.00560955-7.06909e-05j 0.000806404-0.00281174j 0.00346352+0.00308704j -0.00342049-0.00108224j -0.00665566-0.00358085j -4.86974e-05-0.00281875j 0.00115995+0.00186262j -0.00367433-0.00502575j -0.00151254+0.00743588j 0.00171537+0.00537702j -0.00290314+0.00627542j 0.00214611-0.0028373j 0.000739738+0.00529999j -0.00117225+0.00207655j 0.00555938-0.00360986j 0.00513258+0.00165142j -0.000930681-0.00234287j -0.00196287-0.00204278j -0.00143493-0.00811861j 0.00504011+0.00201027j -0.00305965+0.00597793j -0.000777603-0.00338644j 0.000135972-0.000616746j -0.00247207+0.00602176j -0.00164387+0.00255517j 0.00185378-0.00166345j -0.000526506-0.000895781j -0.00198047+0.00123052j -0.00248461-0.00102108j -0.00268677-0.000916963j 0.00100144+3.43449e-05j -0.000939072-0.000197803j 0.000799732+0.000860288j 0.00040662-0.000968617j 
-0.000218344+0.00170638j 0.00200048-0.00033745j -0.00172371-0.00290922j -0.00221602+0.00265227j -0.00084618-0.000785233j 7.78786e-05-0.00138448j 0.00341074+0.000789755j 0.000100374+0.00285187j 0.000505331-0.000997829j -0.00016886+0.00167748j 7.51903e-05+0.00328689j 0.000660154-0.000536146j -0.00216032-0.0012681j -0.00286154+0.00106957j 0.00272319+0.000334388j 0.00171428-0.00225532j 0.000765948+0.000566682j 0.00193175-0.00142495j 0.000874251-0.000282473j 2.84489e-05+0.00045945j -0.00196909-0.000885373j -0.000822953-0.000749178j -0.000469879-4.37549e-05j 0.000439388+0.00201995j -0.000402662-0.000379987j 4.93036e-05+0.00164769j -0.00122929-0.00129237j -0.00137605+0.000864615j 0.000903416-0.000991865j 0.000762372-0.000396215j -0.00218516-0.000275833j 0.000206655-0.00239315j -0.005413+0.000170383j -0.00113916+0.000421873j 0.000550037+0.00163894j 0.00581832+0.00332458j 0.00294847+0.000756118j -4.75105e-05-0.00219487j 0.00312601+0.000586363j 0.00587196+0.0026138j -0.00196973+0.000995423j -0.000689426-0.00357243j 0.00422618+0.00209828j 0.0010279-0.00523796j -0.00489508-0.00281178j 0.00050057-0.00635289j -0.00253195+0.000686393j -0.000649936-0.0025671j 0.000246676-0.000147187j -0.0025236+0.000748308j -0.00259583-0.00220669j 0.000375397+0.00216862j 0.00281934+0.000335339j 0.00243781+0.00659064j -0.00228538-0.00313274j 0.00208055-0.00497381j 0.000903208+0.00341544j 0.00116076-0.000635594j 0.00277959-0.00493201j 0.000819468-0.00236347j -0.00124222+0.000926752j -0.000200793+0.00032822j 0.0023074-0.000343238j 0.00074218+0.000273255j 0.0017863+0.00231664j -0.00115752-0.00195526j -0.000524339+0.00171338j 0.00126002+0.00032342j 0.00101339-0.000769073j 
-0.00336165+0.000273699j 0.00062546+0.00133368j 0.00526249-0.00115203j -0.00416908-0.00582742j 0.00144061+0.000397362j -0.00386897-0.00256972j 0.0019809-0.00130924j 0.00344343-0.000426033j -0.000215783+0.000382766j 0.00333548-0.000482131j -0.00382401+0.00299502j -0.000495876+0.00179834j -0.00101653-0.00548371j 0.000128295+0.00239518j -0.000267829-0.00203395j 5.14958e-05+0.000546504j 0.0009555-0.00391366j -0.00281326+0.00189273j 0.000549362+0.00178801j 0.00118578-0.00304227j -0.00137423+0.000338639j 0.000213721+0.00142806j 0.00182033+0.00108514j -0.000563562-0.00147216j 0.00169223+0.000186341j -0.000747534-0.00184608j 0.00110511+0.000432905j -0.000218777-0.000526531j -0.0015375+0.000130545j -0.000311898+0.000210859j -2.0558e-05-0.00181957j -0.00457905+0.00200095j 0.00771602+0.00465978j -0.00334997+0.00405826j -7.79232e-05-0.00547353j -0.00371703-0.00624383j -0.00802402-0.00193053j -0.00542009-5.18726e-05j -0.00303189-0.00141675j -0.00199387-0.00134632j 0.0034258+0.000318734j -0.00242957+0.00629847j -0.00373714+0.00140071j -0.000565208+0.00452418j 0.00568249-0.00243805j 0.00369387+0.00213538j 0.00502868+0.00257684j 0.000457896+0.000393151j 0.00153202-0.00214427j -0.00619974+0.000866956j 0.000375607-0.00070895j 0.0014637-0.00200232j -0.00183859+0.000968666j -0.00153044+4.10403e-06j -0.000706047-0.000904338j -0.000495886+0.000846882j 3.25417e-05-0.000867255j -0.00271737+0.00177487j -6.8126e-05+0.00383799j 0.00192237-0.000105496j -0.000107112+0.00179839j 0.000698555+0.00104687j -0.000238667-0.00185657j 0.00119812+0.000833674j -0.00120953-0.00121654j -0.00132888+0.00101535j 0.00250991-0.00347039j -0.00265044-0.00103172j -0.00135785+0.00199323j 
0.000920778-0.00421876j -0.00394868-0.00100017j 0.00272729+0.00842628j 0.00714335-0.00407048j -0.00206384+0.00383253j 0.00686443+0.00242465j -0.00109506+0.00433992j -0.00377845-0.00357414j -0.00184432-0.000934559j -0.00231725-0.0052733j 0.00124755-0.00201281j 0.00112445-0.000154638j 0.0016145+0.00148892j 0.00490937-0.0032591j -0.00499025-1.02716e-05j -0.0023512+0.003212j -0.00589719+0.0022353j -0.00149587+0.000497229j -0.000669677+0.000702228j -0.000413713+0.00313631j 0.0028064-0.00135974j 0.00430276+0.00259958j 0.00187989+0.000884115j -0.00508513+0.000388406j -0.00206662-0.00277371j 0.00102174-0.000335367j -0.000173953+0.00278141j 0.0011483-0.00287143j -0.000273223+0.00256136j -0.00212823+0.003005j 0.00196364+6.51201e-05j -0.0026503-0.00303863j 0.00148304+0.00706852j -0.00432857-0.00261099j 0.000675611+7.6699e-05j 0.000981797-0.00503248j 0.000421688-0.00464301j -0.000747083-0.00216363j -0.00543177-0.00138408j 0.00176201+0.00136424j -0.00253652-0.00154898j 0.0030701+0.00441801j 0.00134973+0.000115646j 0.000717061-0.000183052j 0.000801402-0.00428231j 0.00467234+0.000838641j 0.00534148-0.00312196j -0.00179573-0.00226583j 0.00131465+0.0035365j -0.00240386-0.00211361j 0.00175387+0.00123342j 0.000841989-0.00264176j 8.79057e-06-0.000558771j -0.00123035+0.000599001j 4.98056e-05-0.00110114j -0.00183058+0.000427636j 0.000551103+0.001346j -0.00228339+0.0013541j -0.00119732+0.000936044j 0.00148493-0.00168973j -0.000150371+0.000599776j -0.000404626+0.00207847j 0.00221089+0.000917325j 0.00228389+0.000707876j 1.27318e-06-0.00187565j -0.00148532-0.000269816j 0.00175046-0.000478961j -0.00126808+0.000280866j -0.000566674+0.00172693j 
0.00238515-0.00136108j 0.00223806-0.00243519j -0.0050467+0.00668187j 0.00544255+0.00228255j -0.000356398-0.00156317j -0.00567018+0.00147515j -0.00127673-0.00540518j 0.000689236+0.000967909j 0.00227067+0.00149076j -0.00222184+0.00317675j -0.00211799+0.00292247j 0.00401466-0.00261027j -0.0035628-0.000695055j -0.00172718-0.00295447j -0.00241035+0.00427775j 0.00548574-0.000167847j -0.00190919-0.0039385j -0.000348771+0.000531784j 0.00409868+0.0046332j -0.000442144-0.00171044j -0.000302206+0.00212098j 0.000699296+0.00254714j -0.00514613-0.000871613j 0.000663985-0.00178593j 0.000382006+0.00261864j 0.00150717+0.00187904j 0.00220509+0.000355912j -0.00100496+0.00152187j -0.00514661+0.00150293j -0.00346098-0.000997278j -0.000322187+0.000204087j -0.00329117-0.00589532j -0.00714786+0.00566856j -0.00346377-0.00524788j 0.0033455+0.000626006j -0.00108954+0.000332038j 0.00141983-0.00313002j 0.00283588+0.000204216j -0.00120661-0.00425434j 0.000321163+0.00356538j -0.00312294-0.00538157j -0.0011508+0.00235024j 0.00232898-0.00305476j 0.00237703+0.00345947j -0.00401567+0.000370889j 0.00140819+0.000243296j 0.00505334-0.00463159j -0.000475943-0.00170859j 0.000711174+0.00505672j -0.00126019-0.00316974j 0.000605124+0.00282259j 0.00264017-0.00276071j 0.00283326-0.00135001j -0.00135024-0.00206516j -3.16228e-05-0.00231147j -0.00749622+0.00299012j -0.00138748+0.00027671j -0.00453146+0.000396335j -0.00257574+0.00362961j 0.00554944-0.0016312j -0.00142986+0.00169199j 0.000433167-0.000762461j 0.000680984+0.00190504j -0.0019392+0.00110493j -0.00457056-0.000649878j 0.000448184-0.00222588j 0.00432436-0.00242919j -0.000997402-0.00195133j -0.00208339-0.000314677j 
0.00277006+0.000562432j -0.00039351-0.000605253j -0.00238507+0.00150347j 0.00230016+0.00263227j -0.00304904-5.90445e-05j 0.0026044+0.00303372j -0.000416446+0.000264137j -0.00203533+0.000769415j 0.000718939-0.00074777j -0.00291006+0.000288359j 0.00218605+0.000483595j 0.00183705-0.00113427j -0.000645793+0.00230539j -0.00129303-0.00258113j -0.000446016+0.00214327j 0.0012014-0.000152536j -0.00206855+0.00148847j 0.00252526-0.000750624j 0.00115719+0.000274897j -0.00133403+0.00187375j 0.000677754-0.000480688j 0.000683372+0.000253711j -0.0015075-0.00010462j -0.00107185+0.00149484j -0.000850396-0.00098653j 0.00109333+0.00185102j -0.0007959+0.000136689j -0.000297181+0.000422053j 0.000356224+0.000445949j -0.000282572+0.00125544j -0.00147687+0.00157371j -0.00110925-0.00168029j -0.000966185+0.00331661j -0.00215814-0.00097768j -0.000359401-0.000270132j 0.000595831-0.00238087j 0.000759902+0.000748565j 2.38232e-05+0.00131422j -0.000194339-0.000732102j 0.00131603+0.00151131j -0.00170018-0.00263668j 0.00255876-0.000307654j 0.00120506+0.00254985j 0.00103125-0.00227818j -0.000790269-0.00200197j 0.00154768-0.00282925j 0.000429401-0.00080929j -0.00121535-0.00139303j 0.000739887+0.0010801j -0.00125599-0.00135803j 0.000305223+0.000328787j -0.000395707-0.000204934j 0.00151849+0.00078754j -0.00081614+0.00187422j 0.00100142-0.000229431j 0.000543116-0.000511231j 0.000564303+0.00111107j -0.000655094+0.000643241j 0.000334813-0.00205207j 0.000268434-0.00211594j 1.69107e-05+0.00115641j -0.000381918-0.000306814j -0.000223333+0.000832717j 0.00118673+0.002059j -8.99859e-05+7.18779e-05j -0.00104006+0.000279021j 0.00258239+0.000817868j -0.000167444+0.000827615j 0.00112252+0.00039304j 
-0.000584986-4.82455e-05j 0.00198517-0.00188538j -0.0041267+0.00207352j -0.00265469+0.00173143j 0.00198536-0.00133989j -0.0050457+0.00073893j -0.000255141-0.00529432j 0.00179464-0.000140416j 0.00212085+0.000793088j -0.000421854+0.00115872j -0.00153906+0.00263229j 0.000931004-0.000863637j -0.00265033-0.000736964j -0.00029752+3.12187e-05j -0.00036861+0.000303371j 0.0021969-0.000525445j -0.000297214-0.00304413j -0.00122809+0.00103979j 0.00203964+0.00258183j -0.000609593-0.00185625j -0.00025668+0.00167871j -7.72013e-05+0.00100681j -0.00146109-0.0010398j 0.000865189-0.00144705j 0.000996541+0.00120754j 0.000191419+0.000683159j 0.000797073-0.000213199j -0.00093785+0.000335075j -0.00324338+0.000495692j -0.0029867+0.000286287j -0.00151225-0.000892518j 0.00541445-0.00398592j 0.00804386-0.00169925j 0.00779424-0.00415023j 0.00343668-0.00256821j -0.00397885-0.00539112j -0.00641403+0.0021005j -0.00806577+0.00367012j 0.0029236+0.00116938j -0.00475102+0.000323897j 0.00523098-0.00330499j -0.00146204+0.00558362j -0.00996279+0.00081132j -0.00192935-0.00114235j -0.00197216+0.00563686j 0.0042259-0.000175831j -0.00126199-0.000569735j 0.00289865+0.00221399j 0.00188929-0.00159496j -0.0041401+0.00267415j -0.000868104+0.00367976j 0.000263818-0.00241794j -0.00138116+0.00334788j -0.00607988-0.00254352j -0.00409839+0.00230729j -0.00544486+0.00515633j -0.00326978+0.000594031j -0.00137463-0.00237931j -0.00255718+0.0025965j 0.00443679+0.00158648j -0.00377181+0.00234397j 0.00334348+0.00300669j -0.000705834+0.00178906j -0.00313844+0.00090758j -0.00220681-0.00291232j 0.00195452+0.00196668j 0.00482365-0.00032385j -0.00357558-0.00243746j -0.00224344+0.00186051j 
-0.00234124-0.00294706j -0.00141127-0.00222234j 0.00410625+0.000746982j 0.00189525-0.00228975j 0.000166484+0.00436099j 0.00455916+0.000819465j -0.00178528+0.00280823j -0.00285243-0.00279804j -0.00256103+0.000723568j -0.000638236-0.0033017j 0.000954682-0.00301026j 8.53091e-05+0.000653157j 0.00271625+0.00165137j 0.00484533-0.000577017j -0.00398728-0.0017879j -0.00227665+0.00237137j -0.00164763+0.00138916j -0.00220089+0.00050153j -0.00300554-0.000419461j 0.00122966+0.00114431j 0.00145388-6.64241e-05j 0.00152475+0.00142048j 0.00247341-1.13821e-05j -0.00194161-0.00117973j -0.00152097-0.00150951j -0.000180661-0.00250108j 0.000609056+0.00200079j 0.00157382-0.00229244j 2.71383e-05+0.000546069j -0.00327428+0.00118875j 0.00210393-0.00344913j -0.00494775+0.00686222j 0.00554749-0.00196536j -0.000650291+0.00866289j -0.00456483-0.000377858j -0.00233267+0.00192559j 0.00149401-0.00103665j 0.00395728-0.00428819j -0.00414858+0.000417163j 0.00205318-4.82156e-06j -0.000432531+0.00584532j 0.000391968+8.95102e-05j 0.00511562+0.000753239j -0.00395974+0.00445867j 0.00940048-0.00353176j -0.00223722+0.00312652j 0.00355471+0.00396781j -0.00171234-0.00232875j -0.00123106-0.00192947j 0.00217666+0.00241543j -0.000556951-0.00229561j 0.000376801+0.00226527j -0.00288567-0.00276626j 0.00560623-0.000697993j 0.00111928+0.00016524j 0.0029966-0.00406154j 0.00130617-0.0013447j 0.00274566+0.0010842j 0.00166033+0.00354731j -0.00391414+0.00198406j 0.00238105-0.00245469j -0.00261905+0.000457563j 0.000895927-0.00316679j 0.00304824-0.00310537j 0.00284382+0.0017645j 0.000873865+0.00300138j -0.0036419-0.00469068j -0.000992979-0.00371177j -0.00463331+0.00137212j 
