-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
-0.00182731-0.000860561j 0.00154441-0.00182205j -0.00126779-0.00472296j -0.00112236-0.000998704j 0.00435445+0.00236354j 0.00282447+0.00264068j -0.00297898-0.00326244j -0.000386255+0.000953762j -0.000603767+0.000154063j 0.000760344-0.00437903j -0.00171347-0.00280648j 0.00414782-0.00900981j 0.00139701+0.00425373j -0.00687208-0.00117133j 0.00102585+0.000820873j -0.00040514-0.00558327j 0.00635964-8.5769e-05j -0.00273874-0.00548343j 0.00330561-0.00112315j 0.00565395-0.0096875j 0.00276975+0.00357344j 0.00139087-0.00595857j 0.0022459+0.00436428j 3.08876e-05-0.00274173j 0.00493264-0.00515192j 0.0047537+0.00440444j 0.000330379+0.00682162j -0.00167801-0.000219654j -0.0023754+0.00220661j 0.000986782-0.00141949j 0.0013592+0.00152493j -0.00462088+0.00130687j -0.00498906-0.00293543j -0.00209949+0.00741897j 0.0101414-0.00259074j 0.00268738+0.00223005j 0.00163575-0.000693358j -0.000566738-0.000218822j 0.00295139+0.008402j 0.00835877+0.00267456j 0.000456718-0.00645335j -0.00127857-0.00375832j 0.0039629+0.00410416j -0.00502568+0.00809501j -0.00252501+0.00566567j -0.00461398-0.000242683j 0.000877548+0.000198793j 0.0054153+0.013278j 0.0016578-0.0059486j 0.00307729+0.00340637j 0.0048039-0.000832132j 0.00254407+0.00733311j -0.00843853-0.00439293j -0.000947429+0.00058295j -0.00202521-0.00471056j -0.00193899+0.0036708j -0.00479939+0.00402937j -0.00826957-0.000361207j -0.00751712+0.00562499j -0.00559596+0.00670856j -0.00129729+0.00068534j 0.0094662-0.00324696j -0.000635961+0.00632971j 0.000818391+0.0023906j 0.0132864+0.00225812j -0.00295775+0.00213573j -0.00506566+0.00386281j 0.000576386-0.00373546j -0.00265484-2.52902e-05j 
0.000908265+0.000977106j -0.000119313+0.000923028j 0.000421636-0.000823316j -0.000325198-0.000469593j -0.00207608+0.00155594j 0.000437429-0.00178519j -0.00155437+0.00146356j -0.00023778-0.000306348j -0.000480117+0.00213923j -0.000810432+0.00522421j 0.00103702+0.00187065j 0.000814505+0.00249622j -0.00145214+0.00029953j -1.17858e-05+0.0022559j 0.00297918+0.00161722j 0.000183507+6.04839e-05j -0.00119762-0.00114155j -0.0012556+0.000653711j 0.000459664-0.000122745j -0.00222757+0.00372288j 0.00167279-0.0038794j 0.000813722+0.000356364j 0.0012369-0.000720854j 2.03351e-05-0.000478163j 0.00168684+0.00486371j 0.00141154+0.00213301j -0.00156789-0.000775658j -0.000815926-4.7223e-05j -0.000462101+0.0013644j 0.00256614+0.000839581j -0.00047266+0.00207295j 0.00214085+0.00026286j -0.00119899+0.00373163j -0.00313653-0.00178525j -0.00402825+0.00303724j -0.00689873-0.00192128j -0.00555423-0.000997225j 0.00171101+0.0041488j -0.00191997-0.00386961j 0.00264358-0.00222653j -0.00307809-0.00570428j -0.000479012-0.00231269j 0.00260558-0.00403985j 0.00369452-0.00861717j -0.00584751-0.0044764j 0.00065211-0.0104998j -0.00361117-0.0019092j -0.0104012-0.00484164j -0.0104715+0.00771498j -0.0101986-0.00551619j -0.00688172+0.0136769j -0.0126763-0.00141352j -0.00560554+0.00234772j 0.00155585+0.00567136j -0.00301095+0.0129728j 0.00597733-0.000109016j -0.00246376-0.00802995j 0.0060286-0.00138459j 0.0095178+0.00286241j 0.00454234-0.00224566j 0.00417224-0.000319785j -0.00460693-0.00369339j 0.00703749-0.00499099j -0.00404705-0.00372947j 0.00650173-0.00647744j 0.00793524-0.000942886j -0.000171272-0.000462338j 0.00350289-0.00205923j -0.000436432-0.0032787j 
-0.00161075-0.000722302j 0.00155599-0.000103119j -0.00126509-0.00269929j -0.00393308+0.000809426j -9.11101e-05+0.00443868j 0.000700245-0.00174137j -0.00237514+0.000428655j 0.000415029+8.97004e-05j 0.00111254+0.00408653j -0.00318596+0.00649814j 0.000192319-0.000902036j 0.00362388-0.00176737j -0.00141705+0.00306949j -0.00741558+0.000843398j 0.00541396+0.00533072j 0.000185549-0.00449002j 0.0018306-0.000598472j -0.00432465-0.00232792j 0.00222177-0.000628462j 0.00111393-0.00193575j 0.00752209-0.00123926j 0.00291007-0.00337757j 0.00555092+0.00166196j -0.000846542-0.00299291j 0.00393165+0.0010063j 0.00393899+0.00166233j -0.000968674+0.00334579j -0.00130552+0.00108985j 0.000309599+0.000879238j 0.000348758+0.000944408j -0.00122096+0.00234987j -0.000962605-0.0021161j -0.00338046+0.00107916j -0.00955616-0.00230887j -0.00435432+0.000392979j -0.000778705-0.00791164j -0.00463174-0.002727j 0.00344545-0.00179674j -7.32743e-06-0.00913352j -0.00780434-0.000868357j -0.00367428+0.00348125j 0.00236881-0.00193064j 0.000239056-0.00843722j 0.00276824-0.00774051j 0.00606247-0.00347787j -0.0165854-0.00273932j -0.00429527+0.00541663j 3.10466e-05+0.00632902j 0.00261555-0.0111229j 0.00718996+0.00307218j 0.00422868-0.0100775j 0.00652306+0.00563681j 0.00385293-0.00269462j 0.0015932-0.0154817j -0.00259446+0.00333184j 0.0031742-0.00501835j -0.00363347+0.012856j -0.00433933-0.00690768j -0.00561422+9.42313e-05j 0.0092595+0.0062307j -0.0096012-0.00130796j 0.00864778+0.00279697j 0.00664026+0.00263521j -0.00420573-0.00852954j -0.00282398+0.0117606j -0.00121875+0.0034735j -0.00153814-0.0022884j -0.0038451+0.000439706j -0.0010762+0.00418617j 
0.00049493-0.00158589j 0.000552765+0.000832938j -0.00679764+0.000237578j -0.00253194+0.00104381j 0.00564817+0.000356139j -0.00395437-0.00189113j 0.000488802+0.0010099j 0.00289854+0.000262424j 0.00806838+0.00149165j -0.00234892+0.000632425j -0.00197941-0.00524212j -0.00243001-0.00126757j -0.00493978+0.00337477j -0.0031328-0.00683656j -0.000680344+0.00162543j 0.00155459+0.00475443j -0.00704639+0.00492857j -0.000529332+0.00459304j -0.00257045+0.00170224j 0.0014436+0.000783508j 0.00208892+0.000561023j 0.00318701+0.00167833j 0.00431931-0.00205042j -0.00424117+0.00213765j -0.00521237-0.00346431j -0.00280613-0.00692091j 0.00405268-0.000585566j 0.000960776-0.000473636j 0.000746431-0.000423984j -9.29551e-05+0.000644676j 0.000944533+0.00111502j -0.00161825-0.00195581j -0.000537883+0.000881055j -0.00570563+5.10687e-05j 0.00133735-0.00242992j 0.00193452+0.000550247j -0.0102773-0.00155994j -0.00342797-0.00119208j 0.000425603-0.00744883j -0.00203283-0.00269155j -0.00534555-0.00757627j -0.00267808-0.00677334j 0.000890819-0.0051717j -0.00136461-0.000222435j -0.00357731+0.00214948j -0.0091023-0.00218603j -0.00129495+0.00390819j 0.000548141+0.00769346j -0.00832893-0.00120295j -0.00225631-0.0034469j 0.00370359-0.00135659j 0.000173933+0.0064017j -0.0116483+0.00157524j 0.00237614+7.06869e-05j 0.000657542+0.00280784j 0.00298216-0.000376386j 0.00104356+0.00565633j 0.000448317+0.00100873j -0.000931038+0.000934576j 0.00152418+0.00149206j -0.00127823-0.00142087j 0.00425154-0.00064336j 0.00162417+0.0014389j -0.00190631-0.00242292j 0.0110517+0.00501059j 0.00641057+0.00501188j -0.000237112-0.00217946j -0.00194033-0.00299039j -0.00254631+0.00345694j 
-0.000466127-0.000695682j -0.000635239-4.0426e-05j -0.00734956+0.00109167j -0.00248504-0.000913194j 0.00438141-0.00102676j -0.0041727-0.00188191j 0.000662416-0.000480544j 0.00554717+0.00204355j 0.00856283-0.00253192j -0.00431925-0.000207965j 0.00154146-0.00437415j 0.00025209+0.000806189j -0.00240686-0.00309301j 0.000922914-0.00222246j 0.00304121+0.000101755j -0.00775239+0.00562995j -0.00367932-0.000825715j 0.00136312-0.00170576j -0.00220193+0.00236807j 0.00660298-0.000562201j 0.0113918-0.00108614j 0.00876364-0.00281918j 0.0071257+0.00224918j -0.00412478+0.000789431j -0.00184971-0.000506844j -0.00513765-0.00102774j -0.00291721+0.00142694j -0.000213119-0.00137596j 0.00139924-0.00114931j -0.0011419+0.00194262j -0.0011004-0.00129475j -0.00167138+0.00253209j -0.00141398-0.000221555j -0.00130483-0.002986j -0.00216618+0.000956387j -0.00050528+0.00362326j 0.000299736-0.000773166j -0.00314239-0.00598473j 0.000227367-0.00372585j -0.00819654+0.000251572j 0.00311232+0.0116049j 0.00257976+0.0076143j -0.00350669+0.00275534j -0.000424315+0.00214125j 0.00787434-0.00407915j 0.00492742+0.00441759j 0.00504006+0.00339658j -0.00131513-0.0149j -0.00521405+0.000395321j -0.00590781+0.00304469j 0.000402571+0.00392553j 0.00272856-0.00829214j 0.00597988+0.00735487j -0.00804385+0.00281256j 0.00191415-0.00651209j -0.00515353+0.00329657j 0.00608977+4.12436e-06j 0.0120309-0.00365734j 0.00143588-0.00632648j 0.00337143-0.00385452j 0.00754526-0.00687329j -0.000456886+0.00672153j -0.00188901-0.00639043j 0.0001393-0.000464063j -0.0119154-0.00400495j -0.000402368-0.000770671j 0.00459336-0.000516483j 0.000642985+0.00192214j 0.00100618-0.000862683j 
-0.000457162-0.000959727j 0.00178123-0.000146354j 0.00284151-0.00127496j -0.00310266+0.00214565j -0.00502578+0.00880365j -0.00216347-0.00196293j -0.000450309+0.0037995j -0.00347908-0.00182305j 0.00293531+0.00657708j 0.000157477+0.0199216j 0.00615268+0.00315929j 0.00298407+0.00599047j -0.00132873+0.00393561j -0.00155843+0.00746221j 0.00874287+0.00622545j 0.00197098-0.000194814j -0.00367847+0.00165899j -0.0036221+0.00714322j -0.00153694+0.000265441j -0.00619673+0.0105719j 0.00171474-0.0090249j 0.00552777+0.00393812j 0.00165806-0.00592172j -0.00030417-0.00329982j 0.00525254+0.0132207j 0.00543591+0.000945017j -0.00195903-0.00329041j 0.00015226+0.000726184j 0.000451278+0.000136284j -0.000755636-0.00019753j 0.000275911+0.000141091j 0.000695662-0.00081856j -0.00216953+0.000414443j -0.00338931-0.00280391j -0.00260268+0.00164632j -0.00262068-0.00175341j -0.00306839-0.00135786j 0.000620221-0.00185498j -0.00177834-0.00563207j -0.00620008+6.23912e-05j -0.000903613+0.00582095j -3.10164e-05+0.00167244j -0.00265474-0.00351403j 9.32737e-05-0.00530778j 0.00360851-0.00454378j -0.0048566+0.000664236j 0.000338942+0.00387469j -0.00182838-0.00439287j -0.00259776-0.00167822j -0.0030781+0.000590985j -0.00166854-0.00032538j 0.0027799-0.0018924j 0.00410652+0.00446269j -0.00364225-0.00556993j 0.00078789+0.0018761j -0.000752446-0.00283573j 0.0017792+0.00379266j 0.00477859-0.00444568j 0.00320611-0.00244733j 0.00671562-0.00226303j -0.00231386-0.000527511j -6.28127e-05+0.00331129j 0.00309508-0.00497432j -0.00538332-0.00338394j -0.00495747+0.00461909j 0.00349357-0.00121555j -0.000200312-0.00411601j -0.000486784+0.000469027j -0.000379054+0.000506295j 
-0.000147135-0.00245148j 0.00097834-0.000294258j 0.000175919+0.00327625j 0.00107899+0.00460422j -0.00166592-0.000706537j -0.00374161-0.00638212j -0.0030548+0.00572965j 0.00471913+0.00140843j -0.00226632+0.00630752j 0.00496604+0.000393899j -0.00580791-0.00285327j -0.00262103+0.00629538j -0.00274622+0.00358221j -0.000762391-0.00273823j 0.00838627-0.00326351j 0.000540783-0.00869047j -0.00238631+0.000783864j -0.00245233-0.00311289j 0.00454966-0.000898886j -0.00484009+0.0115736j 0.0049163-0.00218861j -0.00816249-0.00449954j 0.00616584-0.00253823j -0.00065179-0.00119344j -0.00182063-0.00201265j -0.00226368-0.0042741j 0.00215121+0.000868842j 0.0014296-0.000125381j 0.00117697-0.00086614j -0.000140352-0.000593923j 0.000258022-7.35354e-05j 0.00267594-0.0041886j 0.00846158+0.00136735j 0.00358156-0.00378669j -0.00686917+0.00279929j -0.0013755-0.00717246j 0.00505415+0.000114158j 0.00591874+0.0089945j -0.00631978+0.00397294j 0.00551266+6.21487e-05j 0.00299539+0.00113508j -0.00432327-0.000292075j -0.000414428-0.00263746j 0.00314292-0.00648642j -0.00346312-0.00273637j 4.81656e-05+0.00144549j -0.00398031-0.00302379j 0.00110733+0.00679344j 0.0115903+0.00227149j 0.00801451-0.0017369j -0.0076435-0.00501862j -0.000382983-0.00117295j 0.00788681-0.00552914j 0.00507685-0.00590543j -0.00301946+0.00820693j 0.00695763-0.00769779j -0.00345654-0.00383949j -0.0102252+0.00132583j 0.00650847+0.00597973j -0.000525519-0.000952984j -0.0120175+0.0136297j -0.00835288-0.00663519j 0.00221394+0.00246022j -0.00342585-0.000314124j -0.00237167+0.00201678j -0.000492393-0.00235675j -0.00163075-0.000547622j -0.000764477+0.00108384j 0.000366988-0.00033042j 
-0.000983864+0.000727742j -0.000214787-0.00116823j -0.00335571-0.00141144j -0.00193654-0.000688053j 0.00203629-0.000165795j 0.00204734-0.0011914j -0.00447497+0.00167166j 0.00308561+0.00108712j -0.00076466+0.00298793j -0.00259997-0.000490061j -0.00155282-0.00182989j 0.00614134-0.00991686j 0.00210869+0.00105375j -0.00701114+0.00670177j 0.0118199-0.00241691j -0.0133499-0.00727286j 0.00694697-0.0116139j -0.00858211-0.0142562j 0.00552035-0.00436534j 0.0047478-0.0109774j 0.0181821-0.00728472j -0.00276763-0.0159995j 0.0141131+0.00614548j -0.00275211-0.00495532j 0.00992481-0.00576591j 0.00697998+0.00875098j -0.00235357+0.0135286j -0.00310212+0.00194217j 0.000782886+0.00374613j 0.00108309-0.000919423j 0.000132645+0.000526884j 0.000109996-0.00143468j 9.30431e-05+0.00161343j -0.000685585-0.00247011j -0.000387508+0.00167855j -0.00101028+0.00105837j -0.000494486-0.000935393j 0.000109395+0.00285349j -0.00133513+0.00124195j 0.0024898-0.00114483j 0.00228967-0.000532874j -0.000906125+0.00208574j 0.00135033+0.00143984j 0.00170313-0.00057352j -0.00239912-0.00300943j 0.0052965-0.00457287j 0.00146945-0.00197061j -0.00813835-0.00522754j -0.00338041+0.00946015j -0.00802556+0.00161226j -0.00214376+0.0125865j -0.00825898-0.00360808j 0.000593544+0.00464248j -6.49699e-05+0.00722969j -0.00093987+0.00338527j 0.00188248+0.00164017j -0.00195287-0.00920338j 0.00610154-0.00427141j 0.00815514+0.000370019j 0.000127629-0.00275438j 0.00468452-0.00165287j -0.00505756-0.00117887j -0.000419401-0.00248773j -0.0022294-9.76767e-05j -0.000847828-0.00722799j 0.00351979-0.000747607j -0.000497328-0.000776971j 0.0020455-0.00224816j -0.000987771-0.00255402j 
0.00106987-0.000290866j -0.000932977+0.000528027j -0.00659228+0.000602182j -0.0026106-0.000276623j 0.00631191-0.000234546j -0.000312223+5.82929e-05j 0.00130615-0.00223571j -0.00333231+0.000889567j 0.00754233-0.00331643j -0.00200992+0.006009j 0.00501838-0.00279111j 0.000517939-0.00267035j -0.00273998-0.00131032j -0.000673792-0.000952493j -0.000525092+0.00594835j -0.00126647+0.0097787j -0.00373999+0.00136264j 0.00463957+0.00503245j -0.00545453+0.00323505j 0.00245554-0.00496522j 0.00316836-0.000614167j 0.0117064+0.00194699j 0.000727151-1.0042e-05j -0.0043583+0.0014172j -0.00150603+0.0013323j -0.000580807-0.000516296j 0.000719455-0.00128772j 0.000293625-0.000711789j 0.00119816-0.000124697j -0.00104124+0.00122529j -0.000980425-0.00101633j -0.00251188+0.00415591j -0.000278808+1.23432e-05j 0.00212052+0.00556605j 0.000682298+0.000977805j -0.00323811-0.00361378j 0.00907827+0.00102974j 0.0050181+0.00176993j 0.00224339+0.0106681j 0.0100934+0.000615605j 0.000443228+0.000198546j 0.000432371+0.00134389j 0.00261645+0.00346905j -0.000382439-0.000373174j 0.00061483+0.000891595j 0.000402931-0.000395414j -0.00208456-0.00374275j 0.00420176+0.00429044j 0.00768816-0.00596983j 0.00486377+0.00391811j -0.00128544-0.000217732j -0.00117308+0.00165314j 0.00276323-0.0056684j -0.00108964-0.00221583j -0.00391059+0.00301759j -0.000155593+0.00107375j -0.00692078+0.000119824j -0.00910204-0.00100256j -0.00280685+0.00624976j -0.000872416+0.00558842j -0.00323882+0.00277213j 0.00219016-0.00457597j 0.00387674+0.00277889j 0.00172842+0.00129098j 0.000653392-0.00715455j -0.00686786-0.000828892j 0.00141223+0.00858692j 0.000725894-0.000887887j -0.000850492-0.00195958j 
0.000506867+0.00113604j -0.000987556-0.000371157j -0.00423319+0.00373807j 0.0040066+0.0010363j 0.00612211-0.00689238j 0.00571278+0.000147196j 0.00519409-0.00122605j -0.0186546-0.00430337j 0.0022647-0.00170506j -0.000875439+0.0100084j 0.00883381+0.00687624j 0.00495104-0.00737187j 0.00161872-0.000925957j -0.00352551+0.00954975j -0.0023799+0.0111982j -0.00302418+0.00782474j 0.00514576-0.00576883j 0.00784396+0.00554318j -0.00746772-0.00218785j -0.00117193-0.0173526j -0.000834763-0.00539253j 0.00929418+0.00295847j -0.00118008-0.00370036j -0.00158361+0.000121408j 0.0048429-0.000989909j 0.00834684+0.000143391j 0.00177772-0.00213324j -0.000552739+0.00232195j 0.00156449+0.00109112j -0.00245823+0.000524752j -0.000303259-0.00219412j 0.000726478+0.00158119j 0.00175266+0.00121278j 0.00554886+0.00490751j 0.000442552-0.00126016j -0.00336995+0.00139734j -0.0100992+0.00523063j -0.00451428-0.00657216j 8.54631e-06-0.0125214j -0.0135984+0.00693949j -0.00688362-0.0044653j 0.00709912-0.00385907j -0.0052719-0.00542209j -0.0015897-0.00896067j -0.00295596+0.00407658j 0.00402857-0.00273384j -0.00417171-0.00306465j -0.00601579-0.00697173j -0.00497353+0.00394845j 1.9283e-05-0.00349236j 0.00388219-0.00921802j -0.00290106+0.00331264j 0.00100211-0.00244644j 0.00766101-0.000110284j 0.00373385+0.00103176j -0.00474817-0.000906337j 0.00628378-0.000392329j -0.000323157+0.00668688j -0.0126566-0.00770654j 0.00625358-0.00503589j 0.000653762-0.0103442j 0.0037019+0.00318734j 0.00109558-0.00193901j -0.00109001-0.00265346j 0.00108614+0.00354195j 0.00575988+0.00125025j -0.000512399-0.00516288j -0.00168737+0.000880292j 0.00106518+0.002389j 
0.00160913-0.00048482j 0.00111608+0.00104776j 0.000189891-0.00473318j -0.0102307-0.00198882j -0.000958689+0.00874565j 0.00261434+0.00582844j -0.000112105-0.003395j 0.00179195+0.00105453j 0.00598502-0.00109042j -0.00471137+0.00832516j 0.0035694-0.00334499j -0.00115173-0.00480365j -0.000658091+0.00475796j -0.00386095-0.00207146j -0.00404829+0.00736141j 0.0118269+0.0054927j -0.00484829+0.00922403j -0.00275706+0.00993106j -0.00273418+0.005265j -0.00214747+0.000212943j -0.00854564+0.00379677j 0.0102357+0.00602273j -0.00523815+0.000567773j 0.000102946+0.000354465j 0.00341807+0.00622983j 0.00491751-0.00111966j 0.000716479-0.000485104j 0.00039058-0.000740907j -0.00180753+0.000218063j 0.00117859-0.000528356j 0.00027556+0.00235899j 0.000670042-0.00555592j -0.00331835+0.00166022j -0.00790281-0.00933205j -0.00103525-0.000881319j 0.00645879+0.000101694j -0.00318153-0.00463509j -0.00336382+0.00267108j -0.00318591-0.00339395j -0.00365982-0.00248796j 0.00681765+0.00586552j -0.00512047+0.00221401j -0.00130787+0.000732534j 0.00150812+0.00790175j 0.00470003-0.00482812j -0.0046536+0.00490818j 0.00748784+0.00715763j -0.000906482-0.000413048j -0.00354093+0.00312992j -0.0041997+0.00156804j -0.000945815+0.00465487j 0.0051805-0.00588093j -0.000338585+0.00920031j -0.0074304-0.000687191j -0.000921761-0.00513739j 0.00212412+0.00232158j 0.00305498+0.00122604j 0.00998157-0.0102526j 0.00672771-5.83649e-05j -0.00282528-0.00171468j -0.0019962+0.000297987j 0.00108947+0.00145908j -0.0064879-0.000469044j -0.00240083-0.00028229j -0.00206573+0.00520549j 0.00366999+0.00126155j -0.00071268-0.00430687j -0.00103197+0.000316931j 0.000373733+0.00150173j 
0.000349082+0.000367726j -0.000275126+0.000888464j -0.00077239+0.000149215j -0.00179959-0.00205407j 0.000901624-0.00167742j 0.00311961+0.00234508j -0.000470956-0.00365134j 0.00121426+0.000157794j -0.00177414-0.00512796j -0.00293338-0.0054987j 0.000192654-0.0010502j -0.00111551-0.00226726j -0.00024501-0.00351352j 0.0020173-0.00336007j -0.00629891-0.000187143j 0.00155668+0.00402222j 0.000470802+0.000517152j 0.00203415-0.000868886j -0.000943865+0.00150795j 0.00313047-0.00548952j -0.0025421+0.00527587j 0.00183526+0.000611862j -0.00326573+0.00396718j 0.000829724+0.00170151j -0.0013083-0.00225482j -0.00221871+0.000544527j -0.00145644+0.000774198j -0.000102691-0.000398845j -0.000441308-0.000391587j 0.000701558+0.000289382j -5.56512e-05+0.00134961j 0.0015377-0.00178312j 0.000946461+0.00168115j -0.00429982-0.00227983j -0.00658963+0.00616273j -0.00782674-0.0050316j -0.00160066+0.000482565j 0.00587548+0.0010602j -0.00620468-0.00420868j -0.00140652+0.000779966j -0.00360132+0.00338226j 0.000518157+0.000321117j -0.00289909-0.00691068j 0.000340148-0.0142022j -0.00106775-0.00591619j -0.00882424-0.00398667j -0.00506454+0.00126996j -0.00439575+0.0027798j 6.80037e-05-0.00257864j -0.000404841-0.000430366j -0.00486712-0.00150954j -0.00338875+0.000839564j 0.00538054-0.00337668j 0.000208153-0.00941741j -0.000164762+0.0120269j 0.00419815-0.0072601j -0.00285606+0.00258945j -0.00262973-0.00485051j 0.00342162+0.00210849j 0.00885897-0.00096436j -0.0064049+0.00430143j -0.00107575-0.00102892j 0.00876772-0.00410912j -0.00759268-0.00669854j -0.00276208+0.00286603j 0.00202184-0.00151623j -0.000638539-0.00108091j -0.000177173+0.000529546j -0.000116003-0.000138448j 
0.00135759+0.0012984j -0.00108799+0.00187277j 0.000433837-0.000630928j -0.00265929-0.00137362j 2.19745e-05+0.00493145j 0.00299813+0.00250452j -0.00294514-0.00397647j 0.000422671-0.00278615j -0.00483104-0.00947479j 0.000224443+0.0104644j 0.0110346-0.000607894j 0.00601157+0.0079523j -0.00464246-0.0125507j 0.0125162+0.00194465j 0.000775633+0.00131259j -0.00270669+0.0134293j -0.000824192-0.00388666j 0.00700269-0.00172086j -0.00279776+0.00452516j 0.00710023+0.000211399j 0.00534164-0.00373889j 0.0136897-0.00254312j -0.00255315+0.00836891j 0.000793989-0.000923141j 0.00568234+0.0141507j -0.00285098+0.0103574j -0.0140878-0.00162193j -0.00117598+0.00183177j 0.000682091-0.000438505j 3.48199e-05-0.00135992j 0.0012976-0.00126237j 0.000260485-0.000462732j -0.000469953-0.000957711j 0.00187509+0.0030654j 0.00290718-0.000233214j -0.00122041+0.000404454j -0.00016804+0.000167305j 0.00261861+0.00220861j 0.0024676+0.00502606j 0.00980066-0.00489549j -0.00753961-0.00964367j -0.0036654-0.00508833j 0.00348837-0.00158133j -0.00160133-0.00173459j -0.00747975+0.00538182j -0.00266303-0.00562543j -0.00536583-0.00289533j 0.00217433+0.00893688j -0.00204982+0.00107999j -0.0023931-0.00225401j -0.000923313+0.00552221j -0.0058828+0.00852547j -0.0115528-0.00208237j 0.0050348+0.00230859j 0.000293425+0.00831247j 0.00377194-0.000885822j -0.00663379-0.00161278j -0.00560655+0.00574069j 0.00296744+0.00671856j -0.00176193+0.00436904j 0.000523176+0.00445108j -0.00091099-0.00591811j 0.00276024+0.00239654j 0.00107745-0.000139889j 0.0124738-0.00576116j 8.384e-06+0.0013477j -0.000905094+0.00164497j 0.000579109-0.00403092j -0.00252706+3.6657e-05j 
-0.000159554-0.00139195j 0.00101934+0.000313746j 0.00109982+0.00268007j -0.000753774-0.0014005j -0.00429845+0.00289514j -0.00769566-0.00261963j 0.00317792+0.0027186j -0.00520079+0.00601109j 0.0110171+0.00714977j 0.0041798+0.0152097j 0.00700099+0.000610785j 0.00635293+0.000449745j 0.00126973+0.00684731j -0.00464026+0.0100492j 0.01647+0.00405307j -0.00586963-0.00040623j -0.00290718-0.00204521j -0.00198146+0.000612982j -0.00205947+0.000557889j -0.00336354+0.00881111j 0.00660138-0.0129079j 0.0066956-0.000626539j 0.00299844-0.008166j -0.00391846-0.00217423j 0.004548+0.00890501j 0.00273223-0.000198266j -0.00188178-0.00333873j -0.000448582+0.000973966j 0.00236723+0.000291905j 0.000570182-0.00102594j 0.000431645+0.000488988j 0.00150501-0.00278017j 0.0031924-0.00146862j 0.00128499-0.00695539j -0.00389695+0.00328141j -0.00284058-0.000594799j 0.00440117-0.00258254j 0.00500909+0.00220487j -0.00414526+0.00275309j 0.00590113-0.0030806j -0.00102665-0.00234383j -0.00344276+0.00382259j 0.000840725-0.00141819j 2.53448e-05-0.00220351j -0.00364798-0.00361405j 0.000895593-0.00133156j 0.000797898-0.00293918j 0.00191751+0.00679928j 0.00326342-0.00264846j -0.00126094-0.00219395j -0.00271577-0.000636871j -0.00388802-0.000950148j 0.00366751-0.00276817j 0.00184896-0.000241865j 0.000551864+0.00578952j 0.00341459-0.00552163j -0.00274584-0.00403612j -0.00404031+0.00272368j 0.00817428+0.00203672j -0.00214843-0.000608017j -0.000946883+0.00949661j -0.00683259-0.00161015j 0.000140384-0.000904046j -0.000364367+0.00129965j -0.000497045-0.000267978j -0.00156233-0.000927356j -0.00111464+0.000393579j 0.000361265+0.00106776j 0.000360137-0.000513458j 
