0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
0.00168259+0.0012912j 0.00157512-0.00282499j -0.00190889+0.000691012j -0.000800518-0.00141383j -0.00385169+0.000793875j 0.000647134-0.0020443j 0.00184148+0.00279641j 0.00179001-0.000365943j -0.00139755-0.0021059j -0.00273344+0.000683022j 0.00215027-0.00644311j -0.00243419+0.000177888j -0.00267441-0.00158083j 0.0023445+0.00566608j -0.000576829-0.00443178j 0.00369324-0.00410259j 0.009055+0.00375248j -0.00296823+0.00257236j 0.00780345+0.000776861j 0.00782964-0.00616696j 0.00668669-0.00505475j 0.00320343+0.000645737j 0.00164739+0.00299549j -0.00166065-0.00206084j 0.00204265-0.00438373j 0.00150688+0.00108446j 0.00524386-0.00520692j -0.00425305-0.0014879j -0.00333506-0.00153853j -0.00483233+0.00342309j -0.00388587-0.00611297j -0.00681667+0.0081794j 0.00347767+0.0013226j -0.00190051-0.000580758j -0.00496469-0.000566272j -0.00211382-0.00485681j 0.00363944-0.00345849j -0.00532189+0.0097267j -0.00159952+0.00162743j 0.00406638+0.0010684j 0.00275904+0.00573253j 0.00101665+0.00331202j 0.0018762+0.00554286j -0.00742329-0.00577262j 0.00183871+0.000342177j 0.00042201+0.00131197j -0.00546465+0.0016698j 0.00390123-0.000268482j -0.00466933-0.000100154j -0.00313034-0.00246578j -0.00188049+0.000848722j -0.000582697+0.000679674j 0.00180076+0.00200634j 0.000263896-0.00126706j -0.00113771+0.000647479j -0.00061021-0.000879603j 
0.00135196-0.00190112j -0.00187419-0.00182508j -0.000437401-0.00313717j 0.000523305+0.00162612j 0.00292786-0.00136474j -0.000142809+0.000158729j 0.000112284-0.00264057j -0.000856301+1.61284e-05j 5.4539e-05+0.00054613j -0.000125573-0.00460286j 2.92209e-05+0.00362199j 0.00335333-0.00246664j 0.0011132+0.00420313j 0.000823356-0.00196369j 0.000631655+0.00957995j -0.00465197+0.00403413j -0.00258666-0.00613751j 0.0158526-0.00135058j -0.00556783-0.00131201j -0.00419837+0.00488026j 0.000146497+0.00227582j -0.00247186-0.0102323j 0.00168177-0.00263539j -0.00266108+0.00496889j 0.000521677+0.00772735j 0.00382545-0.0028474j 0.0032977+0.000287808j 0.00146023+0.00647949j 0.000668375-0.00195647j 0.0105584-0.00612374j 0.0045449+0.00860454j -0.00147444+0.00720407j -0.006007-0.00346509j -0.00398571+0.000857946j 0.000904279-0.00146175j -0.00257265+0.0049334j 0.00910828-0.00575077j -0.0050194+0.00102505j 0.00556682+0.006348j -0.00624826+9.25682e-05j 0.00457052-0.00469044j -0.00662672+0.00185367j 0.0094307+0.000779503j 0.00720738+0.00294259j -0.000220924+0.00626196j 0.00134349+0.00479574j 0.00193973-0.003258j 0.00795727+0.00186132j -0.000103775+0.000148694j 0.00354946+0.00275119j -0.000835549-0.00406402j 0.00122895-0.00299386j 0.000825228+0.000917256j -0.0037984+0.00203172j 0.000809636+0.00105787j -0.000551534+0.000383659j 
-0.00242923+0.00215293j 0.000918342+0.00209944j -0.00157726+0.00139263j -0.000253336-0.000797905j -0.000219763+0.00451644j -0.00200412+0.00227977j 0.00163958-0.00082736j 0.00157888+0.000246415j -0.00169654+0.0017522j -0.00350395-0.000444159j -0.00246795-0.00446662j 0.00105325+0.00196917j -0.00494965-0.000816328j 0.00693142+0.00242668j 0.00540378-9.6327e-06j -0.000171497-0.00481178j -0.00360704-0.000231947j -0.00075702-0.00268088j 0.000134394+0.00326863j -0.00156058-0.000617079j -0.00372914-0.00186108j 0.00669839+0.00456867j -0.00115546+0.00357972j 0.00736752-4.35457e-05j 0.00534712-0.00296976j 0.00515915-0.00101595j 0.00208552-0.00253311j -0.00452281-0.00193528j 0.00716395-0.00302806j -0.0104781-0.00223615j 0.00480959-0.00121531j -0.00447358-0.00313769j -0.00888821-0.00246171j -0.00330292-0.00949823j 0.0057157-0.00133455j 0.00304347-0.00388148j 0.00502988+0.00346096j -0.00288359+0.00387739j 8.76917e-05-0.00307483j -0.000587185+0.000168812j 0.00063656+0.00185084j 0.00190995+0.0081116j 0.00253738-0.00105054j -0.00292531+0.00423836j -0.00476212+0.00242818j 0.000437675+0.00130928j -0.00184513+0.00511707j 0.00464952+0.00461851j -0.0048859-0.000248404j -0.00515846+0.00370865j 0.00134147+0.00646328j 0.00419379-0.000561404j -0.00613541-0.0011883j 0.00172361-0.00161976j -0.000349659-0.00211359j 0.00238622+0.0014624j 
0.00158763+0.000768746j 0.00021518-0.00199423j 0.000375931-0.00173346j 0.00174349+0.00245745j 0.000740336-0.00129777j -0.00266901-0.000727662j -0.000681295-0.000644384j 8.01359e-05+0.000875366j -0.000749342+0.00111959j 0.00225611+0.00132029j -0.000895572+0.00295275j -0.000884313-0.00181778j -0.0040912+0.000233445j -0.00196365-0.00161087j 0.000539906+0.000176095j -0.00180677-0.0016276j -0.00404542-0.00159525j 0.00549192-0.000726807j -0.00263756-0.00560448j -0.00104369+0.00218743j -0.00939149+0.000353286j 0.00327835-0.00338407j -0.00228012-0.00185874j 0.00230271+0.000473327j -0.00132373-0.000358321j -0.000692852-0.00166845j -0.0043274-0.00254961j -0.00298207-0.00017243j 0.00509767-0.000631765j 0.00108872+0.000548226j 0.00369148+0.00244911j 0.00181324-0.00716476j 0.000963327-0.00483953j -0.00233732+0.00148024j -0.00130759+0.0016723j 0.00263091-0.00292581j -6.93475e-05-0.00111075j 0.0047101-0.00817323j 0.00293306+0.00547417j -0.00879987-0.00422076j -0.000706634-0.00189556j 0.00370319-0.00195502j -0.00446417-0.00592117j 0.00674111+0.000283409j 0.00248247-0.00297405j 0.00191799+0.00519844j 0.0024542-0.00058478j 0.00152239-0.000160188j 0.00334209+0.00184573j 0.00295822-0.00150348j -0.000233396-0.00273036j -0.000804089+0.00136558j 0.00531572-0.00158052j -0.000382667+0.00476101j -0.000821216-0.00163643j 0.00117769-0.00225265j 
0.000740565+0.00045394j 0.000367725-0.000381198j 0.000105734+0.00170517j 0.000933536+0.00123731j -0.000541152-0.00366216j -0.000429176+0.000499059j -0.00118444+0.00211063j -0.000162789+0.0015174j 0.00139236-0.000229116j 0.00032279+0.00457078j -0.00154205-0.000568873j -0.00304464-0.00214833j -0.00375924+0.00067268j -5.60602e-05-0.00229617j 0.00246822-0.00717101j 0.0024224-0.00253151j 0.00574212+0.00140515j -0.000485687-0.000162597j 0.000344158-0.00493148j 0.00624026+0.00110353j -0.00163714-0.00242221j 0.00494968+0.00608651j -0.00259787+0.00173781j 0.00354542+0.00144436j -0.00078546-0.00838816j 0.00207625-0.00426701j -0.00336908-0.000808017j -0.00607698-0.00115525j 0.00219492+0.00210985j 0.00115158+0.00731145j 0.00179167-0.0021539j -0.00217805-0.00645078j 0.00671387-0.00248291j -0.0023569+0.00285253j -0.00253872+0.00323498j 0.00406844-0.00110122j -0.000317295-0.00364178j 0.00246614-0.00138655j 0.000377716+0.000806513j 0.000157903-0.000840314j 0.00134155+0.00388961j 0.00371553-0.00233696j -0.00269411-0.000514111j 0.00288314-0.00563187j 0.00421166-0.000841714j 0.00469609+0.00112332j -0.0023482-0.00134997j 0.000278881-0.00497712j -0.000287604+0.00187822j 0.0031536-0.0039858j -0.000790365-0.00262344j -0.00303278-0.000967315j 0.00420454-0.000893906j -0.000609115+0.000427566j -0.000832075-0.0010158j 0.000888635-0.0016074j 
-3.84786e-05+0.00190288j 0.00115724-0.000862557j -0.0014139-0.000407699j 6.1839e-05+0.000721529j 0.000492803+0.000234112j -0.00196875-0.00281015j 0.00126886-0.0013752j 0.00136168-0.00159022j -0.000283003+0.000968486j -0.000185685-0.00283777j -0.00185485-0.00147883j -0.0036222-0.000572154j 0.00211175+0.000961653j 0.00128217+0.00353198j 0.00134735+0.00405962j 0.000193219+0.00217087j -0.000324004+0.000762289j 0.00477818+0.00215686j 0.00225776-9.95959e-05j -0.00192796-0.00151159j -0.000867007+0.00142919j -0.00183172-0.00084613j 0.000757229-0.0029957j 0.00198776-0.00386168j -0.00414692+0.00262659j -0.00210875-0.00189825j 0.00561721+0.00270579j 0.00445682+0.00745292j 0.00102358+0.00200414j 0.003257+0.00153606j 0.00122784-0.00295172j -0.00131746-0.00449297j -0.00126696+0.00300016j -0.00202421+0.00188238j 0.00262809-0.00537556j -0.00392681+0.00212467j 0.000178348-0.000431089j -0.000617088-0.00177023j -0.00392841-0.00559919j -0.00029245-0.000503424j -0.00020415+0.00459932j 0.000606665-0.00133176j -0.000944474+0.00159843j -0.00402737+0.00372329j -0.00178523-0.000553978j -0.00200687+0.00136334j 0.00450732+0.000895158j 0.000697904-0.00445941j 0.00673523+0.00144104j 0.000297317+8.96896e-05j 0.000494822-0.000631638j 0.000826879+0.00208725j 0.00393516-0.000646399j 0.00290513+0.00662062j -3.94242e-05-0.000481054j -0.000305674-0.00125219j 
0.00232615+0.00149175j 0.00221126-0.00276459j -0.000744329+0.000311731j 6.88394e-05-0.000403529j -0.00453571-0.00286491j 0.00261344-0.000481678j -0.000545128-0.000609866j 0.00196347+0.00197136j -0.00123351-0.00337402j 0.00233989-0.000608687j 0.00286561+0.000184607j -0.000191569+5.88463e-05j 0.000514296-0.000982609j -0.00397967+0.00434975j -0.00155412-0.00181408j 0.00185596-0.0033148j 0.00097501-0.00243919j -0.00155281+0.00516466j 0.00144228-0.000964331j 0.00354804+0.000986462j 0.00333361-0.000270345j -0.00129789-0.00441002j 0.00741623+0.00426446j -0.0103297-0.00547383j 0.00571065+0.00299507j -0.00274513+0.00713567j -0.00124691-0.00492869j -0.00558381-0.00353245j -0.00229973-0.00751861j -0.00510174-0.00598494j -0.00370662-0.000564004j 0.0029091+0.0116103j -0.00338049-0.0041913j 6.80906e-05+0.000111805j -0.00520651-0.00644439j -0.000110332-0.00333239j 0.000193195+0.000924792j -0.0065076+0.00150621j 0.000685301+0.0111518j -0.00484031-0.00109614j 0.00545436-0.00509906j 0.00163103+0.00511895j -0.00342556+0.00705116j -0.000731082-0.0054531j -0.00243068-0.000173747j -0.00202795+0.00625769j 0.00244465+0.000608954j 0.000538854+0.00869851j 0.00331579-0.00451108j 0.00140451+0.0004155j -0.000890737-0.00142877j 0.000184145+0.00278446j 0.00290028-0.000133796j 0.00089144+0.0044381j 0.000542708-0.000288178j -0.000303253-0.000584677j 
-0.00188887+2.3056e-05j -0.000806745+0.00324524j 0.000922272+0.00146242j 0.00160855+0.000562162j 0.00445301+0.00209952j 0.0015878+0.00495703j -0.00108292-0.00263693j 0.000541629+0.00285808j 0.000449335-0.000808109j 0.00443912+0.000903564j -0.00798281+0.00592408j -0.000806874-0.00294228j 0.00299605+0.00139463j 0.00421868-0.00519856j 0.00907553+0.000715903j -0.00205486+0.00165667j -0.00491749-0.00954163j 0.00154421+0.00347687j -0.00897174-0.0014197j -0.00361409+0.0033036j 0.000419447-0.000227076j -0.00212102+0.0118959j 0.00411227+0.00189029j 0.00329736+0.00383304j 0.00810993-0.00342786j -0.000933705+0.00851678j -0.00774594+0.00874614j -0.00383087-0.00151722j 0.00373114-0.00245257j 0.00163162-0.00824027j 0.00264422+0.00406339j 0.00653352-0.000320542j -0.00710512-0.00410933j -0.00295385-0.000286831j 0.00644495-0.00935089j 0.00524831+0.00461453j -0.00456562+0.00601806j 0.00308525-0.000454329j 0.00104568+0.0036304j 0.00161697+0.00362067j 0.0121685-0.00655413j 0.000959788-0.00466788j -0.000412669+0.00705537j -0.00113649+0.00308304j -0.00174555+0.00184739j -0.00168712+0.00155042j 0.00335002+0.00312818j -0.00105945+0.00617983j 0.000822154+0.00114534j -0.000218687+0.00460569j 0.00322821+0.00385328j 0.000281492-0.00136433j -0.00507909-0.000466892j -0.000729409+2.73857e-06j 0.00106551-0.000388012j 0.00111816+0.00165821j 
0.000584833-0.000106524j -9.46309e-06-0.000741748j -0.00232403-0.000357925j 0.000512847-0.00147644j 0.00137048+0.000376967j -0.000193217+0.000489281j 0.00219347+3.65493e-05j 0.00016686+0.000631355j 0.00383784+0.000995066j -0.000863931+0.00370826j 0.00120729-0.000238982j -0.00462385+0.000637378j 0.000647439-0.00222024j 0.0020342+0.000428931j 0.00341059-0.00449252j 0.000556008+0.00292904j 0.00201443-0.0009957j -0.00380955+0.00834008j 0.000672603+0.00486191j 0.00464761+0.00126593j 0.00200618-0.000115418j -0.000329423+0.00630151j 0.00027862+0.00162018j 0.000352293-0.00169341j 0.00242407-0.00467128j -0.00518579+0.00576712j -0.00467426+0.00971242j -0.00818927-0.00378407j -0.00232334+0.001472j -0.00103569-0.000535586j -0.00695787-0.00137759j 0.00190078+0.00646797j 0.00170626+0.00275395j -0.0021824+0.00518185j 0.00253433+0.00344054j 0.00686442+0.00626629j -0.00564038+0.00113375j 0.00256875-0.00279309j 0.0047207+0.00290611j 0.000540886+0.00273339j 0.00380945-0.00381172j -0.00871058-0.00530524j -0.000598489+0.000371447j 0.00221473-0.00826371j 0.00302496-0.00271279j -0.00167911-0.00287577j -0.00478319-0.000417033j -0.00500917+0.00171647j -0.000153149+0.00126738j -0.00302158-0.00489016j -0.00377434+0.00308975j -0.0048756+0.000918496j 0.000925628+0.000284998j -0.00156043-0.00170858j -0.000160848-0.000397734j 0.000488517+0.00018263j 
0.00115603+0.000744698j 0.000299476-0.00107303j -0.00157322+0.000425584j 0.000627825+0.000539515j -0.00178761-0.00167195j -0.000858508+0.000288768j 0.000849068-0.000783958j -0.00079456-0.0018858j 0.00257568+0.00239129j -0.0045315+0.00137913j -0.000382067-0.00435241j -0.00211978+0.00554334j 0.0012741+5.57817e-05j 0.00145606+0.00410984j 0.0024605-0.0013909j 0.00130922-0.000171249j 0.00685575+0.00134886j -0.00206419+0.00756565j 0.00464518+0.00637086j 0.00378526+0.00421494j 0.00746297-0.00314458j 0.00108847+0.00282556j 0.00806429+0.00457936j -0.00420308-0.00798678j -0.00446346-0.000179907j 0.00175132-0.0064247j -0.000838841+0.00568648j -0.00822861+0.00734642j -0.00511544+0.000837418j 0.000911227+0.00181328j -0.00498973+0.00117937j 0.000489336+0.00612768j -0.00625191-0.00537703j -0.00197798+0.00247126j 0.00651873+0.00404842j 0.0017083+0.0103076j -0.000189743-0.000309745j -0.00700975+0.00248835j 8.00998e-05-0.0019842j 0.00107446+5.23925e-05j 0.00103322+0.00393207j -0.00846205+0.00429982j 0.00130063+0.00470962j 0.00432206-0.00270487j -0.00166256+0.00188965j 0.00102597+0.00136529j 0.00259416-0.0042874j -0.00418573-0.00406427j 0.00115703-0.00166575j 0.00446788-0.000695797j -0.000265748-0.00220239j 0.00232264-0.000820053j 0.00137265-0.00243636j 0.00318838+0.00183905j -0.00141313-0.000985593j 0.000149885-0.00172252j 
0.00108167-0.00254401j -0.00269242-0.000680936j -0.000580434-0.00240145j -0.000688288-0.00100912j 0.00531801+0.00424994j 0.000656844+0.00283462j 0.00213922-0.000178561j 0.00130753+0.000351721j -0.00028809+0.00210126j 0.00545943-0.00100126j -0.00683744+0.00269295j 0.00467344+0.00179367j -0.000757997+0.00349332j -0.00158768-0.00260304j 0.000434588+0.00764351j -0.00556501+0.00361219j -0.00166781-0.00445968j 0.00016166+0.00100303j -0.00244908-0.00391378j -0.00835687+0.00486774j 0.00540548-0.000204867j 0.000270705+0.000633774j 0.000234801-0.00295903j -0.00011591-0.000157528j 0.00426754+0.000202868j -0.00348618-0.000923077j -0.0036028+0.00086281j 0.00214973+0.00633058j -0.000676605-0.000164119j 0.000987313-0.000172552j 0.00256661-0.00377055j 0.00508755-0.00548044j -0.00521573-0.00221275j -0.00281198-0.00274066j 0.00503497+0.00569748j -0.00154403+0.00771172j -0.00726411+0.000492659j -0.00423996+0.00110742j 0.00434582-0.007524j 0.00687406+0.00556673j 0.0068299+0.0039343j 0.000233852+0.001188j -0.0038323+0.00852327j 0.000207165+0.00473996j -0.00224134-0.000558195j -0.00195006-0.00272891j 0.00660367+0.00677991j 0.00476881+0.00537169j 2.13613e-05+0.0077857j -0.00155977+0.00891481j 0.008942-0.00316811j 0.00254394-0.00344985j -0.00136592+0.00814855j -0.00862223-0.0017141j 0.0016438+0.00274893j 0.000290302+0.00127148j 
0.000223622-0.000449296j -0.00035528+2.46672e-05j -0.00159044-0.000273229j 0.000366822-0.000794395j 0.00358454+0.000148517j 0.00270924+0.00134016j 0.000484156-0.00113155j -0.000436489+0.00149665j 0.00164079-0.00153374j -0.000407077-0.00113291j -0.00251036-0.000461069j 0.000800794-0.00894277j 0.00231007+0.00481118j 0.00196515-0.00102997j -0.00371286-0.000800107j 0.00250783+0.00028005j 0.00537077+0.00218307j 0.000416166+0.00281305j -0.00140144-0.00562333j 0.000616358-0.00262962j 0.00655524+0.00548205j -0.00864435-0.000250875j -0.00243599-0.000777693j 0.00256307+0.00644683j -0.000787349-0.00369592j -0.00384441+0.00502385j 0.00419676+0.00722834j 0.00585046+0.00153625j -0.000590662-0.000684162j 0.0112279+0.00213736j 0.000911214+0.000795086j -0.00203134+0.000611461j 0.00665408+0.010685j -0.00067875+0.00074423j 2.39852e-05-0.0120928j -0.00894799-0.00501373j 0.000692573-0.00368084j -0.000134321+0.00553371j -0.00484532-0.0033343j 0.00692817+0.00803002j 0.00200771+0.000349764j 0.00507611-0.00925411j 0.00132122+0.00579165j -0.00949277-0.00292012j 0.00247427+0.00441533j -0.00231808-0.000200643j -0.00207944+0.00141759j 0.00242923-0.00294692j -0.000760853+0.00336947j -0.00256916+0.00118852j 7.48549e-05-0.000604547j 0.000699293-0.00059814j -0.00149893+0.00126554j -0.00253278+0.000123582j 0.000966329+0.000590243j 2.61288e-05+0.00111168j 
0.00139937-0.000719052j 6.50144e-05-0.0013882j -0.000715763-0.00053217j -0.00062282-0.000812551j 0.000166412-0.00175833j -0.000256199+0.000733207j 5.9152e-05+0.00333174j 0.000965894+0.00142109j -0.000271425-0.00102637j 0.00080368+0.00307229j 0.0017946+0.00151945j 0.00209495+0.00175034j -0.00429725-0.00282998j -0.00374373-0.00217312j 0.000849142-0.00373798j 0.000458739-0.00125831j 0.00142451-0.00113225j -0.00253306-0.00145937j 0.000500381-0.00360557j 0.000641511+0.00432273j 0.000274434-0.00456927j 0.00682395+0.000786902j -0.00122423+0.000827842j -0.00207018+0.000309859j 0.00466592-0.00327803j 0.000274489-0.000545347j -0.00396125-0.00739629j -0.00435025-0.00571486j 0.00143791-0.00107j -0.00604092-0.00109746j 0.00133048-0.00123321j 0.00239961-0.000710676j 0.002875-0.00398691j -0.000342677-0.00187422j -0.0050937+0.00614077j 0.00593152+0.000940531j -0.00262155-0.00236485j -0.000796215-0.000685045j 0.00436841+0.00572345j -0.000789841-0.00122588j 0.00262929-0.00183957j 0.00266054+0.0045258j -0.0031524+5.95554e-05j 0.00573304-0.00253745j 0.00293855-0.0029732j 0.00233564+0.00166151j -0.00138716+0.00201126j 0.00368273+0.00646918j -0.00318516+0.000898383j 0.00118657+0.000387168j 0.00223229-0.0026643j -0.00199308-0.000811797j 0.00155648+0.00438273j -0.00581457-0.00109345j 0.00063155+0.000894707j 0.000506551+6.20155e-05j 
0.00136423+0.000339674j 0.000305864-0.00148079j -0.00157058-0.00057226j 0.000456649-8.38599e-05j 0.000181938-0.00079499j 0.00165988+0.00134696j 0.00163844-0.00235436j 0.000468418+0.000728313j 0.00224598+0.000814242j -0.000192525-0.000279997j -0.000824418-0.0021124j 0.000638092-0.00143796j 0.000261211+0.000754026j 4.53792e-05+0.00262215j -0.00237744+2.54022e-05j 0.00129491-0.00123033j 0.00253544-0.000172526j -0.00108928+0.00658296j 0.000761851-0.000867811j 0.00156714+0.00153512j 0.00497497+0.00198536j -0.0055008-0.00266961j 0.00238809+0.00257926j -0.00448426-0.00172592j 0.00236393+0.00127522j -0.00598837+0.00678215j 0.000266425+0.00257135j -0.00134831-0.00124059j -0.00191181-0.00431892j 0.00150742-0.00355029j -0.00382476-0.00102355j 0.000712253+0.0065566j 0.000294005+0.00257626j -0.00153399+0.00140488j 0.000101882-0.00639499j -0.00323548-0.000758965j -0.00239448-0.000372081j -0.00491323+0.00226557j -0.000994939+0.00334246j 0.00164612+0.00370753j 0.0033788-0.00304932j -0.000174436-0.00135138j -0.00263585+0.0066518j -0.00275097-0.00541967j -0.00144307+0.000467809j -0.00237499+0.00339937j 0.00141754+0.000132634j 0.000608997+0.00368124j 0.00185032+0.00123574j -0.000446111+0.00184721j 0.0007818+6.61075e-05j -0.000570008+0.000971552j 0.00199385+0.000194198j -0.00247287+0.00183236j 0.00097991-0.000212014j 0.000500257+0.000412487j 
0.00035047+0.000781443j 0.00136844-0.000190436j 0.000693588+0.00144524j 9.2981e-05+4.17435e-05j -0.00202676-0.00289938j 0.00539589+0.000443331j -0.000926058-0.000206353j 0.0017219+0.00079294j -0.00251321-0.00478509j 0.00730594-0.00476691j 0.00137467+0.0026449j -0.00168284-0.00211239j 0.00183193+0.00249239j -0.0025976+0.00188349j 0.00129011+0.0031831j -0.00257926-2.20856e-05j 0.00144657-0.000490718j 0.00487433-0.00348418j 0.00104449-0.00286029j 0.00259012-0.00548091j 0.00186754-0.000607631j 0.000805672-0.00501057j 0.0018163+0.00072427j -0.00411144-0.0031285j 0.00143976+0.0058093j 0.00204192+0.00323693j 0.00358127-0.00837921j 0.00563492+0.00167101j -0.00166749-0.00323698j -0.00353657-0.00250061j 0.00417124-0.00761037j -0.00684983+0.0028021j -0.00243847-0.00318992j -0.00199966+0.000849493j -0.00268721-0.00846899j -0.00376124-0.00646058j 0.00362965+0.000210533j -0.00635422+0.00532786j -0.00522711-0.00185516j 0.00258916-0.00238381j 0.00403186+0.00601812j 0.00636003+0.00258325j -0.00311338+0.0074085j -0.00796509-0.000278711j -0.00317337+0.00101311j -0.000582293+0.000283318j 0.00341141+0.00197599j 0.00581658+0.00049112j 0.00299564-0.000819009j 0.000345286+0.00319904j 0.000721967-0.00353627j -7.03149e-05-0.000793601j 0.00332518+0.00139315j -0.000630461+0.0021794j 0.00157072+0.0009979j -0.000832484+0.000416393j 
-0.00131763-0.000759385j 0.000106406+0.00138299j 0.0015718+0.000154768j -0.00105442-0.00133463j -0.000116382+0.00136776j 0.00359557+0.000703592j 0.00170244-3.96627e-05j -0.0020318+0.000371537j -0.00353131-0.00700293j 0.00749452-0.00600211j 0.00225808+0.0073711j -0.00483809-0.000838022j 0.0063578+0.000928912j 0.00104314-0.000845479j 0.00811044+0.00664835j -0.0099468+0.00586107j -0.00395078-0.00417641j 0.00405507-0.00383372j -0.00279272+0.00738182j -0.000962679-0.0074365j 0.000753941-0.000392719j 0.00234056-0.000618073j 0.00182309-0.000805179j 0.00310286-0.00142196j 0.000284105+0.00728759j 0.00426513+0.00124121j -0.000705027+0.00241031j 0.00460075+0.00265997j -0.00265316+0.00086697j -0.000749409-0.00549312j 0.0033882-0.00341566j -0.00927375+0.00805774j -0.00972443-0.00380916j -0.00238279+0.000795023j 0.00694542-0.00330958j -0.000758237+0.0022363j 0.00472297+0.00413603j 0.000175941+0.00375261j -0.000464039-0.0030667j 0.000344039-0.00195029j 0.00452291+0.00505268j -0.00569604-0.00353054j 0.00328667+0.0012532j -0.006536+0.00468627j -0.000708162+0.00103217j -0.0033004-0.00846275j -0.00188769+0.00321646j -0.000416059+0.000264881j -0.00204841-0.00235289j -0.00336497-0.000607169j -0.00401154+0.00408982j -0.00188779+0.000577721j -0.00336188+0.000575217j 0.000121504-0.0039727j 0.000538722+0.000497816j -0.000519568+0.00164833j 
