-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
-0.00244344+0.00148688j -0.000441755+0.00235308j -0.00806725-0.00251788j 5.53697e-05+0.00242794j -0.00839811-0.00372575j 0.00787231+0.000331162j -0.00470741-0.00072378j 0.00363717-0.000618758j -0.00472277-0.00126792j -0.00155347-0.00350002j 0.00633477+0.00929295j -0.000991718-0.010243j 0.00538095+0.000881594j -0.0039573-0.00551958j 0.0113366+0.000348597j 0.0138553+0.000924212j 0.00767635-0.00685311j 0.00242633-0.00686026j -0.0105968+0.00946489j 0.00917175-0.012501j -0.000447606-0.00303961j 0.0110015-0.0181471j -0.00657268+0.0135889j -0.0109386-0.00237425j 0.00302389-0.000950353j 0.000742396+0.006864j -0.00272204+0.0101509j -0.005563+0.00417269j -0.00368717-0.00656615j 0.00295434+0.00211272j 0.00839225-0.00424827j 0.000242079-0.00729473j -0.00786424-0.00144398j -0.00983656+0.00525108j -0.000874509+0.00788877j 0.00133608+0.0100994j 0.00215242+0.0105317j -0.00883816+0.00296533j 0.000988418+0.0099832j 0.0056356-0.00650997j -0.00520926-0.0110453j -0.0106089-0.000666828j -0.00799159+0.00119903j -0.00922124-0.010403j 0.00354024+0.00590051j 0.0113539-0.00752436j -0.00139243-0.00109732j -0.0130155+0.00156467j 0.00936555+0.00699335j 0.0123015+0.00781291j -0.00802858+0.00368942j 0.00283951+0.00891789j 0.00272768-0.0122059j -0.00201641+0.00801791j -0.00184193-0.013031j 0.011288+0.00757805j 0.0104685-0.00971248j -0.000592023-0.00627629j -0.00598752-0.00219402j 0.00420736-9.68058e-05j 0.00624744+0.00195576j 0.0055392-0.00741042j 0.00206269+0.00856251j 0.00537129-0.00280866j -0.0013157-0.00144997j -0.00187452+0.00389092j 0.00158534+0.00260422j -0.000293611+0.00196761j 0.000652377-0.0135991j 0.00931008-0.00281978j 0.00154583+0.000578902j 0.00319287-0.000694922j -0.00281245-0.000399252j -0.00205836+0.00482727j 0.00102962-0.000105646j 0.0024848-0.00531657j 0.00631615-0.00204163j -0.005841-0.00201741j 0.002725-0.00165584j 0.000887271-0.0176659j -0.0023925+0.00190109j -0.00221774+0.0124077j -0.00350287+0.00348031j -0.00367081+0.00220261j -0.00418243+0.00509906j 0.0086408+0.000319368j -0.00183955+0.00390234j -0.00143224-0.00227325j -0.000194112-0.00582268j 0.00265342-0.00646637j 0.0111343+0.00349514j -0.00200669+0.00248943j 
-0.00197297-0.00164782j -0.000476074+0.00110708j -0.00667031-0.00138968j 0.00297712-0.00165198j -0.0135124-0.0045285j 0.0112009+0.00461488j -0.00132836+0.000465725j -0.00199374+0.00226031j 0.000902018+0.00556523j 0.00721509+0.00364345j -0.0162704+0.00526113j -0.00102844+0.00950449j 0.00740635+0.00472236j -0.000400005-0.00189128j 0.00790858+0.00504609j 0.00609118-0.0105181j -0.00130935+0.00623039j 0.0108143+0.00609506j 0.00489473-0.0028865j 0.00395721+0.00373544j 0.00425885+0.00722084j 0.000594372+0.00653853j 0.00646682-0.00709561j 0.0056659-0.00316636j -0.00848083-0.00584432j -0.00490038+0.00247903j -0.00619655-0.00573941j -0.0102204-0.00129723j -0.00333205-0.00724738j 0.00604342-0.00314599j 0.00409341-0.00557923j -0.000355926-0.00851607j 0.0169041+0.0016781j -0.0119261-0.00438657j 0.0135232+0.00414089j -0.00207129+0.00367193j 0.00251386+0.00352832j -0.00220543+0.00763446j 0.00789369+0.00144239j -0.000272496+0.00553895j 0.00437298+0.0228137j -0.000348852+0.0190033j 0.0123572-0.00501653j 0.00713917+0.0193038j -0.00263592+0.00600499j -0.000214422+0.00168215j 0.00529572-0.0148313j 0.00332493+0.00402999j -0.00105261-0.0114814j 0.0096331-0.0209727j 0.00955687-0.00292994j -0.000742786-0.00135805j 0.00475456+0.00470335j 0.002483-0.00659997j -0.00406145-0.0063061j 0.0143327-0.0133872j 0.00924262-0.0192652j -0.00345479+0.00382521j -0.00413957+0.00291045j 0.000180096-0.00277039j 0.00333317-0.00564853j -0.0103069+8.26871e-05j 0.000514961+0.00376036j -0.00476149-0.00518432j -0.00472318-0.00285818j -0.00971217+0.00916102j -0.000779661+0.000447353j -0.00618701+0.000137793j 0.0080398-0.0116301j 0.0134776-0.00306746j 0.00308057-0.00130706j 0.00149407+0.00598505j -0.000699178+0.0055987j 0.00277567-0.00106105j 0.00462184-0.00255435j -0.0071371+0.0023672j -0.0171173-0.00305277j 0.00109223-0.00170296j 0.00551482-0.0082895j 0.0148909-0.00592251j 0.00721836+0.00432391j 0.000746015+0.00575569j -0.0170529-0.00251177j 0.00889143+0.00115682j 0.00260276+0.00143654j 0.0012959-8.30203e-05j -0.00252394-0.00103815j -0.0100649-0.00571926j -0.00650089-0.00250728j 0.00255977-0.00255002j 0.00401647+0.00166086j -0.00468083-8.25753e-05j 
0.00348266+0.00119117j -0.000998567+0.0015251j 0.00158452-0.00230613j -0.00652344+0.00236075j 0.0067441-0.00231975j -0.00437914+0.0041281j -0.00457338-0.00670053j -0.0034297+0.000489038j 0.00344857-0.00446954j 0.00870654-0.0113549j -0.00910329+0.000494263j 0.0178514-0.0095633j -0.00241999+0.00323204j 0.0118776-0.0163913j -0.000635235-0.00885974j -0.00974117-0.00490326j -0.0119705+0.011824j -0.0117929+0.00861399j -0.00255949+0.0125309j -0.000914739-0.00468902j -0.00894302+0.000262271j -0.00744337+0.00198314j -0.00231522+0.00176009j 0.00429826+0.00314329j -0.0163179-0.00578235j -0.0014096-0.0119102j -0.0186073+0.00980942j 0.0154367+0.00356694j 0.00169037+0.00659546j 0.00294969+0.00484043j -0.00392519-0.00691357j -0.0153391+4.66386e-05j -0.000390357-0.00584884j 0.0185234+0.00196013j 0.00247769+0.00295083j 0.000905504+0.00454879j 0.0115581-0.000856096j -0.000363041+0.00039998j -0.00439212+0.00175757j -0.00244146+0.0132029j -0.00978493-0.00435812j -0.0131802-9.30262e-05j -0.00466346-0.030654j -0.00642382-0.00193931j -0.00119583+0.00898652j 3.17393e-05-0.0121953j -0.00310497-0.017055j -0.00989839+0.0149367j -0.00357874+0.00127935j -0.00176244+0.0102703j -0.00928337-0.00275119j 0.0133353+0.000115546j 0.00851731+0.00206696j -0.0161167+0.00167718j 0.00959926-0.00163806j 0.00134756-0.00852023j 0.00362348+0.00607923j -0.00800679+0.00155272j 0.0104729-0.00337214j 0.00359348+0.000776056j 0.000395929-0.00740831j -0.00550771+0.00575531j 0.00108068-0.00119172j -0.000224566+0.000248537j -0.00661431-0.00284453j -0.0037883-0.000822258j 0.00236742+0.00244081j 0.00614327+0.00277446j 0.00280746-0.000385861j -0.00121691+0.00399121j 0.00370948-0.00129609j -0.000449798-0.00167891j -0.00200847+0.00389183j 0.0017973+0.000353178j 0.00116277-0.00034815j -0.00231005-0.000239373j -0.00053358+0.00256823j 0.00116177+0.00478284j -0.00257407-0.000504787j 0.000475459+0.00273996j -0.00118149-0.00794963j -0.00439031+0.0034031j 0.00229556-0.00135141j 0.0072811+0.00760902j -0.00128099-0.00164719j -0.00216073+0.000881584j 0.000252409-0.00254254j 0.00615414+0.00392037j -0.00333234-0.00184987j -0.00235504-0.000896072j 3.80917e-05-0.00263378j -0.00263008-0.000293009j 
-0.00415033-0.000577341j 0.00489446-0.00061999j 0.0123591-0.00142471j 0.00820368+0.000508505j 0.0205774-0.00218399j -0.0072057+0.000857993j 0.00508846+0.00590533j 0.00738271+0.00245259j -0.0110077-0.00127087j -0.0139949+0.00285476j 0.0134761+0.00223887j -0.0200818+0.00673734j -0.00940176-0.00372279j -0.00409774+0.00723174j -0.00158147+0.000487586j 0.0104885-0.0227322j 0.00377832+0.00929211j 0.0112464+4.08841e-05j -0.00399671-0.00475814j -0.00409676+0.000967593j 0.0146049-0.00141311j -0.00251419-0.00379748j -0.00218899+1.82097e-05j 0.00280117+0.00467793j 0.0135722+0.00844054j 0.00472408+0.00617415j 0.0172009+0.00115459j -0.000980879-0.00570894j 0.00544294+0.00069906j 0.000434402+0.00720249j -0.00529482+0.0050085j 0.000109531-0.0021875j 0.00635665+0.000952754j 0.000889262+0.000935069j 0.00550948-0.00273136j -0.000471466+0.0072665j 0.00172136+0.0101697j 0.00166952+0.00246743j 0.0153048+0.000213592j 0.00693212+0.00813807j 0.00678974-0.00619943j -0.00657325+0.00417424j 0.00594747-0.021447j 0.00473035-0.00601075j 0.00163993+0.00408991j -0.00623703-0.00911383j 0.0088583-0.0136436j 0.00991369+0.00146247j -0.00126051-0.00353777j 0.00772251-0.0002342j -0.00188716+0.00203022j -0.00235866-0.000141201j 0.00721909-0.0132308j -0.00558394+0.00342252j 0.00322579+0.000532249j 0.00680502-0.010111j 0.0034745-0.00195865j -0.00743941-0.000106872j -0.000220482-0.0008409j 0.00394917-0.00192151j 0.00476739+0.00337915j 0.000322941+0.00351802j -0.000698685-0.00190053j -0.00254226+0.00111522j -0.00419115+0.000541604j 0.00775901+0.00031894j -0.00366225-0.000112968j 0.00347831-0.000910441j 0.0018815+0.00454228j -0.0135769-0.00159187j 0.000788677+0.000776413j 0.00182388-0.00160799j -0.00198381+0.00136662j 0.000419251+0.000932091j 0.00124362-0.00137934j 0.00464267+0.00797633j 0.00679346+0.00148044j -0.00119609+0.000742178j -0.0041323+0.00108762j 0.00616336-0.00372128j -0.00414824-0.00526497j -0.00662865+0.000186119j 0.00179317+0.0048454j -0.00251989-0.00138069j 0.00942427+0.00322522j 0.00868371+0.00463675j -0.00880126+0.00295456j -0.00227794-0.000482363j 0.00153208+0.000593628j 0.00421992+0.00480959j -0.00613742+0.000104402j 0.006259+0.00243977j 
0.00222215+0.00293843j -0.00062254-0.00049901j 0.00185222+0.00573549j -0.000485374-0.00388178j -0.00543056+0.00230221j -0.00167114-0.00503639j -0.000588695+0.0103692j 0.00167698-0.00596048j -0.00337998+0.00635171j 0.00267631-0.00411741j 0.00396458+0.0059167j 0.00112773+0.00653152j -0.000759671-0.00664301j -0.010429-0.00125972j -0.00448358-0.0119226j -0.00651975-0.00727367j 0.0089125-0.00645622j -0.00373504-0.0182017j -0.000671989+0.00626525j -0.000626351-0.0143119j 0.00363478-0.0192152j 0.00464956-0.00762951j -0.0116962+0.00189928j 0.000131741-0.00539974j 0.00113459+0.0150841j -0.00918234-0.00112895j 0.0067948-0.0004125j -0.00363358+0.00715332j -0.00167889+0.000355316j 0.00849311-0.00174439j 0.00177787-0.00837215j 0.00789867-0.00429375j -0.00127689-0.000827886j -0.00352725+0.00278099j -0.00363686-0.00324014j -0.00406744-0.00767979j -0.00390492-0.00676596j 0.00825718+0.0105799j 0.00359722+0.000918985j 0.00794994+0.00377624j -0.0106981+0.00572566j -0.0101384-0.00133413j -0.0139535-0.00811889j 0.000162776+0.00717674j -0.00167565-0.00365031j 0.000777091-0.00174418j -0.0152886-0.00714582j 0.016664+0.0114764j -0.00125913-0.00855324j -0.00630597-0.015149j -0.00220851-0.00170809j 0.00963732+0.00802437j 0.002413+0.0103107j -0.00128391-0.0153559j -0.00636766+0.0165335j 0.00349791-0.00141448j -0.00203042+0.000287047j 0.000669194+0.00362385j -0.00145008+0.00285942j 0.00491497-0.00369285j 0.00728451-0.00882295j 0.00591441+0.00210846j 0.00109546-0.00143344j 0.00498554-0.0043471j 0.00103831-0.00285412j -0.00731255-0.000535589j 0.000126406+0.0032659j -0.00367245-0.00654013j 0.0131889+0.000667679j 0.00902559+0.00351702j 0.00180614+3.33464e-05j 0.00199684+0.00351717j 0.00136602+0.00324333j 0.00303765-0.00440034j -0.00134277+0.00560627j 0.000897305-0.00153629j -0.000112689-0.00431829j -0.0029234-0.00145897j 0.00385325+0.00284766j 0.015367+0.0114695j -0.0052921+0.00251352j -0.0127366+0.0053913j 0.00544368-0.00612095j -0.00240536-0.0026339j 0.00367219-0.00275198j 0.00255232-0.00449697j -0.00543314-0.000326386j 0.00457737-0.00132787j -0.00168334+0.00321616j 0.000998633-0.00296406j 0.00491872+6.54634e-05j 0.000568257-9.22205e-05j 
-0.00655412-0.00198009j 0.0040123+0.00110605j 0.00679283+0.000393612j -0.000653835-0.00369396j 0.0188415-0.00854607j -0.00398068+0.00582128j -0.00376979+0.00675439j 0.00709002+0.00359986j -0.000241681-0.00665463j -0.000499661-0.00846442j -0.00295937+0.003276j 0.0150306-0.0040474j -0.0104611-0.00108129j 0.0107932+0.000114298j -0.00460672+0.00849723j -0.0135481+0.0126627j 0.0121754+0.0056779j -0.000123056+0.0122448j -0.0114092-0.00467388j 0.0118542+0.00737463j 0.00655697-0.00777519j 0.00390067+0.00277937j -0.00536518+0.00165434j 0.00774975+0.0129082j -0.00748967+0.00940017j 0.00265823-0.00527844j -0.00548194+0.00874844j -0.000578959+0.000260995j -0.00958849+0.000498135j 0.00407957-0.00342107j -0.000776054-0.00814055j -0.0113076-0.00685859j -0.000699434+0.00130634j -0.00536584+0.000114196j 0.0125653-0.00393946j 0.000383612-0.00707576j 0.00587755+0.00342847j -0.0115664-0.00689731j -0.00712198+0.00594299j -0.00398605-0.000669363j -0.0107458+0.00724916j 0.00882101+0.000670676j -0.0154752+0.0121559j -0.00942074+0.0119881j -0.00115521-0.00128633j -0.00286122+0.000668865j -0.00516356+0.00866434j 0.00457052-0.00518614j 0.00394209+0.0023052j 0.0225647-0.00596415j 0.00482332-0.000742003j -0.00833503-0.000556487j -0.0130118+0.0120999j 0.00482446-0.0128276j -0.00699914-0.000352074j -0.00675304+0.000221149j 0.0104533-0.00439646j 0.0082573-0.00234072j 0.0133635+0.00325644j -0.0024508+0.00541521j 0.00268974-0.00961386j -0.00713006-0.00303003j -0.000630429+0.00189264j -0.00426451-0.00705083j 0.000659829-0.00964187j -0.00584505+0.00523081j -0.00369824+0.00270398j 0.00168631+0.00440468j 0.00241665-0.0146334j -0.00378034-0.00170751j 0.00269726-0.00179774j 0.00430513-0.00293268j 0.00231945+0.0030688j 0.00141275-0.000981004j -0.0072422-0.000573098j 0.00245973+0.00344102j 0.00225206-0.000739673j -0.0125517+0.00242495j -0.000241345-0.00342837j 0.00600584-0.00995345j 0.000819692+0.00708746j -0.0171716+0.00879335j 0.00876508+0.000156892j -0.000384163+0.00296728j 0.00123147+0.00140839j 0.00354041-0.00389611j -0.00357918+0.00176566j 0.00241914+0.00102001j -0.00149387+0.00319954j 0.00324294-0.00333308j 0.000788455+0.00230499j 0.00261129+0.00292848j 
0.001164+0.000774238j -0.000277649+0.000266283j 0.00499944-0.00118506j 5.05132e-06+0.0043905j 0.013756+0.00121974j -0.00295429-0.00140864j -0.000711136-0.00390105j 0.00130931-0.000928203j -0.00175445-0.00365556j -0.00895019+0.000688646j 0.00589692-0.00665411j -0.00691197-0.00756814j 0.00200957-0.000658882j -0.00250154-0.00143308j 0.00162138+0.0062519j 0.00949117+0.0157311j -0.00497883-0.00687957j -0.00287246+0.00499966j 0.00159156-0.00239552j -0.00440716-0.000844633j -0.00241376+0.00799917j -0.00700746-0.00537894j 0.0030208+0.00450592j -0.00184362-0.00174638j 0.0014266-0.00177103j 0.00159987+0.00114043j 0.000216811+0.00460148j -0.000385515+0.00197376j 0.00442207+0.00698646j -0.00340741-0.000624268j 0.00174344+0.00178085j 0.00123309+0.0112897j -0.00751996-0.00365809j 0.00872124+0.00975731j -0.00251847-0.0026024j 0.00354237-0.0016284j -0.00215598-0.00226593j 0.00638534+0.0451681j -0.00654092-0.00313914j -0.00430866-0.012273j 0.00665911+0.00284221j 0.00755777+0.00286815j 0.00388176+0.00991257j -0.00504363+0.00422635j 0.0030441+0.00521154j 0.00298314+0.00389185j 0.00136061-0.00833545j -0.00967317+0.0165134j -0.000114182-0.0280187j -0.00263325-0.0273848j -0.00358857+0.00168727j -0.00152319+0.00680134j -0.000917044+0.00147277j 0.00183642-0.00150771j -0.0016824+0.00110404j -0.00457159-0.0107566j -0.00726345-0.0096091j 0.00278275-0.00221405j -0.00362758-0.00430992j -0.00252552+0.00339412j 0.00205601-0.0031073j 0.00228097+0.0068118j -0.000110354-0.00303174j 0.0128662+0.0048482j 0.00785962-0.000297259j -0.0130062+0.00234926j 0.00338453-0.000484449j -0.00523722+0.00384199j 0.0307651+0.00138326j 0.0114429-0.00159544j 0.000724051-0.000707777j -0.00268242+0.00233744j -0.00287654+0.000434545j -0.0020479+0.0026635j -0.00391287-0.00137123j -0.00432914+0.0001169j -0.0156122+0.00206272j 0.00214283-0.00137669j 0.00998732+0.00220863j 0.0241517-0.000522336j -0.00330497-0.00511219j -0.00920282-0.00329014j -0.0140237+0.00220288j 0.00174706-0.00150512j -0.00141756-0.000107588j 0.00234128+0.00241585j -0.00500746-0.000543341j 0.00322652+0.000671365j 0.000231107-0.00180469j -0.000720755+0.00242257j -0.00184392-0.00133606j 0.000780595-1.86918e-05j 
-0.00240648+0.00157305j 0.001772+0.000897301j 0.00707326+2.59352e-05j -0.0022291-0.00446149j -0.00145397+0.00479481j -0.00282639+0.00082459j 0.00435333+0.00180667j -0.0011035+0.00077617j 0.00890746-0.00200522j 0.016038+0.00805749j -0.0123253+0.00601079j 0.0237933+0.0174277j -0.0216909-0.00446098j 0.01921-0.000113111j -0.00445256-0.0121192j -0.0150013-0.00975238j -0.0192008+0.00620899j -0.0217802+0.00253886j -0.0275059-0.00268392j 0.0133496+0.00680815j -0.00223081-0.00127402j 0.00176748-0.00154789j 0.000709866-0.00696164j 0.00564129+0.00156708j -0.00204535+0.000557873j 0.00782414+0.00365261j 0.000702916-0.00538252j 0.0210489+0.00884246j -0.00223783-0.00282963j -0.00327804-0.00036311j -0.00730595-0.00157999j 0.00521471-0.000168884j 0.00978391-0.00847762j -0.00590117+0.00902283j -0.00747125+0.00019567j -0.00625536+0.000844074j -0.00438081-0.0007784j 0.00315251+0.0105143j 0.00642872-0.000590063j -0.00089639-0.0152776j -0.00327829-0.0137712j -0.0119637-0.0104411j 0.00724082+0.0147329j 0.000436992-0.01449j -0.00875025-0.00894445j -0.0073574+0.00617825j 0.00573286+0.00637775j 0.00644547+0.0057312j 0.00389046-0.0104973j -0.0115556+0.000278551j 0.00251786+0.00530432j -0.00215798-0.0044149j -3.64287e-05+0.00232131j 0.00838602-0.000723018j -0.00485805-0.00200711j 0.000264927+0.000356067j -0.00486659+0.00625916j -0.00192422-0.0022707j -0.0084419-0.00137686j 0.00131104+0.00108968j -0.00199559-0.00510363j -0.0021518+0.00229778j 0.00170285-0.00171914j -0.00901441-0.00207899j -0.0012932-4.25416e-06j -0.00497126-0.00611811j 0.00219075+0.00134328j -0.00526019-0.00158987j 0.00947483+0.00414754j -0.00393536+0.00435425j -0.00467832-0.00213876j -0.00188605-0.00742203j -0.00122399-0.0042526j -0.00165066-0.00116722j 0.00206789+0.000575886j 0.0034946+0.000271975j -0.00329403-0.00251425j 0.00169118+0.00117083j -0.00043721-0.000253832j 0.0118879+0.00436717j -0.000436874+0.00190506j -0.0019581+0.00271887j 0.00240927+0.00018348j -0.00362444-0.00272172j 0.00125389-0.00164916j -0.0022811+4.45068e-05j -0.0065744-0.000324012j -0.003462-0.00242495j 0.00470147+0.00269163j 0.00156758+0.000877953j 0.000107027-8.0077e-05j -0.00123897+0.00100632j 
-0.000825826+0.00278888j 0.000457251+0.00206039j 0.00186814+0.00176383j -0.00188237+0.0044924j 0.00693436+3.16596e-05j -0.000127407+0.000126623j -0.00215911+0.000398006j 0.00374164+0.00501346j -0.00106069+0.00318047j 0.0048131-0.00401711j -0.00080583+0.000921999j 0.0009216-0.001337j -0.004067-0.000461944j 0.000740185-0.000942466j 0.00107195+0.0063321j 0.0158797-0.0033565j -0.00613412+0.00132844j -0.00249797+0.00370541j 0.000974069-0.00304408j 0.00114253-0.00890205j 0.00810409+0.00381514j -0.00286924-0.00877979j -0.00322162+0.00223092j -0.00619852+0.000936315j -0.0115707+0.00505875j 0.00582396+0.000531581j -0.00729972+0.0102224j 0.00664686-0.00387163j 0.00637679-0.00666857j -0.000330975-0.00667466j 0.0039377-0.00233463j 0.0100956-0.000793377j -0.00289941-0.00409421j 0.00286654+0.000515097j 0.00419648-0.0021078j -0.000658926+0.00552574j -0.00761878+0.00407242j 0.0352289-0.0147412j -0.0019323+0.00121625j -0.0193656+0.0101226j -0.0120832+0.0194248j -0.0063052+0.0109645j -0.000176587+0.0155192j -0.0135523+0.0117938j 0.00105446+0.00257672j 0.00310592+0.00874192j -0.00593179+0.00335782j 0.0218749-0.0182599j -0.018367+0.0104279j -0.00944293-0.0120728j 0.000137912-0.00410443j 0.0108138+0.00496964j -0.00786446+0.00227595j 0.000237497-7.98427e-05j -0.000606239-0.0109762j -0.00257934-0.00308506j -0.00595805-0.0134693j 0.00257125-0.00397329j 0.00273486-0.00809478j -0.000562756-0.00152658j 0.00401864-0.00751443j -0.00362778+0.00816587j 0.00187387-0.00148568j -0.00482145+0.00599692j 2.60456e-05+0.00313849j 0.00691268-0.0153199j 0.00125217+0.00780347j 0.00219835-0.00505434j -0.00927087+0.0214927j 0.0051077+0.0101257j 0.0026509-0.00157908j 0.00280697+0.00262688j 0.00227017+0.00103366j 0.00154556+0.0029335j 0.00251666-0.00249474j 0.00436281-0.00370404j 0.0058298-0.0188279j -0.00497362-0.00501041j -0.00404745+0.00526092j -0.00819624+0.0185092j 0.00450595-0.000437399j -0.00237982-0.000261275j 0.0110803-0.0137404j 0.00100104+0.00176538j 0.00562155+5.31795e-05j -0.00336098-0.0011932j -0.000336869+0.00176973j -0.00259709-0.00638721j -0.0026082+0.000361853j 0.000901901-0.00286769j 0.00804992+0.0017528j -0.000913224+0.00171207j 
-0.00420985-0.000880985j 0.000131584-0.000231128j -0.00406069-0.00140887j -0.00387071-0.00542543j -0.00247865+0.000441904j -0.00312832-0.000890956j -0.00395625-0.00239456j 0.00185354+0.00365524j -0.00416947+0.00588214j -0.00114557+0.00609131j -0.0019301-0.00664754j -0.0104304+0.00600866j 0.00602697+0.00849812j 0.00415811+0.0110003j 0.001614+0.0133082j 0.00880261+0.0148353j 0.00941242-0.0061803j 0.0137814-0.000595583j 0.00595403-0.0029662j 0.00831448+0.012255j 0.00789151-0.00257288j 0.0191687+0.00852401j -0.00523287-0.00535065j -0.0149619-0.00709203j -0.00169625-0.00279148j 0.00737452+0.0017977j 0.0107696-0.00528542j 0.0149792+0.0156682j 0.00300404-0.00212988j 0.0159105+0.000599644j -0.0101934-0.00838596j 0.00275076-0.000527541j -0.00478175+0.00136682j 0.0183785+0.0161028j -0.00249821-0.00269358j -0.000373966+0.00704619j -0.000245453+0.00412445j 0.0145433+0.00592577j 0.000806374-0.00152905j -0.00655333+0.00160348j -0.00971375-0.0174555j 0.00811141-0.00766328j -0.0116332-0.031667j -0.00939196-0.020606j -0.00116421+0.00480575j -0.0158342-0.0206506j 0.00512872-0.00492011j 0.0087728+0.01082j -0.00894852-0.000522984j -0.00693735+0.00939039j 0.00176035-1.98888e-05j -0.00354148-0.00373424j 1.30605e-05-0.0032631j -0.00143899+0.00152545j 0.000803134+0.000925772j -0.00407087-0.00727829j 0.00207109+0.000487506j -0.00232101+0.00420127j -0.00905188-0.00308463j -0.00160742-0.00476342j -0.00551695+0.000302184j 0.00263171-0.00515581j -0.000915886+0.00536474j 0.00381608+0.0015852j -0.00457519-0.00759966j -0.000993552-0.0055322j 0.00149279+0.000674719j -0.00305089-0.00747241j 0.0035919+0.00959392j 0.00127099+0.00579863j 0.001068-0.000605917j -0.000207401-0.00760911j -0.000110825-0.00850878j -0.000770107-0.000906692j 0.00158785-0.000846444j -0.00122569-0.00480666j -0.00197804-0.0101616j -4.83929e-05+0.00869633j 0.00407168+0.00350047j 0.002792+0.00971228j 0.00624361+0.00150304j 0.00424493+0.00307496j 7.54207e-05-0.00802064j 0.00160811+0.00407491j 0.00200207-0.000340622j -0.0017532-0.00304197j 0.00427398+0.00119493j -0.00230144-8.69389e-05j 0.00202424+0.00356701j -0.000742137-0.00350063j 0.00356836+0.00353739j 0.000104959+0.000301355j 
