-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
-0.000156338+0.00180583j -0.00950059-0.000353241j -0.00106884-0.0212647j -0.00336222+0.0103591j -0.00782449+0.00547016j -0.0135982+0.00618966j 0.00982064-0.0140472j 0.00725785-0.0102321j 0.00263764+0.0125051j 0.00213244-0.0158261j -0.00150274-0.00783879j 0.00563717+0.00166611j 0.00525895-0.000219351j 0.00546276+0.00921449j 0.0010932-0.00797003j -0.0035036+0.000496929j -0.00122913+0.00217672j -0.000795578-0.0108768j -0.00304731+0.00674957j 0.000907906-0.00438903j 0.00677412+0.00967162j 0.00418121+0.011395j 0.0121938-0.00958199j -0.00129451+0.00415232j -0.00590925+0.00532426j 0.00667059-0.00552744j 0.0164996-0.00442784j 0.0212518-0.000400309j 0.0037089+0.0130296j -0.0137386-0.00174852j -0.000177476+0.00549246j 0.0096151-0.00393926j -0.00143949-0.00015699j -0.0144678-0.00376245j -0.000925764-0.00258069j 0.0116034-0.00115377j -0.00276942+0.0069746j -0.00282629+0.00316499j 0.00198105+0.00251134j -0.00774968+0.00217463j 0.00578981+0.00318671j 0.0149146-0.00263532j -0.00444181+0.00507041j -0.0133918-0.00175273j 0.00242069-0.0012625j 0.0170058-0.0117378j -0.00896706+0.00950134j -0.0018422+0.000100705j -0.00426992+0.00317879j 0.0133521-0.00742165j 0.00579043-0.000936017j 0.00434447-0.00341244j 0.0162291-0.00721124j 0.00508197+0.00966794j 0.00162061+0.00124121j 0.00712658-0.00613756j -0.000584332+0.00482569j 0.000576206-0.00468186j -0.00090165+0.00335841j 0.00888333+0.00206383j -0.0133475-0.0024544j 0.00389871+0.00590183j -0.00504487-0.0027664j 0.00201203-0.000188695j 0.00716867+0.00277308j 0.0040171+0.000773956j -0.000992224-0.00835722j 0.00568215-0.000139056j -0.00910558+0.00195466j 0.00918774-0.00287568j 0.0076067+0.00328525j 0.0184595+0.00350317j 0.00518149+0.00208529j -0.00316105+0.002265j -0.00948794+0.00183696j 0.0113986-0.0074266j -0.0051117+0.00254734j -0.00358663-0.00499205j -0.00531217-0.00468925j 0.00710192+0.00312316j -0.0011231-0.000283694j -0.00544067+0.00412614j 0.00518651-0.00017847j -0.00472555+0.000144518j 0.0017424-0.000999031j -0.0152602-0.00610388j 0.00115089-0.00351362j -0.00279301-0.00906682j -0.00476839-0.00289261j -0.00469467+0.00284686j 0.00289175+0.0029733j -0.000190215-0.00127424j 
-0.00237554+0.000588163j 0.00723573-0.00298793j 0.0143288+0.00317846j 0.0098316-0.000320974j -0.00512354+0.0110681j 0.00998394+0.0134555j 0.0163793-0.00129164j -0.0144304+0.00655541j -0.00837189-0.00966947j -0.00743572-0.00463636j 0.00442621-0.0152996j 0.00344386+0.0125883j -0.0054863+0.00845528j 0.00383014-0.0266913j -0.00810935+0.00858594j 0.00191821-0.00109424j 0.00767935-0.00374293j -0.00431728+0.00310305j -0.00113775-0.0032014j 0.00298814-0.00570247j 0.00539516-0.0121778j -0.0102395+0.00227473j 0.00110828-0.00385335j -0.00514261-0.00133627j -0.00629107-0.000560426j -0.00183433-0.0091068j -0.00521546-0.000788906j -0.00360693+0.00299999j -0.0103723+0.010627j 0.00265434+0.00513904j 0.00356329-0.00951647j 0.0163454-0.0253825j 0.00177419+0.00770038j 0.00133626-0.0200711j -0.000135827+0.000673295j 0.0248353+0.00801983j -0.0127623-0.00944201j 0.000279684+0.00857709j -0.00908303-0.0118462j 0.00685471+0.00211683j 0.0106569-0.0133301j -0.00437636+0.00719216j 0.00181652-0.00852064j -0.00762522-0.0114807j 0.00197229+0.0118363j -0.00040735+0.0053498j 0.00477335+0.00604326j -0.00308756-0.00607752j 0.00202548+0.00843513j 0.00600123-0.0144366j -0.00530491-0.00410549j -0.00217847-0.00482507j 0.0117246+0.00250469j -0.00232721-0.0113449j 0.00918169+0.00697402j 0.00341394+0.00248801j -0.00936813+0.000823348j -0.00351044+0.0038328j -0.00460462+0.00634231j 0.00721114-0.00561739j -0.0203251+0.000147751j -0.00363222-0.000226615j -0.00453674+0.000541107j 0.001398+0.00641499j 0.000438341-0.00492556j 0.0156397+0.0020713j -0.00453655+7.79801e-06j 0.0106594+0.00204954j -0.00478122-0.00105492j 0.0205292+8.22805e-05j -0.0045332+0.00122334j 0.00866077+0.000329909j 0.00653064-0.00115929j -0.00519844-0.000336731j -0.00513732-0.00184386j 0.0153687-0.000979905j -0.00653982+3.20842e-05j -0.00155096+0.000812131j -0.00127986-0.000143797j -0.000123896-0.000223417j 0.000270765-0.00217224j -0.00691257-0.00214047j 0.00658466-0.000926248j 0.00571934+0.00439283j 0.0122044+0.00222921j -0.0145903-0.00984063j -0.0087398-0.00134153j -0.00499909-0.00915803j 0.00236378+0.00526838j -0.00119618+0.0020723j 0.00254189+0.00273227j -0.000332257+0.00213287j 
0.00442068+0.00116779j -0.00322542+0.00494148j -0.000855984-0.00822239j -0.00902662+0.00721104j -0.00386927+0.00699727j -0.00685496+0.0107078j 0.00932325+0.00199045j -0.0181007+0.00989975j -0.00795238+0.000783906j -0.00468202-0.0112735j 0.000883595-0.00256741j 0.00520997-0.0119892j 0.0104335-0.00550465j 0.00667712-0.020444j 0.000822523-0.00788599j 0.00096241-0.0119166j 0.00803578+0.0066077j -0.0110759+0.00573417j 0.0021263+0.00262927j -0.00173633+0.00202333j -0.000814319-0.0026503j 0.00533052-0.00485374j 0.00675409-0.00266224j 0.00169157+0.00603595j 0.00457366-0.00771601j 0.00577868-0.00564124j 0.00576867-0.00812012j 0.00116618+4.68921e-05j -0.00121482-0.00231377j 0.0130468-0.00587976j 0.00962752+0.00811844j -0.0074504+0.000382023j 0.00377898-0.0114699j 0.00993661+0.000819839j 0.0248541-0.000627641j -0.0109654-0.0104295j 0.00825468+0.00110417j -0.000193493+0.000416584j 0.000123187-0.00170655j 0.0114263-0.0121801j 0.0059804-0.0028205j -0.0107514-0.00499228j 0.00575856+0.00934421j 0.00285572-0.00503052j 0.0194087-0.0116228j 0.00630964+0.000612631j -0.00114973+0.0085388j 0.00593272-0.0069393j -0.00148675+0.00601416j 0.0010155-0.00642084j -0.00479958-0.00176878j -0.00754386+0.00308367j -0.00217041+0.0115835j 0.0092793-0.00573145j 0.00383587+0.00195332j 0.00197444-0.000877791j -0.00741494+0.0002362j 0.01574+1.69889e-05j -0.00125353+0.00668402j 0.00441653-0.00149114j -0.0125881+0.00609951j 0.00264038-0.00503975j 0.00166653+0.00345132j -0.00539189+0.0031208j -0.00209829-0.00123377j 0.0230009-0.00616052j 0.0120016+0.00256902j 0.00556047+0.0125756j 0.0241349-0.00288224j 0.00124717+0.00160913j -0.0183102+0.00390565j -0.012655+0.00619579j -0.00180141-0.00625399j -0.00571404-0.00909011j 0.0298408+0.00707961j -0.00971755-0.00365523j 0.00841109-0.00282607j -0.0130285-0.00638989j 0.00165866-0.00428525j -0.00218772-0.00124692j 0.00487824-0.00469445j -0.00734277-0.00305253j 0.00694973+0.000194849j 0.0104076+0.00809329j 0.00952245-9.38992e-05j -0.006739-0.00393794j 0.00265883-0.00319599j -0.000550183+0.00144646j -0.00441741+0.00281252j -0.00147272-0.00022671j -0.000263602+0.00325089j -0.00119846+0.00210072j 
-0.0111572+0.0057072j -0.0013989-0.00441839j -0.00087929+0.000588863j 0.01494-0.00736098j 0.0023417-0.00903472j 0.00184133+0.00105456j 9.34912e-05-0.00228322j 0.0115543+0.00405849j 0.000596761-0.013111j -0.000776185-0.0131802j -0.0173907+0.000194994j -0.0150763+0.00217649j -0.0151004+0.0099027j 0.00876054-0.00908931j 0.00578955-0.00304073j 0.00777392-0.00373188j -0.00170384-0.00042413j 0.00210071-0.00189339j 0.00251497-0.00280489j -0.00677875-0.00236702j -0.00519954+0.00706196j 0.0021832-0.00696134j 0.000133486+0.00182628j -0.0123988+3.94395e-05j -0.0047217-0.00965913j 0.00926496+0.00531801j 0.0180401+0.000593761j 0.00328077-0.00786641j 0.0079563-0.00567659j 0.0173424-0.00489654j -0.014216+0.00718524j -0.00505647+0.00680575j 0.00391654-0.00175283j -0.0112676+0.00992649j 0.00765629-0.00344353j 0.0194693-0.00694477j 0.00321049-0.00545085j -0.00281769-0.00508486j -0.00140828+0.00339848j -0.00292807-0.00990297j 0.00633259+0.00525847j -0.00919995-0.000626863j -0.000979734+0.00731921j 0.00209041-0.0021895j -0.0162031-0.0142935j 0.00794426+0.00408251j -0.0140123+0.00134327j -0.0114045+0.000101317j -0.000488468-0.00653091j -0.00375298+0.00858834j 0.000549598+0.00150925j 0.000831596+0.0028313j -0.00243776-0.00106797j -0.00618912-0.000423729j 0.00340694+0.00340053j -0.00156989+0.00512575j -0.000239454+0.00530299j 0.0155831+0.0029242j 0.00436012+0.00442655j 0.00125136-0.00298189j -0.0146051+0.000573018j 0.000773405+0.00765575j 0.00207992-0.00246186j 0.00283763+0.0018577j 0.0053889+0.000450663j 0.00936512-0.00547707j -0.00179706+0.00212278j 0.00029047+0.00875209j 0.0058932-0.000940486j 0.000359481-0.00997911j -0.00646567+0.00315287j 0.00327812+0.00266544j 0.0132806-0.00439421j 0.00378418-0.00671634j 0.011299+0.008171j -0.00619841+0.00567145j 0.00584336-0.00505009j -0.00627431+0.000194981j -0.00026759+0.00329184j 0.00401748-0.000773763j 0.0143268+0.00125695j -0.00922178-0.00119418j 0.0074108+0.00374472j 0.00402091+0.00588307j 0.000593764-0.00537125j 0.00367241-0.00370795j 0.00324224-1.82766e-05j 0.00168597+0.00340444j -5.01872e-05-0.00368248j 0.00203375-0.000471322j 0.00457192+0.00330507j -0.00393773-0.00260882j 
-0.00435392-0.00356462j 0.00660455+0.00574795j 0.0155788+0.00594458j 0.00417797+0.00717256j -0.0115517-0.012162j -0.0228982-0.00189646j -0.00109929+0.00815655j 0.00196038+0.0126459j 0.0136187-0.00762528j 0.0152716-0.00441919j -6.93106e-05-0.0201844j -0.00323284-0.00805838j -0.000175901-0.0085969j -0.0014803-0.00697579j 0.00715109-0.00585826j 0.00179216-0.00823279j 0.0034664+0.00640322j -0.00578701-0.00749714j 0.000810206+0.00119601j 0.00255707-0.00808541j -0.00622661+0.00195688j 0.0105315+0.00406142j 0.0186793-0.0107234j 0.0139593+0.00994045j -0.00349732+0.00450366j -0.00492521+0.00755174j 0.00785256-0.0063649j -0.00752717-0.00514641j 0.0143689+0.00428992j -0.0042764-0.0078456j 0.00107803-0.00314948j -0.0037428-0.0169811j -0.00672911+0.00240458j -0.0133107-0.00100937j -0.000630835-0.00719537j 0.00649188+0.016188j 0.00136202-0.0205174j 0.00426319+0.00166961j -0.00268343-0.0253886j -0.00461734+0.000150241j 0.00173866-0.00236168j 0.000362204+0.00423382j -0.000239993-9.74642e-05j -0.00717164-0.0123489j 0.00179524+0.0186888j -0.00151022+0.00668422j -3.31909e-05+0.00373536j 0.00180975-0.00146288j -0.00795109+0.000870651j 0.00935957-0.00508882j -0.00323447-0.0073545j -0.00646366-0.0100345j -0.00624484+0.00951013j -0.00138783-0.00823397j -0.00936585+0.00493583j 0.0048985+0.0127234j -0.00852795+0.00101903j 0.0071507+0.004968j 0.0148959+0.00532275j 0.000551141+0.00161717j -0.00076558-0.0015732j 0.0162341-0.00948695j 0.00571342+0.0056502j -0.00548524+0.000188447j -0.00165202-0.00527244j 0.00883816+0.00193946j 0.00916533+0.00206331j 3.5533e-05-0.00346207j 0.0152424-0.000897013j -0.00583907+0.00126664j -0.00307878-0.000171644j 0.0003198+0.00257059j -0.00655458+0.00381842j -0.00311104+0.00288122j 0.00436928+0.00162663j -0.00664774-0.00902722j -0.0115699+0.00669086j -0.000612669+0.00630838j 0.00107475-0.000303872j 0.00754625+0.000779974j 0.000634544+0.00320038j -0.000557494-0.00463259j -0.00464659-0.0051009j 0.00153177-0.00192714j -0.00215978+0.000894132j 0.00756083+0.00322825j 0.00416944+8.83569e-05j 0.00936086+0.00968711j 0.00888738+0.0112329j -0.00543269-0.00387326j -0.0066391-0.00449662j 0.000592626-0.00216954j 
-0.00202662-0.00337036j 0.0126152+0.00714824j 0.00525552+0.0123269j 0.0194622-0.00300058j -0.00502833+0.00526533j -0.00903369+0.0044884j 0.0292008-0.00289769j 0.0309329+0.000199548j -0.00647558+0.0242431j 0.0103811+0.00256613j -0.00333669-0.00318445j -0.00697108-0.0100237j 0.00469463-0.0166789j 0.00258413+0.00245805j 0.00885999+0.00580076j 0.00328656+0.00107217j 0.00958096+0.00662043j -0.00691134+0.00597831j -0.00120572+0.00159341j -0.0101931+0.00268013j 0.00386948-0.0123805j 0.00468804-0.000478996j 0.0108021-0.00115993j 0.00412425-0.00631006j -0.000219348-0.00350518j 0.00950999+0.00102509j -0.00605373+0.00261093j 0.0164713-0.00297979j -0.00815021-0.00322411j 0.00869759-3.88486e-05j 0.0058122+0.000712191j -0.0125905+0.00386346j -0.00767638+0.00874289j 0.0026542-0.00220754j -0.00514988+0.0023427j 0.00798989-0.013951j -0.0124034+0.010702j -0.00106608-0.000220466j -0.00532217-0.00586782j 0.00625627-0.000342823j 0.0016244-0.00974694j -0.00143475+0.000158996j -0.00204296-0.00805349j 1.18318e-05+0.000115897j 0.00163847+0.0075345j 0.00395162+0.00262667j -0.00244533-0.00392759j -0.00654183-0.00260262j -0.000378996+0.00299492j -0.000829894-0.00702486j 0.000506505-0.00797576j -0.00275787+0.00342348j 0.0155784+0.00769285j -0.00918433-0.000730746j 0.00392496-0.00404465j 0.00251713+0.00544969j 0.00609239-0.00626474j 0.00959024+0.0028042j -0.00463842+0.000434072j 0.00942017-0.00211651j -0.00409334+0.00544795j -0.00885422-0.00202648j -0.00411941+0.00168359j 0.0103368+6.56994e-05j -0.000586863-0.00482235j -0.0078372+0.000480632j -0.00591427+0.00773391j 0.00590271-0.00328463j -0.0120735-0.00427535j -0.0006481+0.00872506j -0.00295922-0.00383091j -0.00280294-0.00468592j 0.0104556-0.00557278j 0.00090948-0.000569764j -0.000729867-0.00725581j 0.0167001+0.0044908j -0.00716849-0.00468316j 0.0073351-0.00230927j 0.00761026-0.00160834j -0.00755758-0.00302228j 0.0113055-0.00324237j -0.00456408-0.00213038j 0.0121377+0.00125922j 0.0025715-0.00140111j 0.00987627+0.00823911j -0.00459779+0.000452956j -0.00166526+0.000572593j -0.00410896-0.00134645j 0.0035751-0.00108387j 0.00217999+0.00113224j -0.00383412+0.00107401j -0.00261815+0.00676447j 
0.00498852+0.00691143j -0.00138933+0.00771854j -0.0160217+0.00664571j -0.0105976+0.000697154j 0.00392671+0.00198594j 0.0163167+0.00398722j 0.0117585+0.00672036j -0.000836857-0.00161028j 0.00487951+0.0120383j -0.00960958-0.0117799j -0.00674572+0.00682427j -0.015841+0.01387j -0.0115436-0.00814077j 0.00644765-0.000167526j -0.00132157-0.012148j -0.000576269-0.00123075j 0.0013042-0.00146651j -0.00143625+0.0113711j 0.000358399+0.00281947j -0.00476243+0.00238647j 0.00143197-0.00315712j -0.00539944-0.00334296j -0.012048-0.00162091j -0.010371-0.00656024j -0.00238929-0.0016181j 0.00175287+0.000999991j 0.00374131+0.000308778j 0.00978888-0.00492468j -0.00277972-0.00782268j 0.00343508+0.00410213j 0.0115381-0.00114312j 0.00789318-0.000967013j 0.00071383-0.00835946j 0.00173775-0.00380395j 0.0023692-0.00161762j -0.0011562-0.00562636j 0.000618581+0.00405701j -0.00160951-0.00265647j -0.00266628-0.00199901j 0.000683703-0.0175399j -0.00736887-0.00356767j -0.00850687-0.0026647j 0.00240467-0.00138086j 0.00163819-0.00229088j -0.00413698+0.00747162j -0.00620509+0.00344015j 0.00494089-0.014196j -0.00473541-0.00120013j 0.00422253+0.00621107j -0.00786648-0.00734387j 0.0066064-0.00836412j -0.00262355-0.00419969j -0.00147226+0.00235794j -0.00585637+0.00133373j -0.0041752+0.00578656j -0.00616448+0.00850408j -0.00267224-0.00777784j -0.0086957-0.00754535j 0.00102159-0.0062064j -0.000899546+0.00607499j -0.00304033+0.00671053j 0.0102662-0.000597699j -0.00380592-0.00434425j -0.00524831-0.0117304j 0.00517874-0.00611482j 0.00432969+0.000306518j 0.00657229-0.00134583j 0.0129061-0.0110479j 0.0200585+0.000124709j 0.0106283+0.00188759j 0.000793241-0.00467293j 0.0083796-0.005415j -0.00303467+0.00852564j 0.000367657+0.0111563j -0.0145278-0.00463761j 0.00386044-0.00632989j -0.0088179+0.00738742j 0.00765435+0.00689387j 0.0141498+0.00641881j 0.0167799+0.00549452j 0.00870669+0.0110209j -0.0138493+0.00166288j -0.0078113-0.000551844j -0.00295154-0.00515214j -0.00933794+0.00192506j 0.00257035-0.000805001j -0.00393264-0.00300814j 0.00112655+0.00142458j -0.00193199-0.00370799j 0.00502674-0.00103019j 0.00226366+0.00273024j -0.00424501+0.0052692j 
-0.00716342-0.00355315j -0.00142852-0.00327966j 0.0056055+0.00180411j 0.00715514-0.000952391j -0.00720277-9.56276e-05j -0.0112668-0.000204498j -0.00479912-0.00294745j 0.00745889+0.00594493j -0.011439+0.00329818j 0.00651142+0.0073312j 0.00513988-0.00124522j 0.00320401-0.0103721j 0.0132846+0.000552862j 0.00424974+0.000864287j 0.00232162+0.00699566j -0.000724587+0.00032678j -0.00201759+0.00096944j 0.000584657-0.00333486j 0.00130369-0.000901194j -0.00198153-0.000716409j -0.00209207-0.000961347j 0.000603863+0.00148222j 0.00528785+0.00388952j 0.00441433+0.00334697j 0.00149117-0.00172238j 0.00351464-0.00100803j 0.000119453+0.00379193j 0.00353968+0.00191008j -0.00709876+0.000221137j -0.000454913-0.00141325j -0.00930934+1.43288e-05j -0.00322553-0.000648984j 0.00630585+0.0034064j 0.00820506+0.00228536j 0.00124349+0.000602205j 0.00142008-0.000602281j -0.0124508-0.00456175j -0.000756965+0.00322489j -0.00113712-0.00120597j 0.000355815+0.0156021j -0.00941096+7.38706e-05j 0.000432186+0.00251446j 0.00117004-0.00186439j 0.000898633-0.00112001j 0.00120561-0.01451j 0.00541233+0.0084419j -0.00240322+0.0157337j 0.000279284+0.00114622j 0.00354455-0.00558083j -0.000498089+0.0108581j 0.00670804+0.00126088j -0.00120347+0.0110678j 0.00268587-0.00320833j -0.00109834-0.00304881j 0.00450571+0.00107516j -0.000347662-0.0106071j -0.00783989-0.000932566j -0.000611916+0.00965j -0.00435879+0.00415711j -0.00504767-0.00215386j -0.00345489-0.00237964j 0.00955679+0.00328844j -0.000417494+0.00131108j 0.00221717+0.00449488j 0.003839+0.000374947j 0.000346544-0.000426655j 0.00821061-0.000678916j 0.00602972+0.00420961j 0.0346501-0.00301116j 0.00594983-0.000919568j -0.000877136+0.00297229j 0.0038409+0.00130777j -0.00641168-0.0116065j 0.000134686-0.0105964j -0.0146345+0.00370863j 0.003347+0.00590301j -0.0159031-0.00575171j 0.000748314-0.00550507j 0.0148599-0.001812j 0.0261847+0.00127432j -0.000426237-0.00438942j -0.0105612-0.00190988j -0.0192362+0.00160554j -0.00180357-0.000341053j -0.00554715-0.00154711j 0.00204632-0.00237921j -0.00570251-0.000210731j -0.00168341-0.0018678j -0.0028272-0.00168178j 0.00346672+0.000138375j 0.00198947+0.0015813j 0.00103116+0.000690007j 
-0.0112844-0.00552678j -0.00328413-0.00803187j 0.0124643-0.00420665j 0.00828797-0.00202703j -0.00575556+0.0013839j -0.00683965-0.00398856j -0.0178611-0.00760415j 0.00106265+0.0136952j -0.0132239+0.00658413j 0.00396404+0.00714381j 0.00958456+0.0080719j 0.00473779-0.00185564j 0.0154674+0.0114626j 0.00263908+0.00567719j 0.00328213+0.00677229j -0.0029056-0.00695498j -0.00641504+0.00371692j 0.00253103-0.0101804j 0.00114572+0.000774017j -0.00120882-0.00158575j -0.00129602+0.00205513j -0.00167389+0.00440784j 0.0046306+0.00423154j 0.0031392+0.00794945j 0.0037939+0.00696798j -0.000486175+0.00300521j -0.000998915+0.00623492j -0.00772675+0.000612429j -0.00917671-0.00457005j -0.00789647-0.00153506j -0.0163022+0.00556947j -0.00845106+0.00661676j 0.0076793-0.00218185j 0.0110702+0.00699316j -0.000735298-0.00927157j 0.00109195+0.005625j -0.0126893-0.00349166j -0.00194833-0.0108247j 0.00558294-0.000192638j -0.00355515-0.0232475j 0.000123019+0.00830346j 0.00189285+0.000229882j -0.00272643+0.00986441j -0.00248101+0.00494199j 0.00259591+0.01065j 0.0131857-0.00983494j -0.00392865-0.0182166j 0.00699494+0.00827424j 0.00465328-0.00144642j 0.000348138+0.000279899j 0.00584511-0.00950384j -0.0026494-0.0146444j -0.00220465-0.00648649j -0.00466655-0.00601127j 0.00489804+0.00648877j 0.00115919+0.0177456j -0.00264381+0.00739985j 0.00274565-0.000441226j -0.00901479-0.00100925j -0.00512777+0.00533566j -0.000309934-9.63436e-05j -0.00451007+0.00251589j -0.00406592+0.000679361j 0.00286978-0.000350759j -0.00190711+0.00512208j 0.00246895+0.000423246j -0.000987243-0.00453325j -0.00335907+0.00400917j 0.0119809+0.00150475j -0.000200184-0.00270495j -0.00545882-0.000737735j -0.0113037-0.00557512j -0.00100931-0.000180116j 0.000320566+0.00479884j 0.00814518-0.00515498j 0.000598785+0.000174225j 0.00323314+0.00232827j 0.000820824-0.00351288j 0.00381628+0.000914413j 0.00508998+0.00416715j -0.00530179-0.00381806j 0.000945221+0.000419929j 0.00253125+0.000538107j 0.00454162+0.00300723j 0.00054092-0.000145716j -0.00525158-0.0018403j 0.000840826+0.000981363j -0.00321117-0.00446883j -0.00591294-0.00585018j 0.00296844+0.000317893j 0.00397743+0.00171168j 0.00240169-0.000636259j 
-0.00399679+0.000464188j -0.00304454-0.00211428j -0.00537475+0.00598212j -0.00292068-0.00671187j -0.002998+0.00230742j -0.00491519+0.00407226j -0.00144681+0.00304802j 0.00891202-0.000745713j -0.00311374-0.00615685j -0.00378154+0.00266719j -0.000505552+0.000300843j 0.00731654-0.00321971j 0.00571925+0.00135723j 0.000404223-0.00482992j -0.00291673+0.00506146j -0.00103991+0.000162908j -0.00270667+0.000560679j 0.00536766-0.00152197j 0.000913164-0.00311124j -0.00135722+0.000334107j -0.00489202-0.000388565j -0.00137796-0.00283798j 0.00451837-2.91272e-05j 0.00240787+0.000312826j -0.0001247-0.00177809j 0.0076034-0.00182608j 0.00287654-0.00760884j 0.00761159+0.00235235j 0.0039822-0.000117463j -0.00459287-0.00484126j -0.00292204+0.00300119j 0.00316714-0.00365237j -0.000401699-0.00115166j 0.00233633+0.00801568j 0.00430442+0.00243934j -0.00355762-0.00661795j -0.00351429+0.00152202j -0.00456082-0.00152971j -0.0021794+0.000343307j -0.000685103+0.00217407j 0.00192868+0.00384325j -0.000743223-0.00249089j -0.00579806-0.0160885j -0.00122053-0.00243361j -0.00125909-0.0166151j 0.00156765+0.00708339j 0.000272606+0.0050963j -0.00632671-0.00817806j -0.00146647-0.00800757j -0.00710632-0.00564236j -0.0010886+0.00178128j 0.00215082-0.000969741j -0.000203218-0.00305919j -0.00142293-0.00172997j 0.00232176+0.0013704j 0.00556327+0.00546135j 0.000240602-0.000857237j 0.00574602+0.000378781j 0.00216121+0.00221773j -0.000361709+0.0051417j -0.00306862-0.00232557j -0.00172311+0.000740391j 0.00130271+0.00218892j 0.00475756-0.0124715j -0.00432872+0.00837084j 0.00458309+0.0084922j -0.00755929-0.0105581j -0.0161682-0.0371733j 0.0039335+0.00903808j -0.00547549-0.00129553j -0.00223205-0.0260747j 0.00843657-0.0313666j 0.0106461+0.0621313j -0.000317249+0.0722888j 0.000469437-0.0367233j 0.00259899-0.028129j -0.0010356+0.0396207j -0.000751708+0.0164818j -0.000402286+0.0105437j 0.00400387+0.0125056j -0.00354469+0.0208625j -0.00119236+0.0108218j 0.00219054-0.00217141j 0.0122248-0.0109547j 0.00256279+0.00909817j 0.00207995+0.0051087j 0.00268918-0.00341381j 0.00262436-0.00402947j -0.00157286-0.00137946j 0.00121513+0.000707857j 0.00203359+0.00156464j -0.000431573+0.000680723j 
