-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
0.00508284-0.000589118j -0.00477173+0.00488506j 0.0157176-0.00939641j 0.0167982-0.0166205j -0.00809483+0.000572342j 0.00938304+0.000310947j 0.00423974+0.000746615j -0.00623888+0.00652458j -0.000752441+0.00643781j -0.00392508+0.00491857j 0.00549375+0.0111658j -0.00530905+0.00552117j 0.000366862+0.00252301j -0.0111247-0.00101368j 0.00550259+5.6754e-05j 0.00309738+0.00711416j 0.0010345+0.00445672j -0.0108927+0.00339414j -0.0119575-0.00331519j -0.00090977-0.00170568j -0.00423479-0.00119232j 0.00485411+0.00514416j -0.0103109-0.00689379j 0.0160639+0.000296751j -0.00955209-0.0107095j 0.00162081+0.000657936j -0.0143352-0.0129781j 0.0136729+0.00673252j -0.00700797-0.00299623j -0.00896501+0.00991823j -0.00124495-0.00654386j 0.00268099+0.000779314j -0.00792191+0.00318399j -0.00314314-0.00366768j -0.00159628-0.00227572j -0.00284873+0.00105742j 0.00428805+0.00392453j 0.00289688+0.00521267j 0.01071+0.000403519j -0.00216157-0.00173595j 0.00072303-0.00285219j -0.00186295-0.00575964j 0.0170781+0.00660996j 0.00240083-0.00071703j 0.00637554-0.000913723j 0.0179651-0.00445551j 0.0146993+0.00324085j 0.0125133+0.0067347j 0.0182708+0.00610655j 0.00323086+0.00630385j 0.00119622+0.000497448j -0.00195153+0.00595543j 
-0.00662362-0.00108313j 0.00106853+0.00354112j -0.0236763-0.00535828j -0.00990484-0.00532856j -0.00069922-0.000156058j -0.0219212-0.00431731j -0.00491269+0.00876459j 0.00369922+0.00106077j 0.00277573+0.000959841j 0.00458167-0.000976744j -0.0152673-0.00603618j -0.000388632+0.00407167j 0.00194356+0.000215957j -0.00658125+0.00654245j -0.00100319-0.00471468j -0.00617619-0.00414217j 0.00272747+0.000673581j 0.000845133+0.00930384j -0.00388854+0.00293933j -0.00947723-0.00499639j 0.000159133-0.000837745j 0.00868753+0.00430997j -0.0109365+0.00343123j 0.0215704-0.00479705j -0.00296383-0.00272837j 0.0115237-0.00754201j -0.0129445+0.010094j 0.0198542+0.00196055j -0.0141129-0.00608921j -0.00578367-0.000614923j -0.00377944+0.000957146j -0.00282099-0.00302837j -0.00536552+0.00367756j -0.00524958-0.00189831j -0.000134644+0.00240501j -9.33414e-05+0.0054464j -0.00465678-0.0024273j -0.000230587-0.0014445j 0.000414988-0.00740446j 0.00273513+0.00260091j -0.00106579+0.00127919j 0.00451328+0.00975108j 0.0178744-0.00885354j 0.00193562-0.00347698j -0.000816546-0.0192691j 0.00420081-0.0125594j -0.00603362-0.0054204j -0.000104937+0.00725614j 0.00267358-0.00155904j 0.00255258+0.00930013j 0.000579528-0.0148098j -0.00387968-0.00577059j 
0.0033819-0.00273817j 0.00163913-0.00211352j 0.0111928+0.00446034j -0.00983632+0.00288624j 0.0170364-0.00355585j 0.00702669-0.00423524j -0.000759492+0.00812964j 0.0129919-0.0106056j 0.00203134+0.00259788j 0.00511891-0.0113177j 0.00533132+0.000968224j 0.00135501+0.00739544j 0.0129392-0.0039908j 0.026753-0.0125096j 0.00282953+3.73511e-05j 0.0173336-0.0112225j 0.00740073-0.0132242j -0.00303533+0.0108859j 0.000913382-0.00557601j 0.00200925+0.00953335j -0.0160737-0.00646489j 0.00191334+0.00441483j -0.00202201-0.00555176j 0.0076736-0.00811448j 0.00832705-0.0094419j 0.00487341-0.0126306j -0.00416349+0.00556978j 0.0234359+0.012226j -0.0130673-0.010488j -0.00430802-0.00646206j 0.00287374-0.00168073j -0.0029595-0.00598361j -0.00163949-0.0003017j 0.000712623-0.000657798j -0.00318413-0.000251251j 0.00136542+0.00155476j 0.00207194+2.36868e-05j -0.0154575+0.00224173j 0.00182062+0.000672247j 0.0050947-0.00250885j 0.0061609+0.000605525j 0.00839279+0.00193401j 0.0159813+0.00256548j -0.00198943-0.00171169j -0.00938628-0.00335381j 0.00644936+0.0154143j -0.0226855-7.5714e-05j -0.0147422-0.00462443j -0.0224219-0.0021155j -0.0107845-0.00170982j -0.00380672-0.000953899j -0.00445426+0.00146328j 
0.000551075-0.00208383j 0.000602202-0.00171409j 0.00941961-0.0104792j -0.00424254+0.00499671j 0.000296528+0.00613048j 0.0131457-0.00487865j -0.00546394+0.00161927j -0.00445528-7.34404e-05j -0.00628843+0.00446245j -0.0109663-0.000924726j -0.0073638-0.0022464j -0.00321835-0.00623374j 0.00984035-0.00249382j 0.00392439+0.00544313j 0.0101313+0.00567583j 0.00244807-0.000309452j -0.00906467+0.00519655j -0.0161397-0.00917622j -0.00426965-3.63197e-05j 0.00204254+0.0107889j -0.0302716-0.00530903j -0.00560082+7.26395e-05j 0.0173993+0.0148407j 0.0187311+0.00898198j -0.00830512+0.0023204j 0.00954755+0.00305026j 0.00896212+0.000352866j -0.00425369+0.000533293j -0.0063888+0.000733834j -0.0131053-0.000890359j -0.00362898+0.00113158j 0.00104797+0.00112226j -0.000237326+0.00206314j -0.00179294-0.00224265j -0.00287886-0.00173084j 0.0104759-0.00412117j 0.0186805-0.00561526j 0.0070082+0.000931544j 0.00452528-0.00284423j 0.0134709-0.00135019j 0.00501158-0.00438049j -0.00894066+0.00475397j 0.0155316+0.00811975j -0.0123689+0.0037068j -0.021259-0.00759286j -0.0128732-0.00283001j 0.014573-0.0049412j -0.00858051-0.00419746j 0.00714895+0.00243911j -7.80447e-06-0.00281234j 0.000582075-0.00126808j 0.000997134-0.00192315j 
-0.00393666+0.00333425j -0.00754049-0.00324367j 0.00872176+0.00789401j 0.0217058-0.00473709j -0.00360505+0.000887116j 0.00103494-0.00259829j -0.00483861-0.00346195j -0.00299439+0.00877511j -0.00878314-0.00754187j 0.0192619-0.010826j 0.00270609-0.00869425j -0.0117205+0.0021237j 0.000635724+0.00678966j -0.0188836+0.0111476j -0.00716712-0.00612833j -0.00425579+0.000299798j -3.62225e-05+0.0043355j -0.00906844-0.000569617j 0.0100443-0.00754284j -0.00456662-0.00661614j 0.0110048-0.0139799j 0.00764223+0.00215247j -0.00563261-0.00273341j -0.00236384+0.0162523j 0.0110583-0.000180791j 0.0188206-0.000736389j -0.000851598+0.00914491j -0.00903098+0.00842965j -0.00590554-0.0110542j -0.00320766-0.00897741j 0.00359726+0.00156046j -0.00561595-0.00458043j -0.011367-0.00313037j 0.00841578-0.00360942j -0.000999964-0.00408824j -0.00805146+0.00158188j 0.000341887+0.00537115j -0.0203631-0.00493898j 0.00277798+0.00369415j 0.0045284+0.00337052j -0.00410826+0.00427145j 0.0074995-0.00189185j 0.0101394+0.0135876j -0.0110041-0.000455606j 0.0231259-0.00713837j 0.00568207+0.00342091j -0.00281027+0.000899256j 0.00414511+0.00939793j -0.02167-0.0098213j -0.0078037+0.00434748j -0.00330962+0.000438416j -0.0028595+0.00271353j 
0.000210777-0.00202366j 0.000402732+0.0040915j -0.0126463+0.00291745j 0.0068377-0.000579202j -0.00298511+0.0028468j -0.00889845+0.00183579j -0.00317779+0.00462917j 0.00377749+0.00914232j 0.00684226-0.00185413j 0.00957315+0.00446301j -0.00932817-0.00369107j -0.0079797-0.000922338j -0.00154262+0.00390402j 0.00875596+0.00874383j 0.00664462+0.00529507j 0.0177578+0.00579962j 0.00569967-0.000573305j -0.0157678-0.000368389j 0.0183808+0.0009521j -0.00866672-0.00709574j 0.0183906-0.00781541j -0.010096+0.00343207j -0.00574201+0.00150728j 0.0110628-0.000474567j 0.0134745+0.0045709j -0.00937692+0.00172634j 0.00162706-0.00595706j -0.0213596+0.00916085j 0.0157148-0.00291854j 0.0143957-0.00204207j 0.00422801+0.000473057j 0.0103526-0.000843883j 0.0072955+0.00191022j 0.00211963-0.000519704j -6.38219e-05-0.00331121j -0.00186133-0.000714201j -0.0024267-0.00234128j -0.00493027-0.0103571j 0.0117092+0.000404517j -0.00184724+0.00521714j 0.0159957+0.00418878j 0.00156147+0.00678864j -0.00573434+0.00826956j -0.00848629-0.00255184j 0.00982816-0.00557869j -0.0155074-0.00210785j -0.00101551-0.00745379j 0.00540178-0.00324498j 0.0135258-0.0119481j 0.00759165-0.00435302j -0.000210711-0.00368653j 0.00148152-0.00772682j 
-0.00549895-0.00497944j 0.00403882-0.000201498j -0.00577003-0.00291321j 0.0141881+0.00514881j -0.00729995+0.00560905j 0.0121399-0.00751982j 0.00463595-0.00430247j 0.011724-0.0032463j -0.00558841+0.000357427j 0.00602774+0.00801488j 0.000623093+0.00436387j -0.00782515-0.00168891j 0.00199166+0.000740749j -0.0172779-0.0073153j 0.0178518+0.0013992j 0.0062941+0.00321807j 0.0190861+0.00379515j -0.023758+0.00872767j -0.0182606+0.00633904j 0.00927026+0.00329792j 0.0115739+0.0125134j 0.00373298+0.00648579j 0.0271546+0.00268211j 0.00715288+0.00696606j -0.0149383+0.00516958j 0.00579166+0.00674658j -0.00133022+0.00200221j -0.00946971+0.000706081j -0.0115536-0.00424265j -0.00615245-0.00188651j 0.00285536+0.000697947j 0.0039311-0.00624832j -0.00735432+0.000854061j -0.00930285-0.000895634j 0.00256782+0.00177354j 0.000167833-0.00616007j -0.00877981-0.00130251j 0.0199748-0.0125618j -0.00782857-0.0028082j 0.00769542-0.000846606j -0.0143464-0.00663862j 0.003511+0.000186099j 0.00803967+0.00432623j 0.0107623-0.00277597j -0.0103843+0.00849883j 0.00535032+0.0109996j 0.0103333-5.8254e-05j -0.00825228+0.00953024j 0.00725219-0.0179208j -0.00523222-0.00597376j -0.00795013-0.000440745j -0.00233396-0.00415237j 
-0.00230325+0.00409112j -0.0001307-0.00496463j -0.00415869-0.00149591j -0.00597343+0.0080643j 0.00707328-0.00598505j -0.00821854-0.00458653j -0.00146308-0.00112149j -0.0080991+0.000744674j -0.00353544-0.000465079j 0.00409419-0.00593299j -0.000555972+0.0105312j 0.00229585-0.00355179j 0.0100775+0.000249424j -0.0104621-0.00681545j 0.00957163-0.0148003j 0.00236355-0.0106696j -0.00250388+0.00861877j 0.0103496-0.00533747j 0.00231196-0.0028726j 0.0146958-0.00138978j -0.0194571+0.00389608j 0.00703589-0.00402898j 0.0082851-0.0142613j 0.000717555-0.000238898j 0.00151214-0.00172645j 0.014546-0.00127362j 0.0114623-0.00908893j 0.00187684+0.00644601j 0.0168137+0.0159081j -0.00553719+0.000537749j -0.00664354-0.00189543j -0.00374335+0.00487208j 0.00910924-0.0019214j -0.000316513-0.00150007j 8.74549e-06-0.00336569j -0.00360984-0.00970022j 0.000290904-0.00619404j -0.00439051-0.0113678j -0.00325312+0.000341063j 0.00140425-0.014189j -0.0016429-0.00825828j -0.00330244+0.00141437j 0.00839192+0.00300569j -0.00161561+0.0105514j -0.00199541+0.0234709j -0.00648044+0.011403j 0.0098966+0.000140473j -0.00479387+0.00359765j -0.00434759-0.0027917j -0.00554874-0.00112754j 0.00530694+0.00896961j -0.00061579+6.95479e-05j 
-0.00192008+0.00093765j 0.000134009-0.00105641j 0.00204241+0.00405579j 0.00521545+0.0052995j -0.000218795-0.00267572j -0.00421324+0.00885784j 0.00458374+0.00174865j -0.000570018+0.00697769j -0.00510598-2.56195e-05j 0.00366094-0.00322791j -0.00528875+0.000991066j -0.00761684-0.00254991j 0.00720269-2.40701e-06j -0.00304273+0.00259896j 0.00241476+0.000840815j 0.00513863-0.00184537j 0.00735279+0.01114j -0.0131883-0.0131254j -3.39895e-05-0.0069971j -0.00123135+0.00908422j -0.00948627+0.00767757j 0.0139183-0.010899j 0.00647651-2.90914e-05j 0.00876248-0.00048473j 0.00128835-0.00449156j 0.00887712-0.00271337j -0.00605005-0.0029087j 0.00293113+0.00307784j 0.00619953+0.00341584j 0.00927986-0.00831032j 0.00455707+0.00298225j 0.0113786+0.00453641j 0.0107191-0.0119158j -0.00924233-0.00364399j -0.0124336+0.00289306j -0.00175539-0.00118508j -0.0164935-0.0057523j 0.00803939+0.00409198j -0.0184984+0.00782918j -0.00736981+0.00419653j -0.023223+0.00744735j 0.0049161+0.0107646j -6.36332e-05+0.00439112j 0.0307498+0.00756975j -0.00280316-0.00529399j -0.00744218-0.00305714j -0.0121555-0.00700793j 0.00910182-0.0085968j 0.00386834+0.00799167j 0.00257175+0.00318306j 0.00701331+0.00436592j 0.00136725-0.00244281j 
0.000413443-0.00466519j 0.00382929-0.00435985j 0.011699-0.00438663j -0.0139618-0.00501654j 0.00966012+0.00430007j 3.03272e-05-0.00240902j -0.0137442+0.00394437j -0.0072125-0.00119522j -0.00570689+0.0087937j -0.00681932+0.0110929j -0.0106677+0.0106957j 0.0081945-0.00437464j -0.0148883+0.00206892j 0.0153326-0.0107274j -0.00451668-0.00813773j -0.0188889-0.00643867j -0.0102486-0.00302073j 0.0109144-0.0034781j -0.00232785+0.00281469j 0.00430482+0.00224473j 0.0232819-0.00187414j -0.00860079+0.00329973j 0.0195959-0.00982846j -0.00422516+0.00161128j 0.0156248+0.00099445j 0.00569195-0.00281379j -0.00857875-0.00101651j -0.00868375+0.0092721j -0.00760974+0.0024648j -0.00243747-0.00721372j 0.00388298-0.00539547j -0.00453487-0.0063824j -0.0103351-0.00627897j 0.00712045+0.00650296j 0.00993435+0.00244034j 0.00336549+0.0017258j 0.000359132+0.011861j 0.0120907-0.00985328j 0.000875605-0.000572269j 0.00254235+0.0149252j 0.003484-0.00165384j -0.00411214-0.00649403j -0.0190722+0.00757932j -0.00162717-0.00961818j -0.00106057+0.00433338j -0.00144494-0.0127804j 0.000485929+0.000464208j -0.00222196-0.00489651j 0.0110781-0.00200405j -0.00351287+0.0107045j 0.00665918+0.00480369j -0.00443085-0.000711387j 
-0.000299338-0.00198363j 0.00134088-0.000275058j -0.00445349+0.00806365j -0.00394614-0.000660891j -0.000691969-0.000368137j -0.00288483+0.000889409j -0.00305115-0.00192428j -0.0073585-0.00450906j 0.00757743-0.0108372j 0.0117658-0.00105243j 0.00425368-0.00676414j 0.00571912+0.000996387j 0.0055109+0.00215412j -0.0108815-0.00576066j 0.00788163-0.000271561j 0.0143579-0.0106191j -0.0133257-0.0079458j 0.0123772+0.00298453j 0.0112473-0.000516085j -0.00359562+0.0019947j -0.017284-0.0114168j 0.0115688+0.0107945j -0.0187161+0.0185583j -0.00428474+0.000423032j -0.00279536+0.00308341j -0.00328611+0.017998j 0.000210167-0.00225151j 0.00486816-0.00385909j -0.00010314-9.0711e-05j 0.00516853-0.00135292j -0.00147829-0.00446142j 0.0057477-0.00724097j 0.010914+0.000740576j 0.00339017-0.00347857j -0.00649504-0.00196316j 0.000786454+0.00285752j -0.00352375+0.0147773j -0.000315129-0.00688963j -0.0113025-0.00683234j -0.00367518+0.0117097j -0.0129889-0.0100466j 0.00402933-0.00900323j -0.00622468+0.0104684j 0.00896813-0.00606254j -0.000428386+0.0061441j 0.0043932-0.010277j -0.00288265+0.0114871j -0.00376226+0.000254252j 0.00111437-0.00884714j -0.00197717-0.00800451j -0.00502954-0.000727951j 0.00123479-0.00285246j 
0.00600884+0.00271317j -0.00434172-0.000696134j -0.00220764-0.000605182j -0.0176791+0.00898159j 0.0100901-0.00582284j -0.00716141-0.00201377j -0.00191081+0.00321874j -0.00433526-0.00889414j -0.00178388-0.000432378j -0.00519606+0.0047332j 0.00497953-0.000974293j 0.00216869-0.00428595j -0.00146646-0.00227529j -0.0210574-0.00686566j -0.00512091+0.0049669j -0.00994492+0.00795699j 0.00622537-0.000673775j -0.0219386-0.0172299j -0.00610054+0.00250151j 0.00982028+0.00124978j 0.00895228-0.00346104j -0.00756492-0.000651339j 0.0136545-0.00199424j 0.00793129+0.00327134j -0.00533872-0.00620345j -0.0117055-0.0135011j 0.00602288+0.00503163j 0.00912513-0.00114583j 0.00267764+0.000963564j -0.00480308+0.0117071j -0.00685781-0.000988013j -0.001316+0.00509155j 0.00129449+0.0108955j -0.0077088-0.00668584j 0.000685028-0.0055693j 0.00260406+0.00457919j -0.00075945+0.00757412j 0.0052059-0.00799728j -0.00404468+0.0112767j 0.00310951-0.000653967j -0.0101516+0.0170173j -0.00758503+0.00108684j 0.0066425+0.0136295j -0.00242529-0.0175825j 0.0038693+0.000707568j 0.00487174+0.00033817j 0.0017502+0.000648179j -0.00118908+0.00225498j -0.000913234+0.00716832j 0.00769962+0.00238675j 0.000733077-0.00925376j -0.000221404+0.00264765j 
-0.00343425+0.00117733j 0.000289921-0.00117172j 0.00122189+0.00137361j 0.0143739+0.00428303j -0.00376097-0.00179974j 0.00609362-0.000388803j 0.00241991-0.00901908j 0.00709818-0.00273029j -0.00152111-0.00038267j 0.00826052-0.00063634j -0.00539241-0.00622609j 0.0113506-0.00120664j -0.00333136+0.00305256j -0.00213851+0.00612501j 0.0169371-0.00214625j 0.0157999+0.00244638j 0.0113665-0.0119989j 0.0108795-0.00474407j -0.0337496+0.00240722j 0.0135527+0.00154668j 0.00459323-0.0181309j 0.0135392-0.00984334j -0.00619664+0.0047644j 0.0128897+0.00216553j 0.00332937-0.00494686j 0.0174379+0.00696522j 0.00030091-0.00480181j 0.00896036-0.00195777j -0.00338611+0.00469303j -0.00706678-0.00833314j 0.00153041+0.00413157j -0.00644159+0.00287108j -0.00804467-0.0080043j -0.0080152+0.00711202j 0.000822113-0.0012908j 0.00827532+0.00136485j 0.0060389+0.0130711j 0.00692017-0.00994945j 0.0105511+0.0253069j 0.00897948-0.000215295j 0.0124353+0.0281808j 0.00997768+0.000857211j 0.00869359+0.0077261j 0.000474816-0.017081j -7.56856e-05+0.00520514j -0.00205064-0.00111891j -0.00509018+0.0109849j -0.00108653-0.00412735j -0.000343592+0.00963261j -0.0039259-0.00517638j -0.000284732+0.00491364j 0.00168788-0.00064898j 
-0.00430257-0.00188103j 0.00381153+0.000762263j -0.00734449-0.00756197j -0.00225312+0.00796989j -0.00518811+0.00785207j 0.0113114-0.00315041j 0.00387483-0.00606279j 0.00570269-0.00380175j 0.00769618+0.000645701j -0.009067+0.00806404j -0.00322471+0.00118578j -0.00360866-0.0108303j -0.0114058+0.0036987j 0.0310579-0.00920436j -0.011393-0.000873638j -0.00892513+0.0133077j -0.0113613+0.000891616j 0.0165442-0.0122414j -0.00516225+0.00498444j -0.0199035-0.0111879j -0.0108069-0.0133909j 0.00371117+0.00348192j 0.00584475-0.00283636j -0.0130436+0.00499143j -0.00471937-0.00713146j -0.00172764-0.00116464j -0.00871127-0.000396774j 0.00135663+0.00206372j -0.00928977-0.00474054j -0.00287772-0.00336063j 0.00196884+0.0109348j -0.00310216+0.00998886j 0.00268681+0.00408172j 0.0125979-4.53352e-05j 0.00250479-0.00732416j 0.00408063+0.00120286j 0.00671737-0.00804383j 0.00399706+0.00325279j -0.00703544-0.00167735j 0.000108624-0.00840673j -0.0106797-0.00336864j -0.0116641+0.00731818j -0.0207663+0.00141539j 0.00193784+0.0096396j -0.00192048-0.00636557j 0.00183019+0.0114755j 0.0189283-0.0045819j -0.00163442+0.00978484j -0.0019159-0.00353314j -0.00397524-0.00653394j -0.00686231-0.000574957j 0.000431664+0.00160579j 
-0.00154432-0.000629621j -0.00237041+0.000970087j -0.00482145-0.000278611j -0.00801665+0.00475594j 0.00302344+0.00379445j 0.00214887-0.00879382j -0.00117061-0.00346701j 0.00386244-0.00532535j 0.00992372-0.00643017j -0.000783787+0.00248762j 0.00526924-0.0139647j 0.0126197-0.00356819j -0.0219334-0.00441553j 0.013219+0.00832084j -0.00494119+0.00681245j -0.00231061-0.0036653j -0.00253783+0.0117333j 0.0146018+0.0130765j -0.0120104-0.0106141j -0.00274611+0.00908386j 0.0135037+0.0182535j 0.0106457-0.00188979j 0.00699114-0.00895368j 0.00191444-0.00791949j 0.0149558+0.0109145j -0.000472019+0.00532625j -0.00165262-0.00638432j -0.00727847-0.0018418j -0.00127097-0.00639436j 0.00688077+0.00244863j 0.00305432+0.0025307j -0.00312716-0.00741335j 0.000610448-0.00184895j 0.00353996+0.000717656j 0.00208773+0.00470279j -0.00114647+0.002363j -0.00259991-0.000461172j 0.00510569-0.00152773j -0.00240155+0.0140354j -0.004515+0.00121951j 0.00187753+0.0213206j -0.00163064+0.00215228j -0.00727521+0.00638783j 0.00641538-0.00630017j 0.00304385+0.00218991j 0.0100827+9.04791e-05j 0.00589058-0.00581604j 0.00171744+0.00415581j -0.00816445+0.00309021j -0.00134831-0.00875786j -0.00663881+0.00206282j 0.00543769+0.00685981j 
0.000549243-0.000518554j -0.00328826+0.00050656j 0.00435526+0.00841563j -0.000178138+0.000580443j -0.0017962-0.00166633j -0.000780804-0.000380166j -0.00267722-0.00417716j -0.00270983-0.00865229j -0.00313645-0.00516035j -0.000581364+0.00234606j 0.00417865-0.013767j 0.0024398-0.00643935j -0.00408006+0.00398413j -0.0146036+0.00555164j 0.0104262+0.00268358j 0.00282384-0.00612576j 0.00511751-0.00568246j -0.0145243-0.00370685j -0.0112921-0.00239148j 0.0114923+0.00709281j 0.00977149-0.016128j 0.00546893-0.00107665j 0.0154278+0.00107279j 0.0184858-0.0092697j 0.00664831-0.00841275j 0.00344457-0.00381902j 0.000422359-0.00661931j -0.0114246+0.00834913j -0.00379442-0.00963086j 0.00395174+0.0042987j -0.00104558+0.00464884j 0.00537655+0.00552467j -0.00208024+0.00918672j -0.00898669-0.00378174j -0.00194348-0.00998943j -0.00315366+0.000779204j -0.0109519-0.00877849j 0.00708043+0.00699969j 0.00581292-0.023637j -0.00472519-0.00122386j 0.0123696-0.0334513j 0.00711991-0.00538232j 0.0058096-0.0121703j 0.00283866+0.0246683j 0.00252002-0.000807596j 0.00782224-0.00313315j -0.00460586-0.00540876j 0.00484824-0.00206861j 0.000459263+0.0066874j 0.00165673-0.00169716j -0.00183607+0.00418219j 0.00532868+0.00522642j 
-0.00142279-0.000577013j 0.00567891+0.00213334j -0.00913626-0.003765j -0.00772347+0.00423761j -0.0012145+0.000636818j -0.003099+0.00500688j 0.00694392-0.00710809j 0.00417097+0.0011413j 0.00158663-0.00317991j 0.00150584+0.00286134j 0.0109397-0.00139232j 0.00303476-0.00871748j 0.00208984+0.00191299j -0.00445431-0.00487262j -0.00989682-0.00465091j 0.00469056-0.00601252j -0.00648474+0.011945j -0.00142064-0.00565154j 0.00770342-0.00499694j -0.00849753-0.000386273j -0.0121003-0.00191111j 0.00968443-0.00531688j -0.00480973-0.0126605j 0.0125189-0.0153371j -0.00205963-0.0126157j 0.00511529-0.00298047j -0.00299137+0.0105457j -0.0127406-0.00444112j 0.00479154-0.000136659j 0.00269271-0.00800304j 0.00035188-0.00398852j 0.00606846-0.00489849j -0.00436965-0.00282998j 0.00507143+0.00402583j 0.00113889+0.00425994j -0.00087736-0.000651112j -0.00542152+0.0111277j 0.00457639-0.00538889j 0.0180777-0.00305445j -0.00631125+0.00412067j 0.0297964-0.00583911j 0.00932042-0.0120209j 0.00392342+0.00350974j -0.00333851-0.0137681j -0.0122318+0.00577451j -0.00253229-0.000212858j 0.00113494+0.00616929j 0.000759972+0.00130423j 0.00594458-0.00888108j 0.00369265+0.000348415j -0.000232747-0.000657595j -0.00103101-0.00392905j 
0.000532113+0.000499723j 0.000152694+0.000936375j 0.00123195+0.00939007j -0.00269517-0.00761369j -0.0086402+0.00675479j 0.00360954+0.00159706j 0.00169119-0.00394361j -0.00316805-0.000473768j 0.00146439-0.000724681j -0.0261976+0.0033378j 0.00694376-0.00404282j -0.0201944+0.00136505j 0.0244163-0.00447805j -0.00131824+0.00126623j 0.0106146-0.00553542j -0.00709564-0.00406251j -0.00431351-0.00190138j -0.0150302-0.00744781j 0.0197265+0.000800939j -0.000541803-0.00145281j -0.0290275-0.000851344j -0.0042488+0.000384368j 0.0163092+0.00222044j 0.00808268+0.00411967j -0.0105127+0.00109953j -0.00480217-0.00408326j -0.00176645+0.00267546j -0.0105516-0.00117872j -0.00210402-0.0100283j 0.00205235-0.00240189j -0.00881145-0.00686193j 0.010153-0.0130581j 0.00780935-0.00332405j -0.00572599+0.00293818j -0.00554643+0.00568499j -0.00673283+0.00433293j -0.0114477+0.00683777j -0.00366723+0.00398936j -0.00564547+0.00862842j -0.0107768+0.00846415j -0.0113185+0.0121715j -0.00388247-0.00209914j 0.00119777+0.00858816j 0.0101191-0.0203714j -0.00773275-0.00598777j 0.00922897-0.0071921j 0.00713888-8.46188e-05j 0.00143485-0.00322493j -0.000920961+0.000136741j -0.00127341+8.82641e-05j -0.00187731+0.00072038j -0.000211149+0.00253027j 
-0.00182558+0.00172168j 0.000330263+0.000455086j -0.00948833-0.000676226j -0.00561819-0.010756j 0.00324423-0.000966774j -0.00927685-0.00208322j 0.00670118+0.00650834j 0.0161933-0.00862139j 0.00517754+0.00765591j -0.00566014-0.00638628j 0.0119322+0.0102863j 0.0135586+0.004874j -0.00108372-0.00413069j -0.00815932-0.00626821j -0.00326184-0.00373852j 0.00484223+0.000434907j -0.00240064-0.0100246j -0.004562+0.000740819j 0.000194313+0.00436574j -0.00302033-0.00105877j 0.0126363-0.00384328j 0.0018361+0.00949014j 0.024265-6.46225e-05j 0.0228139+0.0241123j 0.0105181+0.00829451j 0.000741301+0.001032j -0.0053303-0.0036968j -0.00343636-0.00674537j 0.00458901+0.00253418j 0.00680734+0.00414963j 0.00216378-0.00320174j 0.00610805+0.00675061j -0.001231+0.00151906j -0.008387-0.00268794j 0.0014397+0.0013583j -0.0023435-0.00479282j -0.0129111-0.0182082j 0.00447995+0.0119398j 0.00419071+0.0047476j -0.00892509-0.0132529j 0.0109992+0.0141269j 0.0125661+0.00565086j 0.00253142-0.000384632j 0.00731751+0.0108571j -0.00299238-0.00557359j 0.00863446+0.010863j -0.00955798-0.00429263j -0.000170506+0.0010278j -0.00822138+0.003074j -0.00273413+0.00484834j 0.000117038-7.90401e-05j -0.00255822+0.00332122j 
