-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
0.00302859+0.00273127j -0.00190136-0.00140961j 0.00248931+0.00405257j 0.00208634+0.00592208j 0.00141261-0.00218425j 0.00395038+0.000712969j -0.00728142+0.00126805j -0.00896863-0.00550264j 0.00570086+0.00364537j -0.000988774+0.00357764j -0.00558443+0.00770906j 0.0135312-0.00389553j -0.0334115+0.00446547j -0.0014835-0.00423268j -0.00170785+0.0040553j -0.00653726+0.00982663j 0.00593011+0.00124021j -0.000702115+0.00283154j 0.0187308+0.00745189j 0.00450503-0.00365829j -0.00777361+0.000504286j -0.00125797+0.00385986j -0.00854203-0.00926919j 0.00483086-0.00162741j -0.0130946+0.0109227j -0.0012167+7.52448e-05j 0.00504469+0.0111736j -0.0105789-0.00101985j -0.00197637-0.00198364j -0.00409126-0.00508821j -0.00135861+0.0022178j 0.0110331+0.00910952j 0.00216874+0.0103502j -0.0236698+0.0176253j 0.000762557-0.00809584j -0.00344586-0.00185753j -0.000106251-0.00971098j -0.00497457+0.00279719j -0.00256296+0.00164275j 0.00651846-0.00687925j 0.000805609-0.00852982j 0.00503448+0.00584042j 0.0154264+0.0159558j -0.00179274-0.00837626j 0.00564029+0.00163603j 0.000657454-0.00150501j -0.00640965+0.00196528j 0.00941285+0.00176121j -0.00749868+0.00692006j -0.000546051+0.00235852j -0.00240513+0.00272285j -0.000575367+0.000107778j 
0.00123556+0.00246687j -0.00167001-0.00318593j 0.00388481+0.00576511j -0.00127017-0.00126066j -0.0142215+0.00776855j -0.00466073+0.00837436j 0.000511719-0.00107345j 0.00771959-0.0128757j -0.0112587+0.00313676j -0.00239558+0.000276282j -0.00922193+0.00659535j 0.00664831-0.00527674j -0.0177267+0.00788122j -0.0075397-0.00424771j 0.00164524+0.0051515j -0.00461618+0.00415173j -0.00439046+0.00051265j -0.00909901-0.000441819j 0.00165076+0.00804772j -0.00274915+0.00164242j -0.00702702-0.00612586j -0.00123009+0.000478828j 0.00169342-0.00763904j -0.000178373-0.00207419j 0.00533958+0.00393186j -0.00792814+0.00343864j 0.00431453+0.00218386j 0.006811+0.0077718j 0.0025179+0.000495228j -0.00270879+0.000761786j 0.00261193+0.0176016j -0.00421993+0.00935563j -0.005732-0.00469579j -0.0202348-0.0128577j -0.000791195+0.00785234j -0.00477214-0.0034668j -0.0027873-0.0131868j -0.0199053-0.00636852j -0.00186733-0.00157085j -0.00297089+0.00557608j -0.00055995+0.00713936j -0.0100931-0.00828074j -0.00989501-0.0166902j -0.00934495-0.00838783j -0.00536396+0.00642203j 0.00127049-0.00314805j 0.00438859+0.0021568j -0.0104661-0.00417491j -0.00241514-0.00289642j -0.00233953-0.000989005j 0.00183547-0.000697366j -0.00213716+0.00168371j 
0.00827431-0.00372479j 0.00287618+0.00335122j 0.00221895-0.00441216j -0.00690199-0.00559633j -0.00197814-0.00210593j 0.000397579-0.00709628j -0.00343403-0.00211837j -0.0129967-0.00696773j -0.000713934+0.00493298j -0.0302402+0.0044262j -0.00261894+0.000847263j -0.00357588-0.00805801j 0.00302351-0.00017431j -5.67351e-05-0.0069829j 0.00311914+0.00378383j -0.00377623+0.00703037j 0.0131151+0.00192218j 0.00779495-0.00165684j 0.00157705+0.00940134j 7.37754e-05-0.00338584j 0.0170653-0.00412401j -0.0024018+0.0122413j -0.0134488+0.00679819j 0.00362272+0.00309128j -0.00442495+8.11256e-05j -0.00201417-0.0049565j -0.00497878+0.0100352j -0.0079797+0.00418408j 0.00253438+0.00595128j 0.00336894-0.00209291j -0.0204981-0.00340544j -0.00290654-0.00189982j 0.0106839-0.00778597j -0.0151545-0.00610205j -0.0091454-0.00173634j -0.00101009-0.00114318j 0.00326532+0.00122742j -0.00567897-0.00444132j 0.000994785+0.00188659j -0.0103157-0.00699182j -0.000235343-0.000309592j -0.00491995-0.00102651j -0.00726848-0.0110994j 0.000617178+0.000514105j -0.00923888+0.00214202j -0.00520766-0.00296418j 0.000639771-0.00698052j 0.0136909-0.00501872j -0.00691164+0.00681301j -0.0042842+0.00383171j -0.00165821+0.010637j 0.000935514-0.00540751j 
-0.00229489+0.000921072j -0.00194598-0.00322983j -0.0068574+0.000837729j 0.00632567+0.00224303j 0.00722748-0.00124068j -0.00608972-0.011215j 0.00309356-0.000766776j -0.00120228+0.0058023j 0.00421516-0.00414295j 0.00746315+0.00331487j 0.0040516+0.00270529j 0.00256506+0.0144243j 0.0036684+0.0112244j 0.00107598-0.0142834j -0.00529376+0.00257713j 0.00212656+0.00780668j -0.00260134+0.00759216j -0.00858685-0.0032156j -0.000528876-0.00564195j 0.0057482+0.0234705j -0.00158953-0.0042215j -0.0113531+0.00377858j 0.00513642-0.010505j -0.00037503+0.00568035j -0.0172106+0.00407542j -0.0032623+0.00344974j -0.00361492+0.00526866j -0.00561629+0.00427718j 0.00506243+0.0119211j 0.00722169+0.00509206j -0.00269588-0.000962129j -0.00430621-0.00666244j 0.00380806+0.0125631j 0.0197691-0.0095719j 0.00498611-0.00473125j -0.00528187+0.00456583j 0.0107079+0.00224888j -0.00565204+0.00482673j 0.00147949-0.00262254j -0.00432325-0.0010775j 0.00292549+0.00181506j -0.00533857-0.00334947j -0.00510985+0.00564969j 0.00310235+0.000179513j 0.0109517-0.0016688j 0.00933852-0.00724755j 0.0118543-9.25653e-05j 0.0114467+0.00781794j 0.00677961-0.0103906j 0.00235377+0.00196614j -0.00316838-0.00131864j 0.0013593+0.00370229j 
0.00040345-0.00188676j 0.00134918+0.00513097j -0.000698074-0.0129478j -0.00472942-0.0121907j 0.0129715-0.00347682j -0.00400421-0.0189013j 0.000462502+0.00744274j 0.00934272+0.0111069j -0.0043063-0.00451053j 0.000394424-0.0051713j 0.0133197+0.000474672j -0.00576812+0.00381621j 0.00716997+0.0107646j -0.000681412-0.0118794j 0.0140779-0.000669171j -0.00145444-0.00418881j 0.00606867+0.00940389j 0.00633866-0.0101109j -0.00109518-0.000206903j -0.00330371+0.00118511j -0.00204265+0.0061586j 0.00326567+0.000363895j -0.00125323+0.00774471j -0.00473849+0.00902785j 0.00539432-0.00559752j 0.000665962-0.0014051j -0.0066614-0.00140021j -0.00711432+0.000125478j -0.00492694-0.000136165j -0.00310886+0.00119407j -0.00246305+0.0187098j 0.00611203+0.0235229j 0.00387662+0.00582792j 0.00490186-0.00903514j 0.00333902+0.00732371j 0.00393711+0.000345401j 0.00390938-0.0135446j 0.015059-0.00774076j 0.00277569-0.00605808j 0.00244461+0.0181056j 0.00170865-0.00193823j 0.00652389-0.00660898j -0.00141146+0.0181596j 0.00749553-0.00461477j 0.00352921+0.00383458j 0.000416054-0.0046843j 0.00228085-0.00193478j 0.0061448+0.00188968j 0.00504206-0.00315303j -3.96905e-05-0.000253455j -0.000319435+0.00183604j 0.00231094-0.00179482j 
-0.00152145-0.00381103j -0.000678939-0.00198933j -0.00429258-0.0178498j -0.00369227-0.0076784j -0.0124352-0.000610682j -0.00476203-0.0245159j -0.00170115+0.00464812j 0.00241795+0.0119797j -0.00935482-0.00575491j 0.000466509+0.00422163j 0.0022543-0.00166614j 0.00483792+0.00332315j -0.00733232+0.0111995j -0.00573304-0.019958j 0.000804964+0.00343412j -2.23338e-05+0.00693248j -0.00288399+0.0128315j 0.00137562-0.0198829j 0.00364891+0.00399426j 0.0019419+0.00490305j -0.00231983+0.00750078j 0.0030414-0.0011919j 0.00276592+0.00586046j -0.00368217+0.004654j 0.00407147-0.00352357j -0.00401513-0.00217815j 0.00336118+0.00117799j 0.00216348-0.00522471j -0.000985431+0.00657012j -0.000769295+0.0129457j 0.00940225-0.00924542j -0.000717394-0.0108391j -0.012667-0.0049456j -0.0226988-0.00610154j -0.00368762-0.00956549j 0.00112779-0.00131303j -0.00215435+0.00331166j -0.00430626-0.00562199j -0.000412777-0.0015959j 0.00449407-0.00780653j -0.00105562-0.00323819j -6.01209e-05+0.00692704j -0.00286752+0.00435498j -0.00381213+0.00209439j 0.00361109+0.00560901j 0.00255115-0.00342268j 0.00137309-0.00631257j -0.00698606+0.00422115j -0.00211847-0.00489699j -0.00201723+0.00160662j 0.00124806+0.000633569j -0.000444842+0.00187186j 
-0.00358474+0.000424646j -0.000468284+0.00997085j 0.00587604+0.0061062j 0.000693127-0.0129961j 0.0035494-0.00281051j -0.00822026+0.0106568j 0.0113908-0.00943741j 0.00397851-0.0137457j -0.00337448-0.0101004j 0.00337768+0.0203922j 0.00720688-0.00223512j -0.0118291-0.0282886j 0.00423422-0.00216059j 0.00451696-0.000239052j 0.00782283-0.00670585j -0.00859331-0.00862422j 0.000585813+0.00285558j -0.0100509-0.00475814j 0.00687509+0.0261466j 0.00759092-0.0319827j -0.00667289+0.0160988j 0.0064152-0.000306984j 0.00618623-0.00873568j 0.00107304+0.000466619j 0.0078559-0.00987702j -0.00794539+0.0112103j -0.00315264-0.00741266j 0.00975184-0.00406365j -0.00636026-0.00542111j 0.00553039-0.00868274j 0.0182028-0.00572049j -0.0156397+0.00173145j -0.00762846-0.0047558j 0.0140568+0.0107248j 0.0103616+0.00128976j 0.00903782-0.000818624j 0.00894702+0.00227061j 0.0168051+0.00631645j -0.00166776+1.9626e-05j 0.0141698+0.00303737j 0.00168469-0.00650078j 0.000305292+0.000949782j -0.00498802+0.00365189j 0.00264973+0.00328477j 0.00557472-0.00973759j 0.000882936+0.00725587j 0.00276714+0.0119287j -0.00857333-0.00690377j 0.0105019+0.00824507j -0.00182952-0.00700211j 0.00529888-0.00320816j -0.000132855-0.00517985j 
0.00211564-0.00314773j 0.00245297+0.0054245j 0.00152349-0.00966254j -0.00489754-0.00691557j 0.00135869+0.00293663j 0.00569384-0.00556135j 0.00292457+0.00136704j 0.00727518+0.00928365j -0.00636953-0.00239401j -0.006674-0.000903762j 0.00117248-0.00206441j 0.00382827+0.00892811j -0.0124697-0.00140131j -0.00656604-0.00114824j 0.014407+0.00181776j 0.0023313-0.00283808j 0.00590934+0.00502032j 0.00257946-0.00899821j 0.0125492-0.015214j -0.00501037+0.000894299j -0.00938977+0.00662741j 0.000876018-0.00436078j -0.00232227+0.0119568j -0.00840026+0.00624309j 0.0126464-0.00648114j -0.00220594-0.00144232j -0.00255413+0.00298703j 0.00357943+0.00100653j -0.00132592+0.00469367j -0.00328177+0.00943216j 0.0106517-0.00990822j 0.00999637-0.00483952j -0.00527357-0.00371043j -0.0215333-0.0104047j 0.00334084-0.00765628j 0.00158048+0.00279161j -0.00656918+0.00330481j 0.00525019-0.003474j 0.00293687-0.00260423j 0.00498252-0.000567329j 0.00889037+0.000389043j 0.000936708+0.00959498j -0.0110471-0.00195263j -0.00241914-0.00407981j 0.00087099+0.00349701j 0.00351778-0.00251593j 0.00255218-0.010996j -0.00145988-0.00040358j 0.0026854-0.0111497j -0.00332222-0.00593935j -0.000922401+9.44187e-05j 0.000683153-0.00121829j 
0.00186646-0.000740503j -0.00237573-0.00432478j 0.00187826+0.0112813j -0.00668562+0.0038557j 0.00530041-0.000275146j -0.000691472+0.00530722j 0.00882737-0.00414939j 0.00884959-0.00328641j -0.00639807+0.00339331j -0.017917-0.00333542j 0.0124623-0.00258696j -0.000580297+0.0161079j -0.00511081+0.000998401j 0.00951378+0.00307941j 0.0179099+0.00608415j 0.000651748+0.0014662j 0.0140791-0.00375133j 0.000310625+0.01533j 0.00964971-0.00546521j 0.00330512+0.00683745j -0.00882938-0.00540915j 0.00872681+0.00100362j 0.000949892-0.00630561j -0.00649096-0.000917722j 0.00792703-0.00390412j -0.00857662-0.00271237j -0.00877119+0.00694617j 0.00588194-0.00505209j -0.000933014+0.000422345j 0.00423342-0.000293634j 0.00585725-0.00340234j -0.0160382-0.00132927j -0.00978204-0.00437743j -0.00602477+0.00736709j 0.009234-0.00229624j 0.00873388-0.000950851j 0.00539964+0.00284272j 0.026366-0.000615189j -0.00291607-0.00191316j 0.00491027-0.000566183j 0.000326598-0.00258181j -0.000935085+0.000547681j -0.00622396-0.00327343j 0.00225811+0.00158437j 0.0020885-0.00422435j 0.00301877-0.00908636j 0.00824379+0.00143615j 0.00277568+0.00597494j -0.00138975+0.00510532j -0.00434817+0.00884514j -0.00632847+0.0047334j -0.000686224+0.00524596j 
0.00115781-0.000207983j 0.000856632-0.00361631j -0.00169352+0.00380828j 0.00202168+0.00261438j 0.0139369+0.00455746j 0.00202545-0.000475018j 0.00441831-0.00415132j -0.0034345-0.00488956j 0.00208932+0.00198388j -0.0126579+0.0042726j 0.00701931+0.00191876j -0.00388837-0.00236484j 0.0204132+0.00133183j -0.00161681-0.000820672j -0.000112067+0.00602749j -0.00531385+0.00185823j 0.00156949-0.00464839j 0.0128377+0.00274791j -0.01034-0.00607021j 1.40426e-05+0.0112647j 0.00665479-0.00200609j -0.00760317+0.00525942j -0.00863408-0.00356249j 0.00286577-0.0011759j -0.000760745+0.00949376j 0.00746784-0.0012285j -0.000873422-0.0033583j 0.000721349+0.00505612j 0.00143773+0.00738508j -0.00204232-0.00235674j 0.0175913+0.00488455j 0.0288839-0.00240027j 0.0139093-0.000984727j 0.00119773+0.00352821j 0.00530419+0.00655742j -0.000428943+0.00209152j -0.014754+0.000954135j -0.00586095+0.00634168j -0.00302073+0.000948085j 0.0079864+0.00270264j -0.00375234+0.000438525j -0.0170771-0.000940042j 0.00636974-0.00149502j -0.0108586+0.00390847j 0.00977417+0.00358977j -0.00837513+0.00168608j 0.00283529-0.00121471j 0.00904198-0.00126607j -0.000177637-0.00329545j 0.00459985+0.00155263j 0.00232675+0.000142442j -2.68288e-05-0.00232977j 
-0.00307671-0.00239566j 0.00308502+0.00923208j 0.00597384-0.00697383j -0.00727045-0.0110758j 0.000452818-0.0061188j 0.00162502-0.00250344j 0.000854713-0.00604307j -0.00949748+0.00436649j 0.00870619-0.00882999j 0.0111406+0.0254909j 0.00249617-0.00121574j 0.00380533-0.00786072j 0.00662556+0.00392507j 0.00702416-0.0183412j -0.00965573-0.00461054j 0.00475366+0.0144453j -0.00762211+0.0141996j 0.00594134+0.010262j 0.000377912+0.0168772j 0.00712114-0.0143416j 0.00574447+0.0111652j -0.00102305+0.000933068j -0.00514646-0.00696865j 0.00181443+0.00031573j -0.00841932-0.00676987j 0.00238697+0.0114354j -0.00676859+0.0102376j -0.0128637-0.00678029j -0.0146344+0.00419697j -0.00888723-0.00227337j -0.00605324+0.00437602j 0.0113145+0.0010421j 0.00177923-0.000424035j -0.0214278-0.00163328j -3.08086e-06+0.00665659j 0.0013414+0.00342286j -0.00120602+0.000473913j 0.00238159+0.0173432j 0.00301434-0.000644473j 0.00481197+0.000207775j 0.0064957-0.0013513j 0.000506549-0.0127714j 0.000586542+0.00497613j 0.00540423+0.00458838j 0.00100003-0.0138158j 0.000978723-0.00927983j 0.00612935+0.0115798j 0.0054096+0.0194322j -0.0100185+0.00897727j -0.00624797+0.00610504j -0.0120107+0.0065787j 0.00666783+0.00943208j 
0.000443543+0.00532976j 0.00207155+0.00182583j -0.000696528+0.00403692j 0.00797305+0.00143583j 0.00194746-0.0103532j 0.00382923-0.00640085j -0.00144962+0.0116995j 0.00308271+0.0174034j 0.0084046-0.0111021j 0.00578316-0.00804336j 0.00385509-0.00632966j 0.00242378+0.00123187j -0.00187948+0.0075009j 0.0104546+0.00397397j -0.0103121-0.0135039j -0.00138437-0.00944989j -0.00584983+0.00500822j -0.000437517-0.00674519j -0.000570266+0.0127829j 0.00677215-0.00736903j -0.00358706+0.00894397j -0.00132312-0.00222208j 0.00036977+0.00241178j -0.00244624-0.00473022j 0.00284194+0.00388443j -0.00319758+0.00226801j 0.00617206-0.00110664j -0.00903952-0.000600414j -0.00787953-0.00282559j -0.00891674+0.0111383j -0.00619326+0.002132j 0.00209723-0.00316339j -0.0050721-0.00428995j -0.0256523-0.00489233j -0.00182495-0.00210778j -0.00106036-0.00422758j -0.00319691-0.00571358j -0.00494402-0.00950484j -0.000494055-0.00101109j 0.00486606+0.000588266j 0.00378284-0.00319359j 0.00952227+0.00636293j -0.000433728+0.0150115j 0.000321574+0.00128355j 0.000428885+0.00279644j 0.00296786+0.0141784j -0.0124845-0.000352127j -0.000985346-0.00674248j 0.00785732-0.000753452j 0.00524605-0.0111434j 0.00442721-0.0108624j -0.0058232-0.00498453j 
-0.00124217-0.00546618j -0.00160664-0.00642731j -0.00964639-0.0174515j -0.000982593+0.00388098j -0.00192165+0.0311821j 0.00508713+0.00196677j -0.00321209-0.0110284j -0.0035196-0.023631j -0.001516+0.0230088j -0.0109096+0.0149308j -0.00573952+0.0198336j 0.0100773-0.0171404j -0.00784863-0.0168091j -0.00932174+0.00243422j -0.000413482+0.00702722j 0.00455108-0.000661479j 0.00850357-0.00186888j -0.00354134-0.010187j -0.0034422-0.000321193j 0.0036836+0.00485645j 0.00745378+0.0050449j -0.00744256+0.00458442j -0.000408577-0.00643778j 0.00143865+0.00493401j -0.00177449+0.012794j 0.00525327-0.00669128j -0.00562833-0.00751818j -0.000352389+0.00864495j -0.00310827+0.00448588j 0.000669337+0.00592028j -0.0129139-0.000109599j 0.0180943+0.000786452j 0.0235046+0.0126472j 0.0243128+0.017165j -0.00364399+0.0031095j -0.00718483+0.0016565j -0.000464258+0.00171242j -0.0138559+0.00185285j 0.00242129-0.0046429j -0.00513171+0.00120426j 0.00264061-0.00321893j 0.000765367-0.00273976j 0.000597214+0.0102955j 0.00105742-0.00182486j -0.00313047-0.0133826j -0.00145064-0.00108236j -0.00394759-0.00928707j -0.00175678-0.000720008j -0.00323276-0.0101215j -0.00264286-0.0128778j 0.00210419-0.000567689j 0.00746881-0.00135236j 
-0.00239272+0.00218125j 0.000262477+0.00137647j -0.00950227+0.0125312j -0.00310133+0.000266005j -0.00958997-0.00478356j -0.00382042+0.00675677j 0.0121971+0.00721421j 0.0118291+0.00657412j -0.00961176+0.00127678j -0.00915985-0.000796918j -0.00137803-0.00899145j 0.0174332+0.00585724j -0.000895193+0.00974545j -0.0010052-0.00191871j -0.0100289-0.00158223j 0.0136869-0.00509232j 0.0153743-0.00570758j -0.00931362+0.00296483j 0.00783939-1.32561e-05j 0.0135404-0.000766435j 0.00707841-0.00620799j 0.012416-0.00902123j 0.00435136-0.000848655j -0.0126826-0.00466714j 0.0130147-0.00174727j 0.00753895+0.00434319j -0.00699265+0.000986429j 6.85401e-06+0.00536071j -0.0256727+0.001592j -0.0375486+0.00823419j -0.0311098-0.00181594j 0.0319429+0.00492853j 0.0417456-0.00977407j 0.0415449+0.00343342j 0.00460312+0.00322863j 0.000212528+0.00198329j 0.00999774+0.00317958j 0.0111481+0.00605295j -0.00032465-0.000693182j 0.00656216+0.000391493j -0.00697259+0.000954869j 0.000478878-0.000727756j -0.00129241-0.00111228j 0.00168921+0.000387902j 0.000508975+0.00168391j 0.00249246+0.00414349j 0.00476911-0.000196996j -0.00740967+0.00545035j 0.00709139+0.00185736j -0.0012291-0.00723388j 0.00047377-0.0039459j -0.00143968+0.00431466j 
-0.000550911-0.00595917j -0.00554519+0.00332854j -0.00813828-0.00582528j 0.00674706-0.00619666j -0.026834+0.0122332j -0.0182274-0.0017445j -0.00316919+0.00721257j -0.0128198-0.00511127j -0.00630718+0.0017684j -0.0125758+0.00499313j -0.0159834-0.00664659j 0.000753607-0.00337475j 0.0106194-0.00917413j -0.0107298+0.00668961j -0.00968636+0.00302601j -0.00420812+0.00586447j -0.00633903+0.00218875j -0.0122839+0.00650749j 0.00520735-0.00522358j 0.0139801-0.00291555j 0.00235396-0.00170015j 0.00775243+0.00726555j 0.00459894+0.00628432j 0.00572263-0.000389822j 0.0088181-0.0092414j -0.00475684+9.39085e-05j 0.0093696+0.0152269j 0.0213776-0.0132633j -0.00151342+0.000465566j -0.00324877+0.0086031j 0.0132245+0.0078519j -0.000288969+0.0037299j 0.00689823+0.00133841j 0.0383293+0.00514879j 0.0108968-0.000818373j 0.0082024-0.00726196j 0.00422909-0.00890578j 0.0171583-0.0104243j -0.000866213+0.00099711j 0.00735963-0.000561904j 0.00342775+5.71772e-05j -0.00064132+0.00667989j -0.0108279+0.0187054j -0.00258404+0.00847457j -0.00873462+0.0116036j 0.00763905+0.00380589j 0.000336379+0.00321486j -0.00579308-0.00855822j 0.00164139+0.00178307j 0.00122592+0.0159746j -0.00128092+0.00454079j -0.00920078-0.00410203j 
0.00502898-0.00101336j 0.00535414-0.00110829j 0.0100951-0.00494544j 0.00627849+0.000912429j -0.00249146-0.00425053j 0.00907064-0.00569353j -0.0158073+0.00551032j 0.0263947+0.00244724j -0.022633-0.00219619j -0.00802361+0.0104111j -0.0097384+0.00482196j 0.0133915-0.00152399j -0.00725371+0.000935134j -0.0245667+0.0106559j 0.0058243-0.000308219j -0.0103699-0.000400655j 0.00669191-0.000205047j 0.00451123-0.004806j -0.014357+0.00533289j -0.0162146+0.000430538j -0.00113827+0.00493903j -0.0192712+0.00341299j 0.00208986+0.00391693j 0.0129047-0.0112521j -0.00427543+0.00538083j 0.0070364+0.00239243j 0.00452157-0.00606564j 0.0125923-0.00129039j 0.01312+0.0156217j 0.0141198-0.00284096j -0.0028306+0.00121015j 0.00895056-0.00312372j 0.0264804-0.00926939j 0.0405794+0.00387078j -0.00489844+0.00485195j -0.00587497-0.000526589j 0.00224145+0.000702364j -0.017062+0.0136641j 0.00234919-4.25979e-06j -0.0116104+0.00102434j 0.00541983-0.00376582j -0.00828096+0.000312255j 0.00210461+0.016657j -0.00193277+0.00662827j -0.0121153-0.00976834j -0.00880789+0.00302027j -0.00632629+0.0110111j 0.00427935+0.00567486j -0.0142129+0.00533752j 0.000780534-0.00162026j 6.40671e-05-0.000386834j 5.42246e-05+0.0014516j 
0.000244958-0.000114154j 0.000963622-0.00214189j 0.00823486+0.0011198j -0.00500555+0.00118616j 0.00367417-0.00412761j -0.00120147-0.00922885j 0.00945744-0.00278124j 0.00905644+0.0071989j -0.00823987-0.00414967j 0.00952818-0.0138231j 0.00558049-0.00538805j 0.00197647+0.0168584j -0.00096951+0.00305271j 0.00692832-0.00255122j 0.00713242-0.00329095j 0.00172175-0.00149867j 0.00339214-0.0030416j 0.0065033+0.00658097j -0.000440684-0.00671487j -0.00128458+0.00623354j 0.00418831+0.00423993j 0.00549408-0.00847666j 0.00184585-0.00532748j -0.00374402-0.01409j -0.00480929+0.00710458j -0.00199896-0.00111085j -0.00200954+0.000727236j -0.00737136-0.0186001j -0.00710154+8.94013e-05j -0.0105733+0.0057405j -0.0103698+0.00643045j 0.00386567-0.0079393j 0.00122049-0.00720148j -0.00512074+0.00608133j -0.00549496+0.00366784j 0.000356463-0.00541269j 0.00611303-0.00260434j -0.00227814-0.00176289j -0.000795794-0.00231564j 0.00371299+0.00248063j -0.00751604-0.00789407j 0.00285876-7.26673e-05j -0.00130827+0.0328148j -0.00531263+0.013957j 0.0130111-0.0151073j -0.00135751+0.00316371j -0.00206265+0.0113681j -0.00542476-0.00269749j 0.00279489+0.0102089j 0.00189756+0.0101034j 0.00334891+0.00152109j -0.00235101-0.000719883j 
-0.00208196-0.0082362j 0.00149599+0.00309338j 0.000578206-0.0114257j -0.00871098+0.00550621j 0.00579375+0.00217807j 0.00947621+0.00771415j 0.00730815-0.00228225j 0.00514907+0.0078994j 0.00383948+0.0020729j 0.00665648+0.00987001j 0.00821152+0.00925702j -0.0019048-0.0169631j -0.00312789-0.00743857j 0.00832531+0.0166081j 0.00254307-0.00957404j 0.00631019-0.0105549j 0.00697817+0.00865837j 0.00247662-0.00373156j -0.00808-0.0120957j -0.00189772-0.00415036j 0.000702302-0.00675695j 0.0121871+0.00899197j 0.002374+0.0125834j -0.00354833-0.00472637j -0.00310657+0.00989394j -0.00877849+0.0259043j 0.0150806+0.0116157j -0.00591214+0.00397422j 0.000986077-0.0097785j 0.00122943-0.00100926j -0.00590372+0.00345979j 0.0068453-0.00617474j 0.00157383+0.00547511j -0.00614184+0.0145362j -0.00363087+0.0014197j -0.00410041+0.001734j -0.00280991-0.00071937j -0.0132869-0.00389412j -0.0037366-0.00239214j 0.00246863-0.00268062j -0.0012437+0.0009814j 0.00584354-0.00482927j 0.00414916-0.0112319j -0.00334128-0.00130676j 0.000301585-0.00839757j 0.0107258-0.00103371j 0.0006884+0.00820875j 0.0108214-0.0135263j -0.000652916+0.000661419j 0.014518-0.000208988j -0.00108045-0.00679734j -0.0138437+0.00746126j 
-0.00306258-0.00667028j -0.00473135-0.00141437j -0.00886874-0.0117642j -0.00566556-0.000710181j -0.00964246+0.00715633j -0.000440013+0.0047618j 0.000658699+0.000675877j -0.00466694+0.00850726j -0.00214821+0.00214469j 0.00207232+0.010891j 0.00506918+0.00361967j -0.00916773-0.000933033j -0.0016332+0.00348988j 0.00461356-0.00129387j 0.000905973+0.00729296j 0.0015657-0.0020645j -0.000643198-0.00306746j -0.000629665+0.00390857j 0.000251834-0.00654567j -0.000922967+0.00403773j -0.00391825-0.00645353j 0.0126427-0.00711711j 0.00968629+0.0110082j -0.00478131-0.00641693j 0.00627021-0.00117985j 0.00181381+0.00183964j 0.00817472+0.00578261j 0.00688901-0.00959312j 0.00585872-0.00563943j -0.00162388-0.00171928j 0.00245793+0.000474025j -0.0088092+0.0043772j -0.0122027-0.00440086j -0.00309162+0.0056491j 0.00275389-0.000280476j 0.0052224-0.0047393j 0.00571452-0.00305025j 0.0110524-0.00964154j -0.00180325-0.00206427j 0.000504801+0.00251071j -0.00392861-0.00372134j -0.00523556+0.00581506j -0.00533532+0.0100062j -0.00318416+0.000226127j -0.00067992+0.00389169j -0.000232301+0.0102919j 0.00454404-0.00126182j -0.00114601+0.00199727j -0.00386862+0.000492716j 0.00476881-0.0102886j -0.00278923-0.0103527j -0.00812937+0.00792868j 
