-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
-0.00391927+0.00956062j 0.00350662+0.00584996j -0.000348006+0.00482205j -0.00689496-0.00643071j 0.000554746-0.00960732j 0.0025458-0.011542j 0.00242671+0.0288253j 0.00134054+0.0197558j -0.00112999-0.0178075j 0.00280767-0.00139617j -0.00651978+0.0208418j -0.00818416+0.020614j -0.00304221+0.00950949j -0.00171776+0.0157102j 0.00424799-0.0123125j 0.00574491-0.00485414j -4.29434e-05-0.00872625j 0.0030054-0.0118028j 0.00247681-0.00396117j -0.0015835-0.0020109j 0.000745237-0.020689j -0.00178985-0.000446507j 0.00452668-0.00407458j 0.00297806+0.00455396j 0.00375564+0.00132089j -0.000184942+0.00149629j -0.00482226+0.00211529j -0.00354786+0.00738217j 0.000478681-0.000495513j -0.0020654+0.00186995j -0.0104834+0.0105559j 0.00440077+0.00656383j -9.33859e-05+0.0115297j 0.000684896-0.00866904j 0.00580269-0.000674841j 0.00124517+0.00270974j 0.00272191+0.00807197j -0.00540786+0.00557488j -0.00283466+0.00166249j -0.00241602-0.00201707j -0.00843633+0.00239118j 0.00531739-0.00563799j 0.00564247-0.000636026j 0.000563645+0.00498703j 0.000999972-0.00309266j -0.000753752-0.00770403j 0.00569782-0.00328347j -0.000128574-0.00186733j -0.00148814-0.00478728j -0.00177623-0.00110346j 0.00028436+0.00243763j -0.000818028+0.0021279j -0.00192944-0.00106602j -0.0041469-0.00111698j -0.00223609+0.0039181j -0.0020574+0.00587939j 0.00421576-6.26202e-05j 0.00111086+0.00106419j -0.000338675-0.0070902j -0.0058802-0.00146319j 0.00437682+0.00227041j -0.00419459-0.0131241j 0.0060097-0.00955911j -0.000757748+0.000273894j -0.000169029-0.00184348j 0.00183202-0.000911439j 0.00152997-0.0190222j 0.00445015-0.0156055j -0.0124489-0.00734969j 
-0.00590059-0.00287358j 0.00508119+0.00833623j 0.00545761+0.00379156j -0.000839117+0.00971311j -0.00888197+0.000796554j 0.00335052-0.0181896j -0.00544114+0.0136596j -0.00746589+0.00998553j -0.00762184+0.0127242j 0.0228536+0.0169281j -0.00286191+0.0126935j 0.0139443-0.00275893j 0.00649703-0.0113136j 0.0104573-0.00297908j 0.0164443+0.0248893j -0.000982674+0.009779j -0.00253197+0.0119929j -0.0100575+0.00716j 0.00054846+0.00303924j -0.00241022+0.00147796j -0.000559358+0.0160984j -0.00305418-0.000877998j -0.00641622-0.00531298j -0.00989288-0.00892411j -0.000999885+0.000347974j -0.0114766-0.00274954j -0.00482105+0.00250778j 0.00650041-0.00512557j 0.00561377-0.000147846j 0.0017006-0.00199385j 0.00468691-0.00876553j 0.0172582-0.00106902j -0.0081289-0.00805634j 0.0102679+0.009907j 0.0064726+0.00341431j -0.00606417-0.00359713j -0.0069671-0.00754177j -0.00221997-0.0155639j -0.0124424-0.000744324j 0.0092816+0.0165062j -0.0133072+0.0155088j 0.0165158+0.0168849j -0.01158+0.0122839j -0.0023346-0.00601746j -0.00249827+0.00310995j -0.000146013+0.0082069j -0.0140706-0.010124j -0.00213252-0.00348771j -0.00129907+0.00145228j -1.23666e-05+0.00288199j 0.00327323-0.000877893j 0.00186778-0.00138604j -0.00456809-0.000193279j -0.00216307-0.00151241j 0.0120125-0.0177582j -0.0105976-0.00877079j 0.00734321+0.00612116j 0.0111421+0.00976754j -0.0108842+0.00501259j -0.00591284-0.00416339j -0.011428-0.00747882j -0.00120905+0.00940835j -0.00821446+0.0122859j 0.00617058+0.0160979j -0.000621245+0.00925355j -0.0101986-0.022172j -0.00573251+0.0197535j 0.0098961-0.00626732j 0.00423819-0.00573855j 
0.00674264+0.00206557j -0.00153232-0.00393419j -0.0132687-0.011264j 0.00360647+0.000323801j 0.0160513+0.0141881j 0.0183694-0.0112739j 0.0189648+0.0174072j -0.0099007+0.00136856j -0.00801198+0.0170664j 0.00776912-0.0332707j 0.00331656+0.00537837j -0.0139608-0.0348663j 0.0123127-0.011823j 0.00480752-0.0247701j 0.0303575-0.0209885j 0.013068-0.000956434j -0.00838754-0.00961035j -0.0107693+0.00551068j 0.0122467+0.00375525j -0.00286002-0.00126675j 0.000929855+0.00840447j 0.00137185+0.00440543j 0.00284383-0.00148323j -0.00507822-0.00116443j -0.013377+0.00625766j 0.0071427-0.00393218j -0.000464672-0.00697363j 0.000276101-0.000786633j 0.00120696+0.00534912j -0.0061422+0.00176457j -0.00515023-0.00753345j 0.00020903-0.00062354j -0.00804339-0.000878002j 0.00888851-0.00165798j 0.0120491+0.00153136j -0.00467455+0.00129918j 0.00424476+0.00677332j -0.00375613+0.0004977j 0.0067154-0.00170603j 0.00217323+0.00463716j -0.00878553-0.0171451j 0.00517976+0.00441778j 0.000295796-0.00555152j -0.00519152-0.00141251j 0.00228421-0.00164323j -0.00833053-0.00315832j 0.00275411-0.00158773j 0.000537968+0.00319661j 0.00425969+0.00015926j -0.00179459+0.00230862j -7.67821e-05-0.000830402j 0.000698957+0.00338929j 0.0016082-0.00320984j -0.0008436-0.00117447j -0.00235006-0.000956439j -0.000851754+0.00257337j -0.00658918-0.0025629j 0.0042844+0.00985198j -0.00595216-0.00600498j -0.00710318-0.00180778j -0.00528424+0.00413591j -0.0109684-0.00112055j -0.00340101-0.00680355j 0.00714001-0.00136254j 0.00289437-0.00483048j -0.0111923+0.00275611j -0.0041156-0.00580679j 0.00284973-9.94255e-05j 0.000848038-0.00442981j 
0.0063169+0.00157747j 0.00111524-0.000332576j 0.00681417+0.00444279j -0.00179199+0.000370768j 0.000978943-0.000136752j -0.00121945-0.00552025j -0.0101462-0.00114994j -0.00612334+0.0129032j -0.000886162+0.00777496j 0.0131909+0.00504666j -0.00777314+0.00192365j 0.00642324+0.00256089j 0.0017636+0.00614552j 0.0115911+0.0018078j 0.0100937+0.00470867j 0.00771904+0.00387971j -0.00130826+0.00155675j -0.00325306+0.00618594j -0.00551983+0.00603222j -0.00172032+0.00545217j -0.00062375+0.011476j 0.00401421-0.0172242j 0.000447491-0.00120211j -0.00340951-0.00307289j 0.000712037+0.00362976j 0.00254233+0.000289991j -0.00298966-0.00427426j 0.00265543-0.0306725j -0.000513798-0.030095j 0.000416259-0.0138529j 0.00206827+0.0223642j -0.0014558+0.0130508j 0.00290261+0.00753949j -0.00586151+0.00965079j 0.0020714+0.00517715j 0.00376997-0.00237849j -0.00189041-0.00388579j -0.00090458+0.00784926j 0.0144412-0.0127639j -0.00629058+0.00385294j -0.00242651-0.00995535j -0.015724+0.000454909j -0.00331248-0.0137615j 0.00356446+0.000239447j -0.00349143+0.0018338j -0.00645253-0.00219497j 0.00583156+0.00311173j 0.00394834+0.000687914j -0.00130452+0.000413285j -0.00313846+0.000371056j -0.00020397+0.0015938j -0.0025194+0.00317607j -0.000415808-0.000598856j -0.00144055+0.00724892j 0.00123384+0.00707334j -0.000890967+0.00032973j 0.00345788+0.00341575j 0.00201986+0.00356466j -0.000164799+0.00124364j -0.00601614+0.0118496j -0.00271129+0.00148243j -0.00339808-0.00195632j -0.0081091-0.00971448j -0.00440645-0.00634031j -0.00540996-0.00412363j 0.00596492+0.00455619j -0.00649288-0.0056969j -0.00177855+0.011189j 0.00702442-0.000421843j 
-0.00387059+0.00196711j -0.00176633+0.00174772j -0.0147839-0.0142865j -0.000433923-0.00412351j 0.00894578+0.00712435j -0.00715293+0.0105624j 0.0167594-0.00137699j 0.00457157-0.00961878j 0.00543647-0.000603517j -0.0204205-0.00478826j -0.00287266-0.00287048j -0.00924688-0.0038182j -0.00153833-0.00379602j -0.0164797+0.000496808j -0.0150394-0.0134464j -0.0011198-0.0131324j -0.00300066-0.00601688j 0.000471498-0.00535699j 0.001228-0.00323837j 0.00400495+0.00338478j -0.0013056+0.00186524j -0.000123335+0.00854235j 0.0022614-0.00564701j 0.00283622-0.00806618j 0.00128889+0.00629731j 0.000484688-0.00561756j -0.000186212-0.00936354j -0.00361512-0.0249056j -0.00105303-0.0208013j 0.000396995-0.0196069j -0.00829732-0.00149724j -0.00212518+0.0153171j -0.000302283+0.00887577j 0.00261076-0.0043459j 0.000794967-0.0070396j -0.00272843+0.00444565j -0.00449223+0.0101381j -0.00747572-0.00112768j -0.0160511+0.00524476j 0.00427127-0.011098j -0.00740844+0.0123763j 0.0173766+0.00338139j 0.000184621+0.0033576j -0.00319313+0.0026962j 0.00306815+0.00133774j 0.0078513+0.00181547j -0.00506314-0.0109671j -0.00337519-0.00304368j -0.00245761-0.00308147j 0.00153729-0.00195854j 0.000706113+0.000670414j 0.00328442+0.000723412j -0.000861486+0.000705089j -0.000224037-0.00283297j 0.00473089-0.000247077j 0.00659838+0.00257581j -0.00535071-0.000426563j -0.00292966-0.00318015j -0.000833765-0.00410829j 0.00381112-0.0117968j -0.00179372-0.00458182j 0.00596765-0.00380206j 0.0134892+0.00390995j 0.0036501+0.00626552j 0.00351657+0.00517653j -0.00160109-0.00982146j 0.0122503-0.00162004j -0.00192998-0.0123947j -0.00629387+0.00605846j 
0.00421923+0.000715762j 0.00426353+0.00450969j -0.00269669+0.0043168j -0.00814526+0.0026198j -0.00965703+0.0022076j -0.00111297-0.00777755j -0.0104748-0.0113599j -0.00648263+0.00576335j -0.00211346+0.00737219j 0.0228957-0.00790262j -0.0192631+0.00146127j -0.00312811+0.00847269j 0.0104893+0.00202825j 0.00337471+0.001288j -0.0124223-0.00709353j 0.00840879-0.0154129j 0.000795156+0.00307025j -0.00386673+0.00774728j -0.00379061+0.00370535j -0.00363886+0.00360262j -0.00165876-0.00603136j 0.0083085-0.0103672j 0.00645115+0.0101686j 0.00221139+0.00772267j 0.00205528-0.00635537j -0.0027655-0.00491544j -0.00597703+0.0048057j -0.00387139+0.0110492j -0.00112748+0.0063611j -0.00331109+0.0109981j -0.011679+0.0176531j -0.00157427+0.00364566j 0.00913165+0.00112432j -0.00207881+0.00295078j -0.00574748+0.0103136j 0.0160304+0.002412j -0.00158097-0.00370176j -0.0200857+0.008205j -0.0172883-0.002325j 0.000753096-0.014392j -0.0256973+0.00601655j 0.00456895+0.0351266j -0.0102278-0.0312797j -0.000585423+0.00175837j 0.00199834-0.00123831j 0.0100285+0.00693447j 0.00689378-0.0219123j -0.0030032-0.00288413j -0.0077032-0.0109752j -0.00468949+0.00761512j -0.000485317+0.00603149j -0.00124079+0.00605761j -0.00488063-0.00112174j -0.00694476+0.00868013j 0.0198903+0.0145573j 0.00599293+0.00638787j 0.00421624-4.14593e-05j -0.00288322+0.00713608j -0.000781843-0.00846236j -0.00401769+0.000293287j -0.0152966-0.00983057j 0.00625333-0.013828j 0.0135021-0.0140072j -0.00326773+0.00576603j -0.00119399+0.00045038j 0.00802814-0.0131543j 0.0152872-0.0120919j -0.00139366+0.00682355j 0.00764047+0.00775649j 
0.00271666+0.00419684j -0.00200088+0.00105069j 0.0122851+0.00878651j 0.016876-0.00421912j 0.00382665-0.00888041j -0.0121021+0.00310165j 0.00228192-0.018158j -0.0014091-0.0201954j 0.00482685-0.00809388j 0.00279211+0.0332204j 0.00274624-0.0111703j -0.0134574-0.0123604j -0.00720622-0.00362575j -0.0121868+0.0118291j 0.0151924+0.0170167j 0.0111807+0.0134119j -0.0024476+0.00171937j -0.00296611-0.00370779j 0.0056128-0.00439105j 0.00928217+0.00629157j 0.0012001-0.00470587j -0.00990858+0.000974123j -0.00267484+0.00450521j 0.00133951+0.00407805j -0.00435759+0.00342839j 0.00354999-0.00642091j -0.0042944-0.00400935j -0.00352187-0.00716383j 0.00120338+0.00394661j -0.000911487+0.00313703j -0.00353482-0.0135383j -0.0036639-0.00326985j 0.000765102+0.00147281j 0.00974807+0.00695774j 0.00858792+0.00799654j -0.0040018-0.00217971j -0.00101166-0.00210474j 0.0075651+0.0032584j 0.0157873-0.00445065j -0.00762201+0.00210996j -0.0158157-0.0193197j -0.000661167+0.00865712j -0.0116281-0.0205288j -0.018727-0.00192319j 0.00304726+0.00171177j -0.0110331-0.00463428j 0.0142387+0.000100716j 0.00640548+0.000142688j 0.000660255-0.00352242j -0.0022918+0.0043893j -0.00179415+0.00413525j 0.000243064+0.00273056j 0.000678074-0.00266311j -0.00420745-0.000672043j 0.0106018+0.013259j 0.0113363+0.00779014j -0.00648311-0.00433903j 0.0011065+0.0108125j -0.00845497-0.0117884j -0.010061+0.00367231j -0.00396237-0.00023572j -0.0172822-0.0111758j -0.0050432-0.0134053j 0.00400494+0.00082743j 0.000377035-0.0042886j -0.00797705-0.00353417j -0.00152692-0.0172663j -0.00606279-0.00352774j 0.00730344+0.00474115j 
-0.0124077-0.00257768j 0.000456758-0.00262643j 0.00357754+0.00485782j 0.0212733-0.00790513j -0.00246047-0.00282033j -0.00361423+0.00649054j 0.0136528-0.0123531j 0.00619172-0.0114492j -0.0131357-0.00074277j 0.000559161+0.00867279j 0.00440313+0.000913628j 0.00193764+0.0123892j 0.003959-0.00470476j -0.0166314+0.00214566j 0.0255489+0.00215764j 0.00795072+0.000499023j 0.0122924-0.00439511j 0.0126585+0.0127493j 0.0242577-0.00281933j 0.00104993-0.0148705j -0.00286142+0.00399326j -0.00842582-0.0042317j 0.0103707+0.0137576j 0.00417916+0.00530158j -0.00767427+0.00756221j 0.0110561+0.0126822j 0.00413285+0.00629494j -0.00449523-0.00589502j 0.00467321-0.0066425j -0.00822041-0.00302811j -0.013643-0.00161799j 0.00863269+0.00395048j -0.0062631-0.00208182j 0.0103143-0.00485724j 0.0139077-0.00297422j 0.0040416+0.00395458j 0.00554427+0.00550557j -0.0178293-0.00487194j -0.0138185-0.00506849j 0.0136365-0.00549628j 0.00460311-0.009584j 0.0308031+0.0085653j 0.00614696+0.0082747j -0.0110314-0.00449578j 0.0100745+0.00811883j 0.00877252+0.0109316j 0.00140405-0.00410513j -0.00398102-0.00816341j 0.00826612+7.89195e-05j 0.0057522-0.00495899j 0.000258956-2.9321e-05j 0.00091534-0.00420959j 0.00132523-0.00499796j -0.00287107-0.00899026j -0.0160692-0.0140326j 7.92245e-05-0.0112552j -0.00159557-0.00425183j -0.0049079-0.00266464j -0.00183404+0.00339096j -0.00300377-0.0063869j -0.00257503+0.00535005j -0.00891243+0.00654002j 0.013634+0.0139203j 0.0191561+0.00118699j 0.0136741+0.00462926j -0.0256594+0.00011372j 0.00832374+0.0196362j 0.0150404+0.00106525j 0.000214856-0.00996334j 
-0.00377262-6.13417e-05j -0.0038797+0.000990467j 0.013976+0.0078489j 0.00298493+0.0063804j -0.0154723-0.00771718j 0.00995637-0.0145492j -0.0246274-0.00900817j 0.00540838+0.00798482j -0.024014+0.00572648j 0.0196623+0.00109797j -0.00605698-0.000412591j 0.0136093+0.0142175j 0.00643653-0.0077533j -0.00126509-0.00537884j 0.00256378-0.0135908j -0.000800682-0.00531251j 0.00396092+0.00108836j -0.000610122-0.00464096j -0.000544341-0.00201892j 0.00543291+0.0014677j -0.00420755-0.0158266j -0.00517508+0.00795097j 0.00505104-0.00789323j 0.00498183+0.00289062j 0.00392731+0.0187911j 0.00549604-0.00989879j -0.004855-0.00654692j -0.00466295-0.00301153j 0.00493348-0.00434104j -0.00139724+0.000101339j -0.0102412-0.00409762j -0.00160521+0.00417371j -0.00159819+0.0141203j 0.000547902-0.0173611j -0.00716259-0.013985j -0.000357646+0.00664241j 0.00309799+0.0143001j 0.0114202+0.0120148j 6.53795e-05+0.0133157j -0.00542411-0.0169711j 0.00385857+0.00181528j -0.00658327-0.0193512j 0.00367932+0.0143453j -0.00810401+0.0053784j 0.00401727+0.00288755j -0.00596845-0.00597519j 0.0113938+0.0270392j 0.000855061+0.00194491j 0.000131116-0.00390041j 0.00354931-0.0134068j -0.00126029-0.00585449j -0.00168893-0.00517366j -0.000234021+7.54542e-05j -0.00321344-0.0091869j -0.00649694+0.0127201j 0.00315886+0.0110661j -0.000968315-0.0226031j -0.00831839-0.0172937j 0.00561665-0.00248382j 0.0105325-0.000641311j 0.0135525+0.00339646j -0.00577926-0.00510019j 0.00775588+0.00348117j -0.000989011-0.0124141j 0.00586242-0.00286781j 0.00277336+0.022036j 0.00813468-0.0160212j -0.0108243-0.0114046j -0.00706686+0.00474191j 
0.00515511+0.00339917j -0.00105194+0.000820232j -0.00558227-0.00821375j 0.000650119+0.00616993j 0.0148255+0.0106563j 0.00580882+0.0042804j -0.00242164-0.00166648j 0.0039521-0.00668454j 0.00823752+0.00420411j 0.00456528-0.00781155j 0.0116702+0.00854086j -0.00386194+0.00335154j -0.00144972-0.00219435j -0.00466064-0.00183341j -0.00475032+0.0152844j -0.0225142-0.000227135j -0.0180551-0.0138303j 0.00134599+0.00243907j 0.0047564-0.00194953j -0.00361713-0.0193538j -0.00451833-0.000635996j -0.00652685-0.0093941j 0.00121229+0.0101954j 0.00400358+0.00195477j 0.0074816+0.00147515j -0.00800193+0.0106941j -0.00790832+0.00881302j 0.0015696+0.0018564j 0.00549434+0.000858949j -0.0028892-0.0012341j -0.0136101-0.00338586j 0.0168662+0.00989058j 0.00819927+0.0132269j -0.00574813+0.000170123j 0.0130887+0.0113615j 0.0178959+0.00837066j 0.0127878+0.00202056j 0.00200803-0.0111629j 0.0321076-8.95999e-05j -0.0262299+0.00578796j -0.00363478-0.0163185j -0.00700719+0.0133527j -0.0105091+0.00209563j -0.00165897+0.00604358j -0.00103426-0.00500402j -0.00872194+0.00483444j 0.0051367+0.00935106j 0.000630959+0.000491832j -0.00724432-0.00609653j -0.000426185+0.00483251j 0.00599405-0.00212986j 0.00316954-0.000903488j -0.00174014-0.00384297j 0.00420596+0.00272676j 0.00144194+0.0188948j -0.00334532+0.0185234j 0.0102954-0.00312413j 0.000521948-0.00251574j -0.00380432-0.00543413j -0.0191617-0.00227874j 0.0062347-0.0300519j -0.0253838-0.00808294j 9.81197e-05+0.0121892j -0.00887705+0.00727752j -0.00760751+0.00443609j 0.00589614-0.0100438j -0.00594874-0.00513076j -0.00981071-0.00170439j 0.00164825+0.00707812j 
-0.00319624+0.00186219j -0.00787377+0.00234005j 0.00240936+0.00600087j 0.00559505-0.00788573j 0.00966943-0.0103953j -0.00213285-0.00446753j 0.00646223+0.0055135j 0.00379222-0.0107608j -0.00437092+0.012622j 0.0146458-0.00576596j 0.023696-0.0175734j -0.000502184+0.00437647j 0.0187422+0.00151547j 0.00359562+0.0157283j 0.0109618-0.0107434j 0.012223+0.0213351j 0.00816819+0.00780867j -0.00166236-0.0115954j -0.00131439-0.0167951j -0.000855348+0.00746006j -0.00542336+0.00868088j 0.00928469+0.0105322j -0.00772705-0.0116922j -0.000163354-0.00557066j -0.000902524-0.00051165j 0.00516488-0.00153835j -0.00611668+0.000460477j 0.000505023+0.00299535j 0.000687379-0.00397764j -0.0104991+1.48835e-05j -0.0172157+0.00376919j 0.00175167-0.00911864j 0.00593595+0.0031985j -0.00684952-0.00679613j 0.00795312-0.0106919j 0.0150858+0.00593253j 0.0075186-0.00970473j -0.0149976+0.000519149j -0.0040845-0.0053324j 0.00836047+0.0276126j 0.00207017+0.00215243j 0.00685707-0.00959701j 0.00232507+0.00114366j -0.00390776+0.00586337j 0.00542664-0.00520772j 0.0106832-0.0126744j -0.0136656+0.0115764j -0.00874192+0.00580824j -0.00390176+0.00582075j -0.00157407+0.00216231j 0.00767368-0.00218559j 0.00464798-0.000734382j -0.00220854+0.00507735j 0.00868798-0.00400124j -0.00610567-0.00102287j -0.0189356+0.008301j 0.0185446+0.00369579j 8.23324e-05+0.00340962j 0.00447345-0.00524775j -0.00728671+0.000605157j 0.0142765-0.00763359j -0.00519453+0.00107851j 0.00760219-0.00400448j 0.000828036-0.00118225j 0.00165494-0.00063615j -0.00309396-0.00368103j 0.0119499-0.00145879j -0.00126482-0.00517071j 0.00586541+0.00632734j 
-0.00729376-0.00460843j -0.00366734-0.000495216j 0.00468285+0.00369839j -0.00168621+0.0115913j 0.000321695+0.00430271j -0.00126046+0.00569924j 0.00504154+0.00712285j -0.00904193-0.000116554j 0.00186249-0.00440622j 0.0169828-0.00840956j 0.0321605+0.00164528j -0.0211918+0.00927066j -0.00502859+0.00508931j 0.00531088-0.00118621j 0.0114437+0.0195868j 0.00175628-0.0039262j -0.00922322+0.00587205j 0.0127962+0.00337868j 0.00150719+0.0171238j -0.00452205-0.00616643j 0.00524824-0.013002j 0.00269137-0.00161173j -0.00242804+0.00261901j -0.00234285-0.00461136j 0.0155875-0.00636393j -0.00622404+0.00155698j 0.00218801-0.000282394j -0.000846539-0.00288696j -0.000744733+0.000773921j 0.0125701-0.00811256j 0.00860647-0.000138957j -0.0131691+0.0103519j 0.0112363-0.0104556j -0.000345956+0.00265501j 0.00128449+0.00624419j -0.0223724-0.00686927j -0.00423703+0.0131857j -0.00880558+0.00197822j -0.00985488+0.0205868j 0.0110093-0.0195329j 0.00643615+0.00437362j -0.00297178-0.0007589j -0.0120869+0.00490275j 0.0107353-0.00696368j 0.000825361-0.00511072j -0.00105163+0.00077783j -0.00307397+0.00698771j -0.0034239+0.00158076j 0.0022792-0.00581174j -0.0106554+0.00590533j -0.0027136-0.00691178j -0.000348326-0.00403895j 0.00487499+0.0011288j 0.00752051-0.0119637j -0.000845601+0.00271626j -0.00494743+0.011183j -0.00569078-0.00535032j 0.00676983+0.00177492j -0.00708888+0.000822312j 0.00192745-0.0013527j 0.00288018-0.0057102j 0.0152113+0.000419451j -0.00153601-0.00259666j -0.00487304-8.0268e-05j -0.00386685-0.000324717j -0.00322321-0.000125993j 0.00545325-0.00303471j -0.00290104-0.0077938j 0.000497007+0.00124016j 
-0.000894918-0.001154j -0.00228917+0.00687713j 0.0078012-0.00412439j -0.00282212+0.00145399j 0.00653759+0.00323626j -0.0236788+0.00489583j 0.00775423-0.00617709j -0.0334957-0.00026785j 0.00128528-0.000816936j -0.0120524-0.0205726j -0.00665455-0.0139089j 0.00362592+0.0191137j -0.00892559+0.000808896j 0.0127776-0.00304779j 0.0187859+0.00793752j 0.0147996-0.00719837j 0.000114395-0.00436554j 0.0114227+0.00380615j -0.00338017+0.00455602j 0.000568331-0.00211937j -0.00574696+0.00730095j -0.00944484-0.0140118j 0.00504054+0.00501064j -0.00190262-0.000281377j 0.00139519-0.00305805j -0.000122793+0.00119075j -0.000639892-5.35424e-05j -0.00710102+0.0056696j 0.00147403+0.00614659j 0.00169608+0.00326813j -0.00952342-0.00292419j -0.00488418-0.001075j 0.0142877+0.00800065j 0.00283437+0.000707111j 0.00449826-0.00262712j 0.00593806+0.00999403j -5.53284e-05-0.00453093j -0.0166367-0.00443757j 0.00104614-0.00523967j -0.018745-0.0184809j -0.00564543+0.00432739j -0.0106331-0.0195213j -0.0186201-0.000163117j 0.00239548-0.000389404j 0.00395031+0.00752535j -0.00828131-0.000208149j -0.00026268-0.00366432j -4.06451e-05-0.00180375j -0.00578538+0.000360882j -0.0104211-0.0148146j 0.00282696+0.00333667j 0.00204167+0.00529166j 0.00210121+0.000942828j 0.00523492+0.0162255j 0.00305698+0.0180563j 0.00115287-0.00953574j -0.00519661-0.0040525j -0.00685503-0.0207035j -0.00493346+0.000715645j -0.00285818-0.00349515j -0.00419102+0.00624969j -0.00903005+0.00628733j 0.00237999-0.0073383j 0.000224202-0.00991576j -0.00257759-0.000105982j 0.00352835+0.00897016j 0.00317622-0.0125554j -0.011605-0.0044951j 0.00776278+0.0092567j 
0.00394371+0.00119352j 0.00144137-0.00200545j -0.00706687-0.00713425j 0.0102579+0.00583611j -0.00667554+0.00408296j 0.0010467-0.0075686j 0.0133209+0.024963j 3.66981e-05+0.00956018j -0.0184052+0.0268299j 0.00250325+0.01165j -0.00967495-0.0119559j 0.00235882+0.00113309j 0.00602776+0.00620007j -0.00709874+0.00265223j -0.00378257+0.0149687j -0.00399344+0.0170215j -0.0120179+0.00560103j -0.00890134-0.00190231j 0.00306025+0.00995223j 0.00970064-0.00558598j 0.00936344+0.00450137j -0.00363921-0.00271428j -0.00593177-0.00195567j -0.000189288+0.000968057j 0.0079132-0.00217227j -0.0033414-9.83396e-05j 0.000109908-0.00374734j 0.00390936+0.00399341j 0.00170395-0.00102652j 0.00510591+0.000950704j 0.0096921-0.0032806j 0.00281908+0.00866462j 0.00719237-0.00193489j -0.00183116+0.00654533j -0.013539+0.011122j -0.003774-0.00499292j 0.00279685-0.00337692j 0.0127253+0.00182475j 0.000509854-0.00237672j -0.000359751-0.00681386j -0.00603861-0.00758144j -0.00377953+0.0128532j -0.0042287-0.00948343j -0.00913547-0.00442723j -0.0111958+0.0105476j 0.00947328+0.00133842j -0.00682624-0.00828349j -5.28236e-05-0.00535054j -0.00167647+0.00181974j 0.0196165-0.0128383j -0.000475037+0.00211751j 0.00226258-0.000343914j 0.000371558-0.00584601j 0.00397994-0.00123829j 0.013909-0.000637446j 0.00361298-0.00861345j 0.0307658-0.00917607j -0.00890742+0.00377285j 0.0153698-0.00229572j 0.0146546-0.000888471j 0.0112546+0.00501389j -0.00620147-0.00184104j -0.00765685-0.00125065j 0.00370221-0.00188846j 0.00615509+0.00311394j -0.00464377-0.00242372j -0.000173522+0.00233996j 0.00331307+0.00302031j 0.00670107-0.000515442j 
