-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
0.00222201-0.00235557j 0.000911127-0.00512169j -0.00697295-0.00152297j -0.00635684+0.00443583j -0.00982138-0.00126288j 0.016811-0.0104482j -0.0160727+0.0110732j 0.00459378-0.0120639j 0.00309486+0.00373642j -0.000787615+0.0093795j 0.0183821+0.00275947j 0.0232352-0.00804173j -0.00417377+0.00947657j 0.0129708+0.00913655j 0.00229686+0.00804613j -0.00488165+0.0189226j 0.00603222+0.00880899j -0.00604337+0.00302896j -0.0164632+0.00995276j -0.011301-0.00825661j -0.00193956-0.00249796j -9.73612e-05+0.011927j 0.00984596-0.00208481j 0.00618394-0.00327874j -0.00999275+0.00699044j 0.0236641-0.00762179j 0.00133083-0.000272118j -0.00397388+0.00181933j -0.00663477-0.000429646j -0.00522531-0.00277801j -0.0214169-0.0032718j 0.00799612+0.00283883j -0.00192114-0.00211367j -0.0035042-0.000503862j -0.00637655-0.00078039j 0.0174371+0.0010777j -0.0011704-0.00683395j -0.0177455-0.0130996j -0.005699-0.00798145j 0.0048948+0.00712958j -0.00333146-0.00841124j -0.00148065-0.00375112j 0.0124877-0.00439573j -0.00334372+0.00410918j 0.00774372-0.00182884j 0.00926913-0.000435817j 0.00990197+0.00220697j 0.000469645+0.00592634j 0.00292685-0.00314327j -0.000196016-0.0125541j 0.0198511+1.57349e-06j -0.0161721+0.0101875j -0.00500602+0.00175137j -0.00608005+0.0024842j 0.00887443-0.0017316j -0.00326337-0.000673356j 0.00257937+0.00767113j 0.00751244+0.000183153j 0.0178566-0.0101032j -0.0237587+0.00485906j -0.00786589-0.012583j -0.000421849+0.0157486j 0.0146074-0.00706974j -0.0012546-0.00318412j 0.00429229-0.00451007j 0.00711637+0.002257j 0.00474054+0.00474926j 0.0015551+0.00822537j 0.00282176+0.0108002j 
-0.00433273+0.000868754j 0.00426279-0.0021396j 0.000841374+0.00271289j 0.00543748+0.0072153j 0.00844329+0.00210212j -0.0128947-0.000236133j 0.0045534+0.0091826j 0.00874056+0.000626492j -0.00238238-0.00545037j 0.0024685-0.00121851j 0.0196665+0.00632383j 0.00676916+0.00175447j 0.00145819-0.000873089j 0.00261567+0.000532094j 0.0194245+0.0164342j -0.00202536+0.00195644j 0.0118296-0.0073092j 0.00312303+0.001348j 0.00844716+0.0035432j 0.0116925-0.000674634j -0.00715551+0.00692218j -0.00144461-0.00787739j 0.0181791-0.00657779j -0.00174016+1.03716e-05j -0.000835946+0.000379948j -0.0109787+0.000976453j -0.000830479+0.00247315j -5.98299e-06+0.00494714j 0.004752-0.000257758j 0.0172896+0.00381082j 0.0175147+0.0104249j 0.0109003-0.0010421j -0.00888402-0.00386955j -0.00988623+0.0077979j -0.0411222+0.00346345j 0.0123727-0.0166145j -0.013293-0.00524669j 0.0273024+0.0123826j -0.0183322+0.000616826j -0.0213268-0.00445338j 0.0329551+0.000833184j -0.00123801-0.000887625j 0.00152539-0.0021467j 0.0183528-0.0106293j 0.0080883-0.00346213j 0.00180152+0.00191236j -0.0125492+0.00516486j 0.00374501-0.000219357j 0.000877013+0.000399538j 0.00694323-0.000260867j 0.000605629-0.00215437j -0.000301104+0.000412079j 0.00652582+0.00414625j -0.00154886-0.00271767j -0.00352538+0.00601173j 0.00425236+0.0016662j -0.00739931-0.000925197j -0.00900151-0.00232406j 0.00869679+0.00198593j 0.00943542+0.00747163j 0.00734355+0.0085764j 0.00652488-0.00186552j -0.00198596-0.00465985j -0.00557398-0.00230461j 0.00513392+0.00249014j 0.0137676+0.00414964j -0.000543535-0.00441156j 0.00863668-0.000420717j -0.0106229-0.00258909j 
-0.000750674+0.00249025j 0.00486724+0.00468654j 0.00159057-0.008408j 0.00324092-0.0135894j -0.00735522-0.0120587j 0.000355144+0.00681164j -0.00379099-0.00579148j 0.00133324+0.0109273j 0.0118513+0.00121258j 0.0320527-0.00396738j -0.00553038-0.0233957j -0.0162141+0.010996j 0.00677275-0.00729921j 0.00619747+0.0108569j 0.0244988-0.0256922j 0.0216369-0.0131315j 0.000808337-0.00273299j -0.00352183-0.0067526j 0.0166267-0.0059727j 0.0113113-0.000145559j 0.00694944+0.00667202j 0.00710632+0.00436672j 0.00201623+0.00365085j -0.0056236+0.000238826j 0.0015862-0.00568209j -0.0160779-0.00425843j -0.00902216+0.00692873j 0.00741433+0.00615581j 0.00142872-0.00129598j 0.000917191+0.00512219j 0.002662+0.0168978j 0.0101248+0.00124121j -0.00885803-0.00689111j -0.0209641-0.00164039j -0.0109715-0.0144679j 0.00760376-0.00740681j -0.0252484-0.0155252j 0.0171744+0.0141107j -0.0156884-0.0153722j 0.0083831-0.00392306j -0.0319172+0.0171523j 0.00137353+0.00938514j -0.0126857+0.00595416j 0.00203924-0.00152273j 0.00155505-0.00790057j -0.00872247+0.00535473j -0.0104984-0.0105174j -0.000124487-0.000224684j 0.000819283+0.000766524j 0.00442806-0.000703302j 0.0039538-0.00797082j -0.00134481+0.00591116j 0.00377529+0.00536724j -0.00816701-0.00789337j 0.0278975+0.00777637j -0.00563463+0.00479904j 0.0029447-0.00112383j 0.00155864-0.00580531j -0.00391117-0.00244829j -0.00339274+0.00164065j -0.00820207+0.0010181j 0.000797264+0.00645549j -0.00979747+0.00125748j -0.00181788-0.00110892j 0.00466269+0.00450477j 0.0041619+0.00630868j 0.000999013-0.00855006j -0.00285814-0.00320507j 0.00277891-0.0113774j 
-0.00386192-0.00385963j 0.0031398+0.00188016j -0.00364852+0.000260034j 0.0145747+0.011724j -0.000559693+0.000462098j -0.00129276+0.00588304j 0.014649+0.0121428j -0.00441723+0.00175401j 0.00749412-0.00381801j 0.00765188+0.00537749j 0.0284931+0.0110604j 0.0333749+0.00199204j 0.00805106+0.00452751j -0.00387989-8.62557e-05j -0.0104556+0.0107892j -0.00332123+0.00695646j 0.0012294+0.00680492j -0.0105299+0.00111989j 0.00732375+0.0110702j -0.0113984+0.00079333j -0.00663495+0.00251411j -0.00360478+0.000436754j -0.0148802-0.00228805j -0.00438501-0.00516863j -0.00360975-0.00645889j 0.00844284+0.00425402j 0.00551365+0.000375547j 0.00847843-0.000795254j -0.00112725+0.00383944j -0.014751-0.00224419j 0.00537606-0.00238776j -0.00713051-0.00385928j 0.0110969+0.00419266j -0.00702502+0.00204479j 0.000825219-0.00313879j 0.0116623-0.000388236j -0.0026426+0.0034735j -0.00547869+0.000570489j 0.0267972+0.00175283j 4.49834e-05+0.00183276j -0.00934462+0.013367j -0.0264986+0.022701j 0.00655838+0.0104633j 0.000464164+0.00236627j -0.00271601+0.00493347j -0.00495954+0.010339j 0.021909-0.00546264j -0.00207164-0.00572921j -0.00182805-0.00305088j -0.00616698+0.0043686j -0.00403045-0.00207426j 0.00219732+0.0029978j 0.00132251-0.00140209j 0.00390251+0.00769433j 0.0140076+0.0137591j 0.00332108-0.00358602j -0.00615095-0.00128433j -0.0140252-0.00357397j -0.00398055+6.33557e-05j 0.0023738+0.00331054j -0.00043909+0.00750829j -0.012863-0.0119655j 0.000210408+0.0165693j -0.00572025+0.000339637j -0.00528101+0.0017048j 0.00899489+0.00324632j -0.00524455-0.00522806j -0.0108809+0.00435257j -0.00593005-0.0104444j 
-0.00288077-0.000437282j -0.0036629-0.000241645j 0.00507831-0.00428976j 0.00867467+0.00260488j 0.00846271-0.00340175j -0.00300339+0.0100742j 0.0158461-0.00871581j 0.0020066+0.00965542j 0.0017952-0.00114511j -0.00415912+0.0056314j 0.00147041-0.00477738j -0.00602258+0.00490462j -0.00802674+0.00245634j -0.0213292-0.000256735j -0.0075014+0.00970696j 0.00251914+0.00222498j -0.00224482-0.000812204j 0.00769157-0.0109514j 0.0111159+0.00146029j 0.014783+0.000431942j -0.00308101-0.00280298j -0.00488828+0.000376403j 0.00219275+0.00310126j -0.00877205+0.00138936j -0.000747259+0.000174191j 0.000932477+0.00270448j -0.00517389-0.002403j 0.00550521+0.00250257j -0.0132114+1.87331e-05j 0.00606247+0.0011757j -0.000905113-0.00273922j -0.00685393+0.00449737j -0.00110099-0.00515183j -0.00641042-0.00619129j 0.00792452-0.00941147j -0.0201252+0.00456413j -0.00336054-0.0058283j 0.00869174+0.00865032j 0.0112729+0.00141202j -0.0053501-0.00599773j 0.0129669-0.00618082j 0.000812567+0.0029151j 0.0015382+0.0041558j -0.00536737-0.00867622j 6.61227e-05-0.0022115j 0.000706398+0.00745869j 0.00160292-0.00218749j 0.0144585+0.00932784j -0.00133431-0.00443214j -0.00532506-0.0150651j 0.0362442+0.0127202j -0.0291248+0.00229025j 0.00599796+0.00383727j -0.0111414-0.00807104j 0.00609373-0.00916865j -0.00120328+0.00495222j 0.00380925+0.0145134j 0.00938585-0.00965524j 0.0108537-0.0149743j -0.0140736+0.00990132j 0.00510097+0.00356639j -0.00180624+0.0040876j -0.00527336-0.00113784j 1.00086e-05-0.00212784j 0.00353316-0.00114453j 0.00301673+0.00227543j -0.00341168+0.00180639j -6.28464e-05-0.00312146j -0.00202739-0.00213707j 
-0.00143008+0.00246109j -0.000710959-0.00416757j -0.0107988-0.0120853j -0.00626802+0.0138685j 0.00712307-0.0124055j 0.0266958+0.00735631j 0.00326554+0.00567723j -0.00206649+0.0198088j 0.0037539-0.00760444j -0.00590243+0.0100558j -0.0149694-0.0195661j -0.00260971+0.0076599j 0.00148345+0.0213389j 0.00932476-0.0165851j 0.0200608-0.00590755j 0.00255582+0.00710269j 0.00320916+0.00774135j -0.00282234-0.0093294j -0.00349355+0.011446j -0.00877868+0.0052753j 0.00275003+2.12341e-05j 0.00193735+0.00250647j -0.00138213+0.00692185j -0.000427011+0.00251164j -0.0202996-0.00390085j 0.00653934+0.00628431j 0.000308831-0.00246055j -0.00872872-0.00268301j 0.00509237+0.00253761j 0.0082519-0.00577818j -0.000772835-0.00974752j -0.00119873+0.00515459j -0.0036549-0.00559801j 0.0246228+0.0013945j -0.00228248-0.0108962j 0.00350037+0.00632052j 0.0188307+0.0013938j -0.00336853-0.00462592j 0.00117632-0.0107217j -0.00507068+0.00480047j 0.0152569-0.00561994j -0.0383177+0.0156641j 0.0129537-7.42695e-05j -0.00269844-0.00452594j -0.0106536+0.00506751j -0.0148924+0.00940786j 0.0153017+0.00362285j 0.00554356-0.00252712j 0.00597733+0.000548643j -0.0013063+0.00446528j -0.00148766-0.00180388j 0.00156+0.00651404j 0.00413037-0.00188522j 0.00170357+0.00056299j -0.00800001+0.00173249j -0.00218617+0.00045122j 0.00308336-0.00531599j 0.00107172+0.00150401j 0.0117417-0.00581233j -0.00889089-0.00166215j 0.00470765+0.00403382j -0.0053707+0.000677635j -0.00165517-0.00101056j -0.00112916-0.00166181j 0.000369574-0.00355971j 0.00359409+0.000854375j -0.00887077-0.000980787j -0.0100364+0.0084796j -0.00814396-0.00125242j 
0.00136912+0.0009746j -0.00279434-0.000652976j 0.00203305-0.00144663j -0.00620304+0.00116225j 0.00837062-0.00139074j 0.003261-0.0025922j 0.00687301-0.00528489j -0.00420389+0.00168771j 0.0214618+0.00380627j 0.000569911-0.00155822j -0.000223325-0.00300997j -0.00186492-0.00289073j -0.00596475+0.00420495j -0.00318459-0.00138621j -0.00508929-0.00378876j 0.00435472-0.000505202j -0.00390752+0.00123452j -0.0102389-0.00306669j 0.00717654-0.00528319j 0.0092182-0.00187528j 0.00729787-0.00453317j -0.00426714-0.00377098j 0.0169015-0.00128589j 0.00379627+0.00711272j -0.000968952+0.00684272j 0.0029125-0.00881287j -0.00693124+0.00138845j 0.00363832-0.00623627j -0.00232483+0.0168629j -0.00617794-0.0161262j -0.0114364+0.00198429j 0.00867767-0.00980644j -0.0103671+0.00837255j -0.0166866-0.00222173j -0.00447401+0.00854514j -0.0145045+0.00643114j -0.0174+0.00177391j 0.00456355-0.0036367j -0.00124666+0.00604749j -0.0123752-0.0015752j 0.00254327-0.0105064j -0.00545404-0.00409829j 0.00900127-0.00138498j 0.00223942+0.00524165j 0.00461036+0.00141115j -0.00927247-0.00368239j 5.07916e-06+0.000447942j -0.00971409-0.0107858j 0.00537395+0.00369195j 0.019923+0.00170986j -0.0216169-0.041028j -0.00727832+0.0373092j 0.00255918-0.00935495j 0.000138825-0.000232004j -0.00483523-0.0134511j -0.00281957-0.000572429j -0.0060508-0.00252725j 0.00131149-0.00175271j 0.00913353-0.000245335j -0.0185296+0.000827679j 0.0100733+0.00148971j 0.00360667-0.00312667j -0.00114146+0.00118435j 8.48243e-05+0.000378642j 0.00206582+0.00262034j 0.00291231+0.00253927j -0.00238919+0.00552469j 0.00042323-0.000509325j 0.001823+0.00131479j 
-0.00461096+0.00119333j 0.00202799+0.000168747j 0.000269103-0.00501841j -0.00606747+0.00266069j -0.00131744-0.00940863j 0.00481694+0.00086343j -0.0105303-0.00247848j -0.00686376+0.0104608j -0.00281122-0.00626987j -0.0164415-0.000308092j -0.00242361-0.0132646j -0.0035797+0.00568752j -0.00766278+0.0103252j 0.000758728-0.000161135j 0.00855123-0.0120184j 0.00309123-0.00508335j 0.00688957+0.00479004j -0.0032007-0.00440125j 0.00835149-0.00217191j 0.00156391-0.00617579j 0.00398079-0.00053604j -0.00429703+0.00425813j 0.015526-0.00452457j -0.00271776+0.0091485j 0.00165506+0.00152868j 0.00690396-0.00558732j 0.0038038+0.00495221j 0.0035374+0.00609689j -0.00444049-0.0116256j -0.00500039-0.00509105j -0.00718614-0.00719663j 0.00667045-0.0087406j -0.00473067+0.00582297j -0.0103675+0.000106974j 0.00250861+0.0169891j -0.00258535-0.00546551j -0.0138503-9.2072e-05j -0.00314143-0.00516341j -0.00119567+0.00390306j 0.00382228+0.00447554j -0.00186266+0.00129396j -0.00987576+0.00348099j 0.00495457+0.00392848j 0.00354894+0.00632773j 0.0137145+0.00886074j -0.00451193-0.0017748j -2.68211e-05-0.00782928j 0.0153512+0.0120667j 0.000562777-0.00282407j -0.00407116-0.0113095j 0.0208441+0.0118546j -0.0267338-0.0210343j -0.00544773-0.0176069j -0.00852314-0.00621152j 0.00012358-0.0018385j 0.000903907-0.00300289j 0.0152839-0.00173448j -0.00279176-0.00723526j 0.00331526+0.00964281j -0.00503241+0.0111397j 8.45443e-05-0.000612626j 0.0020707-0.00891371j 0.00270382+0.0110502j -0.000738885+0.00632339j -0.00376334+0.0120519j -0.00282735+0.00106336j 8.69497e-05+0.0047426j -0.00233302+0.000102516j -0.00580531-0.00494704j 
0.0017998+0.00152879j -0.000222807-0.00382468j -0.00748136-0.00510215j -0.00779469+0.00709022j 0.00892404-0.00620816j 0.013686-0.00286912j 0.00105585+0.00570364j -0.00288372+0.00605252j 0.0109635-0.0038242j -0.0118025+0.00334002j 0.0068493-0.00576194j 0.0026904-0.0100246j -0.00206257+0.0113819j -0.0041396-0.00311744j 0.00123037+0.000415184j 0.00549838+0.0078608j 0.00222942+0.00874701j -0.00980648-0.000189813j 0.0137603+0.00403772j 0.00798612+0.00141059j 0.00394686-0.00183471j -0.00147982+0.00226998j 0.0315672+0.00380696j -0.00722098+0.00191539j 0.00750937+0.00468396j 0.00219019-0.0111647j -0.00160829-0.000813987j 0.0078004+0.00289674j 0.0046363-0.00761295j -0.0254068+0.00581423j -0.0107626-0.00626151j 0.0103513+0.000731367j -0.0058781+0.00166546j -0.0375517-0.00198298j 0.00681232+0.00286813j -0.0099125+0.00679939j -0.0255293-0.00385146j -0.00792537-0.00169315j 0.00146889-0.00425807j -0.00639585+0.0057102j -0.00756306-0.00306915j -0.0100707+0.00123007j 0.0111757-0.00389926j 0.0108456+0.00101168j 0.00752364-0.00572722j -0.00583087+0.0015574j -0.00375469+0.00305588j 0.00786774-0.00855575j -0.000329214+0.000792963j -0.00280763+0.0039533j -0.0210953+0.0231762j 0.0250519-0.0273191j -0.00963292+0.0154007j 0.000609374+0.000252409j -0.0166694+0.00432644j 0.0105908-0.00550495j 0.00940234-0.00308379j -0.0142429+0.011799j -0.0106565+0.00261455j 0.0090344-0.012308j -0.00167089-0.00220396j 0.0041651+0.0065239j 0.00278048-0.00398474j 0.0021318-0.00259616j 0.00761098-0.0027123j 0.00362405+0.00376395j -0.000418766+0.00258139j -0.00135703+0.00507117j 0.000107952+0.00153195j 
0.00268504-0.000895488j -0.00433858-0.000858566j 0.00352186+0.00554914j 0.0041268+0.00148621j -0.00198858+0.00203728j -0.00192309+0.00363193j 0.00646683-0.00158673j 0.0036279-0.00724946j 0.0161299-0.00092821j 0.0306723-0.00877213j -0.00950324+0.000128257j -0.00114322-0.00789893j 0.00158329-0.0063093j 0.00227006-0.00573341j -0.014221+0.0080254j -0.00244528+0.00773489j -0.00567912-0.000430148j 0.00335866-0.00755074j -0.0150193+0.00345241j -0.00354636-0.00134292j -0.00640868+0.00752894j 0.00349066-0.00621987j -0.0154305-0.00362327j -0.000699999+0.0130676j -0.0114036-0.00472124j 0.00840736-0.00548037j -0.00616868+0.00625425j -0.0144225+0.0129334j 0.00487348-0.0183766j 0.0212909-0.0141405j 0.00060819-0.00636282j -0.00445284-0.0123257j -0.000742315+0.0050468j 0.024533-0.00480912j -0.00584753+0.0124605j -0.00442615-0.00873542j 0.0177745-0.00605717j 0.00313861-0.00609118j 0.00652856+0.00649681j 0.00138175+0.0022664j 0.00629347-0.00740001j 0.0105704-0.00372897j -0.0066131-0.00404232j 0.00320389-0.00619283j 0.0101399-0.00350087j -0.0136802+0.00276187j -0.0111642+0.00784982j 0.00363047-0.00334146j 0.00435457+0.000376608j -0.0021163-0.00405448j -0.00381597+0.0115039j 0.00329931-0.00928137j -0.018342+0.0039987j -0.00259112+8.97391e-05j -0.00532233+0.00293768j 0.00786198+0.00154027j -0.00809576-9.11379e-05j -0.00367521+0.00536799j 0.00817524-0.00157449j 0.0104704-0.0037574j 0.00206692+0.000814786j -0.00915432-0.00516969j -0.00121145-0.00397929j 0.00760431+0.00305552j 0.0100998+0.0083624j -0.00360989+0.00192386j 0.000743685+0.000494614j 0.000744648-0.00646657j 0.00344667+0.00529109j 
0.00314172+0.000735181j -0.00365889-5.02835e-05j 0.00596638+0.00176799j -0.00574252-0.000339347j 0.00234316-0.00207641j 0.000179018-5.4632e-05j 0.000706924-0.00341859j -0.0023167-0.00201444j 0.0287225+0.00359196j 0.025491-0.00593483j 0.000907866-0.000627442j -0.000321184-0.00274822j -0.00449744-0.0016703j 0.00312652-0.0007762j -0.00522891-0.00283854j 0.00523295+0.00333122j -0.00471047-0.00150908j -0.00705968-0.000703005j 0.00272157-0.00889038j 0.00220129+0.00323803j 0.00435038-0.0061025j -0.000120139-0.00378512j 0.00749287-0.000220848j 0.00679532-0.0143529j -0.00255198-0.00396223j -0.00293768+0.0115393j -0.00528805-0.00758147j 0.00252928-0.00247369j -0.00187334-0.0103554j 0.00356039+0.0247851j -0.0039504-0.00520125j 0.00441284+3.31632e-05j -0.0112939-0.000331453j -0.00155047+0.00229877j -0.0143137-0.00888141j -0.0116593+0.0141718j -0.00488553+0.00127882j 0.0122243+0.00498174j -0.00219177+0.00140469j -0.0106513+0.000530294j 0.00571421-0.0119466j 0.00686627-0.00749109j 0.00485469-0.0018016j -0.00677451-0.000304643j -0.0039087+0.00491278j 0.00250134-0.00423961j 0.00519984-0.000781817j -0.00636081+0.00341874j 0.00207224+0.00133569j -0.0116993+7.91297e-05j 0.0126663+0.00503566j 0.00892996-0.00892897j 0.0112003-0.00618786j -0.00283819-0.00730671j -0.0102007-0.00152657j 0.00845328+0.00188588j 0.00719156-0.00284245j 1.42004e-05-0.00379265j -0.0110628+0.00837483j 0.000285518+0.000885663j 0.00444443+0.00204335j 0.00775549-0.00290336j -0.00802381+0.000507823j -0.00102866-0.00124405j -0.00797785-0.00597881j -0.00553963-0.00235765j -0.00438536+0.00230963j 0.00229525-0.00472095j 0.00226342+0.00317345j 
-0.00312024-0.00193497j 0.000764045+0.000350439j -0.0143219-0.00122777j 0.00182129+0.00222638j 0.00752841-0.00228966j 0.0027883+0.00239741j 0.00399394+0.000485622j 0.0157156+0.00260608j 0.0079057-0.00639445j -0.0150082-0.00138065j 0.00348552+0.00179962j -0.00444715+0.00489438j -0.00170989+0.00150526j -0.00894331-0.00124268j 0.00631556-0.000387024j -0.00151124-0.00518463j 0.00502002+0.00327415j 0.00497635+0.00276742j -0.00133142+0.00460924j -0.00947813-0.000741728j -0.00114539+0.00227473j 0.00298701+0.00359253j -0.00254782+0.00300285j -0.00807578+0.000308738j -0.0040371-0.00543594j 0.00189534-0.00141762j 0.00412512-0.00210216j 0.00231984+0.0130121j -0.00501895-0.0290486j 0.00750338+0.018148j 0.00350897-0.013502j 0.000733689+0.00863305j 0.000579436-0.00538571j 0.00207461+0.00137259j 0.00582402+0.00725616j 0.00571547-0.00390226j 0.0069305-0.00093865j -0.00881751-0.000625996j 0.000711753+0.00226099j 0.0023894-0.00804161j -0.00300027+0.00965513j -0.0023853+0.00555135j 0.00144783+0.00340034j 0.0073049+0.00117739j 0.00540092-0.00397803j -0.00571642+0.000507774j -0.00189837-0.00200176j -0.0235234-0.00560414j 0.0145605+0.00230159j -0.00903352-0.00118797j 0.00821446-0.0367758j 0.0102602+0.0423703j -0.00128531-0.00661495j 0.00335633+0.00545953j 0.00142741-0.00816406j 0.0137619+0.00276374j 0.00808211+0.000771025j 0.00754325-0.000832851j 0.013283-0.00332104j -0.00157244+0.00044029j -0.00356721-0.00071824j 0.000219184+0.00046345j 0.00482277+0.00374988j -0.000987045+0.00139798j 0.00041391+0.000950818j 0.00263677-0.000602847j 0.00253023-0.000232503j -0.000796316+0.00301496j -0.00615603-0.00536209j 
0.00509635+0.00148926j -0.00228164-0.00160611j 0.0117387-0.00027696j 0.00147841-0.000702532j -0.00143211+0.00152699j -0.00825651+0.00244594j -0.00778477+0.00340134j -0.00977272+2.85892e-05j -0.0063456-0.00241123j 0.00281188+0.00874504j -0.00159612-0.00183753j 0.00905261-0.00254095j 0.00117686+0.00537952j 0.00130142+0.00141182j -0.00837293+0.00260323j -0.000750814+0.00694134j -0.00404722-0.0010005j 0.00412021-0.00470917j 0.00526867-0.000866925j 0.0046705+0.00199141j -0.0106676+0.00222345j -0.0043734-0.0041673j 0.00251068-0.000276251j -0.000373058-0.00269819j 0.0127883+0.000939308j 0.00140664-0.00351748j -0.00708038-0.00119978j -0.00849449+0.0045248j 0.0298095-0.0121466j -0.0236189+0.00767779j 0.00795144+0.000328135j -0.00355419-0.000529259j 0.00271458+0.00677082j -0.00558795-0.00555687j -0.00721544+0.00106686j -0.00647902+0.00921831j -0.00658242-0.00109247j 0.00667286-0.00201115j 0.00274785-0.000871459j 0.000724101+0.0101448j -0.00165646-0.00779612j 0.000775493-0.00566045j -0.0015378-0.00545546j -0.000245577-0.00396936j 0.00701242-0.0105002j -0.00514114+0.00441203j 0.00619509+0.00136598j -0.00986782+0.0181626j 0.00424841-0.0115751j -0.0054236+0.0114096j 0.0270056-0.0300038j -0.0178728+0.00688285j 0.00295128-0.00179059j -0.00803217+0.00532359j 0.0150711+0.00379965j -0.000418351-0.0146088j 0.00711654-0.00745398j 0.00708776-0.00393316j 0.0125129-0.00846318j -0.00981141+0.00303324j -0.00390977+0.000360029j -0.00642428+0.00197251j -0.0041306-0.00978193j 0.00053821-0.00126246j 0.000440301-0.00149279j 0.000727902+0.000985425j -0.00489585-0.00274335j 0.00152152+0.00121796j 0.0096787+0.00908295j 
0.00387146+0.0018732j -0.00318386-0.00276206j 0.00751898+0.00383673j 0.00347093+0.00486563j -0.0153976+0.000393535j -0.00780088-0.00566875j -0.0114363-0.00322629j -0.0170399-0.00640704j -0.0299521+0.000144004j 0.00483208-0.00211498j -0.0047684+0.00258303j 0.00476652-0.0166177j 0.00124692-0.0030295j 0.0135942-0.0046589j -0.00909274+0.00308121j 0.00804195+0.0116184j -0.00268362+0.000521312j -0.00340303+0.0013931j -0.00651582-0.00319265j 0.0246098+0.000884063j -0.00506929-0.000388821j 0.0033958+0.00398741j 0.0161505-0.000907203j -0.0260159-0.0018888j 0.0025502-0.00269384j 0.0145488+0.00296861j -0.00489238-0.000735647j -0.00132536+0.000372035j -0.0142369-0.00712813j 0.0193312+0.0062296j -0.0125741-0.00414504j 0.000885102-0.00404328j -0.00260641-0.000470173j -0.0078912-0.00151348j 0.00186879-0.00306016j -0.00693401+0.00642089j -0.0102529-0.00165001j 0.0045182+0.000159693j 0.00378955-0.00352414j -0.00420248+0.00387335j -0.0032071-0.010177j 0.00270234+0.00326008j -0.00294842-0.00402935j 0.00181357-0.000739688j 0.002686+0.00550688j -0.0081131-0.000974315j 0.000902145+0.00160492j -0.00661389-0.0157191j 0.00262171+0.00886982j 0.00356036-0.00692505j -0.010537-0.00892577j 0.0190953+0.025069j 0.00234223-0.00309251j -0.00207359-0.00476484j -0.00321181+0.00130199j 0.0103842+0.0128266j -7.94961e-05+0.00401726j -0.00623122+1.89624e-05j -0.00217714+0.00324081j -0.00415334+0.00211541j 0.00221397+0.00102737j -0.00533609-0.00260946j -0.00161462+0.00122287j 0.00191525-0.000787201j 0.000710938+0.000150139j -0.00385208+0.000596363j 7.80413e-05+0.0016436j -0.00097857-0.00345939j 0.00518736+0.00561485j 
